-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
0.00047855-0.0010451i,-0.00045876-0.00097308i,-0.0013899-0.000419i,-0.0009608-0.00051636i,-0.00020794-0.0007677i,-8.7174e-05-0.00015956i,-0.00087887+0.00070501i,-0.0011693+0.00086181i,-0.00058375+0.00041003i,0.00010217+0.00060704i,2.8294e-05+0.00093592i,-0.00032996+0.00029664i,8.7753e-05+0.00019142i,0.0007547+0.00018696i,0.0005824-0.00075006i,-0.00016273-0.0010377i,-0.00094404-0.00042431i,-0.00072168-0.00033877i,4.9201e-05-0.00059252i,0.00062413-0.0008091i,0.00063711-0.00032297i,0.00071534+0.00066841i,-2.0237e-05+0.00089866i
0.00051018-0.00030173i,-0.00015894-0.0011958i,0.00043844-0.0013019i,0.00073531-0.00053302i,-0.00023322-0.0005104i,-0.00035672-0.00042083i,-0.00053183+0.0001413i,-0.0013257+0.00034528i,-0.00059153-1.9701e-05i,0.00060593-0.00012313i,0.00049967+0.00016657i,2.0355e-05+4.1075e-05i,-9.2218e-05-0.00096134i,-0.00056114-0.0018067i,-0.00069603-0.0019821i,0.00030197-0.001495i,-3.191e-06-0.00065529i,-0.00019326-0.00020171i,-7.3836e-05-0.00048088i,-0.00052558-0.00058114i,-0.00072131+3.9592e-05i,-0.00050534+0.00035562i,0.00057639+0.00036974i
-0.00090302+0.00020401i,-0.00039976-0.00064676i,0.00031816-0.00038051i,0.00096518-0.00058929i,0.00044863-0.00098101i,-0.00073463-0.00024912i,-0.0016061+0.00029547i,-0.0017095+0.00017303i,-0.00098002+0.0004772i,-0.00032745+0.00040882i,-0.00038928-0.00044072i,-0.00022129-0.00094706i,-9.7104e-05-0.00093295i,-0.00024543-0.00078157i,4.0956e-05-0.00047938i,-0.00067835-0.00045661i,-0.0016202+0.00015005i,-0.00097793+0.00074837i,-9.2429e-05+0.00043754i,-0.00021659+0.00026314i,-0.00017564+0.00048822i,0.00066358+0.00069793i,0.00080854+0.00028382i
0.00060958-0.00017352i,0.0011312-0.0009i,0.0021167-0.00078871i,0.0024834-0.00043587i,0.0019333-0.00010734i,0.00064339+0.00013359i,-0.00040579-0.00013963i,-0.00098722-0.00015501i,-0.00028279+5.6095e-05i,0.00070803+0.00057291i,0.00036179+0.00057072i,-0.00044031+0.00051228i,-0.00019352+0.00011156i,0.00026596-0.00027003i,-0.00033381-0.00039022i,-0.0008106-0.0006589i,-0.00047475-0.00074646i,0.00096583+0.00011291i,0.0012732+0.00059332i,0.00011779+0.00054596i,0.00018045-0.00020233i,-2.7035e-05-0.0010805i,-0.00025936-0.0012022i
-0.00018761-0.0011458i,0.00068733-0.00010391i,0.0014247+0.0012149i,0.0014728+0.00069087i,0.00084016+0.00056734i,0.00044493+0.0010607i,0.00029248+0.00029268i,0.00024612-0.00083417i,0.00049117-0.00076553i,0.00076232+0.0002967i,0.0011329+0.00040693i,0.0012791-0.00015574i,0.00091727+0.00022083i,0.00091896+8.7395e-05i,0.0012107-0.00062442i,0.0013967-0.00010549i,0.00049342+0.00016711i,-0.0005837-0.00011381i,-0.00031021+0.00027252i,-1.5707e-05+0.00042164i,2.9889e-05+0.00053988i,-0.00010923+0.00046932i,-0.00092421-0.00019749i
-0.00043173-0.00029525i,0.00029616+9.4196e-05i,0.0017921+0.0007252i,0.0016314+0.00090274i,8.0904e-05+0.00034422i,-0.001324-0.00013783i,-0.0010262+0.00031589i,-0.00041797+0.0010726i,4.0248e-05+0.0011292i,0.00035303+0.00037848i,0.00015722-0.00012687i,0.00045928+0.00039206i,0.00063712+0.00041155i,0.00018568-3.9168e-05i,-0.0003588+0.00017586i,-0.00068306+0.00032192i,-0.00090532+0.00017318i,-0.00022157+1.5224e-05i,0.00039725-0.00019812i,3.3368e-05-0.0002938i,0.00042224-0.00030383i,0.00089028-0.00061999i,0.00076232-0.00066686i
0.00043872-0.00066233i,0.00052807-9.3947e-05i,0.0013534+0.00072576i,0.0022545+0.00065409i,0.0012046+6.9917e-05i,-0.00072375-0.00018038i,-0.0015254-0.00052457i,-0.0012661-0.00023857i,-0.00072337+0.00044889i,-0.00038189+0.00028525i,9.8478e-05-0.00044776i,0.0001826-0.00014394i,6.7563e-05+0.00025896i,0.00033552+0.00010309i,0.00039846-0.00066802i,0.00040876-0.00040814i,-0.00052634+0.00061429i,-0.0010618-0.00034905i,-7.4108e-05-0.0014163i,0.00087777-0.00087083i,-1.2268e-05-0.00038461i,-0.00033331-0.00034346i,0.0011538+4.2278e-05i
0.00041396-0.00067399i,0.0011385-0.00093369i,0.0023421+0.00022178i,0.0015201+0.00022159i,-9.8058e-05-0.00012995i,-0.00084638+0.00031557i,-0.001211+8.8819e-05i,-0.00084989+0.00022614i,-0.00082722+0.00080975i,-0.00070113+0.00095719i,2.982e-05+0.00041255i,0.00021738-0.0003325i,0.00054686-0.0011238i,0.0010045-0.0010943i,0.0011455-0.00028292i,0.00048162-0.00063762i,-0.0006327-0.00077311i,-0.00043202+0.00033759i,1.166e-05+0.0006621i,4.0567e-05+0.0002762i,0.0006943+0.0001305i,0.00067063-0.00023863i,0.00020563-3.2928e-05i
0.00059512-0.00049795i,0.001831+0.00079551i,0.0019591+5.4728e-05i,0.00068375-0.00062592i,-0.00038526+0.00019773i,-0.0006492+0.00093622i,-0.00086112+0.0010471i,-0.00094001+0.0011962i,-0.00041784+0.0013144i,1.4196e-05+0.00060911i,-0.00057537-6.4215e-05i,-0.00058705-0.0001943i,0.0001399-1.578e-05i,0.00041272-0.00038345i,0.00051899-0.00034985i,0.00037094+0.00026321i,-0.00052304+4.772e-05i,-0.0013622+0.00045155i,-0.0011083+0.0010494i,-0.00059963+0.00068006i,-0.00049247+0.00049401i,0.00014238+0.00062779i,0.00049789+0.00058801i
0.00073664-0.00042114i,0.00053347+0.00061679i,0.0015961+0.00096014i,0.0021801-5.3782e-05i,0.00063894-0.0014691i,-0.0011467-0.00082506i,-0.001275+0.00069658i,-0.00031918+0.00072881i,0.00055313+0.00021055i,0.00074726+0.00066968i,6.8559e-05+0.00091638i,-0.00043789+0.00073514i,-0.00057975+0.00044746i,-0.00051935+0.00011874i,0.00015401+0.00032738i,0.00049917+0.00022282i,0.00059936-0.00035513i,0.00088529+7.138e-05i,0.000891+0.00056302i,0.00097264+0.00018069i,0.00097944+0.00019215i,1.2308e-05+0.00047424i,-0.0006398+0.00066984i
-0.00013424-0.00064824i,6.0413e-06-0.00088118i,0.00055134-0.00026529i,0.001117-0.00030789i,0.0011556+0.00024694i,0.00048282+0.00027384i,3.6827e-05-8.9895e-05i,-0.00073887+0.00044677i,-0.00087928+0.00059639i,-7.8129e-05+0.00073134i,0.00073406+0.00080677i,0.0010198-0.0002299i,0.00077585-0.0010058i,0.00031222-0.0010589i,-0.00027787-0.00099579i,-0.00062536-0.00092994i,-0.00069576-0.00095222i,-0.00026466-0.00080584i,0.00065769-7.5604e-05i,0.0012609-0.00018387i,0.0012591-0.0006369i,0.00054473-0.00073593i,7.9867e-05-0.0010163i
0.00090469-0.00038953i,0.0023584-0.0010237i,0.0019228-0.0013163i,0.0010091-0.0017059i,-0.00015191-0.0016014i,-0.0013466-0.00031362i,-0.0012536+0.00023682i,-0.0013395-0.00021365i,-0.001728-0.00011852i,-0.0016211+5.2871e-05i,-0.0010977-8.5861e-05i,0.00027086-8.8918e-05i,0.0010526+6.9338e-05i,0.0011143+0.00020257i,0.000645+0.00029265i,-0.00015145+0.00032177i,-0.00031704+0.00011459i,-0.001033-0.00030722i,-0.0010232-0.00068985i,-0.00014835-0.00020833i,-8.506e-05+0.00015549i,0.00071423+0.00063204i,0.0008925+0.00057307i
0.0016626+0.0020801i,0.0028436+0.0016154i,0.0035985+0.00018431i,0.0019923-0.00049309i,-0.00038405-0.0007588i,-0.0012522-0.0011622i,-0.0013174-0.00040786i,-0.0011825-0.00031938i,-0.00088186-0.00045369i,-0.00078308-0.00028089i,4.8605e-06+0.00041562i,-5.2378e-05+0.0007563i,-0.00048177+0.0004401i,-0.00014862+0.0003816i,-1.3153e-05-0.00067511i,-0.0002629-0.0015235i,-0.0002228-0.00098068i,-0.00064309-0.00041045i,-0.00097435-0.00060087i,-4.082e-05-0.0006253i,0.00066501-0.00017398i,0.00023913+0.00044304i,-0.00023078+0.00094326i
0.00035098+0.00077589i,-0.00034103+0.00087352i,0.0011405+0.00021333i,0.0019147-0.00010712i,0.00092929-0.00024838i,-0.00060412-0.00042683i,-0.00091631-0.0005318i,-0.0011911+0.00038662i,-0.00081126+0.0010488i,0.00014524+0.001055i,9.076e-05-4.3491e-05i,0.00011733-0.00085448i,0.00022965-0.00082849i,-0.00031696-0.0010144i,-0.00067132-0.00044168i,0.00024437+0.00025541i,0.0010281+5.728e-06i,0.00075396-0.00043279i,0.00044575-0.00067522i,0.00065635-0.00025096i,0.0004333+0.00024568i,-0.00028561-5.8439e-05i,-0.00064971-0.00072507i
0.0013568-0.0014031i,0.0014601-0.0010856i,0.00078289+0.00019753i,-1.3344e-06+0.00087744i,-0.00044963+0.00064713i,-0.00051901+0.00062465i,-0.00096902+0.0006054i,-0.00085905+0.00076563i,-0.0003899+0.0011236i,0.0001742+0.00033982i,0.00048352-0.00087602i,8.5889e-05-0.00037215i,0.00030681+0.00070772i,5.1688e-05+0.00059664i,-0.00051443+0.00042905i,-0.00027767+0.00039716i,0.00010896-7.6044e-05i,1.6046e-05-0.00042979i,0.00034154-0.00061193i,0.00048588-0.00052169i,0.00029737-0.00014041i,0.00018475+0.00059189i,3.336e-05+0.00086803i
0.0011944-0.00038163i,0.0029408-0.00012954i,0.0022364-0.00011608i,0.00085502-0.00088813i,-0.00017788-0.0014468i,-0.0007281-0.001238i,-0.00090627-0.00052097i,-0.0014953-0.00019524i,-0.00091918+0.00078836i,0.00051207+0.0012919i,0.00037836+0.0012541i,-0.00015611+0.00080983i,0.00023999+4.2694e-05i,-0.00010058-0.00034994i,-0.00082848-0.0010504i,-0.00064713-0.00090908i,-0.00030818-9.1894e-05i,-0.00022813-8.6298e-05i,-5.7571e-05-0.00058202i,-0.00014416-0.00090862i,-0.00034682-0.00065471i,0.00032739+0.00042008i,0.00079362+0.0012719i
0.00076965+0.0012677i,-0.00041254+0.0010169i,0.0011283+0.00076446i,0.0019017+0.0010728i,0.00046107+0.00073005i,-0.00076565-0.00048076i,-0.0010211-0.00041113i,-0.00052523+0.00070761i,-0.00077387+0.00078698i,-0.00072924+0.00017328i,-0.00016593-4.5278e-05i,-0.00013868-0.00034915i,0.00026483-0.00057366i,0.00088985-0.00027809i,0.00062622+0.00014025i,-0.00010949-0.00033992i,-0.00058184-0.00020746i,-0.00033858+0.00036742i,-0.00011449+0.00032755i,-0.00023448+0.00055514i,-0.00091849+0.00050739i,-0.00074635-0.00037076i,-0.0001631-0.00051343i
-9.2993e-05-0.00027988i,0.0010224-0.00011325i,0.0019229-0.0011894i,0.0015768-0.0012784i,5.4769e-05-0.00031124i,-0.0014681+0.00015151i,-0.0016996+0.00013525i,-0.0012236-0.00015214i,-0.00062613-8.5444e-05i,-0.0002514+0.0004366i,0.00040021+0.00018372i,0.00094819-0.0007345i,0.00061399-0.00094724i,-0.00019422-0.00022449i,-0.0003081+0.00064608i,0.00096041+0.0007647i,0.0011296+0.00044371i,0.0006429-4.0093e-05i,0.00076226-0.00020211i,0.0010687-0.00029707i,0.00080932-0.00035814i,-0.00029498-8.1201e-05i,-0.00037746+4.4694e-05i
0.0006348+0.0002653i,0.00070011+0.00058408i,0.0013199+0.00075197i,0.0023704-1.5938e-05i,0.0014272-0.00022567i,-0.00050244+0.00024062i,-0.0015728+0.00041306i,-0.0010608+2.964e-05i,-1.782e-05-0.00052045i,1.2351e-05-0.00020495i,-0.00041492+0.00046346i,-0.00037268-0.00016769i,-0.00023673-0.0007517i,-0.00065836-0.00070336i,3.2979e-06-0.00021457i,0.00062322+0.00011299i,8.7268e-05+1.2433e-05i,-0.00032516+0.00037742i,-0.00049265+8.9894e-05i,-0.00026781-0.00028061i,-6.1589e-05+0.00011419i,-0.0002286+0.00021821i,-0.00078752-0.00018928i
0.0012647-0.00038768i,0.0022238-3.7763e-06i,0.0014451+0.00045154i,0.00050764+0.00057361i,-0.00071989-9.8963e-05i,-0.0020191-0.00051928i,-0.0016058-0.00027225i,-0.00063734+0.00038934i,-0.00033018+0.00031178i,-0.00072444-0.0002325i,-0.0010289-0.00035357i,-0.00035654+0.00012643i,-0.00018522-9.988e-05i,-0.00039306-0.00099878i,0.00043543-0.0010998i,0.00065167-0.00064958i,0.00064354-0.00035298i,0.00062492+0.00014836i,-0.00039222-7.4145e-05i,-0.00055653-0.0010714i,0.00024914-0.0012955i,0.00028829+2.5802e-05i,-0.000222+0.00080026i
-0.0016972+0.00040088i,-0.00078416+2.7545e-06i,0.00024802+0.00030846i,0.001213+0.0010227i,0.001244+0.001095i,0.00053094+0.00059698i,-9.1092e-05+0.00079207i,-0.0013291+0.0013308i,-0.0015314+0.0014468i,-0.00032276+0.0012092i,0.00046692+0.00045167i,-0.00013441-0.0002139i,-0.00047253+0.00040359i,-0.00016924+0.00065904i,-0.00036523+0.0001321i,-0.0011595-0.00054386i,-0.0012749-0.0004633i,-0.00040498-0.00018915i,-0.0005293-0.00055823i,-0.00042946-0.00077868i,0.00029227-0.00013187i,0.00056144+0.00043079i,0.00015714+0.00017896i
-0.00049221-0.00076437i,0.00033304-0.0001549i,0.00078962+0.00017529i,0.00060532+0.00045354i,-0.0004622-0.00049052i,-0.00049489-0.0014954i,0.00028766-0.00050354i,0.00034132+9.9206e-05i,0.00019612+0.0001492i,8.2618e-05+0.00054304i,0.00050646+0.0010851i,0.0010814+0.00068577i,0.00020044-0.00016472i,-0.00051581-0.00014911i,-0.0004484+7.8139e-05i,-0.00011107-5.0205e-05i,0.00053879+0.00020813i,0.00094549+0.00043177i,0.00059284+0.00027184i,0.00018685+0.00012448i,0.0001199-0.0003854i,-0.00057359-0.00032689i,-0.0012274+0.00040282i
-0.00097504-0.00094754i,-0.00031372-0.00033411i,9.7172e-05-0.00040778i,0.0010683-0.00069052i,0.00085799-0.00026103i,-0.00050126+6.1173e-05i,-0.0013658-0.00072229i,-0.001553-0.00040462i,-0.00089616+0.0012238i,-9.1897e-05+0.0016491i,-0.00032614+0.00076818i,-0.00084067+0.00031528i,-0.0011439+5.5817e-05i,-0.00055101-0.00028572i,0.00029868-0.00076251i,0.00017756-0.0004583i,-0.00045481+0.00066804i,-0.0010204+0.00072669i,-0.00067834+0.00035067i,-0.00044177+0.00030852i,-0.0009037-0.00031191i,-0.00044287-0.00050361i,5.6429e-05-0.00069834i
0.0011588+0.00058217i,0.0011988+0.00013786i,0.0019056-0.0004533i,0.0026318-0.00083973i,0.0017846-0.00041517i,0.00041751+0.00030247i,-0.0004693+0.0012562i,-0.0010475+0.00088163i,-0.0010649+0.00030903i,-0.00044578+9.1877e-06i,0.00021147-0.00023947i,0.00016046-0.00078306i,-1.0368e-06-0.00084046i,0.00015951-0.00041687i,0.00049942-0.00040099i,0.00086831-6.1717e-06i,0.00078093-0.00010271i,-0.00011286-0.00094999i,-0.00055803-0.00078702i,-0.00028547-0.00021486i,-0.00033202-0.00033277i,-0.00054117+0.00022358i,-0.00030527+0.00025214i
0.0011536+0.0004747i,0.0017242+0.00058194i,0.0022452+0.00034704i,0.0023047-7.8742e-06i,0.0014733-0.00025791i,-0.00056933-0.0002043i,-0.00111-0.00018892i,-0.00057279+0.00031733i,-0.00058549+0.00057064i,-0.00046601+4.6238e-05i,0.00036392-0.00022604i,-4.2663e-05-0.0011473i,-0.00091235-0.0017252i,-0.0009095-0.00060043i,-0.00017448+0.00032696i,0.00072288+0.00030214i,0.00046716-1.9214e-05i,0.00030218+1.3627e-05i,0.00028141+0.00045894i,0.00042097+0.00021215i,0.00068105-0.00027661i,-0.00021731-0.00048783i,-0.0013985-0.00073247i
-0.00017874-0.001223i,0.0014903-0.00057717i,0.0015014+0.00016911i,0.00089618+0.0005162i,0.00040693+0.00065075i,0.0002629+0.0014671i,-0.0003358+0.0011346i,-0.00036535-2.4237e-06i,-0.00098691-0.00014179i,-0.00090948+1.3697e-05i,0.00070126+0.00015335i,0.0013717+0.00053279i,0.0010444+0.000295i,0.000436-0.00096793i,0.00028087-0.0010136i,0.0005382-6.1653e-05i,0.00076944+7.5361e-06i,0.00044194-0.0007476i,-0.00024593-0.00078968i,-0.00077871+0.00039846i,-0.0001228+0.00092366i,0.00016619+6.619e-05i,-0.00050131-0.00067566i
0.00042329-0.0011789i,0.002196-0.00059503i,0.0029415+0.00021406i,0.0018753+0.00043218i,0.0001169+0.00018667i,-0.00071541+0.00040742i,-0.00083864-0.00014681i,-0.00026725-0.00014259i,0.00014263+0.00093052i,0.00020906+0.00055017i,0.00010141-0.00054736i,0.000537-0.00061591i,0.00086971+8.1874e-05i,0.00067417+0.00060479i,0.00036896+2.1294e-05i,9.2927e-05-0.00043736i,0.00031655-9.3545e-05i,-1.5773e-06+0.00038469i,-0.00014078+0.00057309i,0.00055842+0.00086743i,0.00088348+0.0012915i,0.00028846+0.00096992i,-0.00063011-0.00025479i
-0.00090752+0.0013385i,-0.0002081+0.0016134i,0.00043546+0.0013473i,0.00073849-4.6847e-05i,0.00028799-0.00064148i,-0.00058141+0.00031841i,-0.00099108+0.0004364i,-0.00068837+0.00045932i,-0.00030196+0.00077659i,6.3515e-05+0.0003089i,0.00025337+0.00017063i,2.3958e-05+0.00015946i,3.7069e-05-0.00012139i,0.00068383-0.00026374i,0.00082467-0.00021585i,0.00038799-0.00035292i,-5.1834e-05+0.00024775i,-0.00026752+0.00072368i,-8.1815e-06+8.8679e-05i,-0.00017933-9.9661e-06i,-0.00043232+1.926e-06i,-9.0791e-05-0.00031651i,-0.00030468-0.00027658i
-0.00065286-9.3285e-05i,6.6273e-05+3.0614e-05i,0.00070834+8.9907e-05i,0.00052658-8.0218e-06i,-0.00037694+0.00035372i,-0.0013221+0.00067367i,-0.00094562+0.00032355i,-0.00016714-0.00028924i,-0.00012345-0.00039474i,-0.00025114-0.00068738i,-0.00030829-8.501e-05i,2.0343e-05+0.00040992i,0.00047889+6.5323e-05i,-6.1582e-05+0.00033151i,-0.00024455+8.9657e-05i,7.8051e-05+0.00011573i,2.1486e-06+0.00030148i,-0.00048381+0.00035635i,-0.00092074+0.00039852i,-9.0399e-05-0.00020278i,0.00062513-0.00041664i,8.8588e-05-9.1642e-05i,1.7986e-05-0.00012401i
0.0020708+0.00014312i,0.0021141-0.00075806i,0.0027661-0.0010646i,0.0030362-0.00088026i,0.0018965-0.0014031i,0.00036061-0.0015727i,-0.00029519-0.00055772i,-0.00042399-1.2747e-05i,-0.00021407+0.00028354i,0.00062526+0.00024496i,0.00086506-8.4552e-05i,0.0002032-0.00039051i,6.2293e-05-0.00021491i,6.3701e-05-5.3179e-05i,0.00061329+0.00014211i,0.00088892+0.0003481i,0.00014989+0.00017209i,0.00019582+0.00027007i,0.00037063+0.00072842i,0.00029057+0.0002038i,0.0006781-0.00052724i,0.00036335-0.00068643i,-0.00059772-0.00072996i
0.0012498+8.0427e-05i,0.0025448+0.00086891i,0.0030028+0.00024702i,0.00084773-0.0010372i,-0.0016266-0.00069792i,-0.0017738+0.00071981i,-0.00067918+0.0015857i,-0.00041633+0.0011567i,-0.00022615+5.3823e-05i,0.00014319-5.2347e-05i,-5.548e-05+0.00024355i,-0.00014357-0.00026858i,0.00040404+0.0001091i,0.0014004+0.00085974i,0.0013354+0.00030013i,7.3347e-05-0.00023426i,-0.00072921-0.00047544i,-7.6145e-05-0.00023257i,0.00063987+0.00026826i,0.00034644+0.00014231i,-0.00035497-1.0303e-05i,-0.00028584-6.8377e-05i,0.00029429+6.7284e-05i
-0.001423+0.00016434i,-0.00098221+0.0011588i,-0.00037988+0.0018477i,2.3431e-05+0.0012712i,0.00037197+0.00050712i,0.00018477-0.00023991i,-0.00036001-0.0002337i,-0.0004205+0.00050942i,-0.00073347+0.00072999i,-0.00082505+0.00071356i,-0.00019682+0.00069592i,0.00016388+0.00077515i,0.00037209-2.3952e-05i,0.00045618-0.00033235i,-3.5715e-05-0.0001881i,-0.00080527-0.00012928i,-0.0014087-0.00062234i,-0.0011211-0.0010005i,-0.00068977-0.00024655i,-0.00048762+7.7938e-05i,-0.00013982-0.00041927i,-2.5363e-05-0.00057104i,3.0795e-05+6.075e-05i
-0.0024451-0.0016441i,-0.002071-0.0017732i,-0.0013036-0.0010792i,0.00015184+0.00013573i,0.00058425+0.00081327i,-0.00029288+0.00064353i,-0.00092325-0.00013097i,-0.0012337-0.00060009i,-0.00059887-0.00034511i,0.0002037+0.00054026i,0.00037496+0.0014001i,0.0007045+0.00079812i,0.0010712-0.00060626i,0.00039722-0.00088057i,-8.3425e-05-0.00015403i,0.00047782+0.00040879i,-4.4479e-05+0.00064639i,-0.00058377+0.00040528i,-0.00037145+0.00062363i,-0.00025501+0.00049164i,8.1389e-06-2.7269e-05i,-7.2737e-05+0.00057531i,-0.00026653+0.00069276i
0.00036737-0.001512i,0.00079394-0.002445i,0.0010573-0.0020726i,0.0011561-0.00064449i,-0.00010958+0.00044641i,-0.0012127-0.00013357i,-0.00099935-0.0012074i,-0.0009573-0.00081395i,-0.00082225-0.00045767i,-0.0006664+0.00012718i,0.00011395+0.00051578i,0.00082155+4.8643e-05i,0.0011649-0.00022741i,0.00072768-0.00059762i,-0.00039572-0.00030023i,-0.00019386+2.4658e-05i,0.00017246-0.00071484i,0.00017993-0.0014128i,0.00060645-0.0012379i,0.00050638-0.0003263i,0.00022617-7.9672e-05i,0.00039756+1.6134e-05i,0.0010524-0.0001365i
0.00071948+0.0014415i,0.0019026+0.00073423i,0.0027826+0.001166i,0.0026028+0.00044718i,0.0010459-0.00028396i,-0.00028668-0.00064469i,-0.00061617-0.00086023i,-0.0014445+3.1045e-05i,-0.0020549+0.00083308i,-0.0011871+0.00032883i,-1.2998e-05-0.00014362i,0.00016892-0.00011818i,-5.231e-05+0.00032528i,-1.6608e-05+0.0006214i,-4.8701e-05+0.00043188i,-0.00055133+0.00021467i,-0.0006272-0.00024903i,-0.00059851-0.00067606i,-0.0004472-0.00065507i,-0.00043549-0.00057009i,-0.00050271-0.00043146i,0.00045553-0.00075986i,0.00047019-0.00040936i
-3.7572e-05-0.00039107i,-0.00060338+0.0012758i,-0.00014813+0.0025883i,0.00083649+0.0023184i,0.0012484+0.001134i,0.00083473+0.00088744i,-0.0002774+0.00081507i,-0.0010028+0.00055626i,-0.00076185+0.00053713i,-0.00029804+0.00057944i,-0.00059054+0.00029326i,-0.00028215-5.891e-05i,0.00072561+0.00039935i,0.00021262+0.0009211i,-0.00026933+0.00041272i,2.1146e-06-0.00048649i,-9.7973e-06-0.0003762i,0.00028102-7.2926e-05i,0.00068964+0.00036191i,0.00073082+0.00059868i,0.00087074+0.00050001i,0.0012446+0.00078195i,0.00078211+0.00032589i
0.00059998-0.0016226i,-0.00017299-0.0015331i,-0.00010695-0.0022834i,0.00059311-0.0017192i,0.00021402-0.00046574i,-0.00053423+0.00076677i,-0.00051722+0.0011998i,-0.00042507+0.00068841i,-0.00050332+0.00036566i,-1.3084e-05+0.00038273i,-4.8152e-05+1.0988e-05i,-0.00042158-0.00024429i,-0.00045142-0.00021039i,0.00061723-0.0010373i,0.0011529-0.0014498i,0.00052069-0.00083619i,0.00015224+0.00021757i,0.00011572+0.00050021i,-0.00020457+0.00056637i,-0.00060366+0.00072119i,-0.00068231+0.00090319i,-0.00056014+0.0011654i,-0.00040339+0.00053521i
-0.00040171+0.00036715i,0.00017123+0.00075459i,0.0016003+0.0015817i,0.0015952+0.0010982i,0.00021882-0.00025219i,-0.00082264-0.0010743i,-0.0015706-0.0013303i,-0.0015071-0.0010156i,-0.0010454+0.00046683i,-0.00030052+0.001726i,0.00012349+0.00097081i,-0.00015636+2.7968e-05i,0.0005857-0.00025408i,0.0015442+0.00025292i,0.0014112+0.00035361i,0.0008417+3.6006e-05i,0.00055115+0.0001111i,0.00052847+0.0001085i,0.00012417-7.4124e-05i,0.00011951-0.00025018i,-0.00031301+0.00023568i,-0.00024306+0.00073568i,0.00024481+0.00025136i
-0.00010988-0.00030806i,0.0013835-1.6021e-05i,0.0019265+0.0014804i,0.0013804+0.0014684i,0.00038842+0.00045143i,-0.00045532+0.0001667i,-0.00087639+0.00050944i,-0.00057007+0.00048442i,-0.00033086+0.00076702i,6.2164e-05+0.00083429i,0.0013377+0.00043506i,0.0012181+0.00062699i,0.00061831+0.00093626i,8.0366e-05+0.00065862i,-0.00024519+0.00027875i,-0.00047322+0.00062267i,0.00020733+0.00063802i,0.0008916+0.0003105i,0.00034073-0.00053611i,0.00030816-0.00093296i,0.0010246-0.00028734i,0.001047-5.2412e-05i,0.0003255-0.0001672i
0.001673+0.00042768i,0.0022942+0.00031727i,0.002525+0.00055779i,0.0025497+3.7347e-05i,0.00099519-0.00080479i,-0.00076898-0.0013051i,-0.0012107-0.0012387i,-0.00053257+7.7398e-05i,-0.00026554+0.0011741i,-0.0001572+0.00026583i,-0.00031712-0.00058866i,-0.00037715+0.00019284i,0.00040746+0.00077173i,0.00068375+0.00054076i,-0.00042679+0.00051188i,-0.0003929+0.00032666i,0.00048064+0.00027533i,-5.3304e-05+9.936e-05i,-0.0003404-0.00024499i,-0.00046724+0.00043834i,-0.00032021+0.0011164i,-2.9932e-05+0.0004188i,-0.00012661-3.0289e-05i
-0.0008285-0.00011958i,-0.00054601-3.6634e-05i,0.00029132+0.00023732i,0.00019425+0.00041977i,1.086e-05+0.00060303i,-0.00011208+0.00060511i,-0.00038403+9.2098e-05i,-0.00047934-0.00032304i,-0.00027018-5.3296e-05i,-0.0002096+0.00068879i,0.00017142+0.00096507i,0.00037802+0.00024962i,-0.00030848-0.00034451i,-0.00083978-0.00042699i,-0.00060366+1.6087e-05i,-0.00020316+1.1379e-05i,-0.00058661-7.8007e-05i,-0.00038634+0.00014576i,1.2761e-05-3.2305e-06i,1.8889e-05-0.00026425i,-0.00073446-0.0005897i,-0.0019265-0.0016176i,-0.0013879-0.0017987i
0.00082924+0.0013094i,0.0015386+0.00080269i,0.0029619+0.0011852i,0.0029944+0.00032132i,0.0011823-0.00097744i,-0.00080957-0.00097539i,-0.0013292+0.00015047i,-0.00069969+0.00039775i,-0.00016463+0.0004038i,0.00020737+0.00052585i,0.00097663+1.1555e-05i,0.00079657+4.189e-05i,0.00019776+0.0003021i,0.00023721+0.00012717i,0.00028091-0.00036948i,-1.1933e-06-0.00081635i,4.7162e-05-0.00044471i,0.00015992+0.00052171i,-2.9299e-05+0.00097304i,-0.00012387+0.00023061i,0.00026806-0.00026042i,0.00015254+0.0004138i,-0.00034667+0.00051017i
