0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
0.00080295-0.0011084i,0.00014504-0.0026527i,-0.00024673-0.0037099i,-0.0023478-0.003839i,-0.0029068-0.0021514i,-0.001906-0.00010378i,-0.0012243+0.0006541i,-0.00082474+0.00072285i,-0.00042647+0.00065123i,5.6861e-05+0.00093273i,0.00038838+0.00070928i,0.00060526+0.00063637i,0.0009353+0.0012954i,0.0014019+0.00070388i,0.0012619-8.4068e-05i,0.00071543-0.00067484i,0.00018988-0.00074016i,-8.5806e-05-0.0008636i,7.3872e-05-0.0012332i,-9.9201e-05-0.001197i,-0.00080397-0.00092679i,-0.00063825-0.00088747i,0.00022236-0.0009494i
0.001091+0.0005418i,0.00046126+0.00059665i,-0.00093969+0.00030256i,-0.00074886+0.00018546i,-0.00017892-0.00017803i,0.00069895-0.00014115i,0.00077117+0.00064393i,0.00013829+0.0013239i,-0.00026444+0.0014654i,0.00024527+0.00054565i,0.00093726+0.00014717i,0.00090768+0.00043224i,0.0010084-3.52e-05i,0.0015031-0.00031925i,0.0011453+9.0252e-05i,2.2312e-05+0.00020446i,0.00012448+0.00041741i,0.00079183+0.00037904i,0.0005985-0.00012025i,0.00028875+1.8829e-05i,0.00019581-0.00027819i,9.3355e-05-0.00053885i,-0.00065466-0.00039468i
0.00033486+0.00075697i,0.00030618+0.00021653i,2.9555e-05-0.00038366i,-0.0005461-0.0015954i,-0.00090483-0.0029443i,-0.00077195-0.0025521i,-0.00061392-0.0011531i,-0.00059736+0.00025979i,-0.00057995+0.00057093i,2.3979e-06+0.00045735i,0.0009443+0.00039954i,0.0011275-9.3032e-05i,0.0011299-0.00018346i,0.00044865+4.981e-05i,0.00034117+0.00033389i,0.00038905+0.00020919i,-0.0002493+0.00027331i,-9.7382e-05+0.0003021i,-1.5478e-05-0.00044607i,-0.00021414-0.00047614i,-0.00036142+0.00036208i,-0.00040379+0.0010538i,-6.349e-05+0.0011386i
-0.0013436-0.00039018i,-0.0009995+5.9984e-05i,-0.0015048+5.3682e-05i,-0.0010753-0.00047269i,-0.001259+0.00012731i,-0.0011626+0.00065365i,-0.00097894-2.0714e-05i,-0.0012354-0.00071021i,-0.00085217+9.7503e-05i,-0.00037507+0.0010123i,-0.000203+0.0011242i,0.00062868+0.00038379i,0.0011612-0.000304i,0.00042831-0.00062211i,0.00034233-0.0005892i,-0.00032531+0.00019677i,-0.0004714+0.00054531i,-9.4387e-05-0.00011913i,0.00021569-0.00022867i,0.00044717+0.0001282i,0.00069517+0.00043546i,6.3494e-05+0.0011374i,-0.00077919+0.00070165i
0.00015933+0.0018777i,-0.0009896+0.0013145i,-0.0020258+0.00082819i,-0.0014613-0.00079555i,-0.00076996-0.0014678i,-0.00022059-0.0015197i,-0.00049065-0.0015259i,-0.0014116-0.00042446i,-0.0010876+0.0014543i,-0.000247+0.0011048i,-0.00061533+0.00032105i,-0.0013424+0.00059203i,-0.00075004+0.00034634i,-0.00010543-0.00037459i,0.00042772-0.00079282i,0.00075867+1.1161e-05i,2.6371e-05+0.00092468i,-0.00062773+0.0014402i,-0.0001919+0.0013059i,0.00043582+0.00084927i,-0.00044613+0.00033945i,-0.00079332+0.00029241i,-0.00063611+0.0004854i
0.00011264-0.00051501i,-2.4001e-05-0.0013376i,-0.00081128-0.0023764i,-0.001079-0.0028755i,-0.0010842-0.00229i,-0.0011239-0.0017979i,-0.0010246-0.00076182i,-0.0018183+0.00037817i,-0.0020035+0.00080872i,-0.00061423+0.00063477i,0.001217+0.00064426i,0.001686+0.00041616i,0.00088188-9.3172e-05i,0.00034299+0.00048679i,4.452e-05+0.0012593i,0.00047993+0.0007116i,0.00051525+0.00018148i,-0.0006568+0.0004487i,-0.00079006+0.0011642i,-0.0001983+0.0008701i,-0.00026517-4.1768e-05i,1.0233e-05-0.00075595i,-8.1213e-06-0.0013337i
8.2051e-05-0.00054538i,-0.0005476-0.0010447i,-0.001495-0.0021482i,-0.002227-0.0030065i,-0.0023264-0.0016031i,-0.0023835+0.00010772i,-0.0014776+0.00024649i,-0.00016141-0.00012751i,2.1386e-05+0.00050107i,0.0002087+0.0008969i,0.0008256+0.00099198i,0.00068833+0.00094862i,-0.00017722+0.00051271i,-0.00051795-1.7042e-05i,0.0002417-0.00087585i,0.00011625-0.00072446i,-0.0003302+0.00038811i,-0.00024763+0.00064961i,4.071e-05+0.00099166i,0.00041341+0.00033425i,0.00042624-0.0005306i,-0.00048529-0.00069229i,-0.0012968-0.00094189i
-0.00018994-1.1288e-06i,-0.00030723+0.00011554i,-0.00021634-1.3386e-05i,-0.0010919-0.00086636i,-0.0018713-0.0014951i,-0.0011183-0.00037379i,-0.00070489+0.00042354i,-0.00092414+0.00062993i,-0.00076714+0.001006i,-0.0003266+0.0007428i,0.00052463+0.00053078i,0.00031542+0.0010053i,-0.00045348+0.0011915i,-0.00037273+0.00043084i,-0.00023845-0.00074761i,-0.00041837-0.00030307i,-0.00033715+0.00047024i,-0.00025001+0.00060244i,0.00013433+0.00067845i,0.00039804+2.243e-05i,-0.00018479-0.00059852i,-0.00085239-0.00045965i,-0.0012648+5.2118e-05i
0.00060489+0.00036589i,0.0019537-0.0011776i,0.0022381-0.0023729i,0.0016686-0.0025189i,0.00050493-0.0017417i,-0.00052263-0.0012412i,-0.0011426-0.00016106i,-0.0017019+0.00042481i,-0.0013277+0.00092472i,-0.0004748+0.0016252i,0.00068588+0.0014719i,0.00080973+0.00050429i,-0.00011708-0.00075014i,-0.00037699-0.00040131i,-0.00029759+0.00064641i,0.00017552+0.00081199i,0.00014904+0.00031768i,0.00023303-0.00057148i,0.00042227-0.0010606i,-8.7289e-06-0.00079869i,0.00043107-0.00026909i,0.00040068+7.1139e-06i,-0.00042734-0.00010871i
-0.0014682-0.00046099i,-0.0019636+0.00094806i,-0.0022421+0.0013691i,-0.0021237+0.00035803i,-0.0017988+0.00040417i,-0.00082125+0.0011008i,-0.00033212+0.00060526i,0.00034847+0.00013586i,-0.00021499+0.0010252i,-0.00070859+0.0019703i,-0.0002469+0.001248i,0.00070781+0.00048854i,0.00095728+0.00076995i,0.00017982+0.00081905i,-0.00030813+0.0010199i,-0.00081563+0.00068814i,-0.0011696-0.00090603i,-0.00059369-0.0011849i,-0.00087365-0.00078192i,-0.00076236-0.00075609i,6.5015e-06+0.00055499i,-0.00015322+0.00062525i,-0.00060889-1.274e-05i
0.0011003-0.00028335i,0.00044933-0.00037524i,-0.00040937-0.0010935i,-0.00099923-0.0024856i,-0.0011371-0.0034915i,-0.00098432-0.0030138i,-0.00074294-0.0010201i,-0.00019338+0.00053639i,-0.0001782+0.0011756i,-0.00044092+0.00064929i,-4.9481e-05+0.00034812i,0.00036911+0.00070914i,0.00029046+0.0010082i,-9.8097e-05+0.0006451i,-0.00043996+0.0008734i,-0.0002339+0.00069975i,-0.0006465+0.00050361i,-0.0011772+0.00035126i,-0.00067892-0.00033194i,4.9674e-05-0.00051198i,0.00029366-4.6364e-05i,-6.6855e-06+0.00026533i,2.654e-05+0.0004733i
0.00016263-0.00043016i,-0.00041877-0.0013374i,-0.0013964-0.0024555i,-0.0022923-0.0030681i,-0.0026772-0.0015213i,-0.0024618-0.00012899i,-0.0017595-9.2212e-05i,-0.00098134-0.00046022i,-0.0007112-0.00061844i,-0.00068566-0.00055195i,0.0004613+0.00034059i,0.00060029+0.0017277i,0.00017126+0.0018875i,0.00056416+0.0011018i,5.9501e-05+0.00021047i,-0.00069935-0.00048592i,-6.761e-05-0.00047988i,0.000444+0.00048i,0.00065891+0.00077533i,0.00033123-0.00022455i,-0.00010217-0.00088705i,2.2671e-05-0.00033082i,-0.00029029+0.00029158i
0.00048807+0.00076209i,0.00059782+8.5173e-05i,0.00082047-0.0018635i,0.0012685-0.0019068i,0.00063469-0.00051953i,-0.00013755+3.3611e-05i,-0.00047648+0.0003102i,-0.0010039+0.00027962i,-0.00070454+0.00014859i,0.00078742-0.00013993i,0.0015916-0.00017781i,0.00093143+5.4842e-05i,0.0006977+0.00045424i,0.00038059+0.00043094i,0.00010434+0.00067746i,0.00029757+0.00062638i,-0.00070743+0.00079056i,-0.0013474+0.00055893i,-0.00028688-0.00038335i,0.00052208-0.00054106i,0.00014786-0.0008959i,0.00046422-0.0011335i,0.00061322-0.00070902i
0.0014119-0.00040879i,0.0022027-0.00093927i,0.0016001-0.002184i,0.00051663-0.0029167i,-0.00034672-0.0020919i,-0.00021516-0.0011243i,0.00027107-0.00073869i,0.0001046-0.00070842i,-0.00033445-0.00046077i,-0.00047241+1.9743e-05i,-6.7828e-05+0.00058762i,0.00014271+0.0013813i,0.0001859+0.0014306i,-0.0002147+0.00105i,-0.00087674+0.00051101i,-0.0010907+5.0039e-05i,-0.00037795-7.099e-05i,-0.00017048-0.00015977i,-0.00011132-0.00061868i,-0.00019561-0.00040561i,-0.00086379-0.0002125i,-0.00044023-0.00016232i,-2.9167e-06-0.00028845i
0.0014012+0.00081694i,0.00099972+0.00059054i,0.00033912-0.0010378i,-0.0015308-0.002362i,-0.002505-0.0023954i,-0.001945-0.0011957i,-0.0020336+0.00055629i,-0.0014671+0.00098473i,-0.00026932+0.0011938i,0.00025991+0.00080092i,0.00033862-0.00043937i,-3.5343e-05-0.00010686i,0.00037082+0.0014185i,0.0004617+0.0014768i,0.0003391+0.0009522i,0.00058901+0.000416i,0.00026143+0.00059823i,-0.00050325+0.00070405i,-0.00072774+0.00027335i,-0.00036057+0.00021466i,-0.00057256+0.00068886i,-0.00075979+0.00061507i,-0.00024326+0.00042046i
0.00092017+0.0011521i,0.001555+0.00027101i,0.0014351-0.0011745i,0.00063541-0.0021071i,-0.00074334-0.0018529i,-0.0008461-0.001791i,-0.00012209-0.0012089i,-0.0001308+0.00048967i,0.00051347+0.0018905i,0.00075418+0.0020326i,0.00034244+0.0015968i,-0.00011158+0.0007641i,-0.00020869+9.7336e-05i,0.00047627-0.00031553i,0.00044043+0.00021201i,-0.00037528+0.00097017i,-0.00059789+0.00047976i,-0.00076767-0.00029262i,-0.00065361-0.00023898i,0.00090694+0.0001352i,0.0015157+5.9541e-05i,0.00037728+0.00011144i,-0.0006395-0.00060971i
0.0005617-0.00079354i,0.0011762-0.0016966i,0.0019154-0.0021564i,0.00046055-0.0026819i,-0.00040746-0.0023187i,-8.8911e-05-0.0019021i,-0.00028247-0.0014471i,-0.0006756-0.00041438i,-0.0004759+0.00034677i,0.00052812+0.00013217i,0.00098095-0.00023229i,0.00078007+0.00018954i,0.00075595+0.00067874i,0.00073016+0.00030422i,0.0007067-6.7852e-05i,0.00043177-0.00016009i,-0.00035268-0.00058054i,-0.00081859-0.00034284i,-0.00044492+0.00019038i,-3.3929e-05-0.00012172i,0.00023405+9.3475e-06i,0.0001053+6.7641e-05i,-0.00036034-0.00085072i
-0.00065674+9.8164e-06i,-0.00064141-8.1845e-05i,-0.00124-0.0013446i,-0.0014032-0.0023605i,-0.0012822-0.0011071i,-0.00079634+0.00048755i,6.1796e-05+0.00048543i,0.00019968-0.00036044i,8.4713e-05-0.00017535i,0.00015825+0.00046332i,0.00047143+0.00029899i,0.0010045+0.00070122i,0.00045941+0.0010966i,-0.00048516+0.00026526i,-4.0148e-05-0.00034155i,0.00032845-0.0004339i,0.00040344+8.9239e-05i,0.00042991+0.00089905i,-0.00021109+0.00028725i,-0.00048674-0.00060184i,0.00010403-0.00085497i,0.00010006-0.00047012i,5.3944e-05+0.0004632i
-0.0024369-0.00047111i,-0.00209+0.00031197i,-0.0024798+0.00061558i,-0.0024773+0.0003124i,-0.0010525+0.00017241i,8.0058e-05+0.00041945i,-0.00021757+0.00070335i,-0.00064732+0.00029918i,-0.00060104+0.00072842i,-0.00029157+0.0013003i,0.00025804+0.00064896i,6.2103e-05+0.00029899i,-0.00039965-0.00017961i,2.7799e-05-2.7533e-05i,-6.7718e-05+0.00019619i,-0.0005229-0.00034985i,-0.00055839-0.00026752i,0.0002755-0.00013114i,0.00061438-6.4697e-05i,0.00019884-0.00029147i,-9.8917e-05-0.00037548i,-0.0007746+8.0542e-07i,-0.00079036-0.00024585i
0.0020689+0.00061724i,0.0025593+0.00022743i,0.0033531-0.00094614i,0.0019178-0.0023678i,-0.00024521-0.0019761i,-0.00096999-0.00058352i,-0.0011446-8.288e-05i,-0.0010107+0.00021079i,8.7695e-05+0.00052221i,0.00029595+0.0002614i,0.0002182-4.7217e-05i,6.3124e-05+0.00043403i,-0.00030612+0.00066543i,-0.00050523+0.00083575i,3.314e-05+0.00086464i,0.00036263+0.00041121i,-4.4384e-05+0.00030633i,-0.00054373+0.00058983i,-0.00057887+0.00057049i,-0.00010274+0.00049058i,0.00027466+0.0001661i,0.00056925-0.00019512i,0.00013111+0.00028581i
0.00039053-0.0023099i,-0.00033363-0.0034156i,-0.00077778-0.0049903i,-0.0012856-0.0042872i,-0.0014564-0.0023269i,-0.0015036-0.0011129i,-0.00078361+0.00012813i,-0.00060193+0.00027093i,-0.00083087-0.00014255i,-0.0003779-7.414e-05i,8.5313e-05-2.7195e-05i,0.00049481+0.00029577i,0.00059571+7.5682e-05i,0.00073766-0.00057345i,0.00087616-0.00052794i,0.00048573-1.1351e-05i,-0.0001005-0.00032483i,-7.497e-05-0.00046485i,0.0004621+0.00093039i,0.00030726+0.00096263i,-0.00017602+0.00014523i,-0.00023505+0.00043321i,0.00016889+4.9453e-05i
-0.00054724-0.002349i,0.00051444-0.001935i,-6.489e-05-0.0017657i,-0.00094652-0.0019215i,-0.00062597-0.0005301i,0.00017198+0.00029678i,0.00015917-0.00063266i,-0.00035984-0.00085886i,-0.00038408+4.6862e-05i,-9.7708e-06+0.0010902i,0.00013821+0.00080503i,0.00074009+0.00078949i,0.00088448+0.0012795i,0.00078488+0.00086249i,7.8768e-05+1.7279e-05i,-0.00043505-2.6531e-05i,-0.00067556-0.00056319i,-0.00093966-0.00059968i,-0.00055372+0.00058135i,-9.1318e-05+0.00018462i,0.00031897-0.00050532i,4.3034e-05+0.00055702i,0.00032232+0.00081061i
-0.00079507+0.00038689i,-0.00057487+6.6024e-05i,-0.0013872-0.00054901i,-0.0024475-0.0011557i,-0.0028478-0.0010761i,-0.0019864-0.00044455i,-0.0012709-0.00073703i,-0.0012619-0.00044236i,-0.0018044+0.00023608i,-0.0012464+0.00074464i,0.00043431+0.00081213i,0.001231+0.00042202i,0.00067525+0.00079109i,0.00017472+0.00077557i,0.00040361-0.00021376i,-0.00010996-0.00053012i,-0.00046968-0.00027365i,-0.00037213-0.00019558i,6.2629e-05-0.00017133i,0.00050827+0.00035885i,-4.0896e-06+0.00035657i,-1.3605e-05-7.1532e-06i,0.00059964+0.00016083i
-0.0007317-0.00058843i,-8.8522e-05-0.0017881i,-0.0012014-0.0024603i,-0.0017794-0.001851i,-0.0017775+4.4656e-05i,-0.00096808+0.0014948i,-0.00046241+0.0013027i,-1.3696e-05+0.0005403i,-0.00052024+0.00076789i,-0.0011819+0.0014436i,-0.0004928+0.0011665i,0.00042072+0.00043467i,0.00070879+0.00053873i,0.0011444+0.00025201i,0.00046104-7.9973e-05i,-0.00080563-0.0006665i,-0.00030388-0.0012834i,0.00048064-0.00052998i,0.00051153+3.3568e-05i,-0.00014368-0.00058992i,-0.00065664-0.00068234i,-0.0002751-0.00044052i,0.00024883-0.00061657i
-0.0013113+0.00086168i,-0.0012454-0.00082699i,-0.00058271-0.00074688i,-0.00016408-0.00044393i,-0.00020218-0.0012051i,-0.00034328-0.00077446i,-0.00071151+7.5876e-06i,-0.00085138-0.00035603i,-0.00035948-0.00025865i,-0.00028519+3.5367e-05i,-0.00017721-2.5132e-05i,0.00015175+0.00030454i,0.00039558+0.00031074i,0.00055963+0.00035211i,0.0002919+0.00033835i,0.00016341+0.00019989i,0.00023945+8.4255e-05i,5.3667e-05+0.00021517i,1.2216e-05+0.00014966i,7.937e-05-7.3765e-05i,0.00031956-0.00014368i,0.00094563+0.00054991i,0.00036005+0.00035376i
0.00076442-0.00084387i,0.0002604-0.00056019i,-0.0001042-0.00088923i,-0.0015288-0.0023514i,-0.0017072-0.0024153i,-0.0010867-0.00086843i,-0.00050771-2.2757e-05i,-0.00032534-0.00014376i,-0.00046159-0.0002155i,1.0073e-05+3.6227e-05i,0.00073143+0.00046093i,0.0009038+0.00080334i,0.00035751+0.00074245i,0.0002071+0.0011047i,0.00037079+0.00088378i,0.00039002+1.5929e-05i,-0.00022969+0.00035587i,-0.00063338+0.00027066i,-0.00013194+6.3029e-05i,0.00071749+0.0005087i,0.00059258+0.00046449i,-9.4715e-05-0.00024477i,-0.00060038-3.5912e-05i
0.0007045+0.00058673i,0.00023129+0.00026326i,-0.00036101+0.000174i,-0.0006509+0.00027436i,-0.00046332-0.00045081i,-0.00049159-0.001224i,-0.00070304-0.00068756i,-0.0008398-7.1127e-06i,-0.00067157+0.00070069i,-0.00033491+0.0010713i,0.00027822+0.0006955i,0.00077149+0.00050142i,0.00056235+8.055e-05i,0.00010648+0.00055993i,-3.897e-05+0.00097987i,0.00021959+0.0001604i,9.5939e-05-0.00033134i,-9.3059e-05-0.00018697i,-0.0001692+0.00091997i,-0.0003195+0.0013153i,-0.00039148+0.00048605i,-0.00028221-0.00029105i,0.0001168-0.00045645i
0.0017574+0.0002768i,0.0025418-0.0014298i,0.003899-0.0031521i,0.0027981-0.00375i,0.00065768-0.0031788i,5.2863e-05-0.0015703i,5.1739e-05-0.00053105i,-0.00038769+0.00028153i,-0.00048065+0.00061011i,-0.00012495+0.0005651i,0.00024997+0.00055835i,0.00095036+0.0005265i,0.00096382+0.00061702i,9.7575e-05+0.00072395i,0.00046653+0.00033535i,0.0008397-0.00065551i,0.00096008-0.00084705i,0.00088231-0.00064836i,0.00023904-0.00042246i,0.00049972-9.8097e-05i,-4.955e-05-0.00048237i,-0.00087896-0.00095454i,-0.00033443-0.0005796i
0.0004583+0.00018247i,-0.00062287-0.00097522i,-0.0013368-0.0014468i,-0.0021849-0.0019942i,-0.0033711-0.0021378i,-0.0025998-0.0013592i,-0.0018259-0.00086771i,-0.001917-0.00022865i,-0.0011376+0.00024914i,0.00059251+0.00056638i,0.001098+0.00089883i,0.00052576+1.0835e-05i,0.00045822-0.00029241i,5.7579e-06+0.00010323i,-0.00033146+0.00031599i,0.00017778+0.00055515i,-0.00011471+0.00023354i,-0.00070367+8.9932e-05i,-0.0011715+0.00012133i,-0.0017922-0.00016843i,-0.0010549-0.00038629i,-0.00045117-0.0003564i,-0.00049525+0.00034077i
-0.00038199-0.00064686i,-5.9139e-06-0.00029968i,-6.9459e-05-0.000839i,-0.0014203-0.0016813i,-0.0027792-0.0016002i,-0.0021631-0.00029101i,-0.00062059+0.0009479i,-0.00053837+0.0015133i,-0.00065092+0.00080551i,-0.00040977+0.00038489i,6.8789e-05+0.00061388i,0.00013252+0.00091459i,3.4067e-05+0.0009401i,0.00059648+0.0010102i,0.00012199+5.5184e-05i,-0.00042986-0.00050852i,-0.00052226+0.0003899i,-0.00063363+0.00075075i,-0.00040637+0.00076715i,0.00025658+0.00045308i,0.00092267+0.00048879i,0.001163+8.6087e-06i,0.00039387+0.00018305i
0.0021912+0.00016604i,0.00021556+0.00081603i,-0.00012389+0.00053433i,-0.00028922-0.00073527i,-0.00089227-0.0011668i,-0.00015088-0.00041739i,0.00050954+0.00052653i,0.00011118+0.0002112i,0.00022567-0.00063791i,-8.666e-05-0.00023192i,0.00012449+0.00072153i,0.0011994+0.00063009i,0.0012151-2.3618e-05i,0.00072813-0.00033161i,0.00064968+7.0025e-05i,0.00039201+0.00021164i,0.00065121+0.00054428i,0.0004799+0.0010383i,-0.00023373+0.001016i,-0.00042345+0.00048486i,0.00021726-3.1833e-05i,0.00048289-0.00037073i,0.00025495-6.0451e-05i
-0.00029199-0.0024568i,-0.00050261-0.0028343i,-0.0005304-0.0033312i,-0.0015105-0.0024059i,-0.0022736-0.00075769i,-0.0010898+0.00034438i,-0.00030897+0.00055318i,-0.00089388+0.00069809i,-0.0011976-5.85e-06i,-0.00043012+0.00034624i,0.00050617+0.00041208i,0.0011903-2.4557e-05i,0.00098646+0.00025902i,0.00054749+2.3841e-05i,0.0010309-0.00038075i,0.0015708-0.00030494i,0.00092442+7.9576e-05i,0.00011871+0.00025318i,0.00037977+0.00048824i,0.0010562+0.00057256i,0.0011271-7.7276e-05i,0.00077168-8.3941e-05i,0.00089042+0.00076733i
-0.0013782-0.00098737i,-0.0016401-0.0018632i,-0.0020174-0.0010342i,-0.0025899-0.00017869i,-0.0019911-0.00031474i,-0.00064004-0.00060178i,-0.00027614-0.0011106i,-0.0013339-0.00072921i,-0.0020486+0.00044816i,-0.0011914+0.00043738i,0.00029774+0.00016268i,0.00053073+0.00028166i,5.1882e-05+0.00012521i,-1.5338e-05+0.00034568i,-1.1391e-05+0.00044405i,4.5308e-05+0.00032877i,-0.00014243+0.0001851i,-0.00077054+0.000102i,-0.0008249+0.00029848i,-0.00010269+0.00020335i,0.00078703-0.0001316i,0.00072002-0.0006315i,0.00012831-0.00069742i
0.00077578-0.00032569i,0.0013122-0.001153i,0.00066276-0.0020633i,-0.00076769-0.0025577i,-0.0014983-0.0018962i,-0.00099997-0.00071819i,-0.0002342-0.0010171i,-0.00097104-0.0014554i,-0.0020626-0.00072832i,-0.0017973+0.00023984i,-0.0011607+0.00058505i,-0.0003014+0.00035637i,0.00058443+0.00045109i,-9.231e-05+0.00047832i,-0.00040929+0.00046229i,-0.00050412+0.00067697i,-0.00073486+0.00026187i,-7.0056e-05+0.0003i,0.00026268+0.00050215i,0.00036836+0.00052666i,0.00040129-0.00012891i,-0.00044867-0.00055957i,-0.00059697-0.00022841i
0.0018746+0.0026296i,0.0016576+0.0013482i,0.002424-0.00091479i,0.0021275-0.0018032i,0.00017116-0.0019199i,-0.00083438-0.00030267i,-0.00039687+0.0016959i,-0.00020076+0.0013958i,0.00059612+0.00041981i,0.0012605+0.00047979i,0.00056425+0.00092723i,-0.00017316+0.0014155i,0.00031089+0.0015239i,0.00054545+0.0010424i,0.00024006+0.0012148i,0.00047322+0.0017724i,0.0006512+0.0011774i,-0.00015328+0.00026591i,-6.0053e-05+8.5792e-05i,0.00061247+0.00048915i,0.00057435+0.00072842i,0.00049675+0.00074839i,0.00039072+0.00067288i
0.0016806-0.0017431i,0.00049387-0.0032316i,-0.00091762-0.0038552i,-0.0017867-0.003086i,-0.0012627-0.0016519i,-0.00048164-0.00028435i,6.2075e-05+0.00051397i,0.00014339+0.00079203i,-0.00037628+0.00040879i,-0.00015965+0.00037097i,0.00073798+0.00071458i,0.0012883+0.00064566i,0.0012717+0.00091338i,0.00090807+0.00077189i,0.00061613+0.00024997i,0.00038912+0.00031069i,-0.00029792-0.00043434i,-0.00080245-0.00065449i,-0.00042399-0.0002027i,0.00030315-0.00048638i,0.00020424-0.00090938i,-0.00062534-0.00043237i,-0.001267+0.00044356i
0.00025071-0.0017261i,-0.0010911-0.0010679i,-0.0022599-0.0024755i,-0.0030111-0.0036327i,-0.0033007-0.0023112i,-0.0024668-0.00083234i,-0.0017155-0.000674i,-0.0012137-0.00067418i,-0.00059133-0.00026943i,-0.00056718-2.1018e-05i,-0.00016634+0.00036183i,0.0008095+0.0012263i,0.000665+0.0008254i,0.00023973+0.00018934i,0.00036706+0.00047899i,0.00060631+0.00039908i,0.00036098+3.0284e-05i,-2.3922e-05-4.1625e-05i,-0.00042485+0.00032116i,-0.0010259+0.00022179i,-0.00074+6.1612e-05i,0.00045613-1.1143e-05i,0.00082632+0.00067247i
-0.0012873-8.1494e-05i,0.00048425+0.00053533i,0.00040676-1.5253e-05i,-0.00061989+8.5233e-05i,-0.00064197+0.0012421i,0.00075802+0.0012194i,-0.00044205-0.00018196i,-0.0016284-0.00054614i,-0.0012245-7.5162e-05i,-0.00064863+0.00025176i,-0.00026235+8.9382e-05i,2.0286e-05-0.00048749i,0.00034578-0.00044064i,-0.00070451+0.00010633i,-0.0016325+9.8933e-05i,-0.0011551-0.00018198i,-0.00064567-0.00053692i,-0.0005618-0.00040341i,-0.00039097+2.3199e-05i,-0.00015874-0.00015121i,0.00042268-0.00036751i,4.648e-05-0.00035993i,-2.769e-05-0.00021116i
-0.00016229-0.00041774i,-0.002096-0.00029198i,-0.0027435-0.0011048i,-0.0014741-0.0011426i,-0.0011771-0.00073417i,-0.0014128-0.00032755i,-0.0011454+0.00034713i,-0.0011126+0.00056635i,-0.00058137+0.00071748i,0.00012598+0.00073796i,0.00029576+0.0010491i,0.00082133+0.0018081i,0.0013766+0.0015524i,0.0010384+0.00066161i,0.00052735-0.00029087i,6.1408e-05-0.00024497i,0.00024087+0.00041702i,8.9572e-05+0.00052474i,0.00043977+0.00091622i,0.0013081+0.0010716i,0.0015765+0.00083748i,0.0011311+0.00046423i,1.5715e-06+0.00027783i
-0.0014406-0.0020667i,-0.00064043-0.0017944i,-0.00084037-0.0024563i,-0.00083159-0.002308i,-0.00053694-0.00082504i,0.00025327+0.000565i,0.0008398+0.00067023i,-2.0206e-05+0.00022707i,-0.0012771-0.00033711i,-0.00089007-4.1565e-05i,0.00044751+0.00072171i,0.00077622+0.00049133i,0.00054078+0.00015758i,-0.0001929-0.00022996i,-0.0010237-0.00042616i,-0.0006131-0.00049577i,-0.00057988-0.00095034i,-0.00084624-0.00084074i,-0.00022511-0.00035337i,0.00035054-0.00047019i,0.0007825-0.00075645i,0.00021859-0.00070074i,-0.00077048-0.001019i
0.0012388-0.00040765i,0.00022565-0.00082987i,-0.00022937-0.0021198i,-0.0013519-0.0019129i,-0.0025737-0.00096085i,-0.0017771+0.00048372i,-0.0009403+0.00073058i,-0.00052751+0.00014313i,-0.00077412-0.00029938i,-0.00079568-0.00017841i,-0.00017986+0.00020362i,0.00038735+0.00012223i,0.0009331+3.8011e-05i,0.0009008+0.00042317i,0.00047181+0.000902i,0.0003885+0.00059173i,-0.0001787+0.00061732i,-0.00050494+0.00066516i,0.00041184+0.00036183i,0.00053038+0.00087373i,-0.00027265+0.001094i,-0.00044098+0.00038843i,0.00023238+6.7926e-05i
-0.0013623-0.0010267i,-0.00067731-0.0011739i,-0.00086056-0.00053056i,-0.0011173-0.00010515i,-0.00034799-4.325e-05i,0.00019883+0.00038064i,0.00014231+0.00047009i,-3.3641e-05+0.00014445i,-0.0003015+0.00099727i,-0.00013168+0.0011339i,0.00027575+0.00059418i,8.2081e-05+0.0011043i,0.00043187+0.00093859i,0.00021879+4.6189e-05i,-0.00020602+0.00029158i,3.4461e-05+0.00025859i,9.9972e-06-0.00046797i,-0.00040101-0.00028765i,-0.00084398+0.00035258i,-0.0007978-0.00012468i,-0.00075698-0.00078846i,-0.00085585-0.00035211i,-0.0010121-0.0002132i
