-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
-0.00023668-0.00069846i,0.00076423-0.0011209i,0.0004697-0.0010638i,0.00018175+0.00019756i,-0.00010471+0.00097234i,-0.00044533+0.0003476i,-0.0012983+0.00085685i,-0.0016474+0.00068862i,-0.00053886-0.00068215i,0.00081625-0.00089813i,0.0014539-0.00011311i,0.00093325-0.00029127i,0.00017984-0.00043641i,0.00017888+8.4428e-05i,0.00048572+0.00053732i,0.00030327+0.0004522i,-9.2942e-05+0.00027618i,-0.00065625+0.00018737i,-0.00036873+5.1412e-05i,0.00028007+9.4102e-05i,-0.00023584-0.00027499i,-0.0011113+7.3475e-05i,-0.0013541+5.5915e-05i
-0.0017644+0.00016614i,-0.00059126+0.00044813i,-0.00099378+0.00097372i,-0.0013169+0.00090845i,0.00056575+0.0017603i,0.00098868+0.0016408i,-0.0002109+0.00078995i,-7.3503e-05+0.00072396i,-0.00034052+0.00037466i,-0.00097806-0.00022124i,-0.00062818-0.00085766i,-5.4662e-05-0.0014325i,-0.00014085-0.0011771i,-0.000159-0.0004i,0.0001344-0.00058856i,-1.4495e-05-0.00083675i,-0.00045519-0.00044402i,-0.00089356-0.00033129i,-0.00058632-0.0006752i,-0.00059669-0.00091247i,-0.00069068-0.00088616i,-0.00047278-0.00054119i,-0.00065245-0.00020063i
-0.00041515+0.0010725i,0.00024697-0.00012848i,0.00072725+0.00042704i,0.0003581+0.0017468i,3.5045e-05+0.0018604i,-0.00026536+0.00066709i,-0.0010369+0.00021807i,-0.00082744+0.00054912i,0.00035806-0.00045408i,0.0010516-0.001418i,0.00086931-0.0015396i,-6.1775e-05-0.0010869i,-7.0444e-05-7.165e-05i,-0.00014716+0.001217i,-0.00048243+0.0016921i,-0.00016048+0.00096669i,-0.00061987+0.00053258i,-0.00074888+0.00016256i,0.00034222-0.00026925i,0.0010722-0.0007499i,0.0009989-0.0012439i,0.0011544-0.00095269i,0.00071939+1.5926e-05i
0.0007249+0.001695i,0.0009835+0.0025876i,0.0002495+0.0026165i,0.0004077+0.0018441i,0.0012235+0.0017758i,0.00051069+0.0015738i,-0.0012981+0.00098825i,-0.001031+0.00039532i,0.0001742-0.00017938i,0.00013511-0.00059419i,0.00046929-0.00079111i,0.00084683-0.00037637i,-0.00021244+8.5934e-06i,-0.0006988+0.00020218i,-5.2849e-05+0.00039585i,-0.00043467+9.0709e-05i,-0.00073552+0.0002749i,-0.00045167+0.00076741i,-0.0009055+0.00042268i,-0.00096908+9.659e-05i,-0.00011094+7.4548e-05i,-0.00014805+0.00018348i,-0.00020725+0.00057937i
-0.0014116-0.0013144i,-0.0010824-0.00017143i,-0.0018677+0.0015457i,-0.0016233+0.0028093i,-0.00084879+0.0022725i,-7.1301e-05+0.0015376i,-0.00079259+0.0003476i,-0.0021101-0.00033007i,-0.0014253-0.00011285i,-0.00010127-0.00014863i,0.00068951-0.00098397i,0.00054423-0.0018783i,-0.00048202-0.0016924i,-0.0011266-0.0011279i,-0.00077404-0.0010087i,-0.00024124-0.00042116i,-0.00051209+0.00028814i,-0.0010413+0.00067457i,-0.00095968+0.001221i,-5.9445e-05+0.00032805i,0.00057207-0.00040292i,-4.4741e-05+6.9153e-05i,0.00042394-3.6132e-05i
0.00065914+0.00049684i,0.0011185-0.00029452i,0.001074-0.0020264i,0.0011873-0.0021866i,0.0012867-0.0010542i,-0.00052854-0.00078443i,-0.0022476-0.00014077i,-0.0017705+0.00011422i,-0.0011818-0.00015441i,-0.00088744-0.0001525i,-0.00029868-0.0009094i,0.0003579-0.0013984i,0.00062277-0.0010915i,0.00036911-0.0013491i,0.00040579-0.0010137i,-0.00020851-0.00028213i,-0.00055553+0.0002034i,-0.00033631+0.00088798i,0.00041222+0.0010204i,0.0010029+0.00061129i,0.00033423+0.00033634i,-0.00034007+0.0005714i,0.00036751+0.00052835i
0.00054136+0.00082385i,0.00075316+0.0018234i,-0.00058192+0.0028581i,-0.0015022+0.0026965i,-0.00084472+0.0020932i,-0.0001822+0.00149i,-0.00044711+0.00079995i,-0.00059144+0.00053774i,-6.452e-05-0.00025913i,0.00056023-0.0011263i,0.00091506-0.00093283i,0.00090684-0.00058584i,0.00095944-0.00097991i,0.00083997-0.00043186i,0.00022784+0.00030563i,-0.00071174+0.00028602i,-0.0015213+0.00027141i,-0.0013314-9.4593e-05i,-0.00011789-0.00068669i,-7.0013e-05-0.00083803i,-0.00092057-0.0012346i,-0.000979-0.0018771i,-0.00046261-0.0015537i
0.0017063-0.0017791i,0.00093081-0.0030405i,0.0022866-0.0049046i,0.0023073-0.0041607i,0.00091261-0.001662i,-0.00023596-0.0010121i,-0.00090649-0.00087022i,-0.0011937-0.00016567i,-0.00039182-0.00030444i,0.00025791-0.0011493i,0.00011208-0.0014784i,-0.00066129-0.00063853i,-0.0013066-0.00022661i,-0.0016762-0.00045963i,-0.0013067+3.388e-05i,-0.0010738+0.00060371i,-0.0009291+0.00036757i,-0.00023265+0.00013406i,-0.00042115+0.00030504i,-0.00067334-8.8119e-07i,-0.00062841-0.00066294i,-0.00095232-0.00041396i,-0.00053852-0.00010489i
-0.0018261-0.0014025i,-0.0018844+0.00045683i,-0.0013749+0.0015178i,-0.00065561+0.0013984i,-0.00040076+0.00069049i,-0.00094584+0.0002533i,-0.0011195+0.00044617i,-0.00033596-0.00040235i,0.00024313-0.0011369i,0.00060269-0.00054611i,0.00034914-0.00083366i,-0.00015595-0.00070792i,-0.00058141-0.00027865i,-0.00055567-0.00045226i,-0.00017462-0.00039983i,-0.00044429-0.00067291i,-0.0013257-0.0011521i,-0.0018465-0.00038153i,-0.001137+0.00087176i,-0.00017534+0.00039364i,-0.00029323-0.00032954i,-0.00013413-0.00087443i,-0.00021712-0.0011939i
-0.00064287+0.0014282i,-0.00057588+0.0025444i,0.00010275+0.0024824i,-0.00019405+0.0017601i,0.00012477+0.0016588i,-0.0003534+0.00067754i,-0.001255-0.00031698i,-0.0012649-0.00035543i,-0.00029272-0.00098284i,0.00060656-0.00092857i,0.00063303-0.00030843i,0.0012783-0.00088407i,0.0014421-0.0016175i,0.00030822-0.00060698i,-0.00040265+7.0759e-05i,-0.00040431-0.00045303i,-1.9729e-06-0.00035262i,0.00034442+0.00033532i,-0.00050826+0.00039692i,-0.00073776-0.000468i,0.00038841-0.00046991i,0.00041185+0.00046899i,0.00025715+0.00043802i
-0.00015175+0.001355i,-0.0005391+0.0012989i,-0.00038366+0.0023159i,0.00017203+0.0022588i,0.00026924+0.00099209i,-0.00045108-0.00064071i,-0.00056655-0.0011411i,-0.00012543-0.00066044i,-0.00016916-0.00017528i,2.8625e-05-0.00028688i,0.00070943-0.00074242i,0.0011209-0.00065264i,4.1163e-05-0.00015041i,-0.00062507+2.2721e-05i,-0.00025585+0.00012997i,4.878e-05+9.5261e-05i,-2.7731e-05-0.00035453i,-0.0003553+0.00044865i,-6.7315e-06+0.0010772i,0.0005427+0.00019394i,0.00042218-0.00097892i,0.00057452-0.001512i,0.0011613-0.00054122i
-0.00098009+0.00037187i,-0.0013185+0.0016439i,-0.0016445+0.002578i,-0.0012386+0.003225i,-0.00098556+0.0029734i,-0.00033906+0.0019806i,-0.00038919+0.001298i,-0.0007722+0.0012822i,-0.00031045+0.0005211i,-3.7419e-05-0.00041381i,-0.00013168-0.0012982i,0.00068173-0.0015742i,0.0011037-0.0010071i,0.00033387-0.00031395i,0.00025599+7.793e-06i,7.1355e-05+0.000257i,-0.00036315+0.00035189i,-0.00077403+0.00026938i,-0.00061961+0.0008006i,0.00022196+0.0015306i,0.00032012+0.0014215i,6.9026e-05+0.001017i,-0.00022114+0.00074786i
0.00069076+0.00021507i,0.0005804-0.00040594i,0.00057118-0.00090198i,0.0007237-0.00031209i,0.00079305+0.00015906i,9.7094e-05-0.00071166i,-0.0012115-0.00083682i,-0.001425-0.00079455i,-0.00050581-0.00099442i,0.00015999-0.0013112i,0.00031593-0.0021172i,-0.00012625-0.0020939i,-0.0013809-0.0012741i,-0.0015217-0.0014781i,-0.0010046-0.0012083i,-0.00081404-0.00074913i,-0.00064654-0.00070811i,-0.00044455+8.8658e-05i,-0.00043141+0.00044918i,1.3688e-05+8.5717e-05i,0.00021859-0.00012881i,0.00029879-2.4957e-05i,0.00073699-4.7338e-05i
0.0010128+0.00028842i,0.0014235+6.3657e-05i,0.0011462-0.00063865i,9.9166e-05+0.00038413i,-0.00083126+0.00027098i,-0.0013736-0.00024216i,-0.0016192+0.00037516i,-0.0014504+0.0004153i,-0.00060669-0.0006493i,0.00038376-0.0013417i,0.00042353-0.0012881i,-4.5123e-05-0.0013912i,-2.4843e-05-0.0010732i,-0.00014795-0.00010831i,-7.9297e-05+5.8897e-05i,-0.00022643-0.00019852i,-0.00087727+0.00038482i,-0.0014836+0.0013451i,-0.001295+0.0013637i,-0.0005292+0.00034721i,-0.00031585-0.00036868i,-0.0006673-0.000201i,-0.00018822+7.4898e-05i
-0.0030707+0.00035968i,-0.002969+0.0020651i,-0.003162+0.0037841i,-0.0019732+0.0035513i,-0.00017072+0.0027813i,-0.00022541+0.0020133i,-0.00097512+0.0012775i,-0.00036487+0.00056833i,-1.58e-05-0.00054133i,0.00053955-0.00035045i,0.00073635+5.8735e-06i,0.00056376-0.00093478i,0.00062475-0.00086657i,0.00077398+0.00047147i,0.00079718+0.00097071i,0.00069085+0.00049103i,0.00024123+0.0002197i,-0.00035639+0.00034159i,-0.00043838+0.0004429i,-0.00069321-0.00020833i,-0.0012088-0.00061658i,-0.00054831-6.6431e-05i,0.00041238+0.00034027i
-0.0017593+0.00037614i,-0.001714-5.4287e-05i,-0.00065478+0.00078493i,0.00083725+0.0021013i,0.0015971+0.0014221i,0.00034851-0.00077824i,-0.0010491-0.0015533i,-0.00079289-0.00077616i,-0.00016857-0.00087506i,0.00057128-0.00054266i,0.0014802-0.00032454i,0.0010417-0.00081857i,-0.00022993-0.00067499i,0.00027981-1.3852e-05i,0.00077234+0.0010556i,-0.00068605+0.0011773i,-0.0015173+0.00069484i,-0.00099112+0.00057717i,-0.00028115+0.00054168i,-0.00015483+0.00059234i,-0.00040608+7.8726e-05i,-0.00014967+1.3698e-05i,8.0518e-05+6.9544e-05i
0.00042235+0.001028i,0.00021745+0.00023532i,0.0001987+0.00076659i,-0.00049923+0.0017871i,-0.00047489+0.0012168i,0.00071791+0.00038778i,0.00021192+0.00016594i,-0.0010741+0.0002192i,-0.00083425+0.00011675i,0.00028896-0.00051135i,0.00063222-0.0013453i,-0.00031497-0.0015105i,-0.00097442-0.00098166i,-0.00057443-0.00060148i,-0.00033875+1.3467e-05i,-0.00088163-2.565e-05i,-0.0014892-0.00013586i,-0.0013738+0.00046446i,-0.00079153+0.00031426i,-2.7244e-06+0.00042244i,0.00014967+0.00072486i,0.00040625+0.00026492i,0.00060701-0.00016254i
-0.0001016+0.0030758i,-1.5347e-05+0.0033547i,0.00077592+0.0032989i,0.0012728+0.0030877i,0.0011818+0.0017601i,0.00099243+0.00062158i,-8.5125e-05+0.00077605i,-0.00021275+0.00026097i,0.00010521-0.00016429i,0.00072805-9.3011e-05i,0.00089527-0.00045373i,0.00049402-0.0012901i,0.00027411-0.001104i,-0.00014106-0.00063695i,-0.0002634-0.00013257i,-0.00024804+0.00042044i,-0.00052261+0.00023138i,-0.00024082+0.00022883i,0.00098227+0.00047129i,0.0014945+0.00024143i,0.00087643+0.00019567i,4.8843e-06+0.0002233i,-3.2909e-05-0.00075982i
-0.0018771-0.00037468i,-0.0020068+0.00088767i,-0.0023196+0.0021287i,-0.0007149+0.0031156i,0.00040703+0.0026538i,0.00048302+0.001282i,-0.00010352+0.00027078i,-0.00083144-7.2242e-05i,-0.00035452-4.8981e-05i,0.00070804-0.00034143i,0.0013324-0.00079868i,0.0012625-0.0012386i,0.00027222-0.0004086i,-0.00046202+7.4102e-06i,-0.00065446-0.00011209i,-0.0012636+0.00035488i,-0.0015287+1.1991e-05i,-0.00093103-0.00021001i,0.00025307+0.0004598i,0.00052031+0.00066471i,7.5978e-05+0.00023951i,0.00036399+0.00030827i,0.00082287+0.00022821i
-0.0006117-0.002174i,-0.00098546-0.0012704i,-0.0018764-0.0011631i,-0.0020137-0.00031912i,-0.001642+0.00097605i,-0.0013354+0.0009524i,-0.0010813+2.7532e-05i,-0.00050263-0.00054783i,-0.00015778-0.00057416i,-0.00053285+6.8839e-05i,-0.00079046-5.47e-05i,-0.00083879-0.0012379i,-0.0016956-0.0015795i,-0.0013084-0.00050546i,-0.0006809+0.00055829i,-0.00045926+0.0010532i,-4.1574e-05+0.00082108i,-7.7291e-05+0.0013133i,-7.5339e-05+0.0016046i,-0.00012488+0.00055596i,-0.0014628+7.9781e-05i,-0.0018901-2.2143e-05i,-0.00078351-0.00027521i
-0.00066383-0.0015056i,-0.0021415-0.00087491i,-0.0024467+6.1368e-05i,-0.0016703+0.00018628i,-0.0017463+0.00044284i,-0.0021787+0.00076733i,-0.0013646+0.00028389i,0.00011376+1.3394e-05i,0.00044139+0.0003682i,3.0191e-05-0.00040852i,0.00011647-0.0013399i,0.00060386-0.00054882i,-9.9278e-05+6.6603e-05i,-0.001426-0.00024712i,-0.0015849-0.00038478i,-0.0013151-0.00060943i,-0.0010824-0.0006553i,-0.00055903-0.0001235i,-0.00049381-0.00019093i,-0.00048499-0.00010475i,-0.00024747+0.00023451i,-0.00054222-5.9128e-05i,-0.00018389+1.4529e-06i
0.0029132-0.00050651i,0.001772-0.0014827i,0.0034619-0.0012584i,0.0031973-0.00087059i,0.00091209-0.00074765i,-0.0007547+6.2166e-05i,-0.00088625+0.00074516i,-0.0013795+0.00050461i,-0.0010913-0.00028392i,0.00023082-0.0010413i,0.00020825-0.0017994i,-0.0003959-0.0020051i,-0.0010003-0.0014479i,-0.0017765-0.00080027i,-0.0018979-0.00039934i,-0.0015163-0.0005323i,-0.00093538-0.00037864i,-0.00039343+0.0005996i,-0.00022003+0.00043169i,0.00016257-3.0146e-05i,0.00057674+0.0001207i,0.00045577+5.258e-05i,2.2293e-05-9.9653e-05i
0.00068874-0.0017299i,0.00079838-0.0017821i,-0.00021113-0.0018837i,-0.0014889-0.00041952i,-0.0024731+0.0010858i,-0.0026509+0.0013245i,-0.0026055+0.00012697i,-0.0024673-0.00089261i,-0.0015009-0.0011265i,-0.00064805-0.0016206i,-0.00028207-0.0012943i,0.00026258-0.00075185i,0.00031566-0.00067684i,0.00032275-0.00049618i,-0.00029285+9.4021e-05i,-0.00079493+2.9428e-05i,-0.00044924-5.3038e-05i,-0.001002+0.00044821i,-0.0007496+0.00049693i,-0.00031636+0.00038638i,0.00015344+0.00054156i,0.00013367+0.00035287i,0.00028144-0.00012625i
0.00011939+0.0021322i,0.0011335+0.002705i,0.0024842+0.0022209i,0.0026391+0.0017068i,0.0011229+0.00056246i,0.00022974-0.00028888i,5.5471e-05-0.00066837i,-0.00040864-0.00090624i,-0.00027271-0.0012269i,0.00015364-0.0016696i,0.00066292-0.0010593i,0.00050686-0.00042839i,0.00018513-0.00038824i,4.2301e-05-0.00027334i,0.00042448+0.00058415i,-0.00042549+0.00038071i,-0.0013614-0.00012834i,-0.0011895+6.4999e-05i,0.00029397+0.00019239i,0.00089932+0.00046828i,-2.8982e-05+0.00025326i,-0.0001587+0.00020973i,-0.00045873+3.8766e-05i
0.00015018+6.1392e-05i,-0.00035946-0.00064815i,-9.6027e-05-0.00060798i,-0.00030038-0.00026777i,0.00023096-0.00047832i,-0.00044882-0.00067061i,-0.001185-0.00055542i,-0.00137-0.00038579i,-0.0010744-0.00046696i,2.065e-05-0.00028955i,0.00034218-0.00031346i,0.00065309-0.00079254i,0.00075139-0.00080034i,0.00046394-0.00095559i,-6.723e-05-0.0001173i,-0.00042795+0.00028844i,-0.00074446-0.00027419i,-0.00086121+9.5585e-05i,0.00025632+0.00072023i,0.000671+0.00039846i,-5.265e-05-5.4528e-05i,-0.00067555-0.00047942i,-0.00091133-0.0013695i
-0.00073364+0.0011106i,-0.00050438+0.0016547i,0.00071802+0.0023621i,0.00039624+0.0022075i,3.0885e-05+0.0013442i,-0.00015579+3.7551e-05i,-0.00090261+0.00010747i,-0.0010118+0.00033813i,-1.7486e-05-0.00052119i,0.00080572-0.00038715i,0.00044176-0.00096301i,0.00011069-0.0019299i,-0.00048679-0.0010646i,-0.0011499-0.00026062i,-0.00026366-0.00014996i,0.00088561+0.0006722i,0.00024432+0.00065982i,-0.00061349+3.5706e-05i,0.00016463+0.00047366i,0.00092014+0.0003415i,0.00044294-0.00014091i,-0.0004076+0.00069657i,-0.00024557+0.0005667i
0.001017-0.00097442i,0.00025388-0.00039505i,-7.5569e-05-0.00094284i,-5.1236e-05-0.00054707i,-0.00037799+0.00077729i,-0.0010605+0.0014031i,-0.0014956+0.0010214i,-0.0020725-7.3339e-05i,-0.0016557-0.00020295i,0.00011492-0.00043598i,0.0013547-0.0012904i,0.00092259-0.0016637i,-0.00051871-0.0013614i,-0.00062919-0.00065088i,0.00013144-0.00020044i,-0.00032471-2.0806e-05i,-0.00023493+0.00013758i,-5.0981e-05+0.00043534i,-0.00014975+0.00032156i,7.5177e-05-0.00016504i,-8.4847e-05+3.7287e-05i,-0.00035229+0.00061609i,-0.00018504+0.00037926i
-0.0011717-0.00051989i,-0.00097171+0.00029566i,6.7535e-05+0.0018877i,-0.00015772+0.0017318i,-0.00089394+0.00089538i,-0.00095074+0.00020268i,-0.00056375+0.00033613i,-0.00019731+0.00034596i,-0.00056174-0.00057678i,-1.6157e-05-0.00089233i,0.00096202-0.00091198i,0.001272-0.00086185i,0.00041076-0.00020144i,-0.00033279-0.00020772i,-2.6916e-05+0.00019312i,-0.00018264+0.00076254i,-0.00033492+0.00039586i,0.00011455+0.00038389i,0.00061684+0.00052396i,0.00012301+2.1364e-05i,-0.00030543-0.00031065i,-3.5219e-06-0.0005737i,0.00014046-0.0008455i
0.00096721-0.0012761i,7.0129e-05-0.00070125i,-0.0012272-0.00070212i,-0.0018772-0.00037223i,-0.0011394+0.0010149i,-0.00058399+0.0017358i,-0.0016696+0.0012017i,-0.0017432+0.00042841i,-0.0008293-0.000816i,-6.598e-05-0.0013104i,0.00095439-0.0010234i,0.0010299-0.0013354i,0.00039274-0.0011106i,-0.00020548-0.0004695i,-0.00049359-0.00010517i,-0.00051798+0.00013256i,-0.0012849+0.00052875i,-0.0015382+0.0011749i,-0.00063187+0.00051574i,-0.00064738+0.00012957i,-0.00075706+0.00029344i,9.3794e-05+0.00026788i,0.00052399+0.00026127i
-0.00077007+0.0020043i,0.00034872+0.0017939i,0.0016104+0.0024385i,0.0017958+0.001758i,0.0012782+0.0011577i,9.798e-05+0.0012167i,-0.0013883+0.00096015i,-0.001219+0.00023376i,-0.00042989-0.00045443i,0.00056355-0.00055392i,0.0010875-0.00051383i,0.00036902-0.0015193i,-0.00072063-0.0020817i,-0.00020979-0.00096453i,0.00085274-0.00039399i,0.0002654-0.00052742i,-0.00063295-0.00025299i,-0.00066512-0.0004085i,0.00014074-0.00042045i,0.00062839-0.00016547i,0.00085562-0.00034492i,0.0012976-0.00041141i,0.0010531-0.00023723i
0.00051485-0.0015767i,0.0011415-0.0016342i,0.0010513-0.0018173i,9.2141e-05-0.00046194i,-0.00026358+0.00040805i,-0.00062001+0.0006983i,-0.0010552+0.00022957i,-0.00099556+4.2666e-05i,-0.00086012-0.00075552i,-0.00038645-0.0015351i,0.00063143-0.001819i,5.6499e-05-0.0017774i,-0.0007065-0.0009361i,-0.00039398-0.00036267i,-0.00032196+3.5246e-05i,-0.00063806+8.8503e-05i,-0.00044029-0.00044097i,8.9022e-05-0.00013331i,0.00015973+5.8691e-05i,0.00010943-0.00010922i,0.00032313-0.00019603i,0.00022415+0.00013407i,-0.00056895-0.0002315i
-0.0015001-0.0014985i,-0.0031602-0.00056405i,-0.0038766+0.00016169i,-0.0027014+0.00080797i,-0.0026154+0.0015145i,-0.0024968+0.0013494i,-0.0016623+0.00080928i,-0.00084941+0.0001323i,0.00012273-0.0007374i,0.00057287-0.00023939i,-0.00018144-0.00010587i,-0.00079306-0.00085552i,-0.0011702-0.00044578i,-0.0008277+0.00032261i,-0.00019558-0.0002236i,-0.00023513-0.00072557i,-0.00046055+0.00014703i,-0.00060561+0.00048993i,-0.00083254+0.00084141i,-0.00090418+0.00092501i,5.0098e-05+0.00073684i,0.00055772+0.00070637i,0.00044426+0.00047981i
0.00085874+0.00070844i,0.0012579+0.0017406i,0.00063978+0.0008969i,0.00059506-0.001523i,0.00033731-0.0021479i,-0.00038215-0.0011474i,-0.0006364-5.8501e-05i,2.7649e-05-0.0003193i,0.00019066-0.0010323i,1.6634e-05-0.0013096i,0.00058924-0.00070375i,0.00056443-5.8045e-05i,0.00015907+2.9326e-05i,-0.0006254+0.00018266i,-0.001004+0.00031036i,-0.00023121+0.00037822i,0.00030122+0.0010823i,0.00060787+0.0013289i,0.00046272+0.00061391i,0.00036295+0.00042484i,0.00037081+0.00080573i,-0.00016853+0.0010994i,0.00026766+0.00047885i
-0.0010931+0.0022615i,-0.0011745+0.0020503i,-0.0005052+0.0029101i,0.00013113+0.0027709i,0.00070812+0.001392i,-0.00011025+0.00030112i,-0.0014379-0.00010561i,-0.0015684-0.00086261i,-0.00050597-0.0010719i,0.00041556-0.0006489i,0.000332-0.00064656i,0.0002629-0.0011364i,0.00036199-0.001395i,-0.00032973-0.00113i,-0.00046391-0.00055851i,-0.00024348-0.00030329i,-0.00067225+0.00050617i,-0.0006219+0.0011158i,-0.00029531+0.00067057i,0.00041269+0.00018521i,0.00056962+0.0006021i,0.00054548+0.0010825i,0.00057802+0.00048688i
-7.3372e-05+0.00074625i,0.0011376+0.00045982i,0.0014947+0.0010103i,0.00038148+0.0018274i,8.6128e-05+0.00177i,-0.00076865+0.00021994i,-0.002239-0.00026427i,-0.0018146-0.00017431i,-0.00071061-0.00034418i,-0.00018621-0.00060963i,0.00022847-0.0004882i,0.00034268-6.673e-05i,-7.8441e-05-0.00053176i,-0.00016535-0.00098999i,0.00023855-0.00063397i,0.00021558-0.00045387i,-0.0004021-0.00080758i,-0.0010896-0.00019378i,-0.00076804+0.00065155i,-7.8312e-05+0.00023006i,0.00026189-0.00067175i,0.00038141-0.00053351i,-0.00032839-0.00027701i
-0.0029776-0.0012151i,-0.002585+0.00076048i,-0.0029643+0.0015719i,-0.0031161+0.002352i,-0.0015596+0.0025965i,0.00013794+0.0015503i,6.2596e-05+0.000149i,-0.00044395+0.00022073i,-0.00024482+0.00012912i,0.00018749-0.00094305i,0.00034225-0.0010734i,0.00042075-0.00074159i,6.9704e-05-0.00027133i,-0.00036236+0.00027866i,-0.00057423+0.000274i,-0.00086947+2.9415e-06i,-0.00088249+0.00025107i,-0.00014103+0.00081011i,0.00024754+0.0014727i,0.00012971+0.0012707i,-0.00030971+0.00059758i,-0.00070162+0.00076135i,-0.00031749+0.00079726i
-0.0026721+0.00025501i,-0.0032002+0.0008246i,-0.0028087+0.0016623i,-0.0020427+0.0021814i,-0.00020125+0.0019756i,-9.7386e-06+0.0016856i,-0.0012645+0.00040782i,-0.0011919-0.00074017i,-0.00053562-0.0010443i,-0.00059872-0.00095903i,-0.00016636-0.00045509i,0.00011375-0.00059522i,-0.00080046-0.00052716i,-0.00072968-9.7337e-05i,0.00021356+0.0001924i,0.00046653+0.00054677i,7.8645e-05+0.0013882i,0.00036062+0.0022228i,0.0007573+0.00093709i,0.00044647-0.00020112i,0.00011324-0.00035444i,-0.00029474-0.00045767i,-0.00031945-0.00048297i
0.00016976+0.00055754i,-8.0188e-06-6.7844e-05i,-0.00039773+0.00026296i,-0.0011245+0.00038368i,-0.0013875+0.00017749i,-0.0014895+0.00011022i,-0.00095169-3.1051e-05i,0.00026505-0.00060066i,0.00069035-0.0012325i,0.00055362-0.0013962i,0.0011868-0.00095694i,0.0015296-0.0010545i,0.0006319-0.0014128i,0.00025229-0.0005362i,4.7898e-05+0.00045336i,-0.00057404+0.00095876i,-0.00079886+0.0013274i,-0.00078702+0.00069746i,-0.00019286+0.00010187i,0.00043992+0.00064208i,0.00010707+0.00074337i,-0.00046972+0.00016233i,-0.00045234-4.0503e-05i
-0.0022504+0.0022185i,-0.0010475+0.0031111i,5.4406e-05+0.0041289i,0.0003631+0.0046684i,0.00081994+0.0035686i,0.00081212+0.0014005i,2.5772e-05-0.00032847i,-0.00020431-0.00081756i,-0.00043773-0.00054565i,-0.0007676-0.00041856i,-0.00012032-0.00069972i,0.00010398-0.00077933i,-0.00066104-0.00032186i,-0.00056221-7.43e-05i,-0.00031527+0.00056273i,-0.00026152+0.00013035i,-0.00052578-0.0009718i,-0.00075462+0.00012359i,-0.00010964+0.00097632i,0.0003061+0.00029137i,-0.00014984-7.6031e-06i,-0.00076251-5.4641e-05i,-0.00023823-4.9924e-06i
0.00072936+0.00016342i,0.0003049-0.0012573i,0.00012558-0.0021424i,2.0641e-05-0.0010835i,-0.0011433-0.00045278i,-0.0018964-0.00092363i,-0.0017727-0.00079512i,-0.0015032-0.00061829i,-0.00040067-0.00025244i,0.00097716-4.8815e-05i,0.0013373-0.00071115i,0.00063996-0.0020362i,-0.00025704-0.0019722i,-0.0011667-0.0010475i,-0.00046009-0.0002163i,4.6789e-05+0.00045839i,-0.00073388+0.00077149i,-0.00058943+0.00065096i,0.00066283+0.00068544i,0.00082209+0.00070833i,9.3349e-05+0.00057816i,-0.00074617+0.00011134i,-0.00081942-0.00038792i
7.0884e-05+0.00056426i,0.00023218+0.00068338i,0.00098813+0.0013875i,0.0010989+0.0019134i,0.00093411+0.0011278i,0.00076677+0.00068453i,-0.00025233+0.00014983i,0.00011006-0.00040634i,0.0009851-0.00096997i,0.0012291-0.0011598i,0.0011688-0.00059315i,0.0012071-0.0007786i,0.00037325-0.00092199i,-0.00038934-0.00055687i,0.00013312-0.00012698i,3.4047e-05-0.0002086i,-0.00067308-0.00058541i,-0.00047797-0.0001515i,-2.174e-06+0.00039639i,0.00079991+0.00053392i,0.00080828+0.001021i,-0.00021089+0.00089587i,0.00035652-8.4139e-06i
-0.00065486+0.0032987i,0.00074393+0.0025281i,0.0024917+0.0040671i,0.0029494+0.0037994i,0.0022681+0.001079i,0.0001382-0.00072i,-0.00069035-0.00136i,-0.00043163-0.0015193i,-4.8486e-05-0.0010675i,0.00061787-0.00075049i,0.001771-0.00046607i,0.0018877-0.00077994i,0.00044043-0.00097629i,-0.00065474-0.00036734i,-0.00090347+0.00015205i,-0.0010271+0.00040109i,-0.0013118-0.00032849i,-0.0010674-0.00049875i,-0.00055922+0.00049242i,-0.0001565+3.1843e-07i,5.8583e-05-0.00078685i,0.00044619-0.00035856i,0.0009502+0.00015812i
