0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
-0.0031212+0.0024272i,-0.0026758+0.002716i,-0.0014917+0.0028033i,0.0012335+0.002974i,0.0022586+0.0018009i,0.0011805+0.00040253i,-0.00012198-0.0009237i,-0.0013806-0.0018003i,-0.0016393-0.0019405i,-0.00091516-0.0023212i,0.00053302-0.0016148i,0.00051122-0.00073153i,-0.00083185-0.0010867i,-0.0011025-0.0012853i,-0.0014856-0.00068738i,-0.0011739-0.00016554i,-0.00076983-0.0011715i,-0.0010103-0.0012205i,-0.0010099-0.00060641i,9.8093e-05-0.0001856i,0.00032493+0.00076617i,-0.00045184+0.00086403i,-0.00063726+0.00023029i
-0.00033624+0.002879i,-0.00085522+0.002216i,0.00065575+0.0027123i,0.0014059+0.0010803i,0.00085557-0.0020549i,3.7969e-05-0.0025044i,-0.00086114-0.00089407i,-0.0012373-0.00042756i,-0.00070753-0.00038262i,-0.00053332-0.00028133i,-0.00018901-0.0012541i,-0.00011594-0.0017804i,-0.00032362-0.0018106i,-0.00060424-0.0016571i,-0.0011773-0.00060728i,-0.0012703+0.00054147i,-0.00048552+0.00049631i,-0.00014117+0.00048607i,-0.00068176+0.001176i,-0.00058387+0.0014672i,-0.00028635+0.0007376i,-2.2152e-05-0.00026082i,0.00022748-0.00062043i
0.0019075+0.0012021i,0.0019574-8.1102e-05i,0.0011565-0.0013467i,-0.00052329-0.0015862i,-0.0015388-0.00074064i,-0.0013776+0.00030793i,-0.0013168-0.00033436i,-0.0009607-0.00068517i,-0.00081075-0.0013173i,-0.0016167-0.0024341i,-0.0018789-0.0018271i,-0.00045735-0.0011261i,0.00061888-0.00084773i,0.00025546-0.00067372i,0.00067114+0.00050229i,0.00065709+0.0013407i,0.00028266+0.00080179i,0.00051791-0.00021394i,-0.00016971-0.00059529i,-0.0007495-0.00054477i,-0.00068416-0.00043275i,-0.00052415-0.00050657i,-0.00070283-0.00050365i
0.00055955-0.0011619i,-0.00025576-0.0009844i,-0.00092435-0.00095096i,-0.00117-0.00035692i,-0.00080041+0.0004732i,-0.0004599-0.00040043i,-0.00020734-0.0010376i,-0.00020824+1.6869e-06i,-0.0011055-0.00027271i,-0.0014731-0.0017175i,-0.00077451-0.0019221i,-0.00039687-0.00099636i,-2.5512e-05-0.00019583i,0.00063738+0.0004456i,0.00043822+0.0010913i,-0.0003262+0.0010632i,-0.00015001+0.001319i,-0.00012428+0.0013654i,-0.00020649+0.00071256i,-0.00048266+0.00083525i,-0.00059157+0.00037075i,-0.00032771+9.3849e-05i,-0.00058249-0.00019628i
-0.00049991+0.0015006i,2.774e-05+0.0012535i,8.1235e-05+0.00039974i,0.00018523+0.00037108i,0.0005974-0.00018867i,0.00058466-0.00059229i,-0.00063527+0.00034151i,-0.0010308+0.00062797i,-0.00047684-0.0008209i,-0.00040948-0.0018253i,-0.00043838-0.0016068i,-0.00059839-0.0012661i,-0.00086119-0.001074i,-0.00094727-0.00128i,-0.0007007-0.00099025i,-0.00015866-0.0005901i,-1.4789e-05-0.00063393i,-0.00048894-0.00062882i,-0.00039338-0.00065254i,0.00062728-0.00064996i,0.00081111-0.00055908i,3.3678e-05-0.00079183i,-0.00053451-0.0014192i
-0.001296+0.0014993i,-0.00073071+0.0011028i,-8.5374e-05+0.0014214i,-0.00046348+0.00090058i,-8.8672e-06+0.00029841i,-2.2059e-06-0.00022837i,-7.2794e-06-0.00053214i,1.4567e-05-0.00076122i,-3.9294e-05-0.0014325i,-7.8332e-05-0.0016495i,-4.0748e-05-0.0012391i,8.1399e-05-0.00093244i,0.00021627-0.0010505i,-0.00038206-0.0014948i,-0.00061101-0.0014435i,-0.00078505-0.00035231i,-0.0012119+0.00046626i,-0.0009994+0.0004588i,-0.00078744-4.6066e-06i,-0.00011886-0.00027248i,0.00065046-0.00025983i,-5.9943e-05+0.00039555i,-0.00083688+0.00058132i
-0.00039159+0.00034159i,-0.00047777+0.0006013i,-0.00071169+0.00086477i,-0.00026166+0.00017649i,-0.00013544-0.00061304i,-0.00031474-0.00079238i,-0.00096239-0.00025306i,-0.0012806-0.00022629i,-0.0011933-0.00041538i,-0.0016645-0.00118i,-0.0016739-0.0011596i,-0.00057515-0.00068371i,-0.00073934-0.0012716i,-0.0011712-0.002079i,-3.7818e-06-0.0018442i,0.00021508-0.0011197i,-0.00058364-0.0002341i,-0.0010091+0.00025918i,-0.0004844+0.00080973i,0.00012262+0.00090983i,6.8321e-05-0.0002288i,5.782e-05-0.00026176i,-7.6984e-05-0.00014697i
-0.0025194-0.0015118i,-0.0019817-0.00065417i,-0.0023264-0.00019498i,-0.0025422+0.00018601i,-0.0019615+0.00094947i,-0.00061526+0.000792i,-0.00059675-0.00028775i,-0.0014958-0.00094944i,-0.0017118-0.0009836i,-0.00089755-0.00064797i,0.00035233-0.00054041i,0.00065573-0.00078946i,-0.00018176-0.0012878i,-0.0017471-0.00086336i,-0.0021702-0.00016683i,-0.0014866-0.00027075i,-0.00070251+0.00044669i,6.021e-05+0.0014634i,-3.2823e-05+0.0011724i,-0.0004605+0.00036009i,-0.00052445-0.00018448i,-0.00068257-0.00033577i,-0.00071933-0.00066204i
-0.0002713+0.00049299i,-0.0011666+0.00023633i,-0.0024918+0.0010697i,-0.0015913+0.0011797i,0.00038352+0.00048938i,0.00013145+0.00013921i,-0.0011113+0.0002666i,-0.0013527+0.00065788i,-0.0011915+0.0005442i,-0.00091414+0.00026905i,-0.00014866-0.0001278i,0.00038584-0.00068223i,-0.00015249-0.00094967i,-0.0010049-1.2496e-05i,-0.00050852+0.00058279i,-0.00031871-0.00041177i,-0.0011829-0.00056597i,-0.0012734+0.00039512i,-0.00046713+0.00033321i,-0.00011708-0.0004959i,-0.00018716-0.00054116i,1.3235e-05+0.00025019i,-0.0002953+0.00025947i
-0.00064908-0.0020084i,-0.0012313-0.00090069i,-0.0003403-0.0014985i,-0.00010247-0.0015487i,-0.0012011-0.0013354i,-0.0018615-0.0011148i,-0.0019343-0.00083836i,-0.0013112-0.00057913i,-0.00079033-0.00016236i,-0.00056109-0.00053697i,-9.834e-05-0.00076584i,0.00020787-0.00047962i,-0.0001213-0.00056124i,-0.00051763-0.00064185i,-0.00099523-0.00017385i,-0.00073798-0.00059489i,-0.0011996-0.0013638i,-0.0017742-0.0011295i,-0.0011706-0.0010525i,-0.00066688-0.0012687i,0.00038852-0.00060388i,0.00039656+0.00028603i,-0.00030105-8.6137e-05i
0.00097738-0.001165i,0.00076378-0.0013483i,0.00024069-0.0017726i,-0.00066101-0.0018568i,-0.0011843-0.0012505i,-0.0010762-0.00045717i,-0.00052219+0.00026507i,0.00020919-0.00033735i,0.00031132-0.001281i,-4.2377e-05-0.00097206i,-0.00062842+1.7448e-05i,-0.000624+9.7838e-05i,0.00013255-0.00025563i,0.00016631-0.0002488i,-0.00060947-9.1347e-05i,-0.00023681+0.00028008i,-0.00039248+0.00023304i,-0.0011062+0.00030021i,-0.0011732+0.00050145i,-0.00038363+0.00042603i,-9.1483e-05+0.0001802i,-0.0001551-0.00026013i,0.00033993-0.00061653i
0.00053198-0.00012434i,0.00024871+0.00050114i,0.001152+0.00025605i,0.001663-0.0012001i,0.00018915-0.0018167i,-0.00061729-0.0010701i,-0.00069219-0.0001829i,-0.00063699-0.00024272i,-0.00030526-0.00092905i,-0.00035257-0.00095853i,-0.00075699-0.00071015i,-0.0013687-0.00032011i,-0.0018499+0.00011059i,-0.00096637+0.00034796i,1.7474e-05+0.00031239i,3.2698e-06+9.4574e-05i,-0.00014468-3.948e-05i,-0.00052947-0.00024325i,-0.00064846+0.00033685i,-0.00017807+0.00080469i,0.00025546-0.00011172i,4.9067e-05-0.00053616i,-0.00084963-0.00063782i
-0.0035786+0.0013481i,-0.0029189+0.0011481i,-0.0031596+0.0012229i,-0.0024087+0.0011374i,-0.00036203+0.00066853i,-0.00014864-2.9765e-05i,-0.00059588-0.00032984i,-0.0001406-0.00015977i,-0.00014825+0.00032247i,-0.0006333+0.00072269i,-0.0006695+0.00017456i,-0.00055811-0.00088112i,-0.00021325-0.0018187i,-0.0003806-0.0015996i,-0.00065193-0.0010339i,-0.00037614-0.00080158i,-0.00092595-0.0005363i,-0.0012568+0.0006338i,-0.00036579+0.0010125i,0.00054104+0.00048465i,0.0002371+0.00046562i,-0.00037452+0.00026279i,-0.00067042+0.00014612i
0.0026538+0.00060532i,0.0029891+0.00091123i,0.0024995+0.00051411i,0.0017972-0.00077823i,0.00080733-0.0012932i,-0.00079268-0.0012464i,-0.0010655-2.835e-05i,-0.00051581+0.0011839i,2.8084e-05+0.00098669i,0.00019502-7.7397e-05i,3.9785e-05-0.00096773i,-0.00040226-0.0011647i,-0.00092029-0.00017344i,-0.0012512+0.0011928i,-0.0014636+0.00096626i,-0.00099462+0.00095006i,-0.00079367+0.0013817i,-0.0012914+0.0013183i,-0.00096415+0.0010441i,-0.00019943+0.00035273i,0.00024732-0.00013929i,2.6755e-05+6.1269e-05i,4.6159e-05+0.00047886i
-0.00017689+0.004463i,-7.8836e-05+0.0027164i,0.0012059+0.0017369i,0.0019659+0.0014889i,0.0024013+0.00025425i,0.0015881-0.00049135i,-0.000503-7.3847e-05i,-0.0012103+0.00049206i,-0.0013483+0.00037834i,-0.0011189-0.00087992i,-0.00081238-0.0012105i,-0.001671-0.00085143i,-0.0022115-0.0009276i,-0.0013066-0.00056823i,-7.792e-05+0.00010237i,-0.00054295-0.00015294i,-0.0012533-0.00073842i,-0.001049-0.0003906i,-0.00032351+0.00062804i,0.00046873+0.00077009i,0.00077993+0.00064845i,0.000754+0.00021804i,-7.6312e-05+0.00023871i
0.0013414-0.0024285i,0.0010579-0.0029356i,0.00022146-0.0036819i,-0.00054189-0.0033502i,-0.0010166-0.0019181i,-0.0010223-0.00092685i,-0.00068483-0.0010026i,-0.00067637-0.00090291i,-0.00096277-0.0004024i,-0.0010504-9.2002e-05i,-0.0009653-0.00039556i,-0.00089589-0.00083994i,-0.00079387-0.0011229i,-0.00047279-0.00083622i,-0.00036556-0.00063054i,-0.00027599-0.00063517i,-0.00023567-0.0001801i,-0.00016204-0.0001127i,-0.00010279-7.4067e-05i,0.00013748+3.1955e-05i,0.00028038-0.0001703i,-9.5923e-05-0.00072566i,-0.00017507-0.0006886i
-0.0011102-0.0025038i,-0.0010271-0.00048154i,-0.0013616+0.00011832i,-0.0009426+0.00014229i,-0.0014336+0.0011251i,-0.0014051+0.00058626i,-0.0016099-0.00021361i,-0.0017004-0.00048374i,-0.00099803-0.00090334i,-0.00098172-0.00038441i,-0.00097627-0.00050131i,0.00037434-0.0013304i,0.00036239-0.0012099i,-0.0012514-0.00056439i,-0.00099637-0.00017131i,-5.5246e-05-9.0869e-05i,-0.00048359+4.7856e-06i,-0.0014397+8.6345e-05i,-0.00076773+0.00045763i,0.0005473+0.00052643i,0.00054343+0.00024371i,-7.0586e-05-0.00030993i,-0.00050059-0.00052436i
-5.0867e-05+0.00035805i,-0.00077801-0.00063138i,-0.0013811-0.00058456i,-0.0020834+0.00039178i,-0.0019188+0.00015272i,-0.0021346-0.0003923i,-0.0019661-0.0004415i,-0.0018682-0.0010869i,-0.0015369-0.0012791i,-0.00039336-0.0009203i,0.00088344-0.0016531i,0.00071091-0.0015591i,-0.00015206-0.00094317i,-0.00049151-0.00027306i,-0.00041462+0.00012051i,-0.00049211+0.0001234i,-0.0010603-1.8276e-05i,-0.00030862-6.7075e-05i,-9.0021e-05+0.00028041i,-0.00020231+0.00059386i,-0.00012091+0.00073744i,-0.00037005+0.00019454i,-0.0010456-0.0002544i
-0.0020081-0.00023384i,-0.0014961+0.00013979i,-0.0017347-9.6506e-05i,-0.00094462-4.5192e-05i,0.00014202+0.00060304i,0.00037356+0.0011705i,4.332e-05+0.00090852i,-0.00096297-0.00027444i,-0.0015649-0.00038832i,-0.0010705+0.00019347i,-0.00037946+7.6645e-05i,-0.00037634-0.00031865i,-0.00027923-0.00029425i,-0.00035998-0.00041644i,-0.00070532-0.00047202i,-0.00099313+3.6426e-05i,-0.0011554+0.00017113i,-0.0005849-0.00010939i,-0.00013035+0.00037382i,-0.00042581+0.00099635i,-0.001052+0.0013551i,-0.00081559+0.0012202i,0.00019214+0.00084476i
-0.0033169+0.00059246i,-0.0018297+0.0010021i,-0.0021095+0.0031252i,-0.001834+0.0037157i,-0.00079357+0.0016929i,-0.00048904-0.00029461i,-0.00058365-0.00088805i,-0.00061752-0.00023534i,-0.00042222+0.0004251i,-6.2489e-05+0.00024542i,-3.3598e-05-0.00058302i,3.0056e-05-0.0013123i,-0.00029813-0.0016116i,-0.00072629-0.00087571i,-0.00055384+0.00011337i,-0.0004288-0.00032775i,-0.00075606+1.5466e-05i,-0.0012275+0.0013409i,-0.0010405+0.0010328i,-0.001014+0.00055575i,-0.00053601+0.00044283i,0.00010746-3.605e-05i,-0.00022812-0.00054132i
-0.0017778+0.0016277i,-0.0018016+0.00084553i,-0.0011457+0.0009359i,-0.00029245+0.0013913i,0.00036436+0.00064264i,0.00083665+0.00010634i,-4.6074e-05+0.0014977i,-0.0011753+0.0014614i,-0.00118-0.00037825i,-0.00095645-0.0013234i,-0.00093198-0.0017223i,-0.0010547-0.0016784i,-0.0023368-0.00099696i,-0.0026636-0.001334i,-0.0015933-0.0014985i,-0.00080463-0.00063277i,-0.00037399-0.00032425i,-0.0010655-0.00016205i,-0.0013315-1.6841e-05i,-0.000286-0.00035867i,-0.00033418-0.00010447i,-0.00032389-0.00038671i,0.00028109-0.00083495i
0.00028554+0.002145i,0.00053761+0.002148i,0.0012737+0.00060321i,0.0022149-0.0014344i,0.00068337-0.0015692i,-0.00099754-0.00048966i,-0.0011284-7.1179e-06i,-0.00097828-0.00039356i,-5.3485e-05-0.0014136i,0.00054367-0.0019481i,0.00025794-0.0018013i,-0.00015474-0.0013148i,-0.0016636-0.0007157i,-0.0022983-0.00015469i,-0.0013557-0.00013311i,-0.00054658-0.00070617i,-0.00024905-0.0010698i,-6.0098e-05-0.00028361i,0.00026925+0.00070192i,0.00012285+0.0017075i,-0.00052764+0.00052255i,0.00018865-0.00068924i,0.00098542-0.00035962i
0.00048991-0.00034554i,-7.9673e-05-0.00055195i,-0.00040301-0.00085031i,0.00046921-0.00056802i,0.0019986-0.00050331i,0.0012881-0.00047938i,0.0004444-0.00024611i,-9.448e-05+5.1423e-05i,-0.00054482+0.00031275i,0.00042691-0.00072838i,0.00046731-0.0011202i,-0.00067258-0.00021189i,-0.0014727-0.00031073i,-0.001763-0.0011302i,-0.00092137-0.00064565i,-0.00041499-4.6465e-05i,-0.00086609-0.00018199i,-0.0013586-5.0695e-05i,-0.0016388+0.00033239i,-0.00091717+0.00050167i,-0.00040019+0.00043367i,-0.00097815-5.8059e-05i,-0.001021-0.00051798i
0.0024005-0.00015391i,0.0022291+8.2252e-05i,0.001122-0.00054654i,3.9236e-06-0.0017236i,-0.00097401-0.0024005i,-0.0016085-0.0010873i,-0.0015933+0.00034192i,-0.00083598+0.00050978i,5.9232e-05+0.00056972i,0.00020101+0.00045547i,-2.8784e-05-4.3039e-05i,0.0002471-0.00042947i,0.00016437-0.00014827i,-0.00033557+0.0003116i,-0.00033028+0.00074833i,-0.00054698+0.00067772i,-0.00054524+0.00034796i,-0.00096059+0.00026936i,-0.0011783+0.00018647i,-0.00024479+0.00010633i,0.00062007-0.00051161i,0.0010068-0.00022856i,0.00079626+0.00045324i
-0.0023298-0.0031896i,-0.0023311-0.0027699i,-0.0025843-0.0011673i,-0.0021369+0.0002933i,-0.00052325+0.00091128i,0.00038114+0.0005825i,0.00039484-0.00010682i,-7.0457e-05-0.00068603i,-0.00035048-0.00024561i,-4.1977e-06+0.0010857i,-0.00012722+0.0011687i,-0.00027765-0.00060916i,0.00022067-0.0014975i,-0.00034063-0.0010109i,-0.00083182-0.00071742i,-0.00069774-0.00092642i,-0.00060869-0.0014949i,-0.00016884-0.0010699i,0.00032397-3.7268e-05i,0.00043948+8.7709e-06i,0.00011172-0.00052682i,-0.00031731-0.00033576i,-0.00075781+0.00030663i
0.00022644-0.00035496i,0.00055796-0.00016246i,0.00061375-0.00049623i,0.00026388-0.0011031i,-0.00042446-0.0017502i,-0.00085056-0.0010496i,-0.0009594+0.00021786i,-0.00098096+0.00055531i,-0.00063286-0.00054131i,0.00012102-0.00087546i,0.00067565-0.00010043i,0.00049658-0.00027734i,-7.7234e-05-0.0013546i,-0.00060673-0.00070512i,-0.00069453-0.00015254i,-0.00062433-0.00069088i,-0.00052651-0.00057957i,-0.00032231-0.00017622i,-0.00050722-0.00021555i,4.5994e-05-0.00080027i,7.2384e-05-0.0012525i,-0.00040061-0.00103i,-0.00034665-0.00072249i
0.0004653-0.00048294i,0.00078424-0.00096168i,0.00045099-0.0015929i,-4.7617e-05-0.0016448i,-0.0013173-0.0020647i,-0.0014304-0.0009686i,-0.0011871+9.1904e-06i,-0.0010983+4.6186e-05i,-0.00071664+0.00029542i,-0.00046375+0.0002173i,-3.4292e-05-0.00039176i,0.00045209-0.00070439i,6.3308e-05-0.00092147i,-0.00055125-0.00084302i,-0.00029119-0.00029656i,0.00019227+0.00014501i,-0.00016326-0.00076319i,-4.7839e-05-0.00063798i,0.00059967-3.1197e-05i,0.00043426-0.00034167i,0.00086475-0.00039142i,0.00076566+4.2443e-05i,4.0337e-05-0.00022258i
-0.0003177+0.00075547i,-0.00069428-0.00012521i,0.00054121+0.00020879i,0.00066231+0.0016506i,0.0001128+0.0017342i,-0.00037812+0.00092812i,-0.00041292+8.0924e-05i,4.8406e-05-0.00028898i,8.1437e-06-0.00047554i,0.00059117-0.00043222i,0.0012939-0.00059589i,0.00083016-0.0017355i,0.00025533-0.0017887i,-0.00068371-0.0007402i,-0.00066864-0.0009128i,-3.4906e-05-0.00089226i,2.458e-05-0.00043221i,-0.00051568-0.00026595i,-0.00068154+0.00027938i,0.00025935+0.00095846i,0.00059781+0.00039094i,0.00057163-0.00075711i,0.00068935-0.00049562i
-0.0008771+0.0014798i,-0.0011025+0.00099453i,-0.00049889+0.00047988i,0.00074342+0.00094547i,0.00023151+0.00099415i,-0.0002832+0.00034441i,-0.0011485-5.3763e-05i,-0.0016157-0.00087463i,-0.00074673-0.0014065i,-0.00027737-0.0013589i,-0.00021618-0.0014069i,-0.00018273-0.0017552i,-0.00016059-0.0020094i,-0.0012697-0.0012773i,-0.0013956-0.00068658i,-0.00051118-0.00063983i,-0.0015087+7.2475e-06i,-0.0017894+0.0015162i,-0.00061364+0.0014526i,0.00016398+0.0007998i,0.00033716+0.00072993i,-0.00022786-0.00052769i,8.5104e-05-0.0011766i
-0.00023674+0.0020818i,-0.00012886+0.0025821i,0.00099378+0.0021293i,0.0023767+0.001199i,0.0022023+9.1291e-05i,0.00047921-0.00056471i,-0.00033897-0.00010744i,-0.00031431+0.00031902i,-0.00071826+0.00036516i,-0.00024286-6.0905e-05i,0.00029079-0.0012705i,-0.00069538-0.0015526i,-0.0012704-0.0015654i,-0.00086188-0.0010916i,-0.00043066-0.00051038i,-0.00064641-0.00040372i,-0.0014756-5.7066e-05i,-0.0012684+0.00028029i,-2.8089e-05+0.00075416i,0.00034656+0.00072959i,0.00013092+0.00019427i,4.7422e-05+0.00040897i,-0.00027153-5.7077e-05i
0.001177+0.00041177i,-0.00046226-0.00024415i,-0.00059325-0.001496i,-0.00054019-0.0014144i,-0.00090707-0.0014762i,-0.0013589-0.0010478i,-0.0012143-0.00056219i,-0.00090408-0.00068101i,-0.00070975-0.00064451i,-0.0011117-0.0010296i,-0.0011522-0.0012541i,-0.0011208-0.00068341i,-0.0012008-0.00061481i,-0.00095403-0.00047277i,-0.00056539+5.363e-05i,-0.00016009+4.2558e-05i,-0.00027261-0.00019888i,-0.00085268+0.00048977i,-0.00078999+0.0019815i,-0.00024618+0.0021887i,-0.00078624+0.001141i,-0.00048324-0.00013837i,0.0004784-0.0007315i
0.00064316+0.00046358i,0.0010331-8.9508e-06i,0.0028778-0.00039374i,0.0019508-0.00075582i,0.00031349-0.0011509i,0.0004816-0.00063222i,0.00011958-0.00014082i,-6.534e-05-0.00069i,-0.00032375-0.00052028i,-0.00036102-7.0167e-05i,5.5049e-06-0.00055804i,-0.00020551-0.001269i,-0.00018858-0.00082426i,-3.4798e-05+0.00063859i,-3.7398e-05+0.00065644i,-8.6712e-05+0.00046739i,-0.00030812+0.00053073i,0.00013866+0.00026429i,0.00073441+0.00048541i,0.00028694+0.00075975i,5.7633e-05+0.00030579i,-0.00055746-0.00050728i,-0.0010386-0.0012534i
0.00040835-0.0010455i,0.00042836-0.00040541i,-0.00034408-0.00026555i,-0.0013691-0.00054678i,-0.0015766-0.00031004i,-0.0015809+0.00059094i,-0.0012937+0.00086385i,-0.00095838+0.00011833i,-0.00057019-0.00099051i,0.00020147-0.0017727i,-0.00022123-0.0021438i,-0.00040941-0.0022188i,0.00028326-0.0014661i,0.00031562-0.00095738i,-0.00021674-0.00077584i,-0.00080803-0.00075908i,-0.00075685-0.0004096i,-0.00069923+8.7476e-05i,-0.00080617+7.5739e-05i,-0.00012168-0.00016887i,-0.00041373-0.00019768i,-0.0013675+0.00035661i,-0.0010855+0.00084718i
-0.0015242-0.0021156i,-0.0016819-0.002278i,-0.0021941-0.001013i,-0.0021071+0.00073355i,-0.001694+0.0014273i,-0.0010748+0.00065439i,-0.00051536-8.3028e-05i,-0.00065198+0.00034014i,-0.0008719+0.00035142i,-0.00038118-0.00037605i,0.0004128-0.00025802i,0.0011395-7.3549e-05i,0.0014404-0.00052344i,0.0011992-0.00067141i,0.0011076-0.0001798i,0.00077207-8.1833e-05i,-0.00012553-0.00044619i,-0.00069108-0.00062314i,-0.00052315+0.00010742i,-8.4771e-05+0.00053785i,-0.0001037+0.00060076i,-0.0001389+0.0007411i,9.8288e-05+0.00081195i
-0.0010776-0.00032823i,-0.0016921-0.0003301i,-0.001825-0.00069308i,-0.0018712-0.0004227i,-0.0010729-0.00068336i,0.00035529-0.001401i,4.952e-06-0.001308i,-0.00074161-0.00097909i,-0.0005377-0.00064824i,2.6337e-05-0.0011066i,7.0252e-05-0.0013681i,7.508e-05-0.00097663i,-0.00031788-0.00089179i,-0.00090017-0.00072389i,-0.0011402-0.00049678i,-0.00080708-0.00021639i,-0.00013854+0.000325i,-0.00034697+0.00014904i,-0.0005162-0.0003465i,0.00023462-0.00010979i,0.00067097+0.00010218i,0.00062771-0.00053689i,0.00014032-0.00068038i
-0.001604+0.0019979i,-0.0010936+0.0028388i,-0.00023572+0.0020637i,0.00089933+0.00094722i,0.0016619+0.00013234i,0.00086413+0.00036924i,-0.00033193+0.00028061i,-0.00093472-0.00069137i,-0.00073704-0.0010897i,-0.00017843-0.00065499i,-7.0688e-05-0.00050851i,-6.987e-05-0.00088997i,-4.2629e-05-0.0012174i,-0.00015759-0.00072889i,-0.0010313-0.00023945i,-0.0011146-0.0006449i,-7.4936e-05-0.0008055i,0.0003643-0.0006653i,-3.1909e-05+1.8955e-05i,-0.0007701+0.00060818i,-0.00092691+2.0699e-05i,-0.0008265-0.00072657i,-0.00083006-0.00043726i
0.0019562+0.00053587i,0.00258-1.9851e-05i,0.0023107-0.00061293i,0.0011362-0.00071652i,-0.00019734-0.0015317i,-0.0011674-0.0019495i,-0.0014419-0.0018572i,-0.0011811-0.0021875i,-0.0012375-0.0014832i,-0.0010585-0.0012969i,-0.0010964-0.00087533i,-0.00086859-7.6617e-05i,-0.00028715+0.00013316i,-2.6156e-05+0.00017465i,0.0002203+0.00044054i,9.1981e-05+3.9162e-05i,-0.00049111+0.00014584i,-0.0010881-9.0162e-06i,-0.00064272-4.1466e-05i,-0.00025499+0.00039063i,0.00082066+0.00024627i,0.0014568-0.00014651i,0.00056635+4.2728e-05i
0.00064851-0.0011861i,0.00047165-1.274e-05i,-6.6244e-05-0.00027218i,-0.00084924-0.0018071i,-0.00080866-0.0022039i,-0.0010518-0.0011566i,-0.0016459+3.283e-05i,-0.0013991-0.00019658i,-0.0010473-0.0011986i,-0.00076465-0.001519i,-0.00018505-0.0016732i,8.3796e-05-0.0013319i,-0.00026781-0.00098287i,-0.00031949-0.00073742i,0.00049369-0.00030449i,0.00097243+0.00016238i,0.00061362-0.00026891i,-0.00047859-0.00029344i,-0.0012461+0.00033032i,-0.0013712+0.00066466i,-0.00078184+0.00028208i,-0.00014332-0.00018746i,-0.00026377-0.00085553i
-0.00094608-0.00068581i,-0.0013154-0.00015623i,-0.0014974-0.00022541i,-0.0010455-0.00072203i,-0.00065529-0.00059665i,-0.00075461-0.00034307i,-0.00050776-0.00088404i,-0.0004881-0.00067453i,-0.0011499-0.00039723i,-0.0010026-0.00044772i,-0.00049115-0.00058646i,-0.00048258-0.00079842i,-0.00067816-0.0010773i,-0.00067643-0.0014236i,-0.00082575-0.0013733i,-0.00061722-0.00072034i,-0.00034064+0.00026821i,-0.00054418+0.00046067i,-4.2509e-05+0.0012653i,0.00035855+0.0016042i,0.00072186+0.00048159i,0.00017816-0.00013343i,0.00022479-0.00018274i
-0.0031344-0.00013068i,-0.0032262-0.00016873i,-0.0033452+0.0007354i,-0.0018107+0.0025801i,0.00055012+0.0020046i,0.0014294+0.00065276i,-0.00024105+0.0010333i,-0.0015126+0.00093474i,-0.0017733+0.00078218i,-0.00062117+0.00033207i,0.00050782+0.00049849i,-5.72e-05+0.00062191i,-0.00068858-0.0010969i,-0.00078856-0.0016308i,-0.00093558-0.00023156i,-0.0010336-2.896e-05i,-0.0010659+6.7949e-05i,-0.0012772+0.00061767i,-0.00084939+0.00053029i,-0.00019049+0.00015519i,0.00032089-0.00050606i,0.00018785-5.642e-05i,-0.0004581-6.2397e-05i
-0.002319+0.001598i,-0.002056+0.0020338i,-0.0017457+0.0025146i,-0.00015662+0.0015997i,0.00079853+0.00018729i,0.00045947-0.0010354i,-0.00042588-0.00082783i,-0.0013999-0.0002691i,-0.0013045-0.00042759i,-0.00027771-0.0009233i,0.00040816-0.0012981i,0.00055775-0.0015968i,-0.00034539-0.0012887i,-0.001039-0.00086456i,-0.00075848-0.00059491i,-0.0010798-0.00034619i,-0.0015841-0.00097856i,-0.0014967-0.00033496i,-0.00068059+0.0012621i,3.1665e-05+0.00086356i,-0.00045383-0.00056259i,-0.0013701-0.00094314i,-0.0015011-0.00050414i
6.9418e-05-0.00084281i,-0.00014791-0.002284i,-0.0004187-0.003091i,-0.0011145-0.0025423i,-0.001423-0.00098502i,-0.0015318+0.00039191i,-0.0019035+0.00022761i,-0.0012625+0.00029979i,0.0001089+0.00042426i,0.00043609-0.00022594i,3.4068e-05-0.0010275i,-0.00017497-0.0011679i,-0.00052972-0.0006216i,-0.00091217-0.00026526i,-0.0016608-0.00017898i,-0.0018065+0.00011932i,-0.0012673+0.00073206i,-0.00050103+0.00049894i,-0.00010434+3.7073e-05i,-0.00039205-0.00057251i,-1.544e-05-0.0013554i,7.1671e-05-0.0013124i,-0.00037603-0.00088024i
