6.787e-05+0.0016724i,0.0014269+0.00096002i,0.0011689+0.00053872i,0.00087125+0.00037948i,0.00040199+8.0649e-05i,-0.00058844-8.3072e-05i,-0.0011845+0.00048252i,-0.00069683+0.00069774i,4.5398e-05+0.0014389i,0.00066679+0.0012465i,0.00090017-0.00031522i,0.00057385-0.001083i,0.00011904-0.0012918i,-0.00063248-0.00077846i,-0.00096046-0.00050573i,-0.00013142-0.00028587i,8.1752e-05+0.00035725i,-0.00027788+0.0004355i,9.545e-05+0.00071077i,0.00039362+0.00038223i,0.00023985+0.0004042i,0.00010835+0.0010731i,0.00015094+0.00096332i
-0.0018571-0.0010407i,-0.00090695-0.00047692i,-0.0006988+0.0011174i,-0.00051451+0.0023393i,-0.0003462+0.0025533i,-7.0475e-05+0.001624i,-0.00035695+0.0003879i,-0.0010157+0.00044494i,-0.0011828+0.00066566i,-0.00047253-2.3752e-05i,0.0003083-0.00077803i,0.000683-0.00098985i,0.00075638-0.00090121i,-0.00017737-0.00088232i,-0.0007621-0.00048859i,-0.00030903-2.9472e-05i,-0.00016017-0.0002279i,-0.00016151-0.00032866i,0.00030268+6.1683e-05i,0.00061048-0.0002124i,0.00022494-0.00043708i,-0.00022025-0.00018664i,-0.00042952-0.00091531i
8.2187e-05+0.0015812i,-0.000245+0.0006959i,0.0017871-3.9267e-05i,0.0027223-0.00044082i,0.0013712-0.0012868i,0.00052934-0.0014887i,0.00045306-0.00089051i,0.00021203-0.00022215i,-9.3356e-05-0.00010971i,-0.00017458-0.00041478i,0.0005115-0.00087913i,0.00066633-0.00076814i,0.00011304+0.00013233i,-0.00024076+0.00067556i,-0.00027687+0.00034752i,-0.0009716+0.00011025i,-0.0019003+5.4136e-05i,-0.0014914+0.00010135i,-0.00033532+0.00014248i,0.00021513+3.5234e-05i,0.00017949+0.00036467i,-0.00052491-0.00019933i,-0.00036145-0.00072542i
-0.00072751-0.0010899i,-0.00053286-0.00026453i,3.1151e-05+0.00094048i,-0.0001772+0.0008841i,-0.0005821+9.7593e-05i,-0.00046971-6.7874e-06i,-0.00098908+0.0006951i,-0.0015599+0.00097475i,-0.0017019+0.00075956i,-0.00085093+0.00016362i,-0.00013733-0.00033168i,-0.00012492-0.0007543i,-0.00011448-0.00080063i,-0.00042375-0.0011763i,-3.6219e-05-0.0020681i,0.00054204-0.0017993i,0.00014465-0.00038466i,-7.5579e-05+0.00021884i,-0.00012399+0.00038751i,-0.00024355+0.00025528i,-0.0006376+0.00027387i,-0.00083882+0.00012883i,-0.00080775-0.00056273i
0.00024732+0.00020792i,-0.00015773+4.1957e-05i,-0.00034594-0.0010342i,0.0003922-0.0010582i,0.00013134-0.00033698i,-0.00024633-0.00063753i,0.00027254+7.6796e-05i,0.00019369+0.0005869i,-0.00096864+0.00057869i,-0.0012846+0.00051338i,-0.00015708+7.6932e-05i,0.00023002+0.00024269i,-0.00029243+0.00022355i,-0.00060457+0.00032569i,-0.00062323+0.00012279i,-0.00070962-0.00053145i,-0.00072199+1.8827e-05i,-0.00053833+0.00099192i,-0.00077126+0.0010889i,-0.00055944+0.00091135i,-0.00025197+0.00076198i,-0.00043495+0.00012404i,5.2848e-05-0.0007037i
0.00059379+0.0003898i,0.00095221-0.00028198i,0.0011213-0.00086434i,0.00066188-0.00048327i,0.00015518-0.0006599i,-0.00022791-0.0010787i,-0.0002255-0.00067i,9.775e-05-0.00015662i,-0.0002776+0.00050046i,-0.00032209-0.00035971i,0.00048329-0.0011758i,0.00128-0.00024648i,0.0012082+0.00034726i,0.00051416-0.00013535i,0.00050575-0.00047915i,0.00059888-0.0013138i,-3.1177e-07-0.001389i,-0.00030174-0.00065165i,0.00012468-5.9039e-05i,0.0003604+0.00039132i,0.0002907+0.00078595i,-0.00014309+0.00093031i,-0.00053473+0.00043631i
-0.00026681-0.0015032i,0.001128-0.00089058i,0.0020492-4.0436e-05i,0.0014765-0.00033653i,0.00094537-0.00071276i,0.00081061-0.00048398i,0.00025026+0.00060726i,-0.00070965+0.0015911i,-0.0014765+0.0017577i,-0.0012794+0.0012721i,-0.00024544+0.00038374i,0.00061135-0.00020576i,0.0010603-0.00024834i,0.00071954-0.00064583i,-0.00033397-0.00092305i,-0.00094377-0.00049714i,-0.00045049-0.00048088i,9.882e-05-0.00086416i,-0.0003919-0.00054605i,-0.00062899-0.00069175i,-0.00018414-0.00084038i,0.00040305-0.00018013i,0.00081669+4.4673e-05i
0.0009414-0.00055061i,0.0016609-0.0002558i,0.001917+0.00068138i,0.0018772+0.0013487i,0.0016501+0.0013509i,0.0010399+0.00049286i,0.00054772-1.3896e-05i,-0.00039085+4.3825e-05i,-0.0009157-6.2318e-05i,-0.00048582-0.00076696i,-0.00037343-0.00088972i,6.2605e-05-0.00051614i,0.00055655-0.0010601i,0.00030066-0.0011222i,-0.00027152+0.00015723i,-0.00064129+0.00068049i,-0.001266+0.0005731i,-0.0018646+0.00046892i,-0.0015159+5.6933e-05i,-0.00093485-0.00015346i,-0.00077789-0.00013353i,-0.00054035-0.0006657i,-0.00082256-0.0015452i
0.0010762+0.0011324i,0.00062016+0.00038437i,0.00038902-0.001194i,0.00041728-0.0018401i,-0.00012396-0.0011749i,-0.00076093-0.00028712i,-0.00060277-7.2171e-05i,-0.00032132+0.00040353i,-0.00048611+0.0010907i,-0.00070219+0.00057572i,-7.8477e-05-0.00025896i,0.0002559-0.00021561i,-0.00032666-0.00012153i,-0.0007406-0.00016929i,-0.0003207-0.00031992i,0.00051118-0.00079512i,0.00064002-0.00060043i,0.00013873-0.00036712i,0.00024504-0.0005975i,0.00088634-0.00052516i,0.00053028-0.00030802i,4.2901e-05-0.00018568i,-4.2545e-05+2.7352e-05i
-0.0015641+0.001034i,-0.0002232+0.0021376i,0.0011223+0.0010283i,0.0020534+0.00034682i,0.0012455+5.1035e-05i,0.00056686+0.00082755i,0.00099267+0.0011159i,0.0006156+0.00092779i,0.00050105+0.00070907i,-0.000278+0.00056799i,-0.00047601+0.00069692i,-0.00024437+0.00094329i,-0.00032699+0.00078934i,-0.00050729+0.00012388i,-0.00048633-0.00024092i,4.3579e-05+4.2775e-05i,0.00013477+0.0005153i,-0.00082128+0.00053926i,-0.0010287-8.6589e-05i,-5.1906e-06-0.00022543i,0.0004891+0.000143i,0.00082091+0.00041316i,0.00093252+0.00079865i
-0.0014299+0.00031542i,-0.0010497-0.00043346i,0.0010369+0.00011181i,0.002139+0.00071133i,0.0014801+0.00038552i,0.00044541+0.00019571i,0.00013366+0.00048621i,0.000418+0.00010402i,-7.5729e-05-0.00029195i,-0.00021998-0.00059466i,0.00039158-0.0011383i,9.1261e-05-0.0011197i,0.0006006-0.00098576i,0.00071508-7.813e-05i,0.0001492+6.6561e-05i,-0.00012582-0.00037452i,-0.0005663-7.8445e-05i,-0.00041328+0.00036303i,-8.5985e-05+0.00070346i,5.9439e-05+0.00041609i,-0.00028317-0.0004966i,-0.00062119-0.00079837i,-9.6616e-05-0.0005297i
0.00048035-0.00089902i,0.00085684-0.00099259i,0.0010337-0.00093476i,-0.00047137-0.00039837i,-0.0011854-0.00026635i,-0.00056557-0.00032483i,-0.0011294-7.7062e-05i,-0.0020704+4.4575e-05i,-0.0016651+0.00013139i,-0.00037533+0.00071558i,-0.00020762+0.00018245i,0.00021971-0.00089244i,0.00042587-0.00071436i,-0.00046777-0.00011419i,-0.0011603-0.00012548i,-0.00075098-0.00027938i,-0.0009026-0.00092295i,-0.00094828-0.0012802i,0.00017175-0.00054357i,0.00050879+0.00054689i,0.00021345+0.00044462i,-8.7076e-05-0.00064853i,-0.00047039-0.00024177i
0.00078992-0.0013768i,0.0014128-0.00052835i,0.0010923-0.00021465i,0.00050562-3.3944e-05i,-0.00029327+4.9486e-05i,-0.0010176+0.00050309i,-0.001489+0.0017203i,-0.0015815+0.0013897i,-0.00078098+0.00057006i,0.00012525+0.00010105i,-0.00039763-3.5985e-05i,-0.00092122-0.00022859i,-0.00020804-0.00056387i,0.00039039+0.00026185i,0.00037328+0.00029258i,0.00027845+9.6971e-05i,5.3238e-05+0.00059i,-0.00048212+0.0004007i,-0.00076465+1.5898e-05i,-0.00036355+0.00012668i,-0.00039812+6.06e-05i,-2.1136e-05+0.00025122i,0.00037024+0.00065201i
0.00017514-0.00075925i,0.0023996-0.00035283i,0.0028035-8.9602e-05i,0.0028818+0.0001119i,0.002486+0.00037111i,0.0012888+0.00021946i,-0.00025175+0.00012732i,-0.0012741+0.00066835i,-0.0012898+0.00068401i,-0.0013073-0.00058015i,-0.0015511-0.0016257i,-0.00054936-0.0013068i,0.00058084-0.00072552i,0.00054766-0.00095144i,-0.00067065-0.0011307i,-0.0014254-0.00067589i,-0.00083708+0.0001813i,0.00013735+0.00044738i,0.00035665+0.00014022i,-7.3246e-05+0.00058464i,-0.00052295+0.00061534i,-0.00095149-2.4846e-05i,-0.0012358-0.00051256i
0.001307+0.00070612i,0.00084589+0.00074572i,0.0010468+0.00083512i,0.00080128+0.00012284i,0.00036461-1.128e-05i,-0.00025482+0.00035638i,-0.0011698+0.00023838i,-0.001716+0.0004083i,-0.0010478+0.00060672i,-0.00048302+0.00029513i,-0.00059013+0.00023993i,0.00017672-8.2896e-05i,0.00019659-3.7197e-05i,8.331e-05-0.00015251i,5.0555e-05-8.6361e-05i,-0.00021268-7.4058e-06i,-0.0002494+0.0002795i,-0.00063423+0.00034677i,-6.1096e-05+9.4793e-06i,0.00039597-0.00014517i,0.00080737-0.00050714i,0.00067957-0.00085274i,-0.0001485-0.00097406i
-0.00035194-0.00069737i,0.00051099-0.00042136i,0.0011358-1.853e-05i,0.0016023+0.00026534i,0.0012423+0.00011023i,-3.7421e-05-4.0216e-06i,0.00010729-0.00033424i,0.00036666-0.00063528i,-0.00042909-5.3369e-05i,-0.0012795+0.00053593i,8.9846e-05-0.00024083i,0.001124-0.0011159i,0.00041146-0.00139i,0.00049595-0.00050905i,0.0013741+0.00030003i,0.00058826+0.00017577i,-0.00055939+1.1028e-05i,-0.00079596-6.609e-05i,-0.00064285+0.00012461i,-2.7637e-05+0.00051197i,4.7442e-05+0.00072556i,0.0001157+0.00020996i,0.00020501-0.00067699i
-0.0015843-0.00097524i,-0.0018054-0.00082641i,-0.0016233+0.00011905i,-0.00060521+0.00076012i,-0.00018851+0.00052022i,0.00019039-0.00012724i,-0.00015728-0.00010169i,-0.00079052+0.00057821i,-0.00079132+0.00099827i,-0.00015388+0.00098692i,0.00033727+9.4578e-05i,-0.00028271-0.00042529i,-0.00030668-0.00078426i,5.7052e-05-0.00018143i,-0.00043027+0.00036456i,-0.00065131-0.00020069i,-0.0010795-0.00055881i,-0.00062449-0.00032979i,0.0003154+1.1673e-05i,0.00063073+0.00017914i,0.00069534-0.00014457i,0.00083301-0.00082687i,0.00075894-0.0010219i
0.0014629-0.0011453i,0.0022149-0.00024608i,0.0032433+5.1902e-06i,0.0028094-0.00073039i,0.0017212-0.00060403i,0.00124-5.4011e-05i,0.00050164-0.00033745i,-0.00063568-0.00036624i,-0.0011124+0.00033079i,-0.00055883+0.00081749i,5.7763e-05+0.00028826i,0.00047381-0.0004766i,0.00017311-0.00037657i,-0.00025152-0.00018211i,-0.00027934-8.1799e-05i,-0.0005999-0.00013781i,-0.00065057-0.00025733i,-0.00037962-0.00078663i,0.00029009-0.0003795i,0.00043918+0.00045587i,0.00056473+0.00034812i,8.7273e-05-0.00018498i,-0.001144-0.00049978i
0.00029921+0.0018173i,0.0007398+0.0009582i,0.00035144-0.00027977i,0.0003472-0.0013626i,0.00030853-0.0010393i,0.00019586-0.00074555i,-0.00012868-0.00019707i,-0.0014119+0.00082504i,-0.0016593+0.0011124i,-0.00024228+0.00061937i,-0.00015788-0.00032307i,-0.00018331-0.0011766i,0.00048257-0.00045632i,-0.00017933+0.00024566i,-0.00044217+0.00030368i,-0.00027508+0.0011529i,-0.00016814+0.0012224i,-0.00013022+0.0005966i,-0.0008647+0.00057674i,-0.0011464+0.00014885i,-0.00037506-0.00033255i,1.0184e-05-1.6097e-05i,-0.00032213-0.00045739i
0.00037618+0.0010927i,0.00088277+0.00020592i,0.0024981+0.0013753i,0.0028596+0.0013691i,0.0020941+3.2924e-05i,0.0011763-0.00018509i,-0.00017074-0.00012026i,-0.00074588+0.00031261i,-0.0004355+0.0010181i,-4.9858e-05+0.0007091i,0.00024403-0.00024644i,-1.3352e-05-0.0011102i,-0.00048739-0.0021541i,-0.00060823-0.0016766i,-0.00047203-0.00011778i,-0.001337+0.00069105i,-0.0015719+0.00016874i,-0.00090885-0.00015336i,-0.00077929-2.4796e-05i,-0.00054928+0.00020075i,-0.00030444+7.6689e-05i,-7.8946e-05+0.0002147i,0.00011878+0.00031708i
-0.00053595-0.0014343i,0.00010699-0.00031426i,0.00025232-0.00079969i,-0.00017068-0.00074759i,-0.00094483-0.00038104i,-0.0017532+0.00025986i,-0.0017343+0.001254i,-0.0013047+0.0018547i,-0.00073481+0.0015175i,0.00057238+0.00029776i,0.0012298-0.00049828i,0.00076695-0.00076767i,0.00032728-0.00035198i,-3.1834e-05-0.00070555i,0.00019421-0.0007875i,0.00036319-0.00012888i,2.6988e-05+0.00024234i,-0.00030377+6.5379e-05i,0.00013333-0.00024209i,0.0010054+2.8731e-05i,0.00074098+0.00036867i,-0.00045582-0.00026489i,-0.00083007-0.00095749i
0.00027878-1.0692e-05i,0.00092605+0.00019988i,0.0015158-9.9527e-05i,0.0019304-0.00056249i,0.0020598-0.0006727i,0.0016889-0.00082208i,0.0007543-0.00023917i,-0.0006779+0.00084047i,-0.0010316+0.00075152i,-0.00034886+3.3349e-05i,0.00033219-0.00068i,0.00065138-0.00095493i,-5.2651e-05-0.0010771i,-0.00049496-0.0011978i,-0.00024357-0.00060631i,-0.00016552-0.00048989i,-0.00011779-0.0010128i,-0.00066744-0.00025482i,-0.0012684+0.00017179i,-0.00051508+5.975e-05i,2.7037e-05+0.00044435i,-0.00051847+0.00051254i,-0.00024212+0.00046357i
-0.00097419-0.00018856i,-0.000627+0.00012699i,-0.0010212+0.00086653i,-0.0011855+0.001503i,-0.00066239+0.0016462i,-0.00021214+0.0011081i,5.2374e-05+0.00019214i,4.6776e-05+0.00014739i,-0.00021954+0.0006505i,7.0193e-05-1.2968e-05i,0.0010591-0.0011249i,0.0012034-0.0012421i,0.00040383-0.00060215i,0.00023815-0.00062658i,-0.00040218-0.00090375i,-0.00095425+8.4755e-05i,-0.0012351+0.00056704i,-0.001187+0.00039614i,-0.00054687+0.001036i,-1.9196e-05+0.0016935i,0.00022682+0.0016334i,-0.00036286+0.0013908i,-0.00055408+0.001183i
0.001821-0.0006727i,0.0030275+0.00016514i,0.0037044-0.00090439i,0.0023216-0.0015035i,0.0010508-0.0010339i,-0.00014271-0.00043111i,-0.0013404+0.00019014i,-0.0017647+0.00091209i,-0.0017934+0.0010685i,-0.00082224+0.00029465i,0.00024114-8.3826e-05i,-0.00014887+0.0004599i,-0.00063867+0.00049685i,-0.0009622+0.00010075i,-0.00098056-0.00020395i,-0.00013145-0.00019581i,-0.00072076-0.00044114i,-0.0012143-0.00081439i,2.5432e-06-0.00049058i,0.00075042+0.00010214i,0.00044863+0.00035203i,-0.00013258+0.00049763i,-0.00029596-9.4931e-05i
0.0013294+0.00071223i,0.00082388+0.0019599i,0.00083079+0.0017963i,0.00027525+0.00089402i,-0.00068032+0.00033784i,-0.00059319+0.00055324i,-0.00022883+0.00092671i,-0.00084693+0.00078132i,-0.0012328+0.00043954i,-0.00083054+0.00045365i,-0.00047038+0.00052067i,0.00020067+0.00041443i,0.00081902+0.00015044i,0.0011257+4.2447e-05i,0.00073393+0.00084404i,-0.00031737+0.00147i,-0.00074417+0.00028092i,-0.00097672-0.00024174i,-0.00050136-0.00018317i,0.0004929-6.7489e-05i,7.5435e-05+8.7958e-05i,-0.00015572-0.00057753i,0.00034186-0.00080193i
0.00063056+0.0021946i,0.00026147+0.0018253i,0.0020559+0.0022475i,0.0022536+0.00089638i,0.0011338-0.0015041i,7.4367e-05-0.0023905i,-0.0015064-0.0011676i,-0.0019597+0.00012483i,-0.0016481-0.00012691i,-0.0011271-0.0010378i,0.00013071-0.0012091i,0.0002382-0.0007944i,7.3702e-05-0.00038754i,0.00058742+0.00031637i,0.00091966+0.00037883i,0.00051847-7.1614e-05i,-0.00026571+0.00027859i,-0.00036356-2.7324e-05i,-0.00014859-0.00033811i,-0.0002458+6.2753e-05i,-0.00043974-0.00019152i,-0.0010471-0.00049832i,-0.0012071+0.0004107i
-4.4292e-05-0.0026068i,0.00052955-0.0017982i,-0.0002441-0.00030924i,-0.00057079+0.00053665i,-0.0010725+0.0014931i,-0.0012283+0.0015829i,-0.0007399+0.00089915i,-0.00080294+0.00019522i,-0.0011441-0.00018169i,-0.00064452+0.00030933i,0.00031105-7.1731e-05i,0.00067925-0.0012994i,0.00031712-0.00097047i,3.3852e-05-0.00038846i,-0.00012114+4.808e-05i,-0.0003197+0.00077116i,-0.00079212+0.0012145i,-0.0012356+0.00074462i,-0.0017262-0.00082042i,-0.0011665-0.00058584i,-0.0002592+0.00066528i,0.0006096+3.2149e-05i,0.00091088-0.000706i
0.0012648+0.0016109i,0.0016409+0.00036629i,0.0028236-0.00066288i,0.0031527-0.001319i,0.0021266-0.0011693i,-5.9267e-05-0.00087276i,-0.0014486-0.00039866i,-0.0016414+0.00030309i,-0.0010046+0.00057285i,5.0044e-05+3.6964e-06i,-3.3618e-05-0.000654i,-0.00038494-0.0006163i,7.433e-05-0.00031089i,0.00079735-0.00039295i,0.00046118-0.00048985i,-0.00099839-0.00028485i,-0.00061322+9.9537e-06i,-5.7572e-05+0.00028823i,-0.00072449+0.00036675i,-0.00038158+0.00014071i,-0.0001259-0.00034293i,-0.00046883-0.00074698i,-0.00089361-0.0006695i
0.00091888+0.00094398i,0.0011335+0.00082222i,0.0014545+0.00017748i,0.0015322-0.00019385i,0.0015492-0.00041538i,0.0010695-0.00020678i,0.00023301+0.0003614i,-0.00094197+0.00048194i,-0.0010775+0.00038525i,-0.00011359-2.3313e-05i,-7.837e-05-0.00066193i,-0.00045288-0.0013335i,-0.00061822-0.0010904i,-0.00027327-0.00028637i,0.00026159+6.0902e-05i,0.00039792+0.00036597i,0.00044812+0.00048425i,-0.00049161-0.00032588i,-0.00099964-0.00063697i,-0.00050034+8.1943e-05i,-0.00038636+0.00060841i,-0.00031521+0.00036825i,0.00021524+0.00028407i
3.0425e-05+0.00036554i,-0.00023391+6.4721e-05i,0.00060294+0.00017478i,0.0011752-0.00018897i,0.0002066-0.00044366i,-0.00080035-0.00029318i,-0.0012848+0.0003996i,-0.0016953+0.00086333i,-0.0015285+0.00018119i,-0.0009646-0.00078059i,-0.00059729-0.0010251i,-0.00033133-0.0010474i,0.00038878-0.00070854i,0.00087204+4.2493e-05i,0.00055198+0.00023481i,0.00043035+0.00028657i,-4.5715e-05-0.00046535i,-0.00031656-0.0012479i,-0.00010349-0.0004893i,0.00010459-0.00034103i,-0.00018044+4.9935e-05i,0.0001384+0.00028775i,0.0006191-7.6029e-05i
0.0011657-0.00019541i,0.0019984-0.00019138i,0.0030623-0.0011284i,0.0022712-0.0010591i,0.00027598-0.0010223i,-0.0012037-0.0010773i,-0.0012628-0.0011305i,-0.0012245-0.00063271i,-0.0008523-2.0646e-05i,-0.00068013-0.00069812i,-0.00070581-0.00060068i,-0.00037165+5.2924e-05i,0.00022164-0.00031135i,0.00075951-0.00068147i,0.00069282-0.00051322i,-0.00012314-0.00014042i,-0.00027557-0.00017785i,0.00036458+0.00014365i,0.00059106-8.2269e-05i,-4.6889e-05-0.00052491i,-0.00018644-4.7774e-05i,0.00027298-0.00013314i,0.00038749-0.00059838i
0.0019435-0.0012236i,0.0023665+4.254e-05i,0.0022466+0.0013191i,0.0015614+0.00018931i,0.00065599-5.6159e-06i,0.00022324+0.00097391i,-0.00055129+0.001315i,-0.0015777+0.00096292i,-0.0012263+0.0009416i,-0.00013761+0.00091993i,0.00026826-0.00057115i,0.00041118-0.0012433i,0.00042776-0.0012183i,0.00060031-0.0012032i,0.00029484-0.00053512i,-0.00048073-0.00070989i,-0.00083733-0.0008911i,-0.00050671+1.0831e-05i,-2.121e-05+0.00014937i,-1.8609e-05-2.8319e-05i,-3.8384e-05-4.5396e-05i,-3.2357e-05+0.00021652i,-9.225e-05-0.00010069i
0.0022578+0.00023143i,0.0024517-0.00029975i,0.0021548-0.00090056i,0.0012589-0.0024107i,8.9851e-05-0.0025089i,-0.0005844-0.0010117i,-0.00087969-0.00070731i,-0.0010616-0.00039485i,-0.0010938-2.4936e-05i,-0.00054193-0.00036666i,0.00029-9.0326e-05i,0.00056121+0.00029307i,0.00021208+0.0004694i,2.5686e-05+0.00047459i,-0.00014006-0.00047092i,-4.876e-05-0.00057065i,-0.00019167+0.00063216i,-0.00034663+0.001095i,-0.00019888+0.00020483i,-0.00036079-0.00085789i,-0.00044202-0.0010484i,-0.00030741-0.00073777i,-0.00028632-0.00056607i
0.00097253+0.0014114i,0.0015959+0.0026317i,0.0020016+0.0028576i,0.0022066+0.0020799i,0.001717+0.001359i,0.00010403+0.00049199i,-0.0010906+9.5112e-05i,-0.0009258+0.00036575i,-0.00081884+0.00057648i,-0.00055059-0.00036654i,-0.00013423-0.0011767i,-4.7862e-05-0.0012522i,-0.00010943-0.00066015i,4.1463e-05-6.3217e-05i,-2.2963e-05+0.00012212i,-0.00071217+0.00056845i,-0.00055723+0.0010449i,-1.8041e-05+0.00077989i,1.7444e-05+0.00050127i,0.00022702+0.00076849i,-0.00032248+0.00037948i,-0.00069964-0.00029474i,-0.00061749+1.9042e-05i
-0.00067843+1.3815e-05i,-0.0013654+0.00020573i,-0.00045649-9.7165e-05i,0.00026063+5.2455e-07i,0.00048962+0.0007391i,0.00047672+0.00090022i,-0.00010744+0.0011563i,-0.00068895+0.001325i,-0.0011342+0.00033255i,-0.00060658-0.00011274i,0.00021097-0.0005039i,0.00050592-0.001368i,-4.8863e-05-0.0011699i,-0.00057357-0.00092562i,-0.00070302-0.00056109i,-0.00062511+9.2528e-05i,0.00013369-0.00011856i,0.00033573-0.0006673i,-0.00074998-0.00038549i,-0.0010478+0.00026417i,0.00010542+0.00064301i,0.00071132-7.6307e-06i,0.00044462-0.0012346i
-5.9547e-05+0.00058298i,9.2168e-05+0.00047482i,0.001621-0.00020834i,0.0025555-0.0009129i,0.0019383-0.00089789i,4.2072e-06-0.0011945i,-0.001671-0.0008331i,-0.001913-0.00028701i,-0.00083194+0.00021875i,0.00012816-0.00045105i,0.00032285-0.0022953i,0.00011189-0.00255i,-5.6014e-05-0.0015565i,0.00016593-0.00075668i,0.00029425-0.00034441i,-4.9285e-06-0.00037459i,0.00013507-0.00060837i,-0.00010756-0.00042501i,-0.00030529+0.00018896i,-0.0005395+0.00014869i,-0.00084098-0.00029313i,-0.00047861-0.00016275i,-0.00016127-0.00020477i
0.0013219+0.00018706i,0.00098741+0.00018026i,0.00082911+8.8095e-05i,0.00084049+0.00046317i,0.00019378+6.5478e-05i,-0.00056474+0.0010446i,-0.00066391+0.0011128i,-0.00091155+0.00046743i,-0.000797+0.00035956i,-0.00056351-0.00013698i,-6.3082e-05-0.00056718i,0.00028575-0.00038249i,0.00021325-0.00044916i,0.00049997-0.00044196i,0.00048268+6.111e-05i,-0.00012415-7.7695e-05i,-0.0005692-0.00034119i,-0.0012369-7.8643e-05i,-0.0014307-5.0521e-05i,-0.00083126-0.00024448i,-0.00018408+0.00011538i,0.00032327+0.00039521i,0.00048699+0.00027792i
-0.00071179-0.00029725i,-1.5697e-06+0.00020301i,0.00046126+0.00038263i,-3.1437e-05-4.2622e-05i,-0.00069227+0.00057203i,-0.00045152+0.00093582i,-0.00050022+0.00059065i,-0.00037405+0.00027808i,-0.00031803+0.00062639i,-0.00045214+0.00078116i,-0.00044929-0.00039279i,-0.00059667-0.00084282i,-2.8907e-05-0.00039583i,-9.8137e-05-0.00027663i,-0.00044636-0.00036629i,-0.00038479-0.00017013i,-0.00055994+0.00012338i,-0.00043821-3.9168e-05i,0.00013716+0.00016841i,0.00049788+0.00055975i,0.00058979+0.00054512i,-8.4424e-05-5.042e-05i,-0.00092462-0.00048999i
0.0012067+0.00065536i,0.0026009+0.0016272i,0.0027854+0.0019758i,0.0026399+0.00092725i,0.0020217+0.00025552i,0.0013661-0.00058865i,0.00040686-0.0014879i,-0.0013656-0.00089229i,-0.0016224-0.00023676i,-0.00061623-0.00068151i,-9.8128e-05-0.0010409i,0.00019247-0.00077249i,0.00049536-7.7017e-05i,0.00072291+1.7735e-05i,0.00049159+0.00020884i,-0.00045208+0.00058061i,-0.00040594-9.4571e-05i,0.00042224-0.0006453i,0.0004275-0.00060352i,-0.00019185-0.00039397i,-7.6766e-05+5.4421e-05i,0.00053374+9.4572e-05i,0.00027646-0.00014167i
-0.00099381+0.00069339i,-0.0028958+0.00083841i,-0.0024232-0.0003385i,-0.0015165-0.0010002i,-0.0012641-0.00087471i,-0.00096712+9.0412e-05i,-0.0013232+0.00054523i,-0.0017211+0.000983i,-0.0011401+0.00050504i,-0.0010163-0.00049754i,-0.00076409-0.00090813i,-0.0003279-0.0010058i,-0.00037524-0.0005934i,-0.00027837-0.00023708i,0.00017035+0.00012746i,0.00098791+0.00019252i,0.00063994+0.00024072i,-0.00036821-0.00027834i,-0.00037361-0.00022273i,-0.00010777+0.00023519i,0.00035775+0.00031213i,0.00080716-0.00017021i,0.00022961-3.7167e-05i
0.00056341-0.00064834i,0.0014791-0.00065685i,0.0028068-0.00023513i,0.0027513-0.00042654i,0.0015851-0.0013258i,0.0003503-0.0013985i,-0.00073561+0.00022314i,-0.00087381+0.0010165i,2.046e-05+0.00073842i,0.0005632-1.4534e-05i,7.4892e-05-0.00021035i,-0.00067814+0.00016459i,-0.00024495-0.00026773i,0.0008391-0.00011584i,0.0014729+0.00048183i,0.0013877+0.00014382i,0.00014186-9.993e-05i,-0.0010928+6.4602e-05i,-0.00065837+0.0002759i,0.00016226-0.00011706i,1.5965e-05-0.00057689i,-0.0001751-0.00017244i,-0.0001728-8.4297e-05i
0.00043108-0.0009193i,0.001397-0.00064027i,0.00099696-0.00036807i,0.0001062-0.0004426i,-0.00014553-6.5699e-05i,6.0205e-05+0.00060506i,-9.8824e-05+0.0005793i,-0.00055678+2.9994e-05i,-0.00034403+0.00044133i,0.00039448+0.0011453i,0.00076885+0.00023595i,0.00051292-0.0010884i,0.00023095-0.0017687i,9.5311e-05-0.0012265i,0.00022975-0.00065353i,-0.0002638-0.00022143i,-0.00062721+0.00069895i,-0.00088165+0.0010882i,-0.00083282+0.00088265i,0.00013391+0.0007022i,0.00098039+0.00090215i,0.0010681+0.00057539i,0.00023669+0.00041898i
-0.00055692+0.0022499i,-0.0010379+0.00031132i,0.00073869-0.00024079i,0.0016489-0.00032734i,0.0018821-0.0010844i,0.0012381-0.00092814i,0.00032814-0.00054999i,-7.1582e-05-6.8926e-05i,-7.2332e-05+0.00054122i,-8.552e-05+0.00038249i,-0.00042749-0.00052125i,-0.00027422-0.0009401i,-0.0001746-0.00024513i,0.00032489+0.00035767i,0.00032098+0.00036263i,-0.00019852+0.00023777i,-0.00029469+0.00028876i,-0.00010984+0.00065017i,0.00048073+0.00047401i,0.00068493+0.00011907i,0.0002336-7.3862e-05i,-0.00022791+2.7572e-05i,-0.00021139-3.4655e-06i
