-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
-0.0043317-0.0017441i,-0.011485-0.0089215i,-0.023172-0.020295i,-0.030948-0.025708i,-0.022961-0.020485i,0.00010915-0.015645i,0.011853-0.010959i,0.001773-0.0047505i,-0.0108-0.0031009i,-0.014831-0.0046752i,-0.01376-0.0034449i,-0.0091948-0.00073646i,-0.0051637+0.0013191i,-0.0024423+0.0024675i,0.0015304+0.0041772i,0.0033932+0.005955i,0.00042304+0.0070165i,-0.003946+0.0062831i,-0.0047063+0.0018875i,-0.004373-0.0041646i,-0.003644-0.0051571i,-0.00091063-0.0019148i,0.00025932-0.00099036i
0.00095766-0.003157i,0.0072255-0.0087056i,0.011481-0.01898i,0.0085027-0.033875i,0.0057323-0.050338i,0.010513-0.050803i,0.014295-0.031681i,0.0074687-0.011115i,0.0011527-0.0046397i,0.00057794-0.0090831i,0.0018113-0.010107i,0.0038853-0.006201i,0.0040924-0.0035044i,0.00096815-0.00044949i,-0.0014983+0.0025713i,-0.0016379+0.0026542i,-0.0017361+0.0017997i,-0.00060342+0.0027392i,0.0025619+0.0029269i,0.0035941-0.00086668i,-0.00093916-0.004133i,-0.0055966-0.002307i,-0.005593+0.0011084i
0.0011833+0.0014202i,0.005932+0.0080446i,0.013279+0.014416i,0.017047+0.0078295i,0.0099959-0.0067506i,-0.0015958-0.013074i,-0.0056546-0.0066657i,0.00083533+0.004066i,0.010815+0.0061279i,0.016737+0.0021192i,0.016742-0.00050174i,0.014594-0.0020367i,0.01127-0.0047462i,0.0049271-0.0069371i,-0.0017735-0.0061394i,-0.0039698-0.0040694i,-0.0011517-0.0025151i,0.0015749-0.0040643i,0.00097759-0.0081699i,-0.0014119-0.010103i,-0.0032341-0.0095168i,-0.0045064-0.0080163i,-0.004715-0.0042323i
-0.0060331+0.0019012i,-0.010762+0.0077077i,-0.016288+0.014228i,-0.0088464+0.023408i,0.002771+0.034638i,-0.0064246+0.035122i,-0.017663+0.026522i,-0.0081851+0.020514i,0.0053594+0.020229i,0.011291+0.019468i,0.011349+0.012652i,0.0087445+0.0029721i,0.006391-0.002206i,0.0050352-0.0042446i,0.0025743-0.0062487i,0.0008949-0.0077656i,0.0029813-0.0071728i,0.0064241-0.0031676i,0.00727+0.0036976i,0.0050177+0.0096813i,0.0027669+0.010542i,0.00036351+0.0062717i,-0.00046788+0.0015606i
-0.0045926-0.0014909i,-0.0062366-0.0091165i,-0.0012666-0.01006i,0.0083887+0.0076468i,0.011214+0.034532i,0.0072789+0.047162i,0.0010199+0.03454i,-0.0046283+0.017194i,-0.0083944+0.014581i,-0.008612+0.018265i,-0.0057688+0.013592i,-0.0069756+0.0036141i,-0.008159+0.0004286i,-0.0035905+0.0026902i,0.002073+0.0034388i,0.0039644+0.0026483i,-6.8521e-05+0.0017062i,-0.0061588+0.00070335i,-0.010522-0.00046491i,-0.0099696+0.00018638i,-0.0038661+0.0032214i,0.0028926+0.003024i,0.0045044+0.00019866i
0.0037611-0.00014232i,0.014653-0.0016038i,0.024263+0.00018415i,0.018447+0.0060815i,0.0097738+0.013145i,0.016363+0.012649i,0.021937+0.0027425i,0.0087696-0.0096575i,-0.0099466-0.012492i,-0.014627-0.0069462i,-0.010583-0.0041972i,-0.010883-0.003419i,-0.012964+0.0009439i,-0.010367+0.0071334i,-0.0038263+0.01118i,0.00044664+0.00977i,-0.0021767+0.0054205i,-0.005304+0.0045057i,-0.0035443+0.0077937i,0.00066626+0.0091976i,0.0032843+0.0078811i,0.0038552+0.0065915i,0.0038293+0.0042674i
0.0029268+0.0058783i,0.0038531+0.019234i,-0.0033135+0.03411i,-0.01652+0.024807i,-0.01739-0.013528i,-0.0026115-0.037662i,0.0091969-0.033685i,0.0080451-0.027855i,0.0047521-0.027891i,0.0043229-0.026773i,0.0024562-0.019999i,-0.00033782-0.010956i,-0.003657-0.0040178i,-0.0063637+0.00086992i,-0.0062915+0.0047728i,-0.0047241+0.0059789i,-0.0031032+0.0060339i,-0.0019758+0.0040242i,-0.00018694-0.0030324i,0.0031133-0.01054i,0.0037657-0.012166i,0.002471-0.00895i,0.0014982-0.004541i
-0.0088175+0.0027355i,-0.02634+0.0073258i,-0.049214+0.0026332i,-0.054464-0.01721i,-0.041826-0.039897i,-0.028443-0.052468i,-0.019878-0.041746i,-0.0048037-0.01737i,0.017104-0.009238i,0.024825-0.014292i,0.018133-0.01312i,0.01269-0.0065625i,0.010872-0.0038876i,0.0077551-0.0056823i,0.0025237-0.0082872i,-1.4416e-05-0.0068035i,0.003926-0.00044269i,0.012369+0.0066952i,0.018259+0.010587i,0.016022+0.0078745i,0.0077478+0.001641i,-0.00069445-0.00095483i,-0.0029501+0.0005548i
-0.0035204-0.006503i,-0.0070103-0.025359i,-0.0048209-0.047733i,0.0058739-0.047516i,0.012266-0.021334i,-0.0047801-0.0017845i,-0.021803+0.008229i,-0.01322+0.021606i,0.0067633+0.027043i,0.015747+0.018313i,0.012551+0.008483i,0.010714+0.0045497i,0.01301+0.0013393i,0.012065-0.0049054i,0.0066292-0.010932i,0.0028069-0.011316i,0.0032647-0.0065492i,0.0031377-0.0035017i,-0.00020372-0.0061738i,-0.0036353-0.0089516i,-0.0049624-0.007366i,-0.0046293-0.0060581i,-0.003952-0.0053976i
0.0092219-0.0080116i,0.03181-0.014673i,0.066303-0.014049i,0.083748+0.0038649i,0.063396+0.034494i,0.028582+0.059931i,0.0055455+0.060328i,-0.0078626+0.044505i,-0.016518+0.032947i,-0.016549+0.026401i,-0.0093074+0.017833i,-0.003574+0.0088548i,-0.00084736+0.0037294i,0.0026257+0.00035944i,0.0045164-0.0025506i,0.0035542-0.0059454i,0.00089791-0.0094036i,-0.0030703-0.008846i,-0.005883-0.0024654i,-0.0069537+0.005268i,-0.0067463+0.0086179i,-0.0049753+0.0067245i,-0.0026424+0.002825i
0.008764+0.008108i,0.019188+0.031221i,0.031205+0.063312i,0.034862+0.081362i,0.033076+0.078877i,0.030076+0.068278i,0.024571+0.0486i,0.0095227+0.017437i,-0.014872-0.0037422i,-0.024198-0.0022673i,-0.01497+0.0012584i,-0.01071-0.0018613i,-0.013544-0.00071395i,-0.012552+0.0047858i,-0.0075782+0.0091855i,-0.0038232+0.0086685i,-0.0047028+0.0011682i,-0.0087132-0.0089651i,-0.011325-0.016068i,-0.010226-0.01454i,-0.0040399-0.0065407i,0.0034363-0.0017313i,0.0046766-0.0021857i
-0.012226+0.011364i,-0.035126+0.024964i,-0.068182+0.042668i,-0.081707+0.04176i,-0.055588+0.013777i,-0.013055-0.012905i,0.016654-0.023477i,0.022843-0.032785i,0.01346-0.036687i,0.0050331-0.027531i,0.0030875-0.016838i,-0.0019448-0.013003i,-0.010602-0.0078288i,-0.012847+0.0016132i,-0.0089233+0.0085222i,-0.0057225+0.011106i,-0.0032316+0.013473i,0.0015513+0.017692i,0.0067539+0.020233i,0.0088668+0.017664i,0.0077162+0.012145i,0.0059927+0.0071214i,0.0034509+0.0047727i
-0.0074655-0.011687i,-0.028586-0.033635i,-0.06019-0.064818i,-0.08565-0.081599i,-0.082433-0.078367i,-0.045087-0.074293i,-0.0057818-0.065362i,0.016251-0.041093i,0.02832-0.019394i,0.0285-0.011795i,0.018561-0.009978i,0.0076743-0.0078997i,0.00085962-0.0049071i,-0.0028338-0.0025325i,-0.0053163-0.0018911i,-0.0072611+0.0013191i,-0.0064752+0.0080143i,-0.0015895+0.012191i,0.0033846+0.00804i,0.0055563-0.00070516i,0.0052259-0.0054275i,0.0024061-0.0049442i,-3.7747e-05-0.0019953i
0.010459-0.010559i,0.028156-0.029664i,0.049047-0.059721i,0.046423-0.080086i,0.017936-0.07423i,-0.011965-0.054989i,-0.022995-0.031345i,-0.017347-0.0031261i,-0.0029553+0.017536i,0.0088571+0.017753i,0.0095446+0.0086412i,0.010237+0.0054825i,0.01418+0.0031666i,0.013426-0.0029335i,0.0089283-0.00857i,0.0038961-0.010813i,0.0019372-0.0080873i,0.0041653+0.00042901i,0.0050073+0.0088259i,0.0023365+0.0089427i,-0.0039036+0.0035351i,-0.010231+0.0010852i,-0.010024+0.0027432i
0.010509+0.0079113i,0.034067+0.023442i,0.076978+0.044022i,0.11266+0.050112i,0.099747+0.042057i,0.042933+0.039433i,-0.012145+0.036683i,-0.037902+0.028801i,-0.03554+0.022915i,-0.021949+0.016627i,-0.010536+0.010886i,-0.00060958+0.010905i,0.0081329+0.010457i,0.010877+0.0039323i,0.010027-0.0033691i,0.010578-0.0090329i,0.010472-0.015805i,0.0063408-0.024407i,0.00061307-0.030335i,-0.0027153-0.028085i,-0.0032188-0.019109i,-0.0019022-0.011217i,-0.0010959-0.0078287i
-0.0017242+0.011276i,-0.011002+0.034034i,-0.011463+0.070169i,0.016688+0.098733i,0.054385+0.10201i,0.050828+0.08143i,0.014119+0.050602i,-0.010942+0.019667i,-0.017557-0.0010211i,-0.01411-0.0058255i,-0.0068757-0.0047212i,-0.0041063-0.0035278i,-0.0040192-0.0011134i,-0.0019144+0.0027317i,0.002684+0.0064423i,0.0067007+0.0068678i,0.0071571+0.0045039i,0.0069283+0.0035652i,0.0074636+0.0060359i,0.0046262+0.0091476i,0.0010463+0.010286i,0.0018019+0.0081661i,0.00421+0.0040332i
-0.0095935-0.0048601i,-0.032483-0.011185i,-0.064634-0.0083095i,-0.080519+0.013378i,-0.056133+0.03253i,-0.0073783+0.030429i,0.025587+0.016512i,0.031674+0.0020618i,0.025422-0.0054606i,0.019339-0.0066801i,0.012663-0.0089199i,0.0016209-0.01362i,-0.0093738-0.012965i,-0.013016-0.0061322i,-0.011502+0.0019757i,-0.010648+0.0085268i,-0.01231+0.013602i,-0.012964+0.012506i,-0.010876+0.0038894i,-0.0062555-0.00089145i,0.0023968+0.0019833i,0.010991+0.003145i,0.01166+0.00080358i
0.0030537-0.0094109i,0.0043315-0.027923i,-0.013757-0.05738i,-0.062886-0.07987i,-0.098714-0.078565i,-0.068588-0.054076i,-0.0073446-0.023729i,0.023859+0.00049368i,0.026679+0.011937i,0.022416+0.011399i,0.016167+0.0038491i,0.0076046-0.0070035i,-0.00074521-0.012224i,-0.0040171-0.0090086i,-0.0046762-0.0053903i,-0.0088983-0.0031176i,-0.013072+0.0026267i,-0.012817+0.013419i,-0.0097781+0.022745i,-0.0083148+0.022416i,-0.0076044+0.015611i,-0.0061611+0.0097529i,-0.0032945+0.0069992i
0.0086001+0.0020712i,0.020447+0.0043829i,0.029654-0.0099684i,0.014829-0.042843i,-0.021711-0.063615i,-0.046494-0.050262i,-0.038817-0.017423i,-0.018428+0.0070843i,-0.0078971+0.014249i,-0.0060291+0.012845i,-0.0060936+0.010339i,-0.0024476+0.0077394i,0.00035037+0.003604i,2.6426e-05-0.0011361i,0.00039402-0.0076408i,0.0020912-0.01379i,0.0043489-0.016908i,0.0047959-0.020496i,0.003334-0.024083i,0.0026012-0.024587i,0.001339-0.021881i,-0.0021546-0.016555i,-0.0050837-0.0091278i
-0.0023837+0.0093792i,-0.0021779+0.017693i,0.019102+0.029811i,0.060849+0.032295i,0.07476+0.020305i,0.033236+0.0065679i,-0.012928-0.0021058i,-0.023723-0.0079356i,-0.01722-0.014526i,-0.015775-0.016749i,-0.014809-0.0080789i,-0.0063418+0.0033553i,0.00093132+0.0070467i,0.0011848+0.0057234i,0.0025104+0.0041629i,0.008056+0.0024387i,0.01532-0.0003526i,0.020245+0.00042569i,0.020549+0.0066496i,0.015937+0.008274i,0.0053406+0.0025107i,-0.0052344-0.002519i,-0.0086456-0.0047032i
-0.0043845-0.0088803i,-0.0050846-0.0094305i,0.0064842+0.0081032i,0.045791+0.048955i,0.089943+0.07542i,0.091073+0.055554i,0.054179+0.011566i,0.025553-0.018886i,0.014726-0.028439i,0.0076996-0.025604i,0.0019021-0.016496i,-0.0029038-0.0050365i,-0.0046129+0.0013265i,-0.005319+0.00069028i,-0.0062771+0.0015234i,-0.0051045+0.006323i,-0.003976+0.008892i,-0.003095+0.0036817i,0.0001025-0.0049737i,0.0044404-0.0075475i,0.0086003-0.0040449i,0.010236-0.0021896i,0.0069728-0.0051806i
0.0026652+0.00090605i,0.0094453+0.0022327i,0.010898+0.010097i,0.0091138+0.024203i,0.025074+0.029711i,0.055466+0.018182i,0.063354+0.00049021i,0.043116-0.010936i,0.023967-0.0074455i,0.021549+0.00080057i,0.021134+7.6351e-05i,0.011467-0.0044976i,0.0045641-0.0025075i,0.0058657+0.0014989i,0.0037065+0.0048453i,-0.0049016+0.0075641i,-0.012842+0.011475i,-0.015938+0.018893i,-0.016134+0.023708i,-0.015867+0.024943i,-0.013213+0.024593i,-0.0066889+0.020985i,0.00077449+0.013626i
0.0011292+0.0070923i,-0.0043252+0.018088i,-0.03119+0.019495i,-0.072252+0.00013274i,-0.090445-0.022879i,-0.063628-0.016141i,-0.023445+0.0038825i,-0.01097+0.01356i,-0.014036+0.02073i,-0.0055073+0.027121i,0.0068823+0.020602i,0.0058122+0.0071289i,0.0010828+0.0040175i,0.0033803+0.006973i,0.0064125+0.0036077i,0.0051553-0.0036293i,0.00038764-0.0087632i,-0.0039063-0.013629i,-0.0052402-0.021454i,-0.0050704-0.024399i,-0.0018988-0.016531i,0.0031242-0.005627i,0.0036292+0.0022427i
-0.01121-0.0010712i,-0.031839-0.005081i,-0.059529-0.029728i,-0.090867-0.058599i,-0.11893-0.055335i,-0.12355-0.029013i,-0.09895-0.0026721i,-0.069103+0.010869i,-0.046677+0.015575i,-0.026637+0.016804i,-0.0093525+0.012197i,0.0010868+0.0062035i,0.001473+0.0040507i,-0.0020352+0.0057528i,3.0577e-05+0.0069812i,0.0066854+0.0037309i,0.014652-0.00033813i,0.018892+0.0014258i,0.016526+0.0067678i,0.0085532+0.0066869i,-0.0017682+0.0008867i,-0.0087138-0.0013711i,-0.010678+0.0018522i
-0.006302-0.011673i,0.0015029-0.033649i,0.017626-0.044994i,0.027785-0.029505i,0.0067128-0.0031231i,-0.034268+0.0098068i,-0.054361+0.007433i,-0.043847+0.0059895i,-0.02254+0.0027263i,-0.010256-0.0062482i,-0.0069361-0.0079644i,-0.00016454-0.005202i,0.001338-0.010479i,-0.0087743-0.017297i,-0.013087-0.01547i,-0.0071183-0.0081292i,0.00031732-0.0041661i,0.0063553-0.0064566i,0.011095-0.010552i,0.017085-0.012996i,0.018901-0.014189i,0.013275-0.015032i,0.005492-0.013784i
0.016108+0.0032069i,0.051713+0.012787i,0.10019+0.032805i,0.13878+0.050722i,0.14845+0.049695i,0.12+0.028228i,0.073027+0.010459i,0.043306+0.0078193i,0.033395+0.0017764i,0.024332-0.011844i,0.014237-0.017996i,0.0098315-0.015963i,0.011216-0.016862i,0.0084588-0.018862i,-0.00085299-0.013765i,-0.0093905-0.0052291i,-0.014283+0.002864i,-0.015752+0.012086i,-0.015623+0.021779i,-0.014214+0.025376i,-0.011143+0.020741i,-0.0059733+0.012087i,0.0012988+0.0026145i
-0.00061071+0.020035i,-0.0058334+0.058241i,0.00046666+0.10364i,0.040695+0.11717i,0.10429+0.083484i,0.13703+0.034292i,0.11622+0.010232i,0.079548+0.0087941i,0.051424+0.0067186i,0.030327-0.00035114i,0.011754-0.0071767i,-0.00081511-0.0090978i,-0.0017538-0.0029071i,0.0048481+0.0018086i,0.0089603-0.0012666i,0.0052919-0.0065637i,-0.0045455-0.0094793i,-0.01178-0.012547i,-0.011641-0.018673i,-0.0081855-0.019143i,-0.0035066-0.010815i,0.0035972-0.0027661i,0.0093667+4.4732e-05i
-0.024818+0.0044111i,-0.062375-0.0027596i,-0.10975-0.011205i,-0.1197-0.019732i,-0.077445-0.034431i,-0.020093-0.035378i,0.013635-0.020553i,0.019629-0.010414i,0.01342-0.0043013i,0.0067225+0.0039177i,0.0024287+0.0046801i,-0.0061159+0.0010912i,-0.013358+0.0097875i,-0.0083072+0.025924i,0.0035963+0.030265i,0.013056+0.022139i,0.01617+0.015539i,0.0125+0.016122i,0.0043408+0.017721i,-0.0056022+0.013899i,-0.012405+0.0092913i,-0.01322+0.0089989i,-0.01018+0.0088617i
0.00049109-0.018814i,-0.0051799-0.059992i,-0.026798-0.11797i,-0.087088-0.1421i,-0.15043-0.10108i,-0.15189-0.044066i,-0.099868-0.019788i,-0.051921-0.02034i,-0.027927-0.013017i,-0.014809+0.0018881i,-0.0076837+0.0087732i,-0.0092434+0.0090747i,-0.018916+0.0068529i,-0.024196+0.0043742i,-0.017509+0.0039799i,-0.0059516+0.0070384i,0.0054722+0.0091822i,0.014974+0.0044666i,0.021717-0.0039031i,0.025245-0.011197i,0.022817-0.014527i,0.013666-0.013627i,0.00070073-0.011094i
0.020852-0.0008167i,0.061873-0.0058268i,0.098503-0.011015i,0.079163-0.019061i,-0.0028511-0.016413i,-0.068945+0.002777i,-0.071309+0.003579i,-0.04887-0.0093359i,-0.029997-0.0096526i,-0.01104-0.00050241i,0.0040371+0.0083445i,0.012616+0.0099452i,0.014229+4.0531e-05i,0.0070944-0.011242i,-0.0054291-0.013473i,-0.014716-0.0089563i,-0.014589-0.0022257i,-0.0096983+0.0072334i,-0.0087574+0.017342i,-0.010047+0.022767i,-0.0094129+0.018487i,-0.0088072+0.0077435i,-0.0083594+4.5559e-05i
0.0031922+0.024461i,0.013896+0.075032i,0.036046+0.13401i,0.069859+0.16444i,0.087398+0.14973i,0.064992+0.10145i,0.026537+0.054605i,0.0017755+0.026986i,-0.0041232+0.0095861i,-0.0017948-0.00019864i,0.0025556-0.00067163i,0.0096619+0.00123i,0.018801-0.0011084i,0.022482-0.010226i,0.01456-0.021938i,0.00010231-0.028103i,-0.011311-0.02672i,-0.011152-0.026984i,-0.0014849-0.030023i,0.0054402-0.026533i,0.0074915-0.016312i,0.0088534-0.0074218i,0.0092912-0.0023593i
-0.020034+0.0043012i,-0.059031+0.015649i,-0.078182+0.044919i,-0.024725+0.075433i,0.0717+0.070898i,0.1155+0.031082i,0.078271+0.0092729i,0.028953+0.012989i,0.0099879+0.0065478i,0.0039076-0.0072739i,0.0023163-0.014368i,0.0061763-0.01266i,0.0092462-0.0018412i,0.011212+0.012779i,0.01297+0.019625i,0.015167+0.016085i,0.01178+0.0090294i,0.00094623+0.0068427i,-0.0099833+0.0088342i,-0.018281+0.0087894i,-0.021963+0.0092034i,-0.016292+0.013181i,-0.0056752+0.014992i
-0.0054333-0.020779i,-0.014433-0.06134i,-0.033357-0.10107i,-0.040484-0.11031i,-0.013687-0.10088i,0.015444-0.081648i,0.01615-0.046535i,0.0096239-0.012988i,0.0073728-0.0032615i,0.0023443-0.0089337i,-0.0016624-0.015758i,-0.0076868-0.018977i,-0.016827-0.013794i,-0.020171-0.0019133i,-0.010168+0.011942i,0.0051218+0.02273i,0.01318+0.023988i,0.015151+0.014747i,0.019715+0.00054911i,0.024284-0.0086543i,0.022081-0.0097466i,0.014889-0.0064142i,0.0082382-0.0042754i
0.022347-0.0032285i,0.052873-0.018063i,0.077886-0.064518i,0.051506-0.12565i,-0.012354-0.14034i,-0.04796-0.096768i,-0.031584-0.044497i,-0.0027623-0.018591i,0.0058388-0.0051701i,0.008059+0.004771i,0.010217+0.0042575i,0.0038489-0.0019674i,-0.0053371-0.0082814i,-0.012149-0.010864i,-0.016895-0.0036486i,-0.015993+0.007972i,-0.0085366+0.015112i,-0.0083492+0.019734i,-0.017756+0.025512i,-0.021585+0.026997i,-0.015663+0.018727i,-0.0094477+0.0063322i,-0.0064742-0.0032559i
0.0023586+0.01358i,0.0057491+0.039581i,0.0057337+0.070029i,-0.016989+0.075132i,-0.065074+0.063755i,-0.07993+0.065036i,-0.039147+0.052014i,-0.0042054+0.027301i,0.0018822+0.021822i,0.0055803+0.025679i,0.00485+0.020796i,0.00057289+0.011678i,0.0030476+0.0012736i,0.007762-0.014764i,0.0050481-0.031985i,-0.0063815-0.039596i,-0.012717-0.035519i,-0.0019412-0.027178i,0.013882-0.024032i,0.02049-0.021163i,0.019869-0.016071i,0.015631-0.014808i,0.0078814-0.013557i
-0.0145+0.0083787i,-0.031954+0.02868i,-0.055786+0.059565i,-0.060483+0.10114i,-0.033076+0.13271i,0.0028688+0.12082i,0.021458+0.075827i,0.011545+0.034434i,-0.00036485+0.020793i,0.0024353+0.017945i,0.0051856+0.012215i,0.005849+0.012152i,0.0094741+0.018121i,0.011024+0.020203i,0.011182+0.0095551i,0.0091685-0.00941i,0.0023499-0.019134i,-0.0078794-0.013772i,-0.018812-0.0023767i,-0.025748+0.0043784i,-0.026046+0.0065637i,-0.019951+0.008292i,-0.011252+0.0096133i
0.0011781-0.011555i,-0.011254-0.025201i,-0.01883-0.022892i,-0.0050342+0.013275i,0.028485+0.048563i,0.054231+0.039623i,0.038304+0.0065754i,0.0075289-0.0085657i,-0.00095492-0.0090835i,8.3556e-05-0.013991i,-0.0019271-0.01732i,-0.0061699-0.011072i,-0.01316-0.0021822i,-0.014316+0.0072384i,-0.0041957+0.017163i,0.0057565+0.023304i,0.0073309+0.022227i,0.011329+0.013861i,0.025636-0.00010326i,0.034053-0.012286i,0.024377-0.012186i,0.01206-0.0031405i,0.0071133+0.0021457i
0.005701-0.0040351i,0.030037-0.013643i,0.066722-0.028281i,0.10862-0.044976i,0.12784-0.074173i,0.086057-0.10275i,0.0178-0.093459i,-0.0076114-0.057131i,0.0018246-0.0376i,0.0047684-0.028882i,0.0051814-0.016435i,0.006468-0.012377i,-0.00054874-0.013475i,-0.011546-0.0042387i,-0.018104+0.017297i,-0.014601+0.035872i,-0.0086041+0.039775i,-0.01483+0.033269i,-0.030842+0.029794i,-0.037244+0.029062i,-0.029774+0.022512i,-0.018427+0.013603i,-0.0085593+0.0070265i
-0.0032902+0.0015196i,-0.003717+0.0073145i,-0.00019284+0.0028536i,-0.0015711-0.026592i,-0.020031-0.069173i,-0.053615-0.089501i,-0.06538-0.063964i,-0.035185-0.025196i,-0.0050769-0.012189i,-0.0004935-0.0099274i,-0.00081997-0.0018393i,0.0036806-0.00156i,0.0096032-0.010965i,0.013092-0.019494i,0.0075731-0.023115i,-0.0025398-0.019916i,-0.0016032-0.011665i,0.014475-0.0079387i,0.031731-0.011478i,0.037549-0.014101i,0.031963-0.014037i,0.021465-0.015917i,0.012172-0.017314i
0.0015961+0.0022295i,-0.0070112-0.003413i,-0.02331-0.012984i,-0.047793-0.034473i,-0.071431-0.044274i,-0.062366-0.013965i,-0.030521+0.021024i,-0.013853+0.027295i,-0.010698+0.021574i,-0.0057658+0.018658i,-0.00038214+0.015341i,0.0055349+0.014279i,0.01241+0.014932i,0.016287+0.0076508i,0.015969-0.010985i,0.014493-0.03128i,0.01185-0.039099i,0.00026671-0.029582i,-0.022494-0.011402i,-0.037759+0.0034374i,-0.032381+0.007705i,-0.019609+0.0041771i,-0.012061+0.0020552i
0.0028679+0.0016594i,0.0035166+0.0068796i,-0.021643+0.00025014i,-0.065218+0.0020899i,-0.072377+0.041915i,-0.027424+0.095594i,0.020248+0.099323i,0.018983+0.058147i,-0.0018233+0.031027i,0.00044342+0.014552i,0.0049905-0.0058051i,-0.0036241-0.0081311i,-0.010414+0.004307i,-0.0050298+0.0082045i,0.0093538+0.0020343i,0.015861-0.0050276i,0.012199-0.006769i,0.017531-0.0069717i,0.036872-0.012752i,0.047789-0.018824i,0.035877-0.014652i,0.019755-0.0028402i,0.011069+0.0034568i
0.0025758+0.0097892i,0.0031053+0.027642i,0.030206+0.060929i,0.071737+0.097174i,0.087822+0.12207i,0.087471+0.11414i,0.077421+0.072574i,0.050875+0.028285i,0.026684+0.0076637i,0.023302+0.0020309i,0.025179-0.0070792i,0.012032-0.014222i,-0.007538-0.011023i,-0.019085+0.0016111i,-0.022191+0.019484i,-0.020524+0.032523i,-0.022712+0.030053i,-0.035904+0.022678i,-0.050379+0.022826i,-0.051329+0.024607i,-0.039626+0.02443i,-0.024994+0.02347i,-0.011995+0.018526i
-0.013925-0.0038857i,-0.023634-0.011326i,-0.036503+0.0041355i,-0.033803+0.056024i,-0.017642+0.07748i,-0.01936+0.028871i,-0.024875-0.011706i,-0.0069817-0.0062059i,0.013923+0.00051214i,0.014347+0.0011536i,0.00915+0.0035667i,0.0046864-0.0044773i,-0.0013452-0.013697i,-0.0045866-0.010068i,-0.0092835+0.0021425i,-0.016155+0.01631i,-0.014006+0.027404i,0.0076048+0.025799i,0.037383+0.0076906i,0.049179-0.0097971i,0.039622-0.015846i,0.026452-0.016936i,0.015785-0.016206i
0.00068054-0.020776i,0.0052139-0.041879i,0.0179-0.057187i,0.027271-0.067608i,0.022185-0.088284i,-0.005711-0.10546i,-0.036533-0.084025i,-0.029057-0.042126i,-0.010817-0.020342i,-0.018683-0.0054758i,-0.024405+0.014598i,-0.011547+0.01922i,0.0014891+0.011081i,0.0026503+0.001816i,-0.0018683-0.00968i,0.00073343-0.018215i,0.0061569-0.019824i,-0.0040992-0.011929i,-0.029123+0.0028469i,-0.044783+0.010391i,-0.036775+0.0051963i,-0.022331-0.005167i,-0.015339-0.0087464i
0.020119-0.0018327i,0.040237-0.0080984i,0.043257-0.040427i,0.022734-0.1046i,0.0049819-0.13643i,0.0034415-0.098013i,0.0016903-0.054358i,-0.011379-0.039698i,-0.024558-0.029817i,-0.025454-0.022362i,-0.019943-0.017508i,-0.011249-0.0055246i,0.00039246+0.0030616i,0.013008-0.0012076i,0.024464-0.012341i,0.027345-0.021822i,0.025807-0.022815i,0.036038-0.018894i,0.05372-0.022348i,0.058461-0.02899i,0.044474-0.02717i,0.026533-0.019111i,0.014022-0.01195i
-0.0051082+0.036978i,-0.0039251+0.089825i,0.0025404+0.11957i,0.037586+0.092659i,0.081128+0.050376i,0.095863+0.038948i,0.08579+0.025058i,0.045658-0.0070922i,0.0062988-0.01634i,0.0071742-0.0098074i,0.018443-0.0097235i,0.015123-0.0042749i,0.0082216+0.0017843i,0.00063266+0.0019282i,-0.0052868+0.0033722i,-0.007537+0.0006608i,-0.01275-0.009781i,-0.030776-0.014667i,-0.056818+0.0004568i,-0.065498+0.022572i,-0.052761+0.030879i,-0.03512+0.030938i,-0.019028+0.02753i
-0.038809+0.0069726i,-0.08577+0.0051851i,-0.11088+0.013687i,-0.11711+0.04173i,-0.12184+0.0647i,-0.083578+0.053031i,-0.028583+0.030308i,-0.0072466+0.022742i,0.0019092+0.028481i,0.023657+0.026118i,0.036851+0.0098207i,0.028647-0.0051828i,0.015572-0.0086666i,0.0073607-0.0012288i,9.5296e-05+0.01218i,-0.0077261+0.024502i,-0.0083511+0.03254i,0.0094916+0.030995i,0.038579+0.012436i,0.048523-0.0078084i,0.034573-0.0094654i,0.020964-0.00018191i,0.016433+0.0015992i
-0.0022008-0.041658i,0.0090591-0.085088i,0.004746-0.082757i,-0.020584-0.011119i,-0.038328+0.035505i,-0.051293+0.017039i,-0.062338+0.003874i,-0.045178+0.026511i,-0.0070068+0.040799i,0.0082559+0.034404i,0.0029086+0.024973i,-0.0024269+0.014606i,-0.0089487+0.0066064i,-0.017873+0.0056566i,-0.019852+0.0080041i,-0.010727+0.0096144i,-0.004797+0.012128i,-0.016759+0.017442i,-0.040575+0.025835i,-0.051379+0.031722i,-0.038948+0.025756i,-0.021341+0.010696i,-0.012092+0.0017584i
