-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
0.0011314-5.7369e-05i,0.0010212+1.2575e-05i,0.0013953-0.00098435i,0.00073642-0.0018969i,-0.00039247-0.0023388i,-0.00081033-0.0019437i,-0.001234-0.00035933i,-0.0012582+0.0014844i,-0.0011318+0.0022599i,-0.00087039+0.0011854i,-0.00091948+5.2533e-06i,-0.0010995-0.00061943i,-0.00049318-5.805e-05i,0.00028839+0.001338i,0.00012334+0.00094408i,0.00045835+0.00035299i,0.0005262+0.00097116i,4.1902e-05+0.0012389i,0.00010287+0.00082397i,-0.00034172+0.00043424i,-3.0895e-05+0.00053239i,0.00020334+0.00042142i,0.0001187+0.00038303i
-0.0011582-0.0007225i,-0.00026377+0.00080935i,0.0007608+0.0015687i,0.00080927+0.00099489i,0.00058426-0.00033266i,0.00030986-0.00081079i,-0.00016736-0.00049243i,-0.00062339-0.00014703i,-9.5395e-05+0.00010982i,0.00053693+0.00062474i,-2.754e-05+0.00093852i,-0.00026223+0.00053166i,2.647e-05+0.00028701i,0.00038774+0.00054175i,0.00083077+0.00095809i,0.0007124+1.209e-05i,0.00044044-0.00017057i,-0.00022718+0.00011143i,-8.6497e-05-0.0001706i,0.00049143+0.00071602i,0.00024025+0.0011429i,-0.00067386+0.0010788i,-0.001143+0.0011805i
0.0012345-0.0013074i,0.0014848-0.0013364i,0.0013224-0.0014196i,0.00034111-0.0018569i,-0.00087294-0.0016835i,-0.00071394-0.00016178i,-0.00018123+0.0011437i,-0.00036018+0.0011997i,-0.00083984+0.0017462i,-0.0011878+0.0019266i,-0.00068935+0.0012166i,0.00025822+0.0008381i,0.00085564+0.00029829i,0.00069644-0.00057161i,0.00015923-0.00025787i,-0.00038341-0.00016956i,-0.00013281+0.00043449i,0.00019463+0.0016602i,7.5032e-05+0.00088086i,-0.00012013-9.275e-05i,-0.00027786-0.00054518i,0.00011291-0.00043997i,0.00017519+0.00013074i
0.00061868-0.00030376i,0.0012701+0.0011645i,0.0012573+0.002043i,0.00083852+0.0013196i,-0.00032492+0.00035715i,-0.0015549+0.0001665i,-0.0015861+0.00067125i,-0.0011591+0.0018342i,-0.0012492+0.0016862i,-0.0011211+0.0005582i,-0.00080457+9.9857e-05i,-0.00046263-4.1396e-05i,0.00017059-9.2429e-05i,0.00072653+0.00030603i,0.0011607+0.00033227i,0.00074645-6.561e-07i,-4.1384e-06-0.00024124i,0.00012108+0.00041i,-0.00047001+0.00074341i,-0.00096506+0.00027559i,-0.00070545+0.00021708i,-0.00046219+0.0004577i,0.00040134+0.00055311i
-0.0013534+0.0010466i,-0.0019424+0.0011258i,-0.00029824+0.0012486i,0.0017613+0.00074708i,0.0022126-0.00011639i,0.0012319-0.00083646i,-5.6045e-05-0.0006685i,-0.0012809+0.00023226i,-0.0017427+0.00073191i,-0.00066523-0.00018072i,0.00035641-0.0010683i,0.00028446-0.0010251i,-7.4875e-05-0.00022003i,-0.00010598-3.6213e-05i,0.00048488+0.0001459i,0.0012157+0.0004327i,0.00068773+0.0006336i,-0.00074418+0.0010913i,-0.00079824+0.0004759i,-8.4026e-05-9.4542e-05i,0.00013027+0.00072611i,0.00038259+0.00031722i,0.00011582-0.00031056i
-0.00050791-0.0014511i,2.7989e-05-0.0020883i,-0.00045344-0.0011914i,-0.00083045-0.00021814i,-0.00090759-9.1255e-05i,-0.00060945+0.0008011i,-0.00013317+0.00089842i,-0.00056721+0.00069594i,-0.0011976+0.00094541i,-0.00049855+0.00042326i,-0.00031031-0.00029124i,-0.000507-0.00045985i,-0.00054659-0.00024456i,-0.00091587-0.00033517i,-0.0009801-0.00090225i,-0.00031531-0.00049954i,-2.9762e-05+0.00038673i,0.00031125+0.00043691i,0.00023777+3.328e-05i,-0.00014333-2.5193e-05i,0.00010328+0.00024184i,-9.6723e-05-0.00025884i,-9.981e-05-5.9738e-05i
0.00063476+0.00044271i,0.0010796+5.1481e-05i,0.0018566-0.00089514i,0.0011613-0.0011372i,-0.00014322-0.0012538i,-0.001437-0.00091965i,-0.00127+0.00021085i,-0.00058674+0.0013257i,-0.00069853+0.0014435i,-0.00027787+0.0010633i,0.00076646+0.0012077i,0.00078115+0.00087173i,0.00012531+2.7462e-05i,-0.00019226-0.00053921i,0.00078632-0.00047037i,0.0014703-0.00012581i,0.00057727-5.2933e-06i,-0.00050262+0.00018375i,-0.00046584+0.00056135i,0.00027059+0.00061769i,0.00094039+0.00013769i,0.00098174+0.00044598i,0.00038575+0.0005873i
-0.00096674+0.00072169i,0.00012816+0.00032486i,0.00052399+0.0012441i,0.0011114+0.0015753i,0.00097444+0.00067442i,2.2268e-05-7.646e-05i,-0.00070478+0.00055903i,-0.0014153+0.0012644i,-0.0010334+0.0010231i,0.000698+0.00068772i,0.0012713+0.00036024i,0.00098439-0.00011014i,0.00092706+0.0002295i,0.00059177+0.00078578i,0.00060588+0.00014489i,0.0012365+0.00026642i,0.0011217+0.0010211i,0.00050645+0.00147i,0.00015324+0.0010388i,0.00039577+0.00049182i,-4.6245e-05+0.00058137i,-0.00035005+0.00019419i,-0.00049929+4.5255e-05i
-0.00046982-0.00082422i,-7.4109e-05-0.0010296i,-0.00083918-0.0016754i,-0.00026038-0.00034083i,0.00018726+0.00057799i,-0.00028893+1.4843e-05i,-0.00033192-0.0001364i,-0.00057671+0.00055982i,-0.0011729+0.0014893i,-0.00097442+0.0014524i,-5.0683e-06+0.00039152i,0.00058516-8.5149e-05i,0.00078036+0.00044671i,0.00050435-0.00022085i,-0.00013378-0.0011527i,-0.0010505-0.0005555i,-0.0014255+0.00052509i,-0.0009021+0.00028602i,-5.2154e-05+0.00019643i,0.00046306+0.00029429i,0.00068965-0.00051675i,0.00042475-0.00048073i,-5.9842e-06+5.3429e-05i
0.0010643+0.0031412i,0.00077017+0.0026486i,0.0015952+0.0015482i,0.0026844-0.00038291i,0.0015535-0.0024854i,-0.00018586-0.0022248i,-0.0007485-0.00043502i,-0.0011554+0.0008059i,-0.00062123+0.0011155i,0.00069769+0.00080412i,0.00050394+0.00017708i,-0.00035134-0.00035765i,-0.00028358+7.0284e-05i,-0.00018147+0.00043078i,0.00016719+0.00029164i,-0.00014434-4.4761e-05i,-0.00014044-0.0003268i,0.00010668-0.00015922i,-0.00048536-1.7727e-05i,-0.00053631+0.00088719i,-6.9055e-05+0.0016107i,-0.00022805+0.001107i,-0.00047994+0.00019722i
-0.0014701+0.00044891i,-0.0013613+0.0003891i,0.00030828+0.00041698i,0.00087236+6.3552e-05i,0.00069543-0.00040767i,-0.00017197-0.00011111i,-8.3376e-05+0.00088403i,-0.000178+0.001277i,-0.0012276+0.0011347i,-0.0015261+0.00076739i,-0.0015965+2.1957e-06i,-0.00075094-0.00026454i,-0.00012915+5.1808e-05i,-0.00052494+0.00029455i,-0.00066058+0.0010168i,-0.00079014+0.0009634i,-0.0011807+8.2235e-05i,-0.00088576-0.0001948i,-0.00034372-0.00012566i,0.00042209+0.00014609i,0.0007465+5.6187e-05i,0.00035356-0.00012167i,0.0002657-0.00016643i
0.00045758+0.00036827i,-2.0629e-05+0.00022681i,0.00025857-0.00016849i,0.00070406-0.00069318i,0.00047182-0.0017116i,-0.00036784-0.0013997i,-0.00065741-0.00064917i,-0.00038752+0.00030953i,-0.00031162+0.0004354i,-0.00012403-0.00065691i,-0.00014035-0.0013806i,-0.00041209-0.0013454i,-0.0005554-0.00015149i,-1.5048e-06+0.0011204i,0.00057551+0.0010735i,0.00078617+5.5492e-05i,0.00085894-0.00017238i,-0.00045311+0.00046139i,-0.00083671+1.4129e-05i,0.00053064-0.00042423i,0.00061367-0.00036113i,-5.4345e-05-0.00032531i,0.00018489-0.00044877i
-0.0010733+2.786e-05i,-0.0002319+0.00071515i,0.00033364+0.00093264i,-2.3555e-05+0.00044087i,0.00022885-0.00097291i,-9.6588e-05-0.0018492i,-0.0010446-0.00093796i,-0.0013913+0.00040536i,-0.0018708+0.0012094i,-0.0012506+0.0015701i,-0.00019662+0.0010482i,-5.4653e-06+0.00014488i,0.00017351-0.00042373i,0.00064389-0.0002786i,-0.00010716-0.00059883i,-0.00046095-0.00065932i,0.00050591+0.00035424i,0.00069957+0.00068173i,0.00039877+0.00052097i,0.00035007+6.7241e-05i,0.00034005-0.00066015i,0.00017734-0.00026284i,0.00013093+0.0010418i
-0.00075016+0.00043167i,-0.0001053+0.00051545i,0.00057907+0.00074952i,0.0016595+0.00012173i,0.0018364-0.00071925i,0.0012754-0.0010438i,0.00017984-0.00031839i,-0.00094728+0.0002823i,-0.00074242+0.0009245i,-0.00024349+0.00099946i,0.00016953+0.00041405i,0.00030677-6.5529e-05i,0.00016848-0.00011164i,0.00024281+5.3467e-05i,0.00031157+0.0005466i,0.0004461+0.00081919i,0.00030799+0.00071811i,-0.0002332+0.001043i,-0.00029253+0.0013926i,0.00029836+0.0010287i,-0.00019163+0.00025466i,-0.00029102-0.0004513i,1.9202e-05-0.00015318i
0.00074627+0.0010812i,0.00041402+0.0015211i,0.0007616+0.0008952i,0.0010986+0.00045076i,0.00022958-0.00019427i,-0.00087002-5.0763e-05i,-0.0006536+0.00076177i,-0.00024884+0.0010136i,-5.2466e-05+0.00095282i,-0.00029837+0.0011195i,-0.000598+0.00023315i,-0.00036157-0.00065399i,0.00019817-0.00042991i,0.00012707-0.00035593i,-4.5511e-06-0.0006862i,3.2205e-05+0.00029307i,-2.9765e-05+0.0012591i,0.0013654+0.001154i,0.002027+0.0012378i,0.00077052+0.00081178i,-6.1228e-05+8.0735e-05i,0.00012706-0.00048758i,0.00070872-0.00045176i
-0.0024267-0.00023725i,-0.0029339-0.0013172i,-0.0024252-0.00083801i,-0.0022461+0.0008913i,-0.0019716+0.00054258i,-0.0012485-0.00020909i,-0.0012919+0.00058509i,-0.0017268+0.0015087i,-0.0012698+0.0016243i,-0.00095853+0.0010012i,-0.0010817-8.9479e-05i,-0.0010185-0.00052952i,-0.0010548+0.00045855i,-0.001211+0.00078529i,-0.00066029+0.00047508i,0.00049389+2.6077e-05i,0.00061204+0.00029897i,0.00037447+0.0002728i,0.00069315-0.00097132i,0.0004016-0.0014357i,-0.00020492-0.00095807i,-0.00039067-0.0011332i,-0.00026661-0.00098633i
0.0010567-0.00025454i,0.0022076-0.00061847i,0.0027421-0.0011987i,0.0032023-0.0014504i,0.0024285-0.0019099i,0.0013061-0.0025816i,0.00025459-0.0017213i,-0.00073688+8.9797e-05i,-0.0013826+0.0012723i,-0.0013674+0.00054863i,-0.00050415-0.00021218i,-0.0005936+0.00042391i,-0.00014396+0.00062107i,0.00017065-0.00014644i,0.00016894-9.5608e-05i,0.00046687+0.00089276i,0.00058507+0.0012551i,7.9004e-05+0.00092532i,-0.00012452+0.00061641i,0.00043865+0.00014374i,0.00045336+0.00043791i,-0.00015042+0.00068624i,5.657e-05+0.00017185i
-0.00059349+0.0010085i,-0.00043373-0.00017537i,-0.00063146-2.1693e-05i,-0.00046303+0.0011569i,-0.00034151+0.0011233i,-0.00056294+0.00044513i,-0.00059747-5.0075e-05i,-0.00073627+0.00062849i,-0.001236+0.0015297i,-0.0011119+0.0016279i,-0.0011242+0.00093129i,-0.0011536+0.00095445i,-0.00028752+0.0009445i,0.00021273+0.000402i,0.00043284+0.0004347i,0.00043659+0.00040416i,-0.00036198+0.00014975i,-0.0008417-0.00024339i,-0.00036378+0.00055499i,0.00013211+0.001347i,0.00091383+0.00091474i,0.0011745+3.923e-05i,0.00095965+3.4914e-07i
0.0020641+0.00099578i,0.0027551+0.00039319i,0.0036174-0.0015902i,0.0022525-0.0019007i,0.00020285-0.0012319i,-0.00039247-0.00059336i,-0.00023479+0.00066715i,-0.0012445+0.0012589i,-0.001435+0.00078968i,-0.0010103+7.3958e-05i,-0.00065534-0.00050438i,-0.00027138-0.00026277i,-2.3716e-05+0.00017982i,0.00069898+0.00016854i,0.0011258+0.00022257i,0.00096885+0.00015133i,0.00068746+0.00032713i,-1.9188e-05+0.00012868i,-0.00058041+8.7623e-05i,-9.7911e-05+0.0001434i,0.0002511-0.00036858i,-5.2025e-05-0.00040732i,-0.00011253-7.7452e-05i
0.00057754+0.0015592i,0.00045187+0.0020514i,0.00017472+0.0015777i,0.00032158+9.0778e-05i,0.0006786-0.0010937i,-0.00057246-0.00084157i,-0.0011913+0.00025109i,-0.0008312+0.00086425i,-0.00040542+0.0013953i,-0.00035333+0.00046623i,0.0001111-0.00048431i,0.00028403+1.236e-05i,-0.00036842-7.717e-05i,0.00037804-0.00031117i,0.00043481-0.000236i,0.00021031-7.697e-05i,0.00072424+0.00020442i,0.0005225+0.00056269i,0.00051165+0.000534i,0.00045487+0.00036357i,0.00045689-6.4561e-05i,0.00059053-0.00012144i,0.00013135-0.0001353i
-0.00060063-0.00055756i,-1.55e-05-0.0019321i,0.0002985-0.0012458i,0.00014709-0.000113i,-0.00027394-1.6002e-05i,4.2626e-05-0.00015785i,4.1562e-05-0.0002975i,-0.00074168+0.00013917i,-0.0012384+0.0007715i,-0.00095996+0.0013123i,-0.0011055+0.0010408i,-0.0014207+0.0001767i,-0.00094224+0.00069283i,2.3395e-05+0.0012969i,0.00020558+0.00059002i,8.5043e-05-0.00049985i,0.00035716-0.00055415i,0.00066893-0.00021365i,0.00071313-0.00013317i,0.00041695-0.00035947i,1.2234e-05-1.6794e-05i,-0.0003342+0.00023607i,0.0001647-2.7198e-05i
0.0020163+0.0019862i,0.0026968+0.0016755i,0.0031901+0.00060038i,0.0012132-0.00034471i,-0.00028215-0.00064672i,-0.00040487-0.00019728i,-0.00015463-9.2243e-05i,-0.0006802-0.00041734i,-0.0016955-0.00015891i,-0.0014529+0.00035632i,-0.00038538+0.00011112i,-3.5206e-05-0.00039872i,0.00041301-0.00013228i,0.00090114+0.00086842i,0.00049959+0.0010333i,-0.00011265+0.00022652i,0.00035487+0.00049945i,0.0015489+0.00054297i,0.0010303+0.00060446i,-5.8842e-05+0.00086776i,-0.00027558+0.00052896i,0.00022553-0.00016816i,0.00040215-0.00035227i
-0.0012764+0.0021347i,-0.0017928+0.00046178i,-8.518e-05-0.00053771i,0.0017746-0.00047271i,0.0016486-0.00082963i,0.0007686-0.0015457i,0.00010162-0.001494i,-0.0010886+0.00027074i,-0.0013991+0.0019116i,-0.001157+0.0022841i,-0.00062308+0.0011486i,-0.00011343+0.00034347i,2.3979e-06+0.00046646i,-8.0915e-05+0.00040485i,0.00043077+0.00014815i,0.00074291+0.00034979i,0.00057113+0.00019805i,0.00081258-0.00013911i,0.000377-0.00049347i,-0.00038323-0.00046971i,-0.00045348-0.00028866i,-0.00044294-0.00082813i,-0.00078312-0.0008039i
-0.0010473-0.00031429i,-0.00030588-0.0010728i,-0.00062331-0.0012075i,-0.00068045-0.00034535i,0.00023483+0.00017886i,0.00089024+0.00011758i,-0.00020457-5.6175e-05i,-0.0015713+0.00050299i,-0.00098143+0.0012987i,0.00034097+0.00099719i,0.001041-0.00010467i,0.00041193-0.00014141i,-0.00058527+0.00086838i,7.6697e-05+0.0015087i,0.00070433+0.00080704i,8.2054e-05+0.0002455i,0.00024878+0.00035315i,0.00049208-0.00011261i,0.00023876-0.00073703i,9.8537e-05-0.00037488i,-0.00030817+9.8667e-05i,-1.8377e-05-0.00011202i,0.00043344-0.00022537i
0.0011026+0.00062871i,0.0012399-0.00012107i,0.0011163-0.00026348i,0.0013584-0.00039437i,0.00086572-0.0011864i,-0.00027201-0.0011566i,-0.00072107+0.0004262i,-0.0012578+0.0013935i,-0.0012413+0.0010043i,-0.00036813+0.00074658i,0.00034518+0.00059015i,0.0003241-6.3643e-05i,0.00026169-6.3201e-05i,0.00048423-0.00051678i,0.0002385-0.0010104i,-0.00034928-0.00031903i,-3.6327e-05+0.00044383i,0.00022385+0.00060213i,0.00019734+0.00051114i,0.00054966+0.00041579i,0.00031283+0.00012789i,-8.5242e-05-9.7638e-05i,-0.00037032+0.00022668i
0.00058885+0.00031636i,0.0013606+0.0012177i,0.0013679+0.0014584i,0.0010988+0.00040451i,0.00045381-0.00041965i,-8.8974e-05-1.6431e-05i,-0.0005631+0.0010262i,-0.0010954+0.0012964i,-0.001252+0.0015777i,-0.00078126+0.001709i,-0.00034652+0.00058541i,0.00028605+0.00051446i,0.00094332+0.0011579i,9.6975e-05-9.8807e-05i,-0.00064508-0.001484i,-0.0002321-0.00071301i,-7.8052e-05+0.00036933i,-0.00029804+0.0006604i,-0.00018717+0.00050842i,-0.00050667+0.00022258i,-0.00092287-0.00017892i,-0.00044504-0.00049175i,-0.00012326-0.00055408i
-0.00014691+0.00016697i,-0.00073152+0.00044159i,-0.00066432+0.00011814i,0.0005633-8.2015e-05i,0.0007025-1.6298e-05i,-3.1048e-05-0.00030079i,4.5708e-05-0.00023601i,0.00015592+0.00057355i,-0.00084851+0.0018117i,-0.001134+0.001605i,-0.0006143+0.00038554i,-0.00088285+0.00025708i,-0.00055222+0.00025611i,0.00019938+0.00043111i,0.00028801+0.00072514i,0.00026316-2.4651e-05i,0.00027143-0.00037657i,0.00030422-2.2812e-05i,0.00019522+0.00066385i,-0.00045655+0.00082328i,-0.00069402+0.0007101i,-0.00078036-6.9276e-05i,-0.00061261-0.00030992i
-0.001145-0.0025226i,-0.00023783-0.002502i,-0.00018769-0.0015664i,-2.0803e-05+0.00030229i,-0.00037835+0.00066357i,-0.00086085+7.1106e-05i,-0.00081245+5.9875e-05i,-0.00028467+0.00062999i,-0.00014354+0.00041896i,-0.00013095+0.00019865i,-0.00065316-8.6641e-06i,-0.0012631-0.000396i,-0.00016101-0.00030669i,0.00080502+0.00021768i,0.0010004+0.0006491i,0.00051836+0.00070621i,0.00038951+0.00067736i,0.00133+0.00071501i,0.0017561+0.00033558i,0.0008082-0.00041623i,-0.00028102-2.7435e-05i,0.00010167+0.0006898i,0.0001893+4.4386e-05i
0.0012999+0.0013223i,0.0016027+0.0010867i,0.0021224+0.00032162i,0.001752-0.00078694i,-0.000109-0.0015432i,-0.0016111-0.0017377i,-0.0016918-0.0004281i,-0.0018441+0.00085218i,-0.0015173+0.0011208i,-0.00029474+0.00078768i,0.00024938+0.00026264i,-0.00033445-0.00029763i,-0.00074767+0.00040442i,-0.00062094+0.002308i,-5.9803e-05+0.0025542i,0.00036462+0.0017948i,0.00049671+0.0008029i,0.0005056+0.00012797i,-0.00028808+0.00040838i,-0.00033773+0.00043449i,0.00036301+0.0004748i,0.00059929+0.00035278i,0.00055027-6.5999e-06i
0.00036989+0.00096918i,-0.00034949+0.0020021i,-0.00040238+0.0028264i,0.00018344+0.0016368i,0.00013233+0.00022594i,-0.0010795+0.00025503i,-0.0021763+0.00037138i,-0.0023502+0.00051156i,-0.0022679+0.00092845i,-0.0014546+0.00061905i,-0.00012092-0.00014272i,5.8586e-05-0.00083645i,0.00030674-0.00027922i,0.00084619+0.0008631i,0.0015015+0.0010713i,0.0022739+0.001181i,0.0013948+0.00044293i,0.00024547-6.0919e-05i,0.00016374-0.0007248i,0.00037138-0.00073986i,0.00050589+0.00029393i,-0.00044894-0.00028654i,-0.0010673-0.00045285i
-0.0013842+0.0011269i,-0.00020733+2.7787e-05i,0.00056308-0.00037974i,0.00097324-0.00064703i,0.0012588-0.00035343i,0.00012317+0.00011604i,-0.00033867+0.00080573i,0.00018907+0.0010453i,-8.7615e-07+0.0010843i,9.759e-05+0.0012423i,-0.00024416+0.0010682i,-0.00074999+0.00051362i,-0.00071231+0.00017722i,-0.00026437-0.00028234i,0.00039336-0.00067413i,0.00069617-0.00055124i,0.00086259-0.00058671i,0.00058148-0.00046612i,-0.00049805-0.00023097i,-0.00079912-0.00020658i,-0.00032291-0.00086403i,0.00037189-0.00061826i,0.00022579-7.1952e-05i
-0.0010052-0.00073738i,-0.00066641-0.00060894i,-0.00046822-0.00055274i,-0.00046406-0.00030399i,-9.3586e-05-0.00034273i,-0.00055353-0.00030864i,-0.00074407+0.00011461i,-0.001364+0.00071133i,-0.0021635+0.001302i,-0.0013385+0.00084522i,-0.0010134+0.00018893i,-0.001486+0.0001592i,-0.00142+5.3821e-05i,-0.00037865-0.00025439i,-0.00042063-0.00045368i,-0.00072955-0.00099225i,0.00050397-0.0009932i,0.0012561-0.00010301i,-5.7907e-05+0.00010966i,-0.0014507-0.00010938i,-0.00050849-0.0002253i,0.00065352-7.9618e-05i,0.00074448+0.00035406i
3.4346e-05+0.00020129i,0.00081272-0.00036586i,0.00094663+0.00058755i,0.0012367+0.00052198i,-2.162e-05-0.00078468i,-0.0015372-0.0020614i,-0.0014031-0.0021637i,-0.00094329-0.00021662i,-0.00040064+0.0010731i,0.00010655+0.00076769i,-1.9495e-05-4.8207e-05i,5.2762e-05-0.0010121i,-0.00023172-0.0014669i,0.00013602-0.0009584i,0.00044774-0.00010996i,-0.00063987+0.00044984i,-0.00058513+0.00052017i,0.00033259+0.00060748i,0.00044655+0.00052595i,7.1422e-05+0.0002166i,6.0316e-05-0.00020196i,0.00038532-0.00016406i,0.00047755+8.5479e-05i
0.00031284-7.2818e-05i,0.00030909-0.00021911i,0.00077974+0.00024917i,0.00037246+0.00019843i,-0.00017996-0.00060402i,-0.00049046-0.00074125i,-0.00067095-0.00065925i,-0.0010461+0.00028442i,-0.0014462+0.0016274i,-0.00083359+0.0013032i,-0.00017175-0.00018645i,-0.00014326-0.00086643i,-2.4957e-05-0.00081339i,-0.00015338-8.5434e-05i,-0.00025188+0.0005876i,0.00022866+2.1035e-05i,0.00057927-0.00042709i,0.00067923+2.3854e-06i,-6.5302e-05+0.00045569i,-0.00056851+0.0001391i,-0.0004619-0.00043046i,8.5454e-05-0.00011321i,1.621e-05+0.00017712i
-0.0010484+0.001047i,-0.00095564+0.0013365i,-0.0004639+0.00073609i,0.00023292+0.00097174i,0.00040528+0.0011559i,0.00010116-3.9545e-05i,-0.00037823-0.00034492i,-0.0017091+0.00062624i,-0.0026119+0.0017045i,-0.0016483+0.0013316i,-0.00038136-0.00048087i,-0.0010058-0.00073186i,-0.0011117-0.00029379i,-0.000275+0.0002936i,0.00027714+0.00070647i,0.00084631+0.00064179i,0.00036814+0.00066823i,-0.0011099+0.00081498i,-0.00056725+0.00024821i,0.00088032-0.00046879i,0.00082254-0.00062886i,0.00074294-0.0010649i,0.00035686-0.00051885i
-0.0022167+0.00022337i,-0.0016341-0.0002908i,-0.00070445+0.00065238i,0.00095948+0.00050004i,0.0021186-0.00048564i,0.0023378-0.00087625i,0.00088324-0.00079292i,-0.0013483+0.00020383i,-0.0017289+0.00064791i,-0.00094296+0.00089134i,-0.00068278+0.00042959i,-0.00022139-0.00039509i,0.0010508-0.00046884i,0.00076765-1.8994e-05i,1.029e-05+4.0399e-05i,0.00018962-0.00053184i,-5.8348e-05-0.00039224i,-0.00084958+8.369e-05i,-0.0012124+0.00022868i,-0.00063464+8.5711e-05i,0.00013284-8.4521e-05i,0.00014051+0.00031253i,0.00030201+0.00035506i
0.0011992-0.0014672i,0.0016785-0.00040935i,0.0010523+0.00030619i,-0.00026114+0.00049551i,-0.00058497-1.9483e-05i,-0.00051016+0.00052118i,-0.0007215+0.00090002i,-0.00065275+0.00093211i,-0.0009147+0.0012402i,-0.00090357+0.0013754i,-0.00062129+0.00096399i,-0.00081486+0.00074808i,2.1146e-05+0.00020741i,0.00085191+0.00031562i,0.00048211+0.00032033i,0.00076188-0.00063694i,0.00087716-0.00083365i,0.000488-0.00018607i,0.00060167-0.00029811i,0.00076335-0.00043293i,0.00096645+0.00037812i,0.00056513+0.00035963i,0.00031337+0.00029892i
0.0033596+0.00070522i,0.0033207+0.0017586i,0.0027933+0.0020529i,0.00082813+0.0010682i,-0.00037671-0.00043401i,-0.00090955-0.00080443i,-0.0014153-0.00038048i,-0.0012219+0.0001283i,-0.00022526+0.00021352i,0.00037656+0.00074605i,0.00015714+0.00087861i,-0.00043897+0.00049386i,-0.00078975+0.00056849i,-0.00053609+0.00035972i,-0.00067334+4.9891e-05i,-0.00031643+0.0003023i,0.00014316+0.00095449i,0.00019725+0.00090615i,-2.4058e-05+6.3673e-05i,-0.00040871-0.00049172i,-8.1577e-05-0.00011686i,2.6992e-06+0.00053735i,-0.00031735+0.00054657i
-0.0017353+0.0019456i,-0.0023199+0.0015343i,-0.0025935+0.0013057i,-0.00032534+0.0012196i,0.0011261+0.00060052i,0.00068506+0.0003583i,-0.00016177+0.00030533i,-0.00075216+0.0013821i,-0.0011893+0.0026958i,-0.00098534+0.0021681i,-0.00069459+0.00036849i,-0.00025691-0.00063469i,-2.4348e-05+0.00029956i,-0.00041663+0.00034649i,-0.00057473+0.00035895i,5.8411e-05+0.0005793i,0.00023165+0.00080259i,-2.5992e-05+0.00094901i,0.00021698+0.0006563i,0.00035969-0.00011304i,-0.00025589-0.00060088i,-0.00048811-0.00058657i,-4.0757e-05-0.00019928i
-0.00025986-0.0029661i,-7.2234e-05-0.0029713i,-1.4113e-05-0.0019587i,-0.00096123-0.00082732i,-0.0013712+4.8535e-05i,-0.0011754-9.8413e-05i,-0.0011172-0.0010531i,-0.0012471+0.00043708i,-0.0019118+0.0013957i,-0.0017018+0.00052795i,-0.00066483-5.7722e-05i,-0.00028401+0.0003205i,-0.00016231+0.00082456i,0.00032732+0.001014i,0.0010443+0.00042884i,0.0014184+0.00036029i,0.0016319+0.00026019i,0.0013485-0.00042647i,0.0006024-0.00057745i,-0.0001673-0.00014459i,-0.00032662-7.1564e-06i,-0.00026527-0.00012435i,-0.0013035+1.5412e-05i
-0.00051695+0.00052472i,0.001156+0.00025667i,0.0021936+0.0018586i,0.0026189+0.0015631i,0.0012156-0.00018784i,-0.00036768-0.0013796i,-0.0010781-0.0015227i,-0.0019043-7.074e-06i,-0.0021201+0.0013558i,-0.0017684+0.00033342i,-0.00047671-0.0011627i,0.00065016-0.00046854i,0.00064003+0.00048081i,0.00029713-0.00015847i,-5.0747e-05-0.00017155i,-0.00017087+9.1105e-05i,-9.7181e-05-0.00018153i,-1.5013e-05+7.1327e-05i,0.00012607+3.9112e-05i,-0.00015059+1.4399e-05i,-0.00026575+0.00048467i,-0.0001911+0.00023238i,-0.00029429-0.00016234i
0.00011894-0.00024029i,5.0803e-05+0.00033069i,-0.00039144+0.00050831i,0.00020558+0.00021965i,0.00063122-0.0003203i,-0.00071321-0.00068755i,-0.0020278-0.00040339i,-0.0019456-0.00027925i,-0.0014006+0.00032763i,-0.00068879+0.00059988i,0.00059432-0.00046493i,0.00067443-0.00094661i,0.00029638+0.00021161i,0.00082094+0.00050675i,0.0012567+2.6842e-05i,0.0010828-0.00020217i,0.0010755+0.0001242i,0.0020423+0.00050639i,0.0017174+0.00069055i,0.00044896+0.00046952i,0.00029064-0.00042853i,0.0004668-0.00042987i,0.0002372+0.00022218i
