-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
0.0016194-0.0021582i,0.00049603-0.002114i,-0.0011414-0.0023359i,-0.0024827-0.0021795i,-0.0024477-0.00032491i,-0.00094016+0.0012702i,-0.00019042+0.0013179i,-0.00032148+0.00085512i,-0.00056933+0.0011796i,-0.0007651+0.0011838i,-0.0012086+0.00053179i,-0.0012596+6.1043e-05i,-0.00019038+0.00051905i,0.00063193+0.00046806i,0.00035088-0.00030305i,-9.2416e-05-0.0004093i,-0.00034159+2.0737e-05i,-0.00025012+0.00057281i,-0.00018112+5.4425e-06i,-0.00020483-0.00059034i,-0.00012186-0.00057501i,-0.00015361-0.00039006i,-0.0002059-0.00020651i
0.00056799+0.00051622i,0.0012026+0.00049699i,0.00074735-0.00035043i,4.2919e-05-0.00019659i,0.0001917+0.0016051i,0.0001765+0.0023427i,0.00039789+0.0012004i,-0.00032919+0.00019998i,-0.0012622+0.00022907i,-0.0021916+0.0011877i,-0.0021063+0.0011314i,-0.00060646+0.00069125i,0.00070509+0.00021846i,0.00058988-0.00075997i,0.00015738-0.0007393i,0.00031043-0.00022226i,0.00024839-0.0001395i,0.00028206-0.00078111i,0.00065525-0.00045718i,0.00079599+0.00071824i,0.00082351+0.00075315i,0.00071372+0.000461i,8.3551e-05-0.00019124i
-0.00039096+0.0018989i,-0.0014372+0.0013877i,-0.0022945+0.00042805i,-0.0017895-0.00080132i,-0.0014751-0.001985i,-0.0020181-0.0022353i,-0.0023009-0.0016421i,-0.0026137-0.0010845i,-0.0018473-0.00078763i,-0.00089204-0.00063569i,-0.0015577-0.0006294i,-0.001813-0.00059483i,-8.6943e-05-7.351e-05i,0.00045041-3.1011e-05i,0.00014098-0.00013634i,0.00057945-3.0758e-05i,0.00054273+0.00025416i,0.00020423+0.00082844i,9.2032e-05+0.00040995i,0.00015245-0.00060333i,0.00037615-0.0009808i,0.00044503-0.00089606i,0.00039319-0.00029385i
-0.0006619-0.00077816i,4.0329e-05-0.00096714i,-3.1571e-05-0.0021894i,-0.0015425-0.0015214i,-0.0017898+0.00032773i,-0.00040188+0.0014362i,0.00032312+0.00075732i,-8.2003e-05-0.00026821i,-0.00099396-0.00033197i,-0.0010566-0.00024302i,-0.00042716-0.00037091i,-6.9326e-05-0.00014729i,0.0001845-0.00026917i,-4.7198e-05-0.00044873i,-0.00024744-0.00063072i,-0.00017687-0.00082127i,-0.00012095-0.00068845i,0.00023541-0.00010206i,0.00033626+4.0656e-05i,2.5559e-05+0.00038031i,-5.2572e-05+0.00096343i,0.00046534+0.0011666i,0.00095361+0.00067205i
0.00013144+0.00083503i,0.0010679+0.001367i,0.0020683+0.0010693i,0.0024431+0.00049321i,0.0023226-0.00014675i,0.0013975-0.00064788i,4.3278e-05-0.0015389i,-0.00050711-0.0023515i,-0.00043968-0.0024487i,-0.00062556-0.0017263i,-0.00013772-0.00033113i,0.00075424+0.00017851i,0.00032938+8.7252e-05i,-0.00067711-0.00025158i,-0.00093627-0.00039916i,-0.00049277-9.5533e-06i,0.00011621+0.00035996i,0.00084568+8.4983e-05i,0.00072949+5.1538e-05i,0.00047449+0.00033594i,0.00067757+0.00023464i,0.00021734-0.00025778i,-0.0004674-0.00049367i
-0.0017644+0.0011032i,-0.0015369+0.0013517i,-0.0030598+0.0019765i,-0.003761+0.0021219i,-0.0018433+0.0020348i,0.00024557+0.0022168i,0.00059565+0.0015279i,0.00067963-0.00027223i,0.00059959-0.0014225i,0.00048024-0.00089686i,0.00033911-1.8014e-05i,5.4223e-05-0.00020316i,-0.00017959-0.00051119i,-0.00060957+9.741e-05i,-8.4935e-05+0.00062505i,-0.00017639-4.5735e-05i,-0.00035065-0.00059686i,0.00012231-2.7817e-05i,0.00019882+0.00016742i,-0.00011405+4.8298e-05i,-5.1186e-05-0.00036382i,4.976e-05-0.00022869i,-1.7705e-05-0.0002438i
-0.0019779+0.00019555i,-0.0018241-0.00050009i,-0.00098062-0.00011142i,0.00028308+0.00019646i,0.00041275+0.00012158i,0.00054524+0.00041487i,0.00090771+0.00048017i,0.0005823+0.0005085i,0.00069908+0.0010905i,0.00075904+0.0010172i,0.00040927+0.0002689i,0.00033527-8.2902e-05i,-0.00030626-0.00083039i,-0.00084047-0.00093858i,-0.00080929-7.0356e-05i,-0.00062875+9.1828e-05i,-0.00037397+6.3276e-05i,3.79e-05+0.0001672i,0.00060528-0.00040894i,0.00081555-0.00095882i,0.00014824-0.0007733i,-0.00036364-0.00034759i,7.8355e-05-0.00032957i
0.0036468+0.00090952i,0.0037111+0.00019692i,0.0036918-0.00091036i,0.0028126-0.0015625i,0.0011856-0.0017664i,-0.00049755-0.00078783i,-0.00098996-0.00040972i,-0.00046405-0.00025668i,0.00028943+0.0006477i,0.00047156+0.0006869i,0.00027502+0.00073132i,-0.00019983+0.0016195i,-0.00088282+0.0013675i,-0.00058207+0.0011582i,-4.5814e-05+0.0012361i,-0.00023713+6.9852e-05i,-0.00023643-0.00082226i,0.00028872+0.00013039i,-0.00011237+0.0011172i,-0.00090769+0.00053668i,-0.00019672-0.00054231i,0.00070507-0.001114i,0.00070305-0.00054327i
-0.0009088+0.00088568i,-0.0014835-0.00023905i,-0.0020989-0.0015761i,-0.0015141-0.0019235i,-0.0010942-0.00094225i,-0.0014709-0.00048177i,-0.0012683-9.6166e-05i,-0.00086247+0.00043992i,-0.00036928+0.00024871i,-0.00042321-0.00047108i,-0.00032544-0.0011155i,0.00023668-0.00077264i,-0.00046288+0.0004796i,-0.0015177+0.0014404i,-0.00133+0.0013423i,-0.00052864+0.00049079i,-7.3335e-05+9.3167e-05i,0.0005247-0.0002532i,0.00067593-0.00047267i,0.00014396-0.00010298i,0.00025187+0.00017254i,0.00084517+0.0002611i,0.0009284+0.00070375i
-0.0008683+0.0010707i,-0.00010279+0.0020224i,0.00068618+0.0028543i,0.0015493+0.0025125i,0.0016865+0.001148i,0.0011098+0.00020827i,0.00014451-0.00090234i,-0.00032809-0.0016819i,-0.00060373-0.0010119i,-0.00034901-0.00063705i,-0.00026002-0.00035931i,9.0699e-05-0.00025562i,0.00019993-0.00082707i,-0.00072547-0.0016108i,-0.00068386-0.0011275i,-4.053e-05-0.00026586i,0.00014801-8.1572e-05i,3.5009e-06-0.0004004i,-0.00098562-0.00077687i,-0.0012559-0.00025978i,-0.00085714-9.5076e-05i,-0.00027565+0.00036521i,0.00013639+0.0007283i
0.0014124+0.0012058i,0.0019888+0.00024728i,0.0027436+1.8964e-05i,0.0026742-2.0928e-05i,0.0021834-0.0012666i,0.00076233-0.001154i,-0.00029347-0.00049104i,-0.0005812-0.00056836i,-0.00066064-0.00065899i,-0.00015566-0.0012153i,0.00030611-0.0014099i,0.0004099-0.0003759i,0.000818-0.00044694i,0.00079592-0.00085461i,0.00013749-2.4145e-06i,0.00032715+0.00076601i,-0.00013818+0.00062151i,-0.00066426-0.00041536i,-0.00043027-0.0011326i,-0.00033027-0.0010627i,0.00016722-0.0010255i,4.7195e-05-0.00068927i,-0.00015378-0.00071964i
-0.0026987+0.0012123i,-0.0023516+0.0015774i,-0.0012622+0.0016781i,0.00010385+0.0015761i,0.00068126+0.0023092i,0.0015428+0.0025766i,0.00090383+0.0018303i,0.00013451-0.00012715i,0.00031858-0.0014125i,0.00081444-0.0008311i,0.00078466+0.00025388i,0.00017799+0.00046104i,-0.00047627+0.00018609i,-0.00060758-0.00029581i,-4.289e-05-0.00074147i,4.5404e-05-0.00052796i,0.00023847-0.00010334i,0.00074209+0.00025975i,0.00062739+3.0346e-05i,0.00032628+2.7251e-06i,0.00010749+0.00032041i,-0.00066666+0.00014838i,-0.0012682-0.00019723i
-0.00017491+0.00059527i,0.00040251+9.6993e-05i,0.001457+0.00050597i,0.0020304+0.0018652i,0.0014189+0.0020236i,0.00061537+0.0014768i,0.00057939+0.0014851i,0.00041229+0.0012211i,0.00013751+0.00015142i,0.0001387-0.00014959i,-0.00090307-0.00028604i,-0.00079914-0.00031215i,0.0002577-0.00043065i,0.00016574+0.00021299i,-0.00025732+0.0012588i,0.00013591+0.0014616i,4.2826e-05+0.00040719i,7.8882e-05-0.0010859i,4.5973e-05-0.00079264i,-0.0001861-1.2314e-05i,-0.00020166+0.0001123i,-0.00014484-0.00011001i,-0.00010626-0.00033475i
0.0014603+0.00068501i,0.0015437+0.00027554i,0.0010317-0.00053688i,0.00022376-0.00029733i,-0.0010613-0.0005176i,-0.0017125+0.00053848i,-0.0012106+0.0022455i,-0.00060827+0.0017053i,-4.5998e-05+0.00027055i,-0.00011105-0.00028268i,-0.0004719-4.5102e-05i,2.8307e-05+0.0001438i,0.000617-0.00010447i,0.00018504+0.00054635i,-0.00053626+0.00099109i,-0.0004642+0.00038608i,-0.00020774-0.00020692i,-0.0005297-0.00029716i,-0.0013287-0.0010092i,-0.00099979-0.0014523i,0.00010153-0.0012418i,0.00023537-0.0007539i,0.00013241-0.00061768i
-7.1275e-05-0.00062778i,-0.00072113-0.0011674i,-0.0024818-0.0022217i,-0.0028299-0.0018059i,-0.0023975-0.00022993i,-0.00034661+0.0011483i,0.00089863+0.00074381i,0.00014413-0.00046285i,-0.00030811-0.00040188i,-0.00076592-0.00028355i,-0.00093282-0.00041821i,-0.00036654+0.00028675i,0.00077307-5.1532e-05i,0.00053233-0.00092307i,-0.00056306-0.0010053i,-0.0008527-0.0012543i,-0.00018422-0.0013413i,0.00044033-0.00088034i,0.00091803-0.00047346i,0.00074074-0.00051705i,0.00025326-8.9296e-05i,0.00038683+0.00041149i,0.00055047-0.00013578i
-0.00089054+0.00046992i,-8.9032e-05+0.00083229i,0.0013751+0.00039891i,0.0013901+0.00019913i,-9.0493e-05-0.00010965i,-0.00032729-0.0010738i,-0.00086089-0.00069151i,-0.001651-0.00018082i,-0.00097839-0.0010743i,-0.00061546-0.0011924i,-0.00064794-0.00050845i,-0.00040442-0.00033957i,-0.00027242+8.8162e-05i,-6.8231e-05-2.6792e-05i,-0.00026389-0.00028349i,-0.00067979+0.00014372i,-0.00047163+0.00063226i,3.8471e-06+0.00028658i,7.9347e-05-8.0814e-05i,0.00019765-0.00060701i,0.00065555-0.00057298i,0.00086188-0.00024914i,0.00046951+5.1046e-05i
-0.00030153+0.00034468i,1.6775e-05-0.00075955i,-0.00080168-0.00014303i,-0.0017807+0.00020319i,-0.0013688+0.00030729i,-0.00017385+0.00068539i,0.00059624+0.00041156i,-0.00028206-0.00019044i,-0.00093302-0.0002769i,-0.00043718+0.0002169i,-0.00031585+0.0009871i,-0.00030999+0.00041171i,0.00039448-0.00019045i,0.00082364-5.1862e-05i,0.00084265-0.00041184i,0.00058121-0.00044257i,9.5428e-05-0.00017625i,0.00037528+6.0534e-07i,0.00056322+0.0001632i,3.8217e-05+0.00052075i,3.0946e-05+6.4462e-05i,0.00029991-0.00070651i,7.9007e-05-0.00087893i
-0.00032629-0.00065053i,2.1794e-05+6.0339e-05i,-0.00055536+0.0009547i,-0.0009834+0.00089184i,-0.0007717+0.0014176i,-0.00027851+0.0017318i,0.00049097-0.00024537i,0.00012603-0.0010629i,-0.0011984-0.00096112i,-0.0014123-0.000769i,-0.0010428-0.00041267i,-0.00077339-0.00046972i,3.3541e-05-0.00053034i,0.00026521-0.00051812i,-0.0001238+1.9482e-05i,-8.6506e-05+0.00083301i,-0.00068392+0.00073589i,-0.001398+0.00033764i,-0.0010479+4.3e-05i,-0.00092336-0.0002336i,-0.00058111-9.175e-05i,-0.00012636-5.2054e-05i,0.00027967-0.00035467i
-0.0015468+0.001994i,-0.00038104+0.0012684i,0.00019486+0.0014053i,0.00070616+0.0018112i,0.00044293+0.0020821i,0.00032158+0.00081541i,0.00057348+0.00045896i,0.00052642+0.00065454i,0.0003899-0.00032181i,-0.00015244-0.0007733i,0.00049406-0.00035931i,0.00058138+0.00029882i,0.00019717+0.00025994i,3.5943e-05-0.00039168i,-9.7277e-05-0.00071646i,-2.888e-05-0.00046097i,-0.00012409+9.2863e-05i,-0.00040405+0.00026536i,-0.0011908+0.00039844i,-0.0004742+0.00029698i,0.00072274-4.0158e-05i,0.0008627-9.3425e-05i,0.00094193-0.00048705i
-0.00083503+0.0021393i,-0.0021369+0.0017556i,-0.0023325+0.0020013i,-0.0015316+0.00038253i,8.7751e-05-0.0011191i,0.00094953-0.00018941i,0.0010166+0.00030323i,0.00097431-0.00037681i,0.00066565-0.00058038i,0.00046196-0.0004416i,0.00010711+0.00031938i,-0.00063553+0.00027315i,-0.0014825-0.00056664i,-0.0021011-0.00065739i,-0.0011985-0.0007054i,-0.0002351-0.00043102i,5.1664e-05-0.000246i,8.6185e-05-0.00035911i,-6.2499e-05-0.00076537i,-0.0007098-0.00026686i,-0.00065942+0.00058368i,9.882e-05+0.00040065i,0.0010336-3.84e-05i
0.0017024+0.00075548i,0.0017664+0.00024027i,0.0021842-0.00036877i,0.0016666-0.0011653i,0.0010129-0.0014305i,-0.00019201-0.00048702i,-0.0013293+0.00041826i,-0.0011461+0.00052398i,-0.0006282+0.0010416i,-0.00035374+0.00039314i,0.00032452+0.00031575i,0.00093175+0.00097806i,0.0010265+0.00047678i,0.00040709-0.00018811i,0.00014769-0.00054154i,0.00063021-5.6643e-05i,0.00055499+0.00010256i,-0.0003917+0.00014681i,-0.00064976+0.00085962i,0.00015188+0.0007852i,0.00011619+0.000302i,-0.00027675+0.00066229i,1.1494e-05+0.0012357i
-0.0011843+0.0018428i,8.8518e-05+0.0020615i,0.00038625+0.0023267i,-0.00090576+0.0014054i,-0.0010313-6.1337e-05i,-3.5081e-05-3.7977e-05i,-0.00016351+0.00078344i,-0.00086447+0.0003666i,-0.0012141-6.132e-05i,-0.00098359+0.00050219i,-3.5746e-05+0.00049702i,-0.00015675+7.6312e-05i,-0.0005506+0.00018663i,-0.00062788+0.00035868i,-0.00039202+0.00038257i,-0.00028387+0.00036458i,-0.00036055+0.00052199i,-0.0001805+0.00050992i,-0.00028477+0.00043748i,-0.00035158+0.00065827i,7.7375e-05+0.00067392i,0.00019409+0.00087847i,0.00024144+0.00030923i
-0.0016186-6.5272e-05i,-0.0027741+0.00067539i,-0.0027557+0.00087437i,-0.0016858+0.00026706i,-0.00078553-8.7862e-05i,0.00014373+0.0007471i,0.00014827+0.00060647i,-0.00066768-0.00056172i,-0.0010506-0.00033316i,-0.00040845+0.00068436i,-6.4194e-05+0.0013876i,-0.00041304+0.0011339i,-0.00026586+0.00071731i,0.00063373+0.0003925i,0.00040584+2.6256e-05i,-0.0003546+7.1936e-05i,-0.00020774+0.00037493i,0.00079053-0.00010908i,0.00092443-0.00056528i,-2.4989e-05-0.00038988i,-0.00017094-5.3381e-05i,-0.00011482-0.00066174i,-0.00024781-0.0015289i
0.0014986+0.0015028i,0.0015715+0.0017075i,0.001852+0.0016248i,0.0022924+0.0020844i,0.0025651+0.0022775i,0.0019853+0.0012677i,0.0010748+0.00038117i,0.00027065-0.00070018i,0.00041456-0.0012595i,0.00051898-0.0010788i,0.00024861-0.0014606i,0.00057356-0.0012449i,0.00059114-0.00096027i,0.00028515-0.00084077i,0.00057776-0.00045423i,0.00035287-0.00012833i,-0.00052065+0.00049168i,-0.0005846+0.00054488i,-7.7184e-05+1.1299e-05i,-0.00015047+0.00063413i,-0.0006439+0.000709i,-0.00042535+0.00026775i,0.00010895+0.00043171i
-0.0012015-0.00032705i,-0.0025807-0.0010457i,-0.00295-0.0024253i,-0.002491-0.00175i,-0.0024055-0.00025317i,-0.0017373-1.8764e-05i,-0.00059511-9.4033e-05i,-0.00094781+0.00022956i,-0.0021333-0.0012097i,-0.0020712-0.0012185i,-0.00062974+0.00011101i,0.00076889+0.00036367i,0.00060474-0.00012744i,-7.379e-05-0.00072165i,-0.00010909-0.0012135i,-0.00012922-0.0011884i,-0.00034814-0.0005286i,-0.00018106-0.00011361i,-0.00045668+0.00039092i,-0.00065224+0.00083771i,-0.00074707+0.00036711i,-0.0010019+0.0002013i,0.00034331+0.00042375i
-0.0014471-0.0019044i,-0.0023777-0.0018203i,-0.0038897-0.00022832i,-0.0026502+0.0013525i,-0.00075109+0.001867i,0.00014681+0.00091508i,0.00012928-0.00030343i,4.12e-05-0.00098931i,-0.00020341-0.0013841i,-7.5415e-05-0.00097412i,0.00040701-0.00043746i,0.00029545+0.00020768i,-0.0003745+0.00044615i,-0.00053048-0.00020569i,4.1057e-06-0.00024454i,-0.00022388-0.00054245i,-7.8996e-05-0.00093562i,0.00061709-0.00066407i,0.00041319-0.00048153i,-0.00019666+0.00022051i,-0.00051896+0.00098613i,-0.00054148+0.00079388i,-1.652e-05+0.00060618i
-0.00077986-0.00036342i,0.00038124+0.00063797i,9.8616e-05+0.00049031i,-0.00068494+0.0010175i,-0.0010887+0.0013882i,-0.00062823+0.00081875i,-0.00047788+0.00050928i,-0.00044246-0.00014791i,0.00015915-0.00089498i,0.0014555-0.00024437i,0.0018763+0.00038072i,0.0011164-0.00046577i,0.00042749-0.0011139i,0.00015868-0.00057628i,0.0006933+0.00018259i,0.00071414+0.00017252i,6.3065e-05-0.00022322i,0.00050308-0.00025056i,0.00075597-0.00042369i,0.00048223-0.0010005i,0.0001728-0.00078192i,4.0718e-05-0.00040479i,-3.3736e-05-0.00033535i
-0.00098608+8.9606e-05i,-0.0016336+0.00025696i,-0.002511-0.00049388i,-0.0018809+5.6475e-05i,-0.00055166+0.00067761i,0.00035876+0.0010912i,0.00062285+0.0013175i,0.0004129+0.0016233i,-0.00013464+0.0011895i,-0.00072659-0.00026965i,-0.00052151-0.00027231i,0.00027321+0.0006774i,0.00054647+0.0008961i,0.00012086+0.00032639i,-0.000353+0.00018888i,-0.00045769-8.2378e-05i,5.4215e-05-0.00041612i,-0.0001081-0.00034495i,-0.00013474+0.0001402i,0.00032793+2.7665e-05i,7.5134e-05+0.00062034i,-0.00034016+0.00092661i,-0.00042124-4.7046e-05i
-0.00068807+0.00078441i,-0.00082064+0.00018228i,-0.0016494+0.00053061i,-0.0021836+0.00047281i,-0.0017317-0.00023679i,8.9183e-05-0.00054522i,0.00079616-0.00054168i,7.2439e-06-0.0004419i,-0.00085375-0.00030733i,-0.00089823-2.6779e-05i,-0.001116-7.7397e-05i,-0.001036-8.6987e-05i,-0.0007583-3.438e-05i,-0.00026972+0.00025919i,-0.00030255+4.8146e-06i,-0.00091254-0.00019371i,-0.00081104+0.00022347i,-9.022e-05+0.00029799i,0.00018074-0.00072006i,-6.8054e-05-0.0013913i,-0.00047012-0.00090261i,-0.00031586+0.00017251i,-5.3024e-05+0.00033459i
4.9978e-05+0.0016574i,0.00040266+0.002197i,0.0014659+0.0022256i,0.0017888+0.0011398i,0.00026279+0.00061283i,-0.00052795+0.00078053i,-0.00099102+0.0010299i,-0.0017797+0.00072198i,-0.0016183+0.00041728i,-0.00072158+0.00049056i,2.9024e-05+0.00052489i,-0.00047267+0.00046601i,-0.00017675-0.00025238i,0.00039468-0.00031839i,-0.00034039-0.00035075i,-0.00050257-0.00050778i,-0.00042341-0.00031648i,-0.00014268-0.00037501i,9.3423e-05-0.00037305i,-0.00034197-0.00042907i,-0.00054453+7.9258e-05i,-0.00053449+0.00061876i,-0.00060231+0.00052898i
-0.0020857+0.001095i,-0.0023304+0.0013874i,-0.0022616+0.0012463i,-0.00038314+0.0012838i,0.0013612+0.0013589i,0.0010425+0.00067381i,-0.0001632-0.00030508i,-0.00094402-0.00060516i,-0.00072407+0.00033546i,9.5194e-06+0.00030434i,0.00047928-0.00059433i,-0.00018572-0.0001776i,-0.00092199+0.00025914i,-0.00086657-4.509e-06i,-0.0012009+1.6151e-05i,-0.00088071-0.00018068i,-0.00026832-0.00021034i,-3.944e-05+1.2374e-05i,-0.00025157-0.00068648i,-0.00022745-0.00095238i,0.00037245-0.00064392i,0.00050128-0.00040671i,-7.5495e-05+0.00025075i
-0.002543+9.8496e-07i,-0.0018379+0.00058427i,-0.0014856+0.0012653i,-0.00063218+0.0014433i,0.00075744+0.0012214i,0.0016777+0.001531i,0.0012329+0.00051575i,1.2631e-05-0.0013346i,-0.00084921-0.0017932i,-8.5157e-05-0.001239i,0.00073179-0.00069418i,0.00079135-0.00023986i,0.00050864-0.00037629i,0.00021123-0.00087648i,0.0001422-2.3532e-05i,0.00040761+0.00018446i,0.00096717-0.00040696i,0.00099008-5.5749e-05i,0.0004487+0.00049199i,-0.00035324+0.00018114i,-0.00042645-0.00023992i,-7.0212e-05+5.2657e-05i,0.00020189+0.00043998i
0.00063725+0.0019115i,0.0015504+0.0021394i,0.0021514+0.0024245i,0.0024399+0.0021346i,0.0014781+0.0010276i,0.00045216+0.00062494i,-9.3613e-06+0.00083007i,-0.00053019+0.00058i,-0.00027726+0.00066041i,0.00073847+0.00044169i,0.00039772-0.00048089i,-0.00044377-0.00083786i,-0.00077046-6.5561e-05i,-0.00069033+0.0009032i,-0.00018476+0.0010386i,0.00021589+4.6344e-05i,0.00023287-0.0010375i,5.2627e-06-0.0015132i,0.00023245-0.00084506i,0.00037393+0.00014705i,-0.00018087+0.0012716i,-0.00015073+0.00038891i,0.00025052-0.00058346i
0.00024672+0.00055022i,-0.00061512+0.0016291i,-0.00071532+0.0010354i,-0.0014368-0.00012016i,-0.0016918+0.00021454i,-0.0008213+0.0013526i,-0.00041943+0.00077886i,-0.00029272+3.7954e-05i,0.00022005+0.00019603i,0.00087753+0.00079887i,0.00051236+0.0014314i,0.00057832+0.00094628i,0.00114+0.00030623i,0.00038664-0.0001118i,-0.0010442-0.0003269i,-0.0016493+0.00020397i,-0.0010246-0.00022977i,-0.00010304-0.00036645i,0.00015545+0.00018388i,-0.00010474+5.9718e-05i,-0.00025205+3.9915e-05i,-0.00032956+0.00012426i,-0.00013814+3.0419e-05i
-0.00075198-0.001443i,-0.0010222-0.0019131i,-0.0021603-0.0034129i,-0.0022923-0.0028091i,-0.0016842-0.00038204i,-0.0011906+0.00062587i,-0.00051801+0.00053239i,-0.00046103-0.00047958i,-0.00071355-9.0158e-05i,-0.00098536+0.00019348i,-0.00099465-0.00068259i,-0.0010724-0.00034187i,-0.0010427+0.00075772i,-0.0010773+0.00030048i,-0.0005229-0.00062533i,0.00020839+1.1784e-05i,0.00042659+0.00055912i,0.00049041+0.00053756i,-7.0244e-05+0.000655i,-0.00049635+0.00013431i,-0.00026837-0.0003872i,-0.00041939-0.00011765i,-0.0008027-2.6024e-05i
-0.00035145+8.3354e-06i,-0.00059521-0.00018248i,0.00043697+0.00046904i,0.00088358+0.00035682i,-0.00034849-0.00051786i,-0.0012677-0.00058492i,-0.0011385+9.5162e-05i,-0.00063638+0.000453i,-0.00022557+0.00044052i,-9.4913e-05-0.00027724i,-0.00050097-0.0001405i,-0.00066036+0.0003021i,-0.00067011+3.6234e-05i,-0.00089107-0.00031274i,1.999e-05+4.4149e-05i,0.0012864-0.00048392i,0.0011633-0.0010624i,0.00045959-0.0006353i,-0.00026292+2.239e-05i,-0.00037003+0.00037024i,0.00032969+2.5797e-05i,-9.0666e-05-0.00014061i,-0.00033096-0.00020625i
-0.00055366+0.00061825i,-0.00029731+0.0011177i,-0.00055708+0.0014005i,-0.001429+0.00077222i,-0.0014134+0.00092103i,-0.00014623+0.00079114i,-0.00018617-0.00038271i,-0.0006445-0.00099115i,-0.0011738-0.001257i,-0.0012484-0.00061596i,-0.0005981-1.9874e-05i,-0.00068174-0.00023752i,-0.0009387-5.4377e-05i,-0.00089035+0.00047125i,-0.0010796+0.00036439i,-0.00035983+0.00015489i,0.0009788-0.00025524i,0.001316-0.00015182i,0.00064913+0.00031275i,0.00022533+0.00013598i,0.00013702-0.0001429i,-0.00028459+0.00032054i,-8.1706e-05+0.00069471i
-0.001121-0.00025026i,-0.00091788+0.00084671i,-0.00029729+0.0011702i,0.00048232+0.00024544i,2.9619e-05-0.00016283i,-0.00077819+0.0001036i,-0.00075633+0.00014057i,-0.0003877-0.00051864i,-0.00043218-0.0011271i,0.00013964-0.00031631i,0.00046178+0.00032686i,-0.00017311-0.00027852i,-0.00068398-0.00028538i,-0.00085758+0.00050644i,-0.00030057+0.00021447i,-9.1843e-05-0.00037696i,-0.00024159-0.00033183i,-0.00025293-0.00024302i,6.8076e-05+0.00025274i,6.904e-05+0.0006536i,-0.00012569+0.0010182i,6.0624e-05+0.00040431i,8.1121e-05-0.00031917i
0.00033418+0.00040317i,-0.00014189+0.0001129i,-0.00026636+6.3618e-05i,-0.00082475+0.00064509i,-0.0009371+0.0012778i,0.00052924+0.0013364i,0.00084567+0.000399i,0.00028153-0.0009067i,-0.00043208-0.0011766i,-0.0011256-0.00050283i,-0.0012516+0.00035361i,-0.00051539+0.0004054i,0.00010789-9.0573e-06i,0.00018202+7.1072e-05i,0.00050162+0.000195i,0.00068914+0.00023134i,-4.8356e-05+7.553e-05i,-0.00092891-0.00020181i,-0.00099317-1.5339e-05i,-0.00046389+0.00029644i,-0.00033179+0.00052617i,5.2776e-05+0.00057053i,0.00043085+0.00066673i
-0.00058628+0.00070404i,-0.0019615+0.00091537i,-0.0022586+0.00010133i,-0.0022629+0.00041546i,-0.0024384+0.00075292i,-0.0015054+0.00064628i,3.8732e-05+0.0009582i,0.00095691+0.00058188i,0.00061235-0.0001136i,-0.0002979-0.00075685i,-0.00021184-0.0010157i,0.00045543-0.00016424i,0.00047184+0.00078675i,0.0010867+0.00022003i,0.0012963-9.5519e-05i,0.00089305+0.00036213i,0.0006163+0.00029004i,0.00023968+1.1991e-05i,0.00069277-7.8107e-05i,0.00051904-0.00044334i,-0.00036306-0.0010948i,-0.00041271-0.00043141i,7.5238e-06+0.00019906i
0.00051352-0.0020575i,-0.00046739-0.002548i,-0.0007413-0.0030224i,-0.00099985-0.0023203i,-0.0013191-0.0007164i,-0.00062169+0.00035357i,-0.00014725+0.0006064i,-0.0002022+0.00060393i,-6.5566e-05-0.00010209i,-0.00021746-0.00033088i,4.8518e-05-8.3071e-05i,0.00020487+0.00042846i,-0.00016234+0.00047573i,0.0001482+0.00029698i,-2.1298e-05+0.00058224i,0.00070786-7.856e-05i,0.00077894-0.00061561i,-0.0001482-0.00033028i,-9.599e-05+0.00073751i,0.00031909+0.0013445i,-0.00023829+0.00060235i,-0.0010355-0.000324i,-0.00039511-9.7717e-05i
0.00082375+0.00037713i,0.00011242+0.00091109i,-0.00093586+0.0016734i,-0.00077967+0.00065185i,-0.00093417-0.00063857i,-0.0015433-0.00038149i,-0.0017286+5.8719e-05i,-0.0011876+2.6919e-05i,-0.00071922-0.0001621i,-0.00065937-0.00051912i,-0.00063192-0.00068095i,-0.00087649-0.0002485i,-0.00084915+0.00036884i,-0.00012225+0.00042584i,6.5744e-05+0.00058599i,-0.00011533+6.5857e-05i,-0.00039028-0.0002126i,-0.00040864-0.00028238i,-0.0003063+0.00011465i,-0.001642+0.00017439i,-0.0015145-0.00029316i,-7.7027e-05-0.00055073i,0.00019537-0.00062935i
