-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
0.0011797-0.00069138i,0.0012318-3.1821e-05i,0.00039255-0.00032541i,-0.00070767-0.00060896i,-0.0012034-0.00018636i,3.4935e-06+0.00044215i,0.0014069+0.00054565i,0.0013969+0.00015383i,0.00067526-0.0005634i,0.00022403-0.00014583i,-9.3249e-05+0.0001798i,-0.00079728-7.072e-05i,-0.00056986+0.00048954i,0.00022038+0.00025069i,0.00058919-0.00039791i,1.5878e-05-0.00016177i,-0.00022256+6.0777e-05i,0.00092466-0.00026261i,0.0014729-0.00067653i,0.0007647-0.00022525i,0.00037084+0.00020937i,-0.00026842-0.00017526i,-0.00074539+1.0582e-05i
-0.00088251-0.00040279i,-0.00095488+0.00078178i,-0.0025127+0.0024376i,-0.0021531+0.0038105i,-0.00060694+0.0042223i,-0.00048337+0.0023943i,-0.00035087+0.00090954i,0.00010579+0.00049955i,0.00071222-8.8589e-06i,0.0013836-0.00010833i,0.0010075-3.1168e-05i,0.00031732-0.00015713i,-0.00013554+4.4957e-05i,-0.00095991+0.00089888i,-0.00079857+0.0013972i,-0.00026076+0.00059067i,9.9321e-05-6.3543e-05i,0.00041335+0.0001044i,0.00073547+0.00016097i,0.0010519-0.00032652i,0.0013161-0.00048732i,0.00091312+0.00025001i,0.00056124+0.00081188i
-0.0015943-0.0011491i,-0.0026533-0.0012136i,-0.0030014+3.1056e-05i,-0.0022476+0.0021134i,-0.0010539+0.002446i,-5.7529e-05+0.0020725i,-9.3702e-05+0.0013242i,0.00030129-0.00020044i,-0.00027385-0.00014273i,-0.0015739+0.00018481i,-0.00079752+3.467e-06i,-0.00033084+0.00016282i,-0.00093992+0.00044488i,-0.00070653+0.00073823i,-0.00025515+0.00052586i,0.00064476+0.00039005i,0.00095962+0.00010607i,0.00024244+0.00024013i,-0.00025363+0.00051334i,9.9838e-06-0.00042826i,3.1685e-06-0.0011281i,-0.00050699-0.00056034i,-0.00043297+0.0002334i
-0.00082726-0.00010429i,0.00012929+0.0014511i,8.6351e-05+0.0025808i,-0.00054316+0.0037536i,-0.00044096+0.0041496i,0.00059152+0.0031143i,0.00069671+0.0017711i,0.00012128-0.00037422i,0.00010974-0.001667i,0.0010231-0.0010646i,0.0016241-0.00062369i,0.0013381-0.00010548i,0.00060423+0.00066482i,-0.0003836+0.00054598i,-0.00066179-7.9117e-06i,7.8747e-05-0.00048495i,0.00090162-0.00021028i,0.001045+0.00051432i,0.00050524+0.0009624i,-8.9215e-06+0.00026756i,0.00016401-0.00069471i,-0.00018149-0.00015663i,-0.0010094+0.00032812i
0.0013358+0.0010629i,0.00050355+0.0012717i,0.00087587+0.0020075i,0.00096155+0.0022917i,0.00071635+0.0019983i,0.00056844+0.0021321i,0.00063715+0.0012804i,0.00091789+0.00047758i,0.0004026-0.00025152i,-0.00053626-0.00013108i,-0.00092639+0.00048323i,-0.00031188+0.00060078i,9.3343e-05+0.00067302i,-0.00027149+0.00038275i,0.00028509-0.00011732i,0.00089082+4.7461e-05i,0.00075439+0.00047363i,0.00042505+0.00043042i,0.00015673+0.00020557i,-0.00038865+5.6885e-05i,-0.00046166-0.00038736i,0.00035079-0.00066474i,8.5171e-05-9.9038e-05i
-0.0016099-0.00039054i,-0.0016026+0.000597i,-0.00052034+0.0013663i,0.0003492+0.0024043i,0.00052134+0.0028277i,0.00091779+0.0015461i,0.0012664+0.0006428i,0.00094449+0.00034424i,0.00041062-0.00024752i,0.00013339-0.00011994i,0.00010645-0.0002997i,0.00044815-0.00039159i,-0.00038942+0.00044518i,-0.0013553+0.00053681i,-0.00088359+0.00037645i,-0.00036971+0.00033778i,0.00050167-0.00011946i,0.0013456-0.00062345i,0.0010055+3.2129e-05i,0.00077245+0.0012296i,0.00070862+0.00095365i,0.00073203+0.0002142i,0.00046476+0.00078572i
-0.001234-0.00066985i,-0.0018038-0.00045421i,-0.0023203+0.00062054i,-0.0014632+0.0024038i,-0.0012135+0.0030252i,-0.00074962+0.0017754i,7.0567e-05+0.00047595i,0.00042246+0.00027502i,4.7094e-05-0.00050921i,0.00031006-0.00086455i,0.00084147-0.00063109i,0.00049229-0.0005958i,0.00051265+4.5024e-05i,0.00018446+8.2328e-05i,0.00027435-0.00017271i,0.0007206+0.00027823i,0.00080291+0.0009227i,0.00069838+0.001073i,0.00011941+0.00079742i,-3.795e-05+0.00067101i,7.2359e-05+0.00058528i,-0.00011265-8.9518e-05i,-0.00027463-0.00061554i
-0.00055816-0.001852i,-0.0011383-0.0019577i,-0.0026135-0.0011711i,-0.003443+0.0019612i,-0.0021481+0.0034813i,-0.00046667+0.0029932i,0.0003047+0.0024709i,0.0003384+0.0010774i,0.00040903-0.00052678i,0.00051241-0.00051924i,0.00095916-0.00052447i,0.0012574-0.00028736i,0.00013199+0.00034754i,0.00016105-6.9469e-05i,0.0012503-0.00046642i,0.0016116-2.7978e-05i,0.0015889+0.00033432i,0.00030626+0.00017822i,-0.00053521+0.00034385i,-0.00057889+0.00060972i,-0.00042159+0.00034951i,0.00011067-0.00033477i,9.3863e-05-0.00021547i
-0.00085631+0.0036912i,0.00052142+0.0034888i,0.0012337+0.0040475i,0.0015666+0.0033572i,0.0019647+0.0022563i,0.0011221+0.0015918i,-0.00011424+0.0012048i,0.00033815+0.0010244i,0.0010726+7.6066e-05i,0.0011582-0.00079775i,0.00070361-0.0013091i,-0.00027486-0.001225i,-0.0010537-0.00036948i,-0.0013637+0.00018235i,-0.0011575+8.2906e-05i,-0.00045468-0.00022339i,0.00086016+0.00037488i,0.0010548+0.00069336i,0.00085698+0.00043916i,0.00084845+0.00024685i,-9.9181e-05+0.00063778i,-0.00054115+0.00068203i,-1.4921e-05+0.00023497i
-0.00097787+0.0012457i,-0.0015727+0.0023978i,-0.0017362+0.0036192i,-0.00053804+0.0032951i,0.00052076+0.0024851i,0.00034764+0.0014846i,0.00059645+0.00023013i,0.00085836-9.3017e-05i,3.519e-05-0.0005665i,-0.00059578-0.00079806i,-0.00043322-0.00095033i,-0.00056064-0.00028648i,-0.00094299+0.0008235i,-0.0013102+0.0014391i,-0.00067738+0.00081241i,0.00025018-7.6137e-05i,0.00051126-0.00020642i,0.0007432-0.00024926i,0.001119+0.0001157i,0.00093582+0.00052136i,0.00053791+0.00042473i,1.8019e-05+9.4243e-05i,-0.00016333+0.00013099i
-0.0012789+0.0011532i,-0.0018437+0.00097032i,-0.00077+0.0012758i,-0.00036515+0.0024934i,-0.00027902+0.0031485i,0.00026526+0.0026336i,0.0010905+0.0014527i,0.0010958+0.00014165i,0.00046673-0.0007676i,0.00095494-0.00047356i,0.00089458-6.1306e-05i,0.00032958-0.0013066i,-0.00056196-0.0013496i,-0.0011133+0.00032163i,-0.0003397+0.00038839i,0.00043497+1.015e-05i,0.00094419+0.00064053i,0.00062246+0.0010953i,0.00056374+0.00087313i,0.00038533-6.39e-05i,-0.00038529-0.00043036i,-0.00016172-0.00027246i,0.00060575+0.00023714i
0.00030168-0.0017831i,0.00075947-0.0019868i,0.00076717-0.0011794i,-2.3199e-05+0.0010778i,-0.00027908+0.002392i,0.00066927+0.0012765i,0.0011408+4.9801e-06i,0.0011915-0.00011481i,0.00063138-0.00056668i,0.00035135-0.00091579i,0.00081111-0.00028761i,-0.00013584-0.00011219i,-0.00079046-0.00061712i,-0.00071113-0.0004752i,0.00021222-1.7481e-05i,0.00085465+6.9282e-05i,0.00090939+0.00017688i,0.00076751+4.7775e-05i,0.00036152-0.00082839i,8.9239e-06-0.00094634i,0.00020365-0.00047616i,0.00017447-0.00028016i,-0.00012215-0.00010857i
0.00059976+0.0021509i,0.00058759+0.0020266i,0.00044883+0.001909i,0.00014283+0.0023637i,0.00013989+0.0025267i,6.9386e-05+0.0018416i,0.00075279+0.00098034i,0.00093239+0.00037233i,0.00019391-5.5147e-05i,-0.00014536-0.0010611i,1.9435e-05-0.0012787i,-7.5638e-05-0.00016747i,-0.00032866+0.00075139i,-0.00074752+0.00080799i,-0.00040165+0.00085195i,0.00052245+0.0010832i,0.00062521+0.00093489i,0.00041243+0.00074195i,0.00088586+0.00069697i,0.00067629-0.00014181i,3.4182e-05-0.00017507i,0.00030594+0.00047171i,0.0004496+0.00059201i
0.00048743-0.00081467i,0.00059891-0.00026054i,0.00051758+0.00021268i,-0.00055602+0.00075387i,-0.00095543+0.0011553i,-0.00074388+0.0012234i,-0.00039415+0.0011366i,-5.4578e-05+0.0010773i,-0.00022012+0.00030435i,-0.00060635-0.00022184i,-0.00044062-0.00012288i,8.9131e-05+8.4501e-05i,7.7364e-05-0.00028898i,-3.2407e-05-0.00069364i,0.00052651-4.5814e-05i,0.0010942+0.00064346i,0.0013299+0.00026448i,0.0012698+0.00024598i,0.00095041+0.00033131i,-0.00016849+0.00037181i,-0.00050468+0.0007017i,-0.00043332+0.00077192i,-0.00083141+0.00068882i
-0.00022548-0.0023192i,-0.00035971-0.0017815i,-0.0013821-0.00017208i,-0.0018661+0.0019454i,-0.0011398+0.0032049i,-8.1654e-05+0.0029118i,0.00066506+0.0015313i,0.00093394-7.0791e-05i,0.00036494-0.00094234i,0.00021678-0.00097117i,0.00075089-0.00080716i,0.00018105-0.00031276i,-0.00093337-0.00020238i,-0.00077098-0.0010073i,-2.7784e-05-0.0007464i,-0.00018388+0.00023498i,-0.00051981+0.0011065i,-0.00014441+0.00182i,-0.00027848+0.0013456i,-0.00036103+0.00021968i,0.00019517-0.00050518i,-5.0233e-05-0.00027637i,-0.00045247-0.000153i
0.00032132-0.001547i,-3.7197e-05-0.0016493i,-0.00115-0.0014762i,-0.0016678-0.00056384i,-0.0017044+0.00058565i,-0.0012179+0.0012189i,5.9012e-05+0.00083522i,0.00062398-0.00030848i,9.5857e-05-0.00074765i,6.1123e-05-0.00068723i,0.00020139-0.0009164i,-0.00086739-0.0007731i,-0.0014583+7.5123e-05i,-0.0007604+0.00034724i,-0.00061509+0.00032591i,-0.00052666-0.00038787i,-5.9639e-05-0.00066918i,0.00048049+3.5324e-05i,0.00053005-0.00038676i,-0.00038029-0.00022826i,-0.0010685+0.00037087i,-0.00097552+0.00045761i,-0.00067778+0.00072801i
0.00044165+0.00069172i,0.00051113+0.0015392i,-4.9397e-05+0.0014594i,-0.00010568+0.0016126i,1.8342e-05+0.0022718i,0.00088539+0.0018795i,0.0013835+0.0018511i,0.0011787+0.0012001i,0.00043927-0.00013577i,-0.00031328-0.00089037i,-0.00038466-0.00093038i,-0.00032228-0.00084803i,-0.00021048-0.00060638i,0.00021386+7.819e-05i,0.00051833+0.00040598i,0.00030031+0.00031898i,0.0008698+0.00076098i,0.0016025+0.00064339i,0.00073087-0.0002492i,-0.0001934-0.00042082i,-0.00028627-1.9114e-05i,-0.00045727+0.00056831i,0.00016211+0.00071276i
-0.00049306+0.0009328i,-0.0017539+0.0009993i,-0.00094986+0.00072748i,0.00038767+0.0010146i,0.00058415+0.0014811i,0.00074807+0.001126i,0.00055703+0.00033613i,0.00015182-0.0005302i,0.00023912-0.0010358i,0.00057284-0.0012204i,0.00035073-0.00083215i,-0.00034606-0.00032186i,-0.00029475-0.00012563i,-0.00072272+0.000424i,-0.00072661+0.00035375i,0.00063937+0.00037458i,0.00087202+0.00025404i,0.00062816-1.921e-06i,0.00066685+0.00035187i,0.00078157+0.00010822i,0.00062355-0.00012059i,-3.2184e-05+0.00021986i,-0.00029139+0.00034547i
-0.0016727-0.0012375i,-0.001734-0.00011571i,-0.0019718+0.0010639i,-0.00083351+0.0025196i,-0.00041784+0.0026024i,-0.00081791+0.0015533i,-0.00065542+0.00033804i,-9.0368e-05-0.00033549i,-0.00014782-1.9751e-05i,-0.0011336+0.00020202i,-0.001151+7.2171e-05i,-0.00050912-0.00023594i,-6.4994e-05-0.00021202i,0.00014246+0.00027038i,-0.00018604+0.00044646i,0.00014895+0.00069176i,0.0015809+0.00026721i,0.0018902-0.00047553i,0.0014285+7.4772e-05i,0.00033616+0.00034363i,0.000301-8.3536e-05i,0.0001424-2.5363e-05i,-0.00078251+0.00043174i
-0.00034633-0.001384i,-0.0011992-0.0017312i,-0.0020125-0.0013205i,-0.0017838-0.00024883i,-0.0015185+0.00084426i,-0.00080962+0.001663i,4.5011e-05+0.0012709i,0.00022805+0.00015106i,3.8762e-05-0.00062983i,0.00028374-0.00056071i,0.00051668+0.00041743i,0.00038466+0.00090105i,0.00016926+0.0010027i,0.00011549+0.00072278i,3.1653e-05+0.00028242i,0.00021723+0.00037283i,0.00086352+0.00064518i,0.0008159+0.00054575i,0.00045923+0.00024088i,0.00047609-3.0557e-06i,0.0010239-9.0366e-05i,0.00074464-0.00015401i,0.00077121+0.00060226i
0.00056087-0.0009322i,0.0010294-0.0010488i,0.0012304-0.00017172i,0.00045428+0.0016578i,-0.00042309+0.0022503i,-0.0010996+0.0023949i,-0.00078913+0.0016227i,0.00011366-0.00042985i,-0.00016517-0.00082327i,-0.00051242-0.00038159i,6.0228e-05-0.00052786i,-3.0064e-05-0.0010996i,-0.00073398-0.0012984i,-0.00011151-0.00055622i,0.00084759+3.6977e-05i,0.00049398-0.00027698i,-0.00012038-0.00024456i,-5.4807e-05-0.00021591i,-6.8205e-05-0.0014867i,0.00018016-0.0016188i,0.00046174-0.00065471i,0.00095786-0.00033881i,0.00096112+0.00020792i
0.00087502+0.00080083i,-9.4975e-05+0.0014472i,-0.00053047+0.0027776i,-0.00052119+0.0030079i,-0.00084368+0.002334i,-0.00099419+0.0011079i,0.0001129+0.00014637i,0.00094663+0.00017084i,0.00028539+7.5395e-05i,-0.00022395-0.00069803i,2.5466e-05-0.00072786i,-0.00035314+0.00022569i,-0.0011442+0.0010219i,-0.0010641+0.00088749i,-0.00039686+0.00012346i,0.00032978+0.00021133i,0.00099181+0.00013948i,0.00085816+0.0001636i,0.00041308+0.00083429i,4.5768e-05+0.00018044i,-0.00017282-0.0004246i,0.00030698+0.00020416i,0.00037869+0.00029683i
-4.9785e-06-0.0011529i,-0.00063469-0.00062752i,-0.0013465+0.0012155i,-0.0018278+0.0011597i,-0.00059846+0.0017117i,7.3491e-05+0.0019972i,0.00022997+0.00014064i,0.00057294-0.00056701i,0.00060675-0.00056407i,-0.00023707-0.00024111i,-0.00097863+9.1877e-05i,-0.0013456-0.00011918i,-0.0012164+0.00021127i,-0.00054118+0.00039574i,1.7836e-05-7.5607e-05i,0.00079909-0.00037353i,0.0011584+5.4002e-06i,0.0010295+0.00070337i,0.00099727+0.00057789i,-1.1371e-05+0.00041507i,-0.00031539+0.00040228i,-0.00017544+0.00055811i,-0.00034526+0.00036968i
0.0026776-0.0022728i,0.0018814-0.0030961i,0.00078635-0.0028997i,-0.0013537-0.0012646i,-0.0017703-0.00068215i,-0.0008732+6.0181e-05i,3.1975e-05+0.00066093i,0.00061913+0.00065717i,0.00018344+6.6591e-05i,-0.00015517-0.00086611i,1.5496e-05-0.00055843i,-0.00061081+0.00062837i,-0.0010086+0.00093639i,-0.00048744+0.00043331i,0.00020572-0.00020439i,0.00044773-2.1606e-06i,0.00062842+0.00031871i,0.00081226+8.2475e-05i,0.0006498+0.00037702i,0.00054011-0.00041809i,0.00021318-0.0011612i,-0.00024964-0.0011143i,-0.00066295-0.00066949i
0.00059292+0.0029964i,0.00066198+0.00245i,0.00092799+0.0023874i,0.0013459+0.0027007i,0.00068269+0.0021208i,-0.00046163+0.0012467i,-0.00077872+0.0003319i,0.00015991+0.0001287i,0.00072961+0.00015899i,0.00078291-0.00037869i,0.0006336-0.00065881i,-0.00038244-0.00053428i,-0.00081585-0.00021512i,-0.00026724-2.3983e-06i,0.00017159-0.00026075i,0.00074704-0.0003736i,0.00082687-0.00025268i,0.00022116-0.00046557i,-8.1708e-05-0.00022275i,0.00013014+0.00049971i,0.0006174+0.000789i,0.00088048+0.00057991i,0.0007001+0.00065253i
-0.0052248-0.00088745i,-0.0046935+0.00038492i,-0.0050087+0.0027921i,-0.0030305+0.0051068i,-3.2728e-05+0.0054018i,0.0010671+0.0038428i,0.0012567+0.0022116i,0.0014526+0.0011869i,0.0013043+0.00096224i,0.001177+0.0013441i,0.0006091+0.00066887i,-0.00029083-0.00035317i,-0.00099084-0.00049368i,-0.0010267-0.00050906i,-9.8266e-05-0.00097179i,0.00063459-0.00073256i,0.00068644-0.00038974i,0.00095903-0.00075363i,0.00089356-0.00064738i,0.00016641-0.00045036i,-0.00037083+0.00052552i,-0.00037266+0.0010459i,-0.0002641+0.00048503i
0.0003615+0.0024672i,-0.00081407+0.0021614i,0.00013549+0.0030872i,0.0011068+0.0028301i,0.00089336+0.0014714i,-0.00037366+0.00024969i,-7.4264e-05-0.00044583i,0.0019048-0.00051099i,0.0020696-0.00069863i,0.0010988-0.00076473i,0.000337-0.0011517i,-0.00059943-0.001673i,-0.0014198-0.0010716i,-0.00087746+0.0003766i,0.00021725+0.00059428i,0.0002644+1.6751e-05i,0.0010678+0.00020381i,0.0012056+0.00057443i,8.8462e-05+0.00034447i,-0.00071318+0.00045777i,-0.00063125+0.00089504i,0.00035084+0.00052972i,0.00096687-0.00068027i
0.0011827-0.0025204i,0.00079251-0.0030664i,0.0010024-0.0021624i,-0.00026925-0.00014644i,-0.00090054+0.0016402i,-0.0003689+0.0017348i,0.00036958+0.00045072i,0.00036057-0.00041963i,0.00026305-0.001038i,0.00039031-0.00065606i,0.00044004-0.00051555i,-0.00025935-0.0011031i,-0.00051734-0.00048709i,0.00011508+0.00047552i,0.00061677+0.0012337i,0.00071622+0.0014183i,0.00080936+0.00083333i,0.00047487+0.0011307i,6.2453e-06+0.0014277i,-0.00026157+0.00022089i,5.4601e-05-0.00028783i,-4.5462e-05+0.00037348i,-0.00023339+0.00081049i
-0.00057281-0.00067309i,2.5237e-05-0.00023109i,-0.000491+0.0012016i,-0.0014469+0.0023322i,-0.0018947+0.0025313i,-0.0011583+0.0020659i,-0.00041086+0.0010978i,-0.00027577-0.0002775i,0.00019984-0.0010238i,0.0002056-0.00024079i,-0.00024406+0.00015876i,-0.00034208-0.00048698i,-0.00082902-0.00011222i,-0.0011659+0.00041351i,-0.00033149+0.00052663i,0.00065695+0.00075892i,0.001441+0.00071592i,0.0013519+0.00046472i,0.00027802+0.00043926i,-0.00043226+3.408e-05i,-0.00051111-0.00068289i,-0.00087583-0.00050319i,-0.00061513+5.5505e-06i
0.00090157+0.0020227i,0.0015464+0.0024962i,0.0021007+0.0035671i,0.0019131+0.0036368i,0.0015779+0.0025587i,0.0012776+0.00082852i,0.00072415-0.00018762i,0.00043872-0.0008461i,0.00040372-0.00097085i,0.00055044-0.00087132i,0.00085865-0.0015483i,0.00047909-0.0016435i,-0.001134-0.00065335i,-0.0011638-0.00059768i,-0.00053918-0.00038156i,-0.00030982-0.00018212i,0.00017957+4.4879e-05i,0.00035748+0.00030823i,0.0008697+1.3617e-06i,0.0012846-5.185e-05i,0.00073407+0.00025522i,0.00020827+0.00037223i,0.00021089+0.00030732i
7.1019e-05+0.0011385i,-0.0016191+0.00071505i,-0.0030948+0.0025285i,-0.0024919+0.003792i,-0.0013898+0.0033879i,-0.00057077+0.0023945i,8.2512e-05+0.00060269i,-7.979e-05+0.00016649i,-0.00014517+0.00073206i,7.7137e-05-0.00037291i,-9.1343e-05-0.00092418i,-0.00055171-0.00027018i,-0.00044117+0.0006888i,-0.00023143+0.0018814i,-0.00023516+0.0018281i,5.0421e-05+0.0015478i,0.00052606+0.0011236i,0.00078586+1.3245e-05i,0.001238-0.00080674i,0.0011355-0.00077165i,5.2694e-05-0.00039371i,-0.00060367-0.00030325i,-0.00066572-0.0003563i
0.00016607-0.0031433i,-0.00092736-0.0029482i,-0.0023531-0.0030858i,-0.0034099-0.0021207i,-0.0022372-0.0003255i,-0.00014206+0.00082839i,0.0015642+0.00045962i,0.0012576+0.00034105i,0.00043062+0.00038715i,0.00011897-4.7309e-06i,-0.00029001-4.2266e-05i,-0.00066039-0.00018527i,-0.0001155-0.00020139i,0.00039213-0.00010611i,0.00092105-5.4704e-05i,0.0016139+0.00034086i,0.001445+0.00061297i,0.00073028+0.00058049i,0.00028702+0.00033176i,0.0003159-0.00032049i,0.0006467-0.00055688i,0.0002068+0.00017905i,-0.00033377+0.00060052i
-0.0017451-0.00044962i,-0.00080947-0.0001693i,0.00031506+0.00077789i,0.0011439+0.0017279i,0.0010063+0.0022373i,0.00058686+0.0012765i,0.00025233+0.00054665i,-0.00024685+0.00024201i,-0.00029098+1.0553e-05i,-0.00011879-0.00011105i,0.00048365-0.00045082i,0.00077297-0.00033746i,0.00098743-0.00035036i,0.0014306-0.00061531i,0.00088207+8.9399e-05i,0.0003743+0.00038749i,0.0010089+0.00013005i,0.00086139+0.00041549i,-1.0441e-05+0.00088431i,-0.00057545+0.00028961i,-0.00047579+0.00022301i,-4.6559e-06+0.00074133i,0.00033696+0.00073713i
-4.8869e-05+0.00027469i,0.00015919+0.00068155i,0.00055798+0.00018034i,-0.00073901+0.0018021i,-0.0015958+0.0027079i,-0.0012194+0.0016517i,-0.00026213+0.00095051i,0.00021751-2.4606e-07i,0.00035674-0.00056636i,0.0005154-0.0009607i,7.3302e-05-0.00034943i,-0.00052317+0.00010564i,-0.00065313-2.143e-05i,0.0001316+0.0007168i,0.00046174+0.00073879i,0.00036477-0.00042845i,0.00042707-0.00024557i,0.00094308+0.00047853i,0.00088483+0.0010542i,8.2433e-05+0.0011722i,0.00032021+0.00029356i,-2.7931e-05-0.00044762i,-0.00072813+2.5509e-05i
-0.0012447-0.0010996i,-0.0020793+0.000359i,-0.0034035+0.002046i,-0.0030683+0.0027087i,-0.0019706+0.0028959i,-0.00018929+0.0026094i,0.0007281+0.0017606i,0.00073999+0.00076371i,0.00071503+0.00026484i,0.00014681-0.00056581i,8.0322e-05-0.0011874i,0.0004371-0.00040059i,0.00057387+0.00038106i,-0.00011439+0.00073473i,-0.00040331+0.00072247i,0.00014701+5.1302e-05i,0.00010284-0.00016862i,-4.9609e-05+0.00052337i,-2.2231e-05+0.00011293i,0.00025207-0.00025376i,0.00010111+6.2854e-05i,0.00010038-0.0001873i,6.1145e-05+0.00010418i
-0.0012106-0.00081241i,-0.0015537+0.00078323i,-0.0035296+0.0017751i,-0.0033942+0.002344i,-0.00068989+0.0027713i,0.00039424+0.0024932i,-0.00026601+0.0015183i,-0.00029065+1.6583e-05i,0.00011034-0.00038675i,0.0004493-6.755e-05i,0.00027436-0.00010198i,-0.00041999-0.00020566i,-0.00054879+2.2993e-05i,0.0002054+0.00046973i,0.00076437+0.00099901i,0.00079567+0.00098936i,0.0011108+0.0006018i,0.00062012+0.00030995i,0.00058512+2.9956e-05i,0.00035495+0.00044627i,-0.00062442+3.6469e-05i,-0.00049444-0.00057446i,-2.9423e-05-0.0008156i
-0.0011028+0.0011609i,-0.00034825+0.0011883i,-6.7773e-05+0.0017516i,-6.8255e-05+0.0021778i,-0.00024955+0.0018133i,-0.00058193+0.0013933i,-0.00043489+0.00073175i,0.00027948+0.00046879i,0.00034874-0.00012534i,4.4659e-05-0.00054575i,0.00042895-0.00068045i,0.00014392-0.0005647i,-0.00073686-0.00093544i,-0.00074582-0.00062379i,-0.00062303+0.00026528i,1.6082e-05+0.00029479i,0.00091611-0.00020106i,0.0012266-0.0001736i,0.0010118+0.00011371i,0.00056055-0.00030183i,0.00042976-0.0002481i,-0.00047222+0.00087072i,-0.00052256+0.0015177i
-0.00049557+0.00087564i,-0.0010537+0.00075401i,-0.00099912+0.0010249i,-0.0014366+0.0018619i,-0.00096602+0.0023126i,0.00081887+0.0020892i,0.001178+0.0016435i,0.00027789+0.00071282i,0.00014145-0.00045917i,0.00052965-0.00059319i,0.0010678-0.00017004i,0.00041873+0.00016033i,-0.00068573+0.00060584i,-0.00060501+0.0013133i,-8.6315e-05+0.00096025i,0.00058292+0.00077182i,0.00074572+0.00086121i,0.00031012+0.00029246i,0.0003352+0.00043882i,8.8978e-05+0.00080002i,0.00018381+0.00065819i,0.0005283-0.00020904i,0.00044523-0.00076948i
-0.0037836+0.00092183i,-0.0044876-0.00020495i,-0.0042389+0.00080228i,-0.0017187+0.0023983i,-0.00018652+0.0032788i,-0.00016676+0.0024739i,0.00025254+0.0010862i,0.001101+0.0001701i,0.0009602-0.00034264i,0.00014347-0.00056803i,-0.0002316+9.8806e-05i,-6.6916e-05+5.2217e-05i,-0.00058689-0.00080543i,-0.00080494-0.0009701i,-0.00017337-0.00078315i,0.00026355-0.00093366i,0.00012484-0.00086496i,5.935e-05-0.00023641i,-2.6574e-05+0.00062602i,-0.00033884+0.00069446i,0.00024527+0.00039077i,0.0011129+0.00035484i,0.0012444+0.00014946i
-0.0010135-0.00073914i,-0.00080351-0.00094078i,-0.0012129-0.00061023i,-0.0011671+0.00079435i,-0.0012985+0.0020777i,-0.0010076+0.0019292i,0.00010484+0.0012451i,5.074e-05+0.00020655i,-0.0001847-5.1404e-05i,4.5599e-05-0.00031211i,-3.6755e-05-0.0013775i,0.00026026-0.00050229i,4.4084e-05+0.00075394i,-0.0002702+0.00072399i,5.9269e-05+0.00044117i,1.2568e-05+0.00016795i,0.0003675+0.0003464i,0.00052361+0.00055821i,0.00069956+0.00079553i,0.00054615+0.00042403i,0.00011773-0.00013488i,-0.00025985-0.00012788i,-0.00088409+7.93e-05i
3.2554e-06-0.0015016i,0.00016207-0.00081502i,-2.8523e-05-0.00010293i,-0.00019394+0.0016956i,-0.00051869+0.0023748i,-0.00032281+0.0017734i,0.00042416+0.0010437i,0.00093309+0.00031832i,0.00045415-0.00019519i,-0.00013459-0.00018151i,5.0213e-05-6.175e-05i,-0.00016879-0.00019725i,-0.00062886+0.00013724i,-0.00046338+0.00055985i,-0.00027462+0.00084902i,9.7301e-05+0.00042184i,0.001136+0.00033165i,0.0010856+0.00065961i,0.00035454+0.00031001i,8.0874e-05-0.00027436i,-0.00016144-0.00041241i,-0.00032861-0.00033205i,0.00033748+0.00017849i
0.0022391+0.00085935i,0.001939+0.00033708i,0.0010476+0.00056977i,9.3753e-06+0.00094428i,-0.00020757+0.00077992i,-0.00017486+0.00026788i,-0.00011818+0.00038191i,0.00035534+0.00069458i,0.00093545+0.00013242i,0.00039817-9.9126e-05i,-0.00024134-0.00012026i,-0.00020763-0.00081591i,-0.00077426-0.0004054i,-0.00084087+0.00067667i,-5.9255e-05+0.00097979i,0.00025464+0.001154i,0.00058192+0.00084919i,0.00044429+0.0010926i,-5.6531e-06+0.0010918i,0.0002958+6.138e-05i,0.001186-0.00044982i,0.00078542-0.00057552i,-6.3538e-05-0.00011458i
-0.0010575+0.0016017i,-0.0013857+0.001458i,-0.0014908+0.0018631i,-0.0017791+0.0025841i,-0.0011106+0.0030209i,-0.00028082+0.0024623i,0.00012852+0.0015143i,0.00087413+0.0010479i,0.0010835+5.5772e-05i,0.00020508-0.0014753i,0.00031982-0.0015828i,0.0008633-0.00070291i,0.00011826-0.00032175i,-0.00042358-0.00041486i,-0.00032972+0.00050747i,-0.00024306+0.00081416i,0.00073331+0.00038411i,0.0013959+0.00049181i,0.00067814+0.00020178i,1.4412e-05-9.9369e-05i,0.00028212+0.0005102i,0.00066711+0.00062551i,0.00043592+3.7456e-05i
