-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
0.0014616+0.0012417i,0.0020516+0.00041478i,0.0022189+5.3375e-05i,0.0013918+8.0913e-05i,0.00018618+0.0009026i,0.00033727+0.0021604i,0.00042961+0.0020384i,0.00036882+0.0014444i,0.00063005+0.001658i,0.0012743+0.0010344i,0.0011776+0.00075744i,-8.1619e-05+0.00054921i,-0.00037803+6.2053e-05i,0.00023523+0.00029295i,0.00059123+0.00055331i,0.00056155+0.00013103i,0.00057009-2.4884e-05i,-0.00010828+2.3623e-05i,-0.00041229-0.00011638i,4.8771e-05-0.00021418i,0.00037488-0.0003917i,-0.00012524-0.00012958i,7.1269e-06-0.00010924i
1.8595e-05+0.0015316i,0.0016645+0.00055378i,0.0017933-0.0010571i,-0.00019333-0.0021507i,-0.0012065-0.0010925i,-0.0017964+0.0015993i,-0.00064336+0.0025992i,0.00014791+0.0025422i,-0.00055592+0.0024288i,-0.00055343+0.00119i,0.00051899+4.5058e-05i,0.00085777-0.00070844i,0.00034506-0.00057129i,0.00017856+0.00020415i,0.00026077+0.00058233i,0.00061893+0.00052501i,0.0009068-0.00033685i,0.00069433-0.00067041i,0.00059257+0.00030728i,0.00033203+0.0004265i,0.00041733-0.00035868i,0.00037215-0.00065176i,7.3237e-05-0.00052444i
-0.0013698+0.00061068i,0.00029903-0.00056973i,0.00039893+8.7635e-05i,-0.0006635+0.0014071i,-0.00078941+0.0026551i,0.00044237+0.0032701i,0.0004647+0.0023861i,-0.00024463+0.001269i,-0.00052907+0.0011779i,0.0001045+0.0010913i,0.0001073+0.00050731i,-0.0002482-0.00056428i,0.00010482-0.00026779i,0.00036893+0.00052275i,-0.00033663+0.00047401i,-0.00013586+0.00052546i,0.00072953+0.00077727i,0.0004588+0.0003192i,-4.837e-05+3.0734e-06i,-0.0001484+0.00079636i,0.0001524+0.00067021i,-0.00015234-7.9957e-05i,-0.00042408+0.00040115i
0.00017608-0.00018289i,0.0025676-0.0016244i,0.0030035-0.0019562i,0.0017635-0.0010545i,0.00028886+0.00077991i,-0.00060855+0.00188i,-9.003e-05+0.0020833i,0.00059017+0.0025415i,0.00079146+0.0023003i,0.00039138+0.00082128i,0.00020745-0.00096919i,0.0002105-0.0015023i,0.00030891-0.00034438i,0.0003755+0.00076064i,-0.00031537+0.00060769i,5.1171e-05-7.8782e-05i,0.00054841-0.00040672i,0.00035515+0.00043393i,8.8316e-05+0.00096695i,-4.8123e-05-0.00017127i,-5.4007e-05-0.00079807i,-9.3381e-05-0.00033336i,-0.00012842+0.00030338i
0.0005508+0.0021464i,0.00078102+0.0021287i,0.00088345+0.001341i,0.00011975-0.00015121i,-0.0011452+3.2679e-05i,-0.0022983+0.0009665i,-0.0019516+0.0016869i,-0.00099663+0.0015784i,-0.00025841+0.0010552i,0.00069915+0.00084437i,0.0008671+0.00059535i,0.00042519+0.00011485i,-0.00017584+0.0003997i,-0.00058679+0.00068512i,0.00021717+0.00018297i,0.00052272-0.00025701i,-0.00013408-0.0002113i,-0.00091649+0.00029263i,-0.00024363+0.00029111i,0.0010101+6.228e-05i,0.00055611+0.00040953i,-0.00015626+0.00038013i,-1.8746e-05+0.00032114i
0.0006171-0.00053526i,-0.000195-0.00094218i,-0.00047962-0.0020972i,0.00018736-0.0021194i,0.00060557+0.0005066i,-0.00015087+0.0038548i,-0.00091367+0.0040776i,-6.2083e-05+0.0026475i,-7.0321e-05+0.0015939i,-0.00049058+0.00036967i,-8.8863e-05-0.00089978i,-0.00028099-0.00096833i,1.7009e-05+0.00026073i,0.001155+0.0010345i,0.0011001+0.00063325i,0.00044009-0.0001016i,4.4858e-05-0.00022964i,-0.00043124+0.0003215i,-0.00044007+0.00022748i,-0.00047097+0.00027621i,-0.00036033+0.00061246i,0.00068055+0.0003703i,0.0004199+0.00081481i
0.0002571-0.0020512i,0.0019103-0.0028107i,0.0016474-0.0030298i,-0.0010731-0.0014909i,-0.0026276+0.000181i,-0.0025734+0.0017444i,-0.0021548+0.0026182i,-0.0013429+0.0014571i,-0.0008214+0.00068971i,-0.00061651+0.00021648i,-0.00073451-0.00048521i,-0.00050517-0.00062721i,0.00025046-0.00057583i,0.0011984+0.00056617i,0.00079657+0.0006363i,4.7765e-05+0.00011595i,-0.00018215-0.00010964i,-0.00043223+0.00022304i,-0.00037518+0.00050778i,-0.00012868+9.1812e-05i,-4.3749e-05-0.00014769i,0.00023566+6.8346e-05i,0.00042802+0.00048873i
0.00021077+0.00079514i,0.0024589+0.00066099i,0.0023399+0.00036207i,0.00023184+0.00078991i,-0.001023+0.0016463i,-0.00022142+0.0023941i,0.0005787+0.0027742i,0.00041194+0.0020784i,-0.00030369+0.0014622i,2.513e-05+0.00082288i,0.00051659+5.6923e-05i,6.7317e-05-4.0499e-05i,-9.87e-06+0.00028227i,-0.00038275+7.8883e-05i,-0.00060693-0.00052251i,-0.00052911-0.00066901i,-0.00027288+3.771e-06i,-0.00019527+0.00085063i,5.2947e-05+0.00093909i,0.00068624+0.00055633i,0.00087537-0.00021738i,0.00096865-0.00014081i,0.00074505+0.00019614i
0.00063776-0.00082528i,-2.3637e-05+0.00032562i,-0.00074451-0.00025061i,-0.00070229-0.0015593i,-0.00097447-0.00047003i,-0.0010798+0.0015995i,-0.00041362+0.0025377i,-0.0004498+0.0020618i,-0.0006989+0.0015545i,-0.00045403+0.0011689i,-8.1213e-05+0.00045466i,6.0958e-06-0.00017228i,-0.00054261-0.00092875i,-0.00022103-0.0010877i,0.00017526-0.00031893i,0.00053669+0.00083504i,0.00095849+0.00065467i,0.00074536+0.00042145i,8.3227e-05+0.00019434i,-7.7554e-05-0.00041992i,-6.2507e-05+9.1725e-06i,0.00011411-0.00039629i,0.00022527-0.00052459i
-0.00035173-2.6156e-05i,-0.00098903-0.0016652i,-0.00052697-0.0021025i,-0.000347-0.0010107i,-0.0016161+0.00032468i,-0.0023488+0.001057i,-0.001009+0.0015172i,1.7864e-05+0.0016352i,-0.00016+0.0013334i,3.2738e-06+0.00038366i,5.9832e-05-0.00059459i,1.8923e-05-0.0011333i,-7.6242e-05-0.00058303i,-0.00014745+0.00051028i,-0.0007922+0.0006127i,-0.00041572-0.00036917i,0.00096946-0.00023035i,0.0010309+0.00022102i,0.00067748+0.00058833i,0.00070973+0.00067752i,0.00012919-4.8005e-05i,-0.0003491-0.00035319i,6.3054e-06-0.00097322i
0.0028027-0.0016106i,0.0024948-0.0023175i,0.0020891-0.0035974i,0.0011631-0.0021082i,-0.0004303+0.0012258i,-0.00041205+0.0027143i,0.0003019+0.0024684i,0.00026248+0.0022178i,0.00045146+0.0013346i,0.00017488+0.00033058i,0.00018141-0.00014038i,0.00050955-7.3833e-05i,0.0012108+9.84e-05i,0.0012621-0.00036791i,0.00077819-0.00021098i,-0.00045669-0.00024954i,-0.00015167-0.0005418i,0.00073879-0.00010914i,0.00046489-0.00016426i,0.00023993-0.00028983i,0.00010231+5.0585e-05i,-0.00030352+0.00036623i,-0.00025652+0.00018408i
0.0039445-0.00056128i,0.0045597-9.6031e-07i,0.0025963-0.0012792i,-0.00091043-0.0014706i,-0.0034928+0.00084296i,-0.0030382+0.0035461i,-0.00065724+0.0043976i,-0.0001255+0.0034013i,-0.0010507+0.0018965i,-0.00046771+0.00094808i,8.3712e-05+0.00037049i,-0.0009905-0.00028373i,-0.00065256-0.00062986i,0.0008224-0.00067678i,0.00097852-0.00026985i,0.00048052-0.0004724i,1.9989e-05-0.0005569i,-0.0005202-0.00053588i,-0.00045644-0.00091554i,3.9662e-05-0.00049716i,0.00020628+0.0002763i,0.00045097+0.00017022i,0.00065466-9.2912e-05i
-0.0004222+0.0023789i,-0.00063728+0.0018305i,0.0005503+0.00098745i,0.00068317+0.00047348i,0.0004001+0.0013814i,-0.00034832+0.0027003i,-0.00069893+0.00304i,0.00017475+0.0023537i,-0.00085887+0.0018206i,-0.00095217+0.0004836i,0.00059716-0.00059336i,0.0011985-0.00044198i,0.00085251-0.00013692i,0.00085812-0.00076283i,0.0012776-0.00063034i,0.00064101-3.021e-05i,-0.0002232+0.00077713i,-0.00055022+0.0010619i,-0.00065784+0.00086827i,-0.00049127+0.00069288i,-0.0005299+0.00019227i,4.4945e-05+6.4812e-06i,0.00044959-0.00029001i
-0.0003242-0.0017995i,-0.00044757-0.0017462i,-0.0011652-0.0021375i,-0.00096062-0.0015918i,-0.00115+0.00077063i,-0.0010962+0.0033222i,-0.0014497+0.003919i,-0.0018439+0.0028572i,-0.0011938+0.0020592i,-0.00050377+0.0015261i,0.00023325+0.0001316i,0.00024765-0.0011166i,8.1697e-05-0.00066023i,-0.00012657+0.00010453i,0.0002388-7.3794e-05i,0.00072585-0.00053423i,-5.0638e-05-0.00048283i,0.0001713+0.00057088i,0.0007677+0.0012471i,0.00026188+0.00078193i,6.7409e-05-5.8947e-05i,0.00018098+8.2461e-05i,-0.00031149+0.00012644i
0.00029965-0.0023702i,0.0021666-0.0029034i,0.0022512-0.0028713i,0.00040194-0.0014624i,-0.0011281+0.00072403i,-0.00087927+0.002504i,0.00037073+0.0027211i,0.0010772+0.0018119i,5.5336e-05+0.0011744i,0.00010082+0.00083826i,0.0011372-0.00013759i,0.0005026-0.00021867i,-9.0772e-05+0.00022248i,0.00049888+0.00028479i,-5.3362e-06+0.00057973i,-0.00029839+0.0007041i,8.7796e-05+0.00046459i,0.00055309+0.00024518i,0.00043747-6.523e-05i,-0.00012206-0.00012007i,-0.00015544-0.00010681i,0.00037195+0.00024617i,0.00043753+0.0001126i
0.0016279+0.001503i,0.0013027+0.0006002i,0.00044998-0.0012557i,2.4939e-06-0.0022129i,-0.0012319-0.0016548i,-0.0021061+0.00016852i,-0.0015499+0.0012024i,-0.00056238+0.0014434i,-0.00056211+0.0010425i,-0.0005474+0.00010148i,-0.00025964-0.00030347i,0.00034695-0.00022245i,0.00040875+0.00025164i,-0.00023145+0.00081288i,-2.7414e-05+0.0004824i,0.00012423+0.00012612i,-0.00055553+0.00044715i,-0.00017567+0.00062609i,-0.0001077+0.00084107i,-0.00035687+0.00078675i,-5.4912e-05+0.00030924i,-0.00043123-7.0904e-06i,-0.00091429+8.5307e-06i
0.0011762-0.00055531i,0.0012171-0.0012863i,0.00027939-0.001712i,-0.0010559-0.00086549i,-0.0019403+0.001592i,-0.0017832+0.0035917i,-0.0015872+0.0034499i,-0.0011898+0.0024833i,-0.00039013+0.001703i,0.0003756+0.00061695i,0.001035-0.00066967i,0.00052076-0.0015768i,-7.9352e-05-0.00092984i,0.00069559+0.00017381i,0.00078833+0.00035072i,-0.00024786+0.00069244i,-0.00019928+0.00079605i,0.00041988+0.00073814i,0.00046176+0.00030026i,0.00064665+0.00025669i,0.00041456+0.00068071i,0.00010675+0.0008008i,0.0001017+0.00053963i
0.0018997-0.0017142i,0.002564-0.0016279i,0.0027668-0.0012215i,0.0013732-0.00042396i,-0.00077134+0.00096443i,-0.0011897+0.0021548i,-0.00051266+0.0016932i,-0.00030127+0.0012717i,-0.00055491+0.0014314i,-0.00012496+0.00082197i,0.0001046-1.1242e-05i,-0.00045557-3.2433e-05i,-0.00061044+3.2083e-05i,2.5731e-05-0.00034015i,0.00084098-0.00046787i,0.0010014+0.00020067i,0.00015232+0.00080582i,-0.00056127+0.0009564i,-0.00043777+0.00038378i,0.00022127+0.00015835i,0.00053971-8.6154e-05i,0.00015184-2.3551e-05i,-5.688e-05-0.00022672i
-0.00028157+0.00034035i,0.00015747-0.00024164i,-0.00055155-0.00091071i,-0.0015402-0.000222i,-0.0020663+0.0019579i,-0.0018629+0.0036292i,-0.0010584+0.0025994i,-0.0003408+0.0018907i,-0.00016276+0.0015122i,-0.00020432+0.0013356i,-0.0001974+0.00064074i,-0.00013305+0.00030405i,7.7653e-05+0.00059852i,-0.00011975+2.316e-05i,-0.00060396-0.00029076i,-0.00069657+6.5344e-05i,-0.00072903+0.00050776i,-0.00012888+0.00077811i,3.9924e-05+0.00037994i,-0.00037937-0.00018336i,-0.0002687+0.00011292i,0.00026493+0.00033782i,0.0004644+0.00034341i
0.00015342-9.2876e-05i,4.9711e-05-0.00080885i,0.00072099-0.0022576i,2.4716e-05-0.002585i,-0.00089049-0.0015521i,-0.00048113-0.00011067i,0.00029776+0.0013505i,0.00017458+0.0023107i,0.00033714+0.0018169i,0.00041502+0.0011188i,0.00048159+0.00015978i,0.00060827-0.00038796i,0.00077264-0.00046543i,0.00095101-0.00083065i,0.0012188-0.0007554i,0.0012674-0.0011481i,0.0011435-0.00095399i,0.00048199-0.00027344i,0.00032789-6.1501e-05i,0.00078894+0.00038936i,0.00013058+0.0008267i,-0.00079323+0.00098611i,-0.001224+0.00053194i
-0.00049627-0.0025601i,-0.00063013-0.0032985i,-0.00083383-0.0031836i,-0.00010636-0.0021094i,-0.00055912-0.00030009i,-0.0016011+0.0017191i,-0.0017219+0.001499i,-0.00088451+0.0013795i,2.4175e-05+0.0010911i,5.5718e-05+0.00047599i,7.1084e-05+0.00019236i,0.00023469-0.00018776i,-0.00043502+1.656e-05i,-0.00046577+0.00022511i,0.00026696+0.00026655i,0.00070684-0.00030339i,0.0004087-0.00037525i,-0.00040504+0.00035811i,-0.00041584+0.00052955i,-0.00011248+0.00046473i,-8.0672e-05+0.0001581i,-0.0001843+0.00019069i,-0.00062891+0.000101i
0.0011588-0.002211i,0.0013975-0.0032072i,0.00082015-0.0030731i,-0.00010392-0.0010625i,-0.0017221+0.0020317i,-0.0015562+0.004254i,-0.00067139+0.004382i,-0.0009457+0.0025137i,-0.00062945+0.0014838i,0.00080898+0.0014224i,0.00065541+0.00072533i,-0.00019011-3.2955e-06i,0.00023566-0.00015113i,0.00051049-0.00054798i,0.00059208-0.00018707i,0.0003678+0.00030284i,-0.00015051+0.00022551i,-0.0004525+0.00012171i,-0.0010606+5.0821e-05i,-0.00073943+8.3191e-05i,3.5509e-05-0.00015133i,0.00028485-0.00075206i,0.00014049-0.0003136i
0.0014721+0.0012115i,0.0021364+0.0006677i,0.0020638-0.0011072i,0.0010863-0.0015915i,-0.00058467+0.0001295i,-0.0012443+0.0014441i,-0.00027511+0.0010207i,-0.00015547+0.00029961i,-4.0384e-05+0.00031972i,0.0005025+0.00054165i,0.00046758+0.00045919i,-2.3786e-05-8.732e-05i,-0.00022559+0.00013433i,0.00043311+0.00042873i,0.00095515+0.00014493i,0.0007817+0.00048055i,0.00019305+0.00068744i,0.00013577+0.00040238i,0.00065748+0.00032288i,0.00064476+0.0003932i,0.00058304+6.1384e-05i,0.00063081+0.00020454i,0.00041513+0.00016645i
0.00035392+0.0009042i,0.0012931+0.0020645i,0.00060197+0.0024875i,-0.00068655+0.0017453i,-0.0013934+0.0016326i,-0.0012891+0.0020905i,-0.0009454+0.0019462i,-0.00092267+0.0019773i,-0.00064111+0.0019023i,0.00012958+0.0016591i,0.00012752+0.001011i,-0.00070532-0.00028464i,-0.00061139-0.00054064i,-0.00048205-0.00031477i,-4.5386e-05+3.196e-05i,0.00059381+0.00052374i,0.00011935+0.00024563i,-0.0005289+0.00065745i,-0.0002259+0.00077475i,0.00045207+0.00034474i,-0.00030359+0.00069428i,-0.00027762+0.00066394i,0.00022558+0.0005416i
0.00072485-0.0016501i,0.00077213-0.0013393i,-0.00019784-0.0017564i,-0.0015395-0.001288i,-0.0015823+0.00077981i,-0.0011706+0.0028014i,-0.00029378+0.0032747i,0.00042838+0.0019635i,0.00039164+0.0010354i,0.0001185+0.00045477i,-3.8774e-05-0.00057782i,8.5639e-05-0.00067179i,0.00041124-3.696e-06i,0.00027041-0.0003521i,-0.00020081-0.00071281i,-0.00010224-0.00074936i,0.00019124-0.0010997i,-0.00054678-0.00038795i,-0.00051439+0.0010018i,-6.6672e-05+0.00060088i,-0.0001591-0.00048419i,-0.00036433-0.00027783i,-0.00047835+0.00012442i
0.00025759+0.00042306i,0.00016068-0.00018687i,7.7425e-05-0.0013411i,0.00013873-0.0011896i,-3.629e-05-0.00023135i,5.4661e-05+0.00065625i,7.7803e-05+0.00069121i,-0.00056965+0.00026853i,-0.00078619+0.0010076i,0.0005346+0.00065819i,0.0012795-0.00015191i,0.00093336-7.6706e-05i,-0.00026805+0.00017421i,-0.00098368+4.7837e-05i,9.6193e-05+0.00017387i,0.00048408+0.00069377i,0.00046302+0.00067883i,0.0010084+0.00030434i,0.000811+0.00024865i,0.00043667+5.0182e-05i,-9.4253e-07+4.6677e-06i,-0.00080501+0.00031666i,-0.000991+6.9093e-05i
0.0024276+0.00032418i,0.0030571-0.0011476i,0.0028558-0.0026284i,0.00084153-0.002128i,-0.0018842-0.00025131i,-0.0020503+0.0012402i,-0.0010902+0.0020964i,-0.00061146+0.0029291i,1.3215e-05+0.0021803i,8.4814e-05+0.0011112i,0.0002466+0.0001007i,0.00084372-0.00056196i,0.0013899+3.9376e-05i,0.0012538+0.0002324i,0.00030063-0.00060465i,-0.00063029-3.2905e-05i,-0.00046992+0.00058575i,3.5311e-05+0.00066536i,0.00027368+0.00039465i,0.00030018+0.0003301i,-0.0002607+0.00027271i,-0.00078268-9.9607e-05i,-0.000152+1.274e-05i
-0.0010416+0.00046159i,2.6724e-07+0.0024473i,0.0010896+0.0033109i,0.0005949+0.0020223i,-0.0010186+0.0011326i,-0.0021584+0.0011375i,-0.0012997+0.0013542i,-0.00057353+0.0015232i,-0.00030864+0.0017545i,0.00028352+0.00083322i,0.00080742+0.00013026i,0.00025247+0.00015167i,-0.00046467-0.00018763i,0.00026224-0.00043412i,0.00055966-0.00031701i,0.00029205-0.00037008i,0.00044195-0.00010883i,-0.00023297+0.0015726i,-0.00077394+0.0014436i,0.00026542-0.00021794i,-1.3441e-05+0.00026518i,-0.0008058+0.00031292i,-0.00010863-9.5331e-05i
-0.00058891-0.00095893i,-0.0011205-0.0014113i,-0.0017402-0.0015749i,-0.0017498-0.00056907i,-0.0013468+0.0015116i,-0.0010294+0.002751i,-0.0004955+0.0030018i,-0.00024169+0.0022096i,-0.0011127+0.0021903i,-0.0013581+0.0013674i,-0.0001861-0.00038069i,0.0002822-0.00023142i,9.815e-06+0.00055064i,0.00029689-0.0003394i,0.00067639-0.0010925i,0.00087173-5.9456e-05i,0.00028469+0.00034067i,-0.00010592+1.7733e-06i,9.2471e-05-0.00042681i,0.00046871-0.00019202i,-6.4027e-07+2.63e-05i,-0.00033745-6.3114e-06i,1.8407e-05+0.00073404i
-0.00028432+0.00028727i,0.0002512-0.00060302i,0.0012666-0.0010255i,0.00053872-0.00084963i,-0.0012233+0.00035618i,-0.0016747+0.0020823i,-0.000155+0.0023226i,0.0007032+0.0015674i,0.00032659+0.0015276i,0.00022225+0.0013591i,0.00026512+0.00036791i,-8.6795e-05-0.00013426i,-0.00025175+2.759e-05i,0.00018567+0.00044545i,0.00050111+0.00035153i,0.00056113+4.5048e-05i,0.00041887+0.00017996i,0.00056362+0.00055135i,0.0010097+0.00092242i,0.0011161+0.00080361i,0.0010623+0.00030189i,0.00072497-2.962e-05i,0.00023894+0.00013977i
0.0015372-6.4389e-05i,0.0014023-0.00056227i,0.0016959+0.000319i,0.0010952-0.00026143i,-0.000421+0.00039942i,-0.00071539+0.0016904i,0.00041378+0.0018546i,0.00057444+0.0019315i,3.0614e-05+0.0019971i,0.00063016+0.00078744i,0.00080067-0.00047478i,7.4338e-05-0.00073818i,2.026e-05-0.00059901i,0.00034403-6.5364e-05i,-0.00028983-0.00020602i,-0.00082022-0.00038367i,-0.00074837-2.1995e-05i,-0.0012477+0.00011809i,-0.0011749-0.00041967i,-0.00069413-0.00070208i,0.0001994-0.00011603i,0.00019297+0.00078704i,-0.0009027+0.00099957i
0.0017253-0.0013366i,0.0023328-0.0011733i,0.0022146-0.0018734i,0.00020337-0.001484i,-0.0017278+9.9449e-05i,-0.0019905+0.002172i,-0.0004734+0.0028066i,0.00043392+0.0019674i,-9.1021e-05+0.00094391i,0.00016686-8.0688e-06i,0.00085713-0.00024166i,0.00048972-0.00027153i,-7.1836e-06-0.00041017i,1.2793e-06-0.00068473i,-0.00047523-0.00084959i,-0.0012181-9.2474e-05i,-0.00091993+0.00038594i,7.2048e-05+0.00026188i,0.00038553-5.8671e-05i,0.0003735-0.00014549i,7.9871e-05-0.00042941i,-0.00015013-0.00054866i,-0.00021073+0.00018857i
0.0023462+0.0015099i,0.0021452+0.00098822i,0.0031733-0.00038976i,0.0013604-0.0013262i,-0.0014799-0.00072477i,-0.001733+0.0006144i,-0.00099098+0.0019945i,-0.0013594+0.0019822i,-0.0012045+0.00096163i,-5.5418e-05+0.00038247i,0.00048016-0.00077817i,7.7323e-05-0.0013251i,-2.5721e-05-0.00031279i,0.00029124+0.00057588i,0.00060989+0.00088517i,0.00074513+0.00086428i,0.00035754+0.0004124i,-0.00014968+0.00043109i,0.00013097+0.00018946i,0.0001445-1.1853e-05i,-0.00037531-0.00086694i,-2.0785e-05-0.0014418i,3.3015e-05-0.00087984i
-9.1443e-05+0.00015912i,0.00053311+0.00084654i,0.0011496+0.00031454i,-4.7959e-05+0.00050776i,-0.0019292+0.0011325i,-0.0016131+0.0022342i,-0.00028349+0.0022161i,-6.2742e-05+0.0013488i,-0.00076783+0.00099426i,-0.00049568+0.00055663i,0.00018891+0.00036203i,1.3251e-05+0.00039426i,-0.00057421-5.0224e-05i,-0.00053995-0.00092822i,-6.9846e-06-0.00049554i,0.00056787+6.2796e-05i,0.00020909-0.00038079i,-0.00077248-0.00057492i,-0.00033572-0.00037824i,0.00029713+3.6573e-05i,1.0957e-05+0.00017237i,0.00024106+6.2549e-06i,0.000494+0.0005513i
-0.00090404-0.00030759i,-0.0010862-0.00088913i,-0.0011617-0.0017743i,-0.0011257-0.002546i,-0.0012429-0.0016443i,-0.001124+0.0003409i,-0.00099156+0.0019556i,-0.00063704+0.0017178i,-0.00034345+0.001382i,0.00033592+0.00079114i,0.0014542-0.00033849i,0.0011563-0.0011964i,0.00051909-0.00069801i,0.00045511-0.00041017i,0.00050748-0.00071022i,-0.000419-0.00015455i,-0.0012582-4.5634e-05i,-0.00096484-0.00019675i,-0.00059121+0.00044058i,0.00029973+0.00058575i,0.00087213+0.00075199i,4.8022e-05+0.00036328i,-0.00037277+0.0001203i
0.00025519-0.0003348i,0.00059212-0.0018466i,0.00085414-0.00099707i,0.00053295+0.00027914i,5.4124e-05+0.00041363i,-0.00019346+0.00068227i,-0.0004458+0.0019242i,-0.00090532+0.0026064i,-0.0010776+0.0019611i,-0.00014077+0.00076853i,0.0003517-0.00043793i,0.00044301+3.4241e-06i,0.00083457+0.00084292i,0.00094573+0.001086i,2.1247e-05+0.0010052i,-0.00023323+0.00023358i,0.00016495+0.00017791i,-0.00026793+0.0010328i,-0.00038314+0.001212i,0.00015481+0.00061609i,0.00064851+0.00031866i,0.00033312+0.00024299i,-0.00023138-0.00025392i
0.0016754+0.0016613i,0.0018743-0.00011645i,0.0030589-0.0023474i,0.002198-0.0023879i,0.00023383-0.00056073i,-0.0019136+0.0015544i,-0.0020641+0.0021996i,-0.00039669+0.0018127i,-0.00015011+0.0015358i,0.00034715+0.0002162i,0.001059-0.00057671i,0.00067914-0.00057232i,0.00020936-0.00025161i,0.00053047+0.00034604i,0.00054579+0.00022207i,-0.00016654+0.00013058i,-0.00055045-8.9153e-05i,-0.0007088-0.00020791i,-0.00081484+0.00092988i,-0.00065802+0.0011072i,-0.00026283+0.00044016i,-0.00021455+0.00057638i,-0.00045614+0.00036344i
0.00044603+0.0029192i,0.00058427+0.0029836i,0.0022795+0.0025185i,0.0016412+0.00073854i,-0.00011512+0.00062173i,-0.00093163+0.0023508i,-0.00061696+0.0038511i,-0.00066002+0.0038148i,-0.00088207+0.0023439i,-4.5911e-05+0.0012103i,0.00037088+1.4578e-06i,-0.00022181-0.00023234i,-0.00084048+7.3365e-05i,-0.00055262+0.0005302i,7.7438e-06+0.0009363i,0.0007065+0.000744i,0.00076778+0.00050191i,0.00024862+0.00025487i,0.00047563-0.00044071i,0.00054851-0.0010399i,-0.00030329-0.00065501i,-0.00058909+2.0179e-05i,-0.00044045+0.00041061i
0.00095723+0.00070166i,0.00012153-7.515e-05i,-0.00055333-0.00097161i,-0.00094777-0.00056661i,-0.0019571+0.00081614i,-0.0028747+0.0020053i,-0.0021232+0.002197i,-0.0012628+0.0017601i,-0.00070474+0.00095105i,-5.5095e-05+9.9306e-05i,0.00042163-0.00033426i,0.00037493-0.00036834i,-9.2106e-06-7.7046e-05i,-0.00036012+0.00017523i,0.00033671-0.00024052i,-9.2615e-05+4.3823e-05i,-0.0010254+0.00039863i,-0.00060911+0.00043082i,-0.00073342+1.1137e-05i,-0.00055327+0.0001371i,-2.9611e-05+0.00018607i,0.0001434-1.718e-05i,3.3682e-05+0.00015759i
0.00032195-0.0008093i,0.0012432-0.0020924i,0.0014009-0.0026554i,0.00080165-0.0014818i,-0.0010713+0.0006165i,-0.0020501+0.0020629i,-0.001201+0.0029252i,-0.00091087+0.0024912i,-1.3549e-05+0.0012326i,0.00074828+0.00059615i,9.6289e-05-0.0001182i,-0.00035178-0.00035692i,-0.00011177+0.00019046i,0.00046779+0.00029444i,-3.7449e-05+0.00029307i,-0.00036331+0.00033917i,0.00035767-0.00020752i,0.00011888-0.00050577i,-0.00074492-0.00026339i,-0.0007128-0.0001266i,0.0001442-4.9541e-05i,0.0008735+4.1342e-05i,0.00036942+0.00032166i
0.0014387-0.00065997i,0.0024656-0.0011542i,0.0013972-0.0016273i,-0.00077423-0.0011743i,-0.0014916+5.8236e-05i,-0.0015826+0.001077i,-0.0012497+0.001567i,-0.00089952+0.0013575i,-0.00068035+0.0011062i,-0.00014528+0.00091891i,-1.1453e-06+0.00044508i,-0.00048599-0.00017755i,5.2979e-05-0.00074004i,0.00076316-0.00011108i,0.0003429+0.00032159i,-0.00027607-0.00030516i,-0.00061424-0.00033917i,-0.00024173-6.8627e-05i,0.00053972-0.00013694i,0.00072208-0.0011636i,0.00087028-0.0010834i,0.0012751-4.3589e-05i,0.0010292+0.00076782i
0.0019985+5.4175e-05i,0.0018053-0.00047961i,0.001283-0.00087118i,-0.00021987-0.00081069i,-0.0015487+0.0003972i,-0.0012887+0.0012098i,0.00011914+0.0022085i,0.00072898+0.0021414i,0.00096204+0.0014529i,0.0010023+0.00062255i,0.00070842-0.0011427i,5.5944e-05-0.0011313i,-0.0003752+0.00024992i,0.00024073+0.0001245i,0.00081055-0.00022117i,0.00045612+0.00031759i,-0.00022634+0.0009008i,-0.00036365+0.0011345i,-0.00036719+0.00051661i,-0.00063478+0.00013388i,-0.00028216+0.00032823i,0.00024716+0.00023395i,3.2109e-05+0.0003632i
