-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
-0.00079923-0.00051199i,-0.00067498+0.00015189i,0.00074897+9.3866e-06i,0.00099818-0.00084562i,0.00054123-0.0010753i,0.00028487-0.0018124i,1.9041e-05-0.0015184i,-0.00059029-0.0010363i,-0.0010271-0.00047875i,-0.0010343+6.428e-05i,-0.0001848+0.00039776i,0.00096405+0.0005114i,0.00065811-9.7436e-05i,-0.00032695-0.00037041i,-0.0003955-7.9234e-05i,-5.6423e-05+4.2605e-05i,-0.00014104+0.00023685i,-0.0003502+0.00018025i,8.313e-06-0.00053969i,0.00063709-0.00062269i,0.00056481-0.00036794i,0.00045763+2.4398e-05i,0.00022286+5.3724e-05i
-0.00098925-0.00044748i,-0.0019893+0.00032935i,-0.002519+0.00059385i,-0.0016753+0.00014902i,-0.00051312-5.5512e-05i,-0.00013918-0.00025849i,7.7291e-05-0.00032528i,0.00010611-0.00010428i,-0.00057457-0.00028184i,-0.00086979-0.00037519i,-0.0003823+0.00033586i,-0.00036348+0.00070898i,-0.00047011+0.00081845i,-0.00057022+0.00042438i,4.4441e-05-0.0010887i,-4.5232e-05-0.00041607i,-0.00064925+0.00038481i,-0.00036341-9.2157e-05i,1.1235e-06-0.00021957i,-0.00079862-0.00029959i,-0.00085613-0.00013094i,2.565e-05-6.2251e-05i,0.00035664+0.00070039i
-0.00027206+0.00058508i,0.00069193+0.00020931i,0.0019625-0.00080715i,0.0018643-0.0016052i,0.00048339-0.0012815i,-0.00046196-0.00074733i,-0.00066434-0.00021781i,-0.0011676-0.00010137i,-0.0017523-0.00024875i,-0.00086442-0.0010765i,-3.8579e-05-0.0018806i,-0.00013324-0.0016848i,0.00025692-0.0001634i,0.00044974+0.0010695i,0.0006372+0.0010691i,0.001061+0.00071125i,0.0002865+0.00044899i,-0.00027981+0.0005026i,-0.00012563+0.00017391i,0.00020363-0.00035423i,4.9178e-05-0.00050111i,-0.00039121+0.00068342i,-0.00053627+0.0011299i
-8.0104e-05+0.00013578i,-4.8423e-05-0.00022447i,-0.00065296-0.00090529i,-0.0010704-0.0013339i,-0.0010184-0.0006047i,-0.0011887+6.9385e-05i,-0.001112+0.00012659i,-0.00080822-0.00055649i,-0.0011595-0.001241i,-0.0012891-0.00042979i,-0.00094256+0.00053784i,-0.0008031+0.00044903i,-0.00028966+0.00030105i,0.00048862+0.00064911i,0.00086819-0.00014363i,0.00044908-0.0012867i,0.00056473-0.0011779i,0.00033264-0.0010279i,-0.00031577-0.00063469i,-0.0010766-0.0002762i,-0.0012898-0.00032469i,-0.00073215-0.00013854i,0.00026833+0.00032242i
-0.00031858-5.0969e-05i,-0.00023078+0.00038488i,-3.0328e-05+0.00077736i,-5.2671e-05+0.0008753i,-5.9528e-05+7.6319e-05i,8.9441e-05-0.00085088i,-8.4267e-05-0.0013127i,-0.00057794-0.0010188i,-0.00081572-0.0007721i,-0.00090617-0.00033018i,-0.0009737-8.848e-05i,-0.0012091+7.7953e-05i,-0.0004735+0.00033262i,0.00062913+0.0010931i,0.00072258+0.0011593i,0.00034477+0.00050428i,5.0136e-05+0.00014843i,0.00032288+0.00012792i,0.000936-0.00038625i,0.0010158-0.00097375i,0.00075895-0.00040452i,-7.5138e-05+0.00030412i,-0.00093248+0.00016948i
-0.001336-0.00042582i,-0.00084585+6.9945e-05i,-0.00028323+0.0020018i,0.00049308+0.0028256i,0.00082783+0.0024903i,0.00027926+0.0012415i,0.00011114+0.00033957i,-5.7888e-05+6.2856e-05i,-0.00096276-0.00051919i,-0.0008989-0.00038965i,-0.00012039+0.00035293i,0.00075819+0.00056i,0.00070692+0.00025123i,-0.00011284-0.00038811i,-0.0004154-0.00046439i,-0.0005053-0.00048304i,2.9889e-05-0.00051832i,-1.6445e-06-0.00045665i,-0.00016325-6.7228e-07i,-0.00030922-0.00031139i,-0.00066608-0.00078669i,-0.00085274-0.0003732i,-0.00011964-0.00025599i
0.00052146+0.00041006i,0.00031914-4.9372e-05i,-0.00032432-0.0019583i,-0.0014392-0.0026113i,-0.0012331-0.0018082i,-8.9431e-05-0.00041656i,0.00060803-0.00016952i,0.00010446-0.00059614i,-0.00014127-0.0005343i,-2.4049e-05-0.0007414i,-0.00048934-0.00092792i,-0.00077141-7.3554e-05i,-0.00063134+0.0015325i,-0.00059619+0.0012182i,7.887e-05-0.00053095i,0.00049417-0.00047089i,0.00014176+7.244e-05i,0.00014509-0.00015303i,0.00019026-0.00031147i,0.00037412-0.00021554i,0.00034335+0.00020141i,0.00068292+0.00066971i,0.0010755+0.0004361i
-0.0012552-0.00076752i,-0.0015592-0.0014196i,-0.0028793-0.00088652i,-0.0025938+0.00096075i,-0.0017443+0.0024082i,-0.0011019+0.0021723i,-0.00073938+9.3989e-05i,-0.00088878-0.001057i,-0.0015044-0.00088197i,-0.00091343-0.00058236i,0.00024479-7.0314e-05i,0.00046928+0.00044606i,0.00023151-0.00014819i,0.0002108-0.00064551i,-0.00020275+0.00025992i,-0.00061885+0.00033959i,0.00015594-0.00067108i,-5.3878e-05-0.00066786i,-0.00033647-0.00030526i,2.6017e-05-0.00027966i,0.00035775-0.00041872i,0.00020574-0.00040201i,1.1353e-05-0.00010286i
-0.0010721-0.00075065i,-0.001035-0.0013634i,9.9125e-05-0.0019301i,0.00047265-0.0019177i,-8.0165e-06-0.0014i,-0.00033733-0.0012216i,-0.00053136-0.0010612i,-0.00085144-0.00087282i,-0.0014198-0.00087268i,-0.0016301-0.00033521i,-0.00077632+0.00078167i,-0.00031498+0.0013325i,-0.00063859+0.00039332i,-0.00016371-0.00063852i,0.00024321-0.001185i,0.00020552-0.00069367i,7.5994e-05-5.5685e-05i,6.1902e-05+0.00015469i,3.0729e-05+0.00022797i,-0.00064834-0.00019092i,-0.00039719-0.00043223i,-0.00017367-9.9236e-05i,-7.3558e-05-4.4973e-05i
0.00015975-0.00023967i,-0.00085897-0.00050103i,-0.0016609+0.00011865i,-0.001235+0.00078531i,-0.00018747+0.00074447i,-0.00055137+0.00076074i,-0.00089194-1.7213e-05i,-0.00071645-0.0005782i,-0.0005303-0.00053356i,-0.00041321-0.00016033i,-0.00057316+0.00013054i,-0.00047335+0.00021789i,-0.00037295+0.00022569i,-0.000631+0.00026809i,-0.00046831+0.00048981i,-0.00023338+0.00039982i,-6.4655e-06-4.3442e-05i,0.0007906+4.8578e-05i,0.00061443+0.00029314i,0.00012817+0.00013479i,0.0005099-0.00015647i,0.00039412-0.00069158i,0.00024884-0.00034863i
0.0012761-0.00042305i,0.0012083-0.00038292i,0.00041885-0.00058285i,-0.00036365-0.00077044i,-0.0013401+3.2822e-05i,-0.0015479+0.00029492i,-0.00043029-0.00027183i,7.9179e-05-0.0011891i,-0.00064905-0.0015129i,-0.00071377-0.00057785i,-0.00026447+0.00057708i,-0.00039185+0.00095285i,-0.00063924+0.0012965i,0.0002078+0.001491i,0.00056976+0.0010054i,0.00012366+0.0003962i,-6.3176e-05-0.000292i,-7.4107e-07+0.00023767i,0.00055602+0.00060203i,0.00049155+0.00069944i,3.222e-05+0.0006716i,-8.5543e-05-0.00014083i,1.9765e-05+4.3488e-05i
0.00056337+8.5582e-05i,-3.8211e-05-0.0010089i,-0.00064381-0.0015312i,-0.0003658-0.00086361i,4.7748e-05+4.9216e-05i,0.00037598+0.00082993i,6.1239e-05+0.00082408i,-0.00073129+0.00024555i,-0.0017358-0.0002093i,-0.0013678-0.00053194i,-0.00073136-0.00061259i,-0.00051247-0.00070118i,0.00017931-0.00066972i,0.00054943-0.00010734i,-0.00028228+6.3673e-05i,-0.00051693-0.00013043i,0.00016007-0.00025168i,0.00088637-0.00012351i,0.00062625+9.7388e-05i,0.00052402-1.7882e-05i,0.00087188-0.0004403i,0.001175-8.259e-05i,0.0012565+0.00054452i
-0.00022654+0.0015198i,-0.00088091+0.0019412i,-0.00011177+0.00099758i,0.00057811-0.00041633i,-0.00062817-0.0016244i,-0.0012273-0.001418i,-0.00057491-0.00084371i,1.928e-05-0.00076808i,-0.00019926-0.0002477i,-0.0012286-0.00011932i,-0.0011047+7.0583e-05i,-0.00040113+0.00058925i,8.3431e-05+0.00049008i,0.00030588+0.00050013i,0.00060703+0.0001569i,0.00075634+0.0002535i,0.00029009+0.00044553i,0.0003531-3.4477e-05i,2.5759e-05-4.412e-06i,-0.00087933+0.00040999i,-0.0012424+0.00047681i,-0.0013456+0.00022474i,-0.00084656+9.0926e-05i
-0.0015617+0.00032467i,-0.0014038-0.0001537i,-0.00036528-0.00070271i,0.00029317-0.0011178i,-0.00019653-0.00070953i,-0.00042172-0.00028574i,-2.1334e-05+0.00013429i,-7.6638e-06+7.1764e-05i,-0.00011806+0.00022262i,-0.00069029+5.9343e-05i,-0.00080113-2.4192e-05i,-0.00073666+0.00070868i,-0.00054082+0.00096449i,-0.00035181+0.00067566i,-0.00088678+0.00043767i,-0.00072891+0.00027384i,-0.00019386+0.00045689i,0.00034527+0.00073231i,0.00054431+0.00029033i,0.00054944-0.0006685i,0.00010477-0.00045265i,-0.0003485-4.3664e-05i,-0.00027483-3.9897e-05i
0.00054171+0.0005332i,0.00092731-0.00030069i,0.00054994-0.00075495i,-0.00051338-0.00063096i,-0.00042968-0.00011158i,-0.00026761-1.8677e-05i,-0.00039536-0.00078262i,-0.00020232-0.0013226i,-0.00019377-0.00064675i,-0.00010429+0.00064001i,-0.00025309+0.0010798i,-0.00045831+0.0009731i,-0.00013039+0.00076206i,-0.00017988+0.00058989i,-0.00035186+0.00064756i,0.00025393+0.00081689i,0.00099391+0.0007653i,0.00059883+0.00058398i,-0.000643+2.75e-05i,-0.00065384-0.00027645i,0.00021438-3.2862e-05i,0.00055832-6.5327e-05i,4.5087e-05-3.6167e-05i
0.00096945+0.00011154i,0.0019202-0.00012064i,0.001263-0.00083631i,0.00091869-0.0013816i,0.0010158-0.0015262i,0.00020026-0.00085682i,-0.00063116-0.00034049i,-0.00029533-0.00045726i,-4.0278e-05-0.00052783i,-0.00049447-0.00057621i,-0.00082446-0.00015437i,-0.00065504+0.00066647i,-0.00010915+0.00069368i,4.3453e-05+0.00025705i,-0.00041607-0.00013216i,-0.0006352-0.00092053i,-0.00076257-0.0011239i,-0.00032789-0.00052691i,-0.00029867+7.5971e-05i,0.0001+0.00019902i,0.00052803-0.00018392i,0.0002659+0.00050513i,-0.00017824+0.0011237i
0.00056404-0.00026305i,0.0012007+0.00086353i,0.0005873-0.00019742i,-0.00093976-0.0014354i,-0.0013064-0.0012936i,-0.0013514-0.00046354i,-0.00034346-0.0005463i,0.00028358-0.0013925i,-0.00096234-0.0016549i,-0.0017267-0.00092427i,-0.00086132-0.00047117i,0.0002662-6.8145e-05i,0.00027946+0.00038949i,1.3145e-05+8.4524e-05i,0.00054038+0.00046903i,0.0010896+0.0012325i,9.7578e-05+0.0010596i,-0.00078004+0.00072678i,-0.00067959+0.000579i,-0.00026514+3.5598e-05i,-0.00018308-0.00045711i,-2.4328e-05-0.00057037i,-6.5499e-06-0.00016509i
1.6809e-05+0.0002349i,0.00039216+2.8694e-05i,0.0011974-0.00027255i,0.0019041-0.00072244i,0.0013063-0.0005636i,0.00011333-0.0004145i,-0.00075336-0.00048223i,-0.001367-6.9246e-05i,-0.001139+0.00015824i,-2.5477e-05-3.7685e-05i,0.00029343+9.5866e-05i,-0.00061037+0.00018337i,-0.0010739+0.00024697i,-0.00056619+0.00019938i,-0.00089507+0.00021599i,-0.00081608-0.00014206i,-0.00050974-0.00087404i,7.9418e-05-0.00043687i,0.00048413+0.00055572i,0.00066284+0.00064853i,0.00074766+0.00040548i,0.00033966+1.3547e-05i,0.00021862-4.8311e-05i
6.2463e-05+0.00038228i,0.00090409+0.0007705i,0.0010347+0.0006918i,0.00014531+0.0001458i,-7.5822e-05-0.00034527i,0.00020113-0.00078502i,0.0002703-0.0016639i,0.00039577-0.00099157i,-0.00013827-0.00029864i,-0.00086042-0.00055005i,-0.00065545-0.00043513i,-9.5343e-05+0.00015954i,0.00011554+0.00027235i,0.00023874-0.00012727i,0.00079835-0.00018011i,0.00093372-0.00047419i,0.00075114-0.00072335i,7.7603e-05-0.00042281i,-0.00031212-0.00010912i,0.0001061+0.00036749i,0.00020893+0.00040058i,0.0005947-5.2261e-05i,0.00080042+0.00038917i
-0.0010838-0.00034652i,-0.001566-0.00016584i,-0.0018594+0.00062797i,-0.0017328+0.0010634i,-0.0012397+0.00035678i,-0.0011475-0.00068959i,0.00021186-0.0010304i,0.00087361-0.0010697i,-0.00060983-0.00097902i,-0.00045339-0.00062878i,0.00014191+0.00040829i,-0.00015781+0.00088415i,-0.00016213-0.00049814i,0.00049981-0.0011644i,0.00050406-0.00063079i,-3.8958e-06+0.000272i,0.00013237+0.00099036i,-0.00039878+0.00083063i,-0.00056529-7.3307e-05i,-0.00021174-0.0003782i,-0.00031178-0.00016319i,-0.00081437+5.3455e-05i,-0.00075008+0.00079954i
0.0020196-0.0011956i,0.001157-0.0021892i,0.00036057-0.0033543i,-0.00048092-0.0038883i,-0.00074018-0.0024216i,-0.00072533-0.00039971i,-0.0011918-0.00062563i,-0.0014995-0.00048823i,-0.0010203+0.00032692i,-0.00050914+0.00036122i,-7.5329e-05+0.00037708i,0.00031621+0.0003014i,0.00016666-8.6793e-05i,0.00022062+0.00054963i,3.9739e-05+0.00053554i,-0.00011735-0.00024277i,0.00011675-0.00053826i,0.00042171+0.00011373i,0.00052511+0.00095076i,0.00035564+0.00084831i,-0.00016348+0.00020826i,-8.9044e-05-2.4194e-05i,0.00074458+0.00017037i
0.0011579+0.00025323i,0.00040713-0.00029131i,-0.00040261-0.00091791i,-0.00054494-0.0001412i,-0.00070525-0.00017925i,-0.0003236-0.00093655i,0.00056151-0.0014438i,0.00029783-0.0014657i,-0.00027212-0.00081574i,-0.00105+7.6194e-05i,-0.0017731+0.00064258i,-0.0012656-0.00026167i,-0.00050088-0.00067189i,-0.00036456-7.7238e-05i,0.00021202+0.00021473i,0.00055125+0.00068329i,-0.00016426+0.00054508i,-0.00084965-0.00013939i,0.00028444-0.00017159i,0.0010499+0.00025702i,0.0010357+0.00053768i,0.00099757+0.00039058i,0.00043988+0.00063002i
-0.00074695-0.00033347i,-0.00073476+0.00060929i,-0.00036771+0.00093707i,-0.00011293+0.00031202i,-0.00065478-5.7383e-05i,-0.0010261+0.00045457i,-0.0007664+0.00054253i,-0.00070052+0.00080721i,-0.0012066+0.00091002i,-0.0014682+0.00014253i,-0.0012228-0.00017718i,-0.00049734+0.00032065i,-3.1455e-05+0.00048415i,-4.3526e-06+0.0004732i,0.00015095+0.00047681i,-0.00026141-1.5085e-06i,-0.0007087+0.000875i,-0.00059906+0.0011497i,-0.00073502-8.3018e-05i,-0.00081926-0.0003716i,-0.00032434+0.00062293i,-0.00010648+0.00057579i,-0.00061687-0.00019911i
0.0005054-9.9221e-05i,2.4158e-05-0.00021767i,-0.00020185+0.00069071i,0.00069712-0.00029728i,0.0003179-0.0015558i,7.2356e-06-0.0010491i,0.00065381-0.00019557i,0.00061926-0.00053731i,0.00013671-0.00078694i,-0.00011017-0.00083728i,-0.0001976-0.0004043i,-0.00086447-1.9706e-05i,-0.0013406-2.6927e-05i,-0.0008417-2.579e-05i,-7.256e-05+0.00050495i,7.9468e-05+0.0013206i,1.8611e-05+0.00066329i,0.00055034-4.0506e-05i,0.00071344+0.00038586i,0.00024145+0.00054599i,0.00020366+0.00094334i,0.00024593+0.0004232i,-3.0514e-06+0.00011381i
-0.00084065+0.00037918i,-0.0014982+0.00049294i,-0.0013787+9.2058e-05i,-0.001182-7.4428e-06i,-0.0012015+0.00034391i,-0.00099064+0.00076778i,-0.00046986-9.9108e-05i,2.2049e-05-0.0011898i,-0.00013806-0.001188i,-0.00015645-0.00017098i,0.00019439+0.0001432i,-7.0941e-05-0.00046545i,7.8035e-05-0.00065199i,0.00075071-2.0475e-05i,0.00060501+9.7382e-05i,0.00074523-0.00080147i,0.00097225-0.00068069i,0.0006769+0.00032719i,-0.00010948+0.00057873i,-0.00037596+0.00035893i,-0.00029716+0.00017701i,-7.2532e-05-0.0005605i,0.00060267-0.00077279i
-0.00041584+3.4083e-05i,-0.0010303-0.00027692i,-0.0014057-0.00065624i,-0.00097989+0.00031406i,-0.00031288+0.00023377i,-0.00052739-0.00055309i,-0.00072724-0.0012312i,9.9238e-07-0.0012347i,-0.00039465-0.00073944i,-0.0014094-0.00045147i,-0.0010816+0.00016517i,-3.627e-05+0.00055949i,0.00069231+0.0010069i,0.00035857+0.0018722i,-3.1043e-05+0.0010536i,-0.00017598-0.00041524i,-0.00028256+0.00016826i,-0.00022693+0.0002811i,7.978e-05-0.00049698i,7.3518e-06-0.0004421i,-0.00017883+9.3417e-05i,-0.00073864+0.00078472i,-0.0007808+0.00088632i
0.00098084+4.6047e-05i,0.00053886-0.00048166i,0.00088076-0.0017299i,-0.00060245-0.0029906i,-0.0015786-0.0023468i,-0.00060998-0.00077302i,0.00014301-0.00030066i,1.3686e-05-0.0010661i,-0.00036824-0.0011599i,-0.00055897-0.0010077i,-0.0010976-0.00079651i,-0.0011367-0.00029317i,-5.9548e-05+0.00081817i,0.00021826+0.0012728i,-0.00027158+0.0008125i,-0.00050087+0.00077357i,1.4184e-05+0.00050039i,2.0654e-05-0.00037987i,-0.00024581-0.0005137i,-0.00010966-0.00054508i,-4.3786e-05-0.00087708i,-0.00044134-0.00049648i,-0.00079734-0.00056585i
0.0014477+0.001022i,0.0012736+0.00069257i,0.001026-0.00027554i,0.00066548-0.00087288i,0.00047342-0.0011596i,0.00015774-0.0011278i,0.00010748-0.00017657i,-8.0971e-06-0.00024745i,-5.7942e-05-0.0010959i,-0.00073869-0.00058232i,-0.00075208+0.00045691i,-0.00083309+6.9907e-05i,-0.00063703-0.00035795i,-5.4783e-06+0.00046715i,0.00038532+0.00055861i,0.00058255-0.00016364i,0.0011795-0.00064332i,0.0017926-0.00043774i,0.0011026+4.9545e-05i,9.5406e-05+0.00028103i,-0.00064806-0.00035221i,-7.24e-05-0.00050173i,0.00029603+0.00022198i
-0.0013538-0.00085971i,-0.0014385+0.00038731i,-0.001261+0.00071935i,-0.0012813+0.00028189i,-0.0011853+0.00027979i,-0.00015546+6.3745e-06i,0.00032286-0.00019732i,0.00052126-0.00068222i,0.00011193-0.00049422i,-0.00057617+3.0216e-05i,-0.0007526-0.00070521i,-0.00014881-0.00032598i,0.00061953+0.00093117i,0.00085578+0.00037191i,0.00083159-0.00014437i,0.00058295+0.00061132i,-6.224e-07+0.0010603i,-8.0806e-05+0.00069123i,-0.00030593+0.00046753i,-0.00087449+0.00017342i,-0.00070374+0.00013637i,-0.00091046+0.00036179i,-0.0012151-0.00030913i
-0.0018405+4.0805e-05i,-0.00096486+0.00014148i,-0.00087231+0.00067895i,-0.00037417+0.00021257i,0.0016278-0.00074368i,0.0020558-0.00098917i,0.00034548-0.0013716i,-0.00071097-0.0015126i,-0.00067737-0.00076216i,-0.00043549-0.00012911i,-0.00033079+6.653e-05i,0.00028041-0.00014465i,0.00060771-0.00039187i,0.00057506-0.00054857i,0.00025056-0.00024959i,-9.5297e-05-0.00018738i,-0.00014986-0.00028042i,-0.00011154-0.0001297i,0.00015562+5.5089e-05i,0.0001212-0.00025656i,-0.00041082-0.00015591i,-0.00042026+0.00021504i,-0.00046654+0.00034102i
0.00035635-3.7511e-05i,-0.00020257+0.00036213i,-0.00071794+0.0014794i,-0.00029705+0.0023608i,-0.0012765+0.0017536i,-0.0014145+0.00090403i,-0.00065231+0.00033728i,-0.00068355-0.0002654i,-0.00068869-0.00034538i,-0.00054833+0.0001978i,-0.00027197+0.00082436i,0.00026522+0.00017038i,-0.00010114-0.0008632i,-0.00069872-0.00078034i,-0.00097883+6.0833e-05i,-0.00073076+0.00034964i,0.00015811+0.00013712i,0.00047451-0.00012344i,0.000573-0.00033786i,0.0002371-4.8965e-05i,-0.0006344-7.6463e-05i,-0.00074444-0.00013513i,-0.00021608-0.00021542i
-4.6551e-05+0.0015991i,0.00038652+0.0019473i,0.00052529+0.0020353i,0.0011158+0.0013677i,0.0018911+0.00079508i,0.0012787+0.00017337i,0.00086634-0.001283i,0.00084154-0.0017036i,-0.00022298-0.0009785i,-0.0010225-0.00013797i,-0.00092895+0.0001794i,0.00016536-0.00047719i,0.00026149-0.00034756i,-0.0002433-0.00030779i,-3.737e-05-0.00020068i,0.00019695+6.0947e-06i,-0.00013868-0.00015588i,-0.00021193-0.00038674i,9.449e-05-0.00033409i,0.00029594+0.00038797i,0.00031758+0.00059678i,9.8243e-05+0.00053902i,-0.00028486+0.00062146i
-0.0019663+0.00011524i,-0.0024325-8.8752e-05i,-0.0028495-0.0007677i,-0.0035364-0.00063293i,-0.0034855-0.00045962i,-0.0017357+0.00018824i,-0.00056672-0.00022441i,-0.00048885-0.0011698i,-0.00034496-0.0015217i,0.00044069-0.0015442i,1.746e-05-0.0013635i,-0.00058946-0.0013778i,-0.00044035-0.00083627i,0.00052688-7.7487e-06i,0.0010404+0.00045346i,0.00023125-0.00040265i,0.00032986-0.0011872i,0.00039543-0.00099343i,-0.00052747-0.00041162i,-0.0003648-0.00044857i,0.00017166-0.0005098i,0.00020902+9.7388e-05i,0.0010744+0.0004564i
0.00079206+0.000869i,0.0014093+0.00034591i,0.0035148-0.00049225i,0.0037547-0.0013149i,0.0019906-0.0012984i,-0.0004211-0.0011222i,-0.00098479-0.0013887i,-0.0003959-0.0011322i,-0.0007947-0.0012981i,-0.001038-0.0016023i,-0.00023818-0.0014164i,0.00014713-0.00057365i,-0.00015924+0.00067002i,4.0039e-05+0.0010593i,0.00050211+0.00077089i,0.00066679+0.00043115i,0.00078318-0.00057714i,0.00076027-0.00099329i,0.00020502-0.00077096i,0.00074955-0.00032652i,0.00071998+0.00065373i,-0.00047806+0.00063552i,-0.00075503-0.00040745i
-0.00028911-0.00059529i,8.6144e-05-0.00018624i,0.00018349+0.00068732i,-0.0013201+0.00065992i,-0.0023753+0.00022418i,-0.0016872-0.00029448i,-0.00099143-0.00066417i,-0.0010882-0.00069027i,-0.00089104-0.00044925i,-0.00057618+0.00015277i,-0.0010606+0.00033588i,-0.00082555-0.00013954i,-3.6782e-05-0.00026598i,0.00047581-0.00019557i,0.00058831-0.00062552i,0.00093389-0.00058635i,0.0014869-0.00027536i,0.0013152+0.0001946i,0.00054161+0.00054793i,-5.4387e-05+0.0010199i,1.1836e-05+0.001598i,0.00028784+0.0017735i,0.00039565+0.00044989i
-0.0010528-0.00054915i,-0.0011559-0.00034491i,-0.0014881-0.0008792i,-0.0012396-0.00084337i,-0.00099231-0.00058479i,-0.00067403+1.0285e-06i,-0.00050342+0.0002721i,-0.00056218-0.00055386i,-0.00070416-0.00050081i,-0.00033822+1.8188e-05i,0.00031287+0.00063075i,6.8713e-05+0.00051884i,-0.00053646-0.00021972i,8.7224e-05-0.00027326i,0.00076603-0.00044514i,0.00029289-0.00066839i,-7.4927e-06+0.0002082i,0.00038105+0.00070619i,0.00067543-0.00012992i,-0.00023758-0.0010313i,-0.00050623-0.00087544i,0.00014395-0.00032381i,0.00034484-0.00036554i
-0.00056441+0.00065001i,-0.0012868+0.00020742i,5.0965e-05-0.00059309i,0.00028966-0.00020549i,-0.00045138+0.00038442i,-0.0010428+0.00022786i,-0.0010086+0.00021338i,-0.0009385-5.1549e-05i,-0.00053747-0.00021619i,-0.00038099-0.00050207i,-0.00061137-0.00095318i,-9.8463e-06-0.0010391i,0.000486-0.0008787i,0.00014104-2.8858e-05i,0.00042348+1.156e-05i,0.00077115-0.0009436i,0.00016975-0.00045134i,0.00010266+0.00017888i,0.00027033+9.6235e-05i,2.6886e-05+0.000597i,-0.00077025+7.2534e-05i,-0.00071393-0.00074551i,6.2242e-05-0.00046668i
0.0003391+0.0001328i,0.00057989+0.00055327i,0.0012898+0.00033969i,0.00080946+9.2838e-07i,-0.00023194-0.00053432i,-0.0010081-0.00066846i,-0.00038295-0.00035142i,0.00037082-0.00072425i,1.5939e-05-0.0010582i,-0.00090433-0.00070711i,-0.0012108+0.00010263i,-0.00038459+0.00042899i,0.00037361-4.9722e-05i,0.00021974+0.00015472i,4.5365e-05+0.00064411i,0.00029248+0.000485i,0.00093174+0.00032898i,0.00043549+0.00029231i,-0.00026934-0.00031388i,-0.00031609-0.00090145i,9.5814e-05-0.0011342i,0.00025339-0.0007778i,0.00066023-0.00025487i
0.00062398+1.0966e-05i,0.00082061+0.00041416i,0.00081531+0.00029365i,0.00071934-0.00025262i,0.00070423-0.00046988i,0.00069813+1.9161e-05i,0.0002088-0.00071383i,0.00022842-0.0012516i,-0.00028296-0.0012521i,-0.0010846-0.0011049i,-0.0011819-0.00086244i,-0.00061659-0.00088334i,-0.00069633-0.00062191i,-0.00023358-0.00010973i,0.000402+0.00036801i,0.00049176+0.00017876i,0.0010789+0.0001885i,0.001273+0.00059777i,0.00044106+0.00094461i,8.2379e-05+0.0007176i,5.9786e-05+0.00034759i,0.00023605+0.00027834i,2.3052e-05+0.00046521i
0.00062336-0.00119i,-3.561e-05-0.00095757i,-0.00021203-0.0013059i,-0.00081271-0.0017157i,-0.00070137-0.0017548i,0.00010339-0.00045842i,0.00024684+0.00051119i,0.00014723+0.00060207i,-0.00057535-3.1508e-05i,-0.0013393-0.00067354i,-0.0017308-0.00045942i,-0.001373-0.00023452i,-0.00017777-0.0002594i,0.0002313-0.00045784i,0.00032975-0.00058288i,0.00026808-0.0011469i,-2.8912e-05-0.0019297i,0.00015418-0.0015015i,0.00038255-0.0004942i,7.1081e-05+0.00024961i,-0.00019618+8.9003e-06i,-0.00044732-5.2321e-05i,-0.00076002+0.00010294i
-0.00046007+0.00030544i,-0.00039761+4.1853e-05i,0.00012804-7.3602e-05i,0.00075158+0.00023352i,-0.00016961-0.00012595i,-0.00031441-0.00080969i,-2.6454e-05-0.00077778i,-0.0010587-0.00049139i,-0.0012332-0.00051442i,-0.00015922-0.00043109i,0.00011535+5.5788e-05i,-0.00034542+0.00046821i,-0.00041995+0.00036384i,-0.00043084+5.3964e-05i,-2.3965e-05+6.527e-05i,0.00015253+0.00033694i,-0.00038584+0.00048643i,-6.4449e-05+0.00010629i,0.00034688-0.00074527i,0.00031724-6.0166e-06i,0.00061357+0.0013357i,0.00059885+0.001251i,-0.0002273+0.0010435i
0.00016516-0.00063326i,0.00098848-0.0010414i,0.00041184-0.0011108i,-0.00076113-0.0006086i,-0.0011857-0.0004349i,-0.0003315-0.00034788i,0.00056438-0.0005419i,0.00082194-0.00075608i,0.00018957-0.00092295i,-0.00066317-0.0011355i,-0.00070733-0.00066199i,-0.0010205+1.1649e-05i,-0.0002213+0.00036038i,0.00054974+5.0848e-05i,4.9647e-05-0.00073125i,0.00012797-0.00051092i,0.00044244-0.00019941i,0.00072642-0.00034397i,0.00035832+0.0003204i,0.00059724+0.00077297i,0.0014011+0.00062868i,0.00071451+0.00058046i,-0.00058756+0.00076492i
