2.4199e-05-0.0006671i,0.00014922-0.001781i,-0.00013845-0.0021599i,-0.00037367-0.0020725i,-0.0013945-0.001756i,-0.0011055-0.00094054i,0.00025391-0.00027582i,0.00034257-0.0001489i,-3.9772e-05-0.00013134i,0.00026673-0.00013282i,0.00033096-0.00067967i,5.2272e-05-0.0011083i,-0.0001127-2.5226e-05i,-0.00018575+0.0007633i,-0.00010375+0.00064254i,-0.00046884+0.0010389i,-0.00077194+0.001201i,-0.00050544+0.00039969i,8.9983e-05-0.00064953i,0.00054519-0.0012186i,-0.00022271-0.0010421i,-0.00041465-0.00081679i,0.0003909-0.00059033i
0.00011495+5.9213e-05i,0.0012466+0.00010478i,0.0018193-0.0014959i,0.0010756-0.0023633i,0.00011218-0.0017347i,-1.38e-05-0.0015615i,-5.6511e-05-0.0011053i,-0.00016624+5.9725e-06i,0.00011151+0.00073582i,0.00088687+0.00082253i,0.00061719+0.00037919i,-0.00061116+5.4844e-05i,-0.00089398+0.00065674i,-0.00057887+0.00059026i,6.2525e-05-0.00010397i,0.00045199-0.00038472i,-0.0002167+8.0374e-05i,-0.00033652+4.4493e-05i,-0.00033873-0.00027121i,-0.00043981-0.00026115i,0.00015543+7.5006e-06i,0.00029032-0.00019438i,-0.00032494+9.8609e-05i
0.00093199-0.00052381i,0.00037951-0.00057745i,-0.00019873-0.00070467i,-0.00080531-0.0014187i,-0.0013618-0.002011i,-0.00048969-0.0016766i,0.00034602-0.0011524i,0.00020567-0.00089969i,7.9577e-05-0.0011315i,-3.6574e-05-0.00056891i,-0.00039243+0.00037488i,-0.00073272+0.00043842i,-0.0011838+1.8345e-06i,-0.0010592+6.5401e-05i,-0.00044853+0.0002903i,9.3185e-05+0.00058787i,0.00053864+0.00092984i,0.00056046+0.00074987i,0.00026782+0.00019871i,5.0593e-05+4.1324e-05i,0.00019287-5.3125e-05i,-3.8155e-05-0.00064652i,-4.1612e-05-0.00074343i
-0.0010488-0.0030297i,-0.0017658-0.001118i,-0.0033302-0.00077697i,-0.0029694-0.00010953i,-0.0018166+0.00088268i,-0.00063109+0.0013813i,-0.00031013+0.00075192i,-0.00049018-0.00025703i,-0.00041125-0.0006786i,-0.0009168-0.00041362i,-0.0016417+0.00042774i,-0.0015251+0.00067436i,-0.00076065+0.00046186i,0.00019337-0.00023112i,0.00047098-0.001043i,2.7404e-06-0.00090544i,7.536e-05-9.4536e-05i,1.7263e-05+0.00094472i,-0.00039873+0.00096644i,-0.00051218+0.00013147i,-0.00010793+0.00028766i,0.00019611+0.00041027i,-9.452e-05-0.00038931i
0.001784-0.0010304i,0.0018715-0.0010427i,0.00097037-0.0014646i,-0.00028815-0.0020991i,-0.0010982-0.0022075i,-0.0012185-0.0017102i,-0.00085966-0.0013946i,-0.00040622-0.00096998i,-0.00010031-0.00055044i,4.077e-05+0.00011841i,4.4128e-05+2.9416e-05i,-0.00053529+0.00020215i,-0.0010304+0.00074582i,-0.00079261+0.00097688i,-9.2535e-05+0.0010704i,0.00058669+0.0012818i,0.00065866+0.0014794i,0.00043835+0.00088826i,-7.1132e-05+0.00036754i,-0.00039063+0.0001944i,-0.00083205-0.00020617i,-0.00062726-0.00017221i,0.00016879+0.00018952i
0.0019474+0.0023756i,0.0017999+0.0010992i,0.0020777-6.3568e-05i,0.0014944-0.0012492i,0.00025359-0.0021287i,-0.00072838-0.0023886i,-0.00038639-0.0017684i,0.00045291-0.00077789i,0.00058037+0.00030061i,0.000859+0.0012284i,0.0010623+0.00099051i,0.00034425+0.00069471i,-0.00046822+0.00056089i,-0.00075807+5.4812e-05i,-0.001178-3.1995e-05i,-0.00063712+0.00037258i,0.00037783+0.00038682i,0.00076468+5.0328e-05i,0.00059955-0.00041051i,0.00043401-0.0010946i,0.00038786-0.00090562i,0.0006479-0.00013075i,0.00074836+0.00027273i
-0.00032573+0.00047818i,0.00014327-0.00010354i,-0.00032996-0.0012384i,-0.00062047-0.0016553i,0.00028943-0.00093376i,0.00020126-7.5651e-05i,-5.1836e-06-0.00098964i,0.00041536-0.0016167i,0.00084978-0.001256i,-0.00026855-0.0002908i,-0.0010763+0.0002873i,-0.00038614+0.00095502i,-0.0006015+0.00078192i,-0.00065091-0.00017497i,0.00042627+0.00037862i,0.00058071+0.00090682i,0.00013739+0.00021307i,-0.00024732-0.00011381i,-0.0001438+4.4239e-05i,7.2234e-05-0.00012298i,-0.00063772+9.1645e-05i,-0.00068083-2.2171e-05i,-0.00011441-0.00040711i
-0.00050229+0.00067223i,-0.00039823-0.00045593i,0.00095274-0.0013926i,0.0010043-0.0018625i,-0.00018455-0.001736i,-0.00022172-0.00067775i,-0.00017633-0.00012921i,-0.00044329-0.00022174i,-0.00058986-0.00010571i,-0.00067313+1.476e-07i,-0.00039235+0.00057685i,-0.00073209+0.00072109i,-0.00076053+0.00092176i,-0.00022916+0.0010756i,-0.00012882+0.00081155i,0.0010652+4.8316e-05i,0.0012515-0.00067131i,0.00029105-0.00060926i,3.6991e-06-0.00012392i,0.00024301-0.00033529i,-5.5395e-05-0.0013981i,8.03e-05-0.001894i,0.00092745-0.00070661i
-0.0037825+0.0008254i,-0.00273+0.00028523i,-0.0015886-8.0567e-05i,0.00035244-0.00045404i,0.0010276-0.0004486i,0.00053875-0.001195i,-0.0001004-0.0017442i,-0.00050841-0.0011043i,-0.00058373-0.00054026i,-0.00050928-0.00076597i,-0.00024822-0.0012708i,-0.00064965-0.0011002i,-0.0013207-0.00050661i,-0.00086594-0.0005412i,0.00016774-0.00011827i,5.9309e-05+0.00038152i,-0.0010168+0.00064633i,-0.00097317+0.00038099i,-0.00078072+8.477e-05i,-0.00094719+0.00015228i,-6.2433e-05+0.00029796i,0.00079082+0.00018185i,0.00041656+8.0102e-06i
-0.00044359-0.001436i,0.00051718-0.0013819i,0.00097607-0.0010641i,0.00027074-0.0018001i,-0.00018528-0.0021296i,5.244e-05-0.0011236i,0.00031312-0.00097177i,0.00040364-0.00077504i,0.00073882-0.00033451i,0.00036593-0.00010883i,5.054e-05+1.0324e-05i,-0.00035646+0.00059306i,-0.0011621+0.0010684i,-0.00090028+0.00036317i,-0.00065135+0.00010546i,-0.00049671+0.00026609i,-0.00024943-4.2007e-05i,-0.00051065-0.00057099i,-0.0006475-0.00052622i,-7.9755e-05-9.9026e-05i,-8.2672e-06-2.6698e-06i,0.00010823+0.00026542i,6.7033e-05+1.2916e-05i
0.00098891-0.0013169i,0.0017212-0.0017795i,0.0017361-0.0013721i,0.0015224-0.0017906i,0.0010101-0.0016889i,0.00029372-0.00084644i,0.0005312+0.00029829i,0.00092019+0.00020294i,0.00015336-0.00043494i,-0.00089077-0.00019439i,-0.00067448+0.00032874i,-0.00032879-5.9266e-05i,-1.2802e-05-0.00022065i,-0.00016141+0.00060661i,-4.3328e-05+0.0012417i,0.00025227+0.00032898i,-0.00038245-0.0006399i,-0.00061157-0.00023867i,7.8844e-06+0.00039045i,0.0001053+0.0005034i,-0.00011987+0.00067176i,-0.00037566+0.0006438i,-0.00023114+8.1489e-05i
-0.00091279+0.0022047i,-0.00026591+0.0012691i,-0.00046567+0.00049149i,-0.00017988+0.00087761i,0.00051997+0.0009842i,0.001392-0.00075718i,0.0012516-0.0016617i,0.0005216-0.0011058i,0.00013993-0.00072967i,0.00038498+2.7301e-05i,0.0011151+0.00030411i,0.00040094+0.00024933i,-0.0012776+0.00013397i,-0.0011353-0.00038414i,-2.6787e-05-0.00015411i,0.00023376-2.8496e-05i,0.0001176-2.5556e-05i,0.00029406-0.00015545i,0.00060033-0.00088927i,0.00061195-0.0011965i,0.00039919-0.00060591i,-2.5047e-06+0.00032965i,-0.00023004+0.00081618i
0.00058542+0.0021257i,0.0011059+0.00026574i,0.00088141-0.0016398i,0.00073521-0.0025415i,0.00063011-0.00213i,0.00024255-0.0013745i,-0.00038641-0.001071i,-0.00048176-8.4873e-05i,-0.00042471-0.0002782i,-0.00030214-0.00034622i,-0.00044916+0.00076935i,-0.00060331+0.0012966i,-0.00095005+0.0013943i,-0.00079624+0.00078943i,-0.001022+0.00066675i,-0.0013995+0.00092118i,-0.00069883+0.00053849i,-0.00042058-0.00055166i,-0.00062469-0.0015118i,-0.00032597-0.0011343i,1.6268e-06-0.00081462i,-0.00046881-0.00082497i,-0.00021225+7.9064e-05i
8.9042e-05+0.0026843i,0.00089707+0.0017235i,0.00064697+0.00016274i,0.00021307-0.00052171i,0.00041816-0.0010343i,0.00046392-0.0012921i,0.00053157-0.001217i,-0.00039643-0.00077967i,-0.00039307-8.1812e-06i,0.00050487-7.2322e-05i,0.00087602-6.007e-05i,0.00043605+0.00034258i,-0.00043111+0.00033303i,-0.00032651+0.00034376i,-0.00017779+0.00019745i,-0.00052154+2.8762e-05i,-0.00040813-0.00025117i,-0.00061636-0.00066488i,-0.0011689-0.00023225i,-0.00036675+0.00021374i,-0.00024262+0.00019684i,-0.00046105+0.00034248i,0.00015051+0.00048633i
0.00010615+0.00030637i,0.00098253-0.00011491i,0.0014115-0.0011567i,0.00013727-0.001641i,-0.00070476-0.0016297i,-0.00073264-0.00063329i,-0.00040998-0.00096269i,-7.5066e-05-0.0012435i,-0.0005012-0.00059746i,-0.00094841-0.001211i,-0.000949-0.00065491i,-0.00043303+0.00059318i,-0.00073382+0.00056174i,-0.0011543+0.00040494i,-0.0010705+6.8847e-05i,-0.00022499-0.00078949i,6.2206e-07-0.0012059i,-0.00022485-0.00054353i,-0.00010659+0.00028185i,-0.00090257-6.6633e-05i,-0.0011222-0.00057742i,-0.00032658-0.00039539i,0.00052512-0.00054608i
-0.0008351-0.0019221i,2.9889e-05-0.0032666i,0.0013384-0.0039356i,0.00086234-0.0037553i,-0.00036447-0.003608i,-0.00047451-0.0019781i,-0.00067193-0.00055345i,-0.00057532-0.00042617i,-0.0004262-0.00045019i,-0.00098788-9.9201e-05i,-0.0012296-0.0001935i,-0.00049164-0.00050587i,0.00017123+8.8614e-05i,0.0008223+0.00091951i,0.00069712+0.00022627i,0.00046545-0.00091991i,0.00039734-0.0011312i,0.00010082-0.0011402i,-0.00030017-0.00035765i,-0.00026028+0.00053571i,0.00018173+0.00056003i,0.00017441+0.00013621i,-0.00030939-6.8535e-05i
0.00010392-0.0021483i,0.00042332-0.0026365i,0.0004131-0.0036028i,-0.00027454-0.0026288i,-0.00039597-0.0014805i,9.708e-05-0.00060056i,0.0003841-0.00032026i,0.00077904-0.00089427i,8.6627e-05-0.0015329i,-0.0007202-0.00094389i,-0.0004669+4.6655e-06i,-0.00021969-0.00038761i,-4.2568e-05-0.00082991i,-0.00049087+6.0506e-05i,-0.00042207+0.00097155i,0.00049473+0.00082032i,0.00073215+0.00034369i,-0.00031159-0.00010198i,-0.00090981-0.00020133i,-0.0002697-2.6542e-05i,0.00028965+0.00042517i,0.0005157+0.00053554i,0.00066386+0.00029052i
0.00077114+0.00067093i,0.0015153+0.00059845i,0.0021207-3.1683e-05i,0.00088144-0.0010726i,-0.0002723-0.0018513i,-0.00023174-0.002032i,-0.00078016-0.0013023i,-0.0013532-0.0011635i,-0.0012489-0.0006257i,-0.00080804+0.00059421i,-0.00080832+0.00058073i,-0.001262+0.00075647i,-0.00091329+0.0012173i,0.00042391+0.0011509i,0.00061823+0.00091202i,0.00060383+0.00056187i,0.0010018+0.00011553i,0.0011462-3.7822e-05i,0.00039145-6.9922e-05i,-0.00033469-0.00035789i,-0.00014411+6.2605e-05i,0.00056473+0.0003704i,0.0011014-0.0002881i
8.8083e-05-0.0011248i,-0.00011191-0.0020383i,-0.00041721-0.0016985i,-0.0010214-0.0012309i,-0.00050979-0.00080164i,0.00057947-0.0004056i,0.00079569-7.6753e-05i,0.00033447-0.00056531i,-0.00024276-0.001045i,-0.00064992-0.00021194i,1.8528e-05+0.00068479i,-9.173e-05+0.0010651i,-0.00065666+0.00094989i,-0.00063086+0.00031121i,-0.0004282+0.00031053i,-0.0004735+0.00046655i,-0.00059626-0.00042568i,-0.00058378-0.0010673i,-0.00024121-0.00053291i,-0.00036807+0.00035777i,1.3859e-06+0.0003811i,0.00082995-0.00062548i,0.00084315-0.00013307i
0.0015064+0.00083296i,0.0019091+0.0001608i,0.0016581-0.0011364i,0.00069163-0.0016833i,-0.00037958-0.0019969i,-0.00070007-0.001746i,-0.0003507-0.00099831i,9.3407e-05-0.0003706i,0.0004671-0.00012661i,4.9935e-06-0.00050851i,-0.00092819-0.00053531i,-0.0012179+0.0003164i,-0.00064404+0.00037683i,-0.00054206+0.00024755i,-0.00064761+0.00060442i,-0.00010996+0.00021493i,0.00089549-0.00037467i,0.00058765+0.00017959i,-0.00061093+0.00036473i,-0.00021958-3.5239e-05i,0.00055574-0.00015269i,0.00019627-0.00028119i,0.00010224-0.00080274i
-0.0018419-0.00091229i,-0.0034132-0.00060728i,-0.0036928-0.00094026i,-0.0024198-0.0013607i,-0.00055924-0.00088293i,0.00090546-0.00029055i,0.00042942-0.00042954i,-0.00061958-0.0011149i,-0.0001685-0.00084413i,0.00056603-9.8542e-05i,0.00051016+0.00026948i,0.00036662+0.00034819i,0.00081325+0.00035056i,0.0012615-0.00019054i,0.00075806-0.0001363i,-0.00065974+0.00030501i,-0.00066444+0.00014808i,0.00083791+0.00021989i,0.0010084+0.00064247i,0.00067582+0.00030932i,0.00021186-0.00081789i,6.9598e-05-0.00071101i,0.00051736+0.00034651i
-0.0018772-0.0001265i,-0.0020413+0.00035967i,-0.0017182-0.00013755i,-0.00049034-0.0013058i,-0.00037416-0.0012286i,-5.4474e-06-0.0008128i,0.00058661-0.00048272i,0.0011625-0.00044777i,0.0010819+0.0003374i,-1.3754e-05+0.0013666i,-0.00075521+0.00069944i,5.5371e-05-0.00027957i,0.00030349-0.00043952i,-0.00019107-0.00062374i,0.00037784-7.2574e-05i,0.00064623+0.00036059i,7.2616e-05+0.00033538i,0.00013183+0.00077983i,-2.0545e-05+0.0009099i,-0.00084646+0.00036883i,-0.0010589+9.4489e-05i,-0.0004498+0.00020452i,0.00056122+0.00020623i
0.00098523+0.0002352i,0.0014291-0.00023626i,0.0013235-0.0010639i,0.00086643-0.0025219i,0.00069204-0.0031889i,0.00068024-0.0026157i,0.00038203-0.0016416i,0.000674-0.00067531i,0.00070307+0.0003309i,-0.00046022+0.00056379i,-0.001134-0.00017247i,-0.00092058-0.00016493i,-0.00057828+0.00012481i,0.00020813+0.00011456i,-0.00055831+0.00037315i,-0.00096959+0.00055161i,-0.00031552+0.00034292i,-0.00024064+0.00044345i,-0.00039586+0.00072352i,4.2083e-05+0.00040563i,0.00066305-6.3182e-05i,-6.548e-05+0.00017954i,-0.00038219+0.00063111i
-0.00031557-0.00022261i,0.00029493-0.00037437i,0.0010998-0.0014006i,0.00042762-0.0026307i,-0.00063703-0.0021531i,-0.00071149-0.0010718i,-0.00026349-0.0010138i,0.00013938-0.00078682i,1.3441e-05-0.00039901i,-0.00061313-0.00016474i,-0.00048325+0.00027882i,-0.0005957+0.00022121i,-0.0011894-0.00018284i,-0.00071832+0.00021688i,-0.00019001-0.00018781i,0.00027607-0.00032672i,0.00032133-0.00014912i,-5.1863e-05-0.00057596i,-9.2536e-06-0.0008984i,0.00048611-0.00056833i,0.00085234-0.00058734i,0.00075175-0.00051275i,0.00059282-0.00022333i
-0.0012988-0.00062661i,-0.0012033+0.00037139i,-0.0011992+0.00099324i,-0.00012157+0.0012523i,0.0011609+0.00045216i,0.0010616-0.0006759i,0.00030146-0.00091943i,0.0002887-0.00052798i,-0.00044996+2.2532e-05i,-0.0011966+9.9493e-05i,-0.00062514-0.00021424i,-0.00033559-0.00016064i,-8.1572e-05+5.9306e-05i,-0.00027768-5.5313e-05i,-0.0005622-0.00037697i,-0.00087476-6.7901e-05i,-0.00099236+0.00016672i,-0.00041625+0.00028391i,0.00044427+0.00058952i,0.00082392+0.00033993i,0.00031824-0.00058967i,-0.00020788-0.00068624i,8.6243e-05-0.00017458i
-0.0013994+0.0011246i,-0.00063779+0.00041147i,0.0004303+0.00014733i,0.0012405-2.0467e-05i,0.0011262-0.00072477i,-0.00018578-0.0016654i,-0.0011024-0.0016296i,-0.00046742-0.00048877i,-7.9333e-05-9.7687e-05i,-0.00073513+0.00052737i,0.00014198+0.00027854i,0.0010253+0.00036761i,0.00060521+0.00086068i,0.0001776+0.00066591i,-0.0002177+0.00025809i,-0.00029038-7.3893e-05i,9.3952e-05-0.00014227i,-0.00020885-0.00035453i,-0.0011005-0.00026708i,-0.0017641-0.00047124i,-0.0016594-0.0013064i,-0.0011673-0.00077206i,-0.00026563+0.00065564i
-0.00084219-0.0011686i,-0.0017742-0.0022465i,-0.0017779-0.0017865i,-0.0020679-0.001525i,-0.0019634-0.0015115i,-0.00052963-0.00020975i,0.00088706-0.00046285i,0.0008478-0.0014671i,0.00046657-0.0014844i,1.8645e-05-0.001081i,-0.00067177-0.00045457i,-0.00072726+1.1178e-05i,-0.00080412+0.00023157i,-0.00085004+0.00020895i,-0.0009178+0.00013246i,-0.00056161-0.0003304i,-0.00017502-0.00035938i,-0.00032628+6.0333e-05i,-0.00017159-0.00026505i,-6.5281e-06-0.0010048i,-0.00040809-0.0008625i,-0.00053162-0.00065288i,-0.00026761-0.00032256i
0.0011446-0.00032968i,0.0017076-0.00027238i,0.00075665-0.0009363i,-0.00095679-0.0019265i,-0.0014321-0.0024796i,-0.00085046-0.0017356i,-0.00020112-0.001018i,0.00030662-0.00067162i,0.00070672-0.00076188i,0.0002154-0.00093119i,-0.00067113-0.00035195i,-0.0013382+0.00060827i,-0.0014085+0.0011153i,-0.00064564+0.00064451i,-0.00042904+0.00010654i,-0.00063137+0.00020877i,0.00014241+0.00036916i,0.00074871+0.0006544i,0.00035514+0.00068893i,-0.00023355+0.00050927i,-0.00052691-0.00020471i,0.000113-0.00095855i,0.0015321-0.0013054i
0.0012877+0.00063311i,0.0010379+0.00032678i,-0.00018498-0.00033631i,-0.000158-0.0013332i,0.00013806-0.0011042i,0.00012226-1.2874e-05i,0.00044489-2.6478e-05i,0.00060419-0.00071669i,8.6409e-05-0.00087606i,0.00023086-0.00020223i,-0.00016035+0.0010479i,-0.00065793+0.001631i,-0.00069633+0.0013148i,-0.00074939+0.00091614i,-1.4277e-05+0.001311i,0.00088501+0.0010387i,0.00031603+0.00016639i,-0.00074056-5.0565e-05i,-0.00083407+0.00037934i,-0.00054942+0.00047619i,-2.6858e-05+0.00052592i,0.00050412+0.001028i,0.00011315+0.00075498i
0.00079865+0.00041562i,0.00063243-4.8885e-05i,0.00021668-0.0017231i,0.00012254-0.0022923i,0.00062441-0.0021052i,0.00011122-0.0013857i,-0.00052627-0.00055637i,-0.00033836+0.0001747i,6.4705e-06+0.00015636i,7.7879e-05+7.1679e-05i,0.00010344+0.00082453i,0.00043592+0.0014857i,-3.1622e-05+0.001303i,-0.0010561+0.0012914i,-0.00065564+0.0010957i,0.00016125+0.00093776i,0.00066501+0.00047694i,0.00044451+4.415e-05i,-0.00044926+0.00034118i,-0.00078271+0.00058905i,-0.00029581+0.00017339i,0.00011749+0.00043255i,0.00079488+0.00033793i
-0.0011598+0.0015766i,-0.00040421+0.00078757i,0.00071775-0.00037169i,0.00032077-0.000947i,-6.8849e-06-0.0024245i,0.00010378-0.0027469i,0.00072882-0.0014935i,0.00043373-0.001137i,-0.00047756-0.00075808i,0.00053548-0.00062816i,0.0013536-0.0012146i,0.00059422-0.0012143i,-0.00078834-0.00046114i,-0.0017551-0.00013148i,-0.0014992-0.00037913i,-0.00063767+0.00033704i,0.00024301+0.0011691i,0.00012714+0.00035336i,-0.00051649-0.00046476i,-0.00017799-0.00028938i,0.0003333+8.6066e-06i,-0.00021734-0.00012637i,-0.0010437+0.00022111i
-0.0017307-0.0026707i,-0.0026111-0.0014192i,-0.0024809-0.0010799i,-0.00121-0.0012266i,-0.00098115-0.00042305i,-0.00057875+0.00018674i,0.00057168-0.00011978i,0.00059804-0.00022196i,-6.2054e-05+0.00026208i,-0.00088697-5.3362e-05i,-0.00087742-0.000354i,-0.00031988-0.00041582i,-0.00029575-0.00064094i,-0.00037171+5.3246e-05i,-0.00061863+0.00082004i,-0.0010796+8.8074e-05i,-0.0009313-0.00039274i,-3.272e-05-0.0005958i,0.00052338-0.00058161i,0.00041383-6.5617e-05i,5.5246e-05-7.8354e-05i,-0.00038527+1.0738e-05i,-0.00022626-0.00012384i
0.001527-0.0017257i,0.00093224-0.0016566i,-0.00013294-0.0026085i,-0.00041417-0.0028677i,-0.00017614-0.0023951i,-0.00012697-0.0015775i,7.0523e-06-0.0011847i,0.00050454-0.00091447i,0.0001819-0.00054958i,-0.00061396-1.6686e-06i,-0.00084362+9.5788e-05i,-0.0008021+7.9851e-05i,-0.00080832+0.00043918i,-0.0006895+0.00025679i,-0.00052271+0.0001475i,-0.0005231+7.0871e-05i,-8.7728e-05+0.00043247i,0.00058085+0.0005022i,0.00049744-0.00010197i,0.00018731-0.00026962i,0.00018757-0.00013724i,-0.00026967+0.0001302i,-0.00044265-0.00054836i
0.0017303-0.0012665i,0.00041295-0.0011313i,0.00017803-0.0020862i,0.00013698-0.0030279i,-0.0010243-0.0026929i,-0.0013238-0.0015996i,-0.00012889-0.0010257i,0.00023-0.00069169i,0.00013529-0.00066562i,-6.7411e-05-0.0011634i,-0.00092325-0.0011371i,-0.0013184-0.00084682i,-0.0007578-0.0001769i,-6.8865e-05+0.00077818i,0.00041897+0.00057415i,0.00021776-8.3366e-06i,-0.00090234-0.00039382i,-0.0011531-0.00059681i,-0.00071805-0.00023645i,-8.4999e-05+0.00028703i,0.00010207+0.0001376i,-0.00029656-0.00027848i,-0.00087057+0.00029004i
-0.0016952+6.0333e-06i,2.9503e-06-0.00024069i,9.8413e-05-0.00096565i,1.5431e-05-0.00038145i,0.0007262+8.4455e-05i,0.00093697-0.00087791i,0.001363-0.0013211i,0.0011629-0.00027676i,-0.0001222+0.00046617i,-9.2715e-05+8.5378e-05i,-0.00036493-0.00026071i,-0.0011112-0.00018433i,-0.00073839+0.00019044i,0.00021281+0.00025708i,0.00026657+0.00059605i,3.0556e-05+0.00092093i,0.00063018+0.00065623i,0.00081216-0.00017785i,0.00015572+1.5033e-05i,-0.00013573+0.00090028i,-0.00012569+0.00050729i,8.7778e-05-0.00050629i,0.00050124-0.00051931i
-0.00072851-0.00082948i,-0.0014047-0.00076214i,-0.0021877-0.0011126i,-0.0022567-0.00024341i,-0.0012929+0.00068157i,0.00085646+0.00039978i,0.00225+7.5031e-05i,0.0014672-0.00041824i,-8.6704e-05-0.00090953i,-0.00089292-0.00036i,-0.00074234+0.00051799i,7.4033e-05+0.00071981i,0.00033335+0.00063289i,-0.00082433+0.00021399i,-0.0012781-0.00021396i,-0.00057313-0.0003001i,-0.00066453+9.769e-05i,-0.0011344+0.0010093i,-0.00065956+0.00096431i,0.00019351+0.00085579i,-0.00020373+0.00092132i,-0.00040249+0.00043709i,0.00020693+0.0010321i
-0.00047582-0.0011684i,-0.0015149-0.00062644i,-0.0020398-0.00029318i,-0.0017086-3.4845e-05i,-0.0011093-0.00034147i,0.00041414-0.00071778i,0.0016759-0.00079716i,0.0017142-0.0002987i,0.0012433+0.00045848i,0.00041057+0.00089932i,-0.00020162+0.00070909i,-0.00022047+0.00095156i,-0.00060382+0.00081004i,-0.00023113+0.00042142i,0.00059169-0.00028779i,0.00028856-0.00026524i,-0.00019069+0.00019322i,-0.00054538-3.8694e-06i,-0.00032314-0.00059891i,4.8929e-05-0.0010502i,-0.00036269-0.00040577i,-0.0003945-0.000128i,0.00012327-1.6238e-05i
-0.0010433-0.00027471i,-0.00040563+0.00076489i,0.00082532+2.3161e-05i,-0.00019529-0.0012111i,-0.00031119-0.0022481i,0.00098214-0.0026577i,0.0012035-0.0021045i,0.001189-0.001902i,0.00062224-0.0013792i,-0.00035748-0.00085126i,-0.00019072-0.000266i,-0.00030642+0.00083276i,-0.00067016+0.00083891i,3.6351e-05+3.9649e-06i,-0.00032286+0.00037867i,-0.00027555+0.00091724i,0.00037213+0.00094216i,0.00050959+0.0010326i,0.00024819+0.000377i,-0.00071813-0.00059403i,-0.0008781-0.00061915i,-0.0007352+8.6798e-05i,-0.0009492+0.00024563i
-0.0011324+2.9309e-05i,0.00032486+0.0002684i,0.0016453-0.00019768i,0.0016847-0.00018627i,0.0016556-0.00049648i,0.0012761-0.00052746i,0.00078115-0.00040258i,0.00077175-0.00054861i,0.00055258+0.00030951i,0.00017573+0.00053988i,-0.00038792+0.0007379i,-0.00036006+0.00059836i,-2.1822e-05+8.7541e-05i,-0.00012951+0.00041751i,2.0692e-05+0.00075634i,1.7108e-05+0.00057693i,-8.3584e-05+0.00030237i,-5.9124e-05-0.00019589i,-7.0296e-05-0.0006247i,-0.00013024-9.0123e-06i,-0.00029324+0.00034461i,-5.4084e-05+1.3151e-05i,0.00035838-0.0001646i
-9.4271e-05-0.0013838i,9.441e-05-0.00090181i,0.0012084-0.00014731i,0.0011673+0.00013689i,0.00013522-0.00025859i,-0.00025289-0.00068817i,-0.00028079-0.00044996i,0.00028368-0.00026972i,0.0010992-0.00050415i,0.00092397+3.6057e-05i,8.1975e-05+0.00092696i,-0.0003804+0.00046205i,-0.001003-5.3705e-05i,-0.0014825-0.00019414i,-0.0015035+0.00014179i,-0.0013691+0.00056446i,-0.00087008+0.00037148i,-0.00015478+0.00080023i,2.5552e-05+0.0012121i,-0.0002732+0.00037176i,-0.00027088-0.00031696i,-0.00028354-0.0003132i,-0.00055471+8.92e-05i
0.00091846+0.0016982i,0.0010038+0.0014574i,0.0011383+0.0010717i,0.002418-0.00067467i,0.0029713-0.0026461i,0.0014201-0.0026722i,0.00036381-0.0018487i,0.0001867-0.0012502i,-0.00029274-0.000619i,0.00058761-0.00018732i,0.0013185+0.00028204i,0.00029098+0.0003924i,-0.00071608+4.3937e-05i,-0.0010978+0.00048849i,-0.00050934+0.00080246i,0.00030744+0.00085176i,0.00042859+0.00070406i,0.00011618+0.00032338i,-0.00077656+0.00021707i,-0.001192-0.00014144i,-0.00016906-0.00082225i,0.00081487-0.0012448i,0.00052601-0.00066741i
0.00028224-0.0021101i,-0.00033808-0.0025762i,-0.001714-0.0013845i,-0.0020759-0.00034419i,-0.0015766+0.00093601i,-0.0002622+0.0012447i,0.00080782+7.8919e-05i,-7.7159e-05-0.001133i,-0.00065856-0.0008417i,-0.0008767-0.00032621i,-0.00086394+0.000275i,6.0088e-05+0.00080839i,0.00010743+0.00043643i,-0.00072663+0.00047017i,-0.00051822+0.00089604i,0.00042628+0.0011627i,0.00093195+0.0013619i,0.0009584+0.0003136i,0.0010357-0.00090523i,0.00090835-0.00052905i,0.00027585+0.0003945i,-0.00011209+0.00054335i,-0.00070485+0.00060569i
0.0003984+0.0019661i,-0.000198+0.001209i,-0.00061898-1.4596e-05i,-0.00081556-0.0012589i,0.00028655-0.0013598i,0.00078364-0.00090841i,0.0003509-0.0011743i,0.00046091-0.0011371i,-0.00014002-0.00084083i,-0.00058802-0.0003812i,-0.00012005-0.00017058i,0.00014822+0.00024538i,-6.2309e-05+0.00071115i,-0.00039566+0.0011862i,-0.00041308+0.0018017i,-0.00033976+0.0013485i,-0.00081063+3.4185e-05i,-0.0012103-0.0010765i,-0.0013197-0.00083266i,-0.0007253-6.6411e-05i,7.2428e-05+0.00030199i,0.00052679+0.00015764i,0.00055743-0.00028368i
