-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
6.3356e-05-0.0019062i,-0.0012008-0.00094032i,-0.0032598-0.00075529i,-0.0029916-0.0012286i,-0.00078971-0.0011074i,1.9097e-05-0.001246i,0.00043658-0.0020592i,0.00089758-0.0015441i,0.00094668-0.00014497i,0.00080016-0.00013645i,0.00031613-0.00058888i,-4.9613e-05-0.000206i,0.00019435+0.00062938i,0.00060797+0.00013983i,0.0010161-0.00094095i,0.0012236-0.0011206i,0.0011492-0.00079146i,0.00082901-0.00044935i,0.00016156+2.3975e-05i,-0.00013309+0.00047544i,-0.00040152+0.00019124i,0.00037243-0.00031092i,0.0011763-0.00010646i
-0.001334-0.00079869i,-0.00058249-0.00083888i,0.00017244-1.8434e-05i,-0.00011406+0.00025385i,0.00019898-0.00064577i,0.00061888-0.00092307i,-0.0001477-0.00054381i,-5.3663e-05+9.9263e-05i,0.00078882+0.00027287i,0.00082079+0.0006258i,0.0010235+0.0009382i,0.00059475+0.00073311i,-0.00068496+4.9867e-05i,-0.0004441-0.00058881i,0.0010122-0.00064186i,0.0011935-0.0011984i,0.0004465-0.00057922i,-0.00069021+0.00043811i,-0.00019691+0.00069819i,0.00060366+0.00052342i,-0.00014776+0.00025444i,-0.00025178+0.00032274i,9.4418e-05-0.00010846i
-0.00014778-0.0010749i,-0.00049078-9.6121e-05i,-0.0013164+0.0002822i,-0.0015245+0.00077915i,-0.00092046+0.00092864i,0.00061259+0.00067648i,0.00050875+1.9864e-05i,-0.00011756-0.0009791i,0.00050387-0.0013666i,0.00064089-0.00082308i,6.0395e-05-0.00055543i,-7.5978e-05-0.00050625i,-0.00018782-0.0003853i,0.00029595-0.00027495i,0.00098047-6.1859e-05i,0.0013195+0.00015594i,0.00025231+0.00021659i,-0.0011999+3.4647e-05i,-0.00068497-0.00057643i,0.00036804-0.00074021i,0.0008931-5.8538e-05i,0.00025147+0.0001273i,-0.00049461-9.9752e-05i
0.00034624+0.00045725i,-0.00024938-0.00091679i,-0.00032596-0.0020851i,0.00081147-0.0013028i,0.0012616-0.0005598i,0.00065594-9.6806e-06i,0.00081284+0.00035413i,0.0008278+0.00054028i,-4.5045e-05+0.00011978i,-0.00035328-0.00050705i,-0.00061033-0.00052293i,-0.00027772-4.4312e-05i,2.5721e-05-0.000239i,-5.9211e-06-0.00053814i,0.00018382-0.00010887i,0.00021504+0.00034553i,-0.00020007+0.00046888i,-3.6705e-05-3.835e-05i,5.2377e-05-9.7558e-05i,0.00017742-0.00027052i,0.00069214-0.00030018i,0.00042898-0.00056294i,-0.00018161-0.00070348i
-2.1956e-05+0.00093806i,0.0019476+0.00040944i,0.0028257-0.00073175i,0.0021913-0.0016259i,0.0012495-0.0011749i,0.00046363-0.00097526i,9.6142e-05-0.00041388i,-0.00040445+0.00038105i,-0.0010812+0.00012438i,-0.00049285-0.00067019i,-0.0002765-0.00036205i,-0.00090339+0.00037298i,-0.00052868+0.00051339i,-0.00050597+0.00066298i,-0.00056165-8.8002e-05i,0.00037691-0.00089572i,0.00093336-0.0008003i,6.2527e-05-0.00010046i,-0.00042362+0.00065463i,-0.0003766+0.00032454i,-0.00026425-0.00034606i,0.00046242-0.00058332i,0.00058455-0.00021267i
0.00062458-0.00090893i,3.2376e-05+5.8751e-05i,-0.00072979+0.00066928i,-0.0014388-5.1083e-05i,-0.00098457-0.00063444i,0.00075994-0.0008068i,0.0018942-0.00033326i,0.0013941+0.00015968i,0.00074345-0.00016597i,0.00080404-0.00023392i,0.00056269-0.00065559i,-0.00011659-0.00046003i,0.00021082+0.00027873i,9.4674e-05+0.00036027i,-0.0003004+0.00019168i,0.00034837-8.8686e-05i,0.00033788-0.0004749i,-0.00063007-0.00038778i,-0.0010198-0.00018219i,-0.00029965-0.00024983i,-0.00013841-0.00033968i,-6.6339e-05-0.00042861i,1.4163e-05-0.00047673i
-0.0010177+0.00026623i,0.00012604-0.00030722i,-0.00032378-0.00026043i,-0.0010496+2.192e-05i,-0.00037818-0.00081066i,0.00011677-0.001502i,0.00035527-0.00084344i,0.00052538+3.096e-05i,0.0012015+0.00057937i,0.00086894+0.00061292i,0.00041653+0.00053699i,-4.8975e-05+0.00039957i,-0.00069245-0.00034313i,0.00026688-0.00089372i,0.0010383-0.00071582i,0.00066296-0.00076578i,-0.00036788-0.00095218i,-0.00076178-0.0007808i,-0.00058847-0.0010691i,-0.00034601-0.0010104i,-0.00012272-0.00059301i,0.00015499+0.00042864i,0.00055028+0.0012033i
-0.00076909+0.00035569i,-0.00083157+0.0010244i,-0.00056438+0.0012416i,-0.00049695+0.0013835i,-0.00027894+0.0013992i,-4.5105e-05+0.00076847i,-4.7154e-06-0.0003019i,0.00010604-0.00012694i,0.00094686+0.00048338i,0.00074805+0.00043602i,0.00035267+0.00063863i,0.00069425+0.00073009i,0.0004023+0.00081269i,0.00048454+0.0013668i,0.00034932+0.0011346i,0.00019847+5.7167e-05i,0.00038018+9.0835e-06i,9.5846e-05+0.00032847i,0.00019469+0.00076237i,-0.00032638+0.0005982i,-0.00061151+0.00021977i,-3.0579e-05+0.0001916i,-0.00013543-2.8463e-05i
-0.00071384-0.001738i,-0.00067468-0.002373i,0.00075066-0.0022533i,0.00076469-0.0018497i,0.00078065-0.0018637i,0.00071892-0.001272i,0.00017411-0.00040207i,0.0006538-1.572e-05i,0.00064449+0.00052292i,-0.00046738+0.00081001i,-0.00079573+0.001409i,8.199e-05+0.0012839i,0.00080269+0.00037296i,0.00085451-4.1325e-05i,-9.3082e-05-0.0005805i,-0.0007864-0.00049478i,-0.00099623+0.0010129i,-0.0010831+0.0016943i,-0.00048603+0.00070926i,0.00084236+0.00029483i,0.001277+0.00068491i,0.0010628+0.00016999i,0.0012014+7.928e-05i
8.1827e-05+0.00074313i,0.0010653+0.0011375i,0.001663+0.00089311i,0.0010149+0.00018276i,0.00043053-0.0003016i,-8.091e-05-0.00035033i,-0.00092533-0.00038327i,-0.0012393-0.00044615i,-0.0012844-0.0002933i,-0.00099743-0.00060812i,-0.00056838-0.00034639i,-0.00040381+0.00020588i,2.081e-05-0.00016241i,0.00094938-0.00040714i,0.0014556-2.2185e-05i,0.00060889+0.00035996i,0.00014995+0.00024472i,-0.0001397+0.00020021i,-0.00086243+4.2277e-06i,-0.00073357-9.7515e-05i,0.00025222-0.00024689i,0.00066668-0.00048319i,0.00086345-8.4555e-05i
-0.00032902+0.00099876i,-0.00014641+0.00037501i,0.00023551+0.00056444i,0.00018687+0.00015202i,0.00029214-0.00087994i,0.00032049-0.0015016i,8.0274e-05-0.0012632i,-2.6485e-06-3.8301e-06i,0.00025645+0.00064425i,-0.00014996+0.0002314i,-0.00087558+0.00013026i,9.0496e-05+0.00041494i,0.00048342+0.000615i,-3.1039e-05+0.00026381i,-0.00035867-0.00030009i,-0.00020702-0.00020293i,7.406e-05+0.00014694i,-0.00052415+0.00091116i,-0.0010704+0.00053507i,-0.0002017-2.9135e-05i,0.00069507-0.00023098i,0.00082273+2.9917e-05i,0.00066979+0.0003368i
0.00047471-0.0012603i,-0.00040295-0.0016992i,-0.00079552-0.0018411i,-0.00095202-0.00078349i,-0.00065295-0.00036302i,-0.00106-0.00080016i,-0.00080589-0.00057468i,0.00065582-0.00027922i,0.0010621-0.00031308i,-1.7297e-06-0.00078416i,-0.00027189-0.00070509i,-4.6668e-05+0.0004955i,0.00051833+0.00063261i,0.0010355+0.00016316i,0.00076566-0.0003468i,0.00020334-0.00080462i,-0.00015848-0.00045255i,-0.00025124-0.00014283i,-0.00032129-0.00029327i,-1.6005e-05-0.0007908i,-0.00010296-0.0013034i,-0.00024539-0.00055652i,-0.00033735-9.5225e-05i
0.0013894+0.001482i,0.0019628+0.00063182i,0.0017691-0.00033025i,0.0005649-0.00059053i,-0.00030661-0.0010762i,1.365e-05-0.0012706i,0.00050988-0.00048692i,0.00048172-7.3865e-05i,0.00078973+7.8401e-06i,0.0008159+0.00051712i,0.00058988+0.00070716i,-0.00012183-2.4599e-05i,-0.00067985-0.0008555i,-0.00081259-0.001029i,-0.0010288-0.00054666i,-0.00020812-0.00028981i,0.00038936+0.00012984i,-0.00029804+0.00034601i,-0.00030271-0.00025961i,0.00021238-0.00071599i,-1.1249e-05-0.00046401i,-0.00028834+0.00018697i,-0.0001907+4.7629e-05i
0.00067314+8.9925e-05i,0.00037363-0.00062613i,-0.00036263-0.0012446i,4.7713e-05-0.0026203i,0.00040534-0.0032685i,-0.00028903-0.0024763i,-0.00070938-0.0015525i,7.8934e-06-0.00045145i,0.00062887+8.6918e-05i,0.00053061+0.0003961i,-0.00035943+0.00018209i,-0.00079337-0.00059007i,-0.00013626-0.00041885i,0.00032232+2.5912e-05i,0.00011203+0.00011424i,-0.00032688+0.00033778i,-0.00025649+0.0008297i,0.00025529+0.00095977i,0.00025822+0.00078893i,0.00066223+0.00088127i,0.00096806+0.00040521i,8.5592e-05-0.00031037i,-0.00037303-0.00056047i
-0.0012718-0.0003456i,-0.00038912-0.00063558i,-0.00083033-2.993e-05i,-0.001351+0.00084715i,-0.00051398+0.0006592i,0.000409-0.00017693i,6.1653e-05+0.00021572i,-0.00069433+0.00081526i,-0.0008692+0.00081795i,-0.00076747+0.0011454i,-0.00013486+0.00086577i,2.125e-05+0.0003223i,-0.00030132-9.7202e-05i,-0.0007651-0.00030335i,-0.00060073-0.00052623i,0.00060066-0.00050214i,0.0012036+0.00038825i,0.00069082+0.00051988i,0.00053327+2.5626e-05i,0.00059973-0.00034523i,0.00038923-0.00039009i,0.00095447-0.00040013i,0.0012731+0.00011746i
0.0017209-0.0012351i,0.00044553-0.00090492i,-0.00019236-0.001354i,-0.00014125-0.00079675i,0.00010143+0.00062681i,0.00026969+0.0013161i,0.00087183+0.00066645i,0.0010001+0.00031834i,0.00014063-0.00026693i,-0.0008705-0.00042866i,-0.00089444-0.00061817i,-9.0771e-06-0.0010738i,0.0001507-0.00016104i,9.7321e-05+0.00059868i,0.00026023+0.00088827i,0.00028638+0.00050091i,0.00039147-1.2319e-05i,0.00051644+0.00017743i,0.000476+7.0624e-05i,0.00036957-0.00029317i,6.0131e-05-0.00034394i,5.6388e-05-0.000582i,0.00014216+0.00015277i
0.0004028-0.0013963i,-0.00021398-0.00084451i,0.00051554-0.00077706i,0.000767-0.0011859i,0.0015794-0.0014377i,0.0020618-0.0011567i,0.0015034-0.00035347i,0.0017529+0.00039536i,0.0017848+0.00048536i,0.0011923+0.00044288i,0.00047205+0.00053098i,-0.00062508+0.00046895i,-0.0011191+0.0004332i,-7.4283e-05+0.00035776i,0.00030806-8.5735e-07i,-0.00028098-0.00010918i,-0.00064981-0.00035828i,-0.00066971-0.00046601i,-0.00021394-0.00048538i,-0.00027065-0.00058178i,-0.00062849+0.00012519i,-0.00086672+0.00055755i,-3.6637e-05-0.00012334i
0.0015706-0.00049245i,0.00030894-0.00079797i,-0.0013183-0.0010613i,-0.0017327-0.0013312i,-0.0011324-0.00084098i,-0.00042583-0.00077877i,0.00032691-0.00031969i,0.00068537+0.00059305i,0.00089736+0.00028902i,0.00044429-0.00033089i,-0.00019106-0.00018445i,-0.00063927+2.6286e-05i,-0.00044014+0.00025373i,-8.3387e-05+0.00072914i,-0.00035641+0.0012726i,-0.00067443+0.0012379i,-0.00059359+0.00061538i,-0.00061092-0.00033895i,-0.00037531-0.00058905i,-0.0001972+0.00065069i,2.0221e-05+0.00085768i,0.00037807-0.00016032i,0.00027411-0.00062519i
0.0013116-7.3088e-05i,0.0020494-0.0013638i,0.00060602-0.0017165i,-0.00078599-0.00091472i,-0.00092055-1.5484e-05i,-0.00055886+0.0004024i,-0.00041623-0.00025131i,-0.00060882-0.00087084i,3.8896e-05-0.00076575i,0.00022322-0.00025994i,9.2248e-05+7.003e-05i,0.00014665+0.00014592i,-0.00049985-8.0984e-05i,-0.0011347-0.00037586i,-0.00055315+0.00010402i,-0.00033819-3.7372e-05i,-0.00010472-0.00011785i,0.00045869+0.00082685i,0.00063373+0.00060546i,0.00024068+1.032e-05i,-6.4242e-06-0.00038897i,-6.7455e-05-0.00093302i,4.7421e-06-8.6571e-05i
0.0017833-0.00089176i,0.0016315-0.0011457i,0.0012389-0.00046167i,0.0016722+0.0010518i,0.0017073+0.0014315i,0.0006681+0.00080501i,-0.00013184+0.00074118i,-0.00030848+0.0010171i,-1.7706e-05+0.00049263i,0.00052565-0.00017397i,0.001271-0.00065684i,0.0010475-0.00066071i,0.00052475-0.00034907i,0.00052413+6.8614e-05i,-0.00013024+0.00026237i,-0.0003675-0.00039601i,0.00014299-0.0009464i,0.00030478-0.00050382i,-0.00052153+1.9832e-05i,-0.0015789+0.00047223i,-0.00098808+7.8047e-05i,0.0003111-0.00023021i,0.00016147+0.00020164i
-0.0010042-0.00062097i,0.00013398-7.8614e-05i,0.00037969+0.0012725i,0.00071714-0.00034969i,0.00034052-0.0022154i,0.00035066-0.0024689i,0.00077323-0.0019897i,0.00099776-0.0010596i,0.0005427-0.00048532i,-0.00026961+0.00072756i,-0.00061084+0.001541i,-0.00050423+0.00063086i,0.00042977+0.00038444i,0.00070279-5.2286e-05i,0.00024005-0.00088361i,-0.00013581-0.00031309i,-0.00024069+0.00043844i,-1.7692e-06+0.00039594i,8.0503e-05-0.00045844i,0.00060075-0.0011996i,0.0010556-0.0010557i,0.00052009-0.00092224i,-0.00033426-0.00052674i
0.00054693+0.00034383i,0.00038005-0.00045527i,-0.00015193-0.00098253i,-0.00053985-0.0013512i,-0.00073123-0.00078147i,-0.0010455+0.00011464i,-0.00044942+9.1776e-05i,-0.00032754+0.00012504i,-0.00041398+0.00013873i,0.00012682-0.00045762i,0.00010536-0.00028715i,-0.00059367+0.00035101i,-0.0011198+0.00046635i,-0.00094337-0.00013985i,-0.00081157-0.00033593i,-0.00055113+0.00018323i,-0.00024522+0.00051843i,-0.00050204+0.00018412i,-0.0001525-6.4076e-06i,-0.00070251+0.00012074i,-0.00068443+0.0001242i,0.00023922+0.00023296i,-6.1604e-06+0.00040669i
0.00046754+0.00032896i,-0.00013709-0.00083476i,-0.00073553-0.0014063i,-0.00074844-0.00062823i,-1.1838e-05-3.3693e-05i,0.00067491-5.1049e-05i,0.00021433+0.00065497i,-0.0003046+0.0012811i,0.00047139+0.00041071i,0.00058605-0.00022134i,0.00020999+7.7089e-05i,0.00020341+0.00074053i,-0.00015987+0.0013979i,-0.00037504+0.0014823i,0.00028457+0.00085971i,0.0008858+0.00053354i,0.001298+0.00072256i,0.00070386+0.00054908i,0.00041183-2.4885e-05i,0.00037582-0.0003297i,7.3906e-05-0.00025136i,0.00010266-0.0002991i,0.00025897-0.00023691i
-0.00082761-0.0013919i,-0.00032813-0.0013545i,-0.0010396-5.2604e-05i,-0.00076362+0.00045571i,0.00041428+0.00059982i,0.0011976-7.4597e-05i,0.0010931-0.0008204i,0.00085273-0.00045864i,5.7028e-05+0.0003424i,8.2598e-05+0.00017495i,9.5393e-05-0.00034227i,-0.0002666-0.00038092i,9.1858e-05-0.00051149i,-4.2325e-05-0.00052093i,-0.00018509-0.00091093i,-0.00045833-0.0011822i,-0.00060682-0.0014568i,-0.00045033-0.0012494i,-0.00033555-0.0006381i,-0.00059379+0.0003958i,-0.00037172+0.00081899i,-0.00012641+0.00045994i,-0.0003893+3.8703e-05i
0.0011682+0.00046043i,0.0010691+0.00076973i,0.00079721+0.00041867i,0.0014593+0.00033428i,0.0014318+0.00057695i,0.0010435+0.00047259i,0.0014066-0.00022685i,0.0014271-0.00082814i,0.0014558-0.00040221i,0.0011612-0.00025578i,0.00057082-0.00067452i,-0.00026408-0.00076552i,-0.00078542-0.00074129i,-0.00018112-0.0006581i,0.00040532+0.00046306i,8.8044e-05+0.00046546i,-0.00037099-7.0578e-05i,-0.00068586+1.5294e-05i,-0.00010591-0.00040064i,0.00023569-0.00022724i,-1.8056e-05+0.00067022i,0.00026694+0.00047919i,0.00079367-0.00018516i
-0.00088781+0.00084958i,-0.0016334+0.00033998i,-0.00057275-0.00018801i,-1.2974e-05-0.00083264i,-0.00023147-0.001659i,-0.00079266-0.0011933i,-0.00065523-0.00049685i,-8.4963e-05-6.0235e-05i,-0.00025702+0.00034834i,-0.00010633+0.0012306i,0.00038897+0.0010073i,0.00062075-0.00053771i,0.00055472-0.00075673i,0.00028628-0.00025771i,0.0001767+8.2943e-05i,0.00025674+0.00046685i,0.00015625-2.1028e-05i,0.00074497-0.00034939i,0.00082828-0.00050732i,-0.00023297-0.00056588i,-0.00045742+1.962e-05i,0.0001467-0.00034554i,0.00048226-0.0010199i
-0.0017678-0.00070845i,-0.0015475-0.00065849i,-0.001329-0.00053445i,-0.00049238+0.00031099i,0.00049907+0.00093685i,0.00091039+0.00060175i,0.00060232-0.001006i,0.00012753-0.0013084i,-0.00039641-2.396e-05i,-0.00082335+0.00030522i,-3.7547e-05+0.00077128i,0.00032875+0.0010505i,0.00017368+0.00038815i,0.00051155-0.00037645i,0.00036497-0.00012189i,-8.5891e-05+0.00026502i,-0.00056764-1.2198e-05i,-0.00029434-0.00022693i,0.00038708-0.00063383i,2.1252e-05-0.00065988i,0.00014536+0.0001519i,0.00070273+0.00019367i,0.00018178-0.0002675i
0.00031826-0.0016307i,0.00015477-0.0024161i,-0.0010621-0.002892i,-0.00072303-0.0019562i,0.00048281-0.00097928i,0.0013075-0.0010905i,0.001098-0.00085294i,0.00056703-5.4985e-05i,-0.00031644+0.00051867i,-0.0011648+0.00042833i,-0.00087283+0.00028754i,-0.00050447+6.9679e-05i,-0.00044673-0.00014876i,9.5598e-05+0.00016571i,0.00087242+0.00056243i,0.0011088+0.00020846i,0.00066015-0.00021731i,0.00015993-0.00021792i,-0.0001804-0.00034782i,-0.00067392-0.00040506i,-0.00063152-0.00022063i,-0.00076901+0.00055788i,-0.0004404+0.00043766i
3.2122e-05-0.00025601i,-0.00012361+8.6177e-05i,-0.00084877-0.00037984i,-0.0013605-0.0013241i,-0.00039682-0.0010295i,-5.2653e-05-0.00041323i,-0.00047705-0.00070017i,6.3065e-05-0.0013463i,-0.00042556-0.0013245i,-0.00059125-0.0011078i,-0.00045099-0.00098538i,-0.00058065-0.00012852i,-0.00023779+0.00081542i,9.2077e-05+0.00048147i,0.00038741+0.00026733i,0.00045627+0.00057932i,-9.5215e-05+0.00046411i,-0.00038086+0.00027259i,-6.4111e-05-1.4811e-05i,0.00075971+3.2502e-05i,0.0011044+0.00045115i,0.00044327+6.2846e-05i,-0.00020218-0.00052285i
-0.00092556+0.00092976i,-0.00077872+0.00055577i,-0.00084838+0.00065461i,-0.00085349+0.00041275i,-0.00063486+0.00071709i,-0.00024157+0.00026672i,0.00034151-0.00065997i,0.00074718-0.00047256i,0.00049043-0.00018243i,0.00026113-0.00052364i,0.00088491-0.00039808i,0.0004838-0.00020265i,-0.00035592-0.00061009i,-0.00025018-0.00090384i,0.00056487-0.00081335i,0.00072903+2.17e-05i,0.0003144+1.7287e-05i,8.0395e-05-0.0003564i,0.00014162-0.00013328i,0.00036894-0.00038289i,0.00078644+2.3592e-06i,0.0010786+0.00072996i,0.00055654+0.00033642i
-0.00025674-0.001973i,-0.0007751-0.0025136i,-0.00076764-0.0020964i,-0.00071267-0.00034382i,-0.0011317+0.00046468i,-0.00068089+0.00052664i,0.00060716+0.000538i,0.00031956+0.00054579i,0.00016394+0.00079999i,0.00081915+0.00051687i,0.00031721-6.4216e-05i,-0.00062617+0.00025121i,-0.00038529+0.00017987i,0.00088113-0.00028324i,0.0007536+0.0001766i,-0.00011825+0.00052224i,0.00027662+0.00050638i,0.00089844-3.3368e-05i,0.00079226-0.0001084i,0.00012262+0.0001189i,0.00010243+3.0891e-05i,0.0002871-0.00016538i,0.00029563-0.00013554i
-0.00048207-0.00045225i,-0.00036002-0.00045183i,0.00055962+0.00012236i,0.0014987-6.9774e-05i,0.00099555-0.00075419i,-0.00034095-0.00097892i,-0.00056444-0.00087099i,0.00059699-0.00047724i,0.0011174+0.00032275i,0.00097716+0.00051676i,0.00085859+0.00038608i,0.0006344+0.00055894i,0.00037937+0.00051821i,-0.00018484-0.00029256i,-3.8515e-05-0.0008017i,0.00032633-0.0008975i,3.2576e-05-0.0014017i,0.00010286-0.0011246i,0.00051971-0.00075903i,0.00087423-0.00051795i,0.00093311-0.00052118i,0.00039994+0.00012261i,-0.0004547+0.00050995i
-0.0010897+0.001386i,-0.0006246+0.00070053i,-0.00040438+5.1197e-05i,-9.8734e-05-0.00045649i,3.4547e-07-0.0009094i,0.00044164-0.001186i,0.0011707-0.00054843i,0.00076147-0.00016706i,0.00012337-0.00048669i,-3.2966e-05-0.0001974i,-0.00011774+0.00013395i,-0.0001708+9.9804e-05i,-0.0004142-0.0002555i,-0.0004185+6.8004e-05i,-0.00048023-7.7083e-05i,-0.00022339-0.00061895i,-8.0658e-05-0.0001343i,-0.00042112-4.3574e-05i,0.0001222-0.00082101i,0.00027649-0.00050613i,-0.00053278+0.00035517i,-0.0004934+0.00051436i,-0.00029933-0.00014125i
-0.00072516+8.5467e-05i,-0.0010223+7.5246e-05i,-0.00014676+0.00043265i,0.0011153+0.00072247i,0.0015176+0.00030989i,0.0016988-0.00026519i,0.00092864+0.00011157i,0.0003186+0.00072701i,0.00047538+6.1906e-05i,0.00033658-0.00024412i,1.1132e-05+7.3439e-05i,0.00022551+9.4117e-05i,0.00048055-0.0005157i,0.00059106-0.00057999i,0.00030124-0.00012562i,-0.00012142-1.219e-05i,4.4325e-05-0.00013077i,0.00030849+9.1526e-05i,-8.1737e-05+0.00031061i,-0.0004624+0.00045431i,0.00025698+0.00046414i,6.8441e-05-0.00043769i,-0.00075639-0.00066873i
-0.0013573-0.00014308i,-0.0011444-0.00085287i,-0.0010756-0.00068306i,-9.8883e-05-0.00059651i,0.00083322-0.00050618i,0.00070159-6.838e-05i,0.0011207+0.00019681i,0.0011118+0.00032389i,0.0002628+0.00010403i,-4.9073e-05+0.00038002i,-0.00049247+0.00067491i,-0.00044296-2.9407e-06i,0.00047441-0.00075362i,0.00071829-0.00038787i,0.00020498+0.00018063i,0.00011807+0.00021322i,0.00042495+1.3186e-05i,0.00036556-0.0001546i,0.00017042-0.00021821i,0.00046064-0.00044258i,0.00076171-0.00039852i,0.00035587-0.00054187i,-0.00059888+8.6743e-05i
-0.00089989+0.001074i,-0.00034427+0.0011338i,0.0003552+0.00072073i,0.00020925-0.00043535i,0.000265-0.0014205i,0.0010175-0.0022068i,0.00090338-0.0017955i,0.00080057-0.0010229i,0.0013016-0.0009989i,0.0011804-0.0010825i,0.00095437-0.00059745i,0.00074365-0.00017727i,0.00013788+0.00039547i,-0.00015066+7.4348e-05i,-0.00011773-0.00059676i,0.00016528-0.00029417i,0.0005622+0.00035609i,0.00095561+0.00043698i,0.00073391+0.00044364i,-0.00010436+0.00065445i,-0.00043772+0.00058817i,-0.0003546+9.4475e-05i,0.00017757-0.00011467i
0.00096943-0.0015665i,9.6254e-05-0.0024314i,-0.0011444-0.0027817i,-0.0013997-0.0021853i,-0.00057853-0.00098572i,0.00040781-0.00053352i,0.0010981-0.00093214i,0.00034655-0.00081944i,-0.00045923-0.00041912i,-0.0001813-6.7724e-05i,-7.0868e-05+0.00022094i,-8.666e-06+0.00039376i,0.00050374+0.00044341i,0.0004798-3.4987e-05i,0.00024724+0.00057128i,0.0005375+0.00078941i,-1.9598e-05-0.00041114i,-0.00074806-0.00076664i,-0.00036801-0.0007214i,0.00022527-0.00055338i,-0.00010138-0.00029286i,-0.00015164+0.00051536i,-0.00017384+0.0011563i
0.0012076+5.6805e-05i,0.0005079+0.00020802i,1.5251e-05+0.0010149i,-0.00013057+0.00075328i,0.00010906+0.00032643i,0.00040118+0.00030735i,-4.9995e-05-0.00038543i,-0.00039289-0.00023328i,0.00067184-8.692e-05i,0.00096858-0.00047633i,0.00037946-0.0005086i,-0.00010203-0.00035926i,0.00026543+0.00012311i,0.00067371+0.0001094i,0.00027803-0.00034101i,-1.4474e-05-0.00052901i,0.00025022+0.00014616i,0.00021019+0.00014354i,-0.00025905-0.00037409i,-0.0001315-0.00059514i,-0.00044435-0.0005676i,-0.00097688-0.00039736i,-0.000292+8.1261e-05i
-0.00090546+0.00013514i,-0.00099975+3.7941e-05i,-0.0006406+0.00015253i,0.00039135-0.00047925i,0.00070439-0.00017879i,0.00055546-0.00026013i,0.0006662-0.00065421i,0.00085205-0.00026331i,0.00079451+5.7463e-05i,0.0010934+4.5096e-05i,0.00096582+0.00021849i,0.00070616+0.0013029i,0.00020057+0.0015341i,-0.00051757+0.0010287i,-0.00085856-0.00015075i,-0.00077179-0.000956i,-0.00039068-0.00061725i,-6.5054e-05-0.0002719i,-0.00017162+8.3796e-05i,-3.8789e-05+0.00029607i,0.00037049-0.00037463i,0.00053165-0.00060112i,1.6025e-05-0.00028039i
-0.00011822-0.00021804i,0.00064493-0.0012036i,0.00055016-0.00094291i,0.0007753-0.0008099i,0.0010905-0.0011652i,0.00014926-0.0015317i,-0.00080764-0.0015689i,-0.00072229-0.0010122i,0.00010988-0.00053447i,5.2471e-05-0.00032879i,-0.00044783-5.6824e-05i,-0.00071087-0.00086759i,-0.00057703-0.00068499i,-0.00049491+2.0293e-05i,0.0002822+0.00015838i,0.00067091+0.00017423i,-0.00033868-6.9569e-05i,-0.00020082-0.00035553i,0.00020092-0.00064986i,-0.00014345-0.00039021i,-0.00094836+9.37e-07i,-0.00093223+6.73e-05i,-0.00016301+9.0781e-05i
0.0012471-0.0014856i,-0.0011821-0.0010749i,-0.0030241-0.00098998i,-0.0025508-0.00041998i,-0.0014923+0.00053088i,-0.0010588+0.0010535i,-0.00065419+0.00077145i,-0.00029079+0.00066248i,-0.00037808+0.00048978i,-0.00038723-0.00042092i,-7.0788e-05-0.00036164i,0.00025298+0.00069819i,0.00065822+0.00083959i,0.0005619+0.00082101i,0.00060112+0.00056309i,0.00077558-0.00011502i,0.00066143+0.00029057i,0.0010386+0.00062581i,0.00066582+8.4885e-05i,-0.00018342-0.00049069i,0.00016176-0.00069571i,0.00031393-0.00063711i,-0.00024098-0.00070622i
0.0019317+0.0021417i,0.0014701+0.0024526i,0.0010504+0.00094712i,0.00076742-0.00053082i,0.00038956-0.00086882i,0.00028288-0.00022841i,0.00036254-0.00028531i,0.00049857+0.00057881i,0.00053804+0.001128i,0.00039449+0.00092403i,-2.6811e-05+0.00062991i,-0.00024773+0.00012443i,0.0003678+0.00024812i,2.5077e-05+0.00074633i,-0.00060099+0.00069644i,-0.00037851+3.2073e-05i,-6.6965e-05-0.00035059i,0.00010244-0.00058804i,0.00024189-0.0004969i,-0.00026978-0.00011196i,-0.00058576-0.00071659i,-0.00064998-0.0014101i,-0.00094168-0.00082138i
