0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
-0.00095296-0.0017965i,-0.0016774-0.00044847i,-0.0014943+8.0747e-05i,-0.00074664+0.00029225i,-0.00068001-5.1961e-06i,-0.00063212+0.00012295i,-0.00065942+3.1627e-05i,-0.00099958-0.00055866i,-0.00032718-0.00048665i,0.00035584-0.0006164i,-9.1307e-05-0.00055983i,-0.00031859-8.7189e-05i,0.00011397+6.2984e-05i,0.00084873+0.00057343i,0.00071886+0.00086874i,-0.00018408+0.0013734i,-0.00063248+0.0012955i,-0.00015466+0.00038825i,1.9028e-05-1.246e-05i,-0.00022713+0.00018565i,-0.00048694+1.0464e-06i,-0.00016424-0.0004279i,0.00034914+0.00019672i
-0.0016943-0.0026324i,-0.0018709-0.0016324i,-0.002248-0.00015317i,-0.0022169+0.00081961i,-0.0007717+0.0013497i,0.001009+0.00094746i,0.00086016+0.00015675i,0.00029668-0.00052501i,0.00078129-0.00083065i,0.00093145-0.00092153i,0.00070972-0.00097531i,0.00034596-0.00047865i,-0.00024192+0.00047229i,-0.00013292+0.00025632i,0.00057813-0.00078634i,0.0015034-0.00097742i,0.0013658-0.00043911i,0.00043054-4.8112e-06i,2.4943e-05+0.00024899i,-0.00023615+0.00043556i,-0.00037962+0.00064273i,-5.8994e-05+0.00046236i,0.00025057-0.00036378i
-0.00064171-0.0016495i,-0.0015085-0.0015418i,-0.0020909-0.00030774i,-0.0017366+0.00026714i,-0.0011463+0.00073229i,-0.00045331+0.00185i,-0.00010389+0.0015215i,-0.00059831+0.00036212i,-0.00054592-0.00033803i,1.2361e-05-0.00014785i,0.00048505+0.00038716i,0.0009308+0.0004265i,0.0016247+0.00033985i,0.0012175+0.00060738i,0.0010046+0.00058586i,0.0017396+0.00054375i,0.00095375+0.00023702i,0.0001118-0.00061118i,-5.1049e-05-0.00044509i,0.00022138-0.00028799i,0.00062212-2.6307e-05i,0.00087644+0.00014703i,0.0012384+5.0171e-05i
0.00059621-0.00028104i,0.00048983+0.00087958i,9.4891e-05+0.0003242i,-0.00080712-0.0005037i,-0.0016051-0.00063313i,-0.00032288-0.00032293i,0.0005132+2.6025e-05i,-0.00075718+0.00027757i,-0.0010651+0.00050444i,-0.00049429+0.00017465i,-0.00043771-0.00031194i,-0.00039592+6.1699e-05i,-0.00052913+0.00050763i,-0.00053715+0.00018803i,-0.00013015-0.00019508i,0.00059757-0.00015043i,0.00034757+1.1981e-05i,-0.00027451+0.00030825i,8.1481e-05+0.00076907i,0.00027162+0.00031979i,0.00075147-0.00043229i,0.00068881+0.0002048i,-3.5716e-06+0.00089346i
0.0020188-0.0010003i,0.0014143-0.0011277i,0.00028569-0.00014355i,-0.0010673+0.00062046i,-0.0010136+0.00078657i,-0.00060185+0.0010017i,-0.00042108+0.00021679i,-0.00031808-0.00024007i,-0.0010079+0.00027479i,-0.001171+0.00029001i,-0.00060528-0.00027137i,-0.000646-0.0011952i,-0.00081219-0.0012396i,-0.00010513-0.00089492i,0.00017319-0.0011337i,-0.00042979-0.0012693i,-0.00053764-0.00058097i,0.00013071+0.00023487i,0.00052269+9.9969e-05i,0.00080187+4.666e-05i,0.00025822+0.00017074i,-4.2186e-05-0.00045147i,0.00041276-0.00050656i
0.00041244+0.00012775i,-0.0001593-0.00035547i,-0.00010153-4.5283e-05i,-0.00056201+0.00074626i,-0.00056196+0.0014651i,0.00064198+0.0013683i,0.00085191+0.00094701i,0.00010728+0.00075698i,-0.00011974+0.00048397i,-0.00034334+0.0001952i,-0.00064125-0.00044192i,-0.00089749-0.00047178i,-0.00061271-4.4069e-05i,5.1853e-05+0.00047445i,0.00015393+0.00097462i,-0.00050773+0.00019645i,-0.00033058-0.00061925i,0.00024501-0.0009264i,0.00036237-0.00089484i,0.00046691+4.5856e-05i,0.00019072+0.0004884i,-0.00038165+0.00030959i,-0.00027016-0.00029679i
-0.0021643+0.0032026i,-0.00060237+0.004505i,0.00069746+0.0039404i,0.00064719+0.0021407i,0.0004936+0.00039442i,0.00058278-0.00074744i,-0.00024036-0.0012558i,-0.0011045-0.0010251i,-0.0011162-0.0011059i,-5.4978e-05-0.0015351i,-1.5176e-05-0.00049395i,-0.00082461-0.00035349i,-0.00053922-0.0012702i,5.6048e-06-0.00067389i,-0.00029424-0.00012466i,-0.00064512+0.00014824i,-0.00041977+0.00043099i,-0.00032813-0.00012899i,-0.00060765-0.00064521i,-0.00077542-0.00038549i,-0.00048126+9.9453e-05i,-0.00038765-0.00010766i,-0.00026746-0.00069042i
-0.00095726+0.00065787i,-9.5493e-05+0.00066594i,0.00018396+0.000803i,-0.00053522+0.0010268i,-0.00070997+0.0016147i,0.00022678+0.00098876i,0.00030501-0.00011512i,-0.00028951-0.0002958i,0.00020914+2.4658e-05i,6.5004e-05+0.00084806i,-0.00064734+0.0011079i,-8.0918e-05+0.00043284i,-0.00022603-5.698e-05i,-0.00055999-8.5854e-06i,-0.00025967+0.0005759i,-0.00042712+0.00012732i,-0.00073971-0.00032978i,-0.00014027-0.00052348i,0.00026083-0.00089196i,0.00028455-0.00043822i,0.00041423-0.00031311i,0.00061838-0.00059342i,5.8945e-06-0.00014801i
0.00065745-0.00082813i,0.0008302+0.00033282i,0.00025169+0.0011797i,-0.00022677+0.00075174i,-0.00082363+0.00012299i,-0.0015886+8.5752e-05i,-0.0010963-0.00032911i,-0.0010938-0.00083123i,-0.0010499-0.00095096i,1.9986e-05-0.00076137i,0.00066586-0.00078175i,0.00035138-0.00063217i,0.00016745-0.00061506i,-0.00023881-0.00079319i,-0.00061563-0.00047814i,-0.00061789+0.0002346i,-0.00013692+0.00058179i,0.00011712+0.00044423i,-0.00081211-0.00014399i,-0.00073726-6.2997e-05i,0.00036858+0.00012332i,0.00025042+0.0002887i,-0.00067593+0.00016291i
0.0019953+0.0028881i,0.002579+0.0035909i,0.0027643+0.0022682i,0.0013577+0.00035384i,-0.00072635-0.00034394i,-0.0010135+7.0434e-05i,-0.00072785+0.00033153i,-0.0011171-6.6922e-05i,-0.00096149-7.1046e-05i,-0.00013445-3.7308e-05i,0.00015133-4.46e-05i,-8.6294e-05+6.4262e-05i,-0.0002356+7.5678e-05i,-0.00072719+0.0005751i,-0.0006468+0.0010155i,-8.6252e-05+4.1722e-05i,0.0004555-0.00076535i,0.00039601-0.00046265i,-0.00058471+0.00056224i,-0.00062724+0.00094611i,-0.00015192+0.00092189i,-0.00040829+0.0005473i,-0.00058387+0.00016247i
0.00021565+0.0012386i,0.00078601+0.001711i,0.0021064+0.0015489i,0.0014898+0.00048714i,-2.0709e-05-0.00053646i,-0.00036558-0.00094066i,-0.00048097-0.001111i,-0.00035357-0.0010168i,-0.00023851-0.00024174i,1.992e-05-0.00040703i,0.00027485-0.0009188i,0.00055593-0.0007864i,0.00051476-0.00093077i,-0.00037132-0.0015802i,-0.0010932-0.0011835i,-0.00088925+6.6185e-05i,0.00024023+0.00054948i,0.00031964+0.00053977i,0.00011818+0.00038655i,0.00033308+0.00051955i,0.00051967+5.7507e-05i,0.0011091-3.3982e-05i,0.0010977+0.00046945i
0.00070378+0.00095886i,-0.00056049+0.00095126i,-0.0011382-0.00010956i,-0.00064904-0.00089427i,-2.8931e-05-0.0012166i,0.00067394+0.00012892i,0.00091101+0.00049269i,0.00047424-5.0214e-05i,-0.00071719-0.00017465i,-0.00071939-0.00045075i,-0.0004995-0.00095116i,-0.00036607-0.00051919i,-0.0001689+0.00030333i,-0.000435+0.00015371i,-0.00050185+0.0004033i,-0.0008601+0.0010264i,-0.00083809+0.0006893i,0.00039759+0.00030189i,0.0010395+0.0014875i,0.000226+0.001577i,0.00019402-5.0023e-05i,0.00064705-0.0011879i,0.00025249-0.00045753i
-0.0031958+0.0014526i,-0.0027536+0.0027701i,-0.0020232+0.0031854i,-0.00094915+0.0014107i,-0.00045782+0.0007747i,-0.00077006+0.00030165i,-0.00042936-0.00072998i,-0.00055258-0.0009207i,-0.00081255-0.0008667i,-0.00070699-0.00041481i,-0.0010196-6.2952e-05i,-0.00021554-0.00048158i,0.00078275-0.00041692i,0.00016681-0.00043455i,-0.00013833-0.00058672i,0.00028254-0.00066313i,-9.4686e-05-0.00027163i,-0.00040958+3.6597e-05i,-0.00013684-0.00010564i,-2.5116e-05+0.00020498i,0.00016398+0.00057004i,0.00018935+0.00068034i,-0.00013219+0.00041625i
-0.0031959-0.0011251i,-0.0028024+0.00028329i,-0.00080674+0.0018149i,0.0013322+0.0028i,0.0019628+0.0027063i,0.0027443+0.0011462i,0.0018877+0.00025292i,-0.00011032+0.00065783i,-0.00084822+0.00057667i,-0.00056532+0.00017868i,0.00030669+0.00059373i,0.0005216+0.0011433i,-3.6986e-05+0.00071265i,0.00066838-0.00054837i,0.00081337-0.00055949i,0.00026649+8.4058e-05i,0.00028832+0.00070039i,-0.00015186+0.00053817i,-0.0012569-7.677e-05i,-0.0011167+1.7616e-05i,0.00029275+0.00016521i,0.0013046-0.00057471i,0.00078388-0.0010305i
-0.00071457-0.0027944i,-0.0010721-0.0033998i,-0.0015989-0.0016733i,-0.0015325+0.00053446i,-0.00074865+0.00094458i,-0.00057897+6.1825e-05i,-0.00048026-0.00072512i,-0.00074792-0.00056966i,-0.00097382-0.00094791i,-0.00061617-0.0016067i,-4.3492e-05-0.0014686i,0.00014954-0.00039991i,-0.00011819+0.00085909i,0.00010062+0.00088737i,0.00016609+0.0001139i,0.0003209-0.00080095i,-0.0002407-0.00075336i,-0.00094847-0.00065765i,-0.00022861-0.0014118i,9.4495e-05-0.00096272i,-0.0010146+0.00048405i,-0.0014879+0.00049014i,-0.0014672-0.00049148i
-0.00093707+0.00059541i,0.00056751+0.0017284i,0.002645+0.0015453i,0.00241+0.00051293i,0.0010395-0.00067475i,0.00026205-0.00079028i,-0.00067527-0.00048267i,-0.0012714-4.4959e-06i,-0.0010642+0.0003021i,-0.00033254-0.00077306i,-8.6145e-05-0.0017072i,-0.00079806-0.00054462i,-0.0014229+8.925e-06i,-0.0016537-0.00030129i,-0.0012475-0.00068978i,-0.00071052-0.0013152i,-1.4863e-05-0.00098196i,0.00014136+0.00012747i,0.00023407+0.00077153i,0.00054762+0.00066485i,0.00073261-0.00017485i,0.00087295-0.001001i,2.87e-06-0.00071077i
0.0011218-0.0010551i,0.00099093-0.0001747i,0.0011066+0.0010291i,0.0013944+0.00045437i,0.0011393-0.00085031i,0.00068121-0.00037679i,0.00096962+0.00087506i,0.00076105+0.00052608i,-1.7325e-05-0.0001301i,3.3926e-05-0.00018242i,0.00052613-3.6403e-05i,0.00068456-0.00013378i,0.00021395+7.8381e-06i,-0.00064904+0.0005329i,-0.0013566+0.00014185i,-0.00098264-0.00043624i,-0.00023288-0.0003983i,-0.00016609-4.5157e-05i,0.00022116+0.00022501i,0.0006429+0.00026013i,0.00036066-0.00020267i,4.9293e-05-8.4182e-05i,-0.00018679-0.00039029i
0.00052137+0.00015907i,-0.0016899+0.00051311i,-0.002886-0.00060294i,-0.001637-0.00029038i,-0.00031851+0.00091403i,0.00029416+0.0008424i,0.00074642-0.0004083i,0.00024787-0.00063727i,-0.00097818+0.00020868i,-0.0011514+0.00057576i,-0.00062607+0.00059736i,-7.5687e-05+0.00067841i,2.7598e-05+0.00071209i,0.0010473+0.00099847i,0.0015324+0.0014106i,7.4194e-05+0.00072764i,-0.0003325+6.1496e-05i,-1.4867e-05-0.00022628i,0.00043608-0.00068677i,0.00020269-0.00080309i,-0.00017452-0.0005062i,0.00015734-0.00045743i,0.00037725-0.00032312i
-0.00071222-0.00032481i,-0.00073708+0.00062439i,-0.00072476+0.0021218i,4.6408e-05+0.0023326i,0.00046949+0.00091346i,-0.00017175+0.00039482i,-0.00091624+0.00051914i,-0.00068429-0.00015261i,-0.00010854-0.00053141i,0.00022186-0.0010707i,0.00048291-0.00082627i,0.00051333-0.00072389i,0.00033457-0.00074953i,0.00027673-0.00032327i,0.0006179-0.00074051i,0.00082304-0.00058535i,0.00089597-0.00017683i,0.0014253+0.00027172i,0.0010541-4.1407e-05i,0.0006927-1.7591e-05i,0.00082534+0.00042175i,0.00053708+0.00024333i,-8.0967e-05-0.00025168i
-0.0013572-0.001598i,-0.0024076-2.7545e-05i,-0.0019424+0.0010393i,-0.0016908+0.0012793i,-0.0017349+0.0010695i,-0.00073172+0.0016588i,-0.00033454+0.0014583i,-0.0007417+0.00052711i,-0.0013258+0.00050376i,-0.0012135+0.0004925i,-0.00086141+6.4121e-07i,-0.00094788-0.00055374i,-0.00054757-0.00038577i,7.8034e-05+0.00020158i,-0.00040541+0.00018791i,-0.00084335+0.00037326i,-0.00078944+0.00079071i,-0.00069318+7.3255e-06i,-6.3385e-05-0.00074085i,0.00049941-0.00060694i,0.00029529-0.00052573i,0.00024435-0.00076877i,0.00010919-0.00062779i
-0.00022528-0.00091068i,-0.00049312-0.0016967i,-0.00088066-0.00057528i,-0.0011984+0.00048683i,-0.00098826+0.00027125i,-0.00014506+0.00082923i,0.00017746+0.00053067i,-0.00042859-0.00027976i,-0.00094569+0.00059562i,-0.00066106+0.00095103i,-0.00017205+0.00053317i,0.00024453+0.00036607i,0.00066167+0.00034138i,0.00076373+0.00047383i,0.00028517+0.00017886i,0.00043938-0.00012988i,0.00096195-0.00050855i,0.00068017-0.00072927i,0.00022175-0.00069787i,0.00041801-0.00031518i,8.469e-05+0.00051629i,0.00023763+0.00052858i,0.00076325+0.00019155i
0.00203+0.00037882i,0.0010188+0.0013555i,0.00011658+0.00022872i,-0.00024492-0.00072526i,-0.00088949-0.00079529i,-0.0011788-0.00081801i,-0.00020121-0.00048516i,-0.00062697-0.00047256i,-0.00069534-0.00032221i,-1.4818e-05+0.00037322i,5.4865e-05+0.00080006i,0.00020126+0.00057753i,0.0008633-4.0751e-07i,0.00073243+0.00010253i,-0.00099877+0.00039717i,-0.0019148+0.00055455i,-0.00082222+0.00044272i,0.00035788+0.00018516i,0.00034338+3.7842e-05i,0.00020717-0.00053402i,0.00065376-0.00079737i,0.0011023+0.00031755i,0.00094787+0.0014912i
-0.0011312+0.0013073i,-0.00041897+0.0030991i,-0.00032176+0.0038149i,0.00046097+0.0024904i,0.0013654+0.0010008i,0.001447-0.00010251i,0.0008483-0.00080181i,-0.00047354-0.00095152i,-0.0013017-0.00036938i,-0.00099535-0.00012161i,-0.00072857+1.0839e-05i,0.00015095-2.5574e-05i,0.0010107-0.00030999i,0.00061253-0.00094015i,0.00025729-0.0014467i,-1.5407e-05-0.0014359i,1.933e-05-0.00096247i,-0.00013466-9.0179e-05i,-0.00037941-3.4282e-05i,-3.3044e-05-0.00068985i,0.00099938-0.00043044i,0.0015993-8.2124e-05i,0.00089764-0.00022929i
-0.00048445+0.00093718i,-0.00080131+0.0012332i,-0.00093559+0.0010986i,-0.00093597+0.00083165i,-0.001078+0.0003278i,6.6275e-05+0.0003961i,3.5932e-05+0.00018742i,-0.00072311-0.00048665i,-0.00017636+0.00016327i,-3.3706e-06+0.0010395i,4.1137e-06+0.00094116i,0.00025675+0.00077398i,0.00046665+0.00032415i,0.00032224-0.00071018i,0.00027366-0.00071666i,0.00039097+0.00013821i,0.00016205+0.00067618i,-0.0003695+0.00056363i,-0.00068334+0.00053348i,-0.00056194+0.00089341i,-0.00018291+0.0008351i,-0.00010653+0.00044539i,-0.00024604+0.00023669i
0.00025515+0.002365i,0.0011889+0.0015572i,0.00095184+0.0015364i,0.00021179+0.0016656i,0.0002424+0.0013479i,0.00070379+0.00071819i,0.00096428-7.5078e-05i,9.3444e-05-0.00049956i,-0.0011055+7.2662e-05i,-0.00068816+5.3085e-06i,3.1156e-05-0.00061336i,-0.00043848-0.00026585i,-0.00083149-3.9763e-05i,-0.00075175-0.00019105i,-0.00033295-0.00011173i,-0.00012496-9.4879e-05i,0.00054327-2.0621e-05i,0.00054946+0.00081925i,0.00018106+0.0011925i,0.00087328+0.00050173i,0.00041828-0.00010018i,0.0001696-0.00026611i,0.00039223-0.00054423i
-0.0020192+0.0018712i,-0.0025187+0.0013068i,-0.00097499+0.0017406i,0.0010622+0.0013524i,0.0009788+0.00029535i,0.00089384-1.9026e-05i,0.00050851-0.00031267i,-0.00048465-0.00057811i,-0.0011871+0.00043321i,-0.0012731+0.00051301i,-0.00081443-0.00029639i,-0.00066961+0.00035832i,-0.00058038+0.0015042i,-0.0001407+0.001444i,-0.00019446+0.00041643i,-0.00052734+0.00029347i,-3.6649e-05+0.0008578i,-0.00036576+0.00053806i,-0.00071497-9.3566e-05i,-0.00027482-0.00078276i,0.00063083-0.0013106i,0.00036167-0.0018107i,-0.00013805-0.0013766i
-0.0053187-0.0021304i,-0.0048256-0.00094559i,-0.0037035+9.473e-05i,-0.0024261+0.00086341i,-0.001214+0.00095649i,-0.00046311+0.00068393i,-0.00029199-5.6442e-05i,-0.0011602-0.00052238i,-0.0015675-0.00088468i,-0.0009301-0.0011378i,-0.00024103-0.0007903i,0.00032153-0.00055571i,0.00077633-0.00034338i,0.00077949-0.00019957i,0.00092045-0.00035625i,6.3945e-05-0.00034525i,-0.00059399-0.00023711i,-0.00011265-0.00048214i,0.00013725-0.00053911i,0.00012687-0.00035264i,0.0004473-0.00044723i,-0.00025491-0.00046068i,-0.00086973+9.498e-05i
-0.0010138+0.0005218i,-0.00039343+0.00078198i,0.00045059+0.0013897i,0.0014896+0.0018496i,0.0016084+0.0014975i,0.00096795+0.0014137i,-0.00039144+0.00061118i,-0.00068408-0.0004334i,0.00026051-4.5596e-05i,0.00074381+0.00045848i,0.00057932+0.00079857i,0.00039464+0.001103i,-0.00032871+0.00095539i,-0.0013114+0.00072488i,-0.0012653+0.00019057i,-0.0011512-0.00026326i,-0.0010056-1.7999e-05i,-0.00069942+3.4242e-05i,-0.0007605-0.00029497i,-0.00076434-0.00015771i,-0.00041661+0.00035458i,-0.00013088+0.00022469i,0.00018347-0.00035266i
-0.0010609-0.0024781i,-0.0023076-0.0019796i,-0.0019556-0.0013927i,-0.00020016-5.1105e-05i,0.0005307+0.00088899i,0.00046462+0.00074274i,-0.00047379+0.00020523i,-0.0011197-0.00063169i,-0.00091579-0.00063194i,-0.00061699-8.0654e-05i,-0.00045486+0.00016882i,-0.00048906-0.00013098i,5.2191e-05+2.4379e-05i,0.00030555+0.00027886i,0.00012906+0.00011376i,0.00022385+6.4187e-05i,-0.00010317+0.00025869i,-0.0009913+0.0002422i,-0.0014013+0.0008734i,-0.00054576+0.0012623i,0.0004518+0.0004922i,0.0010022-0.00028148i,0.00056579-0.00093287i
0.00069331-0.0028196i,-0.00077202-0.0019874i,-0.0017053+0.00021434i,-0.0019385+0.0013345i,-0.0021917+0.0010062i,-0.0010351+0.00090981i,0.00038362+0.00052782i,0.00035532-0.00022318i,-0.00034584+0.00028289i,-0.00039778+0.00096589i,-0.00052861+0.00012678i,-0.00018312+0.00016725i,0.00015014+0.00059976i,0.00055063+0.00097402i,0.00047076+0.0013743i,-8.2782e-05+0.00052653i,-0.0004854-0.00016857i,-0.0011688-0.00055139i,-0.00035532-0.0007942i,0.00053906-0.0008269i,0.00017382-4.2245e-05i,-0.00020904+0.0010652i,-0.00078729+0.00088587i
-0.00074424-0.0034994i,-0.000664-0.0035174i,-0.0013341-0.0012866i,-0.0011644+0.00036841i,-0.00026663+0.00090828i,0.00018446+0.00036196i,0.00045948-8.5386e-05i,-3.392e-05+7.0038e-05i,-0.00053025-0.00015895i,-0.00018306-0.00031836i,0.00041905+0.00014979i,0.00043166+0.0004339i,0.0002835+0.00027842i,0.00092863+2.2798e-05i,0.0014508-0.00018803i,0.00094856-0.00012163i,0.00056571-4.3517e-07i,-0.00069851-0.00049827i,-0.00095809-0.0010212i,-0.00013971-0.00062026i,0.00035762-9.015e-05i,0.00062691+0.00063423i,0.00041663+0.001229i
0.0018865+0.00090351i,0.0018945+0.0018337i,0.0010476+0.0029622i,0.00061508+0.0022222i,0.00087674+0.00028313i,0.00013612-0.00048869i,-0.00061562-0.00063199i,-0.00095299-0.0011094i,-0.0013844-0.0013342i,-0.000806-0.0010715i,-0.00031583-0.00051063i,-0.00024627-0.00021191i,0.0004648-0.00070614i,0.00077734-3.9298e-05i,-2.87e-06+0.00091329i,-0.00085657+0.00061129i,-0.00091117+0.00032242i,-0.00060725+0.00031548i,-0.00050784+1.4849e-05i,-0.00030986-8.3408e-05i,-0.00050414-0.00032817i,-0.00036777-5.8434e-05i,0.000226-0.00012012i
0.0010359+0.00054754i,0.0011607+0.0010882i,0.0013204+0.0012661i,0.0016141+0.00038399i,0.0016765+0.00027265i,0.00069635-0.00025365i,-6.6417e-05-0.00049283i,-0.00014517-0.00021023i,-2.3692e-05-9.9364e-06i,0.00020151+0.00017577i,0.00031818+0.00038593i,0.00016743+0.00055934i,0.00010024+0.0004276i,0.00048381+6.2792e-05i,-9.5387e-05-0.00018769i,-0.0006614-0.00059337i,-0.00018107-0.00047724i,0.00042786-0.00019668i,0.00015563+0.0002437i,-4.297e-05-0.00045147i,0.00011003-0.0010836i,-2.2708e-06-0.00019233i,0.00041083+1.1892e-05i
-4.9181e-05+0.00024012i,-0.00046268+0.0014568i,-0.0012274+0.001956i,-0.0016805+0.001875i,-0.0005971+0.0017207i,0.00084722+0.00079292i,0.0016216-0.00044794i,0.00040827-0.00064992i,-0.00085754-0.00028169i,-0.00073787+0.0003523i,-0.0010542+0.00036758i,-0.0013549+0.000359i,-0.0012505+0.00075013i,-0.00032598+0.00062931i,0.00069704+0.00072921i,0.00058224+0.00037033i,0.00087298+0.00020596i,0.0010195+0.00074214i,0.00070585+0.0010526i,0.00068376-3.6537e-05i,0.00025076+0.00020351i,-0.00024126+0.00079263i,2.6495e-05-0.00015465i
-0.00010938-0.00023774i,-0.0011891-0.00087418i,-0.0008358-0.0011736i,-0.00090801-0.00062874i,-0.0019338-0.00082192i,-0.0019862-0.00089003i,-0.00048606-0.00083472i,-0.0006875-0.00089463i,-0.00077482-0.00053313i,-0.00067047-0.00015298i,-0.00012174-0.00024408i,0.0010861+5.9249e-05i,0.00052357+0.00053795i,-4.1033e-05+0.00040234i,0.00010923+0.00073704i,-0.00019765+0.00031216i,-0.00029183-0.00030322i,0.00020551+0.00042251i,0.0005624+0.00064417i,0.00094088+0.00037413i,0.0005657+2.9385e-05i,0.00032621-0.00016271i,0.00014569-0.00015128i
-0.001286+0.00031176i,0.00011002+0.00072929i,0.00058915+0.0022211i,0.00055796+0.0015273i,0.0007963+0.00030351i,0.00080365+0.00044777i,0.00023572+0.00018768i,-0.00028687+0.00019078i,-0.00050611+0.00017974i,-0.00016066+0.00012204i,0.00012706+0.0003209i,0.00040956-0.00070934i,0.0001761-0.0010332i,-0.00039005-0.0007295i,-0.00019556-0.00079625i,0.00051851-0.0004446i,0.00076373-0.00019255i,-0.00020458+4.1679e-05i,-0.00036833+0.0005189i,0.00020211+0.00021983i,-0.00036641+0.00012046i,-0.0001252+0.00042424i,0.00038898+1.807e-05i
0.0023682+0.00043356i,0.001035-6.0768e-05i,0.00098023-0.00080645i,0.0015897-0.0016893i,0.00025174-0.001946i,-0.00072125-0.001182i,-0.00021227+0.00032304i,-0.00044898+0.00071766i,-0.00044919+0.00024385i,0.00030658-0.00064238i,8.1304e-05-0.00073164i,-0.00094819+7.2577e-05i,-0.00083648+0.00033981i,-9.7871e-05+0.00028102i,3.9924e-05+0.0001968i,-0.00023134+0.00029056i,9.695e-05+8.7108e-05i,0.00056487-0.00036165i,0.00034711-0.00044172i,0.00056605+7.1128e-05i,3.2631e-05+8.2742e-05i,-0.000166-0.00085079i,0.00026087-0.00099392i
-0.00066839-0.00054694i,-0.00013748+0.0012218i,-0.00036646+0.0018805i,-0.00067025+0.0011477i,-0.00035145+0.00088999i,0.00020849+0.0013311i,0.00069211+0.00076362i,0.00075484+9.7317e-05i,-0.00028583+0.00082222i,-0.0016388+0.0010538i,-0.0010855+0.00046981i,0.00037541+0.00027712i,0.00076709+0.0005118i,0.00019581+0.0011586i,-0.00043677+0.0010327i,-0.00084668+0.00031104i,-0.00079561-0.0003851i,-0.00014694-0.0007574i,0.00018103-0.00071806i,-0.0003334-0.0010759i,-0.0012575-0.00034413i,-0.0011498+0.00092867i,-0.00053848+0.00044842i
-0.00071926+0.0012878i,0.00025983+0.00082i,0.001173+0.001044i,0.0016819+0.0012566i,0.0011444+0.00022631i,0.00075251-0.00061972i,0.00050953-0.00041382i,-0.0010288+9.6469e-05i,-0.0012716+0.00024664i,1.9183e-05-9.4259e-05i,0.00073055-0.00046368i,0.00041166-9.3584e-05i,-0.00018493-0.00073545i,-0.00036516-0.00052563i,-0.0007354+0.00025163i,-0.00088407-0.00024179i,-0.00026906-0.00012i,-6.2192e-05+0.00022802i,-0.0003124+0.00023686i,-0.00025134-0.00013892i,0.00019658-0.0010021i,0.0003298-0.0015521i,2.0547e-05-0.0010837i
-0.0025964+0.00077164i,-0.0029207+0.0015842i,-0.0010767+0.002141i,0.00033001+0.0019683i,0.00034103+0.00064356i,0.00043322+0.00047393i,0.00029184+2.4671e-06i,-0.00042884-0.00022375i,-0.0010693+4.3406e-05i,-0.000411-7.6851e-05i,0.00041198-0.00048249i,0.00019538-0.0010014i,-0.00014749-0.00082297i,-0.00067349-0.00029477i,-0.00080092-0.00045683i,-0.00066508-0.00098165i,-0.0005805-0.0005933i,-0.00035933-0.00017831i,-0.00066556-7.2522e-05i,-0.00082508-0.00012416i,-0.00071933-6.9163e-05i,-0.00071065+8.9636e-05i,-0.00022409-0.00091339i
-0.0022276-0.002894i,-0.0024781-0.0014205i,-0.0017058+0.00027948i,-0.00048983+0.00047541i,0.0003436-4.5419e-05i,0.00053029-0.0010916i,-0.00030836-0.0018774i,-0.0012993-0.0019318i,-0.0014324-0.00065146i,-0.001401-0.00023537i,-0.0007811-0.0007759i,6.1889e-05-0.0002859i,0.00053637-0.000411i,0.00055168-0.00061374i,-8.7313e-05+0.00017177i,-0.00089072+0.00095957i,-0.00081675+0.00098242i,-0.00017106+0.00059554i,0.00080599+0.00019042i,0.0010742-1.6262e-05i,0.00016591+0.00017976i,0.00019358+0.00050262i,0.00049369+0.00026719i
0.0025008-0.0034227i,0.0011771-0.0025575i,-0.0011198-3.0775e-05i,-0.0022928+0.0014739i,-0.00088023+0.0013996i,0.00022099+0.001311i,0.00054317+0.0011521i,3.0992e-05+0.0001015i,-0.00059017-0.00063742i,-0.00039483-0.00092525i,-0.00038581-0.0010559i,-0.00053829+0.00026242i,-0.00044859+0.00049936i,-0.0004793-5.2832e-05i,4.3219e-06-0.00018663i,0.00052983+0.00036263i,0.00071226+0.00040461i,0.00059251-0.0001399i,8.1334e-05+2.9963e-05i,-3.4539e-05+7.9426e-05i,0.00013625+5.778e-05i,-0.00056685-0.00018366i,-0.00078084-0.001018i
