0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
0.00052813+0.001413i,0.0003737+0.0021317i,0.00086643+0.0014636i,0.00072023+0.00076802i,0.00023141+0.00027294i,-0.00018412-0.00052638i,-0.00053888-0.00089144i,-0.00057239-0.00072455i,6.6302e-05-0.0003144i,-5.6545e-05-0.00046911i,-0.00096612-0.00061449i,-0.0010657-0.00018616i,-0.00075688+0.00011983i,-0.00024443-2.7562e-05i,0.00020902-7.5391e-05i,0.00022141-0.00017669i,-0.00010915-0.00052449i,-5.4761e-05+3.3334e-05i,0.00046179+0.0010944i,0.00041861+0.0009331i,0.0001465-9.3138e-05i,0.00039999+0.00019052i,0.00045916+0.00096331i
0.0018992+0.00039497i,0.0011341+0.0010649i,0.0016517+0.00069664i,0.0014263+0.00012728i,0.0012686-0.00034337i,0.0013948-0.00046454i,0.00048384-9.7399e-05i,-0.00057785-3.1755e-05i,-0.00077264-0.00090074i,-0.00051823-0.00080074i,-0.0010829-0.00028143i,-0.001243+0.0002225i,-0.00027716+0.00051984i,0.00018981+0.00034875i,-0.00015142+0.0010889i,-0.00019629+0.00092552i,-0.00021407-0.00013145i,-0.00051718-0.00025966i,4.3651e-05-0.0002596i,0.00048053-0.00068218i,0.00024279-0.00071222i,-0.0003656-1.7244e-05i,-0.00046971+0.00052465i
9.6046e-05+0.0010648i,0.00074005+0.0030036i,0.0015823+0.0036167i,0.0029705+0.0027428i,0.0028893+0.0012171i,0.0016062-0.00024911i,0.0008968-0.0012794i,0.00097283-0.0012899i,0.00048032-0.0012971i,-0.00067537-0.00057111i,-0.00035342+0.00066241i,0.00049514+0.00059758i,0.00037014+7.9927e-05i,-0.00019639-0.00018893i,-0.00029248-0.00049598i,-0.00035805-0.00037021i,-0.00027802-2.2304e-05i,0.00035492-4.4703e-05i,0.0011419-0.00019529i,0.00058949-9.7788e-05i,-0.00015245-0.00061864i,-0.00039266-7.6458e-05i,-0.00020515+0.00035064i
-0.00072723+0.0012396i,-0.001156+0.00095936i,-0.0017982+0.00064724i,-0.0016763+0.00086473i,-0.001249+0.0011849i,-0.00051464+0.00067146i,0.00051816+0.00015793i,0.00043995+0.00013897i,-0.00042256+0.00026338i,-0.00090426+0.00044312i,-0.00087616+0.00054172i,-0.00048746-0.00025373i,-0.00011243-0.00029086i,-0.00021889+0.00012773i,-0.00028844+8.8119e-05i,3.6286e-05-0.00011059i,1.527e-05-0.00086866i,0.00027677-0.0012653i,0.00038218-0.00077403i,0.00032597+0.00030507i,-2.8201e-05+0.00085157i,8.035e-05+0.00066653i,0.00060011+0.0003481i
-0.0016623-0.0020579i,-0.0016772-0.001846i,-0.0022696-0.0014827i,-0.0022572-0.0011779i,-0.0018052-0.0010212i,-0.0012209-0.00020924i,-0.00037056+0.0011038i,-0.00016727+0.00083484i,-0.00095827-0.00015031i,-0.0016163-0.00036772i,-0.0013737+0.00027291i,-0.00072217+0.00039783i,-0.00038963+0.00033391i,-8.946e-05+0.00083816i,0.0002371+0.0010868i,0.00036923+0.0010984i,0.00028041+0.00091364i,0.00023714+0.00015566i,0.00050507+2.7174e-05i,0.00038262+3.4509e-05i,-0.00024904+0.00011981i,-6.0158e-05+0.00036924i,-0.00023167+0.001465i
0.0016436+0.00064073i,0.0027134+0.00073914i,0.0023238+0.0010602i,0.0010403+0.0010984i,0.00060873+0.00096903i,0.0011929+0.00034009i,0.0011134-9.0475e-05i,0.00050091+5.9913e-05i,0.00012022-0.00024844i,-7.8006e-05-0.00029122i,-0.00011172+0.00021891i,-0.00024513+0.00014071i,-0.00082485-0.00038604i,-0.00073639-0.00034499i,-0.00050506-0.00025332i,-0.00046838+0.00021461i,-9.7949e-05+0.00079691i,0.00027689+0.00059955i,0.0001672+0.00027685i,-0.00057857+0.00022155i,-0.00090937-2.1447e-05i,3.639e-05+0.00011766i,0.00069411+0.0004836i
0.00062085+0.00078528i,0.0014634+0.0012072i,0.0014692+0.001078i,0.0014903+0.00095963i,0.0017258+0.00059236i,0.0013466-7.4297e-05i,0.00050271-0.0009238i,0.0004321-0.0010684i,-2.4385e-06-0.00027809i,-0.0008376+0.00021742i,-0.00057301+0.00023259i,-0.00059443-2.8233e-05i,-0.00025754+0.0001326i,0.00066416-4.726e-05i,8.8967e-05-0.00051447i,-0.0006299-0.00018514i,-0.0005022-0.00020309i,-0.00052014-0.00047741i,-0.00031967+0.00017917i,0.00027308+0.00034177i,0.0010028+7.9681e-05i,0.0010059-0.00010454i,0.00012618-0.00038521i
0.00073956-0.00089995i,0.00055313-0.00012539i,0.00011615+0.00027181i,0.00025731-0.00010256i,0.00019785-0.00073304i,-0.00042159-0.00072611i,-0.00083383+0.0003528i,-0.00069435-0.00025472i,0.00029918-0.0011226i,0.00044444-0.00095229i,-0.0007116-0.00013165i,-0.00085537+0.00065057i,0.0005149+0.00059308i,0.00082919+0.0010978i,-0.00012375+0.00083127i,-0.00039465-0.00031368i,-7.4135e-05-0.00052861i,-2.3302e-05-0.00043211i,0.00014081-0.00019567i,-0.00016138-3.3816e-05i,-0.0007839-0.00060156i,-0.00060403-0.00071095i,0.00027315+2.3695e-05i
0.00081177+0.00096548i,0.00038714+0.00088479i,0.0015079+0.00057229i,0.0018798+0.00065908i,0.00078434+0.00057948i,-0.00026779+1.3127e-05i,2.9126e-05-0.00079991i,0.00078467-0.00070553i,0.00072824-0.0002985i,-1.913e-05-0.00050672i,-0.00013233-0.00040184i,0.00049357-0.00045092i,0.00081652-0.00051521i,0.00071593+2.3419e-05i,0.00023298+0.00016218i,0.00078072-7.7944e-05i,0.0006729+7.3251e-05i,0.00039225-0.00021861i,0.00020683+3.4773e-05i,-0.00086588+0.00042516i,-0.00068464+0.0002889i,-0.00064834+0.00025698i,-0.00062134-0.00033861i
0.0019482-0.0025863i,0.0020655-0.0027375i,0.0022255-0.0018289i,0.00064805-0.001244i,-0.00015131-0.0012839i,6.2311e-05-0.0015642i,0.00014966-0.0010529i,-0.00021426-0.00083814i,-0.0005122-0.00092995i,-0.0009638-0.00030331i,-0.0010826+0.0004962i,-0.00059977+0.00066141i,-0.00062977+5.6066e-05i,-0.00073199-0.00046403i,-0.00063026-0.00052151i,-0.00053675+0.00051203i,-0.00031303+0.00033953i,-0.00014851-0.00028554i,-0.00043197-8.1724e-06i,-0.00034327+0.0002457i,-0.00030191-0.00031124i,1.9174e-05-0.00048123i,0.00094207+0.00017634i
0.0010018+0.00080346i,0.00091294+0.0020175i,0.00058527+0.0019169i,0.001094+0.0012143i,0.0017793+0.00082584i,0.0013963+0.00085481i,0.00069724+0.00035207i,0.00051478-0.00014439i,0.00012153-0.000381i,-0.00026727-0.00049147i,-0.00029777+0.00022732i,0.00023167+0.00070608i,0.00094805+0.00059634i,0.00054044+0.00054565i,-0.00012935+0.00013704i,0.00036703-0.00059214i,0.00065784-0.00042946i,0.00063501+9.7949e-05i,0.00056296+0.00049689i,0.00017715+0.00039592i,-0.00010646+0.00018846i,-2.4087e-05+7.8473e-05i,8.7132e-05-6.471e-05i
-0.00087655+0.00020266i,-0.00098134+0.001059i,-0.0013294+0.0016404i,-0.00059558+0.0014854i,0.00075355+0.0007251i,0.0012735-0.00030722i,0.00032024-1.5098e-06i,0.00010549+0.00011137i,0.00030725-0.0005927i,0.00041921-0.00061433i,0.0006799-0.00064945i,0.00079019-0.00036984i,0.00028358-0.00030594i,4.2077e-05+0.00013546i,0.00016694+0.0005952i,-0.00035073+0.00043755i,-0.0005614+0.00034104i,0.00012943+0.00051673i,0.00069693+0.00070651i,0.00066701+0.00050864i,0.00075384+0.00034138i,0.00094839+0.00091833i,0.00057372+0.0010722i
-0.0014945-5.4525e-05i,-0.0007349+4.1157e-05i,-0.00077449-0.0010094i,-0.00085421-0.00058219i,-0.00044041+0.0002758i,-0.00061593-3.7923e-06i,-2.0983e-05-0.00079694i,0.00033055-0.00093032i,0.0001213-0.00048447i,-0.00019487+6.5364e-05i,-0.00036198-0.00036623i,-7.1583e-06-0.0008611i,-0.00012654-0.0006612i,-0.00032528-0.00040672i,2.0923e-05-9.4739e-05i,0.00013692-7.7813e-05i,0.00026807+0.00036402i,0.00022024+0.00034416i,0.00020829-0.00011259i,-0.00010514-0.00078728i,-0.00045259-0.0008862i,-0.00023156-0.00055458i,-7.3986e-05-0.00012484i
0.00085659-0.0001728i,0.0015579+0.00052943i,0.0013534+0.00082064i,0.00070871+0.00080325i,0.00064146+0.00053392i,0.00074311+0.00040971i,0.00084394-1.1509e-05i,0.00050686-0.00018312i,0.00019151-0.0006329i,0.00044655-0.00046222i,0.0010943-0.0002757i,0.0011135-0.00038672i,0.00017994-0.00055663i,-0.00012493-0.00055738i,4.2707e-05-3.601e-05i,-0.00018549+0.00018587i,0.00028641+0.00030233i,0.00069026+0.00050103i,0.0006877+0.00017701i,0.00035641-0.00015074i,-0.00018124-9.1324e-05i,-0.00071187+0.00027478i,-0.0010497+0.00023288i
0.0012044-4.5836e-05i,0.0013041+0.0011079i,0.0026668+0.0010075i,0.0014219+0.00031474i,8.637e-05+0.00029907i,0.0002313-0.00032594i,0.00024609-0.00088293i,0.00031572-0.00098566i,-0.00029607-0.0011324i,-0.0017955-0.001122i,-0.0021755-0.00055406i,-0.0013823-0.0008434i,-0.00056856-0.0011181i,-0.00085141-0.00012887i,-0.00088722+0.00021992i,-0.00054582-0.00049211i,-0.00015912-0.00062815i,0.00077538+0.00038754i,0.00071644+0.00024763i,-5.5265e-05-0.00020644i,-0.00032278+0.00015579i,-0.00022546+0.00019422i,0.00034819-0.0001962i
-0.00043941+0.0012027i,-0.00074552+0.0010048i,-0.00054778+0.00028886i,-2.8056e-05+0.00041234i,0.00090534+0.0006063i,0.001311-0.00047441i,0.00055824-0.0012663i,5.4821e-05-0.0013144i,-0.00064485-0.00076208i,-0.00069041+0.00033249i,0.00028953+0.00074014i,0.0005789-0.00010079i,0.00062228+6.8512e-05i,0.0008081+3.8885e-05i,0.00032899+6.4622e-05i,0.00021024+6.0478e-05i,0.00047179-0.00016271i,0.00040931+0.00066685i,-0.00014711+0.00072006i,-0.000421+5.6157e-05i,-0.00037841-0.0002603i,-0.0005059+0.00023089i,-0.00032742+0.00060326i
0.00038096+0.00029785i,0.001062+0.0016842i,0.00081249+0.0032812i,4.193e-05+0.0017196i,-0.00026849+0.00096874i,-0.00051165+0.0011925i,-0.00060671+0.00046654i,-0.00042964-0.00032776i,-0.00067793-0.00083309i,-0.00081925-0.00072431i,-0.00079205-0.00040675i,-0.0010401-0.00017373i,-0.00095476+0.00010161i,-0.0003684+0.00073902i,5.7991e-05+0.00089474i,0.00020677+0.00073758i,0.00013799+0.00012977i,-0.00010575-9.2351e-05i,-0.00031017+6.9031e-05i,-0.00084724+5.4244e-05i,-0.00094377-0.00028217i,-0.00081986-0.00036745i,-0.00024203+0.00028588i
-0.00097608+0.0018521i,-0.00087892+0.0015185i,-0.00058658+0.0016119i,0.00040274+0.0009128i,0.00030091+0.00022316i,0.00045592+0.00019589i,0.001119+0.00010533i,0.00092496-0.00022796i,0.00052172+0.00018693i,0.00030617+0.0003759i,0.00038799+0.00056441i,0.00058335+0.00056522i,0.00094557-0.00015529i,0.00036141-0.00033584i,-0.0004439-0.00025317i,-0.00011169-0.00010649i,-0.00017005+0.00069997i,-0.00070976+0.00083706i,-0.00021588+0.00037687i,0.00043203+0.00048039i,3.0266e-05+0.00073902i,-0.00014171+0.00087643i,-3.562e-06+0.00077869i
-0.0019671-0.0010575i,-0.0015372-0.0010063i,-0.0016782-0.00028853i,-0.0011014-0.00038201i,-5.759e-05-0.00091698i,0.00045853-0.0011813i,0.00076789-0.00031954i,0.00071571-0.0002559i,-0.00030236-0.0013477i,-0.00093198-0.0012862i,-0.0010463-0.0002358i,-0.00043413+8.7903e-06i,0.00072039+4.969e-06i,0.0013645+0.00049555i,0.00092143+0.00096489i,0.00049815+0.00083497i,0.00057259+0.00070968i,0.00069311+0.00032199i,-0.00011167-0.0005733i,-0.00031156-0.00062967i,-8.1017e-05-0.00052316i,-1.2951e-05-0.00070428i,-5.4559e-05-0.00064499i
-0.00019185-0.0021595i,-8.0625e-05-0.00172i,-0.00033299-0.00088378i,-0.00062183-0.00031675i,-0.00039995+0.00079332i,0.00011116+0.00095483i,0.00024749+4.1159e-05i,-6.3672e-05-0.00051035i,-0.00024168-0.00022174i,4.0509e-05+0.00013745i,0.00029279+0.0002209i,0.00018063+0.00047334i,-0.00089088+4.4024e-06i,-0.0018393-0.00058672i,-0.00047563-0.00029219i,0.00041454-0.00011463i,0.00010133-0.00024121i,1.8626e-05-0.00025765i,0.00024326-0.00016271i,0.00038179-0.00030282i,0.00052113-6.2836e-06i,0.00033725+0.00026808i,4.2142e-05-0.00038956i
0.00020626-0.0016688i,0.0002048-0.0013835i,0.00090245-0.00056525i,0.00080756+3.7871e-05i,0.00038322+0.00038398i,0.0007437+4.702e-05i,0.0012024-0.00011083i,0.00024994+1.3176e-05i,-0.0009047+1.2263e-05i,-0.00059861+0.00033151i,-0.00028389+0.00023453i,-0.00043367+0.00017716i,-0.00019703+0.00082119i,-9.0834e-05+0.00061203i,-4.5676e-05+0.00046805i,-0.00034742+0.00062578i,-0.00025819-0.00055114i,-9.669e-06-0.0010743i,-0.00010588-0.00058728i,0.00012581+5.6558e-05i,0.00013762+0.00042851i,-0.00024905+0.00039952i,-0.00055138+1.9698e-05i
-0.0014814-0.0016528i,-0.0011378-0.0015107i,-0.00084326-0.001224i,-0.00079477-0.001219i,-0.00046593-0.0020019i,-0.00021405-0.0014249i,0.00012743-0.00049195i,0.00013016-0.00086309i,-0.00075327-0.0007378i,-0.00091879-0.00012557i,-0.00032031+0.00037556i,-0.00077645+0.00075556i,-0.00099116+0.00050311i,-0.00056557-0.00039226i,-0.000382-0.00034405i,8.9148e-05+2.6035e-06i,7.0901e-05+0.00018592i,-0.00095433-0.00011925i,-0.0011043-0.00018681i,-0.00043236-0.00051724i,4.4368e-06-0.0014381i,-4.4117e-05-0.00057664i,0.00029418+0.00036447i
-0.0012067-0.00017111i,-0.0010625+0.0008405i,-0.00089617+0.00131i,-0.00010454+0.00070211i,0.00065822-0.00029911i,0.00063582-0.0003006i,0.00058537+3.8114e-05i,-0.00066002+0.00018788i,-0.0017062+0.00062386i,-0.0014046-0.00011901i,-0.0010452-0.00062524i,-0.0011089-6.8414e-05i,-0.00074842+6.6816e-06i,2.1301e-05-8.4631e-05i,0.00044059-0.00016633i,0.00031531+0.00080197i,0.00028681+0.00077933i,0.0011173-0.00024906i,0.00064434-0.00051683i,-0.00057827-0.00038506i,-1.6534e-05-4.9856e-05i,0.00089437+0.00082789i,6.1657e-05+0.001117i
-0.0012436+0.00046673i,-0.0013037-0.00062014i,-0.001929-0.0011726i,-0.0015044-0.0011221i,-0.0014342-0.00086104i,-0.0016264-0.000871i,-0.0014086-0.00070053i,-0.00066418-0.000913i,4.9481e-05-0.00094891i,-0.00079805-0.00037228i,-0.001518-0.00038758i,-0.00060565-0.00026464i,-0.00020005+0.00012417i,-0.00058728+0.00032473i,-0.0006002+0.00040864i,-4.4439e-05+0.00015258i,0.00037603+8.4107e-06i,-2.8638e-05+0.00018584i,-0.00016143+0.00048476i,-8.3808e-05+0.00073187i,-0.00088011+0.00026348i,-0.00090558-0.0003646i,-5.666e-05-0.00014231i
-0.0015422-0.00033401i,-0.0012975-0.00021885i,-0.0019018+0.00091736i,-0.0014961+0.0011714i,-0.00054099+0.00019295i,1.5123e-05-0.00095391i,0.0003327-0.0005625i,0.0005044-0.0003427i,-8.6547e-05-8.7239e-05i,-0.0007468+8.7643e-05i,-0.00097313+0.00021953i,-0.0011431+0.00080997i,-0.0012179+0.00036758i,-6.8422e-05-0.0007224i,0.00091707-1.9676e-05i,0.00014918+0.00063427i,-0.00018481+0.00012141i,0.00012154-0.00027158i,9.3639e-05-0.00096602i,5.9281e-05-0.0010667i,-6.3393e-05-0.00096289i,0.00034068-0.00061198i,0.00062323+0.00053566i
-0.0012488-0.00057627i,-0.0013149-5.7373e-05i,-0.0010348+0.00168i,-0.00033261+0.0029556i,0.00046062+0.0020993i,0.0012309+0.0013336i,0.0012821+0.0013029i,0.00071067+0.0003878i,-0.0004532-0.00076163i,-0.00041193-0.00098341i,0.00013826-0.00025115i,-6.2947e-07-0.0001557i,-0.00048197-0.00026023i,-0.00043049-0.00022932i,0.000458-0.00027138i,0.00081421-0.00022044i,0.00073686-0.00027511i,0.0005826+3.989e-05i,0.00030108+0.00012525i,-0.00027785+0.00010535i,-0.00034386+0.00063476i,-0.00039643+0.00054129i,-0.00076999-0.00015498i
0.0006577-0.0005836i,-0.00024568-0.00018766i,-0.00087723-0.0010816i,-0.0016665-0.0022152i,-0.0012556-0.0026432i,-0.00032303-0.0011183i,0.00060073+0.00028735i,0.00070395-6.0661e-05i,-0.00032482-0.00067571i,-0.00049163-0.00041045i,-0.00027581+0.00055156i,5.1214e-05+0.00085562i,-3.5395e-05+0.00058136i,-0.00040768+0.00053697i,-0.00038253+0.00053333i,-0.00026405+0.00050271i,0.00036359+0.00093411i,0.0011962+0.001288i,0.00094142+0.00098959i,0.00029195+0.00023725i,0.00036886-0.00014061i,0.00046242-0.00059262i,5.0144e-05-0.00050641i
-0.0010793-0.0020596i,-0.0015078-0.0011076i,-0.00012222-0.00092804i,0.00062893-0.0010319i,0.00073633-0.00021934i,0.0010992+0.00017977i,0.0011179-0.00033411i,0.00039969-0.00037313i,-0.00056961+6.2497e-06i,-0.0012108-0.00050114i,-0.00051839-0.00072546i,-5.7449e-05+0.0001665i,-0.00078424+0.0009032i,-0.001019+0.0003657i,-0.00052427-0.00057445i,-0.0003001-0.00028469i,-0.00062302+0.000129i,-0.00018242-0.00052175i,0.00062234-0.00077949i,0.00087142-0.00043625i,0.00046155-0.00049959i,-0.00023985-0.0011863i,-0.00061082-0.0012808i
0.0020005-0.00090004i,0.0028036+0.00054191i,0.0034747-8.5726e-05i,0.0026109-0.00098231i,0.00061633-0.000546i,0.00050464-0.0002194i,0.0012296+8.4862e-05i,0.0012791+0.00033418i,0.00049301+0.00010474i,-0.00043151+0.00085118i,-0.00054394+0.00098757i,-0.0002659-4.0369e-05i,-5.3978e-06+0.0011131i,-0.00027385+0.0016126i,-0.00028672+0.0002589i,-0.00037717-3.8599e-05i,-0.00042686+0.00068848i,0.00014036+0.00080812i,-0.0002127+0.00067153i,-0.00016559+0.00022918i,0.00024507-0.00013557i,-9.2059e-05+6.7287e-05i,-0.00055511-0.00027629i
-0.00075507-0.0013466i,-0.00057982-0.0015471i,0.0001651-0.0010182i,-0.00022572-1.1748e-05i,0.0002903+0.001268i,0.00027026+0.0013704i,-0.00046418-0.00021754i,-0.00093303-0.00089155i,-0.00068149-0.00066328i,-0.00057164-0.00030614i,-0.00049498+0.00029422i,-0.00030525+0.00084601i,-0.00043584+0.00038029i,-0.00076438-0.00014519i,-0.001066-0.00029072i,-0.00042302-0.00016656i,0.00062026+0.00017689i,6.2845e-05-3.6169e-05i,-0.00039866-0.00063232i,-0.00026915-0.00036116i,-5.971e-05+0.00015714i,0.00024273+0.00011817i,0.00014916+0.00058171i
-0.00014136-0.00035672i,0.0002368-0.00017339i,0.00037119-0.00040153i,-0.00010152-0.00087208i,-0.00067895-0.0012573i,-0.00044682-0.00068281i,-0.00012195-0.0001775i,9.1463e-05-0.00034475i,0.00017799-0.00050674i,-0.00021531-0.00061021i,-0.00039539-7.3026e-05i,-0.00034506+0.00053969i,-0.00050514+0.00014923i,-0.00069882-0.00048354i,-3.8048e-05-0.00021702i,0.00065353+0.00029035i,0.0012348+0.00047508i,0.0010229+0.00055294i,0.00076634+0.00053879i,0.00042777+0.00018289i,-0.00024407+0.00017731i,2.6043e-05+0.00063876i,-0.00023789+0.00068227i
0.0012006-0.00015643i,0.00057142+0.0006582i,-0.00040977+0.00031777i,0.00059948-0.00011932i,0.00084732-0.0001718i,0.000268-0.00030787i,0.00077517-0.00042775i,0.0005183-0.00012263i,-0.0011041+0.00083764i,-0.002155+0.00076776i,-0.00057692-0.00040789i,0.00064144-1.1133e-05i,0.00028017+0.0010608i,7.6591e-05+0.0011633i,-5.3761e-05+0.0010408i,-2.259e-05+0.00040294i,0.00060635-9.1797e-07i,0.00078085-0.00014984i,0.00030544+0.00017006i,0.00024857+0.00078093i,0.00061581+0.00063312i,0.00040184+0.0003909i,0.0004831+0.00017958i
0.00086142-0.00065851i,0.0015219+0.00068928i,-0.00061104+0.0010269i,-0.0010485+0.00034776i,-0.00045135+0.00032036i,-5.0451e-05+0.00040432i,-6.2358e-05-0.00031275i,0.00020339-0.0010165i,0.00025434-0.0013759i,-0.00067135-0.00070104i,-0.00121+1.7499e-05i,-0.0010549-0.0001089i,-0.0012409-0.00025645i,-0.0011241-0.00099383i,8.1328e-05-0.0014354i,0.00078292-0.00084904i,0.0010201-1.9198e-05i,0.001027+0.00044415i,0.00025935+0.00037244i,-3.5745e-05+7.9268e-05i,0.00048454+0.00023968i,0.00046082-0.00011464i,-0.00017006+0.00023554i
0.0011606+0.0012673i,0.0029743+0.0011655i,0.0015229+0.0031154i,4.7438e-05+0.0022239i,-0.0003922+0.00013923i,-0.00048371+0.00034541i,0.00036349+0.00049416i,0.00016234-0.00012254i,-0.00031754-0.00026984i,-0.00014668-0.00015216i,-0.00032704-0.00056329i,-0.0006211-1.1589e-05i,-0.0011182+0.0012096i,-0.00074556+0.00089053i,-0.00025103+0.00030868i,-0.00035483+0.00010109i,0.00020858-0.00029734i,0.00091932+0.00019254i,0.00058971+0.00026377i,-0.00015397+0.00010882i,-0.00035542+0.00024418i,-0.00023368-0.00018617i,-0.00016019-0.00026463i
0.00054002+0.00088286i,0.0014751+0.000813i,0.0018882+0.0010004i,0.00068934+0.00030711i,0.00047686-0.00038563i,0.001136-0.0011632i,0.00066143-0.001241i,0.00010649-0.00038659i,0.00012941+0.00022336i,-0.00043085+0.00026915i,-3.8009e-05+0.0001317i,0.00068762-0.00014762i,0.00036452-0.0008319i,-3.2425e-05-0.00061976i,0.00025198-0.00032745i,0.00023634-4.2656e-05i,-8.6458e-05-5.8888e-05i,0.00041734-0.00074063i,0.00086891-0.00065523i,0.00012635+0.00063871i,-0.00039957+0.00084189i,-0.00049213+3.2946e-05i,-0.00058823+0.00010874i
0.0013426+0.0012224i,0.00042748+0.0014263i,-0.0010726+0.00079124i,-0.001708+0.00019511i,-0.0016282-0.00028808i,-0.00078068+0.00011092i,-6.6692e-06+0.0005995i,0.00018311+0.00013379i,0.00029213-0.00045402i,0.00058879-9.6017e-05i,0.00037855-0.0001442i,-0.00020254-0.00068032i,-9.4519e-05-0.00044689i,-5.2346e-05+6.1585e-05i,-0.0007736+0.0002655i,-0.00049537+0.00039467i,0.00055016+0.00040234i,0.001024+0.00017556i,0.00044333+0.00011953i,0.00010388-0.00041651i,-0.00027967-0.00077775i,-0.00035423-0.00038084i,-0.00048844-0.00058452i
4.7447e-05-0.00028742i,0.00033089-0.0015923i,0.0016306-0.0019247i,0.0022245-0.00085236i,0.0013392-0.0008142i,-5.7104e-05-0.001346i,-0.0004975-0.0012777i,-0.00027166-0.0013876i,-0.00027427-0.0012439i,0.0002102-0.00054037i,0.00026727-8.6433e-05i,-0.00020874+0.00019239i,6.0275e-05+8.6362e-05i,0.00027832+0.00011403i,-4.6401e-05-7.1652e-05i,-0.00042009-0.00024978i,-0.00011768-0.00028159i,0.0003277-0.00015448i,0.00020289+0.00025669i,-4.738e-05+0.00080084i,-0.00011011+0.0012864i,-1.6908e-05+0.00062267i,-0.0002891-0.00023456i
-0.0016753+0.00058403i,-0.00060871-0.00011767i,-0.00047291+0.00073197i,-0.00057419+0.0012231i,-0.00039423+0.00013967i,-6.2551e-05-0.00066393i,0.00051271-0.0006228i,0.00068825-0.00070579i,-5.5264e-05-0.00039363i,0.00013199-0.00068215i,0.0003169-0.00022649i,0.00013154+0.0012874i,0.00086431+0.0014832i,0.0015379+0.00088586i,0.0011722+0.00088298i,0.00064044+0.00084753i,0.00067336+0.00015661i,0.00062271+0.00017826i,-5.7726e-05+0.00062172i,-0.0002264+0.0004665i,0.00012734+0.00089515i,0.00044283+0.0012798i,0.00046851+0.00046826i
-0.00081143+0.0022494i,0.00010385+0.003273i,-0.00021581+0.0032193i,8.9509e-06+0.0020961i,0.00088129+0.00082459i,0.0013233+0.00012811i,0.0015361+0.00023389i,0.0012845-0.00045364i,0.00063916-0.00092496i,0.0006477-0.00057067i,0.0011827-0.00023394i,0.00049942-0.00055187i,-0.00086296-0.00053104i,-0.0009433-0.00021915i,-0.00029178+0.00040049i,0.000149+0.000362i,0.00011385+7.3616e-05i,0.00014103-0.00049829i,0.00081971-9.0549e-05i,0.00024276+0.00023371i,-0.00070458+0.0003003i,-0.0004567+0.00026116i,-0.00031378+0.00017374i
0.0005413+0.00049228i,0.00024214+0.0012023i,0.00085203+0.0012769i,0.0013776+0.00040981i,0.00057558-3.0166e-06i,-9.274e-05+0.00010568i,-9.4239e-05+0.00062957i,-7.6327e-05+0.0011858i,-0.00029534+0.000564i,0.00035558-0.00035805i,0.00036591-0.00039025i,-0.00047018+0.00010122i,-0.0010117+0.00076723i,-0.00046977+0.00055732i,0.00073441+0.00011857i,0.00066013+0.00057629i,0.00045111+0.0011486i,0.00054856+0.00043764i,0.00018563-0.00032065i,0.00014544-0.00031846i,-0.00019176-9.8082e-05i,-0.00027906+0.00023907i,0.00048495+0.0006119i
0.00027234-0.0002807i,-0.0010447-0.00083193i,-0.001709-0.0018014i,-0.0011599-0.0018583i,-0.00094292-0.0021897i,-0.00021611-0.002171i,0.00020502-0.0011768i,-9.6298e-05-0.00021304i,0.00038211+2.4536e-05i,0.00043347+7.9368e-06i,0.00017883+0.00041574i,-4.5341e-05+0.00068522i,2.3105e-05+0.00034113i,0.00059699+0.00032667i,0.00021963+0.00034252i,-0.00045113+0.00055703i,-0.00053943+0.00063113i,-0.00049478+0.00068515i,-0.00039764+0.00035643i,-0.00026945-0.00031362i,-0.00056497-0.00024744i,-0.00074733+0.00052432i,-0.0006011+0.0013062i
0.0015379+0.0015705i,0.00070205+0.00182i,0.0013002+0.0026789i,0.001079+0.0034132i,0.001174+0.0026274i,0.0015529+9.5903e-05i,0.0006373-0.0010487i,-0.00035311-0.00043253i,-0.00042903-0.00042645i,-0.00067988-0.0006003i,-0.00066964+0.00014867i,-0.00018786+0.00055857i,-0.00047707+0.00015422i,-0.00069678-0.00016067i,-0.00012897+0.00040302i,9.3785e-05+0.00082713i,-9.2352e-05+0.00038833i,-7.3762e-05-5.5038e-05i,0.00011286-0.00045343i,-6.1835e-05-0.00014483i,-0.00018226+0.000472i,7.3316e-05-0.00016353i,-0.00044505-0.00064994i
