0.0034124+0.00019672i,0.0034184-0.0016915i,0.0020708-0.0034664i,-0.0003831-0.0028278i,-0.0021195-0.0017477i,-0.0026011+0.00033666i,-0.0013658+0.001366i,-9.9588e-06+0.0011664i,0.0013713+0.00091867i,0.0012763-4.5357e-05i,0.00077408-0.00055797i,0.00046029-0.00094656i,-0.00039019-0.000574i,-0.00099804-0.00017097i,-0.00085169-0.00065132i,-0.00017422-0.00056245i,2.1037e-05-0.00033048i,-0.00034795+0.00013627i,-0.00078133-0.00036241i,-0.0011778-0.00094027i,-0.00075489+3.6462e-05i,-0.00058029+0.00095067i,-0.0013703+0.00039378i
-0.0011683+0.00063194i,-0.00038936+0.0011988i,-0.0001598+0.00068313i,0.0010632+0.00078955i,0.0016944+0.0014679i,0.0014589+0.0014223i,0.00092708+0.00065873i,-1.3751e-05+0.00019574i,-0.00030924+0.00038988i,-0.00044488+0.0011012i,-0.00069538+0.00073646i,-0.00043507-0.00022489i,0.00027501-0.00059175i,0.00060853-0.00037468i,0.00063773-0.00052242i,0.00020665-0.0003778i,0.00015745+0.00055052i,-0.00011259+0.0013311i,-0.00030105+0.00092827i,-0.0010156+0.00016463i,-0.001014-1.8548e-05i,8.1367e-05+0.00032019i,0.00037338-0.00017688i
0.0015664+0.001446i,0.0019183+0.00075645i,0.0019732-0.0018924i,0.00022922-0.0017179i,-0.00092583-0.00065863i,9.2115e-05+0.00022371i,0.00073313+0.00081019i,-2.7767e-05+0.00067469i,-0.00018326+0.00018812i,-0.00021779+0.00015274i,-9.3776e-05-0.00035546i,-0.0002464-0.00061113i,-0.00037333+4.6873e-05i,-0.00053236-0.00091979i,-0.00039572-0.0012705i,0.0003-0.00064927i,0.00097261-0.00063634i,0.00092976+5.5117e-05i,0.00074187+0.0005572i,0.000449+0.00026545i,-0.00035023-0.00036992i,-0.00059921-0.00063386i,-0.00037112-0.00064927i
-0.0010791+0.00011467i,-0.00058365+0.001213i,-7.1996e-05+0.0018012i,0.00097297+0.0021513i,0.0016452+0.0012728i,0.0014483-3.0683e-05i,0.0014478-6.3724e-05i,0.0011674+0.00025795i,0.0011014-2.6593e-05i,0.0010874-0.00025423i,0.00033798-0.00036863i,0.00024179-0.00025601i,-0.0003597-0.00019766i,-0.00069645-0.00044362i,-0.00024523-0.00011483i,-0.000502-0.0002378i,-0.00055053-0.00037702i,-0.00021005+5.7106e-05i,-2.6858e-05+0.00010155i,-0.00032807+0.00026487i,-0.00057499+0.0003884i,-0.00057553+7.694e-05i,-0.00010718-0.00055824i
-0.0005808-1.789e-05i,0.00016482+7.436e-06i,0.00093386-0.00010173i,0.0012865+0.00012024i,0.00073307+0.00089821i,0.00068632+0.00099446i,0.0011255+0.0006496i,0.00071771+0.00062099i,-0.00025374+0.00048808i,-0.00016005-0.00033449i,0.00042991-0.00079858i,0.0003772-0.00044343i,-6.3759e-05-0.00013415i,9.4947e-05-0.00017858i,0.00048944-0.00014451i,0.00047149-0.00059845i,-3.7689e-05-0.00074174i,-0.00043773-5.7484e-05i,-0.00012197+0.00081864i,0.0005976+0.00094677i,0.00094478+0.00036163i,0.00088665+9.7609e-05i,0.00096969-0.00028949i
0.0024945-0.00021991i,0.0018933-0.00065792i,0.0015647-0.0014368i,0.00039121-0.0009682i,-0.0005875-0.0004361i,0.00020353-1.9877e-05i,0.0008101-0.00016378i,0.00035025+1.6602e-05i,0.00047488-8.2629e-05i,0.00086932-0.00082628i,0.00074179-0.0004357i,0.00016224+0.00081143i,0.00049527+0.0011678i,0.0017439+0.0010162i,0.0015999+0.00090426i,0.00045101+0.00051215i,0.00036751+0.00035762i,0.00090575+0.000314i,0.0012381+0.00090345i,0.00052359+0.00090434i,0.00029054+0.00032783i,0.00064433+0.00049004i,0.0006837+0.00058816i
0.00028353-0.0018706i,0.00031413-0.0012085i,0.00015763-0.00016174i,-0.00092399-0.00012599i,-0.00083431+0.00038803i,0.00043196+0.0011901i,0.00065917+0.00085828i,0.00034647+0.00026071i,0.00015846+0.0007567i,-0.00030901+0.00039315i,-0.0001079+7.5555e-05i,9.4872e-05+0.00032159i,0.00024537+0.00065734i,0.00029908+0.00033531i,0.00020575+4.1859e-05i,0.00037656-0.00018006i,0.00055515+0.00014121i,0.0007965+0.00050325i,0.00058186+0.00027419i,-0.00016887-0.00064095i,-0.00034857-0.00087824i,0.00015999-0.00099149i,0.00023908-0.00069011i
0.0010986+0.00046122i,0.0015259+0.0012752i,0.001272+0.00044905i,0.00083503+0.00025654i,0.00079706+0.00061222i,0.00053172+0.0017031i,-0.00023901+0.0017142i,-0.00035605+0.00076541i,0.00074587+0.00034999i,0.0010189+0.00061738i,0.00013067+0.00096329i,-0.0005054+0.00024244i,-0.00048379-0.00092814i,0.00033487-0.00066453i,0.00092433+0.000143i,0.001164+0.00013492i,0.00051509-0.00043988i,3.4074e-05-0.00051881i,0.0004303-0.00049605i,0.0004886-0.0003764i,-0.00048485-0.0004867i,-0.00054883-0.00055779i,-8.982e-06+9.9769e-05i
-0.0011868+0.001541i,-0.00034432+0.0016311i,0.0010378+0.0024767i,0.0015844+0.0023011i,0.0017803+0.00085691i,0.0014257-0.00022136i,0.0012726-0.00028347i,0.00089816+0.00020581i,0.00055497-5.4242e-05i,0.00069473-0.00096984i,0.0010671-0.00043095i,0.00038074+0.00032253i,-0.00055964+0.00010061i,-0.00028035-0.00046699i,0.00077666-0.00040523i,0.00014841+0.0002658i,-0.00096743+0.00036888i,-0.00085998-4.0583e-05i,-8.8088e-05+0.00045736i,0.00010247+0.00026533i,-0.00017368-0.00043248i,-0.00013517-0.00042271i,3.1933e-05+7.1098e-05i
-0.0023491-0.0028312i,-0.0026361-0.002567i,-0.0041929-0.0014536i,-0.003505-0.00019715i,-0.0011701+0.0013788i,0.00087333+0.0023624i,0.0014598+0.0017532i,0.00041915+0.0011701i,6.2202e-05+9.6882e-06i,0.00028737-0.0012051i,0.00041669-0.00072496i,0.00065019+0.00027379i,0.00056666+0.00084049i,0.00045695+0.00072024i,0.00065823+0.00017429i,0.00082119-0.00044664i,0.00062148-0.0001153i,-5.9141e-05-0.00023599i,-0.00062756-0.00067542i,-0.0011201+0.00010788i,-0.0011305+7.0536e-05i,-0.00038202-0.00030174i,8.1453e-05-0.00021951i
0.00065551+0.00011553i,0.0015428+4.0776e-05i,0.001487+0.00068423i,-0.00036551+0.0013905i,-0.0004356+8.2802e-05i,0.00092106-0.00081627i,0.0010036+0.00025398i,0.00025509+0.00071929i,-5.8398e-05+0.00052445i,0.00023474+3.2755e-05i,0.00038614-0.00014751i,0.00018554+0.00042284i,-0.00026858+3.2888e-05i,0.00012864-0.00079826i,0.0004797-0.00087678i,0.00034971+0.00012806i,0.0006533+0.00015445i,0.00063995-0.0008655i,0.00028644-0.00041331i,-0.00035253-3.7266e-05i,-0.00043533-0.00060445i,-0.00031435-0.00093833i,-8.5963e-05-0.00070767i
0.0018525+0.0012302i,0.0014407+0.00030445i,0.0013444+0.0002137i,0.0012436+0.00070922i,0.00028262+0.00064186i,-0.00034046+0.00046605i,4.0754e-06+0.00051734i,0.00022733+0.00085246i,-0.00011605+0.0010935i,0.00061018+0.00089779i,0.0011169+0.00015666i,0.00019882-5.4024e-05i,9.1133e-05+7.2954e-05i,-0.00022135-7.9013e-05i,-0.00029973-0.00040828i,-0.0001319-0.00020042i,0.00031881-0.00015653i,0.00095885-0.00046644i,0.00036586-7.7008e-05i,0.00043829+0.00052461i,8.1538e-05+0.0008196i,-0.00087237+0.001068i,-0.0013079+0.00057446i
-0.00014169+0.00019551i,0.0010328+0.00077483i,0.00068289+0.00014779i,-0.00010771-0.00053394i,0.00070999-0.00022056i,0.00095381+0.00044688i,0.00024089+0.00014295i,0.00078862-0.00095322i,0.00084531-0.00070547i,-0.00056701-0.00015294i,-0.00040529-0.00036605i,0.0002451-0.0011272i,0.00029016-0.0014292i,0.00058967-0.00082566i,0.00057094-0.00080255i,0.00039993-0.00097348i,0.00013348-0.00067938i,-0.00081241-5.1512e-05i,-0.0012353-4.6021e-05i,-1.2619e-05-0.00051887i,0.00062198-0.00047273i,0.00041441-0.00051624i,0.00013182-0.00028643i
-0.0007316+0.0023156i,0.00018366+0.0017706i,0.0009449+0.0011635i,0.00095192+0.00057449i,0.00054768+0.00064856i,0.00057343+0.00099228i,0.00039773+0.001459i,-0.0010042+0.00071299i,-0.0012306+0.00034059i,-0.00016577+0.0012982i,0.00080312+0.0016932i,0.0010841+0.00089535i,-1.3529e-06+5.4368e-05i,-0.00071666+0.00031724i,-0.00034556+0.00075712i,5.585e-05+0.00054355i,-0.00011995+0.00023354i,-4.561e-05-0.00033255i,0.0010099-0.00080355i,0.0009231-0.00099766i,0.00083154-0.00077095i,0.00081711-0.00036274i,-0.00029954+1.1411e-05i
0.0026607-0.00013695i,0.0024573-0.0015535i,0.0011915-0.0024309i,-7.9352e-05-0.0020431i,-2.6797e-05-0.00028562i,0.00084239+0.0011019i,0.00056313+0.0010386i,0.00043535+0.00074084i,0.00069295+0.0006086i,0.00059985+0.00017663i,-0.00017744-9.0766e-05i,-0.00075554-0.00058112i,-0.00099386-0.00098716i,-0.00081332-0.00087343i,-0.0004273-0.00035775i,-0.00068312+3.6392e-05i,-0.00074295-0.00032695i,-0.00035582-2.1439e-05i,-2.2701e-05+0.0009088i,0.00025609+0.0006073i,0.00030805-0.00018573i,0.00021963-0.00038592i,-0.00029187-0.00086769i
-0.0019841+0.00054791i,-0.00057797+0.0013227i,0.0012804+0.0026675i,0.0025784+0.0027786i,0.0028295+0.0014702i,0.00227+0.000457i,0.00087734-0.0002367i,6.248e-05-0.00093499i,-9.3199e-05-8.3908e-05i,0.00061197+0.00086258i,0.0008322+0.00071295i,0.00027885+0.00016677i,-4.6509e-05-3.3198e-06i,0.00015311+0.00018544i,0.00049726-0.00086186i,0.0008091-0.0011179i,0.00099615-0.00024941i,-3.9274e-06+0.0006741i,-0.00037812+0.00076883i,0.00034964+0.00015521i,0.00022833+0.0004414i,0.00022593+0.00063553i,3.622e-05+0.0004504i
0.0024421-0.0015536i,0.0018324-0.0018668i,-0.000995-0.0034666i,-0.0033761-0.0036492i,-0.0029699-0.0022372i,-0.0014824-5.6363e-05i,-0.00078627+0.0014772i,0.00042401+0.0011848i,0.00076866+5.9064e-05i,0.00031005-0.00041773i,0.00055585-7.5909e-05i,0.00022027+0.00080818i,-0.0002629+0.0010056i,8.6402e-05+0.00044198i,3.9537e-05+0.00033665i,-0.00021723+0.00047986i,0.00028042-0.00025234i,0.00076129-0.0010188i,0.00044172-0.00074034i,-4.3229e-05-0.00089381i,0.00012626-0.00089474i,-1.5979e-05-0.00024122i,-0.00016764-0.00058213i
-0.00036171+0.0024885i,0.0015845+0.0030045i,0.0026802+0.0032293i,0.0025157+0.0025092i,0.0019697+0.0012131i,0.0010758+0.00072422i,0.00077509-0.00011406i,0.0011795-0.00066892i,0.00080138-0.00056164i,0.00022417-0.00034637i,0.0003608-0.00031086i,0.00033327-0.00097045i,4.4703e-05-0.0010337i,0.00021017-0.00091495i,0.00050079-0.0006793i,0.00083642-0.0001386i,0.0010671+0.00061863i,0.00062221+0.0013184i,0.0005825+0.00023389i,0.00045901-0.00055178i,-0.00042383-0.00026503i,-0.00019346-0.0002808i,9.2652e-05-0.00013956i
0.000555+0.0013721i,0.0014755+0.0017877i,0.0021614+0.0013892i,0.0018325+0.00063205i,0.0014411+8.8647e-07i,0.0013601+7.4707e-05i,0.0011503+1.5781e-05i,0.00071857+0.00021353i,0.0011836+0.00077481i,0.0015509+0.0019488i,0.00058922+0.0014931i,-8.9289e-05-0.0002462i,0.00035835-0.00042341i,0.00080002-0.00014472i,0.00068656+0.00013862i,0.0002401+0.00043663i,-3.3151e-05+7.821e-05i,-0.00081554-0.00044031i,-0.00071484-0.00080842i,7.7111e-05-0.00055591i,0.00011058-0.00028575i,-0.00011949-0.00021315i,-0.00079256+4.3106e-05i
0.00018435+0.0017518i,0.0016128+0.0021471i,0.0012426+0.0010822i,0.00043371-0.00031224i,0.00034168-0.00017894i,0.00081013+0.0015428i,0.0008952+0.001344i,0.0004928+0.00041179i,4.6625e-05+0.00071421i,-0.00046843+0.00029657i,7.762e-05+1.5652e-06i,0.0004845+0.0003536i,-0.00019188-2.1689e-05i,-0.00082154+0.00035069i,-0.0010029+0.00059661i,-0.0001407+0.00041774i,1.8766e-05+0.00018921i,-0.00043165-4.7894e-05i,-0.00010215+0.00044492i,0.00018955+0.00037999i,7.4047e-05+0.00025777i,0.00017831-0.00014507i,1.0123e-05-0.00064987i
0.0027625-0.00080854i,0.0025568-0.0008408i,0.0021685-0.0021732i,0.00078749-0.0032433i,0.00015905-0.0026913i,0.00070034-0.00018082i,0.00046583+0.0010841i,1.1288e-05+0.00056261i,-0.00015837-0.00085363i,-0.0011772-0.0017768i,-0.0014147-0.0013561i,-0.00051177-0.0003696i,0.00022239+0.00048088i,0.00069867+0.00057347i,0.00029918-0.00034278i,-0.00045562-0.0010857i,-0.00071637-0.00070555i,-0.0010485-0.00024181i,-0.0010368-0.00019i,-0.00054935+0.00028107i,9.7347e-05+0.0010398i,0.00082085+0.00055571i,0.0010563-0.00087978i
-0.0019528-0.0013521i,-0.0014905-0.0010183i,-0.0025183-0.0011008i,-0.0023673+0.00012786i,-0.00059657+0.0011112i,-9.8049e-05+0.00075092i,0.00030429+0.00075782i,0.00083693+0.00059028i,0.00059365+0.00021939i,-1.8391e-05-0.00012076i,0.00027516-0.00038628i,0.00061248-5.2875e-05i,0.00070321+0.00050003i,0.00064854+0.00050967i,0.0005062+0.00014401i,0.00095408+8.7687e-05i,0.0011582-2.8084e-05i,0.00072086+0.00033787i,3.6067e-05+0.0016192i,0.00028646+0.0014564i,0.00050226+2.4037e-05i,0.00030642-0.00018458i,0.00061976+0.00036674i
0.0013017+0.0004924i,0.0017652+0.00071476i,0.0028312-0.00016279i,0.0017917-0.0010521i,0.00058274-0.0010022i,0.00081585+7.7653e-05i,0.0013974+0.00050077i,0.001119-4.3676e-05i,0.00079471-0.00027183i,0.00037991-0.00053705i,0.00017001-0.00096675i,0.00050349-0.0015767i,0.00039426-0.0014086i,0.00031153-0.0001529i,-0.00014328-0.0002796i,-0.00039791-0.0007112i,-0.0003919-0.000466i,-0.00021498+0.00060502i,0.00028+0.0011839i,0.00069057+0.00072459i,0.00018687+0.00071142i,-0.00074378+0.00056295i,-0.00038282+0.00021262i
-0.00064734+0.001063i,-0.0011973+0.0012745i,-0.0011657+0.0011863i,0.00021613+0.0019885i,0.0010812+0.0022415i,0.0012076+0.0014824i,0.0010128+0.00036071i,0.00039532-8.459e-05i,-5.48e-05+0.00049805i,2.1021e-05+0.00091467i,0.00032225+0.00083472i,0.00024285+6.9168e-05i,-0.00022878-0.00052427i,-0.0001082-0.00036709i,0.00033577-0.00024055i,0.00080869-0.00071987i,0.00011949-0.0012952i,-0.00062993-0.001268i,-0.00040981-0.00069059i,3.045e-05-0.00015615i,0.00013391+0.00059185i,0.00039641+0.00073745i,0.00097709+0.00013492i
-0.000682-0.0010157i,-0.00041573-0.00073876i,-0.00011299-0.0015335i,0.0006273-0.00088114i,0.00086695+0.00053555i,0.00099565+0.00093868i,0.00085712+0.00028385i,-0.00070145-0.00038422i,-0.001467-3.707e-05i,-0.00057908+0.00023064i,0.00042046+0.00042776i,0.00063636+0.00076247i,-0.00016073+0.0011256i,-0.00052038+0.00084351i,-0.0003557+0.00055783i,1.8638e-05+0.0010138i,0.00023744+0.0011034i,2.6343e-05+0.00079039i,-8.4302e-05+0.00085849i,-0.00041968+0.00062641i,-0.00021362-1.2941e-05i,0.00045277-0.00018065i,0.0007562-0.00020203i
-0.0015644+0.0027225i,-0.00047894+0.0036921i,0.0010253+0.0029587i,0.0015543+0.001325i,0.001376+0.00053865i,0.0016556+0.00038519i,0.0012536-0.00028623i,9.4468e-06+0.00018075i,-3.8036e-06+0.00074926i,0.00061314+2.4583e-05i,0.00092987-0.001221i,0.00058262-0.00073957i,-0.00045382+7.0359e-05i,-0.00089946-0.00013396i,-0.0011202-0.00016787i,-0.0013236-0.0003878i,-0.0012349-0.00016019i,-0.00053176+0.0003469i,6.2191e-05+0.00080686i,0.0002508+0.0005822i,0.00025903-0.00010275i,0.0005398-0.00041792i,0.000623-7.2789e-05i
-0.002183-0.0029065i,-0.0027737-0.0028319i,-0.0031042-0.0020032i,-0.0026157+0.00021438i,-0.00087489+0.0015408i,0.00099713+0.0019226i,0.0013815+0.00081776i,0.0011259-0.00011545i,0.00030536-6.9502e-06i,-1.2921e-05+0.00016907i,-0.00022308+0.00015715i,-0.00029721+0.00017015i,0.001358-8.5243e-06i,0.0025114-0.0002996i,0.0019405+0.0001777i,0.00065377+0.00043154i,0.00010256+0.00033984i,0.0004645+0.00037071i,0.00056622+0.00035413i,-0.00015999+0.00048143i,-0.00039842+0.00059192i,-0.00075016+0.0007205i,-0.00073051+0.00025843i
0.0013042+0.0016857i,0.002728+0.0018193i,0.0032126+0.0018637i,0.0024064+0.0014484i,0.00095159+0.00025808i,6.4681e-05-0.0009446i,0.00013477-0.00095142i,0.0002749+0.00046509i,4.6999e-05+0.0016102i,0.00019728+0.0004462i,0.00051465-0.00039059i,0.00012711-0.00019619i,0.0001307-0.00031632i,0.00059155-0.00062803i,0.00097357-0.00090726i,0.00052965-0.00068922i,-0.00021852-0.00067868i,-0.00038266-0.00025441i,-0.0002915+0.00024303i,-0.00032756-0.00014318i,-0.00011522+0.00037589i,-0.00050737+0.00047811i,-0.00052258-0.00038373i
-0.0012322-0.0010516i,-0.0011452-0.0007104i,-0.0012542+0.00058588i,-0.0016267+0.0016793i,-0.00057479+0.0025569i,0.0011299+0.0029134i,0.0017449+0.001509i,0.0015104+0.00080222i,0.00068068+0.00085238i,5.8508e-05+0.0011302i,0.00067889+0.00069911i,0.00064034-0.00062181i,-0.00017024-0.0016006i,-0.00051614-0.0018293i,-0.0011266-0.0017061i,-0.00058132-0.0012211i,-6.6522e-06-0.00021018i,0.00025558+0.00010328i,0.00028247-0.00025937i,0.00023145-0.00012285i,0.00046405+0.00022506i,-0.00029071-0.00019667i,-0.00081839-0.00026284i
0.00065498+0.001702i,0.0013058+0.00054678i,0.001295+0.00098745i,0.001641+0.001418i,0.0016143+0.00083333i,0.00094432+0.0010844i,0.001002+0.0013685i,0.0012646+0.00092416i,0.00071035-0.00030564i,0.00032492-0.00058002i,7.8976e-05-0.00027715i,-0.00028174-0.00056086i,-0.00017908-0.0005137i,0.00026823-4.5644e-05i,0.00045258+0.00012795i,0.00055568+0.00010518i,0.0010688-3.4415e-05i,0.0012122-0.00063552i,0.00072985-0.0017921i,-0.00013339-0.0010331i,-0.00044554-0.00025058i,0.00016149-0.00017652i,0.00034394+0.00022632i
-0.0012163+0.0010224i,-0.0011185+0.00055294i,-0.0010541+0.00043896i,-0.00089534+0.00033594i,0.00047819+0.00036655i,0.0021524+0.00095038i,0.0026541+0.001127i,0.0019259+0.0008636i,0.00056571+0.001104i,0.00036239+0.0011177i,0.0010944+0.0008522i,0.0010801+0.00024516i,0.00089376-0.0010297i,0.0003051-0.00085017i,-0.00047688-0.00012588i,-0.00048025+0.00075854i,-0.00058841+0.0019843i,8.2877e-06+0.0020539i,-0.00017455+0.0009018i,-0.00027249+1.5266e-05i,0.00010003-0.00024045i,-0.00036366-5.056e-05i,-0.00048629+0.00012433i
0.0023084+0.00098062i,0.0021295+0.00059208i,0.0017593-0.00046179i,0.00078324-0.0002308i,0.00086632-5.683e-05i,0.00098447-0.00046002i,0.00063468-0.00085163i,0.00019707-0.00084127i,8.6225e-05-0.0002268i,0.00034862-0.00022874i,-4.936e-05-1.7048e-05i,2.4048e-06+0.00058463i,0.00050298+0.00063035i,0.0004994+0.00059473i,0.00031968-0.00041305i,0.00011064-0.00082349i,0.00016987-0.00027704i,0.00020483+0.00034382i,0.00052141+0.0006649i,0.00074961+0.00073264i,0.00059071+0.00087911i,0.00064926+0.00090968i,0.00066715+0.00046773i
0.00035754+0.0025416i,0.0019559+0.0025173i,0.0034383+0.0012717i,0.0033675-0.00040463i,0.0027197-0.0013154i,0.0010764-0.00037928i,4.4141e-05+0.00033255i,2.0761e-05+4.9167e-05i,0.0004424+0.00016685i,0.00032078-6.2324e-05i,0.00068697-0.00046363i,0.0015607-0.00081387i,0.0021465-0.00040871i,0.0011245-0.00010112i,0.00011959-0.00077287i,0.0006027-0.00059939i,0.00046038-0.00024782i,0.00011544-0.00021838i,-0.00031884+0.00037993i,-0.00026224+0.00083119i,0.00017768-9.6423e-05i,4.5642e-05-0.00077824i,-0.00055784-0.00027385i
0.0029279+0.0012586i,0.0030818+0.00070585i,0.0024057+5.0641e-06i,0.0012793-0.00067629i,0.00062441-0.00048616i,-0.00028399+0.00050539i,-0.0013077+0.0014594i,-0.0013795+0.001183i,0.00022882+0.00053186i,0.0010213+0.00019117i,0.001143-0.00065933i,0.00054365-0.0002166i,-0.00011858+0.0006585i,-0.00010901+0.00082742i,-8.113e-06+3.056e-05i,0.00026601-0.0013151i,-0.00011933-0.0014185i,-0.00070006-0.0008774i,-0.00032434-0.00096114i,0.00042303-0.0011378i,0.00061926-0.00054011i,0.00070592-0.00056196i,0.00073519-0.00048578i
4.8276e-05+0.0015148i,0.00052564+0.0019807i,0.00080641+0.0016583i,0.001156+0.0020049i,0.0010723+0.0022753i,0.00079722+0.0018103i,0.00089722+0.0014766i,0.00030545+0.00070399i,3.2094e-05-2.7591e-06i,6.0506e-05+0.00036929i,-4.6134e-05+0.00066849i,-0.00026222+0.00013744i,-0.00018126-0.00018567i,7.0824e-05-0.00027421i,6.446e-05-2.4677e-05i,-0.00011919-0.00038462i,-0.00074555-0.00056116i,-0.00066043+0.00079062i,-0.00055978+0.0010295i,-0.00041469+0.00021468i,6.6815e-05+0.00075858i,0.00031025+0.0010624i,0.00013255+0.00034447i
0.001735-0.00041967i,0.001838-0.00040538i,0.0010291+5.8784e-05i,0.00066872-0.00028375i,0.0017805+0.00024421i,0.0020192+0.00079298i,0.0010922+0.00056327i,0.00034256+0.00099296i,0.00078167+0.00085126i,0.00091102+2.2998e-05i,0.00079027-0.00011038i,0.00064532+0.0002744i,-0.00016865+0.00066867i,-0.0014164+0.00076813i,-0.0015835+0.00031967i,-0.00093507-0.00012263i,0.00014206-0.00071158i,0.0013591-0.00067763i,0.0010458-0.00046334i,0.0005842-0.00060219i,0.00042298-0.00066525i,-0.00018019-0.00059939i,-0.00037192-0.00049579i
0.00067802+0.00024783i,9.1424e-05+0.00054212i,-0.0013204-0.00040055i,-0.0014253-0.0016278i,-0.00062381-0.0012129i,0.00022002-0.00075526i,0.001188-0.00028649i,0.0015928-5.2576e-05i,0.00052788-5.412e-05i,-0.00053437+9.6602e-05i,0.00023137-0.00028937i,0.0010531-0.00047477i,0.00056933+0.00048874i,0.00010122-0.00012448i,0.00092056-0.0014577i,0.0013028-0.0007084i,0.0010649+2.0827e-05i,0.00057686+0.0001498i,0.00023188-0.00068185i,-0.00013958-0.00032869i,0.00045396-5.3113e-05i,0.0013765-0.00012048i,0.0012989-7.397e-06i
-0.00089147+0.00010467i,-0.00012999-1.7685e-05i,0.00024799-7.7233e-05i,0.00049607+0.00034628i,0.00052336+4.8641e-05i,0.0005631-0.00014953i,-5.3223e-05-0.00029356i,-0.0004275-0.00021049i,3.5114e-05+0.00041027i,0.0004916+0.00078748i,0.00092693-0.0001104i,0.00041941-5.6394e-05i,0.00012617+0.00046439i,-3.1278e-05+0.00034875i,-0.00028605-8.6385e-05i,0.00034874-0.00054419i,0.00037165-0.00077893i,0.00051326-0.00079945i,0.00047108-0.00039929i,0.00024406-0.00036011i,0.0004349-7.0757e-06i,-0.00066774+0.00049712i,-0.001386+0.00025189i
-0.0017243+0.00046964i,-0.0014627-0.00034054i,-0.0007214-0.00095296i,-0.0012442+0.00048303i,-0.0014922+0.0016146i,-0.00049382+0.00144i,0.0015103+0.0013564i,0.0021685+0.00099217i,0.0013522+0.00014979i,0.00088927-0.0005662i,0.00096719-0.00054677i,0.00015138-0.00028358i,-0.00023047-4.3796e-05i,-1.8918e-05-0.00066807i,-0.00058479-0.0016431i,-0.00060788-0.0011887i,-0.00053199-0.000321i,-0.00059079+0.00014301i,-0.00056462+0.00044986i,-0.00074411-1.0283e-05i,-0.00062362-0.00041466i,-0.00072975-0.00098297i,-0.00063136-0.00088502i
0.0016105+0.00068988i,0.00053222-0.001032i,8.1384e-05-0.0017329i,-0.00020861-0.0013257i,-0.00017912-0.00048232i,0.0005349+0.00096282i,0.00065793+0.0011277i,-6.7569e-05+0.00043224i,7.2837e-05-0.00030661i,0.00019325-0.0015563i,-0.00048415-0.0021026i,-0.0014666-0.0012837i,-0.0014531-0.00027988i,-0.00078661+0.00037968i,-0.00066757+0.00061781i,-0.00048959+0.00057185i,-0.00060765+0.00047555i,-0.0010149+0.00020004i,-0.00048409-0.00012779i,-2.5167e-05+5.959e-05i,-0.0001602+0.00074711i,-2.0775e-05+0.00018049i,0.00031813-4.6126e-05i
0.0013048+0.0014106i,0.00038035+0.0017292i,0.0015025+0.0013666i,0.0018756+0.00071389i,0.00091515+0.0011657i,0.00092787+0.00084383i,0.00059688-0.00025589i,0.00032294-0.00046091i,-0.00071272-0.00034401i,-0.0014026-0.00048171i,-0.00099931-0.00047596i,-0.00013647+2.1726e-05i,0.00025896+8.272e-05i,-0.00023044+0.00088426i,-0.00084192+0.0015374i,-0.00060943+0.00067637i,-0.00027627-8.5361e-06i,-0.00076909+0.00010515i,-0.0011583+0.00053233i,-0.00075288+0.00072255i,-0.00024521+0.00013542i,-0.00012736+0.00039213i,-0.00017022+0.00066093i
0.0006846+0.00066398i,7.5717e-05+0.0011161i,-0.00035078+0.00019532i,0.00087852+0.00016307i,0.0022429+0.00082976i,0.0028779+0.00057009i,0.0018376+0.0012396i,0.00052434+0.0023409i,9.7601e-05+0.0017354i,0.00016392+0.0019643i,0.00079617+0.0020776i,0.00067478+0.00088211i,-7.4362e-05+0.00026325i,-0.00032073+0.00012837i,-2.7973e-05-0.00051102i,0.00032702-0.0011105i,0.00062162-0.00034726i,0.00068572+0.00040052i,9.5389e-05+0.00021111i,0.00045933-0.00028505i,0.001081-0.00062658i,0.00027511-0.00089946i,-0.00046126-0.0010336i
0.0010787+0.00229i,0.003205+0.0018543i,0.0028825+0.00096396i,0.0011579-0.0010122i,0.00088538-0.0014407i,0.00073209-7.6254e-05i,0.00085237+0.00038082i,0.0011212+0.00034571i,0.0010447+0.0002086i,0.00051385+0.00067067i,-0.00029917+0.00052211i,0.00019254-0.0002132i,0.00063313-0.00037356i,0.00026065+0.00010631i,0.00032373+5.8681e-05i,0.00043387-0.00028961i,5.5313e-05-3.5261e-06i,4.9523e-05+0.00011615i,0.00030188-0.00043146i,3.8042e-05-0.00064665i,-0.00072539-0.0001938i,-0.0013042+0.00037329i,-0.0014358+0.0007395i
0.00034052+0.0023902i,-0.00038518+0.0019946i,0.00099107+0.0012305i,0.0019238-0.00020504i,0.0022967-0.0006058i,0.001671+1.1682e-05i,0.00024603+0.0010153i,0.00043412+0.00094427i,0.001464+0.00011812i,0.0017627-0.00015713i,0.001775-0.00078062i,0.001151-0.0011941i,-0.0001009-0.0011217i,-0.00071812-0.0013621i,-0.00073494-0.0020403i,-0.00029453-0.0017874i,0.00011248-0.0011656i,0.00064232-0.00093374i,0.00099514-0.00038568i,0.00094865-0.00014221i,0.0002165-0.00020592i,-0.00085716+0.00022814i,-0.00080469+0.00099546i
