-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
0.00075825-0.00068962i,0.00076032-0.0017057i,-9.5278e-05-0.0014905i,-0.0018296-0.00064216i,-0.0018877+9.9339e-05i,-0.0015778+0.0012109i,-0.00086568+0.0010659i,-0.00029635+0.00020548i,-0.00078035-0.00030692i,-0.0013653-0.00042054i,-0.0016845+0.00010719i,-0.0011225+0.0003843i,-4.7837e-05+2.1999e-05i,0.0001014-0.00023667i,-0.00014477+2.3826e-05i,-0.00021402-0.00014005i,-0.00064016-0.00069872i,-0.00018705-0.00047971i,0.00027242+0.00021029i,0.00023825+0.00053308i,-0.00011421+0.0002557i,-0.00038608-5.4469e-05i,-0.00042694-0.00015376i
-0.0017404-0.00031926i,-0.0015895+0.00038262i,-0.0013568+0.0011253i,-0.0012434+0.0025127i,-0.00069237+0.0024659i,-5.4636e-05+0.0014086i,-0.00073161+0.0004675i,-0.00095097-0.00045762i,-0.0013414-0.00060023i,-0.0014037+0.00015691i,-0.00054375+0.00053811i,7.4098e-05+0.00030304i,0.00020579-0.00037519i,0.00015285-0.00080895i,4.6621e-05-0.00098413i,0.00016338-0.0002447i,0.00055211-0.00014612i,0.00075037-0.00055513i,0.0009864+3.0073e-06i,0.00056945+0.00046877i,0.00033809-0.00020523i,0.0004684-0.00048515i,0.00020753+0.00026147i
0.00060533+0.00033057i,0.00046231-0.00059321i,0.00058258-0.00097068i,0.00020102-0.001403i,-0.00016012-0.0010732i,-0.00058314-3.4981e-05i,-0.00052497-0.0002289i,-0.00039115-0.0011105i,-0.0013437-0.0010606i,-0.0011785-0.00054364i,-6.8281e-05-0.00060602i,0.0001739-0.0011453i,0.00013931-0.0008334i,-0.00036951-0.00051279i,-0.00026589-0.00072252i,0.00051251-0.0007825i,0.00084279-0.00058956i,0.00034041-0.00032009i,-0.00020056-0.00019713i,-0.00026583-0.00011895i,-0.00028762-0.00013111i,-0.00016099-0.00046686i,0.00034621-0.00023566i
0.00098822+7.2814e-05i,-6.1969e-05+0.00082131i,-0.00081979+0.00032194i,-0.00096702-0.00049531i,-0.0018458+6.3598e-05i,-0.0024991+0.00090952i,-0.0013197+0.00084961i,-0.00014549-0.0003574i,-0.00065059-0.0014487i,-0.0011586-0.0012185i,-0.00079266-0.000707i,0.000487-0.00016408i,0.00056194+0.00042714i,-0.00027568+0.00072263i,-0.0003828+0.00030642i,0.00041831+0.00012083i,0.00028935+2.8338e-05i,-0.00025534+5.725e-05i,0.00047656+0.00065256i,0.00059508+0.00065082i,7.7925e-05+0.0004716i,-0.00013887+0.00064162i,-0.00075232+0.00032994i
-0.00052551+0.00048641i,-9.6532e-05+0.0010463i,0.00084713+0.00088211i,-0.00015217+0.0004399i,-0.0012316+0.00089642i,-0.0011746+0.00078959i,-0.0018043+0.00047163i,-0.0022573+1.3759e-05i,-0.0016603-0.0010354i,-0.0012871-0.0010093i,-0.00064988-0.00033992i,-0.00022028+5.0626e-05i,-0.00058374-0.00011608i,-0.00055099-0.00019253i,-0.00035904-0.00015659i,-0.00020467-4.443e-05i,-0.0004121-8.4525e-06i,-0.00055444-0.00046264i,-0.00021645-0.00062569i,0.00015527+0.00023251i,0.00019221+0.00012256i,-0.00013633-0.00051872i,-0.00074949-0.00041902i
-0.00065652+0.0018813i,-0.0011366+0.0027065i,-0.0015075+0.0027081i,-0.00109+0.0021912i,-0.00087958+0.0013624i,-0.00073985+0.00082933i,-0.00048005+0.00020127i,-0.00096336-0.00049076i,-0.0021457-0.00099864i,-0.0016502-0.00067859i,-0.00012906+0.00012787i,0.00039466-9.5447e-06i,0.00045546-0.00048497i,0.00042415-0.00032874i,0.00031882-0.00044162i,0.00017609-0.001015i,0.0003415-0.00064801i,0.00021108-8.7621e-05i,-6.4825e-05-0.00010171i,-0.00060854-0.00053336i,-0.00042215-0.00057327i,-0.00023217-0.00042547i,0.00027862-0.00072398i
-0.00039809-0.0026772i,-0.00041466-0.0022015i,-0.0014995-0.00093926i,-0.0028032-0.000635i,-0.0025158+0.00069145i,-0.0014949+0.0016869i,0.00046247+0.0013085i,0.00094943+0.00015628i,-0.00033436-0.0010685i,-0.00087772-0.0004998i,-0.00065609+0.00012625i,-0.00051442-0.00030237i,-0.00031111-0.00074771i,0.00059643-0.00034313i,0.0004034+0.00039288i,0.00011434+0.0005784i,1.709e-05+0.00026488i,-0.0003622-0.00012714i,-0.00071349+0.00015114i,-0.00047444+0.00070115i,0.00054923+0.00094498i,0.00045422+0.0011611i,0.00025092+0.00072221i
0.00049748+0.0011713i,8.9501e-05+0.0012143i,-0.0013671+9.3528e-05i,-0.0012784-0.00036761i,-0.0017683-0.00010149i,-0.0021248-0.0006393i,-0.00044148-0.00088923i,0.0003237-0.00040469i,-0.00059401+0.00012101i,-0.0015295+0.00038671i,-0.0012614+0.00018617i,-0.00093094-7.7832e-05i,-0.00062245-0.00070394i,-0.00012713-0.00069633i,0.00010173-0.0001146i,0.00024686+0.00029569i,0.00045873+6.6247e-05i,0.00054885-0.0002137i,-0.0002984-0.00049601i,-0.0011281-0.00013201i,-0.00068912+0.00024299i,0.00045255+0.0005027i,0.0014593+0.00048855i
0.00077661+0.00082209i,0.00061152+0.00064267i,0.00069842+0.00019956i,0.00068899-0.00057052i,-0.00031938-0.00023337i,-0.0015205+0.00016575i,-0.0015078+0.00035264i,-0.00071867-0.00042522i,-0.00082007-0.0017034i,-0.00086586-0.0010007i,-0.00021442+0.00015411i,0.00020289+0.00044407i,0.00029945-3.9408e-05i,-0.00013892-0.00021842i,0.00028767+0.00023108i,0.00093106+0.00034607i,0.0010659+0.00020458i,0.00081568+0.00022344i,-0.00043971-3.7387e-05i,-0.00083453-0.00031032i,-0.00056757-0.00014778i,-0.00022472-0.00034105i,0.00054675-0.0003204i
0.00047501+0.0011372i,1.9758e-06+0.00045588i,-0.00084482+0.00017337i,-0.0010602-0.0002747i,-0.00077938-0.0010301i,-0.0013887-0.00073711i,-0.0011271-0.00051481i,-0.00063103-0.0010762i,-0.00041995-0.0017525i,-0.00020577-0.0010927i,-0.00054679+0.00038086i,-0.00063861+0.00096098i,-0.00038015+0.00046329i,-0.00040037-0.00019088i,0.00037014-0.00050341i,0.00061954-0.00082545i,0.00057788-0.00092012i,0.00069595-0.00092874i,8.4792e-06-0.00063022i,-0.00059615+3.0762e-05i,-0.00018024+7.9889e-05i,0.00012949-0.00045074i,-3.7252e-05-0.0006804i
-0.00078525+0.00084099i,0.00027535+0.00064646i,0.00040427+0.00044047i,-0.00041976+0.000658i,-0.00052353+0.0015074i,-0.00049676+0.001642i,-0.0006443+0.001041i,-0.00065677+0.00026976i,-0.000865-0.00030906i,-0.00089177-0.00030342i,-0.00030333-0.00027054i,0.00045314-0.00058648i,0.00053327-0.00090658i,6.2074e-05-0.00072241i,-7.3919e-05-0.00059035i,0.00052666-0.00021309i,0.0010262+9.0006e-05i,0.00055437-1.0286e-06i,0.00020976-0.00025028i,0.00028454+2.1913e-05i,-0.00020202+0.00041553i,-0.00098973+0.00027227i,-0.00045407+0.00046503i
-0.00064561-0.00038412i,0.00025167-0.00045755i,0.00091764+0.00043826i,-8.2562e-05+0.0004618i,-0.00097513+9.0935e-05i,-0.001011+9.5849e-05i,-0.0010059+1.318e-05i,-0.00016656-0.00058679i,-0.00031125-0.00062169i,-0.00093532-4.7249e-05i,-2.9979e-05+0.00029715i,0.00057352+0.00044328i,0.00048493+0.00031212i,0.00033528+0.00025758i,0.00022399-0.00037503i,0.00025121-0.00075459i,0.00039918-0.00056004i,0.00066453+0.00013162i,0.00058685+0.00010821i,0.00023075-0.00044685i,-0.00014552-0.00034613i,-0.00036501-2.0468e-05i,-0.00030319+0.00034864i
0.00032059-0.0006354i,0.00064942-0.0009974i,0.00044577-0.001497i,-2.2644e-05-0.0012471i,-0.00080729+0.00013077i,-0.0017942+0.00067477i,-0.0019393+6.4544e-05i,-0.0017566-0.0011298i,-0.0018956-0.0019934i,-0.0016318-0.0014131i,-0.00072279-0.00018791i,-2.0138e-05+0.00033164i,0.00038672+0.00018135i,0.00072963+0.00035287i,0.00076195+0.00060988i,0.0010699+0.00015545i,0.00078609-0.00010333i,0.00049981+0.00024794i,0.00033318+0.00044581i,-0.00057877+8.8519e-05i,-0.00078083-0.0003263i,-0.00023051-0.00040296i,-0.000427+0.00048097i
0.00055571+0.0008993i,0.00012158+0.0012831i,0.00030567+0.0014425i,-0.00014324+0.0013877i,-0.0011905+0.0015466i,-0.0010067+0.00086424i,-0.00042817-7.8797e-05i,-0.00070006-0.0010401i,-0.0014612-0.0012276i,-0.0014915-0.00021861i,-0.00062857+0.00038697i,0.0001394+3.3863e-05i,9.4731e-05-0.00059401i,-0.00036777-0.00060132i,1.1228e-05-0.00085805i,0.00041266-0.00099047i,-1.4038e-05-0.00049605i,-0.00032635-0.00025705i,0.00041297-0.00033683i,0.00083724+9.8888e-05i,0.00042665+0.0003729i,1.1298e-05-0.00023426i,0.00015571-0.00044042i
-0.00090331+0.00043856i,-0.00084127-0.00021713i,-9.8342e-05-0.00038267i,0.00015175+0.00015589i,-0.00064234+0.00073866i,-0.0011178+0.0004131i,-0.00063937-0.00037662i,-0.00063796-0.0010405i,-0.00074924-0.00088883i,-0.0007182-9.4571e-05i,-0.00027676-0.00040223i,-0.00033108-0.001239i,-0.0010025-0.001521i,-0.00051722-0.001074i,-4.9161e-05-0.00048402i,-0.00055849-0.00039657i,-0.00042914-0.00048263i,0.00058879-0.00022698i,0.00077706-0.00041623i,0.00037807-0.00092377i,-0.00017865-0.00042912i,-0.00075109-0.00028288i,-0.00080593-0.0005796i
0.003672-0.00023611i,0.0021706-0.0015475i,0.0011316-0.0024859i,-6.7927e-06-0.002135i,-0.0017867-0.0010283i,-0.0028779-0.00027007i,-0.0016616+0.00079934i,-0.00036876-0.00033661i,-0.00053099-0.00183i,-0.0014772-0.0011205i,-0.0015016-0.0004222i,-0.00019177-0.00013577i,-0.00021717-6.3544e-05i,-0.00023988+0.00016967i,0.00066668+0.000645i,0.00087957+9.2275e-05i,0.00078254-0.00035677i,0.00039354-7.312e-05i,-3.5737e-05-0.00027417i,-0.00041526-6.8352e-05i,-0.00075053-5.4226e-05i,-0.00082502+3.5004e-05i,-0.00079137+0.000663i
-0.00037953-0.001431i,-0.00091112-0.0010871i,-0.001468-0.00072402i,-0.0018775+0.0008744i,-0.0019136+0.0021943i,-0.0012448+0.001956i,-0.00046965+0.00027405i,-0.00047482-0.0014909i,-0.0013393-0.0018336i,-0.0022121-0.00072679i,-0.0022578+0.00067687i,-0.00086274+0.0010537i,-2.3022e-05+0.00055718i,0.0005361+0.00028381i,0.00073885-0.0004031i,-0.00018778-0.00063866i,-4.4318e-06-0.0006435i,0.00053876-0.00046901i,0.00056372+8.4505e-05i,6.0584e-05+0.00037945i,-0.0005556+0.00079428i,-0.0005111+0.00068637i,-6.062e-05-6.9138e-05i
0.0011555-0.00021334i,0.00074436-0.00033688i,0.00061803-0.00073727i,0.00013026-0.0010288i,-0.0010027-0.0004718i,-0.0013053-0.00040215i,-0.00052911-0.00029493i,-0.00058251+0.0001551i,-0.0014537+0.00013322i,-0.0012387-0.00033184i,-0.00064373-0.00065727i,-0.00014033-0.00062336i,0.00025691-0.00041205i,0.00014685-5.6575e-05i,0.00014654-2.9815e-05i,0.00045433-0.00035133i,0.00042521+0.00023655i,-0.00016124-3.1813e-05i,-0.00035317-0.000778i,-0.00048464-0.00059338i,-0.0011273-0.00032622i,-0.00085905+0.00038757i,-5.8592e-05+0.00032185i
0.0011806-0.0011281i,0.0012984-0.00041525i,-3.1258e-05-0.00089198i,-0.0014061-0.0016666i,-0.0025864-0.00088569i,-0.0023198+0.00076521i,-0.00060842+0.0011789i,0.00042567+0.00030775i,-0.00033652-0.00063003i,-0.0015504-0.0011303i,-0.0015541-0.00090933i,-0.00034338-0.00056197i,0.00055856-0.00013854i,0.00033924+8.0595e-05i,1.4479e-06-0.00045829i,0.00012017-0.00074265i,0.00013072-0.00059665i,0.000191-0.00026439i,-0.00022947-0.00045941i,-0.00042049-0.00096174i,-0.00026766-0.00015562i,4.7852e-05+0.00051875i,0.00025585-0.00025511i
-0.00012691-9.9329e-05i,-0.0014803+0.00064305i,-0.0020403+0.0016926i,-0.0016121+0.00060126i,-0.0015085-0.00023447i,-0.0021577+0.00029564i,-0.0013812+0.00050052i,-0.0006525-0.00013506i,-0.00078274-0.00033008i,-0.0009028-0.00039002i,-0.00080663-0.00083744i,-0.00046803-0.0011429i,0.00041681-0.0014093i,0.0003863-0.0013441i,-5.8428e-05-0.00050948i,0.00065628-0.00061962i,0.00080964-0.0015215i,0.00016394-0.0012265i,-0.0005472-0.00044271i,-0.00034043-0.00020968i,-0.00020842+0.0003832i,-0.00046031+0.00012791i,-0.00027495-2.2757e-05i
7.8347e-05-0.00040746i,0.00040437-0.00031428i,0.00035753-0.00076948i,0.00013311-0.00027275i,-0.0011745+0.00051435i,-0.0018987+0.0011145i,-0.0012212+0.0010807i,-0.0007328+0.00031588i,-0.001033-0.00078439i,-0.00091994-0.00093366i,-0.00065966-0.00087677i,-0.00042975-0.00088197i,-0.00022653-0.00034735i,-0.00051467+8.2781e-05i,0.00023804+0.00015212i,0.0012142-0.00049763i,0.00087221-0.00078722i,0.00093701+0.00023287i,0.0014734+0.00090112i,0.00075654+0.00063824i,-0.00036705+0.00026582i,-0.00022828-5.7325e-05i,8.6735e-05-9.7858e-05i
-0.00018408+0.0014433i,-0.00016154+0.0012748i,-0.00053964+0.0015102i,0.00018529+0.00045839i,0.00026082-3.5569e-05i,-0.00031749+0.00052948i,-3.2088e-05+0.00029291i,-0.00013682-0.0011974i,-0.0010625-0.0022126i,-0.0016119-0.0013172i,-0.0011805-2.4417e-05i,-0.00028594-4.1208e-05i,0.0002802-0.00012893i,0.00056478+3.3102e-05i,0.00068006-2.6712e-05i,0.00064582+0.00013793i,-0.00010967+0.00041087i,-0.00049429+0.00021937i,0.00045767-0.00030955i,0.00077179-0.00017818i,-0.00016569-5.6927e-05i,-0.00075487-2.9449e-05i,-0.00028367+0.00018394i
-0.0016549-8.2267e-05i,-0.00080156-0.0014195i,-0.00053608-0.0012159i,-0.00050603-0.001046i,-0.0008251-0.0005628i,-0.001265-0.00023184i,-0.00087299-0.00032407i,-0.0012606-0.00023947i,-0.0020567-0.00076626i,-0.0022809-0.00080896i,-0.0011276-0.00071642i,1.4516e-05-0.0010548i,-0.000754-0.00097947i,-0.0012827-2.9565e-06i,-0.0011668-0.00011463i,-0.00060912-0.00061769i,-0.00033021-0.00036077i,-0.00059973-0.00022296i,-5.6642e-05+3.3039e-06i,0.00070742+5.4424e-05i,0.00069401+0.0002027i,9.8682e-05+0.00015218i,-0.00042703-0.00064374i
0.00042136+0.00094774i,0.00078933+0.0010718i,-6.1615e-05+0.00059442i,-0.0017007+0.0012097i,-0.001948+0.0021225i,-0.0017202+0.0013285i,-0.0012985+1.8508e-05i,-0.001123-0.0014666i,-0.0016386-0.0027904i,-0.0013416-0.0012671i,-0.0011859+0.00056037i,-0.00097206+0.00066972i,-0.00053113+0.00024374i,0.00014497-0.00063571i,0.00044354-0.00093754i,0.00032505-0.00046804i,0.00026306-0.00022869i,-0.00010104-0.00036433i,5.4159e-05+0.00013013i,0.00036722+0.00033525i,0.00039407+0.00026106i,0.00047641+5.4854e-05i,0.00052585-0.00011951i
-0.0010345-0.00171i,-0.0002072-0.0034926i,-0.00032475-0.0041441i,-0.0013395-0.002205i,-0.0021708+7.2114e-05i,-0.0012474+0.0013055i,-0.00045458+0.0013234i,-0.00033587-0.00030433i,-0.00044691-0.0016517i,-0.0009844-0.0010552i,-0.0010459-0.0003353i,-0.00061234-0.00021078i,-3.2276e-05-0.00017197i,0.00067062-5.3169e-06i,0.00011905-0.00017694i,-0.00059981-0.00073496i,-0.00018899-0.0010413i,0.00010569-0.0012819i,0.00051391-0.0010489i,0.00078777-0.00034857i,0.00010113+0.00036076i,-0.00027515+0.0008161i,0.00021128+0.00038747i
0.0014611-0.00071089i,0.00027242+0.00054076i,-0.0013946+9.7893e-06i,-0.0031047-0.0001001i,-0.0036876+0.0006312i,-0.0029517+0.00088101i,-0.0015628+0.00080864i,-0.00043895-0.00016683i,-0.00078473-0.0015662i,-0.0014319-0.001649i,-0.0012412-0.00025432i,-5.6781e-05+0.00061385i,5.276e-05+0.00029345i,-0.00098662-0.000555i,-0.0011576-0.0018118i,0.00020105-0.0025099i,0.001434-0.0019358i,0.0011939-0.0012914i,0.00067703-0.00037999i,0.00022847-0.00015204i,3.8506e-05-0.00015784i,0.00011883-0.00022292i,-0.0001678-4.4057e-05i
-0.00088837+0.0011884i,-0.00056978+0.0006147i,0.0007384+6.1039e-06i,0.00012026+1.8249e-05i,-0.0017109-0.00095633i,-0.0019985-0.00034799i,-0.00048406+0.00027378i,-9.0644e-05-0.0011048i,-0.00083033-0.0017085i,-0.0011252-0.0011259i,-0.00033747+0.0001503i,0.00046708+0.00073248i,0.00039827+0.00054976i,-6.8731e-05-3.5615e-05i,-0.00044704-0.00055411i,0.00032054-0.00020594i,0.0011518+0.00022199i,0.00084966+0.00022199i,-0.00023128+0.00013944i,-0.00046676-0.00022438i,-0.00015268-0.00031617i,0.00045757-0.00017912i,0.00058222-0.00014663i
0.00011251-0.00027755i,0.0015903+0.00061958i,0.001433+0.0014916i,-0.0003465+0.0014429i,-0.0016104+0.00087676i,-0.0011875+0.00031239i,-0.00034061-0.00053942i,-0.00026346-0.0016061i,-0.001322-0.0010978i,-0.0022633-0.00030071i,-0.0011283-0.00088863i,0.00029205-0.00114i,0.00027459-0.00044912i,0.00066894-0.00056319i,0.0010497-0.00080068i,0.00072341-0.00013617i,0.00023075+8.1765e-05i,-5.5877e-05-2.4279e-05i,3.1791e-05-0.00019955i,0.00014008+0.00012718i,-0.00028109+0.00057514i,2.4567e-06+1.1443e-05i,0.0004864+0.00029777i
-0.0020906-0.0026313i,-0.003528-0.0018498i,-0.0037857-0.0011507i,-0.0037371+5.3417e-06i,-0.0031368-9.4841e-05i,-0.0019402-4.7154e-05i,-0.00066973-5.4765e-05i,-0.00031708-0.0012483i,-0.0011312-0.0022098i,-0.0021471-0.001172i,-0.0014314-7.7649e-06i,0.00024012-9.5119e-05i,0.00083032-0.00058046i,0.00046184-0.00074735i,0.00052681-0.00058291i,0.00039295-0.00055186i,0.00021547-0.00082355i,0.00085946-0.00060644i,0.00077131-0.00038462i,0.00040605-0.00039448i,0.00045281-0.00023029i,0.00076709-7.1664e-05i,0.00078474+0.00053347i
0.0001304+0.001454i,0.00094234+0.0025462i,0.0015243+0.002534i,0.0018451+0.0017266i,0.0011772+0.0012692i,0.00023102+0.00040905i,-0.0001482+0.00012548i,-0.00041137-0.00071596i,-0.0011262-0.00081745i,-0.0011682-0.00010816i,-0.00069578+0.00023414i,-0.00024102+0.00066206i,-0.00020575+4.7911e-05i,0.00018304-0.00074743i,0.00047228-0.00094734i,0.00022744-0.00037422i,0.000311-9.5715e-05i,-0.00014831-0.00074791i,-0.00076167-0.0010917i,-0.00024164-0.00058024i,0.00021362-1.272e-05i,-0.00071728+0.00010035i,-0.00069966-0.00017663i
-0.0012714+0.00059351i,-0.0014145-0.00031106i,-0.00088739-8.0837e-05i,-8.3362e-05+0.00022471i,0.0001919+0.00039873i,-0.00025408+0.00097617i,-6.8584e-05+0.00089338i,-0.00019524-0.00073309i,-0.0015285-0.0018586i,-0.0016061-0.00093686i,-0.00055884-8.2055e-05i,-0.00044215-0.00044872i,-0.00085606-0.00046801i,-0.00011797-5.3862e-05i,-6.9811e-05+0.00011337i,-0.00067186-0.00018182i,-0.00063009-0.0003177i,-0.00061098-0.00026942i,-0.00016206+5.5648e-05i,-9.2647e-05+0.00071463i,-0.0004826+0.00019246i,5.3969e-05-0.00068436i,0.0003879-0.00030214i
0.0021837+0.0011667i,0.0026517+0.00053431i,0.0025736-0.00021209i,0.00083255-0.0003811i,-0.0015575+9.7289e-05i,-0.0025452+0.0009454i,-0.0019864+0.0010251i,-0.001337-0.00035396i,-0.0010739-0.0018111i,-0.00080287-0.0018014i,-0.00087171-0.00051447i,-0.00051868+0.00070396i,-0.00022396+0.00051353i,0.00015638+2.4256e-05i,0.00034337+0.00039128i,-0.00036888+0.00031433i,-5.3693e-05-0.00030813i,0.00099686-0.00034619i,0.00054649+0.00064968i,-9.8445e-05-8.6491e-05i,0.00029787-0.00042213i,0.00051928-1.889e-05i,0.00038428+0.00024395i
-0.00064361+0.00066813i,-0.0010991+0.00081963i,-0.0016814+0.00026456i,-0.0012463-0.00019112i,-0.00077377-4.7123e-05i,-0.00087391+0.00037662i,-0.00069744+0.0013346i,-0.00034698+0.00032185i,-0.00045381-0.0017591i,-0.00047685-0.0017369i,-2.7472e-05-0.00059533i,0.00032062-0.00029997i,-0.00014778+0.00041582i,-0.00041597+0.00039684i,0.00037415-0.00062926i,0.00079033-0.00080092i,0.00089353-0.00080589i,0.00070921-0.00064375i,-0.00031831+8.394e-05i,-0.00088419-5.2813e-05i,-0.0007945+3.0641e-05i,-0.0006314+0.00060803i,-0.00062987+0.00011208i
0.00091953+0.00019088i,0.0015448-0.00045195i,0.00058878-0.0010133i,-0.00074219-0.001496i,-0.0014106-0.0014786i,-0.0012444-0.00050758i,-0.00043449-1.0763e-05i,-0.00030866-0.00059193i,-0.0011044-0.0015876i,-0.0013424-0.0021055i,-0.00026686-0.0020259i,0.00024613-0.001161i,3.4934e-05+3.2781e-05i,0.0003335+8.2655e-05i,0.00038943-0.00093432i,-0.00022906-0.00085844i,-0.00098915-0.00021399i,-0.00052291-0.00019399i,-3.5722e-05+0.00037942i,-0.00071697+0.00041458i,-0.0011125-0.00074656i,-0.00012062-0.00069888i,-9.2228e-05+0.0003842i
0.0028846+0.0006826i,0.0029944-0.00012048i,0.0022841-0.001586i,0.00073086-0.002558i,-0.00049256-0.0021058i,-0.0013944-0.00047776i,-0.0015021+9.1412e-05i,-0.0013446-0.00064454i,-0.0011358-0.0010744i,-0.00090182-0.0013489i,-0.0011539-0.00078449i,-0.001484-2.6332e-05i,-0.0011817-0.00037619i,0.00079061-0.00091623i,0.0014411-0.00055028i,0.00084471+0.00022381i,0.00075981-1.1047e-05i,0.00079803-0.0009995i,0.00025035-0.00051783i,9.7285e-06+0.00060454i,-0.00026526+0.00072609i,-0.0003209+0.00026276i,-0.00017555-0.00018183i
0.00046254+0.00089875i,0.0007693+0.00084223i,0.00056866+1.4054e-05i,-0.00074889-1.6363e-05i,-0.0019413+0.00072201i,-0.0018856+0.0013354i,-0.0011357+0.0010722i,-0.00086799-0.00013017i,-0.0015763-0.0012744i,-0.0021719-0.0013923i,-0.0003003-0.00062548i,0.00058673-0.00040934i,-0.00032601-0.00060517i,-0.00054751-7.0737e-05i,-0.00020515+0.00023064i,0.0001771-0.00039359i,0.00035686-0.00091913i,-0.00032474-0.0011364i,-0.0011747-0.0012358i,-0.00068517-0.00075089i,-6.3803e-05-0.00014409i,1.0665e-05+0.00019089i,-9.5673e-05+0.0003146i
-0.00096484-0.00067886i,0.00017305-0.00040534i,0.00097947-0.00031694i,0.0020752+0.00031669i,0.0014235+0.0012207i,-0.00036244+0.0011599i,-0.00077389+0.00012004i,-0.00053345-0.00093229i,-0.0010639-0.00088891i,-0.00097331-3.2452e-05i,-0.00057844+0.00023515i,-0.00048966-0.00063914i,-0.00049646-0.0012869i,-2.6085e-05-0.00063196i,0.00031962-0.00025419i,0.00027164-0.00045075i,0.00015048-0.00058093i,0.00029753+4.8424e-06i,0.00074127+0.0010244i,0.00013978+0.00050795i,-0.00044775-0.00038521i,-0.00047776+1.2511e-05i,3.4825e-05+0.00086898i
-0.00068901+0.0014302i,-0.0012755+0.00094621i,-0.0014664+0.00060364i,-0.00090255+0.00017316i,-0.0010747-0.00030851i,-0.001516-0.00085023i,-0.00068242-0.0006195i,3.1666e-05-0.00068761i,-0.00089456-0.0013647i,-0.0017053-0.0010265i,-0.0015388-0.00042162i,-0.0008722-7.7312e-06i,-0.00042249+0.00081677i,0.00024244+0.00052221i,0.0012357-0.00054609i,0.0013854-0.00039381i,0.001128+0.00037062i,0.00090947+0.00049843i,0.00044993+1.67e-05i,-9.2485e-05-0.00046143i,0.00036779-0.00061525i,0.00029202+0.00041149i,-0.00023118+0.0014299i
-0.00080145+0.0017226i,0.0019089+0.0019507i,0.0031156+0.0021029i,0.00184+0.00199i,0.00044155+0.0012302i,-0.00050201+9.7163e-05i,-0.00060406-0.00085066i,-0.00036894-0.001459i,-0.0011559-0.0011384i,-0.00127-0.00092626i,-0.0004269-0.0011914i,0.0002832-0.00091282i,0.000557-0.00046805i,0.00061721-0.00022714i,0.00045195+0.00056606i,0.00020546+0.0002303i,-0.00022347-0.00058101i,0.00026875-0.00023226i,0.00057498-3.0598e-06i,0.00027838-0.0006996i,0.000778-0.00063637i,0.00037327+0.00019652i,-0.00024361+0.00037793i
0.001079+0.00076886i,0.0016964+0.00060851i,0.0017123-9.5564e-05i,0.00096262-0.00063175i,-0.00012758-0.00060974i,-0.0011701-0.00034698i,-0.00081797+0.00038544i,-0.0003294+0.00095302i,-0.0004412+8.8865e-05i,-4.5882e-05-0.00098765i,0.00018871-0.00055296i,-2.6719e-05+0.0004468i,-0.00050372+0.00044431i,-0.00014634+0.00015391i,0.0003356+0.00058433i,-0.00031434-0.00012694i,-0.00057166-0.001177i,-8.2239e-05-0.00089282i,0.0002972-0.00022082i,0.00078846+0.00016711i,0.0012015+0.00073629i,0.00081761+0.0010402i,-0.00012681+0.00033623i
-0.0010133-0.00048593i,0.00034373-0.0013552i,0.0013694-0.00089743i,0.00069791-0.00015166i,-0.00050074+0.00020956i,-0.00051174-0.00027079i,6.8631e-05-0.00063033i,-0.00039036+4.8946e-05i,-0.0012541-0.00036474i,-0.0011662-0.00050157i,-0.0011875-0.0002673i,-0.00079712-0.0011786i,-0.00015462-0.0010293i,-0.00029521-0.00020866i,-0.00022213-0.00019436i,2.3083e-05-0.00057351i,-0.00014372-0.00057885i,0.00061954-0.00034778i,0.00097571-0.00010882i,0.00012727-0.00037138i,-0.00049809-0.0005221i,-4.9772e-05+2.708e-05i,0.00019405+5.3463e-05i
0.0008914-0.0015579i,0.00072403-0.0012137i,0.00010426+0.00028152i,-0.00083379+0.00065074i,-0.0016862+0.00084948i,-0.0019891+0.00061674i,-0.00071564-0.00035486i,0.00019782-0.0013348i,-0.0011651-0.0016953i,-0.0023305-0.00074308i,-0.0017941+0.00039864i,-0.00069625+0.00017666i,0.00049257-0.000629i,0.0015786-0.00096551i,0.0010467-0.00117i,1.5642e-06-0.00080964i,-0.00010309-0.00022159i,-8.8188e-05+0.00031021i,-8.3467e-05+0.00077728i,0.0002023+0.0005044i,0.00043633+0.0002792i,0.00049094+0.00032511i,0.00050219+0.00029205i
