-0.0022274-0.0013799i,-0.0027075-0.0011875i,-0.0035429-0.00091449i,-0.0023111-0.00019659i,-0.0011312+0.0013352i,-0.00077665+0.0011954i,-0.00036368+0.00050847i,0.00069948+0.00064527i,0.0010526+0.00089841i,0.00016473+0.00071748i,-2.0451e-05+0.00026979i,0.00022099-0.00021419i,0.00016139-0.00067866i,-0.00056817-0.00057846i,-0.0015801-0.00061068i,-0.00054146-0.00067208i,0.00022177-0.0012444i,-6.9865e-05-0.00059864i,-3.8656e-05+1.8524e-05i,-0.00055932-0.00072822i,-0.00077489-0.00077368i,-0.00055424-0.00058865i,-0.00022449-0.00064937i
0.00069566-0.0021014i,-0.00043551-0.0029793i,0.00020832-0.0024256i,0.00014741-0.00080015i,5.3334e-05-1.918e-05i,0.0012796-0.00076629i,0.0020162-0.0011681i,0.0015851-0.00072459i,0.00053982-0.00058093i,-0.00016238-0.00041181i,-0.00033074-0.00012782i,1.9631e-05+0.00015412i,0.00058115+0.00012871i,0.00057485+9.1386e-05i,0.00012407-3.8018e-06i,-0.00012096-0.00030669i,1.7525e-05-0.00049504i,-8.1005e-05-0.00071146i,0.00032282-0.00076429i,0.00037388-0.00076395i,-0.00049828-0.00043913i,-0.000652-4.3724e-05i,-0.00067034-0.00068314i
0.00053715-0.0024503i,0.00034267-0.0026888i,-0.00016306-0.0028244i,-0.0013275-0.0020727i,-0.0011724-0.0012731i,-0.00059071-0.00023917i,3.9176e-05-0.00031109i,0.00094866-0.0010504i,0.00028195-0.00099687i,-0.00025597-0.00037788i,0.00020459-4.3113e-06i,0.00076955-0.00058257i,0.0012905-0.0007182i,0.001458-0.0008018i,0.001386-0.001583i,0.00073519-0.00060752i,-0.0001092+0.00033947i,-0.00073597+8.9226e-05i,-0.00082949-0.00028793i,-0.00023568+0.00027462i,0.00017637+0.00037815i,6.4997e-05+0.00029984i,-0.00019136+0.00013328i
0.00096889-7.9553e-05i,0.00071123+0.00023939i,-0.00011661+0.00049381i,-0.00033121-0.00066009i,-0.00053745-0.0016612i,-5.5319e-05-0.0016688i,0.0002093-0.00049584i,-0.00039615-0.00023123i,-0.00054752-0.00054997i,-0.00041923-0.00048763i,0.00010619+0.00029926i,0.0001365+0.0011191i,-5.3029e-05+0.0006677i,-0.00043192+0.00010607i,-4.9181e-05-2.2751e-06i,0.00046857+0.00037953i,0.00086791+0.00063527i,0.0010712+0.00056543i,0.00030159+0.00062409i,-0.00054695+0.00017947i,-0.00066564-4.4908e-05i,-2.1048e-05+0.00071065i,0.00064395+0.00060483i
0.0017394+0.00072859i,0.0011932-0.00030045i,0.00077424-0.0012973i,0.0008399-0.0020147i,0.00027609-0.0025024i,-0.00024865-0.001727i,-0.00059555+0.00049339i,-0.00048+0.00099644i,0.00066331+8.7541e-05i,0.0019375-4.1215e-05i,0.0015226+0.00015416i,0.00015683+0.00057486i,-0.00045461+0.0015325i,6.883e-05+0.0016689i,0.00027755+0.0017107i,-0.00011252+0.0015465i,0.00032269+0.00049267i,0.00074689-6.3386e-06i,0.00051346-0.00010046i,0.00059851-0.00017278i,0.00068436-0.00050957i,4.1214e-05-0.00040937i,7.6032e-05-0.00060884i
0.00028876+0.0015503i,0.00075722+0.00067012i,0.00095514+0.00082085i,0.0004209+0.0011946i,0.00025127+0.00044871i,0.00053409-0.00028995i,0.0010794-0.00057739i,0.00070324-0.00084692i,0.00036365-0.00022191i,0.00040853+0.00089278i,0.00056775+0.001406i,0.0009198+0.0017587i,1.547e-05+0.0020674i,-0.0012589+0.0010262i,-0.0012041-0.0002369i,-0.0006135-0.00039968i,-0.00083575-0.00036377i,-0.00097086-0.00040425i,-0.00029706+4.7761e-06i,0.0009772+0.00047881i,0.00089721+0.00041413i,-0.00020439-0.00042919i,-0.00022989-0.00056781i
0.00056254+0.00040176i,0.00064244-0.00099091i,0.00082899-0.0017911i,0.0009782-0.0013928i,0.00030236-0.0006003i,-8.9657e-05-0.00016842i,-0.0002122-0.00081498i,-0.00061207-0.00096595i,-0.0005671-0.00027465i,5.3413e-05+0.00010324i,0.00080544-0.0001215i,0.00038939-0.00063342i,-0.00070985-0.00097278i,-0.00086193-0.00070847i,-0.00039043-0.00066258i,-9.3578e-05-0.00089146i,-0.00028134-0.00071321i,-0.00039845-0.00017727i,-0.00029414+0.00017476i,-0.00054645+3.0736e-05i,-0.00087391+0.00036577i,-0.00037357+0.00012437i,-3.8609e-05-0.00094205i
-0.00014975-0.0012319i,-0.0013677-0.0013478i,-0.0017967-0.0018924i,-0.0013934-0.0012447i,-0.00095109-0.00061i,6.1318e-05-0.00077702i,0.00070129-0.0012833i,0.00077351-0.00090736i,0.00034552-0.00075172i,-0.00054101-9.8986e-05i,-0.00020972+0.001086i,0.00078529+0.00051193i,0.0012776-0.00021343i,0.0011637+8.0704e-05i,0.00081159+0.00012683i,0.0005501+0.00094812i,0.00041859+0.001195i,0.00027099+0.00080026i,-0.00042636+0.00036918i,-0.0013401+0.00034144i,-0.00086533+0.0006473i,-0.00028599+0.00046086i,-0.00060589-7.703e-05i
-0.0016876-0.00052225i,-0.0014204-0.00062056i,-0.00091914-0.00036803i,-0.00039249+0.00010369i,0.00043229-0.00015045i,0.00062158-0.00039225i,-0.00024283-0.00014006i,-0.00048028+0.00013517i,-0.00010792+0.00025916i,0.00017587+0.00051444i,3.7959e-05+0.00025474i,-7.1679e-05-1.9054e-05i,2.3342e-05+0.00016348i,-0.00048514+1.4268e-05i,-0.00045983-0.0004833i,-1.5404e-05-0.00083529i,-0.000357-0.0013216i,-0.0006811-0.0017462i,-0.00023186-0.0012859i,-0.00018627-0.00036165i,-0.00016852-0.0001489i,0.00024119-0.00025836i,0.0006618+0.0001321i
0.0006642+0.000839i,0.00096758+0.0012675i,0.0007838+0.0017452i,-5.7718e-05+0.00064516i,0.00021889-0.00093587i,0.00090071-0.00079166i,0.00014542-8.444e-05i,-0.00070351-0.0010293i,-0.0010158-0.00085956i,-0.00079476+0.00076974i,0.00014614+0.0010077i,0.00027221+3.5824e-05i,-0.00023161+0.00032891i,-0.00021332+0.0009096i,-5.3575e-05+0.00016906i,-7.3076e-05-0.00047996i,0.00040422+5.1331e-05i,0.00061629-0.0003058i,0.00028924-0.00022132i,0.00029443+0.00078953i,0.00069279+0.00040352i,0.00031648-0.00010932i,-0.00022358+0.00043312i
0.00028891-0.0023949i,-0.0011742-0.0023284i,-0.0017635-0.0014337i,-0.0013939-0.00040014i,-0.00072412-0.00032611i,0.00022054-0.00069347i,0.00097439-0.00090877i,0.00030176-0.00042418i,-0.00056382+0.00017875i,0.00025095+0.00032373i,0.00042214+7.8653e-05i,-0.00023183-7.596e-05i,1.4023e-05+0.00018429i,0.00084231-7.2917e-05i,0.00091798-0.00057038i,0.00076685-0.00019883i,0.00029567+0.00035501i,-0.00047808-1.8996e-05i,-0.00079104-0.0004817i,-0.00051491-0.00027961i,-0.00022177-0.00015094i,-0.00023583+0.0003627i,0.00017744+0.00061352i
-0.00042221+0.0012724i,-0.00019931+0.0010107i,0.00070825+6.0958e-05i,0.00067845-0.00071305i,0.00099229-0.00072816i,0.001261-0.00072647i,1.6903e-05-0.00046314i,-0.0011452+3.3462e-05i,-0.0013073+0.00051752i,-0.0011041+0.0011144i,-0.00024805+0.0013335i,-0.00034718+0.00075898i,-0.00051422+0.00012356i,-0.00012599+0.00028086i,-0.000643+0.00034351i,-0.00056263+4.5195e-05i,-1.2787e-05+6.2911e-05i,-0.000318+0.00021969i,-0.0002222+5.9308e-06i,-8.132e-05-0.00033184i,0.00010822-0.00030043i,0.00081881+0.00031668i,0.0005786+0.00084759i
0.00051051-8.4003e-05i,-0.00026533-0.0009148i,-0.0016428-0.00069845i,-0.0010626-0.00053692i,3.9132e-05-0.001316i,-0.00019955-0.0019129i,-0.00056076-0.0010702i,-8.1422e-05-0.00055898i,0.00035003-0.00024176i,0.00025542+6.6061e-05i,0.00031418+0.0001596i,-0.00031887+0.00013086i,-0.00074514+0.00042537i,-0.00066885+0.00054359i,-0.00078374-9.2633e-05i,-0.0003059-1.2736e-05i,-6.7267e-05+0.00029386i,-0.00025317+0.00070596i,0.00015201+0.00042161i,9.8716e-05-0.00040082i,-0.00042932-0.00020704i,-0.00065701-4.7771e-05i,-0.00018796+0.00025233i
0.00029335-0.00044183i,0.00027914-3.578e-05i,-0.00010462+0.0015851i,0.00052762+0.0020186i,0.00041897+0.00069552i,5.7486e-05-0.00095093i,-0.00024054-0.001039i,-0.00023349+0.00031805i,-0.00015696+0.0009791i,6.8829e-05+0.00085283i,0.00037926+0.0004802i,0.00051888-9.425e-05i,-0.00027397-0.00071395i,-0.00091201-0.0011607i,-0.00077379-0.00090354i,8.1354e-05-0.00089884i,0.0006162-0.00066143i,-0.00024983+4.1754e-05i,-0.00087136-0.00019567i,-0.00074737-7.2614e-05i,-0.00044583+0.00042298i,5.5877e-05-0.00032558i,-0.00013211-0.00052391i
-0.00013212+0.00010197i,-0.00055865-0.0012197i,6.0236e-05-0.0010596i,0.0004161-0.0006872i,0.00034155-0.0011576i,0.0011013-0.00072665i,0.00083296-0.00042425i,-0.00042062-0.0010835i,-0.00069102-0.00034088i,-0.00035989+0.00031093i,0.00014551+0.00032397i,-0.000259+5.2435e-05i,-0.00085685-0.00021935i,-0.00044234-0.00010552i,-0.00038757+0.00021638i,-9.6971e-05+0.00011513i,0.00036521+1.1701e-06i,0.00024996+0.00016302i,-0.00025275-1.1507e-05i,-0.00022131-0.00042126i,0.00035155-0.00074831i,0.00097033-0.00078248i,0.00090077-0.00068805i
0.0006384-0.00087404i,0.00046192-0.00083393i,0.00017559-0.00053602i,-0.00035228-0.00030765i,-0.00021971-0.00057579i,0.00020997-0.00066151i,-0.00022369-0.00073173i,-0.00051442-0.00010855i,7.6336e-05+0.0003475i,-7.0869e-05+6.0198e-05i,-0.00063168+0.00054365i,-0.0010673+0.00068464i,-0.00087975-3.6016e-05i,-0.00051414+0.00010069i,-5.1828e-05+0.00070522i,0.00024725+0.0010219i,5.3833e-05+0.00080655i,0.00011139+0.00070994i,0.00010414-0.00033839i,0.0003029-0.00094948i,0.00014657-9.6789e-05i,-8.359e-05+0.00026464i,4.0775e-05+0.00035107i
0.0018423-0.0023896i,0.000584-0.0031655i,-0.00084258-0.0025264i,-0.0017583-0.0013188i,-0.0011536-0.00023456i,0.00022857-0.00071178i,1.6811e-05-0.0011215i,-0.0010875-0.00090446i,-0.0013718-0.00086968i,-0.0010816-0.00046136i,-0.00017249+0.0004739i,0.00020451+0.00043699i,0.00016816-0.00030691i,0.00042012+6.564e-05i,0.00064099-7.6904e-05i,0.00017857-0.00018547i,0.00014626-0.00010422i,0.0001687-0.00036921i,-0.0005793-0.00057763i,-0.000722+4.2696e-05i,-2.8163e-05+0.0010303i,0.00057851+0.00048672i,0.00064759+9.1821e-05i
0.0013662-0.00080053i,0.0024196-0.00064371i,0.0017809-0.0004538i,0.000312-0.00032289i,-0.00057125-0.00031922i,-0.00046133-0.00059037i,0.00010677-0.0010097i,7.2487e-05-0.00052228i,-0.00029967+0.000615i,-0.00054907+0.0011914i,-0.00050602+0.00085967i,-0.00039087+0.00047188i,-0.00016866+0.0003174i,0.00046022+0.0006488i,0.00026677+4.6129e-05i,-0.00029913+0.00017234i,0.00019057+0.00022108i,0.00027822-0.0002622i,0.00010119-0.0006524i,-0.0001025-0.00080161i,-0.00032681-0.00059517i,-0.00036409-0.00062245i,-9.2219e-05-0.00043545i
0.00029551-0.002061i,-0.00082706-0.0024478i,-0.0010557-0.0023233i,-0.00056373-0.0011526i,-0.0002098+0.00018447i,-0.00015836+0.00030975i,6.148e-05+0.00010929i,-9.1432e-05+7.863e-05i,-0.00054948-0.00023617i,-0.00015855-0.00065539i,-8.342e-05-0.00087486i,-5.2222e-05+0.00022022i,0.0005688+0.00049783i,0.001181-3.2137e-05i,0.0007838-0.00023676i,0.00028564-0.00016989i,0.00033579-4.3378e-05i,0.00031769-0.00069694i,0.0001602-0.00029296i,-0.00025981+0.00084364i,-0.00097784+0.00063728i,-0.0015165-0.00033819i,-0.00082157-0.00033616i
0.0015715+0.00049458i,0.0012989-0.00037436i,0.0019583-0.00053702i,0.0018104-0.0013125i,0.0014894-0.0018988i,0.00075356-0.0015686i,-1.0265e-05-0.00028941i,-0.00078753+0.00010163i,-0.0012248+0.00036181i,-0.00061392+0.00070475i,0.00055364-1.6241e-05i,0.00077668-0.00048418i,5.1207e-05-0.00079291i,-0.00038681-0.00097714i,-0.00014542-0.00030353i,-0.00021645+0.0004716i,-0.00044606+0.00034736i,-0.0001887+0.00015949i,-0.00046595+0.00036588i,-0.0010888-2.714e-05i,-0.00084313+0.00018656i,5.9895e-05+0.0006408i,0.00069936+0.00081308i
0.00023656-0.00013152i,-0.00075901-0.0005064i,-0.0015337-9.8799e-06i,-0.0015153+5.259e-05i,-0.00036151-0.00062414i,0.00048902-0.00061712i,0.00067615-0.00059547i,0.00019205-0.0007444i,-0.00038065-0.00047763i,-0.00041213+0.00045164i,-0.00034212+0.00079737i,-1.5083e-05-0.00051581i,-0.00029269-0.0010477i,-0.00043854-0.00046143i,-0.00048259-0.00010404i,-6.2521e-05-0.00087721i,0.00031489-0.0015084i,0.00060234-0.0014003i,0.00045127-0.0011311i,0.00038697-0.00077976i,-8.1876e-05-0.0002388i,-0.0004897+0.00016679i,-7.5449e-05+0.0010699i
0.0030608-0.0028822i,0.0016504-0.0023764i,0.00040636-0.0024783i,-0.00018782-0.0021029i,-0.0011569-0.00094331i,-0.0015079+0.00040986i,-0.00034551+0.00090774i,0.00075926+0.00035831i,0.00060736+0.00014502i,0.00023309+0.00054196i,-0.00023413+0.00072617i,-0.00032261+0.00063987i,1.4355e-05-0.00014545i,0.00014031-0.00076519i,0.00045836-0.0006197i,0.00067743+5.9996e-05i,0.001129+0.00047565i,0.00080281-8.5889e-05i,0.00033792-0.0004282i,0.00038659+9.3246e-05i,6.7662e-05+0.00020394i,-0.00035018+1.0834e-05i,-0.00030487-0.00022089i
0.00024734-0.0023054i,-0.00086879-0.0028554i,-0.00079413-0.0027032i,-0.00077434-0.001554i,-0.0010102-0.0017364i,-0.00058183-0.0014038i,-0.00047034-7.9458e-05i,-0.00094217-0.00023954i,-0.00085845-0.00099269i,-0.00074888-0.00068572i,-0.00056737+0.000136i,-0.00043941+6.3531e-05i,-0.00079178-0.00023558i,-0.00024045-7.0529e-06i,0.00080101-0.00042611i,0.0005969-0.00078595i,0.00030419-0.00033884i,-7.4227e-05+0.00023534i,-6.8588e-05-0.00010175i,0.0002427-0.00054365i,0.00017036-0.0010078i,3.9311e-05-0.00014364i,9.4258e-05+0.0007181i
0.00077425+0.0011293i,0.00054087-0.001356i,0.00061848-0.0025238i,-0.00031095-0.0012793i,-0.00058515-0.00042137i,-0.00026371-0.00045633i,0.00036283+0.00025444i,0.0004511+0.00083953i,-0.00047491+0.0012298i,-0.0010717+0.001464i,-0.00074923+0.0011576i,2.6742e-05+0.00059064i,6.7323e-05+0.00017838i,-0.00088365+0.00029177i,-0.00051485+0.00060812i,-1.7262e-05+0.00056i,-0.00037145+0.00036737i,7.1223e-05+0.00020121i,0.00028732+0.00030817i,0.00049208+8.3092e-05i,0.00050057+0.00037996i,-6.118e-05+8.0807e-05i,0.00023792-0.0005663i
0.00046788+0.00036819i,-0.00041822-0.00095806i,-0.0011632+2.0654e-05i,-0.0011174+0.00057166i,-0.00013102+0.00012278i,6.2004e-05-0.00017403i,-0.00086218-0.00071908i,-0.0012893-0.0009036i,-0.00077724-0.0006712i,-0.00092727-0.00044125i,-0.0010605+0.00034155i,-0.00011491+0.00071359i,-0.00015467+0.00097183i,-0.00039195+0.00086232i,0.00010743-0.00051088i,0.0006543-0.00070176i,0.00028654+0.00022149i,3.7696e-05-4.7087e-05i,7.581e-05-0.000637i,-0.00049878-8.1544e-05i,-0.00024896+0.0001898i,0.00043049+0.00069649i,0.00030042+0.0010055i
0.0028594-0.0010433i,0.002336-0.00094761i,0.00076522-0.0012408i,0.00053035-0.0016812i,0.00049897-0.0014332i,0.00022982-0.00073943i,0.00039869+0.00017138i,8.7686e-05-5.2487e-05i,-0.00042197-0.0006156i,-0.00042401-0.00077004i,-0.00021647-0.0009842i,-0.0001942-0.00094721i,0.00054287+6.838e-05i,0.001251+0.00015284i,0.00040947-0.0001772i,-0.00087546-0.00016675i,-0.00098112-0.00072375i,-0.00013703-0.00058702i,0.00014639-2.6955e-05i,0.00076086+0.00041397i,0.00083102+0.0009218i,0.00045101+0.0010692i,0.00021402+0.00052803i
0.0011785-0.00040116i,0.00054669-0.00063147i,-4.4994e-05-0.00039516i,-0.00057283-3.88e-05i,-0.0013563-0.00023082i,-0.0019333-0.0004931i,-0.00065071-0.00046666i,0.00090148-0.00023744i,0.0013511+0.00028089i,0.00080761+0.0010164i,0.00016468+0.0010881i,0.00031828-0.00021509i,1.8429e-05-0.00084909i,8.9582e-05+0.00028127i,0.00074128+0.00081685i,0.0009983+0.00082218i,0.0010396+0.00088315i,9.1012e-05+0.00042308i,-0.00036102-0.00021193i,-4.0086e-05-0.00035812i,-0.00011197+0.00015978i,-0.00039452+0.00075903i,-0.00038316+0.00088689i
0.00044299+0.00017167i,0.00046384-0.00029976i,0.00071682-0.0011115i,0.0014449-0.0012975i,0.0014399-0.00088243i,0.0010709-0.00055183i,0.00077654-0.00061736i,0.0002789-0.00026069i,-0.00052234+0.00064095i,-0.00013315+0.0012103i,0.0010007+0.00082228i,0.001077+0.00045708i,7.1136e-05+0.0008438i,-0.00032346+0.001134i,-0.00037386+0.00055639i,-0.00021107-0.00063466i,0.00044184-0.0013332i,0.00033765-0.0007421i,7.4748e-05+0.00035313i,-0.00013149+0.00096834i,-0.00020174+0.00074436i,0.00010539+9.6972e-05i,-0.00012276-6.7983e-05i
0.00034227-0.0028778i,-0.0015379-0.002652i,-0.0019698-0.0021068i,-0.0017303-0.0014955i,-0.0015501-0.00086547i,-0.00094559+8.5049e-05i,0.00013567+0.00028349i,0.0008049-0.00073893i,1.6737e-05-0.00094545i,-2.4693e-05+0.00016824i,0.00042229+1.7603e-05i,-0.00048495-0.00042006i,-0.00062165-0.00040401i,8.7145e-05-0.00045981i,0.00043426-7.6605e-05i,6.3525e-05-0.00015828i,0.00037373-0.000299i,0.00084252-0.00065694i,0.00095825-0.00095509i,0.00070363-0.00034087i,2.7708e-05-5.1373e-05i,-9.4892e-05+0.0003292i,-5.2613e-05+0.00061356i
0.00060386-0.0030609i,-0.00013159-0.0038412i,-0.00083459-0.0023842i,-0.00062978-0.00083956i,-0.00051153-0.00043289i,0.00013735-0.00056309i,0.0013006-0.00085317i,0.0012852-0.0013666i,0.00034775-0.0012533i,-0.00066519-0.00090354i,-0.00038871-0.00072562i,0.0002101-0.00041886i,0.00062056-0.00038241i,0.00087027-0.00045166i,0.0010835-5.7013e-05i,0.0009491-8.465e-05i,0.00033283-0.00044604i,7.8925e-06-0.00053519i,-0.00040572-0.00065005i,-0.00059665-0.00032353i,0.00024343-0.0001942i,0.00028719-0.00014774i,6.3682e-05-0.00038194i
0.00041697-0.0017i,-0.00046912-0.0018018i,-0.00048777-0.001474i,-0.00014953-0.00074707i,-0.00054612-5.2924e-05i,-0.00054531-0.00055168i,-7.221e-05-0.00085908i,-7.8362e-05-0.00024689i,-0.00040378-8.6081e-06i,-0.00085807+0.00028951i,-0.0008678+0.00091428i,-0.0010056-5.6275e-05i,-0.001172-0.0010885i,-0.00050347-0.00076112i,0.00031045-0.00019477i,-0.00019617+0.00059602i,-0.00058241+0.00051984i,-0.0001314-0.0002625i,-0.00011972-0.00058259i,3.5766e-05-0.00089469i,0.00016873-0.00086373i,0.00023089-0.00020351i,0.00014498+0.00011249i
0.00038113+0.0012836i,-0.00034859+0.0010512i,0.00030213+0.0004946i,8.5097e-05-0.0002149i,-0.00014666-0.00049489i,0.00016661-0.00013599i,0.00022041-2.4493e-05i,-3.8871e-05+0.00018238i,-0.00064423+0.00052021i,-0.00029499+0.00037812i,0.00040222+0.00057993i,-4.4559e-05+0.00073507i,-1.3447e-05+0.00054602i,0.00036262+0.00061203i,-0.00038778+0.00090031i,-0.00069126+0.00084535i,-0.0004063+0.00012718i,-0.00013952+0.00032298i,-0.00049737+0.00040127i,-0.00069591-5.2743e-05i,-6.5511e-05-0.00023211i,-5.2094e-06-1.7672e-05i,0.00057689+0.00022948i
0.0011242-0.00069162i,0.0010097-0.001024i,0.00025756-0.0003053i,-0.00081741-0.00011703i,-0.00095534-0.00023626i,-8.4847e-05-0.00076566i,0.00051628-0.00042459i,0.00020387-6.5589e-05i,-0.00010786+0.00012693i,-0.00041999+0.0006791i,-0.0002087+0.00080738i,0.00039331+0.00078507i,0.00064352+0.00016433i,0.00026013-0.0010936i,-0.00027998-0.0011911i,-0.000664-0.00024339i,-0.00058027+0.0003998i,-0.00043833+5.532e-05i,-0.00019554-0.00018131i,0.00012121-9.4458e-05i,-7.0157e-05-0.00076156i,-0.00029403-0.0011092i,-0.0006851-0.00024571i
-0.00055517-0.0012315i,7.8651e-05-0.0014489i,-0.00041954-0.0011519i,-1.3545e-05-0.0011149i,0.00028493-0.0013178i,-0.00025976-0.00082107i,-0.00036216-0.0003498i,-0.00032467-0.00025393i,-1.5416e-05-0.00019474i,0.0003053+0.00044876i,-5.4504e-05+0.0005601i,-0.00084647+0.00038657i,-0.001538+0.00033042i,-0.0014929+0.00025836i,-0.00029125+0.00017102i,0.00011226-0.00030673i,-0.00032761-0.00063537i,-0.00028136-0.0004598i,-0.00025788+0.00014671i,-0.00047593+0.00026273i,0.00045668-0.00019615i,0.00041987+8.6074e-05i,-3.9004e-06-0.00067947i
-2.8838e-05+7.7729e-05i,0.00016276-0.0018653i,-0.00059159-0.0015341i,-0.00088021-0.0010795i,-0.00048705-0.00080614i,-0.00055961-0.000437i,7.2624e-05-0.0010336i,0.00051826-0.00087482i,-2.718e-05+0.00015653i,-0.00022103+0.00064252i,0.00012565+0.00096431i,0.00043667+0.00021896i,0.00048381-0.0005173i,0.00035071+0.00013286i,-7.8171e-05+0.00067544i,0.00040157+0.0013446i,0.00064885+0.0013772i,0.00057307+0.00054872i,0.00049979-0.00026411i,0.00012816+2.6862e-05i,-0.00011812+0.0003521i,-0.00049676+0.0004624i,-5.4836e-05+0.00068329i
0.00021371+0.000703i,0.0010464-0.0001242i,0.0016637-0.0010392i,0.0018121-0.00057294i,0.0011815-0.00055668i,3.3663e-05-0.0009318i,-8.3889e-05-0.00058081i,-2.6911e-05-0.00063618i,-0.00102-0.00051301i,-0.0012144-0.00014175i,-0.00029182+6.2706e-05i,0.00083078+0.00010006i,0.0011951+0.00050722i,0.00039162+0.00035374i,-0.00043768+0.00021254i,-0.00026637+0.00019841i,0.00019912+0.00039537i,0.00028673+0.00057983i,0.0001577+0.0004885i,3.7825e-06+0.00058657i,-0.00017758+6.3322e-05i,2.218e-05-0.00047396i,0.00036686-0.00067195i
-0.00034204-0.0014129i,-0.0011377-4.0108e-05i,-0.0016461+0.00066144i,-0.0010071+0.00058498i,4.9447e-06+0.00048111i,0.00036548-0.00047946i,0.00028715-0.00095001i,0.00012455-0.00022393i,-0.00047156+0.00020662i,-0.00053644+0.0010199i,-0.00012251+0.0015145i,2.8894e-05+0.00059331i,0.00037892-0.00062276i,0.00019591-0.00047305i,0.00040493-0.00052449i,0.00088135-0.00061094i,0.00088326-0.00027573i,0.00014508-0.0006625i,-0.00033467-0.00071955i,-0.0001972-0.00017707i,-0.00035866+5.3087e-05i,-0.00023692-0.00038745i,-0.00041073-0.00030045i
0.0013264-8.1718e-06i,0.00011604-0.0005206i,-4.6177e-06-0.001172i,0.00067004-0.001068i,0.00081452-0.00095973i,0.00015028-0.0008083i,-0.00077334+0.00029734i,-0.0003613+0.0010231i,0.00015554+0.0013794i,-0.00041654+0.0010732i,-0.0010996+0.00014681i,-0.00024354-0.00046977i,0.0003405+2.8211e-06i,0.00022923+0.00045113i,0.00025272+0.0002935i,0.00010877+7.8941e-05i,0.00057292+0.00018133i,-0.00020442-0.00033198i,-0.00074119-0.0011287i,-0.00046462-0.0013444i,-0.0007762-0.0011223i,-0.00040327-0.0006941i,9.2504e-05-0.00021821i
0.00092821-0.0010178i,0.00024628-0.00090569i,-0.0006344-0.0010504i,-0.0012893-0.0014887i,-0.0010366-0.0017513i,2.9626e-05-0.0016251i,0.00051993-0.0011778i,0.00088696-0.00084391i,0.00078454-0.00029599i,-0.00025775+0.00012776i,-0.00085317+0.00049572i,-0.00042649+0.00062518i,6.1172e-05+0.0005674i,-7.5425e-06+0.00017402i,0.00057116-0.00049361i,0.0011425-0.00071684i,0.00067541-0.00037262i,0.00034461-1.5766e-05i,0.00017136-8.0159e-05i,-4.0746e-05-0.00026626i,-0.00012442-0.00052593i,9.547e-05-0.00068168i,0.00052347-0.00068483i
0.00049029-0.0004783i,0.00023978-0.0011978i,-0.00030037-0.0014452i,0.00010899-0.00096011i,0.00059938-0.00081093i,0.00011573-0.00070981i,-0.00030419-0.00028682i,-4.7031e-06-8.1161e-05i,-0.00021956+2.5686e-05i,-0.00048509+0.00050654i,0.00017041+0.00020009i,0.00015482+0.00044396i,-0.00051721+0.0010814i,-0.00070483+0.0011631i,-0.00021803+0.00045338i,-4.3253e-05-3.8219e-05i,-0.00083013-8.3908e-05i,-0.00094885-1.6354e-05i,-0.00011576-0.00023023i,0.00051665+3.1822e-05i,0.00022693+0.00035855i,-0.00033196+0.00028434i,-0.00030825+1.3786e-05i
0.00027345-0.00034167i,0.00032115-0.00062068i,0.00025068+7.5895e-05i,0.00013284-0.00029508i,0.00046092-0.00068572i,0.0011806-0.00050075i,0.0012498-0.00085944i,0.00081217-0.00070048i,0.00016163-0.00045366i,-0.00034497+0.00021915i,-0.00055846+0.00070005i,-0.00049933+0.00041235i,-0.0007599+0.0005105i,-0.00070177+0.00070445i,-2.9236e-05+0.00043121i,0.00035402-0.00041713i,0.00015891-0.0010342i,-0.00050409-0.0010875i,-0.00082333-0.00080821i,-0.00066821-0.0003868i,-0.00019072-5.2269e-05i,-0.0004298-0.00020011i,-0.00076933-0.00032444i
0.00043732+0.001129i,0.0010082-0.00050768i,0.00049562-0.00089836i,0.00018048-0.00012379i,0.00091629-0.00050493i,0.0012778-0.0010925i,0.00026602-6.4305e-07i,-0.00018006+0.0012677i,5.1535e-05+0.0015221i,-6.2112e-05+0.0020038i,0.00040271+0.0015464i,0.00037793+0.00031965i,-0.00013686-0.00024824i,2.9575e-05+0.00019502i,0.00016993+0.00084395i,0.00012688+0.00012947i,0.00018073-0.0004997i,-0.00043964-0.00075076i,-0.00099325-0.00051513i,-0.00099598+0.0001277i,-0.00081163-0.0003675i,-0.00059188-0.0002316i,-0.00038657-0.00069943i
0.00016042-0.0033395i,-0.00089805-0.002655i,-0.0016183-0.0015101i,-0.00068238-0.00020281i,0.00016876+0.00093665i,0.00048731+0.00087458i,0.00067178-0.00027378i,0.00038657-0.00071129i,-0.00013084-0.00048388i,-0.00069582-0.00047453i,-0.00071228-0.00014633i,-9.9627e-05+9.2601e-05i,0.00055682+4.8684e-05i,0.00070409-0.00017148i,0.00022172-0.00075469i,-0.00026832-4.7087e-05i,-0.00053815+0.00017344i,0.00057908-0.00068079i,0.0012263-0.0003085i,0.00076119+0.00060566i,0.00061479+0.00040584i,0.00054612+3.4221e-05i,-0.00019721+0.00040799i
