-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
0.00041928-0.0010364i,0.00033458-0.00042043i,4.9673e-05+1.4579e-05i,0.00083519-0.00039526i,0.00059404-0.0011066i,-8.5201e-05-0.0012799i,-0.00016429-0.00075545i,-0.00028192+0.00053084i,-0.00024216+0.00045356i,0.00011686-0.00042547i,0.00032176-0.00050001i,0.0011617+2.2864e-05i,0.0012064+0.0004036i,0.00041633+0.00052442i,0.00047707+0.00058652i,0.00050243-0.00014944i,0.00077877-0.00079763i,0.00055601-0.00052538i,0.00042418-0.0001444i,0.00057476-4.9915e-05i,0.00023533+0.00039226i,0.00040907+0.00056636i,0.00058719+5.6818e-05i
-0.00031023+0.0012515i,5.347e-05+0.0012656i,0.00063441+0.0014773i,0.0012105+0.0014248i,0.00098899+0.00026949i,0.00086578-0.001933i,-0.00019481-0.0020334i,-0.0015468-5.2703e-05i,-0.0010816+0.0012118i,-2.8668e-05+0.0016264i,0.00077727+0.0010024i,0.00045735-0.00051327i,-0.00020337-0.00039854i,-0.00093512+0.00018162i,-0.00066503+8.5389e-05i,-9.313e-05-0.00032232i,-0.00030777-0.00012973i,-0.00063001-0.00022778i,-0.00045534-0.00061557i,-6.3676e-05-0.00027811i,0.00011215+8.4556e-05i,0.0001361+0.0002472i,-0.00026657-0.00020749i
0.00017144-0.00053151i,-0.00025565-0.00023926i,6.7337e-05+0.00090359i,0.0012447+0.0007436i,0.0010058-0.00057711i,-0.00033314-0.00125i,-0.00098796+2.7892e-05i,-0.0010647+0.0013643i,-0.0013299+0.0012662i,-0.0010895+0.0011491i,-0.00079324+0.0011087i,-0.00070611+0.0013801i,-0.00022112+0.0013349i,4.0351e-05+0.0010821i,0.00047044+0.00072344i,0.00056702+2.7015e-05i,0.00026369-0.00065148i,8.6781e-05-0.00077698i,-0.0005371-0.00019539i,-0.00128+0.00064639i,-0.0014932+0.00078035i,-0.00089198+0.00058806i,-0.00024319+0.00083005i
-0.00090978-0.00071336i,-0.00030269-0.00054111i,0.00013422-4.3603e-06i,0.00044216+5.1843e-05i,0.00060788-0.00054976i,-1.8457e-05-0.0010788i,-0.0017255-0.00085052i,-0.0018659+0.00021125i,-0.001121+0.00070706i,-0.0004783+0.00081013i,-0.00047288+0.00072501i,-2.3538e-05+0.00059314i,0.00036454+0.00046794i,-0.00047884-0.0010446i,-0.0014291-0.0010644i,-0.001433-2.013e-06i,-0.00015676-0.00035151i,0.00048254-0.00021377i,-0.00013436+0.00020812i,-0.0010778+9.5499e-05i,-0.00046008-0.00018294i,0.00023681-0.00047274i,0.0005126-0.00076913i
-4.374e-06+0.00067345i,0.00010699+0.00022088i,-0.00043963+8.177e-05i,-0.0013238-9.7263e-05i,-0.0016379-0.00070892i,-0.0024287-0.00059715i,-0.0030982-0.00014104i,-0.0023104+0.00052902i,-0.0011255+0.00091872i,-0.00044654+0.00075116i,-0.00017008-0.00018302i,-0.00042262+0.00020197i,-0.0013804+0.0006014i,-0.0010859-0.00026665i,6.294e-05+0.0001245i,0.00071055+0.00028291i,0.00019573-0.00030397i,-0.00057061+9.9262e-05i,-0.000936+0.00019371i,-0.00057933+0.0005707i,-0.00015757+0.00091536i,3.9029e-05+0.00041253i,0.00021456+0.00056121i
-0.00031119+0.00058559i,-0.00032142+0.00067964i,0.0003377+0.00090789i,0.00059313+0.00016569i,0.00037016-0.00088924i,-0.00016265-0.00017891i,-0.00091066+0.00080901i,-0.0012089+0.0013855i,-0.0011829+0.001522i,-3.956e-05+0.00058591i,0.0013649+7.9717e-05i,0.00096382-7.0664e-05i,-0.00019671+5.099e-05i,-0.00034423+0.00011589i,8.007e-05-0.00044064i,0.00035943-0.0011468i,0.00013995-0.001017i,-0.00041984-0.00082923i,-0.00043297-0.00058843i,-0.00040784-0.00046458i,-0.00024263-0.00051941i,2.5289e-05-0.00072085i,0.00016406-0.00049328i
-0.001543+6.467e-05i,-0.0014235+0.00044583i,-0.00057039+0.00096571i,-0.00017642-0.00050959i,-0.00011262-0.0021267i,-0.00040201-0.0025391i,-0.0011938-0.0016543i,-0.0013855+7.8778e-05i,-0.00065368+0.0010171i,-5.0363e-05+0.00096381i,0.00056278+0.00037951i,0.00076859-0.00023489i,0.00020676-0.00034143i,-0.00084224-6.8604e-05i,-0.00090009-0.00040806i,-0.00065868-0.00062225i,-0.00092565-0.00011087i,-0.000875+0.00040161i,-0.00052564+0.00060669i,-0.00042072+0.00053769i,0.00038949+0.00061512i,0.0010968+0.00020576i,0.00072598+0.00025364i
0.00012049+0.00092595i,0.00017279+0.0014809i,0.00069588+0.0031607i,0.0010023+0.0027904i,0.0012043+0.0002874i,0.00030857-0.0010497i,-0.00096996-0.00062482i,-0.0011048+0.00010799i,-0.0010248+0.00051295i,-0.00059978+0.00067183i,0.00012279+0.0006175i,0.00063412+0.00097968i,0.00080688+0.00070654i,0.00059188+0.00010999i,0.00018919-0.00027835i,-1.7056e-05-0.00074025i,8.3608e-05-0.0011662i,0.00013328-0.00095049i,-9.6442e-05-0.00097727i,-5.0462e-05-0.0010903i,0.00048276-0.00077923i,0.00064362-0.00050777i,0.00065982-0.00029359i
-8.3631e-05+0.00023016i,-0.00021657+4.376e-05i,0.00057882-0.00072148i,0.0014126-0.00091723i,0.00083732-0.0013218i,-0.00046881-0.00077313i,-0.00093943+0.00086077i,-0.0012138+0.0015358i,-0.0010748+0.001552i,-0.00018186+0.001319i,0.00072054+0.00064732i,0.00070293+7.1035e-05i,0.00027004+0.00023288i,-0.00012926+0.00036848i,0.00013073-0.00023987i,0.00061972-0.0006759i,-0.00013366-0.00055164i,-0.00069546-0.00028459i,-0.00061074+0.00038018i,-0.00013479+0.00068188i,0.00072982+0.0011369i,0.00046968+0.0012935i,0.00015733+0.0010559i
0.00045221-0.00080209i,0.0006962+0.00020754i,0.00096829+0.00081471i,0.00073361-5.3721e-05i,0.00013205-0.00094199i,-0.00065642-0.00095603i,-0.0011707+0.00010651i,-0.0020133+0.00076699i,-0.0018641+0.00018107i,-0.00056214+0.00013541i,0.0001985+0.00071699i,-1.5824e-05+0.00056049i,-0.0004809-0.00017493i,-0.00039819-0.00089959i,-3.89e-05-0.00059653i,0.00036672-0.00042514i,0.00092592-0.00061762i,0.00076873-0.00057101i,-0.00026764-0.00060054i,-0.00087634-0.00053923i,0.00023554-0.00037675i,0.00094064-0.00030248i,-4.056e-06-0.00015639i
-0.00012386-0.0010323i,0.00016444-0.0010207i,-3.3813e-05-0.0010939i,-0.00010495-0.0009438i,0.00034789-0.0017507i,0.00043179-0.0020731i,0.00024307-0.00071178i,-0.00041002+0.00016706i,-0.00058481+0.00040394i,2.674e-05+0.001046i,-0.00018224+0.00098144i,5.7727e-05-0.00043008i,0.00074263-0.00043962i,0.00076583+0.00029093i,0.00046944+6.5574e-05i,-7.8517e-05-0.00034899i,-0.00055151-0.00088444i,-0.00062048-0.0012072i,-0.00078947-0.00034367i,-0.0011738+0.00063206i,-0.00071083+0.00059256i,-0.00016003+0.00031965i,-0.00012227+0.00019834i
0.0019683+0.00040349i,0.001038+0.00050886i,0.0020863+0.0015523i,0.0011955+0.0011639i,-0.00062916-0.0016568i,-0.0014149-0.0019512i,-0.001528-0.00013573i,-0.0011939+0.00079507i,-0.00075146+0.0012848i,-0.00055083+0.0010403i,-6.2878e-05+0.00056497i,-0.00036173+0.00080638i,-0.00027159+0.00018473i,0.00078503-0.00067711i,0.00041827-0.00036642i,-8.206e-05+0.0001293i,0.00017497-0.00054036i,2.8498e-05-0.0007726i,-0.00057206-0.00050162i,-0.0005824-0.00071727i,0.00013886-0.00027137i,4.874e-05+0.00027684i,-0.00035344+0.00012305i
-0.00046003+0.00029439i,-0.0011607-7.96e-05i,-0.00036159-0.001401i,0.00058196-0.0015842i,-0.00042001-0.0012947i,-0.0017397-0.0014779i,-0.0023514-0.00039139i,-0.0023773+0.00073734i,-0.0014611+0.0012127i,-0.00086241+0.00085472i,-0.00050872+0.00075095i,0.00024842+0.00068046i,1.6428e-05-2.7459e-05i,-0.00021816+0.00012674i,0.00028702+0.00061417i,-0.00010628+0.00028027i,-0.0005352-0.00054977i,-0.00031992-0.00047088i,-0.00046712+0.00027132i,-0.00019296+0.00048319i,0.00031224+0.000256i,0.00094129-1.5751e-05i,0.000697-0.00016331i
0.0013171+0.0007444i,0.0014583+0.0022856i,0.00153+0.001601i,0.0010227-6.8614e-05i,-7.6473e-05-0.0012942i,-0.0014309-0.0007691i,-0.0014874+0.0010807i,-0.00026928+0.0017028i,0.00035762+0.0015613i,-1.7357e-05+0.0012492i,-0.00048868+0.00074576i,-0.00067343+0.00096347i,-0.00074098+0.00080338i,-0.00050604-0.00058953i,-1.0438e-05-0.0017804i,0.00019933-0.0018938i,0.00011056-0.0015058i,-0.00022056-0.00090384i,-9.224e-05-7.5675e-05i,0.00039001+0.00013645i,-0.00032937-0.00013179i,-0.00073458+0.00032634i,-0.000232+0.00052987i
-0.00032067+0.00036753i,-0.001055-0.00051193i,-0.00073953-0.00091928i,-0.00036871-0.001744i,-0.00033157-0.0022507i,-0.0019702-0.0019155i,-0.0030336-0.00037143i,-0.0015341+0.0014148i,-0.00066313+0.0012136i,-0.0010206+0.00049113i,-0.00058119-0.0003219i,5.0029e-05-0.00043696i,0.00055503+0.00021567i,0.00029593+0.0005198i,-0.00023933+5.6311e-05i,-0.00037248-0.00095769i,-0.00043397-0.0014401i,-0.00029142-0.00101i,-0.00048365-0.00059323i,-0.00031922-0.00062038i,0.00034782-0.00056899i,0.0004959-0.00053621i,0.00057052-0.00050251i
0.00076951+0.0016743i,0.0010515+0.0019089i,0.0024996+0.0012959i,0.0022191-0.00020379i,0.00079896-0.001805i,-0.00031215-0.0019834i,-0.00073141-0.00061137i,-0.0002698+0.0010219i,0.00036687+0.0012337i,0.00076997+0.0003441i,0.0005161-0.0006006i,-0.00034721-0.0009216i,-0.00044449-7.4926e-06i,7.7331e-05+0.0008873i,0.00017687+0.0008115i,0.00028924+0.00020947i,0.00074142-0.00057451i,0.0004015-0.00048676i,-0.00020351-0.00015547i,-0.00051691-0.00013552i,-0.00028739+0.00019624i,0.00047839+0.00021148i,0.00083959-0.00012642i
9.3424e-05-0.0010941i,-0.00072594+0.00015278i,-0.0011388+0.00034198i,-0.00084325+0.00033099i,-0.0008132+0.00035986i,-0.0021118-0.00056249i,-0.0022647-0.00076362i,-0.0012513+0.00027826i,-0.0011985+0.0010793i,-0.0012415+0.001023i,-0.00027467+0.00028662i,-0.00017041+0.00031084i,-0.0009585+0.00037459i,-0.00044594+1.1743e-05i,0.00022965+0.00012071i,0.00011249+0.00014245i,0.00046254+0.00020996i,-1.7064e-05+0.0005498i,-0.00044775+0.00014545i,-5.514e-05-0.00046739i,-0.00044095+2.1146e-05i,6.8725e-06+0.00026681i,0.00034619-8.7838e-05i
0.0013578+0.0012193i,0.001831+0.0013971i,0.0027294+2.201e-05i,0.0022081-0.0010726i,0.00027249-0.0018541i,-0.0015888-0.0015414i,-0.0015472+0.0002319i,-0.00089707+0.0011283i,0.00015709+0.00080478i,0.0010956+0.0003572i,0.0010388+6.6888e-05i,0.00050794+0.00021499i,9.6421e-05+0.00068151i,0.00025893+0.00055501i,0.0002777+0.00025402i,-0.00051073+0.00028633i,-0.00075726-0.00069531i,-0.00079172-0.00088758i,-0.00039214-0.0001486i,-0.00011638-0.00029199i,-0.00015713-0.00018907i,-3.813e-05-0.0004512i,0.0003019-0.00088757i
-0.0017302+0.0013912i,-0.0015111+0.0009172i,-0.00051499+0.00021844i,0.00010744-0.00076284i,3.5666e-05-0.0014901i,-0.00087125-0.0011292i,-0.002223-0.00018368i,-0.0024538+0.0011101i,-0.0014595+0.0017294i,-0.00089332+0.00086533i,-0.00098318+0.00028559i,-0.00033861+0.00050713i,-0.00024787+0.00052518i,-9.0731e-05+5.2e-05i,0.00019433-0.00037825i,0.0001502-0.0006368i,-0.00028693-0.001192i,-0.00075795-0.001005i,-0.00085935+0.00016289i,-0.00061169+0.0003079i,-0.00021278+0.00017177i,-4.8753e-05-3.8575e-05i,0.000313-6.5133e-05i
-0.0011489+0.00044686i,0.00072653+0.00068354i,0.0016897+0.00075084i,0.0014206-0.0001739i,0.001254-0.0013132i,0.00034887-0.0015662i,-0.00059716+0.00059552i,-0.001106+0.0021065i,-0.0007514+0.0014161i,-0.00019761+0.00056628i,-0.00016252-8.8409e-05i,4.6499e-05-0.00050187i,0.00017253+0.00040458i,0.00012136+0.00052719i,0.0005237-0.00025709i,0.00081583+0.00014621i,0.00069126+0.00034109i,0.00058846-0.00027089i,0.0010227-0.0005843i,0.00052799-0.00014436i,-5.9845e-05+0.00038203i,-0.00041118+0.00017879i,3.5529e-06-9.9518e-05i
-0.0011373-0.00043365i,-0.00045636-0.00067098i,0.00012665-0.0016294i,-0.00042089-0.0020054i,-0.0011844-0.0021243i,-0.0011338-0.001196i,-0.00058568+7.2593e-05i,-0.00085864+0.00057668i,-0.00095651+0.0012317i,-0.00035625+0.0012103i,0.00016781+0.00061423i,0.00032314+0.00050824i,-0.00058926+0.00024492i,-0.00033843-6.9008e-05i,0.00061719-0.00025969i,0.00049635-0.00057164i,-0.0004205-0.001301i,-0.00062849-0.0015162i,-0.00027581-0.001084i,-0.00025103-0.00054338i,-0.00095093-4.6222e-05i,-0.0013758-0.00015395i,-0.00091246-0.00041353i
-0.00076885+0.00079687i,-0.00044947+0.00073482i,0.00087645+0.00018149i,0.0014738-0.00047074i,0.0011806-0.0013161i,6.4723e-05-0.0017015i,-0.0011263-0.00070022i,-0.0014258+0.00062614i,-0.00041221+0.00041815i,-0.00020791-5.548e-05i,-0.00027469-0.00035386i,0.00062506-0.00028925i,0.00013865+0.0005773i,-0.00050063+0.00096278i,-0.00079151-2.29e-05i,-0.00098529-0.00099756i,-0.0001724-0.0011356i,1.1367e-05-0.00089226i,-0.00018776-0.00085293i,0.00014285-0.00062099i,0.00033196+4.7123e-06i,-8.1392e-05+0.00022709i,-0.001075+0.00042449i
-0.0011081-0.00045436i,-0.00052668-0.00069716i,-0.00054248-0.00034251i,-0.00011942-0.00027518i,-0.00033201-0.00043735i,-0.00062086-0.00038023i,-0.00092223-3.2201e-05i,-0.00070704-0.00011825i,-0.00070421-0.00012685i,-0.0013996+8.7309e-05i,-0.00095334+0.0004443i,-4.9605e-05+0.00039404i,-9.6456e-05-0.00011834i,-3.8768e-05-0.00057129i,0.0005888-0.00083257i,0.00055631-0.00074804i,0.00030995-0.00065749i,0.00011111-6.3586e-05i,-0.00034105+0.00054077i,-0.00032385-1.0818e-05i,0.00045783+1.7108e-05i,0.00053146-0.0002962i,-8.8095e-05-0.00051594i
0.00061018+0.00046311i,0.00090716+0.00091669i,0.00083805+0.00077101i,0.0015401+0.00019142i,0.0017034-0.00091569i,-0.00047717-0.00089178i,-0.00048512+0.00031999i,-3.6235e-05+0.0010006i,-0.00059499+0.00063724i,-0.0006221+0.00022272i,-0.00070941+0.00026172i,-0.0010151+0.00030759i,-0.00015144+7.1861e-05i,0.00026053-0.00036817i,0.00011506-0.00022435i,-0.0001604+1.4184e-05i,1.959e-05+0.00042743i,0.00060368+0.00033335i,0.00058673+0.00042228i,0.00010446+0.00050215i,-0.00039077-0.00038891i,8.1838e-05-0.00092033i,0.0001917-0.00034683i
0.0013636+0.00078796i,0.00066698-1.5256e-05i,0.00072676-0.00073503i,7.049e-05-0.0017845i,-0.00080475-0.0028326i,-8.8213e-05-0.0023807i,-9.5235e-05-0.00098964i,-0.00097439-0.00020106i,-0.0010471-0.00022945i,3.4782e-05-0.00017506i,0.0010834+0.00059541i,0.0017459+0.00097569i,0.0013161+0.00052596i,0.00082661+0.00015966i,0.00048235-0.00019736i,0.00062506-0.00056103i,0.00077108+6.9539e-05i,6.2952e-05+0.00049277i,7.5926e-05-0.00012145i,0.00050225-3.9756e-05i,0.0011615-0.00013668i,0.0011878-2.3081e-05i,0.00029549+0.00068701i
-0.00060717+0.00094839i,-0.00058208+0.001471i,0.00086376+0.0021911i,0.0018443+0.00089888i,0.0016734-0.00088715i,0.00067604-0.0026586i,-0.00079928-0.0013562i,-0.0020775+0.0014946i,-0.001354+0.0021585i,-0.00064787+0.0013976i,-0.00046739+0.00018221i,-9.885e-05+0.00030742i,0.00023405-1.6537e-06i,-0.00017689-0.0008504i,-0.0001579-0.00040936i,0.00062935-0.00011619i,0.00050847-0.00094056i,4.9302e-05-0.00065147i,-0.00047122-0.00016565i,-0.001218-0.00021356i,-0.0006944-0.00036676i,0.0003272+3.0204e-05i,0.00039743+0.00082985i
-0.0005313-0.0010292i,-0.0010613-0.0005575i,-0.0016853-0.0003613i,-0.0016877-0.00060441i,-0.00050195-0.0011279i,-0.00018081-0.00057999i,-0.0011514+0.00086068i,-0.0016061+0.0012549i,-0.00111+0.0013273i,-0.00025794+0.0010005i,7.9238e-05+4.918e-06i,-2.9604e-05-0.00025477i,-0.00014587-0.00060515i,0.00045277-0.00051976i,0.00033608-0.00016158i,-0.00049866-0.00036631i,-0.00086488-0.0010443i,-0.001203-0.0012228i,-0.0011154-0.00031176i,-0.00073577-6.4169e-05i,-0.00037695-0.00036753i,-0.00011719+0.00011242i,-0.00076578+0.00062121i
-3.5984e-06+0.0002054i,0.00052252+0.00088137i,0.00058674+0.0013161i,0.00070988+0.0013138i,1.7067e-06+0.00049241i,-0.00025622-1.9578e-05i,-0.00080691-9.9477e-05i,-0.00076955+0.00034726i,-0.0005087+0.0011105i,-0.0007547+0.0011601i,-0.00042668+0.0003068i,0.00016231+0.00027537i,-6.4558e-05-9.9851e-05i,-0.00043273-0.00011529i,-0.00044513+8.0401e-05i,-0.00061742-0.00031714i,-0.00070794+0.00011154i,-0.00037632+0.00060583i,-0.00020155+0.00054592i,-0.0005903-7.7746e-05i,-0.00024361-0.00057747i,0.00025782-0.00058163i,-0.00019562-0.00063506i
9.1642e-05+0.00069015i,0.00010143+0.00015309i,8.7906e-06+0.00014232i,0.00061639-0.0010954i,0.00075772-0.0022443i,0.00019061-0.0015949i,-0.00033901-0.00025612i,-0.00018895+0.00079184i,0.00029439+0.0013791i,0.00019724+0.00079138i,-0.00021539+0.0004643i,-3.2573e-05-1.6516e-05i,-0.00014198-0.0003857i,-0.00043874+0.00019497i,-0.00074717-0.00031403i,-0.00063751-0.00057242i,-6.5567e-06-0.00011803i,3.7803e-05-0.00049897i,-0.00049574-0.00073275i,-0.00012569-0.00030722i,0.00012611-7.7203e-05i,0.00024495+0.00043215i,0.000621+0.0012825i
-0.00077704+0.0017277i,0.00020319+0.00090699i,0.00075674+0.0019223i,0.0014377+0.001265i,0.0014331-0.0007015i,0.00040327-0.0014719i,-0.00039322-0.0010795i,-0.00017432+0.00017805i,-0.00072026+0.0011898i,-0.0011002+0.00070924i,-0.00071439-6.8313e-06i,0.00026965+0.00014965i,0.00057282+9.1133e-05i,5.133e-05-0.00028437i,-0.00014092+1.57e-05i,6.878e-05-0.00040751i,-2.9056e-05-0.00096349i,-0.00032975-0.00065402i,-0.0009885-0.0005238i,-0.00058927-0.00077707i,0.00062371-0.00010578i,0.00054793-0.00016409i,-0.000244-0.00047493i
-0.0001569+0.00022562i,-0.0015184-0.00043521i,-0.0017129+4.277e-06i,-0.0011914-0.00018306i,-0.00053765-0.00097468i,-0.00054258-0.0013179i,-0.00037302-0.00068165i,-0.00090916+0.00032178i,-0.00087652+0.00034021i,0.00066051-0.00020437i,0.00087847-0.0010179i,0.00032337-0.0012573i,-0.00038306-0.00073164i,-0.00067679-0.00057061i,-6.4133e-05-0.00016776i,0.00059107-0.00012093i,0.000785-0.00065318i,9.5222e-05-0.00096462i,-0.0012029-0.00049899i,-0.0015402-9.097e-05i,-0.001767-0.00024548i,-0.00089911-0.00078095i,0.00050586-0.0006468i
-4.1296e-05+0.0014787i,0.00027834+0.0016847i,0.0019911+0.0015691i,0.0027056+0.00073939i,0.0014837-0.00078964i,-0.00085727-0.0025589i,-0.0017946-0.0012892i,-0.00090462+0.00082892i,0.00010608+0.00090642i,0.00020077+0.00083918i,-8.9848e-05+0.00052754i,-0.00040019+0.00012927i,-0.0003826+3.1587e-06i,-0.00019067-0.00033943i,3.0073e-06-0.00049676i,0.00014457-0.00029107i,-0.00032954-0.00054576i,-0.00083032-0.00077555i,-0.00089457-0.00085972i,-0.00069092-0.00058592i,5.7536e-05-0.00014864i,0.00099683+0.00033873i,0.00082153+0.00064505i
0.002228-0.0017941i,0.0014629-0.00071769i,0.00036656-0.0005963i,-0.00044872-0.0011661i,-0.00039411-0.0016134i,-0.00097198-0.00058532i,-0.00094992+0.00057174i,9.2448e-05+0.0010061i,0.00023003+0.0013324i,-0.00017291+0.0014368i,-0.00071854+0.001409i,-0.00056771+0.0012826i,0.00044096+0.00036059i,0.00040623-0.00099598i,2.2565e-05-0.0014074i,0.00065849-0.00085556i,0.00044196-0.00080558i,-0.00021745-0.00064496i,0.00023147-0.00050023i,2.6545e-07-0.00065416i,-0.00064375-0.00048597i,-0.00036114+3.7972e-05i,-0.00025833+0.00034194i
0.00055376+4.5219e-05i,0.00096123+0.00071844i,0.0010497+0.00034474i,0.0009639+0.00057523i,0.00077265-0.00011138i,0.00022895-0.00098597i,-0.00037806-0.00054209i,-0.00034668+0.00092906i,4.0047e-05+0.0014491i,-0.00032231+0.0011846i,-0.00079129+0.000386i,-0.0003538+1.5178e-05i,0.0006157+0.00013369i,0.00082051-0.00035055i,0.00034118-0.00021184i,5.5474e-05+0.00011632i,0.00013814+0.00048857i,-0.00016003-0.00029714i,-0.00020859-0.00035276i,0.00037997+0.0010096i,0.00018506+0.001242i,-0.00033352+0.00029449i,-0.0005158-0.00070604i
0.00038158-0.00068309i,-1.9454e-05-0.00012655i,-0.00032501-0.00022469i,-0.0011437-0.00082968i,-0.0011634-0.0016602i,-0.0012071-0.0010371i,-0.0012505-0.00014168i,-0.00079598+0.00045807i,-0.00063152+0.00031789i,-0.0004255-0.00019765i,-0.00055093+0.00013129i,-0.0007775+0.000807i,-0.0003295+0.00064529i,-0.00059989+0.00039564i,-0.00012502+0.00022234i,0.00029456-9.0939e-05i,-0.00035652-0.00033361i,-0.00042886-0.00023807i,-0.00033687+9.7103e-05i,-0.00079196+0.00027683i,-0.0014858+0.00038897i,-0.00071482+0.00045363i,0.00044083+0.00054652i
0.0011501-8.61e-07i,0.0010027+0.00013713i,0.001982-0.00019886i,0.0021103-8.1232e-05i,0.0010267-0.00051805i,0.00020651-0.00051559i,-0.00031406+0.00052783i,-0.00027478+0.0011118i,0.00037121+0.0011331i,0.00012984+0.0006351i,-0.00029363-0.0004156i,-0.00062601-0.00086034i,-0.00040358-9.7788e-05i,-0.00023904-0.00029102i,0.00025226-0.00096279i,0.00078088+7.8956e-05i,4.2592e-05-0.00010494i,-0.00079135-0.0013232i,-0.00094765-0.00091348i,-6.5541e-05-0.00025145i,-0.00012674-1.3254e-05i,-0.00040905-0.00021938i,0.00023453-0.00035821i
-0.0023636+0.001214i,-0.0019666+0.0006638i,-0.0015053+0.001404i,0.0001309+0.0001929i,0.0016058-0.000535i,0.0011552-0.00081322i,-0.00012314-0.0014152i,-0.00099583+4.9267e-05i,-0.0015206+0.0016783i,-0.0010448+0.0016062i,0.00012904+0.0004985i,0.00058309-0.00097503i,0.00075098-0.0013395i,0.00046095-0.001015i,-0.00049053+0.00021477i,-0.00073222+0.00020995i,0.00013663-0.00071156i,0.00023001-0.00014248i,0.00012895+0.00047913i,-4.1284e-05+0.00019921i,-0.00055232-0.00057858i,-0.00042307-0.0012042i,0.00017441-0.0011867i
0.0016594-0.00038886i,0.00074617+0.00012595i,-0.00047449-0.001002i,-0.001203-0.0012305i,-0.0018609-0.0016184i,-0.0023004-0.001772i,-0.001712+3.3867e-05i,-0.00093627+0.001034i,-0.00047227+0.00093854i,-0.00031063+0.00079235i,-0.00010319+0.00034827i,-0.00028601+0.00031014i,-0.00037731-2.5203e-05i,0.00013526-0.00033213i,0.00025952-5.1917e-06i,-0.00014967+4.373e-05i,-0.00025798-0.00013816i,-7.3133e-05-0.00054854i,-0.00032336-0.00052791i,-8.8097e-05-0.00011716i,-4.0322e-05-1.4259e-05i,0.00015919-0.00023405i,0.00038877+1.5468e-05i
0.0010907-0.00086921i,0.0014573+9.7252e-05i,0.0018538+0.0010456i,0.0023612+0.0013329i,0.0013281-0.00040946i,-0.00035913-0.0012991i,-0.00097089-8.39e-05i,-0.00064793+0.00047791i,-1.1328e-05-0.00019344i,0.00048682-0.00078702i,0.00040754-5.8134e-05i,0.00014263+0.00081658i,8.0412e-05+0.00029247i,-0.00012834-0.00012276i,3.3609e-06-9.0201e-05i,0.0004385+0.00011112i,0.00013813-2.6149e-05i,-0.00039054-0.0010203i,-0.00046492-0.00095499i,-0.00084515+0.00024122i,-0.00021511+1.3839e-05i,0.00075775-0.00042984i,0.00039266-0.00056614i
-0.0010046-0.00065155i,-0.0011063-0.00090425i,-0.0017959-0.00070466i,-0.0005469-8.5754e-05i,0.00056022-0.0011395i,0.00029542-0.0022741i,0.00019585-0.0017667i,-0.0006939-0.00058761i,-0.0010945+9.6748e-05i,-0.00032974+0.00018449i,-2.2408e-05-0.00025434i,-0.00028102-0.00027111i,-0.00047341+0.0001472i,-0.0004759-0.0001635i,-0.00066319-0.00059117i,-0.00065364-0.00088504i,5.127e-05-0.0010269i,0.00048973-0.00065291i,-6.5265e-05-0.0003571i,-0.0002859-9.992e-05i,-9.728e-06-9.0578e-05i,-0.00019865-0.0001788i,6.4831e-06+7.9796e-05i
0.001813+8.3407e-05i,0.0018363-6.406e-05i,0.0017428+0.00079427i,0.0010932+0.001733i,-4.7651e-07+0.0014065i,-0.00076592+0.0001899i,-0.0012663-0.0002334i,-0.0015707+0.0005835i,-0.0012203+0.00063847i,-0.00065028+0.00012082i,-0.00041041+1.5984e-06i,0.00036197+7.934e-05i,0.0012138+0.00019888i,0.00076992+1.9241e-05i,-0.00047679-0.00058512i,-0.00078395-0.00049458i,-4.4409e-05-0.00033269i,0.00098002-0.00052995i,0.0011625-0.00078633i,0.00033199-0.00098161i,-0.00028697-0.00056002i,-0.00080465+0.00023779i,-0.00099851+0.00017934i
-1.9782e-05-0.0002768i,-0.0008904+0.00066091i,-0.0012195+0.00035305i,-0.00046635-6.0311e-05i,-0.00027094-0.00080646i,-0.0007254-0.00091084i,-0.0010725+0.00043045i,-0.00061072+0.00095885i,-0.00030856+0.00078189i,-0.00014454+0.0010361i,-0.00020078+0.0011546i,-0.00049821+0.00083655i,-0.0002353+0.0004606i,0.00027143-0.00030712i,9.7587e-05-0.00059353i,-0.00018338-0.00020014i,-0.00065211-0.0002786i,-0.0011619-0.00072141i,-0.00078677-0.00056712i,1.3793e-05-0.00062276i,0.00024973-0.00086075i,-4.232e-05-0.00031968i,2.5073e-05-0.00013088i
