0.001303-0.0010329i,0.0011511-0.0026245i,-3.2685e-05-0.0042084i,-0.0015113-0.0031205i,-0.0018958+0.00025361i,-0.0017638+0.0028722i,-0.0010908+0.0031028i,-0.0001803+0.0015681i,0.00059404+8.0369e-05i,0.0012215-0.00079836i,0.00060846-0.0011339i,-0.00073446-0.00078581i,-0.00042331-0.00018265i,0.00015715+6.4586e-05i,0.00038569+0.00014001i,0.00045923+0.00056861i,3.3881e-05+0.0007422i,4.9602e-06+0.000697i,0.00049578+0.0004713i,0.00074216+0.00032732i,0.00062538+4.3948e-05i,0.00028786-0.00031709i,-0.00049605-9.1141e-05i
-0.0017973+0.00054519i,-0.0025262-0.00032975i,-0.0036999+0.00021387i,-0.0031055+0.00032969i,-0.00046781-0.0002017i,0.00090795-0.00072547i,0.0006334-0.0010519i,-0.00036472-0.00097152i,-0.0013429-0.0004826i,-0.0012201-0.00044451i,-0.00088237-0.00017075i,-0.0012579+0.00074473i,-0.00101+0.00076451i,-0.00039517-0.00027506i,0.0004351-0.00087974i,0.00018354-0.00085397i,-0.00018261-0.00043962i,0.00046406-0.00072357i,0.00086249-0.00049698i,0.00036093+0.00026676i,7.1337e-05+2.4171e-06i,9.4015e-05-0.00053713i,0.00025084-1.1611e-06i
9.1819e-05-0.0008753i,0.00073064-0.0010673i,0.0013107-0.00052882i,0.0023157+0.00013i,0.0024777-0.00018829i,0.0018716-0.000583i,0.0012566-0.00034026i,0.00059848-0.00082853i,0.00080877-0.0017153i,0.0004797-0.0015355i,-0.00058031-0.001005i,-0.00042974-0.00043596i,0.00015439-0.00063954i,-0.00021408-0.00061434i,-0.00058691+0.00042848i,0.0002371+0.00053896i,0.00059713+0.00034255i,-0.00019536+0.00018828i,-0.00061955-4.4481e-05i,-0.00070942+0.00024746i,-0.00093988+0.00042567i,-4.1242e-05+6.3757e-05i,0.00076045-0.00042222i
-0.00079563+0.00058867i,-0.0022783+0.0003303i,-0.0030622+0.00054245i,-0.0014122-6.2213e-05i,-0.00015942-0.0016821i,-0.00055066-0.0027675i,-0.00064909-0.0020545i,-0.00090364-0.0014394i,-0.00074587-0.0017274i,-0.00040317-0.0011955i,-5.9129e-05-0.00051785i,0.00028716-0.00052474i,0.0003787+0.00032411i,0.00039942+0.00095i,0.00015278+0.00029986i,0.00020319+0.00025554i,0.00043392+0.00074324i,0.00045244+0.00051731i,0.00055434-0.00016086i,8.5517e-05-0.0001947i,-0.00065554-0.00028017i,-0.00021981-0.0006034i,0.00068646-0.00015562i
-0.00050171+0.00089595i,0.00059941+0.0013449i,0.002383+0.002149i,0.0027631+0.0014426i,0.00078217+0.00055224i,0.00046976-0.00012886i,0.00085911-0.0009397i,0.00073995-0.00051256i,0.0015303+0.00038691i,0.0013261+4.217e-05i,0.00046515+0.00026536i,0.00023546+9.2914e-05i,0.000946-0.00032431i,0.00088359-0.00019339i,-1.9554e-05-0.00049006i,-0.00028554-0.00038938i,0.00020244-4.117e-05i,0.00035467-0.00015817i,5.9447e-05-0.00012843i,0.00058439-0.00028002i,0.0002295-0.00057979i,-0.00055666-0.00040517i,-0.00067679-0.00036116i
-0.0012329+0.0018654i,-0.0019489+0.0018802i,-0.002328+0.0011833i,-0.00084334-0.00031179i,0.0013939-0.0015302i,0.0021606-0.0016455i,0.00099881-0.0016256i,0.00025594-0.0010316i,0.00045635-0.00013697i,0.00037161-0.00066845i,-0.00037226-0.0013623i,-0.00077684-0.00078705i,-0.00044972+0.00031273i,0.00016951+0.0010389i,0.00039049+0.0011136i,0.00016011+0.0005307i,0.00031545+0.00020902i,0.00084856+4.4444e-05i,0.0013393-8.9217e-05i,0.00088574+3.808e-05i,0.00025975+0.00016013i,4.3832e-05-7.9861e-05i,-1.5979e-05-0.00020589i
-0.001128-0.0033958i,-0.0015451-0.0023111i,-0.0010888-0.0016971i,-0.00017215-0.00054556i,-0.00045123+0.0008049i,-0.00095461+0.00079101i,-0.00041648-8.9211e-05i,-0.00068429-0.00027329i,-0.00091241+0.00033244i,-0.00037473+0.0005556i,-8.0919e-05+0.00045732i,0.00028589+0.00022174i,0.000736-0.00034871i,0.00093055-0.00080937i,0.00088041-0.00039974i,0.00080052+0.00012124i,0.00054864+0.00025833i,0.00062667+1.4921e-05i,0.000555-0.0011382i,-0.00014181-0.00089137i,-5.2712e-05+0.00026176i,0.00021991+0.00094348i,-0.00010624+0.00072544i
0.00024269+0.0018563i,-0.0017454+0.001672i,-0.0025646-0.00044225i,-0.00075778-0.0012609i,0.0010071-0.00025151i,0.0018371+0.00058372i,0.0011572+0.0007654i,3.9515e-05+0.00033673i,0.00037094-3.014e-05i,0.0001222-5.467e-05i,-9.401e-05+0.00020206i,0.00015876-0.00018315i,0.0002491-0.00020791i,0.00027279+0.00022379i,-0.00023208+0.0005841i,-0.00078589+0.00049597i,-0.00066641-8.1629e-05i,-0.00037927-0.00013136i,-0.00017272+0.00027985i,0.00011052+0.00037399i,-0.00021701-0.00012795i,-0.00062621-0.00018223i,-0.00052814+4.8052e-05i
-0.0019264+0.00026122i,-0.0013422+0.0014084i,-0.00014472+0.0027626i,0.00025458+0.0013122i,0.0010395-0.00060438i,0.0013153-0.00058081i,0.00016351-0.0002434i,-0.00011974-0.00019601i,0.00040964-0.00029324i,0.0003875-0.00083003i,5.5992e-05-0.00019755i,-0.00012674+0.00049097i,0.00028091+0.0002714i,0.00036136+0.00048978i,-3.3736e-05+0.00029619i,-0.00013136-0.00013492i,-0.00021965-0.00035543i,-0.0005376-0.000414i,-0.00067014-0.00014797i,-0.00050829+0.00030746i,-0.00034201+0.00083406i,-0.00014979+0.0011463i,0.00041218+0.0007439i
-0.0011975-0.0019986i,-0.0019951-0.00067964i,-0.0025916+0.00077619i,-0.0012728+0.0011218i,0.0003653+0.0010364i,0.0014361+0.0013244i,0.0017317+0.00067702i,0.00075455-0.00018355i,-0.00070782+0.00044438i,-0.00088008+0.0007909i,0.00012078+0.00027454i,0.00040369-0.00029548i,8.5811e-05-0.00057412i,-0.00014571-0.0007727i,0.00026199-0.00090088i,0.0011343-0.00042346i,0.0010474-9.7651e-05i,0.00026644+0.00024498i,0.00061014+0.0007886i,0.00058244+0.00093793i,-0.0005959+0.0007171i,-0.00046025+0.0005794i,-5.8814e-05-0.00031261i
-0.0003857-0.0015056i,-0.0014581+0.00032671i,-0.0009838+0.00082372i,-0.00025872+0.00010541i,-0.00019323-0.00024868i,-0.00048004-0.00045068i,5.2035e-05-0.0009042i,-2.6364e-05-0.00072451i,-0.00055308-0.00081615i,6.493e-05-0.00053871i,0.00015652-0.00023276i,-5.8388e-05+0.00019917i,0.00012256+0.00039131i,0.00043+0.00092649i,0.00054753+0.0016617i,0.00037845+0.0010368i,0.0006713-0.00034868i,0.00088286-0.00019904i,0.00022483-0.00017611i,-0.00027139-0.0008938i,-0.00050319-0.00062984i,-0.00035786-0.00046342i,-0.00021478+0.00015997i
0.0011222+0.00012668i,0.00047071+9.5506e-05i,0.00076102-0.0013933i,0.00097118-0.0017878i,0.00042409-0.00084557i,0.00030485-0.00014422i,0.00030615+0.00040617i,-4.2456e-05+0.00032917i,-7.3331e-05+0.00014041i,-0.00029253+0.00014749i,-0.00057139-0.00012478i,-0.00073176-0.0011297i,-0.00031149-0.00052524i,0.00057554+0.0004341i,0.00047052-0.00075566i,-1.0655e-05-0.0009466i,0.000415-0.0006729i,-7.1812e-05-0.00066053i,-0.0011759-0.00039967i,-0.00029658-0.0002772i,0.00099433+0.0001445i,0.00073798+0.00059621i,0.00011179+0.00088716i
-0.0013595+0.00082764i,-0.0021691+0.0021241i,-0.0020299+0.0024672i,-0.00061275+0.0018696i,0.00077886+0.00010365i,0.0012754-0.0015143i,0.00074299-0.0014351i,1.6356e-05-0.0012754i,-0.00024337-0.00099975i,-0.00023583+0.00023212i,-0.00037781+0.0005185i,-0.00093374-0.00011575i,-0.00081497-0.00039511i,-0.00053615+0.00020452i,0.00021399-2.9253e-05i,0.0010483-0.00026128i,0.0006159+0.00038438i,0.00047477-1.8745e-05i,0.00056435-5.9581e-05i,0.00056788+2.0667e-05i,0.00063029-0.00062202i,0.00066069-9.5863e-05i,-0.00018349+0.00081287i
-0.0014612-0.00067331i,-0.0015162-0.0013824i,-0.0011786-0.0015134i,-0.00021793-3.9068e-05i,0.00028834+0.0014699i,0.0012412+0.00093371i,0.00083834-0.00010254i,-0.0012508-0.00013532i,-0.0016959+0.00050724i,-0.00036335+0.00040743i,0.00036343+3.8202e-05i,0.00042543+0.00027031i,0.00017898-0.00046393i,-7.4834e-05-0.00097005i,0.00014871-0.00018929i,0.00046677+0.0002025i,0.00033887-1.4417e-05i,-0.00027187+1.2766e-05i,-0.00054697+3.3806e-05i,-0.00017747+0.00020701i,-0.00036754-0.00026442i,-0.00093946-0.0010021i,-0.00075987-0.0012137i
-0.0011309-0.00017518i,-0.0022108+0.0015392i,-0.0033147+0.001789i,-0.0020521+0.0016217i,-2.6406e-05+0.001224i,0.001391+0.00019151i,0.00079646-0.000533i,-0.00055548-0.00010695i,-0.00030257+0.00068215i,-0.00034968+0.00030487i,-0.000554-0.0003016i,-0.00020766-0.00010534i,-0.00028578-0.00018867i,7.0085e-05-0.00048666i,0.00022717-0.00055195i,0.0004039+0.00034456i,8.726e-05+0.00023935i,-0.00063501-0.00097424i,-0.00063805-0.0010519i,0.00038878-3.55e-05i,0.00079615+0.00025012i,0.00047561-1.6127e-05i,0.00018403+0.00071915i
0.00034323-0.0010289i,-0.00051771-0.0018378i,-0.00046655-0.0019717i,0.0001135-0.001125i,2.8486e-05-0.00061513i,-0.00019838+5.7836e-05i,1.0384e-05+0.00067166i,-0.00021647+0.00052551i,-0.00042257-1.417e-05i,-0.00041262-0.00025234i,-0.00023648-0.00056368i,-0.00026408-0.00043443i,0.00066267+0.00015802i,0.0012677+0.00048857i,0.00033142+4.7848e-05i,-0.00014598+0.00023212i,0.0003343+0.00031006i,0.00058851-0.00031362i,0.0006401-0.00090445i,1.0742e-05-0.0010364i,1.3269e-05-0.00045543i,-1.2576e-05+0.00061403i,-0.00074245+0.00069836i
0.0011357+0.00070265i,0.00049279+0.0012385i,0.00020554+0.00112i,-0.00032998+0.00067776i,0.00013783-0.0005157i,0.0013665-0.00097181i,0.00080491-0.00047606i,-1.7076e-05+0.00036806i,0.00054053-0.00014168i,0.00092443-0.0015305i,0.00042797-0.0016157i,8.0363e-05-0.00061306i,0.00041092-2.2843e-05i,0.00091665+0.00011631i,0.00013382+0.00022705i,-0.00078891+0.00032556i,-1.6975e-05+0.0003943i,2.4806e-05+0.00015151i,-0.00027024-0.00028531i,-0.00039089-0.00049963i,-0.00032855-0.00023845i,0.00041534-0.0004186i,0.00062694+7.9436e-05i
-0.0017178+0.00085203i,-0.0017964+0.00011578i,-0.0016147-0.00021186i,-0.00068893+0.00067077i,0.00017086+0.00012109i,-9.7083e-05-0.00015569i,-0.00076486-2.9947e-05i,-0.00064279-0.00025548i,-7.4925e-05-0.00052706i,0.00014434-0.0005983i,-0.00064347+8.3558e-05i,-0.0010306-0.00045411i,-0.00060267-0.00081799i,-0.00014597-0.00053391i,0.00023186+0.00016235i,0.0005776+0.0010885i,0.00094897+0.0012395i,0.0014516+0.00013843i,0.0013373-0.00044125i,0.00076743-0.00060424i,-0.00012727-0.00065298i,-0.00019535-5.8894e-05i,0.00052715+0.00040124i
-0.0014685+0.00072922i,-0.002431+0.0017824i,-0.0023164+0.0020918i,-0.00055496+0.0010784i,0.00059762+0.00041319i,0.00057557-0.00050637i,0.00021286-0.0012269i,-0.00088281-0.00049831i,-0.0016943+0.00022293i,-0.00098724-0.00019906i,0.0002185-0.00048116i,0.00047767-0.00080146i,-0.00027291-0.00085099i,-0.00065231+6.8779e-05i,-0.00051551+0.00020387i,-0.00035433-0.00036856i,0.00021787-6.5137e-06i,0.0009077-0.00039592i,0.00046903-0.00095877i,-0.00020871-0.00058599i,-0.00017968-0.00038261i,-8.5088e-05-0.00085501i,-6.231e-05-0.00037345i
-0.00064386+0.0027533i,0.00086428+0.0041145i,0.0012506+0.003822i,0.0016954+0.0026139i,0.0018189+0.0014673i,0.0012089-0.00060024i,0.00066629-0.0018946i,0.00059561-0.0012246i,0.00021196+0.00016594i,-0.00015929+0.00024065i,-0.00038925-0.00087322i,-0.00031814-0.0013935i,-0.00062616-0.00025519i,-0.00083666+0.0002771i,-0.00041684-9.1486e-06i,-6.2226e-05-0.00025819i,-0.00068283-0.00081408i,-0.00087554-0.00074589i,1.3417e-05+0.00024455i,7.0005e-05+0.00078126i,-5.9249e-05+0.001005i,-0.00031276+0.00059115i,-0.0012075+0.00038593i
-0.0011912+0.001264i,-0.0011084+0.00051581i,-0.0012595+0.00029441i,-0.00070126-0.0010825i,-0.00021601-0.0015841i,0.00010066-0.0012442i,0.00018002-0.0010582i,-0.00063867-0.00053283i,-0.001046-0.00029395i,-0.00049722+0.00050514i,0.0002127+0.00039767i,0.00074116-0.00099635i,0.00065412-0.0010148i,0.00035698+0.00020031i,0.00073926+0.0011064i,0.00082974+0.00075457i,0.00044592+0.00011493i,0.00034034+0.00045406i,-2.6701e-05+0.00080422i,-0.00066975-5.9386e-06i,-0.00068094+3.0258e-05i,0.00022173-2.5912e-05i,0.00060662-0.0010996i
-0.00056896-0.00052659i,-0.00079936-1.8536e-05i,-0.00044446+0.0013497i,0.00084261+0.0021358i,0.00093978+0.0010823i,0.00033988-0.0002353i,0.00017363-0.00061405i,-0.00058076-3.3166e-05i,-0.00076918+0.00038809i,-0.00050993-0.00020146i,-0.0006795-0.00077194i,-0.0003953-0.0005084i,0.00012678+6.4108e-05i,0.00032897-0.00046902i,0.00078356-0.0012334i,0.0013462-0.00039564i,0.00102-9.9254e-05i,0.00022497-0.00056978i,4.9892e-05-0.00049217i,0.00018395-0.00014756i,-8.7333e-05+2.1451e-05i,0.00038721-0.00054225i,0.00021903-0.00075508i
-0.0030006+0.00048523i,-0.0023426+0.0012576i,-0.0012187+0.0020679i,-0.00033361+0.00086047i,0.00065759-0.00051627i,0.00014667-0.00022728i,-0.00051803+0.00010435i,-0.00032182-0.00051679i,0.00045009-0.00095294i,0.00069659-0.0010217i,6.2411e-05-0.00047356i,-0.00027478+0.00054848i,-0.0007737+0.00043561i,-0.00071366-0.00023194i,-2.1303e-05-7.0038e-05i,-7.666e-05+0.00011893i,-0.00012756-0.00034597i,4.3381e-05-0.00029572i,0.00023973-0.00019224i,-7.4351e-06-0.00048888i,-0.00077343+0.00021909i,-0.00086035+0.00016646i,-0.00024557-6.4478e-06i
0.00083532+0.00037496i,0.00027415+0.00060566i,0.00044275+0.00085349i,0.0014124+0.00089353i,0.0020927+0.00067617i,0.0022663+0.0003405i,0.0011869-9.2323e-05i,-0.00027009+0.00011318i,4.0976e-06+0.00078974i,0.00014947+0.00027676i,-0.00038495-0.00055655i,0.00011181+3.5383e-05i,0.00018953+0.00033147i,-0.00054212+0.00032905i,-0.00045951+0.00042923i,-0.00011308+0.00089252i,-0.00010326+0.0012015i,-0.0006745+0.0011567i,-0.00062014+0.00020851i,-0.00011655-0.00082228i,8.216e-05-0.00097964i,-0.00032755-0.00059323i,-0.00095284-0.0004524i
-0.0017321+0.00029549i,-0.0031259+4.5055e-05i,-0.0021241+0.00068624i,-0.00065271+0.00091227i,-0.00028653+3.7114e-06i,-0.00051376-0.00033099i,-5.3507e-05-0.00057542i,-2.8875e-07-0.00044133i,-0.00061733-0.00027604i,-0.0002439-0.00045925i,-0.00036885-0.00060155i,-0.00072555+5.7631e-05i,0.00049702-0.0001219i,0.0013022-0.00047867i,0.00044664-0.00032774i,0.0003271-0.00049679i,0.00074653+0.00023818i,0.00042623+0.00051476i,-0.00029091+0.00039544i,-0.0008812+0.0004352i,-0.00079246-0.00041743i,-0.0002299-0.00088427i,0.00024044-0.00074512i
-0.0024836-0.00038105i,-0.0030754+0.00082313i,-0.0032469+0.0021694i,-0.002536+0.003416i,-0.00081028+0.0032471i,0.00025226+0.0020262i,-0.00014926+0.00039799i,-0.0013524-0.00030358i,-0.0012875-0.00018934i,-0.0002942-0.00061317i,7.5646e-05+2.0061e-05i,0.00022186+0.00056675i,0.00035408-1.6923e-05i,0.00021626+0.0001027i,-0.0005099+0.00028023i,-0.00043975-0.00024062i,-3.6229e-05-0.00019967i,-0.00021008-5.3682e-05i,-0.00024699-0.00019194i,0.0002808-0.00035096i,0.0013259-0.00040491i,0.0010856-0.00054899i,0.00022744-0.00065862i
-0.0012541+0.0017865i,-0.0015603+0.0015857i,-0.00041594+0.0019856i,0.00093884+0.0016741i,0.0020157+0.00048002i,0.0024907+0.0003557i,0.0019679+0.00029464i,0.0006299-0.00042312i,-0.00038955-0.00088117i,-0.00079598-0.000577i,-0.00092555-0.00026076i,0.00018335-0.00055082i,0.0010875-0.00015029i,0.00072713+6.993e-05i,0.00023763-0.00060132i,0.00051274-0.00058524i,0.00027458+0.00016762i,-0.00049359+0.00025026i,-0.00027638-0.00050556i,0.00039472-0.00064107i,0.00020387-6.8017e-05i,-0.00080498+0.00036562i,-0.00055543+0.00025872i
-0.0006131-0.0014208i,-0.0010832-0.0011596i,-0.0004986-0.0010115i,-0.0011557-0.00062762i,-0.0008125-0.00057941i,0.00012517-0.0010072i,0.00018769-0.0011019i,-0.00077851-0.00089683i,-0.00094052-0.00033081i,0.00023937+7.8305e-05i,0.00038139-0.00069643i,-0.00011617-0.00072651i,-0.00013026+8.3609e-05i,0.00016631+6.8182e-05i,0.00051815-0.00072153i,0.00089857-0.0010769i,0.0009591-0.00077951i,0.0006896-0.0003401i,5.9167e-05-0.00053878i,-0.00069067-0.00081838i,-0.00053234-0.00073383i,-0.00029147+9.5993e-05i,-0.0006067+0.00069366i
-0.0023299-0.00055247i,-0.0025595+0.0007979i,-0.0028387+0.0013765i,-0.0021613+0.0016127i,1.293e-05+0.0012106i,0.0012218+0.00028874i,0.00033971-0.00073584i,-0.00043471-0.0013775i,-0.00076167-0.00089387i,-0.00027155-0.00022723i,0.00047829-0.00022496i,0.001021+0.00038583i,0.00062184+0.00059796i,-0.00035863-0.00049928i,-9.3826e-05-0.00024202i,0.00036307+0.00061415i,0.00057189+0.00050749i,0.0010801+0.00029225i,0.00074535+0.00038476i,0.00030306+0.00044993i,0.00071732+0.0007807i,0.00033651+0.00076529i,-0.00041401+0.00010737i
-0.00086214-3.9694e-05i,-0.0022092+0.00061639i,-0.003536+0.00068916i,-0.0023039+0.00021418i,-5.842e-05-0.00079523i,0.00053689-0.00074745i,0.00033129-0.00072322i,0.00042648-0.00051457i,-0.00023219-0.00020204i,-0.00074244-0.00038301i,-0.00016112-0.0010663i,0.00010382-0.00073863i,0.00012632-0.00024827i,0.00076796-0.00010578i,0.0010035-3.5134e-05i,0.00085238-0.00034266i,0.0009718-0.00016352i,0.0011061+0.0004254i,0.00072601+0.00082901i,0.00084329+0.0005916i,0.0015449+0.00017194i,0.001588+0.00034502i,0.00095166+0.00070659i
-0.00079243+0.0011063i,-0.0002867+0.0017888i,0.00065213+0.0016303i,0.0018794+0.00082447i,0.0021575+6.8907e-05i,0.0011474-0.0010373i,-0.00021446-0.0014747i,-0.0011474-0.00087103i,-0.0012602+0.00058761i,-0.0011859+0.0008008i,-0.00067666-5.9315e-05i,-0.00049257+7.6435e-05i,-0.0018308+0.0001872i,-0.0018261-0.0010504i,-0.00045016-0.0018122i,0.00027448-0.0017092i,-5.9715e-05-0.0010426i,-0.0010388+0.00027425i,-0.00071076+0.0004072i,-6.1971e-05-0.00049225i,0.00015813-0.00088011i,0.00059414-0.00027978i,0.00083482+0.00049979i
-0.0013945-0.0009016i,-0.0012457+0.00025613i,-0.0016997+0.0010013i,-0.0011944+0.00046568i,6.1935e-05+0.00059168i,0.00076637+0.00069955i,0.00048078-0.00027264i,0.00050242-0.00051995i,0.00025351+0.00044466i,0.00021155+0.00079393i,0.0003359+0.00049363i,0.00010047+0.00026746i,-0.00032194+5.7441e-05i,-0.00084404+6.2593e-05i,-0.00047133+0.00017588i,8.1584e-06+0.00039616i,-0.00039918+1.5883e-06i,-0.0014997-0.00079219i,-0.0015293-0.00083404i,1.5827e-05-0.00043349i,0.0008134-0.00064174i,0.00079918-0.00074774i,0.00034107-0.00059847i
0.0014031-0.00086517i,0.00021102-0.00030808i,-0.00039545+0.00014916i,-0.00023346-0.00024446i,0.00017046-0.0011656i,0.00047139-0.0010299i,-0.00033593-0.00044856i,-0.00064022-0.00094875i,0.00074067-0.0014601i,0.00033091-0.00051482i,-0.00063241+0.00030141i,-0.00097891+0.00020702i,-0.00034669-0.00066754i,0.00045209-0.00098879i,0.00060377-0.00021763i,0.00027525+0.00028951i,-0.00012543-0.00020368i,7.1538e-05+0.00016233i,0.00036148+0.00087639i,-0.00017908+0.00056612i,-8.3826e-05-8.1664e-05i,0.00071793-0.00029003i,0.00099779+6.4998e-05i
-0.00067563-0.00089569i,-0.0016668+0.00028187i,-0.0024373+0.0018745i,-0.001496+0.00082925i,-6.9748e-05-0.00012886i,0.00069236+0.0009291i,0.00072694+0.00059878i,0.00025601+0.00015651i,-0.00037934-0.00010045i,-0.00012406-0.00059551i,1.862e-05-2.4709e-05i,-1.9709e-05+0.00012153i,0.00023919+9.6534e-05i,0.00015711-0.00011096i,-1.5013e-05-0.0005172i,0.00044111-0.00064293i,0.0002648-0.00048891i,0.00013483-0.00081917i,0.00028206-0.0010461i,-0.00013935-8.1641e-05i,0.00022342+0.00015915i,0.00080804-0.00077652i,0.0005991-0.00084437i
-0.0011512-0.00014826i,-0.00085231+0.00022893i,-0.00071259+0.0012081i,-0.00023999+0.0015564i,0.00074068+0.00094698i,0.00086931+0.00035881i,-7.9691e-05-0.00040998i,-9.9735e-05-0.0012737i,0.00044233-0.00034066i,0.00075995+0.0013525i,0.00069336+0.00080103i,0.00021556-0.00065858i,-0.00048169-0.00083496i,-0.0006532+0.0003265i,-0.00045633+0.00095298i,-0.00050789+0.00010874i,-0.00029706-0.00029048i,-0.00025435+0.00011439i,0.00074129+0.0002143i,0.0014316-7.0336e-06i,-0.00018684+0.00047442i,-0.0012591+0.00045509i,-0.001097+0.00036997i
0.0017928-0.00018376i,0.00089234-0.00017576i,-0.00035855+0.00043704i,-0.00025229+0.00016144i,0.0009587-0.00067543i,0.00065374-0.00091007i,5.1614e-05-0.00094708i,-0.00012534-0.0005207i,-0.00079214+4.8032e-05i,-0.00045571-0.00044808i,0.00010862-0.0012401i,0.00068437-0.0012328i,0.0010878-0.0004749i,0.001289+0.00019221i,0.0014563-0.0003059i,0.0011485-0.00064178i,0.00090336+4.9232e-05i,0.00060506+0.00042355i,0.00076274+0.00055492i,0.0004401-0.00011936i,0.00024931-0.00034348i,0.00044143+0.00012769i,4.6703e-05+0.00035812i
-0.0024597+0.0017057i,-0.0016251+0.00099338i,-0.00055149+0.0006706i,0.00079966+0.00087038i,0.00091554-0.00023265i,0.00084271-0.0018i,0.00044371-0.0013351i,-0.00031125-0.0006701i,-0.0007954-0.0001776i,-0.00071115-3.9565e-05i,-0.0010633-3.4889e-05i,-0.0008842+1.7356e-05i,-0.00017404-0.0002272i,-0.00023511-9.7209e-05i,-0.00036898+0.00032746i,-0.00041961+0.00035699i,-0.00070651-7.198e-05i,-0.00059912-0.00021687i,5.4071e-05+0.00027846i,0.00093178+0.00040179i,0.00080533+3.9077e-05i,0.00034216-0.0001149i,0.00030853+0.00045111i
9.591e-05-0.00043228i,-0.001768-0.00012149i,-0.0019925+0.00083325i,-0.0009932+0.00057985i,0.00026768+0.00036172i,0.00064442+0.00070751i,0.00040228-0.00024589i,0.00018319-0.00043959i,-0.00015382-0.0005416i,0.00012387-0.00036302i,-2.7812e-06-0.00036294i,-0.00040672-0.00078567i,3.7466e-05-0.00084128i,9.9736e-05-0.00065924i,0.00042578-0.00069022i,0.00047184-0.00044533i,0.00088633+0.0001252i,0.0010874-0.00088239i,0.0010841-0.00090589i,0.00080871-0.00037828i,-0.00012695-0.00059371i,-0.00010323-0.00025882i,0.00056846+0.00015953i
-0.0020505-0.0015442i,-0.0031137-0.0007861i,-0.0031681+0.0001459i,-0.0010092+0.00054652i,0.0010148+0.00063664i,0.0018306+1.0457e-05i,0.0010194-0.00047444i,-0.00014606-0.0002179i,-0.00042741-9.441e-05i,0.00020513-9.9307e-05i,0.00016524+0.00029777i,-0.0008807+0.00036184i,-0.00077956-0.00075598i,-0.00041072-0.00096563i,-0.00066213-0.00046699i,-0.00044436+7.8969e-05i,-9.726e-07+0.00048551i,-0.00026466+0.00062947i,-1.9913e-05+0.00054427i,0.00073924+0.00015626i,0.0012275+0.00026483i,0.0011593+0.00027733i,0.00051899+0.00070288i
0.00014907-0.0025982i,-0.0018935-0.0021612i,-0.0028823-0.0011167i,-0.0021342-0.00087038i,-0.00052663-0.00047719i,0.00019933-1.4303e-05i,0.00086025+0.00034582i,0.00083144+0.00034836i,-4.3117e-05+0.00045663i,-0.00034714+0.00021283i,0.00019811-0.00014948i,6.9911e-05-0.00015418i,-0.0004137-0.00011116i,0.00038376-0.00020404i,0.0013242-0.00039674i,0.0010439+5.2859e-05i,0.00081361+0.00059955i,0.00051648+0.00043081i,-0.00026167+6.7491e-05i,-0.00037864-0.00062648i,0.00010957-0.00092896i,0.0010248-0.00036568i,0.001763-0.00037595i
-0.00046848+0.00068436i,-0.0017749+0.0015778i,-0.0021812+0.0014899i,-0.0021138+0.0017471i,-0.0016266+0.0012613i,-0.0011981+0.00049225i,-0.0011325-6.1464e-05i,-0.001111+0.00034053i,-0.00079677+0.00060756i,-0.00054941+5.2417e-05i,-0.00025831+0.00038609i,-0.00030458+0.00069026i,0.00048821+0.00027183i,0.0011427+0.00020773i,0.00059069+0.00011918i,0.00015276-0.00026568i,0.0002959-3.6489e-05i,0.00017368+0.00012772i,9.8663e-05+0.00024598i,-2.1585e-05+0.00063369i,-0.00064135+0.0010407i,-0.00094972+0.00072021i,-0.00056064+0.00086949i
-0.0002982-0.0033152i,-0.00055694-0.0030842i,-0.00048885-0.0025635i,-0.00079766-0.0018126i,-0.0004744-0.00053667i,0.00042452+0.00069489i,0.0011918+0.00075605i,0.00069135+0.00046487i,0.0005066+0.00050616i,0.0003499-0.00028663i,-0.00041582-0.00018778i,-0.0011139+0.00080822i,-0.00043774+0.00061223i,7.4209e-05+0.00045617i,0.00071666+0.00070519i,0.00047133+0.00079546i,-0.00054968+0.00066829i,-0.00025266+0.00031932i,0.0001147+0.00022291i,-0.0008555+0.00013653i,-0.0012871+0.00022324i,-0.0007384+0.0003756i,-0.00027683-3.3676e-05i
0.00028656+0.0013215i,-7.3061e-05+0.0014783i,-0.00090299+0.0018794i,-0.00070784+0.0021462i,-0.00031728+0.00080545i,-0.00015768-0.0009362i,-0.00045658-0.0017145i,-0.00034036-0.0017779i,-0.00072453-0.00078345i,-0.00086185+0.0001052i,-0.0001988-0.0001713i,0.00053524-0.00050832i,0.0011336-0.00031417i,0.0013117-0.00062641i,0.0010064-0.0011743i,0.00051082-0.00099924i,0.0003161-0.00084098i,0.00059352-0.00034002i,0.0007166+0.00045938i,0.00076084+0.00069588i,0.00028193-0.00024724i,-6.1489e-05-0.0014148i,-4.9536e-05-0.0017169i
