-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
-2.558e-05+0.00011497i,0.00086409+0.0017901i,0.00065998+0.0016583i,-0.00020504+0.00027023i,-0.00024689+0.00016639i,0.00030461+0.0011183i,0.00044656+0.00032834i,0.00017352-0.0011811i,0.00012838-0.0011843i,2.7701e-05-0.0005345i,0.00034089-0.00011483i,0.00041689-0.00020146i,-9.2095e-05-9.8059e-05i,0.00013089+0.00072938i,0.00031008+0.0012123i,-0.00016562+0.00072683i,-0.0003297+8.4859e-05i,-0.00056254-0.00014271i,-0.00017941-0.00029823i,-6.3747e-05-0.00068147i,-0.00036939-0.00031757i,-0.00033291+0.00028591i,-0.00045534+0.00026619i
-0.00042896+0.0007399i,-0.00049913+0.0011188i,-0.00011972+0.00054042i,0.00024617-0.00078105i,-5.189e-05-0.0010054i,-0.00011834+0.00016518i,-0.00040382+0.00032865i,-0.00038211-5.7735e-05i,0.00012986+0.00016393i,0.0002386-3.0349e-05i,7.4884e-05+0.0002312i,-0.00032275+0.0003033i,-8.8945e-05+1.1253e-05i,-0.00014062+0.00015795i,-0.00010103-0.0002046i,0.00015538-0.00036346i,0.0010025+0.00027509i,0.0017845+0.00075759i,0.00050881+0.0005059i,-0.00056004+0.00036369i,0.00012025+0.0010285i,0.00027829+0.00077777i,-8.3741e-05-0.00016155i
0.00025589+0.0016091i,0.0013117+9.7346e-05i,0.0019822-0.00095924i,0.0007046-0.00031891i,-5.387e-05-0.00035219i,-0.00017293+0.00022732i,-0.00048514+0.00020641i,-0.00077606-0.0006559i,-0.00075294-0.00031301i,-0.00026623+0.00043784i,0.00022182+0.00078787i,0.00025966+0.00070705i,-0.00018526+0.00046329i,-0.00028417+0.00010061i,0.00023496-0.0002662i,-5.2602e-06-0.00049271i,0.00033795-0.00024392i,0.0010745+0.0005979i,0.00059969+0.0011102i,-0.00029511+0.00071113i,-0.00038693+0.00030599i,-0.00074017+0.0002847i,-0.00088172+5.9353e-05i
0.0014276+0.0010624i,0.00050409+0.0018022i,-0.00048319+0.00023606i,-0.00088028-0.00077911i,-0.00072406-0.00041613i,5.7783e-05+0.00055275i,0.00072781+0.00067561i,0.0005503-4.6042e-05i,0.00032044-0.00035224i,1.229e-05-0.00014516i,6.316e-05-2.7143e-05i,0.00032313-0.00052682i,0.00056693-0.00073971i,0.00055565-0.00037813i,0.00055076-0.00047303i,0.00040259+0.00013212i,-0.00042223+0.0006664i,-0.00037132+0.00077371i,-0.00018387+0.00053159i,-0.00024452-0.00047029i,-0.00045337-0.00034327i,-6.9798e-05-5.6207e-05i,0.00044782-0.00058546i
0.0011452+0.00016554i,0.00061056+0.00014556i,0.00015966+0.0010384i,0.00081437+0.0017291i,0.00073104+0.0011861i,0.00047953+0.00027924i,0.00088229+4.6434e-05i,0.00054087+0.00067513i,-0.00050004+0.0004816i,-0.0011522+0.00018196i,-0.00076235+0.00031216i,0.00022975-0.00011486i,0.00050855-0.00051392i,0.00047761-0.00043739i,0.0002806-0.00099346i,-0.00020955-0.0010325i,-0.00022118-0.00032336i,-9.0976e-05-0.00064662i,-0.00035167-0.00068671i,-0.0012362-0.00029276i,-0.0012646-6.2748e-05i,-0.00050963+0.00045008i,-0.00023336+0.00099833i
0.0023386-0.0027063i,0.0014806-0.0023789i,0.00056411-0.0027059i,-0.00020342-0.0020405i,-0.0013787-0.0001774i,-0.0014891+0.001155i,0.0001849+0.00041528i,0.00097498-0.00027934i,0.00032332-0.00045214i,-0.00023638-0.00015159i,-0.0006333+0.001058i,-0.00064757+0.0014161i,0.00043746+0.00057108i,0.0015525-0.00037463i,0.0016553-0.00069631i,0.00080658-0.00039747i,4.1229e-05-9.1083e-05i,-5.4922e-05-0.00060461i,0.00028448-0.00070804i,-0.00019408+0.00023221i,-0.00037706+0.0008785i,-0.00025267+0.00061299i,-0.0002241-0.00047147i
0.0053572-0.0082532i,0.0018135-0.010018i,-0.0037492-0.010554i,-0.006448-0.0065765i,-0.0059399-0.0019936i,-0.003742+0.0014958i,-0.0010767+0.0012173i,-0.00013089-0.00061869i,7.6959e-05-0.001216i,-0.00079644-0.00076779i,-0.0011467+9.8827e-06i,-0.00021524+0.0007444i,0.00095885+0.00049842i,0.0032007-0.00057876i,0.0039813-0.0003995i,0.0021612+0.00069814i,0.00010364+0.00052106i,-0.00033035-0.00076251i,-0.0004296-0.0018354i,-0.00057202-0.00099708i,0.00063277-0.0003487i,0.002045-0.00049515i,0.00096599-0.00010066i
-0.0022268+0.0034637i,-0.00055057+0.0042309i,0.0018011+0.0048439i,0.0022708+0.0032584i,0.002828+0.0010093i,0.002194-3.8391e-05i,0.00072157+0.00062566i,3.3715e-05+0.00089458i,-0.00090363+0.00082407i,-0.00020539+0.00016967i,0.0012553-0.00079018i,0.00062512-0.00067994i,-0.00062488+0.0008852i,-0.0015661+0.0019907i,-0.0018582+0.0012556i,-0.00065666+0.00012972i,1.2483e-06-0.00031516i,-0.00015455-0.00015315i,-0.00027469+0.00055327i,-0.00019594+0.00078999i,-0.00038509+0.00013279i,-0.00053251+0.0001536i,-0.00018046+0.00034139i
-0.0014385-4.313e-05i,-0.0022789+0.0013088i,-0.0013346+0.0020495i,6.0119e-05+0.001318i,0.00083785+0.00079847i,0.0013844-5.5526e-05i,0.00135-0.00054576i,0.0013418+0.0001446i,0.0008463+0.00045i,0.00019453+1.2537e-05i,-0.00010318-0.00013047i,8.6843e-06-4.3519e-05i,6.5318e-05+2.48e-05i,-0.00025682-0.00061981i,-0.00060986-0.00063684i,-0.00056868-0.00049522i,-0.00046067-0.00032986i,-0.00079528-0.0004685i,-0.00024786-0.00060458i,0.00061004-0.00055482i,0.00038941-0.00027001i,6.6298e-05+0.00059995i,-0.00049226+0.00088092i
0.00077028+0.0015434i,0.0021229+0.0018248i,0.0032787+0.0018457i,0.0021601-0.00071581i,0.00044171-0.0022979i,-0.00011497-0.0023199i,-5.5049e-06-0.0020538i,-0.0001586-0.0009353i,0.00051982+4.4059e-05i,0.00071768+0.00016407i,-5.4536e-05+0.00013508i,-0.00018181+0.00048096i,0.00018243+0.0014336i,0.00017292+0.0012168i,0.00016842+0.00040108i,-0.00022381+0.00069371i,-0.00018059+0.0013898i,0.00069545+0.00079051i,0.00087393-0.00049125i,0.00041524-0.00059626i,8.8883e-05+3.7197e-06i,0.000432+0.00028424i,0.00058466+7.278e-05i
-0.0020253+0.003753i,-0.0013891+0.0032482i,0.00053169+0.0029732i,0.0026203+0.0018702i,0.0025887+0.0003636i,0.0017934-0.00010822i,0.0001958+0.00024327i,-0.00078491+6.5367e-05i,0.00010308-0.00021756i,0.00078228-0.00035195i,-0.000502-0.00065754i,-0.00085801-0.0010365i,-0.00066015-0.00050821i,-0.001046+0.0008302i,-0.00098887+0.00085051i,-0.00042733+6.8726e-05i,-0.00028256+0.000728i,-0.00040705+0.0013176i,0.00010328+0.0011545i,0.00054943+0.00058487i,0.00083516+1.3038e-05i,0.00036013+0.00034169i,-0.0010075+0.00039176i
-0.0004737+0.00097119i,0.00056328+0.0020393i,0.00087435+0.0025107i,0.00088561+0.0014855i,0.0011519+0.00075877i,0.00046667+0.00034057i,0.00017359-0.00018247i,0.00044144-0.00045869i,0.00033914-0.00097092i,0.00062808-0.00086293i,0.00024855-0.00017026i,-0.00033326+0.00013i,-0.00042585-2.9199e-05i,-0.00045987-9.9035e-05i,-0.00050427+0.00035678i,-0.00020753+0.00037249i,-0.00014158-0.00031291i,-0.00025502-0.0011977i,-0.00051651-0.0010209i,6.2147e-05-0.00026778i,0.0004632+0.00012971i,-0.00027261-0.00060672i,-0.00018663-0.0012029i
-0.00084446+0.0030312i,-0.00010994+0.003267i,0.0011283+0.0033163i,0.0017441+0.0019203i,0.0013152+0.00042068i,0.00048039-0.00049291i,-0.00055119-0.00067317i,-0.00057342-0.00030541i,0.00016376-0.00079569i,0.00065787-0.00083347i,0.00067808-0.00012258i,0.00029976-0.00012959i,-0.00013453-0.00012979i,-0.00034682+8.8688e-05i,-0.00058297+0.00055436i,-0.00095918+0.00093843i,-0.00074188-8.624e-06i,-0.0009629-0.00084512i,-0.00082066-0.00080696i,-0.0002579-0.00044275i,-0.00039015-9.4872e-05i,-0.00090178-2.4787e-05i,-0.00070896+0.00047208i
-0.00026172-3.2114e-05i,0.0010368+5.8777e-05i,0.0009128+0.00073448i,0.00058591+0.0016909i,0.0011575+0.002188i,0.0013925+0.0005876i,0.00055115-0.0010997i,7.3872e-05-0.00075305i,0.00044827+1.6113e-05i,0.0006934-7.7996e-05i,0.00071744-0.00017201i,0.00071498+0.00063096i,0.00045611+0.0011831i,0.00030096+0.000307i,-0.0004787-0.0005588i,-0.0009975-0.00084435i,-0.00056396-0.00030082i,-0.00024221+0.00037951i,0.00012435+0.00022937i,0.00029991-0.00022039i,0.00046897-0.00016981i,-2.0281e-05-0.0002446i,-0.0009556-9.3887e-05i
-0.00031266+0.00082412i,-0.00075084+0.0026177i,-0.0020051+0.0024165i,-0.0017651+0.0008813i,-0.00094802+0.00059191i,-0.00062697-5.9998e-06i,-0.00023559-0.00077778i,0.00021796-0.00078464i,0.0001623-0.00038466i,-4.7646e-05+0.00071185i,0.00032474+0.00040932i,0.00085134-0.00037586i,0.00074216+0.00085428i,-5.741e-06+0.0014743i,-0.00084514+0.0013635i,-0.00054768+0.00073001i,-0.00022436-0.00020323i,-0.00059294+0.00047043i,-0.00076923+0.0011882i,-0.0011859+0.00081758i,-0.0010457+0.0003203i,-0.0011801+0.0004268i,-0.00075724+0.00023553i
-2.4755e-05+0.00050957i,-1.4663e-05+0.00011053i,-8.2622e-05+0.0011768i,0.001012+0.0012574i,0.0017569+0.00040779i,0.0010609-0.00051858i,0.00067243-0.00070352i,9.6375e-05-5.3719e-05i,0.00015182+0.00033345i,0.00051681-0.00023015i,0.00017497-0.00047054i,5.6316e-05-0.00015832i,5.8409e-05+0.00011746i,-0.00018387+0.00023451i,-0.00042772+0.00061755i,-0.00068226+0.00086195i,-0.0008877+0.00033258i,-0.00064848+0.00016614i,-0.00015256+0.00050984i,0.00040306+0.00082532i,0.00056763+0.0011442i,0.00024516+0.00071425i,-0.00015625+0.00040411i
-0.0007919+0.001897i,0.00085793+0.0037461i,0.0013401+0.0032868i,0.001869+0.0015166i,0.0015082+0.00010964i,0.0009764-0.0006324i,0.00067794-0.000348i,-0.000134+0.00031608i,-0.00029643+9.143e-05i,-0.00010074-0.00039434i,0.00030261-0.00051432i,-3.2468e-05-0.0003993i,-0.0007877+0.00013312i,-0.00045913+0.00036011i,-5.6832e-05+0.00025405i,-0.0005056+0.00046398i,-0.0006344+0.00051159i,-0.00023697+0.00022037i,4.1473e-06+0.00052198i,-0.00012557+0.00025606i,9.0869e-05-0.00032618i,-0.00019394-0.00042085i,7.1984e-05-0.0004845i
0.00021463-0.0026655i,-0.00025716-0.0025206i,0.00029027-0.0010218i,-5.2926e-06+0.00042167i,-0.00016934+0.00019486i,0.00083018-0.00038824i,0.00069278-0.00082165i,0.00020858-0.0012003i,0.00033164-0.00057475i,0.00014284-2.0091e-05i,0.00012608+0.00013353i,0.00019765-0.00019903i,0.00061464-0.00090559i,0.0010255-0.00077025i,0.0010676-0.00082503i,0.00059024-0.0010519i,-0.00016554-7.7824e-05i,-0.00040986+0.00019896i,-0.00058242+0.00013422i,-0.00078229+0.00043995i,-0.00010784+0.00010568i,0.00065867-0.0005101i,0.00062844-0.00048178i
-0.0011474+0.0025885i,-0.001853+0.0032931i,-0.0010232+0.0029643i,-0.00021059+0.0016946i,-0.00018511+0.00051326i,-0.00063901-0.00047847i,-0.0014093-0.0004636i,-0.0015062-0.0001159i,-0.00051954-0.00036349i,0.00021701-0.00029308i,0.00078667-0.00029257i,0.00086986-0.00016476i,-0.0002953-9.0866e-05i,-0.0011347-0.00065648i,-0.00058161-0.0012161i,0.00026504-0.00062857i,0.000215+0.00018299i,8.9344e-05-3.2826e-05i,0.00050343+0.00052669i,0.00052525+0.0006847i,0.00067711-0.00034568i,0.00074174-0.00072875i,0.00039334-0.00010516i
-0.0010266+0.001236i,-0.00088674+0.0020534i,-0.00051003+0.0028806i,0.00033002+0.0024894i,0.00083903+0.0011871i,0.0015577+0.00080098i,0.0011584+0.00081282i,0.00033144+0.00047041i,0.00048489-0.00012265i,0.00019179-0.0003964i,-0.00089446-0.00026607i,-0.0010385+0.00040244i,-0.00010108+0.00072976i,9.7666e-05+0.00030112i,-0.00057699-5.4997e-05i,-0.00090295+0.00033059i,-0.00075748+0.00089079i,7.498e-07+0.00060384i,0.00013844-0.00027281i,0.00025059-0.00085883i,0.00057298-0.00071401i,0.00074563-0.00060795i,0.00084478-0.00032854i
0.0015355-0.00069287i,0.00068755-0.00060238i,4.1175e-05-0.0019602i,-0.00055087-0.0013615i,-0.0013548+0.00030925i,-0.0012097+0.00094607i,-0.00029607+0.001213i,0.00062619+0.0011814i,0.0013625+0.00085534i,0.0010667+0.00011988i,0.00027368-9.0458e-05i,-0.00038979-0.00010823i,-0.00043673-0.00066791i,-0.00014937-0.0010544i,-0.00054427-0.00092273i,-0.00057696-0.00069828i,8.6225e-05-0.0002738i,0.00061834-0.00010325i,0.00011244-0.00038338i,-0.0004508-0.00022492i,-0.00039984+0.0003339i,-0.00019254+0.00039993i,-0.00061136+0.00069634i
0.00064384+0.0013462i,0.00119+0.001487i,0.0011581+0.0014644i,0.0005354+0.00091799i,-8.5679e-06-8.7081e-05i,-0.0012672-7.8911e-05i,-0.00093668+0.00020802i,6.5415e-05+0.00092066i,0.00016639+0.00081864i,8.2308e-05-0.00012372i,0.00035179-0.00036866i,-8.8712e-06-0.00037721i,-0.00034933-9.1931e-05i,0.00021743+0.00022292i,0.00059816+0.00019669i,0.00018626-8.9425e-06i,-0.00051292-8.285e-05i,-0.00026104+0.00010969i,0.00045831+0.00026027i,-0.00010552+0.00058191i,-0.00056726+0.00026428i,-0.00012371+0.00013494i,-2.7485e-06-0.00032258i
0.00012056-0.0015228i,1.9005e-05+0.00012227i,-0.00086394+0.0006227i,-0.00083878+0.00057974i,-0.00027831+0.00068577i,-0.00026141+0.0011618i,-0.00015977+0.0016352i,0.00030314+0.0020582i,0.00051599+0.0017972i,3.8708e-05+0.00038416i,8.5029e-05-0.00017924i,0.00052425-0.00029649i,0.00041649-0.00063984i,0.0006192-0.00096776i,0.00044745-0.00032837i,-0.00017696+0.0004999i,-1.383e-05+0.00014571i,0.00062847+0.00023379i,0.00099403+0.00037755i,0.00026319-0.0002078i,-0.0010135-0.00055697i,-0.0010402-0.00032046i,-0.00061459+0.00044197i
-4.6844e-06+0.0017153i,-0.00022536+0.0024228i,0.00014822+0.00173i,0.00081985+0.00021528i,0.00044418-0.00074252i,9.896e-05+1.1697e-05i,-4.3172e-05+0.00030507i,4.2181e-05-5.8335e-06i,0.00020452+0.00016005i,0.00039232+8.9743e-05i,0.00060796+0.00057565i,0.00075881+9.7994e-06i,0.00015577-0.00035108i,-0.00023038-0.00026061i,0.00015057+0.00032148i,7.9574e-05+0.0010001i,-0.00030516+0.00029972i,-0.00069686-0.00029714i,-0.00048991-0.00064933i,0.00045132-0.00036915i,0.00045207+0.00043942i,-0.00058355+0.00022105i,-0.00047237-0.00042274i
0.00072699+0.00079508i,0.0016355-6.9236e-05i,0.0014819-0.0006681i,0.00041341-0.00091116i,5.5659e-05-0.0010314i,0.00037264+0.00013772i,0.0010643+0.00088602i,0.0013048+0.00054544i,0.0004857+0.00060197i,8.0431e-05+0.00090951i,-0.00041834+0.00090837i,-0.0008073+0.00027627i,-8.6102e-05-0.0004104i,0.0005303-0.00025711i,0.00040034-3.9492e-05i,-0.00023963+0.00023558i,0.00021914+0.00033195i,0.0009844+6.0143e-06i,0.00066396-0.0009648i,0.00044937-0.0008448i,0.00038247-0.00013449i,-0.00017182+0.00051084i,4.9187e-05+0.00070523i
-0.0011542+0.0029736i,-0.00085429+0.0030378i,-0.00079154+0.0021936i,-0.00042643+0.00076709i,-7.1243e-05+0.00028488i,5.5777e-05+9.1221e-05i,-0.00025521-1.6809e-05i,-0.00044812-0.00021963i,-0.00013539-0.0003905i,-0.00033483-1.592e-05i,-0.00089172+0.00037777i,-0.00058113+6.7633e-05i,-9.1811e-05-0.00029475i,5.7087e-05+0.00018088i,-0.00031147+0.00015132i,-0.00032063-0.00093993i,-0.00019504-0.001131i,-0.00028778-0.00054934i,-0.00016108-0.00028486i,0.00025545+7.4529e-05i,1.2923e-05-1.4291e-05i,-0.00047833+6.2528e-05i,-8.0925e-05+0.00067628i
0.0004073+0.00038017i,0.0012213+0.00011667i,0.00069808+0.00097732i,-0.00036063+0.00029691i,0.0001371-0.00075817i,0.00049482-0.00019651i,0.0004184-0.0003015i,0.00045669+0.00019557i,-0.00052557+0.00038036i,-0.0004856+7.3409e-05i,-0.00059863+0.00056014i,-0.0016629+0.0001564i,-0.0017006-0.00062505i,-0.001277-0.00035261i,-0.00032088+0.00030228i,0.00085354+0.00041592i,0.00072218+0.00027942i,-0.00017767+0.00018805i,-0.00037432-9.4772e-05i,-0.00048795-1.0785e-05i,-0.00024588-0.00013416i,-0.00019991-0.00038725i,3.3624e-05-0.00015027i
-9.9878e-05+0.00016194i,0.00039731+0.00058906i,0.0008777+0.00054016i,-3.0735e-06+0.00045626i,-0.00012085+0.00012885i,-0.00017118-0.00010439i,-2.1386e-05-0.00024578i,0.0010801+0.00034154i,0.0009438+0.00080241i,0.00014223+0.00020741i,-0.00028239+6.1804e-06i,-0.00040103-5.5015e-05i,-0.00026154-0.00020534i,-4.8599e-05-0.0006683i,0.0003901-0.00074367i,-0.00016517-8.6981e-06i,4.1025e-05-0.00035346i,0.00075705-0.0006795i,0.00024926+0.00015049i,-2.5424e-05+0.00024409i,0.00025529-0.00030095i,0.000465-0.0011285i,0.00052268-0.0007253i
0.00074461-0.00093457i,0.0015474-4.945e-05i,0.0013381-0.0011258i,7.6303e-06-0.0020845i,-0.0008467-0.001365i,-0.00023471-0.0004568i,0.00019026-0.00027973i,2.5576e-05-0.00032982i,0.00058219+0.00019569i,0.00036536+0.00022256i,-0.00033012-0.00019303i,-4.1178e-05+0.00042973i,0.00029355+0.0011983i,0.00019357+0.00048649i,0.00025314-0.00036853i,8.3993e-05-0.00015682i,4.5389e-05-1.282e-05i,0.00044834-0.00030731i,0.00079839-0.00051364i,0.00040786-1.1045e-05i,0.00049069-6.8892e-05i,0.00050813-0.00054748i,0.00017974-0.00011613i
0.00053803+0.00076728i,-0.0016299+0.00016462i,-0.0015072-0.0007917i,-0.00094221-0.0013143i,-0.00065899-0.0010808i,-0.00067033-0.00057797i,-0.00030866+0.00015167i,0.00042914+5.2742e-05i,-2.7316e-05-0.0007219i,8.7913e-05-0.00068268i,0.00031144-0.00085495i,0.0002259-0.00058451i,0.00012011+0.00037931i,0.00046587+0.00065351i,0.0010067+8.0382e-05i,0.00051996+0.00016227i,0.00066746+0.00032361i,0.00058128-1.7754e-05i,-3.5133e-05-0.00042675i,0.00053044-0.00026609i,0.00088117-0.00024643i,0.00072588-0.00061638i,0.00066483-0.00047898i
-0.0036739+0.00151i,-0.0020173+0.0027595i,7.9092e-06+0.0044431i,0.0016329+0.0036078i,0.0019414+0.001292i,0.00097706-0.00031469i,0.00010085-0.00092655i,-0.00022611+2.5693e-05i,-0.00024269+0.00075678i,-0.00021687+0.00050374i,-0.00011002+0.00042448i,0.00018213+0.00022471i,0.00026604+0.00023232i,-0.00045311+4.8876e-05i,-0.00064343-0.00017703i,-0.00019355+0.0001433i,-0.0007372-5.1886e-05i,-0.0001083+0.00045394i,0.001407+0.0010147i,0.0011444+0.00076183i,-6.0717e-05+0.00043683i,-0.00081391+0.00019475i,-0.00083175+0.00050449i
0.00071909+0.0016204i,0.00026198+0.00078036i,0.0002252-0.00028824i,0.00090521-0.00066497i,0.00064258-0.00041071i,-0.00013134+0.00059292i,-2.4606e-05+0.0011441i,0.00076982+0.00067242i,0.00087892-5.9141e-05i,0.00023946-0.00067086i,0.00013376-0.00068355i,0.00028918-7.6758e-05i,0.00046866+0.00018626i,-0.00013758+0.00063232i,-0.00044308+0.0011286i,0.00019088+0.00032756i,0.00043501-0.00051969i,0.00015253-5.7346e-05i,0.00014105+0.00019539i,0.00033793-0.0006552i,0.00038814-0.00098152i,0.00046459-0.00012813i,0.00016778+0.00054179i
9.5302e-05+0.0031332i,0.00075964+0.0019067i,0.0013665+0.0012054i,0.0016987+0.0011469i,0.001427+0.00089964i,0.00061794-0.00060806i,0.00048864-0.00069262i,0.00073529+6.2505e-05i,0.00099876+0.00051802i,0.0013026+0.00063975i,0.00094509+0.00020279i,0.00033809+0.00010338i,0.000519-0.00035263i,0.00027849+0.00026848i,-0.00030748+0.0013659i,-0.00047944+0.0009763i,-0.00045433+0.0007322i,0.00014963+0.00090866i,9.0753e-05+0.00025375i,0.00030391+0.00030291i,0.00055261+0.00090914i,-3.2803e-05+0.00060711i,0.0001957-0.00033645i
0.00054495+0.00099907i,0.00061596+0.00095299i,0.00012208-0.00044964i,0.00030391-0.0011052i,9.4836e-05-0.00054304i,7.2964e-05+0.00029315i,0.00023518+0.0010489i,0.00036765+0.0011525i,0.0011578+0.00086723i,0.0014125+0.00049487i,0.00089739+0.00018079i,-6.5235e-05-0.00032394i,-0.00033257+3.2667e-06i,0.00012967+0.00067881i,-0.00020803+0.00024397i,-0.00051873-0.000179i,-0.00011354+0.00017876i,-1.8531e-05+4.3491e-05i,-4.5999e-05+0.00042238i,-0.00023248+0.00076306i,-0.00034195+0.00050872i,-0.00032952+0.00023699i,-0.00015827-0.00023042i
0.00022291+0.00022962i,-0.00033728+0.00036373i,-0.0010948+8.1868e-05i,-0.0011848-0.00017032i,-0.00033525+0.0001879i,0.0011398+0.00074349i,0.00063817+0.00057343i,-0.00015202+0.00017279i,0.00021733+0.00022838i,1.004e-05+3.3959e-05i,0.00041369-0.00027743i,0.00088877-0.00060113i,0.00070337-0.0011123i,0.00051763-0.00061259i,-0.00017196+0.00038041i,-0.00078774+0.00023505i,-0.00059454+5.4273e-05i,-0.00023677+0.00034671i,-0.00048151+0.00041658i,-0.00057725-1.471e-05i,-0.00051932-0.00015895i,-0.00062868-0.00031354i,-0.00023534+0.00021135i
-0.0015924-7.0373e-05i,-0.0012914+0.0011313i,-0.00062813+0.0013323i,0.00049512+0.0010234i,0.0010599+0.00036704i,0.00096531-0.0010733i,0.00034698-0.0009318i,0.00012095-0.00028197i,0.00010734-0.00049646i,-0.00016755-0.00077435i,-0.00026032-0.0012839i,-4.9596e-05-0.00086299i,0.0001113+0.00023857i,-0.00055699-6.4872e-06i,-0.00047187-0.00017083i,-0.00025086-0.0002948i,-0.0010179-0.00055384i,-0.00051384-0.00050264i,0.00023771-0.00053235i,-0.00026174-0.00042825i,-0.00080653+0.00043433i,-0.00094609+0.00082656i,-0.00067044-0.00070209i
0.0020522+0.00017125i,0.0020169+0.0002716i,0.0012873+0.00012747i,0.00056236-3.8016e-05i,0.00069727+0.00016183i,0.00062684+0.00061342i,-0.0002001+0.00033017i,-0.00026294-0.0001473i,-0.00019571-0.0005182i,0.00023215-0.00022145i,0.00041826+7.619e-05i,0.00020044+0.00028465i,0.00055349-0.00028346i,0.00088276-0.00051621i,0.00081651-2.839e-05i,0.00099051-0.00061928i,2.5014e-06-0.00067991i,-0.00069522-0.00043943i,-0.00077842-0.00080902i,-0.00064354-0.0015525i,-0.00010045-0.0015711i,0.00018059-0.00027437i,0.00047813-0.00024423i
-0.00049713+0.0015608i,-0.00042773+0.0013217i,2.1811e-05+9.7693e-05i,0.0010957-0.0012802i,0.0013282-0.0017142i,0.00037604-0.0013413i,-4.135e-05-0.00059719i,0.00027951-0.00012522i,0.0013521+9.895e-05i,0.0014846-0.00017271i,0.00093036-0.00062215i,0.00011002-0.00035354i,-0.0010559-0.00070853i,-0.0010095-0.00075948i,-2.7465e-05+0.00019076i,0.00019284+0.0011099i,0.00036272+0.0010675i,0.00064739+0.00036144i,0.00092145+0.00025511i,0.00079848+8.8181e-05i,0.00031609-0.00020883i,0.00010519-4.1853e-05i,3.4726e-05+0.0004462i
0.00031838+0.0006661i,0.00076096+0.0008771i,0.00058807+0.0010619i,0.00021229+0.001039i,0.00060953+0.00083275i,0.0009969+0.00082322i,9.7389e-05+0.00069065i,5.7281e-05+0.00031326i,0.0004564+0.00018619i,0.00042212+0.00015261i,0.00021858+0.00043499i,-8.8523e-05+0.00090059i,0.00019332+0.001244i,0.00081304+0.00090592i,0.0014823+0.00042826i,0.0011659+0.00085089i,0.00039399+0.00040196i,0.00019662+0.00011932i,-5.6124e-05+0.00042824i,-8.6135e-06+0.00059961i,-4.7138e-05+0.00010019i,-0.00027838-3.5624e-05i,0.0003069-0.00011578i
-0.0022874+0.00079572i,-0.001662+0.00063784i,-0.00072347+0.00092944i,-0.00024926+0.0016684i,0.00025426+0.001178i,0.0007159-8.0618e-05i,0.00065522-0.00028345i,0.00024331+0.00012394i,-0.00012504+5.5861e-05i,-0.00021873+0.00035766i,0.00014377+0.00090105i,0.0011321+0.00051315i,0.00079289+0.00017777i,-0.00012128-0.00048066i,-0.0003358-0.00087496i,0.0001502-0.00014262i,-0.00011947-3.2967e-05i,-0.00048939-0.00070254i,-0.00022546-0.00058963i,-0.00015763-0.00085279i,-0.0006051-0.0015714i,-0.0006486-0.00099475i,-0.00047341-9.3346e-05i
0.00012712+0.00068226i,0.00072581+0.0016258i,-3.2006e-05+0.0017055i,-0.00063165+0.00026505i,0.00038176-0.0003554i,0.00089674-0.00025846i,0.00023282+0.00040973i,0.00041318+0.00066803i,0.00075231+0.00086742i,-7.2861e-05-6.0784e-05i,-6.2071e-05-0.00057902i,0.00032377-0.00022117i,-0.00060637-0.00024741i,-0.00075899+0.00027076i,-0.00058374+0.00054198i,-0.00075847+0.0003351i,-0.00026371+9.3039e-05i,0.00059831+0.00028989i,0.00074538+0.00023831i,0.00073008-0.00040709i,0.00081948+0.00013495i,0.00072639+0.0010479i,0.00059508+0.00049743i
-0.00056697-8.4378e-05i,-9.5323e-05+0.00050762i,-0.00041698+0.00058957i,-0.0011203+0.00029016i,-0.0011117+0.00043869i,-0.00089245+0.00023396i,-0.00032101-0.00050599i,0.0004522-0.00010808i,0.00074356+0.00037504i,0.00078153+0.00059184i,0.00041308+0.00018048i,-0.00028954+0.00034363i,-0.0003762+0.0008061i,0.00057613+0.0004548i,0.00030625-0.00063759i,-0.00020573-0.0011485i,0.00063233-0.00037283i,0.0013134-0.0002015i,0.0011842-0.00020307i,0.00049852+0.00052861i,0.00037572+0.00081577i,0.00053957+0.00047171i,-0.00011366-0.00024921i
