2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
0.00064491+0.0021778i,0.002051+0.0026401i,0.002994+0.0030194i,0.0021112+0.001965i,0.0014567+0.0010713i,0.00049051+0.0008392i,-0.00030373+0.00081778i,-0.00058038+0.0010823i,-0.00049248+0.0010998i,-0.0001478+0.0011052i,-0.00091399+0.0010165i,-0.0018464+0.0010369i,-0.0013311+0.00080254i,-0.00060386+0.00031804i,-0.00046136+0.0001525i,-0.00051081+0.00018543i,-0.0003001+0.00025466i,-0.00012342+0.00048487i,0.00032399+0.00015778i,0.0006778-0.0001532i,0.00028116+0.00026328i,-0.00060725+0.00024152i,-0.00087068-0.00067998i
0.0024885+0.00090273i,0.0016685+0.00022282i,0.0010112-0.00067903i,0.00027061-0.0010303i,-0.00068712-0.00065072i,-0.0016034-0.00043085i,-0.0010537-0.00017275i,-0.00010181+0.00040652i,-0.00024275+0.00020652i,-0.00074008-0.00031946i,-0.00064574-0.00014196i,-0.0003079+0.00011939i,0.00013099+0.00013131i,0.00057353+0.00010805i,0.00075012-0.0004124i,0.0010488-0.00047152i,0.00063724+0.00055909i,6.9035e-05+0.0011278i,2.2472e-05+0.00082137i,8.7158e-05+0.0003069i,5.3999e-05-0.00013608i,-6.2935e-05-0.00085751i,0.00019975-0.0011145i
-0.00031128+0.000553i,0.0010597+0.00075121i,0.0014379+0.001373i,0.0014635+0.0018348i,0.0011935+0.0017917i,0.00020191+0.0013477i,-0.00052302+0.00077103i,-0.00086526+0.00094572i,-0.00074771+0.0013358i,-0.00035728+0.00091856i,9.8854e-05+0.00016859i,-0.00010298+6.1968e-05i,-0.001271+0.00044307i,-0.0010097+0.00075602i,-0.00066861+0.001046i,-0.0011087+0.00070504i,-0.00058387+0.00034422i,0.00022148-0.00011409i,0.0006773-6.3756e-05i,0.00015081-0.00049454i,-0.0005885-0.00088062i,-0.00068939-0.00036252i,-0.00057895-0.00014512i
0.00035398+0.0013669i,0.00079278+0.0016741i,0.0011774+0.0013105i,0.0009857-0.00021932i,0.00043932-0.00057159i,0.00026428-0.00034947i,0.00046201+0.00012229i,0.00056141+0.00073148i,0.00026941+0.00073824i,-3.4708e-05+0.00030252i,-0.0003405-0.00011567i,-0.00072584-0.00032057i,-0.00097192-7.9669e-05i,-0.00049547-0.00031888i,-0.00019601-0.00045363i,-0.00076967-7.298e-05i,-0.00069492-0.00019681i,-0.00050964-0.0010779i,-0.00032897-0.00091821i,6.5763e-05-0.00015508i,0.00019883-0.00019027i,0.00047262+0.00012648i,0.00038876+0.00061778i
0.0009908+0.0031659i,0.0016024+0.0029233i,0.0022453+0.0028674i,0.0020475+0.002163i,0.0028324+0.0011063i,0.0020208+0.00032705i,-0.0004173-0.00043827i,-0.0018994-0.00046094i,-0.0017485+0.00045099i,-0.00084282+0.00042441i,-3.3612e-05+4.0173e-05i,-0.00048249-0.00033259i,-0.00061931-6.0211e-05i,0.0001459+0.00062439i,0.00024306+0.00059538i,0.00027929+0.00010655i,-0.00020066-0.00050867i,-0.0016224-0.0006209i,-0.001763-0.00018062i,-0.00028831-0.00039439i,0.0004595-0.0004597i,0.00056502-0.00019984i,0.0013132+9.4695e-05i
0.0013394+0.00012482i,0.00086735-0.0016159i,-0.00011568-0.0011847i,0.00033935-0.00082977i,0.00029491-0.00046822i,-0.0003331+0.00061289i,-0.00032911+0.00088436i,0.00025559+0.00026547i,0.00058462-0.00045928i,0.00018789-0.00062332i,-0.00026017-0.0004345i,-3.7234e-05-0.00019846i,0.00048265+0.00030021i,0.00078821+0.00044695i,0.00089963+4.9439e-05i,0.0010691-2.5583e-05i,0.000408-6.433e-05i,-0.0005383-0.00040007i,-0.0003808-0.00067145i,0.00054527-0.00049648i,0.00068371-0.00068838i,0.00027369-0.00034256i,-0.00052122-9.794e-05i
0.0015189+0.00095104i,0.00066538+0.0015996i,0.00047168+0.0017436i,0.00060839+0.0014909i,-2.2246e-06+0.0019304i,-0.0006313+0.0008155i,0.00027024-0.00011563i,0.00018714+3.1099e-05i,-0.00030904+7.1029e-05i,0.00061856+0.0001453i,0.001185-8.8225e-05i,0.00019067-8.0232e-05i,-0.00087647-0.00012831i,-0.00094509+0.00040382i,-0.00023455+0.0009344i,0.00078905+0.0005757i,0.0010372+0.00035709i,0.00076744+4.6671e-05i,0.0011271-0.00041099i,0.00081024-0.00087362i,-0.0002501-0.00045816i,-0.00038256+0.00034092i,8.7397e-05+8.5196e-05i
-0.002085+0.00051542i,-0.00057444+0.00090207i,0.00048358+0.00091018i,0.00077674+0.0016639i,0.00052105+0.0023633i,0.00034178+0.0013614i,0.00014379+0.00079512i,-0.00048125+0.00053155i,-0.0011067+0.00018942i,-0.00098703+0.00019653i,-0.00039529+6.0418e-05i,0.00010073-5.7334e-05i,4.6592e-05-3.4476e-05i,-0.00031601+0.00023593i,-0.00023933+0.00077731i,-0.00017037+4.5655e-05i,-0.00023543-0.00097129i,-0.0004295-0.00028126i,-0.00052571+0.00021609i,-0.00072629+0.00024973i,-0.0010565+0.00024629i,-0.0011993+0.00018243i,-0.00059569-9.213e-05i
0.001051-0.0016004i,-0.00025074-0.0014168i,-0.0012737-0.0013898i,-0.0016467-0.00053482i,-0.0014597+0.00033046i,-0.0012159+0.0013092i,-0.00032079+0.0014032i,-5.9581e-05+0.00030688i,-0.00042116-0.00047001i,-0.0008023-0.00065369i,-0.00050609+0.00022545i,-0.00029928+0.0014765i,-0.00074463+0.00097771i,-0.00020852+0.00055294i,0.00030801+0.00047208i,0.00059918+0.00023474i,0.0012579+0.00031665i,0.0010106+8.9381e-06i,0.00051356+2.517e-05i,0.00040273+6.8029e-05i,0.0002323-0.00063414i,0.00054603-0.0013154i,0.00064712-0.00085282i
0.00042845-0.00029943i,0.00012298-2.3249e-05i,-0.0005321+0.00038759i,-6.5605e-05-0.00025082i,0.00010364+0.00034629i,-0.00021606+0.001735i,-0.00043092+0.0012106i,-0.0014488+0.00086078i,-0.0021765+0.00090871i,-0.0018373+0.00069715i,-0.00084117+0.00038285i,-0.00021577+0.00027967i,4.7127e-05+0.0001908i,8.9759e-06-0.00057998i,0.00027928-0.00090075i,0.00060634-0.00037165i,0.00090388-0.00078735i,0.0016343-0.0013594i,0.0016996-0.00065428i,0.00056386+0.00012011i,-0.0002356+0.00075137i,-0.00024127+0.00085615i,-0.00011866+6.3446e-05i
0.00027066+0.00092437i,-0.00054572+0.00071968i,-0.0015209+0.0010285i,-0.00043098+0.0012104i,-0.00013078+0.0011621i,-0.00095954+0.0009379i,-0.00018477+0.00035899i,0.00068025-9.8202e-05i,0.00018769-8.8964e-05i,-0.00031178-0.00076361i,0.00018184-0.00076604i,0.00023945+0.00043761i,-0.00051953+0.0015923i,-0.00095099+0.0014314i,-0.00056208+0.0007634i,7.8959e-05+0.00075024i,0.0004335+0.00056273i,-0.00063497+0.00026425i,-0.0015548+0.00026164i,-0.0016471+0.00073715i,-0.0015981+0.00079661i,-0.0010518+0.00083693i,-0.00082386+0.00064689i
0.00096601+0.00084783i,0.00025844+0.0002488i,0.00047555-1.083e-05i,-0.00065168+0.00028149i,-0.00091303+0.00083078i,-0.000465+0.00033077i,-0.00043929-0.00037794i,-0.00085416+1.2658e-05i,-0.00063883+9.3349e-05i,0.00013768-3.6327e-05i,0.00021634+0.00025637i,0.0003234+0.00045616i,-0.00027868+0.00062051i,-3.3993e-05+0.00026484i,0.0010413-0.00016035i,0.0012833-0.00034397i,0.00051628-9.2325e-05i,-0.00033711+0.00065797i,-0.0001791+0.00081713i,-0.0001618+0.00070703i,-0.00041137+0.00046127i,-0.00013952+0.00038315i,-0.00042103+0.00064904i
0.00074409+0.0013022i,0.00091598+0.0017851i,0.00095284+0.0016767i,0.0014807+0.0015364i,0.0013908+0.0020663i,0.0012279+0.0015281i,0.00096902+9.648e-05i,0.0001067+2.8954e-05i,-8.058e-05+0.00077209i,0.00021799+0.00058319i,0.00094547-0.00037871i,0.0010524-0.00055697i,9.8833e-06-0.00015633i,-0.0004507-0.00011536i,1.2561e-06+0.00017875i,0.00040538+0.00018836i,-9.8464e-05-0.00028778i,-0.00045563-0.00074868i,-0.00050052-0.00011156i,-0.00060586+0.00025139i,-0.00064206+0.00013736i,-0.00045717-2.2234e-05i,-0.00063914-0.00025865i
-0.00096898+0.00018602i,-0.0010585+0.00046536i,-0.0010063+0.00015993i,5.128e-05+8.6219e-05i,0.00035977+0.0010498i,-0.00016799+0.0012056i,-1.6017e-05+0.00049833i,0.0001044+0.00034325i,-0.00051451+0.00035707i,-0.00071255+0.00062997i,-0.00022075+0.0015535i,0.00048192+0.0015047i,0.00083607+0.00071141i,0.0009007+0.00019079i,0.00048532+0.00045027i,0.0003803+0.00081405i,-0.00010542+0.0009581i,-0.00081654+0.00035314i,-0.00064447-0.00053969i,2.0521e-05-0.00055762i,0.00068687+0.00013761i,0.00053972+0.00045423i,-9.1239e-05+0.00042074i
0.0012586-0.0017777i,0.0012856-0.0020685i,0.00035518-0.0011525i,-0.00052272-0.00064195i,-7.1791e-05-2.6563e-06i,6.8794e-05+0.0011911i,0.00048581+0.0012694i,0.00038558+0.0011i,-0.00031172+0.00034469i,-0.00061694-0.00021165i,-0.00051407-0.0004182i,-9.656e-05-0.00043812i,-0.0004741+0.0005413i,-5.3472e-05+0.00064053i,0.0011059-0.00031718i,0.00021021-0.00011127i,-0.00046619-0.00027933i,0.00038884-0.00046168i,0.00060623+0.00012745i,0.00058928+0.00027773i,9.8553e-05+0.00022089i,-0.00049891-0.00027245i,0.00048044+5.1296e-06i
0.00058852+0.0017566i,-0.00015103+0.00085283i,0.00025097-0.00052896i,0.00027124-0.00057647i,9.1992e-06+0.0010601i,-0.00029718+0.0025345i,-0.00055594+0.0024357i,-0.00084876+0.0011545i,-0.00064845+0.00011082i,-0.00033354-0.00018628i,-0.00031987-0.00042383i,-0.00039414+0.0001185i,-0.00054952+4.3493e-05i,-0.00020023-0.00035123i,0.0002067+8.2714e-05i,-0.0002759+0.00066069i,-0.00043288+0.00059088i,-0.00033056-1.7091e-05i,-0.00023242+0.00012809i,-4.7537e-05+0.00036859i,9.9733e-05+0.00028815i,0.00046435+2.1598e-05i,-0.00015023+0.00034643i
-0.0025924+0.00011764i,-0.0018134+0.0010682i,-0.0012083+0.0024079i,-0.0013451+0.0032886i,-0.00037289+0.0031209i,0.00085535+0.0024682i,0.00092186+0.00077845i,0.000675-0.00037618i,8.6725e-06+0.00019393i,-0.00051677+0.00068692i,4.4716e-05-0.00049517i,0.00093893-0.0012531i,0.0010074-0.00065514i,0.0003668-6.3593e-05i,0.00040858-0.00017344i,0.00036099-0.00041401i,-0.00082678-5.9046e-05i,-0.00074997-0.00026579i,0.00033744-0.00073677i,0.00042128+0.00014356i,-0.00026168+0.00099848i,-0.00055841+0.001091i,-9.3109e-05+0.00066321i
0.00054036-0.00035449i,0.00098242+0.0010649i,0.00034366+0.0017144i,-0.00086911+0.0014481i,-0.00096833+0.00073545i,-2.1493e-05+0.00047708i,0.00052177+4.4337e-05i,0.00021778+8.8146e-05i,-0.00025085+0.00030537i,-0.00023177+0.00011001i,0.00024105+0.00028148i,0.00076377+0.00036006i,0.00075048+4.4519e-05i,-0.00035108+0.00047262i,-0.0010038+0.00029811i,-0.00018839-0.00028762i,-2.2175e-05-0.00018843i,2.0584e-05+0.00026464i,0.00017586+0.00053374i,-0.00032454-0.00020749i,-0.00034229-0.00047052i,-0.0004793+2.5438e-05i,-0.00091424-0.00042543i
0.0003923-0.00045415i,-0.00013265-0.00019028i,-0.0009132-3.0477e-05i,-0.0012882+0.00052269i,-0.00094165+0.0012758i,-0.00054366+0.0016037i,-0.00058549+0.0016995i,-0.00024574+0.0016918i,-0.00030021+0.0010141i,-0.00061557-0.00036246i,-0.00056726-0.00063443i,-0.00030678+0.000233i,7.7575e-05+0.00068505i,-0.000252+0.0011628i,-0.00030327+0.00071261i,-0.00014135-0.00079028i,-9.3379e-05-0.0013638i,-0.00014016-0.00034879i,2.4035e-05+0.00046694i,0.00058432+0.00042786i,0.0010264+0.0011248i,0.00077629+0.001566i,0.00020719+0.00086541i
-0.00086068+5.4347e-05i,0.0004275+0.00023697i,0.00066818+0.00067233i,-0.00039075+0.0015584i,-0.00041226+0.0019991i,0.00013568+0.0010842i,-0.00032584+0.00021929i,-0.0012688-2.7911e-05i,-0.0010602-0.00018831i,-0.00046901+6.0667e-06i,0.00020173+0.00022748i,3.3958e-05-0.00016746i,0.00056706+0.00015073i,0.0014122+0.00037314i,0.00054639-2.3541e-05i,-7.157e-05+0.00035726i,-0.00033961+0.00012222i,-0.00054609-0.00022443i,-0.00053704-0.00019823i,-0.00011583-0.00073068i,0.00031127-0.0013724i,1.7019e-05+0.00023409i,-0.00048786+0.00093486i
0.00049708-0.00034952i,0.00032572+0.00091504i,0.00015491+0.00074681i,-4.1882e-05+0.00010151i,-0.00076491+0.00032489i,-0.00062876+0.0011525i,-0.00011342+0.0013244i,0.00042546+0.0012889i,0.00063493+0.00080853i,0.00052053+4.0447e-05i,0.00027531-0.00058287i,0.0002111-0.00051395i,0.00012246+0.00064245i,0.00011361+0.00091756i,0.00033877+9.5918e-05i,0.00080251-0.0006743i,0.0010683-0.0007123i,0.0011521-0.00069809i,0.00065602-0.00075687i,0.00017251-0.00064441i,0.0002829-0.00056828i,-3.4752e-05-0.00071251i,-0.00061993-0.00062878i
0.0022784+7.1278e-05i,0.0010359-0.00077321i,4.4066e-05-0.0019247i,-0.00039698-0.0013591i,-0.00073418-0.00023268i,-0.0010403+0.00038728i,-0.00044498+0.00062821i,-7.7525e-05+0.00052885i,-6.6948e-05-0.00021717i,8.5488e-05-0.0012242i,-0.0003669-0.00093819i,-0.0005272-0.00044552i,-2.804e-05+0.00042172i,0.00025292+0.0011852i,-0.00038162+0.0005867i,-0.00021647+0.00036856i,0.00032074+0.00038555i,-0.00021893+0.00076819i,-0.00060486+0.0011661i,6.7575e-06+0.0011613i,0.00030565+0.00070099i,-1.4952e-05+0.00075266i,-6.2584e-05+0.00096289i
-0.0039391+0.00092571i,-0.0035588+0.0025566i,-0.003282+0.0035193i,-0.0016189+0.003678i,0.00012103+0.0040224i,0.0010463+0.0040983i,0.00088612+0.0029888i,0.00054585+0.00087434i,0.00028342+0.0002208i,8.4938e-05+0.00049658i,-0.00034021-9.0897e-05i,-0.00025446-7.4032e-05i,0.00059709-7.7804e-05i,0.00092896-0.00036304i,0.0009997-6.9853e-05i,0.00058982+0.00012301i,9.3533e-05+0.00034008i,0.00027293+0.00079605i,0.00034105+0.00078403i,0.00064135+0.00015664i,0.0007285-7.4023e-05i,0.00054809-0.00019012i,0.00031734-0.001325i
0.00022131-0.00042499i,9.8874e-06-0.00045529i,0.00042894-0.00041581i,0.001-0.00038957i,0.0003554-0.00021498i,-0.00056807+8.5292e-05i,-0.00035373+0.00018562i,0.0002064-0.00054667i,-0.00025399-0.00094596i,-0.00086-0.00039982i,-0.00078744-8.7622e-05i,4.228e-05+0.00023664i,0.0002498+0.00045509i,0.00011998+0.00030181i,0.00044199-0.00010592i,0.00069156-0.00071191i,0.0002405-0.00026385i,-0.00015987+0.00039031i,0.0003759-0.00049353i,0.00092183-0.0009862i,0.00067082-0.00052424i,0.00023446-0.00054333i,0.00045433-0.00012561i
-0.0009699-0.0027212i,-0.0015763-0.0014428i,-0.0021524-0.0012329i,-0.0025565+0.00045191i,-0.0025163+0.0023164i,-0.00064598+0.0025629i,0.00047589+0.0020147i,-0.00016994+0.00057878i,-0.00019452-0.00040215i,-3.3617e-05-6.3779e-05i,0.00031764+0.001001i,0.00021041+0.00082437i,-0.00021589+0.00018757i,0.00043436+0.00011718i,0.00037057-0.00036619i,0.00011603-0.00090167i,0.00014429-0.00057233i,-0.00043986+1.4804e-05i,-0.00051064-0.00020758i,0.00021035-5.1819e-05i,0.0004936+0.00032685i,0.00042649-0.00012466i,0.00033837-0.00028486i
8.4893e-05+0.0015997i,0.00049653+0.0010094i,0.00047695+0.00085908i,8.7231e-06+0.00091939i,-0.00022498+0.00032926i,0.00042881+0.00040939i,0.00013875+0.0010732i,-0.0015472+0.00075557i,-0.0014507+0.00016039i,-0.001002+0.00031135i,-0.00083565+0.00052537i,-0.00022678+0.00074259i,0.0001156+0.00042667i,1.6329e-05-0.00043723i,-6.2133e-05-0.00020481i,0.00023637+0.00082218i,0.00029299+0.0010608i,4.1088e-05+0.00098354i,0.00020129+0.00072011i,0.00040792+0.00015273i,0.00029056-0.000466i,-0.0003329-0.00065763i,1.267e-05+0.00030554i
-0.00066338-0.00071003i,-4.3098e-05-0.00074272i,-0.0001083-0.00031365i,7.945e-05+0.00048883i,0.0004522+0.0011041i,3.3767e-05+0.0016061i,9.3981e-05+0.0020879i,4.6918e-05+0.0012641i,0.00029563+0.00010577i,0.00049073+0.000262i,-0.00030014-0.00012454i,-0.00030164-0.00068248i,-0.00017888+4.1671e-05i,0.00035762+0.00046866i,0.00082982+8.5887e-05i,0.00096029-0.00037417i,0.0003729-0.00012766i,-0.00046085+8.1592e-05i,-0.00071224-8.3919e-05i,-0.00075082+0.00042985i,-0.00018032+0.00049881i,-9.5612e-05-1.7723e-05i,-0.000701-0.0003758i
-0.0016318+0.00097724i,-0.0014535+0.0017895i,-0.0010575+0.0024289i,-0.00085856+0.0024217i,-0.00087191+0.0028627i,-0.00036622+0.0019787i,9.7026e-05+0.00020946i,1.3616e-05-0.00020426i,0.00016239-0.00010315i,0.00071143+0.0006881i,0.00074876+0.00082312i,0.00099311+0.00050633i,0.00032178+0.00072221i,-0.00073248+0.00035169i,-0.00045246+1.4893e-05i,-0.00054746-0.00022523i,-0.00048693-0.00099957i,4.9583e-05-0.0011187i,-0.00014729-0.00019337i,0.00033923+0.00024094i,0.00082213+0.00038209i,-8.6331e-05+0.00031985i,-0.00024672-0.00014843i
0.00061972+0.00098603i,0.0008156+0.00098346i,0.002087+0.00031464i,0.0021312+0.00012591i,0.0015314+0.00070517i,0.000257+0.0012783i,-0.00074791+0.00099085i,-0.0006283+0.00035702i,-0.00056058-2.395e-05i,-0.00074932-0.00044463i,-0.000419-0.00048047i,-0.00028189+0.00060929i,0.00056291+0.001396i,0.0010155+0.00079984i,0.00085301+0.00047336i,0.00045352+0.00050094i,-0.00038428+0.00010017i,-0.0010105-0.00059904i,-0.00098103-0.0005293i,-0.0011355+0.000277i,-0.00087521+0.00048711i,1.3252e-05+0.00034703i,-6.2052e-05+0.00062737i
-0.00071596+0.00086028i,-0.00013117+8.5667e-05i,0.0015392-0.00035115i,0.0014981+0.00023819i,0.00048811+0.0004619i,0.00041807-0.00031212i,0.00028761-0.00058335i,5.1992e-05-0.00037434i,-0.00056338-0.00023233i,-0.0010953-2.771e-05i,-0.0002307+7.0345e-05i,1.5907e-06+0.00021436i,-0.00051277+0.00019913i,0.00029214-6.13e-07i,0.00043961+2.716e-05i,0.00019019+0.00034779i,0.00056357+0.0010078i,4.6557e-05+0.00066614i,-0.00046152+0.00014326i,-0.0004372-2.4588e-05i,-0.00073668-0.00073585i,-0.00034866-0.00066278i,-9.8189e-05-0.00062021i
-0.00071543-0.00085726i,-0.00013674+0.00016303i,-0.00048574+0.00086994i,-0.0011135+0.0018733i,-0.0010497+0.0029514i,-0.00022897+0.0022132i,0.00026537+0.00095692i,9.2143e-05+0.00075878i,-0.00060346+0.0011154i,-0.00034608+0.0011419i,0.00062211+0.0012873i,0.00054261+0.0010109i,0.00027094+0.0001404i,0.00037563-0.00056745i,0.00021783-0.00035842i,-0.00016179-0.00049843i,-0.00026275-0.00017064i,-0.00030502+0.00015194i,-0.00048472-0.00053669i,-0.00043833-0.00012437i,0.0002761-0.0003645i,0.00080925-0.00038264i,0.00033895-0.00044943i
-0.0010582+0.0012206i,0.0004291+0.0023589i,0.0011269+0.0019653i,0.0014674+0.001736i,0.00154+0.0021605i,0.0013233+0.0021762i,0.0006402+0.0011545i,5.9868e-05+0.00070011i,-0.00042302+0.00071843i,-0.00058104+0.00070498i,-0.0004245+0.0009859i,-0.00013888+0.00039313i,0.00016197+6.0202e-05i,-4.079e-05+0.00063005i,-0.00022904+0.00097394i,0.00043396+0.00080847i,0.00017987+0.00081949i,-0.0004226+0.0013369i,-0.00013902+0.0012056i,0.00049496+0.00014077i,0.00062857+0.00031966i,0.00046233+0.00085719i,0.00031932-0.00026098i
-0.002011+0.00058585i,-0.00028867+0.0011516i,0.0017217+0.0015816i,0.0022017+0.0010293i,0.0018727+0.00035073i,0.0012861-0.0002475i,0.00030608+0.00015464i,-0.00047712-0.00022477i,-0.0011024-0.00065196i,-0.00037045-0.00020545i,0.00010297+3.6145e-05i,-0.00069673+0.00027085i,-0.0014187+0.00062756i,-0.00085204+0.00039721i,6.9932e-05+7.4771e-05i,0.00082591+3.5415e-05i,0.00072641+0.00045158i,0.0004367+0.0008806i,0.0001252+0.0012492i,-0.00031512+0.00098064i,-6.0982e-05-0.00016973i,-4.0148e-06-0.0004256i,0.00010734-0.00011962i
0.00049295-0.00024735i,-0.00063306-0.00023354i,-0.00055378+0.00068612i,-0.00059526+0.0022171i,-0.00094267+0.0027618i,-0.00064386+0.0021126i,-0.00051565+0.0011916i,-4.8363e-07+0.00084294i,-0.00014488+0.001056i,-0.00016571+0.00076081i,0.00016168+0.00024221i,-0.00019073+0.00047292i,-0.00041951+0.00074798i,-0.00013141+0.00047302i,0.00015615+7.6722e-05i,0.00026783+0.00021193i,0.00055336+0.00059798i,0.00042206+0.00060851i,-0.00056281+0.00044217i,-0.001063+0.00033696i,-0.0010081+0.00038115i,-0.00038099+7.591e-05i,-3.637e-05-0.00014451i
-0.00023628+0.00061151i,-1.1297e-05-1.6249e-06i,0.00098962-0.00083301i,0.0017339-0.00021038i,0.00046466+0.001684i,-0.00013272+0.0015059i,0.00054105+4.7978e-05i,0.0010358-0.00054557i,0.0009275-0.00059194i,-0.00042941-0.00040774i,-0.0012554+0.00010555i,-0.00059387+0.000593i,-3.0023e-05+0.00020024i,0.00053711-0.00042004i,0.0011699-0.00045885i,0.0018848-0.00049497i,0.0013474-0.00017261i,0.0002118+0.00044544i,0.00030263+0.00093042i,0.00076432+0.0010698i,0.00066578+0.00082203i,0.00045462-0.00016119i,0.00028192-0.0010764i
-0.0020698-0.00050693i,-0.0025097+0.00027857i,-0.0027921+0.0017687i,-0.0027315+0.0029693i,-0.0021403+0.0033459i,-0.0012406+0.0027776i,-0.00023849+0.0021323i,-0.0004935+0.0014581i,-0.0005983+0.0004485i,-0.00063813+0.00020894i,-0.001011-8.3392e-06i,-0.00085699+2.2533e-05i,-4.1591e-05-1.1356e-05i,0.00060667-0.00056762i,0.0005509+4.5268e-05i,0.00068023+0.00020574i,7.2699e-05-0.00071598i,-0.00057571-0.00034489i,8.8944e-05+0.0010275i,0.00072638+0.00061209i,0.00091652-0.00046996i,0.00072713-0.00015974i,1.0638e-05+0.00010185i
-0.00070549-0.00053235i,-0.00025049-0.00059623i,0.00012838-0.00031554i,-0.00011417-8.3536e-05i,-0.00025878+0.0010758i,0.00027909+0.0012866i,5.8524e-06+0.00062715i,-0.00051119+0.00069051i,-0.00069761-8.3e-05i,-0.00034641-0.00091061i,-1.0006e-05-0.00065934i,-0.00054083-0.00044859i,-0.00053138-0.00065741i,2.5577e-05-0.0010963i,-0.00011591-0.00051404i,-0.00022828+0.0005402i,-0.00074497+0.0009048i,-0.00083639-5.9515e-05i,-0.00041569-0.0007011i,0.00026141-0.00013029i,0.00022766+0.00059085i,-0.00071097+0.0013659i,-0.0005227+0.0010213i
0.00045805+0.0009991i,0.0010084+0.0011348i,0.0018071+0.0015757i,0.0012093+0.0022892i,0.00041508+0.0020875i,4.5783e-05+0.0011012i,-0.00054653+0.00051668i,-0.00061324+0.0004667i,-0.00055422+0.00035369i,-0.00082288+0.00022713i,-0.0014935+0.00037823i,-0.0012227-0.0001083i,-0.00032336+0.00058059i,-0.00010178+0.00069889i,-0.00039037+0.00056005i,-4.5267e-05+0.0012504i,0.00037119+0.0014216i,0.0010988+0.00097878i,0.0015516+0.00036679i,0.00048593+0.00027184i,-0.00068055-2.9517e-05i,-0.00010632-0.00033361i,0.00029303-0.00033545i
-0.0018393+0.00065779i,-0.001665+0.0013594i,-0.0018639+0.0018019i,-0.0016944+0.001705i,-0.00045713+0.0024527i,-1.7567e-05+0.0020167i,-0.00039029+0.00032442i,-0.00053364-0.00010536i,-0.0010225+0.00016844i,-0.00087237+0.00049935i,-0.00015554+0.00077448i,7.3283e-05+0.00064562i,0.00022698+0.00044355i,0.00051059-0.00016732i,0.0013566-0.0010563i,0.0011282-0.0011485i,0.00023249-0.0011733i,0.00032629-0.0013813i,0.00010779-0.00037373i,-3.1507e-05+0.00066772i,0.00044223+0.00065355i,0.00016566-0.00016472i,-2.2848e-05-0.00099563i
-0.00032607-0.00080535i,0.00031657+0.00033621i,0.00061472+0.00097923i,-0.00012803+5.0727e-05i,-0.00050012+0.00021735i,2.2724e-06+0.00086945i,-0.00086723+0.0010995i,-0.0021148+0.0009437i,-0.0014617-0.00010162i,-0.00038217-0.00018413i,-8.9093e-05+0.0004068i,0.00025338+0.00021153i,0.00025555+2.5413e-06i,0.0001852-0.00030474i,-5.8838e-05-0.00022607i,-0.00030222-0.00014475i,0.00040493+0.00032681i,0.0007052+0.00075437i,0.00030532+0.00077946i,-0.00015825+0.00048066i,-3.9563e-05+0.00042407i,0.00057921+0.00024962i,0.001139+3.4567e-05i
0.00086181+6.4283e-05i,0.0012814+0.00040749i,0.00097627+0.00034984i,7.8667e-05+0.0011252i,-0.00028708+0.0016864i,-0.00033307+0.0020781i,0.00019716+0.0013354i,5.6866e-05+0.00072488i,-0.00086047+0.00059387i,-0.0005815+0.0003099i,2.1312e-05+0.00078593i,-0.00011358+0.00085257i,-0.00029363+0.00043096i,6.4917e-05+0.00010064i,0.00082283-0.00018997i,0.001119-0.00010605i,0.0012481-0.00041905i,0.0014033-0.00040107i,0.00061079-8.232e-05i,-0.00026686-0.00058775i,-0.0006658-0.00082123i,-0.00073476-0.00034552i,-0.00072936+0.00023536i
0.00010408+0.0010062i,-7.7978e-05+0.0013702i,-0.00084261+0.001982i,-0.0016392+0.0017501i,-0.0010988+0.0013516i,-0.00056821+0.0013014i,-0.00066479+0.0012256i,-0.00050702+0.00123i,-0.00062172+0.00061997i,-0.0011864-0.00012727i,-1.0213e-05-0.00031168i,0.0005786-0.00024028i,-0.00031009-0.00075611i,-0.00013993-0.00072785i,0.00061065+0.00021876i,0.00030412+0.00067517i,-0.00038355+0.00047602i,-0.00064455+0.00076545i,-0.00012403+0.00087179i,0.00059514+0.00029857i,0.00044705-6.63e-06i,0.00054324+0.00021626i,0.00085061+0.0001582i
