-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
0.0029864+0.00079831i,0.0027315-0.00011631i,0.0033029-0.0014205i,0.0034408-0.0029533i,0.0026353-0.0044885i,0.00027246-0.0041982i,-0.0015718-0.001967i,-0.00080908+6.739e-05i,0.0010414+0.00070387i,0.0015571+0.00069206i,0.00067778+0.00011946i,-0.00068566-0.000249i,-0.0010097+0.00013839i,-0.00059874+8.4383e-05i,-2.3187e-05+0.00012082i,3.7394e-05+0.00080255i,-0.00016676+0.00032705i,8.8351e-05-7.0519e-05i,-0.00019817+0.00041988i,-0.00073546+0.00026573i,-0.0002302-0.00052158i,0.00015434-0.00078077i,1.5291e-05-0.00023473i
-0.001545-0.0005061i,-0.0021094-0.00014765i,-0.001502+0.0012561i,-0.00077709+0.0023271i,-4.9007e-05+0.0019291i,-0.0003698+0.00051076i,-0.00027705-0.00038536i,0.00045639+0.00011612i,0.00033549+0.00056354i,-0.00015988+0.00011228i,0.00022041-0.0002294i,0.00063324+0.000262i,0.00042629+0.00068197i,0.00039678+0.0010439i,0.00068806+0.0012097i,0.00023795+0.00062512i,-0.00020289-0.00034166i,0.00070538-0.00022895i,0.00089419+0.00022805i,0.00020142-0.00023437i,-0.00023228-0.00067773i,4.4464e-05+0.00052253i,-0.00015399+0.0015519i
-0.0015499-4.933e-05i,-0.0029474-0.00018276i,-0.0030897+0.0014301i,-0.0017259+0.0018259i,5.4712e-05+0.00026496i,0.001238-0.0013393i,0.00068818-0.0012382i,0.00047669-0.00074245i,0.00082357-0.00050148i,0.00041535-0.00024718i,0.00019485+0.00028498i,1.4138e-05+0.0006004i,-3.3408e-05-0.00014716i,0.00047081-0.00052539i,0.0011659-6.6288e-05i,0.00060754+0.00016004i,8.3552e-05+0.00022072i,0.00081223-0.00020491i,0.0013557-0.00077929i,0.0010347-0.0005652i,0.00050573-0.00076599i,0.00024266-0.00058538i,-0.00031116+0.0006769i
-0.00059212+0.0015118i,0.00086674+9.6119e-05i,0.0017843+0.00049078i,0.0023288+0.0012978i,0.0022322+0.00020264i,0.00094826-0.00072825i,0.00024375-0.00012135i,0.00027079+0.00057129i,0.00036407+0.00083792i,0.00088805+0.00034681i,0.0012271-2.8808e-05i,0.0010154-0.00038611i,0.00064297-0.00089305i,0.00021585-0.00079492i,0.00041004-0.00029122i,0.00066262+3.9167e-05i,0.00057315-0.00036377i,0.00039583-0.00087878i,-4.1167e-05-0.00043029i,-0.00012746+0.0004296i,0.00018129+0.0004409i,-0.00021065+0.00022708i,-0.00065951-0.00022695i
0.00055026-0.00022501i,-0.0010306+0.00074993i,-0.0027844+0.0011264i,-0.0017103+0.0011051i,-0.00033982-3.398e-05i,6.1275e-05-0.00069929i,0.00027992+0.00025966i,0.001301+0.0006187i,0.0012532+0.0010359i,0.00029511+0.0011968i,-0.00033114+0.00080279i,3.6328e-06+0.00046813i,0.00043316-0.00056034i,0.00086471-0.00078858i,0.00043198-0.00012058i,8.8188e-05+0.00028772i,0.00058464+0.00020996i,0.00042608+0.00051872i,-2.851e-05+0.00058568i,-0.00017367+0.00022036i,0.00034733+0.00020008i,0.00059354+0.00017235i,0.00064776+0.00029327i
6.7226e-05-0.0013668i,-0.00048985-0.00036067i,-0.001006-0.00097258i,-0.0014072-0.0021573i,-0.00057312-0.0018017i,0.00016389-0.00049044i,0.00014877-1.8829e-05i,0.00027215-0.00046144i,0.00072754-0.00061866i,0.001424-0.00018142i,0.0009919+5.4433e-05i,-9.8052e-05+0.0005377i,-0.00086086+0.00038255i,-0.00077403+0.00016723i,0.00020603+0.00048121i,0.00036958+0.00019082i,-0.00031809-2.111e-05i,-0.00019441-7.8471e-05i,0.00020645-0.00040544i,-8.4122e-05-0.00029428i,-0.00035569-9.6813e-05i,-0.00034656+0.0001984i,-0.00063596+0.00011378i
-0.0011769+0.00050901i,-0.0009208+0.0010476i,-0.00031428+0.0019255i,0.0008238+0.0016604i,0.0014925+0.00011874i,0.00087044-0.00011526i,-0.00055407+3.7306e-05i,-0.00053453+0.00013719i,0.00068526+0.00047578i,0.00098552+0.00057592i,0.00089934+0.00046972i,0.0012802+0.00047472i,0.0012278+0.00010444i,0.0006897-0.00048519i,0.00040307-0.00036877i,-6.469e-06-0.00032933i,0.00025352+0.00011796i,0.00036758+0.00015405i,-9.52e-05-3.8129e-05i,-0.0004146+0.00087587i,-0.0003448+0.00082018i,-0.00042983+0.0005099i,-0.00085675+0.00081266i
-0.0019034-0.00064358i,-0.0013109+0.00037352i,-0.0019926+0.0014791i,-0.0019148+0.0019286i,-0.00090506+0.0011873i,-5.4398e-05+0.00020827i,0.00084898-0.00048984i,0.0012909-0.0011404i,0.00091192-0.00079857i,-0.00035444+0.0002915i,-0.00071026+0.00049945i,-8.5159e-05+0.00025578i,9.4e-06+1.8051e-05i,2.5197e-07-8.5033e-05i,0.00060704-0.00058954i,0.0010015-0.00076135i,0.00032434+2.3027e-05i,-0.00045112+0.00037827i,-0.00072904+0.00040928i,-0.00025786+4.3299e-05i,-0.00023746-0.00025259i,-0.00011638-0.00017808i,-0.00046232-0.00034024i
-0.0015045+0.00019458i,-0.0017652+0.001184i,-0.0016431+0.0014492i,-0.00034483+0.0016149i,0.00067384+0.0017966i,0.00076369+0.00091642i,0.0001537-0.0010881i,0.00047119-0.0013406i,0.0016177-7.6022e-05i,0.0017691+0.00056213i,0.00090933+0.00051817i,0.00096531-0.00023457i,0.0014937-0.00082458i,0.00068717-0.00080414i,4.4086e-05-0.00061239i,2.2898e-05-0.00039167i,0.00018496-0.00030067i,0.00040157-0.00032863i,0.00043092+0.0001823i,-0.00022932+0.00042511i,0.0001089-0.00030902i,0.00059126-0.00032936i,0.00022045-0.00014327i
-0.0012237+0.00010542i,-0.0012497+0.001355i,-0.0019689+0.0012319i,-0.0011647+0.0011891i,-7.3146e-05+0.001846i,0.00076153+0.0016648i,0.0011669+0.00032335i,0.0011909-0.00031672i,0.0013533+6.8681e-05i,0.0016501+0.00045224i,0.0015488+0.0003531i,0.0013359+0.00014713i,0.00085892-0.00086409i,0.00059747-0.00089939i,0.00035193+0.00014213i,0.00014749-0.0002555i,5.8484e-06-0.00016208i,0.00067326-4.5731e-05i,0.0010167-0.00052756i,0.00050109-0.00041877i,0.00058931-6.8809e-05i,0.00022092+0.00032271i,-0.00013294+8.9553e-05i
-0.0018662+0.00027258i,-0.0013457-0.0001968i,-0.0011634-0.00028985i,-0.00064697-0.00012032i,0.00083639-0.00021039i,0.0020258-0.00012299i,0.0010836+1.516e-05i,0.00028244-0.0001688i,0.00054615+0.00070627i,0.00068454+0.0010048i,0.00022739+0.00043514i,-0.00012797+0.00042284i,3.9545e-05+0.00024895i,0.00021851+0.00023353i,-7.1168e-06+0.00073522i,0.00053463+0.00088095i,0.0016341+0.00021263i,0.001518-0.00049948i,0.00052231-0.00070983i,0.0005489+0.00013461i,0.00046803+0.00034093i,-0.0001597+0.00020257i,-0.00075289+0.00050377i
0.001795-0.0024063i,0.00056724-0.0020318i,-0.0006349-0.00097229i,-0.00097955+7.3414e-05i,-0.0011218-0.00070314i,-0.00055593-0.0014355i,0.00010762-5.923e-05i,0.00048667+0.0012105i,0.00044062+0.00091702i,0.00031709+0.00030035i,0.00065264+0.00075805i,0.00043295+0.00096982i,-0.00016144+0.00069231i,-0.00034003+0.00074004i,0.00023912+0.0009075i,0.00080291+0.00054196i,0.00073534+1.8757e-05i,0.00049924+8.4189e-05i,7.3776e-05-2.5217e-05i,-8.5899e-05+0.00024706i,0.00040696+0.00062677i,0.00085525+0.00079018i,0.00085254+0.00062145i
-0.0010002-0.00077552i,-0.0018237+0.00011606i,-0.0022851+0.0007549i,-0.0012462+0.0013143i,0.00060532+0.0013324i,0.0011388+0.00038991i,0.0014045+0.00011281i,0.0011318+0.00080859i,0.00047006+0.0013601i,0.00054442+0.0011772i,0.0012455+0.0006627i,0.0012006+0.00047965i,0.00038432+0.00055393i,-0.00018984+0.00031928i,-0.00075317+8.3932e-05i,-0.00044525-0.00037152i,0.00070987-0.00099113i,0.0011148-0.00071283i,-0.00035607-0.0005664i,-0.0013878-0.00011271i,-0.00016807+0.00041932i,0.00060832-0.00020896i,-0.00027725-7.5588e-05i
-0.00022186+0.00072341i,0.00019627+0.0014054i,0.0012618+0.0015099i,0.0019673+0.00064953i,0.0011495-0.0002091i,-9.6485e-05-0.00089202i,-0.00026404-0.00083425i,-0.00064879+0.00040171i,-0.0011928+9.2934e-05i,-0.00082084-0.00026917i,0.0002163+0.00054498i,0.00084182+0.00091904i,0.00072279+0.00041833i,0.0004021+0.00025525i,0.00075798-5.2974e-05i,0.0010812-0.00052002i,0.0011887-0.00062558i,0.0011469-0.00043634i,0.00045645-8.5807e-05i,9.8217e-05+0.00039488i,5.9896e-05+0.00068595i,-0.00038051+0.0006772i,-0.00052001+0.00018728i
-0.0027774-0.0003918i,-0.0019944-0.00046576i,-0.0010178+0.00044836i,-0.00026552+0.0017186i,5.395e-05+0.001007i,0.0002948+0.00023191i,0.0013086-0.00031649i,0.0012232+5.593e-05i,0.00021632+0.00013494i,0.00062437-0.00069493i,0.0013194-0.00097136i,0.00089406-0.00071921i,0.00041497-0.00086997i,0.00010788-0.0003587i,8.7004e-05-0.00026368i,0.00022323-0.00086506i,0.00017903-0.0003467i,-0.00038555+0.00011232i,1.058e-05-0.00015738i,-0.00010293-0.0003476i,-0.0011307+2.056e-05i,-0.001089+0.00041994i,-8.2575e-05+0.00016121i
-0.00054491-0.00048942i,-0.0003056-0.002049i,-0.00073189-0.0017068i,-0.0011251-0.0004555i,-0.0014549-0.00047394i,-0.00087092-0.0014129i,7.3828e-05-0.0009693i,0.00015894+5.365e-05i,0.00083723+7.9637e-05i,0.0014404-0.00023949i,0.0011762-0.00030514i,0.000895-0.00044738i,0.00031241-0.00044921i,0.00026155-9.4653e-05i,0.00065209+0.00071163i,0.001085+0.00076853i,0.0012985+0.00044121i,0.00087101+0.00059288i,-0.00036049+0.00035822i,-0.0011136-0.00058185i,-0.00068971-0.000643i,-0.00015382+0.00021713i,0.00027557+0.00054692i
-0.0027402+0.0012027i,-0.0027579+0.0023073i,-0.0016585+0.0032321i,0.00091597+0.0025117i,0.0029164+0.0014566i,0.0022288-0.00010516i,0.00071268-0.00084358i,0.0001565+9.715e-05i,-0.00015744+0.0010829i,-9.0693e-05+0.0014419i,0.00028857+0.0010571i,0.0010904+0.00097295i,0.0013363+0.00067296i,0.00045382+0.00018452i,-0.0003703-9.036e-05i,0.00027698-0.00090169i,0.00039518-0.00082043i,-0.00031655-0.00021375i,-0.0004076-0.00034301i,-7.0085e-05-0.00056i,-0.00026425-0.0003061i,-0.00056067+0.00079022i,-3.9464e-05+0.0014756i
-0.00032287-0.00010694i,-0.00098894+0.00051177i,-0.0013156+0.00085739i,-0.001316+0.0019683i,-0.00071645+0.0025207i,-7.696e-05+0.0011512i,-0.00014636+0.00010436i,-0.00020474-0.00015747i,-0.00016188-0.00013665i,-0.00029914+0.00040935i,-0.00025746+0.00022562i,0.00026419-6.3511e-05i,1.0656e-05+1.0941e-05i,-0.00012652-0.00031721i,-0.0004824-0.0005414i,-0.00071534-0.00045791i,-0.00024828-0.00019038i,0.00020759-0.00040266i,-7.4109e-05-0.00092232i,-2.8988e-05-0.00032698i,-0.00039216+0.00022887i,-0.00072576-0.00017611i,0.00015645+0.00047525i
-0.00053079+0.00080744i,-0.00016013+0.0021559i,0.0014358+0.0021598i,0.00255+0.00017778i,0.002752-0.0018473i,0.0018741-0.0020106i,0.00064165-0.00078564i,-7.0992e-07-0.00048619i,0.00026894-0.0004316i,0.0013057-0.00020079i,0.0016083-0.00011783i,0.0014136+0.00011349i,0.00057113+0.00030353i,-0.0001867-0.00013734i,-0.00029035-0.00061067i,0.00026387-0.00072585i,0.0008662-0.0007087i,0.001094-0.00042913i,0.0012833-0.00087961i,0.00050353-0.00082199i,1.2509e-05-9.9214e-05i,0.00015253+0.00035307i,0.0007624+0.00041662i
-0.0010103-0.00023573i,-0.0014126+0.00011921i,-0.0013245+0.00073512i,-0.0015522+0.0013585i,-0.00061077+0.00078242i,5.2782e-05-0.00013294i,-0.00062438+1.3744e-05i,-0.00027203+0.00039749i,-0.00022655-0.00018741i,-3.873e-05-0.00018165i,0.0010007-0.00010278i,0.0010286-0.00053887i,0.00094949-0.00014725i,0.00065339+0.00038134i,3.4454e-05-0.00010997i,0.00016573-0.00033106i,0.0002786+0.00012505i,5.6021e-05+0.00021045i,0.00025373-0.0004443i,-0.00027889-0.00029748i,-0.00093724-0.00028736i,-0.00075104-0.00045857i,-0.00017933-0.00055438i
-0.0011216-3.0411e-06i,-0.0016895-0.00062594i,-0.00092549-0.00073793i,-0.00047345-0.0010626i,0.00013997-0.0011355i,0.00054724-0.00052039i,0.00040654+1.2915e-06i,0.00026989+0.00041794i,0.00098593-6.6014e-05i,0.0014878-0.00012348i,0.00078532+0.00082149i,0.00029555+0.0017162i,0.0002062+0.0016887i,0.0001984+0.0010174i,0.00093007+0.00051568i,0.0011091+0.00050887i,0.00067719+0.00071714i,0.00044626+0.0004181i,0.00028876-0.00041509i,-0.00052883-0.00061401i,-0.00032528-0.00057496i,0.00051726-0.00047946i,0.00048063-0.0007409i
0.00034198-0.00010383i,-0.00011887-0.00020886i,0.00010578-7.9105e-05i,0.0012734-0.00045158i,0.0014815-0.0011997i,0.00074497-0.00099102i,2.9268e-05-0.00073447i,-0.00010827-0.00060067i,0.00073699+2.7949e-05i,0.0013791+0.00020784i,0.00017763+9.3125e-05i,-0.0011965-0.00019482i,-0.001155-0.0005537i,0.00032086-0.00048501i,0.00093977-0.00046148i,0.0013223-0.00060574i,0.0012847-0.00023439i,-0.00023147+0.00021429i,-0.0010212+1.3438e-05i,-0.0010415-0.00043929i,-0.00066995-0.00035912i,2.2273e-07+0.00029369i,0.00053216+0.00024047i
1.0859e-06-0.0015998i,-0.0009717-0.00098529i,-0.0016486-0.00096729i,-0.0011372-0.00083627i,-0.00070615-0.00013735i,-0.00081717+0.00036476i,-0.00070889+0.00013659i,-0.00028783+0.00068432i,0.00012936+0.00094641i,2.2488e-05+0.00012696i,-3.7269e-06-0.0001124i,-0.00050039+0.0011083i,-0.00042005+0.0019415i,0.00027431+0.0014115i,-3.802e-05+0.00023697i,-0.00013897-0.00027139i,-0.00017897-0.00093973i,-0.00049127-0.00082883i,-0.0001926+0.00050166i,-0.00039283+0.0012145i,-0.00054346+0.00097941i,-0.00018658+0.0011339i,0.00015757+0.00049541i
-0.0013374+0.0013784i,-0.00064525+0.00045183i,-0.0011548+0.0010445i,-0.0003263+0.0018374i,0.00033891+0.0011932i,0.00082834+0.00033559i,0.00013956+0.00015134i,-8.1469e-05+0.00038225i,0.00027738-0.00016293i,-0.00028952-0.00035867i,0.00030778-0.00031083i,0.0006389-0.00028625i,0.00035806-0.00060203i,0.0009921-0.00076407i,0.00084319+6.675e-05i,0.00050507+0.00036202i,0.00032522+7.825e-05i,0.00021839+0.00026347i,0.00062131+0.00075269i,0.00067504+0.00069964i,-0.00014393+0.00064092i,-5.0816e-05+0.00034946i,-0.00012539-0.00017941i
-0.00029075-0.0001452i,-7.5034e-05+0.00051681i,0.00038929+0.00094298i,0.00096899+0.00047493i,0.0014979+0.00014583i,0.00041186-0.00031945i,-0.00036483-0.00082299i,6.0474e-05-0.00086558i,0.00062405-0.00040764i,0.00054806-0.00056634i,0.00012716-0.00076491i,-1.0686e-06-0.00036891i,-0.00021786+0.00058265i,-0.00031898+0.0006893i,0.00031382-0.00069109i,0.00079295-0.0014597i,0.00064876-0.00060299i,0.00071493-0.00033327i,0.00083395-0.00039274i,8.602e-05-0.00018764i,-0.00064029+0.00042383i,-0.00069946+2.5681e-05i,-0.00027028-0.00040621i
0.00037677+0.0015704i,0.00083286+0.0010514i,0.001918-8.4311e-05i,0.0021189-0.00024501i,0.0013919-0.0014196i,-0.00054649-0.0025911i,-0.0011172-0.0018536i,-0.00036075+0.00015081i,0.00043428+0.0011232i,0.00038454+0.00032492i,0.00039811-0.00048921i,0.00066679-0.00017681i,0.00028469+0.00048598i,0.00048667+0.00032925i,0.0010171-5.7968e-06i,0.00093314+8.2098e-05i,0.0006948+0.00029784i,0.00053213+0.00030763i,0.00084768-1.7927e-05i,0.00077624+3.2681e-05i,0.00033036+0.00077973i,0.00029051+0.00097692i,0.00032917+0.00081027i
-0.00085245+0.0020999i,-0.00041288+0.00094172i,0.00068769+0.0009142i,0.0027003+0.00095682i,0.0029117+0.00020048i,0.0021524-0.0011772i,0.0010893-0.0015791i,0.00032144-5.3708e-05i,0.00013713+0.00048036i,0.00074762+0.00012753i,0.0016051+0.00029357i,0.0013529+0.00026636i,0.00055708+1.0173e-05i,0.0004889-6.0035e-05i,0.00018323+0.00047172i,0.0004315+0.00088641i,0.0010571+0.00038996i,0.00055001-0.00018121i,0.00033492+7.9835e-05i,5.1594e-05-0.00015075i,-0.00027775+0.00021972i,9.2294e-05+0.00049197i,0.00027732+0.00041115i
-0.0012788+2.0831e-05i,-0.0014851+0.0001363i,-0.0032254+0.00039593i,-0.0020735+0.0016807i,0.00013431+0.0019186i,0.00018735+0.0011476i,-0.00031646+0.0012882i,-1.0294e-05+0.0010011i,0.0003784-5.0796e-05i,0.00029833-0.00038517i,0.00031754+4.496e-05i,0.00084129-8.469e-05i,0.0015025+0.00046454i,0.0011361+6.5942e-05i,0.00028118-0.00071303i,-0.00029105-0.00086283i,-0.00026394-0.00091692i,-0.00033423-0.00084848i,-0.00064337-0.00050983i,-0.00047046-0.00030884i,0.0001319-0.00040619i,0.00061951-0.00042236i,0.00071594+0.00025688i
-0.001627+0.00066057i,-0.0010421+0.0021457i,-0.0014677+0.0027594i,4.0241e-05+0.0018048i,0.0020276+0.00056816i,0.0019318-0.00025426i,0.00081217-0.00095546i,0.00077442-0.0011795i,0.00080768-0.00020398i,0.00026902+0.00086529i,0.00041596+0.0006121i,0.00085118-0.00019717i,0.00076533-0.00033725i,0.00012158-0.0001536i,0.00044675-0.00052862i,0.00054322-0.00058598i,0.00025039+0.00073657i,0.00012428+0.0013607i,0.00048199+0.00029719i,0.00055425-0.00022018i,-0.00052244+0.00031003i,-0.00070198+0.0007137i,-0.00046712+0.00012276i
0.0012499-0.001276i,0.00063425-0.00068166i,-0.00053567-0.00026283i,-0.0015127+8.28e-05i,-0.001645-0.00011497i,-0.0016155-0.00060797i,-0.00095769-0.00032395i,0.00014291+0.00052594i,0.0012569+0.00090277i,0.0009757+0.00059716i,-0.00025965+0.00042692i,-0.00056473-0.00021029i,-0.00018815-0.00095554i,0.00037527-0.00025034i,0.0006781+0.00045302i,0.00065509+0.00018471i,0.00086153+0.00012786i,0.00063891-0.0006889i,-5.2092e-05-0.00070137i,-0.00018369+0.00034448i,-3.1767e-05+0.00090063i,1.403e-05+0.0009714i,-0.00016054+0.00025209i
-3.0608e-05-0.00012781i,-4.0298e-05-0.00015549i,0.00032588-0.0011747i,0.00084104-0.001478i,0.0019158-0.0012987i,0.0013093-0.0005084i,9.9189e-05-2.9794e-05i,0.00028676-0.0003072i,0.00065406-0.00017413i,0.00028971-2.499e-05i,0.00026903+0.00021369i,0.00032208+0.0003615i,-0.00040117+5.2776e-05i,-0.00031276-0.00023547i,0.0003267-0.00045539i,0.00078629-0.00021956i,0.00085991-0.00020787i,0.00079383-0.00039033i,0.00037226-0.00022715i,0.0002587-0.00026462i,-2.9548e-05+0.00013983i,-0.0005279-6.8237e-05i,-2.4709e-06-0.00029449i
-0.0012417-0.0012406i,-0.00041669-0.00050247i,-2.4433e-05-0.00026907i,0.00044122+6.6174e-05i,0.00066229+0.00054735i,0.00094538+4.3612e-06i,0.0011097-0.00034006i,0.00059432+0.00036409i,0.00069842+0.0010314i,0.001693+0.00089076i,0.0014926-0.00010242i,0.00063031-0.00059124i,0.00044241-0.00015786i,0.00033549-0.00023521i,0.00046768-0.00019015i,0.0004028+0.00020236i,0.00021686+4.1616e-05i,0.00026057-0.00015635i,0.0006715-0.00011642i,0.00079242-0.0001543i,0.00056114+4.0104e-05i,-0.00016127+0.00057953i,-0.00013306+0.00040936i
0.0015255-0.00025024i,0.00019363-0.00082676i,-0.00077891-0.0024981i,6.2928e-05-0.0024394i,0.00036165-0.0014166i,-0.00055865-0.00052665i,-0.00028614+0.00035066i,0.00065414+0.00025024i,0.0015633+0.0006077i,0.0015707+0.00055462i,0.0006439+0.00050889i,-0.00045453+0.00090194i,-0.00044816+0.00069493i,0.00015311-0.0001339i,-0.00012982-0.00042622i,0.00024814-0.00060268i,-4.4851e-05-0.0011148i,-0.00068587-0.00076322i,-0.00029434-0.00025536i,-0.00011451-0.00077995i,0.00045767-0.00057369i,0.00083318-6.4512e-05i,0.00080292-7.9163e-05i
-0.00089538+0.00088847i,-0.00070102+0.00022766i,0.00037615-3.4483e-05i,0.0014751+0.00029341i,0.0011173-0.00023671i,0.00052847-0.001554i,0.00031681-0.0009791i,-0.00015241+0.00046532i,-0.00034662+0.00032102i,-2.6168e-05-0.00025167i,0.00031266-0.00030671i,0.00025696-0.00057509i,-6.312e-05-0.0009695i,0.00020828-0.00091765i,0.00078748-0.00054797i,0.00051162-4.9386e-05i,0.00028573+0.0001387i,-0.00031939-0.00057637i,-0.001116-0.00040033i,-0.0012005+0.00072256i,-0.00040754+0.00046172i,-1.3166e-05-0.00061298i,0.00015821-0.00090157i
-0.0013444-0.00031858i,-0.00016+0.00096836i,-0.00035359+0.0034777i,-0.00011753+0.0031006i,0.0013275+0.0017873i,0.0017614+0.00012624i,0.00080475-0.0010946i,-0.0003721-0.00061386i,-0.00028935-7.1636e-05i,0.00037011+1.327e-05i,0.00077968+0.00071365i,0.00073462+0.0012097i,0.00028087-0.00029138i,7.5367e-05-0.0010935i,3.1315e-06-0.00066701i,4.8183e-05-0.00032053i,-0.00053519+0.00014284i,-0.00026667-0.00014291i,-0.00036913-0.00080305i,-0.00045429-0.00075385i,6.0548e-05-0.00038577i,-3.1469e-05+0.00020593i,-0.00021569+0.00019521i
-0.00024587+0.00028684i,-0.00043889+8.1889e-05i,-0.00034785-9.2628e-05i,0.0004764-0.00013669i,0.0014927+2.2468e-05i,0.00059907-0.00054874i,-0.00042073-0.001262i,0.00012299-0.00066117i,0.0010219+0.00057624i,0.00086163+0.00057115i,3.3582e-05+5.2272e-05i,-0.00010504+2.8571e-05i,0.0004464-0.00027821i,0.00055104-0.00083855i,0.0011816-0.00070238i,0.0011724-0.00014129i,0.00032283-0.00034025i,-6.5991e-05-0.00043463i,6.2759e-05-0.00039676i,-5.1556e-05-0.00035125i,0.00017804+0.00014339i,0.00090156+0.00063685i,9.6646e-05+0.00056226i
-0.001778+0.0020609i,-0.00044963+0.0017373i,0.0016636+0.0023469i,0.0032912+0.00238i,0.0040688+0.00012731i,0.003467-0.0020496i,0.0013318-0.0015776i,0.00072507-0.00021901i,0.0010165+0.00019414i,0.00056869+0.00056189i,0.00026485+0.00064571i,-9.0305e-05-0.00097259i,-0.00042804-0.0020743i,-0.00023909-0.00099669i,-9.1263e-05-0.00010677i,0.00012424-0.00016235i,0.00046912-0.00022621i,0.00040709+0.00017043i,0.00039684-0.00026643i,4.3758e-05-0.0003653i,-0.00052196+0.00027987i,-0.00023891+0.00010274i,-0.00046098-0.00048888i
-2.2977e-05+0.0016142i,-0.0012676+0.0011927i,-0.0014769+0.00069i,-0.0002526-0.00016852i,0.00052947-0.0011666i,-0.00023266-0.0013534i,-0.00094074-0.00067995i,-0.00048513+1.0338e-05i,0.00056387+0.00013704i,0.0011681-0.00017886i,0.0012625-0.0003253i,0.00093904+0.00019555i,0.00071767+0.00017125i,0.00044138-0.00022552i,0.00055877-4.1212e-05i,0.00078548+0.00012701i,0.0009834+0.00014928i,0.00052675-3.3659e-05i,-0.00020917-9.9434e-05i,-0.0001812-0.00012182i,-0.00046107-0.00040479i,-0.00090735-0.00044567i,-0.00092568-0.00062137i
0.00073003+0.00089083i,0.00069834+9.9715e-05i,0.001197-9.1682e-05i,0.0010741-0.00033417i,0.00066407-0.0013636i,0.00037087-0.0018207i,0.00029004-0.00095398i,0.00042544+0.00069762i,0.00076966+0.0013219i,0.0011643+0.00046135i,0.0012844-0.00012945i,0.00082334+0.00041322i,0.00058152+0.00041251i,0.00061278-4.3121e-05i,-8.7511e-05+0.00022463i,6.1636e-05+0.00053128i,0.00015548+0.00016474i,-3.58e-05-0.00021264i,-8.6253e-05-0.00045345i,-0.00086969-0.00040236i,-0.001169-0.00030545i,-0.00052011-1.3606e-06i,-0.00041122-0.0004647i
-0.00091007-0.0014496i,-0.0015288+0.00027996i,-0.0021517+0.0015054i,-0.0014884+0.0014805i,0.00024767+0.00098862i,0.0012364+0.00031082i,0.00099198-0.00056943i,0.00079235-0.00073755i,0.0010016-0.00012253i,0.00086698+0.00033312i,0.00065639+0.0012041i,0.00060702+0.0011335i,0.0010798+0.00030611i,0.0016357-9.825e-05i,0.0012669-0.00051442i,0.00054848-0.0002605i,0.00078335+0.0002493i,0.00051005+0.0002948i,-0.00034705+0.00022763i,-0.00082601-8.2542e-05i,-0.0001626-7.4157e-05i,-0.00019034+0.00061275i,-0.0012605+0.0010456i
0.0013955+0.0007205i,0.0010988-0.00059725i,0.001174-0.0010146i,0.00087736-0.00045335i,0.00066582-0.0013149i,0.00036339-0.00099603i,8.1903e-05+0.00069678i,-1.9579e-05+0.0013867i,0.00037201+0.0011487i,0.00032035+0.00031776i,0.0001376-0.0001989i,0.00047258-0.0002468i,0.0010073+9.6073e-05i,0.0011145+0.00063068i,0.00065832+0.00069385i,0.00014081+0.00061522i,-0.00038399+0.00046674i,-0.00022532-0.00022541i,-0.00018645-0.00053707i,-0.00024267+0.00058265i,2.5697e-05+0.00066677i,0.00027447-0.00015215i,0.00011184+0.00012926i
-9.8262e-05-0.00038623i,-0.00058223-0.0004744i,-0.00065506-0.0005416i,0.00029136-0.00029257i,-0.0001103-0.0012621i,-8.4419e-05-0.0011673i,-7.7958e-06+0.00067826i,0.00031417+0.0013143i,0.00097906+0.00077513i,0.0010038+0.00045099i,0.00054786+0.00017031i,-0.0001469+0.0001302i,-0.00016722+0.00073186i,0.0003263+0.00035567i,-3.4498e-05-0.00060226i,-0.00015755-0.00065837i,-2.5921e-05+5.2416e-05i,-4.5193e-05+0.0012479i,-0.00033948+0.0011883i,3.9009e-05+5.3181e-05i,0.00069377-0.00026353i,0.00010817+0.00026883i,5.9779e-05+0.00059123i
-6.4737e-05+0.00021174i,-0.00064775-0.00039625i,-0.00068874-0.0011427i,-0.0001471-0.00056014i,0.0009347-0.00070847i,0.00071177-0.00038568i,0.00022755+0.00039828i,0.0002154+0.00024686i,-0.00016726-0.00020864i,-2.5627e-05+0.00022438i,0.00059466+0.00049099i,0.0014682-0.00023838i,0.0021723-0.00076438i,0.0014088-0.00036123i,0.00021383+0.00020756i,0.00025404-0.00033626i,0.00087008-0.00096424i,0.00073495-0.00093968i,-0.00045528-0.00035044i,-0.00073434+2.8852e-05i,-0.0012521+0.00012044i,-0.0011653+0.00038625i,-0.00074734+0.00055443i
