-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
-0.00016498+0.0011407i,-0.00018837+0.0020531i,-0.0003432+0.0017588i,-0.00079451+0.0015296i,-0.0010885+0.00072215i,-0.00034385-0.00048011i,-0.00038752-0.00033161i,-0.00046636+0.00019989i,0.00024873+0.00044583i,0.00029412+0.00058832i,-8.9569e-05+0.00053889i,-0.00038407+0.00082684i,-0.00058395+0.00028794i,-0.00035639-9.2891e-05i,1.513e-05+0.00079979i,0.00034901+0.0013235i,0.00053837+0.00055629i,0.00033568-0.0003578i,-0.0003494-0.00055352i,-0.0014368+6.6693e-06i,-0.0012756-7.8073e-05i,-0.00018715-0.00011595i,0.00065343+8.5789e-07i
0.00064382+0.00188i,0.0009092+0.0017931i,0.001974+0.00096103i,0.0021578+0.0004918i,0.0019896+0.00057838i,0.0020822+0.00052167i,0.0016684+0.00059772i,0.0001239+0.00053943i,-0.00038973+0.00046672i,0.00060352+3.0059e-05i,0.00074391-0.0004251i,0.00016059-0.00058185i,0.0001956-0.00020304i,0.00031399+0.00071001i,-1.8076e-05+0.0013292i,0.00011439+0.0013588i,0.00072305+0.00094511i,0.00086536+0.00011005i,0.00027294-0.00094069i,-0.00015679-0.00084132i,0.00016005+6.5319e-05i,0.0005876+0.00012647i,0.00076754-2.1534e-05i
-0.00084385+0.00051592i,0.00034526+0.0010829i,0.00079266+0.0010166i,0.00056355+0.00056273i,-3.6122e-05+0.00042232i,-0.00015848+0.00059658i,-0.00028229+3.3089e-05i,-1.5543e-05-0.00030186i,-0.00035496-4.8272e-05i,-0.00044117+5.5432e-05i,-1.9052e-05+0.00045773i,-0.00034807+0.0010196i,-0.00064943+0.00064704i,-0.00047541+0.00041181i,-0.00068118+5.944e-05i,-0.00039866-0.00040666i,0.00060321-0.00074761i,0.00092911-0.0011773i,0.00074218-0.001037i,0.0012342-0.00049155i,0.0010569+0.00052513i,0.00017161+0.00077674i,-0.00011375+0.0003462i
-0.0010837+0.0024574i,0.00025447+0.0016279i,0.00094387+0.00065388i,0.0013176+0.00068905i,0.0017038+0.0014342i,0.0011593+0.00019274i,-5.0184e-05-0.0008779i,-0.00037458-3.1186e-05i,0.00062227+0.00047891i,0.00094107-6.1142e-05i,0.00015474-0.00056283i,0.00010701-0.0003547i,0.00041862-0.0003998i,0.00016442-0.00047675i,0.00022997-0.00034849i,0.00093554-0.00079537i,0.0010055-0.00056472i,0.00034454+0.0006971i,7.0799e-05+0.0009572i,-0.00026875+2.5923e-05i,-0.00081668+0.0003718i,-0.00081827+0.00061583i,-0.00012527-0.00053009i
2.9537e-05+0.00059736i,0.00020403+0.0012808i,0.00071037-9.0695e-05i,0.00055258-0.0011516i,0.00031101-0.00076433i,0.00022018+0.00048202i,-5.0344e-05+0.0011535i,-0.00075301+0.00075257i,-0.0014835+0.00036679i,-0.0011957+0.0002732i,-0.0002737-3.6577e-05i,0.00010021-0.00033078i,-0.00026702-0.00027387i,-0.00045213-0.00076729i,0.00033448-0.00025321i,0.00075442+0.0007997i,0.0005624+0.00079069i,0.00075185+0.00014244i,0.00071959-0.00019631i,0.00025468+0.00055786i,-0.00012015+0.0005396i,-0.00014079-0.00015925i,0.00024858-0.00031477i
-0.00045014-0.0028046i,-0.0013652-0.003145i,-0.0018042-0.0019904i,-0.0016526-0.00015706i,-0.001159+0.0016774i,-0.00040185+0.0014411i,-0.00042165+0.00032871i,-0.00011675+1.1855e-05i,0.00060262-6.6945e-05i,0.00058745+0.00051886i,-0.00050357+0.00097381i,-0.0010612-5.0191e-05i,-2.8256e-05-0.00052274i,0.0010045-0.00030723i,0.00082964-0.00027998i,0.00028536-0.00031339i,0.00056588-0.00070023i,0.00051119-0.00045834i,5.5365e-05-0.00040992i,0.00030332-0.00064732i,0.00028383-0.00025989i,-3.7296e-05-0.00060124i,-0.00029195-1.865e-05i
0.00057029+0.00027907i,0.001467+0.00076931i,0.0019555+0.00097205i,0.0015585+0.0016808i,0.00032376+0.0016755i,-0.00056804+0.0011694i,-0.00025251+0.0013034i,0.00047854+0.0015433i,0.00089191+0.0013911i,0.00087267+0.00099579i,0.00040125+0.00018528i,0.00014561-0.00059877i,0.00021734-0.00032561i,0.00083158-0.00014697i,0.00082758-0.00019846i,0.0010711-8.6934e-05i,0.0014308+0.00030349i,0.00045094+0.00021873i,-6.9589e-05-0.00054969i,0.00076377-0.00084011i,0.00041613-0.00023818i,-0.00035671+0.00010591i,-0.00049984-0.00045034i
0.00036122-7.0385e-05i,0.00024195-0.0006221i,0.00047268-0.001534i,0.0001791-0.0017857i,-0.0011231-0.0021257i,-0.0014652-0.0015027i,-0.00017916-0.00046555i,0.00061199-2.8207e-05i,0.00046821-0.00018233i,0.00038827-0.0010779i,0.00061346-0.00091487i,0.00023371-4.4277e-05i,-0.00033834-0.00021906i,-0.00059606-0.00041397i,-0.0010822+0.00019048i,-0.00096957+0.00032814i,-0.00023143+0.00054021i,-0.00036628+3.299e-05i,-0.0011453-0.00046181i,-9.0075e-05-0.0005843i,0.00078294-0.0005498i,0.00050932-0.00063148i,-0.00024063-0.00052628i
-1.6064e-05-5.3885e-05i,-0.00057474+0.00017008i,-0.00026241+0.0010377i,-0.00012504+0.0016921i,-0.00013148+0.0014689i,0.00021386+0.0004938i,-7.8892e-05-0.00060798i,-0.00052683-0.00052827i,0.00012395+0.00010224i,0.00056577+0.00043068i,0.00032008+0.00012591i,0.00014383+0.000142i,9.6351e-05-4.4445e-05i,0.00029414+8.5336e-05i,0.00024662+7.5453e-05i,-4.8653e-05-0.00054974i,0.00040939-0.00071245i,0.00066612-0.00025285i,0.0003266-0.00020057i,0.00051007+0.00027769i,0.0005925+0.0010568i,-0.00025455+0.00076472i,-0.00050444+0.0001522i
-0.0016883-0.0011818i,-0.0016613-0.001137i,-0.0021189-0.0013461i,-0.0013994+0.00018126i,-0.00015079+0.0016457i,0.00092619+0.0017146i,0.0014144+0.0012231i,0.0014252+0.00045847i,0.00098062+0.00021473i,-2.4723e-05+0.00071257i,0.00022796+0.00064782i,0.00047032+0.00035281i,0.00015267-7.6211e-05i,0.00054561-0.00040892i,0.00089202-0.0005947i,0.00104+5.3144e-05i,0.00042511+0.00095964i,-0.00029444+0.00077618i,-0.00011324+2.9637e-05i,4.6176e-05+0.00013388i,-0.00021794+0.00079827i,-0.00089203+0.0010175i,-0.00071436+0.0007348i
0.0010205+0.00062993i,0.0017352+0.00071176i,0.0026194+0.00040858i,0.0027549+0.0002387i,0.0021017+0.00059917i,0.0010494+0.00078131i,0.00024845+0.0012939i,-0.00035939+0.0016365i,-0.00028935+0.00074942i,0.00057528-0.00048651i,0.00015341-0.00065763i,-0.00041881-0.00057549i,8.3987e-05-0.00038075i,0.00044932-0.00035716i,3.9142e-05+0.00022045i,-0.00012273+0.00059822i,0.00072334+0.00011133i,0.00075178-0.00030239i,0.00048999-4.6438e-06i,0.0010182+0.00016158i,0.00097811-0.00027899i,0.00013059-0.00021471i,-0.00040027-0.00076483i
-0.00098885-0.00028224i,-0.0017915+0.00056106i,-0.0023808+0.0013136i,-0.0022218+0.00048587i,-0.0015235+0.00020907i,-0.0010604+0.00098918i,-0.00093615+0.00068125i,-0.00054694+0.00040196i,-0.00031549+0.00089607i,-0.00037381+0.00044297i,-0.00042119-0.00064521i,6.5259e-05-0.0010117i,0.00069203-0.0012427i,0.00062899-0.0015903i,3.7341e-05-0.0007859i,0.00014376+0.0003105i,8.1147e-05+0.00013721i,0.00013787-0.00020796i,0.00017287-0.00019914i,0.00047946+0.00027767i,0.00099368+0.0013269i,0.0007196+0.0010756i,0.00031391+0.00062608i
0.00049041-0.00065031i,0.00016117-0.00061607i,0.00043325-0.00081347i,0.0002353-0.00084907i,0.0002615+0.00021007i,0.0005348+0.0012095i,0.00040997+0.0007815i,0.00028549+0.00039441i,0.00079414+0.001023i,0.0007718+0.0012984i,-8.1976e-06+0.00042922i,-0.0004757+0.00067695i,-0.00016703+0.00086857i,0.00041004+0.00021381i,0.00039972+8.2082e-05i,-0.0001716+0.00021269i,-0.00011145-3.4161e-05i,0.00044895-0.000635i,0.00013806-0.00090407i,-0.00013463-0.00054885i,-0.00016159-0.00040127i,-0.00036895-0.00064544i,-0.0012081-0.00079772i
-0.00078794-0.0001489i,-0.0011188+0.00027097i,-0.0011934+0.0017195i,-0.00073144+0.0025391i,-0.00019127+0.0026474i,-0.00024684+0.0014065i,-0.00079963+0.00054117i,-0.00061005+0.0003855i,-0.00042781-4.885e-05i,-0.00025244-7.4954e-05i,-0.00012308+0.00043228i,-0.00027728-0.00014226i,-0.00049898-0.00056492i,-0.0001149-6.0925e-05i,2.0431e-05+0.00014676i,-0.00015861+9.2008e-05i,0.00050571+0.00037429i,0.0010195+0.00022678i,0.00073651+0.00062041i,0.00041369+0.00065205i,0.00017812-0.00013032i,0.00025857-0.00044356i,-0.00012616+4.931e-05i
0.0015036+0.00025205i,0.0016272-0.00068433i,0.001163-0.00095701i,0.00057081-0.00095307i,-0.00051827-0.00049828i,-0.00096852+0.00010836i,-5.1174e-05+0.00037115i,0.00065992+0.00019768i,0.0006911+0.00044657i,0.00042278+0.0005422i,0.0001395-0.00015348i,3.8141e-05-0.00015258i,0.00011254+0.00064495i,0.00063477+0.00092548i,0.00078229+0.00039533i,0.00039301-0.00016735i,0.00063751+9.4955e-05i,0.00035717+0.00011667i,0.00023981-0.00060172i,0.00025503-0.00082549i,0.00022198-0.00083915i,-0.00042063-0.0014545i,-0.0014386-0.0011965i
-0.0014412+0.0017145i,5.9786e-05+0.0020853i,0.00032555+0.0019526i,0.00074423+0.0014395i,0.0011388+0.0015346i,0.00063379+0.00075433i,0.00029065-0.00033689i,-9.6887e-05-0.00030469i,-0.00010405+0.00032582i,-0.00025061+0.00089781i,-0.00047065+0.0010787i,-0.0011261-0.00055919i,-0.00067771-0.001799i,-0.00015176-0.00074345i,-0.00014641+0.00034203i,0.0005823+0.00010601i,0.00041607-5.4312e-05i,1.1763e-05+0.00051527i,0.00055607+0.0007152i,0.00045143+0.00067926i,8.3667e-05+0.00036886i,-0.00023952-0.00020117i,-2.5765e-05-0.00076661i
-0.0014857-0.0017113i,-0.0016905-0.0020828i,-0.0023816-0.0025762i,-0.0023312-0.00085533i,-0.001692+0.0007288i,-0.00028807+0.00093283i,0.00056545+0.0006449i,0.00030278+0.00037125i,-0.00020642+0.00039403i,-0.00050674+0.00068315i,-0.00051096+0.00056307i,0.00010359-0.00047613i,0.001074-0.00079064i,0.0013993+5.2746e-05i,0.00093719+0.00057444i,0.0010439+0.00058139i,0.00076532-0.00016164i,0.00031703-0.00047083i,0.00076697-0.00044223i,0.0010247-7.3833e-05i,0.00031442+0.00059625i,-0.00025801+0.00048502i,-0.00028446-0.00025216i
-0.00035971-0.00011006i,7.8741e-05-0.00040372i,0.00054894-0.00062361i,0.00051157+0.00052608i,-0.0002269+0.0020052i,-0.00061584+0.0012173i,0.00030418+0.00047687i,0.00074797+0.00080452i,1.7227e-05+0.00087827i,-0.00018977+0.0002368i,0.0003645-0.00025293i,0.0006469-0.00018595i,0.00057723-0.0002415i,0.0010323-0.0003252i,0.0011721-0.00022461i,0.0005551+0.00037906i,0.000488+0.00023745i,0.00087176-6.6633e-05i,0.00060291-0.0005414i,0.00035112-6.3756e-05i,0.00013568+0.00059867i,-6.5921e-05-2.1943e-05i,-0.00024381+0.00034455i
-0.0015813+5.217e-06i,-0.0010747-0.0013577i,-0.001001-0.0015632i,-0.00058661+0.00010354i,-0.00069061+0.00097316i,-0.0018595-0.00036842i,-0.0013578-0.0007828i,-0.0002386-0.00049321i,-0.00038077-0.00045688i,-0.00036027-0.0004117i,-0.00034711-0.00050973i,-0.0006619-0.00014433i,6.4133e-05+0.00013313i,0.00070512-0.00012044i,0.00069318-0.00021582i,0.00059024+3.816e-05i,0.00034974+0.0002635i,-0.0002751-0.00024943i,0.00024917-0.00041801i,0.00079764-6.7687e-05i,0.00042-0.00013235i,0.00023017-0.00055097i,0.00043673-0.00064993i
0.0001847+0.0021936i,0.00093145+0.0022259i,0.0019763+0.002524i,0.0028408+0.0018362i,0.0025123+0.00095552i,0.0012595+0.00031961i,0.00058318+0.00011696i,0.000584+0.0012736i,0.00030789+0.0021443i,0.00020313+0.00093575i,4.7637e-05+2.6848e-05i,-0.00013313-0.00032249i,-0.00046767-7.2143e-05i,-0.00073846-0.00019362i,-0.00029238-0.0004303i,0.00024231+0.00021129i,0.00048973+0.00039322i,0.00012218+2.5275e-05i,0.00019618+0.00040317i,-3.3796e-06+0.00020434i,-0.0010466-0.00035813i,-0.0012279+0.00019252i,-0.00045672+0.00055307i
-0.0011103-0.00013149i,-0.0010753+0.0007915i,-0.0021719-0.00016205i,-0.0010912-0.00023639i,0.00018123-0.00015878i,0.00036403-0.0009734i,0.00074201-0.00070941i,5.4023e-05-0.00061922i,-0.0012325-8.4358e-07i,-0.0010103+0.00053293i,-3.1714e-05+0.00034907i,0.0001008-0.00039809i,-0.00016602-0.00093395i,-0.00019606-0.00087867i,0.00028728-0.00040446i,0.00074504-5.5281e-05i,0.00040149-0.00038565i,8.9515e-05-0.00096637i,0.0001848-0.00099466i,-0.00038915-0.00066279i,-0.00044726-0.00039476i,0.00016361-0.00028271i,0.0004094+0.00035405i
0.00059634+0.0021472i,0.0014152+0.00036329i,0.0030638-0.0001183i,0.0029922+0.00075492i,0.0017078+0.00098126i,0.00038285+0.0011492i,-0.00016415+0.00098837i,-0.00047213+0.00065336i,-0.0003389+0.00068125i,0.00033208+0.00064763i,-8.06e-05-0.00022905i,-0.00089865-0.00078453i,-0.00041048-0.00083952i,0.00023605-0.00017967i,0.00097547+0.00023263i,0.00085356-0.00021608i,0.00082825-0.00084772i,0.0008433-0.00048136i,-0.00036913-7.8345e-06i,-0.00081893-0.00055337i,-0.00087243-0.00047374i,-0.0012626-0.00047555i,-0.00074112-0.00033954i
-0.00075125-0.0010288i,-6.4198e-05-0.0013432i,0.00051186-0.0018605i,0.0005721-0.00030603i,0.00061321+0.0015281i,0.00058471+0.0020066i,0.00010401+0.0010394i,-0.00021807+0.00010723i,-0.00017305-0.00011942i,-0.00028002+0.00015147i,-0.00024795-0.00051452i,0.0003382-0.001684i,0.00064604-0.0011701i,0.00062374-0.00046172i,-5.2539e-05+1.1115e-05i,6.8341e-05+7.9418e-05i,-4.1413e-05-2.974e-05i,-0.00041294+0.00059315i,-0.00060037+0.00088584i,-8.5741e-05+0.0008813i,0.00056838+0.00055624i,0.00034096-0.00011496i,0.00072088-0.00056484i
-0.00030252-0.00034257i,0.00012322-0.0010288i,0.00078112-0.00049728i,0.00060915+8.5569e-05i,0.0002425+0.00047933i,0.00032709+0.0015466i,0.00092242+0.0020706i,0.00093771+0.00087925i,0.0012457+0.00040501i,0.00078737+0.00037963i,-0.00041353+0.00017782i,-0.00071925+0.00020156i,0.00018847-9.9173e-05i,0.00082049-0.00016886i,0.0003993-0.00010917i,0.0002944+0.00016304i,0.00035494+0.00058257i,0.00031868+0.00012994i,0.00023684-0.00043818i,-0.00014025-0.00061187i,8.9115e-05-0.00062722i,3.5167e-05-0.00017501i,0.00027157+0.00034286i
0.00035153+0.00055607i,0.00062819-0.00071249i,0.00010111-0.00039046i,-0.00043512-0.00057782i,-0.00023878-0.00094308i,-0.00038828-2.697e-05i,-7.4129e-05+3.7027e-05i,0.0001997-4.146e-05i,-6.449e-05+6.1097e-05i,0.00023512-7.5318e-05i,0.00061382+0.00037299i,0.00017398+0.00026097i,-0.00084234+0.00050548i,-0.00066856+0.0012622i,0.00020892+0.0010455i,0.00059247+0.00075053i,0.00068899-0.00033859i,0.00048563-0.0011744i,0.00078015-0.00057666i,5.6737e-05-5.3293e-05i,-0.0009812-0.00022028i,-0.0009192-0.00029138i,-0.00032871-0.00041408i
0.0010695-0.00066826i,0.00067219-0.0011851i,7.5397e-05-0.0022033i,-0.00060269-0.0016933i,-0.0011402-2.6906e-05i,-0.0005061+0.0008075i,-0.00061907+7.2312e-05i,-0.0010382+0.00022886i,-0.00099064-9.7897e-06i,-0.00087783-0.00063554i,-0.00033719-6.0866e-05i,0.00027459+0.00053963i,-0.00016595+0.00016561i,-0.00041342+0.00033174i,0.00071909-5.6894e-05i,0.0013839-0.00076918i,0.0010549-0.0003007i,0.00062677-0.00037764i,0.00054043-0.00053992i,-0.00012063+9.2017e-05i,7.811e-05+0.00029009i,4.6421e-05+0.00071608i,-0.00075649+0.00053525i
-0.0023537+0.0017768i,-0.0011098+0.0019269i,-0.00051883+0.0017637i,-0.00065514+0.0023881i,8.6584e-05+0.0021368i,0.00093074+0.0017327i,0.00097623+0.0012355i,0.00080587+0.00078355i,0.00033964+0.00080503i,0.0008318+1.0737e-05i,0.0012308-0.00036596i,0.00044355+0.00062766i,0.00034781+0.0003519i,6.3059e-05-0.0010069i,-4.0588e-05-0.001472i,1.7724e-05-0.0010548i,0.00060031-4.6022e-05i,0.00078687+0.00024961i,-0.00017761-3.8968e-05i,-0.0009804+0.00031664i,-0.00082455+0.0006545i,-0.00018297+0.00059869i,-0.00010322+0.00040291i
0.001377-0.0001757i,0.00050687-1.1617e-05i,0.00018871-0.00063604i,0.00099058-0.00092046i,0.0003215-0.00065169i,-0.00034772-0.00079053i,0.00037934-0.0012751i,0.00084403-0.00061759i,0.00033741+0.00013767i,-0.00051048+0.00035402i,-0.00093229+0.00035713i,-0.00082105-0.0008619i,-0.00089284-0.001112i,-0.00082165-0.0003753i,-0.00013203+0.00012229i,0.00014556+0.00038377i,0.00012896-3.5491e-05i,0.00069406-1.7867e-05i,0.00065317+0.00052328i,2.1722e-05+0.00024398i,0.00010028-7.8314e-05i,-5.5974e-05-0.00040247i,0.00027881-0.00060771i
0.001598+0.0010583i,0.0010543+0.00033765i,0.0023272+7.7204e-05i,0.0018708-0.00035718i,-0.00056297-0.00056375i,-0.0013428-0.00047864i,-0.00019189-0.00023292i,0.00079103-5.9753e-05i,0.00070999+0.00040425i,0.00023039+0.0011089i,-1.1719e-05+0.00090465i,-0.00026469+0.00038535i,-0.00091516-0.00028735i,-0.0011805-2.4617e-05i,-0.00069546+0.00055075i,0.0004843+0.00025718i,0.00064179-0.00036667i,0.0002963-0.00043186i,-8.8171e-05-0.00023814i,-0.00032975-0.0001442i,-0.00026683-0.00035239i,-0.00040266-0.00019137i,-0.00045314-5.448e-05i
0.00065821-0.00086323i,-0.00080657-0.0010509i,-0.0021557-0.0032866i,-0.0027503-0.0036521i,-0.0025885-0.0016728i,-0.0012014+5.1073e-05i,0.0003379+0.0013151i,0.00030763+0.0015126i,0.000112+0.00031847i,-5.8282e-05-0.00073405i,-0.00046871-0.00058394i,0.00023055+0.00026025i,0.00079455+0.00041325i,0.00058031+8.4035e-05i,-0.00036803-9.8472e-05i,-0.00062813-0.00040377i,-7.8132e-05-2.4895e-05i,0.00043412+0.00039682i,0.00076258+0.00043286i,0.00080098+0.00048263i,0.00052571+0.00014702i,5.4869e-05-0.00049261i,-0.00021865-0.0008689i
0.00077887+0.00025814i,0.00020149+0.0024341i,-0.00061985+0.0033826i,-0.00083303+0.0025879i,-0.00042596+0.001264i,-0.0010174+0.00083375i,-0.0011711+0.00040596i,-0.00013766-0.0003403i,0.00074605-0.0011159i,0.0012114-0.00061924i,0.00071258-0.00020259i,-0.0002116-2.2917e-05i,-0.00021072+0.00069803i,9.2256e-05+0.00048986i,0.00031528-0.00051343i,0.00081441-0.0010134i,0.0015461-0.00087722i,0.0015331-0.00031269i,0.00046314-0.00017779i,0.00070692-0.00024276i,0.00096589-3.8908e-05i,6.1193e-05-0.00038908i,-0.00051449+9.4912e-05i
-7.2891e-05-0.00011735i,-0.00015877-0.00088752i,-0.00013545-0.0013117i,-0.00062215-0.0013684i,-0.00024066-0.0010498i,0.0010013+0.00022522i,0.0006735+0.00082967i,0.00025622+0.00065602i,0.00050658+0.00035286i,-0.00057935-0.00010119i,-0.00047042-0.00097848i,0.00031338-0.00085451i,0.00049441+0.00013954i,0.00029426+0.00036858i,0.00018216+0.00059137i,0.0012432+0.0012341i,0.0010296+0.0010474i,0.00041231+0.00041729i,0.00042522+1.6471e-05i,0.00016588+8.3051e-05i,-3.0197e-05+0.00010467i,-8.604e-05+0.00025121i,-8.0555e-05+0.00012932i
-0.0011042-0.00032082i,0.00039659+0.0010268i,0.00050995+0.0019494i,-0.00057787+0.0010776i,-0.0010023+0.0010223i,0.00020388+0.0010956i,2.3918e-05+0.00076277i,-0.0010666+0.0013393i,-0.00053024+0.0014996i,0.00028245+0.0010128i,0.00035625+0.00036136i,-0.0001181+0.00023077i,0.00018974+0.00015054i,0.00078097+0.00039916i,-8.8383e-05+0.00022422i,-0.00079834-8.6863e-05i,-1.7624e-05-0.00041666i,0.00061372-0.00071654i,0.00044426-4.7457e-05i,0.00013243-2.8874e-05i,-9.8632e-05-0.00037192i,-0.000154-0.00040621i,-0.00017564-0.0008021i
-0.0037271-0.000277i,-0.002465+0.00051793i,-0.0021023+0.00066024i,-0.0013425+0.0011586i,0.0002796+0.0023228i,0.00097325+0.0013368i,0.00099234-0.00061393i,0.00099232-0.00093561i,0.00074515-3.7725e-05i,0.000709+0.00064843i,0.00056428+0.00039573i,0.00058402+0.00061688i,0.00082276+0.00081467i,0.00015417+0.00052556i,-5.6711e-05-0.00051114i,0.00053207-0.00057004i,0.00042668-7.8813e-05i,-1.4558e-05-0.00041219i,0.00035361-0.00054793i,0.00080518-0.00036454i,0.00028188-0.00049371i,-0.00011883-0.0005234i,0.00021969-5.5747e-05i
0.002031-6.4884e-05i,0.0023693+0.00013854i,0.0026962+0.00056643i,0.0011429+1.7879e-05i,-0.00065392-0.00071959i,-0.00012016+0.00017264i,0.00087013+0.00028147i,0.0001118+0.00052993i,-0.00057289+0.0011216i,-0.00070802+0.00041905i,-0.00053404-0.00040947i,-0.00037637-0.00031661i,-0.00086605+0.0003846i,-0.0011144+0.00082733i,-0.0004304-2.1671e-05i,0.00035727-0.00041759i,0.00039864+8.651e-05i,4.9247e-05+0.00049163i,-0.00036351+0.00040637i,-0.00070714+2.0406e-05i,-0.00086927+0.00019703i,-0.00090198-8.3368e-05i,-0.00070843-0.00064526i
-0.00082862+0.0030624i,0.00028736+0.0027296i,0.0012508+0.0030705i,0.0021115+0.0016905i,0.0025121+0.00058738i,0.001241-0.00037488i,0.00021108-0.00078005i,-9.2333e-05-0.00024185i,0.00054048+0.0005748i,0.0013462+0.00092116i,8.042e-05+0.00049361i,-0.0013998-0.00012645i,-0.00093355-0.00086644i,-0.00055371-0.00058256i,-0.00049407+0.00026653i,-0.00049579+0.00058405i,-0.00058701+0.00026939i,-0.00023188-0.00028158i,-0.00050982-0.00045445i,-0.0014519+6.6491e-05i,-0.0015278+0.0006237i,-0.0011091+0.00014401i,-0.00032867-0.00017311i
0.00062494-0.0010678i,-0.00013576-0.0010203i,0.00034754-0.0012034i,8.0968e-05-0.0016964i,-0.0021934-0.0013093i,-0.0018851-9.0839e-05i,0.00023621+0.00012391i,-0.00012602+0.00012038i,-0.00096292+0.00038582i,-0.00047967+0.00021744i,0.00014761+0.00027649i,-0.00023375+0.00028338i,-0.00049054+0.0002872i,2.0594e-05+0.0010938i,0.00017606+0.0011663i,9.5973e-05+0.00093413i,0.00071401+0.0012181i,0.0009845+0.00035617i,0.0012755-0.00019728i,0.0013988+0.00027i,0.00055015+0.00040474i,-0.00020754-9.3862e-05i,-0.00016269-0.00036592i
-0.0027717-0.00028429i,-0.0033952+0.00039434i,-0.0032025+0.0019459i,-0.0027358+0.0033438i,-0.002562+0.002919i,-0.00097612+0.0011694i,1.9787e-05+0.00025189i,2.1385e-05+0.00032223i,-0.00010812+0.00024598i,-3.8942e-05+0.00011663i,0.00036991+0.00053035i,0.00047613+0.00021153i,0.00082208+0.00014939i,0.00070094-3.8729e-05i,0.00015587-0.00046285i,0.00024887-0.00012225i,0.00026172-0.00014279i,-0.00020282-0.00057586i,-9.1181e-05-0.00035931i,-0.00010785+0.00051908i,-5.4995e-05+0.00050611i,0.00025074+6.2581e-06i,0.00017227+0.00044214i
-0.00094704+0.0027224i,0.00076318+0.0026702i,0.0024768+0.0013153i,0.0029836+0.0012756i,0.002714+0.0017142i,0.0027539+0.00092479i,0.0022014+0.00049852i,0.0016635+0.0002886i,0.0009943-0.00017888i,0.00082988+0.00018072i,0.00048995+0.00014027i,-5.0867e-05-0.00065937i,-0.00010076-0.0010408i,0.00013784-0.0012664i,0.00063014-0.00064648i,0.0010126-0.00035657i,0.00040507-0.0010451i,-0.0002458-0.00074048i,-0.00014121-0.00092409i,0.00011616-0.00086302i,-0.00033949-9.4455e-05i,0.0001026+0.00066117i,0.00058242+0.0011139i
0.00044974-0.00167i,-0.00056491-0.0011662i,-0.0018174-0.001123i,-0.0023871-0.00028783i,-0.0027204+0.0004363i,-0.0014242+0.00028481i,0.00033779+0.00022708i,0.00061512-0.00028334i,0.0004102-3.3858e-05i,-0.00023705+0.00023491i,-0.00030913-7.6331e-05i,-0.00015047+0.00066331i,0.00016844+0.0012937i,0.00035683+0.00078444i,0.00057183-5.3365e-05i,0.0010223+0.00014157i,0.0011903+0.00052063i,0.00069349+0.00077365i,-8.1126e-05+0.00045573i,0.00022048-0.00096424i,-4.4679e-05-0.0014721i,-0.00079646-0.0010878i,-0.00051467-0.00054816i
0.00039913-0.0014254i,-0.00065057-0.0020569i,-0.00086148-0.00093593i,-0.00016272+0.00016243i,-0.00047873+0.00064607i,-0.0002539+0.0016131i,0.00070478+0.0014438i,0.00036251+0.000963i,-4.7558e-05+0.0011243i,0.00034231+0.0009874i,0.00032768-2.6738e-05i,0.00045156-0.00072697i,-0.00014451-0.001154i,-0.00069743-0.0016638i,-0.00012824-0.0014307i,0.00093936-0.00046856i,0.00071278+1.1085e-05i,4.7687e-05-0.00053908i,-0.0002981-0.0011641i,-0.00029748-0.0010322i,-3.5129e-05-0.0010977i,-0.00023027-0.0011148i,-0.00052786+0.00039081i
0.00038106-0.00054003i,0.00065114-0.00022466i,1.5235e-05+0.00014444i,-0.001795+0.00014669i,-0.0021149+0.00048208i,-0.001136+0.00061848i,-0.00021516+0.00018487i,0.00052426+0.00010363i,0.00046544+0.00039156i,-0.00013507-0.00022665i,-0.0003876-0.00061047i,-0.00012651-0.00052782i,0.00031751-0.00036379i,0.00062308+0.00033206i,0.00098891+0.00090506i,0.00088567+0.00070323i,0.00059155+0.00057569i,0.00054468+0.00039399i,0.00013206-1.2931e-05i,-0.00032875+0.0002585i,-0.00059235+6.1528e-05i,-0.00089016-0.00044725i,-0.00056753-0.00043831i
-0.0015377-0.0027221i,-0.00097331-0.0016978i,-0.0007157-0.0010294i,-0.00078067-0.0002228i,-0.0009149+0.001383i,-9.5618e-05+0.0015886i,-0.00010216+0.00030118i,0.0001441-0.00048657i,-0.00010088-0.00027173i,-0.00069397-1.0873e-05i,-0.00085871+0.00049487i,-0.00041613+0.00093134i,3.6039e-05+0.0012374i,0.00017821+0.00082979i,0.00014415+0.00024767i,-7.8442e-05-0.00041316i,0.00049427-0.0011768i,0.00050682-0.00097984i,-0.00011403-0.00011528i,-0.0002811+0.00011095i,0.00035897-0.00041042i,0.00067813+3.2687e-06i,0.00087411+0.00091913i
