0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
-0.0016773-4.979e-05i,-0.00084052+0.00081206i,0.00025251+0.0014332i,0.0010402+0.00043062i,0.0021568-0.00041283i,0.0015869+0.0003965i,-2.8806e-05+0.000712i,8.6828e-05+0.00074158i,0.00039876+0.0010275i,3.6597e-05+0.00064559i,-0.00093205+0.00016296i,-0.001196-5.8007e-05i,-8.8323e-05-0.00033357i,0.00023667-0.00036191i,-0.00054497-4.2644e-05i,-0.0010143+0.0004059i,-0.00078002+0.00032599i,-0.00023882-0.00023021i,0.00041485+0.0001195i,0.00085513+0.00048537i,0.00033324+0.00034856i,-0.00030054-0.0001171i,-0.00014204+4.3853e-05i
0.00010224-3.8022e-05i,0.0003375-0.0011791i,0.00098536-0.0017356i,0.001528-0.0015802i,0.0013973-0.00061508i,0.0007003+0.0005159i,0.00065823+0.00041642i,0.00082716+0.00035078i,0.00052539+0.00051722i,0.00031465-0.00013974i,0.00043399-0.00055794i,0.00059073-0.00011584i,0.00017267+0.00048843i,-4.7662e-05+5.3794e-05i,-1.9527e-05-0.00018588i,-0.000284+0.00039307i,0.0001384+0.00036291i,0.00088016+0.00035362i,0.00012136+0.00076487i,-0.00057895-0.00030762i,-0.0010405-0.00081921i,-0.0006415-0.0003855i,0.00020166-7.9821e-07i
0.0014367+0.0010051i,0.00078229+9.4971e-05i,0.00084345-0.00016459i,0.0010443-0.00099168i,0.00046547-0.0019916i,-0.00064311-0.0013422i,-0.0006055-0.00050927i,0.00029241-1.9452e-06i,0.00088771+6.7853e-05i,0.00064668-0.00055357i,-0.00014562-0.0006991i,-0.00029154-0.0002438i,-1.5505e-05-5.5816e-05i,0.00030619-0.00029096i,0.00016865-0.00042769i,-0.00011602-0.00024201i,0.00021966+0.00076419i,-0.00030699+0.0012187i,-0.0011871+0.00038397i,-0.00091125-0.0001985i,-0.00055367-0.00036911i,0.00013033-0.00018513i,0.00083962+0.00026335i
-0.00074477-0.00056509i,-0.00088284-0.0011191i,0.00050307-0.00098236i,0.00092223-0.00051002i,0.0010912+0.00012783i,0.0013005+0.0015864i,0.00069169+0.0019275i,0.00046735+0.0008508i,0.00039302+0.0002201i,-0.00021915+0.00027751i,-0.00019181-0.00025355i,5.0894e-05-0.00065078i,0.00044072-0.0009038i,0.0011353-0.00058054i,0.0011636+5.2282e-05i,0.00096131+0.00030469i,0.00025713+0.0001221i,-0.00030914-0.0001917i,-0.00030419+0.00025205i,-0.00090385+0.00097397i,-0.001373+0.0004231i,-0.00020192+8.9421e-06i,0.00053476+0.00036962i
0.002133-0.00031761i,0.0020881-0.0011156i,0.002-0.0012753i,0.0015577-0.0011314i,0.0011419-0.0010221i,0.00053856-0.00026558i,-0.00070093+0.0007132i,-0.0013309+0.00083445i,-0.00092315+0.00035497i,-0.00055262-0.0001343i,-0.00028826-0.00044104i,-0.00040752-0.00025332i,-0.00044648-6.6831e-06i,-0.00020372+0.00020083i,-0.00048577+4.5087e-05i,-0.00092568-0.0004124i,-0.00096972-0.00051642i,-0.0002566+3.5493e-06i,0.00032397+0.00034298i,-2.8686e-05+8.4233e-05i,-0.00019028+0.00044873i,8.7531e-05+0.00030915i,0.00021838-0.00032494i
4.5208e-05-0.00031875i,0.00023866-0.00016859i,0.0013993+0.00014751i,0.0022621+0.00035301i,0.0020326-0.00065422i,0.001294-0.001001i,0.00067545+8.4397e-05i,9.2371e-05+0.0010976i,-5.2123e-05+0.0011993i,0.00037486+0.00092149i,0.00028226+0.0003872i,0.00046238-0.00027249i,0.0015593-0.00066187i,0.0018121-0.00094704i,0.0017156-0.0009204i,0.001487-0.00018216i,0.00039908+0.00041432i,-0.0003393+0.00058082i,-0.00070409+0.00031453i,-0.00067926+0.00056445i,-6.9245e-05+0.00020434i,-0.00015238-0.00031521i,-0.00020683-0.00045171i
0.0027461+0.00033278i,0.002143-0.00054485i,0.0020222-0.0015206i,0.00068857-0.0024094i,-0.00038562-0.0018366i,-0.00022374-0.0001622i,0.00074749+0.00070493i,0.0002887+0.00076578i,-0.00044352+0.00076754i,0.00021786+0.00028663i,0.00053218-0.00040798i,-0.00018035-0.00072934i,-8.7018e-05-0.00029184i,0.00077397-0.00014238i,0.00094058-7.7597e-05i,0.00047256+0.0002394i,3.0968e-05+0.00064721i,-0.00037901+0.00029314i,-0.00012363-0.00064963i,0.00015065-0.00040337i,-1.3658e-05+0.00019655i,-0.00054898+0.0002715i,-0.00063661+0.00031895i
0.0015232+0.0023739i,0.0020482+0.0016332i,0.0020031-0.00012155i,0.0012304-0.00074944i,0.00093072-0.00019407i,0.0011902+0.0003578i,0.001045+0.0011839i,0.00092664+0.00098927i,0.0014406-1.9401e-05i,0.0011846-0.00036257i,-4.8369e-05-0.00021689i,-0.00082258+9.6481e-05i,-0.0006106+0.0002155i,0.00031319+1.8219e-05i,0.00052935+1.55e-05i,0.0008652-0.00024363i,0.00069764-8.5166e-05i,-0.00057085-3.6208e-05i,-0.0009661-0.00025566i,-0.00031856-0.00069065i,-0.00034796-0.00032281i,-0.00077003+0.00027841i,-0.00056257+9.5119e-05i
0.0014602-0.0011781i,0.00085398-0.0013264i,0.00017597-0.0014355i,-0.00024801-0.0012722i,-0.00060087-0.00043931i,-0.0012248+0.00079544i,-0.0013573+0.00072797i,-0.0012902+4.0592e-05i,-0.00078212-0.00066568i,-0.00095848-0.00047325i,-0.0016972+0.00057102i,-0.0012959+0.00061829i,-0.00024603-2.1598e-06i,0.00015969-0.00059123i,-0.00040079-0.00041147i,-0.00091477+0.00011407i,-0.00093634+0.00048058i,-0.00033484+0.00047776i,0.00044526+7.2294e-05i,-1.5577e-05+0.0001511i,3.9222e-05+0.00040037i,0.00041813+0.00066838i,-0.00014978+0.00065955i
0.0010903-0.00045799i,0.0013846-0.00040651i,0.00098154-0.0010126i,0.00070433-0.00082315i,0.0010555-0.00038106i,0.0011153-8.4003e-05i,0.00050059-0.0002824i,-3.915e-05-0.00026513i,0.00014529-0.00038203i,0.00032365-0.00010165i,-0.00029323+0.00011086i,-0.00029708-0.00083863i,-0.00028875-0.00091593i,-0.00036142-0.0010989i,-0.000245-0.00095489i,-0.00041254-0.00037918i,5.7776e-05+1.2449e-05i,0.00049927+0.00037094i,0.00098497+0.00039453i,0.00059961+0.00053642i,7.5458e-05+0.0009002i,7.7966e-05+0.00088109i,2.9085e-05+0.0001014i
-0.001797+0.00068672i,-0.00097908+7.3293e-05i,0.00058026+0.00017687i,0.0014801+0.00037817i,0.0018209-0.00013086i,0.0015494-0.00015788i,0.00071169+0.00021716i,0.00010999+0.00020219i,-1.6646e-05-0.00016275i,-0.00032427+8.8574e-05i,-0.00021183+0.00020881i,0.00036762-0.00011915i,0.00059704-0.00081614i,0.00040277-0.00084365i,0.00020273+0.00033379i,-0.00032783+0.00080983i,-0.0011632+0.00010764i,-0.00045129-0.00021617i,0.00047878+6.3607e-05i,0.00098425+0.00019824i,0.00032567+0.00031903i,-0.00025982-5.4361e-06i,0.00032981-0.00069915i
0.0010722-0.002569i,0.00033659-0.0021904i,-0.0016013-0.001554i,-0.0019621-0.00038341i,-0.0012303+0.0011123i,-0.0011683+0.0013531i,-0.00027857+0.00058016i,0.00012115+2.546e-05i,-3.1637e-05+0.00047539i,-1.187e-05+0.00095926i,5.0136e-05+0.00021758i,6.7989e-05-0.00029471i,0.00017804+0.00016459i,-0.00035519+0.00023854i,-0.00035987+0.00011707i,-1.1301e-05+0.000418i,-5.6631e-05+5.9012e-05i,0.00051625-0.0003602i,0.00071354-8.0305e-05i,6.6462e-05-0.00024874i,-0.00030779-6.1537e-05i,-0.00016504+0.00067795i,0.0005643+0.00011074i
-0.0014453+0.0012217i,-0.00038749+0.0010659i,0.0011855+0.00066039i,0.0015049-0.00020021i,0.0019715+0.00017479i,0.0013743+0.0006024i,0.00048286+0.00041344i,0.00083717+0.0015839i,0.00067193+0.0022256i,-0.00040949+0.00077785i,-0.00050979-0.00061141i,0.00043502-0.00070108i,0.00051991-8.8409e-05i,0.0003075+0.00056965i,0.00027997+0.00031644i,0.00025756-0.00054713i,0.00023133-0.00094777i,-0.00038946-0.00091296i,-0.00058814-0.00049418i,-0.00033508+0.00013264i,8.6347e-05+0.0004135i,0.00010234-0.00026822i,0.00042827-0.0009771i
0.00040476-0.00087198i,-0.00022437-0.0013172i,-0.00055097-0.0014271i,-0.00010497-0.00097585i,0.00064801-0.00012439i,0.0014648+0.00020285i,0.0016589+0.00058857i,0.00092472+0.00060745i,-9.67e-05+0.00021414i,-0.0010899+2.9641e-05i,-0.0015005-0.00010159i,-0.0012641-0.00048407i,-0.00087266-0.00028416i,0.00041503+0.00024372i,0.0010688+0.00066028i,8.4195e-05+0.00063432i,-0.00025923+0.00060035i,0.00036395+0.00082818i,0.00030158+0.00084151i,0.00011421+0.00088856i,0.00035698+0.00064661i,0.00035293-0.00021744i,7.7288e-06-0.00051635i
0.0014617+0.0012003i,0.0020312+0.00069994i,0.0019007+9.3217e-06i,0.0012821-0.00081994i,0.0010577-0.00081218i,0.00062578+0.00010751i,9.6666e-06+0.00049862i,0.00054014+0.00064504i,0.00089576+0.0012719i,0.0002446+0.0011233i,-0.0003802+0.00042931i,-0.00052923-0.00010216i,3.7093e-05-0.00051802i,0.00012931-0.00031786i,-0.00098553-0.00027263i,-0.00076961-0.0003223i,0.0008347+0.00031325i,0.00089521+0.00050738i,0.00018804+0.00013471i,3.3483e-05+0.0001727i,-8.6531e-06+0.00034079i,0.00021467+0.00061855i,0.00026563+0.0003859i
-0.00035921-0.0016826i,-0.00050516-0.0016379i,-0.00074331-0.0013034i,0.00032437-0.0011143i,0.00049408+0.0001931i,-0.00030598+0.001326i,-0.00070375+0.001125i,-0.00091264+0.0004929i,-0.00090625+0.00045569i,-9.9599e-06+0.00070015i,7.6243e-05+0.00074892i,-0.00032437+0.00084413i,0.00016251+0.00022684i,0.00058842-0.00056945i,0.00032045+7.1313e-05i,-0.00095732+0.00078459i,-0.00061888-0.00048507i,0.00017019-0.0011203i,6.325e-06-0.00072243i,-0.00011211-0.000387i,-0.00045065+0.00017884i,-0.00033379+0.0001873i,0.00012351+0.00095056i
0.00056576+0.0011157i,0.00085342+0.00064531i,0.00072183-0.00039939i,-0.00046764-0.00063146i,-0.00064297-0.00050392i,1.181e-05-0.00099016i,0.00013136-0.00070827i,0.00038828-2.9992e-05i,0.00081586-5.9649e-05i,0.0011921-0.00027149i,0.0012879-0.00055504i,0.0010098-0.0001393i,0.00040801+0.00024808i,0.00017676+0.00041307i,0.0002063+0.00052249i,-0.00019599+0.00061066i,-0.00015824+0.00023305i,0.00023752-7.9485e-05i,0.00016002+0.00021036i,0.00013711-2.2249e-05i,-0.00044245-0.00022688i,-0.00077776-0.0006082i,-0.00023355-0.00073549i
-0.00093293+0.00028513i,-0.0006318+0.00032629i,-0.00074429-7.0764e-06i,0.00080067-0.00017629i,0.0016251+0.000283i,0.0012498+0.00034748i,0.00016937-0.00078279i,-0.0010025-0.0005794i,-0.0010855+9.9119e-05i,-0.00014941+5.1736e-06i,0.00029802+0.00059787i,-0.00036412-0.00033998i,-0.00053591-0.0011515i,-0.00057578-0.00079283i,-0.00020552-0.00023941i,0.000224+0.00027014i,-0.00036833-0.00012044i,-0.00041232-0.00041762i,0.00053874+6.7811e-05i,0.00047526+4.6858e-05i,-6.8674e-05+0.00010386i,-0.00023503+0.00033169i,-0.00039379-0.00013888i
0.00077378-0.0023554i,0.00067107-0.0013473i,9.4769e-05-0.0013355i,-0.00044145+0.0005197i,-0.0011173+0.0018781i,-0.0011906+0.001983i,-0.00056067+0.0016499i,9.546e-06+0.00081311i,-0.00026016+0.0004536i,-0.00029189+0.00083534i,0.00050906+0.00019624i,0.00050493-0.00030308i,0.00042773-7.5475e-05i,0.00077374-0.00079805i,0.00088811+0.00020854i,0.00013111+0.0014701i,-0.00020895+0.00083602i,0.0003683+0.00019325i,-0.00010875+0.00014073i,-0.00029194+1.4799e-05i,-0.00047227+0.00029738i,-0.0010799+0.0010894i,-0.0005494+0.0011315i
-0.0016337+0.00095709i,-0.0011393+0.0011794i,0.00092479+0.00053335i,0.0026834-0.00065256i,0.0032317-0.00063357i,0.0022424-0.00027452i,0.0010259-0.00019932i,-0.00027473+0.00032108i,-0.0005715-0.00010251i,0.00072326-0.00062949i,0.0012316-0.00034341i,0.001219-0.0006224i,0.0014724-0.00088764i,0.00097986+7.7584e-05i,0.00013645+0.00020333i,0.00048737-0.00028909i,0.0004559-0.00024957i,-0.00019571-0.00038215i,-1.0479e-05-0.00091179i,0.00091836-0.0011647i,0.00076644-0.00084505i,-1.4283e-05-0.00034931i,0.00022972+0.00029376i
0.00066945-0.00108i,0.0011327-0.00065007i,0.00013249-0.00095777i,-0.00017082+0.00051399i,0.00012387+0.0010912i,-0.00013822-8.4252e-05i,-0.00040107-0.00057699i,0.00053347-1.4556e-05i,0.0011096+0.00054414i,2.2048e-05-7.0984e-05i,0.00018924-0.00037945i,0.00082456+0.00018574i,0.0010651-0.00023886i,0.0010786-7.2331e-05i,0.00054393+0.0011983i,0.00028063+0.0010336i,0.00016604+0.00047536i,0.0001189+0.00025581i,0.00015115+0.00013734i,0.0001442+0.00061885i,0.00031991+0.0004705i,0.00052682+0.00016214i,0.00026995+0.00027717i
-0.00022626+0.0013157i,-0.00031695+0.00060015i,-0.00010908-0.0009148i,-1.7761e-06-0.0011909i,0.00065601-3.712e-05i,0.00024368+0.00091018i,-0.00086429+0.0011647i,-0.00037339+0.00063178i,0.00043339-0.00019584i,-1.8103e-05+0.00016498i,-0.00088432+0.00019636i,-0.00019149-0.00069846i,0.00079138-0.00090029i,0.0010788-0.00098043i,0.0015836-0.00056381i,0.0006664+0.00017584i,-0.00092171+0.00031637i,-0.00043853+0.00028372i,0.0007552-0.00012455i,-1.1721e-05-3.5161e-05i,-0.00071256-0.00023681i,-6.4227e-05-0.00044227i,0.00017581+8.9589e-05i
0.0022788-0.0011065i,0.0013787-0.0016813i,0.0017675-0.0034896i,0.0013024-0.0011595i,-0.00031178+0.00081134i,0.00013527+0.00026175i,0.00084565-2.773e-05i,-0.00020857-0.00021726i,-0.0010241+0.00038831i,-0.00057713+0.00023569i,4.0991e-05-8.7139e-05i,0.00045318+0.00030613i,0.00064113-0.00064792i,0.00050711-0.0013774i,-0.00011977-0.00058895i,-0.00058216-4.5462e-05i,-0.00039591+0.0004697i,0.00019483-1.83e-05i,0.00044653-0.00065483i,-3.0766e-05+0.00011128i,-9.1639e-06+0.0003544i,0.00032784-0.00044245i,0.00042035-0.00050481i
-0.00030965+0.0020402i,0.000267+0.00082038i,0.0013301+0.0010123i,0.0015639+0.0013379i,0.002326+0.00021213i,0.0025234-0.0006726i,0.0014922+5.2909e-05i,0.00095052+8.7679e-05i,0.0011976-0.00021236i,0.00052633+0.00024216i,3.7579e-05+0.00046252i,0.00054997+0.00015039i,0.00063623+0.00027793i,-0.00021582+0.0004404i,-0.0004909-0.00044457i,0.00038967-0.00019336i,0.00065345+0.00079819i,0.00041862+0.00094725i,0.00011773+0.00070739i,-0.0002031+0.00031678i,5.9121e-05+0.00027369i,5.1314e-05+0.00023428i,-0.00051907-2.7644e-06i
-0.0016393+0.00012433i,-0.00060349-0.00035963i,-4.3199e-05+0.00055965i,0.0014848-0.00020244i,0.0017468-0.00087113i,0.00083549-0.00057935i,-0.00020033-0.00020779i,-0.00095196+0.00040062i,0.00028599+0.00070799i,0.0015528-0.00028085i,0.00094215-0.00099008i,0.00019267-9.5912e-05i,-0.00066621+0.00031728i,-0.00036788-7.7043e-05i,0.00062415+0.00032743i,0.0008591+0.00072713i,0.00014374+0.00028608i,-0.00078395+0.0006091i,-0.00081812+0.00077886i,-0.00021434-0.00023146i,0.0006291-0.00067977i,0.00071489-0.00031218i,0.00042099+0.0002115i
-0.0016045-0.001241i,-0.00099673-0.0010284i,-0.0010242+9.6606e-05i,-0.0014062+0.0010595i,-0.00085771+0.00096708i,0.00061952-0.00040838i,0.0010714-0.001163i,0.0010317-0.00061329i,-8.0809e-05-0.00074443i,-0.0007901-0.00030347i,-6.7667e-05+0.0006671i,6.3223e-05+0.0013959i,0.00058481+0.00151i,0.00091231+0.0011205i,0.0006757+0.00055686i,-3.0759e-05+0.00041857i,-0.00048211+0.00052i,-0.0004354+0.00047645i,-0.00023081+7.8992e-05i,-0.00030889-0.00070607i,-0.00030638-0.00048668i,-0.00020279-9.4566e-05i,-2.6145e-06+0.00022417i
0.00037638-0.0023974i,0.0003015-0.001455i,0.00070861-0.0012988i,0.0007858-0.0014397i,0.00010959-0.00019076i,-0.0006762+0.00078476i,0.00024216+0.0012153i,0.0005298+0.0010682i,9.4027e-05+0.00019837i,-0.00020276+0.00020112i,-0.00042393+0.0016605i,-0.00045268+0.0023173i,-0.00010702+0.0016551i,-3.4289e-05+0.00080303i,-0.00040502+0.00016574i,-0.00011595-2.954e-05i,-0.00022007+0.00013795i,-0.00014275+0.00017963i,0.00012999+0.00065037i,-0.00046497+0.0010812i,-0.0009181+0.0007302i,-0.00049192-5.5956e-05i,0.00024459+0.00020289i
-0.0011993-0.0017782i,-0.00014268-0.0012904i,-0.00015501-0.00047676i,0.00019947+0.00011071i,0.0013383+0.0013101i,0.0013164+0.0016627i,0.0005948+0.00048776i,0.00030967-0.00021167i,0.00083584+0.00016768i,0.00062093+0.00023852i,0.00038864+0.00054807i,0.00094278+0.00097506i,0.00059043+0.0010431i,0.00010372+0.00023168i,0.00027957-7.2711e-06i,-0.0004816+0.00054389i,-0.000758+0.00098459i,-0.00036707+0.00074283i,-8.6905e-05-8.7633e-05i,-8.0186e-05-0.00089721i,-0.0002312-0.0015672i,0.00032373-0.00099383i,0.00066843+0.00048986i
0.003051+0.00078192i,0.0027319+0.00078207i,0.001926-2.8187e-05i,0.0016397-0.0012867i,0.0012376-0.0014504i,0.00048014-0.00097256i,0.00049674-0.00033564i,0.0012527-0.00047757i,0.0014312-0.00056699i,0.00093306-0.00094897i,0.00044801-0.0014299i,0.00013777-0.0010161i,5.6647e-05-0.00069188i,0.00031285-0.00035607i,-0.00018706-0.00030374i,-0.0005258-0.0010076i,-7.1281e-05-0.0011432i,-0.00046204-0.00015068i,-0.0010167+0.00052048i,-0.00077336+0.00066335i,-4.9592e-05+8.8515e-05i,-3.193e-05-0.00034895i,-0.00085914-8.8098e-05i
0.00054732+0.0021515i,0.0012227+0.0010627i,0.001387-9.1315e-05i,0.0016026-0.00061173i,0.0023937-0.00048503i,0.0023262-0.00032984i,0.00134+0.00020034i,0.00098086+0.0011373i,0.001085+0.00083227i,0.00023743+0.00027882i,-0.00060954+0.00036075i,-0.000724-0.00021791i,-0.00050016-0.0013124i,0.00045393-0.0013226i,0.0003584-0.00087292i,-0.00015788-0.00087076i,0.00062376-0.00055204i,0.0007075-0.00061381i,-6.0941e-05-0.00059633i,-0.00077929+0.00036585i,-0.00083911+0.00032607i,-0.00040387-0.00018931i,-0.00053634-0.00051752i
0.0019996-0.00072997i,0.0013215-0.0003532i,0.00058459-0.00032004i,0.00023093-0.00040801i,-0.00017283-0.00030749i,-0.00075638-0.00049894i,-0.00083888-0.00038632i,-0.00051656-0.00016127i,0.00029841+1.2774e-05i,-0.00019715+0.00042205i,-0.00074754-3.5058e-05i,-0.00022522+0.00044884i,-8.3787e-05+0.00091063i,0.00058396+0.00022184i,0.00080198+0.0001786i,-5.4473e-05+0.00037172i,-0.00034196-0.00017749i,0.00028832+0.0002295i,0.00062984+0.00044547i,0.0004164-0.00063739i,0.00062451-0.00083772i,0.00052546-0.00028592i,5.5509e-05-0.00039042i
-0.0016705-0.0011552i,-0.00060234-0.0012528i,-0.00047467-0.0010714i,-0.00043785+0.00041732i,0.00022466+0.0015601i,0.0010889+0.00057445i,0.0010533+0.00019668i,0.00081454+0.00021171i,-0.00018041+0.00052104i,-0.0011235+0.0010809i,-0.00019387+0.00052785i,0.0005087+5.587e-05i,-0.00045788+0.00045285i,-0.00087764+0.00090517i,-0.00042547+0.00117i,-0.00030114+0.0005168i,0.00026034-0.00013133i,0.0010401-0.00023913i,0.00065544-1.0101e-05i,-0.00029866+0.00048502i,-0.00094078+0.00054797i,-0.001153+7.6286e-05i,-0.00067107-9.4139e-05i
0.00015837-0.0017165i,0.00030398-0.0019298i,-8.5239e-05-0.0011129i,-0.00025052-0.00020863i,-0.00032082+0.00055838i,-0.00020501+0.0013902i,-1.3681e-05+0.0011975i,-0.00020426-7.7625e-05i,-0.00047252-4.746e-05i,-0.00017324+0.00049087i,-0.00032398+0.0006831i,-0.00022924+0.0004168i,-9.7581e-05+0.0001878i,9.9119e-05+0.00025119i,-0.00027764-0.00047876i,-0.0005488-0.00078733i,0.0001819-0.00022692i,0.00037302+9.267e-05i,0.00016736+0.00019454i,7.0947e-05+6.704e-05i,1.8571e-05-1.4017e-05i,-0.0002878+2.6476e-05i,-0.00070264+2.7128e-05i
0.00099294+0.001966i,0.0014326+0.0012316i,0.0012141+0.00065219i,0.0009712-0.00050397i,0.0014264-0.00054129i,0.00035821-0.00012689i,-0.00049949-0.00060821i,0.00014815-0.00058109i,0.001495+2.2809e-06i,0.0021121-0.00027793i,0.0014686-0.00016691i,0.00086535+0.00060055i,-8.195e-05+0.00073366i,-0.00086808+0.00018755i,-0.00052261+0.00041332i,-0.00010571+0.00083547i,-0.00026643+0.00072501i,3.1381e-05+0.00052777i,0.00044885+0.00015691i,0.00042916-0.00048736i,-0.00014705-0.00033612i,-0.00090003-0.00027046i,-0.00020271-0.00077039i
-0.0012831-0.0016838i,-5.7788e-05-0.0011088i,0.0014693-0.00053873i,0.0013959-0.00062417i,0.00090363+0.00012609i,0.00068016+0.00081352i,-0.00017388+0.00043877i,-0.00048111+0.00026681i,-9.3755e-05+0.00011524i,-0.00014474-0.00050676i,-0.00081228-0.0005401i,-0.00095814-0.00024131i,-0.00020386-0.00012658i,0.00015376+3.8367e-05i,0.00048605+0.00011099i,0.0006349+0.00046839i,-6.5261e-05+0.0012237i,-9.5474e-06+0.0014778i,0.00034888+0.00045495i,0.00027596-0.00017228i,0.00028576+7.5078e-05i,0.00073482+0.00088821i,0.0012648+0.00091665i
-0.0017715+0.00032204i,-0.00053859+0.00045568i,-0.00019987+0.00016243i,0.00095211-0.00046575i,0.0018227-7.9709e-05i,0.0013321+0.00031193i,0.00048287+0.00068319i,0.00027671+0.00076214i,0.00042887+0.00055867i,-1.714e-06+0.00072809i,-2.99e-05+0.00025207i,0.0010337+0.00048852i,0.00085231+0.00078645i,0.00046595+4.2238e-05i,0.00014486-0.00045599i,-9.0119e-05+0.00011442i,4.3212e-05+0.00053767i,0.00056508-0.0001301i,0.00057797-0.00085274i,-0.00023532-0.0012751i,-0.00043069-0.0014301i,-0.00015623-0.00070988i,-0.00016218+0.00018721i
0.00074169-0.0015776i,0.0017323-0.0020129i,0.0011303-0.0012165i,7.4582e-05-0.00045255i,0.0005102-0.0014851i,0.00095264-0.0016675i,0.00042734-0.00043114i,-0.00028074+0.00024831i,-0.00015275+0.00080814i,0.00028495+0.00055879i,-0.00037657+5.5269e-05i,-0.001013-2.3332e-05i,-0.00061059-0.00025296i,-0.00025692+0.00012428i,9.7734e-05+0.00058243i,0.00039047+0.00074985i,0.00034391+0.00086001i,0.00043654+0.00087954i,0.00038917+0.0007205i,-0.00043059-9.0484e-05i,-0.0010065-0.00064955i,-0.00030866-0.0010111i,0.00052909-0.00060485i
0.0016949-0.00047876i,0.002003-0.00044534i,0.0016066+0.00016335i,0.00029462+3.8746e-05i,-6.3055e-05+0.00050956i,0.00034438+0.00048881i,-0.00019295+0.00051495i,-0.00028046+0.00014106i,0.00056417-0.00053155i,0.00039343-0.00044937i,1.8474e-05-0.00041813i,0.00040121-0.00060053i,0.00079803-0.00013525i,0.00096212+0.00040851i,0.00082609+1.2056e-05i,0.00034454-0.00048253i,-5.0027e-05-0.00014859i,-1.5507e-06+0.00032062i,6.0449e-05+0.00039069i,0.00052154+0.00020859i,0.0010014-0.00025349i,0.0001055-0.00013759i,-3.3234e-06+3.6315e-05i
-3.1205e-05-0.0010163i,0.00083726-0.00058317i,0.0008389-0.00076436i,0.00033257-0.00059111i,0.00018971+0.00022455i,0.00057372+8.5892e-05i,0.0011054+0.00060359i,0.0010352+0.0014841i,0.00070231+0.0010051i,0.00039467+0.0010097i,0.00033866+0.0011325i,0.0001056+0.00081328i,-5.9837e-05+0.00053344i,0.00029223+9.8009e-06i,0.00047334-0.00010039i,0.00020327+0.00036549i,-6.0168e-05+0.00043578i,-0.00036875+0.00039052i,-4.9427e-05+0.00022724i,7.4277e-05-0.00045994i,-0.00043063-0.00073222i,-0.00053926-0.00035867i,-0.0002881+0.00016753i
8.2703e-05-0.00050481i,0.00017442-0.0012089i,0.0006022-0.001281i,0.001357-0.0007029i,0.0014676-0.00075575i,0.00083554-0.00010157i,4.3683e-06+0.00079562i,-5.3453e-05+0.00072342i,0.00038785+0.00050702i,0.00083619+0.0011436i,0.0011386+0.0016871i,0.00029601+0.00081732i,-0.00074268+0.0007651i,-0.00082929+0.00061075i,-0.00055116-0.00013177i,-4.0674e-05+5.6687e-05i,0.00032024-5.3472e-05i,0.00028873-0.00052709i,9.3653e-05+1.0602e-05i,-0.00033346+0.00055358i,-0.00044039+0.00041338i,-0.00028511+1.324e-05i,-0.00021121+0.00042478i
0.00091338+4.7631e-05i,-0.00052033+0.00063009i,-0.00089886+0.00020131i,-0.00025344+0.00062902i,0.0002412+0.0014484i,0.00073115+0.00087116i,0.001001+0.00050485i,0.0011931+0.00030435i,0.0012294+0.00015958i,0.00058826+0.0006677i,-0.0005609+0.00034056i,-0.00018405-0.00093512i,0.00067499-0.0011836i,0.00058907-0.00098916i,0.00041981-0.00045239i,-7.2309e-05-0.00025408i,-0.00026143-0.00046472i,-0.00031635-0.0008133i,-0.00013321-0.00059625i,0.0002366-0.0001198i,-0.00015702-0.00067281i,-0.000736-0.0010962i,-0.00045441-0.00012441i
-0.00085763-0.00018627i,-0.00047582+0.00051664i,-0.0011154+0.00083188i,-0.00014047+0.00032877i,0.00043198-0.00056788i,-0.00039357-0.00037364i,-0.00066173-2.9052e-05i,-0.00073625+0.00044481i,-0.00056092+0.0006112i,-0.00032282+0.00015595i,-0.00042572+0.00011794i,-0.00029693-0.00060966i,0.00010607-0.00074243i,0.00041888+0.00011453i,5.3144e-05-2.4393e-05i,-0.00017872-0.00013204i,-0.00020418-0.00036127i,0.00024754-0.00038046i,0.00048433+0.0003248i,-0.0006628+0.00015213i,-0.00059896-0.00053823i,3.6556e-05-0.0002192i,0.00022139-3.3051e-06i
