-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
0.00079973-0.00090169i,0.00080924-0.0030599i,-9.6807e-05-0.0042156i,-0.00021154-0.0031516i,0.00037822-0.0016184i,0.00059689+0.00016243i,0.0003495+0.00079884i,0.00065987+9.1561e-05i,0.00093133+0.00019762i,0.00098149-0.00032889i,0.0010289-0.0011898i,0.00028-0.00074444i,2.9379e-05+0.00028747i,0.00023357+0.00047252i,-6.0696e-05+0.00019304i,-0.00036383+0.000457i,-0.00043786+0.00028765i,-0.00048992-6.3768e-05i,-0.00021964+0.00031404i,0.00028951+0.00058494i,0.00022324+0.0011035i,-0.00020326+0.00056685i,0.00036788-1.9742e-05i
0.00020793-0.00028605i,-6.6369e-05+0.00041835i,-0.0011706+0.00054501i,-0.0014507+0.00033371i,-0.0005327-0.0002024i,0.0010141+1.6883e-05i,0.002046+0.00032971i,0.001952+0.00051599i,0.0015624+0.00048568i,0.0013169-0.00013596i,0.0010989-0.00025235i,0.00049569+0.00019587i,0.00056845+0.00049097i,0.00089045-1.9686e-05i,0.00057285-0.00017104i,0.00028749+0.00035968i,0.00041669+0.00054608i,0.00096632+0.00061737i,0.0010709+0.00045358i,0.00045553+5.6549e-05i,0.00019355-0.000143i,2.9525e-05+0.0002211i,-0.00022122+0.00082468i
6.9257e-05-0.0016875i,0.00040388-0.0025036i,-4.1461e-05-0.002082i,-0.00019895-0.0011587i,-0.00016861+1.165e-05i,-0.00043599+0.00071341i,-0.00019291+0.00084079i,0.0002364+7.965e-05i,0.00065791-1.9481e-05i,0.00035672-0.00038558i,-0.00030856-0.00076373i,-0.00045605-0.00065431i,-0.00050253-0.00034258i,0.0001067-6.602e-05i,0.0012064-1.5169e-05i,0.00079139+0.00032587i,0.0006685+0.00098982i,0.00056646+0.0012175i,0.00028571+0.00099134i,0.00071024+0.00091686i,0.00050775+0.0001843i,-0.000271+5.1815e-05i,-0.00052112+0.00060452i
0.00067384-0.0018697i,0.00021956-0.00097128i,-0.0012174-0.0010352i,-0.0011652-0.0011322i,0.00031211+7.6824e-05i,0.0015172+0.0010204i,0.0017192+0.00083997i,0.00096777-0.00049821i,-0.00013892-0.00096216i,-0.00013799+0.00013257i,0.00033889+4.666e-05i,1.2017e-05-0.00072696i,-0.00013684-0.0001601i,0.00017684+0.00041841i,0.0012981+5.9386e-05i,0.0017031+0.00033327i,0.0009662+0.00041042i,0.0004164+0.00034934i,0.0002929+0.00085068i,6.9216e-05+0.00071829i,0.00053297+0.00074776i,0.00075526+0.00063936i,0.0004493+0.0002763i
-0.00051646-0.00023168i,-0.0007139-0.0013909i,-0.0018022-0.0019436i,-0.0018962-0.00089083i,-0.00091175+0.00054995i,3.2372e-05+0.0012895i,0.00075878+0.00080038i,0.0011166+0.00049427i,0.00088358+0.00050244i,0.00062547+0.00046805i,0.00033508+0.00019932i,-0.00012817+0.00024118i,0.00026191+0.00023429i,0.00053247+2.8325e-05i,-0.00017355+8.3862e-05i,-0.00018153-0.00017829i,-0.00011752-0.00028168i,0.0003681+0.00032343i,0.00049415+9.5874e-06i,0.00030681-0.00024941i,1.0924e-05+0.00030175i,-0.00030816-0.00034917i,4.5215e-06-0.0011084i
-0.0022623+9.819e-05i,-0.0024844-0.00012337i,-0.0019301-0.00017718i,-0.00049157-0.00010931i,0.00078842+0.00066025i,0.002222+0.00025938i,0.0025719-0.00070321i,0.0018055-0.00091521i,0.00073337-0.00063726i,-9.1794e-05-0.00018942i,8.0383e-06-0.00013666i,0.00087621-0.0007139i,0.00070511-0.00091961i,-0.00021271-0.00048618i,-0.00018285-0.00067002i,0.00017255-0.0007511i,0.00043899-0.00011703i,0.00066375+0.00049865i,9.3689e-05+0.00057773i,6.2746e-05+7.9772e-05i,0.00057146-0.00046189i,0.00028011-0.00088556i,6.6389e-05-0.0012294i
0.00012672-0.0019148i,6.6028e-05-0.0025366i,-0.0011282-0.0022309i,-0.0011669-0.001249i,-0.00022311-0.00021195i,0.00042132+0.00034251i,0.00064928-0.0001876i,0.0005382-0.00071059i,4.1319e-05-0.00044577i,3.063e-06+0.00016797i,0.00076616+0.00077712i,0.00065642+0.00024922i,0.0006168-0.00032136i,0.0013724-0.00095084i,0.001248-0.0013522i,0.00033188-0.00083062i,8.0648e-05-0.00018249i,0.00028997+0.00019706i,0.00029045+8.9148e-05i,-0.00017259+0.00010837i,-0.00067017+0.00018192i,-0.00078033+0.00051034i,-0.0007934+0.00099089i
0.0016732-0.0010424i,0.0011791-0.0017341i,-0.00038504-0.0018814i,-0.001552-0.00089972i,-0.0013025+0.00097567i,-0.00042785+0.002507i,0.000912+0.0025673i,0.001721+0.00095374i,0.0013701-0.00030593i,0.00051338-0.0010753i,0.00027312-0.00093388i,0.00034201+0.00080915i,-0.00037982+0.0012918i,-0.0012297+0.00078192i,-0.0015377+0.0010604i,-0.0005411+0.00085367i,0.00091603+0.00042801i,0.00073468+0.00072994i,-0.00055079+0.0013206i,-0.0007063+0.0010309i,-0.00042477-0.00066488i,-0.00047817-0.00096922i,-0.00024025+4.7812e-05i
0.00026037-0.0016406i,0.00063111-0.0031466i,-0.00061216-0.0029771i,-0.00037385-0.00081835i,0.0010298+0.0014518i,0.00073631+0.0021445i,0.0013571+0.0010659i,0.0016102-0.00034176i,0.00032436-0.00083992i,-0.00012646+5.9531e-05i,0.0010667+0.0004769i,0.0014556-0.00012396i,0.0010124-5.4458e-05i,0.00082549+0.00024621i,0.00096088-0.00023786i,0.00093436-0.00059307i,0.00017729-0.0005351i,-0.00026221-0.00056192i,0.00027729-0.0007514i,0.00029717-0.00064895i,-0.00010498+5.7386e-06i,-0.00016384+0.00073915i,0.00022669+2.634e-05i
0.00041655+0.0014641i,0.00068817-5.6738e-05i,0.0010784-0.0017532i,0.00048424-0.0029383i,-0.00030086-0.0023834i,9.4992e-05+4.9447e-05i,0.00087525+0.001618i,0.0010906+0.0012644i,0.00044257+0.00024652i,0.00012168-0.00054865i,0.00022613-0.00095695i,0.00021645-0.0010162i,0.00053785-0.00069539i,0.00043913-0.00049951i,-0.00042313-0.00041825i,-0.0007041+2.8845e-05i,0.00020243+0.00075211i,0.00058053+0.00048958i,0.00044086+0.00037977i,0.0007997+0.00049169i,0.00088108+0.00035075i,0.0004655-0.00011125i,0.00036929-0.00037723i
0.0018633-0.0022385i,0.0013444-0.0024174i,-0.00047986-0.0034812i,-0.00097933-0.0017349i,-0.00039774+0.0011022i,-0.00012874+0.0011885i,0.0011115+0.00046626i,0.0020135-0.00023783i,0.0017583-0.0010373i,0.0008892-0.00082785i,0.00019144-0.0001817i,0.00021569-0.00056246i,0.00010303-0.00077504i,0.00011563-0.00038939i,0.00019527-6.0269e-05i,0.00050351+0.00040195i,0.00045025+0.000506i,-0.0002794-7.1665e-05i,-0.00058822-0.00017693i,-0.00061127-0.00020192i,-0.00015428-0.00015116i,0.00012281+0.00040387i,0.0005531+0.0014088i
0.0003998-0.001568i,7.5665e-05-0.0018013i,-0.0007068-0.0015601i,-0.00086879-0.00051982i,-0.00046889+0.00057249i,-3.5849e-05+0.0016019i,0.00083101+0.0011247i,0.00070611+5.0166e-05i,-0.00036508-0.00017445i,-0.00097338-0.00013927i,-0.00083015+0.00023228i,-0.00045366+0.0008047i,6.0597e-05+0.00096423i,0.00040789+0.00074297i,-3.6094e-05+0.001004i,-0.00067756+0.00058599i,-0.00038225-0.00063479i,3.6877e-05-0.0010355i,-0.00036297-0.00023975i,-0.00063697+0.00028058i,-0.00021247+0.00032737i,0.00025615+0.00085428i,0.00059149+0.00061477i
-0.00049158-0.0019574i,0.00042689-0.0022368i,4.6194e-05-0.0015274i,-0.00098064+0.00018572i,-0.00064532+0.00062093i,0.00038166+4.4618e-05i,0.00059416-0.00022652i,0.0011859-0.00025179i,0.00088955-5.8947e-05i,-7.6323e-06-0.00010361i,0.0002366-0.00034123i,0.0004438-2.0464e-05i,-0.00016736-0.00021154i,-0.0002749-0.00046529i,-6.4207e-05+5.1257e-05i,0.00018748+0.00031346i,0.00023976+4.2677e-05i,-0.00015554+0.00016437i,9.212e-05+0.00060279i,0.00019064+0.00027184i,0.00069533+0.00013778i,0.0011363+0.00069176i,0.00027712+0.00084445i
-0.00098582+0.0014018i,-9.7513e-07+0.00098339i,-0.00031316+0.00027848i,0.0007378-0.00065133i,0.0020166-0.00012144i,0.00082303+0.00077484i,0.0002995+0.00032428i,0.00074282-0.00061704i,0.00056477-0.00036599i,0.00060442-0.00010951i,0.00092639-0.00055391i,0.00073528-0.00078338i,0.00049347-0.0012213i,0.00012455-0.00055573i,-7.0289e-05+0.00018016i,9.4915e-05-0.00020837i,0.00024923-0.00022423i,-0.00016128+0.00016156i,-0.00055611+0.00076115i,-0.00051966+0.00085236i,-0.00040124+0.00052131i,-0.00015343-0.00010961i,-0.00021002-0.0008731i
7.792e-06-0.0016425i,-0.00079221-0.0020184i,-0.0015425-0.0025791i,-0.0018264-0.0010405i,-0.0019838+0.001261i,-0.0010393+0.0013997i,0.00028124+0.00053643i,0.0007023+0.00016524i,0.0006072+0.00010221i,0.00026372-0.00031085i,-3.8103e-05-0.0011625i,-7.7772e-05-0.0011416i,-0.00049269+0.00026646i,-0.00072171+0.00069i,-0.00026344-3.2186e-05i,-0.00048699-0.00070999i,-0.00020547-7.7731e-05i,0.00065191+0.00080179i,0.00016426+0.00063947i,-0.00061239+0.00071375i,-0.00079936+0.0010198i,-0.0012094+0.00088751i,-0.00030318+0.00044543i
0.0013391+0.00022981i,0.0006875+0.00051667i,-0.0013072+0.00084808i,-0.00056533+0.0011726i,0.0016225+0.0015637i,0.0019501+0.0014402i,0.0020312+0.0012167i,0.0025039+0.00088728i,0.0017697+0.00062188i,0.0015326+0.00016444i,0.00092096-0.00088656i,-0.00015106-0.00058849i,-0.00010477-0.00016676i,0.0005086-0.00034329i,0.0004528-7.5303e-05i,0.0004776-0.00014404i,0.00027287-0.00035845i,-0.00035852-0.00041044i,-0.00025064-0.00074718i,0.00049224-0.00069344i,0.00070138+3.8047e-05i,-0.00014246+0.00040838i,-9.4971e-05+9.8055e-05i
0.0013198+0.00052116i,0.002594-0.0010269i,0.0028277-0.0024448i,0.0013403-0.0031583i,-0.00035632-0.0021835i,-0.0010917-0.00070238i,0.00025196+2.3121e-05i,0.0013271-0.00011526i,0.00069377-0.00072955i,0.00052028-0.00060348i,0.00023542-0.00036776i,-0.00056455-0.00045552i,-0.00058921-0.00017281i,-0.00099056-2.4292e-05i,-0.0011629-0.00064053i,-0.00038806-0.00064456i,7.6382e-05-0.00048725i,-0.00022975-0.00040409i,-0.00076137+1.6705e-05i,-0.00054002+0.00037188i,-4.4146e-06+5.781e-05i,0.0001519-0.00017559i,-0.00033038+0.00048781i
0.00078437-0.0015275i,6.681e-05-0.001915i,-0.00083957-0.0012176i,-0.00061919+0.00021387i,0.00019453+0.0015246i,0.00047478+0.0018385i,0.0017008+0.0017653i,0.0030346+0.0016549i,0.0021299+0.0011658i,-8.5193e-05+0.00079899i,-0.0012982+0.0006594i,-0.0013468+0.00035756i,-0.00096278+3.9961e-06i,-0.00054156-5.6645e-05i,-0.00013694+0.00093365i,-0.00046678+0.0011663i,-0.00034245+0.00010979i,-9.8843e-05-0.00032386i,-0.00028025-7.4457e-05i,0.00033056+0.00019516i,0.00096478+8.4621e-05i,0.00065023-0.00019827i,0.00024006-0.00060365i
0.0012316-0.0010044i,0.0014454-9.9497e-05i,0.0014869-0.00088062i,0.001682-0.002543i,0.0010337-0.002314i,-0.0003098-0.00033934i,4.4641e-05+0.00046792i,0.00089859-0.00034134i,0.00032398-9.3017e-05i,-0.00035201+0.00060434i,-0.0003627+3.1647e-06i,0.00034386-0.00079991i,0.00024101-0.00041356i,-0.00026169-0.00013138i,-0.00073248-0.00029729i,-0.00081699+0.000439i,-0.00075827+0.00064026i,-0.00029169-0.00035428i,-0.00018818-0.00035677i,0.00020099-0.00058865i,0.0005915-0.0011063i,0.00014416-0.00039188i,-0.00028979+0.00027602i
0.00034344-0.0017936i,-0.00075762-0.003448i,-0.0043512-0.0031589i,-0.0054993-0.0004757i,-0.0028785+0.0013113i,8.633e-05+0.0015571i,0.00086613+0.0013162i,0.00091872+0.0011894i,0.00056997+0.00086572i,0.00023216+0.00045337i,0.00068424+0.00096519i,0.00058994+0.00050992i,-6.014e-05-0.00040829i,-7.2018e-05+6.6094e-05i,-4.7175e-05-4.3863e-05i,-1.927e-05-0.0011579i,6.9033e-05-0.00054313i,-1.3894e-05+0.0004613i,-0.00016678+0.00019847i,-0.00019501-0.00018155i,0.00010545+0.0003005i,0.00024833+0.001488i,-3.2399e-05+0.001176i
0.00069881-0.0012628i,0.0013304-0.00051457i,0.0015979+0.0012553i,0.0015989+0.0011322i,0.0012142+0.00076666i,0.00099779+0.0012295i,0.0012875+0.0013098i,0.0017034+0.00013847i,0.0021145-0.00077417i,0.0014768-0.00044594i,0.00070614+0.0009802i,0.00078638+0.00099527i,0.00089292+0.00033294i,0.00074662-6.1891e-05i,0.00052468-0.00051291i,0.00053879-0.00048085i,0.00086635+0.00081105i,0.00086301+0.0010824i,-0.00029243-0.00024173i,-0.00074663-0.00038161i,-0.00061941-0.00010404i,-0.00038936-0.00047994i,0.00056974-9.3855e-05i
-0.00060739-0.00018875i,-0.00042628-0.0023618i,-0.0005016-0.0033612i,-0.0004971-0.0028766i,0.000294-0.0018725i,0.0012881-0.0008188i,0.00081375+0.00029635i,0.00060686+0.00074864i,0.00056214+0.00047522i,0.00017375-0.0003034i,0.0001699-0.00098206i,4.0381e-05-0.0012109i,-0.00045655-0.00058688i,-0.00097818-0.00035381i,-0.00073752-0.0011968i,-0.000233-0.00087533i,-0.00017413-3.2542e-05i,0.00035362+0.0001984i,5.8743e-06+0.00089109i,-0.00069239+0.00092573i,-0.00072741+0.00037368i,-0.00052453-2.9241e-05i,-0.00019203-0.00037885i
0.0021842+0.00094655i,0.0020638+0.001212i,0.0013688+0.0011392i,0.00091472+0.0011002i,0.00031681+0.0012806i,-0.00051295+0.0013799i,0.00049812+0.0024377i,0.0015819+0.0017085i,0.00083612-8.9392e-05i,2.9242e-05-0.00072521i,-0.0001032-0.00070963i,-9.4759e-05-0.00015673i,-0.00021587-8.115e-05i,-0.0001602-0.00042368i,0.00038968-4.4004e-05i,0.00025616+0.00028077i,-0.00030366-0.00020223i,-0.00042504-0.00043181i,-0.00015116-2.4449e-05i,0.00055223-0.0002232i,0.00043124-0.00027869i,-0.00087963-3.6827e-06i,-0.0012516+0.00057828i
0.00046085-0.001442i,0.00016821-0.0029712i,-0.00081308-0.004401i,-0.00052327-0.0036431i,0.00028707-0.0014586i,0.00044732+0.00055242i,0.0010618+0.00052805i,0.00082901-0.00037482i,0.00030918-0.0010703i,0.00045045-0.00073911i,0.00026399-0.00063438i,-9.1517e-05-0.00052518i,-0.00018162+0.00032505i,0.000509+0.00051025i,0.00084047+0.00012227i,0.00026763-0.00060967i,-0.00042039-0.00067549i,-0.0004508-0.00051645i,-0.00028047-0.00095641i,-9.5202e-05-0.00064887i,-5.0267e-05+0.00019693i,-0.00022688+0.00046811i,-0.00037197-0.00011294i
0.0021234+0.00091167i,0.00091487-0.00031691i,-0.00038935+9.0648e-05i,-0.0016724+0.00099288i,-0.0013409+0.0010037i,-6.1656e-05+0.00086413i,0.00091112+0.0013644i,0.0015331+0.0012579i,0.0017004+0.0010018i,0.00096335+0.0010866i,-0.00016863+0.00047143i,-0.0007075-0.00052647i,-0.00053197-0.00091985i,-0.00049615-0.00020086i,7.7011e-05+0.00062518i,0.0009899+0.00021673i,0.00077696-0.00025287i,0.00040712-9.598e-07i,4.5663e-05-5.324e-05i,-0.00053214-0.00022755i,-0.00079299+0.00025965i,-0.00069007+0.00047812i,-7.008e-05+0.00053656i
0.0017885-0.0028113i,0.0020812-0.003888i,0.0017041-0.0042068i,0.00076348-0.003791i,0.0002959-0.0025958i,0.0010134-0.00041851i,0.0015568+0.00044451i,0.0011781+6.231e-05i,0.00025023-0.00010063i,0.00011452-0.00045866i,0.0002943-0.00096842i,0.00052159-6.0854e-05i,0.00054702+0.00027678i,0.00025312+0.00018082i,0.00026861+0.00032533i,0.00065303-0.00024238i,0.0010351-0.0010025i,0.00052338-0.00089515i,-2.9023e-05+0.00055309i,-7.7102e-05+0.0013608i,-0.0003981+0.00059953i,-0.00026703-0.00033403i,-0.00026523+8.6882e-06i
0.00074003-0.0023515i,-0.00095913-0.0022918i,-0.0027627-0.00041209i,-0.0038967+0.001485i,-0.0033343+0.0017634i,-0.0010825+0.001622i,0.00037196+0.0017089i,0.0005223+0.0015054i,0.0003258+0.00079958i,0.00063045+0.00066402i,0.00020248+0.00021464i,-0.00051789-0.00049477i,0.00056417-0.00062464i,0.00084118-9.9235e-05i,-0.00047509+0.00081442i,-0.0013653+0.00048384i,-0.0009153+0.00013565i,7.447e-05+0.00011304i,0.00030852-5.4437e-06i,0.00017527-0.000252i,0.00011975-0.00027715i,6.3217e-05+0.00031639i,0.00010677+0.00050163i
0.0017476+0.00047977i,0.0030293+0.00018785i,0.0043093-0.0011284i,0.0044664-0.0011295i,0.0036443-0.00012186i,0.0014714+0.0014426i,0.00075286+0.0020244i,0.0014297+0.00039656i,0.0013421-0.00070876i,0.0011278-6.6808e-05i,0.0011551-0.00023382i,0.0009268-0.00096061i,0.00011011-0.00094408i,-0.00078542-0.0010785i,-0.00090653-0.0012325i,-0.00011874-0.00057584i,0.00045892-0.00058534i,0.00095303-0.00083059i,0.00055738-0.00016039i,-0.00016836+0.00036707i,-1.562e-05+0.00088716i,0.00019664+0.00072046i,7.1789e-05-0.00039443i
0.0018965+0.00051697i,0.0016881-0.001283i,-0.0007419-0.0027847i,-0.0027067-0.0041608i,-0.0027849-0.0032381i,-0.0015031+0.00010028i,-8.023e-05+0.00085036i,3.4235e-06-0.00042949i,0.00015732-0.00075358i,0.00055146-0.0017201i,0.00041546-0.0018967i,0.0001919-0.00098057i,0.00012765-7.298e-05i,-0.00030532+0.00019915i,-0.00066557-0.00066629i,-9.8232e-06-0.0011985i,0.00043245-0.00025093i,-5.0377e-05+0.00025352i,-4.8269e-05-6.1766e-05i,0.0011087+6.9587e-05i,0.0012891+6.3928e-06i,0.00036028-0.00063124i,-6.3094e-05-7.8985e-05i
0.0021194-0.0008393i,0.0022752-0.00068315i,0.00091137-0.00018355i,-0.00035776+0.0018559i,-0.0014896+0.0030567i,-0.002182+0.0027868i,-0.00052267+0.0024438i,0.0011445+0.0017615i,0.00084315+0.0011058i,0.00047285+0.0013039i,-0.00018642+0.00076509i,-0.00042446-0.00060699i,0.00046546-0.00086665i,0.00039604+8.3467e-05i,-6.007e-05+0.00072627i,-0.00014352+0.00050382i,0.00029317+0.00024137i,0.00055248+6.8393e-05i,-5.5915e-05+0.00045029i,0.00025022+0.0001948i,0.00046109-0.00016251i,-0.00028104+0.00034252i,-2.3952e-05+0.00015496i
-0.00037718-0.000127i,0.00060532-0.0014715i,0.00085581-0.0020844i,0.00077114-0.0026183i,0.001827-0.0031723i,0.0024419-0.0014868i,0.0022388+0.0004698i,0.0019635+0.0007378i,0.00094174+9.3598e-05i,-5.5956e-05+7.5497e-05i,9.4406e-05+0.00046515i,0.00067227+0.00045153i,0.0004322+0.00053668i,0.00012073-6.0188e-05i,-0.00010762-0.00045313i,-0.00030394+6.2921e-06i,-8.5657e-05+0.00035258i,-0.00014876+0.00012471i,-0.00076452-0.00022314i,-0.0010035-0.00037909i,-0.00034325-0.0010343i,0.00079725-0.000875i,0.00085234-0.00027216i
0.0018779+0.00062548i,0.0011154-0.00094456i,0.00044968-0.0011012i,-0.0013166-0.0005105i,-0.0020454-0.00014867i,-0.0011704-0.00025983i,-0.00019703+0.00062809i,4.1854e-05+0.0011653i,-0.00056596-0.0002072i,-0.00034272-0.0013557i,-0.00060659-0.0014614i,-0.00084062-0.0011437i,-9.8088e-05-0.0010807i,-0.00031474-0.0014026i,-0.0011292-0.00017497i,-0.0010023+0.00091245i,6.755e-05+0.00055228i,0.00032098+9.5854e-05i,-0.00023832+0.00024483i,-0.00040489+0.00069467i,-0.00018252+0.00055785i,-1.7752e-05+6.4819e-06i,0.00032656-2.8642e-05i
-0.00045272-1.7011e-05i,0.00043892+0.00027183i,0.0013037-0.00080759i,0.0020825-0.0011432i,0.001472-8.6148e-05i,0.00024698+0.0010086i,0.00066263+0.00067497i,0.00064239+0.00016692i,0.0004344+0.00021573i,0.00072809+0.00035777i,-2.3659e-05+0.00014556i,-0.00022778-0.00023679i,0.00065449-0.0005635i,0.0011909-0.00015826i,0.00087895-0.00022417i,0.00030248-0.00054846i,-0.00056018-0.00058739i,-0.00061125-0.00099239i,0.00023164-0.0011646i,0.00079278-0.00070036i,0.00041578+0.00053773i,-0.0001752+0.0014877i,-0.00031573+0.0011952i
0.00097907+0.0018399i,0.0019159+0.0016807i,0.0015613+0.00080071i,-0.00018044+0.00010839i,-0.00068712+0.00097929i,0.00022716+0.0010511i,0.00058347+0.00091773i,0.00032464+0.0011114i,3.4949e-05+0.00027321i,4.6989e-05-0.00028834i,0.0003916+0.00019186i,0.00052035+7.6088e-05i,-0.00048554-0.00055526i,-0.00045809-0.0008127i,0.00036206-0.00081069i,0.00050795-0.00013345i,0.00040579-2.9256e-05i,0.00037326-0.0002178i,0.00067717+0.00071766i,0.0011054+0.0015063i,0.00092262+0.00093557i,-0.00015479+0.00096611i,-0.00081075+0.0017851i
0.00064226-0.0006158i,0.00084847-0.0028625i,0.00059017-0.0030561i,0.00090249-0.0013928i,0.00090251-9.1213e-05i,0.00077461+0.0015162i,0.0014767+0.0019785i,0.0017929+0.00085323i,0.00076174+1.742e-05i,6.3298e-06-3.7577e-06i,0.00044732-0.00015985i,0.00030767-0.00025016i,-0.00054732-9.5389e-06i,-0.00068818-0.00073736i,0.00011092-0.0011242i,0.00053183-0.00032275i,0.00015036+0.00073981i,0.00014274+0.00065926i,0.00078224-8.4493e-05i,0.00075523+0.00040464i,0.00047512+0.00026431i,0.0002792-0.00044107i,-0.00010627+2.1414e-05i
-0.00070792-0.0017653i,-0.001299-0.0011052i,-0.0021705-0.00044801i,-0.00203+0.00023784i,-0.0013626+0.00078206i,-0.00025941+0.0005204i,0.00063351+0.00036897i,0.00057229+0.00036463i,-0.00023402-0.00014859i,0.00012728-0.00012245i,0.00069235-0.0002125i,0.00027587-0.00012428i,0.00088039+0.00033384i,0.0014562+0.00021431i,0.0012884-0.00021725i,0.00061144+9.511e-06i,0.00074579-4.8058e-05i,0.00058559-0.00067958i,-0.0004068-0.00072734i,-9.63e-05+0.00035007i,0.00061098+0.0011664i,0.00049375+0.0011473i,0.00012934+0.0014177i
-0.00056243+0.0021128i,0.00082391+0.0025812i,0.001801+0.0015644i,0.0019975+0.00011781i,0.002155+0.00018202i,0.0015181+0.0010287i,0.0010139+0.0012755i,0.0010941+0.00072938i,0.00018663+0.00021905i,8.2708e-05-0.0003417i,0.00043566-0.00054205i,-0.00025508-0.00024873i,-0.00072602-0.00050384i,-0.00049076-0.00055166i,0.00028719-0.001305i,0.00032332-0.00088769i,0.00032197+0.00042645i,0.0012862+0.00016485i,0.0014522+0.00051938i,0.00060861+0.00069629i,0.00037318+0.0001412i,0.00049253+4.0503e-05i,7.6115e-05-0.0003929i
5.7074e-05-0.0023251i,-0.00067777-0.0036848i,-0.0018388-0.0034788i,-0.0022489-0.0024406i,-0.00079093-0.00080614i,0.0016085+5.481e-05i,0.0030905+0.00031558i,0.0021699-0.00019737i,0.0011159-0.00042195i,0.00091974-0.00021429i,0.0010147-0.00031735i,0.00089953-0.00060159i,0.0004956+0.00020905i,0.00035208-0.00017607i,0.0009073-0.0011235i,0.0016426+1.4564e-05i,0.0010745+0.00099474i,0.00034585+0.00094121i,-0.00025286+0.00075784i,-0.00014129-0.00028074i,-0.00012288-0.00033481i,-0.00060321+0.00076808i,-0.00044205+0.0010741i
0.00027306-0.0014887i,9.0061e-05-0.00042066i,-0.00051568+2.6935e-05i,-0.0014426+0.00089013i,-0.0013496+0.0018844i,-0.00019359+0.0016515i,0.0007638+0.00093003i,0.00059048+8.0076e-05i,0.0006607-0.00023953i,0.000853+0.00017724i,0.00030379+0.00048639i,0.00021078+9.6457e-07i,0.00044342-3.3611e-05i,0.00045172+0.00072485i,0.00017489+0.00045249i,0.00041279+8.2877e-05i,0.00064691+5.9979e-05i,0.00092412+4.7221e-05i,0.0010682+7.4879e-05i,0.0012417-0.00012305i,0.0015826-0.00046966i,0.0011829-0.00076894i,0.00026616-0.00043465i
-0.00098406-0.0019321i,-0.0018028-0.0021657i,-0.002387-0.0021917i,-0.0016291-0.00090855i,0.00040262+0.0010197i,0.0017518+0.0016044i,0.0023292+0.0012128i,0.0026575+0.00053283i,0.0011245-0.00012336i,-1.7501e-05-0.00073702i,-0.00014187-0.00074859i,-9.4207e-06-0.00052013i,0.00036058-0.00042714i,0.00016636-0.00016489i,-0.00013579-0.0002962i,0.0001513-0.00049131i,0.00010186-0.0001802i,-3.4451e-05-0.00012139i,-0.00029438-0.00069846i,-0.00092021-0.000248i,-0.00096638+3.7185e-05i,-0.0005689-0.00017329i,4.2372e-05-0.00022213i
0.0015216-0.00063843i,0.0010604-0.0014973i,-0.0011701-0.001992i,-0.0022554-0.0011969i,-0.0015683+8.0122e-05i,-0.00058994+0.00053276i,5.6184e-05+0.0002904i,0.00080269+0.00020217i,0.00077305+0.00095966i,-0.00040623+0.00049805i,-0.0010304-0.00081067i,-0.0013271-0.00087914i,-0.0015316-8.4713e-05i,-0.00069102-0.00023955i,0.00035089-0.00043385i,0.00036359+0.00041835i,0.0004393+0.00085691i,0.00067305+0.00080573i,0.00045045+0.00087483i,0.00011489+0.00035494i,-0.00041004+0.00016351i,-0.00081856+0.00043463i,-0.00018151+7.4326e-05i
0.0014885+0.00046832i,0.002167+0.00027522i,0.0017542+0.00035894i,0.0014242+0.00034779i,0.0013889+0.0008048i,0.0003226+0.0012613i,-0.00026415+0.0011013i,0.00018225+0.00090734i,0.00025335+0.0012369i,0.00055944+0.0011391i,0.00102+0.00096764i,0.00021877+0.00057662i,-7.2061e-05-8.3386e-05i,0.00049222-0.0005214i,0.00014539-0.00016573i,-0.00075592+0.00035943i,-0.0010578+0.00052924i,-0.00029928+0.00086684i,-0.00036191+0.0003956i,-0.00090453-5.4061e-05i,-0.00010557+4.2706e-05i,-8.7331e-05+0.00019018i,-0.0002112+0.00054867i
-6.0346e-05+0.00018676i,0.0015695-0.00071618i,0.0013556-0.0015258i,0.00044637-0.0015636i,0.00049755-0.00075132i,0.0013847+0.00082785i,0.001874+0.0011469i,0.001559+0.00040819i,0.00086005-6.0145e-05i,0.00031283-0.0003391i,0.00084233-0.0004111i,0.0012843-0.00034713i,0.001078-0.00023115i,0.0012526-0.0011032i,0.0012751-0.0011027i,0.00058227-0.00018857i,1.2145e-05+0.00031253i,-0.00050871+1.2199e-06i,-0.00060586-0.00064936i,-0.00071905-0.00034783i,-0.0010367+2.5632e-05i,-0.00051486+0.00033147i,-1.3752e-05+0.00051596i
