-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
-8.4751e-05+0.00051572i,-0.0001145+0.0008595i,0.00023762+0.0010454i,0.00064485-4.9733e-06i,0.00011535-0.00019151i,0.00070593+0.00019141i,0.0018023+7.8243e-05i,0.0014989+0.00013261i,0.0012742-0.00014079i,0.0010189-0.00082781i,0.000508-0.00046085i,-0.00046471-0.00031439i,-0.0010672-0.0010474i,-0.00073987-0.0010991i,-0.00017564-0.00032216i,0.00032944+0.00038215i,0.00021747-0.00031433i,0.00023996-0.00076688i,-0.00021446-0.00033118i,-0.00085705-0.00062797i,-0.00092639-0.0013823i,-0.00039395-0.0015499i,0.00021081-0.00075094i
0.00026455-0.00057447i,-2.936e-05+0.00061168i,-0.00071394+0.00036497i,-0.0010646+6.8309e-06i,4.7289e-05+5.299e-05i,0.00043187+0.00054622i,-0.00022866+0.00071383i,-0.00037131+0.00023254i,8.4819e-05+0.00038095i,-8.0514e-05+0.00017604i,-8.7793e-05-0.00048658i,-0.00029156-0.00081361i,-0.00075153-0.0010616i,-0.0011876-0.0011866i,-0.00098651-0.0011686i,-0.00031044-0.0010788i,0.0004471-0.00054995i,0.0003893-0.0002838i,0.00022909-0.0006461i,0.00049567-0.0006103i,0.00058548-0.0010543i,0.00014341-0.0011759i,-0.00047042-0.00011531i
0.00016654-0.00029477i,-0.00040152-0.00014169i,0.00034472+7.2072e-05i,0.0010195-0.00023836i,0.00032128+0.00074188i,0.00024149+0.0010587i,0.00028905+0.00034765i,0.00013513-0.00067149i,0.00045761-0.00068611i,-9.1073e-05+0.00042999i,-0.00066584-7.0283e-05i,-0.00074236-0.00036171i,-0.00090387-0.00029049i,-0.00088608-0.00049845i,-0.00018011-0.00035175i,0.00073353-0.00027255i,0.00065947+9.3934e-05i,0.00039643-0.00037021i,-1.844e-05-0.00011452i,-0.00050989+0.00076491i,-0.00015211+0.00081695i,0.00034513+0.00017334i,0.00022049+5.0925e-06i
0.00042783-0.0012068i,0.00022143-0.00032965i,4.4219e-05-0.00080963i,-0.00044985-0.00039015i,-0.00047632+0.00022148i,-0.00028313+0.00069418i,0.00031201+0.00064325i,0.00032459+6.2438e-05i,-0.00022984-0.00029142i,-0.00020506+0.00030299i,-0.00032585+0.00036002i,-0.00022427-0.00026712i,-7.7041e-05-0.00094575i,0.0003597-0.0011223i,0.00079882-0.00045504i,0.00043178+5.7264e-05i,0.00011258+0.00053546i,-5.9341e-05+0.00024433i,-2.1067e-05+0.00012821i,2.8511e-05+0.0010934i,-0.0004179+0.0010662i,-0.00050618+5.7219e-05i,-0.00050172-0.00016314i
7.6895e-05+0.00064222i,0.00091288+6.3403e-05i,0.0012183+0.0010277i,0.0011661+0.001891i,0.00044233+0.0013506i,8.3406e-05+0.00052658i,0.00046444+0.00025583i,-6.902e-05+0.00046428i,-0.00081644-0.00021924i,-0.00032252-0.00040631i,-0.00013237+1.7526e-06i,-0.00042613-0.00081946i,0.000366-0.0016905i,0.00036224-0.0011542i,-0.00046169-0.00017999i,-0.0002336+0.00045349i,0.00022355+0.00042374i,0.00025985-0.00040582i,-0.00019841-0.0005272i,-0.00077359-4.0457e-06i,-0.00068535-0.00024151i,-0.00030814-0.00083619i,-0.00010243-0.00061121i
-0.00077777-0.00085594i,-0.001674-0.00089466i,-0.0020892-0.0010254i,-0.0020581-0.00015082i,-0.0014832+0.00053172i,0.00018966+0.00099665i,0.00089817+0.0012276i,0.00016016+0.0011221i,-0.00065353+0.0010196i,-0.0013695+0.00014223i,-0.001269-0.00052682i,-0.00078605-0.00011315i,-0.0006467+8.8342e-05i,5.9004e-05+2.6209e-05i,0.00042388-4.8846e-05i,-0.00036724+0.00014061i,-0.0012302-0.00012671i,-0.00069524-0.00074413i,0.00027836-0.00032464i,0.00066763+0.00010929i,0.00062714-0.00014496i,0.00021679+2.1031e-06i,0.00014318+0.00042853i
0.00030056+0.0020218i,0.00071064+0.0015402i,0.0017439+0.0017591i,0.0022889+0.0018592i,0.0009763+0.0017405i,-0.0004965+0.00096864i,-0.00034426+0.00014853i,-0.00013335-3.2817e-05i,-0.00063109-3.7314e-05i,-0.00081948-0.00031198i,-0.00074378-0.0006686i,-0.00063998-0.00065157i,-0.0010113-0.0010265i,-0.0011725-0.0011625i,-0.00027774-0.00075121i,0.00069248+6.0216e-05i,0.00028096+0.00061113i,2.6895e-05+0.00080123i,-0.00010792+0.00030168i,-0.00023184-5.039e-05i,-6.4158e-05+0.00010477i,6.2081e-05-0.00090592i,0.0004781-0.0011148i
0.0011058-0.00043429i,0.0011743-0.00095681i,0.0012246-0.0010225i,7.2599e-05-0.00010411i,-0.00014709+0.0014617i,0.00074603+0.001185i,0.001277+0.00031259i,0.0016596+0.0003823i,0.0013964+0.00020354i,0.0011925-0.00057008i,0.0003139-0.0012211i,-0.0012435-0.0012801i,-0.002061-0.00072315i,-0.0016394-0.00025392i,-0.00064683+8.2753e-05i,-1.6654e-05+9.3311e-05i,0.00030739+0.00017125i,0.00038584+0.00038738i,0.00016459+0.00072001i,0.0001307+0.00049787i,-0.00037235-0.00072182i,-0.00055947-0.00091584i,-4.8892e-05-7.4512e-05i
0.00043747-0.0014265i,-5.1376e-05-0.0019231i,-0.0004064-0.0016083i,-0.00051656-0.0011738i,-0.00012944-0.00012012i,0.00019251+0.00017263i,0.00030648-0.00047737i,0.00029309-0.00018193i,-0.00062076+5.931e-05i,-0.0010693+0.00033189i,-0.00028623+0.00036988i,0.00096544-0.00040685i,0.00049799-0.00074739i,0.00015398-0.00078165i,0.00010011-0.00066217i,-0.00027569-0.00053512i,-0.00014202-0.00069099i,0.00058587-0.00044727i,0.0011814+0.00025847i,0.00086271-0.00020143i,0.00056148-0.00027857i,0.00030512+0.00016046i,0.00035873-9.0941e-05i
-0.00010155+0.00050179i,0.00054892-0.00019137i,-0.0007006+7.0395e-05i,-0.0016601+0.0010442i,-0.00073043+0.0011405i,-5.7001e-05+0.00079709i,-0.0013646+9.9349e-05i,-0.0020507-0.00065371i,-0.0011169-0.00039097i,-0.00036181-7.4027e-05i,-0.0005605-3.8676e-05i,-0.00050145+0.00023403i,-0.00039431+0.00041525i,-0.00057775+9.9618e-05i,-2.3845e-05-0.00071259i,-0.00056215-0.00078497i,-0.0010308-0.00022707i,-0.0011019+0.00014479i,-0.001301-0.00015338i,-0.00056615-0.00042481i,7.4323e-05-0.00031805i,0.00040403-0.00014683i,0.00094058+4.8649e-05i
0.00019487-0.00032145i,-0.00071156-0.0016982i,-0.00089451-0.0007548i,-0.00013541+0.00026551i,0.00026661+0.00029008i,0.00052789-9.3507e-05i,0.00092615-0.00024107i,0.00080091-0.00010274i,0.0011426-6.0155e-06i,0.0010003+0.00045574i,0.00077165+0.00016859i,0.00070547-0.00035566i,-0.00045402-0.00057352i,-0.0010054-0.00048111i,-0.00037127-0.00031362i,0.00032895+2.1137e-05i,-7.1784e-05+0.0002925i,-0.00081955-2.8886e-05i,-0.00055637-0.00063081i,-0.00047738-0.00064405i,-0.00034053-0.00058794i,7.5823e-05-0.0002956i,8.1511e-05+0.00051806i
-0.00032206+0.00014369i,4.1983e-05+0.00025683i,0.00045725-0.00017879i,0.00058422+0.00058694i,-7.1271e-05+0.0016534i,2.6431e-05+0.0010828i,0.0006721-0.00039733i,0.00069104-0.00074461i,9.7764e-05-5.3647e-05i,-0.00057094+0.00028593i,-0.00092674+8.7805e-05i,-3.4984e-05-0.00055884i,0.0010447-0.00033168i,0.00051631-9.4996e-07i,-0.00059489-0.00016524i,-0.00038891+0.00014381i,-0.00010815-3.2682e-05i,0.00048317+2.9145e-05i,0.00038273-1.588e-06i,-0.00039356-0.00040845i,-0.0004574-0.00046368i,-0.00036173-0.00015987i,-9.5933e-05-0.00026349i
0.0011586+0.00054876i,0.0013554-0.00067918i,0.0014063-0.00099144i,0.0015602-9.9213e-07i,0.00055393+0.00086737i,-0.0003203+0.00058673i,-0.00020106+0.00057822i,-0.00024427+0.00061763i,-0.00033956+0.00013499i,-0.00028997-0.00013867i,-0.00026516+0.00033128i,-0.00019177+0.00058079i,-0.00021866-0.00022277i,-0.00087609-0.00045112i,-0.00075581-0.00013466i,-0.00034971-0.00036741i,1.3957e-05-0.00060897i,3.3766e-05-0.000598i,-0.0004123-0.00082974i,-0.00044837-0.00050012i,0.00017236-0.00028049i,0.0002533-0.00016565i,-8.1601e-05-0.00024266i
-0.00038455+0.00030139i,0.00076711+4.281e-05i,0.00078603-0.00055186i,0.00023863-0.00049702i,0.0001953+0.00097321i,0.00037102+0.0017985i,0.00041113+0.0012312i,0.0005951+0.00098452i,0.00057958+0.00071822i,2.7969e-05-0.00069905i,-0.00043806-0.00092504i,-0.00085008-0.000288i,-0.0013746-0.00022583i,-0.0011226+0.00011233i,-0.00069813+2.3057e-05i,3.4069e-05-0.00026808i,2.0103e-05+0.00011329i,-0.0010521-9.541e-05i,-0.0013561-0.00038293i,-0.00040775-0.00041008i,0.00097233-0.00053305i,0.0011119-0.00043424i,0.00020232+0.00010331i
0.00016045+6.5932e-05i,0.00027904+0.00019612i,-0.00014842-0.0001275i,-7.885e-06+6.1228e-05i,2.4876e-05+0.001i,0.00054797+0.0013038i,0.00089238+0.0009738i,0.00038214+0.0012813i,0.00029095+0.0008726i,0.00022275-0.00012691i,-0.00053705-0.00026946i,-0.0013307-2.5744e-05i,-0.00070423-0.00019378i,-0.00011125+0.00024761i,-0.00038773+0.00049399i,-0.0003612+0.00022122i,8.8379e-05-0.00017334i,0.00033529-0.00073985i,-7.6123e-05-0.00087299i,2.1569e-05-0.00012754i,-0.00016356+0.00010491i,-0.00015394-0.00055354i,0.00030745-6.0797e-05i
0.0018007+0.00040335i,0.0020718+0.00046209i,0.0016096+0.00015029i,0.00088485-0.00044506i,0.0005026-0.00012781i,3.5855e-05+7.2647e-05i,-0.00022395-0.0001161i,-0.00032507-0.00017062i,-0.00032776+0.00068369i,-0.00030729+0.00011544i,-0.00058186-0.0013257i,-0.00098318-0.0010924i,-0.00077875-0.00053951i,-0.000659-0.00040433i,-0.00063133-0.00038764i,-0.00051434-0.0004137i,-0.00076301-0.00050763i,-0.00038201+0.00031064i,0.00033237+0.00053886i,0.00024051+0.00085601i,0.00045401+0.0010963i,0.00083462+0.00053752i,-6.0343e-06+0.00025746i
0.00057959+0.00018633i,0.00050144-0.00021534i,0.0013178+0.00033681i,0.0013108+0.00080881i,0.00084017+0.00093059i,0.00039416+0.00081969i,-0.00014221+0.00010684i,-0.00063409-0.00022595i,0.00015094-0.00050584i,0.00051851-0.00024524i,-0.00030426-0.00019292i,-0.0014657-0.0012291i,-0.0012429-0.0014846i,-0.00049057-0.00031266i,-0.00063807+0.00011174i,-0.00039014+0.00023381i,0.00018954+0.00020702i,0.0006261-0.00030627i,0.00031628+0.00015598i,-6.8528e-05+0.00022831i,-0.00054542+0.00023493i,-0.00041596+0.00059017i,-6.9579e-05+0.00035138i
-0.00094831-0.00073961i,-0.0022174-0.00011502i,-0.0028213-0.00066998i,-0.0021773-0.00073572i,-0.001237-1.0721e-05i,0.00051725+0.00082908i,0.0011259+0.00081405i,0.00077015+0.00017077i,-2.7309e-05-4.2498e-05i,-0.00088905-0.00011914i,-0.00052066-0.00077314i,8.4177e-05-0.00076055i,5.07e-05-0.0014557i,0.00020574-0.0017754i,0.00056311-0.0010039i,0.00040206-0.00064038i,-0.00067981-0.00026649i,-0.0010507-0.00027094i,-0.00019708-0.00074987i,-2.1336e-05-0.00059879i,-0.00052835-6.7566e-05i,-0.00088848+0.00022678i,-0.00057391-0.00011664i
0.00092264-0.00036683i,0.0017542-0.00065041i,0.0024468+0.00011486i,0.0015628+0.00030316i,0.00082223+5.3525e-05i,0.00078171+0.00038625i,0.00080397+0.00079753i,0.0006657+0.00080676i,0.00012192+4.1513e-05i,-0.00076808-0.00076389i,-0.0015656-0.00099991i,-0.0014482-0.0012047i,-0.00019282-0.0009318i,0.00020014-0.00066177i,-0.00064361-0.0008899i,-0.00015905-0.00093883i,0.00065966-0.00027871i,0.00031239+0.00040143i,-0.00014874+0.00038778i,0.0001308-0.00049215i,0.00015126-0.0010045i,0.00015876-0.00060038i,0.00041295-0.00013892i
0.00083107+0.00082749i,0.00077841+0.0011858i,0.0014936+0.0010122i,0.0013877+0.00021413i,0.00028818-0.0002139i,0.00010552+0.00011135i,0.00057847+0.00020485i,0.00076636-0.0001461i,0.00080075-0.0006042i,0.00058583-0.00078456i,-0.00041535-0.00073547i,-0.0015675-0.00052365i,-0.0012222-0.00078914i,-0.0005773-0.0012005i,-0.0010339-0.00073034i,-0.0012086-0.00044534i,-0.00083969-5.0237e-05i,-0.00071739+1.7325e-05i,-0.00021659-0.00021919i,-0.00020664-0.00011848i,-0.00030918-0.00044852i,-0.00031107-0.000871i,-0.00068398-0.00064626i
6.8169e-05+0.0002084i,0.00066416+0.00079574i,0.00024011+0.00094966i,3.1475e-05+0.0010945i,0.00022769+0.0022519i,0.0002212+0.0029148i,0.00079559+0.0015237i,0.0010564+0.00051796i,-0.00013429+0.00061422i,-0.0010962+0.00027108i,-0.00052444-0.00019474i,0.00029557-0.00084784i,0.00037817-0.001355i,-0.00039006-0.0009433i,-0.00038737-0.00023534i,0.00026216-0.00027014i,0.00065158-0.00051748i,0.00060979+0.00027071i,0.00054805+0.00060915i,0.00078711+0.00038317i,0.00059504+0.00020696i,3.2566e-05+3.2692e-06i,-0.00037957-0.00018165i
-0.0011128-0.00059941i,0.00076138-0.00022376i,0.00078722+0.00065426i,0.00036493+0.0015945i,0.00074687+0.0023573i,0.0011078+0.0021814i,0.0010268+0.0011682i,0.00064064+0.00023526i,0.00024172+0.00054965i,-0.00030795+0.00095661i,-0.00012847+0.00028464i,0.00015832-0.00096969i,-0.00036387-0.00080426i,2.2401e-05-0.00067569i,0.0003298-0.00034302i,-0.00034837+0.00033097i,-0.00051853-2.3939e-05i,-0.00090987+2.9713e-05i,-0.00050598+0.00085226i,0.00073626+0.00031314i,0.00053373-0.00030272i,-0.00036082-0.00031328i,-0.00087092-0.00043119i
-0.0024144+0.00054485i,-0.0015847+0.00035716i,-0.00018535+0.0012196i,-0.00017607+0.0020292i,-0.00016042+0.0020272i,0.00026721+0.00097282i,0.00083045+0.00045806i,0.0010308+0.00042751i,0.00085126+0.00040781i,-0.00015659+0.00080111i,-0.00087713+0.0010272i,-0.00043602+0.00012862i,0.0001621-0.00080442i,0.00017625-0.00019484i,0.00022933+0.00035864i,0.00023917-0.00016618i,-0.00037825-0.00017268i,-0.00023647+0.00026568i,0.00044281+0.0003274i,0.00092268+0.00022001i,0.00036862+0.00032085i,-3.5782e-05+0.00079924i,0.00080963+0.00093051i
-0.0015135-0.0011075i,-0.0016658-0.0012821i,-0.0030685-0.001658i,-0.00296+5.4842e-05i,-0.0014092+0.0012021i,-5.2288e-05+0.0010194i,0.00095446+0.00018584i,0.00032059-0.0003825i,-0.00031558-0.0014745i,-0.00043628-0.0018113i,-0.00094373-0.0013403i,-0.00052014-0.00083219i,-0.00033861-0.00023733i,-0.00090689+0.00016001i,-0.00073643+0.00024197i,0.00017539+8.9822e-05i,0.00034617+0.0002543i,-0.00016877+0.00066626i,-0.00026543+0.00028217i,4.8554e-05-0.00025441i,0.00028968-0.00055707i,-0.00018123-0.00064074i,-0.00027641-0.00056321i
0.00090302+0.0022648i,0.0012909+0.0019715i,0.00095877+0.0024833i,0.00094729+0.0011147i,0.001409-0.00028989i,0.0015584-0.00025502i,0.0011829-4.4622e-05i,0.0007134-0.00021851i,0.0004328+4.9247e-05i,-0.00016351-0.0002353i,0.00049048-0.0010421i,0.00076508-0.0011618i,-0.00070877-0.0010067i,-0.0015671-0.00066199i,-0.00059779-0.00010776i,0.00013621+0.00020488i,-6.2562e-05+9.7263e-05i,-0.00013159+1.4162e-05i,0.00033366-8.5108e-05i,0.0001589-0.00040703i,0.00023355-0.0006223i,0.00043099-0.00042529i,-0.00022219-5.1481e-05i
7.8838e-05+0.00066486i,0.00023477-0.00024858i,0.0014631+3.2064e-06i,0.0012939+0.0001459i,0.00079599+0.00029858i,1.4193e-05+9.5814e-05i,0.00024533+0.00022497i,0.0010162+0.00084128i,0.0012938+0.00092299i,0.00080449-0.00023019i,-0.00054465-0.00079506i,-0.0010913-0.00052495i,-0.00022691-0.00024193i,-0.00016053-0.00065154i,-0.00067053-0.00083245i,-0.0006442-0.00032219i,-0.00069713+0.00057685i,-0.00035807+0.00025771i,-0.00020239-0.00053147i,2.0276e-06-0.00039152i,-0.00034022+0.00014438i,-0.00076994+0.00068751i,-0.00066862+0.00090078i
0.00023864+0.00025786i,0.00068778-2.7432e-06i,0.00082253-0.00085352i,0.00057394-0.00067463i,0.00039859-0.00014158i,0.00074008+0.00068833i,0.00070445+0.00043585i,-6.4219e-05+2.6084e-05i,-0.00084874+0.00023653i,-0.00049289+0.00057616i,0.0003075+0.00042788i,-6.535e-05-0.00030347i,-0.000617-0.00058558i,-0.00050487-0.000533i,-0.00021064-0.00031568i,0.00025362+0.00035099i,0.0010701+0.00082261i,0.0011465+0.0011462i,5.6987e-07+0.0010688i,6.6749e-05+0.00071621i,0.00043107+0.00059707i,0.00057119+0.00044089i,0.00075141+0.00013369i
-0.0017973+0.00036712i,-0.0016865+0.00084245i,-0.0014555+0.0021023i,7.6932e-05+0.0024186i,0.00080972+0.0019619i,0.00035477+0.00061345i,0.00047632-0.00041508i,0.00064545-0.00065094i,0.00053493-0.00035269i,0.00060352+0.00083101i,7.3597e-05+0.00069038i,0.00064862-1.0114e-05i,0.0011966+2.086e-05i,0.0010435+0.00030125i,0.00069421+0.00036024i,8.474e-05-0.0001685i,-0.00040757-0.00074708i,-0.00039368-0.00037433i,-0.00041956-9.5099e-05i,-0.00031209-0.00087459i,-0.00041103-0.00078024i,-0.00041996+0.0002441i,0.0002953+0.00016011i
0.0011905+0.0023234i,0.0011538+0.0015003i,0.0015329+0.00096192i,0.0014719+0.00018008i,0.0010911-0.00060415i,0.00059332-0.00041012i,-0.00013212-0.00021493i,-0.00052936-0.00029657i,-0.00070391+0.00036753i,-0.00066574+0.00024918i,-0.0003044+6.2046e-05i,-0.00011668-0.00080414i,-0.00013459-0.0017755i,-0.00030269-0.0012645i,-0.00086227-0.00092099i,-0.0012551-0.00085452i,-0.0011096-0.00046792i,-0.00022234-9.7484e-05i,0.00039015-0.00018168i,0.00036859-0.00030498i,0.00035163+0.00046335i,0.00068004+0.0011398i,0.00093236+0.00071375i
-0.0001285-0.00077335i,-0.00092193-0.00077505i,-0.00093017-0.00012245i,0.00050191+0.00058527i,0.00093716+0.0018522i,0.00030716+0.0027673i,0.00017999+0.0012534i,0.00016565-8.0463e-06i,-0.00014237-0.00036525i,-0.00044859-7.1061e-05i,-0.00068732+6.367e-05i,-0.00090144-0.0002263i,-0.00087534-0.00045043i,-0.0003012-0.0006393i,0.00015275-0.00083642i,0.00069134-0.00078539i,0.00041532-0.00042811i,0.00047635-0.00025453i,0.0004567-0.00055185i,-0.00030156-4.4513e-05i,-0.00064686+0.00099912i,-0.00072823+0.00096503i,-0.00039235-5.0942e-05i
0.0014906-0.00040658i,0.00084124-8.8762e-05i,0.00037941-0.00091785i,-0.00014598-0.0010209i,-9.0867e-05-0.00079224i,0.00065487-0.001457i,0.0012952-0.0013369i,0.00076134-0.00077852i,-0.00021064-0.0012177i,-0.00089968-0.0010508i,-0.0012746-0.00072943i,-0.00090117-0.0011346i,-0.0013348-0.00097368i,-0.0013505-0.00015935i,-0.00058446+0.00066176i,4.8266e-05+0.00083159i,-8.6178e-06+0.00050375i,0.00027829+0.00030889i,0.00041462+3.9338e-05i,-0.00017307-0.0005807i,-0.00034404-0.00079421i,-0.0004072-0.00096093i,0.00012302-0.0010758i
6.3897e-05-0.00091706i,-0.00072085-0.0010951i,-0.00089338-0.00099295i,-0.00062295-0.00019027i,-0.00085923+0.00019235i,-0.00057922-0.00015106i,-0.0005101-0.00013045i,-0.00055082-0.00026731i,0.00021119-0.00074168i,0.00083178-0.000602i,0.00038032-0.00077016i,-0.00018758-0.00048014i,-6.7492e-05+0.00017784i,0.00045196+0.0002116i,0.00057135+3.4174e-05i,0.00025701-2.4848e-05i,0.00046977-0.00014007i,0.0012141-0.00019354i,0.0012099+7.0487e-06i,-0.00027827-0.00048959i,-0.00092103-0.00080366i,-0.0005667-0.00020379i,-8.1166e-05+0.00081917i
0.00097228-0.0010533i,0.00069743-0.0013919i,0.00060806-0.0017854i,-0.00018415-0.0012991i,-0.00023627-0.0008744i,0.00015326+7.8894e-05i,0.0013196+0.00046631i,0.001675+0.00035465i,0.00049683-2.224e-05i,7.6304e-05-0.00023463i,-0.00039155-0.0001181i,-0.001191-0.00072233i,-0.0012136-0.00062257i,-0.00051761+8.6573e-05i,0.00018049+0.00017021i,0.00085925+0.0003406i,0.00093091+0.00028724i,-0.00015024+5.8811e-05i,-0.00029589-0.00047027i,-0.0001973-0.0011414i,-0.00050923-0.00068755i,-0.00019341-0.00014367i,-0.00017137+5.9108e-05i
-0.0004068-0.00023253i,0.00045836-0.00031617i,-0.0005749-0.00050837i,-0.0016084+0.00051433i,-0.001263+0.0007403i,0.00038084-9.9442e-05i,0.00048672-0.0004465i,-0.0007678-0.0002264i,-0.00016213+7.7777e-05i,0.00031549+0.00014467i,-0.00038273-4.9395e-05i,-0.0006949-0.0003963i,0.00025247-0.0014619i,0.00069729-0.0011392i,-0.00033845-0.00020635i,-0.00077093-8.4864e-05i,-0.00062237-0.00026958i,-0.00071875+7.0417e-05i,-0.00027772+2.8082e-05i,8.2935e-05-0.0004472i,0.0001166-7.0116e-06i,0.00019644+8.4101e-05i,0.0010675-0.0002611i
0.00053572+0.0018691i,0.0013795+0.0017564i,0.0013579+0.001821i,0.0011566+0.0012041i,0.00060842+0.00040645i,0.00023256+6.2417e-05i,-0.00024444-3.6169e-05i,-0.00048714+0.00056651i,-0.00036329+0.0011835i,-3.2317e-05+0.00018829i,0.00032683-0.0013274i,-1.6114e-05-0.0017777i,-0.0003958-0.0010739i,-0.00070156-0.001298i,-0.0008019-0.0011398i,-0.00075341-0.00078564i,-0.00064694-0.00060838i,0.00014145-0.00039814i,0.00046855-0.00012954i,-0.00028354+0.00019847i,-0.00029361+0.00037988i,0.00019794+0.0007071i,0.00012144+0.00096054i
-0.00074034-0.00046247i,-0.0010786+0.00070706i,-0.0019416+0.00082246i,-0.0012028+0.00090627i,-0.00036207+0.0012603i,-0.00036711+0.00085871i,-7.316e-05+0.00039239i,8.0763e-05+0.00041238i,4.7961e-05-0.0001542i,0.00084629-0.00065418i,0.00076584-0.00018325i,0.00015607-0.00024701i,0.00011325-0.00026483i,-0.00022208+0.00074816i,-0.00067541+0.00065521i,-0.00048951-0.00027452i,-0.00069346+0.00014421i,-0.0011325+0.0002764i,-0.0011005+3.7837e-05i,-0.00073574-0.00038397i,0.00014067-0.00053035i,0.00047174-0.00019752i,-0.00027564+9.2919e-05i
-0.0014252-0.0012164i,-0.0017213-0.0011671i,-0.0020687-0.0012961i,-0.0023043-0.00020518i,-0.00088366+0.0013111i,0.00012685+0.001031i,9.4272e-06-0.0002506i,0.00043434-0.00032254i,0.0001435-0.00062238i,-0.0010034-0.00057846i,-0.00053983-0.0002813i,-0.00018686+0.00023884i,-0.00040195-3.2677e-05i,0.00031195-0.00010741i,0.00028554+0.00045903i,-1.7922e-05+0.00018619i,0.00033143-2.503e-05i,0.00057378+1.0563e-05i,0.00047723+0.00016412i,-0.00031736+0.00060203i,-0.00056375-9.0105e-05i,8.9739e-05-0.000391i,0.00087762-0.00036407i
-0.0024187-0.0013088i,-0.0017833-0.0015877i,-0.0019322-0.0017541i,-0.0013117-0.0012265i,0.00015182+0.00035996i,0.00085201+0.0016609i,0.00060344+0.00090571i,0.00095658-0.00041972i,0.00059706-0.00067718i,-0.00076625-0.00024916i,-0.0014365+8.4726e-05i,-0.0011046+7.5221e-05i,1.7596e-05-0.00021028i,0.00011303-0.00085569i,-0.00027145-0.0010738i,2.8386e-05-0.00028247i,2.5691e-05+0.00032862i,0.00055639+6.544e-05i,0.0011234-0.00043201i,0.00092582-0.00013055i,0.00015409-4.7613e-05i,-0.00017462-0.00023889i,0.00010352+0.00018848i
5.8064e-05-0.0012283i,-0.0005958-0.0013365i,-0.0015153-0.00082557i,-0.0014238-5.8466e-05i,-0.00070596+0.0013152i,0.000176+0.0018413i,0.0006041+0.0010579i,0.00013868+0.00014164i,-0.00029872-8.9578e-06i,-0.00043381+0.00015986i,-0.00089082-3.6116e-05i,-0.00082608-0.00031361i,-0.00077001-0.00016412i,-0.0011053+0.00061788i,-0.0007977+0.00076686i,-0.00041845+0.00015109i,-0.00013153-0.00034962i,0.0002703-0.00035875i,0.00071928-0.0002777i,0.00064931-0.00020171i,8.8515e-05-0.00081376i,-0.00071214-0.00026013i,-0.00059311+0.00037853i
0.0015347+0.00094416i,0.0016826+0.0010871i,0.0023763+0.00045213i,0.0017588-0.00015849i,0.0013826-0.00040557i,0.0014617-0.00026936i,0.00044249+0.00011098i,-0.0006096-0.00057934i,-0.00055824-0.0010994i,-0.00061786-0.0009202i,-0.0010111-0.00079781i,-0.0010444-0.00070761i,-0.0013317-0.00087432i,-0.0015192-0.00071469i,-0.0006743+0.00020587i,-0.0004094-0.00029252i,6.0736e-05-0.00088711i,0.001194-0.00013931i,0.00086795+0.00053428i,0.00032299+0.0011804i,0.00018096+0.0012386i,-9.7459e-05+0.00039275i,9.629e-05-0.00020531i
5.3671e-05+0.0011713i,-0.0001095+0.0016511i,0.00040301+0.0014492i,0.00036681+0.00092596i,0.00042245+0.00083256i,0.00027672+0.00085219i,-0.00019548+0.00026333i,0.00025211+0.00025039i,0.0011043+0.00041763i,0.0011595-0.00010699i,0.00045872-0.00071666i,-0.00047327-0.00079459i,-0.0010304-0.0010472i,-0.00099243-0.00087612i,-0.00055099-0.00010401i,-0.00022063+0.00024782i,-0.00055931+2.6872e-05i,-0.00031771-0.00056734i,-0.0001363-0.00087193i,-0.00059005-0.00041953i,-0.00062921-0.00016501i,1.7989e-06-0.00044815i,2.0451e-05-0.0002004i
-0.00037494-0.00043512i,-0.00022854-0.0010196i,-0.00069081-0.0014756i,0.00042124-0.00041718i,0.00074309+0.0014704i,0.00029703+0.0022895i,0.0003874+0.0021341i,0.00062056+0.0018115i,0.0003659+0.0013332i,-0.00010693+0.000301i,7.7815e-06-0.00049094i,0.00068974-0.00053986i,1.6611e-05-0.0006473i,-0.00081058-0.00076805i,-0.00065744-0.00052896i,-0.0011231-0.00059613i,-0.0011358-0.00079323i,-0.00047556-0.0009124i,-0.00031555-0.00095831i,-0.00013893-0.00041652i,0.000264-0.00046648i,0.0005257-0.00043935i,0.00061003+0.00023259i
