-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
0.00067554-0.0013158i,0.00050322-0.0012591i,0.00012028-0.0010297i,4.1534e-05-0.00046743i,0.00029179+0.00041507i,0.00057278+0.0009974i,-0.00012156+0.00072617i,-0.00082874+0.00067237i,-0.0010422+0.0010878i,-0.00061482+0.0013808i,-4.7216e-06+0.0010593i,0.00068179+0.00017137i,0.00045135-0.00070496i,0.00037887-0.00024453i,0.00070573+0.0005476i,0.00062315+0.00059023i,0.00025237+0.00041737i,0.00050363+0.00033462i,0.00053159-0.00012579i,0.00012644-0.00041078i,0.00030744-0.00018957i,0.00034102+0.00028066i,0.00040226+0.00067192i
-0.0028104+0.0010397i,-0.0019859+0.00085023i,-0.0005462+0.00082054i,-6.097e-05+0.00081332i,3.0122e-05+0.0017034i,0.00033207+0.0015397i,0.00014449+0.00065073i,-0.00052997-7.3146e-05i,-0.00035687+7.4714e-05i,0.0003832+0.00064289i,0.00078951+0.00023272i,0.00052114+0.00026252i,0.00072786+0.00057011i,0.00075289-2.1609e-05i,-0.00032027-0.00079419i,-0.00022849-0.00053516i,0.0005461-9.2924e-05i,0.00013778-0.00075585i,-0.00024225-0.0014665i,-0.00020173-0.00069638i,-2.873e-05+0.0005085i,0.00037571+0.00073338i,0.00038318+0.00072195i
0.0023677+3.4593e-05i,0.0016024-0.00074206i,0.0017132-0.0012945i,0.00051687-0.00085089i,-0.00030182-7.1371e-05i,0.00053369+0.0012725i,0.0016362+0.0018453i,0.00099971+0.00097898i,-0.00028295+0.00015653i,-0.00064012+6.9638e-07i,-0.00059651+0.00027057i,-0.00014814+0.0001804i,0.00010974-0.00057535i,0.0002158-0.00089844i,0.00059154+0.00014187i,0.00066967+0.00057198i,0.00045727-0.00014948i,0.00023372-9.9767e-05i,0.00020195+0.00028593i,0.00053291+0.00016404i,0.00043826+2.8447e-05i,2.8404e-05+0.00018452i,-0.00015344+0.00048551i
-0.0011708+0.0012542i,-0.00012123+0.00068041i,-0.00020885-0.0011233i,-0.001322-0.0015391i,-0.00098934-0.00034264i,0.00070174+0.00070952i,0.00092502+0.00068009i,-0.00088466+0.00032591i,-0.0017968+0.00086456i,-0.0011432+0.0013155i,-0.00061309+0.00092547i,-0.00019754+0.00074954i,5.2761e-05+0.00047468i,-5.5358e-05+5.4288e-05i,-0.00027618+5.1474e-05i,-0.00073352+0.0006985i,-0.00061335+0.000421i,-0.00023308+0.0003633i,0.00021248+0.00055499i,0.00053599+1.4492e-05i,0.00017119-0.00051034i,-0.00066562-0.00070177i,-0.00020119-0.00020563i
-0.00020025-0.00026826i,-0.00042966-0.00011014i,-8.3352e-05-0.0014724i,-0.0002507-0.0015308i,-0.00045966-0.00021088i,-2.2657e-05+0.00069936i,-0.00020527+0.0009592i,-0.00044519+9.3903e-05i,-0.00047743-0.00067251i,5.2597e-05-7.9992e-05i,-2.1855e-05+0.00057607i,-2.5444e-05+0.00014371i,0.00046209-0.00051061i,0.0002074-0.00071854i,-6.7046e-05-0.0003645i,0.00019574-0.00030568i,0.00061637+0.00016977i,0.00062814+0.00066189i,0.00038049-0.00016275i,0.00025695-0.00063771i,2.0238e-05-2.3388e-05i,-0.00033951+0.00071376i,-0.00074856+0.0014467i
0.0031362+0.0015852i,0.0023257-6.7092e-05i,0.0011415-0.0027921i,0.00033821-0.0031987i,-0.0008672-0.0016537i,-0.0019837-0.00059859i,-0.002075-0.00059142i,-0.0015913-0.00019i,-0.0004354+0.0004386i,-0.00020337+0.00050189i,-0.00059832+0.00042611i,-7.5665e-05+0.0012101i,0.00031628+0.00083559i,0.00068141+4.2552e-05i,0.00031095-0.00022582i,-0.00021916-0.00034023i,-0.00033988-0.00028023i,-0.0006883-0.00061902i,-2.2433e-05-0.00083336i,0.00064211-0.00067593i,0.00020955+0.00012027i,8.0785e-05+0.00055683i,0.00010719-0.00023935i
-0.001258-0.0031768i,-0.00010792-0.0026737i,-0.00038492-0.001723i,-0.0020759-9.4775e-07i,-0.0026637+0.0021244i,-0.0015921+0.0023824i,-7.1923e-05+0.0012829i,0.00029925+0.00060833i,-0.00047616+0.00015518i,-0.00037928+0.00023851i,0.00048302+0.00081446i,0.00057662+0.00066281i,9.5314e-05-0.00016354i,0.00025908-0.00089423i,0.0005286-0.0010803i,-4.8233e-05-0.0016283i,-0.00012914-0.001874i,0.00011578-0.00087998i,-0.00036483+0.00031252i,-0.00044552+0.0010675i,4.4284e-05+0.0011854i,-0.00057233+0.00040929i,-0.00051663-0.00019112i
-0.001269+0.0019949i,-5.4057e-05+0.0022342i,0.00096153+0.0017729i,0.00076612+0.0017849i,0.00082217+0.0021567i,0.0014211+0.0020653i,0.0011825+0.0013735i,-0.00031759+0.00058194i,-0.0011361+0.00064035i,-0.00032561+0.00050648i,0.0003637+3.3657e-05i,6.5521e-05-0.00015728i,-9.8118e-05-0.00022612i,-4.2553e-05-0.00077288i,3.6854e-07-0.0010779i,-0.00025135-0.00075389i,-0.00056567-0.00049836i,-0.00062961-0.00027557i,-0.0002092-0.00042336i,-0.00075513-0.00013555i,-0.00061404+0.00083203i,0.00044045+0.0010073i,0.00081371+0.00064622i
0.0010584-0.0040793i,-0.00012976-0.0027528i,-0.00049364-0.0025054i,-0.00089726-0.0016065i,-0.0007852+0.00053152i,-0.00017175+0.0013676i,-0.00025742+0.0013563i,-0.00050233+0.0010555i,-0.00094665+0.0008493i,-0.0014841+0.00099957i,-0.0016816+0.0015843i,-0.00067236+0.0012508i,-0.00017566+0.00051301i,-0.00019214+0.00081447i,0.00036844+0.00068782i,0.00082675-0.00022776i,0.0012093-0.00058102i,2.59e-05-5.4249e-06i,-0.00047+0.0005762i,0.00022972+0.00038541i,0.00026787-3.307e-05i,0.00020412-0.00076193i,-0.0004004-0.00031467i
-0.00098894+0.0040463i,0.00016249+0.0020207i,0.00064852-0.00040373i,0.00036475-0.00083305i,0.00049865+0.00051186i,0.0010388+0.00045676i,0.0017026-0.00062672i,0.0015971-0.00030352i,0.00053793+0.00059529i,-0.00027109+0.00040332i,-0.00024895+0.00049594i,1.7101e-05+0.00064301i,-0.00027519+0.00016083i,-0.00018543-0.00027363i,-0.00017506-4.0045e-05i,-0.00041414+0.00031333i,-0.00056643-0.00048831i,-2.8773e-05-0.00080369i,0.00075928+0.00041003i,0.00038669+0.0005672i,0.00044096-0.00033461i,0.0006215+0.00015127i,0.00033419+0.00084386i
0.0020021-0.0044678i,0.00066361-0.0039871i,-0.001255-0.0035325i,-0.0025372-0.0020553i,-0.0022987+0.00058409i,-0.0014724+0.0015718i,-0.00066656-0.00017795i,-0.00083494-0.0010309i,-0.0011646-0.00016473i,-0.00082897+0.00065365i,-0.00037423+0.00050211i,0.0007886-0.0001814i,0.0010338-0.00031791i,0.00016247-0.00078025i,4.252e-05-0.00081624i,-0.00046784-0.00017926i,-0.00058442-0.00053976i,0.00033363-0.00024844i,0.00046546+0.00035631i,0.00068869+5.8173e-05i,0.0007573-0.00012831i,-5.9247e-05+0.00057803i,-9.2357e-05+0.00052751i
-0.00087964+0.0018658i,-0.00048528+0.0011986i,-0.00021553+0.0002181i,-1.6814e-05-0.00027295i,-0.00026921+0.0010437i,-0.00011822+0.0023779i,-0.0003729+0.0017412i,-0.00086628+0.00086475i,-0.00074544+0.00081111i,-0.00079502+0.00058767i,-0.00097968+0.00012176i,-0.0015431-0.00050029i,-0.0011028-0.00077727i,3.6399e-05-0.00079603i,2.8406e-05-0.00084281i,-0.00032449-0.00077896i,-0.00033168-0.00041378i,-0.00035501-0.00044802i,0.00022024-0.00022505i,0.00084429+0.00048009i,0.00098266+0.0003431i,0.00046868-0.00023361i,9.8005e-05+0.00037717i
0.0013726-0.00079851i,0.0013665-0.0004904i,0.00055269-0.00086777i,0.00028672-0.00067351i,0.0013007-0.00022009i,0.0019411+0.00061602i,0.00049269+0.0012472i,-0.0010131+0.0011679i,-0.0011992+0.00028378i,-0.00050502-0.00064889i,-0.00017981-0.00044439i,0.00010306-7.4904e-05i,-0.00011494-0.00061845i,-0.00069898-0.00065855i,-0.00047718+4.761e-05i,-0.00055494+0.00044371i,-0.00070133+0.00038038i,-0.0012765+0.00026357i,-0.0014054-0.00025073i,-6.8446e-05-0.00071245i,0.0008156-0.00032554i,0.00043659-1.1903e-05i,0.00044305-0.00019122i
0.00030974-0.0015671i,0.00029334-0.0014464i,0.0013435-0.0015899i,0.00058446-0.0025088i,-0.00065481-0.001589i,0.00011146-0.00017385i,0.00090401+0.00053389i,0.00035088+0.00048262i,-0.00059182+0.00017059i,-0.00061945-0.00037486i,-0.00054486-0.00048637i,9.4781e-05-0.00048003i,0.00035412-0.00059521i,-0.00054076-0.00029758i,-0.00030031+9.7941e-05i,0.00068993-2.1987e-05i,0.00053009+0.00010793i,-0.00050192+0.00086207i,-0.00067494+0.001001i,-0.00074987+0.00052245i,-0.0012785+4.1019e-05i,-0.00076852-0.00028745i,5.1917e-05-0.00043348i
0.0033567+0.00077389i,0.00231+0.0001164i,0.0011557-0.0013269i,-1.0055e-05-0.0013699i,0.00022003-0.0002526i,0.0011923+0.0011155i,0.0011478+0.0010142i,0.00067845+0.00052462i,0.00037021+0.00099627i,-0.00025961+0.00074884i,-0.00036042-0.00025197i,7.2056e-05-7.4861e-05i,0.00050807+0.00043957i,0.00096524-3.6042e-05i,0.00081969-0.00062207i,0.00020609-0.00012207i,0.00044739-1.2872e-05i,0.00077174-0.00030986i,0.00047321+0.00062995i,-0.00027297+0.0010212i,-0.00051265+0.00022054i,0.00049437+0.00011837i,0.00076485+0.00029723i
-0.0014604+0.00089796i,-0.00060429-0.0013697i,-0.00017081-0.0024107i,5.7959e-05-0.0019527i,0.0013576-0.00086051i,0.0020179-0.00038649i,0.00084041-0.00028821i,-0.00055483-0.00028061i,-0.00075348-0.00021824i,7.7772e-05+0.00034117i,0.00052755+0.00046023i,0.0008664+0.0003971i,0.00090207-0.00014282i,0.00050122-0.00080567i,3.2611e-05-0.0011648i,4.8728e-05-0.001152i,-9.1008e-05-0.00072416i,-0.00031-0.001026i,-0.0001531-0.00035968i,-0.0004401+0.00052941i,-0.00021405-0.00025303i,0.00021519-0.00097312i,0.0001293-0.00046822i
0.00087656+0.00064948i,0.0010418+0.00081745i,0.00082142+0.00046354i,-9.8417e-05+0.00052547i,-0.00023974+0.00083464i,0.00021357+0.0010254i,0.00014234+0.0013511i,-0.00027619+0.0011888i,-0.00042952-0.00022343i,-0.00032985-0.0007101i,6.6021e-05+3.2159e-05i,-0.00023334+0.00057161i,-0.00063958+0.00022685i,0.00035778-0.00030094i,0.00054243-0.00060606i,0.0002564-0.00067976i,0.00064372-0.00049008i,0.00076639-0.00046807i,0.00053652+0.00012165i,0.00036114+0.00050778i,0.00013459-0.00012045i,-1.1796e-05-7.2755e-05i,0.00045534+0.00013605i
-1.278e-05+3.8501e-05i,-0.00048369-0.00075896i,-0.00028506-0.0021203i,-0.00093655-0.0022419i,-0.00043677-0.0011442i,0.0012292+0.00098133i,0.0013558+0.0021862i,0.00020089+0.0016293i,-0.00064205+0.00060467i,-0.0009366+0.00034547i,-0.00091445+0.00028591i,-0.00085844-0.00060111i,-0.0003605-0.00085678i,0.00041605-0.00026395i,0.00022719+7.7695e-05i,0.00020775+0.0005389i,0.00069536+0.00086965i,0.00020043+0.0005004i,-0.00060435-0.0001324i,-0.00065882-0.00039548i,-6.1681e-05-0.00066537i,-5.275e-05-0.00082617i,0.00011029-8.6714e-05i
0.0021256+0.0005996i,0.0011961-0.00097262i,0.00074676-0.0016974i,0.00068382-0.00050865i,0.00041939+0.00074454i,0.0010289+0.0015044i,0.001684+0.001038i,0.00090598+0.00018918i,3.3886e-05+0.00033236i,-0.00012556+0.00039074i,-0.00017423+0.00030758i,-0.00032296-4.5821e-05i,-0.00037893-0.00089553i,-0.00043893-0.001043i,-0.00022735-0.00041572i,-0.00016618+0.00018219i,-0.00037326-0.00014097i,-0.00046849-0.00082957i,0.00027399-0.00075781i,-6.8808e-05-0.00046659i,-0.00034087-0.00080041i,0.00071297-0.00057244i,0.0007052-0.00033624i
-0.0023905-0.0008565i,-0.00089146-0.0017894i,-0.00012485+0.00020997i,6.5122e-05+0.0021919i,0.00086395+0.0028096i,0.0014878+0.0019919i,0.0011467+0.00033192i,0.00026043-0.00039736i,-0.0002037+0.00012338i,-0.00050597+0.00034779i,-0.0003151+0.00029193i,0.00043096+0.00011552i,0.00078472+6.3628e-05i,0.00046878+0.00038458i,0.00055423+0.00047955i,0.00079905+0.00076i,0.00077452+0.00092111i,9.2039e-05+0.00052439i,-2.4852e-05+0.00046652i,0.00017294+0.00034692i,0.00018682+0.0002097i,0.00075242+0.00056668i,0.00048513+0.00078473i
0.0012489+0.00021414i,3.8364e-05-0.00086328i,-0.00053191-0.002696i,-0.0012653-0.0032173i,-0.00088447-0.0017294i,-0.00027332-0.00064259i,-0.00069343-0.00019755i,-0.0018211+0.00023025i,-0.0017238+2.528e-05i,-0.0014563-0.00039645i,-0.0010373-0.00031575i,-0.00010855-1.9677e-05i,-0.00023313+8.6777e-05i,-0.00058388+0.00032021i,-0.00052981+0.00042445i,-0.00022191-1.369e-05i,-0.00013967-0.00015364i,-0.00089635+0.00060011i,-0.0010063+4.1137e-05i,1.9975e-06-0.00057636i,9.9117e-05+0.00033506i,-0.00017941+0.00036093i,-0.00039687-3.1925e-07i
0.001114+0.0011289i,0.00074465+0.00034733i,0.00032494-0.0011164i,2.1121e-05-0.0010749i,-0.00028698-0.00013705i,-0.00075116+0.0014463i,-0.00060087+0.0013009i,-0.00071931+0.00043963i,-0.001532+9.3588e-05i,-0.0013776-0.00081656i,-0.00075887-0.00099845i,-0.00079979-7.9156e-05i,-0.00058497-2.3291e-06i,-0.00055036-0.00077894i,-0.00071866-0.00063332i,-0.00037871-0.00030184i,7.4003e-05-0.00047605i,-0.00033491-0.00056194i,-0.00034419-0.00054444i,0.00066214-0.0001437i,0.00099029+0.00036015i,0.0013635+0.00048798i,0.00078612+0.00016218i
0.0041562-0.0016182i,0.0019142-0.0025567i,-0.00063936-0.0038164i,-0.0015031-0.0038233i,-0.00046084-0.002271i,0.000964+0.00035379i,0.0013816+0.0016796i,0.0012402+0.00082849i,0.00031765+0.00039434i,-0.00084162+7.5883e-05i,-0.0014691-0.00028017i,-0.00134+1.9391e-05i,-0.00020902+0.00041896i,-0.00027513+0.00017668i,-0.00079905-3.2715e-05i,0.00041306+0.00014785i,0.0016247+0.00025221i,0.0010488+0.000278i,0.0010382+0.00063173i,0.00091011+0.00041332i,0.00040075+6.3366e-05i,0.00069018+0.0002451i,0.00039477-0.0003639i
-0.0025885+0.0017427i,-0.0015881+0.0010361i,-0.0018418+0.00047996i,-0.0013797+0.0011004i,-0.00027077+0.0024579i,0.00021144+0.002092i,0.0003474+0.00064655i,-0.00017308-0.00077636i,-0.00066814-0.00081951i,-0.00041043+0.00018026i,-6.0891e-05+0.00027591i,-0.00023068+0.00017319i,-0.00042457-1.395e-05i,0.00039962+0.000157i,0.00044891-0.0002586i,0.00036481-0.00049894i,0.00030243-0.00055634i,-0.00069793-0.00029034i,-0.0011431+1.5568e-05i,-0.00044779+0.00047528i,-0.00052165+0.00072405i,-0.00063389+0.00052078i,-0.00066648+0.0008731i
0.0043882-0.00011061i,0.0037858-0.0022665i,0.003477-0.0026644i,0.0022828-0.001757i,0.00081489-0.00069688i,0.00018064+3.9803e-06i,0.00040535+0.00010828i,-0.00022347+0.00038154i,-0.00085413+0.00045204i,-0.00076326+0.00024222i,-0.000688-0.00037996i,-0.00026021-0.0001091i,3.8003e-06+0.00035143i,-0.00023578+0.00033419i,0.0001556-4.5094e-05i,0.00082475+0.00043089i,0.0011107+0.0004277i,0.00089839-2.7198e-05i,0.00033788-3.6974e-05i,0.00048804-0.00014099i,0.00035707+0.00040994i,9.4634e-05+0.00054353i,-0.00012384-0.00026414i
-0.0026916+0.0020271i,-0.0016014+0.0020204i,-4.2641e-05+0.00053031i,0.0010544-0.00048701i,6.2679e-05-0.00090528i,-0.00038495-0.00053685i,-0.00032137+6.2889e-05i,-0.00095088+0.00043912i,-0.0012769+0.0012643i,-0.00059059+0.00096729i,-4.8846e-05+0.00027789i,-5.5662e-05-0.00015304i,0.00063169-0.00061259i,0.0010912-0.00070222i,0.00043861-0.00061061i,0.00022589-0.00061552i,0.00050013-0.00037983i,0.00050946-0.00018744i,0.00076623-0.00019913i,0.0013153-0.00033354i,0.0011575-0.0006463i,0.00056285-0.00069613i,0.00038213+0.00014046i
0.00015037+0.0017898i,0.00074804+0.00062203i,0.00067447+0.00057194i,0.00071516+0.0011924i,0.00067956+0.0012407i,0.00072337+0.0013537i,-0.0002196+0.0021211i,-0.00094622+0.0020179i,-0.00052223+0.0014762i,-0.00033639+0.0011438i,0.00022574+0.00032795i,0.00095736-0.00043434i,0.00093266-0.0004546i,0.0004521-0.00059919i,0.0009541-0.00081667i,0.0012218-6.4597e-05i,0.00015502-0.00015505i,-0.00025905-0.0011952i,-0.00031043-0.0011723i,-0.0002461-0.0006685i,0.00033781+0.00010996i,0.00059083+0.0003826i,0.00035305+0.00012902i
-0.0027773+0.0020196i,-0.0023264+0.0013071i,-0.0024429+0.0010164i,-0.0011464-1.8068e-07i,5.9734e-05-0.0010407i,0.00068632-0.00063198i,0.0013411+0.00069519i,0.000808+0.00083925i,0.0002846+0.00048552i,-6.1012e-05+0.00049805i,-0.00033243-0.00013015i,0.00011998-0.00052753i,-0.00013574-0.00018197i,-0.00012393-0.00064473i,0.00063643-0.00057323i,0.00048748+0.00018049i,4.4198e-05+0.00022803i,-0.00021649-0.00020505i,0.00018188-5.457e-05i,0.00030123+0.00039758i,-0.00023706+0.00077227i,-0.00095301+0.0010455i,-0.00052372+0.00090191i
0.00046874+0.0014109i,0.00084516-3.2983e-05i,0.00034368-0.0003607i,-0.00024784+0.00064577i,-0.00012089+0.0016465i,0.00060246+0.0012443i,0.00042937+0.00088594i,-0.00045277+0.0013532i,-0.00066059+0.00095604i,-0.00035044+0.00050002i,0.00020322+0.00021875i,-9.7407e-05-0.00030487i,-0.00043124-0.00016303i,-0.00050412+0.00057273i,-0.00069868+0.00031161i,-0.00013065-0.00040118i,0.00071886-6.5719e-07i,0.0010478+5.217e-05i,0.00089023-0.00047685i,0.00069785-0.00012948i,0.00043547+2.6203e-05i,0.00071909+0.00016676i,0.0008225+0.00023123i
-0.0010058-0.0017143i,-0.0013236-0.0017688i,-0.0019623-0.0018104i,-0.0019156-0.0013701i,-0.0017611+0.00055604i,-0.0013298+0.0016206i,-0.00077562+0.00049468i,-0.00048258-0.00034755i,-0.00073028-0.0006508i,-0.0012083-0.00052782i,-0.00022826-0.00025629i,0.0006415+6.4798e-05i,0.00049197+0.00037705i,0.00015212+0.0008597i,-0.00011269+0.00034474i,0.00037228-0.00078001i,0.00067553-0.00033016i,0.0009436-0.00022179i,0.00026808-0.00059428i,-0.00067161-0.00013411i,-0.00045487+0.00024489i,0.00028298+0.00051017i,0.00023406+0.00027129i
-0.00085758+0.0014386i,-0.00081908+0.00087797i,0.0004609+0.00059477i,5.6102e-05+0.00094629i,-0.00049545+0.001365i,-0.00094327+0.0013821i,-0.0015894+0.0010627i,-0.0013716+0.0011511i,-0.0005371+0.0013502i,0.00028421+0.0015195i,0.0006647+0.0018625i,0.00059006+0.0012023i,0.00046744+0.00051032i,0.00012674+0.00054763i,0.00051085-5.783e-05i,0.00021436-0.00098901i,-0.00039833-0.0011197i,-0.00026053-0.00032952i,-0.00096507-0.00072577i,-0.0010511-0.0012339i,0.00019036-0.00098302i,0.00044681-0.00055967i,0.00020875+0.00014106i
2.7753e-05-0.00025962i,0.00091501-0.0010041i,0.00041697-0.0012731i,0.00056541-0.0012117i,0.0010838-6.7328e-05i,0.00028071+0.0014116i,-0.00030765+0.0015908i,-0.00018248+0.0013656i,-0.00067537+0.00042046i,-0.00047222-0.00054546i,0.00046802-0.00046952i,0.00021564-0.00041354i,-0.00043563-0.001063i,-0.00061311-0.0011608i,-0.00076958-0.00071071i,-0.00069571-8.5465e-05i,-0.00023596+0.00029794i,-4.6472e-05+0.0010444i,3.9027e-06+0.0013296i,-0.0004694+0.00044842i,-0.00070834-3.2513e-05i,-0.000345-4.1845e-05i,-0.00092372+0.00050981i
-0.001562-0.00013782i,-0.0014874-0.00034032i,-0.0015347-0.00079218i,-0.0015006-0.00070814i,-0.00068445+0.00047159i,0.00091848+0.0010501i,0.001197+0.0013212i,0.00026006+0.00027364i,-0.00040465-8.9659e-05i,0.0002231+4.7431e-05i,0.0003691+3.7674e-05i,-0.00019505+7.2606e-06i,-0.00024351-0.00037683i,-3.2407e-05-0.00042077i,9.0391e-05-0.00020581i,-1.1719e-06+0.0003549i,-0.00023875+0.00074115i,-1.2628e-06+0.00020135i,-0.00023012-0.00086842i,-0.00070707-0.00072044i,-0.0010587+0.00042476i,-0.00031359+0.0014146i,0.00038038+0.0017259i
-0.0020473-0.0022141i,-0.0015383-0.001278i,-0.0017384-0.00022959i,-0.0020329-6.6701e-05i,-0.0015413+0.00099473i,-0.00018759+0.0013754i,0.00017893+0.00045962i,-0.00072983+2.694e-05i,-0.0015016+0.00029586i,-0.0016243+0.00095092i,-0.00068846+0.0011944i,8.1627e-05+0.00061492i,0.00035926-0.00031541i,0.0011868-0.00067301i,0.0014401-0.00046918i,0.0006318-0.00093889i,0.00013434-0.0010428i,-8.1773e-05-0.0011684i,-3.2707e-05-0.0017566i,0.00045592-0.0016508i,0.00048177-0.00094495i,0.00045345+0.00021003i,4.2278e-05+0.0012332i
0.0013514+0.00070437i,0.00056365-0.0011207i,0.00073931-0.0019058i,0.0011522-0.0006377i,0.00038862+0.0017846i,-0.00068597+0.0018899i,-0.00055769+0.00072738i,-0.00034158+0.0011719i,-0.00090748+0.00061196i,-0.0014116-0.00053807i,-0.0012504-0.00018181i,-0.00031881-0.00010839i,0.00047832-0.00032851i,0.00047315-0.00024591i,0.00028535-4.7802e-05i,-0.00035227+0.00044832i,0.00020696+0.00041612i,0.00049863+0.00026608i,0.00022016+0.00011748i,8.5817e-05-0.00049121i,-0.00016464-0.00062786i,-0.00041035+0.00017242i,-0.00028433-2.0356e-05i
-0.0031553-0.0022972i,-0.002733-0.001447i,-0.0025188-2.6182e-05i,-0.0025442+0.0010148i,-0.0018982+0.0028265i,-0.00077485+0.0038356i,-0.00046368+0.0016081i,-0.00069643+0.00019542i,-0.00054677+0.00057439i,3.6044e-05+0.00067519i,0.0004701+0.00064019i,0.00043817+0.0011765i,-3.6065e-05+0.00074772i,-0.00013777+6.163e-06i,-9.2485e-05-0.00023234i,-5.2659e-05-0.00062638i,-0.00063073-0.0006629i,-0.00036038-0.00054723i,0.00061206-0.0009046i,0.00042548-0.00083875i,0.00019118-0.0001663i,-0.0005507+0.00081456i,-0.0009659+0.0010589i
0.0032615+0.0021752i,0.0025296+0.00053783i,0.0021338-0.00097065i,0.001815-0.0011368i,0.0022704-0.0005095i,0.0022119+0.00013005i,0.00040009+0.00061293i,-0.00089952+0.0012851i,-0.001183+0.00085025i,-0.0012627+0.00025904i,-0.00099146+0.00058421i,-0.00060295+0.00079591i,0.00015725-0.00039956i,0.00083012-0.0015989i,0.000936-0.0012091i,0.00052795-0.00087591i,-0.00017245-0.00083895i,-0.00022143-0.00065569i,0.0001446-0.00092159i,0.00039789-0.0010054i,0.00021778-0.00096587i,0.00029477-0.0004951i,-0.0001033-5.9004e-05i
-0.0025412-0.00090974i,-0.0022191-0.0010526i,-0.0021812-0.0019197i,-0.0015432-0.0024409i,-0.00088138-0.0014544i,0.0003866-0.0003945i,0.0017496+0.00039432i,0.00079788+0.001131i,-0.0011549+0.00098364i,-0.0015427+0.0001457i,-0.0006695-0.00013624i,-0.00048434+1.4186e-05i,-0.00089784-5.7419e-05i,-0.00077775-0.00056435i,-0.00060394-0.00052322i,-0.00023755+0.00044701i,-0.0001991-8.2352e-05i,-0.00025355-0.00065731i,-0.00013688-8.1837e-05i,-0.00055457-0.00027758i,-0.00093006-0.00042825i,-0.0011942-0.00012992i,-0.00080974-9.1716e-05i
0.0040008-0.0014005i,0.0029626-0.0018545i,0.0001258-0.0024434i,-0.0015714-0.0027436i,-0.0014057-0.0014602i,-0.00071414-6.6954e-05i,-0.00044483-0.00073831i,-0.0011551-0.0016003i,-0.0014503-0.00054148i,-0.0013355+0.00011557i,-0.0012397+0.00032117i,-0.00083809+0.00097202i,-5.7396e-05+0.0016837i,0.00039359+0.002053i,0.00058554+0.0012261i,0.00071556+0.00037031i,0.001077+0.00010415i,0.0010649-0.00035262i,0.0005378-0.00081376i,-3.2817e-05-0.0010954i,-2.9178e-05-0.00070622i,0.00048647+4.112e-05i,0.00072467+0.00029847i
-0.002013+0.0014029i,-0.0012321+0.00016283i,0.0002632+7.4245e-05i,0.00083267+0.0001786i,-0.00030846+0.00011404i,-0.00038501+0.00016018i,4.8871e-05-0.00017623i,-0.00054729-0.00023963i,-0.00099+4.3866e-05i,-0.0007545-3.1975e-05i,-0.00045949-3.9297e-05i,-0.00046585+0.00031343i,-0.00036711+0.00042944i,-0.00045282-0.00015404i,-0.00052139-0.00061792i,0.0003546-0.0010648i,0.00038927-0.0016034i,6.6565e-05-0.0011253i,0.00064129-0.00017885i,0.00040625+0.00026653i,1.9549e-05+0.00051992i,-0.00017511+0.0013453i,-0.00079818+0.001338i
0.0012249+0.0012977i,0.0021056+0.001973i,0.0010921+0.0016633i,0.00033368+0.002461i,0.00035806+0.0033784i,0.00035817+0.0026385i,-0.00074763+0.0010569i,-0.0015702-1.423e-05i,-0.0012094-0.00020287i,-0.00041863+0.00054342i,-3.1476e-05+0.00085713i,0.00055285+0.00022473i,0.0013501+5.5516e-05i,0.0012498-0.00016759i,0.00021065+0.0001233i,-0.00075895+0.0007868i,-0.0002065+0.00045309i,0.0010488+0.00028381i,0.00093909+0.00035108i,0.00022869-0.00017257i,0.00014657-0.00056816i,0.00021222-0.00017374i,0.0002841+0.00016892i
-0.0020105+0.0016301i,-0.00060877+0.00047309i,0.0009401-0.00019029i,0.0018102+9.7023e-05i,0.0030058+0.0018732i,0.0029077+0.0020184i,0.00075327+0.00037775i,-0.0010023+0.0004462i,-0.001563+0.0010902i,-0.00040809+0.00054518i,0.00060312-0.00011245i,-0.00048467+0.00017432i,-0.0011932-0.000705i,-0.00089567-0.0017048i,9.0884e-05-0.0013305i,0.00069925-0.00077307i,0.0001822-0.00086991i,-0.00046417-0.0013854i,2.4112e-05-0.00053135i,0.00051158-0.00012302i,0.00018091-0.00047974i,0.00028167-0.00012331i,0.00050611+9.7745e-05i
