0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
3.1586e-05-0.0019489i,-0.0012232-0.00063116i,-0.0022822+0.0010609i,-0.0021002+0.0028691i,-0.00035119+0.0048406i,0.0018065+0.0050538i,0.001434+0.0032429i,-0.00094947+0.0034932i,-0.0019962+0.0050656i,-0.00039411+0.0045773i,0.00090507+0.0021487i,0.00039593+0.00063611i,0.00029079+0.00098162i,0.0006789+0.0011307i,0.00030876+0.00016342i,-0.00015367-0.00045284i,-0.0008088-0.00029474i,-3.1885e-05+0.00030741i,0.00048577+0.00018941i,0.00031203-0.00034454i,0.00045818-0.00018684i,0.00065248-0.00051316i,0.00060353-0.0010922i
-0.0024344+0.0021619i,-0.0014765+0.0017755i,-0.0003716+0.0038477i,0.0015517+0.0047421i,0.003891+0.0041332i,0.0044663+0.0016295i,0.0023743-0.00078533i,-0.0013531-0.0010274i,-0.0035958+0.0010783i,-0.0033165+0.0025556i,-0.002189+0.0019308i,-0.0016012+0.00044215i,-0.0014969-0.001383i,-0.0018536-0.0012742i,-0.0016028+0.00014875i,-0.00053648+0.00091161i,-0.00042069+0.0010309i,-0.00060469+0.00031974i,-0.00099043-0.00090097i,-0.0012258-0.0010679i,-0.00067632-0.00029913i,-0.00013973-0.00044845i,0.00042352-0.00055065i
0.001131-0.00056554i,0.0012339-0.00062073i,0.000803-0.0015525i,0.00056511+1.6086e-05i,0.0012958+0.0026703i,0.0023358+0.0031529i,0.0025235+0.002055i,0.0016632+0.0020571i,0.0014767+0.0014455i,0.0018941+0.00016038i,0.0017594+7.7205e-05i,0.0013239+0.0010223i,0.0014093+0.0019871i,0.00086401+0.001051i,0.00086833+8.8365e-05i,0.00098058-0.00017565i,5.4461e-05-0.00029765i,-0.00070584-0.00044372i,-0.00034844-3.4958e-05i,0.00046117+0.00018218i,0.00025894+0.00029458i,0.00059878+0.0010388i,0.00073017+0.00091828i
0.0008394+0.00012022i,0.0012629-0.00012742i,0.0011853+0.00064355i,0.0017963+0.001907i,0.0031289+0.0027725i,0.0043495+0.0022195i,0.0019794+0.00031641i,-0.0013344+0.00062184i,-0.0027818+0.0031008i,-0.0023876+0.0042166i,-0.0014592+0.0034162i,-0.00094203+0.0011118i,-0.00036203-0.00073684i,-0.00075918-0.00075874i,-0.0011599-3.0707e-05i,-0.00036405+0.00067676i,5.3082e-05+0.00049473i,-5.2016e-05+0.00018674i,-0.00055032+0.00016688i,-0.0010401+3.487e-05i,-0.00059963-0.00055197i,0.00013039-0.00082577i,-0.00051511-8.7282e-05i
-0.0023077-0.00016437i,-0.0026556+0.00063656i,-0.0025536+0.0026291i,0.00013076+0.0044299i,0.004019+0.0049387i,0.0052328+0.0028226i,0.0033012+0.00019502i,0.00064467-0.00039157i,-0.00072929-0.00011706i,-0.00094694+4.6476e-06i,-0.00073664-8.7427e-05i,-0.00063649+4.0054e-05i,0.00014403-0.00054033i,0.00018966-0.0012801i,-0.0002929-0.0012192i,-0.00023264-0.00064881i,-0.00020714-0.00094069i,-0.00019482-0.0012509i,-0.00037294-0.0011942i,-0.00053408-0.00056933i,3.1406e-05-0.00041469i,0.00088287-0.00012218i,0.00018536+0.00030449i
0.00023982-0.0010695i,-0.0011149-0.0015681i,-0.0027564-0.00093846i,-0.0015847+9.7048e-05i,0.0010663+0.0019056i,0.0029861+0.0025495i,0.0034388+0.0015028i,0.0015787+0.0023691i,0.001578+0.0036483i,0.0030418+0.0034248i,0.0022323+0.0020801i,0.0013272+0.00095866i,0.001056+0.00054567i,0.00075337+0.00071867i,-8.7353e-05-1.1661e-05i,-0.00087522-0.0010524i,-0.00016542-0.0009296i,0.00026282-0.00032221i,-0.00019646+2.7811e-05i,-0.00010816+0.00056079i,0.00020335+0.00065937i,0.00012706+0.00058199i,0.0005579+0.0010049i
0.0006385+0.00081697i,0.001401+0.00089783i,0.0024806+0.0018348i,0.0026344+0.0033304i,0.0027657+0.0046403i,0.0021665+0.0035438i,-0.00048559+0.0013365i,-0.0025576+0.0011371i,-0.0037166+0.0014933i,-0.0034614+0.0018535i,-0.001812+0.0023174i,-0.0008821+0.0017497i,-0.0014491+0.00020433i,-0.0014934-0.0006026i,-0.0011476-4.5652e-05i,-0.00081186+0.00072205i,-0.00035499+0.0010933i,-0.00071022+0.0003437i,-0.00114-0.00084744i,-0.0007176-0.00068906i,0.00029812-6.4835e-06i,0.00089148+0.00017165i,0.00049688+1.6905e-06i
0.00076975+0.00023153i,0.0012906-0.0003942i,0.0012442+0.00016455i,0.0017009+0.0009011i,0.0040019+0.0020515i,0.0048557+0.0018968i,0.002961+0.0002838i,0.0017335+0.00069373i,0.0019002+0.0018872i,0.0018843+0.001285i,0.00095184+0.00015284i,0.0006286+0.00018648i,0.0013941+0.00037534i,0.0014405-0.00018578i,0.00045303-0.00088941i,-0.00037778-0.0010184i,-0.00087254-0.00080463i,-0.00096823-0.00077167i,-0.00078199-0.00072959i,-0.0001479-0.00053897i,0.00026285-0.00074119i,0.00051976-0.0010648i,0.0003108-0.00043301i
0.0013237-0.0010955i,0.00097898-0.0024045i,0.00034008-0.0023958i,-0.00031699-0.00017963i,-0.00030414+0.002405i,2.0552e-05+0.0031391i,2.2971e-06+0.0023471i,-0.00082473+0.0028189i,-0.00075967+0.0047259i,-0.00017989+0.0050566i,-0.00033575+0.0033513i,-0.00052539+0.0019168i,-0.00012939+0.0013823i,-1.0037e-05+0.0009093i,-0.00043017+0.0014976i,-0.00024922+0.0015799i,0.00036297+0.00091194i,-0.00010286+0.00085843i,-0.00043219+0.00027374i,-0.00035655-0.00025326i,-0.00022396+0.00055531i,8.1607e-05+0.00078613i,6.359e-05+0.00060564i
-7.0779e-05+0.00065199i,0.00047142+0.00043216i,0.0011744-0.00010025i,0.0014275+0.00076661i,0.0018572+0.0020415i,0.0016308+0.0011872i,0.00051321-0.00041294i,-0.001217-0.0009753i,-0.0029872-0.0006643i,-0.0032441-0.00013024i,-0.0023075-4.2332e-05i,-0.0010975-0.00015587i,-0.00068871-0.00066038i,-0.00033382-0.00026256i,9.115e-05+0.00021925i,-9.8011e-05+0.00019148i,-0.00058672-0.00018153i,-0.00045548-0.00053621i,-0.00069866-0.00049743i,-0.0003764-0.0010365i,0.00019068-0.0011855i,0.00036364-0.00040654i,0.00042556-0.0001301i
-0.00091675+0.00444i,-0.00022204+0.0037311i,0.0012262+0.004175i,0.001416+0.004561i,0.002355+0.0035584i,0.0037469+0.0018966i,0.0022026+0.00017973i,0.00038832+0.0005799i,0.0009838+0.0021973i,0.0023828+0.0027822i,0.0022701+0.0017578i,0.00072475+0.00065138i,0.00052277-0.00014292i,0.00076823-0.00015686i,0.00043886+0.00018657i,0.00021116+0.000395i,0.00020969+0.00054369i,0.00047013+0.00023721i,0.00064478-0.00089749i,-8.4659e-05-0.0016174i,-0.0005895-0.0014097i,-0.00012588-0.0011003i,0.00047258-0.00067069i
0.00087233-0.00071778i,0.00073057-1.482e-05i,0.0011976-0.00052183i,0.0021082+0.00017581i,0.0029504+0.0022751i,0.0024824+0.0027547i,0.0010454+0.0022641i,-0.0012708+0.0021413i,-0.0024311+0.0026507i,-0.0020941+0.0031767i,-0.0022778+0.0029088i,-0.002132+0.0012985i,-0.0013753+0.00047629i,-0.00095568+0.00055012i,-0.00082747+9.8276e-05i,-0.00041345-6.8921e-05i,8.5096e-05-0.00040247i,5.075e-05-9.4702e-05i,-0.00018546+0.00044182i,9.3583e-05+0.00015494i,0.00015648+0.00010623i,-0.00052552+0.00039584i,-0.00069684+0.00029007i
0.00083147-0.0010778i,0.00018289-0.0012376i,5.7611e-05-0.00081605i,0.0011225+0.0010136i,0.0026657+0.0020611i,0.0033993+0.0012043i,0.002268-0.00015374i,0.00037597-0.00058295i,-0.00013951-0.00057721i,-3.3821e-05-0.0013076i,-0.0004303-0.0014811i,-2.2213e-05-0.00093782i,0.00044923-0.00037415i,0.00018033-0.00028927i,-6.7105e-05-0.00030169i,0.00043398+0.0001262i,0.00030999-1.4827e-05i,0.00026035-7.3317e-05i,-6.2795e-05+0.00019229i,-0.00024881+0.00030554i,0.00045745+6.8054e-05i,0.00049029-0.0005821i,1.8524e-05-0.00031981i
-0.0012058-0.0013135i,-0.0012551-0.00072549i,-0.0017618+0.00055278i,-0.0014368+0.0018353i,0.00051997+0.0036946i,0.0026665+0.003845i,0.0013715+0.0019413i,-0.0012389+0.0020826i,-0.00092343+0.0034955i,0.00045416+0.0035327i,0.00099232+0.002951i,0.00059352+0.0018333i,-6.1203e-05+0.00096204i,0.00032721-2.7167e-05i,0.0010046-0.00028905i,0.00038516+0.00032457i,-0.00039603-7.6533e-05i,3.7213e-05-0.00024842i,0.00032009-0.00091013i,1.5236e-06-0.0008171i,-7.6849e-05-5.1712e-05i,0.00052014+0.00023023i,0.0010482+0.00087929i
-0.001071+0.0015689i,2.1075e-05+0.00089646i,-0.00048099+0.0021994i,-0.00069952+0.0034029i,0.00076356+0.0033318i,0.00089092+0.0019543i,-0.00040451+0.00071271i,-0.0021172+0.00097949i,-0.0029586+0.0014155i,-0.0026856+0.0017619i,-0.0019613+0.0016148i,-0.00085082+0.0010368i,-0.00043002+0.00024904i,-0.00038631-0.00040475i,-0.00055021-0.00041852i,-0.00098965+5.541e-05i,-0.00074123-7.3111e-05i,-0.00023897-0.00052546i,-0.00073078-0.00066946i,-0.00078802-0.00020536i,-0.00045091-0.00019069i,-0.0001432-0.00064212i,0.00012497+3.7889e-05i
-0.0015265+0.0021308i,-0.00054443+0.0027028i,0.00046394+0.0037808i,0.0022913+0.0042634i,0.0041766+0.003891i,0.004303+0.0017303i,0.0030821+9.6436e-05i,0.0014271+0.00029855i,0.0018606+0.0014556i,0.0025758+0.0013783i,0.0014172-0.00018836i,0.00060639-0.0010398i,0.00034317-0.00038096i,0.00011386+0.0003839i,2.4995e-05+0.00014307i,-0.00026978-0.0001876i,-0.00041328-0.00066117i,2.4547e-05-0.0010488i,-0.00024658-0.00045417i,-0.00069097-0.00044642i,-0.00034069-0.00051601i,-0.00019626-0.00072267i,-2.1054e-05-0.00054174i
0.0025205-0.0019117i,0.00071848-0.0034448i,-0.00065009-0.0032313i,-0.00041356-4.0758e-05i,0.0008329+0.0026227i,0.0018816+0.0037287i,0.0010623+0.002638i,-0.00066474+0.0017557i,-0.0010724+0.0019872i,-0.0013823+0.0018984i,-0.0008469+0.0019592i,-0.00042816+0.0014923i,-0.0007069+0.0016518i,-0.00040831+0.0018487i,-0.00018105+0.0013388i,-0.00041094+0.00098082i,-0.00027282-8.7038e-05i,-0.00026674-0.00026328i,-0.00073149+0.00056934i,-0.00046278+0.0011752i,-0.00038701+0.00078879i,-0.00058632+0.00069342i,0.0002572+0.0005199i
-0.00062745-0.0016799i,-0.0012399-0.00062849i,-0.0010312-1.238e-05i,0.00069316+0.00067236i,0.0026286+0.0016617i,0.0029493+0.0021638i,0.00085679+0.0013074i,-0.0011554+0.00057334i,-0.0018351+0.00053398i,-0.001454+0.00028093i,-0.0011146+0.00038315i,-0.0008084+0.00012087i,-0.00033846-0.00017205i,-2.3283e-05-0.00040742i,-0.00066627-0.00015261i,-0.00079887+3.6099e-05i,0.00040994-0.00034595i,0.001194-0.00072767i,0.00063657-0.00048119i,5.0691e-05-0.00031954i,0.00031324-6.6628e-05i,0.00029215+1.8074e-05i,-3.3268e-05-0.00023956i
-0.00042543+0.0013247i,-0.000134+0.00067234i,0.00018769-0.00029357i,0.000552+0.00074859i,0.0012802+0.0025504i,0.0023626+0.0024832i,0.0018956+0.0012563i,0.00041786+0.001367i,0.00049309+0.0029021i,0.0017511+0.0029412i,0.0020784+0.0017939i,0.00096467+0.0021105i,-7.0243e-05+0.0018921i,-0.00017556+0.00087152i,-6.4178e-05+0.00096736i,9.5006e-05+0.00090955i,4.0171e-05+0.00080785i,-0.00030923+0.0005131i,-0.00039391-0.00026921i,-0.00077348-0.00028259i,-0.00028513-0.00014725i,0.00021659-0.0001443i,0.00014233-0.0001361i
0.00038755+0.0021269i,0.00069154+0.002i,0.00027912+0.0021912i,-0.00019381+0.0020465i,0.0011763+0.001048i,0.0026512+0.00035977i,0.00065126+0.00042855i,-0.0023756+0.0016854i,-0.0031743+0.0021438i,-0.0023709+0.0014949i,-0.00093432+0.0011555i,-0.00064334+0.00071828i,-0.0011907+0.00058542i,-0.0012627+0.00028466i,-0.00058103-0.00077564i,-0.00018252-0.0012585i,-0.00034217-0.00052862i,-0.00040279-0.00018365i,-0.00037831+0.00020281i,-0.00035312+0.00082137i,0.00022851+0.00098109i,0.00025794+0.00044916i,0.00034401-4.1196e-05i
0.0015463+0.00057231i,0.0023259-2.4452e-05i,0.003131-0.00051886i,0.0019159-0.00013169i,0.00086384+0.0010566i,0.00041961+0.002133i,-0.00021551+0.0018608i,-0.00072003+0.0010916i,-0.00096926+0.00087387i,-0.00050338+0.00080451i,0.00017971+0.0001587i,0.00055093-0.00030004i,0.00084475-0.0005276i,0.00052609-0.00034248i,0.0001333+0.0003826i,1.6487e-05+0.00013982i,-0.00024063-6.8225e-05i,-0.0008674+0.00011433i,-0.0009741-0.00090097i,-0.00046734-0.0014366i,-0.00011014-0.00084755i,-0.0004543+5.9365e-05i,-0.00096794+0.00061759i
0.00028552-0.0026984i,-3.0663e-05-0.0017687i,-0.00025859-0.00025542i,0.00010372+0.0026477i,0.0015782+0.0055435i,0.0031203+0.0052705i,0.0022225+0.0027406i,-6.2917e-05+0.0015295i,-0.00086243+0.0023608i,-0.00093186+0.0021019i,-0.0010373+0.0010519i,-0.00031549+0.00058903i,0.00019542+0.00067434i,0.00025451+0.00095755i,6.2359e-05+0.001161i,-0.00012071+0.00074299i,0.00031559+0.00087555i,-0.00026974+0.0010055i,-0.0002662+0.00037673i,0.00088666+0.00010079i,0.00092614-0.00016362i,0.00028254+9.7257e-05i,0.00020336+0.00087818i
0.00028308+0.00095162i,0.00030656+0.00052766i,0.00027571-6.9861e-05i,0.0012449+0.00030828i,0.0030978+0.0011943i,0.0030427+0.0011098i,0.00091269+0.00038334i,-0.0011456+0.00035567i,-0.0023257+0.00097304i,-0.0024888+0.0013432i,-0.0021044+0.0010349i,-0.0012066+0.00016862i,-0.00088772-0.00072951i,-0.00067513-0.0011451i,-9.272e-05-0.0004933i,0.00018827-3.1969e-05i,0.00047323-0.00033107i,0.00015288-0.0001738i,-0.00030175-0.00018001i,0.00038344+0.00034478i,0.0010791+0.0011353i,0.0011914+0.00098547i,0.00052482-0.00011015i
-0.0010632+0.0010719i,-0.00065073+0.0013146i,-0.00055263+0.0017371i,-0.00097294+0.0013026i,0.00044605+0.002706i,0.0010018+0.0038513i,-8.7353e-05+0.0021872i,-4.16e-05+0.00059145i,0.0014131+0.00081078i,0.0014352+0.0010731i,0.00017079+0.00078855i,-0.00043774-5.5433e-05i,-0.00038687-0.00018885i,-0.00032073+0.00023081i,7.7615e-05-0.00092517i,0.00020932-0.0014203i,-0.0001423-0.00056667i,-0.00042987-0.00036377i,0.00019972-0.00053133i,0.00072889-0.00083231i,0.00081292-0.00095614i,0.00081451-0.0011737i,0.00067967-0.00058572i
0.00049266-0.00063693i,-0.00084285-0.00066394i,-0.0013817+0.00054963i,-7.0222e-05+0.0027802i,0.0025272+0.0035029i,0.0040375+0.0032942i,0.0025981+0.0020847i,-0.00018057+0.0016049i,-0.0023278+0.0031185i,-0.0027607+0.0039887i,-0.001683+0.0031079i,-0.00091502+0.0022008i,-0.00055643+0.00072457i,-0.00010582-0.00037537i,-0.00056968-0.00066838i,-0.0013719-0.00029898i,-0.0011652-4.0972e-05i,-1.7316e-05+0.00056586i,-0.00022794+0.00057193i,-0.00061099-0.00056466i,0.00027951-0.00084172i,0.00062297-4.5987e-05i,0.00010294+0.00032286i
0.0010532+0.001098i,0.0010962+0.0018093i,0.0022303+0.00066629i,0.0029131+0.00097863i,0.0022684+0.0027126i,0.00095841+0.0023717i,-0.00037859+0.00075273i,-0.0013191-0.00017655i,-0.0018056+0.0003747i,-0.00090119+0.001154i,0.00025492+0.001022i,-0.00014014+0.00033902i,-0.00073915-0.0002009i,-0.00084663-0.00014888i,-0.0010096+0.00010579i,-0.00046544+0.000105i,0.00030227+0.00030051i,0.00024694-6.0798e-05i,-0.00014967+1.5055e-05i,-0.00015291+0.00043283i,0.00032208+0.00034487i,9.2486e-05+0.00038853i,4.9574e-05-2.2042e-05i
-0.00040304+0.0018513i,-0.00033844+0.0016096i,-0.00040061+0.0015123i,0.00073448+0.0028386i,0.0040296+0.0039511i,0.0050846+0.0029637i,0.0023049+0.00072622i,0.00048432+0.00091082i,0.00077523+0.0029763i,0.001179+0.003161i,0.00032889+0.0019252i,-0.0002039+0.0013791i,-0.00039205+0.0011804i,0.00037266+0.0010269i,0.00012915+0.00064884i,-0.00073311+0.0002438i,-0.00021971-0.00012766i,2.7896e-05-0.00051584i,0.00019014-0.00064991i,2.6287e-05-0.00023175i,-0.00048141+0.00040226i,-3.1775e-05+0.00056733i,0.00046636+0.00042965i
0.00023071-0.0003345i,-0.0012081+0.0010032i,-0.0010625+0.0004838i,-0.00042548+0.00017813i,0.0010521+0.00032183i,0.0021021+0.00056903i,0.0004087+0.00025351i,-0.0021401+5.9004e-05i,-0.0024569+0.00087301i,-0.002025+0.0010975i,-0.0010706+0.00048946i,-0.00053714+4.168e-05i,-0.0012959-0.00023631i,-0.001105+0.00044161i,-0.00024426+0.00069911i,-0.00032757+0.00062365i,-0.0013965+0.00021739i,-0.0010287-0.00025349i,9.8249e-05+0.0002713i,0.00092873+0.00011985i,0.0007644-0.00032461i,0.00046649-0.00010592i,0.0005403+0.00044964i
0.00073321+0.0011474i,0.00074086+0.00097503i,0.0013907+0.0014124i,0.001405+0.0016623i,0.0015815+0.0021174i,0.001517+0.0019174i,0.00093128+0.00096404i,9.405e-05+0.00073317i,-0.00021076+0.0013035i,0.00016403+0.0017792i,4.8407e-05+0.0007731i,-2.3047e-05-0.000236i,0.0002109+7.8707e-05i,0.00013476+0.00060234i,0.00013666+0.00068968i,-0.00055905+0.00037435i,-0.00032486+0.00089712i,0.00028617+0.0011284i,-0.00054543-0.00010934i,-0.0012588-0.00080913i,-0.00078629-0.00088223i,0.0002031-0.00075239i,-3.0437e-05-0.00059498i
0.00030494-0.0013059i,0.00083681-0.0012133i,0.00032783-8.1389e-05i,0.0006372+0.0011531i,0.0023112+0.0034544i,0.0027055+0.0036417i,0.0010569+0.0016169i,-0.0007812+0.0015928i,-0.00063352+0.0031127i,-0.00057045+0.0030649i,-0.00076987+0.0020623i,-0.00063891+0.0016752i,-0.00062725+0.0017435i,-0.00020259+0.00131i,0.00038514+0.00033062i,-0.00017454-0.00049232i,-0.00049174-0.00079226i,9.5217e-05-0.0005596i,0.00031062-3.9833e-05i,0.00016688+0.0006585i,-0.00018614+0.00051522i,-0.00037495-0.00013537i,-0.00031907-0.00030695i
-0.00043676-0.00015329i,-0.00055528+0.00064671i,-0.0003354+0.001572i,0.00021184+0.0018053i,0.0015891+0.0019961i,0.0022714+0.0016282i,0.00066294+4.2695e-05i,-0.0012203-0.00077073i,-0.0015218+0.00048861i,-0.00085895+0.0014462i,-0.00035205+0.0012628i,0.00024936+0.00047444i,-0.00013411-0.00061317i,-0.0014452-0.0010381i,-0.0012381-0.00078288i,-0.00057348-0.00076405i,-8.8324e-05-0.00070592i,0.00012471-0.00085836i,0.00012669-0.0011541i,0.00052487-0.0010155i,6.444e-05-0.0010276i,-0.00042156-0.00079057i,4.6476e-05-1.0219e-05i
-0.0016302-0.00014014i,-0.00083213-0.00040846i,-0.00042676+0.00048773i,8.0252e-06+0.0021344i,0.00071044+0.0030879i,0.0022913+0.0022549i,0.0025508+0.00094307i,0.0008438+0.00080226i,-0.0012664+0.0016427i,-0.0015782+0.0022622i,-0.00079515+0.0017869i,-0.0003821+0.0010831i,-0.0004778+0.00041639i,-0.00012493-0.00023132i,0.00037672-2.2366e-05i,0.00038498+0.00072113i,0.00031828+0.0015962i,1.9646e-05+0.00096423i,0.00012403-0.00029829i,-0.00018795+0.00022274i,-0.00067994+0.0006605i,0.00023411+2.6215e-05i,0.0011059-0.00025337i
0.0011343-0.0021247i,0.00033737-0.0015855i,-0.00081024-0.0011347i,-0.00096628+0.00052435i,2.6278e-05+0.0026913i,0.0014166+0.0028107i,0.00059367+0.0017958i,-0.00090232+0.0014048i,-0.0015369+0.0014017i,-0.0018696+0.0014681i,-0.0015202+0.00089938i,-0.00084775+0.00059873i,-0.00020233+0.00099423i,0.00016119+0.00076592i,-0.00019514+1.8642e-05i,-0.0003714-0.00026594i,7.0317e-05-0.00046707i,0.00010438-4.9469e-06i,-0.00020457+0.0006473i,-0.00059781+0.00046996i,-0.00093585+0.00044028i,-0.00044371+0.00024764i,0.0004749+0.00024973i
-0.00042678+0.00072006i,7.5609e-05+0.00079562i,1.1502e-05+0.0012493i,-5.1333e-05+0.0023675i,0.00060127+0.0030541i,0.0015664+0.0022196i,0.0014928+0.0010154i,0.00020992+0.00013072i,-0.00028022+0.00046641i,-0.00031507+0.00078003i,-0.00028777+9.439e-05i,0.00015266+8.6082e-05i,-0.00015835+5.3235e-05i,-0.00015642+0.00013019i,3.1966e-05+0.0002242i,-0.00057474-0.00049844i,-0.00088909-0.00082177i,-0.00069247+0.00022332i,-0.00039668+0.00073261i,8.3628e-05+0.00058282i,2.7203e-05+0.00070053i,-0.00077222+0.00078873i,-0.00062912+0.00061663i
-0.00032569+4.8968e-05i,-0.00042292+1.5498e-06i,-0.00052006+0.0013938i,0.0010746+0.0036421i,0.0026175+0.0054715i,0.0025992+0.0039195i,0.00080945+0.0014249i,-0.00066928+0.0016153i,-0.00032035+0.0026801i,-0.00013246+0.0024059i,0.00021634+0.0011326i,0.00062021+0.00067307i,7.5082e-05+0.00096133i,-0.00054527+0.00032526i,-0.0009974-0.00013436i,-0.00071572-8.5848e-05i,-0.00038415-0.00026351i,-0.00016712-0.0010377i,-4.0569e-05-0.0012479i,-0.00018372-0.0004934i,0.0002165-0.00041887i,0.00031412-0.00052337i,0.00033023-0.00027365i
-0.0019928+0.0010059i,-0.00056982+0.0014921i,0.00051305+0.0016083i,0.002033+0.0018913i,0.0042256+0.0019592i,0.0041968+0.0013497i,0.0010742+0.00057679i,-0.0015555+0.00046296i,-0.0019976+0.0013059i,-0.0018977+0.0018266i,-0.0018158+0.0012165i,-0.002087+0.00027395i,-0.0014114-0.00032878i,-0.00082129-0.0004461i,-0.00076181-8.5359e-05i,0.00018147+0.00013852i,0.00080212-0.00017805i,0.00013678-0.0002144i,-0.00029034+0.00063548i,0.00039014+0.00044802i,0.00064412+0.00043888i,-0.00021297+0.00056987i,-0.00032605+0.0004992i
-0.00024271-0.0015453i,-0.00065558-0.00042923i,-0.0012433+0.00015484i,-0.0012951+0.00090608i,-0.0011649+0.002297i,0.00028057+0.002278i,0.0011686+0.00057113i,-5.9859e-05-5.2715e-05i,-0.001058+0.0008196i,-0.00074311+0.0010055i,-0.00079661+0.00055944i,-0.00025327+0.00030641i,0.00019187+3.7735e-05i,-0.00037982-0.00055336i,-0.00030889-0.00037936i,0.00020853+0.00039435i,-7.0483e-05+0.00062596i,-0.00051522+0.00038211i,-0.00047962+0.00022922i,0.00012379+0.00020629i,0.00021186+0.00022009i,0.00024265+7.1082e-05i,0.00104+0.00018899i
-0.001579+0.00013496i,-0.0019196+0.0009302i,-0.0018637+0.0022648i,-3.909e-05+0.0032958i,0.0023937+0.0049558i,0.0028563+0.0043545i,0.0014305+0.0015287i,-0.00059015+0.00074422i,-0.0012789+0.0018845i,-0.00049232+0.0020169i,-0.0005421+0.0011123i,-0.0011265+0.00011118i,-0.00089083-0.00021411i,-0.00047492-0.00037679i,-0.00049458-0.00077721i,-0.00033769-0.00043148i,0.00027743+0.00053478i,0.00044453+0.00067551i,0.00049436-0.0001571i,0.00025192-0.00061469i,-9.2813e-05-0.00043517i,-3.8131e-05-0.00027489i,0.00043228+1.3118e-05i
-0.00092262-0.00030645i,-0.0010348+0.00030345i,-0.0010905+0.00099716i,-0.00024873+0.0014953i,0.0018127+0.0018048i,0.0033832+0.0018217i,0.0021339+0.00053306i,-0.00065756+0.0002864i,-0.0013175+0.0010125i,-0.00081008+0.0010312i,-0.00052518+0.0013035i,0.00044508+0.0014849i,0.00073348+0.00096469i,0.00053731+0.00017035i,0.00023969+0.00026322i,-0.00028979+0.00025043i,-2.159e-05-0.00049711i,7.0356e-05-0.00040338i,0.00012247-0.00029509i,0.00015312-0.0011557i,0.00022095-0.0012444i,-0.00015919-5.0409e-05i,-0.00063127+0.00039608i
-0.0003081+0.00061969i,-0.00040138+0.00068975i,-0.00021861+0.00080172i,0.00059558+0.0016306i,0.0022728+0.0031893i,0.0022043+0.0033569i,6.1694e-05+0.0015014i,-0.0011211+0.0012405i,-0.00085928+0.0020208i,0.00031405+0.0016891i,0.00038825+0.00068448i,0.00017457+9.703e-05i,-0.00017093+0.0010548i,-0.00022356+0.0015067i,0.0005454-0.00010538i,0.00036613-0.00097346i,-0.00024122-0.00087647i,-0.00045591-0.00060596i,-0.00024055+0.00013262i,0.00051805+0.00045407i,0.00032496-8.1481e-05i,-0.00046492-0.0005189i,-0.0007154-0.00044978i
-0.0020934-0.0019218i,-0.0010471-0.0015489i,-0.0010887+0.00016492i,-0.00040628+0.0019791i,0.0017298+0.002853i,0.0025487+0.0025516i,0.0012665+0.001278i,-0.00096352+0.00076979i,-0.0021529+0.0013809i,-0.0014636+0.0023211i,-0.00078807+0.0018409i,-0.00010656+0.0008862i,0.00063896-6.1096e-05i,0.00077323-0.00011911i,0.00068217+7.344e-05i,-0.00018969-0.00032864i,-0.00089185-0.00036815i,-0.0005524-9.766e-05i,-0.00091457-0.00011075i,-0.0011056-0.00011291i,-0.00036261+0.00034435i,-0.00020956+0.00029881i,-0.0005079-8.0276e-05i
4.8745e-05+0.00065461i,0.00054618+0.0011437i,0.00032889+0.0021215i,-2.7499e-05+0.0031457i,0.00034062+0.0040217i,0.0011023+0.0027419i,0.00029752+0.00078176i,-0.0012494+0.00067821i,-0.0012586+0.0014709i,-0.00058085+0.001313i,1.2575e-05+0.00081929i,0.00092203+0.00041965i,0.00080082-4.1138e-05i,-0.00048427-0.00015215i,-0.0014049+6.9589e-05i,-0.0014056+0.00015735i,-0.00047583+0.00071719i,0.00036093+0.00030758i,-4.7487e-05-0.00048527i,-6.1752e-05-0.0002109i,0.00032747-1.4564e-05i,0.00048195+0.00010344i,-0.00019531+0.00012255i
0.00026326-0.0016991i,-0.00086493-0.0011846i,-0.0010676+0.00026588i,-0.00046558+0.0025552i,0.0011715+0.0038942i,0.0015884+0.0032196i,0.00057002+0.0018824i,-0.00069297+0.0011347i,-0.00053017+0.0013702i,0.00023138+0.0022438i,-0.00014236+0.0020653i,-0.00074928+0.00059446i,-0.00084237-0.00026067i,-0.0010859-2.9721e-06i,-0.0011589+0.00020119i,-0.00030229-7.9376e-05i,0.00058976-0.00030536i,0.0004504-0.00037295i,-0.0003878-0.00068455i,-0.00076357-0.0011973i,-0.00039143-0.0013838i,-6.4148e-06-0.00046635i,-0.000519+0.00081837i
