0.0034825+9.486e-05i,0.0023943-0.00080115i,0.0013564-0.0030164i,-0.0021127-0.0028664i,-0.0046234-0.0021624i,-0.0042022-0.0004145i,-0.0023957+0.0015901i,-0.00057948+0.0014162i,0.00067768+0.00038407i,0.00077665-0.00070342i,0.00044269-0.00086972i,0.00080683-0.00040681i,0.0003325+0.00045827i,-0.00072686+0.000786i,-0.0016044+0.00028249i,-0.00089289-4.2033e-05i,-0.00010327-5.0105e-05i,0.00023165+0.00050789i,-1.4654e-05+0.00069334i,-0.00074254+0.00039005i,-0.00030684-0.0001476i,-1.3829e-05-0.00013442i,-0.00068967-3.4173e-06i
-0.026261+0.019304i,-0.042596+0.055597i,-0.014186+0.099069i,0.038262+0.12064i,0.086881+0.11858i,0.15151+0.097527i,0.18278+0.048193i,0.15195+0.005928i,0.1177+0.0015909i,0.092285+0.003334i,0.050969-0.003199i,0.012392-0.00049937i,-0.0050861+0.0062748i,-0.0097123+0.010407i,-0.010318+0.013242i,-0.0091142+0.014775i,-0.0055506+0.014503i,-0.00045183+0.010919i,0.00056778+0.0047483i,-0.0016046+0.0025353i,-0.0012686+0.0062739i,-0.00080676+0.0091501i,-0.0036224+0.0098939i
0.019341+0.075379i,0.048109+0.19883i,0.095435+0.30176i,0.15806+0.24466i,0.17145+0.054239i,0.086265-0.10255i,-9.711e-05-0.13588i,-0.021708-0.12179i,-0.017282-0.12279i,-0.013021-0.10254i,-0.0008123-0.054392i,0.015275-0.017496i,0.020875-0.0050972i,0.016591-0.00083686i,0.013288+0.0013545i,0.013079+6.4321e-05i,0.0088975-0.0012669i,0.0027497+0.0019443i,0.0037676+0.010593i,0.010852+0.011822i,0.014898+0.0003694i,0.010885-0.0098765i,0.0040204-0.0097869i
0.05032-0.040801i,0.15926-0.14567i,0.26694-0.2712i,0.24461-0.28494i,0.11666-0.17248i,0.015943-0.068226i,-0.039174-0.038536i,-0.077616-0.017087i,-0.095172+0.0047919i,-0.087465+0.0056861i,-0.062233+0.00041184i,-0.037874-0.0040037i,-0.020974-0.00044299i,-0.0026261+0.0050543i,0.0094005+0.0034791i,0.010667+0.0012285i,0.011707-2.9335e-05i,0.011223-0.0064396i,0.006923-0.015925i,-3.122e-05-0.018282i,-0.0066259-0.011294i,-0.0076109-0.00067743i,-0.00029389+0.0056253i
0.012032-0.016486i,-0.031763-0.021013i,-0.12791-0.03344i,-0.20376-0.062663i,-0.21048-0.059297i,-0.17915+0.01099i,-0.13349+0.093075i,-0.075199+0.12631i,-0.030963+0.12662i,-0.0081113+0.10658i,0.00076881+0.065403i,0.0015567+0.030334i,0.0054708+0.0079646i,0.0050225-0.0097196i,0.00015922-0.017702i,-0.0010009-0.019186i,-0.0048352-0.016095i,-0.0081664-0.0060883i,-0.0053445+0.0022858i,-0.0026339+0.0037166i,-0.0040243+0.002315i,-0.0059354+0.00010785i,-0.0071355-0.0045016i
-0.055871-0.063725i,-0.11845-0.15017i,-0.1632-0.21169i,-0.12543-0.15535i,-2.9669e-05-0.045298i,0.12966+0.010406i,0.18889+0.015162i,0.18583-0.00056111i,0.16103-0.011089i,0.12161-0.0037844i,0.072452+0.0083751i,0.037395+0.014697i,0.019079+0.01133i,0.0046292+0.0046773i,-0.0063914+0.0009039i,-0.01122+0.0012187i,-0.0095385+0.0028868i,-0.0068887+0.001436i,-0.010757+0.00091456i,-0.012557+0.0060911i,-0.0057159+0.012207i,0.002459+0.013094i,0.0043803+0.010056i
0.0016107+0.072931i,-0.020925+0.24082i,-0.04936+0.4431i,-0.05997+0.46671i,-0.075941+0.27175i,-0.0978+0.063186i,-0.085098-0.044151i,-0.051019-0.08856i,-0.027435-0.11767i,-0.019853-0.11703i,-0.009291-0.074299i,0.0093231-0.037201i,0.011735-0.022494i,0.0030403-0.0048201i,0.002481+0.0098266i,0.0042313+0.010535i,0.0015532+0.0060596i,0.0014061+0.0065794i,0.0085588+0.0078754i,0.014673+0.0019928i,0.014006-0.0048591i,0.0082768-0.0073961i,0.0014938-0.0059486i
-0.013264-0.017587i,0.029546-0.088665i,0.11785-0.20573i,0.14928-0.24065i,0.082877-0.1316i,0.02147-0.021517i,-0.017124-0.011788i,-0.07953-0.029337i,-0.12753-0.007294i,-0.10877+0.014692i,-0.057119-0.0010701i,-0.032202-0.023741i,-0.027847-0.019277i,-0.013428-0.0059244i,0.0016046-0.00055714i,0.005534+0.0027779i,0.006218+0.0046868i,0.0046595+0.0018647i,7.8712e-06-0.00022662i,-0.0014631+0.0018635i,-0.000446+0.0033535i,-0.00013722+0.0037434i,0.0028277+0.004011i
0.075863+0.06097i,0.15693+0.13066i,0.20321+0.18204i,0.1945+0.15492i,0.16197+0.08593i,0.088469+0.070649i,0.011745+0.12052i,0.00097476+0.16981i,0.019695+0.17094i,0.013752+0.13193i,-0.0086625+0.08153i,-0.022804+0.047569i,-0.01425+0.029765i,0.0010465+0.0090605i,0.0068042-0.0087799i,0.0075285-0.014529i,0.0052872-0.011769i,0.0023467-0.005573i,0.002412-0.0042435i,0.00046188-0.0076917i,-0.0029773-0.0082732i,-0.0031337-0.006097i,-0.0035688-0.0075479i
-0.041724-0.092801i,-0.13145-0.24398i,-0.22537-0.37475i,-0.22426-0.33581i,-0.10003-0.18177i,0.060704-0.089225i,0.14521-0.068728i,0.16-0.051028i,0.16475-0.036123i,0.14232-0.034497i,0.078442-0.02002i,0.024511+0.010457i,0.004334+0.024161i,-0.0062802+0.016803i,-0.014214+0.0096847i,-0.013459+0.0083906i,-0.0074958+0.0068443i,-0.0032758+0.0028043i,-0.0034007-9.589e-05i,-0.0019725+0.0018558i,0.0025471+0.0047895i,0.0059299+0.0048505i,0.0064568+0.0048086i
0.051064+0.056864i,0.1123+0.19074i,0.14301+0.3148i,0.09411+0.25186i,-0.01653+0.039357i,-0.10797-0.1003i,-0.094855-0.12494i,-0.033761-0.14471i,-0.019972-0.16664i,-0.029232-0.12914i,-0.0055302-0.054023i,0.035963-0.0095036i,0.046698-0.0063729i,0.028219-0.0041765i,0.014229+0.0042114i,0.010525+0.0035514i,0.0084057-0.0011106i,0.0051422-0.0022944i,0.0020966-0.00020578i,0.00013792-0.00023949i,-0.001883-0.0042098i,-0.0047242-0.0076466i,-0.008311-0.0071919i
-0.10506-0.073335i,-0.20494-0.17143i,-0.24469-0.22979i,-0.17896-0.15866i,-0.090761-0.016448i,-0.057191+0.06953i,-0.084838+0.058725i,-0.1403+0.017848i,-0.17697+0.014054i,-0.14697+0.026302i,-0.076115+0.0066813i,-0.032802-0.024481i,-0.018888-0.02628i,-0.0025827-0.012418i,0.011002-0.0041353i,0.012615-0.00038001i,0.0076214-0.0024929i,-0.0010271-0.0034213i,-0.0066133-0.0011081i,-0.0075373-0.00031588i,-0.0075266+0.001729i,-0.0048393+0.0048903i,0.0028432+0.0050412i
0.099206+0.067659i,0.22684+0.16175i,0.30987+0.21673i,0.23911+0.1824i,0.10103+0.1344i,0.04663+0.11629i,0.034433+0.11226i,0.0067153+0.14417i,0.017442+0.17928i,0.044664+0.14602i,0.032936+0.070731i,0.0070374+0.016305i,-0.0022447-0.0063364i,-0.0011723-0.01499i,0.00098713-0.018986i,0.00090296-0.019463i,-0.0022068-0.014755i,-0.00096169-0.0057458i,0.0047424-0.00038871i,0.0069705+0.0002164i,0.0058228+0.00073306i,0.0019499+0.0012934i,-0.0046822+0.00065971i
-0.12488-0.024282i,-0.2793-0.086062i,-0.39464-0.14332i,-0.32869-0.11933i,-0.13422-0.058795i,0.013166-0.037585i,0.074604-0.016958i,0.1226+0.0067713i,0.15701-0.0078815i,0.13104-0.036717i,0.056059-0.029631i,-0.0048671+0.0076225i,-0.021695+0.026644i,-0.021382+0.016619i,-0.018421+0.0079456i,-0.013772+0.0071042i,-0.010557+0.0061876i,-0.0076461+0.0048273i,-0.0072357+0.0044637i,-0.0062768+0.0073905i,-0.0010328+0.0085914i,0.0046227+0.0062319i,0.0082138+0.0035831i
0.14435+0.029891i,0.30907+0.10542i,0.42667+0.18488i,0.39108+0.16527i,0.24047+0.048219i,0.079526-0.05411i,0.0074437-0.093835i,0.025341-0.1161i,0.023594-0.15189i,-0.022494-0.137i,-0.026773-0.063514i,0.011643-0.016163i,0.026127-0.0099034i,0.016988-0.00060248i,0.011359+0.0085877i,0.0096482+0.005532i,0.0080469+0.0010839i,0.0061706-0.0016548i,0.0053695-0.0057977i,0.0026621-0.010145i,-0.0020528-0.011457i,-0.0033016-0.0086869i,-0.0027707-0.0037633i
-0.079711-0.015323i,-0.16351-0.056187i,-0.21141-0.099606i,-0.16885-0.089929i,-0.095749-0.01081i,-0.048425+0.086465i,-0.039014+0.10126i,-0.088586+0.03052i,-0.1557+0.0042657i,-0.14606+0.038072i,-0.076053+0.042007i,-0.028124+0.018166i,-0.013127+0.011175i,0.0028857+0.010354i,0.015321+0.0018538i,0.010893-0.0028428i,0.001919-0.00074436i,-0.0025394+0.003306i,-0.0035504+0.0082632i,-0.00010922+0.012225i,0.0047615+0.010589i,0.0070451+0.0041516i,0.0076684-0.0033414i
0.073389-0.043191i,0.1673-0.077284i,0.23593-0.13136i,0.17863-0.18685i,0.064062-0.1917i,0.03003-0.14739i,0.038028-0.087764i,0.017468-0.00089975i,0.015738+0.090722i,0.047867+0.11307i,0.055239+0.063156i,0.027843+0.010563i,0.0076337-0.0092051i,0.0004194-0.01475i,-0.0054222-0.01559i,-0.0047219-0.013027i,-0.0010911-0.012302i,0.00014621-0.0094407i,-0.00032762-0.0069108i,-0.0024629-0.0055624i,-0.0042821-0.0033342i,-0.0055724-0.0026784i,-0.007949-0.0010338i
-0.087054-0.019788i,-0.23407-0.054303i,-0.39483-0.057259i,-0.39438+0.0045752i,-0.2185+0.053616i,-0.068911+0.035842i,-0.022243+0.021983i,0.012809+0.044446i,0.06877+0.038069i,0.087983-0.0081296i,0.048624-0.026968i,0.0062292+0.00096683i,-0.0020866+0.022382i,-0.0018825+0.016013i,-0.0059067+0.0094327i,-0.0063055+0.01136i,-0.003737+0.012311i,-0.002324+0.0088397i,-0.00051633+0.0052111i,0.0037484+0.0016234i,0.0035387-0.0022826i,-0.00052331-0.0017372i,-0.00053436-0.00027187i
0.018464+0.094675i,0.094426+0.22166i,0.19629+0.32653i,0.20782+0.29994i,0.098116+0.18403i,-0.0027516+0.088467i,-0.023363+0.024496i,0.003648-0.032081i,0.017694-0.076443i,-0.0062429-0.086593i,-0.016749-0.056454i,0.0085817-0.027738i,0.0244-0.018803i,0.019971-0.001746i,0.020346+0.011877i,0.021518+0.0060103i,0.012872-0.001247i,0.0055112+0.00074283i,0.003044+0.0030248i,0.0016366+0.0032337i,0.0016415+0.0048377i,0.0013344+0.0055198i,0.0016447+0.006655i
-0.045527-0.049098i,-0.097469-0.086558i,-0.1202-0.081798i,-0.066729-0.032088i,0.0085559+0.013354i,0.03724+0.039408i,0.039147+0.061982i,0.024605+0.049988i,-0.011683+0.024682i,-0.036824+0.025493i,-0.034435+0.027873i,-0.025499+0.017847i,-0.01649+0.0061061i,-0.0026549-0.0095879i,0.0038563-0.021166i,0.0018404-0.01646i,0.0041563-0.0066634i,0.0058397-0.0041339i,0.0010215-0.0019578i,-0.0020878+0.0036072i,-0.00055942+0.0071278i,0.0022485+0.0054854i,0.0024958-0.0023098i
0.13591+0.076164i,0.3235+0.083638i,0.45453-0.014542i,0.38986-0.14057i,0.23137-0.16691i,0.14322-0.14153i,0.091706-0.13901i,0.030929-0.10151i,0.0093423-0.033302i,0.023464+0.0089311i,0.031687+0.013982i,0.024979-0.004913i,0.015917-0.02184i,0.008887-0.026294i,0.0031114-0.021425i,0.0012576-0.014229i,0.0012418-0.012068i,0.0036875-0.011556i,0.0078981-0.012389i,0.0099158-0.01489i,0.0079889-0.017315i,0.0025101-0.016068i,-0.001345-0.0080102i
-0.1379-0.11518i,-0.33175-0.16611i,-0.48547-0.129i,-0.42706-0.021933i,-0.25257+0.051306i,-0.16731+0.067073i,-0.13442+0.066441i,-0.074597+0.036719i,-0.036379-0.020905i,-0.029109-0.052139i,-0.022706-0.031811i,-0.014793+0.008234i,-0.01619+0.026045i,-0.024754+0.025041i,-0.024235+0.023657i,-0.016629+0.018079i,-0.014623+0.0071476i,-0.018692+0.0028413i,-0.01971+0.0076185i,-0.01394+0.011307i,-0.0076218+0.012121i,-0.0035987+0.010643i,-0.0013147+0.0067488i
0.13761+0.047039i,0.26262+0.05168i,0.29627+0.029081i,0.18428-0.0051197i,0.067875-0.030813i,0.043628-0.030726i,0.028948-0.013873i,-0.010811+0.010915i,-0.037776+0.043951i,-0.03768+0.053343i,-0.013974+0.023288i,0.0064401-0.015611i,0.0054707-0.024605i,0.0039191-0.0056989i,0.015868+0.0061667i,0.021764-7.9787e-05i,0.012789-0.0041037i,0.0042564-0.0012398i,0.00058131-0.0024254i,-0.0052934-0.0045947i,-0.010202-0.0042616i,-0.0073335-0.0044073i,0.0012628-0.0063803i
-0.14928-0.024446i,-0.25371+0.019097i,-0.24288+0.068333i,-0.11557+0.046016i,-0.024632-0.009569i,-0.0071952+0.0093997i,0.017062+0.070137i,0.036969+0.08567i,0.034575+0.078622i,0.026676+0.072907i,0.0089338+0.054811i,-0.012057+0.039746i,-0.012256+0.033465i,0.0066023+0.019735i,0.016175+0.0025303i,0.0087545-0.00013005i,0.0049908+0.010647i,0.0092958+0.016306i,0.012047+0.014826i,0.013154+0.013509i,0.01402+0.011381i,0.010107+0.0060117i,0.00075569-0.00039653i
0.10844+0.011123i,0.20445-0.016889i,0.22755-0.042209i,0.14802-0.0011331i,0.069779+0.054287i,0.064289+0.017138i,0.073869-0.066462i,0.080265-0.083957i,0.10531-0.064413i,0.10782-0.058693i,0.068926-0.046428i,0.031069-0.02612i,0.017223-0.013289i,0.012776-0.008757i,0.0078828-0.0099717i,0.0067754-0.012789i,0.0065422-0.01808i,0.001024-0.020799i,-0.0040215-0.015462i,-0.0033211-0.0077572i,-0.0033723-0.003699i,-0.0087107-0.00067538i,-0.011803+0.0042319i
-0.10557+0.022826i,-0.21674+0.054915i,-0.29569+0.065196i,-0.29226+0.057584i,-0.24679+0.078364i,-0.20195+0.107i,-0.14972+0.099356i,-0.09936+0.037019i,-0.080392-0.041029i,-0.077437-0.063842i,-0.055301-0.02445i,-0.021352+0.02215i,-0.00077724+0.034408i,0.003507+0.019605i,8.1224e-05+0.0062171i,-0.0005712-0.00047725i,-0.00049228-0.0071381i,-0.0061281-0.0077923i,-0.010455-0.00070545i,-0.0077524+0.0040608i,0.00076426+0.0052786i,0.010929+0.0066032i,0.017685+0.0066639i
0.10352+0.018011i,0.23872+0.04022i,0.36303+0.070382i,0.423+0.061507i,0.43225+0.0015667i,0.37751-0.038436i,0.2544-0.036375i,0.10589-0.012048i,-0.0030744+0.031398i,-0.030512+0.056985i,-0.0089199+0.02864i,0.009969-0.016617i,0.01844-0.037397i,0.017231-0.035331i,0.010638-0.02178i,0.0029568-0.0097491i,-0.0072824-8.7619e-05i,-0.0070707+0.0098786i,0.0055609+0.010436i,0.0095246+0.0010338i,0.0032812-0.0066865i,-0.0014983-0.0068663i,-0.001878-0.0054151i
-0.0075617+0.0084578i,-0.031783-0.0024266i,-0.040981-0.040148i,-0.035715-0.095832i,-0.054387-0.12497i,-0.077061-0.11283i,-0.055874-0.078687i,-0.0065314-0.032561i,0.037036+0.0066304i,0.050837+0.024353i,0.033606+0.03149i,0.020153+0.036765i,0.019651+0.028047i,0.014724+0.011589i,0.0052011+0.0036316i,-0.0024868+0.0047895i,-0.0030736+0.010072i,0.0011824+0.011534i,0.0003997+0.0097916i,0.00046097+0.012542i,0.0051812+0.010967i,0.006475+0.0010092i,0.0045905-0.008284i
0.002551-0.05484i,0.010301-0.13159i,-0.014518-0.22266i,-0.099554-0.24165i,-0.15996-0.17121i,-0.12939-0.094739i,-0.08477-0.055166i,-0.051238-0.024529i,0.0036722-0.019223i,0.033317-0.050183i,0.019155-0.059958i,-0.00014838-0.050923i,-0.023963-0.046184i,-0.041676-0.024698i,-0.025324+0.0010322i,0.0063695+0.0085505i,0.023732-0.00075503i,0.020216-0.016227i,0.0074607-0.02313i,-0.00040438-0.019016i,-0.0041424-0.0099196i,-0.0070893+0.00053906i,-0.0087583+0.0084135i
0.0094822-0.021166i,-0.064605-0.013901i,-0.21059+0.039133i,-0.30696+0.11162i,-0.27661+0.15033i,-0.19367+0.15356i,-0.10939+0.135i,-0.049066+0.060809i,-0.060256-0.022845i,-0.08394-0.027414i,-0.052799+0.0022302i,-0.019079+0.010547i,-0.011656+0.015139i,-0.0019798+0.01437i,0.0054246+0.0043122i,0.0033139-0.0064307i,-0.0036846-0.0125i,-0.012595-0.0040518i,-0.011096+0.010497i,-9.0708e-05+0.010176i,0.0064941+0.0022026i,0.0078037-0.00056266i,0.0077491-0.0036394i
-0.1085+0.084072i,-0.084644+0.22429i,0.072027+0.3626i,0.27932+0.38418i,0.39196+0.24847i,0.36977+0.062638i,0.25632-0.046939i,0.12282-0.033975i,0.04719+0.047241i,0.030468+0.084486i,0.02132+0.049915i,0.0066777+0.012021i,0.0079988+0.014277i,0.028753+0.031583i,0.04439+0.026719i,0.03636+0.0069677i,0.016296-0.00098783i,0.0066881+0.0025549i,0.0064103+0.0018976i,0.00013152-0.0025314i,-0.006506-0.0057106i,-0.0067834-0.0094469i,-0.0032649-0.0099421i
0.13056-0.10875i,0.17859-0.20154i,0.15541-0.23688i,0.069296-0.17406i,-0.075675-0.048694i,-0.19946+0.08019i,-0.18365+0.15129i,-0.071282+0.12437i,0.011983+0.042456i,0.02931-0.0084096i,-0.00041588-0.0035264i,-0.029434+0.031179i,-0.019843+0.039173i,-0.0010558+0.0041777i,-0.0010544-0.01949i,-0.0043347-0.015449i,-0.0040457-0.0079835i,-0.0030749-0.0058283i,-0.0074307-0.0049239i,-0.013614+0.0034119i,-0.012078+0.012447i,-0.0084838+0.012432i,-0.0094046+0.0086381i
-0.10669+0.1704i,-0.066519+0.23079i,0.058768+0.08809i,0.14679-0.1638i,0.1798-0.26316i,0.21377-0.22069i,0.17755-0.20318i,0.064857-0.17724i,0.0036049-0.11127i,0.00769-0.071457i,0.029807-0.045674i,0.05759-0.030393i,0.053988-0.040591i,0.023812-0.041637i,0.0077362-0.027926i,0.0080045-0.016745i,0.011991-0.010473i,0.0090479-0.0099863i,0.0027077-0.0042253i,0.0041711+0.0034549i,0.0079255+0.004327i,0.0060165+0.0087434i,0.0042714+0.013715i
0.14501-0.17593i,0.10263-0.25589i,-0.075266-0.17424i,-0.17916-0.017348i,-0.10159+0.039704i,-0.0041667+0.080436i,0.053615+0.18511i,0.097311+0.19857i,0.058449+0.11261i,-0.0092995+0.078969i,-0.014473+0.066711i,-0.0042065+0.034281i,-0.002167+0.021895i,0.0062974+0.020774i,0.014653+0.015843i,0.016116+0.0063033i,0.0060105-0.0066015i,-0.0086124-0.0088958i,-0.012821-0.0002684i,-0.0026663+0.0053442i,0.010039+0.0015802i,0.01364-0.0053768i,0.01487-0.010279i
-0.13152+0.18804i,-0.12407+0.31572i,-0.024006+0.3133i,0.020137+0.21363i,-0.043928+0.14332i,-0.082564+0.07937i,-0.070913-0.025156i,-0.058268-0.055688i,-0.012184-0.00058054i,0.037661+0.013387i,0.024116-0.0047129i,-0.012057+0.00098523i,-0.030529+0.011682i,-0.03971+0.017231i,-0.030218+0.016733i,-0.0085823-0.00032244i,-0.0048681-0.019009i,-0.01254-0.011684i,-0.0059336+0.0083019i,0.0021899+0.012413i,0.001223+0.0064119i,0.0045696+0.0023046i,0.010432-0.0021283i
0.15883-0.29895i,0.16196-0.52474i,0.0050059-0.59432i,-0.21412-0.42811i,-0.31808-0.21353i,-0.27082-0.14825i,-0.20305-0.17448i,-0.1616-0.14786i,-0.090777-0.10149i,-0.031479-0.085905i,-0.011174-0.048538i,0.021062-0.011878i,0.052779-0.020365i,0.067328-0.036785i,0.067873-0.033059i,0.044518-0.0095767i,0.020125+0.014973i,0.010133+0.014488i,0.0017051+0.00094196i,-0.0097743-0.0016153i,-0.018914+0.0041247i,-0.017467+0.0047426i,-0.0095791-0.0050979i
-0.10075+0.27384i,-0.070271+0.47569i,0.0098828+0.44094i,0.034033+0.22601i,0.054819+0.10649i,0.16954+0.13522i,0.26496+0.13938i,0.20779+0.054168i,0.059894-0.0045084i,-0.02005+0.015936i,-0.0026306+0.033239i,0.014445+0.023966i,0.0042648+0.017152i,0.00168-0.010073i,0.010308-0.063476i,0.012314-0.10546i,0.00095515-0.098326i,-0.0090502-0.051687i,-0.0050423-0.012868i,0.0036856+0.0002459i,0.012342-0.00091511i,0.018354-0.0055035i,0.012478-0.008058i
0.066526-0.14715i,0.083613-0.21186i,0.10879-0.03392i,0.24906+0.16865i,0.35899+0.10579i,0.22534-0.0021896i,0.048248+0.051772i,0.046917+0.091721i,0.074339+0.062774i,0.038665+0.06656i,0.002468+0.085791i,-0.018453+0.085391i,-0.029539+0.073683i,-0.035228+0.073349i,-0.022372+0.084687i,-0.0026323+0.065129i,-0.010819+0.024254i,-0.026738+0.011971i,-0.020061+0.019134i,-0.0046585+0.017907i,-0.0038326+0.0089992i,-0.017378+0.0015199i,-0.021957-0.0027315i
-1.7164+8.4289i,-0.345+8.9078i,3.9996+7.7177i,6.4486+3.1613i,5.4978-1.1352i,2.3439-2.8182i,0.023941-1.7654i,-0.2045-0.32591i,0.66245+0.24824i,1.4181-0.07617i,1.2043-0.67598i,0.47012-0.86256i,-0.17365-0.85486i,-0.81973-0.8841i,-1.0479-0.62633i,-0.3891+0.0055399i,0.43473+0.30188i,0.51799+0.15973i,0.19169+0.14135i,0.057781+0.17397i,-0.078617+0.095605i,-0.25921+0.14844i,-0.16918+0.25278i
0.12927-0.30004i,0.14666-0.55458i,0.0034794-0.58643i,-0.12487-0.33142i,-0.10606-0.10378i,-0.14873-0.15456i,-0.30279-0.25907i,-0.29852-0.17645i,-0.13817-0.093991i,-0.073276-0.12558i,-0.1133-0.13143i,-0.12339-0.08316i,-0.088891-0.051195i,-0.080835-0.047332i,-0.11994-0.016437i,-0.13026+0.058192i,-0.070637+0.094342i,-0.00963+0.057436i,0.0064367+0.011819i,0.0025423-0.0039194i,-0.0054141-0.0058058i,-0.013675-0.0072498i,-0.020162-0.0010119i
-0.092448+0.31248i,-0.14693+0.43098i,-0.20739+0.39791i,-0.26796+0.3023i,-0.24181+0.25043i,-0.16745+0.15898i,-0.17171+0.086991i,-0.17864+0.15526i,-0.11155+0.21044i,-0.070058+0.15771i,-0.057721+0.098855i,-0.027058+0.042392i,-0.030313-0.01515i,-0.072409-0.03323i,-0.10329-0.025189i,-0.10152-0.011427i,-0.068881+0.0029454i,-0.022198+0.0099631i,0.013361+0.0039003i,0.026748-0.0018196i,0.030956-0.0012968i,0.023744-0.0069721i,0.0039713+0.00044256i
0.18417-0.26493i,0.19823-0.41124i,0.1302-0.25405i,0.12354+0.070076i,0.1795+0.11896i,0.10833-0.11229i,-0.02642-0.23329i,-0.010708-0.16142i,0.078985-0.096868i,0.079033-0.090502i,0.011541-0.082291i,-0.038925-0.05939i,-0.041649-0.031706i,-0.022243-0.01441i,-0.0075462-0.01345i,0.0096185-0.011881i,0.024358-0.007939i,0.019276-0.0088658i,0.0074313-0.010802i,0.001882-0.0084652i,-0.006207-0.001147i,-0.013152+0.0047779i,-0.014902+0.0069678i
-0.11344+0.15315i,-0.13536+0.19327i,-0.083631+0.06028i,-0.075936-0.082901i,-0.17381-0.035539i,-0.26079+0.088439i,-0.23326+0.11883i,-0.1356+0.059199i,-0.073271-0.018193i,-0.060782-0.050122i,-0.040636-0.027593i,-0.010851+0.0014486i,-0.0013656+0.016111i,-0.0045251+0.021021i,-0.018744+0.02638i,-0.032211+0.041443i,-0.025017+0.044513i,-0.01032+0.02861i,-0.0017725+0.014929i,0.0037081+0.010815i,0.011487+0.011143i,0.018481+0.010541i,0.022187+0.0065426i
0.099272-0.26808i,0.019152-0.4367i,-0.2032-0.33794i,-0.30186+0.028929i,-0.13752+0.31128i,0.0031836+0.32914i,-0.032022+0.24687i,-0.087475+0.17206i,-0.11073+0.097976i,-0.11607+0.062599i,-0.081827+0.050773i,-0.044603+0.026332i,-0.037428+0.010564i,-0.051002+0.011157i,-0.058804+0.015372i,-0.047739+0.011406i,-0.030271+0.0028644i,-0.014009+0.00092122i,-0.0043895-0.0040535i,-0.0042042-0.012173i,-0.00096938-0.013881i,0.0056918-0.012844i,0.0054761-0.0039086i
-0.20497+0.18276i,-0.27172+0.34416i,-0.1436+0.43072i,0.11513+0.34569i,0.26132+0.15665i,0.24222+0.046699i,0.18596+0.060524i,0.13377+0.10142i,0.096311+0.12384i,0.087204+0.11405i,0.079936+0.071868i,0.065394+0.032651i,0.052625+0.013419i,0.040797+0.011982i,0.031895+0.015474i,0.029181+0.019694i,0.031476+0.023413i,0.030751+0.012687i,0.01932-0.0030649i,0.0075842-0.0090333i,0.0016131-0.014031i,-0.0046195-0.01518i,-0.0077055-0.0070945i
0.17492-0.12502i,0.28388-0.23123i,0.33949-0.27376i,0.31024-0.27748i,0.20201-0.29184i,0.095722-0.27762i,0.082867-0.23142i,0.1169-0.2106i,0.10113-0.19673i,0.065036-0.15685i,0.043357-0.11895i,0.02138-0.090122i,0.0093066-0.056842i,0.01623-0.029279i,0.020305-0.017288i,0.0095859-0.013509i,-0.0041395-0.015508i,-0.013905-0.017044i,-0.017587-0.0097675i,-0.016109-0.00068142i,-0.019287+0.0057988i,-0.021498+0.0092525i,-0.010818+0.0010883i
-0.22259+0.044881i,-0.36937+0.038129i,-0.42855-0.073004i,-0.41787-0.18715i,-0.40184-0.13496i,-0.35303-0.0017267i,-0.28577+0.054277i,-0.24691+0.054201i,-0.20367+0.042452i,-0.15611+0.018907i,-0.11615+0.011075i,-0.073818+0.01569i,-0.050372+0.0029732i,-0.054601-0.017953i,-0.062817-0.021563i,-0.054242-0.0054094i,-0.033063+0.013249i,-0.014487+0.022329i,-0.00076663+0.019291i,0.0059801+0.010198i,0.0090854+0.010843i,0.015817+0.017643i,0.013775+0.018686i
0.14429+0.0080437i,0.18435+0.047449i,0.096876+0.16086i,0.0014196+0.28554i,0.053603+0.28007i,0.15832+0.14826i,0.18711+0.029459i,0.1469-0.010522i,0.075117+0.019252i,0.032181+0.064994i,0.024926+0.050591i,0.0027878+0.0052597i,-0.023077+0.0029284i,-0.023708+0.030006i,-0.0066142+0.042131i,0.01329+0.030804i,0.022019+0.012674i,0.022139+0.0018361i,0.019351-0.0058551i,0.013871-0.013254i,0.011343-0.018936i,0.0070238-0.021175i,-0.000761-0.01124i
-0.14932-0.006011i,-0.19321+0.020105i,-0.090241+0.047028i,0.040019+0.01225i,-0.0021584-0.058907i,-0.13592-0.070107i,-0.18227-0.033003i,-0.13054+0.0075184i,-0.028651+0.027884i,0.044672+0.0036706i,0.034507-0.0063821i,0.01225+0.029569i,0.027913+0.048178i,0.04272+0.030316i,0.027395+0.0066509i,-0.0014891-0.0028437i,-0.012618-0.00075821i,-0.0066369-0.0045494i,-0.0050226-0.011548i,-0.011292-0.010476i,-0.013394-0.00423i,-0.0066301+0.0016034i,0.0038201+0.0015213i
0.18091+0.066936i,0.30425+0.024827i,0.30367-0.107i,0.17058-0.16756i,0.08793-0.065876i,0.11741+0.037938i,0.12798+0.026496i,0.07508-0.035657i,0.010451-0.081099i,-0.034872-0.081493i,-0.029409-0.049344i,0.0016967-0.03691i,0.0052164-0.042469i,-0.003746-0.037633i,0.0011035-0.019895i,0.013258-0.0065677i,0.014621-0.0082659i,0.0018636-0.0099508i,-0.008579-0.0045297i,-0.010974-0.001651i,-0.01225-0.0035077i,-0.011978-0.0048763i,-0.0087435-0.0035748i
