-0.0015467+0.0022153i,-0.00055436+0.00079707i,-0.0012163+0.00038284i,-0.0014491+0.0020474i,-0.00076455+0.0042593i,-0.00042214+0.0043659i,0.00036545+0.0029868i,0.0014299+0.0018701i,0.0016051+0.00033753i,0.0011691-0.0012605i,0.0012298-0.0018175i,0.0011166-0.0012548i,0.00010379-0.00080189i,-0.00094246-0.0012223i,-0.0015152-0.00094852i,-0.0011126-0.00029155i,-0.0012921+0.00027851i,-0.0011003+0.00020059i,-0.00022622+0.00049i,-0.00036072+0.00024856i,-0.0002288-0.00045367i,0.00078773-0.00079983i,0.00061898-0.00059107i
0.0020235-0.00080271i,0.0027122-0.0013231i,0.002905-0.0018132i,0.001274-0.00081481i,-0.0004004+0.00056329i,-0.0010234+0.0016594i,-0.00026706+0.0018492i,0.0012694+0.00075268i,0.002168-0.00018166i,0.0014584-0.00014001i,1.1168e-05-7.7055e-05i,-0.00028187+0.00010676i,-0.00014698+0.00082928i,-0.00023183+0.00080451i,1.4981e-05+0.00036235i,0.00020033+0.00021121i,0.00012715+0.00048216i,5.6799e-05+0.00030715i,5.8941e-05+0.00026588i,0.00010586+0.00055831i,0.00048239+0.00025607i,-3.0456e-05+0.00022031i,-0.0005337+0.00045411i
0.00138+0.00071614i,0.0020965+0.00078665i,0.0024633+0.00060028i,0.0017887-0.00014534i,0.001059-0.00014051i,0.00020662+0.00022244i,-0.00059081+0.00015099i,-0.00012374+0.00070071i,0.00040307+0.00063585i,0.00041478-0.00024907i,0.00061342-0.00040513i,0.00066507-0.00020587i,-4.5624e-05-0.00031366i,-0.00057046+7.9987e-05i,-0.00018333-3.412e-05i,-0.00016621+6.6532e-05i,-0.00073589+0.00043451i,-0.00050339+0.00020511i,-2.0478e-05-0.00012165i,-1.1718e-05-0.00049647i,0.00026224-0.00016073i,0.00037145+0.00037691i,0.00073668+0.00032228i
0.00016338-0.00082625i,0.0010214-0.00075286i,0.0012373-0.00070033i,0.00091067-0.00048729i,0.00078184+0.0015743i,0.00070961+0.0022662i,0.00043726+0.0012877i,0.00083728+0.00013683i,0.0018452-0.00059022i,0.0017038-0.0003343i,0.00062951-8.6728e-06i,0.00065435-3.2498e-05i,0.00056942-0.00040255i,-0.00015844-0.00059573i,4.5392e-05-0.00034232i,-0.00011797-0.00081637i,-0.0010908-0.0010299i,-0.00070396-0.00090552i,0.00012692-0.0013648i,-5.2189e-05-0.00071609i,-0.00017098+9.5485e-06i,-0.0001041+0.00011901i,-1.624e-05+0.000347i
0.0017751-0.001792i,0.0010167-0.0013595i,0.0011695+0.0003887i,0.0013814+0.00064452i,0.0006844-0.00037145i,0.00047338+0.00040633i,0.00050884+0.0012004i,0.00011395+0.00034511i,-0.00061587-0.00013675i,-0.0010264-5.6222e-05i,-0.00020841-0.00034764i,0.00037115-0.00073374i,0.00018834-0.00046778i,-0.0001565-0.00073703i,-0.00019798-0.0011964i,-0.00063056-0.00058528i,-0.00062584+4.3731e-05i,7.6009e-05+2.3396e-05i,0.00031246+0.00011509i,0.00040679+0.00042458i,0.00032502+0.00050828i,-0.00031775-3.5424e-05i,-0.00031895+0.00020545i
0.00046065+0.00069373i,0.0014937+0.00064486i,0.0012902+0.00090314i,0.0012005+0.0016727i,0.001351+0.0018091i,0.00073985+0.00072161i,0.00052033+0.00022619i,0.0007115+0.00091065i,0.00020188+0.0010735i,-0.00024851+0.00020518i,-1.6958e-05-0.00073445i,0.000873+4.8485e-05i,0.00063389+0.00049214i,-5.2221e-05-0.00033761i,-0.00013171-0.00024053i,-9.2619e-06+0.00011898i,-2.6576e-05+0.00058749i,0.00018753+0.00097642i,0.00016927+0.00040214i,-0.00055804+0.00017747i,-0.0004881+0.00027497i,0.00083908-1.3884e-05i,0.00092679+0.000159i
0.00022956+0.00012014i,0.00027814+0.0011019i,0.00046883+0.00092058i,-2.1579e-05+0.0010765i,-0.00045367+0.0016059i,0.00082928+0.0012866i,0.0013901+0.00038849i,0.0014632-0.00021839i,0.0010048-0.00022232i,-0.0002429+0.00012777i,-0.00057155-0.00059276i,-5.6176e-05-0.0010275i,0.00031754-0.00070308i,6.8559e-05+0.000379i,-0.00023832+0.0011602i,-0.00039898+0.00034409i,-0.0001207-0.00077026i,-1.0858e-06-0.00024466i,-0.0003598+0.00065802i,1.8278e-05+0.0011748i,0.00080297+0.00084208i,9.6954e-05-0.00010183i,-0.00052133-6.2085e-05i
0.0014987-0.0006551i,0.00089986-0.00053762i,0.0010331-0.00066373i,0.0012982-0.00017845i,0.00090413+0.0010764i,-0.0005472+0.00104i,-0.0011595+0.00022622i,-0.00064233-0.00031413i,-0.00058469-0.0010802i,0.00023333-0.0014913i,0.00079994-0.0017934i,0.00037134-0.0011265i,8.5773e-05-0.00020613i,-0.00021559-0.00033335i,-0.00068757+1.7161e-05i,-0.00037112+0.0010376i,-0.00039985+0.00093365i,-0.00021486-3.1737e-05i,-3.194e-05-7.6072e-05i,-0.00054105+8.5702e-05i,-0.00045788-0.00028925i,0.00063821-3.5293e-05i,0.001273+0.00043341i
0.0010858-0.001661i,0.0017314-0.001348i,0.00091101-0.00023928i,-0.00058949+0.0017074i,-0.0009319+0.0021259i,0.00090184+0.002074i,0.0016307+0.0021026i,0.0012199+0.001276i,0.0010789+0.00051081i,0.00083424-0.00029881i,2.2559e-05-0.00026863i,-0.00047286-0.00025762i,-1.4525e-05-0.00096871i,0.00029504-0.00051673i,0.00047043+0.00057356i,0.00049726+0.00043478i,0.00081617+6.0809e-05i,0.0016528-0.00052193i,0.0010178-0.00069632i,-8.0801e-05+0.00035427i,-0.0001776+0.00083493i,0.00025485+0.00047714i,0.00038968-0.00011843i
0.0016927+0.0012186i,0.0014466+0.00074515i,0.0012977+0.00080925i,0.00055139+0.00064986i,0.00020209-4.1913e-05i,-8.5011e-05-0.00012671i,-0.00014313+0.00026219i,4.853e-05+8.7779e-05i,0.00031426+0.00010556i,0.00058562+0.00095208i,0.00027277+0.00067058i,0.00049287-9.8456e-05i,0.00042159-0.00028983i,0.0001615-0.00013764i,-0.00012491+3.9654e-05i,-0.00018868-0.00011774i,0.00053208-0.0003327i,0.00054467-8.0066e-05i,0.00034697+0.00029517i,0.00067273+0.00041089i,0.00066957+2.6201e-05i,-3.4538e-05-0.00013109i,-8.5175e-05-2.3014e-05i
0.002114-0.00031886i,0.0025454+0.00012481i,0.0018766-3.849e-05i,0.00066312-0.00068444i,0.00017109-0.00023535i,0.00036699+0.00074374i,0.00078946+0.00065033i,0.00050904+0.00037266i,0.00015384-0.00052673i,-0.00018128-0.0010873i,-0.00056615-0.0011159i,7.5964e-05-0.00066521i,0.00087329+0.00011947i,0.0011746+0.00098227i,8.6844e-05+0.0012487i,-0.0012195+0.00047329i,-4.9091e-05-5.1714e-05i,0.0007831+0.00010504i,0.00034444+0.00016455i,0.00032275-0.00013639i,0.00047664-5.3179e-05i,0.00024552+0.00020751i,0.00013017+0.00015891i
0.0002633-0.0015961i,0.0016837-0.0016853i,0.001677-0.0012607i,0.00032133+0.0005729i,-0.0001456+0.0023818i,0.00034325+0.0021712i,0.00045604+0.00089726i,0.00041785+0.0002095i,0.00054857-9.2721e-05i,0.0006253-0.00028087i,-3.3404e-05+0.00023286i,-0.00054408+0.00064887i,-0.00035545+0.0002633i,-0.00011164+9.1369e-05i,-0.00021004+0.00028037i,6.3765e-06+0.00069849i,0.00033031+0.0014527i,-0.00018525+0.0010444i,-0.00021383+0.0007944i,0.00056029+0.00078349i,0.00079803+0.00049083i,0.00022973+0.00021599i,-0.00034998+2.5845e-05i
0.00090372+0.0029713i,0.0015807+0.0034352i,0.002631+0.0024557i,0.0021291+0.001714i,0.000957+0.0015952i,-2.4934e-05-0.00011598i,0.00037236-0.00069284i,0.0015395+0.00021158i,0.0012319+0.00043065i,7.6392e-05-4.3944e-05i,5.7593e-05-0.00062114i,0.00028228-0.00065436i,-0.0010126-0.00081424i,-0.0019763-0.0012031i,-0.0016928-0.00075723i,-0.0013519-1.42e-05i,-0.0010199+0.00073074i,-4.8692e-05+0.0013035i,0.00050345+0.00038845i,0.00029787-0.00073633i,0.00016635-0.00088386i,-0.00013195-0.00023967i,0.00023948+0.00022692i
0.00079806-0.0012288i,0.00059527-0.0016016i,0.0010704-0.0012986i,0.00049426-0.00049085i,-0.00053913+5.1993e-05i,-0.00090555+0.00061494i,-0.001039+0.00038876i,-0.0010587-0.000256i,-0.00065594-0.00014224i,7.4572e-05-9.9953e-05i,0.00023744+0.0006191i,0.00017325+0.00070598i,0.00053741-0.00016945i,0.001042+8.1187e-05i,0.00033996+0.00040528i,0.00022707+0.00016318i,-0.00033181+0.00074376i,-0.0011456+0.00076223i,-0.00065231-4.1611e-05i,-0.00034323-0.00014837i,-0.00035942-0.00017149i,-0.00019505-0.00052821i,3.5516e-05+0.00021545i
0.0023563-0.00032295i,0.0026258-0.00032962i,0.0024264-0.00094011i,0.00055476-0.00015718i,-0.0014718+0.0018518i,-0.00072504+0.0027682i,0.00055689+0.0018823i,0.001471+0.00032222i,0.0017326-0.00057028i,0.00093027+0.00021276i,1.9619e-05+0.00093697i,-0.00055485+0.00028395i,-0.00063268-0.00026412i,0.00014051-0.0003082i,0.00021233+0.0002066i,-0.00028407+0.0007121i,4.0196e-05+9.0846e-05i,0.0008239-0.00045032i,0.0011216-3.24e-05i,0.00063047-0.00010504i,-0.00036085+0.00010997i,-0.00053279+6.1759e-05i,0.00014468+0.0003671i
0.0021344+8.238e-05i,0.0021038-0.00061191i,0.0019575-0.00055477i,0.0014657-0.00022178i,0.0013351+9.0984e-05i,0.0010747+0.00016918i,0.0009679-0.00037225i,0.0010282-0.00063701i,0.0011432-0.00058056i,0.00045175-0.00066914i,-0.00040501-0.00050916i,-0.00082182-0.00075798i,-0.00062834-0.00068468i,-7.7497e-06+0.0003818i,0.00032564+0.0010184i,-0.0003244+0.00047372i,-0.00029107-0.00017321i,-0.00014476-0.00017485i,0.00020137+8.5979e-05i,0.0008366+0.00086719i,0.00073146+0.00028396i,1.7184e-05-0.00069383i,-0.00030167-0.00049483i
0.00042113-0.00095254i,0.0010167-0.00069741i,0.00063952-0.00064013i,-0.0005785+0.00011544i,-0.00085599+0.00097917i,-0.00073535+0.0012329i,-0.0011632+0.0016008i,-0.00049101+0.0014126i,0.00039562+0.00040636i,0.00011673-0.00099245i,-0.00022954-0.0010067i,0.00030068-0.00089977i,0.0011798-0.00093417i,0.00076634-0.00084925i,0.0002333-0.00092499i,0.00065038-0.0002515i,0.00048709+0.00073241i,-0.00046562+0.00072754i,-0.00065721-0.00032131i,-0.0003564-0.00025308i,-0.00013945+0.00083573i,-2.1396e-05+0.0010906i,0.00030461-1.6713e-05i
-0.0003243-0.00058278i,-0.00061193-0.00048305i,-0.00023293-0.0001608i,-0.00065827+0.00011523i,-0.00090669+0.00049151i,-0.00040822+0.0014321i,7.8295e-05+0.0017695i,0.00019546+0.001058i,0.00014052+0.00028289i,8.457e-05-0.00021815i,-0.00047555-0.00031229i,-0.00011097-0.00017572i,0.00080235+0.00016984i,0.0008631+0.00065718i,0.00063783+0.00072403i,0.00024163+0.000339i,0.00020823-0.00043708i,0.00091181-0.00057706i,-3.276e-05+3.288e-05i,-0.0011349+2.1488e-05i,-0.0008916+0.00063068i,-0.00054982+0.00063859i,-0.0001544+0.00021546i
-0.00045709+0.00078174i,-0.00036537+0.0013163i,0.00055937+0.0017718i,0.00076675+0.0024727i,0.00075075+0.0026684i,0.00075605+0.002387i,0.00098101+0.0016493i,0.0012586+0.00081385i,0.0007424-0.0002534i,0.00046564-0.0004779i,0.00018144-0.00032544i,-0.00023294-0.00042456i,-0.00049884-0.00024664i,-0.00055307-0.00045851i,-0.00045424-0.00099664i,0.00027209-0.00079298i,0.0006715+0.00039561i,0.00028891+0.00076163i,1.5967e-05+0.00043629i,4.0833e-05+0.00023583i,-0.00018173+0.00023865i,-3.3139e-05+4.0238e-05i,0.000228+3.3764e-06i
-0.00073064-8.6031e-05i,5.2897e-05+0.00062064i,0.00098527+0.00069895i,0.00050045+0.00067819i,-0.0006747+0.00072529i,-0.00068774+0.00032585i,-3.9978e-05+0.00014849i,-0.00025303+0.00025001i,-0.00034242-0.00031215i,0.00015662-0.00072992i,0.00016674-9.7078e-05i,8.2959e-05+0.00054991i,0.00052761-3.1846e-05i,0.00099591-0.00058001i,0.0008226-0.00037573i,0.00074403+3.2259e-05i,0.00079113-0.00035069i,0.00067433-0.00055797i,0.00045176+0.00012337i,0.00031406+0.00057155i,0.00087479+0.0004502i,0.0010209+0.0001303i,0.00018998+0.00043078i
-0.0013758+0.0015562i,-6.2939e-05+0.00077802i,0.00065822+0.00032416i,0.0018035+0.0014918i,0.0012142+0.0025882i,0.00013522+0.0014319i,0.00013096+0.00010168i,9.9634e-05+0.00028219i,0.00024439+0.00068487i,-0.00016131+0.00037053i,8.8196e-06-0.00032998i,0.00055536-0.00051086i,0.00035106-0.0005276i,-0.00041439-0.00068789i,-0.00066699-0.00054401i,-0.00014778-0.00035455i,0.00032771-0.0007114i,0.00068937-0.00049333i,-0.00017093+0.00064873i,-0.00096113+0.00050437i,0.00028731-0.00022473i,0.0012438+7.2487e-05i,-8.0245e-05+0.00050924i
-0.0022118+5.7834e-05i,0.00021537+0.0013403i,0.00063585+0.0025404i,0.00074691+0.0030462i,0.0010957+0.002905i,0.0011599+0.0017688i,0.0010856+0.00062048i,0.0014832-0.00013763i,0.0011941-0.00059832i,0.00067584-0.00020779i,0.00013861+0.0005159i,-0.00035791+0.00025755i,-0.00047696-0.00064699i,-0.00069974-0.00067105i,-0.0012843-0.00047079i,-0.0010677-0.00061598i,-0.00013941-0.0001402i,0.00020932+0.00021902i,0.0003167+0.00073717i,0.00031346+0.00057394i,-2.3957e-05-0.00022556i,-6.422e-05-0.00015441i,0.00032126+0.00017905i
0.0021228-0.00085442i,0.0037667+0.00058166i,0.0033847-0.0006733i,0.00031465-0.00042447i,-0.0019597+0.00067557i,-0.002011+0.0013992i,-0.0014153+0.0013983i,-0.00061092+3.7575e-05i,-0.00042745-0.00058403i,-0.00031971-0.00060804i,0.00088549-0.00058066i,0.0019576-0.00057202i,0.0014119-0.00090033i,0.0006231-0.00067877i,-0.00011868+0.00031354i,5.1752e-05+0.00069624i,0.00071143+0.00064256i,0.00077754+0.00023971i,0.00025943-0.00019565i,-0.00078195+0.00015468i,-0.00075294+0.00054091i,8.9612e-05+9.4937e-05i,0.0006888-0.00012678i
0.0010638-0.0010104i,0.00082928-0.0013953i,0.00067034-0.0014413i,-0.00046141+0.00017958i,-0.0016483+0.0021466i,-0.00083012+0.0020095i,0.00043964+0.0013033i,0.00032935+0.0011473i,-5.0765e-06+0.00054502i,1.2325e-05+0.00042002i,8.8201e-05+0.00018119i,0.00085001-0.0010386i,0.0014406-0.0010964i,0.0011902-0.00083252i,0.00071684-0.0010578i,0.00017266-0.00058809i,-0.00021493-0.00056321i,-1.4199e-05-0.00059387i,-0.00025205-0.00031248i,-0.00052518+0.00028723i,0.00046695+0.00045716i,0.00088377-0.00022971i,0.0005139-0.00044627i
-0.00034639+0.0009989i,0.00095747+0.0006588i,0.00073618+0.0012193i,0.00055096+0.0015353i,5.5233e-05+0.0019084i,0.00067839+0.0017154i,0.0012699+0.0010112i,0.00068512+0.00053192i,0.00039551+0.00045479i,0.00079529+0.00055723i,6.061e-05+0.00048524i,-7.4235e-05+0.00042682i,0.00013316+0.00034029i,-0.00081067+0.00015149i,-0.0010171-0.00025215i,0.00036024-0.00029814i,0.0009042+0.00024449i,4.6152e-05+0.00055862i,-0.00069337+0.00023377i,-0.0007565+3.8678e-05i,-0.00045298+0.00062711i,-0.00026184+0.00128i,0.00019637+0.00091614i
-0.00086543-0.0010241i,0.00077122-0.00035152i,0.0016331-0.0004494i,0.0009271-0.00063412i,-0.00051873+0.00042329i,-0.00048038+0.0014767i,0.00017187+0.00061183i,0.0011399-0.00027981i,0.0016979-0.00046887i,0.00081561-0.00067062i,-6.1806e-05-0.00070803i,0.00018944-0.00039176i,0.00019643-1.7004e-05i,0.00010322+0.00052992i,9.4469e-05+0.00053935i,-0.00020175+0.00084293i,0.0008478+0.001277i,0.0012122+0.00060744i,-2.651e-05-0.00020443i,-0.00068111-0.00049397i,-0.00041066-0.00010258i,-0.00029663-7.7793e-05i,-0.00052319-0.00051273i
0.001711-0.00065045i,0.0021754-0.0011845i,0.002075-0.0016587i,2.9923e-05+0.00039824i,-0.0021475+0.0017753i,-0.0019764+0.0015172i,-0.00083507+0.0012428i,0.00011579+0.0007387i,0.00085991+8.2954e-05i,0.00051412-5.4997e-05i,0.00028526-0.00050396i,0.00031559-0.00065882i,1.4291e-05-0.00027999i,-0.00012106+0.00021072i,-0.00013806+0.00085418i,-0.00047213+0.00061382i,-0.0010142+0.00010821i,-0.00011588+0.00056402i,0.00083235+0.00099949i,0.00075377+0.00075637i,0.0005546+0.0010904i,-0.00031018+0.00063204i,-0.00047282+0.000458i
0.0021723+6.9511e-05i,0.0021826+0.00065158i,0.0011411+0.0006041i,0.00035392+3.0192e-05i,-0.00032079+0.0011968i,-0.0013831+0.0010738i,-0.00061984+0.00075771i,0.0010059+0.00058578i,0.0013715-0.00092752i,0.00044044-0.00083617i,-0.00042476-0.00046957i,-0.00013476-0.0014767i,0.00018334-0.001298i,-0.000468-4.4589e-05i,-0.0013437-0.00027868i,-0.00089402-0.00043459i,-0.00054315+0.00052601i,-0.00087867+0.00064435i,-0.00064736-0.00016203i,-0.00010122+0.00053625i,0.00014826+0.00061214i,0.00047114+2.8873e-05i,0.00049957-1.3502e-05i
-0.0002896+0.0011137i,0.00045593-9.6813e-06i,0.0020198-0.00042122i,0.0019009+0.00011405i,-2.7854e-05+0.00034669i,-0.0005792+0.00044041i,7.5495e-05+0.00047911i,0.00031536+0.00043659i,0.00063012-0.00026612i,0.00049082-0.00096157i,0.00014596-0.00084282i,0.00038282-0.00081968i,0.00031611-0.00013322i,0.00061032-0.00024212i,0.0009707-0.0012875i,0.00071772-0.0012113i,0.00049072-0.00099403i,0.00055326-0.00068414i,-0.00011911-0.00013954i,0.00013498-4.9276e-05i,0.00048852-0.00034307i,-0.0008109+0.0002263i,-0.0013046+0.0001235i
0.00076916+0.00085371i,0.0013014+0.0010552i,0.0013513-0.00052752i,0.00049048-0.00065514i,0.00047387+8.472e-05i,0.00077479+0.00037387i,0.00057466+0.001404i,0.00047719+0.0015149i,1.5859e-05+0.00038713i,-0.00019373-6.6514e-05i,-0.00036558+0.00029669i,-0.00032879+0.00019814i,-0.0003824-7.7641e-05i,-0.00086229+9.1697e-05i,-0.0002841-0.00055901i,0.00023818-0.0013378i,-0.00035573-0.00075886i,-0.00045964+2.73e-06i,-4.9486e-05+0.00026353i,-0.00012182-4.0124e-05i,-0.00013778-0.00051845i,-3.9859e-05-0.00015728i,0.00021412+0.00050058i
0.0011899-0.0014609i,0.0012604-0.00023075i,-1.6907e-05-0.00094975i,-0.002002-0.0007999i,-0.0026983+0.0010128i,-0.0016964+0.0015294i,-0.00061531+0.00074249i,-9.5291e-05-0.00018963i,-0.00035265-0.00078073i,-0.00032851-0.00065672i,0.00019562-0.00038026i,-8.6905e-06-0.00072079i,7.3004e-05-0.00038934i,0.00064292+0.00073581i,0.00067397+0.0010668i,0.00093822+0.0010106i,0.0008683+0.00027129i,0.00076024+0.00028037i,0.00052326+0.00084129i,0.00019697+0.00034864i,1.7159e-05-0.00023004i,0.00010199-4.0092e-05i,-0.00013597-6.6679e-05i
-0.0014624-0.00031977i,-0.00056814+2.0008e-05i,0.00029902+0.0016634i,0.000147+0.0024485i,0.00014535+0.0028677i,0.00065285+0.0022429i,0.00028392+0.0014642i,0.00015419+0.001041i,0.00053563-0.00020088i,0.0011951-0.00069562i,0.0010685-0.00024764i,0.00043484-0.00022457i,0.00041189+0.00020336i,8.642e-05+0.00061724i,0.00040415-4.0318e-05i,0.00017327-0.00023349i,-0.0007922-0.00036666i,-0.00061906-0.00021711i,-0.00049224-0.00023385i,-0.00038614-0.00010277i,-0.00020768+0.00018684i,0.00065656-2.6872e-05i,0.0012625-8.9846e-05i
0.00186+0.0010454i,0.0018926+0.0011715i,0.002129+0.00066021i,0.0015659-5.6682e-05i,0.0010917-0.00042601i,0.0010003-0.00033096i,0.00062854+0.00014742i,0.0003429+0.0001885i,0.00084772-0.00012394i,0.0005966-0.00047669i,0.00011876-0.00079625i,-0.00010394-0.00037911i,-0.00039272-1.4475e-05i,-0.00015528-0.00012983i,0.00019831+0.00037391i,0.00044497+0.00058078i,0.00064353-2.1982e-06i,0.00057574-0.00039142i,0.00018112-0.00092873i,0.00020194-0.00096605i,0.00010015-0.00041336i,-0.00043653-0.00028154i,-0.00073584+0.0003301i
-0.00026224+0.00046389i,-0.00010429+0.00060966i,-0.00043195-8.5924e-05i,-0.00086909+0.00043274i,-0.0013873+0.0015278i,-0.0017291+0.0023122i,-0.0010709+0.0025937i,-0.00065731+0.0020005i,-0.00023028+0.001196i,-9.8343e-05+0.00011888i,-7.7497e-05-4.0487e-05i,0.00035641+0.00022667i,0.00034488-0.00024118i,-0.00017164-0.00051465i,-0.00050191-0.00021143i,-0.00019556-0.00039884i,0.0006834-0.00075233i,0.0012663-0.00012066i,0.00091581+0.00019875i,0.00026498+0.00036317i,-0.00033065+0.00052424i,-6.4252e-05-0.00043513i,0.0007262-0.00051908i
0.00071844+0.00088979i,0.0009345+0.0012949i,0.0015301+0.0017169i,0.0014268+0.0014849i,5.9914e-06+0.0011927i,-0.00044216+0.00067267i,0.00040896+0.00048978i,0.00080014+4.8204e-06i,0.0010999-0.00025285i,0.00087504+0.00073015i,0.00045646+0.00067353i,0.00087689-0.00019364i,0.00033944-0.00059518i,-0.0006252+7.2241e-05i,-0.0001691+0.00064587i,-5.0472e-05+0.00047752i,-0.0014614+0.00035068i,-0.0022261-0.00049035i,-0.00070742-0.00057174i,-0.00022681-0.00014212i,-0.0001885-5.548e-05i,0.00053176+0.0006997i,0.00059754+0.00099954i
-0.00071813+8.4949e-05i,-0.00047009+0.0012494i,-0.0008233+0.0018373i,-0.00056909+0.0017821i,0.00059805+0.0024477i,0.00088739+0.0024154i,0.00075645+0.00073697i,0.0012816-0.00068401i,0.001051-0.0012014i,0.00056776-0.001329i,0.00016766-0.00092469i,0.00019027-0.00083181i,0.00056973-0.00063771i,8.8043e-05-0.00045561i,-0.00018301-0.00049468i,-0.00031573-0.00040878i,-0.00041006-0.00013762i,-0.00028973-0.00012096i,-0.00074982-0.00064537i,-0.00084023-0.0006505i,-0.00016762-0.00011095i,0.0002932+0.0006935i,0.00037714+0.00068725i
0.0009777-0.00077597i,0.0013362-0.00088383i,0.0013742-0.00090164i,0.00090394-0.0002445i,-0.00040947+0.00040069i,-0.00060032+0.00056953i,6.5521e-05+0.00066544i,0.00076828+0.00048312i,0.0012945+0.00029336i,0.00072465+0.00061149i,-9.8138e-05+0.0010609i,0.00023526+0.0011978i,0.00075418+0.00066276i,0.00077038-0.00063549i,0.0011391-0.00057191i,0.00095098-0.00024002i,8.7214e-05-0.00054948i,-0.00067846-0.00025895i,-0.00047317+0.00048392i,0.00029155+0.0001173i,0.0005207-0.00063588i,0.00071437-0.00079684i,-0.00012176-0.00094883i
0.0019059-0.0019343i,0.001745-0.0024693i,0.0010042-0.0025824i,-0.00098063-0.0022303i,-0.0022869-0.0011756i,-0.0026538+0.00078245i,-0.0010016+0.0012444i,0.00049568+0.00024689i,0.0008479-0.00027189i,0.00082366+0.00010479i,0.00047104+0.0003119i,0.00015108-0.00034122i,-0.00017048-0.00058974i,-0.00059557-0.00057281i,-0.00057564-0.00044384i,0.00023938-3.5029e-05i,0.00045775+0.00028623i,6.5972e-05+0.00064843i,0.00012435+1.6503e-05i,0.00030618-0.00060568i,0.00028794-8.6074e-05i,1.1327e-05+0.00040391i,-0.00017133-0.0001521i
0.00048468-0.00050731i,0.00059706+0.0008878i,0.00057092+0.0019167i,-0.00099765+0.001773i,-0.0018884+0.0012131i,-0.00016582+0.0011528i,0.00085085+0.00095331i,0.00063234+0.00076629i,0.0010403+8.2164e-05i,0.00054955-0.0013006i,-0.00034659-0.0016877i,-0.00024308-0.00069976i,0.00021326+2.5087e-05i,0.00028096+0.00025994i,7.5544e-05+0.00078899i,0.00022618+0.00085296i,0.00031204+4.6891e-05i,0.00012407-0.00024536i,-0.0001319+0.00019816i,-5.0412e-05+0.00029577i,0.00022512+0.00033328i,0.0001517+0.00028019i,3.6152e-05+7.5806e-05i
0.00068305+0.0019572i,0.0018621+0.0020329i,0.003201+0.0019669i,0.0030512+0.001928i,0.0017258+0.002213i,0.0003692+0.0014628i,0.00052971+0.00017042i,0.00106+0.00038747i,0.0013623+0.00034397i,0.0016661+4.161e-05i,0.0011978+6.4883e-05i,7.0316e-06-0.00052182i,-0.0011231-0.00091612i,-0.0007603-0.00060691i,-5.1759e-05-5.0888e-05i,-0.00061746-0.00037113i,-0.00040967-0.00089866i,0.00055233-0.00061019i,0.00029044-0.00052799i,-9.4923e-05-0.0010029i,-6.9105e-05-0.0006592i,4.6387e-05+4.392e-05i,-9.853e-06+0.00050406i
0.0028162+0.0010798i,0.0042793+0.0016366i,0.0040592+0.00039947i,0.0023469-0.00060756i,0.00046766-0.00029273i,-0.00026973+0.00024442i,0.0001295+0.00081788i,0.00050266+0.00092705i,0.00023864+0.00045646i,-0.0007251-4.6214e-05i,-0.00036812-0.00039248i,0.00054071-0.00010327i,-0.00020584+0.00022674i,-0.0013454+0.00059677i,-0.0018735+0.00042439i,-0.0019348+0.00018315i,-0.0013343+0.00036533i,-0.00078958+0.00041852i,-0.00035554+0.00029718i,0.00016968+1.8917e-06i,5.761e-05+6.3e-05i,-0.00026658+0.00030073i,-0.00024342+0.00060264i
-0.0014109-0.0002933i,-0.00052104+0.0014018i,-0.0010396+0.0030377i,-0.0021944+0.0028446i,-0.0012489+0.0019434i,0.00019423+0.0015647i,0.00080297+0.0012437i,0.0013912+0.000697i,0.00116-0.00038334i,0.00054579-0.001319i,0.00035758-0.00063415i,0.00039263-7.1095e-05i,0.00025659-0.00023922i,0.0003805-0.00081381i,-1.5287e-05-0.0008907i,-0.00064775+7.6542e-05i,-0.00018657+0.00040804i,0.00043418-0.00014548i,0.00024026-0.00044964i,-1.8454e-05-0.00012192i,-5.011e-05+0.00074728i,-0.00058633+0.00049395i,-0.00041494-0.00036008i
-0.00088704+0.0011299i,0.00078162+0.0015372i,0.0014287+0.0023439i,0.0010249+0.003122i,0.00092491+0.0034131i,0.00053458+0.0020064i,-4.4374e-05+0.0014221i,0.00038167+0.0013138i,0.00098979-0.00020495i,0.0011672-0.00059518i,0.00098723-0.00055741i,0.00044682-0.00091927i,9.5405e-05-0.0011018i,0.00022289-0.001269i,8.2103e-05-0.00058559i,-2.7767e-05+0.00020006i,-6.7213e-05-0.00027562i,0.00044545-0.00082503i,0.00065942-0.00032609i,0.00015089-2.2679e-05i,-0.00045473+7.4581e-05i,0.00033427+5.7429e-05i,0.0011181+0.00016111i
0.0026945-0.00046137i,0.0021994-0.0010623i,0.0020846-0.0019444i,0.0011857-0.0020407i,-0.00091953-0.00085553i,-0.0023774+1.0467e-05i,-0.0014898+5.644e-05i,0.00046541+0.00015421i,0.0012401-8.4694e-05i,0.00055975+8.7521e-05i,-0.00016244+0.00059928i,-0.00080243+5.0164e-05i,-0.0014093+0.00013892i,-0.0010182+0.00073707i,5.6098e-05+0.00088287i,0.00033165-0.0002872i,-0.00027568-0.0014853i,-0.00077436-0.0012777i,-0.00065231-0.00038531i,-0.00032407-5.33e-06i,0.00012817-0.00027334i,-0.00014709-0.00065978i,-0.00051501-3.4687e-05i
