-0.0029172+0.00016245i,-0.0026526+0.0007785i,-0.0023427+0.00092084i,-0.0021753+0.00093462i,-0.0022312+0.0019695i,-0.0011609+0.0023728i,0.00031539+0.0016635i,0.00053027+0.0013923i,0.00065091+0.00031596i,0.0010023-0.00079666i,0.00047094-0.0012685i,0.00011551-0.0016768i,0.00061068-0.001127i,0.00093013-0.001189i,0.0012654-0.0012081i,0.0014343-0.00041311i,0.00068724-9.4717e-05i,4.0916e-05+0.00020174i,-0.00031725+0.00016345i,-0.00081473+9.3454e-05i,-0.00099451+0.00031358i,-0.00054829+0.00069289i,-0.00014+0.00041552i
-0.0010449+0.0031521i,0.00054608+0.0032764i,0.0023005+0.0025086i,0.0030811+0.0011115i,0.0030399+0.00049229i,0.002197+0.00041043i,0.001031-0.0001384i,-0.00023951-0.00083682i,-0.0010866-0.00094606i,-0.00071858-0.0010989i,-0.0001032-0.0010408i,-0.00046643-0.00097917i,-0.00074451-0.001452i,-0.00059191-0.0011282i,8.6965e-05-0.0011893i,0.0009409-0.0014232i,0.00075037-0.00074438i,-8.6308e-05+8.0129e-05i,-0.00077812-0.00053689i,-0.00048074-0.00072872i,-2.8393e-05+0.00029544i,0.00068086+0.00077495i,0.0012837+0.00014138i
-0.0033108-0.0015717i,-0.0028267-0.00092529i,-0.0030607+4.7999e-05i,-0.0017853+0.00048993i,0.00063035+0.0013305i,0.0018686+0.0015064i,0.0013667+0.00047989i,0.00020118-0.00090716i,0.00011279-0.0010874i,-0.00025571-0.0003828i,-0.00067419+0.00057031i,-0.00044049+0.001169i,-0.0003942+0.00098053i,0.0001257+0.00044951i,0.0015947+0.0003416i,0.0011418+0.0002171i,2.6707e-05+8.3778e-05i,0.00030755+0.00025049i,0.00068919-0.00030614i,0.00053261-0.00080136i,-0.00054785-0.0011862i,-0.00068907-0.00080168i,0.00027129+0.00061945i
-0.0010884-0.001235i,-0.0015944-0.001704i,-0.0013967-0.00077712i,-0.00013251-0.00050705i,0.0017115+0.00030205i,0.0024114+0.0019345i,0.0019614+0.0016026i,0.0008094-0.00031263i,-0.00081263-0.00081554i,-0.00088383-0.00022424i,-0.00089286-0.00030556i,-0.00092985-0.00033852i,0.00023991-3.8949e-05i,0.0012995+0.00056965i,0.00080206+0.00049131i,-5.8436e-05-0.00037295i,-0.00060675-0.00073102i,-0.00056793-0.00068994i,-5.0479e-05-0.00035084i,0.00053582+0.00012988i,0.00061944-5.9461e-05i,-0.00022345-0.00048707i,-0.00076533-0.00060544i
0.0012675+7.6715e-05i,0.0013773+0.00024245i,0.0013748-0.00027007i,0.00091426-0.00045184i,0.0005229+0.00010789i,-1.0783e-05+0.0011058i,0.00022048+0.00063884i,0.00037221-0.00023412i,-0.00011096-0.00051113i,-0.00031514-0.00065983i,-0.0005074-0.00091513i,-0.00049508-0.00050692i,-6.9468e-05+0.00073918i,0.00045619+0.0021122i,0.00029855+0.0016301i,-0.00029269+0.00011996i,-0.00037481+0.00011504i,-0.00057397+0.00017194i,-0.00084613-0.00022627i,-0.00060276-0.00061063i,-0.00074692-0.00019986i,-0.00042325+7.3058e-05i,-0.00010261+0.00018755i
-0.0011462-0.00066879i,-0.00081379-0.00085486i,-0.0011259+0.00013697i,-0.00018292+0.00082197i,0.001292+0.0017162i,0.00087403+0.0020815i,9.84e-05+0.0012975i,-0.00031845+0.00039407i,-0.000534+0.00053792i,-0.00047829+0.001206i,0.00022508+0.00059258i,0.0007782+0.00028231i,0.0011508+0.00036234i,0.0012217-0.00015121i,0.00089467+9.827e-05i,0.00115+0.00079563i,0.0017089+0.00045669i,0.0015103-5.7137e-05i,0.00026454-0.00052521i,-2.6063e-05-0.00042595i,0.00023128+5.9672e-05i,-0.00019544+0.00091178i,-0.00032701+0.00075713i
-0.00050331-0.0024448i,-6.8965e-05-0.0010539i,-0.00032401+0.00033178i,-0.00011574+0.0010231i,0.00079572+0.00046835i,0.0013324+0.00047854i,0.0018331+0.0010176i,0.0019784+0.00092817i,0.00083263-0.00022591i,-0.0002571-0.0014632i,-0.00010872-0.00081667i,0.0002685+0.00054012i,0.00054382+0.0009244i,0.0010294+0.00034578i,0.001009-0.00076118i,0.00024077-0.0008576i,-0.00018821-9.6383e-05i,0.00017826+0.00022182i,0.00011016-0.00013433i,-0.00025648+0.00012247i,-0.00049828+0.00097833i,-0.00059945+0.00051105i,1.0287e-05-0.00014135i
-0.0010023-0.0016253i,-0.00020995-0.00088522i,0.00047999-0.0014512i,0.0015128-0.00092887i,0.0016194+0.00096466i,0.0018687+0.001384i,0.0016929+0.0012253i,0.00035513+0.0013604i,-0.0011085+0.00070415i,-0.00095189+0.00055611i,0.00012331+0.00094959i,0.001037+0.00014545i,0.0010746-0.00090948i,0.0011356-0.0011167i,0.0017457-0.00044517i,0.00125-0.00041051i,0.00020936+4.44e-05i,-0.00011769+0.00056142i,-0.00010702+0.00026359i,-0.00045883+0.00035434i,-0.00094348+0.00037214i,-0.0008236+0.00035916i,0.00017297+0.00079508i
6.5507e-05+0.0013526i,0.0011542+0.00021382i,0.00075559-0.00076375i,2.2501e-05-0.00039637i,9.2548e-05+0.00014441i,0.00077162+0.00039376i,0.00074011+0.00030695i,0.00018927-0.00019138i,-0.00034327-0.00044336i,-0.0004453-0.00050951i,-0.00053978-0.00070956i,-0.00078114-0.00072132i,-0.00060665-0.00072531i,-0.00072313-0.00066774i,-0.00080476-0.00011874i,-0.00037625+0.00099258i,7.2703e-05+0.00079299i,-5.8572e-05+0.00041581i,-0.00052579+0.00029779i,0.00012654-0.00061439i,0.00039367-0.000913i,-0.00016025-0.0009161i,-0.00023126-0.00059664i
-0.00028068+0.00024707i,0.00030527+0.00017096i,0.00014388+0.00034826i,0.00098192+0.00072856i,0.0022657+0.00051455i,0.0016719+0.00014096i,0.0012149+0.00043343i,0.00082736-0.00016011i,0.00014643-0.00016843i,6.1534e-05-0.00016086i,9.0543e-05-0.00032105i,-3.3312e-06+5.0616e-05i,0.00012163+0.00027945i,0.0003204-0.00017399i,0.00019487-0.00094319i,0.00027213-0.0012338i,-0.0001404-0.001007i,-0.00079276-0.00042978i,-0.00039028-0.00018798i,-0.00035267-0.00053626i,-0.00065737+9.7758e-05i,-0.00046828+0.00011638i,-0.00067003-0.0009912i
0.00095883-0.0013664i,0.00049464-0.0016828i,0.00051458-0.0011823i,0.0023278-0.0011197i,0.0025049-0.00022837i,0.0011322+0.00075714i,0.00096901+0.00064673i,0.00072951+0.00037233i,0.00012449+0.00040923i,0.00088489+0.0005223i,0.0015857+0.00061959i,0.0015276+0.00048062i,0.0016975+0.00035448i,0.0010234+0.00017646i,0.00045236-0.00086546i,0.00035191-0.0017455i,0.00039681-0.0010919i,0.00038034+0.00013444i,-0.00016906+0.00094755i,-0.00087861+0.00098191i,-0.00058164+0.00012664i,0.00068741-8.1918e-05i,0.00038506+0.00034773i
0.00010635-0.0006416i,0.00030548-0.00099112i,-0.00010145+0.00035651i,0.00066785+0.001132i,0.0011116+0.0011352i,0.00050209+0.0015829i,2.3352e-05+0.0019022i,-0.00014478+0.00086822i,-0.00088843+0.00063355i,-0.0013945+0.00066147i,-0.0010918+0.00015404i,-0.0008994-0.0001043i,-0.00068216+0.00021462i,-4.301e-05+0.00029544i,0.00045895-8.8569e-05i,0.00047509-0.00056443i,0.00011641-0.00073131i,0.00011408-3.1692e-06i,-6.8051e-05+0.00046845i,-0.00037406+0.00041936i,-0.00037166+0.00051431i,-0.00031517+0.00043086i,-0.00046759-0.00031628i
-0.00066818-0.0029155i,-0.00013682-0.0017864i,0.00063332-0.0014734i,0.00075781-0.0016819i,0.00087661-0.0010061i,0.0016714+0.00096743i,0.0023238+0.0020615i,0.0017881+0.0012179i,0.00068309-0.00020436i,-0.00032507-0.00017527i,-9.8061e-05-0.00066296i,0.00055376-0.00066011i,0.00016206+0.00035624i,0.00015671+0.00070789i,0.00030879+0.0008207i,-2.671e-05+0.00098584i,-0.00039817+0.00029866i,-0.00061128-0.00039548i,-0.00039734-0.0006669i,0.00010907-0.00051561i,0.00016508+0.00028094i,0.00022201+8.5714e-05i,0.00040927-0.00040502i
-3.2007e-05-0.0021913i,-0.0013671-0.0027395i,-0.0029153-0.0028293i,-0.0021266-0.0015478i,-0.00085521+0.00026409i,0.00022573+0.0012836i,0.00023134+0.00075973i,5.0227e-05+8.0139e-07i,1.0027e-05-0.00098018i,0.00045472-0.0010601i,0.00038796+0.00033719i,-0.00012637+0.00047869i,0.00064741-0.00072948i,0.001453-2.6122e-05i,0.00096548+0.00097425i,0.00033868+0.00040263i,0.00026425-0.00015327i,0.00013244-5.2723e-05i,0.00014991-0.00048936i,0.00050291-0.0011064i,0.00021344-0.00078822i,-0.00027133+7.1287e-06i,0.00010507+0.00050415i
0.00069626-2.8578e-05i,0.00073568+0.00018431i,0.00022211-0.00070158i,-3.8732e-05-0.00080279i,-0.00062861+0.00067699i,-0.0013583+0.0013952i,-0.00024443+0.0011888i,0.00072794+0.0005966i,7.6386e-05-0.00051276i,-0.00048005-0.0011554i,0.00061668-0.00042062i,0.0016473+0.00044439i,0.0012235+0.00041479i,0.00079425+0.00065502i,0.0005302+0.00093343i,0.00052974+0.0012115i,4.9956e-05+0.00082838i,-0.00042176-0.00019946i,-0.00012229-0.00032371i,0.00054374-0.00011491i,0.0013674-0.00028762i,0.00096435+0.00016784i,0.00077828+0.0003742i
-0.0019765-0.0079671i,-0.0031057-0.0070992i,-0.0060199-0.0047786i,-0.0042869-0.0011542i,-0.0021138+0.0031593i,0.0004197+0.0049616i,0.0013004+0.0033437i,0.00098134+0.00059447i,0.0009171-0.0014166i,-0.0005624-0.00044387i,-0.0010174+0.0015822i,0.0003062+0.0018311i,0.0020103+0.0011586i,0.0031077+0.0014747i,0.0031818+0.0014289i,0.0026786+0.0010146i,0.001515+0.00071813i,8.5569e-05+0.00032014i,-7.9387e-05-0.00038807i,-0.00031666-0.00090527i,-0.00092863-0.00048731i,-0.00077537+0.00066925i,-9.9232e-05+0.00047571i
0.0038478+0.0053114i,0.00515+0.0039084i,0.0067628+0.0021132i,0.0060141-0.00040902i,0.0044574-0.0027049i,0.0013681-0.0036452i,-0.00071892-0.0011168i,-0.00078162+0.00046145i,0.00025134+1.4434e-05i,0.00083439-0.0006691i,0.0001089-0.0016385i,-0.00028769-0.0016773i,-0.0011856-0.0010547i,-0.002043-0.00046331i,-0.0021754-0.00032617i,-0.0016413-0.00024931i,-0.00024311-0.00027613i,-7.5504e-05-8.0456e-05i,-0.00038232+0.00022542i,-0.0012018+0.00028012i,-0.0013119+0.00047898i,0.00046273+0.00051853i,0.001161+5.7362e-05i
-0.00088908+0.0024744i,-2.2822e-05+0.0021568i,0.0021588+0.00057356i,0.002661-0.00095267i,0.0015985-0.0011937i,0.00057292-0.00030242i,0.00030923-0.00018649i,8.7157e-05-0.00048356i,-7.7764e-06+5.6773e-05i,0.00032169+0.00021814i,0.00065838-5.8772e-06i,0.00044963+5.5555e-05i,-1.9219e-05-0.00053016i,-0.0011779-0.0009029i,-0.0018796-0.00115i,-0.00086745-0.00095608i,9.4797e-05-0.00013835i,0.00015929-2.7931e-05i,5.7387e-05-0.00021276i,-0.00044865-0.00040849i,0.00012542-0.00046049i,0.0014559-0.00021198i,0.0011128-0.00013682i
0.00051839+0.0015984i,0.001249+0.0010948i,0.0015806+0.00084825i,0.0021444+0.00042488i,0.0030226-0.00029218i,0.0031043-0.00032977i,0.0012859+0.00033822i,-0.00064739+0.00091211i,-0.00085344+0.00066803i,-0.00062261+0.00090853i,-0.00069648+0.00074725i,-0.00055376-0.00018522i,-0.00087328-0.00091641i,-0.00084059-0.00092028i,-0.00052122-0.0008983i,-0.00016904-0.00087088i,0.00033526-0.00078438i,-0.00020145-0.00046973i,-0.00054006-0.00044881i,8.0074e-05-0.00025463i,0.00020761+0.00045985i,-3.4173e-05+0.00028144i,4.8674e-05-0.00042063i
0.00067528-0.00055905i,0.0001206-0.00019449i,0.0007432-8.8666e-05i,0.0013324-0.00025831i,0.0014435+9.5698e-05i,0.0016884-0.00021065i,0.0013491+7.6614e-05i,0.00033764+0.00054584i,-0.00058194+0.001091i,-0.00083132+0.0011957i,-0.00010253+0.00013769i,2.6687e-05-0.00028174i,0.00028957-0.00056313i,0.00057677-0.001093i,0.00051364-0.0010532i,-2.182e-05-0.00062403i,-0.00019908+2.6974e-05i,7.38e-05+0.00040369i,-0.0004544+0.00044954i,2.719e-05+0.00066199i,0.00081642+0.00063806i,0.00081503-0.00027719i,0.000443-0.00054781i
0.00058388+0.001791i,0.0016522+0.00042986i,0.0029492-0.0011801i,0.0026793-0.0019736i,0.0014559-0.0017566i,0.00025961-0.00064822i,1.7897e-05+0.00057904i,0.00016848+0.00023528i,0.0003189-0.00059953i,0.00036452-0.00041829i,-0.00047862+0.00017768i,-0.00088683+0.00080956i,-0.00011845+0.00040056i,-0.00023268-0.00063936i,-0.00060235-0.00063687i,0.0004659+0.00013233i,0.00058924+0.00022136i,-0.00014694+0.0001814i,-0.00030815-0.00021584i,-0.00055292-0.00022965i,-0.0005101-8.3124e-05i,0.00015873-0.00053471i,-0.00017858-0.0010549i
-0.00047069+0.00079587i,0.00018415+0.00077217i,0.0014559+0.0013825i,0.0021226+0.00066608i,0.0029356-0.00060658i,0.0023083-0.0006708i,0.0010975-7.1715e-05i,0.0003287+6.2073e-05i,-0.00037035-0.00036446i,0.00021638-0.0011658i,0.00032947-0.00078207i,0.00021117-0.00034388i,-0.00012396-0.0010042i,-0.00086163-0.0014041i,-0.00093058-0.00047293i,-0.00041689+0.00070975i,-0.00076053+0.00065513i,-0.00087227-0.00033426i,-0.00098271-0.00037587i,-0.0012749+7.8235e-05i,-0.00013972+7.3169e-05i,0.0009643+0.00044739i,0.0012839+9.5474e-05i
0.00049117+0.00060244i,0.0021437+0.00075178i,0.002037+2.703e-05i,0.0014097-0.00018773i,0.0012555-0.00012651i,0.0011997-0.00023321i,0.00095484+0.00030053i,-4.7263e-05+0.00060239i,-0.00078578+3.8219e-05i,-0.000803-0.00041659i,0.00041579-0.00052129i,0.0012864-2.1634e-05i,0.00043223+0.0004171i,-0.00035015+0.00023384i,-0.00013782+0.00037838i,-0.00025304+0.00016601i,-0.00092712+0.00021707i,-0.00065396+0.00078564i,-0.00059765+0.00026705i,-0.00055479-0.00033604i,0.00025708-0.00028775i,0.00078052-0.00043145i,0.00055399+1.633e-06i
0.0013881-0.00022258i,0.00044403-0.00070471i,0.00038523-0.0018592i,0.00051735-0.0024949i,0.0011855-0.0022186i,0.0012183-0.0011688i,0.00080522-0.00082554i,0.00065595-0.00060241i,0.00054004-0.00015855i,0.00065942+0.00051209i,3.5395e-05+0.00076262i,-0.0007504+0.00046914i,-0.0014954+0.00054318i,-0.0023593+0.00052872i,-0.0013734-0.00020061i,-0.0006949-0.00062636i,-0.00064717-0.00036435i,-0.00020256+0.00043479i,0.00015193+0.00026513i,0.00064149-0.00024015i,0.0010759+0.00070456i,0.00067919+0.00059767i,0.00031734+0.00051813i
0.0010461-0.00022605i,0.0010069-5.2007e-05i,0.00061031-6.8253e-05i,0.0010396+7.0102e-06i,0.0012508-0.00021713i,0.0009413-0.00045026i,0.00088968-3.1499e-05i,0.00098684-4.0169e-05i,0.00082053-0.00060894i,0.00038471-0.00073638i,0.00060778-0.00021227i,0.00068539-4.5603e-05i,0.00038927-0.00014424i,0.0002422+0.00014943i,0.00061207+0.00040491i,0.00064761+0.00021224i,4.8177e-05-0.00029077i,-0.00026921-0.00073951i,-0.00028649-0.00078393i,0.00022114-0.00049143i,0.00078721-0.00035244i,0.00056421+3.8103e-05i,-0.00033959+0.00029889i
-0.00094656+0.00038435i,-0.00043903+0.0007153i,0.0017949+0.0008977i,0.0026299-2.0563e-07i,0.0018329-0.0010198i,0.00079736-0.00069418i,0.00061589-0.00074423i,0.00052919-0.00045481i,-0.00050342-0.00012775i,-0.00010451-0.00053246i,0.0011377-0.00066223i,0.0007373-0.00064929i,4.1786e-05-0.0007443i,-0.0009379-0.00026183i,-0.00093296-0.00036136i,-0.00038609-0.00089893i,-0.00015764-0.0004688i,-0.00046569-8.509e-05i,-0.00072274+5.7463e-05i,-0.00071939+7.2393e-05i,-0.0005815+0.00027706i,-4.3243e-05+0.00025062i,0.00059492-0.00065061i
-0.001631-0.00084154i,-0.0011131+0.00032466i,-0.00054355+0.0017693i,-0.00016649+0.0021853i,0.00099692+0.0016207i,0.0021325+0.0011637i,0.0019453-7.1449e-05i,0.0012383-0.00035811i,0.0002071+0.00012194i,0.00014669+0.00023621i,0.0011062+0.00057076i,0.0011211+0.00051565i,0.0010504-0.00044155i,0.0011876-0.00043813i,0.00092405+4.4448e-05i,0.00067575+0.00050787i,0.000485+0.00094546i,7.7913e-05+0.00051047i,-0.00014224-7.4903e-05i,-0.00058517-0.00017952i,-0.00034404+0.00032485i,-1.3489e-06+0.0006275i,0.00010951+0.00035304i
-0.00099943+0.00025988i,-0.00022741-0.00069048i,0.0012767-0.00086476i,0.0023491-0.00094285i,0.0014798-0.0010793i,-0.00025355-0.00064687i,-0.00021867+0.0007564i,0.00074234+0.00039162i,0.00059842-0.00039914i,4.6962e-05+4.9388e-05i,-0.00056417+0.00023007i,-0.001+0.00012801i,-0.00064836+0.00045984i,-0.00029738+0.0011893i,-0.00033833+0.00054903i,-0.00061922-0.00051994i,0.00017324-0.00067413i,0.00099708-0.00035548i,0.00018005+0.00016391i,5.6714e-05+0.00046541i,0.00043479-1.7933e-05i,9.7364e-05-0.00040344i,-6.7173e-05-0.00035938i
-0.00050025+0.0013937i,0.0010057+0.00058899i,0.0016893-0.00040378i,0.0012786-0.00044034i,0.00087446-7.4125e-05i,0.00096254+0.000491i,0.00089028+0.00061319i,0.00042516+0.0011333i,0.00036643+0.0018647i,0.00096583+0.001297i,0.0013547+2.9599e-06i,0.00061122-0.00073622i,-0.00018405-0.0009774i,-0.0011382-0.00054478i,-0.0013967-8.3396e-05i,-0.00084715-0.00031504i,-0.00016315-8.4814e-05i,2.228e-05+0.00057734i,-0.00035911+0.00051189i,-0.00037007-0.00068378i,0.00035525-0.0006894i,0.0013607+0.00043056i,0.0017748+0.00010115i
-0.0011137+0.00025076i,-0.00062885+0.0004753i,-0.00016536+0.00099978i,0.00031265+0.0018524i,0.00099706+0.0025189i,0.00090622+0.0022974i,0.00098141+0.0012205i,0.0015044+7.2174e-06i,0.0012705-0.00040616i,0.0008494+0.000282i,0.00091625+0.00027541i,0.00046797-0.00068807i,-0.00022961-0.00066417i,-0.00061896+0.00019269i,-0.00015073-0.00028468i,0.00020748-0.0009535i,-0.00031348-0.0010886i,-0.00053574-0.00094046i,-0.00032545-0.0010628i,1.9732e-05-0.00094238i,0.00048952-4.2716e-05i,0.0011856+0.00014323i,0.0010619+0.00050453i
-0.0011948+0.00098107i,-0.0008024+0.0014325i,-0.00021402+0.0017899i,0.0011634+0.0022754i,0.0024502+0.0017673i,0.0026718+0.00042118i,0.0016599+0.00037297i,0.00079196+0.00083992i,0.00018353+0.00053064i,-0.00015649-3.467e-05i,0.00027545+2.6334e-05i,0.00061574+3.4e-05i,0.00031772-0.00023208i,-0.00070128-0.0006692i,-0.00021581-0.00080016i,0.0011356+5.6357e-05i,0.00109+4.8703e-06i,0.00053737-0.00020854i,0.0005906-3.0308e-05i,0.00053145-0.00013011i,8.871e-05-0.00028405i,-0.00025984-0.00022133i,-0.00034033-0.00028081i
-0.00056487-0.0028945i,-0.00011437-0.0031239i,-8.7086e-05-0.0025316i,-0.00073892-0.0012975i,-0.0014064+0.0002836i,-0.00036561+0.0019139i,0.00053547+0.0022111i,0.00014801+0.0007143i,-0.00051831-0.00033079i,-0.00091706-3.7613e-05i,-0.00053952+7.2874e-05i,-0.000169-0.00011433i,-5.8791e-05-9.4787e-05i,0.00026309+0.0001447i,0.00044064+0.0001346i,-0.00017723-0.00050645i,-0.00086468-0.00063596i,0.00018596-0.00025115i,0.0012361+0.00015862i,0.0014394+0.00072211i,0.0010203+0.0011116i,0.00066256+0.00086636i,0.00059776+0.00092635i
0.00036737+0.0025614i,0.00067771+0.0015633i,0.00224-0.00061666i,0.0034572-0.0010979i,0.0025603-0.00097625i,0.00089371-0.00081362i,0.0010013+1.3799e-05i,0.0016647-1.1935e-05i,0.001059-0.00031934i,0.00019721-0.00025892i,-0.00018799-0.0010452i,-9.1806e-05-0.0012496i,-0.00031201-0.00048282i,-0.00051908-0.00014355i,-0.00073773-0.00026644i,-0.00070452-7.968e-05i,6.9629e-06-3.3381e-05i,-1.7599e-05-0.0002368i,-0.00019293+0.00019398i,-0.00013669+0.00056108i,-0.00018816-0.0002381i,-0.00013531-0.0003868i,0.00013061-9.0533e-05i
-0.00079977-0.0011021i,-0.00039485-0.0010439i,-0.00059019-0.001495i,0.00031468-0.0020645i,0.0014862-0.0010618i,0.0010359-0.00020412i,0.00092889-6.0839e-05i,0.0011068-0.00049253i,0.00031042-0.00087855i,0.00022042-0.00036119i,0.00015174-0.00018121i,-0.00014884-0.00058787i,-0.00033146-0.00019021i,-0.00056315+0.00023854i,-5.7898e-05+0.00014042i,2.8185e-05+0.0003919i,0.00017818+0.0003933i,9.7425e-05+0.00012961i,-0.00095085-0.00022482i,-0.00068999-0.00043854i,0.00043689+0.00015149i,0.00035206+0.00028222i,-0.00017378-8.9821e-05i
0.0011057+0.00058228i,0.0016389+0.00073257i,0.0019722+0.0011332i,0.0015664+0.0010589i,0.0016842-3.4733e-05i,0.0015862-0.0007149i,0.00030646+0.00026099i,-0.00041309+0.00084676i,0.00037408+0.0001148i,0.00059336-0.00089344i,0.00013538-0.0013973i,-0.0002616-0.00069487i,-0.00017865-0.00036189i,6.7681e-05-0.00050816i,-0.00024225-0.00080635i,-0.00065095-0.00044365i,-0.00087855+0.00037666i,-0.00048164+0.00041651i,0.00034843+8.8976e-05i,0.00050437+1.0593e-05i,0.00021047-0.0003544i,-0.00029947-0.00029285i,0.00023885-0.00012282i
0.00080798+0.0011545i,0.00080702+0.00024546i,0.0014064-0.00029596i,0.0026435-0.00066527i,0.0024275-0.0014667i,0.0011206-0.0007673i,0.00060997+0.00044929i,0.00072042+0.00071977i,0.0010124+1.4726e-05i,0.0006194-0.00058298i,-0.00039292-0.00031605i,-0.0011966-0.00038489i,-0.00065654-0.00046491i,9.1809e-05-0.00065222i,0.00022286-0.00015843i,0.00046018+0.00039203i,0.0003394+0.00053839i,-9.9204e-05+0.00023141i,-0.00020984+0.00065765i,-0.00034582+0.00066006i,6.3283e-05-4.5717e-05i,5.2286e-05-0.00039547i,0.00032953-0.00059448i
-0.00065765-0.00056696i,0.00029618-0.00090718i,0.00036846-0.00017289i,0.00052465+0.00063624i,0.0014282+0.00093296i,0.0016113+0.00019011i,0.00017475-5.7337e-05i,-0.00048575+0.00015596i,-0.00024522+6.3869e-05i,-0.00010368+0.00015296i,7.1265e-05-0.00045344i,-0.00018866-0.00092675i,-0.00012546-0.00098873i,0.00080559-0.0014175i,0.0013448-0.00097637i,0.00023877+5.4625e-05i,-0.0009884+0.0002463i,-0.00026169+0.00014911i,0.00091263+8.9718e-05i,0.00036955+0.00012179i,-0.00036824-0.00046685i,-0.00050539-0.00095929i,7.0584e-05+0.00018647i
-0.0014284-8.3531e-05i,-0.00072764+5.7999e-05i,0.00017372-0.00068368i,0.0014265-0.001416i,0.0020081-0.00095957i,0.0013882-0.00034531i,0.00087071-7.557e-05i,0.00064877-0.00040427i,0.00017997-0.00051156i,-0.00045162-0.00012571i,-0.0009407+0.00035776i,-0.00036415+0.0002748i,5.0801e-05-0.0002543i,0.000495-0.00053104i,0.00075515-0.00077826i,0.00038493-0.0010159i,0.00023008-0.00017988i,-9.2946e-05+0.00046586i,-0.00032731+5.7698e-05i,0.0001461+0.00045635i,0.00062169+0.00067025i,0.00042093+0.00034301i,0.00051059+0.00027377i
0.0011673-0.0021479i,0.001054-0.0020383i,-0.00042753+0.00015545i,-0.00059978+0.0027383i,0.00047964+0.0028207i,0.0012876+0.0017949i,0.0015949+0.0012305i,0.00098891+0.00048226i,0.0002514-0.00010133i,0.00019867-0.00051969i,-4.3534e-05-0.00088677i,0.00018417-0.0008995i,0.00095062-0.00025972i,0.00051896+6.548e-06i,0.00020495-0.00077079i,0.00038271-0.00075295i,6.9858e-05-0.00037229i,-1.0919e-05-0.00033345i,-0.00015385-0.00062845i,-0.00013712-0.00076227i,-0.00028586-0.0004057i,-0.00018206-0.00070209i,0.00030425-0.00083105i
-0.00015468+0.0027804i,-0.00010709+0.0019937i,0.00091903+0.00035448i,0.0022607-0.00087064i,0.0022627-0.0011333i,0.001017-0.00049297i,0.00040826+0.00032539i,0.00022271+9.8954e-05i,0.00014723-0.00035814i,0.00011679-1.1052e-05i,3.1862e-05+4.9221e-05i,7.2373e-05-0.00017986i,0.00014476-0.00046829i,6.8719e-05-0.00040265i,-0.00018999-0.00046664i,0.00014041-0.00059146i,0.00030168-0.00059481i,1.721e-06-0.00066342i,-0.00044252-0.00047693i,-0.00067023-0.00025563i,-0.00081748-1.0199e-05i,-0.00090603-0.00029267i,-1.8716e-05-0.00081371i
0.00018404-0.0020478i,0.00066282-0.0026159i,0.00037393-0.0014587i,2.8494e-05-0.00036477i,0.00081271+0.00049698i,0.0011869+0.0010365i,0.00082722+0.0005785i,0.00034716+0.00069407i,0.00046184+0.00066938i,-0.00016936+0.00025055i,-7.9777e-06-0.00027362i,0.00015951-0.00041279i,0.00010935-0.00012405i,0.00015757+7.6004e-05i,-0.00013674-5.435e-05i,0.00034371-0.0005653i,0.00055114-0.00091847i,0.00075849-0.00051461i,0.00077012-0.00031283i,8.6545e-05-0.0001491i,0.00020543-0.0001899i,0.00065104-0.00019348i,5.6659e-05+2.2441e-05i
-0.00078503-0.0014208i,-0.00016838-0.0014898i,0.00061538-0.0010313i,0.00098282-0.0001627i,0.0012928+0.00035677i,0.0015507+0.00062545i,0.0011899+0.00047566i,0.0010151+0.00014773i,6.0291e-06+0.00019054i,-0.0013795+3.5055e-05i,-0.0012265-4.8175e-05i,-0.00016116-5.2795e-06i,0.00063188-0.0004196i,0.00092777-0.00085193i,0.00061342-0.00057136i,0.00042713-0.00030142i,0.00047979+6.2834e-05i,0.00047291+0.00080166i,0.0010098+0.001291i,0.0014923+0.0012643i,0.0012267+0.0012036i,0.0006602+0.00050421i,3.0792e-05+5.2621e-05i
-0.00043296+0.00034638i,-0.00097854-0.00036832i,-0.001168-0.0013382i,-0.00050601+0.0006049i,-9.552e-05+0.0013768i,0.00048322+0.0014642i,0.00088977+0.0014355i,0.0013645+0.00047852i,0.0014533+7.5082e-05i,-9.8497e-05-8.0409e-05i,-0.00060013-0.00058682i,0.0002242-0.001388i,0.00090035-0.00070269i,0.00096302-0.00027173i,0.00032954-0.00089742i,0.0001838-0.00045052i,-0.00024584+0.00029742i,-0.0015722+0.00016884i,-0.0013218-0.00030791i,-0.00020906-0.00044518i,-6.9936e-06+4.6791e-05i,0.00018714+0.00011841i,0.00016571-0.00036624i
0.00022257-0.0010576i,0.0010929-0.00021648i,0.00066305+0.00088109i,0.0013939+0.00081472i,0.0024679+0.00055132i,0.0021073+0.0015024i,0.0012925+0.0021666i,0.0012529+0.0013409i,0.0017658+0.00013548i,0.0017478-0.00030238i,0.00095645-0.00057494i,1.1947e-05-0.00098877i,0.00026209-0.00072024i,0.00050105+0.00018599i,0.00065364-0.00040334i,0.00074412-0.0013837i,0.00076614-0.0014156i,0.00094708-0.0014323i,0.00085187-0.0016648i,5.0168e-05-0.0011272i,-0.00033089-7.0686e-05i,4.4388e-05-6.3854e-06i,9.3044e-06-0.00016544i
