-0.0023073+9.9363e-05i,-0.0021852-0.00020469i,-0.0026204+0.00035892i,-0.0015167+0.0013358i,3.8135e-05+0.0023578i,-0.00011181+0.0019289i,-0.00020776+0.0011261i,0.00065605+0.00055583i,0.00091694+0.0004898i,0.00022623+0.00019588i,0.00036556-0.00049891i,0.00021607+0.00013484i,-0.00047964+0.00049613i,-0.00047149+0.00011964i,-0.0004855+0.00040376i,-0.00049456+0.00027933i,-7.4957e-05-0.00020475i,9.521e-05+2.2831e-05i,-1.0811e-05+2.6875e-05i,-4.6268e-06-0.00021463i,-0.00012175+0.0002175i,-0.00097937-0.00011895i,-0.0014423-0.00055406i
-0.00019042+0.00064392i,7.7048e-05-0.00013712i,0.00045868+0.00053927i,0.00087863+0.0015254i,0.001383+0.0017668i,0.0019067+0.0010127i,0.0014967+0.00045392i,0.00099327+0.00021073i,0.00069736-0.00014156i,0.0005107+8.7993e-05i,0.00028263+0.0004874i,-4.9638e-05+0.00035339i,-2.4065e-05+8.7893e-05i,-0.00046212+2.2246e-05i,-0.00056906+8.9487e-05i,-8.971e-05+0.0005202i,-5.9439e-05+0.0013025i,-0.00043018+0.0012733i,-0.00010821+0.00028405i,0.00030233-3.2726e-05i,-6.9677e-05-0.00070914i,0.00037987-0.0014197i,0.0013276-0.00072426i
0.0020557-0.00084824i,0.0012164-0.00069059i,0.00086635-0.0015491i,0.00115-0.0010553i,0.0012321-0.00070123i,0.0013302-0.0013681i,0.00080364-0.0020304i,0.00060897-0.0013295i,3.9308e-05-0.0002358i,-0.00076714-0.00016015i,-0.000643-0.00022927i,-0.00075387+0.0003633i,-0.001024-2.266e-06i,-0.0010189-7.1478e-05i,-0.001289+0.00051524i,-0.0012868-0.00033219i,-0.00086956-0.00043852i,3.0556e-05+0.0002973i,0.00087277+0.00031319i,0.00055082-0.0001646i,0.00036006-0.00048005i,0.00070578-0.00038565i,0.00032068-0.00025315i
-0.00051649+0.00096091i,-0.0010902+0.00082326i,-0.00041039+0.0013154i,-0.00027971+0.0014623i,0.00022588+0.0011004i,0.00074765+0.0010147i,0.00047266+0.00031785i,-0.00019726-0.00021837i,-0.00073309+0.00014395i,-0.00041166-6.8323e-05i,3.0427e-05-0.0002159i,-0.00011199-9.2984e-05i,-0.00047167-0.0003197i,-0.0010191-0.00053428i,-0.0014944-0.00094613i,-0.00073368-0.00055069i,-0.0004549-6.1134e-05i,-0.00042111+0.00022635i,0.00043614+0.00017412i,0.00066912+0.00033599i,-0.00020112+0.0011594i,-0.0010255+0.00086588i,-0.00047492-0.00027292i
0.0012588-0.0019968i,0.00099652-0.0028914i,0.00070426-0.0029862i,0.00063182-0.001492i,0.0016288+0.00026889i,0.0021388+0.00061454i,0.0011803+0.00031951i,0.00030538+0.00076837i,-0.00070721+0.00084266i,-0.0015339+0.0008275i,-0.0018693+0.0007902i,-0.0014156+0.00012418i,-0.0009257+1.6915e-05i,-0.00016853-2.077e-05i,0.00034041+0.00011043i,1.8485e-05+0.00066143i,-0.00064129+0.001045i,-0.00025165+0.0012076i,0.0004131+0.0011834i,6.2254e-05+0.00096091i,0.00024504+0.00019898i,0.00040924-0.00071742i,0.00020118-0.00033033i
-0.00078097+0.00072378i,-0.00025817+0.00078482i,0.00027044+0.0020491i,0.00078727+0.0023621i,0.0018851+0.0018537i,0.0019924+0.00043115i,0.0017932-0.00041267i,0.0011566+0.00030903i,-0.00015454+0.00053273i,-0.00042415+0.00050695i,0.00022251+0.00034487i,0.00027686+5.9294e-05i,-0.00028365+0.00040179i,-0.00034706+0.0012339i,-4.1686e-05+0.0016085i,-0.00038888+0.00061361i,-0.00073108-0.00054812i,-0.00044675-0.00054819i,-5.0854e-05+0.00056271i,0.00013603+0.0005957i,-2.0627e-05-0.00053663i,-0.00034135-0.00042065i,-0.0002191+0.00025524i
-0.0010672-0.00024651i,-0.00097051+0.00048492i,0.00024099+0.0012985i,0.0016637+0.0010486i,0.001869+0.0013777i,0.0020329+0.00081459i,0.0021015-0.00024677i,0.0010123-0.00016547i,-0.00044448+0.0001871i,-0.00069564+0.00013073i,-0.00068703-8.5538e-05i,-0.00083891-0.0003716i,-0.00063475+0.00033073i,-0.00047957+0.00091761i,-0.00024797+0.00052495i,0.00018839+6.7211e-05i,0.00049484-0.00018513i,0.0004234+0.0003002i,0.00015871+0.00074481i,-0.00020247-0.00023706i,-0.0002109-0.00052816i,0.00023473-0.00011163i,0.00042309+0.00021688i
0.0020199-8.3166e-05i,0.00074289+0.00010702i,0.00044588-0.00048022i,0.00059837-0.0011224i,0.002224-0.00098289i,0.0027064-0.00075599i,0.0011689-0.00096585i,1.0444e-05-0.00085425i,-0.00043401-0.00046081i,-0.00045835-0.00024071i,-0.0011204-0.0003004i,-0.0010178-0.00030509i,-0.0004166+0.00027843i,-0.00058861+0.00072032i,-0.0004443+0.00070115i,-0.00034467+0.0010026i,-8.8599e-07+0.0011705i,0.00066602+0.00030645i,0.00076986-1.3734e-05i,0.00034024+0.00051807i,-0.00013256+0.00018564i,-0.00036555-3.9986e-05i,-0.00039631+0.0001002i
-0.00054467+0.00032321i,-0.0007059+0.00058761i,-0.00053907-0.00051934i,-0.00024469-0.00065117i,0.0011549+0.00060436i,0.0022663+0.0015396i,0.0017374+0.00072326i,0.00096053+0.00042602i,0.0005513+0.00023126i,0.00021432-0.00081624i,0.00011284-0.00014675i,-0.00032328+0.0014219i,-0.00071406+0.0014671i,-0.00055621+0.00067351i,-0.00026211+0.00010797i,-0.00011159+1.287e-05i,-0.00029094-0.0001451i,-2.3131e-05+0.00029015i,0.000232+0.00090772i,0.00016827+0.00069097i,-0.00014218-0.00027865i,0.00019289-0.00051792i,0.00066228-0.00020368i
0.0024453+0.0003255i,0.0023137+0.00056288i,0.0022289+0.0012402i,0.0024525+0.0013521i,0.0026741+0.00077313i,0.0023754+0.00074719i,0.0011729+0.0012689i,1.8908e-05+0.00091192i,-1.9681e-06-1.3411e-05i,0.00062208-0.00012407i,0.00038158-8.7884e-05i,-0.00045989-0.00035801i,-0.00099076-0.00069995i,-0.00093418-0.00069038i,-0.00084274+6.7771e-05i,-0.00098266+2.8386e-05i,-0.0011722-0.00012511i,-0.00076553-0.00011078i,0.00038248-0.00027184i,0.00066416-0.00069255i,0.00021142-0.00084397i,-7.209e-05-3.6879e-05i,5.7674e-05+0.0001144i
0.00020595+7.7186e-05i,-4.6999e-06+0.00044258i,-0.0001749-0.00050224i,-0.0001797-0.00071172i,-0.00019618-9.0789e-05i,0.00052718-2.0017e-05i,0.0003589+0.00047955i,-0.00017919+0.00090257i,-0.00056462-9.6774e-05i,-0.0015431-0.00056513i,-0.0022862-0.00013207i,-0.0020309+2.7669e-05i,-0.0016235+3.3442e-05i,-0.0010092+0.00032231i,-0.00024234+0.0008276i,-5.2676e-05+0.00025575i,-2.3495e-05-0.00080976i,2.8935e-05-0.0011656i,4.674e-05-0.00076394i,0.00012649+0.00024022i,0.0002048+0.0011222i,7.8448e-05+0.00047232i,0.00037673-5.2703e-05i
0.0018005+0.00044432i,0.0024492-0.00023897i,0.0022212+0.00021466i,0.0016312+2.6028e-05i,0.0011256-0.0001868i,0.00042972+4.9754e-05i,6.7071e-05-0.0002651i,0.00032107-0.00060218i,8.4468e-05-0.00024153i,-0.00039147-0.00040137i,-0.00046123-0.00062968i,-0.00046074-0.0001668i,-0.00085004+0.00082813i,-0.001391+0.00088734i,-0.0011352+0.00026562i,-0.0008331+0.00019343i,-0.00056859+0.00029497i,-0.00020724+0.0003818i,5.4856e-05-1.2675e-05i,-4.7958e-05-0.00068012i,-0.00019151-0.00064931i,-6.7354e-05-0.00069969i,9.4919e-05-0.0010246i
-0.0013968-0.0011219i,-0.0014611-0.00026776i,-0.0015704-4.4525e-05i,-0.0010065+0.00075672i,0.00038439+0.00078706i,0.0012667-0.00017125i,0.00096549-0.00046209i,6.5004e-06-0.0001544i,-0.0006082+0.00015153i,-0.0013027+0.00070544i,-0.0010494+0.0013404i,0.00030709+0.0010801i,0.0007398+0.00084988i,0.00042873+0.0015853i,0.00064422+0.001523i,0.0007082+0.00073549i,0.00058361-0.00014328i,0.00072198-0.00018415i,0.00085005+0.00050209i,0.00052884+0.00049145i,-0.00015387+0.00028169i,-3.8641e-05+0.000658i,0.00055299+0.00063946i
0.00070597+0.00058942i,0.00056361+0.00052687i,0.0013014+0.00014828i,0.0012391+0.00013077i,0.0013364+0.00036681i,0.00082301+0.00027441i,-0.00033256+0.00028329i,-8.9108e-06+0.00058216i,0.00049068+0.00084563i,0.00042883+0.00067555i,0.00040694+0.00011765i,-0.00023115+6.3738e-05i,-0.00098675+0.00070364i,-0.00097305+0.00067732i,-0.00041552+0.00044285i,-0.00044139+0.00020358i,-0.00047858-4.4723e-05i,-0.00011207+0.00013051i,0.00020903-5.5886e-05i,0.0003303-0.0011511i,0.00034864-0.0013071i,0.00027225-0.00093171i,-1.7679e-06-0.00023456i
-0.00077763+0.0002964i,0.00045689-9.7636e-05i,0.0011768+0.00014891i,0.0010642+0.00028925i,0.0011322-0.00052638i,0.0011448-0.0012739i,0.00068209-0.00086019i,0.00039278-0.00019734i,0.00038993-0.0002951i,-3.5581e-05-0.00033247i,-0.00032456+0.00046166i,-0.00078004+0.0008486i,-0.0011334+0.00095812i,-0.001074+0.0010847i,-0.00037577+0.0011457i,0.00029009+0.0014514i,-0.00014025+0.00092956i,0.00038622+6.8756e-06i,0.00094791-0.00042401i,8.4031e-05-0.00061807i,-0.00064556-0.00040064i,-0.0012529-0.00047292i,-0.0012854-0.0006477i
-0.0010746-0.00011368i,-0.0005076-0.00087149i,0.00027589+0.0010186i,0.00065771+0.0019293i,0.0012556+0.00054491i,0.001021-0.00016572i,0.00074796-2.7598e-05i,0.0002639-5.1193e-05i,2.9996e-05-0.00087643i,0.00025842-0.00075842i,-6.9843e-05+4.4685e-05i,-0.00048774-0.00018152i,-0.00047058-0.00026745i,-0.0006114+0.00050996i,-0.0010548+0.00054417i,-0.0010783-0.00034597i,-0.00022486-0.00070555i,0.00027548-0.00066442i,0.00012152+0.00016348i,0.00022553+0.00045928i,-0.00015983-0.00025074i,-0.00026997-0.00039664i,-0.00019466-0.00061241i
-0.0012397+0.0014457i,-0.00073815+0.0018114i,-0.00095363+0.0014347i,-0.00014088+0.0009421i,0.0011766+0.0008594i,0.0014469+0.00078678i,0.0013301+0.00017264i,0.0014442-0.00064237i,0.00080037-0.00026595i,-0.00034633+0.00051939i,-0.0011285+0.00071372i,-0.000477+1.5343e-05i,-0.00016591-0.00024368i,-0.00035271+0.00019366i,0.00015043+0.00020765i,0.00029505-0.00013263i,-0.00015166+3.3443e-05i,-0.00078136+0.00020081i,-0.00065168+0.00022067i,-0.00040296-0.00015232i,-0.0001691+6.0127e-05i,-0.00030162+0.0007729i,-0.0003155+0.00090867i
0.00022544-0.0010967i,-0.0003936-0.0010773i,-0.00043403+0.00063081i,0.00070153+0.0014716i,0.0015266+0.00096081i,0.00061598+4.2679e-05i,0.00024042-0.00062445i,0.000783-0.00071652i,0.00064056-0.00098737i,6.0833e-05-0.0009286i,-0.00038177-0.00064603i,-0.0004113-5.4941e-05i,-0.0002172+0.00035081i,-0.00037957+0.00028056i,-0.00083835+0.00016283i,-0.00066984+0.00042246i,-0.00048662+0.00058081i,1.4565e-05-0.00015143i,0.00048867-0.0006726i,0.00028246-0.00045967i,0.00040425+3.5277e-05i,0.0008477+0.00015799i,0.00053016-0.00040413i
0.0012445+0.0019791i,0.0017397+0.0025238i,0.0018879+0.0023912i,0.0016735+0.0014707i,0.0014633+0.00084696i,0.0014965+0.0011028i,0.0018526+0.00061096i,0.0011678-0.00040003i,0.0007027-0.00025628i,0.00024252+0.00017546i,-3.9391e-05+0.00035374i,0.00047602+5.2391e-05i,0.00032747+0.0001102i,7.699e-05+0.0003356i,-9.971e-05+3.7295e-05i,-0.00036723+5.4501e-05i,-0.00058858+0.00069657i,-0.0005117+0.00031131i,-0.00012649-0.0003511i,0.00015162-0.00073256i,-3.0805e-05+4.1855e-05i,-0.00047694+0.00096696i,-0.00078606+0.00062093i
-0.00032542-0.0016306i,-0.00025016-0.0013196i,0.00029018-0.0021833i,-0.00013325-0.0026705i,5.3228e-05-0.0013665i,0.00036892+0.00012129i,4.2122e-05+0.00058162i,-0.0004316+4.354e-05i,-0.0001498-0.0003922i,-0.00081432-0.00026135i,-0.0013617+7.1873e-06i,-0.0010165+0.0010273i,-0.0010434+0.0014302i,-0.00090624+0.0013599i,-0.00099043+0.0014825i,-0.0010604+0.00053777i,-0.00044945-0.00057213i,0.00011082-0.00023369i,3.7058e-05-7.809e-06i,-0.00014931-0.0005718i,-0.00012577-0.00080737i,0.00016266-0.00041444i,0.00029981-0.00035855i
0.0032783+0.0007365i,0.0035085+0.0013787i,0.0031723+0.0012255i,0.0026353+0.00051016i,0.0025552+0.00028824i,0.0023977+0.00016381i,0.001407-0.00026201i,0.00098509-0.00096218i,0.0013201-0.00068604i,0.00096643+0.00022869i,4.9008e-05+0.00035371i,-0.00027112+0.00023849i,-0.00058273-6.1719e-05i,-0.0005831-0.000344i,-0.00031316+0.00019924i,-0.00054132+0.00060869i,-0.00057661+0.00071086i,-0.0004378+0.0010584i,-0.00041513+0.0011609i,-0.00010309+0.0010898i,-0.00023246+7.285e-06i,-0.00016473-0.00076776i,0.00013486+7.9021e-05i
-0.0013004+0.0016653i,-0.0011972+0.0010332i,-0.00010517+0.00083051i,0.000835+0.00065468i,0.0011228-0.00059586i,0.0013644-0.00092963i,0.00088994-2.0419e-05i,-0.00020927+0.00038863i,-0.00065782+0.00055376i,-0.001127+6.3483e-05i,-0.00093009-0.00017967i,-0.00011995-8.3703e-05i,9.0707e-05+0.00026404i,-3.6016e-05+0.00053599i,-0.00013583+0.00062806i,-5.8406e-05+0.00016863i,1.6415e-05-0.00025521i,0.00017672+0.00059103i,-5.4455e-05+0.0013515i,-0.00033517+0.00067855i,0.00012718-0.00014408i,0.00041424-0.00040828i,0.00061754-0.00060441i
0.002002-0.0018734i,0.0016358-0.0019633i,0.00080742-0.001588i,0.00017475-0.00084145i,-0.00041227+0.00025434i,0.00016275+0.00086704i,0.0011038+0.00088546i,0.0011958+0.00081592i,0.00092534+0.00048283i,-0.00017394+0.00086115i,-0.00060966+0.0012129i,-0.00039769+0.0012167i,-0.00055211+0.0019221i,-0.0011589+0.0015838i,-0.0010264+0.00091372i,-0.00012155+0.00053731i,-0.00022273-2.5199e-05i,-0.00070306+8.9391e-05i,-0.00076368+0.00030771i,-0.00059899+0.00054261i,-0.00052457+0.00028128i,-0.00047593+0.00012268i,-0.00040343+0.0002167i
0.00094865+0.0025587i,0.00097831+0.0021477i,0.00067387+0.0014853i,0.0012708+0.00073867i,0.0018813+0.00026263i,0.0021002-5.5456e-05i,0.0019269-6.4716e-06i,0.0013625+0.00018317i,0.00061358+2.0387e-05i,6.0484e-05-0.00013295i,-0.00026798+1.9705e-05i,-0.00079181-0.0001152i,-0.0013399-0.00015053i,-0.0014238+0.00026017i,-0.0015098+0.00059371i,-0.0012614+0.0003367i,-0.000283+0.00010894i,0.00045608+0.0003543i,0.00046722+0.00067102i,0.00026632+0.00060923i,-0.00027224-0.00010556i,-0.00079709-0.00025092i,-0.00066334-0.00053344i
0.001296-0.00129i,0.001182-0.0008605i,0.0011292-0.0004683i,0.0016187-0.00013597i,0.0012039-0.00028145i,0.00069435-0.0010442i,0.00051997-0.0005437i,0.00032+0.00025691i,0.00020766-4.8135e-05i,-0.00038315-0.00021729i,-0.00093278-0.00023122i,-0.0011157-0.00024746i,-0.00075213+0.00032504i,0.00012431-0.0001902i,0.00026246-0.00073454i,-0.00029581+6.8034e-05i,-0.00014838+0.00073422i,-0.00027421+0.00041324i,-0.00089963+0.00011766i,-0.00090047+0.00091394i,-9.7164e-05+0.00052531i,0.00015299+0.00021514i,-0.00053864+0.00077189i
-0.00033637-0.00016272i,-0.001233-0.00066223i,-0.0011668-0.00045866i,-0.0003763+0.00081117i,0.00049115+0.0011088i,0.0017031+0.0012065i,0.0014815+0.00074112i,0.00091349+0.00053099i,0.00045815+0.0012543i,-0.00014279+0.0015989i,-0.00066639+0.0010364i,-0.0008926+0.00062877i,-0.00084635+0.00081744i,-0.00013899+0.00071883i,0.00035395+0.00063369i,0.00031922+0.00029502i,0.00039438-0.00053085i,0.00053821+0.00025792i,0.00040443+0.00082i,-0.00022736+0.00077049i,-0.00056524+0.0008531i,0.00027872+0.0003581i,0.00030297+0.0006187i
8.6746e-05+4.0128e-05i,0.00025967+0.00015649i,0.0005544+8.7832e-05i,0.00024415-6.4229e-05i,0.00040709-0.00019625i,0.0010114-0.00036143i,0.00081666-0.0010616i,0.00023508-0.00078582i,-0.00042473-0.00072653i,-0.00075857-0.001043i,-0.00087713-0.00046624i,-0.00072369+0.00017767i,-0.00075073+0.00021446i,-0.00061043+0.00029626i,-2.1923e-05+0.00075071i,0.00017899+0.00042785i,0.00049846+0.00076486i,0.00054319+0.00071115i,5.2802e-05+0.00010669i,-8.4889e-05-0.00034133i,-0.00030925-9.6044e-05i,-6.9472e-05-0.0001473i,0.00093773-0.00022155i
0.00038841-0.001506i,-0.00016755-0.0016998i,-0.00030874-0.00076739i,3.972e-05+9.3726e-05i,0.0004103+0.00084675i,-0.00027775+0.00031846i,-0.00047937-0.00041343i,0.00033704-0.00015803i,0.00043609+0.00038931i,0.0008359+0.00059342i,0.0011941+0.00097932i,0.00041312+0.00051953i,-0.00020383-0.00034409i,0.00011365-0.00025337i,0.00068188-0.00032687i,0.00056308+0.00014031i,-2.1905e-05+0.00092615i,-0.00016243+0.00049391i,0.00013721+0.00027823i,2.1461e-05+0.00015035i,3.776e-05+0.00014962i,0.00027341+0.00049676i,0.00040632+2.2221e-05i
-0.0014091-0.00051199i,-0.0010145-0.00030876i,-0.00085337+0.00063865i,7.8088e-05+0.0011224i,0.0014369+0.00012875i,0.001674-0.00075647i,0.0012737-0.00087715i,0.0011455-3.2378e-05i,0.00065049+0.00036975i,-0.00035637+0.00011003i,-0.0012138+0.00029371i,-0.0005753+0.00090718i,-0.00015872+0.00048687i,-0.0012169+0.00019943i,-0.0016727+0.00037614i,-0.00072452+0.0006224i,2.6059e-05+0.00069002i,0.00027483+7.3399e-05i,0.00051369-0.00037853i,0.00044878+0.00038048i,0.0004495+0.00063541i,0.00036451+0.00024291i,-0.00051674+9.4043e-05i
-0.00018892-0.00019371i,0.0001358+0.0001373i,0.00052835+0.000803i,0.00075885+0.00121i,0.0014425+0.00060966i,0.0016332-0.00059062i,0.00085648-0.0008109i,0.00041038-0.0011396i,0.00059866-0.00025219i,0.00069379+0.001108i,0.00017125+0.0010592i,-0.00055912+0.00022397i,-0.0010256+0.00015864i,-0.0013857+0.00040854i,-0.0012128+0.00041109i,-0.00033126-0.00053054i,5.7853e-05-0.00076944i,0.00036675+9.9021e-05i,0.00073164+0.00071948i,0.00062617+0.0008734i,0.00092368+0.00032814i,0.00076176-5.8681e-05i,-0.00011773+0.00058829i
0.00051881+0.0015913i,0.00042426+0.0015851i,0.00067896+0.0026533i,0.0016935+0.0019711i,0.0026904+0.00037489i,0.0027276-0.00026846i,0.0019728-0.00027571i,0.00064996-7.8666e-05i,-0.00042731+0.00012924i,-0.00095397+0.00055024i,-0.0012292+0.00061652i,-0.0010139+0.00019192i,-0.00074009+0.00060149i,-0.00052126+0.00068889i,-0.00026438+0.00049379i,-0.0003197+0.00031349i,-0.00059692-8.0684e-05i,-5.9273e-05+0.00015849i,0.00030387+0.00051387i,-0.00047171+0.00025382i,-0.00072943-0.00011484i,-0.00035771-0.00038634i,-0.00034213-0.0007234i
0.00077242-0.0013773i,-7.2296e-05-0.0016453i,-0.00062444-0.0012831i,-0.00073744-0.0010945i,-0.000139-0.00013496i,0.00060771+0.0009148i,0.00068589+0.00057098i,0.0004707-0.00023183i,0.00015336-0.00038433i,-0.00017314+0.00029324i,-0.00048309+0.0006674i,-0.00063194-0.00016764i,-0.00088591-0.00071182i,-0.00097167+6.573e-05i,-0.00033873+0.00034758i,0.00047777-0.00035631i,-0.00020791-0.00021673i,-0.0011951+4.3428e-05i,-0.00066442+0.00032024i,-0.00013704+0.0013114i,-0.00069004+0.0012636i,-0.0012517+0.00021141i,-0.0005719-0.00043396i
-0.0014364-6.4453e-05i,-0.00056519+0.00058154i,-0.00028868+0.001382i,-0.00025132+0.001584i,0.00037132+0.00041909i,0.0010746+0.00013586i,0.00043617+0.0003214i,-0.00021597+0.00027675i,-0.0004388+0.00061625i,-7.7432e-05+0.00079586i,0.00051057+0.00068335i,-3.2217e-05+5.2257e-05i,-0.000308-0.00060512i,-0.00045458-0.00040417i,-0.00068561-0.00062474i,-0.00053317-0.00049578i,-0.00046012+0.00037425i,-0.00022743-1.0673e-06i,-0.0003127-0.00053389i,9.4803e-08-0.00053766i,-1.061e-06+0.00019863i,-8.1568e-05+0.00051556i,0.00011196+0.00033178i
-0.00047769+0.00026683i,-0.00066427+0.00089944i,-0.00043268+0.00093763i,-0.0002199+0.0016996i,0.00068715+0.0015943i,0.0016183-0.00060641i,0.0014251-0.0011098i,0.00098-0.00089815i,0.00072778-3.0302e-05i,0.00010424+0.00074649i,0.00010529-6.3377e-05i,0.00041919-0.00016034i,0.00064599+0.00031918i,5.9116e-05+0.00050455i,-0.00059521+0.00066195i,0.00024476+0.00090422i,0.0005957+0.00092224i,-0.0001747+0.00091542i,-0.0001302+0.00029802i,0.00029201-0.00093851i,0.00045907-0.0016861i,-9.2569e-05-0.0011754i,-0.00023956-0.00040583i
6.2993e-05-0.00026314i,-0.000555-0.00067519i,-0.00037004-0.00072987i,0.00077007+0.00027896i,0.0015374+0.0017335i,0.0018366+0.0014918i,0.0017092+0.00060264i,0.00067896+0.00058279i,-0.00021923+0.00051148i,-0.00089758-2.7975e-05i,-0.00053888-9.7661e-05i,0.00010792+0.00080643i,-0.00051396+0.00098295i,-0.0012904+5.4253e-05i,-0.0013968-0.00068409i,-0.00078957-0.00029579i,-5.463e-05+0.00035948i,-0.00051502+0.00011742i,-0.00051959-0.00040261i,0.00057764-0.00022469i,0.0012285-0.00018218i,0.00051646-0.00055702i,-1.0255e-05-0.0004642i
0.00051058-0.0016366i,0.00051526-0.0013951i,0.0010731-0.0011154i,0.0011463-0.00067148i,0.0010761-0.00016839i,0.0014626-0.00036637i,0.001072-0.00073281i,0.00027517-0.00056268i,0.00029822-3.6115e-05i,0.00053789+0.00016658i,0.00010012+8.8791e-05i,-0.0010024+6.8373e-05i,-0.0016834+6.8792e-05i,-0.0015764+0.00025345i,-0.00068909+2.0495e-05i,-2.3399e-05-0.0002827i,-8.8729e-05-0.00048039i,-0.00044736-0.00039611i,-0.00035852-0.00044545i,-0.00029972-0.00076676i,-2.3889e-05-0.00027351i,0.00049522+6.413e-05i,0.00046646-0.00010288i
-0.00096303+0.00046854i,0.00014644+0.00084293i,-0.00021974+0.0010848i,0.00030037+0.0012381i,0.001756+0.0016228i,0.001855+0.00057467i,9.9144e-05-0.00083344i,-0.00061362-6.0386e-05i,0.00013257+0.00070235i,8.7535e-05+0.0012798i,-0.00017786+0.0017595i,0.00074909+0.0007536i,0.0011927+5.5585e-05i,0.0006861+0.00012722i,0.00033845-8.9867e-05i,-3.3003e-05-0.00037149i,-0.00062208-0.0004833i,-0.0002192-0.00077657i,0.00058147-0.00046147i,0.00025454-8.8952e-05i,0.00019443+6.462e-05i,0.00086587-0.00027966i,0.00080173-0.00025502i
-0.00091457-4.2864e-06i,-0.00073188+0.00055899i,-0.0010296+0.0010475i,-0.00030268+0.00080569i,0.00041863+0.00046927i,0.00063577+5.3179e-05i,0.00023182-0.00048363i,-0.00026637-0.00043684i,0.00019111+0.0002457i,0.00047858+0.00010385i,7.6339e-05+6.3977e-05i,-0.00094448+0.00018097i,-0.0012437-0.00010879i,-0.0011008+0.00046901i,-0.00089112+0.00063961i,-0.00060955-0.00028938i,-0.00065615-0.00036507i,-0.0001037-0.00023305i,0.00073404-0.00079994i,0.00080334-0.00071323i,0.0010859-0.00064988i,0.0010469-0.00098165i,0.00060719-0.00024557i
-0.000896-0.00072575i,-0.00059792-0.0003663i,-0.0017011+0.00012744i,-0.0016483+0.00079852i,0.00058027+0.0021154i,0.0021414+0.0024363i,0.0018103+0.0015484i,3.8579e-05+0.0003965i,-0.00090202-9.3044e-05i,-0.00061342+0.00054587i,-0.00022258+0.001467i,-0.00017006+0.0015823i,-0.0011228+0.0013108i,-0.0014691+0.0010308i,-0.00093204+0.00044257i,-2.1576e-05+0.00027751i,0.00061727+0.00073021i,0.001368+0.00096823i,0.0010068+0.00084741i,0.00012219+0.00075524i,-9.958e-05+0.00036616i,-0.00026362+0.00017634i,0.00035833+0.00060895i
0.0022285-0.00013477i,0.0012071-9.7913e-05i,0.00096315-0.00065872i,0.0018879-0.0019311i,0.0015105-0.0019298i,0.001194-0.00061583i,0.0011458-0.00015763i,0.00080165-0.00025745i,0.0006883+0.00019779i,-1.5326e-05-0.00013939i,-0.0003215-0.00028526i,-0.00014846-0.0002182i,-0.00040331+0.000287i,-0.00085475+0.00089278i,-0.00077532+0.00070316i,-0.00061017+0.00034084i,8.9018e-05+0.00045479i,0.00048231+0.001065i,0.00013415+0.0016024i,-0.00026348+0.0012113i,0.00029521-0.00010732i,0.00037815-0.00082325i,0.00033652-0.00046925i
0.00056096+0.0009706i,0.00027881+0.00042846i,0.0002812-0.0002903i,0.00019772-0.00021059i,-5.2091e-06+0.00019652i,6.556e-05-0.00034636i,0.00082092-0.00064282i,0.00079434-0.00084516i,-0.00065888-0.00080422i,-0.0017473+4.4493e-05i,-0.0015022+0.000539i,-0.00075442+0.00035649i,-0.00052434-1.217e-06i,-0.00068596+0.00047614i,-0.0014241+0.00071473i,-0.0012672+0.00068332i,-0.0003062+0.00034669i,-2.6195e-05-0.00037983i,-0.00032616-7.9653e-05i,-0.00034185+0.00023562i,-0.00027818-0.00033341i,-6.4755e-05-0.00074461i,-7.6836e-05-0.00066203i
-0.0011386+0.0010352i,-0.0016247+0.0023732i,-0.0021551+0.00053667i,-0.00062356+0.00014337i,0.001557+0.00090816i,0.0015928+0.00075006i,-2.3178e-05+0.00024384i,-0.0015464+0.00019776i,-0.0016563-4.4279e-05i,-0.00059933+4.8031e-05i,-0.00010679+0.0002451i,-0.00064135+0.0011533i,-0.0012782+0.001535i,-0.0012258+0.00069087i,-0.0010965+0.00096437i,-0.0015274+0.0017714i,-0.0010406+0.0012173i,-0.00020104+0.00011602i,0.00012629-0.0010353i,0.00061771-0.0010398i,0.00031231-0.00034851i,0.00033687-0.00074104i,-3.2936e-05-0.0010999i
-0.00013634+0.00042393i,0.00046442+0.00079998i,2.0359e-05+0.00075962i,0.00054328+8.2932e-05i,0.0015365-0.00063694i,0.0013454-0.00076844i,-0.00017467-0.00045535i,-0.00084586-0.00065988i,-0.00056682-5.9896e-05i,-0.00047178+0.00085953i,-0.00022825+0.00052238i,-0.00071+0.00046154i,-0.00085941+0.00049731i,-0.0013285+0.00062876i,-0.0010316+0.00016221i,-0.00059182-2.2466e-05i,-0.00086992+0.00041209i,-0.00015489-7.3427e-05i,0.00080654-0.000188i,0.00042458+0.00057433i,-0.00023377+0.00015775i,-7.5848e-05-0.00058968i,0.00049339-0.00014335i
