-0.003318+2.1578e-05i,-0.0022411-0.00065778i,-0.0035109+0.00065361i,-0.003782+0.0016704i,-0.0020971+0.0022668i,-0.00057232+0.0015796i,-6.238e-05+0.00069171i,0.00049021+0.0002225i,0.0010895+0.00014391i,0.0017823-0.00022179i,0.001725-0.00030104i,0.0011063-0.00049478i,0.0010474-0.00071071i,0.00045536+0.00013237i,-0.00057756-0.00010012i,-0.00036873-0.00036189i,9.7988e-05+0.00041976i,0.00023669+0.00091089i,0.00049427+0.00078229i,0.00085768+0.00064809i,0.0011212+0.00071173i,0.0011534+0.00025184i,0.00098933+0.00021514i
0.0082481-0.0067208i,0.0078468-0.01204i,0.002692-0.037144i,-0.021677-0.079163i,-0.067664-0.10084i,-0.099637-0.058048i,-0.08421+0.019289i,-0.044634+0.060532i,-0.016831+0.061882i,0.0039587+0.052167i,0.022445+0.037027i,0.024557+0.015643i,0.0081349-0.0059743i,-0.016622-0.016787i,-0.039453-0.016891i,-0.055378-0.021254i,-0.062701-0.041394i,-0.055116-0.064844i,-0.035843-0.063434i,-0.019833-0.036186i,-0.015315-0.0097472i,-0.01921+0.0021651i,-0.017639+0.0051799i
0.00011669+0.0038215i,0.0012311+0.0089069i,0.00088852+0.030679i,0.005606+0.079695i,0.033266+0.12485i,0.075749+0.10807i,0.09446+0.037362i,0.082311-0.014723i,0.065877-0.030463i,0.04557-0.040582i,0.016921-0.043828i,-0.0049824-0.028059i,-0.010097+0.0010212i,0.0020354+0.026201i,0.017614+0.037551i,0.022958+0.046365i,0.013224+0.063138i,-0.0084133+0.074053i,-0.022231+0.061257i,-0.015205+0.033762i,0.0027468+0.0151i,0.016672+0.011302i,0.018777+0.0086402i
0.0072998-0.0053004i,0.010123-0.012553i,0.022121-0.03852i,0.040416-0.090281i,0.038614-0.14349i,-0.0034996-0.14488i,-0.053027-0.088632i,-0.068093-0.039729i,-0.06406-0.024555i,-0.061427-0.0075333i,-0.047229+0.014574i,-0.019376+0.019101i,0.0061635+0.0031269i,0.017035-0.01934i,0.015562-0.034486i,0.016626-0.042721i,0.033858-0.046018i,0.058129-0.035701i,0.061808-0.016285i,0.039285-0.0061405i,0.013699-0.010747i,-0.001473-0.020491i,-0.0072447-0.020315i
-0.0013753+0.002834i,-0.0068161+0.0044793i,-0.029475+0.017896i,-0.075109+0.053608i,-0.10378+0.10457i,-0.068423+0.12681i,-0.0015318+0.099956i,0.027773+0.066143i,0.027943+0.056176i,0.038431+0.047926i,0.048233+0.026436i,0.032965+0.0067451i,0.00013319-0.0019445i,-0.025851+0.0031584i,-0.035684+0.013528i,-0.0402+0.016566i,-0.051535+0.0048154i,-0.059626-0.019484i,-0.05029-0.033337i,-0.030127-0.022937i,-0.016147-0.0031077i,-0.012404+0.01235i,-0.0090418+0.015019i
-0.00044099-0.0033944i,0.0048985-0.0039335i,0.029262-0.0039473i,0.088917-0.011693i,0.14987-0.039953i,0.13794-0.078049i,0.064726-0.088265i,0.021762-0.066717i,0.020667-0.049756i,0.010711-0.049256i,-0.010727-0.045815i,-0.015777-0.026683i,0.00052319-0.0019835i,0.023455+0.009627i,0.037133+0.006779i,0.039832+0.0075766i,0.036245+0.024675i,0.023265+0.048354i,0.0079225+0.053763i,0.0043361+0.034634i,0.010025+0.011351i,0.017544-0.0015488i,0.01673-0.0048701i
0.0011109+0.0051576i,-0.0064204+0.0012376i,-0.030843-0.010221i,-0.086661-0.029889i,-0.14864-0.037663i,-0.15332-0.0087011i,-0.096724+0.027685i,-0.05064+0.026167i,-0.041153+0.011747i,-0.036316+0.018372i,-0.022133+0.030032i,-0.0070251+0.020128i,-0.0022902-0.0059034i,-0.010391-0.024348i,-0.020844-0.027373i,-0.022641-0.026996i,-0.0092534-0.033803i,0.017474-0.039372i,0.034379-0.033275i,0.024937-0.022828i,0.0046504-0.014957i,-0.011553-0.012239i,-0.015872-0.010327i
-0.004173-0.0018817i,-0.0027061+0.0040639i,0.012629+0.029869i,0.05731+0.077488i,0.11269+0.1093i,0.12755+0.079455i,0.083672+0.019932i,0.032952+0.0034325i,0.019882+0.017775i,0.030978+0.015532i,0.036432+0.0015189i,0.020536-0.0023578i,-0.0016057+0.0092983i,-0.0078873+0.023047i,-0.0024797+0.027747i,-0.0011032+0.025996i,-0.013091+0.020827i,-0.033937+0.007198i,-0.042637-0.0062292i,-0.030649-0.0046952i,-0.012658+0.0068418i,-0.00017991+0.017316i,0.0048524+0.018047i
-0.0017802+0.0039172i,-0.0037672-0.00098766i,-0.0070067-0.025988i,-0.01817-0.084056i,-0.043736-0.13928i,-0.06684-0.12386i,-0.058056-0.051048i,-0.021169-0.0084313i,0.0040492-0.01408i,-0.0028764-0.026855i,-0.019268-0.028668i,-0.016101-0.01927i,0.0047917-0.01098i,0.017364-0.013576i,0.015574-0.018923i,0.012361-0.016948i,0.016633-0.0041815i,0.023133+0.018555i,0.023626+0.031516i,0.019608+0.021943i,0.015434+0.003754i,0.012883-0.010033i,0.0088927-0.012611i
-0.0027501+4.0105e-05i,-0.0047018+0.0089029i,-0.013047+0.037484i,-0.025379+0.095372i,-0.024386+0.15219i,0.0024104+0.13944i,0.024371+0.062112i,0.0099746+0.0023638i,-0.014314-0.0067366i,-0.017813+0.010673i,-0.0077738+0.025905i,-0.00096399+0.020561i,-0.0067241+0.0057083i,-0.016627+0.0026465i,-0.018192+0.0076187i,-0.015214+0.0079104i,-0.010316-0.0019707i,0.001599-0.019989i,0.0096024-0.029558i,0.0036688-0.021332i,-0.006171-0.0082525i,-0.012254-0.00022128i,-0.012237+0.0023832i
0.0051449+0.0017413i,0.0097396-0.001273i,0.031118-0.018399i,0.071344-0.061371i,0.09915-0.10983i,0.066251-0.11302i,0.00083873-0.055941i,-0.023945+0.0098937i,-0.0077687+0.035578i,0.011894+0.022287i,0.019209+0.0014039i,0.01274-0.0032359i,0.0066618+0.0064813i,0.01134+0.011624i,0.016036+0.0062142i,0.014461-0.00021199i,0.0054011+2.8037e-06i,-0.012764+0.0047135i,-0.022427+0.0089593i,-0.012351+0.010127i,0.0018458+0.007734i,0.0095035+0.0059365i,0.011172+0.0055002i
0.0039333-0.0016597i,-0.00061406+0.0017497i,-0.023939+0.0082909i,-0.075835+0.025374i,-0.11993+0.050739i,-0.094474+0.067001i,-0.013412+0.052942i,0.042773+0.013856i,0.044023-0.016945i,0.017145-0.026245i,-0.0062618-0.023555i,-0.0092048-0.017916i,-0.0005342-0.017068i,0.0015084-0.018308i,-0.0055321-0.014157i,-0.011489-0.0064595i,-0.0065277+0.0012918i,0.010357+0.010127i,0.022315+0.012596i,0.017829+0.0031635i,0.0063968-0.0057192i,-0.00019896-0.0085438i,-0.0012603-0.0083041i
0.0023085-0.0046854i,0.010217-0.003765i,0.034304+0.0017501i,0.086772+0.011097i,0.1362+0.0081225i,0.12036-0.019071i,0.041449-0.048262i,-0.028457-0.047572i,-0.049232-0.022971i,-0.036232+0.0052331i,-0.015255+0.021645i,-0.0061873+0.021759i,-0.0086899+0.016954i,-0.0074873+0.015731i,0.0012138+0.016481i,0.008634+0.013896i,0.0093462+0.0044754i,0.0058713-0.010825i,0.00012551-0.019529i,-0.0053235-0.012609i,-0.0057154-0.0018926i,-0.0042998+0.0027105i,-0.0033947+0.0026377i
-0.0032115-0.0019535i,-0.0066878-0.0063818i,-0.023209-0.021861i,-0.061682-0.051132i,-0.10302-0.067127i,-0.10223-0.033635i,-0.052682+0.028506i,0.0010092+0.065487i,0.02892+0.06271i,0.037868+0.033275i,0.032169+0.0023358i,0.019577-0.008346i,0.014416-0.0083303i,0.011137-0.013091i,0.0033208-0.020645i,-0.0030898-0.023157i,-0.006592-0.017226i,-0.011739-0.0048084i,-0.011535+0.0046181i,-0.0030596+0.0046997i,0.001761+0.0010678i,0.0017574+0.00068756i,0.0022838+0.0019344i
0.00030269+0.00071496i,0.0019165+0.00245i,0.010518+0.02039i,0.032835+0.063268i,0.065232+0.097776i,0.084663+0.066437i,0.07374-0.013227i,0.04808-0.066381i,0.026272-0.074367i,0.0034685-0.057565i,-0.013052-0.031049i,-0.011867-0.012527i,-0.0085779-0.005589i,-0.010174+0.003252i,-0.011037+0.014033i,-0.010187+0.020992i,-0.0068578+0.0233i,0.0027051+0.019346i,0.0088377+0.010832i,0.0037581+0.004068i,-0.0011195+0.0035173i,0.0016263+0.0025011i,0.0038615-0.00062293i
-0.006711-0.0050879i,-0.0089513-0.011451i,-0.0092963-0.030967i,-0.0058615-0.073353i,-0.011791-0.11505i,-0.042087-0.10297i,-0.07812-0.039726i,-0.088308+0.012082i,-0.074736+0.031451i,-0.044511+0.037834i,-0.0133+0.034376i,-0.0011677+0.022106i,0.00036416+0.013416i,0.0066075+0.0061935i,0.015668-0.0040165i,0.021888-0.012822i,0.021243-0.01746i,0.012282-0.019114i,0.0031476-0.015013i,0.0013281-0.0069341i,0.0020158-0.0042377i,-0.0022738-0.0055295i,-0.0056805-0.0049183i
-0.0017192+0.0015331i,-0.0073741+0.0048232i,-0.021305+0.02058i,-0.041364+0.059277i,-0.045758+0.10289i,-0.0091825+0.11043i,0.045531+0.076989i,0.073063+0.044164i,0.073706+0.025225i,0.060029+0.0017793i,0.037663-0.015398i,0.019192-0.015509i,0.0086699-0.011692i,-0.0018352-0.0098947i,-0.015011-0.0092388i,-0.024933-0.0079614i,-0.027553-0.0029738i,-0.021532+0.0048557i,-0.011587+0.0077601i,-0.0055089+0.0045828i,-0.0038809+0.0038686i,-0.001738+0.0081055i,0.0023773+0.0097673i
-0.0027222+0.0047699i,-0.000931+0.0042841i,0.015187-0.0027469i,0.052135-0.025565i,0.082465-0.063642i,0.05927-0.094041i,-0.0017301-0.093846i,-0.039186-0.078838i,-0.044755-0.066056i,-0.0446-0.043949i,-0.037392-0.019355i,-0.022348-0.0061807i,-0.011624+0.0011978i,-0.0029139+0.0093474i,0.00682+0.016935i,0.014275+0.021357i,0.018265+0.022286i,0.0198+0.01764i,0.016362+0.010935i,0.011397+0.0072647i,0.012504+0.0021197i,0.013378-0.0078489i,0.0088253-0.013535i
-0.00018294-0.0032058i,-0.0062645+6.3897e-05i,-0.027397+0.0045065i,-0.068748+0.012662i,-0.10651+0.032746i,-0.097992+0.062253i,-0.051543+0.081419i,-0.022603+0.084099i,-0.014645+0.078087i,0.00060527+0.062952i,0.011561+0.040229i,0.010003+0.019192i,0.008981+0.0047416i,0.0087409-0.008122i,0.0058906-0.020191i,0.0039388-0.028398i,0.0044909-0.032078i,0.0015311-0.030119i,-0.00089303-0.022162i,0.0005669-0.014567i,-0.0041099-0.011856i,-0.01437-0.0059722i,-0.017081+0.0027093i
-0.002265+0.0078658i,0.0036854+0.012563i,0.022914+0.026434i,0.065985+0.041481i,0.11656+0.038345i,0.12647+0.0026702i,0.091507-0.035762i,0.064323-0.04089i,0.056535-0.033359i,0.040978-0.033828i,0.021576-0.027529i,0.0087327-0.015416i,-0.0015785-0.0074986i,-0.010665+0.0024044i,-0.017338+0.011868i,-0.02207+0.017324i,-0.023968+0.020298i,-0.019003+0.020318i,-0.010339+0.016053i,-0.0047263+0.010229i,0.00048448+0.010645i,0.01036+0.012933i,0.015974+0.0088948i
0.003307-0.00056665i,0.00251-0.0014226i,-0.0034323-0.013753i,-0.026276-0.044944i,-0.065967-0.075242i,-0.095812-0.061184i,-0.088964-0.018054i,-0.062011-0.0023365i,-0.05046-0.0060018i,-0.046552+0.00026902i,-0.031681+0.0036391i,-0.015392+0.0012055i,-0.0030294+0.0024303i,0.010029+0.0022569i,0.02119-0.00034846i,0.028494-0.0011207i,0.032549-0.00096076i,0.030668-0.0019386i,0.02286-0.0037518i,0.01554-0.0058515i,0.010794-0.011229i,0.0035642-0.019289i,-0.004674-0.020654i
-9.664e-05+0.002532i,0.0041035+0.0059226i,0.011671+0.021711i,0.02327+0.057972i,0.041002+0.096637i,0.063377+0.097439i,0.067521+0.057368i,0.044582+0.029901i,0.030562+0.034042i,0.035385+0.034685i,0.029036+0.024821i,0.012916+0.014682i,0.0023741+0.0029813i,-0.0062367-0.0080274i,-0.015665-0.015673i,-0.023029-0.020042i,-0.025671-0.020855i,-0.022098-0.018407i,-0.017024-0.014507i,-0.015854-0.008905i,-0.017697+0.00023086i,-0.015562+0.012927i,-0.0083157+0.020025i
-0.00040494-0.0035659i,0.0019032-0.008593i,0.0091216-0.025841i,0.020268-0.064378i,0.021763-0.10839i,0.002098-0.11865i,-0.020545-0.080649i,-0.014686-0.039304i,0.0041841-0.033672i,0.0044932-0.040925i,-0.00049335-0.032508i,0.00074169-0.015885i,-0.00036091-0.0022969i,-0.00056989+0.0098211i,0.0026002+0.020327i,0.0039201+0.026839i,0.0034663+0.029638i,0.0036313+0.026808i,0.0037043+0.01973i,0.006063+0.014809i,0.014049+0.010517i,0.021635+0.00029851i,0.021423-0.0099964i
0.0043146+0.00013177i,0.0023127-0.00079148i,-0.0083158+0.0036683i,-0.038016+0.026856i,-0.067176+0.070361i,-0.05738+0.095286i,-0.017249+0.071684i,-0.0011426+0.028038i,-0.014183+0.0102i,-0.020827+0.016259i,-0.015039+0.016042i,-0.0071561+0.0062364i,0.00049618-0.0010238i,0.0079552-0.0079854i,0.012304-0.016075i,0.013883-0.021292i,0.016614-0.021941i,0.016239-0.018669i,0.011019-0.01431i,0.0055069-0.011964i,-0.0023399-0.01302i,-0.014055-0.011929i,-0.020378-0.0064799i
-0.0027874-0.0021704i,-0.0028017-0.0057587i,0.0059811-0.0089519i,0.041615-0.014282i,0.093185-0.030716i,0.10071-0.056675i,0.045725-0.061203i,-0.0020156-0.028557i,-0.00012154+0.0019983i,0.01691+0.0067083i,0.017339+0.0066933i,0.0074938+0.0069972i,-0.0027332+0.0015397i,-0.011534-0.00043502i,-0.017771+0.0025251i,-0.022573+0.0044852i,-0.025437+0.0044682i,-0.022795+0.0049198i,-0.015684+0.0061164i,-0.010065+0.0073743i,-0.0051922+0.010614i,0.0039653+0.014996i,0.011709+0.01546i
-0.0027814+0.0036223i,-0.0073018+0.0026253i,-0.022069+0.00039867i,-0.054055-0.0091476i,-0.094702-0.020586i,-0.11212-0.0058275i,-0.072822+0.027857i,-0.011274+0.031902i,0.010142+0.0039797i,-0.00037098-0.017699i,-0.0034957-0.023429i,0.0018268-0.018582i,0.0044566-0.0066234i,0.0082963+0.0033436i,0.014463+0.006999i,0.02006+0.0086409i,0.021933+0.010387i,0.019981+0.010852i,0.017879+0.0075729i,0.015985+0.0017729i,0.014802-0.0058623i,0.010303-0.014467i,0.003193-0.018473i
-0.0025264-7.5893e-05i,-0.0044864+0.0031681i,0.00092321+0.017808i,0.026572+0.045935i,0.066855+0.071712i,0.093647+0.064205i,0.077776+0.011555i,0.027262-0.030546i,-0.0093353-0.017713i,-0.012967+0.012558i,-0.011107+0.019787i,-0.011103+0.010957i,-0.005691+0.00076443i,-0.001174-0.0085621i,-0.0028959-0.017093i,-0.0073625-0.02213i,-0.0088882-0.021577i,-0.0065862-0.017212i,-0.0047436-0.012408i,-0.0068317-0.0087174i,-0.010818-0.0043206i,-0.013503+0.0043784i,-0.013091+0.012055i
0.0011619+0.0021065i,-0.0018044+0.0026492i,-0.0026946-0.0070831i,-0.0057188-0.039241i,-0.020983-0.087151i,-0.045181-0.10191i,-0.065609-0.050547i,-0.055715+0.016561i,-0.015677+0.032441i,0.011514+0.0098009i,0.013379+0.00027745i,0.0067428+0.0042837i,-0.00045934+0.0058653i,-0.0056949+0.0094832i,-0.0073246+0.015599i,-0.0064739+0.019229i,-0.006524+0.019316i,-0.0057359+0.015067i,-0.0019159+0.0087282i,0.0018067+0.0051345i,0.0055532+0.0042413i,0.010412+0.0022544i,0.013847-0.0010242i
-0.00046984+0.0016154i,0.00028037+0.008077i,-0.0019625+0.022829i,-0.012799+0.051675i,-0.025341+0.093865i,-0.011496+0.11546i,0.035658+0.085494i,0.068278+0.025962i,0.046837-0.014237i,0.0085778-0.018422i,-0.0014801-0.012861i,0.0037858-0.010567i,0.0073293-0.0060293i,0.01009-0.0046895i,0.011773-0.0087485i,0.013019-0.012326i,0.014862-0.011301i,0.013127-0.0074967i,0.008501-0.0046814i,0.0046752-0.00415i,0.0015257-0.0050505i,-0.0025843-0.0055901i,-0.0072109-0.0060721i
0.0022988-0.0013672i,0.0065619-0.0024407i,0.017499-0.0093375i,0.041736-0.025165i,0.076659-0.05078i,0.081601-0.082779i,0.025462-0.097067i,-0.041909-0.070534i,-0.053506-0.019743i,-0.026376+0.014343i,-0.012708+0.019914i,-0.013004+0.013832i,-0.010197+0.0064269i,-0.0084669+0.0011653i,-0.011349+0.00015221i,-0.014986+0.0006501i,-0.015361-0.00055794i,-0.011479-0.0014103i,-0.006403+0.00043456i,-0.0039847+0.0018954i,-0.0033817+0.0031536i,-0.00062763+0.004792i,0.0025446+0.0073017i
-0.001109-0.00048016i,0.00060464+0.00016069i,-0.0077793+0.003074i,-0.035019+0.005843i,-0.075546+0.0071462i,-0.10389+0.023865i,-0.079834+0.065879i,-0.014675+0.089208i,0.030106+0.05645i,0.03305+0.00926i,0.023729-0.0066089i,0.018642-0.0034878i,0.01164-9.6518e-05i,0.0059765+0.0026307i,0.0063162+0.0053388i,0.0094526+0.0071985i,0.010426+0.0078571i,0.0071903+0.005497i,0.0037067+0.0022522i,0.0026503+0.00060939i,0.0023169+0.00030515i,0.0019208-0.0016457i,0.0025302-0.0050762i
0.0023738+0.00014838i,0.006631-0.0026014i,0.017336-0.00069481i,0.042081+0.012605i,0.079092+0.033651i,0.11139+0.037106i,0.11679-0.0087826i,0.081702-0.066782i,0.026251-0.068368i,-0.0066317-0.031587i,-0.010534-0.013319i,-0.0070319-0.0126i,-0.0033772-0.0087495i,0.00056863-0.0053247i,0.00013501-0.006406i,-0.0033949-0.00984i,-0.0036492-0.010674i,-0.001925-0.0062334i,-0.0013878-0.0012703i,-0.00083148+0.00027982i,0.0016812-0.00061571i,0.0032192-0.00055042i,0.00028607+1.4319e-05i
0.0021101-0.0023616i,-0.00016702-0.0061216i,-0.0060615-0.015953i,-0.016382-0.039579i,-0.034247-0.079051i,-0.061687-0.10312i,-0.10086-0.07367i,-0.1156-0.0060724i,-0.072351+0.036326i,-0.02044+0.032815i,-0.0059872+0.02032i,-0.0091307+0.01472i,-0.0082322+0.0081407i,-0.0051778+0.0032526i,-0.0034799+0.0042353i,-0.0029231+0.0081423i,-0.0015253+0.0095519i,0.0016361+0.0067971i,0.0043961+0.0026414i,0.0041593-0.00025691i,0.0004924-0.0022545i,-0.0026691-0.0033911i,-0.0015207-0.0020507i
-0.0023024+0.0023431i,-0.0034657+0.0029359i,-0.0037482+0.0097421i,-0.007031+0.031543i,-0.016859+0.073604i,-0.012047+0.11565i,0.032634+0.12377i,0.08387+0.083468i,0.080918+0.021462i,0.042592-0.013324i,0.023628-0.014578i,0.019897-0.0090391i,0.012632-0.0050664i,0.0079076-0.0025523i,0.0073969-0.0040703i,0.0068935-0.0075856i,0.0061192-0.0083921i,0.0022724-0.0058797i,-0.0025986-0.0033105i,-0.0029668-0.00053887i,0.00013236+0.0027847i,0.00166+0.0047859i,0.00071939+0.0031803i
-0.0019786+0.00062047i,-0.0039911-0.00019129i,-0.0023035-0.0065877i,0.012933-0.021953i,0.050519-0.046373i,0.082901-0.083806i,0.059991-0.12318i,-0.0056167-0.12649i,-0.046332-0.074658i,-0.039967-0.019587i,-0.024649-0.0044965i,-0.019068-0.0056693i,-0.012316-0.0016868i,-0.0063376+0.0014115i,-0.006219+0.0030026i,-0.008437+0.0046963i,-0.0077774+0.0045253i,-0.0031378+0.0054434i,0.0022465+0.0062944i,0.0054841+0.0034302i,0.0066966-0.0022057i,0.0067227-0.0073848i,0.0042008-0.0072489i
-0.00013962+0.00076639i,-0.0031698+0.0037392i,-0.012225+0.0082544i,-0.03323+0.014026i,-0.070287+0.014344i,-0.11557+0.018839i,-0.13017+0.056393i,-0.087808+0.10044i,-0.021306+0.090629i,0.014506+0.045976i,0.01375+0.023353i,0.0079008+0.018394i,0.0061178+0.0085748i,0.0045628-0.00072602i,0.0064247-0.0038349i,0.0094274-0.0035241i,0.0089769-0.0023442i,0.0058181-0.0032628i,0.0027709-0.0057184i,-0.0010029-0.0055424i,-0.0070222-0.0021079i,-0.011589+0.0012744i,-0.0098436+0.0024849i
-0.003838+0.0032892i,-0.0013059+0.0053531i,0.0059373+0.011758i,0.027015+0.022701i,0.063582+0.042141i,0.10494+0.061863i,0.13905+0.042432i,0.13569-0.016679i,0.079323-0.052665i,0.023407-0.043042i,0.0089611-0.026194i,0.0097169-0.019757i,0.0034883-0.010473i,-0.0028808-0.0005688i,-0.0062228+0.00061472i,-0.007747-0.0032587i,-0.0073593-0.0042832i,-0.0063205-0.00085168i,-0.0054324+0.0028316i,-0.0010621+0.0049588i,0.0063833+0.0055891i,0.012024+0.0044556i,0.011444+0.0030952i
0.0016789+0.0015719i,0.0013062+0.0033271i,-0.0015706+0.0026676i,-0.0076152-0.014168i,-0.01607-0.058827i,-0.032932-0.11243i,-0.075172-0.12829i,-0.11369-0.081675i,-0.09478-0.01268i,-0.046728+0.01795i,-0.024382+0.013028i,-0.018724+0.0080437i,-0.0083753+0.0061059i,0.00098964+0.0022997i,0.0038143+0.002319i,0.0025574+0.0060792i,0.0023962+0.008169i,0.0060161+0.0065094i,0.0094995+0.002814i,0.0078121-0.0027677i,0.0010137-0.007708i,-0.0052408-0.010445i,-0.0065922-0.0096135i
0.00023654+0.0010842i,0.0038623+0.0019839i,0.009287+0.0094016i,0.0096972+0.025918i,-0.010409+0.057867i,-0.038728+0.10681i,-0.027503+0.14799i,0.025673+0.1399i,0.059715+0.078101i,0.048715+0.024378i,0.029682+0.01101i,0.020152+0.0084252i,0.010002+0.00087079i,0.002134-0.0040773i,0.00063958-0.0063728i,0.0018053-0.008931i,0.0022269-0.0097299i,-0.00045057-0.0089094i,-0.0048421-0.0076355i,-0.0062053-0.0029805i,-0.0055283+0.0061198i,-0.0039508+0.013244i,-0.0023098+0.01238i
0.0013062+0.0024918i,0.0029734+6.6529e-05i,0.008462-0.0068363i,0.021198-0.019553i,0.054433-0.033857i,0.10562-0.056059i,0.12375-0.095337i,0.075757-0.12173i,0.0085088-0.09588i,-0.018453-0.050246i,-0.013968-0.030365i,-0.0094513-0.022172i,-0.0065199-0.0080497i,-0.0034114+0.0028154i,-0.0045058+0.0068784i,-0.0072326+0.0073383i,-0.0068125+0.0067597i,-0.0039313+0.0083892i,2.317e-05+0.0096872i,0.0044546+0.0061801i,0.0085131-0.0017986i,0.01144-0.0085222i,0.010693-0.0091114i
0.00072465+0.00036694i,0.00070628-0.00046495i,-0.0014011-0.00017079i,-0.01582-0.00078864i,-0.052989-0.010546i,-0.10991-0.02798i,-0.15402-0.012832i,-0.13806+0.039668i,-0.068239+0.068666i,-0.015185+0.053632i,-0.0065456+0.032774i,-0.0067468+0.02106i,-0.00080465+0.0088609i,0.0045921-0.0012851i,0.0084606-0.0049572i,0.0099188-0.0044991i,0.009158-0.0034187i,0.0087256-0.0042806i,0.0080579-0.0066443i,0.0026962-0.0078325i,-0.0068974-0.005863i,-0.013285-0.0024143i,-0.013105-0.0012424i
-0.0015323-0.00088941i,-0.0010093-0.004052i,0.0017337-0.0054719i,0.012485+0.0040033i,0.035284+0.03933i,0.068178+0.09335i,0.10898+0.11377i,0.12768+0.065484i,0.094922-0.0022608i,0.047479-0.026124i,0.027738-0.01724i,0.019345-0.011113i,0.0051237-0.0079128i,-0.0050195-0.0022732i,-0.0078159-0.00087443i,-0.0075915-0.0027887i,-0.0066262-0.0037753i,-0.0075517-0.0022825i,-0.0079945+0.0010727i,-0.0038861+0.0048623i,0.0030599+0.007428i,0.0088625+0.0084647i,0.0097571+0.0088476i
-0.0033177+0.0038012i,-0.004663+0.0024366i,-0.0071735+0.00086408i,-0.0089374-0.010257i,0.00011669-0.049007i,0.013486-0.11335i,-0.0024359-0.15839i,-0.047806-0.13483i,-0.069256-0.063405i,-0.051002-0.015596i,-0.029138-0.0079471i,-0.01838-0.0050859i,-0.0065569+0.0028173i,0.0044017+0.005686i,0.0064513+0.0052759i,0.0038093+0.0057565i,0.0027368+0.00653i,0.0043415+0.0068837i,0.0072417+0.0056178i,0.0075123+0.0012164i,0.0028197-0.0057156i,-0.0012827-0.01129i,-0.0017203-0.013368i
-0.00060977+0.00036026i,-0.0014621+0.0012787i,-0.001371+0.0073287i,-0.005277+0.019819i,-0.030263+0.042259i,-0.078293+0.078428i,-0.099132+0.11814i,-0.052853+0.12891i,0.011639+0.092634i,0.031508+0.048583i,0.019803+0.028389i,0.011714+0.015802i,0.0064906+0.0011166i,0.00048196-0.0079612i,-0.0010802-0.010642i,0.0009183-0.0099525i,0.0029796-0.0087517i,0.0034634-0.0097361i,0.0017969-0.0093856i,-0.00029928-0.0049976i,-0.001997+0.0017122i,-0.0033115+0.0077981i,-0.0050442+0.0090417i
-0.0018349-0.00064099i,-0.0021543+0.00047295i,-0.0010872+0.00090759i,0.010553-0.0033372i,0.049576-0.007999i,0.11213-0.0097556i,0.15058-0.028335i,0.11965-0.063627i,0.049601-0.075524i,0.0090364-0.055472i,0.0049497-0.033709i,0.0034605-0.02031i,-0.00096727-0.0068067i,-0.0021245+0.0039942i,-0.002606+0.0070004i,-0.0043105+0.0056634i,-0.006478+0.0045678i,-0.0069318+0.0056855i,-0.0045001+0.0062524i,0.00030447+0.0046185i,0.0050904+0.0011637i,0.0086079-0.0021604i,0.0099466-0.0021631i
0.00020282-0.00166i,0.00076042+0.0016859i,-0.0019029+0.0062481i,-0.011771+0.0040878i,-0.03963-0.019789i,-0.086486-0.064405i,-0.12807-0.080851i,-0.12773-0.035568i,-0.083624+0.020777i,-0.041106+0.032941i,-0.0248+0.01995i,-0.016286+0.011501i,-0.0040608+0.0042858i,0.0042763-0.0024909i,0.0069198-0.003988i,0.0073356-0.0025182i,0.007468-0.00083363i,0.0083442-0.00012302i,0.0084362-0.00036891i,0.0044721-0.0013899i,-0.002509-0.0015631i,-0.00763-0.0015568i,-0.0083237-0.0035028i
0.0027092+0.00010891i,0.0032471+0.00051547i,0.0070083+0.00011104i,0.013493+0.0076334i,0.020058+0.042642i,0.026206+0.10358i,0.043111+0.14108i,0.068897+0.10783i,0.073705+0.039223i,0.051698+0.0043315i,0.030531+0.00308i,0.018096+0.0014538i,0.005065-0.0029849i,-0.0045811-0.0028615i,-0.0074824-0.0027981i,-0.0064021-0.003665i,-0.0044885-0.0038793i,-0.0041341-0.0039698i,-0.004893-0.0036386i,-0.00247-0.0014985i,0.002151+0.0010323i,0.0049439+0.003276i,0.0047553+0.006477i
-0.00074183+3.5479e-06i,0.0012937+0.00099393i,0.00057764+0.00031359i,0.0013349-0.010084i,0.016942-0.04117i,0.049022-0.092402i,0.059117-0.13095i,0.016795-0.121i,-0.031274-0.074674i,-0.036638-0.036129i,-0.020476-0.021053i,-0.012473-0.010773i,-0.0069821+0.0011818i,0.0011163+0.0065576i,0.0042459+0.006474i,0.0019382+0.0061393i,-0.0003093+0.0059677i,0.00017933+0.0068377i,0.0014457+0.0072643i,0.0013461+0.0041589i,-0.00062126-0.00042399i,-0.0024623-0.0045036i,-0.00082267-0.0068389i
0.0018743-0.00030398i,0.0032045-0.0016865i,0.0044534+5.2549e-05i,-0.0020742+0.0088448i,-0.031026+0.023931i,-0.086987+0.040677i,-0.12159+0.058976i,-0.087156+0.076145i,-0.023015+0.074457i,0.0054394+0.052102i,0.0024207+0.029123i,0.0013607+0.013431i,0.0034481+0.00055393i,0.0019284-0.0080333i,0.00024282-0.0094557i,0.00040046-0.007054i,0.0021803-0.0054005i,0.0044117-0.0043659i,0.00534-0.0033275i,0.0036017-0.0023638i,0.0020277+0.00098965i,0.0011239+0.003782i,-0.0017181+0.0032657i
