-0.00042503+0.00012941i,-0.00025173+0.0001082i,-0.0012228+0.00057444i,-0.002197+0.00087141i,-0.0030201+0.0021488i,-0.0029738+0.0039537i,-0.0017447+0.0042662i,-0.0010705+0.0029682i,-0.00057888+0.00092102i,0.00028466+9.7563e-05i,0.00053827-0.00050952i,0.00032471-0.00067137i,0.00022181-0.0001641i,5.747e-05-0.00033291i,9.8654e-05+2.8923e-05i,-0.00015079+0.00085512i,9.6433e-05+0.00043888i,0.00025631-0.00023926i,0.00031398+0.00051365i,0.00083577+0.00066503i,0.00090186+0.00074146i,0.00022181+0.00052005i,-0.00015061+0.00021354i
0.00056843-0.0011965i,-0.001004-0.0012086i,-0.0021854-0.0010788i,-0.0019144-0.00011983i,-0.0013174+0.0011859i,-0.0015829+0.0019096i,-0.0012657+0.0026671i,-0.00071468+0.002605i,0.00014722+0.001361i,0.00048965+0.00083988i,5.6141e-05+0.0011498i,-0.00016939+0.00059061i,-0.00034861+0.00059869i,4.2196e-05+0.00097464i,0.00048172+0.0006253i,0.00052927+0.00028154i,0.00026978-4.8065e-05i,-0.00022564-0.0004856i,-1.4904e-05-0.00090272i,-0.00014164-0.00083223i,-0.00062486+0.00020609i,-0.00037618+0.00077038i,-0.00028143+0.00050948i
-0.00085289+0.0013295i,-0.0002146+0.0021349i,1.5934e-05+0.0025537i,-0.00018095+0.00142i,-0.00093787+0.00058714i,-0.0017167+0.0010088i,-0.001786+0.0012857i,-0.0013898+0.00090323i,-0.00060676+0.00028856i,0.00031991+0.00059201i,0.0012142+0.001409i,0.0011992+0.00094292i,0.00020099+0.00056255i,-0.00013055+0.00061968i,-8.5627e-06+5.1836e-05i,0.00040354-0.00034184i,-9.9539e-06-0.0003198i,-0.00029006-0.00066137i,-0.00017027-0.00024401i,-0.00098355-0.00060908i,-0.00067167-0.0010411i,-0.00022089-0.0001473i,-0.00025442+0.00033419i
-0.0001173+0.00093698i,-0.00040332-9.3458e-05i,-0.00057104-0.00052642i,-0.0010253+0.00048844i,-0.0017473+0.0018445i,-0.0016152+0.002178i,-0.0011807+0.0022529i,-0.00062015+0.0021257i,-0.00022665+0.0019267i,-0.00030645+0.001285i,0.00069679+0.00033456i,0.0016699-0.00037335i,0.00023664-0.00069811i,-0.0006322-0.00051012i,9.5336e-05+2.4833e-05i,-0.00024927+0.0001172i,-0.00032204-0.00010419i,0.00018188-0.00024045i,-0.00028972+0.00023102i,-0.0003235+0.00040266i,0.00036931+0.00057443i,0.00049474+0.00062124i,0.00047099+0.00043502i
0.0017104+0.00041749i,0.0012581-0.00029762i,0.00084036-0.0013473i,3.946e-05-0.00067948i,-0.00084256+0.00050889i,-0.0013963+0.00066374i,-0.0011865+0.0010213i,-4.7703e-05+0.0011768i,0.00042629+0.0004829i,0.00013087-0.00028503i,0.00065526-0.00051916i,0.00078046-0.00035441i,0.00061398-0.00020058i,0.00038845-0.00020733i,-0.00047438+9.5105e-05i,-0.0008643+0.00048251i,-0.00048852+0.00047719i,-0.00039446-6.6468e-05i,-0.00018668-0.00062485i,4.5905e-05-0.00032228i,5.2137e-05+0.00015949i,-0.00041462-8.6819e-05i,-0.00072457-9.0127e-07i
0.0012493+0.00063478i,0.00060147-0.00034035i,6.2161e-05-0.0008475i,-0.00042851-0.00072982i,-0.00053092+0.00021363i,-0.0017506+0.0019585i,-0.0018924+0.0024404i,-0.00062949+0.0017152i,-0.00025562+0.00093077i,-0.00022776+6.6063e-05i,0.00013298-0.00029819i,1.7006e-05-7.5707e-05i,0.00024707+8.0114e-05i,0.00077847+0.0005863i,0.00045657+0.00072092i,-0.00028919-0.00012789i,0.00030306-0.00088709i,0.0011965-0.00040667i,0.0010007+0.00056562i,0.00061046+0.00022457i,0.00083479+0.00015944i,0.00050402+0.00027736i,5.0798e-05-2.9013e-05i
0.00059389+0.00067179i,0.0010209-0.00011346i,0.0010793-0.00052731i,0.00042068+0.00046033i,-0.00048938+0.00037261i,-0.0013173+0.00059063i,-0.00167+0.0012416i,-0.0010486+0.001297i,-0.00044817+0.0012083i,-0.00037724+0.0012108i,-0.00016343+0.00094954i,0.00049241+5.8012e-05i,0.00044842+0.00014893i,-0.00030247+0.00069389i,-0.00059721+0.00026024i,-0.00040423-0.00012456i,-3.1197e-05+0.00017269i,0.00017307+0.00063121i,-0.00014059-3.5808e-06i,-0.0010616-0.00012511i,-0.00094033+0.00010931i,8.0577e-05-0.00076774i,-0.0001166-0.00077429i
0.00055697+0.00064516i,0.00015569+0.00030775i,0.0003601+0.00015949i,0.00069317+0.00068032i,0.00075955+0.0018404i,-0.00022592+0.0026739i,-0.001828+0.0023405i,-0.0018164+0.0018189i,-0.0004053+0.0013659i,0.00034536+0.00048178i,0.00065645+6.2937e-05i,0.00098419+3.3029e-05i,0.00077452+0.0002888i,2.1962e-07+0.00037852i,-0.00022849+0.00010562i,0.00016056+5.0997e-05i,0.00016129+0.0001691i,8.5039e-05+0.00023991i,0.00035549+0.00010345i,0.00079719+0.00020813i,0.00024476+0.00024784i,0.00014091+0.00016336i,0.00038789+0.0003252i
-0.00073306-0.00064226i,-0.0010894-0.00074282i,-0.0016134-0.0012744i,-0.001334+0.00015618i,-0.0017416+0.0020669i,-0.0023713+0.0023223i,-0.0020567+0.0023281i,-0.0014096+0.0023854i,-0.0009385+0.0014685i,-0.00025399+0.00067093i,0.00048014+0.00017994i,0.00072868-0.0001121i,0.0009262+0.00031927i,0.00063366+0.0010942i,-0.00035638+0.00070318i,-0.00060232-1.5716e-05i,-0.00076153+0.00030979i,-0.00030156+0.00051593i,0.00020153+3.9219e-05i,-0.00013909-0.00016106i,1.9337e-05+1.0878e-06i,-0.00011226-7.8126e-05i,6.3551e-05-0.00014121i
1.9795e-05-0.00093682i,4.9561e-06-0.0010059i,-0.00016217-0.00097685i,-0.00076535-0.001035i,-0.00043872+0.00023509i,-0.00047215+0.0014533i,-0.00093113+0.0015755i,1.0281e-05+0.0017438i,0.00038332+0.0019355i,0.00039832+0.0012662i,0.0015673+0.00011874i,0.0020438+0.00021599i,0.00090295+0.00081104i,0.00039833+0.0014597i,0.00073609+0.0009482i,0.00028858-0.00081149i,-8.2359e-05-0.0012785i,0.00017512-0.00088271i,-0.00032341-0.00056736i,-0.0010584+0.00016266i,-0.0012017-5.1538e-05i,-0.00022922-0.00070847i,0.00048903+9.6947e-05i
-0.0010636-0.00030364i,-0.00063713+0.00016235i,-0.00069123+0.00095672i,-0.0012801+0.0016308i,-0.0015632+0.0018651i,-0.0014239+0.0019471i,-0.0018163+0.0016191i,-0.0019424+0.001112i,-0.00055913+0.00048297i,0.00066082-6.1013e-05i,0.00095081+5.9351e-05i,0.0015344-0.00025252i,0.0011881+0.00016484i,0.00047985+0.0001735i,0.00042389-0.00045162i,0.00078684-0.00040588i,0.00047815-0.00022675i,-0.00017478-0.00011205i,-0.00014255-0.00033803i,0.0002414-0.00027039i,4.659e-05-0.00017337i,-0.00073364-0.00040318i,-0.00045473-0.00021993i
-0.00021026+0.00064869i,-0.00035985-5.2453e-05i,-0.00010696-0.00058267i,-0.00019877+0.00040147i,-0.0013127+0.0010443i,-0.0022734+0.0015207i,-0.0022164+0.0014242i,-0.001276+0.0012026i,-0.00068733+0.0017141i,-0.00028171+0.0022368i,0.00050845+0.0014418i,0.00079254+0.00028087i,0.00011023-0.00017438i,-0.00078117+6.8846e-05i,-0.00085461+0.00047573i,-0.00030517-5.271e-05i,0.0001957-0.00038626i,0.00043129-0.0006137i,0.0001448-0.00041289i,0.00016213-0.00013666i,0.00066787-0.0004914i,0.00022742-0.00054191i,-0.00042198-0.00059354i
0.00097944+0.00017825i,0.0010941-0.0013627i,0.00068811-0.0017949i,-0.00062012-0.0014216i,-0.00091347-0.00061904i,-0.00071307+0.00024709i,-0.00068555+0.00066476i,-0.00059575+0.0011475i,-0.00067405+0.00057354i,-0.00049614-0.00073199i,-3.1349e-06-0.00086806i,-0.0004161-0.00049607i,-0.00075863+3.8366e-05i,-0.00055454+0.00023125i,-0.00023927+0.00047264i,-0.00066457+0.00058143i,-0.0010803+0.00020125i,-0.00033726+0.00015152i,0.00013197-9.4128e-05i,-0.00037885-7.1763e-05i,-0.00093183-0.00029114i,-0.00033289-0.00042599i,0.00026114+0.00088192i
0.000254-0.00064461i,-0.00076788+0.00011523i,-0.00097483+0.00079055i,-0.00090473+0.00024342i,-0.0011437+0.00018119i,-0.0013131+0.00093983i,-0.0014928+0.001305i,-0.0010452+0.00062i,-0.00011827-0.00017943i,0.00092378-0.00020271i,0.0015156-0.00056569i,0.0020482-0.00022647i,0.0019646+0.00050016i,0.0010674+0.00092043i,0.00010605+0.00038059i,-0.00031423+0.00055909i,8.8175e-06+0.00077569i,0.00043379+0.00067633i,-2.9675e-05+0.00070454i,-0.00014397+0.00037035i,0.00039649+0.0005217i,0.00050827+0.0001011i,0.00052756-0.00048314i
-0.0016279+0.00087529i,-0.0017104+0.00073935i,-0.0013803+0.0016401i,-0.00078704+0.002231i,-0.000757+0.0018544i,-0.00074472+0.0010089i,-0.0010263+0.0012826i,-0.0010456+0.0021i,-0.0002067+0.0017113i,0.00085977+0.0013574i,0.00097738+0.00091751i,0.0008489-0.0006233i,0.00085114-0.0014428i,0.00088402-0.00070827i,0.0011222-7.526e-05i,0.00092172+0.00056652i,0.00051792+0.00092455i,0.00081877-0.00031938i,0.000392-0.00099519i,-0.00047699-0.0004768i,-0.00049408-0.00035891i,-0.00040191-0.0001762i,-0.0002978+0.00032459i
0.00055773+0.0015004i,0.0010349+0.0016762i,0.0012979+0.0015823i,0.00090005+0.00051899i,-3.0755e-05+0.00011789i,-0.0011667+0.00075254i,-0.0019315+0.0011381i,-0.0017663+0.0012925i,-0.0011109+0.0012604i,-0.0005006+0.00080797i,-2.7386e-05+0.00026401i,-1.3697e-05+6.367e-05i,-0.00019881+0.00019923i,-0.00031386-9.021e-05i,-0.00013577-0.00023229i,-5.9763e-05-0.00010571i,1.2492e-05-0.00084046i,0.00068081-0.0009315i,0.0010276-0.0005832i,0.0006961+0.00036174i,0.00050105+0.0010625i,0.00060142+0.00090644i,0.00056422+0.00070953i
-0.00059841+0.00014314i,-0.00049133+0.00074243i,-0.00037196-6.4976e-05i,-0.00053926-0.0012804i,-0.00090159-0.00090815i,-0.0010455+0.00071599i,-0.000869+0.0017872i,0.00010648+0.0010445i,0.0014012-0.0001217i,0.0016298-3.701e-05i,0.00063849-3.308e-05i,0.00060013-0.00024592i,0.00045688-0.00050698i,0.00023819+0.00036481i,0.00033779+0.0012252i,9.9208e-05+4.6107e-05i,-0.00039908-0.00020552i,-0.00025674+0.00032166i,4.7458e-06+3.2515e-05i,-0.00057036-0.00030243i,-0.00067142-3.4563e-05i,-0.00031963+0.00042296i,3.0568e-05+0.00081809i
-0.00027779+0.0013294i,-0.00057109+0.0014123i,-0.00076333+0.00064461i,-0.00041226+0.00019395i,-0.00030032+0.00078241i,-0.00097954+0.0010136i,-0.0015504+0.00070735i,-0.001175+0.00040624i,-0.00026431+0.00012328i,-0.00024678+0.00020801i,0.00026784+0.0001673i,0.00066029-7.7119e-05i,-5.0252e-05-5.6743e-05i,0.00015648+8.7924e-05i,-4.7627e-05+0.00063418i,-0.00032715+0.00082369i,0.00041398+0.00038645i,0.00056702+0.00093844i,0.00024179+0.0013038i,0.00017573+0.0008158i,0.00051233+0.00094428i,0.00079011+0.00097003i,0.00062149+0.00082648i
0.0011481+0.00015582i,0.00028085+0.00019279i,6.1652e-06+0.00055084i,-0.00039785+0.00077341i,-0.0014186+0.00060148i,-0.0020568+0.0012877i,-0.0015205+0.0015909i,-0.00090501+0.00064338i,0.00013735-0.00021278i,0.0004971-0.0004321i,-0.00022963+0.00047915i,-0.00066672+0.00066785i,-0.0010963+0.00038452i,-0.0011677+0.00050648i,-0.00074441+0.00028029i,-0.00039473-0.00014689i,-0.00043068-0.00083786i,-0.00037526-0.00040392i,-0.00028729-4.5521e-05i,9.9772e-05-0.0002688i,0.00031531-5.3655e-05i,9.9966e-05+0.00040263i,2.2137e-05-0.00035412i
0.00035121-0.00037443i,0.00018396-0.00047047i,-0.00057853-0.00064997i,-0.00077684-0.00062371i,-0.0011817+0.00036226i,-0.0021776+0.0014358i,-0.0018943+0.0015265i,-0.00091997+0.00081726i,-0.00021644+6.4567e-05i,0.00030936+0.0001284i,0.0001778+0.00071357i,-6.0477e-05+0.00042647i,0.00012579-0.0001447i,0.00022265+0.00019097i,5.3855e-05+0.00064332i,0.00012653+0.00032348i,-0.00033305+0.00045107i,-0.00041422+0.00099804i,-3.1703e-06+0.0010451i,-0.00015503+0.00020536i,-0.00075888+0.0001359i,-0.0010641+0.00039259i,-0.00048236+2.239e-06i
5.2843e-05+0.0002132i,0.00077708-0.00056129i,7.9667e-05+7.3383e-05i,-0.00043183+0.00079975i,-0.0010083+0.00060544i,-0.0017972+0.00053159i,-0.0017145+0.00073422i,-0.00076495+0.0014192i,0.00017641+0.0010121i,0.0010867+0.00013075i,0.0012702+0.00034821i,0.00080093+0.00073208i,0.00010577+0.0011208i,-0.00028841+0.00075094i,-5.741e-05+0.00056093i,0.00030826+0.00066658i,0.00091841+0.00033776i,0.0008115+0.0003842i,0.00043817+2.6248e-06i,0.00088347-0.0008933i,0.00060104-0.00085671i,-0.00077012-0.00058769i,-0.0006262+0.00019274i
-0.0009835-5.1356e-05i,-0.00096621-0.00037884i,-0.0012206-0.00077253i,-0.0014489-0.0002966i,-0.0013908+0.00043177i,-0.0013798+0.0015941i,-0.0014274+0.0016847i,-0.0012272+0.001126i,-0.00026226+0.00042209i,0.00049565-6.8824e-05i,0.00033139-0.00033183i,0.00014255-0.00070335i,0.00053166-0.00067502i,0.0010694-0.00038431i,0.0010899+0.00026258i,0.00046214+0.00014605i,0.0009221-0.00033944i,0.00078715-0.00059547i,-0.00033157-0.00079761i,9.552e-05-0.00095875i,0.00071386-0.00053867i,-4.8755e-05-0.0001538i,-0.00037399-0.00030314i
-0.00023508+0.00051632i,-0.00067722+0.00038226i,-0.0016605+0.00031593i,-0.001147+0.00073117i,-0.00024218+0.00046182i,-0.0010183+0.00061347i,-0.001671+0.00077667i,-0.0014554+0.00071986i,-0.0010306+0.00019186i,-7.0984e-05-0.00055275i,-0.0001318-0.00087982i,0.00024986-0.00047928i,0.00089478+0.00059386i,0.0004106+0.00060771i,0.00023042-0.00016011i,0.00011546-0.00085425i,-0.00028148-0.00086054i,0.0003565-0.00087151i,0.0012519-0.00030415i,0.0012474+0.00024936i,0.0006946+0.00044697i,0.0002042+0.00092086i,-0.00050566+0.00073486i
-0.00017688-0.00025332i,-0.00072421-0.00041467i,-0.0012807-0.00079443i,-0.00081518-0.00041503i,-0.00044577+0.00064112i,-0.00098421+0.0011174i,-0.0017594+0.00080814i,-0.0012232+0.00045337i,-0.00053521+0.00083128i,-6.422e-05+0.0011412i,0.00052755+0.0014121i,0.00044701+0.0017952i,0.00066585+0.0010555i,0.0005145+9.7378e-05i,-0.00016857-0.00023019i,0.00015731-0.0004798i,0.00030721-0.00011317i,-0.00042526+0.00025181i,-0.00066479-0.00036248i,-0.00035104-0.00095704i,9.0443e-05-0.0008513i,0.00064258-0.00032343i,0.00025886+0.00024174i
0.00045543-0.000297i,0.00022314-0.00086777i,-0.00098305-0.0012605i,-0.00091936-0.0010322i,-0.0014865-9.6034e-05i,-0.0024558+0.00136i,-0.0019332+0.0020992i,-0.0010747+0.0017301i,-0.0010982+0.0006489i,-0.0010282-0.0003531i,-0.00041356-0.00078254i,0.00051311-0.00030118i,0.00056035+0.00073682i,-0.00032081+0.00097074i,-0.00028191+0.0015182i,0.0001991+0.0014747i,3.18e-05+0.00036209i,0.00033796-0.00068084i,0.00074536-0.00017069i,0.00097483-8.4983e-05i,0.0010885-0.00012564i,0.00031241+9.0511e-05i,-0.00065035+0.00010082i
0.00058636+0.00032519i,0.00024868+0.00050491i,-0.00010059+0.00012096i,-0.0010154+0.00066823i,-0.0020354+0.0019548i,-0.0021503+0.0018657i,-0.0020205+0.0013381i,-0.0016848+0.00048402i,-0.00034348+0.0002763i,0.00044669+0.00082424i,0.00075762+0.00087001i,0.00097779-4.0113e-06i,9.1391e-05+0.00019538i,-0.00076535+0.0010035i,-0.00061039+0.00059352i,-0.00055663+6.9173e-05i,-0.0006536-6.5181e-05i,-0.0010256+4.0427e-05i,-0.00097423-0.00036784i,-0.00045028-0.00073794i,-0.00026436+0.00017342i,-0.00048417+0.0008154i,-0.00046858+0.00074233i
-0.0010173+0.00014298i,-0.00084959+0.00010604i,-7.4996e-05-0.00011752i,-5.3239e-05+1.6825e-05i,-0.0012131+0.0008336i,-0.0017778+0.0011827i,-0.0014879+0.0012515i,-0.0012147+0.00086749i,-0.00071501+0.00014381i,-0.00029518+0.00025379i,0.00040538+0.00060683i,0.00071734+0.00074869i,0.00014705+1.835e-06i,0.00040557-0.00075475i,0.00021918-0.00097542i,-0.0004312-0.00051824i,-0.00037824-2.4538e-05i,0.00034224-0.0004102i,0.00041166-0.00011995i,-0.00047022+0.0005506i,-0.00055987+0.00042461i,2.4439e-05+0.00010909i,0.0002347-0.00054189i
-0.00069814+0.00033724i,-0.00061181+6.5825e-05i,-0.00018248+0.00058518i,-0.0006756+0.00092773i,-0.0019561+0.0012647i,-0.002213+0.0019913i,-0.00146+0.0024571i,-0.0010153+0.0019033i,-0.0011855+0.0014794i,-0.0012277+0.0012503i,-0.00048609-0.00035757i,-0.00068595-0.00053763i,-0.00076645+0.00023921i,-0.00074322+0.00026584i,-0.00060592-0.00020843i,-0.00023992-0.00030584i,9.2827e-05+0.0012161i,4.9945e-05+0.0019348i,-0.00027024+0.00076857i,-0.00019888-0.00037576i,-0.00014338-0.0014912i,-0.0001243-0.000809i,-0.0004159+0.00014241i
-0.00056687-0.00069859i,-0.000809-0.0005025i,-0.0011628-0.00095717i,-0.0019392-0.00071078i,-0.0023121+0.00069918i,-0.0015166+0.0017945i,-0.00036866+0.0019434i,0.00016774+0.0015136i,0.00017712+0.00074211i,0.00067777+0.0008755i,0.0011469+0.0010682i,0.00037192+9.1003e-05i,-0.00068546-0.00043175i,-0.0013429+0.00016695i,-0.0012271+0.00060689i,-0.00060056-0.00027081i,-0.00040406-0.00069664i,4.9259e-05-0.00037219i,0.00069491+0.00027521i,-0.00012858+0.00057335i,-0.0010916+0.00012808i,-0.00045979+0.00010091i,6.493e-06+0.0011046i
0.001849+0.00049719i,0.0018192-7.5352e-05i,0.0013644+0.00010274i,-0.00086352-0.00023221i,-0.0024408-3.4137e-05i,-0.003135+0.0011865i,-0.0031339+0.0017874i,-0.0015697+0.0010035i,-0.00034791+0.00039433i,0.00033307+1.141e-05i,0.00063752-0.00028158i,0.00026093-0.0002592i,-0.00021875+8.6388e-05i,-8.4592e-05-0.00033485i,3.8412e-05-0.00025224i,-7.5582e-05+0.00047415i,-0.00062854+0.00028365i,-0.00067702-3.5508e-05i,-0.00034584+0.00029227i,-0.00050267-0.00015522i,-0.00056031+3.8634e-05i,-0.00028274+0.00050597i,0.00013571-0.00050233i
0.00060594-3.5593e-05i,0.00057052+0.00022576i,6.222e-05-5.1594e-05i,-0.00090936+0.00074063i,-0.0012318+0.0024082i,-0.0015261+0.0026185i,-0.0016871+0.0022022i,-0.00066824+0.0020278i,0.0004552+0.001821i,0.00091449+0.00083917i,0.00067106-8.6936e-05i,0.00027469+3.4948e-05i,-0.00062415+0.00043164i,-0.0010603+5.6584e-05i,-0.00043622-0.00028381i,-0.00064471-7.9821e-05i,-0.00069648+3.7286e-05i,-0.0001512-4.7107e-05i,-0.00043492-0.00040594i,-0.0005477-0.00028335i,-0.0005862-5.083e-05i,-0.001019+0.00014038i,-7.9062e-05+0.00036664i
-0.00039821+2.9538e-05i,-0.0010228-0.00046703i,-0.0017658-0.00092502i,-0.0019651-0.00064499i,-0.0013635+0.00039931i,-0.0017456+0.00194i,-0.001828+0.0025466i,-0.00081045+0.0013786i,-0.00040127+0.00030444i,0.00048423-0.00018548i,0.00089941-0.00015173i,-0.00044158+0.00044901i,-0.00049745+0.0010913i,0.00026479+0.00096485i,-0.0004803+4.0236e-06i,-0.0011689-0.00070584i,-0.00073255-0.00086624i,0.00076687-0.00061619i,0.0010881-0.00061592i,0.00081773-0.00077466i,0.0009973-3.0367e-05i,0.00072686+5.3142e-05i,0.00012707-0.00026765i
0.00035328+0.00077117i,-0.00012776-0.00016472i,0.00012585-0.001064i,0.00032327-0.00085104i,-0.00010674-0.0001615i,-0.0005784+0.00066419i,-0.00077893+0.0013239i,-0.00075368+0.0014595i,-0.00055601+0.001464i,-0.00013107+0.00031489i,0.00033706-0.00032536i,0.00026758-0.00014819i,0.00014657+0.00017012i,0.00061896+0.00088303i,5.1559e-05+0.0015295i,-0.00059602+0.0011552i,-0.00036021-0.00015749i,7.583e-05-0.00024989i,-0.00028389+0.000577i,-0.00067071+0.00054475i,3.6793e-05+0.00052164i,0.00060279+0.00047599i,0.00014186-0.00034522i
-0.00032782-0.00032329i,0.00025182-7.8312e-05i,-0.00013259-0.00035164i,-0.0014703-0.00036341i,-0.0023038+0.0014821i,-0.0020839+0.0028982i,-0.0013997+0.0020395i,-0.00089667+0.0011168i,-0.00042775+0.0007294i,-5.9155e-05+0.00082261i,7.8759e-05+0.0012308i,9.6588e-05+0.0004853i,-0.00071941-0.00010788i,-0.00060171+0.00015189i,0.00040361+0.00020067i,0.00023852+0.00062148i,-0.00053754+0.00098376i,-0.00040368-0.00010644i,0.0004365-0.00068697i,0.00066385-7.0274e-05i,0.00040957+0.00014639i,0.00051056+0.00081366i,0.00017438+0.00092197i
0.00034782-0.0027178i,-0.00068334-0.0030316i,-0.00085559-0.0017556i,-0.00075674-0.00094534i,-0.00070076-1.7183e-05i,-0.00098237+0.0013614i,-0.0008764+0.0020995i,-1.5636e-05+0.001817i,0.00050754+0.00050986i,0.00015539-0.00065595i,0.00035242-0.0009736i,0.00067453-0.0009105i,0.0006618-0.00027304i,0.0012938+0.0008777i,0.0017724+0.00091597i,0.001862+1.1507e-05i,0.0010813-3.8183e-06i,-0.00016532-0.00036993i,-0.00011527-0.0007195i,0.00024096-0.00031175i,0.00035586+0.00015891i,-3.069e-05+0.00047004i,-0.0010313+0.00070715i
0.00017723-0.0005776i,-0.00064477-0.00061488i,-0.001752-0.00070442i,-0.0023616+0.00032518i,-0.0018805+0.0018899i,-0.0013565+0.0019542i,-0.0012313+0.0014248i,-0.0013903+0.00089819i,-0.0013347+0.00060716i,-0.001003+0.00079895i,-0.00062024+0.00093349i,0.00029974+0.00066947i,0.00024099+0.00021417i,-0.00032784+0.00038406i,-0.00015444+0.00052888i,-0.00029654+0.00037269i,-0.00022663-0.00026966i,-0.00064158+0.00030475i,-0.00085072+0.00047588i,0.00040837-0.00029829i,0.0004456+2.6583e-05i,-0.0008231+0.00063655i,-0.0012686+0.00056927i
-0.0023542-0.00095365i,-0.0022671-0.00051079i,-0.0015276+3.769e-05i,-0.0014146+0.00072034i,-0.0014043+0.0017037i,-0.0010767+0.002047i,-0.0010041+0.0017339i,-0.00062157+0.0012812i,-0.00053565+0.00020915i,-0.0003258+0.0006794i,0.00065761+0.0013128i,0.0012935+0.00093364i,0.00072557+0.00040431i,0.0012234-0.00025899i,0.0014265-0.00022132i,-6.6138e-05+0.00045918i,-0.00028835-6.3418e-05i,0.00036329-0.00076823i,0.00048554-0.0004407i,5.6893e-05-0.00022328i,-0.00017985-0.00061775i,0.00012489+9.7635e-05i,0.00033482+0.00022734i
-0.00026168+0.00025247i,-0.00057634+0.00036123i,-0.00069551-0.00058327i,-0.00046921-0.0012197i,-0.00042196-8.0685e-05i,-0.0011086+0.0017338i,-0.0020273+0.001789i,-0.0014207+0.00081545i,-0.00051244+0.00042847i,-0.00046891+0.00024116i,-0.00019174+0.000312i,-0.00025206+0.00015897i,-0.00013223-0.00041432i,0.00019406-0.00059238i,-1.8299e-07-0.00081093i,-0.00028344-0.00096811i,-0.00031568-6.5931e-05i,-0.0002792+0.00040262i,-0.00013534+0.00028788i,-0.00016645+0.00042301i,-0.00012258+0.00016777i,9.5343e-05-1.1584e-05i,0.00026126-0.00012526i
0.001759-0.0006126i,0.00084338-0.00040309i,-0.0010311-0.00073885i,-0.0022784-0.00042536i,-0.0029516+0.00058711i,-0.0028089+0.0019639i,-0.0021472+0.0027451i,-0.0011635+0.002088i,-5.644e-05+0.001458i,0.00032892+0.0012139i,-4.0566e-05+0.00071306i,-0.00022042+0.00054935i,-0.00024162+0.00020275i,-0.00090946-0.00028868i,-0.00087331+0.00017829i,-0.00034036+3.8569e-05i,-3.6774e-05-0.00067253i,0.00087231-0.00050054i,0.0011733+0.00022317i,-0.00026843+0.0003863i,-0.00083148+3.2606e-05i,-0.0004844+0.00064983i,5.0623e-05+0.0008867i
-0.0004052-0.00070625i,-0.0010841-0.00069477i,-0.0011793-0.00034771i,-0.0010222+0.00024956i,-0.0016175+0.00099706i,-0.0023068+0.0016332i,-0.0018634+0.0021921i,-0.00064541+0.0016296i,-0.00040473+0.00044007i,-0.00028068+0.00016925i,0.00015271+0.00047641i,0.00017793+0.00071157i,0.00021152+0.00047635i,0.00019102+0.00061064i,0.00052791+0.00072937i,0.0010088+0.00025954i,0.00090699+0.00021488i,0.00054129+8.9052e-05i,0.00018221-0.00046771i,5.9222e-06-0.00092038i,0.0007326-0.00077783i,0.00085997-0.00037412i,0.00030998-0.00020549i
-0.00041752+0.0006876i,0.00045997-0.00011347i,0.0021435-0.0011851i,0.0013785-0.00050854i,-0.0012896+0.00019782i,-0.0021312+0.00070332i,-0.00093133+0.0010362i,0.0002633+0.00035743i,0.00010422+0.00027509i,0.00027367+0.00070876i,0.0011551+0.0004719i,0.00088644+6.5058e-05i,0.000289-0.00033515i,0.00051531+0.00046018i,0.00039581+0.0015012i,-0.00044592+0.0016514i,-0.0010162+0.0015732i,-0.00046014+0.0013039i,0.0003522+0.00088853i,0.00039468+0.00064126i,0.0002212+0.00027657i,0.00013241+6.0132e-05i,0.00035708+0.0005133i
0.001386-0.00068165i,0.0009686-0.00078241i,-0.00068146-0.0010288i,-0.0012227-0.00062604i,-0.0014817+0.00033922i,-0.0026268+0.0011218i,-0.0019077+0.0017933i,-0.00053961+0.0018918i,-0.00013096+0.00094986i,-0.00024749+0.00073877i,-0.00035605+0.00069977i,8.4144e-05+0.00041813i,0.0001762+0.00045203i,0.00025619+0.00093297i,0.00026048+0.00089605i,3.541e-05+0.00072627i,-0.00022641+0.001067i,0.00069488+0.0008841i,0.0011035+0.00016921i,6.1288e-05-0.00010495i,-0.00028419-0.00064352i,-0.00066018-0.0010136i,-0.00081056-4.7425e-05i
0.0012805+0.0005219i,0.0013523-0.00031716i,0.00017957-0.0011465i,-0.0019244-0.00082102i,-0.0025864+0.00049203i,-0.0018344+0.00086685i,-0.0017053+0.00078551i,-0.0018352+0.0011236i,-0.0012294+0.00066993i,-0.00036668+0.00019228i,4.4197e-05+7.9675e-05i,-0.00015053-0.00031945i,-0.00052883+0.00061422i,-0.00072658+0.0013353i,-0.00082169+0.0008426i,-0.00049756+0.0004125i,-0.00026286+0.00030726i,-4.6101e-05+0.00051402i,0.00037853+0.0005972i,-0.00041673+0.00066341i,-0.001197+0.00037474i,-0.00050537-0.0004211i,0.00018556+0.00025958i
