-0.0010673+0.00054111i,-0.00068373+0.00014042i,-0.00091616-7.8487e-05i,-0.00090246-0.00094227i,-0.00091272-0.00076899i,-0.0014403+0.00023172i,-0.0012923+0.0010587i,-0.00028354+0.0012454i,0.0012576+0.0015134i,0.0014442+0.00070454i,0.00069155-0.00071081i,0.00023578-0.00096146i,1.7885e-05-0.00017271i,-0.0005478+0.00027309i,-0.00033523+0.00056432i,-0.0001261+0.00075255i,0.0004944+0.00046733i,0.0011307+0.00024243i,0.00071073+0.00062154i,8.4771e-05+0.00046375i,0.0003458+0.00023709i,0.00084496-0.00043189i,0.0005159-0.00079661i
-0.0015876-0.0006379i,-0.0013073+0.00020197i,-0.0020377+0.0011993i,-0.0022608+0.0025348i,-0.00076138+0.0030329i,4.1318e-05+0.002218i,-0.00049519+0.0005678i,-0.00051093-0.00047055i,-4.5494e-05-0.00031115i,-0.00036863+7.471e-05i,-0.0010818+3.0608e-05i,-0.0012835-0.00034789i,-0.00076094-0.0011778i,7.7866e-05-0.0012752i,-0.00049163-0.00074132i,-0.0014368+0.00021891i,-0.0011294+0.00075321i,-0.00042348+0.00052678i,-9.8914e-05-0.00045423i,-1.4177e-05-0.00082922i,0.00036614-0.00073793i,0.00071101-0.00055918i,0.00014627+0.00010485i
-0.00029047+0.00046545i,-0.00021253+0.00041538i,2.1413e-05+0.00014701i,0.00036753+0.0011841i,-0.00010073+0.0016234i,-0.0002816+0.00063124i,0.00024782+0.00037472i,0.00016739+0.00045155i,0.00016957+0.00023243i,0.00046939+0.00017793i,0.001005+0.00079451i,0.00048443+0.00077695i,-0.00073446+0.00029112i,-0.00043467+0.00019881i,-0.00036247+0.0005942i,-0.00077981+0.0010941i,-0.0011329+0.0012522i,-0.0016051+0.00066649i,-0.0007603-0.00028676i,0.00027899+0.0001557i,0.00018435+0.00065221i,0.00029206-9.4092e-05i,0.00068288-0.00035738i
-0.0011342-0.00070456i,-0.0013959-0.00093884i,-0.002328-0.001147i,-0.003-0.00012632i,-0.0029322+0.00062485i,-0.0022143+0.0009709i,-0.00081095-4.6375e-05i,0.00032379-0.00010952i,-1.1004e-05+0.00030506i,-0.0006319+2.1692e-06i,-0.00045888+0.00034935i,0.00024921+0.00040627i,0.00055082+0.00030607i,0.00015674+0.00018865i,-0.0004192-2.1818e-05i,-0.00069457+0.0004955i,-0.00027134+0.00030852i,0.00018175+0.00039683i,0.00017387+0.00035992i,-0.00018484+1.7681e-05i,-0.0001039+4.6726e-05i,0.00032829+3.0054e-05i,0.00045745+9.8504e-06i
-0.00018719-0.0011463i,-0.00070577-0.0015966i,-0.0014328-0.0011828i,-0.0018307-0.00017267i,-0.0017421+0.0018277i,-0.00071307+0.0022651i,0.0001229+0.001276i,-0.00012073+0.00085343i,3.4578e-05+0.00098855i,0.00086996+0.00045264i,0.00060102-0.00030379i,-0.00047689-0.00088288i,-0.00057027-0.00096406i,-0.00067037-0.00066065i,-0.00092874-0.00047211i,-0.0010295+0.00013097i,-0.0010474+0.00027733i,-0.0012829+2.7693e-05i,-0.00064895-0.00019569i,1.9176e-05-5.1391e-05i,-0.00016466+0.00023874i,-0.00020003-0.00011374i,0.00039331-0.00030649i
-0.00055837+0.0016743i,-0.00089185+0.0013742i,-0.0012075+0.0011467i,-0.00085991+0.0013437i,-8.0474e-05+0.0007338i,0.00036544+5.7084e-05i,0.00033818+0.0003089i,0.0001173+0.0002711i,0.00047398-0.00031469i,0.00022645-0.00030762i,-0.00060925+0.0001892i,-0.000548-0.00030738i,-0.00097424-0.0011625i,-0.00090208-0.0010237i,-7.8833e-05-0.0002005i,0.0001454+2.0938e-05i,7.1002e-05+0.0002772i,-2.9546e-05+0.00031074i,0.00076523-0.0002085i,0.0010279-0.00045884i,0.0006669+1.8767e-05i,0.0011705+0.00065201i,0.0014106+0.00046066i
-0.00041845-0.0014649i,-0.00019624-0.0019135i,-0.00042643-0.0010064i,0.00033069+0.0010944i,0.00095194+0.0014411i,0.001123-0.00019147i,0.00093264-0.00060833i,-0.00033898-0.00047882i,-0.00022913-0.00012565i,0.00076652+0.00056204i,0.000814+0.00064255i,0.00060367+0.00069688i,-0.00033649+0.0005202i,-0.00087254-0.00021716i,-0.00060024-0.00023068i,-0.00062536+0.00062748i,0.00027095+0.0010146i,0.00055968+0.00095821i,0.00036206+0.00015922i,0.00044571-0.00039555i,0.00013113-0.00045606i,0.00016786-0.00041603i,0.00019425-0.00062057i
-1.4983e-05-0.00049755i,3.2393e-05+0.00068617i,-0.0004179+0.0013229i,-0.0013455+0.0012285i,-0.0014427+0.00074368i,-7.4702e-05+0.00074501i,0.00065734+0.00089707i,0.00067988+0.00075253i,0.00098903+0.00055367i,0.00055871+0.00021627i,-0.00012396+0.00052316i,-0.00061492+0.00059436i,-0.0010477-2.2369e-05i,-0.00067309+0.00053066i,-0.00029381+0.00047929i,-0.00046998-0.00020743i,-0.00062643+0.00038365i,-0.00096114+0.00076517i,-0.00021776+0.00010055i,0.00057975-0.00022253i,-6.0051e-07+0.00041753i,-0.00028414+6.5349e-05i,0.00043603-7.1072e-06i
-0.0011076-0.0028688i,-0.0016363-0.0018522i,-0.0018613+0.00015029i,-0.002118+0.0020252i,-0.0019174+0.0025374i,-0.00079956+0.001995i,-2.3466e-05+0.00051714i,0.00029677-0.00020045i,0.00024389+0.00011952i,-0.00053676+0.0007264i,-0.0011369+0.0014158i,-0.00088428+0.00086956i,0.00013812-0.00055418i,0.0008945-0.0011737i,0.00034383-0.00083399i,-0.00039055+2.3233e-05i,-0.00040989+0.00024484i,-5.7683e-05+0.0001843i,0.00026804+0.00055714i,0.00065293+0.00028593i,0.00073648-0.00039685i,0.00033926-0.00059679i,0.0001328-0.00040084i
-0.00068996+0.00084988i,-0.00047088+0.0013389i,-0.00068245+0.0018623i,2.6294e-05+0.0022804i,0.00080505+0.0018898i,0.00076569+0.00064438i,0.0003446-5.135e-05i,0.00053847-0.00068392i,0.0010296-0.00039216i,0.0011061+8.0389e-05i,5.0862e-05+6.1147e-05i,-0.0003766+0.00023767i,-5.9949e-05+0.0010753i,-0.00037788+0.0011658i,-0.0008556-5.5307e-05i,-0.00058102-5.8491e-05i,0.00038574+0.00097333i,0.00063343+0.00024543i,7.5746e-05-0.00093814i,-6.3651e-05-0.00063028i,1.4543e-05+5.5378e-05i,-0.00027177-0.0003805i,-0.00066592-0.00042855i
-0.0021329-0.00020586i,-0.00117-0.0011377i,-0.00058141-0.00015628i,-1.1476e-05+0.00084133i,0.00032007+0.00086739i,-3.3641e-05+0.00062603i,-0.00040956-0.00011477i,-0.00062983+3.8629e-05i,-0.00027641+0.00057334i,0.0003939-0.00026333i,0.00031491-0.00053966i,-0.00060758-0.00042111i,-0.0010361-0.00015534i,-0.0011344+0.00057429i,-0.00086144+0.00059926i,-0.0012208+0.00036988i,-0.00089203+0.00025136i,0.00032738-0.00026466i,0.00055937-0.00098613i,-0.00014886-0.00074714i,-0.00076374-0.00054557i,-0.00041029-0.00069745i,6.3557e-05-0.00048913i
0.00049146-0.00046016i,-0.0006517-0.00050718i,-0.00079052-0.00066831i,-0.0013824+0.00025835i,-0.0018448+0.001405i,-0.00082286+0.0010349i,0.00018595+0.00055547i,0.00052544-0.00054053i,0.00059364-0.00080773i,0.00081236-6.3639e-05i,0.00085887+0.00026834i,-0.0004505+0.00065338i,-0.0015361+0.00043123i,-0.0010516+2.6212e-05i,-0.00083579-0.00066918i,-0.0010322-0.00061234i,-0.0012299+9.12e-05i,-0.00069799+0.00048328i,-6.7631e-05+0.00029782i,0.00042708-0.00060564i,0.0011238-0.0010572i,0.00059831-0.00014473i,-0.00066182-0.00015184i
-0.00056636-0.00087779i,-0.0016808-0.00061785i,-0.0021553-0.0010025i,-0.0026059-0.00099955i,-0.001396-2.9986e-05i,0.00021468+0.00091784i,0.0004103+0.00036648i,3.7298e-05-0.00047916i,0.00032299-0.00024914i,-2.188e-05-0.00039808i,-0.00026182-0.00097398i,0.00020386-0.00074618i,-0.00010208+0.00027442i,-0.00015498-0.00033006i,-0.0005256-0.0006696i,-0.001364+5.7991e-05i,-0.0016763+0.00030036i,-0.0010121+0.00039756i,-0.00012254+0.00039279i,5.501e-05+2.9988e-05i,-5.7587e-07+0.0004938i,0.0002544+0.0008357i,0.00047065+0.00086198i
-0.00069799+3.0252e-05i,-0.00046806+0.00047999i,-0.00047206-5.0756e-05i,-9.8002e-05+2.747e-05i,0.00022224-0.00026035i,0.00095348-0.0011622i,0.00053306-0.00034505i,2.788e-05+0.00057527i,0.00045917+2.2054e-05i,0.0004204-0.00054473i,6.5515e-05-0.00031194i,-0.00034631-5.3115e-05i,-5.7844e-05+0.00065722i,-0.00015524+0.00072411i,-0.00024269+0.00026124i,0.00043439-0.00024773i,-0.00043225-0.00040761i,-0.00078128+0.00035529i,0.00049463+0.00098452i,0.00036441-0.00030556i,-0.00012361-0.0011823i,0.00031182-0.00061579i,0.00059648-0.00034627i
-0.00033258-0.00067689i,-0.0013155-0.00089403i,-0.001099-0.00057452i,-0.00055737-9.6731e-05i,2.7563e-05-3.7646e-05i,-0.00065817+0.00061258i,-0.00090088+0.00050722i,0.00065791+0.00017073i,0.0016201+0.00017791i,0.0010991-8.4668e-05i,0.00047454-0.00048455i,0.00023765-8.6678e-05i,0.00072691+0.00040998i,0.00038322-4.2732e-05i,-0.00025358-0.00062977i,0.00038438+0.00049301i,0.00063493+0.00097513i,0.00039503-0.00024924i,0.00030263-0.00036505i,0.00042566+0.00011786i,0.00057919-8.1015e-07i,0.00036615+0.00027467i,0.00039841+0.00028126i
-0.00054655-0.0011324i,-0.0010406-0.0013578i,-0.0017309-0.00018272i,-0.0016893+0.0012363i,-0.00086615+0.0015189i,-7.8573e-05+0.0010703i,-0.00048099-4.9654e-05i,-0.00027846-0.00064011i,0.00082863-6.5923e-05i,0.000989-0.00022606i,0.00016169-0.0008879i,-0.00038057-0.00073055i,-0.00018366-0.00044978i,0.00026864-0.0006358i,0.00076828-0.00053191i,0.00056616+7.09e-06i,-0.00047232+0.00034621i,-0.00039596+0.00022688i,-0.00034057-0.00011203i,-0.00056542-0.00015847i,-0.00056727-4.9841e-05i,-0.00057542+4.0897e-05i,-0.00055587-0.00052661i
-0.0035981+0.00081066i,-0.0022705+0.002598i,-0.0013224+0.0040732i,0.00040615+0.004147i,0.002089+0.0032797i,0.0017011+0.00065745i,4.8242e-05-0.00094738i,-0.000516-1.7722e-05i,0.00014023+0.001142i,0.00060353+0.0010409i,0.00011731-6.4054e-05i,-0.00042627-0.0008939i,-0.00027566-0.00054819i,-0.0011495+0.00030419i,-0.0015791+0.00034704i,-0.00032649+0.00056872i,0.00020134+0.0011728i,-1.601e-05+0.0010262i,0.00018234+0.00062276i,0.00048674+0.00043317i,0.00055881+0.00019077i,0.00038265-3.6576e-05i,0.00018421-0.00025549i
-0.0011036-0.00018876i,-0.0014202-0.00029906i,-0.0018692+0.0001755i,-0.0013589+0.00014675i,-0.00040307+0.00042298i,0.00014417+0.000557i,-0.00031905+0.00022787i,-0.00051421+0.0007248i,0.00011567+0.0011936i,0.00082667+0.0004756i,0.00025197-0.00021251i,-0.00089421-0.00084917i,-0.0012789-0.00087254i,-0.001021-0.0010303i,-0.00088175-0.00067546i,-0.00091503+0.00089963i,-0.0009434+0.0011921i,0.00045624+0.00055044i,0.00081696-0.00076077i,0.0003641-0.0013526i,0.00070983-0.00057229i,0.00021647-0.00011228i,-0.00013828-2.3363e-05i
0.00027407-0.00060486i,0.00054586+0.00058044i,-0.00038613+0.001394i,-0.0016286+0.0010963i,-0.0013552+0.00087085i,-0.00050908+0.00048205i,-7.7375e-05+4.7578e-05i,0.00059397-3.7041e-05i,0.0011835+0.00053537i,0.00044566+9.2149e-05i,-0.00060977-0.00017564i,-0.00081129+0.00060345i,-0.00072878+0.00042767i,-0.00058096-0.00013543i,-0.00065445+4.4249e-05i,-0.00075229+0.00029094i,-0.0010242+0.00076274i,-0.0010122+1.4981e-05i,-0.00023969-0.00075356i,2.6706e-05-0.00088621i,-0.00030064-0.00052873i,0.00011856+0.00022935i,0.00070343+8.628e-05i
0.00052167-0.0008389i,-0.00017802-0.0016283i,-0.0005574-0.0014121i,-0.00084419-0.0015313i,-0.00059259-0.00049971i,0.00016719+0.001229i,0.0003118+0.0011069i,0.00036569+0.00025626i,0.0010353-0.00036576i,0.0012127-0.00056056i,0.00031416+0.0002943i,-0.00019435+0.0005169i,0.00011375+0.0004347i,0.00038866+0.00045539i,0.00012305+6.4382e-05i,-2.6863e-05-0.00026047i,1.4093e-05+2.0105e-05i,8.4568e-05+0.00064539i,0.00075866+0.00092216i,0.0013134+0.00038437i,0.00076137+0.00050644i,0.00081637+0.00041767i,0.00084318+1.0486e-05i
-0.0022576+0.00035789i,-0.0012201+0.0002701i,-0.0011243+0.0010044i,-0.00097041+0.0025228i,-0.00018724+0.0021433i,0.00021054+0.00078185i,0.00031603+0.00030227i,-0.00029354+0.00053835i,2.7704e-05+0.00012737i,0.00095221-0.00018479i,0.00066442-5.2324e-05i,-0.00011479-0.00030215i,-0.0004907-0.00040202i,-0.0006925-0.00051317i,-0.00076723-0.00022055i,-0.00083769+0.00052566i,-0.00059283+0.00056674i,-0.00014688+0.00053157i,0.00011704+0.00061154i,8.1852e-05+3.8724e-06i,0.00010647-0.0004381i,0.00018871-0.00021217i,-0.00024903-6.6392e-05i
0.00058039-0.00024611i,-0.00025048-0.00035345i,-0.00080254-0.00012467i,-0.0011384+0.00043912i,-0.00087455+0.00042614i,-0.00067569+0.00035071i,-0.00047798+0.00052057i,0.00057573+0.00077959i,0.0010484+7.4096e-05i,0.0014252-0.0012948i,0.001074-0.0013653i,0.00016725-0.00073582i,0.00016859-0.00041074i,0.00041664-0.00025074i,2.1575e-05+0.00031858i,-0.00041773+0.001469i,-0.0001115+0.0011814i,-6.1344e-05+0.00014997i,0.00030204-0.00041996i,0.0011515-0.00050462i,0.00053187-2.1807e-05i,-0.0002382+0.00047969i,-1.2052e-05+2.2565e-05i
0.00016431-5.6203e-05i,-0.00054305+0.00054613i,-0.00042764+0.00094584i,-0.00033033+0.00090494i,0.00010438-3.3687e-05i,0.0002138-0.00089856i,0.00011201-0.00037801i,0.00080987+0.00013209i,0.0014794+0.00018485i,0.0010365-0.00088896i,0.00034728-0.001095i,-0.00016102-0.00017836i,-0.00049635-0.00018604i,-0.00068517-9.1369e-05i,-0.00064876+0.00060555i,5.3453e-05+0.00053061i,0.00013671+7.9297e-05i,-0.00041423+0.0004345i,8.6965e-05+0.00041885i,0.00028116+6.7215e-05i,-0.00047794+0.00017858i,0.00030369+0.0003098i,0.00059449+0.00066352i
-0.00013044+0.001064i,-0.00067933+0.00031125i,0.00069417+0.0008655i,0.0012434+0.00097855i,0.0010299+7.7887e-06i,0.00048222-0.00051255i,-0.0001567-0.00062128i,0.00053161-3.3353e-05i,0.0013663+0.00056552i,0.0011608+0.00012725i,-0.00048637-4.6937e-06i,-0.0020873+0.00063341i,-0.0019231+0.00069017i,-0.00010549-9.8232e-05i,0.00061532-0.00026868i,0.000449+0.00030919i,0.00050383+0.00011196i,0.00017027-0.00050382i,5.0823e-05-0.0011736i,-0.00025148-0.0013803i,-0.00050729-0.0005246i,0.00027329+0.00050047i,0.00080738-0.00017027i
-0.0013309-0.00036465i,-0.002028+0.00068074i,-0.0019279+0.00064353i,-0.0013012-0.00030473i,-0.0010831-0.00089848i,-0.0011488-0.00080629i,8.1276e-05-0.00038501i,0.001313+0.00058125i,0.0010084+0.00065524i,0.00065562-0.00029248i,0.00067871-0.00017071i,0.00017015+0.00081393i,-0.00011534+0.001334i,-0.00038625+0.0013713i,-0.00059744+0.0010278i,-0.00059436+0.00088736i,-8.388e-05+0.00055474i,0.00087985-0.00016483i,0.00062614-0.00041216i,-0.00070522+0.0001131i,-0.0011674+0.00020137i,-0.00034039-0.00045364i,6.7861e-06-0.00025061i
-0.0014827-3.1016e-05i,-0.0014864+0.00020629i,-0.0014859+0.0012305i,-0.0013375+0.0017684i,-0.0015883+0.0023763i,-0.0012308+0.00133i,-0.00052691-0.00013747i,-7.5078e-05-0.00017768i,0.00056004+0.00029533i,0.00044691+1.1093e-05i,-3.2176e-05-0.00011186i,-0.00063293+0.00017618i,-0.00063738-0.00055861i,-0.00070446-0.00084726i,-0.0015556-0.00048947i,-0.0014042+8.4138e-05i,-0.00051404-3.5526e-05i,0.00015768-0.00043277i,0.00032066-0.0006622i,0.00030121-0.00040591i,-0.00021541+0.00012189i,-0.00046058-0.00015706i,-0.00065552-0.00022182i
0.00090568-0.00070349i,0.00067266+0.00049575i,0.00019971+0.00069667i,-0.00059961+0.0012074i,-0.00077822+0.0015718i,-0.00074214+0.0011967i,-0.00040034+0.00082166i,-8.3871e-06+0.00040778i,0.00012517-0.00027138i,0.00029951-0.00055257i,0.000314-0.00042031i,0.00033724-0.00019806i,0.00072402+0.00029868i,0.00032696+0.00025647i,-0.00052126-0.00071641i,-0.00059916-0.0002974i,-0.0005772+0.001053i,-0.00049705+0.00017166i,0.00017441-0.00080098i,0.00030327-0.00055957i,0.00032668-0.00055284i,0.00023537-0.00043786i,0.00014629-0.00076984i
-0.00045446+0.00031503i,-0.0014197-0.00067771i,-0.0011758-0.0010362i,-0.00070987-0.00059277i,-0.00085072+0.00027761i,-0.0010712+0.00046135i,-0.00051162-0.00011654i,0.00035497-0.0010015i,0.00067384-0.0014036i,0.0004366-0.00088832i,-0.00025304-0.00050972i,-0.00089993-0.00088018i,-0.00032722-0.00062345i,0.00046174+0.00037919i,0.00027341+0.00062893i,-3.6136e-05+0.00034427i,7.2234e-05-0.00029366i,4.1517e-05-0.00091009i,-1.3703e-05-0.00041385i,-4.8364e-05+0.00043965i,-6.0311e-05+0.00055838i,0.00016737+0.00039307i,9.4762e-05+9.7749e-05i
5.4126e-05+0.00040823i,-8.7167e-05+0.00047733i,-0.00037484+0.0013242i,-5.87e-05+0.0022468i,-0.00027839+0.0014666i,-0.00072962+0.00026985i,-0.00074682-4.4152e-05i,-0.00045579-0.00026796i,0.00032202+1.3597e-05i,0.00085693+0.00014091i,0.00052679-0.0005399i,-0.00020442-0.0010294i,-0.00026591-0.00097768i,-0.00066865-0.00063984i,-0.0010817-0.00024416i,-0.0005939-9.7105e-05i,-0.00049497+0.00047619i,-0.00096203+0.0007259i,-5.498e-05-0.00026313i,0.00019581-0.00046024i,-0.00039376+0.00028878i,1.6764e-05+0.00040299i,0.00050249-4.4376e-05i
-6.2936e-05-0.0012143i,-0.0013462-0.0010246i,-0.0016895-0.0013553i,-0.00049954-0.0011599i,1.1232e-05-0.00042096i,-0.00024597+0.00027421i,0.00029483+0.00050743i,0.00083552+0.00010215i,0.00072039-2.0159e-05i,-0.00024748-0.0004093i,-0.00087823-0.0008459i,-0.00058272-0.00070066i,0.00029793-0.00025468i,0.00062795+0.00038508i,-8.6693e-05+0.00041341i,-0.00033336+0.00056536i,3.3976e-05+0.00057197i,0.00036451-0.00080605i,0.00061504-0.00098798i,0.00069519-0.00037252i,0.00071176-0.00047008i,0.00049473-0.00056364i,0.00033992-0.00071947i
-0.0014705+0.00086423i,-0.00070038+0.00021678i,0.00045296-0.00014831i,0.0003853+6.6009e-06i,-0.00030242+0.0011303i,-0.00067968+0.00087572i,2.2084e-05-0.00035496i,0.00063529-0.00095037i,0.00088607-0.00037901i,0.00081621+0.00027005i,-3.7796e-06+0.00039472i,0.0001908+3.5766e-05i,0.00090926-0.00069244i,0.00028579-0.00077773i,-0.00075107-7.3528e-05i,-0.0013245+0.00013068i,-0.00066211+0.00029649i,-5.5529e-05+0.0005256i,-0.00034262+0.00022581i,-4.9198e-05+0.00032715i,0.00023794+0.00015571i,0.00020662-0.00042787i,3.6173e-05-0.00020088i
-0.00088156-0.0017302i,-0.0011917-0.00093021i,-0.0025353-0.00053627i,-0.003258+0.00054435i,-0.0029303+0.0022458i,-0.0021722+0.0018454i,-0.00094246+0.00057732i,0.00018844+1.3528e-06i,0.00044344-0.00038942i,-0.00028642-0.00041859i,-0.00054235-0.00037015i,0.00031044-1.0279e-05i,0.00082226+0.00018239i,0.00060848-0.00032305i,-2.7667e-05-0.00046739i,-0.00025373-0.00020452i,0.00017886+9.0036e-05i,0.00049135-0.00037089i,0.00022838-0.0010928i,-0.00028444-0.00034767i,-0.00036408+0.00032171i,0.00015999-0.00041941i,0.00033472-0.00068808i
0.00051809-0.00083853i,-6.6298e-05-0.0002061i,0.00037562-0.00034436i,0.00058737-0.0003736i,0.00048808-1.7977e-05i,-0.00022573+0.00056404i,-0.00059345+0.00087272i,-0.00011276-0.00014412i,0.00063818-0.00058525i,0.00046516-0.00067204i,3.8857e-06-0.00037673i,-0.00041323+0.00015336i,-0.00066013+0.00041938i,-0.0013889+0.00035202i,-0.0016636+0.00020947i,-0.001324+0.00064209i,-0.0012589+0.00041409i,-0.00027064+1.7362e-05i,0.00038501+8.8459e-05i,1.3004e-05+0.00035219i,0.00026611+0.00062868i,-8.6897e-05+9.8594e-05i,-0.00040633-0.00039191i
0.00098694-0.00020048i,0.00072357-0.00058011i,0.0010951-8.7944e-05i,0.0006234+0.00078318i,0.00033872+0.00052507i,-0.0003265-1.2432e-05i,-0.00088243-0.00031404i,-0.00034345-0.00021258i,3.8835e-05-0.00020697i,0.000481-0.00056115i,0.00044725-0.00049028i,0.00049556+0.00033753i,7.0341e-05+0.0013166i,-0.00021961+0.00089725i,-0.00035488-8.3786e-05i,-0.00065343-7.0167e-05i,-0.00074548+0.0008482i,-0.00038919+0.0013469i,0.00021503+0.00080769i,0.00076173-0.00024467i,0.0011323-0.0007378i,0.00048149-0.00040158i,-5.5647e-05+0.00019212i
-0.0020707-0.0013334i,-0.0036513-0.0015933i,-0.0038853-0.0010945i,-0.0032714+0.00038887i,-0.0029667+0.0015251i,-0.0021368+0.0016564i,-0.00057813+0.00086778i,0.00054335+0.00041127i,0.0005692+0.00064436i,-0.00021243+0.00024104i,-0.00033762-0.00030894i,0.00026913-8.2673e-05i,0.00022501-0.00018377i,-0.00028584-0.00019181i,-0.00033659-8.7647e-05i,-0.00032919-0.00014991i,-0.00021246-0.00012385i,-8.3913e-05+0.00020154i,-0.00038667+1.3389e-05i,-0.00070076-0.00095779i,-0.00023847-0.00067298i,-0.00026315+0.00018528i,-0.00055139+0.00065432i
0.001336-9.8999e-05i,0.0012033-0.00029828i,0.00099121-0.00025967i,0.00063658-0.00051133i,0.0002925-9.7946e-05i,4.1642e-05-6.6365e-05i,9.8789e-05-0.00020273i,0.00032557+8.2286e-05i,0.00080528-0.00055673i,0.00050635-0.00097161i,-0.00073564+0.00023972i,-0.00054384+0.0010827i,-0.00036428+0.00020752i,-0.00039183-0.0011162i,-0.00060483-0.0011844i,-0.00020329-0.00010813i,0.00013514+0.00040343i,0.00014784+0.00025096i,0.00057731+0.00023934i,0.00093278+0.00029071i,0.0011566-0.0002233i,0.00099232+8.4076e-05i,0.0010694+0.00022824i
0.00011181+0.00072222i,-0.00076927+0.0001732i,-0.00056896-0.0011701i,-2.7658e-05-0.0013846i,-0.00026239-0.0013612i,-0.0003558-0.0009084i,-0.0001366+0.00013682i,0.00024044+0.00033087i,0.00011305+0.000392i,-0.0002135-0.00019357i,-3.81e-05-0.00096342i,6.3518e-05-0.00044314i,-0.00025672+0.00032811i,-0.00054094+0.00051614i,-9.3517e-05+0.0006231i,0.00029145+0.00066143i,-0.00022523+0.00014932i,0.00012801-0.00035111i,0.00079901-0.00037985i,0.00012999-0.00066935i,-0.00025738-0.00088449i,-1.9756e-05-0.0004214i,0.00028571-0.00041057i
-0.00086225-0.0015656i,-0.001126-0.0014985i,-0.0011565-0.000395i,-0.0017137+0.001202i,-0.0015764+0.00077344i,-0.00079316+1.136e-06i,-0.00033259+0.00050117i,0.00037109+0.0006986i,0.0007469+0.00021998i,0.00064738-0.0006418i,0.00059224-0.00079698i,0.00059136-0.00046924i,0.00040734-6.504e-05i,-0.00054437-0.00041296i,-0.00087448-0.00031245i,-0.00012271+0.00029669i,0.00026266+0.0010208i,0.00044963+0.0012722i,0.00094198+0.00081725i,0.00073117+0.00050614i,7.1544e-05+0.00029886i,-0.00022804-0.00034043i,0.00026818-0.00072908i
0.00010445-0.0003646i,-1.6765e-05+0.0013093i,0.00016528+0.0012813i,0.00031511+0.0012049i,-0.00054633+0.0021956i,-0.00014899+0.0016444i,0.00018728-0.00014118i,-9.316e-05-0.00082535i,-3.1673e-06+2.1847e-05i,0.00046286+0.00042831i,0.00031728-5.7206e-05i,-1.5972e-05-0.00028709i,-7.7729e-05-0.00039849i,-0.00030961-0.0002205i,-0.00016414+8.2801e-05i,-2.8806e-05-0.00014617i,-0.00042938-0.00026897i,0.00015107-2.6298e-05i,0.00077298+0.00029828i,5.2365e-05+0.00019104i,-0.00027813-0.00066895i,-1.8115e-06-0.00084535i,-0.00011889-9.1879e-05i
-0.00073986-0.0015445i,-0.00097924-0.0014729i,-0.0020999-0.001096i,-0.0027267+0.00026387i,-0.0019927+0.0014245i,-0.0013258+0.0016442i,-0.00060495+0.00091778i,0.00013696-0.00021628i,0.00062309-0.00062223i,0.00029457+0.00026138i,-0.00085353+0.00071324i,-0.0011826+0.00039498i,-0.00034812-0.0006887i,-0.00067021-0.00063261i,-0.0015254-0.00032655i,-0.0014489-0.00026488i,-0.00090119+0.00020719i,5.5605e-05+0.00022274i,0.00058076-0.00031331i,0.00078213-0.00078388i,0.00069503-0.00043232i,0.0004413-8.8305e-06i,8.1678e-05-2.6487e-06i
-0.00117-0.00025639i,-0.00046444+0.00068921i,0.00048714+0.0018592i,0.00048402+0.0016176i,-6.3297e-05+0.00091944i,0.0001355+0.00073023i,8.0947e-06+0.00059696i,-4.7819e-05+0.00024964i,0.00062698+0.00033673i,0.00080175+0.00041129i,0.00038272+0.00014734i,-0.00043379-0.00033281i,-0.00077574-0.00051466i,-5.1213e-05+0.00012984i,0.00026755+0.00054242i,-0.00013568+0.0011168i,0.00025881+0.0012967i,0.00039758+0.00059384i,0.00072336-0.00015133i,0.0012646-0.00026815i,0.00081262+0.00037674i,-6.8768e-05-7.1737e-05i,-0.00036542-0.00067227i
-0.00072811+0.00040485i,-6.7416e-05+0.0003137i,-0.00022168+3.1233e-05i,-0.00066509+8.0544e-05i,-0.00034204-0.00013264i,0.00013748-0.00075519i,0.00031401-0.0012144i,0.00091954-0.00017029i,0.0018545+0.0002422i,0.0010827-0.00022186i,-0.00053886+0.00032874i,-0.0008517+0.00043922i,-0.00019963+0.00061566i,0.00042549+0.0010831i,-0.00023371+0.00067788i,-0.0010185+0.00032998i,-0.00078524+0.0006183i,6.7027e-05+0.00046012i,0.00086128+0.00086758i,0.00051429+0.00066442i,-0.00043632-0.00062254i,-0.00061195-0.0008947i,0.00024514-0.00054389i
-0.00054095-0.00060617i,-0.00076498-0.00013025i,-0.00062992+0.0012163i,-0.00053899+0.0024973i,-0.001188+0.0019553i,-0.00095339-0.00024877i,-0.00046469-0.00026667i,-0.00010429+0.00091504i,0.00035747+0.00098507i,0.00038506+0.00065753i,0.00036663+0.000544i,-0.00029634+0.00076294i,-0.001064+0.00027712i,-0.0014096-0.0003884i,-0.0012713-0.00044246i,-0.00091409-0.00012648i,-0.00032096+7.6439e-05i,-0.00031172+6.3301e-06i,-0.00047579+0.00022349i,0.00026494-0.0002025i,0.0012208-0.00021442i,0.0012959+0.00077488i,0.00047668-0.00022075i
