-0.001756+0.00059967i,-0.00062217-0.0011639i,-0.0015819-0.0011777i,-0.001931-0.0016225i,-0.0012571-0.00087424i,-0.00010525+0.00080258i,0.0011056+0.00035702i,0.0017349-0.00014698i,0.0014479+0.00044042i,0.0011878+7.9517e-05i,0.0012729-0.00069978i,0.0012142-0.00061717i,0.0010066-0.00015194i,0.00074278+0.00033934i,0.00053224+0.00047831i,0.00012538-1.5816e-06i,0.00028636-1.1502e-05i,0.00052909+0.00055168i,0.00075394+0.00081459i,0.0011311+0.00016245i,0.00085419-0.00062587i,0.00010719-0.00015406i,0.00026011+0.00021068i
-0.00033012+0.00026405i,0.0005612-0.0013245i,0.0017976-0.0011677i,0.0016589-0.00041379i,0.00063253-0.0001948i,0.0010655-0.00016145i,0.0021083-0.00094523i,0.001543-0.0012438i,0.00083825-0.00098194i,0.00040993-0.00023015i,0.00048146+1.3106e-05i,0.00062794-0.00061625i,8.4335e-05-0.00087907i,-4.3357e-05-0.00040518i,0.00023302+0.00016579i,-0.00037399+6.6505e-05i,-0.0006092+0.00034576i,-0.00016953+0.0010319i,0.0005697+0.0012784i,0.00099283+0.00073207i,0.0010637+0.00010353i,0.00048354+0.00037807i,3.3286e-06+0.00015952i
-0.00029881+0.00013743i,0.00023139-0.0024572i,0.0011882-0.0035292i,0.0018298-0.0029504i,0.0015552-0.0014518i,0.0020153-0.00064654i,0.0027533-0.00064709i,0.0020838-0.00084441i,0.00095333-0.00027385i,0.0003583+0.00042704i,-4.1766e-05+0.00065658i,0.00062137+6.8207e-05i,0.0010437+9.0644e-05i,-0.00020156+0.00049083i,-0.0010301+0.00054121i,-0.00088396+0.00013061i,-0.00026836-0.00046904i,4.1215e-05-0.00085063i,-4.6497e-05-0.0011414i,-0.00030157-0.0009889i,-1.3182e-05-0.00094134i,-1.8096e-05-0.00045763i,-0.00042815+2.1436e-06i
0.00017249-0.0012113i,1.5623e-05-0.0023461i,0.0003439-0.0028546i,0.00019838-0.0028211i,-0.00044223-0.0017158i,-0.00066282+0.00040868i,0.00068326+0.00052592i,0.0018209-0.00017312i,0.0012325+4.8147e-06i,0.00082438-0.00026199i,0.0014954-0.0002765i,0.00093323-0.00011223i,0.000407+0.00048772i,0.00026558+0.00093071i,0.00014673+0.00044987i,0.00045681+0.00022704i,0.00031476+0.00079108i,-0.00019226+0.00069055i,0.00015205+0.00018293i,8.9551e-05+0.00012411i,-0.00026875+1.8105e-06i,0.00018179-0.00042942i,0.0011575-0.00057493i
0.00032228+0.0011653i,0.0013396-0.0010078i,0.0019148-0.0014455i,0.00068925-0.0014825i,-3.3032e-05-0.00068787i,0.0012456+0.00021577i,0.002404-0.00029057i,0.0016213-0.00095443i,0.00057448-0.00057007i,0.00072468-0.00056631i,0.0013358-0.00053537i,0.0013539-0.00020495i,0.00043515-0.00067259i,-0.00024235-0.001326i,4.7788e-05-0.0012601i,0.00024353-0.001028i,0.00051492-0.00060815i,0.00067073-0.00051162i,0.00054548-0.0010933i,0.00043062-0.001356i,0.00011367-0.0010633i,0.00034083-5.1552e-05i,0.0011399+0.00045625i
-0.00033413-0.00076542i,-0.00058136-0.001723i,-0.00062749-0.0023709i,-0.00030458-0.0024808i,0.00093018-0.001087i,0.0022013-0.00046663i,0.0020887-0.00094896i,0.0012926-0.0012385i,0.00087756-0.00039318i,0.00084145+0.0011025i,0.00061864+0.001131i,0.00061356+0.00076577i,0.00080225+0.0005541i,0.00013155-4.6317e-05i,-7.0762e-05-0.00032771i,0.00065193+0.00022645i,0.0002435+0.0003979i,-0.00023881+0.00050637i,-0.00053892+0.00028824i,-0.00045501-0.00048734i,1.5715e-05-0.00046197i,0.00034832-0.00017587i,0.00044039-0.00053528i
0.0020668-0.00093444i,0.00356-0.0014514i,0.003615-0.0027616i,0.0025429-0.0032028i,0.00049062-0.0013343i,0.00042651+0.00051782i,0.0016208+0.00039013i,0.0013854-0.00019029i,0.00060719-0.00061287i,0.00049934-0.00092311i,2.3804e-05-0.00097905i,-8.4149e-05-0.00028969i,0.00025412+0.00025273i,-0.00027325-0.00021617i,8.3591e-05-0.00017741i,0.0006803-0.00019044i,0.00046177-0.00033559i,0.00051126-0.00022449i,0.00047845-0.00014963i,-3.5565e-05-0.00054637i,-0.00031129+0.00017007i,-0.00019476+0.00034483i,0.00025237-0.00043443i
0.0014357-0.00045145i,0.0012549-0.001937i,0.0018023-0.0027872i,0.00095625-0.0021453i,-9.6303e-05-0.0013188i,0.001083-3.1147e-05i,0.0018926+0.00080854i,0.0002063+0.00030193i,-0.00023609-0.00046827i,0.00079721-0.00066368i,0.00041142+0.00016123i,0.0001595+0.00043676i,0.00021084-0.00030866i,0.00034472-0.0006011i,0.00048109-0.00055512i,0.00016467-0.00017109i,9.2046e-05+0.00028571i,0.00011709+0.00029827i,-0.00051796-0.00056156i,-0.00064252-0.00019159i,-0.00014751+0.00026216i,-4.165e-05-0.00018724i,0.00039853+2.0949e-05i
0.00072654+0.00036943i,-0.00011864-0.0011141i,0.00075909-0.0025328i,0.0012085-0.0019093i,0.0010955-0.0011303i,0.0017162-0.00073469i,0.001709-0.00033246i,0.0015876-0.00031926i,0.0015586+2.1068e-05i,0.0012337+0.00025895i,0.00031255+0.00042901i,-0.00041472+0.0011608i,-0.00033903+0.001486i,0.00013801+0.00092162i,0.00051496+0.00075176i,0.0006967+0.00029701i,0.0007787+0.00028302i,0.00022873+0.00080735i,0.00018618+1.1974e-05i,0.00046803-0.00013891i,-0.00011689-0.00020792i,-0.00019532-6.291e-05i,5.0343e-05+0.00030058i
0.0013056-0.0015079i,0.0018433-0.0030008i,0.0026931-0.0032655i,0.0022609-0.0021619i,0.00058023-0.00059795i,0.00026588+0.00067637i,0.0012909+0.00059602i,0.0018729+0.00012463i,0.0017132-0.00010036i,0.0013501-0.00029565i,0.00090774-0.00026768i,0.00085959-0.00050782i,0.0010272-0.00075388i,0.0007577-0.00042385i,0.00032874+0.0001273i,4.9276e-05-0.00026742i,-8.3179e-06-0.00052345i,0.00011199-0.00020976i,0.00063491-0.00032396i,0.00037177-0.00061515i,0.00015485-0.00076352i,7.4378e-05-0.00012142i,-0.00071444+0.00041617i
0.00084206-0.0012235i,0.0015733-0.00078834i,0.0018077-0.0021216i,0.00036361-0.0031429i,-0.001172-0.0018557i,-7.859e-05+0.00028872i,0.0014453+0.00033392i,0.0010511-0.00016919i,0.00043196+0.00038569i,0.0007126+0.00079293i,0.00067409+0.00040003i,0.00016836+0.00070744i,-0.00070561+0.00086787i,-0.0013497-0.00013288i,-0.00082007-0.00077053i,0.00025137-0.0010897i,0.00030336-0.00063179i,-0.00049597-6.2412e-05i,-0.0010033-0.00043511i,-0.0002715-0.00097406i,0.00054269-0.0010608i,0.00065591-0.001253i,0.00040278-0.0011225i
0.00033375-0.00089455i,0.0006282-0.0031963i,0.00099436-0.0032485i,0.00093756-0.0017395i,0.00036129-0.001007i,0.00092297-0.00046313i,0.0018164+6.3436e-05i,0.0015999-0.0001588i,0.00056104+1.5823e-05i,-0.00010937-5.0893e-05i,0.00032503-0.00070385i,0.00040096-0.00088549i,0.00022944-0.00069547i,0.00046713-1.3458e-05i,0.0003268+0.0008009i,0.0003894-4.1189e-05i,0.00038715-0.00024376i,0.00077552+0.00017626i,0.00065168+0.00017029i,0.00017384-0.00017777i,0.00080316-0.00068028i,0.00064704-0.00012764i,-0.00010343+5.5983e-05i
-0.00078256-0.00028531i,0.00087207-0.00039953i,0.0017416-0.0015057i,0.00055534-0.0017456i,-0.0002937+0.00032322i,0.00069985+0.001733i,0.0020893+0.0014461i,0.0016377+0.00014893i,0.00040801-0.00031825i,0.00037405+0.00026348i,9.7634e-05+0.00014322i,-0.00015513-0.00018931i,-4.6349e-05-0.00019612i,0.00020021-0.00027279i,0.00047873+4.8907e-05i,3.0402e-05+0.00081312i,-0.00019455+0.00064538i,0.00015523-0.00013132i,0.00040362-0.00033391i,0.00090642-0.00032285i,0.00042052-0.00013946i,-0.00018591+0.00056932i,-0.00058214+0.0014913i
7.5707e-05-0.00042931i,0.00061783-0.0014884i,0.0012253-0.003267i,0.00053488-0.0033673i,-0.00080742-0.0016189i,-0.0014077-6.949e-05i,-0.00010994+0.00019063i,0.00054867+0.00027266i,-0.00012185+0.00029861i,-9.1554e-05-0.00053227i,-7.9299e-05-0.00058698i,0.00027124-0.00028092i,0.00094704-0.00044248i,0.00084547-0.00072424i,0.00058873-0.00070691i,0.0005679-0.00037825i,0.00021285-0.0002608i,0.00021352+0.00019288i,0.0002556+0.00016228i,-0.00041107-0.00014151i,-0.00047495-0.00039065i,0.00080976+0.0001498i,0.0010512+0.00047972i
0.000626+0.0012355i,0.0010036-0.00099943i,0.0022323-0.0029648i,0.0017646-0.0033234i,0.00031884-0.0016112i,0.00052041+0.00023894i,0.00072102+0.00027675i,0.00060146-0.00046779i,0.0015039-0.00032322i,0.0018275+0.00044988i,0.00098118+0.00080331i,0.00060069+0.00018914i,0.00050476-0.00053514i,-0.00034856-0.00020954i,-0.00072009-9.8747e-05i,-0.00043589-0.00091598i,-0.00016511-0.0011961i,-0.00018854-0.0012684i,-0.00044225-0.0012025i,-0.00014901-0.0001772i,0.00018232+9.7272e-05i,0.00025062+4.3714e-05i,3.5934e-05+0.00021087i
0.0002594-0.0018874i,0.00087153-0.0034163i,0.00049283-0.0029713i,7.3053e-05-0.0016103i,0.00082386-0.00043308i,0.0016647+0.00060965i,0.0019369-0.00019131i,0.0018906-0.00071683i,0.0015065-0.00033285i,0.0007369-0.00039105i,0.00017278-0.00035713i,0.00030688-0.00064167i,0.0001248-0.0011214i,-0.00030758-0.00010781i,-0.00057879+0.00071209i,-0.00041658+0.00028711i,-9.8086e-05-0.00063172i,-7.4656e-05-0.00061446i,5.8091e-05+0.00049493i,0.00027279+0.00056974i,-9.2067e-05-1.9657e-06i,-0.00022085-0.00021647i,-0.00037052-4.9382e-05i
0.00068261+0.0010061i,0.001361-0.0001781i,0.0019628-0.0017662i,0.0013052-0.0018268i,0.00019786-0.00097112i,0.00023509-0.00044061i,0.0011988-0.00038159i,0.0013351-0.00079954i,0.00044182-0.00043275i,0.00055135+7.7304e-05i,0.0010424+0.00023808i,0.0007096+1.8795e-05i,0.0004079-0.00026754i,0.0001626-0.00012311i,2.5196e-05+0.00014513i,0.00014425+3.2363e-05i,4.0599e-05+0.00036871i,-0.00068619+9.0244e-05i,-0.00073239-0.00063591i,-7.5509e-06-0.00072088i,8.4485e-05-0.00092327i,0.0002242-0.0011457i,0.0013085-0.00065296i
-0.00025175-0.0004606i,0.0001922-0.00178i,-0.00010988-0.0021258i,-0.00020639-0.0012584i,-0.00020896-0.00024131i,0.00043058-9.344e-05i,0.0014556-0.00073573i,0.0013358-0.001368i,0.00056916-0.00081112i,0.0011757-0.00045133i,0.0013845-0.00054753i,0.00046698-0.00064987i,0.0011193+9.0003e-06i,0.0013605+0.00085519i,-0.00014709+0.00056011i,-0.00072913-1.3386e-05i,-0.00012608-4.1424e-06i,0.00079572+0.00013412i,0.00092646+0.00019103i,0.00032924-0.00071069i,0.00021701-0.00093756i,-0.00032946-0.00040618i,-0.00046819-0.0002177i
0.0018907-0.0013374i,0.0036863-0.00277i,0.002194-0.0047352i,-0.00016847-0.0036425i,-0.00084512+0.00019883i,0.00043312+0.0021609i,0.0020779+0.0012403i,0.0027985-0.00015476i,0.0019813-0.0011442i,0.0013262-0.0010103i,0.0012293-0.00040118i,0.00073875-0.00034332i,0.00087846-0.00024022i,0.00080498-0.00056902i,0.00034347-0.0011937i,0.00060668-0.00030147i,0.00010378+0.00056006i,-0.00042076+5.0593e-05i,-0.00019239-0.00028666i,-8.3096e-05+2.5327e-06i,-0.00015449+0.00014741i,-0.00061955+9.8862e-05i,-0.0010147+0.00017175i
-0.001131+0.0003452i,-0.00038138+0.00040624i,0.00091738-0.00040587i,0.0014525-0.0015946i,0.0014264-0.0012986i,0.0026558-0.00040615i,0.0031206-0.00055826i,0.0024307-0.00058366i,0.00093136-0.00048387i,0.00037692-7.9418e-05i,5.317e-05+0.0004694i,0.00024709+0.00039675i,0.00030097+0.00036743i,-5.0994e-05+0.00043196i,0.00015727+0.00020727i,0.00041551+4.6246e-05i,7.9756e-05-0.00028484i,-0.00099546+0.00017978i,-0.00065425+8.8849e-05i,9.7733e-05+3.0595e-05i,-0.00032104+0.00063656i,-0.00048734+0.00072429i,-0.00026482+0.00057509i
-0.00052772+0.00019606i,0.00013881-0.0015518i,0.0011123-0.003084i,0.00048664-0.0028041i,-0.00037814-0.0016006i,0.00018739-0.00015896i,0.0011812+0.0007847i,0.0014513+0.00063172i,0.0013555+9.5517e-05i,0.0014278+0.00042722i,0.0010809+1.0594e-05i,0.00084908-0.00067286i,0.00083252-0.00040528i,0.0001083-0.00067897i,-0.00040062-0.00083147i,2.8396e-05+0.00015275i,0.00047868+0.00089972i,-0.00039502+0.00029855i,-0.00085487-0.00014401i,-0.00071819-0.00010836i,-0.00046363-3.2442e-05i,0.0002937+0.00031079i,0.00074519-0.00010748i
-0.00052198-0.0015882i,0.0015649-0.0024118i,0.0023263-0.0016161i,0.0010764-0.0004587i,0.00022691-0.00038033i,0.0013196-0.0012024i,0.0025722-0.0012068i,0.0016215-0.0011827i,-0.0002163-0.00078465i,-0.00036911+0.00034077i,-0.00016734+0.0011363i,0.00022563+0.0010147i,0.00053385-0.00012188i,0.00016144-0.00076931i,0.00012231-0.0007417i,-2.4392e-05-0.00018767i,8.3951e-05+0.0003106i,8.7446e-05+0.00011091i,-7.058e-05-0.00016656i,-0.0007399-5.2889e-05i,-0.0012794-0.00021107i,-0.00051904-0.00083098i,0.0002605-0.00018774i
0.0010623+0.00027478i,0.00095494-0.00028481i,0.0018286-0.00097856i,0.0013003-0.0017655i,0.00013784-0.00074049i,0.00040402+0.0005761i,0.00090076+0.00022035i,0.00036495-0.00033396i,0.00033463-0.00044133i,0.0011638-0.00041174i,0.0005506-0.00026577i,-0.00026052-0.00031369i,0.00027346-0.00017136i,0.00056946+0.00019557i,0.00031138+0.0003878i,0.0007099-8.4962e-05i,0.00053061+0.00012759i,-0.00030225+0.00011579i,-0.00031749-0.0012076i,-4.7586e-05-0.0017i,0.00025458-0.00091224i,0.00034152-0.00033622i,0.00021925-0.00043252i
-0.0010125-0.00086913i,0.00049145-0.0019012i,-8.3207e-05-0.0019015i,-0.00075902-0.0011662i,0.00038299+0.00037345i,0.0018108+0.0001511i,0.0025543-0.0011058i,0.0026903-0.0012816i,0.001289-0.00090347i,0.00034219-0.00057653i,0.00091191-0.00015483i,0.0004531+0.0001609i,-6.3579e-05-0.00062281i,0.00024981-0.0013097i,0.00015916-0.0011876i,-0.00051116-0.00048148i,-0.00043848-0.00012224i,-7.2028e-05-9.9062e-05i,0.00025232-1.7028e-05i,9.4133e-05-0.0004639i,-0.00017672-0.00051518i,0.00015399-0.00015857i,0.00035739-0.00028917i
-0.00089793-0.00089056i,0.0016953-0.0029671i,0.0023699-0.0034754i,0.0017253-0.0024517i,0.00064901-0.00045204i,0.00052267+0.00081612i,0.0012166-6.9442e-05i,0.00078337-0.0013692i,0.00023278-0.00091798i,0.0001799-3.2847e-05i,0.00047987+0.00038885i,0.0013467+0.00018758i,0.0014859-0.00042363i,0.00096452-0.00048524i,0.00079667-0.00058627i,0.00018461+0.00025397i,-0.0004992+0.00074965i,-0.00085773+4.4373e-05i,-0.00058627-0.00046267i,0.00018917-0.00035564i,0.00063348-0.00029027i,0.00028522-4.3747e-05i,-0.00032493+0.00027297i
-0.00048226-0.00013651i,0.00021139-0.0011976i,0.00084811-0.0020989i,0.00029159-0.0023997i,-0.00090083-0.0013713i,4.934e-05-0.0001246i,0.0021049-0.00036122i,0.0020495-0.0010657i,0.00099402-0.00082387i,0.00083015+0.0004509i,0.00028515+0.000586i,5.4723e-07-0.00061169i,0.00053171-0.0010695i,0.0004384-0.00061484i,0.0006523-0.00087768i,0.001027-0.00083644i,0.0011922-0.00086411i,0.0013492-0.0011266i,0.00070285-0.0011637i,-0.00031668-0.0014517i,-0.0010374-0.0013559i,-0.00076026-0.00066554i,-0.00035658-0.00040255i
0.0015091-0.0021189i,0.0027073-0.0021378i,0.0033163-0.0033259i,0.0013738-0.0031962i,-0.00041774-0.00064405i,0.0003598+0.0019884i,0.0018326+0.001904i,0.002187+0.00012636i,0.0015477-0.00043102i,0.00077844-0.00056024i,0.0005542+0.00011397i,0.00090492+3.2693e-05i,0.00061866-0.00097631i,0.00014158-0.0015077i,0.0006479-0.00024345i,0.00011046+0.0010097i,-0.00054117+0.00048116i,-0.00016105+0.00044975i,3.6698e-06+0.0007719i,0.000226-0.0002662i,0.00062322-0.00058759i,0.00076618-0.00048183i,0.00052609-0.0010217i
0.0013643+0.00023706i,0.002021-0.0015014i,0.0019871-0.0035769i,0.00078827-0.0041058i,0.00080396-0.0019595i,0.0016217+0.00079958i,0.0023383+0.0011344i,0.0027378-0.00061253i,0.0018258-0.0013992i,0.00093558-0.0012699i,0.00078978-0.00086402i,0.0010394-0.00024203i,0.0015212-0.00018786i,0.001509-0.00015743i,0.0012751-6.5429e-05i,0.0010523-0.00040468i,0.00033679-0.00062832i,-0.00040822-0.00055196i,-1.0538e-05-0.0001929i,-0.00014472+0.00018668i,-0.00028752+0.00030641i,0.00018629-4.239e-05i,0.00017355+9.5341e-06i
0.00091261-0.00072562i,0.0011502-0.00063148i,0.0011025-0.0012758i,0.00038139-0.0014668i,-0.00027052-0.00027278i,-0.00011538+0.00065142i,0.0016137+0.00047795i,0.0014388-0.00033246i,0.00020575-0.00064856i,0.00031292+0.00031231i,0.000859+0.00087531i,0.00078215+0.00013179i,0.00028299-0.00045438i,0.00017043-0.00061443i,0.00035784-0.00081949i,0.00021119-0.00083268i,-4.7877e-05-0.00039412i,-0.0002607-0.00033363i,-8.1704e-05-0.00023238i,0.00037543-0.00010937i,6.2477e-05-0.00084926i,-0.00022475-0.00092995i,9.6081e-05-0.00028544i
-0.00064092-0.00089856i,0.0010365-0.0013807i,0.0018315-0.0024107i,0.0012889-0.0019518i,-0.00012874-0.00036182i,0.00034887+0.00051783i,0.0015969+0.0007808i,0.0015458+0.00081408i,0.00081691+0.00082759i,0.00068665+0.00095021i,0.00086037+0.00068019i,0.00065557+0.00043421i,0.0001691+0.00093215i,0.00057311+0.00077627i,0.00034952+0.000446i,-0.00032752-0.00017578i,-0.00010497-0.00064206i,5.1735e-05+5.0627e-05i,0.00026948+3.2879e-05i,0.00051197-1.5772e-05i,0.00035424+5.4361e-06i,0.00062487-0.00075487i,0.00040978-0.0014996i
7.6872e-05+0.00015721i,0.0012906-0.00068606i,0.0023746-0.0022881i,0.001247-0.0024409i,-0.00085932-0.00055765i,-0.00046072+0.00014354i,0.0016535+0.0004271i,0.0021023+0.00083831i,0.001661-9.7359e-05i,0.0013493-0.00039066i,0.0008779-0.00020246i,0.0012055+6.9929e-05i,0.00091401+4.1143e-05i,0.00019079+4.6285e-05i,7.3795e-05-0.00038818i,-0.00011006-0.00048887i,-0.00033037+5.0817e-06i,0.00051427-0.00050987i,0.00074373-0.00033454i,0.00011751+0.00030509i,-0.00013746+0.0007289i,0.00020858+0.00051958i,0.00015709-3.617e-05i
0.00096716+3.899e-05i,0.0011496+9.0663e-05i,0.0017812-0.0014713i,0.0013547-0.0027389i,0.00053216-0.0016957i,0.00073758-0.00028466i,0.0020225+0.00083847i,0.0023272+0.001104i,0.0013481+0.0006902i,0.00061114+0.00047874i,-0.00013449+1.6192e-05i,-6.1387e-06-0.00058834i,0.00097963-0.00039014i,0.00073541+0.00049947i,0.00010273+0.00072052i,-0.00021318+0.00064019i,-0.00026155+0.00015428i,-7.6755e-05-0.00064i,-0.00014573-0.00070888i,0.00018329-0.00047676i,0.0008461-0.00049467i,0.00015158+4.8848e-05i,-0.00085227+0.00043272i
-0.00014265+0.00097424i,0.0008863+6.0286e-05i,0.0015599-0.00020732i,0.0017192-0.00039832i,0.001832-0.0004264i,0.0018387-0.0003804i,0.0019286+0.00018866i,0.0020126+0.00042954i,0.0014656+0.00032839i,0.00095421+0.00052817i,0.0012916+0.00029507i,0.0011463-0.00060283i,0.0010956-0.00086191i,0.00056113-0.00044279i,0.00052314-0.00056861i,0.0013963-0.00068014i,0.0014904-0.00047229i,0.0011077-0.00025248i,0.00072885+0.00018346i,5.6139e-05+2.7957e-06i,-9.0001e-05-0.00074299i,0.00043274-0.00088749i,0.00022637-0.00015568i
0.00046899-0.0019831i,0.00098078-0.0030085i,0.00091697-0.0034012i,0.0012874-0.0032224i,0.00072131-0.0017344i,0.001135-0.00015598i,0.0023253+0.00038791i,0.0021597-0.00012395i,0.0010839-0.00058859i,0.00072132-0.00035788i,0.00087398+1.0386e-05i,0.00094631+0.00030588i,0.00056177+0.00054509i,-5.1341e-05+0.00041718i,-0.00030265+0.00028972i,0.0002775-0.00012626i,0.00090551-0.00035869i,0.0007517+2.4324e-06i,1.6633e-06-0.00047962i,-0.00038724-0.00044028i,3.3035e-05+0.00036501i,0.00014337+7.1184e-05i,0.0001947+0.00022109i
0.001195-0.00032612i,0.001499-0.0010234i,0.0020552-0.0021406i,0.0012457-0.0022302i,-0.00011295-0.00088004i,0.0001599+0.00036601i,0.0014723+0.00070848i,0.0012612+0.00028193i,0.0011209-0.00012192i,0.001186+4.8334e-05i,0.000295+0.00021445i,-0.00029033+0.00022504i,-0.00027501-0.00043003i,0.00044233-0.00027596i,0.00036959+0.00051257i,-0.00034057-0.00019202i,5.1216e-05-0.00050809i,0.00028897+0.0002997i,0.0001363-8.3576e-05i,-0.00030075-0.00072843i,-0.00040232-0.00029481i,-0.00016906-0.00017978i,-0.00028546-0.00051478i
-0.00041817-0.0012361i,0.00045165-0.0022404i,0.00077266-0.0028489i,0.00082716-0.0028092i,0.0009252-0.0016627i,0.0015024-0.00079603i,0.002253-0.00073293i,0.0016002-0.00088762i,0.00012156-0.00052825i,-0.0001893+0.00023255i,-7.4127e-05+0.00099069i,0.00037366+0.00091104i,0.00097849+4.8138e-05i,0.00074616-0.00018488i,0.00021584-0.00039571i,0.00015971-7.0359e-05i,0.00099562-1.1116e-06i,0.0010668-0.0002176i,0.00052205-0.00015271i,0.00034621-0.0006376i,0.00040548-0.00073018i,0.00059928-0.00032048i,0.00070445-0.00015862i
0.0006524+0.00016021i,0.0021806-0.0015577i,0.0020627-0.003186i,0.00072249-0.0027737i,-0.00016871-0.00098097i,0.0007258+0.00016871i,0.0020511+0.00028466i,0.0018186+0.00011393i,0.0013642-0.00044046i,0.0015881-0.0012044i,0.00079167-0.0013628i,0.00072707-0.0012538i,0.0010581-0.0010285i,0.00087394-0.00042742i,0.00075507-0.00036953i,0.00014323-0.00056223i,-0.00053304-0.00049436i,-0.00072658-0.00015681i,0.00023794-0.0003612i,0.00048546-0.00014609i,-0.00031855+0.00031383i,5.2565e-05-0.00038733i,0.000763-0.00055046i
0.0012668-0.0012106i,0.0020895-0.00075284i,0.0025523-0.002516i,0.0010002-0.0035689i,-0.00024154-0.0021924i,-7.8533e-05+0.00010462i,0.00090287+0.0010859i,0.0021634+3.5475e-05i,0.001949-0.0005873i,0.0013603-0.00062689i,0.0016467-0.00025127i,0.0011418+0.00015652i,0.00054507-0.00017217i,0.00055538-0.00014853i,0.00040469+0.00046899i,0.00046815+0.00083942i,0.00032295+0.00046272i,-0.00027912+0.00030838i,-0.00031369+0.00016298i,0.00032352-0.00018568i,0.00043144+0.00017681i,0.00018381+0.00031722i,-0.00051815+0.00016793i
0.0014956-0.00082021i,0.0025438-0.0013563i,0.0029771-0.0019278i,0.0020915-0.0019104i,0.0017713-0.00015546i,0.0017273+0.00091285i,0.0015787+8.8901e-05i,0.0014137-0.0004571i,0.00081399-0.00033052i,0.00076301-8.527e-05i,0.0007039-6.4224e-05i,0.00056262+9.0472e-05i,0.00041115-0.00030829i,1.8325e-05-0.00052909i,-0.00023743+0.00010754i,3.4458e-06+0.00025268i,-0.00027953+0.0002016i,-0.00056571-1.9723e-05i,1.8327e-05-0.00046621i,0.00016713-0.00041344i,-0.00025286+0.00044122i,-0.00053876+0.00080475i,-0.00065507+0.00010564i
-8.4293e-05+0.00032555i,0.0001762-0.0015579i,0.00090381-0.0016188i,0.00075281-0.0017055i,0.00061054-0.0015642i,0.0015658-0.00024315i,0.0023474-0.00033392i,0.0017691-0.00051743i,0.0013012+3.7982e-05i,0.0012108+0.0001027i,0.0011353+0.00023594i,0.00071143-0.00015524i,5.965e-05-0.00091898i,-0.00089394-0.00078601i,-0.0011758+0.00027495i,-0.0006377+0.00040169i,9.809e-05+0.00013544i,0.0012023-3.6985e-05i,0.0014996-0.00045214i,0.0012139+7.53e-06i,0.0003418+0.00021211i,-0.00016579-0.00035218i,2.1549e-06+0.00011026i
0.0013229+0.00019549i,0.0022669-0.0011947i,0.0023453-0.0028527i,0.0020571-0.00254i,0.00090592-0.0015807i,0.0011799-0.000725i,0.0021928-0.00038282i,0.0020817-0.00092469i,0.0006374-0.0010607i,0.00044442+0.00057185i,0.00061869+0.0014065i,7.25e-05-5.1877e-05i,7.8023e-05-0.00066214i,0.00041649+0.00024071i,0.00052798+0.0008714i,0.0005373+0.00046155i,0.00041342+5.9032e-05i,-0.00021233+0.00029122i,-0.00069377+0.00078708i,-0.00022081+0.00042403i,5.4413e-05-0.00050082i,-0.00024412-0.00031789i,-0.00094194+7.8567e-05i
-0.00038335-0.0010224i,0.00076447-0.001427i,-0.00011996-0.0022807i,-0.00090645-0.0026661i,-0.00010554-0.0018702i,0.0012198-0.00068617i,0.002305-0.00044367i,0.0028539-0.00029321i,0.0016281+0.00025136i,0.00013408+0.00025548i,0.00012702+0.00058083i,0.00040246+0.00040937i,0.00071241-0.00065617i,0.0013695-0.00098021i,0.00092881-0.00088757i,0.00040448-0.00039841i,-0.00017347+0.00029254i,-0.00035835-0.00038794i,0.00044746-0.00070131i,0.00072114-0.0002973i,-0.00035599-3.6864e-05i,-0.00083856-0.00025375i,-0.00022143-0.00052508i
0.0021445-0.0020821i,0.0042734-0.0021109i,0.0043805-0.0030426i,0.001985-0.0029782i,5.8183e-05-1.4762e-05i,0.00085313+0.0016181i,0.0019371+0.00039235i,0.0020139-0.0013207i,0.0012784-0.0014999i,0.0010244-0.00056657i,0.0014804-0.00026906i,0.0016016+0.00018311i,0.0010999+0.0006779i,0.00039357-0.00012715i,-0.00020308-0.00050875i,0.00010292-5.8133e-05i,0.00088516+0.00048162i,0.0010739+0.00012159i,0.00076312-0.00042241i,1.5743e-05-0.00078329i,0.00013267-0.00061002i,1.8507e-05-0.00051485i,-0.00048674-0.00057617i
0.00055035+3.0224e-05i,0.00052098-0.00052346i,0.00062647-0.0013054i,0.00015564-0.0017126i,-0.0003562-0.00083002i,6.3649e-05+0.00057071i,0.0010291+0.00038132i,0.0017246-0.0005629i,0.0015148-0.00059723i,0.00099215+6.9268e-05i,0.00086617+0.00013998i,0.00085579-0.00014421i,0.00079693-0.0004197i,0.0010342-0.00011551i,0.0010577+0.00046813i,0.00027341+0.0002559i,-0.00019704+0.00024342i,0.0002142+0.00065728i,0.00021501+0.00062094i,-0.00072644+9.153e-05i,-0.0012445-0.00014816i,-0.00096661-1.8934e-05i,-1.5711e-05-0.00020714i
