0.002117+0.00045403i,0.003096-0.0012332i,0.0013688-0.0031609i,-0.00077808-0.0029082i,-0.0018645-0.000743i,-0.0032484+0.0018794i,-0.0025025+0.0024387i,-0.00054123+0.0014765i,0.0003932+0.00021741i,0.0013465-0.00091946i,0.0018068-0.00061779i,0.00086211-0.00018558i,-0.00066793+0.00010391i,-0.00080491+0.00042689i,-9.5238e-05+5.2141e-05i,-0.00016333-0.00013343i,-0.00070314-0.0003439i,-0.00069564-0.00051465i,-0.0007239-0.00035398i,-0.001669-0.00032528i,-0.0017657-0.00057146i,-0.00043787-0.00040221i,0.00053146+0.00044843i
0.0019941-0.0037681i,0.0028742-0.003619i,0.0025793-0.0033908i,0.00083871-0.0028851i,0.00020843-0.001883i,0.0012858-0.00056193i,0.0009764+0.00034464i,0.00033124+0.0004301i,0.00018534+0.00042499i,3.3364e-05+0.00031944i,0.00014339+2.1474e-05i,0.00053329-0.00020491i,0.00075843-0.0010539i,0.0012108-0.0019834i,0.0017707-0.0012972i,0.0015989-0.00025707i,0.00073547-0.00023743i,0.00062326-0.0004553i,0.00048052-0.00077496i,-0.00039929-0.0006132i,-0.00067207-7.654e-05i,-0.00013183+0.00068524i,0.00010989+0.00049397i
0.00016366-0.0012453i,-0.00056466-0.0017725i,-0.0024894-0.00024098i,-0.0033907+0.0017315i,-0.0020577+0.002163i,-0.00077193+0.0016313i,-0.00051362+0.0010236i,-0.0009126+0.0004086i,-0.0010291+4.9754e-05i,-0.00043536-0.00034007i,0.0007715+5.5071e-05i,0.0012174+0.00025394i,6.8259e-05+0.00029761i,-0.00083747+0.00019699i,-0.00097399+9.9663e-05i,-0.00042963+3.8023e-05i,-0.00032828-2.6952e-05i,-0.00074449-0.0001038i,-0.00067283+0.00020739i,-0.00050214+0.00017951i,-0.00020968-0.00031358i,-0.00032766-0.000577i,-0.00034595-0.00085242i
0.0021477-0.001085i,0.0029657-0.002333i,0.0030347-0.0034136i,0.001551-0.0025599i,-2.961e-05-0.00066954i,-0.0011161+0.00069685i,-0.00074785+0.0007751i,-8.0729e-05+0.00030214i,-0.00081118-0.00022387i,-0.00049783+0.0002215i,0.00033614+0.00071735i,-3.1108e-05+0.00058002i,6.8542e-06+0.00041976i,3.3332e-05+0.00042353i,0.00016108+0.00015182i,0.00023306+0.00020772i,0.00057571+9.3975e-05i,0.00084257-0.00065783i,0.00076802-0.00071259i,0.00016051+0.00029076i,0.00010661+0.00050188i,0.00062683-0.00010627i,2.712e-06-9.0071e-05i
-4.5814e-05-0.0020408i,-8.0169e-05-0.0021883i,-0.0016931-0.0017234i,-0.0029137-0.0018266i,-0.0025407-0.00083899i,-0.0019446+0.0002661i,-0.0013565+0.00086354i,-0.00078747+0.00056352i,0.0004612-0.00064012i,0.00051633-0.00094733i,-0.00020738-0.0004356i,-0.00011168+0.0002414i,3.0112e-05+0.0011065i,0.00017435+0.00088046i,0.00021847+0.00030198i,0.00034924+0.0001069i,0.00025301+0.0004415i,0.00010312+0.0013942i,-0.00082535+0.0012071i,-0.0011995-0.00012869i,-8.0947e-05-0.00037528i,-4.4817e-05-0.00081616i,-0.00014512-0.00090353i
0.0032577+0.00065619i,0.00348+0.0012287i,0.0044297+0.0021977i,0.003991+0.0016899i,0.0015186+0.0010914i,0.00031657+0.0013521i,0.00066975+0.00066826i,0.0012009+1.5402e-05i,0.00084168-0.00013768i,4.4116e-05-0.00038972i,0.0002309-0.00054844i,0.00075427-5.1836e-05i,0.00080185+1.8207e-05i,0.00064255-0.00029975i,9.7923e-05+0.00014728i,5.3677e-05+0.00052916i,0.00076785-0.00030095i,0.00069867-0.00026721i,0.00040361-9.2522e-05i,0.00010987-0.00025305i,0.00022718-0.00061329i,0.00076966-0.0012372i,-0.00016207-0.00094329i
0.00099202-0.0012473i,0.00014921-0.0034012i,0.00015167-0.0040179i,-0.00027059-0.0040522i,-0.0010781-0.0029886i,-0.00076456-0.00056383i,-0.00042712+0.00061821i,-0.00036139+0.00033436i,0.00063849+0.00021225i,0.00075064+9.8001e-05i,6.8008e-05-0.00057616i,-0.00026341-0.00078654i,-6.907e-06-0.00020089i,0.00016805-0.000244i,-0.0003691+0.00030225i,-0.0012074+0.001153i,-0.00080977+0.00072634i,-6.1441e-06+3.8751e-05i,-6.532e-05+0.00010047i,-0.00020843+0.00023581i,0.00029043+0.00048052i,0.00017511+0.00049898i,-0.00063486+0.00058235i
0.0020977+0.0020518i,0.0030957+0.0037023i,0.0032513+0.0042556i,0.0024842+0.0030604i,0.0010852+0.00032055i,-0.000275-0.00035253i,0.00020401+0.0010459i,0.0011073+0.0014761i,0.0013181+0.000946i,0.00084426+0.00045294i,0.00067514+1.4795e-05i,0.0011048-0.00075807i,0.00078482-0.00045626i,-0.00034442+0.00076983i,-0.00080285+0.00076629i,-0.00062874+0.00059191i,-0.0003372+0.0002905i,0.00014899+1.3426e-05i,-0.00021221+0.0010734i,-0.0005098+0.0013775i,-0.00044312+0.00073286i,-0.00039228+0.00021566i,-0.00028797-0.00033112i
0.00039317-0.00046694i,0.0012553-0.0023141i,0.0022-0.0034048i,0.0019986-0.0033052i,0.0010017-0.0023237i,0.00085294-0.00070456i,0.00075487-4.6086e-05i,0.00059087-0.00060409i,0.00066471-0.00064699i,0.00088127-0.00041946i,0.00081502-0.00089007i,0.00050674-0.0012597i,0.00061473-0.00091267i,0.00066129+0.00046373i,0.00034453+0.00053239i,-0.00011098-0.00044294i,-0.00028723-0.00093068i,-0.00015437-0.00050003i,-0.00048417+0.00016491i,-0.00023528+0.00019034i,9.7614e-05-0.00055407i,-0.00028008-0.00086485i,-2.4104e-05-0.00069404i
0.0006768+0.00040538i,-2.9123e-05+0.00076268i,-0.0015185+0.001677i,-0.0014105+0.0016047i,0.00019751+0.00077774i,0.0012867+0.00077277i,0.00078366+0.00082229i,-0.00042957+9.3803e-05i,-0.001239-5.3996e-05i,-0.0011245-4.0074e-05i,0.0001438+6.007e-05i,0.00092904+0.00010506i,0.00073667-0.00017084i,-0.00011102-0.00028465i,-0.00038198-8.9327e-06i,-0.00061865+0.00016537i,-0.00021325-0.00053586i,0.0013045-0.00080517i,0.0013414-0.00019563i,0.00024294-0.00016046i,-0.00012578-0.00063956i,0.00019361-0.0012157i,0.00037643-0.0013567i
0.0033362-0.0025118i,0.0030024-0.0023503i,0.0031182-0.0023367i,0.002455-0.0027715i,0.00098709-0.0011832i,0.00036306+0.0013782i,0.00018018+0.0013883i,0.00051905+0.0007332i,0.00056348+0.00013405i,-0.00042934-0.00067362i,-0.00038743-0.00051155i,0.00019625+0.00043482i,0.00021918+0.00076177i,0.00034562+0.00025068i,0.00021262-0.00028777i,0.00017543-0.00012517i,2.9297e-05+0.00040755i,-0.00038431+0.00034723i,-0.00014906-0.00016812i,0.0002049-0.00038416i,-0.0001119-0.00047037i,-0.00059251-0.00056611i,-0.00027112-0.00025702i
0.001236+0.00047383i,0.00038388+4.9378e-05i,-0.0010156-0.0014223i,-0.00099578-0.0026165i,-0.00054425-0.0021755i,-0.00029393-0.0010553i,-0.0001372+7.7543e-05i,-0.00015869+4.4392e-06i,4.6243e-05-0.00081735i,0.00045328-0.0013796i,0.0009132-0.0013568i,0.00081444-0.00088653i,-0.00011446-0.00033619i,-0.00074343-0.00039797i,-0.00027591-0.00033536i,0.00020594+1.5047e-05i,8.8382e-05+0.00026824i,0.00031579+0.00011221i,0.00084182+7.5926e-05i,0.00043641+3.3589e-05i,-0.00035592-0.00037916i,-0.00028667-0.00030384i,-8.9466e-05-0.00019555i
0.0025131-8.7116e-05i,0.0044486+0.00080908i,0.0053376+0.0013099i,0.004575+0.00051511i,0.0020684-0.00051174i,7.7718e-05+0.00067768i,-0.00061618+0.0016808i,-0.00044269+0.0013035i,-5.8743e-05+0.0011611i,0.00019656+0.00067428i,-5.2788e-05+5.5159e-05i,-0.00050615-0.00029912i,-0.0003606-0.00057947i,0.00021837-0.00027534i,8.9943e-05+0.0001878i,-0.00041924+5.4854e-05i,-9.347e-05+0.00047438i,-0.00036278+0.00088955i,-6.2525e-05+0.0002857i,0.00052333-0.0005394i,0.00011549-0.00038546i,2.7441e-05+0.00010707i,9.0281e-05-2.808e-05i
-0.00022375-0.0019956i,-0.0010308-0.0027152i,-0.001397-0.0036691i,-0.0013932-0.0030653i,-0.0010177-0.0010361i,-0.00042195-4.9695e-05i,-4.8543e-05-0.00017652i,0.00050248+0.00014165i,0.00063888+0.00034022i,0.00030319+3.8365e-05i,0.00042746+0.00044841i,0.0013094+0.00035086i,0.0006846-0.00021113i,-0.0001818-6.0276e-05i,0.00012563+3.7557e-05i,1.9061e-05-0.0004728i,0.00038319-0.00055479i,0.00066609-0.00074106i,0.00059368-3.0584e-05i,0.00047748+0.00078765i,0.00045231+0.00015446i,0.00056282-0.00027411i,0.00014211+0.00026339i
0.0019973+1.0673e-05i,0.0024072+0.00014594i,0.0026197-0.00030325i,0.0010952-9.5729e-05i,-0.00044059+0.00047373i,-0.00078027-9.855e-05i,1.8715e-05-0.00021917i,0.00057617+0.0002953i,0.00017056+0.00018742i,-0.00032048-0.00012265i,-7.1382e-05-0.00035056i,0.00032653-0.00056515i,0.00016366-0.00067644i,0.00058883-0.0001718i,0.00081472+0.00053121i,0.00066698+0.0010411i,0.00051122+0.00094638i,-2.9375e-05+7.7199e-05i,-6.8715e-05+0.00019055i,-0.00043109+0.0004323i,-0.00070923-0.00021757i,-0.00043573+0.00022368i,-7.62e-05+0.00067001i
0.0013046-0.00076196i,0.0022565-0.0016113i,0.0023717-0.0028511i,0.0012582-0.0031509i,0.00034378-0.002633i,0.00048741-0.0010826i,0.00031888+0.00034108i,0.00061469+0.00087656i,0.0011371+0.001048i,0.00076457+0.00028107i,-0.0005505-0.000245i,-0.0011077-7.1354e-05i,-0.00038971+0.00015756i,0.00048677+0.00026843i,0.00062792+0.00036534i,-0.00031692+0.0010642i,-0.00022482+0.00099027i,0.00035257+0.00050317i,0.0005047+0.00082343i,0.00039511+0.00087803i,0.00049848+0.00047567i,0.00094229+5.3713e-05i,0.00082733-0.00056673i
0.0011965-0.00027527i,0.00079933+0.00031306i,-0.00016663+8.8405e-05i,-0.0014675+0.00074321i,-0.0016761+0.0016839i,-0.0013524+0.0016757i,-0.00061795+0.00082333i,2.7505e-05-2.9776e-05i,9.73e-06-0.00036747i,-0.00020788-0.0002774i,-3.7415e-05-5.355e-06i,0.00016758-0.00058589i,0.00065155-0.00089184i,0.001145-0.00046494i,0.00061942-0.00013298i,0.0005023-2.7968e-06i,0.00076236-7.5075e-05i,0.00096501-0.00011689i,0.0010442-4.0603e-05i,0.00054201+0.00011083i,0.0004887-0.00025911i,0.00078437-0.00045999i,0.00082772-0.00068714i
0.00046742-0.00097875i,0.00089004-0.00093547i,0.0022043-0.00047015i,0.002882+0.00040388i,0.001746+0.0011568i,0.00063597+0.0023516i,0.00033238+0.0025232i,0.0004012+0.0017075i,-0.00052738+0.00031309i,-0.0010411-0.00036273i,3.1049e-05-0.00040049i,0.00017986-0.00026627i,-3.6207e-06-3.4742e-05i,-8.9626e-06-0.0003604i,-0.00026904-0.00062663i,-0.00041266-0.0004404i,-0.00052665-0.000372i,-7.1761e-05-0.00077924i,6.2765e-05-0.0011953i,5.9538e-05-0.0012769i,0.00014951-0.00088386i,-0.00016857-0.00085652i,0.00071884-0.00065138i
0.00083317-0.00035557i,-0.00039081-0.00064221i,-0.00093541-0.0013623i,-0.0011772-0.0013781i,-0.00050684-0.00020822i,0.00024511-7.6923e-05i,-8.2459e-05+0.00015766i,-0.00021483+0.00014839i,-7.4739e-05+7.02e-05i,-0.00031625+0.00010727i,-0.00097726-0.00025685i,-0.0011746-0.00057531i,-0.00038553-0.00063673i,0.00010238-6.5043e-05i,4.8557e-05+0.00045924i,-0.00032891+0.00017718i,-0.00061071-7.0733e-05i,-0.00019515+0.00017742i,-0.00025272+0.00027833i,-0.00039851+8.968e-06i,-0.00025367-8.323e-05i,0.00029633+0.00031582i,0.00017299+0.00032805i
0.00085125-0.00050176i,0.0014173+0.00023567i,0.0014027+0.00011934i,0.0019058-0.00047228i,0.00097697-0.00066797i,-0.00087909-0.00044695i,-0.0011408+7.2308e-05i,-0.00019695+0.00065303i,-6.7314e-05+0.00030528i,-0.00042624-0.00051066i,0.0002393-0.00069419i,0.00050051+0.00012305i,0.00039893+0.00067049i,0.00022384+0.00051137i,-0.00019593-0.00012037i,0.0001279-0.00024743i,0.00021106+8.2734e-06i,-0.00010677-0.00016778i,-0.00038188-0.0010097i,-0.00061534-0.0014352i,-0.00010664-0.001078i,0.00018898-0.00056438i,-7.1299e-05-0.00015233i
-0.0014057-0.000699i,-0.0014236-0.00047466i,-0.0012265+0.00026088i,-0.0010437-5.7959e-05i,0.00036345+0.00022247i,0.00092649+0.00055831i,0.00057942-0.0002084i,0.00025998-0.00015597i,-0.00011281-3.2405e-05i,0.00017295-0.00028037i,0.00044063-0.0007488i,0.00052469-0.0013911i,0.00039965-0.0013706i,3.7864e-05-0.00072971i,-0.00034103-0.00022856i,-0.00029029-0.0004306i,-0.00059135-0.00075148i,-0.0014345-0.0005889i,-0.0012974-0.00055452i,-0.00042991-0.00043641i,0.00011628-0.00018082i,-0.00028418-0.00038246i,0.00016308-0.00049337i
0.00050303-0.0027815i,-4.4973e-05-0.00063173i,-0.0010846+0.0007025i,-0.00099786+0.0014312i,-0.00036389+0.0017773i,3.5308e-05+0.0011362i,-0.00033918+0.00068375i,-0.0009406+0.00035662i,-0.00093266-0.00018099i,-0.00051008-0.00077382i,-0.00018997-0.00043108i,-0.00039161-9.4442e-05i,-0.00017633-0.00041994i,0.00063819-0.00051261i,0.00059043-0.00079206i,0.00044517-0.00025478i,0.00073671+0.00063299i,0.00080212+0.00081716i,0.00074495+0.00081139i,0.00089052+0.00035406i,0.00083908-4.7013e-05i,0.00064538-0.00036897i,0.00036002-0.00074584i
-1.9945e-05-0.0013909i,-0.00014497-0.0030695i,-0.00044573-0.0025596i,-0.0012844-0.00098939i,-0.0019164+0.00025727i,-0.0015291+0.00041643i,-0.0010392-0.00026536i,-0.00075695-0.0011985i,2.065e-05-0.0015587i,0.0004637-0.00043329i,0.00054006+0.00088847i,0.00025235+0.00087965i,0.00047411+0.00044534i,0.00034342+6.8427e-05i,0.00049648-0.00015501i,0.0007718-3.0435e-05i,0.00086038+0.00018593i,0.00045649-6.7604e-05i,-0.0010727-0.00051895i,-0.0017228-0.00040089i,-0.00065002-0.00059308i,0.00034281-0.00078369i,0.00059825-0.00096656i
-0.00050906-0.001204i,0.00039396+0.00031811i,-0.0007757+0.0020194i,-0.0013055+0.00256i,-0.0015179+0.0026978i,-0.0012235+0.0019917i,0.00024334+0.00040802i,0.00043522-0.00078229i,0.00012009-0.00028291i,-8.5713e-05+0.00039293i,6.1606e-05+0.00046154i,0.00024507+0.00030591i,-0.00016402-0.00014709i,-0.00032206-0.0006219i,-0.00025592-0.00046002i,-0.00010217-8.6399e-05i,-0.00019483+0.00018367i,-0.00049432+0.00085331i,-0.00089913+0.0005904i,-0.00051935+5.0796e-05i,0.00022699-0.00014206i,3.5801e-05-0.00057242i,0.00037892-0.0007506i
-0.0011055-0.00097455i,-0.0012784-0.0018335i,-0.00023203-0.0025481i,0.0015027-0.00096477i,0.0011971+0.001256i,0.00030727+0.0018918i,-2.8828e-05+0.0013155i,-0.00054953+0.0011271i,-0.00048693+0.00044131i,-0.00028387+1.2339e-05i,-0.00023003+0.00046156i,0.00018603-0.00011401i,0.00031364-0.00084821i,-0.00013661-0.00047002i,-0.00024952-1.7779e-05i,0.00035593+0.0002819i,-0.00034953+0.0005594i,-0.0012806+0.00065671i,-0.00021341+0.0005505i,0.00051873-0.00074537i,0.00018416-0.0015361i,-0.00025951-0.00089336i,8.6734e-05-0.00048728i
-0.0010985+3.4269e-05i,-6.1039e-05+0.00075282i,-0.00034663+0.0012649i,-0.0006639+0.00050933i,8.6063e-05-0.00068418i,0.00059934-0.00020128i,0.00074081+0.00074195i,0.00080049+0.00016016i,0.00042385-0.00045002i,0.000592-0.00052974i,0.00069614-0.00047042i,0.00078156-0.0001663i,-7.4282e-06+0.00057783i,-0.0010639+0.00071738i,-0.0011618+0.0011291i,-0.00068819+0.0017138i,-6.8421e-05+0.0008351i,-0.00059292+0.00064664i,-0.0013455+0.00045223i,-0.00032635+0.00010386i,0.00059622+0.00031337i,0.00085037-9.5244e-05i,0.0006108+3.4787e-05i
0.00093309-0.0015145i,0.0013225-0.0016623i,4.4521e-06-0.0012969i,-0.00058557+4.3258e-05i,-0.00042346+0.0008063i,-0.00027418+0.0010612i,-0.00017211+0.00086088i,-7.5682e-05+0.00038234i,-0.00020244-0.000104i,-0.00029525-0.00053482i,-0.00068136-0.00041131i,-0.0010091-0.00032419i,-0.00055436-0.000214i,-0.00045252+0.00012285i,-0.00041636+0.00026596i,0.00011411+0.0001284i,0.00012006+0.00014249i,5.3127e-05+0.00021859i,8.9477e-05+5.9098e-06i,4.867e-05-0.00058142i,0.00059418-0.0011043i,0.0012076-0.00069678i,0.00041576-0.00028687i
0.0010829+0.0010498i,0.00056993-9.5593e-05i,-7.96e-05-0.00070969i,-0.00021303-0.00036134i,-0.00052199+0.00010789i,1.9363e-05+0.00025203i,0.00042958+0.00039001i,6.6296e-05-9.0516e-05i,0.0001799-0.00069305i,0.00026621-0.00080024i,0.00047799-0.00076358i,0.00053306-0.00061191i,0.00037477-0.00031267i,0.0004898-0.00071851i,0.00041194-0.00081296i,0.00011083-0.001035i,-0.00026683-0.00072065i,-0.0009111+0.00014749i,-0.00091977+0.00030907i,8.3215e-05-3.5709e-05i,0.00087959-0.00023769i,0.00075198-0.00017076i,6.4609e-05-0.00032989i
0.00087318+0.0010589i,0.001442+1.7111e-05i,0.0018058-0.00099255i,0.00046913-0.00023972i,-0.00023588+0.00082172i,-0.00042585+0.0011389i,-0.00058358+0.00082391i,-0.00035232+0.00065179i,6.2182e-05+0.00103i,0.00056987+0.0011352i,0.00047157+0.00026686i,1.7162e-06-0.0003208i,-0.00020225+0.00025307i,-0.00042313+0.00068649i,-0.00076304+0.00074707i,-0.00065945+0.0004418i,-0.00067161+0.00048454i,-0.00057552+0.00096262i,-0.00035214+0.00068561i,0.00013326-0.00034056i,2.2319e-05-0.0007268i,0.00012121-0.00041902i,-3.3985e-05-0.00035813i
0.00081506-0.0019047i,9.0246e-05-0.0020631i,5.0627e-05-0.0020279i,0.00077783-0.0015059i,0.00084159-0.00042065i,0.00088629+0.00059277i,0.0013249+0.00077673i,0.0012651+0.00025007i,0.0010507-0.00013157i,0.0010765-0.00015119i,0.00077398-2.4465e-05i,0.00039029+0.00020994i,-0.0005994+0.00028792i,-0.0016501+0.00018961i,-0.001532+0.00070021i,-0.0011323+0.00030411i,-6.5118e-05-0.000117i,0.0011689+0.00039004i,0.00071517+0.00042711i,-3.0463e-06+0.00036446i,-0.00015575+0.00069277i,0.00027616-0.00019522i,0.00032739-0.0010687i
0.0012813-0.00073253i,0.00095371+0.00041634i,0.00098917+0.00013229i,0.00059972-0.00019116i,-0.00030103+0.00015753i,-0.00023029+0.00058576i,-9.3318e-05+0.00035915i,-9.71e-05-0.00062184i,0.00031027-0.0011981i,0.00031495-0.0010655i,0.00035087-0.00031703i,0.00045618+0.00042779i,0.00032769+0.00066106i,-3.863e-05-4.8204e-06i,-0.00014183-0.0011331i,8.5686e-05-0.001167i,0.00074342-0.00076256i,0.00084673-0.00015918i,-2.3746e-05+0.00024882i,-0.0008715+9.1724e-05i,-0.00098885-0.0003149i,-0.00014648+0.00012356i,0.00024136-0.0002645i
-0.00023674-0.0022802i,0.00031284-0.0013546i,-0.00094527-0.0013809i,-0.0020453-0.00062523i,-0.0013711+0.00045267i,-0.00031169+0.00018343i,8.8205e-05-0.00012633i,-0.00027732+0.00012909i,-0.00081598+0.00029771i,-0.00097338+0.00095096i,-0.00092289+0.0011099i,-0.00088162+0.00087178i,-0.00025586+0.0011851i,0.00022671+0.00012536i,-0.00013031-0.00094214i,-0.00035854-0.00082284i,-0.00011435-6.4547e-05i,0.00053502+0.00076036i,0.0011115+0.00060993i,0.00083181+0.00038569i,0.00046615+0.0011513i,0.00076703+0.0011297i,0.0012097+0.00056878i
0.0011011-0.00012908i,0.0020924-4.417e-05i,0.0012364+0.00015136i,-0.00038208+0.00056068i,-0.0011033+0.0010771i,-0.00080637+0.00053666i,-0.00088379+0.00011588i,-0.00032446+0.00040848i,0.00021751+0.00035298i,6.9482e-05-4.1162e-05i,0.00032027+0.00030838i,0.00064996+0.00081868i,0.00046139+0.00018478i,8.5242e-05-0.00016143i,0.00036027+9.8308e-05i,0.00031721+5.2841e-05i,1.5809e-05-0.00011675i,0.00031694-7.5299e-05i,0.00052598-7.7958e-06i,0.0010997+0.00025761i,0.001299+0.0001266i,0.00062894-0.00069645i,0.00043405-0.0010619i
-0.0013368-0.00073681i,-0.00060899-0.0008741i,-0.0014295-0.001481i,-0.00087755-0.0012114i,0.0004495+0.00041454i,0.00081843+0.0010909i,0.000845+0.00080669i,0.00022298+0.00048376i,0.00029921-0.00036977i,0.00057573-0.00099927i,-8.099e-05-0.00072659i,-0.00082997-0.00032358i,-0.0011139-3.3489e-05i,-0.00088428-0.00033789i,-0.00064632-0.00087793i,-0.00032656-0.0011531i,-0.00029817-0.00048479i,-0.00015539+0.00083943i,5.8733e-05+0.0014791i,-0.00047434+0.00048619i,-0.0009476-0.00055427i,0.00017334-0.00089731i,0.00045819-0.00017588i
0.0014352-0.0013531i,0.00077121-0.0015985i,-5.6666e-05-0.0012966i,-0.00096366-0.00096924i,-0.0010921-0.00099185i,-0.00036294-0.00049156i,0.00048188-7.8482e-05i,0.0013818+0.00017501i,0.0012892-0.00046155i,0.00066217-0.0011943i,0.00012125-0.0013237i,-0.00010965-8.0608e-06i,0.00043473+0.00083018i,0.001773+0.00053429i,0.0016667+0.00048245i,-5.9345e-06+8.7765e-05i,-0.00010909+0.00022254i,0.00066006+0.00060738i,0.00058556+0.0004654i,0.00025821+0.00033721i,-8.2583e-05+3.0631e-05i,-0.00010695-7.0867e-05i,-0.00031475-4.2255e-05i
5.3244e-05-0.0023111i,0.0010172-0.0015824i,0.00052508-0.00046578i,-4.2271e-05+0.00073107i,-0.00049635+0.00071042i,-0.00079826+0.00083693i,-0.00062615+0.00059544i,-0.00043793-0.00090346i,-0.00016803-0.0012558i,-0.00021847-7.054e-05i,-0.00016328+0.00031202i,0.00018198-0.00051974i,0.00034183-0.00032443i,5.7826e-05-0.00034326i,5.4762e-06-0.00062198i,-7.0789e-05+0.00014637i,0.00087709+0.00079964i,0.0012853+0.00011679i,0.00093936-0.0008012i,0.00047897-0.00057947i,0.0004717+0.00013741i,0.00024828-0.000162i,-0.00014776-0.0005097i
0.0013052-0.0013764i,0.00086259-0.0028844i,-0.00045714-0.0038945i,-0.0012404-0.0033469i,-0.0013284-0.00054987i,-0.00084812+0.0013791i,0.0001237+0.00087815i,0.0011852-0.00024866i,0.0014309-0.00091449i,0.00058486-0.00049352i,-0.00032286-8.1339e-05i,-0.00033424-0.00033608i,3.6984e-05-0.0012859i,0.00036483-0.0011724i,0.00032176+2.2381e-05i,0.00013627+3.879e-05i,0.00048361-0.00043629i,0.00048831-0.00078475i,-0.00025539-0.00050708i,-0.00035202+0.00026743i,0.00030897+0.0001379i,-0.00028993+7.3907e-05i,-0.00063391+0.00028091i
0.0014119-7.0895e-05i,0.0015062-1.8812e-05i,0.0015566-0.00051485i,0.0010408-0.00035521i,-0.00029213-0.00010432i,-0.0013462+0.00048894i,-0.0011048+0.00076208i,-0.00036301+0.00027685i,0.00061447+0.0010622i,0.0006674+0.0012425i,0.00020628-0.00025842i,0.00028458-0.00040345i,0.00025436-8.8668e-05i,0.00012159-0.00033083i,-4.7148e-05-0.00049588i,-2.2063e-05-0.00017243i,8.7275e-05+0.0003066i,0.00037093-0.0001663i,0.00091493-0.00064911i,0.0006103-0.00094769i,-1.6445e-06-0.00052396i,-0.00016102+0.00037088i,0.00034995+0.00080226i
-0.00017247-0.00068525i,-0.00028946+0.00013645i,-0.00075924+0.00063795i,-0.0012357+0.00027506i,-0.00023597+7.3728e-05i,0.00037813+0.00016068i,0.00046274+0.00072774i,0.00065022+0.00073205i,0.0005917+0.0001361i,0.00060522-0.00020548i,0.00072488+0.00028445i,0.00032029+0.00093745i,5.2935e-06+0.00076127i,-0.00010079+0.00048406i,1.172e-05+0.00028332i,0.00044766-0.00032872i,0.00073678-0.00031127i,0.00070506-1.7075e-05i,0.00064149+0.00017667i,3.1492e-05+0.00047781i,-0.00029065+7.3659e-05i,-0.00010978-0.00041945i,0.00014846-0.00047941i
0.0015107+0.00095277i,0.0017424+0.0013891i,0.0011087+0.001765i,0.00037719+0.0012082i,-0.00024384+0.0009446i,-0.00055446+0.00036558i,-0.00046282-0.00011566i,-0.00071872-5.8428e-05i,-0.00075524+0.00029001i,-0.00017401+0.00060268i,0.00050773-0.00017866i,0.00018722-0.00040261i,-0.00093661-0.0001952i,-0.0015969-0.00013818i,-0.00099523+0.00031295i,6.1642e-05+0.0002966i,-8.5137e-05+5.225e-05i,-0.00043505-0.00026717i,-0.00011318-0.0004546i,-0.000154-0.00044678i,-0.0002225-0.0001808i,-0.0006247-0.00010453i,-0.00084268-0.00043276i
-0.00050599+0.0018535i,-0.0001921+0.002878i,0.00061624+0.0031322i,0.0020754+0.0016107i,0.0023533+0.0010148i,0.0018489+0.00088986i,0.0010547+0.00017866i,0.00040844+3.9094e-07i,0.00059846+0.00031616i,0.00078768+0.00045473i,0.00010553-6.2592e-05i,-0.0011491-0.00041188i,-0.0014847+0.0003595i,-0.0011837+0.00066078i,-0.0013024+0.00075098i,-0.00093467+0.00035114i,-5.0296e-05-0.00053414i,0.0001258-0.00063875i,0.0001127-0.0003099i,0.00031594-0.00033839i,0.00024783-0.0007171i,-1.0567e-05-0.00032582i,-0.00052551+0.00055303i
-0.00033352-0.00049399i,-0.00019775-0.0010541i,0.00014438-0.00065665i,0.00042225-0.00073613i,0.00098334-0.00087459i,0.0009294-0.00063623i,0.00065335-0.0005345i,0.00010122+0.0004793i,-0.00041435+0.00098153i,0.00070681+0.00083954i,0.0014075+0.00057909i,0.00093089+0.00025948i,0.00057859-0.00049804i,0.00033505-0.0010192i,0.00052816-0.0010215i,0.00096685-0.00067495i,0.00070165-0.00017946i,-0.00037042+0.00027322i,-9.4434e-05+0.0007969i,-0.00014535+0.00052401i,-0.00070464-8.6446e-05i,-0.00039496-0.00055189i,-0.00015262-0.00048896i
0.0026618-0.00060794i,0.001668-0.0010322i,0.0011239-0.0011307i,7.7238e-05-0.00085652i,-0.00086804-0.0003961i,-0.0012578+0.00061921i,-0.00082831+0.0008104i,-0.0001342+0.00028886i,0.0003292+0.00025387i,0.0002207+0.00032005i,-2.6374e-05+7.2993e-06i,-0.00017659-0.00013394i,-0.00041914-0.00021392i,0.00061504-9.8082e-06i,0.00091113+0.00038906i,0.00029748+0.00079664i,0.00079282+0.00036573i,0.00040986+0.00013308i,-0.00062405+0.00047009i,-0.00086744-0.00017874i,-0.00051024-0.00041048i,-0.00039443-0.00037148i,-0.0002738-5.8118e-05i
