0.00074688+0.00079012i,-0.0003208+0.00012369i,-0.00016178-5.2532e-05i,-0.00041861-0.0016768i,-0.0017355-0.0016868i,-0.0030328-0.00064284i,-0.0024147+0.00023985i,-0.00010199+0.0010372i,0.0010915+0.00076358i,0.0012885+0.00036754i,0.001054-0.00064038i,0.00024652-0.0014612i,-8.2657e-05-0.0010097i,-0.00015888-0.00021284i,-8.0145e-05-0.00042311i,0.00052726-0.00061985i,0.00056696-0.00013016i,-0.00030502+0.00024258i,-0.00043881+7.3588e-05i,-0.00023223-0.00047666i,-1.9534e-05-0.00039592i,-0.00014856-0.00015115i,-0.00053953+0.00059083i
-0.00028667-0.00026876i,0.00045372-0.00073042i,0.00047012-0.00064925i,-8.0607e-05-0.00088647i,-0.0010643-0.0011858i,-0.0018261-0.00079155i,-0.00085531+6.231e-05i,-0.00059796+0.00021837i,-0.0011083-0.00073258i,-0.0012304-0.00089792i,-0.0010324+0.00027691i,-0.00072498+0.0011691i,-0.00033979+0.0011413i,-0.00019324+0.0001075i,0.00039255-0.00044417i,0.0006722+7.8107e-05i,-0.00011131+7.4804e-05i,-0.00035511-0.00033065i,-0.00010224-0.00026674i,-9.6349e-05+0.00019902i,-0.00025382+0.0005534i,0.00046061+0.00058747i,0.00044387+0.00038104i
-0.00097996+0.0024323i,-0.0005117+0.0025376i,-0.00058514+0.00090524i,-0.001323+0.00048929i,-0.0010048+0.00097964i,-0.0011314+6.0922e-05i,-0.00084738-0.00046297i,0.00042726+0.00036306i,0.0006523+0.00061168i,-4.6983e-06+0.00053886i,-0.00027698+0.0010969i,-0.00069341+0.0012649i,-0.0012655+0.00016172i,-7.8735e-05-0.00032746i,0.0013753-0.00016972i,0.0011253+0.00042964i,-0.000172+0.00017645i,-0.00054055-0.00054955i,-0.00020508-0.0006467i,-4.209e-05-0.00080795i,0.00022734-0.0011176i,0.00039973+0.00013962i,9.9967e-05+0.0013369i
0.0007494-0.0021069i,-3.377e-05-0.0018493i,-0.0011559-0.001356i,-0.0016423-0.00016924i,-0.0022471+0.00066896i,-0.0018076+0.00056566i,-0.00037002+0.00089807i,0.00017308+0.00041817i,1.252e-05-0.00082023i,-0.00036352-0.00092418i,-0.00060474+0.00036457i,8.5869e-05+0.00066614i,0.00040435+0.00011651i,-1.9055e-05+0.0002226i,6.5851e-05+0.00030792i,0.00041+0.0004386i,0.00044088+0.00034199i,0.00060572-0.00014907i,0.00067858+0.00031576i,0.00026547+0.00034105i,-0.00040033-0.00064487i,-0.00034904-0.00084305i,0.00024544-0.00024464i
0.00021503+0.0029432i,-0.00050547+0.001645i,-0.00027237+0.00028769i,8.4094e-05-0.00037366i,-0.00055032-0.00016032i,-0.0019874-0.00024707i,-0.0010064-0.0003632i,0.00039555-0.00057133i,3.2212e-05-0.0012431i,-0.00086696-0.00095038i,-0.0010005-0.00037821i,-5.1303e-05-0.00028212i,1.0097e-05+0.00087081i,-0.0010203+0.00095761i,-0.0011324+0.00064362i,-7.6447e-05+0.00070919i,5.559e-05+0.00014588i,-0.00023748-7.8344e-05i,0.00016715-0.00011301i,1.1527e-05-0.00060536i,-0.0002397-0.00053492i,-0.0004134-0.00070261i,-0.0002361-0.00081567i
0.00047139+0.0027501i,-0.00058868+0.0026641i,0.00090682+0.0026172i,0.0018758+0.0016694i,0.00058552-9.0954e-05i,-0.00092941-0.00039352i,-0.001331-3.0887e-05i,-0.0012156-0.0011081i,-0.0007771-0.0013054i,-0.00063917+0.00014079i,-0.00096861+0.00013704i,-0.00018792-0.00047165i,5.3671e-06-0.00067699i,-9.5258e-05-0.00068938i,0.0003222+5.7939e-06i,0.00064283+7.9817e-05i,0.00091593+0.00016672i,0.00053508+0.00023718i,-0.00023683+0.00056574i,-0.0005767+0.00026956i,-0.00012915+0.00012715i,0.00028442+0.00047977i,0.00024974-0.00031112i
0.00031009-0.00030525i,0.00054169-0.00015996i,0.0008495-0.000645i,-0.00035812-0.0014347i,-0.001155-0.0014478i,-0.00057229-0.00041742i,-0.00074696-0.00024044i,-0.0013484-6.1382e-05i,-0.0014736+0.00039772i,-0.0015687+0.00078397i,-0.0017509+0.00057015i,-0.0013807+5.9777e-05i,-0.00025729+0.00046297i,4.9249e-05+9.4412e-05i,-0.00022194-0.00028206i,0.0004603+0.00013268i,0.0011699+0.0003711i,0.00099767+0.00028167i,8.2317e-05-0.00042552i,0.00011275-0.00018859i,0.00013031+0.00082257i,-4.9255e-05+0.00081305i,0.00046441+0.00033798i
-0.00068309+0.0011712i,2.3551e-05+0.00057578i,-0.00011401+0.00020562i,-0.00062806-0.00042628i,-0.00094237-0.00014138i,-0.0013004+6.7592e-05i,-0.00083302+0.00050511i,-1.8917e-05+0.00012642i,-0.00010737-0.00033755i,-0.00036435+0.0002165i,-0.00081062+0.00047499i,-0.0006213-0.00028921i,-5.09e-05-0.00071675i,-5.4281e-05+0.00037992i,-0.00013065+0.00087543i,-0.00047301+0.00011596i,-0.00052921-0.00025759i,-0.00040376-0.00015409i,-0.00016743-7.4836e-05i,0.0001061+5.1543e-05i,0.00059975+0.00025516i,0.0011004+0.00012803i,0.00073821-4.9199e-05i
-0.0010547+0.0015378i,-0.0003532+0.001805i,-0.00049731+0.0026558i,1.9408e-05+0.0018066i,0.00027834+0.00067592i,-0.00065116+0.00037299i,-0.00076997+1.1711e-06i,0.00021797-0.00021186i,7.8725e-05-0.00052901i,-0.00064782-0.00018009i,-8.9072e-05+0.00011941i,-8.1322e-05-0.00070529i,-0.00027955-0.0008219i,0.0001278-0.00023689i,0.00057361-0.00015293i,0.00056343-0.00052961i,0.00047541-0.00072846i,9.1789e-05-0.00096817i,0.00016198-0.00082976i,0.00048681-0.00058488i,0.00021989-6.8033e-05i,0.00045782+0.00090996i,0.00034012+0.0010276i
-0.00010462+0.002064i,0.00051822+0.0020863i,0.00086641+0.00086359i,0.00035704-0.0003078i,-0.00012825-0.00073077i,-0.00030625-5.6777e-05i,-0.0013068+0.000596i,-0.0018017+0.00032601i,-0.00096788-5.253e-05i,-3.2707e-05+0.00048489i,-8.939e-05+0.00016011i,-8.4851e-05-0.00067175i,-0.00021824-0.00033079i,-0.00011692-0.00035269i,0.00023363-0.00039564i,8.4046e-05-0.00010204i,-0.00021731+0.00014745i,-2.441e-06+0.00010469i,0.00053133-0.0004761i,0.00020056-0.00066136i,0.00011544-5.3057e-05i,-7.2967e-05+0.00049386i,-4.6904e-05+0.00032264i
0.00080729-0.00077681i,0.00064885-0.00096197i,0.0010404-0.0010312i,0.00093678-0.00096281i,0.00064158-0.0013938i,-0.00036526-0.00081056i,-0.0010526-0.00015241i,-0.00055931-0.00017869i,7.1802e-05-5.0464e-05i,0.00044105-0.00073433i,5.1665e-05-0.00049271i,-1.4591e-05+0.00030943i,0.00033687-0.00042609i,0.00056239-0.00069548i,0.00039028+0.00017767i,2.7219e-05+0.00041849i,0.0003047-9.8384e-05i,0.00047601-0.0003405i,9.9801e-05+0.00017311i,-0.00044864+0.0004642i,-0.00038098+0.00039014i,-0.00038678+0.00021443i,-0.00027752-0.00010449i
-0.0012542+0.00073628i,-0.00086465+0.0009248i,0.00018781+0.0018863i,0.00043906+0.0016199i,0.00038781+0.00034855i,0.00058254-0.00049872i,0.00030698-0.00053017i,-0.0001557-0.00014278i,-7.7453e-05-0.00045857i,0.00044442-0.0010106i,0.00058049-0.00086066i,0.00016624-0.00077551i,0.00010342-0.00035415i,-0.00082134+0.00016533i,-0.0012646-0.00032223i,-0.00070951-0.00039536i,-0.00064805-5.2891e-05i,-0.00066991-0.00053115i,-0.00051067-0.00056336i,0.0002792+3.908e-05i,0.00062599-4.366e-05i,-7.6614e-05-0.00033603i,-0.00074443-0.00017273i
-0.00024907-0.00026923i,-0.00082034+9.2936e-05i,-0.0011891+0.00028759i,-0.00062949-6.3808e-05i,-0.00057754-0.00068977i,-3.6469e-05-0.0003346i,6.1572e-05+0.00036432i,-0.00020344+0.00047905i,-0.00047442+0.00026301i,-0.00092991-0.00013337i,-0.0014403-0.00019809i,-0.0010735+0.00069572i,0.00054382+0.00099666i,0.0012427+0.00024655i,0.00046427+0.00012332i,1.898e-05-2.1144e-05i,1.2536e-05+0.00026246i,-0.00016498+0.00063771i,-0.00016939+0.00045687i,0.00017151-6.694e-05i,0.00091557-0.00030526i,0.0007401-0.00029752i,-0.00018551-0.00050868i
0.00073781+0.0022008i,0.00065142+0.0025305i,0.00080986+0.0022681i,8.8731e-05+0.0020503i,-0.00091161+0.0013891i,-0.00088883+0.00066233i,-0.0009617+6.3159e-05i,-0.0003891+0.00011183i,3.7666e-05-0.00058725i,-0.00055427-0.00079967i,-0.0010034+0.00051519i,-0.00088364+0.00052583i,-0.00036917+1.1054e-05i,0.00035192+5.0866e-05i,0.0003689-8.3492e-05i,-0.00027237-0.00034187i,-6.3996e-05-0.00010433i,-3.9529e-05+0.00059236i,8.2262e-05+0.00021436i,2.6201e-05-0.00098558i,-0.00095647-0.0013133i,-0.00084886-0.00054302i,-0.00081544-0.00032894i
0.0010133+0.0005559i,0.00079104-0.00027922i,0.00088294-0.0015277i,0.00036941-0.0015015i,-0.00071123-0.00095221i,-0.0015097-0.00045061i,-0.0013507-0.0001115i,-0.0010382-0.00014742i,-0.0011478-0.00074965i,-0.00077145-0.00072667i,-0.00025944-0.00039739i,-0.00037389-0.00054536i,-0.00086615-0.00040251i,-0.0012036+6.6259e-05i,-0.00070641+0.00057636i,-0.00014028+0.00072435i,9.3096e-05+0.00040567i,-0.00040714+0.00029424i,-0.00062378+6.9688e-05i,-0.00012812-0.00036305i,-0.00028544-0.00068982i,-0.00020443-0.00057184i,-0.00043852-0.00026245i
0.00086538+0.0010385i,0.0002673+0.00067618i,0.00034153-0.00096741i,-0.00046219-0.0018318i,-0.0018663-0.00095095i,-0.0023642+0.00071667i,-0.0013982+0.001117i,-0.00085575-1.9177e-05i,-0.00028926-0.00068739i,7.1923e-05-0.00016347i,-0.00043594+0.00082267i,-0.00097047+0.0010365i,-0.00034752+0.00047315i,0.00073167+0.00069819i,8.5217e-05+0.001275i,-0.0002213+0.00048138i,-5.426e-06-0.00049894i,-0.00022292-0.00033592i,0.00011321-4.8659e-05i,7.3879e-05+8.9205e-05i,0.00038455+0.00029576i,0.00015059+0.00020061i,-0.00069589-0.00014291i
-0.0015801-0.0013109i,-0.002089-0.00057962i,-0.0021732+0.0012194i,-0.0019441+0.0014075i,-0.0014209+0.00071998i,-0.0004779+0.00038448i,8.0159e-06-0.00025416i,-3.4646e-05-0.00096219i,-0.00042837-0.0006751i,-0.00064814+0.0001978i,-0.00042336+0.00017249i,-0.00031979-0.00027808i,-0.00017533-0.00045587i,0.00015892-0.00065522i,-0.00012043-0.00019133i,-0.00049349-0.00024605i,-0.0006193-0.00075598i,-0.00052607-0.0013979i,-0.00048437-0.0013533i,0.00018715-0.00023291i,0.0006884+0.00050133i,-0.00014603+0.00048414i,-0.0006641-8.5956e-05i
0.001522-0.0020536i,0.0011491-0.001715i,0.00054923-0.0014369i,-0.00090769-0.00060776i,-0.0013333-0.00023724i,-0.00083992+0.00067033i,-0.00055262+0.00084438i,-0.00027701+0.00032568i,-0.0011683+0.0004363i,-0.0018114-0.00044795i,-0.0017015-0.00062563i,-0.0014184-0.00053466i,-0.00034572-0.00010579i,7.441e-05+0.00060653i,-0.00061706-0.0003063i,-0.0005678-0.00073113i,-0.00057774+8.9509e-05i,-0.00032989+0.00034938i,0.000924-0.00017051i,0.0010764-0.00046203i,4.3583e-05-0.00038795i,4.1271e-05-0.00054013i,-5.5201e-05-0.00047029i
-0.0012024-0.00023122i,-0.00062131-0.00090676i,0.00022657-0.0019638i,-0.00018802-0.0018762i,-0.00066455-0.0011147i,-0.0010151-0.00086995i,-0.0013796-0.0014792i,-0.00074532-0.0016024i,2.0492e-05-0.00097405i,-0.0005188-0.0008168i,-0.00052591-0.00058374i,3.4009e-05-0.00054478i,0.00061749-0.0002725i,0.00061352+0.0005032i,-0.00037655+0.00050854i,-0.00027753+0.00080019i,0.00044497+0.00054109i,0.00098646+0.00017914i,0.00074314+0.00036617i,0.00035586-8.9911e-05i,9.105e-05-0.00021703i,-4.2728e-05-0.00011621i,0.00038406-0.0008242i
0.00039176-0.00058115i,-0.00016354+0.0002396i,-0.00025753+0.00067988i,-0.00015446+0.00028949i,-0.0012338-0.00045987i,-0.0017914-0.00069732i,-0.0010638-0.00085317i,-6.7218e-05-0.00077397i,0.00019024-0.00039331i,-0.00052347-0.00037147i,-0.00084427-0.00010256i,-0.00062898+0.0011026i,-9.0138e-05+0.0010825i,0.00033572+0.00042857i,0.00045257+0.0003639i,0.00045633+0.00049409i,0.00015075+0.0011629i,0.00012285+0.0008242i,0.00024826+1.8791e-05i,1.4552e-05-0.00060681i,-0.00053424-0.00071826i,-0.00062491-0.00033508i,0.00037173+3.478e-05i
-0.00081692+0.00039352i,-0.00053759-0.00022603i,0.0004486-0.00020994i,0.00067738-0.00073738i,-0.00015749-0.0011439i,-0.0010734-0.00017977i,-0.00078224+0.00051125i,0.00041234-5.4937e-05i,0.00026551-0.00042894i,-0.00044389-0.00010089i,-0.0010934+0.00039184i,-0.00098434+0.00068145i,-0.00047786+0.0010728i,-0.00054412+0.00072988i,-0.00039279-3.8144e-05i,0.00016381-8.9654e-05i,0.00032191+0.0002632i,-0.00019828-0.0003476i,-0.00043392-0.0014366i,-0.00024026-0.00058162i,-0.00016253+0.00063073i,6.7712e-05+0.00049808i,-0.00019843+0.00025899i
0.0010325-0.00048966i,0.0010211-0.0006602i,-0.00056389-0.0009644i,-0.0015551-0.0011942i,-0.00145-0.00042088i,-0.0020263+0.00074874i,-0.0020319+0.0008187i,-0.00037289-0.00013153i,0.00024891-0.00016375i,-4.6867e-05+0.00040921i,-0.00044546+0.00054269i,-9.1056e-05+0.00016399i,0.00081869-0.00017569i,0.00088882-0.00022583i,0.00043449-0.00044092i,-3.8629e-05-0.00047181i,-0.00025577-0.00040909i,5.4767e-05+5.0126e-05i,-4.7913e-05+0.0004124i,-1.2284e-05-6.6022e-05i,0.00023949-0.00023252i,-0.00059171+0.00027659i,-0.00046671-6.2948e-05i
-0.00081316+0.001995i,-0.00017262+0.0024081i,0.0006592+0.0019019i,0.0016835+0.00046443i,0.0014584-0.00097597i,-0.00051717-0.0016349i,-0.0014349-0.0010145i,-0.0010817+1.3993e-05i,-0.00076426+9.9735e-05i,-0.00061384-0.00070111i,-0.00055475-0.00072102i,-0.00044521-0.00080977i,-0.00017344-0.00074735i,-0.00048198-0.00060182i,-0.00084382-8.8358e-05i,-0.00029376+0.0003697i,0.0002851-0.00017038i,-0.00028589-0.00043376i,-0.00074609-0.00024359i,-0.00066073+0.0002018i,-0.00034961+0.00041935i,0.00014873+3.0524e-05i,-0.00015764-0.00020382i
0.00079056-0.00025707i,0.00086013-0.0011991i,-0.00013889-0.0018509i,-0.0010149-0.0014669i,-0.0016623-0.00080461i,-0.0008071+6.1583e-05i,-0.00015973+0.00043061i,4.3618e-05-0.0002756i,0.00046772-0.0002589i,0.00029589+0.0001349i,7.9686e-05-0.00014095i,-0.00019569-4.7129e-05i,-0.00033603+7.8514e-05i,-0.00028297+0.00010127i,-0.00018782+0.0003415i,-0.00024526+0.00053288i,-0.00015399+0.00052242i,-9.4424e-05+0.0002431i,-0.00052141-0.00016849i,-0.00032129-0.00041923i,0.00083763+0.00019153i,0.001196+0.0012894i,0.00016692+0.0013891i
0.00055677+0.00093269i,-0.00035496+0.0019157i,-0.00041919+0.0010327i,-0.00042707+0.00037552i,-0.0012353+0.00013946i,-0.0012662-0.00029394i,-9.375e-05-0.00087145i,0.0001256-0.00098878i,0.00014752-0.0008092i,0.00032031-0.00077264i,0.00030279-0.00051239i,0.00023915+0.00037472i,0.00012813+0.00052928i,0.00086454+0.00068626i,0.00081762+0.0010995i,-1.7261e-05+0.00064961i,-7.3979e-05-0.00011661i,0.0002203-0.00025816i,1.3481e-05+0.00012256i,-0.00030333+0.00044164i,0.00045382+6.1878e-05i,0.00085225-5.3846e-05i,-0.00017097-0.00011402i
0.00084641-9.2643e-05i,0.00042007-4.9605e-05i,0.00026392-0.00026131i,-6.4583e-05-0.0013475i,-0.0012945-0.0013911i,-0.0011629-0.00019938i,-0.00087039+0.00045768i,-0.0012049+0.0002799i,-0.0011078-0.00016089i,-0.00085863-0.00032116i,-0.00044258+0.00039012i,-0.00039363+0.00087553i,-0.00032781+0.00057684i,0.00019734+0.00046278i,-0.00015763+0.00035022i,-0.00061698-1.791e-05i,-0.00029233-0.000693i,-0.00010247-0.00092025i,-4.4439e-05-0.00019557i,0.00011456-0.00016597i,0.00037515-0.00046683i,6.2268e-05-0.0001599i,-0.00018736+0.00034177i
0.00060582+0.00028342i,-0.0011573-0.0006505i,-0.0018013-0.00051842i,-0.0021352+0.0010903i,-0.0028504+0.0018595i,-0.0031069+0.0011119i,-0.0018981-0.00017027i,-0.00092867-0.0002652i,-0.00080561-0.00059338i,-0.00024317-0.0011163i,0.00050897-0.00054664i,0.00048321-7.6099e-05i,-0.00031433+0.00039447i,-0.00046055+0.00083183i,-0.00028109+0.00048962i,-0.00031879+0.00024326i,-0.0010074+0.00041727i,-0.0011714+0.00058097i,-0.00083297+0.000385i,-0.00052173+0.00013138i,-0.00023227-0.00010259i,-0.00090639-0.00052531i,-0.0011173-0.00054429i
-0.0027243-0.00077082i,-0.0015069-0.001248i,-0.0012547-0.00020383i,-0.000887+0.0010261i,-0.00016585+0.0012559i,0.00013641+0.00078742i,0.0001627-0.00030517i,0.00059193-0.00066545i,-0.00047045-9.9427e-05i,-0.0011501+0.00044106i,-0.00033973+0.0014051i,0.0002438+0.0012994i,-0.00028276+0.00030937i,-0.0009789-0.00058638i,-0.00066127-0.00046465i,-0.00020733+0.00041443i,-5.1018e-05+0.00050351i,0.00077646-0.00029437i,0.0012907-0.0004644i,0.00096104-0.00042153i,0.00098944-0.00036594i,0.0011085-3.5167e-05i,0.00061379+0.00011396i
0.0003175+0.00028984i,-0.00019078+0.00011463i,-0.0011114-0.00012578i,-0.0019175+0.0003768i,-0.001934+0.00026218i,-0.0013709-0.00075038i,-0.00033463-0.00057041i,-0.00013591-0.00026076i,-0.00074251-0.00048317i,-0.00074464-0.00077663i,-0.00071252-0.0001918i,-0.00088637+8.6488e-06i,-0.00021607-0.0010047i,0.00019585-0.00082342i,0.00025723+0.00025827i,-1.4638e-06+0.00013854i,0.00023409-0.00018719i,0.00015368-0.00059816i,-0.00033191-0.00020304i,0.00011104+0.00073908i,0.00040686+0.0013132i,8.6235e-05+0.00092119i,-9.997e-05+0.00085784i
0.0016905-0.00044922i,0.00079662+0.00020941i,0.00047497-0.0013441i,9.5755e-05-0.002168i,-0.0006966-0.001459i,-0.0017-0.0005034i,-0.001174-0.00070403i,0.00017537-0.00084046i,0.00055994-0.00026954i,0.00024161-2.5864e-05i,-0.00014504-0.00012316i,-0.00075017-0.00049436i,-0.00027816-0.00091443i,0.00019467-0.0010239i,-0.00037703-0.0004683i,-0.00015785-0.00011017i,0.00034526-0.00019445i,0.00069066+0.00010631i,0.0005256+0.00059629i,-0.00019334+0.00045543i,-0.0001165+0.00046103i,0.00022078+0.00055992i,-0.0002266+0.00087559i
0.00085992-0.000923i,0.00074218-0.00055305i,-0.0006714-0.00054284i,-0.0024725-0.00078897i,-0.002582-0.00064199i,-0.0017816-0.00088913i,-0.0015318-0.00090153i,0.00013316-0.00035788i,0.00074255-0.00010144i,-5.0239e-05-9.6583e-06i,8.2898e-05+6.3973e-05i,-6.4952e-05+0.00011606i,-0.00019965+0.00019803i,0.00031858+0.00023823i,0.00037858+0.00019631i,0.0006735-1.8021e-05i,0.00069505+0.00016531i,6.1885e-05+0.00011658i,-0.00065278-0.00029187i,-0.00053962-0.00030805i,-0.00017852-3.0953e-05i,7.8205e-05+0.00024944i,0.00038206+0.00034026i
-0.00068937+0.00045879i,-0.00095087+0.00089141i,-0.00020994+0.00023738i,-0.00086089+0.00023709i,-0.0011068-0.00041381i,-0.00025634-0.001172i,0.00032397-0.00092571i,0.00093261-0.00033193i,0.00080344-0.0002908i,-0.00018935-0.00025083i,-0.00072227-5.7714e-06i,-0.00012248-5.6997e-06i,0.00083487-5.1141e-05i,0.00063594-0.0001187i,-0.00061525-5.2901e-05i,-0.00048891-0.00025436i,-7.4553e-05-0.00029752i,-0.00017854-0.00073479i,0.00074347-0.00091635i,0.00060293-8.0645e-05i,-0.00049523+0.00021896i,-0.00023072+0.00024855i,-0.00070066+2.6237e-05i
0.00044446+0.00081422i,-1.0561e-05+0.00082587i,0.00016693+7.8643e-06i,0.00075955-0.00094378i,0.00087339-0.001122i,-0.00017819-0.0010097i,-0.00073685-0.00032794i,-0.00029495+0.00021892i,-5.0671e-05-0.00043156i,3.7888e-06-0.0012327i,0.0001821-0.00089852i,0.00042372-0.0010916i,-0.0002473-0.001328i,-0.00059672-0.00020268i,-8.7711e-05+0.00027443i,-0.00018693+4.9129e-05i,-0.00069477-0.00019076i,-0.00035173-0.00030741i,0.00067449-0.00056667i,0.00034796-0.0012506i,-0.0006862-0.0010364i,-0.00071418-0.00083553i,0.00053854-0.00061648i
-0.00058428-0.00037367i,-0.00080159+0.00074984i,-0.0013427+0.00060474i,-0.0015572+0.0002746i,-0.0020611-5.9982e-05i,-0.0020287+0.00011307i,-0.00056064+0.00018353i,0.00036378-0.00040987i,0.00014692-0.00042296i,-0.00080188-0.00086149i,-0.0013718-0.00066137i,-0.00043317-0.00047261i,0.00082397-0.00059916i,0.00081267-0.00064963i,0.00084677+0.0001366i,0.00064914+0.00094293i,-0.00043969+0.00012048i,-0.00083385-2.2442e-05i,-0.00035274+8.1579e-05i,-8.6499e-05-0.00036347i,-0.00065207+0.00025899i,-0.00036921+0.00048398i,0.00027368+0.00021852i
0.0018418+0.0011055i,0.0016129+0.00087177i,0.0014061+4.5151e-05i,0.0014063-0.0015447i,0.0006536-0.0023525i,-0.00076167-0.0015689i,-0.0013593-0.00064636i,-0.00055473+0.00011958i,-0.00021992+0.00094616i,-0.0011182+0.00056318i,-0.0012062+9.4013e-05i,-0.00078051+0.00028622i,-0.00052964+0.00061736i,-0.00014097+0.00057016i,0.00023786+6.5321e-05i,0.00079749+3.4944e-05i,-9.6246e-05-0.00059513i,-0.00057083-0.0014211i,0.00039865-0.00063804i,0.00094309-3.3408e-06i,0.0011942+3.6477e-05i,0.00067226+0.00089058i,5.871e-05+0.0009676i
-0.0012633+0.00020082i,-0.00068144+0.00079476i,-0.00053135+0.0015128i,-0.0010232+0.00056911i,-0.0012246-0.00031934i,-0.00040352-0.0011108i,0.00048776-0.0012607i,0.0014201-0.00080117i,0.0016061-0.00048393i,0.00055789-8.0908e-05i,-7.203e-05+0.00037654i,-5.4525e-05+0.00038224i,-0.00055061+0.00017088i,-0.00044543-0.00012522i,0.00019631-0.00060647i,0.00018594-0.00070404i,-0.00056764-0.00031207i,-0.00083165-0.0004743i,-0.00083609-0.00010808i,-0.00051193+0.00013692i,4.3894e-05+6.7492e-05i,-0.00011378-0.00039396i,-9.5631e-05-0.00073745i
0.00071583+0.00065678i,0.00052935+0.0018023i,0.0019838+0.0013689i,0.0022584+0.001274i,0.0004401+0.0011297i,-0.0010022+0.00024942i,-0.00096868-6.6532e-05i,-0.00029075+6.8408e-05i,0.00073048-7.003e-06i,0.0014591+4.3641e-05i,0.0015272-0.00041959i,0.0010476-0.00022563i,0.0002958+0.0010616i,-0.00029747+0.0018951i,-0.0011826+0.0013248i,-0.0011012+6.8246e-05i,7.0782e-05+0.00016331i,0.0010421+0.00051977i,0.00061618+0.00080232i,-0.00033326+0.00071286i,-0.00031978+0.00064571i,0.00031044+0.00058859i,0.00057322-0.00043337i
-0.00061326-0.0012655i,-0.000676-0.0012078i,-0.00094771-0.00084103i,-0.001619-0.00083642i,-0.0020206-0.00098731i,-0.0014566-0.00054533i,-0.00084811+1.856e-05i,-0.00074714-0.00019757i,-0.0010472-0.00031606i,-0.0011562+0.0002201i,-0.0010854+8.3296e-05i,-0.0003197-0.00047637i,-0.00018396-0.00028528i,-0.00046457+0.00054823i,-0.00014816+0.00076444i,2.9344e-05+0.0002505i,-0.00032229+0.00024479i,-0.00084513+0.00064285i,-0.00046412+0.00083204i,-0.00023776+0.00054701i,-0.00072568+0.00089122i,-0.0013632+0.0011823i,-0.0013524+0.00022352i
0.00044483+0.0004507i,0.00043681+0.00012675i,0.00089568+0.00090399i,1.1759e-06+0.0011605i,-0.0010224-0.00031542i,-0.001057-0.00026945i,-0.0004061+0.0011951i,7.0912e-05+0.0010369i,-0.00013447-0.00070337i,-0.00027489-0.0008613i,-0.00030722+0.00033392i,-0.00054166+0.0007751i,-0.00064602+0.0010352i,-0.00051537+0.00058348i,5.0801e-05-0.00030388i,0.00028801-0.00039101i,0.00036521-0.00020429i,0.00097129+0.00044822i,0.00076485+0.00053094i,-0.0002028-4.9179e-05i,-0.00036498-0.00024836i,-0.00037226-0.000749i,-0.00066621-0.0007293i
-0.00086355-0.00065764i,-0.0018749+0.00040143i,-0.0025324+0.00097046i,-0.0017837+0.00088528i,-0.0017116+0.00029099i,-0.00081644-0.0004196i,-9.5907e-05-0.00079834i,-0.00055665-0.0014797i,-0.00042149-0.0012758i,5.4065e-05-0.00089917i,-0.00046187+4.2762e-05i,-0.00043931+0.00085096i,-2.5164e-05+0.00055759i,7.3984e-05+0.00069674i,-5.4967e-06+0.00095585i,-0.00059683+0.00016118i,-0.00053711-0.00075521i,0.0004507-0.00077137i,0.00066441-2.3103e-05i,7.9508e-05+0.00023013i,-5.531e-06+5.5e-05i,0.0004073+0.00051414i,0.00043334+0.00093062i
-0.00058886+0.0014725i,1.7e-05+0.0016187i,0.00049061+0.00041324i,-0.0005397+0.00047987i,-0.001345+0.0010624i,-0.0015384+0.0011393i,-0.0015592+0.0005377i,-0.00069918-8.2268e-05i,-0.00015214-0.00052961i,3.573e-05-0.0011148i,-7.6617e-05-0.0011514i,6.573e-05-0.00073038i,0.00035398-0.00037346i,0.00020165-0.00010686i,0.0003747-0.00041472i,0.00021449-0.00044194i,-0.00049789+0.00028699i,-0.00053967-0.00012436i,-9.9875e-05-0.00055689i,-0.00056219+0.00022796i,-0.00027339+0.00024341i,9.5717e-05-0.00028452i,0.00011501-0.00031607i
-3.3846e-05-0.0013081i,0.00036411-0.00034708i,0.00098623+0.00050433i,0.0010131-0.00023857i,-0.00010848-0.00097347i,-6.8488e-05-0.0008615i,-0.00021527-0.00027833i,-0.00048072-7.1285e-05i,-0.0002771-0.00024999i,-0.00061663-8.2493e-05i,-0.00078782-0.00029759i,-0.00020588-0.00082329i,0.00025798-0.00078389i,0.00024857+7.0873e-05i,0.00046734-3.5679e-05i,0.00073758-0.00044878i,0.00053522-0.00016563i,-0.00058829-0.00019952i,-0.0011946-0.00044324i,-0.00046685+8.8589e-05i,-0.00010074+0.00086133i,-0.00062036+0.00063312i,-0.00046047+3.0294e-05i
-0.00024022-0.0014339i,-0.00071239-0.0024516i,-0.0024574-0.0028704i,-0.0036132-0.0018631i,-0.0031796-0.00071742i,-0.002094-0.00055995i,-0.0010379-0.00016256i,-0.00084671+8.885e-05i,-0.0007401-0.00056185i,-0.0001824-0.00089953i,-0.00046793+2.1717e-05i,-0.00090758+0.00079624i,-0.00036678+0.00049759i,-1.8636e-05-0.00013767i,0.00019611-0.00024395i,0.00022502+0.00021409i,-0.00026594+0.00067219i,-0.00033614+0.00079438i,-0.00019889+0.00084896i,-0.00054453+0.0011784i,-0.00065239+0.00058231i,-0.00048546-0.00026656i,0.00024985-0.00035079i
