0.00072809+0.00048253i,0.00025616-0.00027824i,0.00024621-0.0010661i,-0.00013643-0.0012435i,-0.001503-0.001671i,-0.0022115-0.00098828i,-0.00082807+0.00061143i,0.0010622+0.0011314i,0.0017314+0.00077495i,0.0017884-0.00038806i,0.00084417-0.00067127i,1.2898e-05-0.00034091i,-1.3164e-05-0.00010145i,0.00039451-0.00029298i,0.00011049-0.00032334i,0.00050066+0.0001223i,0.00039747+0.0005537i,0.00014372+0.00099422i,0.00093494+0.00078892i,0.00063423+0.00057586i,0.00020009-4.6873e-05i,0.00083352+2.1648e-05i,0.00036916+0.000581i
-0.00030689-0.0030613i,-0.00082036-0.00088425i,-0.0023495+0.0012329i,-0.0030105+0.0024281i,-0.0027323+0.0031671i,-0.0013217+0.0030569i,-7.1334e-05+0.0016589i,-0.00012373+5.5742e-05i,-0.00095064-6.8644e-05i,-0.0010222+0.00047841i,-0.00028931+0.00033488i,-0.00014824+0.00018891i,0.00014859+0.00025976i,0.00038986+0.00015822i,0.0006151+1.4405e-05i,0.00018701+0.00050752i,-0.00060018+0.0002212i,-0.00068604-0.00047834i,-0.00024018-0.00036838i,1.1697e-05-0.0007077i,0.00028655-0.00046524i,0.00046437+0.0003004i,0.00043977+0.00011866i
0.00028137-0.00035351i,0.00065517+0.00013403i,0.0011444+0.00019747i,0.0016645-0.00011954i,0.0014636-7.3255e-05i,0.00047472-0.00027979i,0.00073875-8.877e-05i,0.0010397+0.00079239i,0.00070202+0.0003292i,0.000517-0.00022071i,-0.00022554+0.0001769i,-0.000606-0.00033863i,-0.00054173-0.0006318i,-0.00048084-6.3751e-05i,-0.00017375+0.00046764i,0.00011017-0.00014266i,0.00059275-0.00059257i,0.00048543-0.00037048i,-6.689e-05-0.00058406i,0.00024047-0.00068987i,0.00059129-0.00054735i,0.00049413-0.00051976i,0.00027541-0.00045509i
8.6555e-05+0.00061631i,0.00049227+0.00070686i,0.001084+0.00028999i,0.00097768-0.00033885i,0.00030769-0.00018451i,0.00015664+0.00028771i,0.00037039+0.0012207i,-0.00021729+0.001064i,-0.00017504+0.00055259i,0.00023089+0.00041667i,-0.00037378+0.00019451i,-0.00091035-2.6462e-05i,0.00036411+7.2694e-05i,0.00069775+0.00026966i,-0.00042014+0.00030506i,-0.00062809+0.00032765i,-0.00041399+0.00046459i,-0.00019772+0.00051518i,-0.00017982+0.00036665i,0.00019909+0.0004613i,0.00029821+0.0002321i,5.6463e-06+0.00015247i,-0.00043901+0.00035209i
-0.0014902-0.0034293i,-0.0027693-0.003601i,-0.0039715-0.00094141i,-0.0027607+0.00011292i,-0.0009043+4.8924e-07i,5.198e-05-0.00026355i,0.00031158-0.00080973i,0.0005262-0.00051373i,-0.00032001-0.00061289i,-0.00077212-0.0007002i,-0.00012874+5.267e-05i,-0.00030361+0.00083342i,-0.0007523+0.00065176i,4.0849e-05+0.00040326i,0.00077381-6.6156e-05i,9.9052e-05-0.00035755i,0.00054178-0.00045511i,0.00083927-0.00086242i,-6.9722e-05-0.00036752i,-0.00015624+9.2482e-05i,0.00044405-0.00034758i,0.00053444-0.00080265i,0.00018138-0.0011606i
0.0024315+0.00086273i,0.0026739+0.0010133i,0.0032064+0.00053925i,0.001986-0.00030552i,-0.00029719-0.0012006i,-0.0012131-0.00042114i,-0.0011087-0.00015291i,-0.00043935-0.00035293i,0.0003902-0.00018029i,-6.2334e-05-0.00030188i,-0.00053628-0.00012266i,-0.00050273+0.00041876i,-0.00033449-0.00031452i,0.00038547-0.0010067i,0.0002344-0.00031624i,0.00025127+0.00018137i,2.2228e-05+0.00033444i,-0.00020504+0.00024522i,0.00034892-9.2386e-05i,0.00056545+5.5411e-05i,0.00011117+0.00035381i,-0.00054127+0.00038484i,-0.00010701+0.00097726i
-0.0032729-0.0014453i,-0.0044292-0.00092431i,-0.0049411+8.5117e-05i,-0.0033978+0.0010207i,-0.00087369+0.00068475i,0.0021622-7.7608e-05i,0.0030457-0.00028679i,0.0016622-0.00057133i,0.00070854-0.00074379i,0.00047225-0.00043066i,0.00030162+0.00032178i,0.00020588+0.00062865i,0.00038989+3.185e-05i,0.0010717-0.00038853i,0.0011261-0.00038633i,0.00024337+0.00050264i,-0.00065615+0.0013366i,-0.00051978+0.0010759i,-0.00013256+0.00032856i,-5.5743e-05+0.0001358i,0.00035643+0.00046663i,0.00053157+0.00027652i,-0.00011072-0.00014523i
-0.0083077-0.0036234i,-0.01072-0.0023247i,-0.011893+0.0064365i,-0.0055754+0.010695i,0.0021208+0.0090845i,0.0063418+0.0035469i,0.0040062-0.00040209i,0.00083051-0.00033072i,-0.00042644+0.00083103i,-0.00051097+0.0023386i,0.00057893+0.0016201i,0.0011699+0.00027294i,0.0010922-0.00011829i,0.0015385-0.00093041i,0.0013343-0.0016629i,0.00039764-0.00073i,-9.6919e-05+0.00064588i,-0.00013832+0.00084205i,-0.00054707+0.0010404i,-0.00049186+0.00079697i,-0.0001527-0.00051i,-0.00024858-0.0010444i,-0.0001513-0.0008089i
0.002825+0.0018199i,0.002901+0.0025343i,0.0039186+0.00021794i,0.003092-0.0028712i,0.00024761-0.0036571i,-0.0014211-0.0010654i,-0.00039068+0.0011204i,0.00080822+0.00044301i,0.00081824-0.00023286i,-0.00029828-0.00095649i,-0.00071248-0.0014538i,-0.00080992-0.00066837i,-0.0011321-0.0002464i,-0.0012464+0.00049557i,-0.0011753+0.0013352i,-0.00012441+0.00058268i,0.00075401+7.6498e-05i,0.00081653+0.00042184i,0.00052273+0.00041489i,0.00056146-0.00020827i,0.00072031-0.00038314i,0.0010543-0.00048643i,0.0010382-0.00027611i
0.003004-0.00039176i,0.0041335-0.00029128i,0.0041438-0.0015737i,0.003-0.0024552i,0.00053027-0.0021947i,-0.0012949-0.00094649i,-0.0008413+0.00039057i,2.9901e-05+0.00028904i,0.00036869-0.0002472i,0.0010811-0.00032001i,0.00020873-0.00079969i,-0.00063128-0.0010155i,-0.00021052-0.00025948i,-0.00043019+0.00032487i,-0.0008768+0.00016999i,-0.00067823-0.00015722i,-0.00027848-4.7848e-05i,-0.00042333+0.00020581i,-0.00070589-0.00018462i,-0.00083373-0.00056483i,-8.2575e-06-0.00037029i,0.00084171+0.00012239i,0.00010996+1.0832e-05i
0.00037144+0.002463i,0.0011949+0.0034079i,0.0016186+0.0013597i,0.0013499-0.0013788i,0.0010501-0.0026784i,-0.00045545-0.0022677i,-0.0014563-0.0016946i,-0.0013512-0.0015266i,-0.00073721-0.00080117i,0.00014469-0.00027895i,0.0005809-4.7703e-05i,0.00046518+7.6537e-05i,0.00023834-0.00018918i,-0.00016989-0.00018517i,-0.00077668-0.00040794i,-0.00063078-0.00060168i,4.0379e-05-0.00060402i,0.00067867-0.00024322i,0.00029555+0.0003019i,-0.00057804+4.7654e-05i,-0.0004413-0.00026404i,8.5344e-05-0.00010954i,0.00028775+4.4657e-06i
0.0015453-0.00066356i,0.00095884-0.001317i,0.00088831-0.0029262i,-0.00040665-0.0032234i,-0.0016336-0.0024196i,-0.001423-0.00067127i,-0.00098009+0.00067885i,-0.00072418+0.00035236i,-0.00088584+0.00015549i,-0.00093419+0.00026079i,-0.00076-0.00052622i,-0.00069067-0.00039935i,-0.0011923+0.00025428i,-0.0015252+0.00017197i,-0.0006025+0.00057902i,5.1948e-05+0.00036998i,-0.00016237-0.00063997i,-0.0010674-0.00079482i,-0.0010372-0.00049629i,-0.00046414-0.00049576i,-0.00091946-0.00025267i,-0.0016688+1.2574e-05i,-0.0013156+0.00022525i
0.0002803-0.0012897i,0.00050771+0.0003705i,0.0001838+0.00095136i,-0.0005874+0.0007798i,-0.0007233+0.00034446i,0.00013716+0.00046842i,0.00047811+0.00089898i,2.1516e-05+0.0011077i,0.00026129+0.00062231i,5.3174e-05-0.00038777i,-0.00039591-0.00070598i,-0.00015387-0.00045212i,0.00017725-0.00025712i,9.0031e-05-5.5053e-06i,-0.00073168-0.00036409i,-0.00081764-6.3802e-05i,-0.00053013+0.00028589i,-0.00043091+0.00018487i,-0.00034725+0.00018171i,-0.0001365+0.00011102i,0.00029159+0.00013447i,0.00048232+0.00050449i,0.00017481+0.00048472i
-0.0011771+0.00047398i,-0.0010844+0.00072317i,0.00017825+0.00073996i,0.00061916-0.00013157i,0.00041631-0.00097329i,-0.00047886-0.00095566i,-0.0015958-0.00083385i,-0.0013877-0.00055349i,-0.00023929-0.00042647i,5.0805e-05-0.0010071i,-0.00013262-0.00083468i,0.00028134-0.0004825i,0.00019002-0.00068918i,0.00026307-0.00057067i,0.00023101+4.7871e-05i,-0.00051875+4.616e-05i,-0.00062363-0.00044168i,0.00019593-0.00090225i,0.00087495-0.0010059i,0.00080415-0.00026614i,0.0003084+0.00056982i,0.00040816+0.00059526i,-1.9035e-05+0.00042494i
0.0035476+0.00022998i,0.0032224-2.6378e-05i,0.0021422-0.0011745i,0.00087288-0.0019196i,-5.7479e-05-0.00077271i,-0.0014581+0.00064058i,-0.0024109+0.0015111i,-0.001643+0.0012827i,-0.00059865+0.00027685i,-0.00024059-0.00090287i,0.00018787-0.0010872i,-0.00015057+3.7081e-05i,-0.00030516+0.00078197i,-0.00043427+0.00027607i,-0.001119+0.00016615i,-0.0010338+8.0624e-05i,-0.00031081-0.00094628i,-7.3444e-05-0.0012587i,-0.00011742-0.0001593i,1.6916e-05+0.00029645i,-4.1824e-05+8.0107e-05i,0.00033225+5.8948e-05i,0.00080474-0.00031065i
-0.0013363+0.00036208i,-0.00076515-4.8957e-05i,-0.00034134+0.00019002i,-0.00040643-0.00096208i,-0.00045091-0.0017062i,-0.00072985-0.0013629i,-0.00053688-0.00024429i,-0.00015294+0.00027026i,0.00058786+5.7495e-05i,0.00060695-0.00020994i,-0.00026622-0.00052501i,2.5851e-06+0.00021473i,0.00031789+0.00066278i,0.00025816-4.7829e-05i,0.00039077-0.0006319i,-0.00051607-0.00061769i,-0.00042415-0.00027444i,0.00012656-0.00072281i,-1.2719e-05-0.00088408i,-0.0002884-0.00071684i,-0.0003275-0.00020564i,-0.00045649-0.00011005i,-0.00024844-0.00056191i
-0.00091203-0.0013712i,-7.9836e-05-0.00079767i,-0.00014595-4.7302e-05i,-0.0011099+0.00012327i,-0.0011144+0.00056884i,-0.00040641+0.001104i,-0.0001093+0.00050296i,-8.6915e-05+0.00055086i,-0.00097178+0.0006049i,-0.0011879-0.00012378i,-0.00029196-0.00072213i,-0.00048122-0.00085245i,-0.00065958-0.0011992i,-0.00013027-0.00076645i,0.00013469+0.00043842i,0.00031628+0.00090303i,9.9413e-05+0.00020264i,9.1885e-05-0.00052378i,0.00061591-0.00034204i,0.0004411+2.6928e-05i,-0.00018053+0.00016632i,-0.00070773+0.00047481i,-0.00060014+0.00082168i
0.00044549+0.0019711i,0.00090424+0.0017057i,0.00095358+0.00089203i,0.0010112-0.00039324i,0.0001577-0.0010234i,-0.00026955-0.00089468i,0.00034406-0.00071205i,0.00066851-0.00070722i,0.00046705+0.00014045i,0.00014841-0.00018108i,0.0001839-0.00080293i,0.00016727-0.00062249i,-0.00028765-0.00030217i,-0.00025798+0.00012304i,0.00024278+0.00021065i,-0.00018461-0.00073285i,-0.00050977-0.00081849i,0.00016832+0.00034417i,0.0004576+0.0009726i,-0.00029812+0.0010305i,-0.00017544+0.00028276i,0.00026978-0.000536i,0.00041519-0.00068521i
-0.0015597-0.00027138i,-0.0012974-0.00031127i,-0.0010489+0.00035219i,-0.0012079+0.00087366i,-0.00053979+0.00029581i,0.00050701+8.7061e-05i,0.00028854+0.00040768i,-2.9348e-05+0.0006191i,6.2781e-05+0.00046919i,0.00034862+0.00059925i,0.00082025+0.0005991i,0.00079831-0.00034202i,0.00084703-0.0011254i,0.00064996-0.00091516i,3.6658e-05-0.00067592i,0.00026667-0.00045615i,0.00030272+0.00028446i,-0.00026108+0.00071811i,-0.00038314+0.00068712i,-0.00054194+0.00025818i,-0.0005248-0.00030052i,-0.00059462+0.00015626i,-0.0010308+0.00081104i
-0.00090278+0.0012846i,-0.00046425+0.0025272i,0.0018992+0.0021057i,0.0022844+0.00014343i,0.00081921-0.0015413i,-0.0005589-0.0013678i,-0.00043631-0.0010427i,0.00044973-0.00095093i,0.00056288-0.00039839i,0.00061354-0.00021861i,0.000404-0.00044088i,6.6688e-05-0.00027144i,-0.00034841+0.00027732i,-0.00049228+0.00028156i,-0.00013638-0.00039686i,-0.00024438-0.00057038i,-0.00036194+6.2708e-05i,-0.00053476+0.00017205i,-0.00015447-0.0003828i,0.00021057-0.00065873i,0.00030819-0.00053801i,0.00060581-0.00027929i,0.00092485-0.00018743i
-0.0012256-0.0026431i,-0.00051364-0.0019712i,-0.0016532-0.00066212i,-0.0014941+0.00052825i,0.00010077+0.00092303i,0.0011636+0.00081636i,0.001206+0.001062i,0.00051781+0.00091361i,-0.00024494+0.00099901i,-0.00019364+0.00062733i,0.00081435-0.00013594i,0.00057953+0.00011444i,0.00029013+0.00035941i,0.00039514+0.00022736i,-5.1477e-05-0.00019428i,-0.000371-0.00048315i,-0.00017743-2.5267e-05i,-0.00027201+0.00047435i,-0.00063609+3.0753e-05i,-0.00070516+0.00017304i,-0.00045488+0.00020463i,-3.9649e-05-7.2749e-05i,-0.00035523+0.00020694i
-0.00077209+0.00055172i,-0.0012881+0.0014533i,-0.00093339+0.001395i,-0.00014748+0.00064612i,-0.00021298-0.00028141i,-0.00053944-0.00038865i,0.00019966-0.00037903i,0.0012055-0.00053898i,0.00087927-0.00035416i,0.00022869-0.00010339i,0.00052638+0.00031056i,0.0008138+0.0011081i,0.00063268+0.00090632i,0.00051812+0.00072525i,0.00033714+0.00083491i,0.00022211+0.00051701i,0.00016966+0.00023917i,-0.00026389-0.00024175i,-0.00047946-0.00066072i,-4.4556e-05-0.00025466i,3.1585e-05+0.00033367i,0.00018085+0.00020287i,0.00042999+2.208e-05i
-0.00017372+0.00048964i,3.1809e-06-6.8292e-06i,0.00086475+0.00094347i,0.0017256+0.00037474i,0.001519-0.00011494i,5.0208e-06+0.00063058i,-0.00090192+0.00068399i,-0.00063841+0.00026667i,-5.0692e-05-0.00013593i,0.00032518+8.8105e-05i,-5.9867e-05+0.00010974i,-0.00077285-0.00070054i,-0.00036831-0.00065163i,-0.00028092-0.00026795i,-0.00063125-0.00082945i,-0.00059338-0.0011277i,7.1501e-05-0.00024438i,0.00020408+0.00030338i,-0.00018928+0.00011287i,3.664e-05+0.00016796i,0.00038833+0.00020959i,0.0002279-0.00025391i,7.2979e-05-0.00031398i
0.00038223-0.00019755i,0.0015794+0.0012699i,0.0026135+0.00022968i,0.0014184-0.00079967i,-0.00019941-0.00063716i,-0.00053848+5.0421e-05i,0.00011431+9.0075e-06i,0.00043956-0.00055973i,1.1459e-06+0.00028501i,7.409e-05+0.00059806i,0.0010985-0.00013805i,0.00094067-0.00029374i,-0.00047846-0.00061781i,-0.00061189-0.00073963i,-0.00085819-0.00067402i,-0.00071773-0.00027358i,-0.00046301+0.00037246i,-0.00061056+0.00082964i,-0.00035978+0.00049202i,-0.00017844-0.00059871i,0.0001358-0.00086524i,0.00034038-0.00042211i,0.00036354-0.00040361i
-0.00074034+0.0036167i,-0.0010953+0.0021094i,0.00089595+0.002153i,0.0019996+0.0014393i,0.0020016-0.00075949i,0.00073214-0.0012506i,-0.00015912-0.00062419i,-0.00020364-0.0011404i,0.00010072-0.0010692i,0.0005017-0.00052462i,0.00047506-0.00024142i,-0.00058263-0.00034017i,-0.00022155+0.00026076i,0.00059294+0.0009072i,-0.00027828+0.00077351i,-0.0012624+0.00055663i,-0.00082745+0.00014975i,8.2127e-05-0.00031726i,0.00044837-0.00031023i,0.00086635+0.0003647i,0.00089792+0.00077528i,0.00076643+0.00084923i,0.00046189+0.00054135i
0.0014825+0.0028819i,0.00097438+0.002549i,0.0032314+0.0018878i,0.0043292+0.00034565i,0.0026779-0.0018533i,0.00018762-0.0023201i,-0.00048533-0.0013283i,0.00051726-1.0847e-05i,0.00039358+0.00084019i,-0.00023806+0.00025552i,-0.00019625-0.00035882i,0.00044942-0.00039276i,0.00028757-0.00038313i,-0.00030471+8.9704e-05i,-0.00040176+0.00027189i,-6.0396e-05-0.00040058i,-0.00025263-0.00097343i,0.00028212-0.00084119i,0.00098447+6.3537e-05i,0.0014436+0.00053015i,0.00087371+0.00064841i,-0.00017822+0.0007005i,-0.00047355+0.00025655i
-0.00043539+0.0017622i,-0.00022287+0.0018495i,0.00053634+6.6974e-05i,0.0014094-0.0020693i,0.001379-0.0024919i,0.00060949-0.0018587i,-0.00056552-0.0011089i,-0.00053522-0.00054284i,1.547e-06-0.00029296i,0.00040033-0.0007927i,0.00076793-0.00023802i,9.0257e-05+0.00027397i,-0.00062368+5.0244e-05i,-0.0003215-2.1524e-05i,0.00024994+2.4513e-06i,0.00054807+5.3083e-05i,0.00066591-0.00017774i,0.00036116-0.00063375i,2.6568e-06-0.00088467i,-3.3527e-05-0.00094591i,-0.00014668-0.00036359i,-4.6005e-05+0.00046397i,-0.00011351+0.00047493i
-0.00042184+0.00052742i,-0.0015363+0.001552i,-0.0012209+0.0026972i,-0.00041353+0.0013975i,-0.00027195-0.00087839i,-0.00013139-0.0013108i,7.6735e-05-0.00072181i,0.00044644-0.00077755i,0.00058956-0.00048554i,0.00074549-0.00023523i,0.0010151-0.00016721i,0.00088783-3.5998e-07i,0.0011867-0.00031988i,0.0013724+0.00016662i,0.00068771+0.0005532i,0.00031446-0.00034881i,0.00017226-0.00073124i,-0.00013697-0.00079929i,-0.00054062-0.00086593i,-0.00048896-7.975e-05i,-0.00086649+0.00068535i,-0.0012182+0.0001142i,-0.00039258-0.0001197i
-0.0001751+0.00075412i,9.7023e-05+0.00017289i,0.0010615-0.00056143i,0.0013008-0.00060261i,-9.6685e-06-0.00035099i,-0.00097432-0.0001121i,-0.0010318-0.00017954i,-0.0013128-0.0003888i,-0.0011976-0.00087921i,-0.00067031-0.0001538i,-0.00033684+0.00034568i,-0.00082744+0.00015872i,-0.00088777+0.00058115i,-0.00075332+0.00053053i,-0.00039601-0.00011035i,-6.663e-05-0.00053234i,-0.0002756+8.9988e-05i,-0.00066823+0.00066652i,-0.00042829+0.00057247i,0.00032939+9.7227e-05i,0.00032071-0.0002238i,-8.184e-06-0.00040334i,-0.00045188-0.00061532i
0.0012452-0.00026457i,0.00067719+0.00012715i,-3.974e-05-0.00011684i,-0.0004769-0.00079066i,-0.00083069-0.00070184i,-0.0005872-0.00054579i,0.00052479-3.5904e-05i,0.00051106+0.00055802i,7.2969e-05+0.00048648i,-0.00020897+0.00080606i,-0.00016977+0.0004647i,0.00042319+0.00055822i,-3.6115e-05+0.00040994i,-0.00076236-0.00056551i,-0.00017212-0.00045381i,0.00020124+9.3683e-05i,-6.0113e-05-0.00024188i,0.00059868-0.00036171i,8.6956e-05-0.00035458i,-0.00038712-0.00010517i,0.00031647-0.00034075i,0.00057038+2.8503e-05i,-3.7376e-05+0.00057202i
0.00062322+0.0043709i,0.0012211+0.0031957i,0.0032392+0.0020435i,0.0037042-0.000758i,0.0020809-0.0028065i,-0.00022718-0.0023136i,-0.00066348-0.0013546i,-0.00016451-0.00055749i,0.00020402-0.00065474i,0.0004825-0.0015492i,0.00017873-0.0014888i,-0.00046433-0.0006031i,-7.6089e-05+9.0817e-05i,-0.00022+0.00031154i,-0.00017394-0.00036736i,0.00051783-0.00029033i,0.00046699+2.5902e-05i,0.00061358-0.00038706i,0.00025796-0.00047218i,-0.00048697-0.00015386i,-0.00063435+0.00019429i,-3.0855e-05+0.00013846i,0.00079318-0.00015894i
0.00024263+0.0011846i,0.0011139+0.00091907i,0.002169+0.00086832i,0.0023071-0.00051464i,0.002183-0.0020487i,0.00088361-0.0020088i,4.0805e-05-0.00086467i,0.00028897+2.4667e-05i,0.00084172-0.00032071i,0.0012293-0.0007517i,0.00058391-0.0011558i,4.3035e-05-0.001136i,-0.00049978-0.00044863i,-0.00037435+0.00045157i,0.00020473+0.00035098i,9.21e-05+0.00012621i,-0.00019618+0.000237i,9.0321e-05+0.00033039i,0.00094981+0.000122i,0.0014777+0.00022933i,0.00092953+2.9045e-05i,0.00025194-0.00040937i,0.0003986-0.00016545i
-0.0002695-0.00019885i,0.00025343-0.00026712i,-0.00054373-0.00069693i,-0.00023172-0.0015656i,0.00024798-0.0016271i,-0.00022758-0.00085609i,5.8956e-05+0.00013677i,-7.9517e-05-3.0724e-05i,-0.00032187-4.8886e-05i,-6.2583e-05-0.00024626i,0.00015533-0.00069301i,-0.00038204-0.0010515i,-0.00032549-0.0010209i,0.00025874-0.00022461i,-6.3683e-05+0.00036288i,-0.00066747+0.00037988i,-0.00047481-5.0168e-05i,-3.7739e-05-0.00051168i,0.00033364-0.00057214i,0.00078548+5.7812e-05i,0.00041545+0.0003647i,-0.00021656+0.00045351i,-0.00023896+0.00010535i
-0.0022025-0.0012714i,-0.0013625-0.00044565i,0.00014981+0.0013319i,0.00064169+0.0012965i,0.00017914-0.00024097i,-0.00033797-0.0010694i,-0.00097517-0.00075475i,-0.00131-0.00014798i,-0.00062564-0.00018541i,0.00014513-0.00029657i,5.6943e-05+0.00022968i,-0.00036429+0.0002504i,-0.00084531+0.00033892i,-0.00048391+0.00041252i,0.00017103+0.0002092i,7.4499e-05+0.00085478i,-0.00049865+0.00094268i,-1.2126e-05+0.00033115i,0.0001801-7.8945e-05i,-0.00069309-0.00026724i,-0.00018066-0.00036392i,0.00072544-0.0011022i,0.00069235-0.0010157i
-0.0006931+0.0012218i,1.0831e-05+0.00010391i,-0.00055652+0.00021134i,-0.00098275+3.3795e-05i,-0.00048028-0.00088256i,-0.00075691-0.0010858i,-0.00073293-4.4307e-05i,-0.00051547+0.00062911i,-0.0005042+0.00059345i,-0.00031982+0.00035143i,-0.00017898-0.00046367i,-0.00018759-0.0011446i,-0.00020342-0.0013131i,-5.0825e-05-0.00074425i,0.00041826-0.00019848i,0.0005562-0.00027022i,6.9967e-05+0.00010527i,-7.3094e-05+0.0006185i,3.3092e-05-0.00018523i,3.7173e-05-0.00075609i,0.00019128-0.00048938i,-0.00018146-0.00033813i,-5.8282e-05-0.0005708i
-0.0013686-0.0012828i,-0.0021874-0.0012534i,-0.0024773-0.00021885i,-0.0018205+0.00065737i,-0.0015317+0.000573i,-0.0012292-0.00025974i,-0.00037456+0.00023219i,-7.2535e-05+0.0011161i,-9.9337e-06+0.00067696i,-0.00031144+9.3234e-05i,-0.00087886+0.00030397i,-0.00037406+0.00079879i,0.00052198+0.00068118i,0.00077476+0.00015995i,0.0005256+0.00015099i,-0.00015355+7.6662e-05i,-0.00093758+1.9576e-07i,-0.00115+0.00038793i,-0.00073881+0.00083748i,-0.00028165+0.00089227i,-0.00036323+0.00022763i,-0.0001756-0.00011753i,0.00031899+2.1799e-05i
-0.0018902+0.0015413i,-0.00069753+0.0023211i,0.00018957+0.0030757i,0.00027482+0.0017032i,0.00053671-0.00011867i,0.00012718-0.00092903i,-0.00012985-0.00060219i,-6.448e-05+9.363e-05i,-0.00050556+0.00010992i,0.00016426+0.0002902i,0.00098896+8.8977e-05i,-0.00038023-0.00028368i,-0.0010662-0.00026004i,-0.00065047-0.00079455i,-0.00061993-0.00056534i,-0.0010057+0.00030703i,-0.00020003+0.00036102i,0.00050123-0.00013556i,5.0745e-05-0.00037969i,-0.00042863-0.00051635i,0.00029276-0.00053103i,6.9435e-05-7.2852e-05i,-0.00026657+7.4987e-05i
-0.00064983-0.0019251i,-0.00079057-0.0017879i,-0.0023168-0.0020278i,-0.002794-0.0012779i,-0.0022666+0.00010941i,-0.0013809+0.00040951i,-0.00018362-0.00011819i,0.00053368+0.00014724i,9.3816e-06+0.00069702i,-0.0014049+0.00066021i,-0.0014596+0.0002162i,-0.00046563+0.0005615i,-0.0004453+0.00034325i,-0.00053868-0.00014757i,-0.00016133+0.00057597i,-0.00037268+0.00074425i,-0.00042845+0.00030811i,-1.7975e-06+0.00029997i,0.00012377-0.00011258i,0.00036093-0.00071051i,0.00056574-0.00025537i,3.7852e-05+0.00021423i,-0.00063962+0.00048792i
-0.001618-0.0014177i,-0.00021146-0.00027236i,0.00033255+0.00034766i,-0.00036858+0.00056931i,-0.00043978+0.00083844i,0.00023678+0.00029525i,0.0012565-0.00062331i,0.0012729-0.00048978i,0.0010353-3.0469e-05i,0.0011874-0.00018369i,0.00076862-0.00019882i,-0.00016575+0.00047428i,-0.00054892+0.00023482i,6.1404e-05-0.00023933i,0.00060104-0.00010705i,0.00086788-0.00040132i,0.00061311-0.0001874i,-0.00010777-5.2337e-05i,-4.4886e-05+0.00039413i,5.0138e-05+0.00019977i,0.00017762+0.00024757i,0.00035018+0.00068875i,0.00013062+0.00017311i
-0.00050157+1.6463e-05i,-0.0011396+0.00013698i,-0.0012816-0.00025243i,-0.0011691-0.00098869i,-0.0019919-0.0018481i,-0.0015127-0.0012722i,-0.00023674-0.00071457i,0.00050294-0.00012096i,-0.00023122+0.00016004i,-0.00080479-0.00034957i,-0.0004079-0.00090708i,-0.00035032-0.0008013i,-0.00030626-0.00023052i,0.00011806-0.00025529i,-0.00016664-0.00065232i,-0.00040657-0.00033778i,-0.00067687+0.00061961i,-0.0007151+0.00063951i,8.854e-05+9.4649e-05i,0.00083035+3.4823e-05i,0.0010077+0.00062786i,0.00067196+0.0013597i,-5.9521e-05+0.0012592i
0.00015316+0.0014327i,0.0001243+0.002337i,0.00086884+0.0021975i,0.00052883+0.0014787i,0.00070678+0.00055673i,0.00058386-7.8371e-05i,-0.00011014-0.00011573i,-0.00024596+0.00013484i,0.00016144+0.00078274i,0.00014422+0.0014824i,-0.00023857+0.00095071i,-0.00056118-0.00013199i,-0.00095782-0.00031385i,-0.0015143-0.00035953i,-0.00090124-0.00029765i,0.00023633+0.00031313i,0.00052694+0.00034636i,0.00026889+0.00041716i,-0.00015285+0.00051846i,-0.00044243-3.9926e-05i,-9.9655e-05-6.1733e-05i,-0.00058386-0.00016512i,-0.0013206-1.0307e-05i
-0.000298-0.00051989i,0.00026333+5.0127e-05i,0.0013854+0.00064665i,0.0014509-0.00041457i,0.00098444-0.0012999i,-0.00018937-0.0013091i,-0.00079132-0.0007618i,-0.00025291-4.5128e-05i,8.8666e-05+0.00023358i,0.00078113+0.0003077i,0.0011943+4.7914e-05i,0.00093551-0.00028641i,0.00022918+0.00024094i,-0.00060474+0.00076808i,-0.0001568+0.00039569i,-0.00023895+9.3878e-05i,-0.00069941+0.00017656i,-0.00059352+0.00054192i,7.7249e-05+0.00024564i,3.778e-05-0.00021512i,0.00010145+7.1552e-05i,0.000984-0.00047195i,0.00062937-0.0010813i
-0.0031309+0.00017006i,-0.0021402+0.00062686i,-0.0020864+0.00095972i,-0.0013197+0.001047i,0.00014758+0.00082253i,0.00075645-0.00038879i,-0.00016701-0.00084285i,-0.00061864-0.0004662i,-6.9504e-05-5.3726e-05i,-3.5027e-07+5.8073e-05i,-0.00035072-0.00018131i,-8.8649e-05-0.00057132i,0.00043816-0.00078457i,0.00045902-0.00053865i,0.00033968-0.00045131i,-5.8099e-05-0.00028508i,-0.00022476+0.00044409i,-0.0001846+0.00094738i,-0.00010985-0.00015847i,0.00013434-0.0008899i,-0.00030423-8.3118e-05i,-9.8447e-05+0.00024052i,0.00037745-0.00042138i
