-0.0031207+0.00060564i,-0.0017855+0.00018939i,-0.0019758+0.00051032i,-0.0022994+0.0010113i,-0.0026108+0.0011773i,-0.0021505+0.0022409i,-0.001639+0.0014657i,-0.0012323+0.00081139i,0.00014889+0.00098712i,0.00091908+0.00057426i,0.0006059+0.00034839i,0.00079743+0.00040828i,0.00029781+6.2337e-05i,-0.00050147-0.00072696i,-8.2617e-05-0.00045323i,0.00038229+0.00016228i,-0.00016499-2.6888e-05i,-0.00080544-3.3869e-05i,-0.0005721-1.8802e-05i,0.00020365-0.0011152i,0.00045799-0.0011374i,-1.2646e-05-0.0001884i,8.4226e-05-0.00026382i
0.0005192-0.0010274i,0.00041559-0.00071755i,-0.00028034-0.0011748i,-0.00068151-0.0012194i,-0.0015946-0.00026743i,-0.0015184+0.00031486i,-0.00069928+0.00037648i,-0.00033335+1.7553e-05i,0.00016259+0.00051501i,0.00044757+0.00043623i,0.0007032-0.00017868i,0.0005875-0.00070327i,0.00031856+0.00018737i,0.00031951+0.0012037i,0.0004756+0.00068094i,0.00043346+0.00026575i,0.00061911-0.00020758i,0.00026034-0.00071727i,-0.00066281-0.00025088i,6.1526e-05-0.00020428i,0.00024727-0.00031069i,-0.00041493-0.00049026i,-0.0011005-2.9183e-05i
0.00033182+0.0011395i,0.0010257+0.00085853i,-0.00019426+0.00098324i,-0.0011509+0.00049968i,-0.0010486+0.0010185i,-0.0006368+0.0011767i,-3.8724e-05+0.00033527i,0.00017118+0.00030703i,0.00015993+0.00012965i,0.00020513-0.00012793i,0.00020292-0.00016632i,0.00037211-0.00014615i,0.00036107+5.745e-07i,-0.00029242-0.00011111i,-0.00032634-0.00029574i,-0.00045911-0.0002857i,-0.0010192-0.00033381i,-0.0012153-5.3583e-06i,-0.001315+0.00068914i,-0.0008216+0.00027025i,-0.00044518-0.00038436i,-0.00046461-0.00018098i,0.00039954+0.00017889i
0.00057336-0.00020491i,-0.00015968+0.0004254i,9.6232e-05+0.00035583i,0.00091307+0.00086295i,0.00079871+0.0010459i,0.00010945+0.00035794i,8.0492e-05+0.00027406i,0.00045267+0.00079921i,0.0010186+0.001012i,0.0013699+0.00035067i,0.001005-0.00013288i,0.00083679+0.00037926i,0.00032767+7.6698e-05i,-0.00023558-0.00023802i,-0.00034334+0.00030969i,-0.00038904-0.00018747i,-0.00030916-0.0004295i,-3.138e-06+0.00021554i,0.00024794+0.00050289i,0.00019613+0.00021266i,-0.00031838-1.0965e-05i,7.7696e-05-0.00062674i,-0.000127-0.00064238i
3.6775e-05-0.0021164i,2.4853e-05-0.0024311i,-0.0015098-0.0023909i,-0.0028294-0.0018992i,-0.0023432-0.0007489i,-0.0007135+0.00084124i,-0.00010227+0.00016406i,-0.00071243-0.0014345i,-0.0010039-0.0015083i,-0.0005955-0.00085568i,0.00020525-3.9776e-05i,0.00033562-7.964e-05i,0.00030704-1.6811e-05i,0.00031775-5.5072e-05i,0.00022915-3.6024e-05i,-0.00048782+0.00062799i,-0.00033701+3.8019e-05i,7.9785e-05-0.00032751i,-0.00010288-0.00033933i,-0.00028787-0.00013224i,-0.00029517-0.00021326i,-3.5931e-05-0.000554i,-0.00048432-0.00089611i
0.00060005-0.00032007i,0.00025635-0.00053498i,-0.00017754-3.9138e-05i,5.6914e-05+0.0011095i,0.00013714+0.0014928i,0.00022403+0.0015499i,0.00034404+0.0014583i,-7.6303e-05+0.0011694i,0.00021323+0.00043288i,0.00096745-0.00027703i,0.0003115-0.00098096i,-0.00014289-0.0013677i,0.00050444-0.00083364i,0.00080059-0.00029144i,0.00027738-0.0004077i,0.00053639-0.00059823i,0.00082067-0.00080172i,0.00039208-0.00047327i,-0.00031301-0.00013318i,-0.00085162-0.00012083i,-0.00096305+3.2574e-05i,-0.00079766-0.00056259i,-0.00047015-0.001052i
0.001129+0.0019564i,0.0015278+0.0020598i,0.0013503+0.00043433i,0.00077219-0.0016173i,-7.7684e-07-0.001298i,-0.00090423+2.48e-05i,-0.00092744-0.00014046i,-0.00027482-0.00070947i,0.0007211-0.0012098i,0.0010985-0.00068009i,0.00044701+0.00027992i,-0.00059455+0.00020401i,-0.00067276+0.00035074i,-0.00038004+0.00016902i,-0.00016461-0.00086711i,0.00017508-0.0010442i,4.5022e-06-0.00084861i,0.00024902-0.00026503i,0.00049869-0.00022545i,-0.00016965-0.00011464i,-0.00045627+0.00047235i,-0.00051851+0.00059041i,-0.00038176+0.00066982i
-0.00017674+0.00081303i,3.9239e-05+0.00039054i,0.00066599-0.0008437i,0.00053344-0.0010753i,-0.00015355-0.00031514i,-0.00040758+0.00074415i,-0.00067376+0.00045528i,-0.00096782-9.5178e-05i,-0.00018421+0.00027262i,0.00093975+0.00014738i,0.0010555-0.00040695i,0.0002775-0.00065227i,-0.00017197+0.00019402i,-0.00026609+0.00035424i,-9.1057e-05-1.2781e-05i,-6.5607e-05+0.00034959i,-0.00019087+0.00072989i,-0.00029276-4.0088e-05i,-0.00032785-0.00080016i,0.00014474-0.00050564i,0.00062043-0.00064763i,0.00024439-0.00063789i,-0.00045774+3.671e-05i
0.00029333+0.00022207i,-1.8067e-05+0.00055368i,-0.0011367-0.00019457i,-0.00092424+0.00021488i,-0.00053756+0.0010758i,-0.0007912+0.0012043i,-0.00057602+0.00062639i,0.0002046+1.8585e-06i,0.00058635+0.00031825i,0.00096726+0.00054727i,0.00072712+5.4767e-05i,0.00010299+0.00038457i,-3.2164e-05+0.00037476i,4.5383e-05-9.5871e-05i,-0.0002536+0.00048893i,-0.0010881+0.00051368i,-0.00095184-0.00015278i,-0.00066479-8.2548e-06i,-0.00072194+0.00034044i,-0.00070945+0.00024807i,-0.00069971+0.00031924i,3.8608e-05+0.00013616i,0.00033469+0.0002415i
0.00038702+0.0002453i,0.00023551+0.00022584i,0.00033566-0.00041i,0.00073308-0.0007612i,7.625e-05-4.9237e-05i,0.00016994+0.00037911i,-6.989e-05+0.00041535i,-0.0011375+0.00048101i,-0.0014702+0.00022698i,-0.0010471-0.0001194i,-0.00070343-0.00021728i,-0.00056063+1.3076e-05i,-0.0003667+0.00015472i,-0.00050223+0.000117i,-0.00091381-0.00014568i,-0.0012117-0.00026709i,-0.00067931+0.00018935i,0.00047063+0.00046157i,-0.00045779+0.00033279i,-0.0015243-6.5478e-05i,-0.00073678-0.00013229i,-0.00049634+0.00015534i,-0.00080479+0.00031381i
0.00091582+0.0008855i,0.0016261+0.00050441i,0.0015395-0.00042834i,0.00012956-0.001242i,-0.00093735-0.00085384i,-0.00080926-0.00020381i,-0.00035389+5.6203e-05i,0.00019332+0.00049471i,0.00014691+1.0422e-06i,0.00034057-0.0011379i,0.0011407-0.0019949i,0.00082284-0.0014188i,-0.00030741+7.5867e-05i,-9.144e-05+0.00036128i,0.00045416-0.0004151i,-0.00015102-5.7973e-05i,-0.00062278+0.0005754i,-0.00044818+0.00052177i,-0.00014516+0.00050528i,9.6787e-05+0.00034541i,0.00021752-0.0006865i,0.00097986-0.00062711i,0.0016495-0.00025051i
-0.00060828-0.0017866i,-0.00025851-0.00098192i,5.3995e-05-0.00066717i,-0.00047314-0.00039609i,-0.00093847-0.00036929i,-0.00012869-0.00035018i,0.00045866+7.7799e-05i,0.00046154+4.4712e-05i,0.00021304-0.00022662i,0.00029427-0.00056855i,3.8708e-05-0.0011675i,-0.00034063-0.0009145i,-0.00019915-0.00032821i,0.00015926-0.00026484i,-0.00021617+7.2091e-05i,-0.001285+1.9464e-05i,-0.00091723+0.00015579i,2.1829e-05+9.1713e-05i,3.392e-05-0.0002759i,-0.00038487+0.00022001i,-0.00037559+0.00082416i,-0.00010746+0.00020007i,0.00034884-0.00027561i
-0.0012782-0.0004591i,-0.0010498-0.00042136i,-0.00036167-0.00091251i,-0.00043568-0.00055213i,-0.0012602+0.00049423i,-0.00071106+0.00076802i,-0.00028983+2.7846e-05i,-0.00051026-0.00054015i,-8.3568e-06-0.00067016i,8.2663e-06-7.5101e-05i,-0.00063379+0.00019216i,-0.000474+0.00010728i,-8.6139e-05+0.00060323i,-4.2481e-05+0.0010124i,-0.00040998+0.0011332i,-0.00095289+0.0010186i,-0.00096947+0.00071973i,-0.00070794+0.00024098i,-0.00059514+0.00039783i,-0.00060484+0.00047698i,-0.0010173+0.00039261i,-0.0011184-5.0567e-05i,-0.00046759-8.8139e-05i
-0.0020016+0.00028181i,-0.0011425+0.00066139i,-0.00092193+0.00069463i,-0.00059732+0.00050602i,-0.00037712+0.00067793i,0.00020624-0.0002271i,0.00065723-0.00034512i,0.0011448-8.6389e-05i,0.0014301-0.00019567i,0.0011449-0.00031639i,0.00038281-0.00013029i,-0.00057616+0.0003455i,-0.00099542+0.00051386i,-0.00091231+0.00039469i,-0.0004996-6.7605e-06i,-0.00034603-0.00011333i,0.00030906+0.00023197i,0.00059846+8.7116e-05i,-6.0622e-05+0.0010084i,-0.00087489+0.0013322i,-0.00054763+0.00056989i,3.4787e-05+0.00078195i,-0.00026217+0.00032221i
-0.0018319+0.00070253i,-0.0021846+0.0012849i,-0.0017281+0.0016215i,-0.00029246+0.0015281i,0.00036336+0.0020883i,0.0002606+0.0018619i,4.3607e-05-0.00035031i,1.0841e-05-0.00081934i,0.00024988+0.00084702i,0.00077949+0.00026982i,0.00074509-0.00067529i,0.00043467-0.00024197i,-0.0002475-0.00017466i,-0.00075941-0.00048191i,-0.00073091-0.00067593i,-8.2998e-05-0.0005759i,0.00056231+6.4119e-05i,0.00067965+0.00087515i,0.00043445+0.00052442i,0.00038649-0.00042027i,0.00010119-0.00048098i,-0.00023517-0.00041448i,9.4197e-05-9.5619e-05i
0.00016606-0.0006004i,-3.4218e-05-0.0015025i,-0.00018706-0.0023684i,0.00029123-0.002083i,0.00074979-0.0011807i,0.00092218-0.0012409i,0.00037308-0.0016742i,-0.00034091-0.0012165i,-0.00048888+0.0002044i,-0.0001526+0.0003809i,-5.4867e-05-0.00044156i,-0.00084185-0.00029228i,-0.0010629+9.8533e-05i,-0.0012112-5.1967e-05i,-0.0013032-0.00010474i,-0.00039651-0.00027848i,-0.00050821-0.00019i,-0.00031502-0.00076124i,2.6644e-05-0.0010957i,-0.00066015+0.00012122i,-0.0013456-6.1727e-05i,-0.00048181-0.00097266i,0.00095976-0.00034186i
-0.0017623+0.0014448i,-0.0012359+0.0017423i,-8.1266e-05+0.0019482i,0.00075601+0.001145i,0.00096669+0.00053708i,0.00032178+0.00066096i,-0.00024019+0.00027867i,-0.00078438+0.00012424i,-0.00094602+0.000226i,-6.2595e-05-0.0001145i,0.00037798-0.00044338i,0.00012772+2.6302e-05i,0.00026547+6.75e-05i,0.00054667-0.00044093i,-2.6311e-05-3.5074e-05i,-0.0011512+0.00045246i,-0.00092423+0.00049571i,0.00065203+0.00034627i,0.00069224+0.00047633i,-0.00031137+0.00096805i,-0.0005635-2.0715e-05i,1.0269e-05-0.00089084i,0.00032232-0.00075601i
0.0005626-0.00038257i,0.00029366-0.001142i,-0.00038905-0.0015622i,-0.0012331-0.0016446i,-0.0013251-0.0012579i,-0.00064202-0.00062445i,0.00015594+0.00023653i,0.00074897+0.00084764i,0.00051884+0.00045202i,0.0004414-0.00061948i,0.00049199-0.00079349i,5.3107e-05-1.1815e-05i,-0.00040909+0.00012925i,-0.00035729+0.00055833i,-0.00025502+0.00057293i,-0.0006447-0.00029111i,-0.00044282+1.7458e-05i,-0.00022143+0.0010832i,0.00014415+0.0005967i,-0.00040958-0.00061085i,-0.00066121-0.00074464i,-0.00010404-9.8448e-05i,0.00029426-0.00031784i
0.00010243+0.00016463i,0.0013717-0.00031949i,0.0014767-0.0008952i,0.00056537-0.0012719i,-0.00090536-0.0003586i,-0.0022311+0.00015395i,-0.00158-0.00050264i,-0.00022811-0.0010098i,0.00091237-0.00067231i,0.0014506-0.00018825i,0.00060767+0.00054916i,-3.349e-05+0.00091099i,0.00023132+0.00072954i,0.00068009+0.00053362i,0.00066884-8.0388e-05i,0.00037712-0.00073713i,0.00041639-0.00059798i,0.00034209+0.00011117i,-0.00084291+0.00032342i,-0.0009314-0.00017709i,0.00062178-0.00041039i,0.00098952-1.1151e-06i,0.00030725+0.00070189i
0.0015199+0.00073552i,0.0014627+0.0003952i,0.00085227-0.00025471i,0.00056352-0.00021625i,0.00031698+0.00017481i,0.00041414-0.00010496i,0.0002374-0.00048457i,0.00018279-0.00025899i,0.00076671+8.0176e-05i,0.0008852-0.00042641i,0.00060408-2.808e-05i,0.00027252+0.00052683i,-9.5488e-05-0.00074663i,-0.00030598-0.0014816i,5.8312e-05-0.00032917i,-5.598e-05+0.0005529i,-0.0002856+8.7476e-05i,-0.00018494-1.1152e-06i,-0.00076376+0.00016423i,-0.001082-0.00035785i,-0.00032816-0.00074611i,0.0011955-0.00073878i,0.0011508-0.00035548i
-0.0011688+0.00061278i,-0.00054014+0.00013953i,0.0006007-0.0011535i,0.001317-0.0012039i,0.00057302-0.00091026i,-0.00015251-0.00104i,-0.00027631-0.00071282i,-0.00043843-0.00027373i,-0.00059387-0.00016223i,-8.2526e-05-0.00023654i,0.0003328+0.00042926i,0.00025687+0.00094721i,-0.00014976+0.00060465i,5.0232e-05+0.00039799i,0.00073492-6.0351e-05i,0.00073976-0.00046917i,-4.7407e-06-7.3786e-05i,-0.00065272+0.00064298i,-0.00075499+0.00046181i,-0.00062088+5.4774e-05i,-0.00074991+0.00024992i,-0.0010742+0.00034921i,-0.0010096-2.4076e-05i
0.00063929+0.0013226i,0.00093519+0.00080074i,0.0013479+2.9264e-05i,0.00088351-7.9099e-05i,0.00047154+3.368e-05i,0.00012464+0.00029077i,-0.00028947+0.00033642i,-0.00023909+0.00051064i,-0.00066933+0.00038219i,-0.00044793-0.00019909i,0.00044493+0.0002084i,-2.9359e-05+0.00064665i,-0.00020262+0.00070767i,0.00043808+0.00031895i,0.0001947-0.00016248i,-0.00016577-0.00026726i,-0.00051971+0.00040252i,-0.00068456+0.00034269i,-0.00052033-0.00025313i,-0.00091817-0.00015627i,-0.00070267-0.00016668i,-0.00033787-3.9741e-05i,-0.00035214+0.00020247i
0.00068883-0.00036104i,0.0011366-0.00049245i,0.0014581-0.00038745i,0.00039494-2.5359e-05i,-0.0010415-0.000102i,-0.00081022-0.00026757i,-0.00041259-0.00022107i,-0.00053022+0.00031973i,0.00016244+0.00075665i,0.00049982+0.00020744i,0.00011443-0.00042305i,8.5489e-05-0.00032739i,0.00025506-0.00055399i,1.5171e-05-0.00066768i,0.00011394-0.00015056i,0.00027271+0.00031081i,-0.00030612+0.00034472i,-0.00036006+0.00042148i,-0.00017318+0.00069899i,-0.00012444+0.00018675i,0.00029746-0.00025784i,0.00036412-0.00064817i,2.9685e-05-0.00036197i
0.0010907-0.00060266i,0.0012554-0.00078267i,0.0012211-0.0020488i,0.00056084-0.0027494i,-0.00051366-0.0011547i,-0.0010389+0.00073596i,-0.0010634+0.0007678i,-0.0010177+4.4646e-05i,-7.6262e-08-0.00054188i,0.00054649-0.0005606i,5.7099e-06-0.00049365i,0.00012295-0.00038902i,0.00035741+0.00041869i,0.00020536+0.00040247i,-3.2852e-06+2.1888e-05i,2.3231e-05-0.00058271i,0.00024927-0.00034997i,0.00038463+5.7834e-05i,-0.00051382+0.00028856i,-0.0013042+0.00041544i,-0.0013566-0.00022345i,-0.00099695-0.00089445i,-0.00029886-0.00062753i
6.4848e-05-0.0006726i,-0.00052029-0.0015191i,-0.00068574-0.0004378i,-0.00095556+0.00040152i,-0.0010736+0.00052544i,-0.0011149+0.00099192i,-0.00074116+0.00078848i,0.00016862+0.00076573i,0.00020457+0.0010419i,-4.4599e-05+0.00017493i,-0.00042922-0.00032199i,-0.00078562-0.00017186i,-0.00024596-0.00040707i,0.00041685-0.00021938i,0.00076365+0.00024501i,0.00030109+0.00011163i,1.7477e-05-8.4078e-05i,0.00080333-3.875e-06i,0.0011908+0.00017931i,0.00042898+0.00035852i,-0.00018876+0.00029833i,-0.00029112-2.1827e-05i,7.3275e-05-2.8783e-05i
0.0018758+0.0021427i,0.0021759-6.0694e-05i,0.0027571-0.0011889i,0.0029848-0.0017986i,0.0014967-0.0014961i,-0.00067508-0.00096516i,-0.0012743-0.00072746i,-0.0010252+0.00014455i,-7.6189e-05+0.0010581i,0.00074536+0.00019044i,0.00063772-0.00032186i,0.00065982+0.00014273i,0.00088057+0.00027433i,0.0006514+0.00071565i,-0.00022206+0.0016357i,-0.0006396+0.0014983i,0.00012583+0.00054996i,0.00059046+0.00093296i,-0.0001561+0.001126i,-0.00052668+0.00052724i,-0.0010691+0.00013495i,-0.00071116-9.2452e-05i,0.00061014-0.00014291i
0.0014542+0.0003511i,0.0024866-0.0015547i,0.0032863-0.0027673i,0.0023944-0.0018282i,0.00036534-0.00076785i,-0.00085889-0.00014863i,-0.00057819+1.2949e-05i,3.8147e-05+0.00060098i,0.0004499+0.00074906i,0.00026298-0.00043045i,-0.00053921-0.0010125i,-0.00062521-6.9402e-06i,-0.00033343+0.00071394i,-0.00019867+0.00043002i,-9.2984e-05+0.00026701i,0.00073112+0.00026351i,0.0012158+9.6086e-05i,0.00056443+6.7813e-06i,-9.9668e-05-0.00052681i,-0.0007561-0.00058441i,-0.0009502+9.0032e-05i,-0.00060912+1.1945e-05i,0.0001288-0.00017311i
0.00074942+0.0005291i,0.00064555-0.00041377i,0.0012395-0.00030114i,0.001057-0.00030912i,0.0003523-0.00065908i,4.3331e-05-0.00096052i,-0.000232-0.00044828i,-6.772e-05+0.00049118i,0.00042238+0.00072653i,0.0006583+0.00031741i,0.00055306+0.00013663i,7.1754e-05-0.00058042i,9.2087e-05-0.00085007i,-0.00035517+0.00010654i,-0.00046739+0.00056942i,-0.00048404-0.00011559i,-0.00064487-0.00014646i,-0.00064454+0.0003189i,-0.00072599-0.00042914i,-0.00072625-0.00072654i,-0.00093018-0.00026195i,-0.00072081+9.2021e-05i,-0.00064572+0.00063867i
0.00088914-0.0019373i,0.0011781-0.0016038i,0.00061115-0.0012537i,-0.00037874-0.00074041i,-0.00070502+0.00021532i,-0.00068142+0.0010171i,-0.00019369+0.00060703i,0.00018586-0.0003424i,0.00035985-0.00068868i,0.0003578-0.00049675i,0.00069614-0.00049562i,0.0010673-0.00010441i,0.001091+0.00078382i,0.00079874+0.00083822i,0.00017829+0.00038635i,7.3331e-06-1.7827e-05i,-0.0003948-0.00029619i,-0.00075125+0.00024162i,-0.00077028+0.00035923i,-0.0004901-2.8334e-05i,2.7546e-05+9.1528e-05i,0.00012348-0.00044884i,0.00029153-0.00033208i
-0.00054549-0.00010616i,3.3256e-05+7.8826e-05i,0.00031728+0.00026676i,-1.5193e-05+0.00027973i,-0.00078273-0.00039336i,-0.0016322-0.00051757i,-0.001891-0.00019634i,-0.0010644+0.0001678i,-0.00026154+0.00046992i,3.4038e-05-0.00023909i,-0.00014775-0.00090887i,-0.0002087-0.00054241i,0.00034345+0.00028974i,0.00061412+0.0011812i,0.00078355+0.00079415i,0.00071913+0.000542i,0.00064969+0.00067829i,0.00065931+8.9362e-05i,0.00016656-0.00027905i,1.3205e-05+0.00023586i,6.3483e-05+0.00032411i,-0.00025734-0.0006434i,-6.6398e-05-0.0016359i
-0.0013229-0.0015087i,-0.0013285-0.0011787i,-0.001395-0.0013635i,-0.0016719-0.0014001i,-0.0022504+0.00027376i,-0.0011029+0.0013968i,0.00044849+0.0012366i,0.00066066+0.00082204i,0.00065785+0.0005987i,7.3899e-07+0.00011923i,-0.001124-0.00080311i,-0.0010463-0.0011897i,-0.00022884-0.0007294i,0.00041826+0.0003895i,0.00045025+0.0011813i,-0.00035024+0.00049634i,-0.00038865-0.00019961i,0.0002277-0.0002715i,0.00014028+0.00024155i,0.00031531+0.00081022i,0.00052649+0.0007543i,-5.728e-05-0.00067614i,5.9168e-05-0.0014433i
-0.0010559-0.0017787i,-0.00084279-0.00153i,-0.00085414-0.00074152i,-0.00071081-3.448e-05i,-0.00083968+7.4207e-05i,-0.00054481-4.7691e-05i,0.0004823-2.3526e-05i,0.0011803+2.6205e-06i,0.00050331+0.00053641i,0.00014775+0.0003684i,0.00021617-0.00051949i,-3.6635e-05-0.00063482i,-0.00085508-0.00013354i,-0.0016135-1.9655e-05i,-0.0011794+0.00027424i,-5.3768e-05-7.8617e-06i,0.00038913-0.00042445i,0.00021178+0.00019852i,0.00010347+0.00063229i,-0.00043814+0.0003261i,-0.00071995-0.0005203i,-0.00032595-0.00042487i,-0.00027841+0.00013696i
0.00053785+2.6506e-05i,-0.00036644+0.00012031i,-0.0012044-0.00043779i,-0.00068064-0.0008629i,-0.00068832-0.0001248i,-0.00094561+0.0010173i,-0.00066721+0.0013338i,-0.00039296+0.00074373i,0.00028164+0.00010928i,0.00095784-0.00083023i,0.00072087-0.0014563i,0.00015861-0.0010038i,-0.00015913-0.00043942i,7.8993e-05+0.0003803i,0.00014337+0.0010423i,0.00034578+0.00052947i,0.00092624-0.00035956i,0.00056117-0.00030997i,-8.9265e-05-0.00057444i,-1.3569e-05-0.0013527i,0.00011573-0.001442i,-0.00022909-0.00094383i,-0.00051012+0.00021271i
-2.3057e-05-0.00086621i,0.00050606-0.0018189i,0.00068099-0.0014808i,0.00055529-0.00073021i,0.0006013-9.8262e-05i,0.001193+0.00049116i,0.0005881+0.00024293i,-0.00024085-0.00054573i,0.00043595-0.00018282i,0.0012989+0.00015176i,0.00070623-0.00072324i,0.00032208-0.00083506i,0.00015921-0.00048723i,8.8713e-05-0.00049874i,0.00047042-0.00032835i,0.00025817-6.8216e-05i,7.8464e-05+7.7984e-05i,0.0005692-0.00021415i,0.0005835-7.447e-05i,8.4152e-05-0.00013481i,-0.00032158+0.00013353i,-1.7363e-05+0.00068296i,3.0194e-05+0.00044396i
-0.00055123+0.00049387i,0.00032053+0.00081275i,-0.00019109+0.0020322i,0.00053528+0.0014508i,0.0015098+0.00055993i,0.0012922-0.00048362i,0.0012545-0.00082683i,0.00025488+0.00017293i,-0.00082744+0.00074537i,-0.00039326+0.0002741i,8.8561e-05-0.00065924i,-0.0001747-0.00093185i,0.00019534-0.00067551i,0.00082556-0.00050456i,0.00028788+0.00048677i,-0.00034505+0.00047839i,8.2169e-05+0.00026632i,0.00010687+4.9886e-06i,-0.00035167-0.00026892i,-0.00020545-0.00019218i,0.00010142-0.00022293i,0.00017557-0.00028184i,0.00044754-0.00010427i
0.00056664-0.00018876i,0.00067362-0.00052946i,0.0010877-0.001911i,-0.00029949-0.0019369i,-0.0011767-0.00035265i,-0.0004398+0.00011097i,-4.0282e-05+0.00047993i,0.00045121+0.001307i,0.0013607+0.00050648i,0.001401-0.00048608i,0.00037815-0.0005698i,-0.00025743-0.00023167i,0.0003283+0.00027609i,0.00018508+0.0011845i,-0.0004965+0.0009547i,-0.00014592+0.00017891i,-0.00072339-0.00010315i,-0.00028053+0.0002016i,0.00033679+0.00048187i,-9.241e-05+0.00037928i,-0.00034875+0.00018279i,-0.00072784-0.00075244i,-0.00060936-0.001177i
0.00060286-0.0015303i,0.00036794-0.0017735i,-5.2015e-05-0.002453i,0.00037857-0.0023459i,-0.00032168-0.0016457i,-0.0011465-0.00077011i,-0.00035835+2.3107e-06i,0.00018241-8.1699e-05i,0.00041348-0.00044297i,0.00030568-0.00055659i,0.00050334-0.00095029i,0.00054038-0.00038115i,-1.9589e-05+0.00021492i,-0.00068051-0.00059804i,-0.0012023-0.00073093i,-0.00097098-0.0003977i,-1.8854e-05-0.00083088i,0.00052126-0.0010465i,-0.00017996-0.00035408i,-0.00042126+7.0521e-05i,-0.0004672-0.0001729i,-0.00076119-0.0003473i,-0.00098579-0.00021555i
0.00066571+0.00061847i,0.0012839+0.00055939i,0.0011862+0.00073338i,0.00062057+0.00077913i,0.00031221+0.00092101i,0.00031238-0.00031633i,0.00048398-0.0012022i,0.00017322+0.0002714i,0.00034228+0.00066052i,0.0012896-0.00026263i,0.00058018-0.00061302i,-0.00011094-0.00038623i,-9.7656e-05+0.00032683i,-0.00031076+0.00018093i,-0.00042677+3.1996e-05i,-8.2809e-05+0.00028136i,-7.8111e-05-0.00014236i,-0.0003213-5.7701e-05i,-0.00068627+0.00041851i,-0.0005664-0.00014345i,0.00021431-0.00096069i,0.00052688-0.00059959i,0.00029589+0.00038863i
-0.00090365-3.868e-05i,-0.00037446-0.00015979i,-0.00021209-0.00033343i,-0.00054199-0.00035324i,-0.00011955-0.00064773i,0.0006538-0.0008244i,0.00099923-0.00075035i,8.7002e-05-0.00047867i,-0.00035592+0.00038825i,0.00023494+0.00040652i,0.00021952-0.00063162i,0.00034361-0.0011223i,0.00069506-0.00053026i,0.00044309-0.00022997i,4.7618e-05-8.7959e-05i,-0.00043951+0.0004274i,-0.0012084+0.00027242i,-0.0011276-0.00042824i,-0.0006152+0.00017728i,-0.0002725+0.00094432i,-0.00054666-0.00030079i,-0.0006041-0.0014826i,-0.00036257-0.001105i
-0.00069991+0.00041966i,0.00043426+0.00038501i,0.00062512+0.00042974i,0.00090488-1.1209e-05i,0.00074841-0.00014544i,7.5185e-05-0.00036441i,0.00014334-0.00092808i,-6.444e-05-0.0003744i,-0.00043167-9.5172e-05i,-0.00050028-0.00048675i,-0.00049028-0.00099394i,0.00016688-0.00090438i,-5.3387e-05-0.00052159i,-0.0008863-0.00062572i,-0.00088127-0.00059088i,-0.00041328-0.0002124i,-5.949e-05+8.4466e-05i,2.6091e-05+0.00012233i,5.8056e-06-0.00045269i,-0.00029817-0.0007312i,0.000884-0.00038128i,0.0016471-0.00033366i,0.00091374-0.00019448i
-0.00093446-0.00093296i,-0.00084253+0.00025947i,-0.00068638-1.1488e-05i,-0.0011286-0.00021964i,-0.0016504+0.0011553i,-0.0013569+0.0017742i,-0.00065501+0.0012764i,-0.00040351+0.0006795i,-2.0948e-05-0.0002642i,0.00051593-0.00073086i,0.00029404-0.00049879i,3.9528e-05-0.00077883i,0.00049358-0.00042475i,0.00077967+0.00070915i,7.7602e-05+0.0015728i,-0.00058988+0.0015793i,-0.00039359+0.0011307i,-8.4542e-05+0.0012196i,-0.00040814+0.00103i,-0.0002514+3.7818e-05i,0.00028228-0.0010671i,0.00010721-0.00063309i,-9.177e-05-0.00057283i
0.00019289+0.00048409i,0.0013151-0.000187i,0.0027571-0.00021543i,0.0029224-0.000551i,0.0016957-0.0011336i,-0.00015282-0.0015753i,-0.0005122-0.001195i,-0.00069491-0.00095698i,-0.00063981-0.00058622i,0.0002002-0.00037837i,0.00075794-0.00050738i,0.00015561+9.9344e-05i,-0.00040564+0.00061265i,-6.1462e-06+0.00039118i,0.000448+0.00019189i,0.00057388+0.00028177i,0.00040502-0.00033006i,7.0668e-05-0.00052333i,-0.00070221-3.6778e-05i,-0.00088276-0.00026379i,-0.00022602+0.0002145i,-0.00044351+0.00053498i,-0.00080456+0.00022767i
0.00085196-2.156e-06i,-8.4437e-05-6.4059e-05i,-0.0001168-0.00019916i,-0.00046821-5.3765e-05i,-0.0011926+0.000526i,-0.0014953+0.00064733i,-0.00050751-0.00025084i,0.00073358-0.00045902i,0.00086827+8.8127e-06i,0.00087975-0.00061817i,0.00043181-0.0014976i,-0.00025401-0.00086686i,-0.00060421+0.00017382i,-0.00039984+0.00028421i,-5.3838e-05+0.00059625i,-0.00045598+0.00081375i,-0.00063531+0.0003837i,3.3943e-05-0.00010728i,0.00044137-2.6366e-05i,0.00021537+0.00086507i,0.00055654+0.00068763i,0.00091078-0.00056414i,-5.922e-05-0.00070498i
