0.0025111+0.00071462i,0.0030935+0.00017743i,0.0032211+0.00077608i,0.0021105+0.00065892i,-2.4442e-05+0.00077486i,-0.0022604+0.0022653i,-0.001019+0.0027038i,0.0012537+0.0019106i,0.0014385+0.00075678i,0.00033124-0.0002972i,-0.00065418-0.00058511i,-0.0010021-0.00069867i,-0.00068694-0.00065749i,-0.0006301-0.00071553i,-0.0002816-0.00069812i,0.00022086-0.00012861i,0.0010365-0.00024845i,0.0012616-0.0011597i,0.00058434-0.0012249i,0.00036884-0.00043316i,0.00043764-5.5756e-05i,2.69e-05-0.00054735i,-0.00067745-0.00014789i
0.0023351-0.001582i,0.003165-0.002421i,0.0028784-0.0012304i,0.0021286-0.00041698i,0.001652+0.00042928i,0.0018001+0.000581i,0.002171+0.0003822i,0.0023895-0.00078767i,0.0016403-0.00091852i,0.00048149-0.00010801i,0.00038446+0.00019029i,9.9309e-05+0.0011774i,-0.00028965+0.0014023i,-0.00079152+0.00064303i,-0.00089946+0.00024796i,-0.00030676-0.00017515i,-0.0002764-0.00031701i,-0.00033679+0.00041967i,0.00027632-4.5622e-05i,0.00080364-0.00059804i,-0.00028661-0.00058257i,-0.0010091-0.00074398i,-0.00087575-0.00013369i
-0.00019881+0.0022825i,0.00096463+0.0034383i,0.0029162+0.004429i,0.0040455+0.0032489i,0.0037419+0.0019481i,0.0025597+0.0017938i,0.0015332+0.0013611i,0.00079024+0.00021933i,-0.0004075-0.00027662i,-0.00099645+0.00021044i,-0.00011769+0.00062123i,0.00068557+0.0008497i,0.00090089+0.0012241i,0.00030405+0.00064218i,0.00016349-0.00034477i,0.00033367-0.00014842i,-0.0007684+0.00051233i,-0.00097248+7.818e-05i,-0.00021396-0.00039544i,-9.0673e-05+5.9362e-05i,-0.00078019+0.00060812i,-0.0016423+0.00044665i,-0.0011685-0.00013503i
0.00047055+0.00010831i,-0.00017662-0.00079146i,0.0009015-0.0010265i,0.0025-0.00072449i,0.0035864-6.6944e-05i,0.0034858+0.00057038i,0.0029366+0.0010748i,0.0017122+0.0012021i,0.00059777+0.0011055i,0.00053796+4.6908e-05i,-0.00029424-0.00086715i,-0.0006082-0.00079587i,-2.5614e-05+1.7998e-05i,0.00015244+0.00043333i,0.0004082+0.00028333i,0.00039001+0.00051982i,-0.0005001+0.00037401i,-0.00073798+7.7063e-05i,-0.00045218+0.00014323i,0.00019672-1.4052e-05i,0.00068281-0.00024104i,0.00039249+4.5646e-05i,-0.00016631+0.00015043i
0.0019808+0.0013565i,0.0017182+0.0019637i,0.0019494+0.0027507i,0.0025768+0.0019077i,0.0021173+0.00096594i,0.0013044+0.0011516i,0.00097594+0.001173i,0.00048271+0.00020366i,0.00016633-0.00010136i,-0.00017243-0.00032293i,-0.00069549-0.00034461i,-0.00081803+0.00017802i,-0.00035135+8.3694e-05i,7.3401e-05+0.00057052i,0.00033039+0.0006362i,0.00060436-1.9218e-05i,0.00074427-0.00041801i,-3.6593e-05-0.00021928i,-0.0010218+0.0010765i,-0.00010452+0.0015047i,0.0009738+0.00022871i,0.00064612-0.00050359i,0.00016101-0.00010603i
0.0022036+0.0010978i,0.0027883+0.0010517i,0.0040546+5.561e-05i,0.0050229-0.00063298i,0.0049044+0.00024512i,0.0032796+0.0010266i,0.0017543+0.00091783i,0.00080998+0.00084269i,0.00017385+0.00077997i,-0.00055992+5.2825e-05i,-0.00098705-0.00074035i,-0.00094961-4.2226e-05i,0.00020501+0.00048092i,0.0008157+0.0003967i,0.00056688+7.7781e-06i,-4.3601e-05-0.00033543i,-0.00065336-0.00028083i,-0.00049695-0.00048758i,-0.00014569-0.00054476i,0.00054593-0.00020621i,0.0013655+0.00041425i,0.0016268+0.00032948i,0.0011758+0.00022435i
-0.00068089+0.00070095i,4.9078e-05+0.00029652i,0.00055217+0.00044369i,0.0014795+0.00054489i,0.0025025+0.00133i,0.0021245+0.0015758i,0.0011857+0.0012224i,0.00052285+0.00084333i,-0.00035954+0.00088289i,-0.00085111+0.00099173i,0.00021041+0.00036902i,0.0012061+5.2833e-05i,0.0011614+0.00061718i,0.0011138+0.00083238i,0.0009315+0.00020897i,0.0010165+8.0498e-05i,0.00026294+8.5084e-05i,-0.00099548-0.00024922i,-0.00063408+5.3953e-05i,-7.4914e-05-0.00031012i,0.00011977-0.0003455i,0.00051616+0.00024879i,0.00060506+0.00026577i
-0.00017519-0.0013643i,-0.00022954-0.0006664i,-0.00017749+0.00098913i,0.0015173+0.0018597i,0.0020506+0.0012876i,0.0018377+0.00075099i,0.0017272+0.00057435i,0.001208+0.00054387i,0.0005874+0.0004989i,-2.5133e-05+0.00082587i,-2.6204e-06+0.0007909i,0.00087934+0.00020196i,0.0017366+0.0005729i,0.0012781+0.00073967i,0.0006156-3.5864e-05i,0.00089926+0.0003216i,0.00078329+0.00031706i,-6.7841e-05-0.00025983i,-0.00024042-2.3722e-05i,0.00074196+0.00038158i,0.00085528+0.00046152i,0.000153+0.00011933i,-0.00016416-0.00038984i
0.0011923-1.4499e-05i,0.0014283+0.00013117i,0.0020958+0.00068872i,0.0032898+0.00070919i,0.0034932+0.0010873i,0.0025686+0.0012691i,0.0012516+0.0014154i,0.00032027+0.00084805i,-0.00065019+0.00022018i,-0.00087298+0.0004632i,-0.00022837+0.00092747i,-8.9756e-05+0.0013374i,0.00038398+0.00090828i,0.00078418+0.0001802i,0.00079049-0.0004041i,0.0012042-0.00051508i,0.0013362+2.1169e-05i,0.00089246+0.00013227i,0.00023553-0.00015437i,-6.3467e-05-0.00022196i,-0.00028376-0.00051097i,-0.00054153-0.00021806i,-0.00036389+0.0003342i
-0.00070014+0.0012976i,0.00020782+0.0016583i,0.0010306+0.0012301i,0.0022603+0.00059081i,0.0026406+0.00072901i,0.0020067+0.00089637i,0.0021101+0.00099619i,0.001759+0.0010131i,7.8056e-05+0.00043053i,-0.00064547+0.00024347i,9.6592e-06+0.00059374i,0.00047084-3.7597e-05i,0.00032412-0.0009503i,0.0001836-0.00034399i,0.00048616+6.6579e-05i,0.00075389+3.6574e-05i,-6.9218e-05+0.00061896i,-0.00069701+0.0003593i,-0.00040777+6.3872e-05i,-0.0006689-0.00041314i,-0.00080581-0.0013166i,-0.00054001-0.0015037i,-3.4619e-05-0.0011923i
0.00065696-0.00081599i,-0.00010081-0.00094167i,-0.00039772-0.00015289i,0.0010963+0.0010988i,0.0025814+0.0015413i,0.0028322+0.0015158i,0.0017318+0.0010288i,0.0011618+0.00039472i,0.001056+0.00013137i,-0.00022438+0.00062361i,-0.001347+0.001418i,-0.00071772+0.0016656i,1.7727e-05+0.0014392i,-0.00031954+0.00070584i,-0.0006822+0.00063687i,-0.00054182+0.00071987i,-0.00050422+9.7128e-05i,-0.00056646-0.00045665i,-0.00017137-0.00068833i,4.4319e-05+0.0001019i,-0.00018604+0.00052084i,-0.00019602+7.0064e-05i,-0.00027184-0.00023967i
0.0022064-6.529e-05i,0.0024211+0.0012993i,0.0027087+0.0019666i,0.0024465+0.001461i,0.0019417+0.00062422i,0.0017482+0.0011355i,0.0010928+0.0015911i,0.0005314+0.0012933i,2.5535e-05+0.00044063i,-0.00086266+6.2299e-05i,-0.00074997-0.00011129i,-0.00044085+0.00054062i,-0.00016291+0.00092751i,0.00040331+0.00037332i,0.00087913+1.2944e-05i,0.00091619-0.00020479i,0.00020811-0.00021258i,0.00016507-0.00028938i,0.00074351+7.4953e-05i,0.00089065+0.00070388i,0.00088321+0.00030829i,-0.00024022-0.00031159i,-0.0010726-0.0004135i
0.00092595-0.0010837i,0.00052064-0.00070848i,0.0012084-9.9711e-06i,0.0019511+0.00025282i,0.0013103+0.00065052i,0.001126+0.00065926i,0.0015791+0.00063447i,0.0012888+0.00039699i,0.00066151-0.0002295i,9.4025e-05-0.00018577i,-0.00036645-1.9557e-06i,-0.00010021+0.00045965i,0.00045913+0.0009041i,0.00031797+5.5313e-05i,1.88e-05-0.00076278i,-0.00056671-0.00054506i,-0.0010757-0.00037448i,-0.0004837-0.00020263i,0.00036031+0.00023558i,-2.9246e-05+0.00028879i,-0.00046888+0.00050862i,-0.0001037-0.00052196i,-0.00021474-0.00082401i
0.00058449+0.00073666i,0.001669+0.00012256i,0.0026516+0.00057419i,0.0035654+0.001393i,0.0042383+0.0019717i,0.0042747+0.0025535i,0.0027273+0.0017561i,0.00078291+0.0003735i,-0.00036739-0.00034639i,-0.0008392+0.00026673i,-0.00047047+0.00033722i,-0.00010621-0.00030263i,-0.00037428-4.5985e-05i,-0.0004097-0.00023384i,-0.00010175-0.00033776i,0.0001509+9.8052e-05i,0.00039648+0.00057221i,0.00014593+2.4961e-05i,-0.00014836+0.00020049i,0.00014768+0.00080421i,0.00042006+5.5484e-06i,0.0001388-0.00051239i,0.00064067-0.00012271i
-0.00062808+0.00072458i,-0.00019728+0.0015617i,-0.00057295+0.0016707i,0.0009685+0.0019276i,0.0025512+0.0015374i,0.0021912+0.00089268i,0.0015073+0.00015416i,0.00084359-0.00010806i,-9.1635e-06+0.00043679i,-0.00051554+0.00095226i,-0.00047982+0.00095363i,-0.0004936+0.00049311i,-0.0003848+0.0012749i,-0.00029008+0.0011138i,-0.00021106+0.00034033i,0.00021697-0.00014531i,0.00026059+3.4969e-05i,0.00056172+0.00032497i,0.0012513+3.7754e-05i,0.0013396-0.00045492i,0.0010119-0.00031193i,0.00091695+0.00016598i,0.00043777+9.8116e-05i
0.00022125-6.9325e-05i,-4.7138e-05+0.00085772i,0.00077949+0.0022493i,0.0017802+0.0021466i,0.0020949+0.0012917i,0.0022151+0.0011135i,0.0011687+0.0010629i,0.000472+0.001091i,0.0003823+0.0005884i,-4.7426e-05-5.9202e-05i,-0.00048475-0.00037311i,-0.00034947+1.6038e-05i,0.00014622-0.00048923i,0.0007918-0.00046484i,0.00067326-0.00013352i,3.0574e-06-0.00012647i,0.00039099-0.00046254i,0.00080766-0.00079173i,0.00062295-0.00060926i,0.00048387+8.7671e-05i,0.00015671+0.00035976i,-0.00078923+0.00066635i,-0.0003615+0.0014386i
0.0021544-0.00062869i,0.0022413+2.2563e-05i,0.0018065+0.0003839i,0.0022212+0.0011463i,0.0023699+0.001949i,0.0023835+0.0014581i,0.0021706+0.00028865i,0.0015376-0.00073304i,0.00045434-0.0011319i,-0.00093719-0.0004288i,-0.0011963+0.00092924i,-0.00061459+0.0017486i,-5.518e-05+0.001452i,-5.4594e-05+0.00054043i,-0.00014827+0.00038557i,0.00037441+0.00060785i,0.00039823+0.00097189i,6.1596e-05+0.00077242i,-0.00034711-0.00023961i,-0.00046553-0.00031399i,-0.00039637+0.00029061i,-0.00059418+0.00076365i,-0.00060171+0.00061049i
0.00096268-0.00060839i,0.00042399-0.00020052i,0.0010329+0.00042867i,0.0020531+0.00047073i,0.003135+0.00047525i,0.0026602+0.00020653i,0.0021754-9.5816e-05i,0.002362-0.0007287i,0.001722-0.0014593i,0.001163-0.00046194i,0.00018885+0.00058773i,5.2088e-06-0.00010376i,0.00045766-1.6311e-05i,0.00050281-1.509e-05i,0.00060859-0.00023208i,0.00071213-0.00013416i,0.00099567-0.00013511i,0.00087414+8.1142e-06i,-0.00021395+0.000174i,-6.4229e-05-5.9653e-05i,0.0011453-9.1368e-05i,0.00071663+1.6669e-05i,0.00026881+0.00015462i
0.0011871-0.0024386i,0.0013984-0.0014939i,0.0010335-0.0010419i,0.001423-6.0576e-05i,0.0015853+0.00048969i,0.00083377+0.00057939i,0.00076894+0.0002946i,0.00088196+0.00033417i,0.00067576+0.00011726i,4.1581e-05+0.00061572i,-0.00056505+0.0012749i,-0.00039284+0.0010081i,0.00020887+0.0011403i,0.00030848+0.001149i,-0.00021761+0.0009119i,-0.00046837+0.00079333i,0.0002636+2.9416e-05i,0.00050041+7.5733e-05i,-0.00047096+0.00066936i,-0.00025452+0.00048868i,0.00068605-0.00037685i,0.00026817-0.00054676i,-0.00042787+2.3516e-05i
0.0012466-0.00094493i,0.0017243-0.00018556i,0.0016656+0.00082192i,0.0019272+0.00047084i,0.0024241+0.00029483i,0.0019592+0.0017239i,0.001358+0.002148i,0.001122+0.0012827i,-1.8838e-06+0.00058307i,-0.0012609-6.3488e-05i,-0.00057082-0.00040085i,0.00089791-6.991e-05i,0.0010251+0.00079977i,7.1728e-05+0.00085451i,-0.00068741+0.0004901i,-0.00020021-0.00017841i,6.9636e-05-0.00052187i,-7.8267e-05-0.00035495i,0.00082294-0.00074836i,0.00061553+0.00026302i,-0.00093964+0.00054259i,-0.0010186-0.00025775i,-0.00041508+0.00017862i
-0.00028358-0.0032224i,-0.00046287-0.0021139i,-0.00084128-0.0005066i,0.00055299+0.0006748i,0.0014959+0.0010618i,0.0019163+0.0009698i,0.0016639+0.00089214i,0.00022901+0.00063782i,-0.00047482+0.00034048i,-0.00062946+0.00063847i,-0.0012166+0.00067147i,-0.00135+0.0011787i,-0.00062813+0.0014233i,-0.00025667+0.00045357i,0.00010935-0.00055792i,0.00054322-0.00078356i,0.00068759+0.00043381i,0.00085611+0.00027438i,0.00072612-0.00097895i,0.00041713-0.00095292i,-0.0002922-0.0005762i,-0.00013787+3.83e-05i,0.00044893+0.00051991i
0.0017117-0.00044692i,0.0017609-0.0004168i,0.001748+0.00072474i,0.0018019+0.0013455i,0.002058+0.0014397i,0.0018741+0.0020724i,0.00096686+0.0014979i,-0.00031606+0.00056582i,-0.00010602+0.0001119i,-0.00014086+3.7913e-05i,-0.0010858+0.00067733i,-0.001189+0.0012343i,-1.5362e-05+0.00086425i,0.0011917+0.00054421i,0.00078331+0.00020801i,-0.0001118+0.00075509i,-0.00059445+0.0015801i,-0.00029249+0.0010914i,5.8532e-05+9.332e-05i,1.4519e-06-0.00053529i,-9.374e-05-0.000234i,-3.9118e-05-0.00075421i,-2.557e-05-0.0009121i
-0.00048772-0.0013838i,-0.00040343-0.00052823i,0.00029629-0.00080984i,0.0019591-0.00022886i,0.0021806+0.00096625i,0.0010113+0.0016326i,0.00057799+0.00092165i,0.00040943+0.00022641i,-0.001295-0.00015892i,-0.0023729+0.00046766i,-0.0016371+0.00085917i,-0.00053459+0.00086866i,-0.00076346+0.0013344i,-0.00042244+0.0013156i,1.8976e-05+0.00084968i,-0.00049397+0.0002274i,-0.00014196+0.00021195i,0.00015511+0.00038587i,-0.00059306-0.00011485i,-0.00093916-0.00036952i,-0.00082901-0.00019886i,-0.0011588-0.00076089i,-0.0013086-0.00075033i
0.0012819-0.0012527i,0.0011297-0.0013425i,-7.1692e-05-0.00010553i,0.00023169+0.00052983i,0.0013925+0.00041889i,0.0021805-3.4651e-05i,0.0019239-0.00014255i,0.00043108-0.00031343i,0.00019188-0.00030805i,-0.00036025+0.00071362i,-0.001468+0.00081632i,-0.0012456+0.00064834i,-0.0002295+0.0010423i,0.00036182+0.00061013i,-0.00029176+0.00032484i,-4.2779e-05+0.00026534i,0.0010051-0.00039548i,0.0012768-0.00045276i,0.00034376+0.00047786i,-1.5916e-05+0.00047738i,0.00042569-3.8533e-06i,0.00090076+1.7579e-05i,0.00095703-0.00069606i
-0.00028866+0.00046511i,-0.00046639+0.0012817i,-0.0016418+0.0024403i,-0.00083498+0.0039907i,-0.00037919+0.003819i,-0.0012504+0.0023324i,-0.0011124+0.0019449i,-0.00078054+0.0017879i,-0.0011237+0.0007472i,-0.00078851+0.00075887i,-0.0004935+0.0010401i,-0.00076242+0.00066224i,-0.00086452+0.00059265i,-0.00075838+0.00069599i,-0.00098121+5.3731e-06i,-0.00050407-0.00037421i,0.000433+5.9222e-07i,0.00017065+1.6183e-05i,-0.00011128-0.00011284i,0.00043625-0.00041855i,0.0014415-0.00049455i,0.0013263+8.331e-05i,0.00080227+0.00058232i
-0.001054-0.0022776i,-8.5095e-05-0.0010499i,3.4633e-05+0.0023159i,0.001965+0.0040025i,0.0024431+0.0040744i,0.0021843+0.0033708i,0.0016985+0.0020231i,0.00083683+0.00021526i,2.806e-05-0.00078607i,0.00011965-0.00063198i,0.00030982+0.00017367i,0.00023268+0.0013261i,0.00016474+0.0010261i,0.00012553+0.00027989i,0.0005673+0.00034955i,0.00073581+0.00046381i,0.00018504+0.00049232i,-0.00035085-1.7937e-07i,0.00040433-0.00025273i,0.00099727+0.00057499i,0.00061471+0.00016205i,0.0004306-0.0006963i,-6.5187e-05-0.00077133i
-0.0040453-0.0079953i,-0.003436-0.00505i,-0.0077452-0.0026245i,-0.0088948+0.0036715i,-0.0061571+0.0081553i,-0.0017279+0.0073862i,0.00019113+0.003252i,-0.00070236+0.00079559i,-0.0019985-0.00053568i,-0.0027566+0.00042353i,-0.0014697+0.0036612i,0.00064665+0.005005i,0.0014823+0.0038735i,0.0005417+0.0028723i,-0.00078779+0.0021966i,-0.00058339+0.0011435i,0.00025223+0.00075226i,0.00025441+0.00082551i,-0.00031394+0.00025525i,-0.00066296+0.00036083i,-0.0011169+0.001191i,-0.00059329+0.00052049i,0.00080451+0.00086527i
0.0033975+0.0064567i,0.0021733+0.0045775i,0.0065948+0.0044369i,0.0089119+0.00064252i,0.0079246-0.0039051i,0.0038882-0.0044729i,0.0010844-0.0010039i,0.00061926+0.00068464i,0.001622+0.0011612i,0.0025353+0.0004422i,0.0015185-0.0019816i,-0.00013992-0.0026103i,-0.0011284-0.0013461i,-0.00012082-0.00095969i,0.00072143-0.0014343i,0.00033672-0.0016308i,3.3207e-06-0.00097895i,-7.6358e-05-0.00045806i,-0.0002899-0.00027229i,-0.00079141-0.00037959i,-0.00050051-0.00086066i,-0.00025322-0.0010937i,-0.00071682-0.00079333i
0.003119+0.0056764i,0.0029672+0.0047947i,0.005349+0.0029015i,0.0047407+0.00087874i,0.0028293+0.00080327i,0.001198+0.0014386i,0.00059463+0.0020855i,0.00095136+0.0017887i,9.5101e-05+0.00080766i,-0.00059315+0.00030159i,-0.00083998-0.00051108i,-0.0014583-0.0010238i,-0.001254-0.0014889i,-0.00064371-0.0010867i,-0.00057272-0.0002447i,-0.00053472-3.1062e-05i,-0.00051124+0.00020947i,-0.00046174-0.00027787i,0.00011666-0.00081681i,0.00046461-0.00019986i,-0.00011781+0.00017554i,-0.00056972+6.781e-05i,-0.00068897+0.00024618i
0.0037093+0.0014917i,0.0034396+0.0020206i,0.0053428+0.002372i,0.006377+0.001048i,0.0055039-0.00017207i,0.0038911-7.1414e-05i,0.0029621+0.0010302i,0.0021475+0.0012732i,0.001717+0.00061349i,0.0012984-1.1124e-05i,0.00039454-0.00081271i,-0.00053593-0.00047113i,-0.00087312+0.00079868i,-0.00096687+0.00063451i,-0.00044634+6.4935e-05i,6.3833e-05+0.00033403i,0.00028544+0.00032376i,0.00029161-0.00052632i,-8.3351e-05-0.00080998i,-0.00021072-0.00057276i,-0.00020387+0.00024375i,-0.00077366+0.0003382i,-0.00067438-9.7386e-05i
-1.5926e-05+0.00074761i,5.9398e-05+0.0012025i,0.0014657+0.001436i,0.0029381+0.001361i,0.0041507+0.001379i,0.0035541+0.00053668i,0.0020088-8.7175e-06i,0.00061032-0.00027335i,-0.00014021-0.0010748i,-0.00030554-0.00072276i,-0.00026254+0.00046777i,-0.00011501+0.00081669i,0.00014351+0.00069623i,0.00066189+0.00045002i,0.00095868-0.00020742i,0.000219-0.00029658i,0.00014599+0.00070589i,0.00078781+0.001602i,0.00088484+0.0015515i,0.00099637+0.00079787i,0.0010089-0.00031553i,0.00095436-0.0010229i,-7.445e-05-0.00088847i
0.00034303+0.0015722i,0.0012411+0.0026492i,0.0032862+0.0021236i,0.0042527+7.3042e-05i,0.0036327-0.00070077i,0.0025702+0.00086651i,0.0013797+0.0014668i,0.00025061+0.00071291i,-0.00016161+0.00013875i,0.00027599-0.0001011i,0.00063548-6.5227e-05i,6.1323e-05-0.00014785i,-0.00020571-0.00041387i,0.00035598-0.00057528i,0.00074723-0.00050518i,0.00056564-5.1628e-05i,1.6451e-05+0.00091867i,-0.00012188+0.001016i,0.00024929+0.0001807i,0.00035312-0.00023115i,4.805e-05-0.00061665i,-0.00021271-0.00099012i,-0.00052697-0.0010479i
0.001967+6.3638e-05i,0.0018293-0.00039326i,0.0030794-0.00050751i,0.0030832+0.00049639i,0.002465+0.001416i,0.002893+0.0018568i,0.002946+0.0013011i,0.0022436+0.00077244i,0.0010432+0.00042593i,0.00032184-0.00060114i,-0.00041568-0.00059016i,-0.00078155+7.2903e-05i,-0.00058305-5.5874e-05i,-0.00040576-0.00039765i,-0.0004162+0.00034006i,-3.1231e-05+0.0004431i,4.6971e-05+0.0006022i,-0.00022235+0.0010257i,0.00068164+0.0010456i,0.00073443+0.00067254i,0.0007149+0.00031094i,0.00055346+0.00023478i,6.1298e-05-0.00029795i
0.00089757+0.0010993i,0.00083088+0.00065634i,0.0011999+0.0011142i,0.002622+0.0010852i,0.0039606+0.00028797i,0.0030857+5.5029e-05i,0.0015219+0.00015196i,0.00090872-0.00018809i,0.00032027+2.3283e-05i,-0.00019386+0.00021652i,-0.00040604+4.6148e-05i,-0.00093421+0.0003095i,-0.00038082+0.00046066i,0.00075092-0.00026842i,0.0013548-0.00074176i,0.00080847-0.00049065i,-0.00011685-0.00025565i,-0.00021634-0.00023189i,0.00021429-2.1481e-05i,0.00044405-0.00018814i,0.001339+0.00025688i,0.0010409+0.00036842i,-0.00059103+5.822e-05i
0.00019861+0.0015264i,0.00045317+0.0018008i,0.0008601+0.0025781i,0.0010927+0.0019025i,0.0019455+0.0014889i,0.0021875+0.0014451i,0.0013493+0.00097107i,0.0008968+0.00047072i,0.0015212-1.459e-05i,0.0012687-0.0011827i,0.00012469-0.00076608i,-6.6127e-06+0.00076831i,-0.00013824+0.00031453i,-0.00024904-0.00037864i,0.00096671+0.00016021i,0.00090505+0.00092596i,-0.00033308+0.00073289i,-0.00033927-0.00021346i,7.1787e-05-0.00075351i,0.00015376-0.00058453i,2.7813e-05-0.00047179i,9.3845e-05-0.00077091i,0.00049596-0.00037767i
0.001083-0.00010619i,0.002452+0.00046632i,0.004027+0.0011849i,0.0041661+0.00043718i,0.0035609+0.00027584i,0.0023111+0.0011195i,0.0015256+0.0012384i,0.0008046+0.00091085i,0.00079736+0.00051536i,0.00069749+3.4645e-05i,-0.00027846+9.6407e-06i,-0.00094037+0.00032887i,-0.00041575+0.00024568i,0.00017071-0.00023505i,0.00049901-2.9556e-05i,0.00095619-0.00011888i,0.00068363+0.00040828i,0.00025431+0.00091625i,0.00048598+0.00033963i,0.00077684+0.0005092i,9.7955e-05+0.00036637i,4.5196e-05-9.3967e-05i,0.00015383-0.00018034i
0.0012185+0.00273i,0.0011426+0.0020361i,0.0018812+0.0017508i,0.0032047+0.00068699i,0.0032093+0.00032958i,0.0020091+0.00077753i,0.0018276+0.00094824i,0.0019032+0.00075931i,0.00068163+0.00013733i,-0.00035615+0.00024883i,-0.00024144+0.00070736i,-0.00044956+0.000802i,-0.00049927+0.00054948i,0.00020588+0.00045265i,0.00013526+0.00017877i,-0.00016459-0.0001044i,0.00035745-0.00042544i,0.00090906-0.00021627i,0.00062706+0.00097228i,0.00012479+0.0012002i,0.00011068+0.00084423i,0.0001121+9.0974e-05i,4.9857e-05-0.00033657i
0.00031644-0.001465i,-0.00015776-0.00020602i,0.0010238+0.00081325i,0.0023845+0.0017165i,0.0022192+0.0020966i,0.001075+0.0016506i,0.00097489+0.0011308i,0.00080757+0.0010739i,-7.8489e-05+0.0011217i,-0.00086285+0.0015506i,-0.00094359+0.0018521i,1.916e-05+0.0021505i,0.00020843+0.001804i,0.0006229+0.00091746i,0.00080275+0.00032577i,0.00048517-0.00025509i,0.00037564-0.00021277i,0.00043241-5.3535e-05i,0.0007354+0.00029723i,0.00057836+0.00099769i,0.0002536+0.00028013i,-0.00069077-0.0008866i,-0.00098295-0.00067439i
0.0018535+0.0012221i,0.0025734+0.0005925i,0.0032048+0.00028475i,0.0024618+6.6683e-07i,0.0011083+0.0001882i,0.0010969+0.00098469i,0.0012163+0.00079591i,0.0017238+0.00043974i,0.0017476+6.5365e-05i,0.0010785-0.00076022i,-6.3304e-06-0.00047414i,-0.00069427+0.00073077i,-0.00041794+0.0012064i,-0.00037138+0.00048258i,-0.00081441+0.00023497i,-0.00086638+0.00054185i,-0.00067549+2.8124e-05i,-0.00014899-0.00050326i,9.8477e-05-0.00016125i,6.6445e-05+0.00053518i,0.00028401+0.00017053i,0.00034768+2.6403e-05i,0.00025309+0.0007494i
0.0010988-6.3389e-05i,3.4204e-05+0.00036473i,0.00057126+0.0010213i,0.0021168+0.0012433i,0.0024799+0.00046044i,0.0014286-0.00049956i,0.00068887-0.00032052i,0.00043102-4.1184e-05i,0.00011089-0.00042565i,-0.000101-7.721e-05i,0.000274+0.00042784i,0.00023896+0.00098901i,0.00032843+0.00092215i,0.00069767+0.00016578i,0.00019161-0.00026535i,-0.00069945+0.00015377i,-0.00079569+0.00050273i,-0.00077304+1.9859e-06i,-0.00039784-0.00044927i,0.00021504-0.00073206i,-0.00015435-0.00078474i,-0.00032816-0.00012739i,-0.00017836+0.00010711i
0.0034922+0.0027196i,0.0035445+0.0021298i,0.0037958+0.0006887i,0.0029921-2.5041e-05i,0.0026694-0.00065571i,0.001977-1.2459e-05i,0.0012573+0.00084971i,0.0003369+0.00081681i,0.00034292+0.00035769i,0.0001221+0.00012865i,-0.00057527+0.00080399i,-0.00092142+0.0012169i,-0.0011749+0.00030021i,-0.00070926-0.00072645i,0.0005466-0.00076827i,0.00048952-0.00022613i,-0.00029129-0.00040736i,0.00044835-0.00041376i,0.0012403+0.00015839i,0.00067881+0.00078749i,0.00032163+0.00041792i,0.00071314-0.00028787i,0.00060288-0.00073087i
0.00069172-0.00045702i,-0.00044454-2.2242e-05i,7.9068e-05+0.0012737i,0.0019118+0.0013956i,0.0023731+0.00059486i,0.0019421-0.00012273i,0.001609-0.0003621i,0.0010484-0.00083937i,0.00023539-0.00081341i,-7.9095e-05-8.6643e-05i,0.00034847+0.0003493i,0.0002398+0.00045501i,0.00061444+0.00065719i,0.0018707+0.00085694i,0.0012867+0.00098594i,9.0838e-05+0.00087621i,-0.00021618+0.00081828i,0.00023373+0.00041119i,0.00025541-0.00043861i,0.00055346-0.00034499i,0.0012065+0.00052219i,0.0002893+0.00091967i,-0.00042295+0.00091184i
-3.0236e-05-0.00015169i,0.00015305+0.0001653i,0.00085899+0.00066706i,0.0018126+0.00091818i,0.0023428+0.001705i,0.0020777+0.0015338i,0.0016164+0.0014896i,0.0006261+0.0013516i,0.00016016+0.00073808i,0.00062964+0.00059153i,0.0017195-8.0286e-05i,0.0014192+0.00012699i,0.00095434+0.0005863i,0.00028297+0.00011195i,-0.00056091-9.3947e-05i,-0.00042291-0.00028521i,-0.00021992-0.00013132i,-0.00033368+0.0005408i,-0.0005486+0.00018846i,-0.00027634-0.00029329i,-0.00033677+0.00023098i,-0.00046147+0.00014483i,0.00013097-6.4049e-05i
0.00096933-0.0015069i,-6.9974e-05+0.00086209i,-0.00023085+0.0030026i,0.0010228+0.0034462i,0.0021406+0.0032073i,0.0020269+0.0020201i,0.0012179+0.0011908i,0.00066942+0.0006229i,-9.6507e-05+0.00040213i,-0.00064327+0.00072805i,-9.2017e-05+0.00057226i,0.00033038+0.00058704i,0.00020049+0.00031061i,0.00024433-0.00075951i,-2.6967e-05-0.0011149i,-0.0005891-0.00060199i,8.5721e-06-0.00023542i,0.00095988-0.00033149i,0.001025+8.8669e-05i,0.00092156-2.0448e-05i,0.00056494-0.00042388i,-0.00039264-0.00037957i,-0.00050961-0.00098441i
