-0.0042739+0.0011015i,-0.0036556+0.0015259i,-0.0027752+0.0024364i,-0.0021256+0.0017685i,-0.0020702+0.00095839i,-0.00055764+0.00048832i,0.00092559+0.00018103i,0.0013443+0.00048928i,0.00072938+0.00061552i,0.00063829+0.00024648i,0.00046912-0.00015216i,0.00016543-0.00047924i,-2.0836e-05-0.00086227i,-0.00027818-0.0010149i,0.00021176-0.00072526i,0.00016003-0.00057934i,-0.00042207-1.1436e-05i,-0.001154-0.0003028i,-0.0016802-0.00098966i,-0.0013898-0.001161i,-0.00070798-0.00052829i,0.00042291-0.00013336i,0.0015562+8.3734e-05i
-0.0017822+0.00042423i,-0.00024944+0.00085444i,0.0005879+0.0024764i,0.0013295+0.0025651i,0.0027807+0.0012599i,0.0026267-8.3557e-05i,0.001247-0.00022044i,0.00064305+0.00023027i,-0.00051005+0.0006337i,-0.0005588+0.00018438i,0.00046304+3.3696e-06i,0.00022182-4.5014e-05i,-0.00025957-0.00076043i,-0.00079847-0.00048414i,-0.00027282-0.0010479i,0.00082656-0.00081335i,0.00033034+2.8709e-05i,-0.00067805-0.0007173i,-0.00040453-0.0010098i,-0.00039396-0.00039131i,2.2235e-06+0.00065282i,0.00055574+0.0011198i,0.00093389+0.00019111i
-0.00034997+0.0015416i,-0.0012001+0.0017733i,-0.0016336+0.0006139i,-0.0020902-0.00090575i,-0.0014416-0.0021922i,0.00035016-0.001998i,0.0010649-0.00084415i,0.00070397-0.00080887i,0.00069252-0.00063283i,0.00010116-0.00017711i,-0.0007558-0.00053496i,-0.00020093-0.00036872i,-0.00028116-0.0007623i,0.0001287-0.00075819i,0.00094958-7.9921e-05i,0.00053269-0.00087634i,-0.00023208-0.0015155i,-0.00040217-0.00084464i,-0.0003631+6.4328e-05i,-0.00040507+9.8143e-05i,-0.00040072-3.0842e-07i,-0.00027429+0.00012547i,5.8172e-05-0.00022698i
0.00020101-8.6394e-05i,-0.00061759-0.00086732i,-0.00088346-0.00096055i,-0.00056667-0.0005308i,0.00055235-0.0011806i,0.0014366-0.0020944i,0.0018178-0.0019003i,0.00086218-0.00093466i,-0.00035337-0.00019608i,-0.0005395-3.7318e-05i,-0.00035933-0.00055682i,0.00029584-0.00080047i,7.0961e-05-0.0008167i,-0.00049601-0.00069445i,-0.00016131-0.00029901i,-6.8847e-05-0.00053439i,-0.00033657+0.00012547i,-0.00013563+0.00055752i,0.00067861+0.00054555i,0.0014415+0.0010372i,0.00070031+0.0007023i,-0.00045381-2.8164e-05i,-0.00048139-0.00015136i
-0.0025121-0.00033228i,-0.0019112+0.00058552i,-0.0026847+0.00092222i,-0.002578+0.0014063i,-0.0013663+0.0012905i,0.00080972+0.00081103i,0.0012224-0.00038484i,-3.5861e-05-0.0010765i,-0.00047952-0.00070334i,-0.00023324+0.00065608i,-0.00083414+0.001687i,-0.0010029+0.0016846i,-5.426e-05+0.00081753i,0.00017433+0.00024359i,0.00048863-0.00010255i,0.00058201-4.9797e-05i,-0.0002524+0.00070495i,-0.00031922+0.00092155i,0.00031339+0.0004613i,0.00034872+0.00036745i,-0.00046495+0.00078436i,-0.00029772+0.00092759i,0.00016028+9.43e-05i
-0.0005537-0.0006316i,-0.00070679-0.0013358i,-0.0006495-0.0020694i,-0.00019586-0.00098029i,0.000538+0.00069372i,0.0018293+0.0014027i,0.0019755+0.00033807i,0.00060303-0.0006124i,-0.0003759-0.00052478i,1.3359e-05-0.00023703i,0.00078395+0.0006523i,0.0012009+0.0011315i,0.00026125+0.00034338i,-0.0011277-0.00035154i,-0.00084779-0.00059635i,0.00043167-0.00026617i,-0.00012692-0.00036539i,-0.0007745-0.00084415i,-0.00051287-0.00051908i,-0.00045532-0.00029525i,-0.00069083-0.00045376i,-0.0005003-0.00047421i,-0.00053777+0.00012528i
0.00025591+0.00039357i,-0.00069615+0.00028679i,-0.0020775+0.00065792i,-0.0023024-1.2417e-05i,-0.00072952-0.00021236i,0.0014188-0.0006446i,0.0018673-0.0010116i,0.0013083-0.00043818i,0.00062008+0.00079984i,-0.00028037+0.001023i,-0.001041+0.00027369i,-0.00057553+0.00039834i,0.000133+0.00054117i,-0.00028046+0.00010256i,-0.00045575+0.00038449i,-0.00012955+0.00064245i,0.00013834+0.00035833i,-0.00044374+0.00028458i,-0.00079505+0.00057349i,-6.8239e-05+0.00086725i,0.00051628+0.0011968i,0.00070086+0.0010726i,0.00045369+0.00081192i
0.00047014-0.00065948i,0.00080081-0.00071274i,0.00046854-0.00041961i,-0.00043337-0.0010569i,-9.7032e-05-0.0013329i,0.0016323-0.00057186i,0.0021126-0.00075001i,0.0010343-0.00059235i,-0.00011206-0.00016107i,-0.00080014-0.00062976i,-0.0012144-0.0004872i,-0.00092653+0.0002768i,-0.00013581+0.00072841i,-0.00033059+0.00052864i,-0.00052441+0.000161i,3.4188e-06+0.00030447i,9.4904e-05+0.00097896i,-0.00025551+0.00078207i,-6.703e-05+0.00037313i,0.00043667+0.00088817i,0.00091485+0.00077393i,0.00069735+0.00048949i,-0.00039406+0.00046704i
-0.00077307-0.0025307i,-0.0020539-0.0013737i,-0.003581-0.00038188i,-0.0039838+0.00025603i,-0.0026476+0.001023i,-0.00039172+0.0017312i,0.0013988+0.0011978i,0.0011171+0.00024235i,-0.00029095+0.00038166i,-0.00057204+0.00074969i,-0.00033456+0.00092105i,-0.00034879+0.0011281i,-0.00044121+0.00096437i,-9.5327e-05+0.00022077i,0.0003458+0.00055735i,0.00056912+0.00034916i,0.00030664-0.00040603i,0.00017632-0.00069988i,0.00044938-0.00080411i,6.5616e-05-0.00048643i,-0.00098579-0.0002828i,-0.00095272-0.00057639i,-0.00045509-0.00061317i
0.0008439-0.00046473i,-0.00020867-0.00067777i,-0.00037024-0.00030805i,9.2973e-05-0.00037068i,0.00063848-0.00068191i,0.00099602-0.00029567i,0.00046295-0.00019428i,5.3325e-05+0.00029858i,-4.3669e-05+0.00011652i,0.00057291-9.8129e-05i,0.00065589+6.3092e-05i,3.9646e-05-0.0006061i,-0.00080202-0.0011025i,-0.0012383-0.00044963i,-0.0010394-9.5924e-06i,-0.00051476-5.5346e-05i,-0.00034427+0.00048156i,4.1906e-06+0.00045648i,0.00033466-0.00019648i,-0.00016837-0.00053772i,-0.0003411-0.00022518i,-3.4313e-05-0.00030613i,0.00022673-0.00078119i
-5.6552e-05+0.00021552i,0.00038357-0.00069565i,-0.00080096-0.00026758i,-0.0022676-0.00013922i,-0.0020373+0.00020033i,-0.00032478+0.00040656i,0.00057406-0.00048685i,0.00021348-0.00097338i,-0.00062538-0.0007719i,-0.0012434-2.1324e-06i,-0.0010858+0.00036912i,-1.3422e-05+0.00041012i,0.00039106-6.531e-05i,0.00035622-0.00016157i,-0.00027602+0.0008791i,-0.00039749+0.00077053i,-0.00034856-0.00019638i,-0.00058345-0.00048722i,-0.00031946-0.00022091i,-0.0005323+0.00023786i,-0.00028809+0.00028364i,0.00029344-0.00020404i,0.00020298-0.00014759i
-0.0014508+0.0011145i,-0.001423+0.0010179i,-0.0016243+0.00044074i,-0.0010047+7.339e-05i,2.5335e-05-0.00031202i,0.00045353-0.00094752i,0.0010636-0.00041177i,0.0010859-0.0002185i,0.00094531-0.00079761i,0.00064685-0.0010058i,0.00059759-0.00081267i,0.00051975-0.00049083i,3.2403e-05-0.00032833i,-0.00038087-0.00050793i,-0.00051955-0.00053613i,-0.00052807-0.0006646i,-0.00045124-0.00025494i,-0.00046642+0.00025598i,-0.0009815+0.00031766i,-0.00085418+0.0012354i,-0.00041815+0.0017753i,0.00024834+2.4612e-05i,0.0014015-0.00098879i
-0.00079334-0.00030664i,-0.00061785-0.00032888i,-0.00095419+0.00011691i,-0.0011582+0.001164i,0.00026635+0.0012248i,0.0017369+3.5645e-05i,0.0012632-0.0010213i,-0.00041082-0.001179i,-0.0014444-0.00058932i,-0.0013542-3.4309e-05i,-0.0011637-5.1617e-06i,-0.00081367+0.00035632i,0.00031349+0.00069963i,0.00099143+0.0009177i,0.00043215+0.00069365i,-0.00013729+6.6756e-05i,0.00028593-0.00014712i,0.00026404-3.0132e-05i,0.00037752-0.00016246i,0.00057731-0.00059628i,0.00034404-0.00096083i,0.00062622-0.00098237i,0.0011463+0.00014535i
-0.00027092+8.9614e-05i,-0.0014566+0.00030447i,-0.0018288+0.00054731i,-0.0013462+4.355e-05i,0.00034343-0.0002117i,0.0015442-0.00039853i,0.0016805-0.00076891i,0.00073565-0.00082318i,-0.00047326-0.00089903i,-0.00067635-0.0006262i,-0.00039749-0.00013325i,0.00029753-1.8661e-05i,0.00056897-0.00018846i,0.00030884-0.00065775i,0.00015694-0.00044262i,-4.9208e-06+0.00029544i,0.00024994+0.00088488i,0.0002377+0.0015126i,-0.00010005+0.0012719i,0.00043441+5.4318e-05i,0.00073216-0.00043718i,0.00023349-0.00072732i,0.00018641-0.00072976i
-0.0014841-0.0012956i,-0.0016409-0.00091516i,-0.0025969+0.0001941i,-0.0027519+0.00096548i,-0.0013831+0.00042756i,0.0014302-3.0725e-05i,0.0023612-0.00039974i,0.0013354-0.00058595i,0.00045775-8.9713e-06i,-0.00067118+0.0001722i,-0.0014693+0.00013091i,-0.0010097-7.9805e-05i,0.00040489+0.00019731i,0.0011541+0.00026699i,0.00044508-0.00017234i,-0.00023944-8.9906e-05i,5.3792e-05-0.00025314i,0.00014664-0.00090325i,0.00011417-0.0015825i,0.00040208-0.0008718i,0.00076156+0.00011814i,0.0005826-4.185e-05i,-3.1357e-05-0.0001654i
0.00047997+0.0018295i,0.00027508+0.0021801i,-0.00064912+0.0013044i,-0.00049286+0.00018128i,0.00053384-0.00029253i,0.00060177-3.4413e-05i,0.00038867-0.00011578i,0.00064875+5.9906e-05i,0.00044193+0.00059016i,-0.00012345+0.00054573i,-0.00040704-0.00029836i,0.00021069-0.00026373i,0.00041048+0.00025361i,-5.8145e-05+0.00013128i,-0.00025497+6.2805e-05i,0.00016112+0.00032348i,0.00040472+0.00084436i,-0.00041944+0.0010245i,-0.00099885+0.00074666i,-0.00098334+0.00058951i,-0.00030827+0.00052632i,0.00088255-0.00011823i,0.0010867-0.00052837i
1.6149e-05-0.0012686i,-0.0015565-0.0011397i,-0.0022448-0.0015067i,-0.0017595-0.0015436i,-0.00062872-0.00086905i,0.0004648-2.9532e-05i,0.00038122-0.00060702i,0.0002127-0.0013534i,0.00027339-0.0012051i,0.00042867-0.00069991i,0.0013295+0.00017244i,0.0014245+0.00068015i,4.0332e-05+0.00069615i,-0.0007905-9.5241e-06i,-0.00060122-0.00043717i,-0.00060224-0.00029415i,-0.00063954+0.00021896i,-0.0002868+0.00039541i,7.4521e-05-0.00017645i,0.00059779-0.00043319i,0.00032937-0.00017677i,-0.00020173-0.00031749i,0.00036719-0.00058257i
-7.3659e-05+7.6664e-05i,-0.0013897-7.9252e-11i,-0.0022497-9.0123e-05i,-0.0023097+0.0007409i,-0.00084687+0.001738i,0.00079326+0.0019965i,0.0013858+0.00066412i,0.00079857-0.00045182i,-0.00022164-5.0203e-05i,-0.00077702-5.9714e-05i,-0.00054156-7.0425e-05i,3.13e-05+0.00053796i,0.00010895+0.0006195i,0.00030529-8.9767e-05i,0.00027747-6.1101e-05i,0.00016249+0.00010138i,0.00069919+0.00038468i,0.0002892+0.00059347i,-5.3713e-05-0.00023445i,-0.00030917-0.00028402i,-0.00064895-4.3784e-05i,0.00019629-6.2018e-05i,0.00054756-0.00016444i
-5.7718e-05+0.00042417i,-0.00039295-0.00017644i,-0.00095015-0.0012805i,-0.0012381-0.00060457i,-0.00073192+7.2853e-05i,0.0001831-0.00074402i,0.0004737-0.00079421i,0.00052155-0.00045638i,0.0011219+6.4537e-05i,0.00045768+0.00038409i,0.00013418+0.00014348i,0.00044446+0.00011212i,-0.00020894-0.000369i,-0.00083895-0.00074261i,-0.000368-0.00042216i,0.00035292-0.00074663i,0.00067613-0.00084802i,0.0011528+1.2517e-05i,0.0011808+0.00024506i,-7.2638e-05+7.1403e-06i,-0.00083747-0.00025878i,-0.00054044-0.00029034i,0.0003289+0.0002649i
0.0020419-0.00056355i,-0.00063782-0.00079786i,-0.002542-0.0015279i,-0.0023916-0.0012358i,-0.0011645-0.00013289i,0.00030344+0.0010914i,0.0014347+0.0012082i,0.00035073+0.00029162i,-0.0005151+0.00015098i,-0.00025947+0.00044575i,-0.00064457+0.00064491i,-0.00057631+0.0006815i,-0.00059336+0.00063401i,-0.001204+0.00010396i,-0.0011467-0.00065411i,-0.00083766+9.61e-06i,-0.00071975+0.00082295i,-0.0009761+0.00076289i,-0.0014316+0.00049961i,-0.0013066+0.00063554i,-0.00084895+0.00088851i,-0.00061736+0.00034363i,-0.00069762-0.00042009i
0.0002258-0.00053029i,-0.0013392-0.0001547i,-0.0016339+7.5418e-05i,-0.002521-1.899e-05i,-0.0016237-0.00067585i,0.0005085-0.00044613i,0.00072006-0.00059558i,-6.491e-05-0.0010998i,0.00025671-0.00099094i,0.00026191-0.0001985i,-0.00023872+0.00036715i,-0.00050651+0.00021096i,-0.00039066+0.00012879i,-0.00022749+0.00050961i,-0.00021879+0.00037129i,-0.00017952+9.0929e-05i,-8.2753e-05+0.00028669i,-0.00012531+0.00037018i,-0.00051401+0.00016999i,-0.00069469-0.00012674i,-0.00064181-0.00030518i,-0.00047066-0.00040395i,-3.4145e-05-0.0002398i
0.0005655-0.00025662i,0.00037736-0.0011823i,-0.00042243-0.001046i,-0.00056689-0.00070199i,-0.00038137-0.00035978i,0.00079842+0.00069931i,0.0014595+0.00044558i,0.0008852-0.00027514i,0.00045076-6.4697e-05i,-0.00011872+0.00040837i,-0.00011582+0.00023371i,0.0004312-0.00037234i,0.00061507-0.00034468i,0.00019273-0.00020646i,-1.8555e-05+0.00046375i,-0.00043913+0.00039122i,-0.00030912-0.00012125i,-0.0003422+0.00038148i,-0.00026636+0.00073437i,0.00014247+0.00018764i,0.00047498-0.00026262i,6.3085e-05-0.00062735i,-0.00056951-0.00030582i
0.0010676-0.00063798i,0.00050859-0.00074653i,-0.0011377-0.0012165i,-0.0021096-0.001543i,-0.0016308-0.00051074i,-0.00059122+0.00012327i,0.00040674+5.1184e-05i,0.00070297+8.6555e-05i,0.00030409+0.00052834i,-0.00011749+0.00057075i,-0.00062602-0.00043059i,-0.00089932-0.00018179i,-0.00090434+0.00084295i,-0.0019723+0.0013834i,-0.0019687+0.001224i,-0.00077959+0.00026236i,7.5773e-05-0.00047688i,0.00011271-0.000315i,0.00068738+0.00038034i,0.00067329+0.000125i,-0.00063924-0.00084436i,-0.0007092-0.00093469i,-2.9608e-05-0.00013402i
-0.00037036+0.00045945i,-0.00032596+0.0015202i,-0.00012666+0.00080289i,6.1088e-06+0.00089719i,0.0001264+0.0013654i,0.00067704+0.00097214i,0.00060699+0.00037841i,0.00016303-0.00028423i,-0.00039595+0.00012695i,-0.00023409+0.0009933i,0.0005109+0.0012804i,0.00048306+0.0010051i,-0.00059618+0.00024686i,-0.0010362-0.00041201i,-0.00050477-0.00048529i,-0.00016883-0.00080221i,4.9975e-05-0.0010152i,-0.00010804-0.00020611i,-0.00059421+0.00076419i,-0.00087084+0.0011058i,-0.00062516+0.00031955i,-0.00043073-0.00045213i,0.00015919-0.0013224i
-0.00029775-0.0014213i,-0.00045005-0.0015681i,-0.0010986-0.00091561i,-0.00046421+0.00025053i,0.00049028+0.00083401i,0.0014726+0.00037317i,0.0021851-3.6123e-05i,0.0018386-6.7191e-05i,0.00073557-0.00038867i,-9.7686e-05-0.00025391i,-0.00013643+3.0773e-05i,0.0006816-6.2341e-05i,0.0013052-0.00069495i,0.0007117-0.00030777i,0.00044333+0.00016222i,0.00029232-8.8635e-05i,-0.00051247-0.0002339i,-0.00068431-0.00049686i,-0.00011633-0.00013575i,-0.00015209+0.0002589i,-9.1453e-05+0.00017977i,0.00011409-3.6803e-05i,0.00042319+0.00064465i
-0.00057966+0.0006872i,-0.0011952+0.0013289i,-0.0011165+0.00060746i,-0.00098899-0.000679i,-0.00094411-0.00042514i,0.00018705-0.00016521i,2.9467e-05-0.00055322i,-0.00088297-0.00024798i,-0.0005382-0.00035017i,-0.00011708-0.00065813i,-0.00042004-0.00059237i,-0.00024452-0.00029787i,-6.8099e-05+3.4716e-05i,-0.00019482-0.00012085i,-0.00023233+9.6552e-07i,1.4372e-05+0.00047721i,-0.00022636+0.00015193i,-5.2174e-05-0.00037234i,0.00058938+0.00012725i,0.00069952+0.00039965i,0.00064072-8.0913e-05i,0.00069831-0.0006329i,0.00053487-0.00079024i
0.00099697-0.0010213i,0.00049317-0.0015747i,-0.0013058-0.0015804i,-0.0012447-0.00043507i,5.649e-05+0.00045515i,0.0010629+0.00023202i,0.0014665-0.00015111i,0.00091064-0.0007115i,0.00077537-0.0014394i,0.00038459-0.0013332i,-2.6938e-05-0.00019493i,-0.00036407+0.00027012i,-0.00090933-4.478e-05i,-0.0010204+0.0001336i,-0.00035627+0.00069255i,0.00037086+0.00019036i,0.00032109-0.00097822i,9.3213e-05-0.0016811i,-1.3873e-05-0.0010991i,2.9735e-05-0.00010473i,-0.00027302+0.00083639i,-0.00054473+0.00068439i,0.00040347+0.00039012i
0.00017043+0.001286i,-6.6967e-05-0.00022846i,0.00039189-0.0015234i,-0.00036539-0.0017968i,-0.00088964-0.0019482i,-0.00023354-0.0013002i,-0.00021346-0.00069069i,-0.00048019-7.8346e-05i,-5.9062e-05+0.00031652i,-0.00025755+8.6538e-05i,-0.00046114+0.0002306i,-0.00052908+0.0001676i,-0.0011967-0.0001507i,-0.0014213-0.00036043i,-0.00075554-0.00049149i,0.00066838+0.00010106i,0.0010183+0.0010699i,0.00034505+0.0018853i,-0.00069537+0.0015492i,-0.0010504+0.0006627i,-0.00032313+0.0010381i,-0.00014308+0.0010235i,-0.00024508+0.00015897i
-0.00027682+0.00078706i,0.00019767+0.0006388i,0.00050074+0.00054094i,0.00070939+0.00053601i,0.00077167+0.00078625i,0.0010448+0.00036566i,0.0002104-1.1378e-05i,4.1373e-06+0.00011255i,0.00044817+0.00030653i,-0.00090598+0.00060226i,-0.0014921+6.3853e-05i,-0.00070157+3.4173e-05i,0.00013879+0.00032136i,0.0010791-1.5159e-05i,0.0003012-0.00044627i,-0.00042396-4.3031e-05i,0.00032443+0.00076236i,0.00088505+0.00087165i,0.00094325+0.00021659i,0.00015367+0.00045938i,-0.00059372+0.0010697i,-0.00050093+0.0009277i,0.00034591+0.0001031i
-0.00031216+0.0011269i,0.00068915+0.00091516i,0.001883-0.00067092i,0.00081193-0.0019289i,-0.0011358-0.0020297i,-0.0015809-0.0012448i,-0.00044954-0.00042177i,0.00034293-0.0003285i,0.00029557-0.00035253i,-6.5469e-05-0.00072837i,-8.0214e-05-0.00024365i,1.5829e-05+0.00044285i,-0.00083943+0.00045628i,-0.0014855+0.00027089i,-0.0011789+0.00043805i,-0.000421+0.00043885i,-4.173e-05-0.00044684i,0.00010023-0.00038656i,0.00021323+0.00012705i,4.1338e-05+0.00015435i,0.00024009-0.0004189i,0.0007515-0.00090899i,0.00012013-0.00028354i
-0.00037891-0.0017743i,-0.0013932-0.0017537i,-0.002797-0.0011182i,-0.0018921+0.00061854i,-0.00023911+0.0015847i,0.0008305+0.00034929i,0.0011882-0.00082563i,0.00023772-0.00096538i,-0.00056684-0.00039143i,-0.00032097-0.00070923i,0.00022499-0.0004126i,0.00030892+0.00037604i,0.0002461+8.2759e-05i,0.00052837-6.9904e-05i,0.00079307-0.0001487i,0.00012339+0.00019462i,-0.00075793-0.00019272i,-0.00036708-0.00017401i,-1.8212e-05+3.3398e-05i,-0.00019122-0.00037655i,-5.7935e-05-0.00036258i,-0.00038845-0.00016058i,-0.00048607-0.00022826i
-0.0015599+0.001724i,-0.0013382+0.0017616i,-0.0013478+0.001598i,-0.0012826+0.00077341i,-0.00017972+0.00064194i,0.0016797+0.00095399i,0.0019737-0.00024426i,0.00086566-0.00092258i,0.00020579-0.00024481i,6.4891e-05+0.00026146i,-0.00013369-0.00050599i,-0.00048391-0.00086632i,-0.00025959-0.00088642i,-0.00012267-0.00076197i,0.00020359-0.00041457i,-7.6168e-05-0.00060176i,-0.00065432-0.00050614i,-0.00096328-4.0527e-05i,-0.0014288+3.1566e-05i,-0.0019895-7.1217e-05i,-0.00078493+0.00013247i,0.00017696+0.0006974i,0.00074757+0.00022692i
-0.00085698-0.00087617i,-0.0014892-0.00094262i,-0.0010704-0.00033087i,-0.00046237+0.00040259i,-0.00059627+0.00020752i,-0.00028937-0.00042862i,0.0002879-0.00056611i,0.00047709-0.00044559i,0.00071009-0.00027132i,0.000202-0.00031843i,-0.00048221-0.00041053i,-0.00069988+0.00021766i,-0.00085408+0.00094805i,-0.00019882+0.00053313i,0.00030028+0.00016293i,-0.00023533+0.00075232i,6.3188e-05+0.0011649i,0.0007133+0.00071025i,0.0010627-0.00033964i,0.0011121-0.00038497i,0.00037484+0.00083885i,-0.00043806+0.00051221i,-0.00022757-0.00021083i
-0.00021826-0.00043126i,-0.00014094-0.00091134i,-6.1809e-05-0.0014048i,-0.00077657-0.00055823i,-0.00059236+0.00038473i,0.00031797+0.00012133i,0.0013211+0.00013685i,0.00078747+0.00059379i,-0.00012415+0.00028464i,-0.00027607-3.265e-05i,-0.00022909-0.00024689i,-0.00018456-0.00037447i,-0.0008128-0.00030763i,-0.0018835+0.00016587i,-0.0021239-0.00020048i,-0.0015817-0.0006215i,-0.00094075+7.5662e-05i,-0.00062164+0.00053809i,-0.00084991+0.00028309i,-0.0010342-0.00052125i,-0.00064872-0.00046671i,-7.2733e-06-0.00013698i,0.0001506-1.7857e-05i
0.0011563-0.0020005i,-0.00028564-0.00097364i,-0.00090257+0.0003688i,0.00030648+0.00081207i,0.0016833+0.0007423i,0.0019311+0.00083492i,0.0012801+0.0011389i,0.0011515+0.00083756i,0.00060524+5.4039e-05i,0.00024982-0.00055034i,0.00042166-0.00079278i,-0.0001124-0.0007174i,-0.00051438+0.00038675i,-0.0004619+0.0013521i,-0.00018712+0.0012358i,-0.00061971+0.0010535i,-0.00089532+0.00047538i,-0.00031542+7.3546e-05i,-0.00025762+0.00027055i,1.3415e-05+0.00048847i,0.00016078+0.00028653i,0.00021136-0.00023183i,0.00060059-0.00015143i
-0.0022823+0.0010581i,-0.0020482+0.00052934i,-0.0020049-0.00043098i,-0.0024026-0.0011428i,-0.0014966-0.00053842i,3.0301e-05-0.00057336i,0.00093877-0.00099489i,0.00071512-0.00072899i,4.5243e-05-0.00021812i,-0.00016839+0.00043021i,0.00016113+0.00024104i,-0.0001578-0.00025406i,-0.00062429-0.00095336i,-0.000559-0.00062004i,-0.0002512+0.00027617i,-0.00042351+0.00056522i,-0.00041424+0.0002094i,-0.00015971+0.00034319i,-0.0003487+0.00041889i,-0.00019885+0.00048128i,0.00047477+0.00057594i,0.00048408-3.6216e-05i,9.9918e-05-0.00090839i
0.0013666-0.0010015i,0.00049676-0.002011i,0.00017602-0.0017998i,0.00012338-0.00054089i,0.00017129+0.00024803i,0.00044906+0.00028491i,0.00076592+0.00035464i,0.00047117+0.00051772i,-0.00027808-0.00024819i,-0.0006996-0.00094942i,-0.0007628-0.00076874i,-0.00022206-0.00048726i,-0.000373-0.00044933i,-0.00054176+0.00011478i,-0.00017977+0.00037229i,0.00013163-2.194e-05i,0.0011428+0.00022124i,0.0014446+0.0004178i,0.00064461+0.0010297i,0.00046584+0.0019717i,-3.3102e-05+0.0014711i,-0.00031696+0.00075557i,0.00034807-0.00065348i
-0.0019102+0.0016105i,-0.0029159+0.0010933i,-0.0034997-2.0042e-05i,-0.0018782+0.00064816i,0.00068232+0.00053986i,0.0015327-0.00084114i,0.00087368-0.0011474i,-0.00020726-0.00076072i,-0.00018524-0.00017276i,-4.6609e-05+0.00056385i,-0.00047407+0.00090217i,-0.00040363+0.0015304i,0.00030231+0.00099642i,0.00062537+9.1537e-05i,0.00017452+0.00026022i,0.00012892+0.00051922i,0.00050428-7.3544e-05i,0.00019782-0.00053019i,-0.00023723+3.7872e-06i,-0.00024173+0.00067854i,-0.00032765+0.0010137i,-0.00043395+0.0012257i,-0.00016893+0.00064124i
-0.00060605+0.0011733i,-9.5131e-05+0.00066533i,0.00033571+0.00011774i,0.00094194-0.00023293i,0.00099404-3.2797e-05i,0.00092471+0.00032103i,0.00093788-0.00024619i,0.00024901-0.00077556i,-3.4744e-05-0.00037918i,-0.00039377+0.00035942i,-9.367e-05+0.00049567i,0.00084234+0.0004092i,0.00042079+0.00044783i,-0.00054318+0.00063802i,-0.00093352+0.00074755i,-0.000605-3.9951e-05i,0.00030581+1.0377e-05i,0.00080014+6.1506e-05i,0.00016828+0.00047129i,-0.00038357+0.0010719i,-0.00051364+0.00055701i,0.0002208+0.0001907i,0.00091417+0.0002656i
-0.00061456+0.0021283i,-4.1841e-05+0.00069543i,-0.00031798+9.2602e-05i,-0.0014329+0.00039454i,-0.0015106+8.5137e-05i,-0.0010108+0.00011481i,-0.00079914+0.0001802i,-0.00063463-0.00021009i,-0.0010871+0.0005231i,-0.0016242+0.0015188i,-0.0012632+0.00055335i,-0.00065151-0.00014077i,-0.00082762-0.00046076i,-0.001553-0.0010528i,-0.0014327-0.00069769i,-0.00033186-6.5445e-05i,-5.9366e-05+0.00022773i,-0.00077722-6.1612e-05i,-0.0012133-8.9532e-05i,-0.0008774+0.00040531i,-0.00067666+0.00046484i,-0.00037833+0.00015643i,-0.00035745+8.013e-05i
0.0028004+0.00084113i,0.0024608+0.00047318i,0.0020905-4.6641e-06i,0.00098262-0.0010387i,0.00030104-0.0012119i,0.00042393-0.00033864i,0.0009492+0.00021702i,0.0012692+0.00038033i,0.00029005+0.00057879i,-0.00041678+0.00020178i,-0.00020244+3.5871e-05i,0.0001998+0.00042328i,-5.2156e-06+0.00045685i,-0.00077063-0.00027183i,-0.001071-0.00056721i,-0.00073221-5.8711e-06i,-0.00050553+0.00031504i,0.00013605-0.00034456i,7.1685e-05-0.00046839i,-0.00066179-0.0002726i,-0.00050334-0.00020092i,0.00023359-0.00011226i,8.9741e-05-0.00083451i
-0.00046635+0.0011287i,-0.0017386+0.0007609i,-0.0025236+0.00023826i,-0.0018119+0.00083153i,-0.00074099+0.00026515i,0.00086009-0.00045587i,0.0018702-0.0003358i,0.0012701-0.00022727i,0.00026471-0.00037534i,8.8856e-05+1.3747e-05i,-0.00036993+0.00016502i,-0.00042493-3.1688e-05i,0.00021653+0.00036305i,-7.061e-05-5.7748e-05i,-0.00070889-0.00080603i,-0.0012266-0.0003639i,-0.00080504+0.00022503i,9.3547e-05+0.00033655i,0.00073159+0.00054934i,0.00044752+0.0013483i,-0.00034445+0.00072294i,-0.00011143-0.00027394i,0.00033757-0.00055942i
-0.0013286-0.00051397i,-0.001511-0.0015293i,-0.0016687-0.0019491i,-0.001996-0.0014213i,-0.0013505-0.00057089i,-0.00052945-0.00036896i,0.00010627-0.0010208i,0.00012711-0.00073791i,-0.00037732-0.00015012i,-0.0011161+8.0814e-05i,-0.0010983+0.00040402i,-0.00039482+0.00045643i,0.0002185+0.00028457i,0.00011527+0.00043775i,-0.00025914+0.0014506i,-0.00037949+0.00094134i,-0.00036358-5.7844e-05i,-0.00089333-0.0004118i,-0.00063925-0.00031508i,-0.00030789+3.1676e-05i,-0.00095981+2.5127e-05i,-0.00057924+0.00030803i,-0.00025764+0.00040952i
