0.0019432-0.00016545i,0.002631-0.0018042i,0.00023609-0.002814i,-0.0017982-0.0025433i,-0.0022236-0.0016996i,-0.0022755-0.00016644i,-0.00060932+0.0017052i,0.0014074+0.0022422i,0.0027003+0.0010476i,0.00195-7.9439e-05i,0.00024031+7.2591e-05i,-0.00033998-0.00034427i,-0.00071867-0.00056377i,-0.00105-2.5185e-05i,-0.00083809+0.0001421i,-0.00083592-0.00024112i,-0.0009225-0.00024336i,-0.00056376+0.00030869i,-0.00032817+0.00012044i,-0.00023895+0.0003348i,-0.00017459+0.0011071i,-0.00050288+0.00077793i,-0.00065191+9.8893e-05i
-0.0019919+0.00033093i,-4.8614e-05+0.00091026i,0.0015096+0.0016101i,0.0015622+0.0016709i,0.000798+0.00027243i,0.0008588-0.0010975i,0.00059288-0.0010798i,3.7589e-05-0.00057851i,1.7855e-05+1.1491e-05i,0.00074385+0.00046249i,0.0010823-0.00030199i,0.00064349-0.0012966i,0.00038539-0.0017562i,0.00023952-0.0012325i,3.1903e-05-7.0455e-05i,-0.00035137+0.00080934i,-0.00048224+0.00087173i,-0.0011333+0.00041782i,-0.0014304+0.00032002i,-0.0010747+0.00018303i,-0.0011285+8.4821e-05i,-0.0006471-0.00014162i,-2.2448e-05+7.6495e-05i
-0.00099016+0.00049064i,-9.6275e-05+0.00043824i,0.00020019+0.00016488i,-0.00021747+0.00044239i,0.00013134+0.0006999i,0.0011779+0.00055072i,0.00033539+0.000534i,-0.00037645-2.3039e-05i,0.00057888+0.00031265i,0.0010736+0.0010425i,0.00083447+0.00036066i,0.00040574-0.00040869i,0.00019457+0.00073881i,-0.00046059+0.0017905i,-0.00078946+0.0010441i,-0.00090745-6.6321e-05i,-0.0003786+3.2088e-05i,0.00024457+6.7977e-05i,0.00057169-0.00088855i,0.0010147-0.00078781i,0.00065219-0.00031238i,0.00039588-0.0004027i,0.00016837-0.00072901i
-0.00082556+3.8892e-05i,-3.2474e-05+0.00064386i,-3.3377e-05+0.0015029i,0.00078348+0.0013989i,0.0012853-0.00040493i,0.0012627-0.0015757i,0.0008535-0.00081249i,0.00058466-0.00024044i,0.00097086+7.2348e-05i,0.001264+0.00010314i,0.00065048-0.00018996i,-0.00051297-0.00053745i,-0.00057864-0.00017703i,-3.825e-05+0.00024948i,-0.00057886+0.00033601i,-0.00074749+0.0005845i,-0.00033421+0.00014332i,0.00062688-0.00047653i,0.0011346-0.00052536i,0.00066934-0.00016712i,0.00077864+0.00039474i,0.0007581+0.00031489i,0.0001877+0.00021496i
-0.00065739+0.00015765i,-0.00034359-0.00061608i,-0.00046923-0.00052572i,0.00043457-0.0002561i,0.0003451-0.00032228i,-0.00019633-0.00038077i,-0.00043606-0.00036699i,-0.00077624-0.00042125i,-2.0319e-06+0.00025483i,0.0013407+0.0014109i,0.0010465+0.0011973i,0.00017123+0.00052612i,0.00039485-0.00024026i,0.00024821-0.00037545i,-0.00065084+0.00014324i,-0.00044611-8.6204e-05i,0.00033117-0.00011904i,-0.00024411-0.00016033i,-0.00044013-0.00075233i,0.00017957-0.0016444i,0.00039127-0.00089739i,0.0003886-0.00043807i,0.00026809-0.00070467i
-0.0025308-6.8754e-05i,-0.0016961+0.00067171i,-0.00091864+0.0015564i,0.00019052+0.0015148i,0.00087708+0.00031548i,0.00085624-0.0012255i,0.0012639-0.001237i,0.0013489-0.000434i,0.00066227-0.00028469i,0.00049813-0.00017523i,0.0012218+6.3245e-05i,0.001238+0.00017096i,0.00043505-3.4609e-05i,-0.00026798-0.00049848i,-0.00039545-0.0010258i,7.6286e-05-0.0010189i,0.00031641-0.00092566i,-3.7085e-05-0.0006379i,0.00020648+0.0002958i,0.00045442+0.00065102i,-0.00026165+0.00029313i,-0.00070381-0.0011357i,-0.00021618-0.0010824i
-0.00123+0.0022806i,-0.00037398+0.0022345i,0.00010049+0.0014889i,0.00018414+0.00059049i,0.00088459+4.2299e-05i,0.0012669-0.00024682i,0.0011334-0.00051727i,0.0013795-3.5833e-06i,0.0014451+0.00039452i,0.00029055+0.00069655i,-0.00047398+0.00079436i,-0.00047216+0.00049188i,-0.00080154+0.0009699i,-0.0013101+0.00095085i,-0.0011295+0.00037389i,-0.00067785+0.00042542i,-0.00075654+0.00083125i,-0.00062382+0.00033123i,-0.00021492-0.00013815i,0.00023613+0.00024797i,0.0006318-0.00031013i,0.0002772-0.00065135i,0.00016911-0.00048613i
0.0013856-0.0010676i,0.0016399-0.0018367i,0.0014555-0.0020223i,0.0016873-0.0022622i,0.0016171-0.0024539i,0.0016622-0.0020498i,0.001106-0.0016998i,0.00091491-0.0012224i,0.0010986-0.00028792i,0.00096168+0.00023167i,0.00046783+3.1913e-05i,-0.00059305+0.00032518i,-0.00024367+0.00071643i,0.00011028+0.0008571i,0.00027709+0.00043162i,0.00043743-0.00019203i,-0.00040155+5.596e-06i,-0.001037+0.0004011i,-0.00089632+0.0005374i,-0.00010176+0.00049382i,-7.9628e-05+0.00080319i,-0.00041025+0.00018746i,9.4574e-05-6.6951e-05i
-0.00033033-0.0022391i,-0.0023323-0.0013769i,-0.0027506-0.00082746i,-0.002212-0.00020357i,-0.0015629+5.8682e-05i,-0.0012592-0.00016877i,-0.00074141-0.00030302i,0.00016267-0.0002371i,0.00043156-0.00020923i,7.4229e-05-0.00078923i,-5.6658e-05-0.00045428i,-8.6363e-05-0.00013596i,-4.9534e-05-0.00056898i,-0.0002203-9.6119e-05i,-0.00047694+0.00032284i,5.7039e-05+0.00083218i,0.00045386+0.00076071i,0.00026886+5.9129e-05i,-6.5991e-05-0.0001682i,2.0564e-05+0.00021752i,-5.4588e-05+7.0927e-05i,5.0176e-05-0.00017954i,-0.0002064+0.00042718i
-0.0011394-3.6282e-05i,-0.0013418+0.0010154i,-0.0013491+0.00099813i,-0.0013047+0.00038259i,-0.00051663-0.00066627i,0.00021621-0.00088547i,0.00096919-0.00058752i,0.0010629-0.00096693i,-0.00029547-0.00058335i,-0.00020382-9.0353e-05i,0.00082047+0.00012215i,0.00081196+0.00035278i,0.00070289+0.00028821i,0.00061758-1.171e-05i,0.00018888+0.00021917i,9.1587e-05+0.00022247i,-7.4069e-05-0.00050036i,0.00024489-0.00076281i,0.00040245+0.00016787i,-3.8872e-05+0.0003783i,-0.00075166+7.4857e-05i,-0.00065085+0.00035744i,-0.00016355+0.00039412i
-0.00055139+0.00054326i,-0.00050291+0.0008252i,-0.0014904+0.00060542i,-0.001126+0.00080556i,-0.0002712+0.0011065i,-0.00059658-0.00013712i,-0.00048375-0.00075037i,-0.00011326-0.00080821i,0.00055631-0.00088199i,0.00052713-0.00089867i,-1.2956e-05-0.00018839i,-0.00020735+0.00063203i,-0.00012638+0.00035396i,-7.5519e-05-3.4337e-05i,-0.00099734+5.0361e-05i,-0.00062366+0.00068373i,-0.00021447+0.00046756i,-0.0007548+0.0009933i,-0.00081273+0.0012485i,-2.7208e-05+0.00068729i,0.00021689+0.00083049i,0.00014873+0.00081388i,8.4694e-05+0.00035548i
-0.00082544+0.00034071i,-0.00066061+0.0013402i,-0.00014339+0.00071812i,-0.00028472-0.00023397i,-0.00040469-0.00030569i,0.00035485-0.00025845i,0.00079272-0.00044812i,0.0006159-0.00090559i,0.00071022-0.00077516i,4.8597e-05-0.000107i,-6.9855e-05-0.00025762i,0.00019356-0.00037981i,9.2525e-05-5.9669e-05i,0.00046355-0.00064886i,0.00047036-0.0010561i,0.00014406-0.00015766i,-0.00014189+0.0002988i,-0.0002409-0.00050231i,-0.00056041-0.00082705i,-0.00082138-0.00018791i,-4.9425e-05+0.00034534i,0.00052422+0.00066602i,0.0002716+0.00063084i
0.00044071-0.00049266i,-0.00012779-0.00036571i,-0.00021135+0.00049601i,-0.00029289+0.00032586i,-0.00041244-0.00028858i,-0.00058934-0.00037848i,2.3176e-05+0.00024459i,-0.00019856+0.00024779i,-0.00042174-0.00025975i,0.00056132-0.00031982i,0.0016943-7.8624e-05i,0.0013076+0.00045939i,0.00093744+0.00032455i,0.00067906+0.0001796i,6.0995e-05+0.00038329i,-1.704e-05+0.00040159i,0.00021496-0.00015346i,-0.00014396-0.00029823i,-0.0012085+1.2203e-05i,-0.0011594+0.00027313i,0.00013494+3.7295e-05i,0.00064743-0.00047215i,0.00052312-0.00081265i
0.00058283-0.00063452i,0.00074953-0.00054127i,0.0006369-0.0015672i,0.00061636-0.001506i,0.0006701-0.00046273i,0.0015828+0.00028307i,0.0017122+0.00077623i,0.0003703+0.0007155i,4.3519e-05-0.00038004i,0.00058671-0.00085936i,0.00065731-0.0002541i,7.2615e-05+0.0001833i,-9.8845e-05+7.6219e-05i,-0.00087216+0.0004221i,-0.0010855-9.4379e-05i,-0.0010659-0.00088688i,-0.00090865-0.00063519i,-0.00027071+0.00049721i,-0.00032024+0.00037825i,-0.0010094+0.00016384i,-0.00059905-2.7832e-05i,0.00016778-6.1502e-05i,-0.0003835-6.3674e-05i
0.00018744-0.00093684i,4.0287e-05+0.0003849i,8.322e-05+0.001152i,-0.00036219+0.00047073i,-0.00069897-0.0013211i,-0.00090899-0.001919i,-0.00026948-0.0013396i,0.0011509-0.00041969i,0.0017771-0.00088136i,0.0015051-0.0010059i,0.001406-0.00021052i,0.0009164+0.00039808i,-0.00011686+0.00024395i,-0.00050279-0.00029039i,-0.0003502-7.7772e-05i,0.00012543-0.00021101i,-0.00028077-0.00017962i,-0.00031141-0.00022661i,0.00085742-0.00054238i,0.0010705-7.8424e-07i,0.00010228+0.00038338i,0.00017824-1.7777e-07i,0.00078831-1.5418e-05i
0.00088405-0.0012726i,-0.001463-0.0012441i,-0.0030065-0.0017804i,-0.0022514-0.0022845i,-0.0001087-0.002712i,-0.00024659-0.0021073i,-0.00039077-0.0010749i,5.3729e-05-0.00020362i,-0.00035248+0.00059512i,-0.00052558+0.00060564i,0.00032684-9.5268e-05i,0.00036919-0.0003906i,0.00032303-0.00049274i,0.00046828-0.00052856i,0.00095631-0.00044255i,0.00092806-0.00030341i,1.2777e-05+0.00024716i,-0.00047626+0.00061569i,-0.00032264+0.00077878i,-0.00024121+0.00050857i,-0.00030031+0.00023894i,-0.00029472-8.811e-05i,-0.0003416-0.00044153i
0.0016712+0.00046459i,0.0014787+0.00046341i,0.0023616+9.534e-05i,0.0017592-0.00046506i,0.00092047-0.0011285i,0.00079015-0.0012576i,0.00044671-0.00094235i,0.00059921-0.00013009i,0.00024754-0.00031757i,-0.00049424-0.00082527i,-5.2885e-05-0.000578i,0.000624+8.6456e-05i,5.308e-05-9.1281e-05i,-0.0003159-0.00031375i,0.00043223+0.00032502i,0.00038772+0.00049425i,0.00039384-7.6874e-05i,0.00071219-0.00032125i,6.6439e-05-0.000229i,-0.00032049-0.00044758i,-0.00020916-0.0005315i,-0.00014098-0.00099769i,0.00037914-0.00076109i
0.0001942-0.0010506i,-0.00034423-0.00062499i,-0.00166-0.00040081i,-0.0015363-0.00014929i,-0.00049006-0.00079192i,0.00021006-0.0018728i,0.00086465-0.0014192i,0.00045736+0.00021304i,-0.00063222+0.0013456i,-0.00022367+0.00077148i,0.0005359-0.00045482i,0.00066828-0.00057564i,0.00067311-4.7046e-05i,0.00037392+0.00041643i,5.1516e-05+0.00080952i,0.00021169+0.00095974i,0.00036365+0.0006769i,0.00067272-3.0908e-05i,0.00082614-0.0004779i,0.00046669-0.00063016i,0.0005721-0.00041148i,0.00068058-0.00012212i,8.8181e-05-0.00024236i
0.0011565+2.6912e-05i,0.0012332-0.00039517i,0.0023106-0.00060121i,0.0032199-0.0010993i,0.002981-0.0025253i,0.0021175-0.0030651i,0.0012821-0.0018856i,0.00080995-0.00075494i,0.00072458-5.3609e-05i,0.00019157+6.2121e-05i,-0.00017484-0.00021717i,9.6258e-05-5.4538e-05i,0.00018914-0.00028675i,0.00042902-0.00041982i,0.0002849-1.9801e-05i,-0.00072724+0.00076215i,-0.00091969+0.0011484i,-0.00063612+0.0011096i,-0.00075522+0.0015163i,-0.00061437+0.0014286i,-3.3136e-05+0.00059869i,0.0004233-0.00010609i,0.00074903-0.00022883i
0.0008754+0.0012049i,0.0010491+0.00071717i,0.0013854-0.00024984i,0.0012917-0.00094663i,0.0017176-0.0021212i,0.0015215-0.0021577i,0.00093604-0.00092574i,0.00094413-0.00018038i,0.00053374+0.00067412i,0.00029686+0.00097566i,0.00059527+0.00070536i,9.1552e-05+2.7357e-05i,-0.00082733-0.00053713i,-0.00082721-0.00044796i,-0.00030644-0.00054896i,0.00031019-0.00015465i,0.00046407+0.00043153i,0.00044563+0.0004653i,0.00033024+0.00013763i,-8.96e-05-0.00027064i,-0.00026057-0.00027075i,-0.0010355+1.9844e-05i,-0.00080801-0.00039045i
-0.00090598+0.0014049i,-0.00071721+0.0017032i,0.00017177+0.0029523i,0.0014187+0.0026476i,0.0013935+0.0013158i,0.00051597+0.00061898i,-8.8479e-05+0.00068361i,-0.00055768+0.00046789i,-4.05e-05+0.00022693i,0.00084377+5.3968e-05i,0.00053665-1.9618e-05i,-0.00043097-0.00030445i,-0.00063174-0.00064539i,-0.00014725-0.0011097i,-0.00035356-0.00072238i,-0.00092396+0.00034565i,-0.00017398+0.00050805i,0.00053801+0.0010178i,0.00012573+0.0016247i,0.00013258+0.00063352i,0.00014941-0.00037535i,-6.7964e-05-0.00026819i,-0.00010252+0.00058873i
-0.0017405+0.00093436i,-0.0017525+0.0009837i,-0.0013645+0.0012196i,-0.00041741+0.00029304i,0.0012233+5.0836e-05i,0.0022045+3.4198e-05i,0.0015487-0.00037316i,0.00104-0.00010479i,0.00068052+8.5556e-05i,-0.00029398+0.00046028i,-0.00053819+0.00049864i,-0.00036138+3.3724e-05i,0.00010573-0.00043627i,0.00067201+4.5782e-05i,0.00057654+0.00036317i,0.00025154+5.158e-05i,-0.00034437-0.0001467i,-0.00027412+0.00020918i,-5.8047e-05-4.6282e-05i,-5.5782e-05-0.00067995i,7.5572e-05-0.00066978i,0.00080904-0.00080894i,0.00095366-0.00045593i
0.0010692+0.00022792i,0.00086561+0.0002921i,0.00099637-0.0011274i,0.00049608-0.0019103i,-0.0002438-0.0023438i,-1.0035e-05-0.0017601i,0.0005118-0.00073878i,0.00013249-0.00041826i,-0.00034164-0.00028688i,0.00052868-0.00054954i,0.0013369-0.00021971i,0.00062671+0.00050103i,-4.3788e-05+0.00083342i,-0.00066493+0.00060104i,-0.00085497+3.1033e-05i,0.00027858-3.9894e-05i,0.00061389+0.0004133i,7.7433e-05+0.00023582i,-0.00024112+0.00090258i,0.00022694+0.0013287i,0.00033472+0.0011921i,1.4415e-05+0.00096099i,-3.4806e-06+0.00072906i
-0.00096758+0.00080665i,0.00011262+0.0023744i,0.00013964+0.0028306i,0.00014721+0.0021406i,0.0011084+0.0013571i,0.0013042+0.00091697i,0.00096057+0.00092039i,0.00054153+9.386e-05i,0.00026858-0.00034973i,0.00011121+0.00040439i,0.00067503+0.00055139i,0.000786+4.2814e-06i,0.00048328-0.00017175i,0.00053872+0.0001925i,0.00040239+7.5383e-05i,0.00045059+0.00026098i,-0.0002582+0.00087324i,-0.0004169+0.0010189i,5.2309e-05+0.0010697i,5.9732e-05+0.0011311i,-0.00038093+0.00050722i,0.00034118-1.5852e-05i,0.00078843+0.00017559i
0.001651+0.0015467i,0.0024747+0.0018745i,0.0038731+0.00081364i,0.0041217-0.00026905i,0.0027885-0.0010244i,0.0016287-0.0013642i,0.00029095-0.0013511i,-0.0007745-0.001081i,-0.00065807-0.00065963i,0.00046465-0.00034054i,0.0001826-0.00068709i,-0.00032863-0.00061629i,-0.00047985+2.2332e-05i,-0.0016259+0.00015534i,-0.0019694-5.6112e-05i,-0.00051596+0.00065235i,0.00052707+0.0011036i,0.0001728+0.00033574i,0.00013215-0.00080418i,0.00028729-0.00084097i,0.00071004-0.0006224i,0.00081794-0.00031456i,2.2688e-05+0.00023632i
-0.0023658-0.00028896i,-0.00107+0.00047385i,-0.00030112+0.0010998i,0.00050294+0.0011177i,0.0012192+0.0012841i,0.00094973+0.00042571i,0.00082984-0.00045442i,-1.8564e-05-0.00067673i,-0.00063393-0.00034757i,-0.00034643-0.00027114i,-0.00010251-0.00027614i,0.00047251+0.00054779i,0.0010337+0.0008708i,0.00051467+0.00064824i,-0.00051202+0.00058501i,-0.00074674+0.0005047i,-0.00010385+0.0011885i,0.00086463+0.0013808i,0.00086471+0.00060264i,0.00056094-0.00029658i,0.00035346-0.00057968i,-0.00020558-0.00036608i,-0.00023995-0.00042185i
0.00041936-0.00024369i,0.00010256+6.4293e-05i,0.00083844+0.00065689i,0.0014452+0.00035805i,0.00087992-0.0014677i,0.00064359-0.0020715i,0.00073112-0.0012439i,0.00087272-0.0009487i,0.00095487-0.0013933i,0.0008355-0.00099526i,0.0004958+0.00066644i,0.00018095+0.00044006i,0.00032768-0.00086084i,0.00097594-0.00077929i,0.00034087+0.00027397i,-0.00025995+0.00091537i,-0.00016381+0.00034365i,-2.8325e-05+2.716e-05i,0.00021177+0.00045987i,0.0003293+0.00036572i,-3.8587e-05-0.00044237i,-0.00061844-0.00079629i,-0.0011931-0.00022097i
0.00067593-0.00013105i,-0.00023717-0.00050821i,0.00025494-0.0014443i,0.00090162-0.0017411i,-0.00018209-0.0020181i,-0.00088804-0.0018094i,0.00038023-0.0008229i,0.000454+0.00010961i,-0.00018287+0.00041284i,0.00024578+0.00016543i,0.0011828-0.00084648i,0.00095467-0.00034971i,0.00054948+0.00071115i,0.00042726+0.00013036i,-1.7668e-05-0.0004062i,-1.9978e-05-6.881e-05i,-0.00035064+0.00026043i,-0.00069626-0.00036317i,0.00022315-0.00058714i,0.00090773-0.00021026i,0.00062291-0.00021137i,9.8718e-05+8.1498e-05i,-0.00020781+0.00016037i
0.0020072-7.4738e-05i,0.00064453+0.00038044i,-0.0004706-7.9272e-05i,-0.00019812-0.0010906i,0.00032417-0.0022891i,0.00022597-0.0017873i,-0.00026587-0.00075775i,-0.00021917-0.00067613i,0.00056735-0.00028961i,0.00081438+0.0003305i,0.00015162+0.00059494i,9.9095e-05+8.3004e-05i,8.0439e-05-0.00075444i,0.00015114-0.00070898i,0.00026399-6.3876e-05i,0.00010861-0.00020206i,-0.00037761-0.00049357i,-0.00083772-0.00034365i,-0.00070207-0.00025867i,-0.00037196+0.00028798i,-6.7441e-05+0.00092562i,-0.00022688+0.0011282i,-0.00053915+0.00050908i
-0.0014146-0.001076i,-0.0015758-0.0011611i,-0.0011571-0.0010224i,-5.3121e-05+0.0010442i,0.00067775+0.0011363i,0.00070138-0.001161i,0.0014064-0.0015047i,0.0013102-0.0005738i,0.00045813-0.00058898i,8.6461e-05-0.00054358i,-0.00061781+5.2118e-05i,-0.00080349-0.00019549i,-0.00019145-0.00037939i,0.00032935-0.00032661i,0.00010519+0.00037414i,-0.00022246+0.00042959i,4.9977e-05+0.00026739i,0.00021846+0.00048642i,0.00012857+0.00053052i,-0.00012753-5.8681e-05i,-0.000525-0.00018916i,5.2643e-05+0.00017043i,0.0010321-0.00034592i
0.00045661+0.00053648i,-0.0010781+0.0003225i,-0.0013138+6.0426e-05i,0.00073046-0.00084028i,0.00078778-0.0015935i,-0.00036992-0.0012743i,-0.00022178-0.0006129i,0.00042064-0.00024832i,0.00082693-8.1058e-05i,0.0013101+0.00025664i,0.00052086+0.00038378i,-0.00024874+0.00045923i,0.00016066+0.00048559i,0.00095019+0.00019356i,0.0010717-0.00075453i,0.00046006-0.00048893i,-0.00080841+0.00071725i,-0.00064026+0.0005143i,-7.4244e-05-0.00016703i,0.00026822+7.9607e-05i,-0.00015765+0.00050101i,-0.0010245-6.3089e-05i,-1.0834e-05-0.00080493i
-0.00025491-0.00092226i,-0.00029219-0.00014993i,-0.00096621+0.00026749i,-0.001367+0.00079281i,-0.0010263+0.00024323i,-0.00021816-0.00049612i,0.00063427-0.00044009i,0.00092649+0.00019074i,0.0010954+0.00024731i,0.0013592-0.00031468i,0.0013628-5.2376e-05i,0.00088594-0.00010377i,0.00022661-0.00033321i,-0.00049745-0.00012657i,-0.00080182+0.00033629i,-0.00024311+0.00050197i,-0.00062963+7.0539e-05i,-0.00065787-0.0001996i,0.00040953+0.00025832i,0.00068395+2.6283e-05i,0.00013075-0.00047396i,-0.00022793+0.00014423i,-0.00065266+0.0004076i
-0.00042549-0.0027106i,-0.00095032-0.0029432i,-0.0019097-0.0026254i,-0.0017478-0.0011122i,-0.0020423+4.2124e-05i,-0.0016769-0.0003682i,-0.00031096-0.0010497i,0.00039254-0.0012328i,-5.4476e-05-0.00080338i,0.00022651-0.00036089i,0.00099643+0.00040002i,0.0013521-0.00025329i,0.00075642-0.00081003i,-0.00036472-0.00050664i,-0.00067496+0.00018907i,-0.0007148+0.0004323i,-0.00044118+0.00025695i,3.6965e-05+0.00043649i,6.879e-05+0.00068827i,-4.6467e-05+0.00022979i,0.00019043-3.3852e-06i,8.8844e-05+0.00013114i,-1.7232e-05-9.2012e-05i
0.00021731-0.0017065i,-0.00056989-0.00051212i,-0.00098971+7.0977e-05i,-0.00082536+8.7662e-05i,-7.0376e-05+0.00028858i,0.00094108+0.00023708i,0.00076245-0.00076759i,0.00020601-0.0012605i,0.00041316-0.0010946i,0.00058411-0.00049417i,0.00034156-0.00037794i,0.00015951-0.00054315i,0.00014628-0.00036256i,-0.00020841-0.00022288i,-0.00035274+4.8763e-05i,-0.00049612+0.00025578i,-0.00073456+0.00042434i,9.5007e-05+0.0010803i,0.00049998+0.0010825i,0.00057264+0.0012935i,0.00088642+0.0010801i,0.0004135+0.00059096i,-0.00052864+0.00055089i
0.00048203-0.00227i,-0.00092794-0.0015001i,-0.00091522-0.0015469i,-0.00068642-0.0016211i,-0.0007559-0.0016307i,-0.00079047-0.00097674i,-0.00034706-0.00064409i,0.00019838-0.0010412i,0.00018991-0.00048242i,0.00030614+0.00034809i,0.00030771-0.0002176i,0.00028459-0.00040465i,-0.00035066+0.00075977i,-6.6706e-05+0.0011195i,0.00035226-0.00021813i,9.9408e-06-0.00034934i,-0.00069397+0.00064683i,-0.00052173+0.00035057i,0.00022639-0.00022806i,-0.00019714+0.00012483i,-0.0006655+0.00030175i,-0.00048817+0.00041073i,2.7151e-05+0.00048532i
-0.0011636-0.001961i,-0.0015181-0.0011566i,-0.0021467-0.00013279i,-0.0019864+3.4628e-06i,-0.0022683+0.00012899i,-0.0017166-0.00019595i,-0.00061667+0.00010049i,6.3669e-05+0.001069i,0.00033509+0.00034983i,0.00029042-0.00020834i,0.00061417-0.00014226i,0.00065472-0.0002666i,0.0001696+0.00024484i,0.00041116+0.00033661i,0.0011698+0.00064799i,0.0014789+0.00020094i,0.0010329-1.1723e-05i,0.0003181-5.9116e-05i,0.00044593-0.00054141i,0.00070822-3.8883e-05i,0.00083944-4.7873e-05i,0.0010512-0.00015132i,0.00083336-0.0002161i
0.00026873-0.0013741i,-0.000396-0.0022185i,-0.0005729-0.0022216i,-0.00028594-0.0019558i,4.986e-05-0.0016458i,0.00010952-0.0013284i,0.00042392-0.0005259i,0.00090513-6.0312e-05i,0.0010491-0.00076743i,0.0010653-9.1712e-05i,0.00070683+3.47e-05i,0.0012995-0.00076115i,0.0020758+0.0001104i,0.0016109+0.00065574i,0.00089754+0.00026006i,-8.4813e-05+0.0006504i,-0.0011945+0.00057763i,-0.00094843-0.00037627i,-5.124e-05+5.8529e-05i,4.5729e-05+0.0001715i,0.00040846-0.00033367i,0.0010771+0.00018257i,0.00066158+2.3876e-06i
-0.0016788-2.4348e-05i,-0.0011674-0.00011948i,0.00016386+0.0018222i,0.00020966+0.00093537i,-0.00010667-0.0011665i,0.00030131-0.0014558i,0.00016853-0.0010059i,0.00014648-0.00084475i,0.00069853-0.00096597i,0.00069248-0.00051787i,0.0004589-0.00051583i,0.00014881-0.001164i,-0.0004987-0.00080905i,-0.00053246-0.00036782i,-0.0001024+0.0001107i,0.00021117+6.8277e-05i,2.3415e-05+3.2835e-05i,-0.00067319+0.00048408i,-0.00045735+0.00044157i,0.00062231-4.7842e-05i,0.0014422+0.00045688i,0.0015054+0.00043784i,0.00036233-0.00044241i
-0.0015733+8.7936e-05i,-0.00097113-0.00051131i,-0.00072573-0.00021297i,0.00087803+5.4904e-05i,0.001693+0.00033028i,0.00020558-0.00014793i,-0.00051727-0.00067965i,-0.00078115-0.00061131i,-0.00082936-0.0005072i,-0.00041214-0.00039071i,-0.00063216+0.0006205i,-0.00045773+0.00059673i,5.2414e-05-0.00088269i,6.6638e-05-0.00069089i,1.3747e-05-0.00043639i,9.2674e-05-0.00085015i,-6.1565e-05-0.00047447i,-0.00033042+0.00020042i,0.00062167+3.3076e-05i,0.0011147-0.00039452i,0.00090545-0.00040069i,0.0010993-1.35e-05i,0.00086923+0.00025561i
-0.00096279-0.0013611i,-0.00087278-0.00037735i,-0.00031286-0.00045296i,-0.00014166-0.00083315i,-7.7302e-05-0.00056463i,0.00092984-0.00010057i,0.0010021-3.0173e-05i,-0.0003605-0.00032156i,-0.00060118-0.00041153i,7.2001e-05-0.00018593i,0.00023839+5.8999e-05i,-0.00011245-0.0001866i,-0.00079039-0.00045823i,-0.00071904-0.0003736i,-0.00034658-0.00034626i,-0.00020607-0.00011972i,-0.0003854+0.00028812i,-0.00074878+0.00062792i,-0.00050931+0.00049939i,-0.00091959-0.00026704i,-0.0011584+1.6442e-05i,-0.00067299+0.00059703i,-0.00088749+7.1881e-05i
-0.0022101+0.00077989i,-0.00094925+0.0014502i,-6.4466e-05+0.00086206i,-0.00062286+0.00099386i,-0.00022948+0.001867i,0.00081077+0.0018383i,0.0005815+0.0014548i,-0.00019792+0.00087442i,-5.3875e-05+0.00019125i,0.00033162+0.00046477i,0.00027227+0.00018751i,0.00026146+1.7656e-05i,-0.00023333+4.0201e-05i,-0.00090373-0.00034169i,-0.00090441-0.00016627i,-0.00028799+3.3724e-05i,0.00024433+0.000243i,-8.1368e-05+0.00070831i,-0.00064202+0.00023652i,-0.00068476-0.00041673i,-4.004e-05-0.00059186i,0.00065495-0.00083508i,0.00041285-0.0013957i
-0.0015936+0.00044257i,-0.0013292+0.00090019i,-0.00048101+0.00050734i,-0.00066693+0.0010192i,-0.00073859+0.0015044i,0.00081437+0.0011134i,0.0010256+0.0007093i,0.00077869+0.00035388i,0.00050971-4.4488e-07i,8.2835e-05+0.00016153i,-0.00041507+0.00051502i,-0.00024462+0.00046585i,0.00036563+5.5539e-05i,0.00074996-0.00029775i,0.00056158-0.00043911i,0.0004083-0.00016482i,-0.00018506+0.00028826i,-0.00073615+0.00023251i,-0.00060947+6.1232e-05i,-0.0004313+0.00048287i,-0.0003953+8.1613e-05i,-0.0005104-0.00017161i,-0.00027531-0.00023028i
0.00020631+0.0018446i,0.00082517+0.0018666i,0.0014778+0.0014794i,0.0021129+0.00079613i,0.0016664+0.00015035i,0.00013786-0.0012146i,0.00029474-0.0015347i,0.00061906-0.00017274i,0.00019198+0.00043918i,-0.00032424+0.0004253i,0.00015944+0.00016761i,0.00091929-6.2333e-05i,0.00030173-0.00054481i,0.00014289-0.00096159i,0.00018163-0.00044631i,-0.00032421+0.00014897i,3.6348e-05+0.00046152i,0.00038577+0.00030487i,0.00011207+5.5055e-05i,0.00012603+0.00073848i,3.7814e-05+0.00096729i,0.00022346+0.00029243i,0.00043007+0.00020569i
