-0.0030644-0.00090741i,-0.0019065+2.2481e-05i,-0.0023476+0.0024402i,-0.0018798+0.0028551i,-0.00017219+0.0025388i,0.00043522+0.0017198i,-0.00024223+0.0011953i,-0.00066222+0.0011947i,-2.9347e-05+0.00072439i,0.0012324-0.00013219i,0.0017806-0.00027851i,0.0015832-0.0010055i,0.00096336-0.0017929i,-0.00052154-0.0018055i,-0.0015546-0.0016582i,-0.00079483-0.0008602i,-0.00054913-0.00054922i,-0.00059181-0.00076423i,0.00014865-0.00069563i,0.00051918-0.00020514i,0.00025292-0.00056521i,0.00066778-0.00053743i,0.0013732+0.00015469i
6.0014e-05-0.0012754i,0.00055217-0.00052071i,0.0003017-0.0007567i,0.00011641-0.0002033i,-0.00012129-0.00020677i,-0.00033082-0.00059749i,-0.00029098+1.4368e-05i,-0.00036375+0.00018671i,-0.00010475-0.00021254i,-0.00011231-0.00047049i,0.00034062-0.0005505i,0.00095562-0.00024472i,0.00067436-0.00046974i,-0.00015433-0.00077512i,-0.00048467-0.00014946i,-0.00040549+6.606e-05i,-0.00010942-0.00063662i,0.00062727-0.00044505i,0.0012304-3.2647e-05i,0.0012395+8.113e-05i,0.00070225+0.00047068i,0.00010957+0.00045478i,0.00031248-0.0002749i
0.00015915+0.0014321i,-5.0286e-05+0.0021762i,0.00062537+0.0026993i,0.0010221+0.0025776i,0.00056815+0.0010104i,0.00027304-0.00024363i,0.00022347-0.00053979i,0.00068543-0.00035603i,0.00085264-0.00018378i,0.00034801-0.00055858i,0.00015968-0.00067571i,0.00058835-0.0010313i,0.0011096-0.0016756i,0.00046108-0.00080095i,-0.00057322+4.2909e-05i,-0.00043907-0.00022079i,-0.00017108-5.5129e-05i,0.00013027-0.0004913i,0.00041159-0.00055902i,0.00060051-0.00013899i,0.00066974-0.00045439i,0.00055956-0.00039635i,0.00082625-7.4709e-06i
-0.00019481+0.00093956i,0.0003145+0.00028556i,0.00099812+0.00010936i,0.00085352+0.00031373i,0.00056287+0.00077549i,0.00098502+3.2477e-05i,0.00086827+9.5914e-05i,0.0003334+0.00065582i,0.00023068+0.00023948i,0.0006845+0.00015339i,0.00078303+0.00048573i,0.00060414+0.0001218i,0.00017904-0.00035373i,-0.00016606-0.00047071i,0.00018471-0.00033953i,-4.7811e-05+0.00030175i,-0.00038792+0.00035524i,0.00022383+0.00014318i,0.00017291+0.00049156i,-0.00020961+0.00063803i,-0.00020371+0.00036105i,-3.5089e-05-5.9805e-05i,6.17e-05-0.0003943i
-0.0013694-0.0017666i,-0.0013097+0.00024596i,-0.0012113+0.0017521i,-0.00092351+0.0023481i,0.00011849+0.0019205i,0.0016161+0.001475i,0.0018202+0.0012435i,0.0010123+0.00040404i,0.00023238-0.000314i,5.5307e-05-0.00015132i,-0.00024797-0.00013277i,-0.00015006-0.00048631i,0.00030927+0.00012074i,-0.00011962+0.00037564i,-0.00052509-0.00016672i,-0.00030113-7.2121e-05i,-5.2454e-05+0.00023013i,0.00045572-0.00028783i,0.00079731-0.00066125i,0.00075162-0.00011304i,0.0010783-0.00012794i,0.0012112-0.00081899i,0.0008058-0.0010977i
0.00014326-0.00038314i,0.00046337-0.00090977i,0.00064256-0.001049i,0.00015484-0.00041866i,-3.6456e-06+0.00012695i,-0.00019398+0.00041268i,3.3173e-06-0.00013196i,-2.6919e-05-0.00049829i,0.00010829-0.00019249i,0.00042179-0.00022491i,0.00036458-0.00055255i,0.00045535-0.0012809i,4.5183e-05-0.0010515i,-0.00043796-0.00064078i,-0.00061397-0.00026517i,-0.00084424+9.9552e-05i,-0.00035516+9.1873e-05i,-0.0002299+0.0002047i,-0.00012076+0.000147i,-6.8054e-05+0.00014081i,0.0003441+8.6993e-05i,0.00080806+0.00052657i,0.00056641+0.00072699i
-0.0014514-3.7626e-05i,-0.0011242+0.0016513i,-0.00070003+0.0022077i,0.00021235+0.0020239i,0.00070402+0.0016508i,0.00038703+0.00093604i,0.00061129+0.00036117i,0.0013215+0.0002557i,0.0012373+0.00015579i,0.00074653-0.00046614i,0.0006033-0.00010368i,0.00051795+0.00059982i,2.2706e-05+0.0003937i,-0.00027857-6.3369e-05i,-0.00056925-0.00056855i,-0.00061761-0.00026968i,-0.00010151-0.00011282i,-0.00012159+0.00017514i,0.00027636+0.00084475i,0.00067189+0.00067906i,0.00030119+0.00052327i,-2.1773e-05+0.00049605i,0.00029204+0.00035752i
0.00035325+0.00073343i,-0.00039737+0.00049787i,-0.00091933+0.00088309i,-0.00025586+0.0012455i,0.0008309+0.00018027i,0.00040742-0.00045091i,-0.00027193+0.00049962i,0.00063684+0.00063273i,0.0012565-2.5071e-06i,0.00086007-0.0010647i,0.00086998-0.0017002i,0.0008806-0.0011754i,0.00067752-0.00062346i,0.00057848+2.0203e-05i,1.8035e-05+0.00054668i,-0.00079034+0.0002203i,-0.00062202-5.1688e-05i,-0.00068179-0.00032272i,-0.00093238-0.0011561i,-0.00046834-0.00069352i,-0.00023445+0.00021677i,0.00038543-0.00022433i,0.00043116-0.00076856i
-0.0027518+0.00014024i,-0.0022174+0.00046946i,-0.0013377+0.0019133i,-0.00048212+0.0022922i,-1.3397e-05+0.0010235i,0.00080705+0.00010925i,0.0014069-0.00041921i,0.0014422-0.00096787i,0.001179-0.0005283i,0.00052001+0.00040726i,0.00026117+0.00040537i,-1.1821e-05-0.00023346i,-0.00089707-0.00052277i,-0.0012367-0.0010915i,-0.00079881-0.0011939i,6.8562e-06-0.00097825i,0.00057214-0.00097083i,0.00072647+0.00027766i,0.0011112+0.0015341i,0.0012453+0.00098668i,0.0012947+0.00047048i,0.00052907+0.00050018i,-0.00020479-0.00021108i
0.00035108+0.00018328i,0.00048812-0.00046511i,0.00053104+0.00041454i,0.00074513+0.0011869i,0.001228+0.00079507i,0.0011566-3.4754e-05i,0.00032206-0.00048111i,0.00017091-0.00052443i,0.00073562-0.00036273i,0.00084181+4.7002e-06i,0.000791+0.00023678i,0.00097802-9.4973e-05i,0.00082822-0.00047115i,0.00047013-0.00085273i,0.00055813-0.00094128i,0.00034255-0.00088678i,-0.00056479-0.0010154i,-0.00087503-0.00044469i,8.9398e-05-3.7112e-05i,0.00080297-0.0001246i,0.00015131-8.175e-05i,-0.00029823-0.00023462i,0.00030675-0.00045272i
0.0025796+0.00060719i,0.0027128+0.00060323i,0.0026874+0.00044771i,0.0024298-0.00025736i,0.0020948-0.00049812i,0.00082458+0.00017355i,-0.00041839+0.0010661i,0.00015225+0.0012933i,0.00044034+0.00020636i,1.943e-05-0.00055995i,-0.00011689-0.0006285i,-0.00030457-0.0013962i,-0.00085934-0.0010685i,-0.00085727-0.00047132i,-8.7456e-05-0.00089572i,0.00026809-0.0013659i,6.2452e-05-0.0011116i,-0.00064653-0.00078609i,-0.001136-0.00022004i,-0.00064675+0.0003672i,8.5589e-05+0.0004435i,0.00065441+5.3591e-06i,0.00023009-0.00071146i
0.00023604+0.0016851i,0.00071605+0.0016766i,0.00018447+0.00037403i,0.00030699+0.00054211i,0.00074687+0.00089727i,0.00035104-0.00036353i,0.0002095-0.0001803i,0.00024562+0.00056008i,-2.8277e-05-4.3295e-05i,-0.00067359-0.00064021i,-0.00065069+4.9038e-05i,0.00040586+0.00014445i,0.00098417-0.00074083i,0.00060248-0.00080028i,0.00014704+0.00037924i,-0.0003843+0.0010799i,-0.00071152+0.00041603i,-0.00038561+0.00025907i,-0.00032809+0.00083237i,-0.00031979+0.00054101i,0.00013795-0.00036421i,0.00040087-0.0011046i,0.0006519-0.0010418i
0.00059859+0.00025487i,0.0013957+0.0012743i,0.0022744+0.0024781i,0.0027984+0.001764i,0.0024172+3.1196e-05i,0.0010306-0.0012364i,-0.00018651-0.0016024i,0.0002061-0.0014465i,9.3776e-05-0.00066344i,-0.00045204+0.00046885i,-0.00018396+4.526e-05i,0.0003351-0.00027545i,3.5631e-06+0.00018738i,-0.0002922-1.2114e-05i,-0.00051443-5.9415e-05i,-0.00067915-8.8469e-05i,-0.00035957+0.00016227i,0.00020084+0.00072063i,0.00036426+0.00054478i,3.9604e-05-6.8637e-05i,-0.00037769-0.00093948i,-0.00035428-0.00047493i,-0.00019083+0.00054177i
-9.7518e-05-0.00027297i,0.00081446-0.00024537i,0.0013134+0.00050959i,0.0010629+0.00062938i,0.00070553-6.2644e-05i,-7.3171e-06-0.00065801i,0.00049368-0.00051377i,0.0013263-0.00075256i,0.00077138-0.0011603i,0.00027112-0.00094608i,0.00055476-0.00064305i,0.00078103-0.00072836i,0.00064219-0.00066534i,-0.00028856-0.00045862i,-0.00050957-0.00049529i,-0.00014056-8.6791e-05i,0.00034064+0.00039763i,0.00017729+0.00062472i,-0.00029021+4.1382e-05i,2.3572e-05-0.00072501i,1.4491e-05-0.00059472i,-0.0001786-0.00048468i,-5.4139e-05+3.2466e-05i
0.0011774-0.00036052i,0.00024984-0.00078488i,0.000264-0.00022308i,0.00071553-2.8313e-05i,0.00063915-0.00089973i,0.00054379-0.0012812i,0.00077552-0.0010073i,0.00037972-0.00072294i,0.00068791-0.00090891i,0.0013797-0.00087891i,0.00062325-0.00076994i,0.00047081-0.00061648i,0.0010132-0.00014473i,0.00076935+0.00053553i,-0.00023949+0.00047065i,-0.00076867-0.00012272i,-4.6694e-05-0.00030316i,0.0001813-0.00037723i,-0.0006807-0.00035323i,-0.00072829-0.00022827i,0.00015966-0.00038283i,0.00058704+0.00033141i,-9.9814e-06+0.00043512i
-0.0010694+0.00076757i,-0.0012946+0.00080866i,-0.0011511+0.00094495i,-0.00027831+0.00080306i,-3.9316e-05+0.00025237i,-5.6621e-05-0.0001743i,-0.0003797-8.1219e-05i,-0.00052045-0.00029875i,-0.00027159-0.00023144i,3.2659e-05+3.0607e-05i,-0.00044075-0.00041815i,-0.0012078-0.00042714i,-0.0010624-1.2913e-06i,-0.00030359-0.00044566i,1.851e-05-0.00064998i,0.00010286-1.5356e-05i,0.00021237-0.00013829i,-3.7118e-05-0.0009543i,-6.2484e-05-0.0010568i,8.7197e-05-0.00084687i,-0.00025781-0.00033325i,-0.00020527-0.00020725i,0.00045361-0.00076149i
0.0011167+0.00015588i,0.00093585+0.00022956i,0.00074973+0.00079613i,0.0011178+0.00056458i,0.0019007-0.00010373i,0.001579-0.00024165i,0.00054013+0.00048586i,-0.00025151+0.00039243i,0.0005443-0.00024081i,0.0010507-0.00086923i,-4.6983e-05-0.00086676i,-0.00012773-0.00035281i,6.8772e-05-0.00023967i,0.00015652-0.00062622i,0.00021845-0.00089272i,-0.00043571-0.0012037i,-0.00061769-0.00081662i,-0.00015288+0.00019389i,0.00023114+0.00035898i,-8.1672e-05+0.00020452i,1.9677e-05+3.1236e-05i,0.00036373-0.0006179i,0.00016733-0.00093913i
0.00035839+0.00060122i,0.00057771+0.0012183i,0.00092923+0.00054315i,0.0015115-0.0005095i,0.0016664-0.00014051i,0.0007417+0.00012671i,0.0001732+6.8599e-05i,0.00014553+0.00028848i,0.00092262-0.00014235i,0.00093942+0.00017485i,0.00024089+0.0003579i,0.00022196-0.00061238i,-0.00019105-0.00043405i,-0.00099396-0.00026891i,-0.0011143-0.00027388i,-0.0011522+0.0004225i,-0.00070253+0.00023654i,2.9195e-05-0.00077613i,0.00059033-0.0005226i,0.00087512+5.9636e-05i,0.00080437+8.7321e-05i,0.000313+0.0010243i,-0.00020106+0.0011829i
-0.00052675+0.00061251i,-6.5748e-05+0.0014673i,0.00054535+0.0020094i,0.00023101+0.00061192i,-0.00023729-0.00089405i,-0.00049588-0.00046706i,8.4596e-05+0.00057374i,0.001348+0.00012175i,0.0018263-0.00070434i,0.00097501-0.00074119i,0.00058306-0.00069988i,0.00013318-0.0011392i,-0.00044507-0.00083701i,-0.00034516+5.7111e-05i,-0.00043324+0.00076986i,-0.00062256+0.00076221i,-0.0006577+8.7497e-06i,-0.00042938+0.00026411i,0.0002004+0.00068467i,0.00081975+0.00097668i,0.00011901+0.0011378i,-0.00060127+0.00056453i,-0.00023093+0.00025015i
-8.9171e-05+0.00050366i,-0.00025133+0.0012391i,-0.00022101+0.0019127i,0.0010451+0.002044i,0.0012934+0.0021633i,0.00046147+0.00119i,-0.00056646+0.00034387i,-5.8715e-05+8.5011e-05i,0.0013735-0.00040459i,0.00081329-0.00093641i,-0.00018085-0.00070359i,-0.00044095-0.00059104i,-0.00056439-0.00014776i,-0.0002282+0.00080326i,-0.00031692+0.0009278i,-0.00056298+0.00094487i,-0.0001308+0.00059288i,0.00060278+0.00046416i,0.00093822+0.00057595i,0.0004106-0.00022826i,-2.3089e-05-0.00059021i,-5.2578e-05+6.57e-05i,0.00013212+0.00025679i
-0.0020938+5.4315e-05i,-0.0010146+0.00025762i,-0.00072132+0.00076106i,-0.0012647+0.0017482i,-0.00048341+0.001673i,0.00094371+0.00087978i,0.00075912+0.00033861i,0.00031957-0.00022795i,0.00025764-9.5679e-05i,0.00038478+0.0004601i,8.1805e-05+0.00092562i,-0.00014551+0.00037156i,3.0913e-05-0.00032592i,-9.1499e-05-0.00046397i,-0.00059801-0.00032767i,-0.00014169+0.00015011i,0.0001448+8.2642e-05i,-0.00023041+0.00024997i,-0.00037222+0.00010866i,-0.00044844+4.9588e-05i,-0.00031805-0.00022377i,-0.00052945-0.00045163i,-0.00054677-0.00016468i
-0.00076758+7.9195e-05i,5.6706e-05+0.00047918i,0.00011081+0.0011046i,0.00054191+0.0014671i,0.00087+0.0014103i,0.00062527+0.00089512i,0.00036708+0.0010999i,-0.0001228+0.00091987i,-0.00025646+0.00012943i,-1.6071e-05+0.00052435i,0.00064887+0.00045635i,0.00037925-9.6727e-07i,-0.00019746-0.00067993i,9.1381e-05-0.0011204i,-0.00011438-0.00059618i,-0.0004992+8.6441e-05i,-0.00033875-0.00028577i,-3.9395e-05-0.00089273i,0.00057376-0.00038039i,0.0011411+0.00040878i,0.00013035+0.00074664i,-0.00065556+0.001231i,-0.00036051+0.00083387i
-1.6104e-05-0.00045924i,-0.0010126+0.00084804i,-0.00019591+0.0013221i,0.00070832+0.00094201i,0.00060935+0.0011435i,-0.00013592+0.0010079i,-0.00042587+0.00062724i,2.1913e-05+0.00021346i,0.0003876-0.00026087i,0.0011593-0.00095184i,0.0012244-0.0011681i,0.00048119-0.00077985i,0.00017178-0.0009309i,0.00078976-0.00084618i,0.0014328-0.0005597i,0.0012599-0.00023762i,0.00079337+0.00051916i,0.00030277+0.00032686i,0.00079991-0.00073439i,0.00095876-0.00024403i,0.00083279+4.4214e-05i,0.00058078+0.00021168i,-0.00026659+0.00049358i
-0.0015276+0.0014495i,-0.00092116+0.0024757i,0.00046139+0.0021159i,0.00058475+0.00085903i,0.0010711-0.00066444i,0.0017001-0.0017696i,0.0006807-0.001496i,5.7506e-05-0.00045525i,-0.00048661-0.00054025i,-0.00049367-0.00062454i,0.00025753-0.00025415i,-1.2818e-05+0.00017652i,-0.00038616-0.00059068i,-0.00054451-0.0011784i,-0.00055385-0.00034633i,-0.00055569+0.00025364i,-0.0010075+0.00019643i,-0.00088287-9.8215e-05i,0.00014518+0.00017833i,0.0010601+0.00069766i,0.0010424+0.00075055i,5.5659e-05+0.00036071i,-0.00086641+0.00013298i
-0.00087765+0.00048509i,-0.00036001+0.00093564i,0.00063369+0.0014686i,0.00064012+0.0019209i,0.00015532+0.00096092i,0.00029095-0.00035727i,0.0003021-0.00067398i,-0.00027947-0.0002472i,-6.1959e-05+0.00063799i,0.00041601+0.00077413i,0.00093363+0.00054355i,0.00077251+0.00023183i,5.6196e-05-0.00039207i,-0.00069107-0.00087827i,-0.00019104-0.00063262i,0.00034943-0.00021861i,-0.00038006-0.00036703i,-0.001062-0.00062783i,-0.0010594-0.00031841i,9.9337e-05-0.0002953i,0.0011888-0.00054588i,0.0013593-0.00060637i,0.00089111-0.00059727i
-0.00042068-0.0011824i,-0.00058379-0.00018553i,-0.0018723+0.00024939i,-0.0014945+9.4031e-05i,-0.00090955+0.00064655i,-0.00053492+0.0013356i,9.4299e-05+0.0010356i,0.0005754+0.00013095i,0.00056097-1.1162e-05i,0.00033699+0.00087455i,0.0004195+0.00097702i,0.00058821-0.00028992i,0.00078197-0.00099228i,0.0010818-0.00050314i,0.00091497+0.00015336i,-8.324e-05+2.9149e-05i,-0.00075201+0.00036969i,-0.0009987+0.00053056i,0.00016605-0.00041438i,0.00088142-0.00059764i,0.00024376+0.00012929i,7.901e-05+0.00027943i,0.00048105-6.3726e-05i
-0.00014067+0.00083379i,0.00061855+0.00031832i,0.0010419+0.00028808i,0.00077245+0.00082725i,0.00049999+0.0012138i,0.00082707+0.00065132i,0.0012272+9.2699e-05i,0.00069665-0.00020502i,0.00028697-0.00041827i,0.00037591-0.00027262i,0.00020898-0.00010938i,0.00031015+0.00013174i,0.00039141+0.0005657i,0.00036235-0.00052053i,0.00043911-0.0016946i,-6.744e-05-0.0011845i,-0.00073265-0.00023856i,-0.00045976-0.00027826i,0.00061545+3.8968e-05i,0.0010935+0.00033283i,0.00050503+0.00018255i,-3.9685e-06-3.7077e-05i,-0.00033066-0.00028102i
7.8859e-05-0.00013117i,0.00021907+0.0001132i,0.00095049+0.00016201i,0.0003725+0.00038914i,-0.0005784+0.00046227i,-0.00034408+0.00012422i,0.00058367+0.00023211i,0.00089204-0.00065331i,0.00087102-0.0013117i,0.0002155-0.00034887i,-0.00082971+0.0002147i,-0.00026567+0.00042359i,0.0004908-1.3959e-05i,0.00027675-0.00075428i,0.00062924-0.0011941i,0.00099341-0.00094419i,0.0007759-0.00035317i,0.0008262+2.7237e-05i,0.0006278+0.00035036i,0.00022218+0.0003535i,0.00026084-3.2426e-05i,0.00043994+0.00013034i,0.00013525+0.00036798i
-0.0012782-0.00081929i,-0.00081705-0.00055234i,-0.0014504-9.6968e-05i,-0.0012735+0.00023639i,-0.0003407+0.00021598i,0.00016894+0.00038876i,0.00021219+0.00013939i,-0.00010586-0.00069059i,-0.00066928-0.00014595i,-0.00067413+0.00022082i,-3.2678e-05-0.00045943i,0.00090115-0.0010082i,0.0015549-0.00058789i,0.0014209-0.00014924i,0.0010235-0.00079737i,0.00070298-0.0010029i,-4.2612e-05+6.6008e-05i,-0.00096214+0.00014841i,-0.0003282-0.000614i,0.00015943-0.00088423i,0.00063224-0.00065151i,0.00072106-0.00048584i,-0.00031136-0.00022908i
-0.00052824+0.0018587i,-0.00042767+0.0013103i,-5.092e-05+0.0011436i,0.00038941+0.00084424i,3.5491e-05+0.000248i,-0.00050629+0.00012824i,-0.00052128+0.00060585i,0.00025595-9.7979e-05i,0.0012037-0.00064429i,0.00093112+0.00010529i,0.00080447+0.00011668i,0.00063205-0.00031622i,-0.00013025-0.0010407i,-0.00081767-0.0012757i,-0.00066625-0.00075321i,-0.00065058+0.00044935i,-0.00091093+0.0010174i,-0.00095754+0.00016481i,0.00024001-0.00021301i,0.0014751+5.9765e-05i,0.0012354-0.00012539i,0.00033761-0.00064603i,-0.00023296-0.00078974i
0.00066539+0.00072305i,0.0010781+0.00022002i,0.00045523+0.00081154i,-0.0001275+0.00071551i,0.00017027+0.00039647i,0.00093108+0.00020209i,0.0010817+0.00088037i,1.2086e-05+0.0012988i,-0.00016735+0.00010005i,0.00016296-7.3016e-05i,-0.00013556+0.00072243i,-0.00046449+0.00038495i,0.00032951-0.00029124i,0.00039024-0.00065295i,-0.00067028-0.00056998i,-0.00096225-6.7303e-05i,-0.00077786+0.00012182i,-0.0008737-0.00027492i,-0.00012628-0.00025311i,0.0005579-0.00060577i,0.00051099-0.00094104i,0.00089252-0.00069676i,0.00061034+0.00025569i
0.00019225+0.00092167i,6.4907e-05+0.0010908i,-0.00020313+0.0015984i,0.00036597+0.0017199i,0.00032912+0.0014523i,0.00023576+0.00015924i,0.00012144-0.00053977i,0.00031883-0.00060111i,0.00061175-0.00059746i,0.00050846-0.00077039i,0.00060423-0.00090069i,0.00072478-0.00083475i,0.00059354-0.00048861i,2.369e-05-0.00035654i,9.8657e-05-0.00016088i,-6.0091e-05-0.00023534i,-0.00043487-4.9418e-05i,-0.00017316-1.1929e-05i,0.0001029+0.00026078i,0.0004256+0.00061089i,0.00048068+0.0012447i,-6.5836e-05+0.0012667i,-0.0001702+0.00037968i
0.00033468+0.0005249i,0.00021374-0.00013806i,0.00024832+0.00067101i,0.00072977+0.0015588i,0.001208+0.00046908i,0.0011267-0.0006276i,0.0010235-0.00037597i,0.00066011+0.00016326i,0.00011544+0.0010433i,0.00030661+0.00072354i,0.0010555-0.00089038i,0.0016604-0.0017294i,0.00038607-0.0014554i,-0.00089421-0.00033125i,-0.0012346+1.9447e-05i,-0.00058173-0.0001921i,-0.00017029-0.00017781i,-5.3406e-05+9.2936e-05i,-8.4798e-05+0.00080269i,-0.00044931+0.00031653i,0.00050812-0.00054059i,0.00065899-0.0010804i,0.00022462-0.00090493i
0.0012701-0.00028566i,0.00096886-0.00030626i,0.00048175+0.00032132i,0.00056013+0.00038687i,0.00067361+0.00011544i,0.00017002-0.00096007i,-0.00013919-0.0012913i,0.00049438-0.0014338i,0.000485-0.00062833i,7.3936e-05+4.1293e-05i,0.00057022-0.00021932i,0.0005768-0.00025223i,0.00034497-0.00030738i,0.00010308-0.00043819i,4.7014e-05-0.00060832i,0.00055644-0.00080812i,0.00028638-0.00053318i,0.00031303-0.00044866i,0.00067306+0.00021727i,0.00038291+0.00075161i,-0.00027175+0.0011505i,-0.0008106+0.0012268i,-0.00061456+0.00040574i
-0.00063219-0.00058787i,-0.0010499-0.00015685i,-0.00044967-1.6385e-06i,-0.0005724+0.00068965i,-0.0012284-6.3647e-05i,-0.0010227-0.0013131i,-0.00039374-0.00060054i,-3.2821e-05+0.00026225i,-1.5549e-05+0.00029498i,-0.00017145-0.00047767i,-0.00052663-0.0011182i,-0.00091349-0.0010227i,-0.0010266-0.0013186i,-0.00086322-0.0012286i,-0.00060794-0.00061427i,-0.00085726-0.00029221i,-0.00065562-0.00066593i,-9.1829e-05-0.00026512i,0.00017704+0.00042471i,3.7786e-05+0.00014485i,-0.00049079+0.00029123i,-0.00017113+0.0002292i,0.0004981+3.1491e-05i
0.00037593-0.00049383i,0.00042812+0.00031068i,-0.00010597+0.00011968i,-0.00066121+5.0635e-05i,-0.00012695+4.2104e-05i,-7.9245e-05-3.4281e-05i,0.0003659+0.00019847i,0.00024513-0.00012269i,-6.7051e-05-0.00032381i,6.0282e-05-0.00044563i,-5.0729e-05-0.0007067i,0.00043712-0.00083454i,0.00024705-0.0011035i,-0.00029032-0.00099873i,-0.00041302-0.00076343i,-2.8728e-06-0.001257i,0.00031444-0.00036457i,-0.00026655+0.00049591i,-3.0148e-05+0.00024816i,0.0003866+0.00043421i,0.00028735+0.00092736i,0.00023193+0.00097215i,-6.9082e-06+0.00028206i
-0.0017383-0.001296i,-0.0017953+0.00041005i,-0.0014734+0.00059183i,-0.00093462+7.091e-06i,-0.00083039-5.8942e-05i,-0.00013393+0.00025137i,0.0005801+0.00017374i,0.0009423-0.00034215i,0.00056287-0.00084153i,-0.00044535-0.00085242i,-0.00089092+2.6443e-05i,-0.00059623+0.00018874i,0.00026462-0.00044262i,0.00099582-0.00037937i,0.00052293+6.2524e-05i,-8.9159e-05+7.8568e-05i,5.7586e-05+0.00011914i,0.00031012+0.00041194i,0.00048152+0.00071183i,0.00052702+0.00029571i,0.0010361-0.00015254i,0.0010004+6.5862e-05i,0.00048577+0.00027288i
-0.00077868-0.0012065i,-0.0010328-0.0010754i,-0.0015422-0.00028156i,-0.000713+0.00062312i,0.0004012+0.00048848i,0.00011811+0.00048358i,-3.7562e-05+0.00059589i,0.00059581+1.008e-05i,0.00046463-2.5272e-05i,-0.00043912-0.00065431i,-2.5866e-05-0.0012349i,0.00062558-0.00098749i,0.00085791-0.00099688i,0.0010067-0.0002766i,0.00017051-8.4407e-05i,-0.00076176-0.0011016i,-0.00014854-0.00071395i,0.00072846+6.2326e-05i,0.00054896-9.8838e-05i,0.00073056-0.00039619i,0.0014538+0.0001247i,0.00094592+0.00026491i,-4.4278e-05-0.00073544i
0.00011238+0.00054657i,0.00067341+0.0018581i,0.0013198+0.003276i,0.0011149+0.002734i,0.0003702+0.0012098i,-0.00039341+0.00019242i,-8.5759e-05-0.00044012i,0.00060982-0.000785i,0.00033333+2.0397e-05i,0.00010285+0.00026842i,0.00052254+0.0001884i,0.00027357+0.00048313i,-0.0010869-0.00017921i,-0.0025764-0.00104i,-0.0021496-0.00049486i,-0.00081609+0.00029383i,-0.00047056+0.00042347i,-0.00027884-2.835e-05i,-0.00056697-4.7805e-05i,-6.7018e-05+0.00031408i,0.00061634+0.00031091i,0.00060936+8.2983e-05i,0.00064533+0.00028627i
0.00083359+0.00024437i,0.0010078-0.00013345i,0.0011441+0.00043779i,0.00055603+0.00015337i,0.00055991-0.00011672i,0.00048526-0.00021872i,0.00073444-0.00051551i,0.00090663-0.00041222i,0.00037578-0.00038374i,-0.00013056-0.00017811i,-4.0548e-05-0.00014824i,-0.00027612-0.00042512i,-0.00046629-0.0008187i,-0.00012235-0.00075124i,-0.00084604+0.00028413i,-0.0011813+0.00064188i,-0.00081236+0.00022146i,-0.0016283+0.00013447i,-0.0014792-0.00044743i,0.00017727-0.00018064i,0.00067+2.1972e-05i,0.0006+1.1041e-05i,0.00037787-0.00031469i
0.0003282-0.0011373i,0.00036363-0.00057793i,0.0005172+0.00027114i,0.00050953-0.00038334i,-0.00025923-0.0014272i,-0.00086799-0.00067489i,-0.00033353-0.00013395i,0.0011816-0.00034124i,0.0017033-0.00017228i,0.00088028-0.00010976i,0.00054248+3.2814e-05i,0.00024021+5.4397e-05i,-0.00017072-0.00059407i,-8.2591e-05-0.00080244i,0.00010132-0.00030103i,-0.00026565-0.0002684i,-0.00080588-0.00047586i,-0.0005246-0.00047228i,0.00042415-0.00056656i,0.00090764-0.00016223i,0.00084192-5.585e-05i,0.00059774-0.00014647i,0.00038897+1.5052e-05i
-0.00045881-5.1987e-05i,-0.0016604-0.00015888i,-0.0012366-0.00024292i,-0.00076358+0.0010376i,-0.00099817+0.0014248i,-0.00079484-0.00037907i,0.00051589-0.00098234i,0.0012162-0.00031959i,0.00064886-0.00024859i,9.3847e-05-0.00041068i,-8.9786e-05+3.1919e-06i,0.00016717+0.00024395i,0.00050511-0.00063965i,0.00032033-0.00098879i,-0.00061511-0.00026956i,-0.0012442-0.00039009i,-0.0011941-0.00091001i,-0.0010803-0.00046729i,-0.00070032-0.00013231i,-0.00021027+1.0933e-05i,5.9507e-05+0.00013924i,-1.563e-05+0.00034663i,3.189e-05+0.00049739i
0.00017908-0.00099472i,-0.0007193+7.4102e-05i,-0.00087761+0.00061157i,-0.00060564+0.00083778i,-0.0012198+0.0013461i,-0.0011494+0.0019171i,-0.00090859+0.0013317i,-0.00075004+0.00011682i,0.00018209-0.00061959i,0.00088902-0.00055509i,0.00095292-0.00029824i,0.0003841+9.0669e-05i,0.00066118-0.00040997i,0.00093535-0.0013412i,9.7906e-05-0.0008691i,-3.5749e-05-2.0177e-05i,0.00032555-0.00027978i,0.00032001-0.00052453i,-0.00026376-0.00031539i,-0.0010396+0.00019584i,-0.0010042+0.00044137i,-0.00067108+0.00012525i,-0.00056317+8.7507e-05i
0.0016276-0.00049108i,0.00093863-0.00053624i,-0.00082817-0.00038916i,-0.00086181-5.4716e-05i,0.00056318-0.00014i,0.00050304-6.9062e-05i,-0.0001825+0.00034732i,-0.00046832+0.00013807i,-0.00031204-4.2064e-05i,0.00030119-0.00018803i,0.0002851+0.00014105i,0.00028088-3.7229e-05i,0.00045126-0.00087711i,-0.00039628-0.00056111i,-0.0012545+0.00038141i,-0.001277+0.00038866i,-0.00029697-0.00030573i,8.4282e-05-0.00038819i,-0.0002213-2.3191e-05i,0.00026424+0.00044551i,0.00078188+0.0006144i,0.0004476+0.00026789i,-0.00012978+0.00061674i
