-0.0031781-0.00091124i,-0.0028216-0.00047303i,-0.0027395-4.492e-05i,-0.0015074+0.0013136i,-0.00054726+0.0025665i,-0.00018033+0.0026329i,-0.00031855+0.0020913i,-0.00030248+0.00090469i,9.6115e-05-0.00052587i,0.00014477-0.00084831i,-0.00029381-0.00030435i,0.00016666-8.3854e-05i,9.5209e-05-2.0225e-05i,-0.00090238-0.00044412i,-0.0014409-0.0012887i,-0.00069611-0.0014079i,8.5761e-06-0.00087924i,0.00015301-0.0011906i,8.6567e-06-0.0012697i,-0.00018999-9.4252e-05i,-0.00031462+0.00080773i,-0.0010893+0.00051711i,-0.0012276+2.0332e-05i
-0.0012289+0.001305i,-0.001298+0.0020471i,-0.0008192+0.0030478i,-0.00033504+0.002776i,0.00052191+0.0017347i,0.0014852+0.00057313i,0.00095319+8.4137e-05i,-0.00043257+0.00018503i,-0.0005368+0.00034285i,-0.00038412+0.00049552i,-0.00054526+0.00015155i,-0.00071381-0.00022721i,-0.00073406-0.00015263i,-0.00074624+0.00042737i,-0.00028923+0.00027799i,-2.0454e-05+0.000239i,1.5739e-05+0.00011853i,0.00066806-0.00015847i,0.00076743-0.00053333i,2.7347e-05-0.0005297i,-0.00020918-0.00010183i,0.00015346+0.00051401i,0.00031899+0.00095959i
-0.0019556+0.0017006i,-7.5158e-05+0.001451i,0.00069241+0.0006278i,0.0010237+0.00043893i,0.0010038+0.00053182i,0.0012061+0.00046497i,0.00032871+0.00072059i,-0.00087691+0.00040553i,-0.00011244-0.00014491i,0.0007903+0.00024426i,0.00053224+0.00066043i,-4.4049e-05+0.00032811i,-0.00012728+0.00021097i,9.5041e-05-4.832e-05i,0.00027231-0.00049304i,0.00030647-0.00032107i,0.00014802+0.0005289i,0.00054397+0.00071593i,0.00031882+0.00020228i,-9.5226e-05-0.00047968i,-0.00030518+5.9459e-05i,3.3037e-05+0.00068234i,0.0003666+6.5288e-06i
-0.0010275+0.00088318i,-0.0015246+0.00047163i,-0.0015146+0.00074332i,-0.00055951+0.00092594i,0.00045587+0.00011736i,0.00090008-0.0008366i,0.0011734-0.00050058i,0.00076879-0.00030147i,-0.00040281-0.00058616i,-0.0010228-0.00016321i,-0.00078127+0.00049019i,-0.0011855+0.00039906i,-0.0012934-3.9549e-05i,-0.00050172+0.00041397i,-0.00026817+0.00037878i,-8.0851e-05-3.7601e-05i,8.09e-05+0.0001899i,0.00024887+1.985e-05i,0.00038584-0.00065263i,0.00013258-0.00057992i,3.3e-05+4.8649e-05i,-4.0427e-05+4.4733e-05i,0.00027473-0.00079103i
-0.00097434+0.00022037i,-0.00075062+0.00021704i,-0.00045204+0.00057425i,6.953e-05+0.0019409i,0.0010963+0.0017528i,0.0017204+0.00072602i,0.0012929+0.00023472i,5.665e-05+8.842e-05i,-0.00050835+0.00029278i,-0.00055521+0.00024257i,-0.00064897+0.00013868i,-0.0010024-0.00039283i,-0.00015262-0.0011797i,0.00045622-0.0011516i,-0.00043936-0.00062468i,-0.0004841-0.00033463i,-0.00066232-8.2596e-05i,-0.00078692+9.6471e-05i,0.00018226+0.0003774i,0.00079823+0.00062742i,0.00027185-1.0213e-05i,0.00058064-0.00015409i,0.00089791+1.1624e-05i
-0.0011112+0.00061241i,-0.0024285+0.0011053i,-0.0020873+0.0009454i,-0.00050639+0.0009069i,0.00084052+0.0014313i,0.0013231+0.00091508i,0.00097042-0.00050017i,0.0011437-0.00081417i,0.00092927-0.00041314i,-9.7761e-06-0.00033768i,-0.0002268-0.00047745i,-2.8186e-06+0.00022674i,-0.00054059+0.0010179i,-0.00030004+0.00070541i,0.00036155+0.00029582i,0.00080055-0.00016472i,0.00087293+0.00056124i,0.00058441+0.00062568i,0.0011857-0.00035882i,0.001033-0.00024178i,-0.00012941-0.00022411i,-0.00019431-0.00017155i,0.00039676+0.00064569i
-0.0020182+0.0016038i,-0.00076768+0.0022606i,0.0006586+0.0017992i,0.00050595+0.0011553i,0.00064788+0.0010572i,0.0017997+0.00099947i,0.0015439+0.00048211i,0.00075575-0.00059755i,0.00043741-0.0011347i,0.0003677-0.00034965i,-0.00026507+9.3678e-06i,-0.00071159-0.00028659i,-0.00037535-0.00024763i,-0.00045833+0.00012021i,-8.94e-05+0.00054995i,0.0003306+0.00036113i,-0.00063627+0.00044831i,-0.0013588+0.0002312i,-0.0012374+0.00021769i,-0.00098151+0.0009697i,-0.00074468+0.00073933i,-0.00029447+6.1029e-05i,-7.6711e-05-0.00024789i
-0.00048715+0.00058148i,0.00013678+0.0010234i,-0.00074354+0.0016836i,-0.00087555+0.0015646i,0.00033789+0.0011118i,0.00086512+0.00088838i,0.00075826+0.00011821i,0.00094658-0.0005168i,0.00012606-0.00051081i,-0.00066793+0.00025115i,-0.00070109+0.00016947i,-0.00052053-0.00023597i,-0.00023834-0.00043267i,1.611e-05-0.0008543i,0.00047926-0.0010175i,0.0011883-0.00073211i,0.0011111+9.9373e-05i,0.00050093+0.00023813i,-9.0002e-05+6.9798e-05i,0.00032484+0.00040443i,0.001057+0.00044904i,0.00087611-0.00048639i,-0.00014109-0.0010924i
-0.00049902+0.00057138i,-0.0012179+0.0021637i,-0.00056894+0.0022833i,0.00087075+0.0013711i,0.000949+0.00068056i,0.0012418-3.0001e-05i,0.0010303-0.00016209i,0.00028195-9.8356e-05i,-0.00018497+0.00013988i,-2.0451e-05-8.3833e-06i,0.00033656-0.0006571i,0.00029165-0.00061088i,0.00010895-0.00018302i,-0.00016535-0.00027921i,0.00011867-0.00027788i,8.1429e-05-0.00011195i,-0.00034801+0.00061797i,-0.00013403+0.00092118i,9.7429e-05+0.00038381i,-0.00027843+0.00026685i,-0.00071392+0.00010476i,-0.00041398-0.00064906i,-0.00043006-0.00060946i
0.0012557+0.0019075i,0.0015051+0.00057208i,0.0018198-0.00015604i,0.0013121-0.00017747i,0.00045328-0.00024856i,0.00082098-0.00096558i,0.0016466-0.0010567i,0.0011015-0.00014077i,-5.5652e-05+0.00065292i,-0.00066553+0.00047963i,-0.00058897-0.00027342i,-0.00046274-0.00040948i,-0.0003151-3.4097e-05i,0.00012015-0.00014823i,-0.00023363-3.4343e-05i,0.00011873+0.00044502i,0.00094501+0.00075955i,0.0010447+0.00037001i,0.00084045+4.0096e-06i,0.00036629+0.00056307i,-0.00036295+0.00018i,-0.00044203-0.00022834i,-0.00024124-5.5519e-05i
-0.00027445-0.0014272i,-0.00050357+0.00034239i,-0.00050978+0.00097366i,-0.0012628+0.00081714i,-0.0023172+0.00078574i,-0.00039555+0.00088585i,0.0011362+0.00020398i,0.0011105-0.00035428i,0.00069181+1.8903e-05i,-0.00028586+0.00056529i,-0.00061299+0.0010075i,-0.00080228+0.0014613i,-0.0006256+0.0014171i,0.00055911+0.00085011i,0.0015324+0.00042106i,0.00146+0.00016084i,0.0011764-0.00042074i,0.00013106-0.0004864i,-0.0011694+9.705e-05i,-0.00080727+0.00039445i,-0.00066999+0.00019397i,-0.00087644-0.00048084i,-0.000208-0.00045276i
-0.00046656+0.0022351i,0.00063405+0.002332i,0.00098718+0.002074i,0.00044215+0.0014705i,0.00088807+0.00019779i,0.0017393-0.00067224i,0.0018487-0.00057527i,0.0011539-0.00055296i,0.00029039-0.00018309i,-6.0178e-05-0.00010082i,-0.00023112-0.00079664i,-0.00073969-0.0010893i,-0.00062903-0.0010956i,-0.00017761-0.00013064i,-0.0005064+0.00079166i,-0.00034748+0.00050272i,2.2715e-05+0.00072471i,0.00022182+0.0014036i,0.00039265+0.00097672i,-0.00011189+0.00041469i,-0.00025497+0.0013113i,-0.00062179+0.0010674i,-0.00067533-4.5542e-05i
-0.0030942-2.8237e-05i,-0.0034176+0.00098699i,-0.0027473+0.0026629i,-0.00091269+0.0022244i,0.0011822+0.001109i,0.0023827+0.00028641i,0.0012176-0.00019965i,-0.00092443+0.00023095i,-0.0015825+0.0013841i,-0.00088471+0.0015612i,-3.3588e-05+0.00061513i,-7.6998e-05-0.00014017i,-0.00025921-0.00069361i,-0.00041737+0.00015762i,-0.00054838+0.0011813i,-9.4527e-05+0.00064324i,-0.00029004+0.00044181i,-0.00041567+0.00037631i,0.00031709+0.0003479i,0.00036293+0.00017559i,-0.00071659+0.00019706i,-0.00051789-0.00035253i,0.00014232-0.00067644i
-0.00028302+0.0027896i,0.0007398+0.0034805i,0.0014245+0.0032978i,0.0017957+0.0016309i,0.0019785+0.00078202i,0.0018989+0.00061233i,0.0016679+0.00072754i,0.00075325+0.00038081i,2.9196e-08+0.00037488i,0.0001721+0.00024927i,0.00054894-0.00054779i,0.00028348-0.00031891i,-1.1738e-05-0.00020772i,-0.00013579-0.00039205i,-0.0011308-0.000721i,-0.0011906-0.0014734i,-0.00023811-0.001597i,-0.00061753-0.00041129i,-0.00048863+0.00071933i,0.00042108+0.00029013i,-5.2607e-05-0.00032998i,-0.00085664+0.00019408i,-0.00067719+0.00055887i
-0.00054604+0.00011041i,-0.0011842-6.3978e-05i,-0.0017157+0.0003155i,-0.00070422+0.00044583i,0.00061332+0.00041346i,0.0016736+0.00023429i,0.0016747-0.00024702i,0.00091087-0.00072919i,0.00059934-0.0004628i,0.00036541-0.00033721i,0.00035103-0.00036492i,-0.00089387-0.00035507i,-0.0010797-0.00034681i,-9.9938e-05+0.00012368i,0.00033099+0.00051295i,1.9902e-05+0.00035296i,-0.00028679+7.275e-05i,-0.00040124+3.2232e-05i,0.00027626-0.00012337i,0.0008681-0.00046913i,0.00030287-0.00048886i,-0.00039347-0.00028411i,-0.00024626-0.0002995i
-0.00085981+0.0023129i,-0.0010555+0.0032142i,-0.00038536+0.0036322i,0.00035755+0.0028888i,0.00082526+0.0021076i,0.00058818+0.0011688i,-0.00038675+0.00043565i,-0.00081608-0.00033106i,-0.0014084-0.00088548i,-0.0010782+0.00010701i,-7.805e-05+0.00097683i,-0.00015398+0.00048076i,-6.1143e-05-0.00011698i,8.5583e-05+0.00024658i,-0.00049421+2.9491e-05i,-0.00033341-0.00043197i,0.0002142-0.00083839i,0.00045046-0.00058077i,0.00033581+0.00047113i,6.9853e-05+0.00059365i,0.00037506-0.0003097i,0.00059702-0.0012719i,0.00043705-0.00077962i
-0.0014683-0.00011594i,-0.0013581-0.001322i,0.0004177-0.0005912i,0.0011277+0.00069494i,0.0012451+6.6488e-05i,0.001682-0.00050364i,0.0021182-0.0005242i,0.0016354+0.00044837i,0.00059379+0.0015183i,-0.00017168+0.00059722i,-0.00058189+1.8102e-06i,-0.00053662+0.0010985i,0.00059823+0.0015926i,0.00038767-0.00036185i,-2.9379e-05-0.0011203i,7.932e-05-0.00025416i,0.00068896+0.0001536i,0.00059309+0.00041528i,0.00020146+0.00039713i,7.4093e-05-4.1359e-05i,0.00028046-0.00016965i,0.00079545+7.3804e-05i,0.00030109-0.00019655i
-0.0015693+0.0022704i,-0.0018992+0.0037014i,-0.0018171+0.0027126i,-0.00095601+0.0014925i,-0.00013635+0.0014366i,0.00032503+0.001324i,0.00098551+0.00038307i,0.00060582-0.00035084i,6.5794e-05-0.00017552i,-0.00013822-0.00069488i,-0.00053286-0.00010483i,-3.7778e-05+0.0010274i,0.00063311+0.00061744i,-3.9272e-05+0.00054121i,8.6468e-06+0.00049154i,0.00056683+0.00018823i,0.00036027+0.00024295i,0.0004575+0.00053769i,0.00029475+0.00059218i,0.00017993+0.00016423i,0.00031473-0.00051941i,-4.9565e-05-0.00050058i,-0.00042624-0.00064839i
-0.0009969-0.0028612i,0.00026698-0.0024868i,0.00050715-0.00079438i,0.0010626-0.00017771i,0.0016018+0.0010995i,0.0018096+0.0016526i,0.0010805+0.00091495i,0.00010531-0.00017546i,-0.00033597-0.00054051i,-0.00061735+0.00026634i,-0.00082627+0.0010153i,-0.00088197+0.00027704i,-9.8381e-06-0.00027993i,0.00073694-0.00028346i,7.3594e-06-0.00042846i,-0.0011675-0.0005586i,-0.00080707-0.00028258i,0.00033464+6.647e-05i,-5.8807e-05+0.00071284i,3.4933e-05+0.0012298i,0.0011162+0.00068412i,0.0012484+0.00011866i,0.00036998+0.00033604i
-0.0015081+0.0032348i,-0.001586+0.0029571i,-0.0017587+0.001301i,-0.0010014+0.00043749i,0.00057008+7.0418e-06i,0.001883+1.4342e-05i,0.0014749+0.00027577i,0.00018528-5.9081e-06i,-0.00047836+0.00011562i,-1.9401e-05+0.0004138i,-0.00011073+0.00017136i,-0.00060857-0.00015509i,-0.00039608-0.00014956i,0.00040325+0.00045862i,0.00079211+0.0011512i,0.00030295+0.0011294i,-0.00015614+0.00076337i,-8.2745e-05-0.00023405i,-0.00011769-0.00043667i,-0.00034024+0.00013732i,-0.00029684+0.00052438i,-0.00016554+0.00019714i,-0.00031573+0.0004707i
0.00023522+0.0010318i,0.00025694+0.00057425i,0.0016722+0.00089466i,0.0023204+0.00089724i,0.0022229-9.6248e-05i,0.0014365-2.3472e-05i,-0.0001064+0.00035326i,-0.00075019-0.00058787i,4.1949e-05-0.00024622i,3.8284e-05-0.00016716i,-0.00068452-0.00096012i,-0.00081151-0.00094744i,-0.00028435-8.4344e-05i,0.00039548+0.00061095i,0.00024842+0.00031675i,-8.5165e-05-0.00019958i,0.00038499+0.00014342i,0.00070724+0.00081236i,-0.00029099+0.00052214i,-0.00065093+0.0004512i,-0.0002624+9.0762e-05i,-0.00014644+0.00024477i,6.4928e-05+0.0008182i
0.00022783+0.0039855i,8.321e-05+0.0029987i,9.5187e-05+0.0017685i,0.00076929+0.0017173i,0.0015427+0.00085243i,0.0019796+0.00039085i,0.0015605-1.7495e-06i,0.00012232-0.00021067i,-0.00048674+0.00021595i,-0.00056582+0.00023431i,-0.0007406-0.00025601i,-0.00052925+3.4249e-05i,-0.00089347+0.00082952i,-0.0013625+0.00081716i,-0.00026449+0.00086844i,0.00049915+0.00082696i,-0.00025952+0.00071892i,0.00055124+0.00079995i,0.0010729+0.00063966i,0.00039334+0.0007932i,5.6907e-05-7.0125e-05i,-0.0002585-0.00060903i,-0.00062739-3.899e-05i
-0.0022043+0.00081448i,-0.00045501+0.0012733i,0.00070093+0.0023069i,0.0010353+0.0023554i,0.0016996+0.0016381i,0.0020321+0.0010395i,0.0011824-0.00055285i,0.00097449-0.001182i,0.00026904-0.00077043i,-0.00038891-0.00013122i,-0.00056094+0.00040843i,-0.00035564+0.00036034i,0.00029214-0.00042716i,0.000685-0.00081225i,0.00047319-0.0010752i,0.00037066-0.0011032i,0.00022093-0.00055635i,-0.00021512-0.00025288i,0.00040966-0.00026777i,0.00068126+0.00023121i,0.00039913+0.00072053i,-0.00015455+0.00065856i,-0.0010901-0.00013653i
0.00042794+0.0019923i,0.00039068+0.0019298i,0.0011553+0.00058495i,0.00039195-0.0008871i,-0.00020955-0.00066945i,0.0009187-0.00046836i,0.0011149-0.00014886i,0.00018105+0.00037383i,-0.00019956+0.00074993i,-0.0005339+0.0011419i,-0.001426+0.001052i,-0.0011057+0.00033751i,0.00012247-0.0004672i,0.00042534-0.00037294i,-6.5209e-05+0.00011928i,-0.00038292-0.00016675i,-0.00036816-0.00082187i,-6.5788e-06+0.00014082i,0.00023815+0.00092253i,-2.5525e-07-0.00018371i,-0.00012146-0.00085635i,0.00044466-0.0011181i,0.00068916-0.0004107i
-0.0020133+2.7138e-05i,-0.0011954-0.00028271i,-0.00063685+0.00074371i,0.00029465+0.0014563i,0.0014397+0.00186i,0.0016661+0.0013132i,0.0020476+0.00048195i,0.0015673+0.00034665i,0.00040827+0.0002602i,0.00012167-0.00052907i,0.00042025-0.0005823i,-0.00033818+0.00027634i,-0.0009968+0.00024937i,-0.00048693-0.00065646i,0.00025574-0.00090423i,0.00054441-0.00077472i,0.00044357-0.00062315i,0.00090074-0.00066795i,0.0013923-0.00077104i,0.0006597-4.4205e-05i,0.00023672+0.00023678i,0.00075013+1.7237e-05i,0.00027318-9.2532e-05i
-0.00026553+0.0012355i,0.00032721+0.0021157i,4.3913e-05+0.0016661i,-0.00042987+0.00080487i,-9.6841e-05+0.00073987i,0.00037938+0.00047649i,0.0012046-0.00013748i,0.00049043-0.00028962i,-0.00057181-0.0005297i,-0.00076304-0.00047321i,-0.00096525-0.00019314i,-0.00096314-0.00038449i,-7.8794e-07-0.00042723i,0.00049416+0.0001988i,7.6959e-05+3.171e-05i,0.00025962-0.00034049i,0.00066636+0.00023418i,0.00079262+0.00051899i,0.00076574+0.00041942i,0.00037408-0.00012058i,0.00013506-0.00049503i,-0.00028027-0.00033565i,-0.00022501+0.00035141i
-0.00044063+0.00014308i,-0.0002418+0.00021836i,6.9782e-05+0.00081724i,0.00028403+0.0012782i,0.0012638+0.0011272i,0.0015766+0.00094885i,0.0012639+0.00041827i,0.00097306-0.00031361i,0.00098202-0.00026655i,0.00075422-7.8622e-05i,-0.00029754+1.2683e-05i,-0.00093392+7.4116e-05i,4.5757e-05-0.00023519i,0.0011044+0.00021977i,0.00038278+0.00059267i,-3.5972e-05+0.00010307i,9.9421e-05+0.00026748i,-0.00050405+0.00023215i,0.00010101-0.00034888i,0.0006987-0.00042983i,0.00046062-0.00048021i,0.00046265-0.0004793i,0.00039194-0.0003644i
-0.002235+0.0030894i,-0.0021029+0.003558i,-0.0013536+0.0034883i,-0.00017562+0.0020381i,0.00061237+0.00093911i,0.0011673+0.00019063i,0.0010366-0.00053252i,0.00065278-0.0006139i,0.0005941+9.3014e-05i,-0.00013642+0.00047028i,-0.00078443+0.00016157i,-0.0010938-9.485e-05i,-0.0010765+0.00012747i,-0.0010849-0.0003182i,-0.0011404-0.00050108i,-0.00083827-0.00035469i,-0.0009978-0.00058215i,-0.0010937-0.0005243i,-0.00012156-0.00038816i,0.00042239-0.00081134i,0.00035226-0.0015364i,4.5447e-05-0.00075812i,0.00023643-0.00016355i
-0.00048127-0.0014713i,-0.0009622-0.0011093i,-0.001733+0.00021138i,-0.001044+0.00065655i,0.00021585+0.00066142i,0.00088031+0.00098576i,0.00099027+0.00085248i,0.00075237+0.00031736i,0.00034254-6.8223e-06i,-0.00043715+0.00012955i,-0.00061024+0.00054808i,-0.00035948+0.00069376i,-0.00058982+0.00025612i,-0.0011788+0.00023543i,-0.0014819-9.1692e-05i,-0.00058681-0.00018106i,7.1026e-05-2.4956e-06i,-0.0005627-0.00057477i,-0.001269-0.00027657i,-0.00073318+0.00075189i,0.00058545+0.0010682i,0.00073413+0.00040005i,0.00036197-0.0003199i
-0.001077+0.0033976i,-0.00093804+0.0031976i,9.7002e-05+0.0019493i,0.0004632+0.0010032i,0.0012061+0.00026799i,0.0020942+0.00020012i,0.001959-6.047e-05i,0.00091331-0.00058715i,0.00024906+0.00023693i,0.00032138+0.00046489i,0.00012981-0.00090768i,3.7726e-05-0.00065363i,-4.5662e-05+0.00064829i,-0.00046079+0.00098601i,-0.00039008-3.6123e-05i,0.00024469-0.00054107i,0.00020085-0.00027434i,8.9e-05-0.00038399i,-0.00021825+3.2713e-05i,-0.00068385+0.00029779i,-0.00031537+0.00011386i,0.00015321+7.4855e-05i,-5.1475e-05+0.00015996i
-0.0019577-0.0012543i,-0.0018136-0.00076313i,-0.001803+0.0012239i,-0.00060571+0.0025651i,0.0006177+0.0018813i,0.0016037+0.0015942i,0.0011728+0.00047781i,5.2304e-05-0.00061325i,-0.00026247-0.00061567i,-0.00044317-0.00018075i,-0.0005358+0.00039342i,-0.00066415+4.8689e-05i,-0.0005028-0.00052632i,0.00046973-0.00053436i,0.00059521-0.0001314i,0.0004979-0.00017745i,0.0010724+0.00014068i,0.0010528+0.0007643i,4.4639e-05+0.0010122i,-0.00034834+0.00098273i,-0.00040457+0.00081884i,-0.00042779+0.00023465i,-1.5236e-05-0.00055619i
-0.0014665+0.0029089i,-0.0010018+0.0030487i,-0.00060878+0.0022436i,-9.0835e-06+0.00038607i,0.00047753-0.00055011i,0.0014837-0.00041103i,0.0013469+5.8174e-05i,0.00064716+0.00056165i,0.00087149+0.00046809i,0.00043206+0.00014814i,-0.00079465-6.4196e-05i,-0.00099268+0.00014437i,-0.00071175+0.00052748i,-3.4218e-05+0.00059711i,0.00063966+0.00018092i,0.00085843-0.00058876i,0.00068919-0.00086121i,0.00039474+0.00011195i,3.3686e-05+0.00111i,7.7868e-05+0.001044i,0.00048105+0.00074092i,0.00013335+0.00023627i,0.0002349-0.00015303i
0.0016389+0.0010214i,0.0016842+0.0004238i,0.00064802+0.0011545i,-3.9005e-06+0.0013102i,0.00046869+0.00087565i,0.00087524+0.00063319i,0.00070594-0.00013129i,0.00087626-0.0010205i,0.00082396-0.0011801i,-7.0986e-06-0.00077625i,-0.00039931-0.00057189i,-0.0002981+0.00015494i,-0.00011355+0.0010636i,-9.0154e-05+0.00083035i,0.00038478-0.00014878i,0.00069014+0.00020593i,0.00035285+0.00086802i,0.00017603+0.00047733i,0.00019356+5.3366e-05i,-4.38e-06+0.00017487i,-0.00042249+0.00034483i,-0.00058419-9.8783e-05i,-0.00049934-0.00063552i
-0.00010027+0.001624i,-0.00049809+0.0017619i,0.00015488+0.0010043i,0.00040228-0.00016763i,0.00035662-0.00099219i,0.0010221-0.00054674i,0.0012535+4.516e-05i,0.00082402+0.00020658i,0.00023861+0.00029439i,-0.00031961-5.8751e-05i,-0.0011866-0.00017798i,-0.0010915+0.00031718i,0.00028377-0.00010748i,0.00077895-0.00071961i,0.00010118-0.00078504i,-5.1081e-05+7.5645e-05i,0.00073971+0.00056925i,0.00062547+0.00085596i,0.00023197+0.00086799i,0.00096147+0.0004845i,0.0010685-0.00038901i,-0.00017849-9.1617e-06i,-0.0010018+0.00080393i
0.00034651+0.000198i,0.00091637-0.00055987i,0.0015984-0.00077972i,0.0010735-4.3611e-05i,0.0016063+0.00032649i,0.0021199+0.00011448i,0.0020077-0.00019892i,0.0011686-0.0003027i,-6.5772e-05-0.00019488i,-0.00016907-0.0002268i,0.00041216+1.2472e-05i,0.0001536-0.00045783i,-0.00029673-0.0015426i,-1.9655e-05-0.0011237i,0.00045975-0.00019579i,0.00026188-0.0002287i,-0.00033896-0.00015837i,-0.00086302+0.0001756i,-0.0012307+0.00022696i,-0.00067165-0.00053182i,-0.00016064-0.0011195i,-0.00063577-0.00062314i,-0.00076433-4.518e-05i
-0.0026785+0.00056294i,-0.0035453+0.0016928i,-0.002486+0.0021639i,-0.0010166+0.0013867i,-0.00044979+0.00050938i,0.000628-0.00010699i,0.00036436-3.6438e-05i,-0.00042708+0.00057339i,-0.00085473+0.00037656i,-0.00092383-0.00056621i,-0.00092989-0.0011012i,-0.00052188-0.00077445i,-0.00026417+0.00023288i,-0.00053176+3.888e-05i,-0.00058488-0.00071845i,-0.00036235-0.00023876i,2.5562e-05-0.00014937i,0.00054408-0.00074127i,0.00076503-0.00088837i,0.00030249-0.00049204i,0.00014448-6.6096e-05i,-3.6536e-05-0.00040627i,0.00011666-0.0010681i
-0.0017448-0.0018004i,-0.0014933-0.0024911i,-0.0013565-0.0013147i,-0.00021988+0.001226i,0.00057125+0.0022372i,0.00108+0.0018665i,0.00068702-7.489e-05i,-0.00054689-0.0015139i,-0.0012468-0.00091556i,-0.00081439-4.55e-05i,-0.0004798+0.00045125i,-0.00066261+0.00041137i,-0.00069151-0.00039671i,0.0003456-0.00066524i,0.00048124-0.0010856i,-0.00064116-0.0012822i,-0.0010327-0.00022602i,-0.00065441+0.00029122i,-0.00041398-0.00036216i,-0.00048959-0.00044273i,-0.00033896-0.00032975i,7.4505e-05-0.0010633i,-0.00020474-0.00063902i
-0.0025073+0.0019301i,-0.0028124+0.0036847i,-0.0016081+0.0036453i,-0.00068626+0.0023308i,-0.00024415+0.0012955i,0.00077615+0.00016756i,0.0013945-0.000532i,0.0009119-0.00049364i,1.8525e-05-0.00081i,-0.00034291-0.00057293i,-0.00082245-0.00039533i,-0.00041264-0.00023839i,0.0004661-0.00010644i,0.00061412-0.00047175i,0.00031838-0.00041932i,-0.00014827-0.00049055i,-9.7763e-05+0.00034511i,5.1387e-05+0.00078689i,0.0007304-7.1898e-05i,0.0013084-0.00023408i,0.00089279+0.00070106i,0.00033838+0.00042934i,-0.00045566-0.00051525i
0.0012108+0.0014826i,0.0020167+0.0017287i,0.0019221+0.0011114i,0.0021915+0.00033451i,0.0012382+0.00075224i,0.00045443+0.00062886i,0.0007248+0.00038441i,0.00058268+8.3473e-05i,0.0002827-7.2748e-05i,-0.0001479+0.00019775i,-0.00029435+0.00045238i,-5.8692e-05+0.00084965i,0.00033202+0.00077587i,0.00062916+0.00069799i,-0.00016432+0.0014925i,-0.00056912+0.0013949i,-0.00061637+0.00060221i,-0.00010741+0.00091827i,0.0008348+0.00043334i,0.00078196-0.00011064i,-0.0003272-5.5783e-05i,-0.00035205-0.00011182i,0.00090863+0.00037283i
-0.001687+0.0043821i,-0.0014353+0.0044343i,0.00037097+0.0026993i,0.0022087+0.00041159i,0.0022867-0.00012723i,0.0024255-0.00017974i,0.0024436-3.8126e-05i,0.001069+0.00045076i,0.00035093+0.00055341i,0.00097877-0.00012614i,0.00056914-0.00076866i,0.00036688-6.3835e-05i,-7.0641e-05+0.0010447i,-0.00077679+0.0014257i,-0.00083142+0.00089671i,-0.00046356-0.00034451i,-0.00026692-0.00061403i,-0.00073766-0.00032799i,-0.00075241-0.00025791i,-0.00068209-1.5912e-05i,-0.00078362+0.00031231i,-0.00024238+0.00013234i,1.3525e-05+0.00010527i
0.0024321+0.00043069i,0.0026833+2.9263e-05i,0.0021152-0.00030372i,0.00096222-0.00032228i,0.00068502-0.00020871i,0.0013132+0.00042523i,0.0017467+0.0003697i,0.0010536+7.8715e-05i,0.00047458+0.00030949i,-0.00010805+0.00018243i,-0.0011262+5.104e-05i,-0.0011626+0.00014744i,-0.00027875+0.00028438i,0.00028241-0.00021772i,6.1509e-05-0.00068192i,0.00015372-0.00050122i,-0.00080028+0.00012034i,-0.0018978+0.00020358i,-0.0012226-1.6158e-05i,-0.00010669+0.00043493i,0.00010779+0.00073721i,0.00014943+0.00087481i,0.0006584+0.00082175i
-0.0018722+0.00078912i,-0.0032518+0.00099446i,-0.0018563+0.00086767i,-0.00039985+0.00048933i,0.00083777+9.1717e-05i,0.001766+7.6353e-05i,0.0015328+0.00069133i,0.00041969+0.00026508i,-4.136e-05-0.00065722i,-0.00017566-0.00027587i,-0.00040677+0.00029513i,-0.00038059+0.00028115i,-0.00021984+0.00048861i,6.1867e-05+0.00048705i,0.00040182+0.00019953i,0.00072077+0.00073738i,0.00067258+0.0010873i,0.00018763+0.00085349i,-0.00030898+0.00013847i,-0.0006682-0.00063224i,-0.00035838-0.00044299i,0.00055058+0.00031971i,0.00066192+0.00047656i
-0.0008787+0.0028442i,0.00018221+0.0033224i,0.00093112+0.0031436i,0.0021322+0.0015602i,0.0025082+5.461e-05i,0.0014945-0.00015093i,0.00067971-0.00053177i,-0.00035632-0.00029611i,-0.00042632+0.0002509i,0.00014996-0.00012389i,0.0010928-0.00072883i,0.00071148-0.00087216i,-0.00062521-0.00042901i,-0.0012348+0.00034521i,-0.00049159+0.00075121i,0.00044684+0.0008537i,0.00083811+0.0010876i,0.00025638+0.0011839i,-0.00055341+0.00056713i,-5.332e-05+7.1403e-05i,-0.00037639+0.00075236i,-0.0010235+0.00079092i,-0.00040513+0.00044581i
