-0.0026688-0.0014871i,-0.0026499-0.00040079i,-0.0030008+0.0013321i,-0.0031378+0.0020562i,-0.0033346+0.0015091i,-0.0028215+0.001113i,-0.0016905+0.0010747i,-0.00018945+0.0014378i,5.5264e-05+0.0012142i,0.00012369+0.0010625i,0.00043312+0.00077103i,0.00052293+0.00065587i,0.00029459+0.00082528i,-0.00016969+0.0006869i,-9.0303e-05+0.00062179i,-6.1274e-05+0.0015i,0.00066254+0.0018783i,0.00093727+0.00086041i,8.9638e-05+0.00030186i,-0.00042723+7.4679e-05i,0.00017309+0.0006111i,0.00033077+0.0003425i,0.00051414-0.00029694i
0.0009994-0.0016797i,0.00063229-0.0023897i,0.00031904-0.0034176i,-9.1824e-05-0.0037936i,-0.00054376-0.002828i,-0.00064069-0.0016096i,-0.00084018-0.00049655i,-0.0012051+2.4391e-05i,-0.0012016-0.0002501i,-0.0010981-0.0005612i,-0.00025554-0.00025198i,-6.4682e-05-0.00026804i,-0.00083652-0.00021978i,-0.00053756+0.00010972i,-0.00097808-0.00014692i,-0.0014755-0.00034483i,-0.00059275-0.00044353i,7.8628e-05-0.00039526i,-0.00031971+0.00015055i,-0.00053406-0.0001295i,-0.0004595-0.00077985i,-0.00011072-0.00051289i,0.00031632-0.00023029i
0.0015171+0.0023364i,0.0022076+0.001432i,0.0037323-0.00090848i,0.003434-0.0031099i,0.0017169-0.0036382i,0.00026322-0.001936i,-0.00023252-0.0011812i,-8.6457e-06-0.0013097i,-0.00026201-0.0013846i,0.00018125-0.0011372i,8.397e-05-0.00023414i,-0.00057703-0.00016796i,-0.00091085-0.00063123i,-0.0014577-0.0004225i,-0.0012224-0.00054813i,-0.00093462-0.00045051i,-0.0004341+0.00010944i,-5.3976e-05+0.0001443i,0.00038826+0.00014093i,0.00049382+0.00045313i,1.1845e-06-0.00012052i,0.00096132-0.00015684i,0.0014284+0.00018495i
-0.0012912-0.00099189i,-0.00078929-0.0025224i,-0.0012588-0.0010946i,-0.0010538+3.0044e-05i,-0.0003263-0.00014901i,0.00053843-0.00027896i,6.776e-05-6.5814e-05i,-0.00092472+0.00034212i,-0.00034719+0.00015982i,-0.0001985-0.00016227i,-0.00080456+2.7751e-05i,-0.0010519+0.00027815i,-0.0011509+0.00053081i,-0.0008417+0.00030866i,-0.00081388+0.00071007i,-0.00060389+0.00080787i,0.00018502+0.00047489i,-0.00019695+0.00037877i,-0.00039167-0.00032414i,0.00020311-0.00018698i,0.00065285-0.00026888i,0.00049878-0.00061531i,0.0002949+0.0002482i
-0.00017172-0.00047672i,0.00052589-0.00064812i,0.0013517-0.0011791i,0.00092034-0.0018098i,-0.00028885-0.0018672i,-0.00033337-0.0012636i,-0.00032089-0.00071984i,-0.00066334+5.2534e-05i,-0.00097777+0.0005574i,-0.0013334+0.00042801i,-0.0008736+0.00017859i,-0.00021542+0.00039782i,-0.00025473+0.00039361i,-0.00079253+0.00059235i,-0.00084713+0.00045323i,-0.00064827+0.00017418i,0.00018997-7.2602e-07i,0.0015866-0.00025719i,0.0017163-0.00081495i,0.00092564-0.0010365i,0.00015657-0.00033257i,3.9642e-05+0.00015532i,0.00035619+0.0004072i
-0.0021405+0.00052857i,-0.0021018-0.0010294i,-0.0017001-0.00080654i,-0.00087809+0.00065345i,0.00023103+0.0010999i,0.00064119+0.0001093i,-0.00013797-0.00090029i,-0.00059869-0.0012608i,-0.00089919-0.0015312i,-0.00090823-0.0012146i,-0.00060578-0.0002349i,-0.00017434+0.00016157i,0.00050489+0.00049612i,0.0003496+0.00064166i,-0.00023861+0.0004737i,-0.00013018+0.00020062i,0.00033686-0.00041535i,6.8793e-05-0.00032922i,-0.00016253-2.0954e-05i,-0.00011002-0.00034427i,0.00038809-0.00074014i,0.00060445-0.00068533i,0.00015814-0.00019981i
0.00019696+0.00021529i,0.0014051-0.00071345i,0.0013711-0.0023556i,0.00047997-0.0031948i,5.8764e-05-0.002776i,-0.00011531-0.0020858i,-0.00023522-0.00085312i,5.1111e-05+0.00052249i,1.2469e-05+0.00057155i,-0.00039782-0.00061788i,-0.0006907-0.00081074i,-0.0010564-5.0417e-05i,-0.0014037+0.00024224i,-0.001671+0.00028643i,-0.00087343+0.0009215i,0.00011856+0.0011394i,0.0002708+7.5915e-05i,0.000332-0.00025993i,0.001013-0.00017128i,0.0013854-0.00040295i,0.00077686+0.00025917i,-0.00018968+0.00032742i,-0.00073211-0.00047122i
-0.0018687-0.001496i,-0.0022088-0.0017819i,-0.0021592-0.0011796i,-0.0017664-0.0013526i,-0.0015927-0.0014016i,-0.0010308-0.00076363i,-0.0008803-0.0007476i,-0.00068394-0.0012146i,-0.00012237-0.00063978i,-0.00033823+0.00013749i,-0.00080213+0.00038187i,-0.0010117+0.00036735i,-0.00087408+0.00020022i,-0.0002917+0.0003416i,-0.00044379+0.00047159i,-9.1525e-05+0.0010869i,0.0008156+0.0011612i,0.00080564+0.00083763i,0.00073865+0.00075568i,0.00057867-0.00015217i,0.00024201-0.0006417i,8.2499e-05-0.00042906i,0.00035279-0.00014424i
-0.0011531+0.00036833i,-0.00051544+0.00027758i,-0.00037933+0.00024121i,-0.00085287-0.00079414i,-0.00040584-0.0013852i,-4.2656e-05-0.0010595i,-0.00056002-0.00084852i,-0.00092533+0.00012684i,-0.0014413+0.00083009i,-0.00083652+0.00047448i,-0.00028773+0.00018036i,-0.00095611+0.00036931i,-0.0011769+0.00091673i,-0.0010671+0.00022342i,-0.0014985-0.00032723i,-0.0014293+0.0007547i,-0.0011192+0.0010912i,-0.00070059-0.00018592i,-0.00035324-0.00064426i,-0.00023575+0.00020841i,-0.00055302+0.0001085i,-0.00063922-0.00018293i,-0.00012573+0.0002992i
-0.001018-0.0016588i,-0.00054889-0.0022287i,-0.00086863-0.0020866i,-0.0015322-0.0019577i,-0.0010224-0.002444i,-0.00017593-0.0022099i,-0.00036431-0.0010996i,-0.00046028-0.00066853i,-0.00082098-0.00088892i,-0.0015438-0.00067668i,-0.0011154-6.7699e-05i,-0.00030711+0.00069961i,-0.00042285+0.00091707i,-0.00087915+0.00099689i,-0.00083351+0.0013505i,-0.00104+0.00054809i,-7.8689e-05-0.00045287i,0.0014093-9.5006e-05i,0.0013224+0.00028928i,0.000889+0.00037758i,0.00097548+0.00069613i,0.0010826+0.00066022i,0.00044544+0.00024339i
-0.0021063+0.00019787i,-0.0020082-0.0013505i,-0.001302-0.0015774i,-0.00032041-0.00093197i,-7.9717e-05-0.00089955i,-0.0012223-0.0012817i,-0.0017884-0.00093047i,-0.0012199-0.00090797i,-0.00078471-0.0014928i,-0.0010066-0.0012913i,-0.0011851-0.00066614i,-0.0010352+0.00014982i,-0.00052774+0.00082785i,-0.00011027+0.00062987i,-3.1967e-05+0.00016347i,0.00016508+0.00032427i,0.00070888+3.5779e-05i,0.0011881-0.0004617i,0.0010179-0.00043049i,0.00062679-1.5929e-05i,0.00085609+0.00021897i,0.00051527+0.00038284i,-0.00048078-0.00034311i
0.00082887+0.00087364i,0.0016857+0.0014843i,0.0034733+0.0010745i,0.0044447-0.00027852i,0.0026802-0.00075932i,-0.00011896-0.00091762i,-0.00096679-0.00076556i,-0.0012355-0.0006257i,-0.0015177-0.00061287i,-0.0010619+0.00035626i,-0.0001935+0.00017585i,-8.5636e-05-0.0011406i,-0.0007958-0.0003936i,-0.00077102+0.00072456i,-0.00027548+0.00068276i,-0.00010561-0.00011326i,6.5839e-05-0.00099026i,-7.6588e-05-0.0010223i,-0.00023053-0.00076818i,2.3012e-05-0.00052076i,0.00046416-0.00020362i,0.00099258+9.5669e-05i,0.00027782+0.00026667i
0.00056705+0.00043787i,-0.00018908-0.0010711i,0.00025408-0.0029192i,0.00030502-0.0040516i,0.00055579-0.0030568i,0.00036822-0.0019012i,-0.00019458-0.001372i,-0.00023994-0.0016391i,-0.00067378-0.0017337i,-0.0012681-0.0011939i,-0.00079927-0.0017836i,-0.00036016-0.0017693i,-0.00094253-7.8183e-05i,-0.0010539+0.00028536i,-0.0010727-0.00031616i,-0.0016062-7.6567e-05i,-0.00083706+0.00051206i,7.5379e-05+2.6155e-05i,7.5853e-05-0.00055286i,0.00059845-0.00068783i,0.00086949-0.00023719i,7.5287e-05+0.00025827i,-0.00078685+2.2717e-05i
0.0010203-0.00071491i,0.001434-0.00068289i,0.0024419-0.0012345i,0.0023176-0.0015265i,0.0012157-0.0012868i,0.00049015-0.0011362i,-0.0002611-0.00070083i,-0.00093473-0.0012456i,-0.00070039-0.0021648i,-0.0006184-0.0012974i,-0.0015181-0.00056i,-0.0023135-0.0011748i,-0.001631-0.0012142i,-0.00059471-0.00034375i,-0.00091476+5.3059e-05i,-0.00095547-1.9907e-05i,-0.00025708+0.00023539i,0.00042169+0.00016655i,0.00086942+0.00041635i,0.00096991+0.0008857i,0.00059218-5.6262e-05i,0.00069733-0.00078761i,0.0003581-0.00050137i
-0.0013472-0.00088086i,-0.0016305-0.0020332i,-0.0010545-0.0023902i,-0.00078057-0.0033925i,-0.0012016-0.0046937i,-0.0011661-0.003156i,-0.00047747-0.00058436i,-0.00073797+0.000686i,-0.00083134+0.00035823i,-0.0010178-0.00043222i,-0.0012179-0.00029883i,-0.00068656+0.00019943i,-0.00085456+0.00012233i,-0.0011109-0.00032185i,7.9913e-05-0.00023012i,0.00061067+0.00015814i,0.00026158+0.00015661i,0.000153+0.00057612i,-0.00031107+0.00071552i,-0.00027567-1.6778e-06i,-4.0678e-05-0.00031214i,-0.00016242-0.00070899i,0.00029456-0.0008718i
-0.00047514+0.00046783i,-0.00010219-0.00038559i,0.00019921-0.00066114i,-0.00031478+8.0045e-06i,-0.00043152+0.00028423i,-0.00044317-0.00038296i,-0.0010502-0.00066207i,-0.001052-0.00079689i,-0.00050279+4.845e-05i,-0.00044557-1.4088e-05i,-0.00080961-0.0003672i,-0.000789+0.00024686i,-0.00048729+0.00010797i,-0.00079157-0.00049482i,-0.0012416-0.00011003i,-0.0018398+0.00087072i,-0.0015981+0.00075231i,-0.00011473-0.00026857i,0.0012232-0.00029878i,0.00079179-0.00050343i,-0.00020436-0.00042092i,-0.00043468-0.0003743i,-0.0010081+6.5795e-05i
-0.00023647-0.0017699i,-0.0013205-0.0020847i,-0.0024021-0.0028353i,-0.00055291-0.0023697i,0.00080924-0.0013573i,0.00011928-0.00098578i,-0.00027756-0.00038303i,-0.0011349+0.00013868i,-0.0016125+0.00028534i,-0.0012097+0.00036948i,-0.0004387-8.4002e-05i,-0.00028144-4.6908e-05i,-0.00020281+0.0007388i,-0.00034047+0.0010904i,-0.00048197+0.00024551i,0.00022945-0.000291i,0.00092915-0.00038645i,0.00037232-0.00037222i,-0.00052029-3.105e-05i,-0.0006664+0.00011291i,-0.00053449+0.00043987i,-0.00067651+0.00050774i,-0.00068718+8.5822e-05i
-0.0026443-0.0014814i,-0.0029167-0.0011822i,-0.002825-0.00053153i,-0.0023768-0.00011923i,-0.0013571-7.1052e-05i,-0.00084314-0.00049503i,-0.0002135+3.5624e-05i,-7.4573e-05+0.00022464i,-0.0011896-0.00055066i,-0.0014119-0.00052179i,-0.0012289+0.0004751i,-0.0013674+0.0011555i,-0.00043006+0.0013166i,9.3454e-05+0.00097245i,-0.00012831+0.00066872i,0.00014726+0.00065385i,0.00045959+0.00054542i,0.00028091+8.2805e-05i,0.00034508-0.00017231i,8.9451e-05+0.00017298i,-8.6585e-05+0.00063845i,0.00010496+0.00067963i,-0.00036237+8.6787e-05i
0.0014594-0.0020877i,0.0014267-0.0039279i,0.00165-0.0048278i,0.0023501-0.003859i,0.0020599-0.0025915i,0.00027455-0.0016201i,-0.0008867-0.0013879i,-0.00097282-0.0010928i,-0.00051882-0.001212i,3.6957e-05-0.0017333i,-1.3536e-05-0.0015158i,-0.00066903-0.00076447i,-0.0010578-0.00018928i,-0.001354+0.00049198i,-0.0016183+0.001091i,-0.0013507+0.001099i,-0.00063517+0.00091002i,-3.9017e-05+0.0003595i,0.00010265+5.8131e-05i,-0.0003331+0.00024116i,0.00034874+0.00068883i,0.000365+0.00026412i,-0.00056843-0.00059394i
-0.0012448-0.00043227i,-0.00025555-0.0011444i,0.00084295-0.0014236i,0.001174-0.0019268i,0.00070408-0.0025931i,-0.00059646-0.0028159i,-0.0011656-0.0018257i,-0.00082814-0.00081456i,-0.00095879-0.0006195i,-0.0010123-0.00042422i,-0.00070031-0.0009403i,-0.00081571-0.00064625i,-0.0009913+0.00071432i,-0.0012202+0.00079868i,-0.001274+0.00035354i,-0.0010236-1.8964e-05i,-0.00052941-0.00052628i,0.00028637-0.00052543i,0.00016069-0.00036827i,-0.00014612-0.00071772i,2.4212e-05-0.00073988i,0.00012464-0.00056536i,5.4988e-05-0.00063348i
0.0015771-1.1335e-05i,0.0021891-0.00045532i,0.0024413-0.00095353i,0.0019198-0.0023684i,0.0011951-0.0024622i,-1.3048e-05-0.001397i,-0.00051488-0.00064108i,-0.00013674-0.00056852i,0.00018683-0.0012527i,-0.00044184-0.0013464i,-0.0012395-0.001019i,-0.0011946-0.00096648i,-0.00058533-0.0010586i,-0.00038802-0.00025928i,-0.00037861+0.00013534i,-0.00039202-0.00041664i,-0.0005315-0.00052847i,-0.00026771+1.5358e-05i,0.00044521+0.00081577i,0.00044964+0.00055611i,-0.00016101+8.8854e-05i,-0.00036391-0.00011567i,-0.00040906-6.0234e-05i
-0.0024683-0.00070547i,-0.0031678-0.0017464i,-0.0023447-0.0026742i,-0.0010791-0.001948i,-0.0007989-0.0012621i,-0.00091031-0.00086098i,-0.00070167-0.00015264i,-0.0006142-0.00021938i,-0.0004-0.00052618i,-0.00054911-0.0004776i,-0.0014018+1.4964e-05i,-0.0014683+0.00041349i,-0.0012985-5.0931e-05i,-0.00089873-0.00045204i,-0.00089373-0.0001203i,-0.00090521+0.00017994i,-0.00060626-0.00014611i,-0.00073888-0.00072658i,-0.00042043-0.00071525i,-5.8083e-05+7.7453e-05i,-0.00032042+8.6126e-05i,-9.4308e-05-0.00039243i,-3.7161e-06+0.00056342i
0.0013007+0.00094405i,0.0027255+0.0005664i,0.002339+0.00012183i,0.0015935-0.00065279i,0.0015401-0.0011942i,0.0013252-0.0022856i,0.00020645-0.0024154i,-0.00099786-0.0012765i,-0.0010911-0.00077544i,-0.00073341-0.00062463i,0.00024213-0.00024768i,0.00028954+0.00025159i,0.00014844+0.0003726i,0.00047707+0.00046809i,0.00014932+0.00013438i,0.0001854-0.00036748i,0.0008106+8.4407e-05i,0.00052322-6.7948e-05i,0.00044963-0.00030978i,0.00061918-8.0864e-05i,0.00030955+0.00030649i,-6.7132e-05+0.00032767i,-0.00011269-0.00015141i
-0.0010832+0.00072456i,-0.00083589-0.00040656i,-0.00010777-0.0015191i,0.00037888-0.0019579i,7.8627e-05-0.0021138i,0.00011329-0.0014197i,0.00025081+1.7973e-05i,-0.00036198-0.00017851i,-0.00088006-0.00060932i,-0.00084021-0.00019439i,-0.00098396-0.00052226i,-0.0016596-0.00058922i,-0.0020136+0.00051844i,-0.0008595+0.0010568i,0.00012348+0.00033489i,0.00067013-0.00018456i,0.0011713+0.00055035i,0.00047321+0.00076578i,-0.00011745-0.00023496i,-0.0001807-0.00058084i,0.00021954+0.00038729i,0.00080093+0.00077704i,0.00038557+0.00041734i
0.0019646-0.0014838i,0.0027368-0.0027453i,0.0028691-0.0032691i,0.0020052-0.0031863i,0.00070805-0.0031426i,-0.00031791-0.0021615i,-0.00072384-0.00058619i,-0.0002502-0.00031062i,0.00036404-0.0004191i,0.0009679-0.00054209i,0.00064671-0.0010598i,-0.00092389-0.0009674i,-0.001223-7.6686e-05i,-0.00069781+0.00076697i,-0.00046006+0.0010369i,-0.00055938+0.00067746i,-0.00070446+0.00057152i,-0.00014131+0.00045013i,0.00057514-9.2505e-05i,0.00030796+0.00060204i,-0.00016913+0.00075195i,-0.00021884-0.00062086i,-0.0003015-0.001155i
-0.0024091+0.002677i,-0.0012476+0.0029683i,0.00036099+0.003349i,0.001548+0.0021103i,0.0011725+0.00044806i,-0.00019827-0.00031654i,0.00020839-0.000456i,0.00018461-0.00053113i,-0.00021324-0.0011157i,0.0004782-0.0017266i,-7.654e-05-0.0021569i,-0.00045942-0.0014831i,0.00028107-0.00061147i,0.00026644-7.6754e-05i,-0.00010622+0.0001667i,-2.6609e-05+0.00035606i,-0.00014921+0.00056764i,0.00032236+0.00060745i,0.00089726+0.00063066i,0.00048876+6.1263e-05i,7.3502e-05-0.0001573i,9.8093e-05+0.00017593i,0.00052478-0.00024206i
0.0011131-0.0015805i,0.0010705-0.0025885i,0.00076755-0.0024393i,0.00073035-0.0022458i,0.00053154-0.0011858i,-0.00018773-0.00028541i,-0.00030742-0.00018785i,-6.2736e-05+0.00015201i,-0.00064523-0.00038847i,-0.0010193-0.0014247i,-0.00071018-0.0017992i,-0.00058954-0.0012636i,-0.00078204-0.00027275i,-0.00081524+0.00042566i,-0.00068258+0.00045375i,-0.000433+0.00033775i,-0.00054009+0.00035239i,-0.00090594-0.00016215i,-0.00087489+0.00010573i,-0.00092124+0.00031637i,-0.00051708-0.00019881i,0.00046913+0.00016632i,0.00061638+0.0004659i
-0.0029656+0.0013878i,-0.002294+0.00099575i,-0.00095102+0.0010586i,0.00041191+0.00083663i,0.00089448+0.0001863i,0.00069303-0.00088355i,0.00033636-0.00093317i,-0.00045508+0.00035351i,-0.0011055+0.0011267i,-0.00080572+0.00097888i,-9.8819e-05+0.00032773i,0.00017388+0.00036666i,-0.00010003+0.001275i,0.00013588+0.0014585i,0.00038347+0.0012239i,0.00054371+0.0013509i,0.00063037+0.00092337i,0.00093695+0.00070189i,0.00061395+0.0010131i,0.00022012+0.00053753i,0.00080305+0.0002619i,0.00077501+0.00085147i,0.00029495+0.00085129i
0.0011341+0.00063963i,0.0013232-0.0011026i,0.0016489-0.0015214i,0.0012342-0.0019901i,0.00053811-0.0021409i,-0.00022692-0.0014926i,-1.0791e-05-0.00087753i,0.00037394-0.00048593i,9.9916e-05-0.00072232i,0.00046129-0.00084864i,0.00020822-0.0008624i,-0.00053641-0.00091606i,-0.00082479-0.00039996i,-0.0012716+0.00017658i,-0.00073501+0.00019664i,-0.00034443+0.00034146i,-0.0009768+0.0004281i,-0.0011272+0.00014417i,-0.0010343-5.8567e-05i,-0.00087118-0.00014387i,-0.00068137+0.00023705i,-0.00052347-0.00027312i,6.345e-05-0.00078905i
0.0012333-0.0009981i,0.00042462-0.0022586i,0.00019164-0.0037916i,5.2148e-07-0.0041859i,-0.00071159-0.0037302i,-0.001458-0.0021814i,-0.0014053-0.0014415i,-0.0012899-0.0010279i,-0.0010808-0.00066311i,-0.0013668-0.001202i,-0.001544-0.0011554i,-0.00095748-0.00030197i,-0.0006686+0.00017185i,-0.00038489+0.0005217i,-0.00025886+0.0010133i,-0.00066285+0.0014141i,-0.0007251+0.0013914i,-0.00073396+0.00090366i,-0.0013857+0.00025503i,-0.00122+0.00019017i,-0.00047622+0.00025764i,8.4276e-05+0.00010279i,0.00035736+0.0003684i
0.0019519-0.0020141i,0.0022783-0.0041597i,0.0021915-0.0037975i,0.0013206-0.003905i,0.00070075-0.0028577i,3.2382e-05-0.0011602i,-0.00063268-0.00096168i,-0.00046689-0.0013021i,0.00033503-0.0013255i,0.00012816-0.0010822i,-0.001193-0.00075097i,-0.0017489-0.00071271i,-0.0014109-0.00033255i,-0.00098879-0.00041273i,-0.00034405+2.2752e-05i,0.00016296+0.0010796i,0.00037292+0.0010176i,0.0003329+0.00029757i,0.00018639-0.00034799i,-2.3921e-05-0.00077499i,-0.00055539-0.00065706i,-0.00039806-0.0001129i,-9.2668e-06-0.00016616i
-0.00014812+0.00067488i,0.00046196-0.00067919i,0.0019429-0.0011966i,0.0025341-0.0020214i,0.001834-0.0022799i,0.00049611-0.0027792i,0.00026366-0.0019556i,0.00024618-0.00015932i,-3.3649e-05+4.8727e-05i,-0.00066537-0.00056615i,-0.00084947-0.0006736i,-0.00043016-0.0004086i,-0.00083544-4.988e-05i,-0.0011321-0.00014916i,-8.3941e-05-0.00047779i,0.00032151+0.00020547i,-0.0001845+0.00023329i,-0.00014595-7.2401e-05i,-6.4116e-05+0.00010208i,-0.00041794+0.00025976i,-2.0819e-07+0.00037499i,0.00031819+0.00025874i,0.00025638+0.00016165i
9.7644e-05-0.00095418i,-0.0009396-0.001121i,-0.00078747-0.00075475i,-0.00023639-0.00096652i,-0.00023642-0.00062299i,-0.00054401-0.00054647i,-0.00075103-0.00057419i,-0.00043663+0.00019672i,-0.00049061+0.00034556i,-0.00020461-0.00059775i,-0.00013396-0.00087028i,-0.00030918-0.00051749i,-0.000261-0.00020132i,-0.00020828-0.00014795i,-0.00053445-0.00048872i,-0.00036675-0.00026826i,0.00020674+9.9372e-06i,-0.00026279-0.00052004i,-0.00046245-0.0002424i,-0.00019933-4.4288e-05i,-2.9217e-05+0.00010294i,0.00021039+0.00057738i,-1.4015e-05+0.00045482i
-0.0020679-0.00047478i,-0.00077622-0.0019033i,-0.00091282-0.0014468i,-0.001348-0.00015604i,-0.0011042+0.00087506i,-0.00045705+0.00052426i,0.00067132-0.0003681i,0.0011018-0.00083817i,0.0012134-0.0010328i,0.00080732-0.00070302i,-0.00044248-0.0001955i,-0.0012324+0.00042627i,-0.0015281+0.00040165i,-0.00081662+0.0002911i,-0.00030446+0.0006466i,0.0002742+0.00071912i,0.00053146-2.0367e-05i,0.000245-0.00049077i,-0.00031512-0.00088325i,-0.00023453-0.0014516i,0.00051036-0.00074368i,0.00057726-8.1236e-05i,0.00078892-0.00042412i
0.00038358-0.0010632i,-0.00020826-0.001443i,-0.00018006-0.0014213i,-0.00025491-0.00077994i,-0.00029756-0.00082588i,-5.5455e-05-0.0005485i,0.00013889-0.00052049i,4.8828e-05-0.00048973i,-0.00042871-0.00013802i,-0.00060091-0.00068498i,-0.00038218-0.00088652i,0.00019953-0.00031503i,0.00025479+0.00015308i,-0.00025883+0.00036562i,-0.00035155+0.00059152i,-0.0001109+0.00054815i,6.0112e-05+0.00060554i,-5.235e-05+0.00088313i,-0.00017559+0.00041092i,-0.00053002-8.0176e-05i,-0.00075361+0.00016374i,-9.2988e-05-0.00021277i,0.00050131-0.00028318i
-0.00095143+2.1323e-05i,-0.0006141-0.00031753i,-0.0011869-0.0011321i,-0.00096459-0.0022897i,-0.00011573-0.0018771i,0.00094831-0.001044i,0.0010604-0.002044i,-0.00014145-0.0020509i,-0.00018763-0.0010879i,4.0212e-05-0.0014044i,-0.00019582-0.00101i,-0.00061707-3.4725e-05i,-0.00082702+9.8184e-05i,-0.0013386+0.00020621i,-0.0013616+0.00018298i,-0.00046428+0.00015547i,-0.00031062+0.00030379i,-2.7393e-05+0.0001327i,0.00068989-0.00028272i,0.00078229-0.00019521i,0.0001294+0.00018809i,-0.00040005+0.00015697i,-0.00040528+0.00040425i
-0.00047777+0.00093072i,-0.00082514+0.0016447i,0.0012035+0.0019034i,0.0019268+0.00095653i,0.0016307-0.00042845i,0.0019088-0.001362i,0.0030984-0.0013602i,0.0044978-0.0035278i,0.0041414-0.0059686i,0.0015925-0.0067909i,-0.001222-0.0067115i,-0.0032084-0.0042016i,-0.0039834-0.0013716i,-0.0031788-3.6634e-05i,-0.0023468+0.0008718i,-0.00088638+0.00065592i,0.00027175+0.0003236i,6.6342e-05+0.00012406i,0.00023058+0.00056163i,0.00026193+0.0014516i,0.00029968+0.001596i,4.8698e-05+0.0011475i,-0.00026996+0.00057352i
0.00010161-0.0009367i,0.00044414-0.0023467i,0.0016903-0.0031783i,0.0021054-0.0025565i,0.00087664-0.0026198i,-0.0009818-0.00169i,-0.0023498-4.6645e-05i,-0.0024285+0.00097692i,-0.0014495+0.0014888i,-0.00081247+0.0015208i,-0.00036792+0.001113i,-0.00046882+0.00081629i,-2.688e-05+0.00027532i,0.00066796-0.00038413i,0.00015917-0.00037126i,2.4493e-05-0.00065433i,0.00065729-0.00060958i,0.0005795+7.9099e-05i,0.00014555+0.00031166i,0.0001732+0.00022351i,0.00030392-0.00023695i,0.00061594-0.00085224i,0.00020833-0.00036952i
0.0013205-0.0015227i,0.00066768-0.0021469i,-1.063e-05-0.0026979i,0.00028361-0.0034053i,-0.00012217-0.0032362i,-9.3944e-05-0.0023372i,0.00034949-0.0015272i,-0.00068555-0.00087868i,-0.0012473-0.00079522i,-0.00076212-0.00098117i,-0.00057578-0.00070776i,-0.00093756-0.00026754i,-0.00047606+0.00033621i,-0.00049888+0.00040475i,-0.001295+0.00051921i,-0.0018562+0.00047226i,-0.0006412+0.00055655i,0.00079567+0.00079519i,0.00043281+0.00084972i,-0.00013281+0.00083169i,-0.00013773+0.00033095i,0.00021213+0.00015267i,0.00041957+0.00054155i
0.0017684-0.00049185i,0.00071233-0.00029225i,0.00071312-0.0020994i,0.00162-0.002591i,0.00081042-0.0021692i,-0.00074218-0.0017036i,-0.0015727-0.00064866i,-0.00094512-0.00059401i,-0.00022002-0.00049851i,-0.00071883-0.00035866i,-0.00082787-0.00017751i,-0.00083778-0.00019173i,-0.0011923+4.3418e-05i,-0.0010324+0.0010136i,-0.0010148+0.00018822i,-0.00084663-0.00048762i,-0.00076977+0.00037633i,-0.00037396+0.00068967i,0.00031523+3.2238e-05i,0.00069304-0.00090592i,0.0010168-0.00081041i,0.0009513-0.00032963i,0.00069991-0.00031303i
-0.0017713-0.00020268i,-0.0012932-0.00091674i,-0.0012493-0.0012731i,-0.00072101-0.0013028i,-0.00030104-0.00024376i,1.7132e-05+9.7024e-05i,-0.00035105-0.00044711i,-0.00022763-0.00016i,0.00022937+0.00071867i,-0.00058985+0.00075661i,-0.00094088+0.00020862i,-0.00067755+0.00030826i,-0.00024883+0.00023379i,-0.00045625+7.5636e-05i,-0.00040083+0.00031422i,-0.00047566+0.00021006i,-0.00043146-0.00032563i,0.00074789-0.00078377i,0.0011893-0.00022431i,0.00037936+0.00017735i,6.8568e-05+0.00044554i,0.00041602+0.0008764i,-0.00015992+0.00097872i
-0.00015937-0.00045476i,-0.00058132-0.00058319i,0.00016286-0.0017307i,0.00050482-0.0021496i,-0.00023673-0.0019069i,-0.00039681-0.0016068i,-0.00042047-0.001561i,-0.0011187-0.0013412i,-0.0011977-0.00057466i,-0.00038929-0.00011759i,0.00026826-0.00055082i,-0.00040624-0.00080968i,-0.00038058-0.0004797i,-0.00012949+0.00015855i,-0.00023712+0.0006753i,0.00045731+0.00024567i,0.00063097+0.00026262i,0.0004705+0.00048418i,0.0005488+0.00045046i,-0.00011444-0.00016246i,-0.00060776-0.00052918i,-0.00045063-0.00011034i,3.1245e-05-0.00024528i
4.1837e-05-0.0017114i,0.00028698-0.0015264i,0.00054174-0.0029819i,3.8335e-05-0.003568i,-0.00033109-0.0030495i,-0.00076428-0.0023987i,-0.0009268-0.001627i,-0.0008228-0.00071013i,-0.0011507-0.00078935i,-0.001169-0.0010772i,-0.0008639-0.00084113i,-0.00095738-0.00043406i,-0.00096815-0.00047913i,-2.507e-06-0.00022223i,-0.00021224+0.00019774i,-0.00067794+0.00040542i,-0.00014783+0.00087816i,-0.00042009+0.0010101i,-0.00059124-4.9529e-05i,-0.00071391-0.00063851i,-0.00032496-0.00061117i,0.00034157-0.00025288i,7.9473e-05-5.464e-05i
