-0.00088343-0.00051911i,0.00024282-0.0010806i,-3.2404e-05-0.0016799i,-0.0012562-0.0011491i,-0.0023213-8.2605e-05i,-0.0019251-0.0001772i,-0.00035237+0.00055215i,0.00065635+0.0015906i,0.0012328+0.0007864i,0.0010745+5.0982e-05i,0.00070291+5.565e-05i,0.0010731+1.7167e-05i,0.00048772-6.7752e-05i,-0.00022449-0.00032018i,0.0002537-0.00029738i,0.00056689+5.1514e-05i,0.00014002-0.00011631i,6.3562e-05-0.00015682i,-0.00015099+0.0002591i,-0.00024264+0.00039372i,-0.00017614+0.00017139i,0.00024531+0.00024992i,0.00021358+0.00068846i
-0.0017122+0.0024807i,-0.00055128+0.00057745i,0.00065226+0.00016014i,0.0013348-0.00033637i,0.0013131-0.0016611i,-1.6313e-05-0.0019461i,-0.00094933-0.0010168i,-0.00021763-0.00031129i,0.00053514-0.00083497i,0.00094585-0.0012459i,0.00038966-0.0010094i,-0.00020182-0.0014679i,0.00020014-0.0018245i,0.00021034-0.00082269i,0.00040779+0.00018449i,0.00054072+0.00038628i,-0.00019322+0.00011441i,-0.00055579-0.00045035i,-0.0010175-0.00075616i,-0.0010485-0.00057817i,-0.00042816-0.00035571i,-0.00039737-0.00048897i,-0.00058131-0.00010463i
-0.00048063+0.0004377i,-0.00090628+8.847e-05i,-0.0017122+0.00013025i,-0.0010682-0.00044899i,0.00039897-0.0014925i,-3.6155e-05-0.0013217i,-0.00138-0.0011498i,-0.0015657-0.00041034i,-0.00075787+0.00041597i,-0.00042537-0.00020316i,1.8729e-06-0.00052381i,0.00025977+2.5206e-05i,0.00055808+0.00014155i,0.00026412-0.00078263i,0.00053923-0.0018463i,0.00045098-0.0014351i,7.2137e-05-0.0005061i,0.00085313+0.00028156i,0.001105+0.00056065i,0.00079067+0.00039729i,0.00065594-3.0164e-05i,0.00034668+3.7633e-05i,-0.00028766+0.00064925i
0.00069479-0.0010878i,0.001691-0.0019399i,0.0017996-0.0019661i,-0.00053225-0.0021109i,-0.0023744-0.0034451i,-0.0022923-0.0025348i,-0.0012081-0.0011312i,0.00027956-0.000544i,0.00061949-0.0012725i,-0.00014509-0.001508i,-0.00046863-0.0007582i,-0.00018299-0.00058923i,-0.00031046-0.00061069i,-0.00061245-0.00047829i,-0.00063171+0.00013876i,0.00028324+0.00034836i,0.0015225-0.00027872i,0.0013679-0.0010527i,0.00033362-0.00040279i,-0.0004973+9.9565e-05i,-0.000612-0.00032901i,-0.00057877-0.00091146i,-0.00081781-0.0013224i
-0.00056331-0.00077159i,0.00020461+0.00082702i,0.00021917+0.00063596i,-0.0006343-0.00024263i,-0.00047497-0.00055834i,-0.00037496-0.00059144i,-0.0006052-7.2597e-05i,-0.0002676+6.2985e-06i,0.00055377-0.00029777i,0.00074307-0.00066202i,0.0010245-0.00079952i,0.00088988-0.00074264i,0.00089653-0.00092656i,0.001428-0.001239i,0.0010775-0.0013797i,0.00032803-0.0014764i,0.00017033-0.0016408i,0.00045-0.00087538i,0.00057546+0.00042405i,0.00045459+0.00025661i,0.00055821-0.00021047i,0.00033154+4.3351e-05i,0.00038201+0.00018481i
-0.00080356+0.0021888i,-0.00015978+0.0019883i,8.9288e-05+0.00069565i,0.00026906-0.00033524i,0.0003792-0.0016187i,0.00027855-0.0025804i,-0.00040953-0.0018773i,-0.00095378-0.001247i,-0.00061608-0.0007312i,0.00035236+9.2221e-05i,0.00023253+0.00023225i,0.00014478-0.00032757i,-0.00019023-0.0009366i,-0.0012019-0.0010724i,-0.0008491-0.0006291i,0.00051524+0.00038152i,0.00092919+0.0017146i,0.00044216+0.0013334i,0.00014713-0.00010975i,-0.00038791-0.00013703i,-0.00070206-0.0004623i,-0.0005805-0.00073416i,-0.00045479-0.0004656i
0.0029502-3.1736e-05i,0.0018501-0.0017252i,0.00055417-0.0019528i,-0.00029233-0.0021764i,-0.00052988-0.0028644i,-0.0011622-0.0017657i,-0.00094408-0.00077062i,6.9134e-05-0.00052927i,0.00036161-0.00011638i,-3.7522e-05-0.0003678i,5.5493e-05-0.0011939i,0.0003961-0.0016094i,0.00077538-0.0011669i,0.00078984+0.00024863i,2.6322e-05+0.0004729i,0.00054065-0.00037845i,0.0012522-0.0011059i,0.0010522-0.00071588i,0.00072378+0.00034574i,0.00061062+0.00019838i,0.00034759+0.00013612i,-0.00054305+0.00082207i,-0.00091575+0.0013782i
0.0014365+0.00033854i,0.00089258+6.1354e-05i,0.00053743-0.0017955i,5.9477e-05-0.0030523i,-0.0011468-0.0034021i,-0.0015389-0.0025695i,-0.00077869-0.0011835i,-5.1998e-05-0.00083192i,0.0010947-0.0010875i,0.0012146-0.00068964i,0.00011234-0.00016366i,-0.00027496-0.00067555i,0.00022958-0.001025i,0.0005738-0.00054914i,6.7321e-05-0.00096865i,-0.00043763-0.00095549i,8.5289e-05-0.00023049i,0.00089393-0.00023044i,0.0010479-0.00059622i,0.00048914-0.00031004i,-0.00013218-0.00013928i,-0.00063794+0.00068595i,-0.00076686+0.00072609i
0.00064465-2.8152e-05i,0.00012382-0.00057129i,0.00024633-0.00014846i,0.00023008-0.00081973i,-0.00060289-0.0016014i,-0.0010841-0.0012244i,-0.00056773-0.00052373i,-0.00068525+0.00048654i,-0.0015505+0.00091898i,-0.0011434-0.00013479i,-0.00015076-0.00099429i,0.00010012-0.00052739i,0.00082166+0.00057238i,0.0016716+0.001015i,0.0014945+0.00024142i,0.0010817-0.00076318i,0.00096443-0.00052744i,0.00033853+0.00037416i,-0.0011329+0.00075865i,-0.001614+0.00075772i,-0.00045583-4.7697e-05i,0.00040479+0.00014506i,0.00039174+0.00065998i
-0.0023773+0.00087873i,-0.0009258+0.0015759i,0.00086914+0.0025533i,0.0012308+0.0025573i,0.0011416+0.00096289i,0.00080478-0.0010712i,-0.00032855-0.0013493i,-0.00036627-0.0010182i,0.00067077-0.0004619i,-0.00022233-0.00017179i,-0.0015263-0.00073243i,-0.0011289-0.0015529i,-1.6219e-05-0.0021848i,0.00016934-0.0023902i,9.1112e-06-0.0020427i,-0.00047539-0.0014129i,-0.00068726-0.00036503i,-0.0001716+0.00041503i,0.00066916+0.00017807i,0.00082104+0.00017727i,0.00035696+0.00045915i,0.00031206+0.00078909i,0.00078518+0.0010221i
0.00045818-0.0012179i,0.00095857-0.0010702i,0.00080931-0.00038949i,0.00026387-0.00046598i,-1.0841e-05-0.00069884i,0.00025692-0.0010109i,1.0893e-05-0.0011991i,-0.00014962-0.00028541i,-0.00073897+9.6452e-05i,-0.00053358+5.8852e-05i,0.00070752+7.3478e-05i,0.0013057+8.0874e-05i,0.00088694+0.00091697i,-0.00031735+0.0012478i,-0.00029936+0.0003571i,0.00068986-0.00074767i,0.0010063-0.00040905i,0.00051448+0.00035874i,0.00038982-9.8556e-05i,0.00041449+0.00025544i,-0.0005322+0.00074702i,-0.00061538+0.0004148i,-0.00068284+0.00055448i
0.00048499+0.00088975i,0.00057871+0.0010346i,-0.00018266+0.00037457i,-0.00098388-0.0012041i,-0.00020978-0.0021971i,0.00027455-0.0020426i,-0.00010139-0.0014491i,0.00015602-0.00053796i,0.00047342-0.00081096i,0.00038146-0.0013374i,0.00016352-0.00099176i,-0.00040909-0.00011922i,0.00029938-0.0011288i,0.0010608-0.0021424i,0.00035981-0.001662i,-0.00040782-0.0013852i,-0.00064329-0.0011849i,-0.00032624-0.00031815i,-5.6552e-05+0.00020599i,-0.00024685-0.00010099i,-0.00015103+0.00015184i,0.00025966+0.00075782i,0.00033603+0.00078313i
0.00020062-0.0016139i,-2.5453e-05-0.00067108i,-9.9572e-05-0.0022166i,-0.0004678-0.0026621i,-0.00061999-0.0019103i,-0.0012867-0.0016796i,-0.0013965-0.0010752i,-0.00054233-0.0009194i,0.00032401-0.0010378i,0.00059204-0.00097329i,0.0011844-0.0011389i,0.0016626-0.0003461i,0.0010107+0.00078769i,-0.0001515+0.00050996i,-0.00029498+0.0001255i,0.00032822+3.0219e-05i,0.00039719-0.00015672i,-0.00018281+4.8715e-05i,-0.00053778-0.00040774i,-0.00018326-0.00053074i,0.00029583+0.00038797i,0.00044504+0.00053031i,2.4803e-05+0.00041007i
-0.002541+0.0013616i,-0.0024862+0.0017928i,-0.0015049+0.0023209i,-0.000637+0.0015858i,9.4053e-05+0.00045983i,-7.9782e-05+0.00021826i,-0.0007149+0.00067031i,-0.0014463+0.00097154i,-0.0014076+0.00026223i,-0.00018972-0.00038415i,0.0012978-0.00081554i,0.0022044-0.00097021i,0.0017609-0.0010569i,0.0015722-0.00049746i,0.00097477+0.00023261i,0.00026417-7.8812e-05i,0.00099596-0.00011065i,0.00092639-0.00021636i,-0.00063136-0.00016423i,-0.0012182-0.00011496i,-0.00036731-0.0011549i,0.00019076-0.0011104i,-0.00012114+0.00032203i
-0.00010937-0.00086097i,0.0011303-0.00080725i,0.00026765+0.00035557i,0.00020493+0.00021868i,0.00090343-0.0013379i,-6.6663e-05-0.0027251i,-0.0014678-0.0018464i,-0.001234-0.00025861i,5.1163e-05+5.082e-05i,0.00074806-9.7874e-05i,0.00044109+0.000673i,-8.383e-05+0.0013636i,-0.0011511+0.0008531i,-0.0016988+8.5721e-05i,-0.0013591-0.0005111i,-0.001009-0.0004924i,-0.00077856-0.00044447i,-0.00023965-0.00084605i,0.0003137-0.0014434i,0.00091039-0.001199i,0.001535-0.00043312i,0.0011938-0.00014438i,0.00087115-0.00013945i
-0.0023769+0.0041496i,-0.0017502+0.0037415i,-0.0003+0.0032501i,0.0010167+0.0013274i,0.0013654-0.0010481i,0.00081776-0.0017139i,0.00024858-0.00082229i,-0.00012241+0.0001948i,-0.00017165+0.00077598i,-4.8167e-05+0.00061471i,0.0010481-0.00011648i,0.0019423-0.00010153i,0.0015185-0.00087641i,0.00092529-0.0016827i,0.00053491-0.0011767i,0.00014711-0.00061447i,0.00050586-0.0004442i,0.0010115-0.00021968i,0.00083207+0.00014927i,-0.00030453+0.00068326i,-0.00091941+0.00096344i,-0.00047015+0.001007i,-0.00037155+0.0011947i
0.0012713-0.0001227i,0.00023501-0.00064683i,-0.0012795-0.0020534i,-6.3974e-05-0.0029079i,0.00098173-0.002578i,-2.2346e-05-0.0031871i,-0.00089967-0.0025976i,-0.00090713-0.0014633i,-0.00082353-0.0014503i,0.00012286-0.0012844i,0.00055208-0.00035413i,0.00023362-0.00018692i,0.00030509-0.00073577i,0.00066314-0.00073584i,0.00018794-0.00092029i,0.00055771-0.001027i,0.0012098-0.0009122i,0.00055719-0.00038828i,0.00043946+6.2685e-05i,0.00066661+4.7341e-05i,0.00086467+0.00016774i,0.00033988-3.8201e-05i,-0.00049269-0.00016416i
0.00060012-0.00028788i,-0.0015535-0.00013218i,-0.0021974-0.00084285i,-0.0026024-0.0017183i,-0.0023571-0.0021124i,-0.0017079-0.0010642i,-0.00068949-0.00018562i,-2.8761e-05+0.00058941i,-0.00038135+0.0010275i,0.00022178+0.00059775i,0.00089596-7.2822e-05i,0.0015786+0.00038672i,0.0019299+0.0010099i,0.0016117+0.0006869i,0.001245+0.00082484i,0.0012138+0.00068229i,0.0011647+8.0387e-05i,0.00046712+0.00010543i,-0.00099626+0.00018887i,-0.0014634+3.3239e-05i,-0.00056293+0.00022711i,0.00030889+0.00027656i,0.00054804+0.00038867i
-0.00085194-0.00042543i,-0.00041382+0.00024922i,-0.00010426+0.00037495i,7.3273e-05-7.8755e-05i,0.00042269+3.5621e-05i,-0.00032507+0.00026871i,-0.0012483+0.00012796i,-0.0006408+3.6981e-05i,0.00042755+0.00028937i,0.00046837-1.9498e-05i,-0.00013319-0.00049534i,-7.1355e-06-0.00093629i,0.00011579-0.00093824i,3.8502e-05-0.0007587i,2.0417e-05-0.0011488i,0.00012428-0.0012192i,0.00020834-0.00075921i,0.00030474-0.00067074i,0.0001071-0.00016288i,0.00013355+0.00060553i,2.352e-06+0.00049358i,-0.00010851-0.00027262i,0.00034606-0.00048556i
-0.00028134+0.0022199i,-0.00085742+0.0036937i,-0.00041901+0.0026484i,0.00075774+0.00093462i,0.0013214-0.0014955i,0.0011491-0.0020882i,7.6211e-06-0.0010388i,-0.00041138+0.00012167i,-8.2909e-05-0.00013871i,0.00060748-0.0011947i,0.0008521-0.001345i,0.00069306-0.00084682i,0.00068974-0.00030817i,-5.9054e-05+0.00019714i,-0.00043616+0.0004959i,-0.00012313+0.0007266i,0.00052824+0.00078207i,0.0012702+0.00064797i,0.0010683-6.8455e-05i,0.00065922-0.00063342i,0.00017643-0.00039237i,-0.00021568+0.000152i,-0.00035019-0.0001936i
-0.00017455-0.00046485i,0.00012152-0.0010425i,-0.00020033-0.0012423i,-0.0009167-0.0017185i,-0.00082754-0.0023325i,-0.00050237-0.0015863i,-0.00061834-0.000696i,-0.00091375-7.4747e-05i,-6.0214e-05+0.00014873i,0.0010284-0.00038708i,0.00064357-0.0014245i,0.00045594-0.0015068i,0.00033395-0.0012829i,-2.3866e-05-0.0012064i,0.00032897-0.0010592i,0.00033667-0.0010672i,0.0005795-0.0010733i,0.00097122-0.00098115i,0.00076977-5.9325e-05i,0.00018135+0.00089162i,-0.00013173+0.001253i,-0.00044007+0.00096551i,-0.00088807+0.0009944i
0.00077118+0.00024879i,0.00074196+0.00045581i,-0.00016107-0.00027619i,-0.0022766-0.0010077i,-0.0020397-0.0014589i,-0.00062593-0.001259i,-0.00038939-0.0012343i,-0.00023847-0.00095531i,-0.00040109-0.00071895i,-0.0010479-0.0008034i,-0.00069153-0.00047256i,-0.00023998+0.0001742i,0.00014048-0.00020894i,0.00086588-0.00061488i,0.0014413-0.00024255i,0.00094851+0.00056005i,0.00011481+0.0011872i,-0.00045839+0.00068638i,-5.0068e-05+0.0002247i,0.00042165+0.000247i,-3.83e-05+0.00014394i,-0.00053836+0.00048025i,-0.00070018+0.00059374i
-0.00032669+0.00056322i,0.00070303+0.00048183i,0.00078121-0.00011473i,0.00087613-0.0002014i,-5.8917e-05-0.00074088i,-0.00057768-0.0018268i,-0.0006913-0.00084353i,2.2097e-05+0.00016843i,0.00045033-0.00038782i,0.00053864-0.00054071i,0.00099966-0.00029073i,0.00068097-0.00030202i,7.4669e-05+8.4509e-05i,0.00067327-7.7096e-05i,0.0018584-0.00049903i,0.001596-0.00031003i,0.0011229+0.00024425i,0.0006989+0.0001079i,0.00038934+9.2321e-06i,0.00014621+0.00068787i,-0.00044926+0.00052945i,-0.00080985-0.0004831i,-0.00051316-0.00050299i
-0.00033695+0.0024255i,0.00050524+0.0021141i,0.0014455+0.0021698i,0.0012192+0.0017522i,-0.0004556+0.00027052i,-0.0014991-0.00030274i,-0.00076637-0.00043951i,-0.00011573+0.00027099i,0.00012191+0.00090982i,0.00069488+0.00055926i,0.00050919+8.0854e-05i,-0.00058627+0.00059513i,-0.001568+0.0012518i,-0.0016402+0.0013552i,-0.00058432+0.0004977i,-0.00017511-1.4306e-05i,0.00032248-0.00030319i,0.00072214-0.0010114i,-0.00039956-0.0013596i,-0.00038352-0.00065852i,-0.0002845-4.661e-05i,-0.00086488+0.00046935i,-0.00075723+0.00033142i
0.001142-0.00099282i,0.0019868-0.00094372i,0.0029175-0.00060385i,0.0025424-0.0014587i,0.0015645-0.0028261i,0.00034241-0.0024356i,-0.0010014-0.00095585i,-0.00097538-0.00066284i,-1.625e-05-0.00087932i,0.00041066-0.00043829i,0.00021553-0.00010983i,0.00010085+8.7901e-05i,0.00039173+0.00033035i,0.00084554+0.00023833i,0.0009358+0.00044515i,0.00056356+0.00044516i,-0.00021704+0.00030992i,-0.0012253+0.00016831i,-0.0013287-0.00030525i,-0.00048904-3.9862e-05i,-3.1117e-05-3.2941e-05i,0.00069312+6.9671e-05i,0.0005123+0.0001958i
0.00041757+0.0011791i,-0.0010783-0.00013379i,-0.0019655-0.00069751i,-0.0011084-0.00060543i,-0.00051538-0.00088154i,-0.0006298-0.0014404i,-5.8459e-05-0.0013994i,0.00061986-0.00033389i,0.00047976+0.00057267i,0.00033226+6.0653e-05i,0.001016-0.00067999i,0.00066962-0.00082598i,0.00023139-0.00071242i,4.6202e-05-0.00080496i,-0.00022962-0.0014204i,-0.0001044-0.0012085i,-0.00052093-0.00068827i,-0.00056458+6.5072e-05i,-3.1386e-06+0.00022355i,-7.9867e-05+0.00039122i,-0.00010055+0.00038476i,5.6442e-05-0.00016684i,-0.00050824+5.7462e-05i
-0.0011168-0.00087844i,-0.0010556+8.23e-05i,-0.0013794+0.00071508i,-0.0015716+0.00047964i,-0.00015745-0.00068282i,0.0012905-0.0013225i,0.00074551-0.0013856i,0.00036908-0.00094338i,0.00025467+6.5702e-07i,0.00033427+0.00047445i,0.00097041+4.0754e-05i,0.0013379-0.0001766i,0.00084039+2.2417e-05i,-0.00018716+4.9513e-05i,-0.00071475+0.00029166i,-0.001492+0.00050725i,-0.0011621+0.00069517i,0.00025331+0.00027745i,0.001048+2.0102e-05i,0.00044742-0.00023306i,-0.00032388-0.00056169i,-0.00084875-0.00051852i,-0.00091403+3.0156e-05i
0.00051279+0.0028295i,0.00030495+0.0030723i,0.0010605+0.002969i,0.0013606+0.0013827i,0.00079162-0.0011579i,-2.5567e-05-0.0021441i,-0.00086073-0.00095214i,-0.00068265-0.00012137i,0.00034584+0.00015801i,0.000394+0.00042586i,0.0001682+0.00015008i,-8.8872e-05+0.0002041i,-0.00051566-0.00039405i,-0.0012459-0.0012582i,-0.0010847-0.0011516i,0.0003183-0.00049819i,0.00082533-0.00036414i,0.00030528-0.00015242i,-0.00037376+0.000212i,-0.00043563+0.00019516i,-0.00074918+0.0001074i,-0.00040685+0.00040596i,0.00035818+0.00046062i
0.0027547+0.0029305i,0.0022811+0.0022406i,0.0028679+0.00021079i,0.0026919-0.0019873i,0.0018158-0.001637i,0.00032601-0.00065473i,-0.00024441+8.3739e-06i,-0.00039112+0.00065686i,0.0004799+0.0011096i,0.00075162+0.0011601i,6.4352e-05+0.000111i,-0.00032316-0.00040924i,-5.3777e-05+2.596e-05i,-0.00038154+0.00069916i,-0.00060058+0.00040244i,-0.00034668+0.0002051i,-0.00039949-0.00036011i,4.3392e-05-0.000881i,-8.6476e-05-0.00017067i,-0.00082217+0.00018487i,-0.0014773-0.00024854i,-0.0012825-0.00014655i,-0.00064497-0.00031054i
-0.0021452+0.0006718i,-0.00085503+0.00097191i,-0.0004395+0.0012392i,0.00014856+0.0013396i,0.00050945-1.4323e-06i,0.00064258-0.0024831i,0.00089152-0.001926i,0.00093733-0.00013809i,0.0010648+0.00015501i,0.0010782-0.00037347i,0.0009421-0.0011262i,0.00053493-0.001476i,0.00014503-0.0011611i,0.00014385-0.00056156i,7.5125e-05-0.00039584i,0.00035167-0.00066808i,0.00038961-0.00085253i,0.00029647-0.00054849i,9.4238e-05-0.00044333i,-5.2702e-05-0.00034592i,0.00063251+0.00031114i,0.00069895+8.0157e-05i,0.00034071-0.00050193i
-0.00064842+0.00097915i,0.00037785-0.00018263i,0.0011585-0.00098231i,0.00019117-0.0011486i,-0.0019272-0.0011712i,-0.002807-0.00091165i,-0.0027119-0.00046673i,-0.0017472-0.00043664i,-0.00097751-0.00087037i,-0.00037216-0.00082487i,0.00034384-0.00033857i,0.00028132-0.00024179i,0.00013152-0.00034887i,0.00041056-0.00012694i,0.00049789+0.00041301i,0.00050039+0.00056298i,0.00024631+0.00033497i,0.00029766+5.2101e-05i,0.0005426-5.0539e-05i,6.2776e-05-0.00024426i,-0.00041754-0.00040031i,-0.00054184-4.9734e-05i,-7.1287e-05+0.00086762i
-0.0006656+0.00092697i,-0.00088102+0.00067427i,-7.7596e-05-0.00043791i,0.00088799-0.0021019i,0.0010615-0.0028771i,0.00041694-0.0025697i,-0.0007283-0.0019047i,-0.00058598-0.00055106i,-3.8493e-06+0.00011551i,-0.00034407-0.00078794i,-0.00041261-0.0010076i,-0.00030878-0.00040391i,0.00021665-0.0010492i,0.0006581-0.0011652i,0.00047625-0.0006041i,0.00048757-0.00061296i,0.00083195-0.00045931i,6.3224e-05-0.00024535i,-0.00036096-0.00029221i,-0.00033478-0.00064638i,-0.00042538+0.00018308i,0.00026063+0.0010514i,0.00043611+0.00085838i
-0.00051614+0.00027448i,0.00032475+0.00019849i,0.00094815-0.00024017i,0.00054748-0.0010631i,-4.456e-06-0.0005683i,-0.00083268-0.000124i,-0.0013015+0.00019296i,-0.00043411+0.00014765i,0.00079323-0.00021132i,0.00085878+0.00023049i,-4.2904e-05+7.4903e-05i,-0.00056746-0.00053706i,-0.0012015-0.00038522i,-0.0011777-5.6534e-05i,-0.0005172-0.00019907i,0.00014251-0.00016891i,0.00062453-0.00012338i,0.0011139-0.00049125i,0.00055772-2.0086e-05i,-4.5203e-05+0.0003198i,0.00043406+0.00058683i,0.00070387+0.00093954i,0.00037037+0.00075316i
0.00054672+0.0018806i,-0.00020778+0.001412i,-1.1327e-05+0.00083168i,0.00063021-0.0010515i,0.00085509-0.0020856i,9.4993e-05-0.0017822i,-0.00025949-0.0010053i,8.1642e-05-0.00024919i,0.00055241-0.00041979i,0.00066802-0.0005723i,-3.6327e-05-0.00030868i,-0.00075858-4.2005e-05i,-0.00075644+6.9448e-05i,-0.0005966-0.00027625i,-0.00046087-8.9797e-05i,-0.00043979+0.00052444i,-0.00080054+0.00048392i,-9.4941e-05+0.00028134i,0.00099181+0.00034735i,0.00084294+4.5075e-05i,4.3875e-06-6.8821e-05i,-0.00037806-0.00021142i,-0.00046978-0.00078864i
-0.00016507+2.9567e-06i,0.00090105-7.9368e-05i,0.0022124-0.00045806i,0.0022001-0.0016501i,0.00098612-0.0038833i,-0.00025856-0.00373i,-0.0010309-0.0014313i,-0.00043294+0.00038556i,0.00080297+0.00050036i,0.00037353+0.00015133i,7.4968e-05-0.00037187i,0.00099807-0.001315i,0.00071406-0.0010682i,-0.00048818-0.00029527i,-0.00049165-0.00035865i,-0.00032731-0.00064087i,-0.00024818-0.00067593i,0.00014029-0.00085937i,-0.00015078-0.00021691i,-0.00010396+0.0004014i,0.00038654+0.00099314i,0.00070467+0.0011736i,0.00068232-0.00014788i
-0.00030726+0.00091247i,-0.00085406+0.00059898i,-0.0016639-0.00025118i,-0.0019863-0.00034892i,-0.00061852+0.00022808i,-0.00018241+0.00092095i,-0.00052332+0.00048499i,-0.00015764-0.00023372i,-0.00012178-0.00063474i,0.00014737-0.00069057i,0.00071823-0.00068449i,0.00077177-0.0010531i,0.00066992-0.0008222i,0.00073587-0.0001264i,0.0010669-0.00047998i,0.00023454-0.00046197i,-0.00043451+7.495e-05i,0.000246+0.00012124i,0.0013015-0.00038795i,0.0013698-0.00046418i,0.00082156+0.0002335i,0.00061647+0.00063218i,0.0001472+0.0006991i
-0.00081706+0.00023544i,0.00070922+0.0011332i,0.00022453+0.0018234i,0.00059561+0.0013485i,0.0012999-0.00092464i,0.0014554-0.0021267i,0.0011246-0.0020369i,0.00015861-0.0010555i,-0.00028592+0.00017901i,-0.00012563+0.00085941i,0.00027076+0.00091434i,0.00049045-0.00018055i,0.00082302-0.0009156i,3.1126e-05-0.00094765i,-0.0010149-0.001016i,-0.00039645-0.0009895i,0.0002319-0.0009196i,-0.00033166-0.00076876i,-0.00023366-0.00036833i,0.00029624+0.0002486i,-7.6468e-05+0.0008287i,-0.00042338+0.00084642i,-0.00084787+2.9048e-05i
-0.0034465+0.0031397i,-0.0022925+0.0028499i,-0.001067+0.0023737i,0.00012004+0.0016609i,0.00031499-0.00012843i,-0.00099861-0.0019715i,-0.0013867-0.0019067i,-0.00067856-0.00054854i,5.9973e-05+0.00050551i,0.00030527+0.00071604i,0.00044241+0.00033966i,0.00047502-0.00038152i,0.00046241-0.00014337i,0.00041547+8.6336e-05i,0.00065132-0.00043161i,0.00066532-0.00090453i,0.00074703-0.00042089i,0.00095929+0.00035659i,0.0015935+0.00011127i,0.0013773-0.00060598i,7.5037e-05-0.00093856i,-0.00050411-0.0012346i,-0.00043816-0.0009667i
5.8361e-05-0.0012624i,0.0011786-0.00059712i,0.0011891+0.00068753i,0.00056315+0.0012671i,0.00094646+0.001029i,0.0006251+0.00067494i,-0.00042661+0.00018128i,-0.00030884-0.00018418i,-4.8368e-06-0.00055299i,-2.0939e-05-0.00092835i,0.00077226-0.0010361i,0.0015997-0.00074004i,0.0013653-0.0010717i,0.0009662-0.0010849i,0.00080994-0.00099425i,-4.7864e-05-0.00097095i,-0.00043604-0.00049097i,9.1055e-05-0.00047209i,0.00016761-0.00039335i,-0.000367+0.000119i,-0.00080849+0.00058928i,-0.0010127+0.00027037i,-0.0008405+0.00023917i
-0.0007045+0.00089198i,-0.00056286+9.351e-05i,4.091e-06-7.0185e-06i,0.0008823-0.0016014i,0.00083376-0.0025084i,-0.00013653-0.0022998i,-0.00030022-0.0017698i,0.00017407-0.00091876i,0.00077251-0.00048476i,0.0011268-0.00034583i,0.0010661-0.00072007i,0.00074248-0.0010666i,0.0006683-0.00041715i,0.00073344-0.00025293i,0.00073773-0.00040476i,0.00030563+0.0001206i,5.1888e-05+0.00048456i,0.000477+0.00083391i,0.00066697+0.00068281i,0.00024275-6.5266e-06i,0.00015748-3.6066e-05i,0.00061656+0.00066854i,0.00055294+0.00097457i
0.0016136+0.00089909i,0.0017291+0.00060669i,0.0013261-0.0004081i,0.00019413-0.0015958i,-0.00047723-0.002724i,-6.1066e-06-0.0032509i,0.00011756-0.0020313i,-0.00016293-0.00090543i,0.00049797-0.00036983i,0.00093518-0.00079811i,0.00084262-0.0010981i,0.00096388-0.00079888i,0.00041318-0.00052836i,-0.00044576-0.00041372i,-0.00020536+9.9539e-05i,-0.00018865+0.00095875i,3.8208e-05+0.00073339i,0.00061481-0.00038613i,0.00043149+0.00020059i,-0.00014616+0.00059914i,-7.326e-05-0.00036546i,0.00093287+0.00010103i,0.0014518+0.00070513i
-0.00038212-0.0013191i,-0.0012269-0.00075197i,-0.00067361-0.0010568i,-0.00071146-0.00070209i,-0.00080369-0.00092846i,-0.00079654-0.0007721i,-0.0013089-0.00079744i,-0.00055281-0.00075227i,1.2507e-05-0.00030084i,-0.00042988-0.00053391i,-0.00035657-0.00028936i,0.00029236-0.00042768i,0.001247-0.00051549i,0.0015834+0.00018379i,0.0014016+6.9889e-05i,0.0011522-0.00016739i,0.00091725-0.00049009i,0.00039844-0.00088598i,-0.00040635-0.001154i,-0.00059591-0.00073019i,-0.00051168-2.8179e-05i,0.00014609-0.00027576i,0.00075789-0.00049666i
0.00061578-0.00081295i,0.00023056-0.00040118i,0.00023327-0.0013386i,0.00014665-0.0014831i,-0.00081139-0.001387i,-0.00027071-0.0010356i,0.00086103-0.00043183i,0.00086109-0.0004051i,0.00018993-0.00089467i,-0.00044819-0.0012588i,-0.00039352-0.00089505i,-9.2766e-05-0.00017613i,0.00015086+0.00021187i,0.00035656-0.00015367i,0.00052515-0.00049449i,-0.00035574+0.00044304i,-0.0004275+0.00052515i,0.00044926+0.00012845i,0.00018728+0.0005783i,-0.00096056+8.6672e-05i,-0.0010982-0.00082095i,-0.00034315+0.00022025i,-0.00018531+0.0011968i
-0.0014853+0.0017251i,-0.0017657+0.0013769i,-0.001748+0.00077096i,-0.0003524+0.00042427i,0.00056389+0.0004132i,2.5422e-05-0.00017529i,-0.00070655-0.00045011i,-0.0016526+0.00026998i,-0.0009316+0.00053901i,0.00061536+0.00028263i,0.00012059+0.0003019i,-0.00027232-0.00074189i,0.00018937-0.00068636i,6.6517e-05+4.9272e-05i,-0.00017843+0.00015803i,0.0003628-0.00029533i,0.0011325-0.00067194i,0.00079715-2.9262e-05i,-0.00031407+0.00017748i,-0.00062797-0.00020766i,0.00037398-0.00011568i,0.001242+0.00012066i,0.00030305-0.00013497i
