-0.0018774-0.00065522i,-0.00054731-0.0010347i,-0.00077641-0.00042382i,0.00010548-0.00059768i,0.00053947-6.1234e-05i,0.00050317+3.0065e-05i,0.00094404+0.00054433i,0.0014409+0.00060019i,0.001302+9.5636e-05i,0.0011814+0.00079959i,0.0010166+0.00022587i,0.00068297-0.00094723i,0.0010209+0.00020761i,0.00088974+0.00088738i,0.00057922+0.00072223i,0.00034294+0.00036324i,0.00046142-0.00073322i,0.00055309-0.00067362i,0.00024168-0.00038133i,-0.00013843-0.0010199i,4.4041e-05-0.00040922i,0.00053239+0.00035286i,0.00094203+0.00015809i
-0.00068354-6.4866e-05i,-0.00013981-0.00011272i,-0.00010753-0.00029713i,-0.0001233-3.0025e-05i,0.00039465+0.00022437i,0.0010675-0.0011847i,0.0015026-0.0014908i,0.0013077-0.00043895i,0.00075526+0.00018172i,0.00010371-0.00023772i,-0.00036455-0.00015374i,-9.1615e-05+0.00010395i,0.00019724-0.00024404i,0.00047467-0.00045927i,0.00023928-0.00068648i,-0.00020652-0.00054863i,-0.000315-6.6107e-05i,0.00010931-7.9554e-05i,2.794e-05-0.00095542i,-7.948e-05-0.0011506i,8.8675e-05-0.00032056i,0.00074707+0.00023672i,0.00034038+0.00096093i
-0.0013219-0.00061003i,-0.00036558-0.00044615i,0.00063832-1.0338e-05i,0.0009983-0.00028809i,0.00076267-0.0012978i,0.00031981-0.0021423i,-0.00026838-0.0024071i,-0.00066635-0.0014689i,-0.0012287+7.7077e-05i,-0.0010995+0.00073831i,0.00013386+0.00070897i,0.00062179-5.34e-06i,0.00031416-0.0011067i,9.8053e-06-0.00095306i,8.9982e-05-0.000264i,0.00058757-0.00058375i,0.0008446-0.00058374i,0.00021344-2.0555e-05i,-0.0003316-8.3224e-06i,-0.00058261+0.00079078i,-0.0003604+0.0010071i,0.00040801+0.0008497i,0.00026742+0.00038324i
0.00028495-0.00089182i,0.00084628-0.00045091i,0.0010412-0.00023384i,0.00051143-0.0011372i,-0.00088457-0.0017588i,-0.00089589-0.0010857i,-0.0009526-0.00071323i,-0.0011771-0.00060219i,-0.00017447-0.0001839i,0.00049224-0.00034378i,0.00061421-0.00073492i,0.00045744-0.00042783i,0.00010244-9.0962e-05i,-0.00021863-5.3992e-05i,-0.00030494-0.00022504i,-4.7334e-05-0.00067913i,0.00066425-0.00063092i,0.00077446-0.00032837i,-0.00033509-0.00042235i,-0.00075792-0.00031559i,-0.00018818+0.0003494i,-0.00021468+0.0005537i,-0.00029484+0.00091206i
-0.0028768-0.00034866i,-0.002897+0.0007231i,-0.0018606+0.0002714i,-0.00041297+0.00084957i,0.00026041+0.0019102i,0.00056661+0.00034557i,0.00034546-0.0012453i,-1.3379e-05-0.0013704i,-0.00098277-0.00038396i,-0.0010831+0.00017128i,9.2593e-05-0.00035986i,0.00034997-0.0004463i,0.00075939-0.00074169i,0.00087649-0.0011348i,0.0007054-0.0010741i,0.00074055-0.00027771i,0.00023489+0.00058607i,0.00030134+0.0010967i,0.00061213+0.0010484i,0.00018833+0.00032579i,-0.00058192+0.00034934i,-0.00063582+0.0010019i,0.00013522+0.00049137i
-0.0074472+0.0018339i,-0.0068158+0.0039696i,-0.0041195+0.0062383i,-0.00041112+0.0043155i,0.0016204+0.0012348i,0.0024065-0.002094i,0.0012048-0.0032351i,-0.00021356-0.002362i,-0.00052567-0.0011998i,8.0615e-05+0.00023062i,0.00094596+0.00023306i,0.00087032-0.00089888i,-5.6619e-05-0.0015097i,0.00022202-0.0021865i,0.00088878-0.002589i,0.00045767-0.0017456i,-0.00010058-0.00044003i,-0.00089747+0.00066282i,-0.001419+0.00031805i,-0.0011983-0.00044916i,-0.00095367+0.00030212i,-0.00093149+0.00082712i,-0.00068246-0.00043903i
0.0051271-0.0021383i,0.0048195-0.0045944i,0.0039374-0.0081428i,0.00108-0.0074113i,-0.0024389-0.0054111i,-0.0026082-0.0030958i,0.00022945-0.0012293i,0.00048131-0.00013355i,-0.00051851-0.00014132i,-0.0010875-0.00090743i,-0.0011813-0.00057949i,-0.00076551+0.00047129i,-0.001589+0.0010077i,-0.0017378+0.0018412i,-0.0011569+0.0022664i,-0.001117+0.0011928i,-0.00087504+0.00042235i,0.00011488+0.00052628i,0.00072562+0.00060946i,0.00072517+0.0008261i,0.00072128+0.00093139i,1.4677e-05-0.00037218i,-0.00068645-0.0014861i
0.002108+0.00055815i,0.002791-0.00085374i,0.000971-0.0035297i,-0.00068044-0.0033409i,-0.00058485-0.0022056i,-0.00035855-0.0018994i,0.00047086-0.0022562i,0.00082632-0.0021128i,0.00073867-0.00085486i,0.00015542-0.00024075i,-0.0010396-9.0737e-05i,-0.0018082-0.00027787i,-0.0011758-0.00023064i,-0.00081119+0.00022554i,-0.00071587+0.00024735i,0.00022413-0.00020247i,0.00076848-0.0012963i,-0.00015815-0.0013501i,-0.00059845-0.00079359i,7.7994e-06+5.8665e-05i,4.1087e-05+0.00038707i,1.3492e-05+0.00061064i,-0.00011929+0.00034827i
0.00030304+0.0019465i,-3.1487e-05-0.0003871i,0.0014475-0.0027122i,0.0017412-0.0034409i,0.00010445-0.0039335i,-0.0010169-0.0029568i,-0.00057723-0.0013898i,0.00052591-0.00080493i,0.0011719-0.00075402i,0.00052995-0.00057882i,-0.00031627-0.00047555i,-0.00087183-0.0003192i,-0.00106-0.00020468i,-0.0011065-0.00027001i,-0.00072068-0.00034233i,5.7588e-05+0.00015453i,-0.00040415+0.00044452i,-0.00026646-3.6758e-06i,0.00057789-0.0001936i,0.00027212+1.3559e-05i,0.0001757-0.00020395i,0.00032475-0.00059526i,0.00065457-0.00060254i
0.0016734-0.0016312i,0.0025045-0.0031694i,0.0019281-0.0027893i,0.00098133-0.002109i,9.7236e-05-0.0016578i,0.00026164-0.00072089i,0.00077509-0.00043973i,0.00030335-0.00036616i,0.00078708-0.0002291i,0.0012684-0.00023942i,0.00042341-2.6135e-06i,-0.00012697+2.4043e-05i,-0.00054677+1.2058e-05i,-0.00098486-7.2375e-05i,-0.0005215-0.00074276i,0.00030699-0.0010138i,0.00037932-0.00036844i,2.0343e-05+0.00024907i,-0.0002019+0.00080142i,-7.2821e-05+0.00074116i,-0.0001953+0.00022996i,-2.649e-05+0.00020131i,0.00029508+0.00010085i
-0.0024612+0.00018898i,-0.0025572+0.00019977i,-0.0016884-0.00066745i,-0.00083253-0.0013173i,-0.00010194-0.0017018i,0.00056447-0.0015186i,0.00061705-0.001522i,0.00032125-0.0012948i,0.00036516-0.0012177i,0.00027568-0.0012597i,-0.00073106-0.00040988i,-0.0011715+0.00024944i,-0.0010359-7.5703e-05i,-0.00121-0.00061782i,-0.0013457+0.00027883i,-0.00074147+0.00055082i,0.00061375-0.00027219i,0.0012037+0.00017729i,0.00090403+0.00082668i,0.00058948+0.00075506i,0.00023952+0.00051559i,0.00065362-0.00078138i,0.00075903-0.0011792i
-0.00040779-0.0016971i,-0.0008132-0.0026328i,-0.00067055-0.002957i,-0.00042273-0.0019912i,-0.00023968-0.0014238i,0.00051835-0.0016112i,0.00099605-0.0015023i,0.0011924-0.0010078i,0.00070962-8.1938e-05i,8.3383e-05+8.288e-05i,-0.00027135-0.00021652i,-0.00041006+0.00010402i,-0.00068118-0.00026825i,-0.00097934-0.00074782i,-0.0011064-0.00042545i,-0.00043741-0.00073452i,0.0002807-0.00028627i,5.8113e-06+0.00027418i,0.00039712-0.00017863i,0.00012147-3.7284e-05i,-0.00050563-0.00057176i,-1.854e-05-0.00076403i,0.00046514-0.00036366i
0.003049-0.00042044i,0.0035211-0.00103i,0.0020628-0.0026951i,0.0001013-0.0034774i,-0.0006832-0.0024033i,-0.00045933-0.00070861i,-8.1436e-06-0.00062319i,0.00058999-0.00094157i,0.00083991-0.000206i,0.00014624-0.00036735i,0.00023943-0.00047693i,0.00061927+0.00026041i,0.00027375+0.00046598i,-0.00076102+0.00065013i,-0.0014913+0.00070317i,-0.00052078+5.9537e-05i,0.00067701+0.00020197i,0.00047518+0.00068972i,-0.00019359+0.00036456i,-0.00021632-0.00032541i,-0.00013217-0.00077765i,-0.00074067-0.00048122i,-0.0011114+0.00023448i
-0.0005492+0.00042844i,-0.001532-0.00059588i,-0.00074532-0.0014268i,6.6863e-05-0.002305i,-0.00042067-0.0024894i,-0.00061585-0.0014263i,-0.00052044-0.0011066i,-0.00088159-0.00014953i,-0.0005584+0.00023676i,-7.151e-05-0.00032925i,7.6169e-05-0.0002339i,0.00056735+0.00015505i,0.00035499+0.00043035i,-0.00050743+0.00035915i,-0.00057804+0.00031262i,9.9248e-05+6.987e-05i,0.00057847-0.00030231i,0.00087764+1.9506e-05i,0.00063771+0.00064096i,0.0001305+0.00074056i,4.8768e-05+0.00044995i,0.00039424+0.00022143i,0.00041337-0.00013995i
0.0014383+0.0010193i,0.0024995-0.00021046i,0.0022693-0.00081337i,0.0014482-0.0013119i,0.00071308-0.0018955i,0.00015298-0.0016952i,0.00067324-0.0014791i,0.00071994-0.00089945i,0.0007543-0.00080082i,0.00090439-0.0012479i,0.00023464-0.00087169i,-0.0002059-0.00025495i,-0.00011369-2.9267e-05i,-0.00046438+0.00049396i,-0.0010033+0.0010158i,-0.00035122+0.0007733i,0.00012637+0.00053542i,-7.5265e-05+0.00066724i,7.2573e-05+0.00081887i,-2.6832e-05+0.00090412i,0.00012966+0.00035226i,0.00031145-0.00037506i,0.00054785+0.00029052i
0.00088385-0.00064597i,0.0015889-0.00063363i,0.001092-0.0020478i,-3.5611e-05-0.0023652i,-0.00051138-0.0021654i,-0.00025319-0.0018025i,-0.00062875-0.0010234i,-0.00063944-0.0011764i,0.00023606-0.00083783i,0.00061126-0.0002522i,6.7705e-05-0.00029684i,-0.00035765-0.00071139i,-0.0002402-0.00081774i,-0.00025985-0.00022022i,0.00010018-0.00015969i,0.00049482-0.00035689i,0.00041867-0.00020891i,7.5046e-05-0.00019157i,0.00038352+7.56e-05i,-0.00050612+0.00054397i,-0.0010404+0.0011147i,-0.001081+0.00064969i,-0.0010441+0.00016022i
0.00021443-0.00043111i,0.00023076-0.0017123i,0.00018043-0.0013092i,0.00037227-0.00036654i,8.5223e-05-0.00058405i,-0.00039494-0.00091532i,-0.00036949-0.00077401i,-0.00036599-0.0013151i,-0.0003102-0.0010569i,6.8441e-06-0.00051329i,0.00017034-0.00037189i,-0.00024619+0.00022147i,-0.0007654-2.8995e-05i,-0.00088924-0.00077909i,-0.0011003-0.00085408i,-0.0014105+9.9135e-05i,-0.0010928+0.00039817i,-0.00041937-1.1627e-06i,-3.2494e-05+6.8222e-05i,-1.4621e-05+0.00059656i,0.00010045+7.0217e-05i,0.00025203-0.00087046i,-0.00058554-0.00062424i
0.0027548+0.00086977i,0.0021358-0.00036437i,0.0016522-0.0024105i,0.00075958-0.0032643i,-0.0004269-0.0024718i,-0.0011284-0.0021088i,7.0226e-05-0.00073236i,0.0013491+0.00031777i,0.0010673-0.00081618i,-0.00031569-0.00087033i,-0.000887-0.00033717i,-8.2909e-05-0.0003436i,0.00036271-0.00048579i,6.1955e-06-0.00015133i,-0.00061999+0.00081932i,-0.00086631+0.00033595i,-0.00053683-0.00070177i,-9.3838e-05-0.0009288i,0.00045565+0.00043071i,0.00061198+0.0012184i,0.00019423-7.7438e-05i,-0.00067257-0.00051119i,-0.00070641-0.00019836i
-0.0003172-0.00029003i,-0.0011029-0.0015095i,-0.0010693-0.0015011i,-2.4615e-05-0.0017479i,-1.9082e-05-0.0026434i,4.3659e-07-0.0012289i,0.00048747-0.00075365i,0.00043323-0.00095216i,0.0005864-0.00019572i,0.00070333-0.00027752i,0.0004235-0.00035576i,0.00037065+0.00066171i,0.00026379+0.0015028i,-0.00039371+0.00085533i,-0.00042555+0.0002105i,-0.00034419+0.00052763i,-3.1593e-05+0.0012716i,0.0010484+0.00090221i,0.0006205+0.00015185i,-0.00061497+0.00040039i,-0.00044387+0.00049736i,0.00060072+0.0002056i,0.00073375+0.00029779i
0.0033316+0.00057229i,0.003364-0.00034116i,0.0025432-0.0022315i,0.00082958-0.0030939i,-0.00035266-0.0027783i,-0.00080871-0.0019396i,-0.001039-0.00093678i,-0.00068674-0.00040994i,8.6642e-05-0.0004208i,0.00023222-0.00086207i,-9.1563e-05-0.00091942i,-0.00040722-0.00032049i,-0.00045005-0.00024555i,-0.00084926+0.00029i,-0.0013387+0.00043893i,-0.0013119-0.00028634i,-0.00052333+8.2184e-05i,0.00024595+0.00011538i,0.00012842-0.00020872i,-0.00079804-4.993e-05i,-0.00080195-0.00044606i,-0.00056503-0.00034374i,-0.00052601-8.1156e-05i
0.00067245-0.00094094i,3.467e-05-0.0010505i,-0.00010983-0.00038216i,-0.0005542-0.0014109i,-0.00039053-0.0020824i,-0.00028822-0.00092998i,-7.2282e-05-0.00026725i,0.00035386-0.00065302i,-0.00023927-0.00042306i,-0.00033732-0.00029737i,9.7136e-05-0.00057174i,-0.00013029-0.00023882i,-0.00074111+0.00036877i,-0.00084091+0.00024616i,-0.00027288+0.00018356i,0.00044528+0.00072227i,0.00040655+0.00070945i,-0.00015743+0.00079722i,-0.00026975+0.00052399i,-2.1534e-05+0.000818i,-5.9984e-05+0.00095346i,0.00037193-2.4083e-05i,0.00017322-0.0010198i
0.0030789-1.0898e-05i,0.0036048-0.0014203i,0.0029608-0.0026037i,0.00095259-0.0030377i,-0.00046188-0.0024103i,-0.00091523-0.0015281i,-0.0016474-0.00074496i,-0.0015235-0.00014127i,3.2832e-05+0.00053521i,0.00019839+0.00076248i,-0.000352-1.9578e-05i,4.9131e-05-0.00044316i,0.00024934+0.00016052i,-6.3105e-06+0.00098246i,-0.00018913+0.00048601i,-0.00035289-0.00039411i,-0.00066335-0.00053054i,-0.00041961-0.00032135i,-3.7052e-05+0.00018652i,-4.553e-05+0.00081293i,0.00038479+0.00049657i,0.00093756+0.00010365i,0.00054601-8.1727e-05i
-0.003151+0.00018508i,-0.0031298+0.00027643i,-0.0017472-6.1488e-05i,-0.0008618-0.00094887i,-8.2785e-05-0.0014194i,0.0010649-0.0019068i,0.001885-0.0020606i,0.0012478-0.0018491i,0.00022073-0.0013398i,0.00056904-0.00090034i,0.0010567-0.00013478i,0.00072052-0.00018221i,0.00044544-0.00062498i,3.6883e-05-0.00034369i,2.6417e-05+0.00039416i,9.5228e-05+0.00032793i,-0.00011194-0.00092789i,0.00050742-0.0010147i,0.00046692+3.6377e-05i,-0.00033562+0.0001618i,0.00016357-7.6714e-05i,0.0012256+0.00039482i,0.00080797+0.000853i
0.0021313-1.0067e-05i,0.0024963-0.0014407i,0.0020928-0.0023797i,0.001386-0.002285i,-0.00022084-0.0014297i,-0.0015346-0.00097031i,-0.00096572-0.00082554i,-0.00033499-0.00075627i,7.8337e-05-0.00070872i,0.0010073-0.001058i,0.00046747-0.00069238i,4.3948e-05+0.0003865i,-0.00028628+0.00037422i,-0.00071614-0.0005754i,-0.0004921-0.0010182i,-7.2639e-05-0.0008098i,5.9052e-05-0.00099671i,-0.00048324-0.0009195i,9.0884e-05-0.00017869i,0.00069354-0.00021007i,0.00029199-0.00067301i,0.00031738-0.00041425i,0.00049918-0.00040593i
0.0014452+6.6657e-05i,0.00059511+0.00016065i,-5.2658e-05-0.00061859i,-0.00029482-0.0017133i,-0.00045951-0.0018637i,0.00033249-0.0014958i,0.0010145-0.0021554i,0.00096804-0.0015868i,0.0005398-0.0001102i,-0.00049607+0.00035753i,-0.0010707+0.00060549i,-0.00083093+0.00012575i,-0.00078112+0.00042783i,-0.0012142+0.00070955i,-0.0015105+0.00051278i,-0.00095235+0.0010602i,-0.00068577+0.0012229i,-0.0003098+0.00097445i,0.00045597+0.00076479i,0.00043038+0.00029115i,0.00058897-0.00040787i,0.00069464-0.00053368i,-2.1192e-05-0.00077034i
-0.0018153-0.0014657i,-0.002264-0.0017797i,-0.0027469-0.002435i,-0.0023557-0.0027681i,-0.00071356-0.0020532i,-7.8095e-05-0.0015074i,8.7192e-05-0.0013589i,0.00011218-0.0014002i,-0.00024813-0.0010015i,-0.00022471-0.00052611i,-0.0004381-0.00098062i,-0.00025984-0.0012095i,-0.00076019-0.00056814i,-0.00089022+0.0001323i,1.8261e-05+0.00031717i,0.00067938+0.0001104i,0.0007669-0.00017273i,0.0007321+0.00013177i,0.00068311+0.00060474i,0.00019128+0.00033126i,-0.00025232+0.00047553i,-0.00049506+0.00065176i,-0.00056187+0.00033468i
0.0017577+0.0013362i,0.0022606-2.4834e-05i,0.0020146-0.0011091i,0.0015381-0.001091i,0.00085663-0.0012943i,0.00051017-0.00097944i,-0.0001409+0.00047573i,-0.00014594+0.0012932i,0.0003266+0.00068475i,0.00024872-0.00085977i,-0.00020009-0.001081i,-0.0010285+2.8974e-06i,-0.0014461+0.00057253i,-0.0016469+0.00038156i,-0.0014059+0.0004226i,-0.0014107+0.000386i,-0.0010687+0.00039928i,0.00023002+0.00029847i,0.00055846+0.00068002i,2.6995e-05+0.00024994i,-0.0004746+0.00024771i,-7.9954e-05+0.00046925i,0.00038108-0.00044849i
0.00050173-0.0012681i,-0.00093995-0.0020057i,-0.0019548-0.0033718i,-0.001579-0.002649i,-0.0006692-0.0015292i,-0.00029791-0.0012789i,-5.4767e-05-0.0012868i,0.00035561-0.0012619i,-9.0403e-05-0.00074324i,-0.00019764-0.00043759i,-5.6705e-06-0.00088944i,-0.00028629-0.00055122i,-0.00017045+0.00038714i,-0.00019941+4.4186e-05i,-0.00020806-0.0003222i,0.00032991+0.00023329i,0.00028793+0.00066412i,0.00033713+0.00092343i,0.00085731+0.00013651i,0.0005479-0.00090531i,-3.2139e-05-0.00092276i,-9.1814e-05-0.00078478i,-0.00033837-0.00045531i
0.0005944+0.00097145i,0.00075489+0.00016765i,0.0012737-8.83e-05i,0.0011411-0.0008084i,0.0011046-0.0016776i,0.00065874-0.0021522i,0.00054896-0.0020492i,0.00077766-0.00097849i,6.0208e-05+8.4465e-05i,-0.00015696-0.0003619i,-0.00020214-0.00078704i,0.00014983-0.00017391i,0.0005327+6.0655e-05i,-0.00022394-0.0005346i,-0.0011222-0.0009305i,-0.00095925-0.00104i,-0.00073816-0.00079454i,-0.00068797-0.00060572i,-0.00038572-0.00089141i,-0.00011969-0.00048368i,0.00022149-0.00078168i,0.00067207-0.00043629i,0.00027416+0.00087662i
-0.0014498-0.00014882i,-0.00081053-0.0013221i,-0.001384-0.0023526i,-0.00092441-0.0019021i,-0.00016715-0.0012603i,0.00037615-0.0013415i,0.00062896-0.0017053i,0.00048376-0.0021414i,-3.9213e-05-0.0017064i,-0.00035522-0.0012537i,-0.00021251-0.00069672i,-0.00033431-0.00053897i,-0.00072421+3.2844e-05i,-0.00072581+0.00066973i,-5.1198e-05-9.5617e-05i,-0.00014308-0.00061933i,0.00024462-0.00038716i,0.00098333-0.00032032i,0.0010124-0.00027372i,0.0005232+9.2695e-05i,-0.0003602+0.00021736i,-0.00069382+8.4028e-05i,-0.00081355-4.678e-05i
-5.4363e-05-0.0021844i,-0.00027309-0.0023846i,-0.00013465-0.0022616i,-0.00054158-0.0020723i,-0.00087119-0.0013591i,-0.00020834-0.00069251i,0.00056119-0.00071858i,0.00079693-0.00041302i,0.00013734-0.00014288i,-0.00088138-0.00063123i,-0.0008239-0.00079528i,0.0004265-0.00013594i,0.00079966+0.00058829i,0.00051907+4.9397e-05i,6.0911e-05+0.0001321i,-0.0003287+0.00077284i,-5.8422e-05+3.9016e-05i,-7.1898e-05-0.00026208i,-0.00036117+0.00066763i,-0.00043668+0.0014381i,-0.00011254+0.0014264i,3.0939e-05+0.0009524i,0.00012102+0.00054152i
-0.0010553+0.0011277i,0.0010689+0.0007582i,0.001835-0.00040566i,0.00035079-0.0014637i,-0.00031292-0.0017364i,0.00011341-0.0017694i,0.00057207-0.0016548i,0.00072691-0.0010688i,0.00069575+7.3216e-05i,0.00053823+0.00032716i,2.645e-05-0.0004898i,-0.00037128-0.00041813i,-0.00033247-1.3996e-05i,0.00043761-0.00043287i,0.00093853-0.00078974i,-2.2248e-05-0.00038317i,-0.000186-0.00021424i,0.00030358-9.1106e-05i,0.00035511+8.7882e-05i,0.00050579+0.00055974i,0.00022528+0.00042213i,-0.00016419-0.0003415i,0.00065773-0.00043235i
-0.0012397-0.00083671i,-0.0019707-0.0013121i,-0.00018718-0.00039546i,0.00064222-1.5481e-05i,0.00026331-0.00093585i,0.00081296-0.0013714i,0.0013224-0.0012904i,0.00026687-0.0012501i,-0.0008134-0.0010465i,-0.00047321-0.00091463i,-0.00011409-0.00065496i,-0.00024788-0.00053064i,-0.00033846-0.00056182i,7.8691e-05-0.0008334i,0.00042586-0.0012234i,0.00068875-0.00030901i,0.00061478+0.00018824i,0.00039016+0.0004818i,-0.00012307+0.0011211i,0.00019924+0.0009129i,0.00059793+0.00079998i,-9.0625e-06+0.00086068i,-4.2433e-05+0.00031658i
0.001593+0.0013376i,0.0020453+0.00019479i,0.00189-0.0018391i,0.00028751-0.0025973i,-0.00056521-0.0023845i,0.0003183-0.0024688i,0.00077615-0.0019665i,0.00017487-0.0014712i,-9.885e-06-0.0011807i,-0.00031014-0.001036i,-0.00064258-0.00087321i,-0.00078309-0.00035913i,-0.00068471+0.00011146i,-0.00044042+0.00036559i,-0.00064295-8.8167e-05i,-0.0014217-0.00038254i,-0.0011772-0.00060358i,-0.0007273-0.00082107i,-0.00077195-0.00099849i,-0.00017688-0.0010989i,0.00076678-0.00052343i,0.00045236-0.00075265i,0.00018143-0.00058171i
-0.00066849-0.0013397i,-0.0011062-0.0015907i,-0.0001395-0.0020148i,-0.00032582-0.0022019i,-0.0011392-0.0021945i,-0.00052648-0.0010487i,5.3767e-05-0.00043717i,9.8451e-05-0.00085409i,-5.0024e-05-0.00062139i,-0.0007154+1.3858e-05i,-0.0012763-8.2939e-05i,-0.00065679-0.00030447i,0.00057086-0.00013321i,0.00069172-0.00018858i,-0.00051626+0.00023096i,-0.00071632+0.0010691i,-9.733e-05+0.00082002i,-0.00020383-0.00029793i,0.00046176-0.00043978i,0.00085059-0.00032515i,0.00057053-1.7505e-05i,0.0003979-0.00026912i,7.1933e-05-0.00033736i
0.0017883-0.0017815i,0.00080923-0.0023728i,-0.00037248-0.002289i,-0.0010431-0.0019899i,-0.00062384-0.0012309i,0.0004717-0.00075493i,0.00048349-0.0010444i,6.7748e-05-0.0012181i,0.00075205-0.0013482i,0.00088429-0.00044344i,0.00046758-0.00028642i,0.00066987-0.00084619i,0.00018398-0.00067323i,-0.00068347-0.00091658i,-0.00086382-0.00042255i,-0.00078213+0.00039055i,-0.0007885-3.2926e-05i,-0.00027176-0.00098084i,0.00039013-0.00047525i,0.00073088+0.00049582i,0.00054015+0.00043144i,0.00071405-9.011e-05i,0.00089068-9.6347e-05i
0.00057992-0.00099021i,-9.9661e-05-0.00038329i,-0.00024578-0.00041914i,-0.00032238-0.0012615i,-0.00058069-0.0016251i,-0.00012095-0.0012522i,0.00027314-0.0013159i,-0.0007619-0.00088412i,-0.001003-0.00063393i,-4.6472e-05-0.00035913i,0.00014209+0.00013743i,-0.00010629-0.00031032i,-0.00014249-0.0004446i,-0.0003589+0.00020877i,-0.00014477+0.00062614i,6.4833e-06+0.00062804i,0.00011923+8.428e-05i,0.00041524-0.00057684i,0.00053035+4.1167e-05i,3.3119e-05+0.00065405i,-0.00040606+0.00015869i,-0.00033286-0.00020549i,-6.9768e-05+1.4035e-05i
0.0011501-0.0016705i,0.0012665-0.0031191i,0.00069558-0.0044502i,-0.00010286-0.0034723i,-0.00037036-0.0018515i,0.00048235-0.0012033i,0.00051334-0.00076344i,4.6976e-05-0.00038662i,4.4937e-05-0.00037664i,0.00032861-0.0008172i,-8.2039e-05-0.000729i,-0.00094143-0.0003429i,-0.00033885-1.1633e-05i,0.00023276+4.3731e-05i,3.2571e-05-0.00014986i,-0.00054639-1.3446e-05i,-0.0011372+0.00037895i,-0.001116+0.00018211i,-0.00045542-0.00019689i,-0.00012281-0.00069408i,9.4206e-05-0.00084712i,-0.00054103+0.00031978i,-0.0010724+0.00081827i
0.00023329-0.00041826i,-0.00029406+0.00025251i,-6.8696e-05-0.00060098i,-7.7696e-07-0.0011388i,-0.0011158-0.00093809i,-0.0010822-0.0016413i,0.00042128-0.0021373i,0.00080332-0.0012321i,-0.00016301-0.0001504i,-0.00038977-3.6196e-05i,0.00019579-0.00021868i,0.00052097+9.7005e-05i,0.00055922+0.00050624i,-0.00014501+0.00064856i,-0.00064453+0.00060091i,-0.00010955+0.00018157i,0.00038425-0.00029079i,0.00034654-0.00054478i,0.00033584-0.00083461i,0.00054326-0.0014362i,0.00054889-0.0012944i,8.1924e-05-0.000352i,0.00027763-0.00011644i
-5.6584e-05+0.00082848i,0.00051407+0.00051534i,0.0015863-0.00010676i,0.00058841-0.0012323i,5.8571e-05-0.0014304i,0.00032489-0.0011519i,0.00034574-0.0016336i,0.00034699-0.0011217i,0.00021483+3.5757e-05i,-0.00011669+4.9726e-05i,-0.00030942-0.00016136i,9.1699e-05-1.0139e-05i,0.00022021-0.00024929i,-0.0001425-0.0010581i,-0.00043635-0.001282i,-0.00047379-0.00086467i,6.8811e-05-0.00094355i,0.00067425-0.00096189i,0.00017587-0.00038863i,-0.0015522-0.00083198i,-0.0017683-0.00090923i,-0.00078895-0.00015928i,0.00045434-9.5642e-05i
-0.0012642-0.0011956i,-0.00022881-0.00092618i,9.5654e-05-0.00057516i,-0.00039606-0.00041421i,-0.00070172-0.00088908i,0.00011317-0.0015191i,0.00099736-0.001265i,0.00091984-0.00085348i,0.00078459-0.00085696i,0.00066774-0.00067687i,2.1302e-05-0.00076018i,-0.00022869-0.00036141i,-0.00075247+0.00028512i,-0.0010566-0.00022379i,-0.00056216+0.00018189i,0.00038271+0.00015637i,0.001275-0.00082087i,0.0011938-0.00056361i,0.00030509+0.00013648i,-0.00019145+0.00020371i,-0.00063314-0.00047426i,-0.00054102-0.00081932i,9.5125e-05-0.00074532i
0.0020132-0.0021218i,0.0019189-0.0028363i,0.0011161-0.0030644i,0.00050223-0.0024255i,-2.7155e-05-0.001082i,-0.00013766-0.0011017i,2.9667e-05-0.0014465i,0.00015546-8.8541e-05i,5.8492e-05+0.00052421i,0.00028281+8.3901e-05i,0.00026837+3.1846e-05i,0.00042037-0.00024721i,0.0011998+0.00010051i,0.0010494+0.00084728i,0.00056445+0.00090274i,0.00019318+0.00054991i,-0.00016586+0.00016837i,-0.0007515+6.4738e-05i,-0.0002452+0.00052978i,0.00024185+2.5836e-05i,0.00034937-0.00053656i,0.00043694-0.00039878i,0.00010502-0.00056612i
0.0002276+0.0026802i,0.00089953+0.001757i,0.00078885+0.00041183i,0.00011032-0.00072162i,-0.00034514-0.0019703i,-0.00019943-0.0023962i,0.00018578-0.0019014i,0.0006095-0.0015269i,0.00011717-0.00096668i,0.00012827-0.00039014i,0.00042238-0.00052989i,0.00026189-0.0005775i,-0.00070766-0.00096097i,-0.0012748-0.00034856i,-0.001517+0.00055595i,-0.0014837-6.2787e-05i,-0.000427-0.00041554i,-0.00013764-0.00010657i,-0.00069111+0.00052768i,-2.843e-06+0.00026951i,0.00053353-0.00056136i,9.951e-05-4.7575e-05i,-0.00015032+0.00040827i
