-0.001106-0.0010055i,2.4042e-05-0.00052126i,-0.00069181+0.00025777i,-0.00086908+0.0016394i,-8.6928e-05+0.0031418i,0.0008938+0.002523i,0.0019878+0.0019386i,0.002339+0.001983i,0.0016456+0.0010576i,0.000814+0.00043185i,0.0010681-0.0007546i,0.0014467-0.0021404i,0.001114-0.0015705i,0.0010838-0.00029726i,0.0010536-0.0002216i,0.00074164-0.00030486i,0.0001576-0.00015913i,-8.5569e-05-0.00073036i,0.00018207-0.0011924i,-0.00015361-0.00083354i,-0.00036844-0.00045154i,-0.00021201-0.00031621i,0.00012223-0.00027818i
-0.00058969-0.0012805i,-0.00018854-0.0013954i,1.9158e-05+2.6239e-05i,0.0009245+0.0010814i,0.0029458+0.00070823i,0.0032605-0.00088974i,0.0016069-0.0011071i,0.00031782-0.00023452i,-0.00011559-0.00033773i,7.9786e-05-0.00032048i,0.00044795-0.00029391i,0.00070317-0.00023055i,0.00070077-0.00019225i,6.8302e-05+0.00012916i,-0.00045316+0.00023012i,-0.00090091-0.00047002i,-0.0001088-0.00031965i,0.000963+0.00060886i,0.00062089+0.00058939i,-0.00042349+0.00044265i,-0.00056535-0.00027768i,-0.00044047-0.0011211i,0.00034017-0.00056497i
-0.00021914+0.0014112i,-9.3986e-05+0.00038089i,-0.00025071+0.00048117i,5.1477e-06+0.0017609i,0.00082869+0.0021307i,0.0020836+0.0017943i,0.0016686+0.0014056i,0.00047666+0.001168i,0.0004827+0.00088057i,-0.00010959+0.00053453i,-0.000726+0.00047244i,-0.0005098+0.00042337i,-0.00040455-0.00037318i,-0.00087943-0.00064424i,-0.0010547-8.9335e-05i,-0.00059876+0.0002594i,-0.00014251+0.001023i,-0.00016871+0.0011622i,-8.2391e-05+0.00035141i,0.00058411-4.2579e-05i,0.00066169-0.00047491i,0.00033206-0.0011456i,0.00024675-0.00086451i
0.0007936+0.0010372i,0.00067855+0.00055896i,0.00094237+0.00016124i,0.00046513+1.9382e-05i,0.00017871+0.00071625i,0.00037635+0.0011373i,0.0009018+0.00076718i,0.0013203+0.0011647i,0.001308+0.00144i,0.0010572+0.00078091i,0.00044473-0.0001665i,-0.00011196-0.00055584i,-0.00078584-0.00055226i,-0.00094642-0.00043076i,-0.00059241-0.0002739i,0.00010901-0.00062372i,0.00080675-0.00059308i,6.5726e-05+0.00020796i,-0.00063801+0.00045545i,-0.00079805+0.00041863i,-0.00081227+0.0002016i,-0.00084658+4.3101e-05i,-0.00054015+0.00028278i
-0.0013194-0.00228i,-0.0015073-0.0021351i,-0.0016476-0.001093i,-0.0012324+0.00061394i,0.00030986+0.00169i,0.0022524+0.0019331i,0.0028587+0.0013915i,0.0023175+0.00097037i,0.0010874+0.00033956i,-0.00044106-1.03e-05i,4.841e-05+0.00032427i,0.0012223+0.0008968i,0.00075369+0.0012654i,0.00046648+0.0013902i,0.00057926+0.001608i,0.00028722+0.0011363i,5.9558e-05+1.5504e-05i,-0.00063589+0.00016999i,-0.00087285+5.4602e-05i,-0.00033743-0.00032465i,-0.00011057-0.00039815i,-2.6963e-05-0.00040308i,-0.0003178-0.00023428i
0.0011367-0.00040039i,0.0014401-0.00063705i,0.00057723-0.00022335i,0.00054248+0.00028076i,0.0015656+0.00053295i,0.0021363+0.00051138i,0.00080783+0.00085421i,-1.5641e-05+0.00046449i,0.00031305-0.0010484i,0.00033535-0.0012334i,0.00015031-0.00080133i,0.00044274-0.0007478i,0.00056779-1.4057e-05i,0.00035998+0.00054794i,-0.00018491+0.00021281i,-0.00072673-0.0002334i,-0.00070816-0.00030033i,-0.00028365-2.5598e-05i,0.00018093-7.9742e-06i,0.00065711+0.00042395i,0.00082364+0.00061645i,0.00057206+0.00046537i,0.00054422+0.00025883i
-0.00012761-0.00020423i,-0.00071553+0.00022106i,-0.0017966+0.00081472i,-0.0013544+0.0012568i,0.00017928+0.0015106i,0.0015443+0.0020394i,0.00147+0.0022225i,0.00091401+0.0010905i,0.00026736+8.6235e-05i,6.5078e-05-0.00028274i,0.00017767-0.00044471i,-0.00033761+8.2742e-05i,0.00015234+0.00043862i,0.00059783-5.786e-05i,-1.2291e-05+0.00016314i,-5.5593e-05+0.00063416i,3.9375e-05+0.00072537i,0.00013591+0.0005954i,-0.00013422-0.00010243i,-0.00033789-1.9018e-05i,-0.00022688+0.0010749i,-0.00040367+0.0013852i,-0.00048717+0.00072552i
-0.00039973-0.0004286i,-0.00073204-7.3522e-05i,-5.4632e-05-0.00052104i,0.0007062-0.0008538i,0.0012021-0.00023178i,0.0011546+6.7888e-05i,0.00028498+0.00064499i,0.00050012+0.00095262i,0.00087017+0.00099393i,0.00012109+0.00026508i,-0.00022738-0.00049456i,-0.00020509-0.00059991i,-7.9342e-05-0.00086312i,-0.00033835-0.00063276i,-0.00023121+3.5821e-05i,-2.5011e-05+0.00057683i,-0.00041184+0.0008423i,-0.00060312+0.00021809i,-0.00073766-6.8663e-05i,-0.00042627+0.00044795i,0.00047513+0.00053364i,0.00086066+0.00038084i,0.00037205+0.00022778i
0.0005325-0.002842i,-0.00081784-0.0023215i,-0.0024242-0.0013199i,-0.0023369+0.00039005i,-0.00065486+0.001571i,0.0017113+0.0016946i,0.0020008+0.00057326i,0.0012136-0.00042212i,0.00099594+0.00015886i,0.0012722+0.00094225i,0.00059254+0.00063844i,0.00017907+0.00085155i,0.00043103+0.00034883i,0.00082067-0.00047121i,0.00084069+4.89e-05i,6.1861e-05+5.17e-05i,-0.0005767-0.00050694i,-0.00040001+0.00032978i,-0.00070105+0.0010929i,-0.0012626+0.00033705i,-0.00081188-1.0115e-05i,-5.3594e-05-0.0002395i,0.00029174-0.00035234i
0.0010847-0.00031129i,0.00056932-0.00050286i,0.00028234-0.00084489i,0.0010491+0.00024309i,0.0018407+0.001395i,0.0026089+0.00081948i,0.0028045+0.00058101i,0.0015317+0.0008782i,0.00045482+0.00064441i,0.00017057+3.9455e-05i,-0.0001566-0.00064139i,-0.00013502-0.0011753i,0.0006989-0.00075808i,0.00078396-0.00011769i,0.00090439-0.00036177i,0.00091331-0.00023215i,4.3466e-05+0.00026119i,-7.6079e-06+0.00096411i,-0.0002642+0.00067178i,-0.00053659-0.00015519i,-4.2572e-05+4.3602e-05i,0.00072512-7.2192e-06i,0.00063995-0.00036772i
-0.00041516+0.00012626i,0.00021493-0.00019287i,-0.00058765-0.00047878i,-0.00074977-0.00040927i,0.00033049+0.00035217i,0.00099465+0.001149i,0.0010163+0.0016198i,0.0010882+0.001593i,0.0014832+0.00093488i,0.0012157+0.00040712i,0.00084046+3.475e-05i,0.00041184-0.00089832i,-0.00021551-0.0015027i,-0.00032103-0.00088704i,-0.00013838-0.00032805i,-0.00033445-0.00028575i,-3.2569e-05-0.00029543i,0.00050354+0.00031024i,0.00029609+0.00032252i,-0.00033738-0.00030569i,-0.0010595-0.00087968i,-0.0010027-0.00050232i,-0.00056151+4.1461e-05i
0.00043862+0.00013983i,0.00044226-0.00010348i,9.576e-05+0.00048556i,0.00016943+0.0012785i,0.00069405+0.0017678i,0.0012586+0.0018681i,0.0021076+0.0013979i,0.0019383+0.00082736i,0.00085534+0.00062224i,-0.00053005+0.00056641i,-0.0012394+0.000324i,-0.0004837+0.00023989i,-0.00034263+5.5173e-05i,-0.00011521-0.00099874i,-0.00013191-0.0017103i,-0.00071191-0.001019i,-1.7688e-05-0.00082071i,0.00015495-0.00079187i,-0.00047034+7.9261e-05i,-0.00053006+0.00061419i,6.6857e-07+0.00029837i,0.00017831+5.0327e-05i,-5.5167e-05-0.00044491i
-0.0016515-0.00086163i,-0.0013379+6.9607e-05i,-0.00097107+0.00085719i,-0.000494+0.0017359i,0.00034738+0.0023462i,0.0018621+0.0020497i,0.0020083+0.00046303i,0.00088209-0.00052151i,2.8931e-05-0.00020757i,0.00017775+0.00029315i,0.00021947+0.0007554i,0.00017381+0.00062916i,0.00076044-0.00039752i,0.001033-0.00091137i,0.00062462-0.00024857i,-6.9877e-05+0.00031275i,-0.00036701+2.791e-05i,-0.00031806-6.9117e-05i,-5.8685e-05+5.6883e-05i,-2.4135e-05+0.00018446i,-0.00066491+0.00016177i,-0.0008818-0.00016234i,-0.00063736+0.00020796i
0.00054845+9.2865e-05i,0.00059686-0.0013617i,0.0017191-0.0019138i,0.0022122-0.00058028i,0.0019257-3.1328e-05i,0.0016262+0.00015597i,0.00091496+0.00067764i,0.00014771+0.00066588i,0.00033526+3.0983e-05i,-0.00015112-0.00088058i,-0.00075104-0.00067315i,-0.00062047+3.5141e-05i,-0.0013933+0.00021502i,-0.001641+0.00018334i,-0.00051343-0.00025877i,0.00017694-0.00032911i,0.0001189-8.8902e-06i,-0.00024423-0.00021665i,-6.3294e-05-0.0002173i,0.00042387-0.00035487i,0.00041152-0.00063852i,-0.00027204-0.00020434i,-0.00090297+0.00040299i
-0.00019598-0.0021437i,-0.00022995-0.0014356i,0.0001322-0.00022316i,0.00014312+0.0011527i,0.00043739+0.002042i,0.001444+0.0016336i,0.00181+0.00055618i,0.0016007+0.00056274i,0.0014435+0.0011549i,0.0010485+0.0011609i,0.00024876+0.00045313i,-0.00049183+0.0006646i,-0.00035763+0.0010351i,0.00021314+0.00047922i,0.00034143+0.00077145i,-0.00012239+0.00073102i,-0.00015166-6.5342e-05i,8.1783e-05-0.00020853i,6.6803e-05+1.1921e-05i,0.00048192-0.00021841i,0.00030633-0.00036937i,0.00012712+9.8139e-05i,0.00059828-2.7846e-05i
0.0018855-0.001421i,0.001219-0.0023156i,0.0002183-0.0024036i,-0.00076069-0.0010062i,3.9208e-05+0.00035797i,0.00087635+0.00056204i,0.00095568+0.00058525i,0.0010478+0.00039628i,0.00068786-6.3147e-05i,-2.7524e-05+0.0002952i,-0.00060901+0.00044689i,-0.00042995+0.0003078i,0.00057356+0.0011186i,0.00084154+0.0013442i,-5.4049e-05+0.0013324i,-0.00047858+0.0010909i,-0.00055559+0.00081377i,7.8162e-05+0.0010925i,0.00050741+0.0012568i,-0.00030623+0.00071439i,-0.00072846+0.00034217i,-3.9002e-05-4.5283e-05i,0.00082701+0.00039321i
-0.0018305+0.00063255i,-0.0010768+0.00087241i,-0.00047027+0.0018865i,-0.00042604+0.0032978i,0.00018063+0.0031811i,0.0012695+0.0023287i,0.0011608+0.0018358i,0.00096142+0.0011026i,0.0013651+0.00066558i,0.0017357+0.00063754i,0.0010635+0.00049266i,4.9703e-05+0.00034158i,-0.00012272+0.00010151i,0.00020019-0.00082217i,0.00015468-0.0014024i,-0.00026466-0.0010985i,-0.00050633-0.00069408i,-0.00093452-0.00062116i,-0.00089429-0.00085597i,-0.00026592-0.00079069i,2.8875e-05-0.0008309i,7.2864e-05-0.00077367i,-6.1613e-05-0.00028313i
-0.00064721-0.0018735i,-0.0006287-0.0013749i,-0.00098065-0.00045119i,-0.00042217-0.00021843i,0.0010893+0.00041952i,0.0021371+0.00056615i,0.0012815+0.0002693i,0.00080364+0.00018271i,0.0012868-0.00017519i,0.00018601-0.00021154i,-0.00079823+1.2369e-05i,0.0005449+0.0001322i,0.0012182-0.00015583i,0.00066615-0.00096191i,-0.00018758-0.00071614i,-0.0011064+9.9358e-05i,-0.00034924+4.9857e-05i,-0.00047441-0.00075295i,-0.00096059-0.0012319i,-0.00050499-0.0010933i,-0.00025054-0.00060894i,0.00060207-0.00033706i,0.00088481+0.00033119i
-0.00035795-0.0017503i,0.00034957-0.0012552i,-0.00043637-1.0495e-05i,-0.0010614+0.001145i,-0.00075117+0.0020262i,0.0010194+0.0022504i,0.0017104+0.0014317i,0.00075668+0.000213i,0.0011908+2.4083e-05i,0.001707+0.00013526i,0.00088868-0.0003702i,0.00079208-0.00015717i,0.00042625+0.00042485i,-0.00014856+0.0006853i,-0.00039004+0.00014421i,-7.7809e-05-0.00027651i,0.00014005+0.00070764i,-0.00067752+0.00090296i,-0.00083881-0.00028401i,-0.0003479-0.00075173i,3.6611e-05-0.00061205i,0.00030755-0.0002003i,0.00031802+0.00062035i
0.0035159+1.243e-05i,0.0025833-0.00023082i,0.0011972-0.0001653i,0.00027719-0.00081196i,5.0801e-05-0.00086605i,0.00033874+0.000146i,0.00082377+0.00099822i,0.00072409+0.0012621i,0.00046538+0.00050049i,-0.00013703-0.00010771i,-0.00077213-0.00037888i,-0.00083413-0.00027042i,-0.0012967+0.000394i,-0.0010859+0.00030545i,-0.00060311+0.00061256i,-0.00096173+0.00027068i,-0.00096478-0.00025478i,-0.00033296-7.3799e-05i,0.00050824-0.00014309i,0.00047603+2.5887e-06i,-0.00059223-4.6398e-05i,-0.00039881+8.5488e-05i,-0.00031671-3.5844e-06i
-0.00067909-0.0011562i,-0.001443-0.0011355i,-0.0014206-0.00089394i,-0.0008746+0.0011519i,0.00029776+0.0028922i,0.0010707+0.0030688i,0.0014016+0.0020867i,0.0017704+0.0014543i,0.0010247+0.0010347i,0.00011613+0.00036306i,-0.00011505-0.00068225i,-0.00037381-0.0010618i,-0.00039828-0.00046223i,0.00015654+0.00026353i,0.00017571-0.0001694i,-3.095e-05-5.7133e-05i,-0.000102+9.8782e-06i,-0.00067712-0.00061868i,-0.00056544-5.8998e-05i,-5.6048e-05+0.00098314i,-0.00047702+0.0010953i,-0.00053627+0.00063928i,-0.00075512-0.00036073i
-0.00035711+7.7785e-05i,-0.00036834-0.00046499i,-0.00075969-0.00025402i,-0.00018812+0.00055437i,0.00062686+0.00099926i,0.0012026+0.00091556i,0.00033477+0.0001504i,-0.00024638+8.7828e-05i,-2.4661e-06-6.3754e-06i,0.00014174-0.00012615i,4.1547e-05-0.00023153i,-0.00027287-0.00025994i,-0.00022958-0.00018152i,0.00020901-0.00037263i,0.00025256-0.00016177i,0.00030342-0.00036454i,2.7672e-05-0.00071999i,-0.00023125-0.00051406i,0.00012927-0.00056792i,0.00028602-0.00026712i,-0.00031682+0.00029455i,-0.00076585-0.00016327i,-0.00043964-0.00020847i
0.0017484-0.00026115i,0.0017448-0.0010555i,0.00051883-0.0017753i,0.00047225-0.00086127i,0.0013685+0.00081117i,0.0019352+0.0014464i,0.0021677+0.0011173i,0.0012001+0.0002274i,0.00049611-0.0004318i,0.00067232+7.4781e-05i,0.0013832+0.00067746i,0.001357+0.00033231i,0.00026395+0.00016345i,-0.0010842+0.00039297i,-0.0011765+0.00090021i,2.871e-05+0.00082258i,0.00026969+0.00022559i,0.00032553-2.7022e-05i,6.198e-05+2.8269e-05i,-0.00083092+0.00018236i,-0.0012345-5.508e-05i,-0.00038322-0.00026005i,-0.00017073+5.4858e-05i
0.00043287-0.00054434i,0.00056568+6.8543e-05i,0.00013203-0.00024653i,-0.0002065+2.9481e-05i,-0.0001533+0.00078867i,0.00055865+0.00017974i,0.0010697-0.00030633i,0.0011532-0.00050047i,0.0013375-0.00049775i,0.00089637-0.00052416i,0.00055202-0.0012298i,0.00094127-0.0015487i,9.7397e-05-0.0013071i,-0.00075023-0.00057639i,-0.00059963-0.00025786i,-0.00057405-0.00024803i,0.00015399-0.00045587i,0.00044795-0.00037913i,-0.00011654-0.00047075i,-0.00060595-0.00085184i,-0.00019858-0.00069834i,0.00040362+0.00076937i,2.864e-05+0.0010352i
-0.0005085-0.00091271i,-0.00074852-0.00072459i,-7.2586e-05+0.00016813i,0.000953+0.0010922i,0.0016438+0.0024034i,0.0020321+0.0024767i,0.0020346+0.0017271i,0.0012517+0.00099226i,0.00045199+0.00044033i,-0.00010673-1.8003e-05i,-0.00014404-0.00020154i,-0.00039456-0.00016699i,-0.0008738-0.00047899i,-0.00036577+9.5439e-05i,0.00016402+0.00047389i,0.00011671-0.0003093i,-4.8743e-05-0.00090742i,0.00016413-0.00041534i,0.00041305-0.00037363i,5.057e-05-0.00026573i,-0.00079068+0.00021694i,-0.00075501-0.00050719i,0.00028628-0.00016687i
-0.0014079+0.00098327i,-0.0005217+0.00042108i,0.00096045-0.00020528i,0.0008464-0.00010332i,-0.0002835+0.00054717i,-0.0006741+0.00079173i,-9.2205e-05+0.00058563i,0.00035431+0.00067494i,0.00081675+0.0011166i,0.00076613+0.00068585i,0.0011383+0.00044129i,0.0013116+0.00070103i,0.00023408+0.00018678i,-0.00025046-0.00070051i,-0.00014036-0.00068649i,-7.4131e-05-0.00054015i,-9.3118e-05-0.00087503i,-0.00028976-0.0010099i,0.00025715-0.0011491i,-6.1967e-05-0.00077231i,-0.00026239-0.00053887i,0.0002717-0.00043968i,0.0003656+7.4404e-05i
-0.00086661-0.0016883i,-0.00051409-0.0011568i,-0.00044137-0.0010906i,0.00010198+0.00021225i,0.0015463+0.0016723i,0.0031278+0.0019611i,0.0031018+0.0012933i,0.0019211+0.00025806i,0.0012047-0.00039086i,0.0010938-0.00097701i,0.00076859-0.00091794i,0.00069898-0.00068741i,0.0011183-0.0012095i,0.00087603-0.0011729i,0.00034649+0.00023756i,0.00088776+0.00092263i,0.0013419-0.00016615i,0.0005037-0.00057908i,-5.195e-05-0.00010618i,2.2108e-05-0.00041773i,-0.00014841+0.00044947i,-0.00051193+0.0011989i,-0.00038275+0.00041142i
0.0011623+0.00031394i,0.00085732+0.00020371i,0.0010104+0.00068735i,0.0013998+0.00083684i,0.00061585+0.0011607i,-0.00123+0.0011317i,-0.0011307+0.0013912i,-0.0002885+0.0019756i,0.00033+0.0014729i,0.00073262+0.00085148i,-0.00027856+0.00064285i,-0.0012136+3.4736e-05i,-0.001353-0.00032608i,-0.0011855-0.00029365i,-0.00098385-0.0002857i,-0.00064792-0.00059151i,0.00016252-0.00085025i,-0.00039129-0.00031076i,-0.0012835+7.7735e-06i,-0.0003956-0.00011575i,0.0008357-0.00050444i,0.00081023-0.00023288i,0.00052724+0.00035624i
-0.0011112-0.0012103i,-0.00096571-0.00076074i,-0.00081749+0.0018816i,0.00027548+0.0028526i,0.0020093+0.0021679i,0.0023901+0.0014637i,0.0014944+0.00040584i,0.0012938-0.00018258i,0.0012331-0.00025845i,0.00072329-0.00014283i,0.00067048-0.00020767i,0.00016797+0.00025268i,2.0306e-05+0.00094354i,0.00066134+0.00058551i,0.00052891-0.00013192i,7.4267e-05+0.00032695i,-0.00040343+0.00048032i,-0.00054497+0.00033994i,0.00041622+2.546e-05i,0.00074494-0.00016434i,0.00012619+0.00050688i,-0.00026743+0.00056756i,-0.00047371+0.00011635i
0.00058056+0.00040717i,0.00054451-0.00046787i,0.00023117-0.00089006i,-0.00020385-0.00052818i,-0.00056712+0.00038058i,-0.0012332-2.4901e-05i,-0.00080277-0.00012969i,0.00069978-0.00029175i,0.0016878-0.0011667i,0.0011074-0.00078498i,-0.0004727-0.00031868i,-0.00086141-0.00064253i,-0.00030411-8.3264e-05i,-0.00044386+0.00025372i,-0.00060301-0.00041202i,-0.00061447-5.282e-05i,-0.00031379+0.00012532i,-0.00041494-4.6315e-05i,-0.00076829-4.9802e-05i,-6.4111e-05-0.00028286i,0.00054392-0.00037523i,0.00031095-0.00053315i,-0.0005687+0.00011314i
0.00075796+0.0011954i,0.0015846+0.00059241i,0.0014415+0.0004004i,0.0013568+6.9684e-05i,0.0020762+0.00035194i,0.002406+0.00063319i,0.0016145+0.00046305i,0.00058707+0.00072701i,0.00019533+0.00087162i,4.6256e-05-2.8866e-05i,0.00010279-0.00046598i,8.7443e-05-0.00047617i,-6.7704e-05-0.00062527i,-0.0001744-0.00097807i,0.00029408-0.001326i,0.00028887-0.0008144i,1.6599e-05+0.00050184i,9.4681e-05+0.001273i,0.00017777+0.00087704i,-7.7179e-05+0.00045088i,-0.00016864-1.9153e-05i,0.00013304-0.00024141i,0.00063303-2.0391e-05i
-0.00019838+0.0020724i,1.4747e-05+0.0017526i,0.00031628+0.00024578i,0.0013923+5.1864e-05i,0.0014316+0.0011203i,0.00084884+0.00020634i,0.00081413-0.0013353i,0.00033284-0.00069454i,0.00014657+0.00028638i,0.00038673+0.00045081i,7.8764e-05-0.0002827i,-0.00040831-0.0010821i,-0.00023803-0.0010508i,-0.0010194-0.0010596i,-0.0011672-0.00057773i,-0.00049979+0.00030738i,-7.9926e-05+0.00065502i,1.0705e-05+0.00042987i,-0.00036744+0.00010093i,-0.00084534+6.1727e-05i,-0.00046555+0.00019792i,0.00066454-5.531e-05i,0.00063313-0.00028895i
-0.00090338+9.6876e-05i,0.00017948+0.00063921i,0.00012122+0.000829i,0.00021747+0.00099247i,0.0019791+0.0015155i,0.0024458+0.0014892i,0.0014483+0.0012382i,0.00094255+0.00079059i,0.00019375-0.00045524i,-0.0003704-0.0010821i,-2.2423e-05-0.0011162i,-0.00019609-0.00080059i,-0.00059825-0.00058866i,-0.00094265-0.00045177i,-0.0014194-0.00059742i,-0.0017148-0.0011445i,-0.0012754-0.00097294i,-0.00039061+0.00020308i,-7.4882e-05+0.00086712i,-0.00046636+0.0002788i,-0.00057347-3.367e-05i,-0.00053115+0.00073681i,-0.00069196+0.00044231i
0.0010734-0.00056149i,0.00069431-0.0011041i,-3.2869e-05-0.00084913i,-0.0013324+0.00069077i,-0.0011887+0.001435i,-0.00066324+0.0018113i,-9.5137e-05+0.0016916i,0.00067433+0.0011833i,0.00097387+0.00017678i,0.00095499-0.00046019i,0.0013975-0.00051021i,0.0010765-0.0011719i,-0.00056336-0.0012798i,-0.00077164-0.00093724i,-0.00020243-0.00020321i,-0.00041511+6.323e-05i,-0.00034146+0.00041153i,0.00012261+0.0011228i,-0.00035866+0.00069806i,-0.00027599-4.4735e-05i,-5.6912e-06+0.00022704i,-3.9482e-05-0.00011381i,0.00041323-0.0009464i
-0.00036947-0.0022628i,-0.00095844-0.0014464i,-0.0013791-0.00073554i,-0.00062632+0.00069378i,0.0010471+0.0019555i,0.0030111+0.0013974i,0.0033134+0.00063372i,0.0013614-0.00033651i,-0.0001681-0.00079301i,-0.00026865-0.00032231i,0.00028562+0.00014572i,0.0005744+0.00011748i,0.00035761-0.00025079i,0.00057323-0.00058655i,0.00058105-0.00053627i,-0.00018385+4.1575e-05i,-0.00056201+0.00033926i,1.3505e-05+0.00050255i,0.00039916+0.00098094i,-0.00018067+0.00074548i,-0.00036855+0.00071637i,-0.00059781+0.00082647i,-0.00074061-0.00012998i
-6.5252e-05+0.00061173i,0.00061606-0.00020624i,-0.00036417-0.00011524i,-0.00037024+0.00069932i,0.0008037+0.0017727i,0.0012789+0.0015863i,0.00073322+0.00096492i,-1.3575e-05+0.0013834i,-0.00051269+0.0011914i,-0.00016711+0.00060798i,0.00026564+0.00059809i,0.00061974+0.00067707i,0.00094418+0.00058181i,0.00011234+0.0004982i,-0.00068319+0.00045788i,-0.00054485+0.0010989i,0.00014713+0.001009i,4.2073e-05+0.00028327i,-0.00069864-8.6899e-05i,2.9022e-05-0.00025628i,0.00092934+4.978e-05i,0.0010259+0.00019479i,0.00088438+0.00022161i
-0.0016911+0.00094983i,-0.0014341+0.0011719i,-0.00010911+0.0015006i,0.00089008+0.0018864i,0.0017152+0.0020753i,0.0022766+0.00070325i,0.0019805-0.00037016i,0.0011291-1.4712e-06i,0.00090158+0.00084625i,0.0012577+0.00092881i,0.00064998-1.1402e-05i,0.00024954-0.00056676i,0.00013925-1.6199e-05i,-0.00024463-0.00072764i,-0.00015131-0.0015197i,0.00030453-0.00076985i,-6.5626e-05+0.0001088i,-0.00013202-0.00059821i,-0.00025866-0.0013121i,-0.00081418-0.00053566i,-0.00070118+0.0001001i,-0.00064883-0.00014176i,-0.00041584-0.00027407i
-0.00062725-0.0025025i,-0.0020777-0.0024i,-0.0024752-0.00051341i,-0.0017969+0.0012734i,0.00032355+0.0018721i,0.0020642+0.0018547i,0.0021038+0.0013215i,0.0008945+0.00082502i,0.00039911+0.00032922i,0.00029478-0.00077018i,-1.6432e-05-0.00073085i,0.00028865-5.0837e-05i,0.000292-0.00019162i,-9.6602e-05-0.00053705i,-0.00017794-0.00056129i,-0.00038776-2.8685e-05i,-0.00058552-0.00037089i,-0.00059225-0.0012741i,-0.00065617-0.00098308i,-5.2718e-05+0.00011971i,0.00037256+0.00023025i,0.00080065+0.00014471i,0.0010051+0.00045131i
0.00045701+0.0004226i,0.0010781+0.0010629i,0.00030033+0.0016122i,-8.1298e-05+0.0016903i,0.00066812+0.0018654i,0.0016125+0.0017846i,0.0017411+0.0015226i,0.001179+0.0011899i,0.00015699+0.0012771i,-0.00086572+0.0010121i,-0.00043463+0.00022031i,0.00033064-0.00049001i,0.0003001-0.00019733i,-5.7939e-05-0.00012392i,-0.00058106-0.00050333i,-0.00060478-0.0008412i,7.3138e-05-3.4247e-05i,0.00072415+0.00083904i,-6.1656e-05+0.00028622i,-0.0010065-0.00051897i,-0.00080337-0.00032061i,0.00018297+0.00084217i,0.00040411+0.0012149i
2.9019e-05+0.0016944i,-0.00029011+0.00041853i,3.8928e-05-0.00075214i,0.00086274-0.00043342i,0.0014346+0.00056416i,0.0010506+0.0004073i,0.00052225-0.00023979i,0.00020127-0.00016534i,3.9224e-05-0.00019722i,0.00047978+9.3173e-05i,0.00043418+0.00026203i,-0.00010442+0.00032148i,-0.00048513+0.00044623i,-0.00070136+0.00033045i,-0.00044757-3.989e-05i,-0.00035521+0.00016851i,-0.00016783+0.00066681i,-0.00018305-0.00025733i,-0.00028013-0.00049956i,-0.00044279-3.8461e-05i,-0.0007237-0.00010999i,-0.00055248-0.00056176i,-0.00011037-0.00071614i
0.00015833-0.00026781i,0.00047726-0.00072281i,0.00044939-0.00032411i,0.00022937+0.00077527i,0.00090571+0.0025248i,0.002072+0.0030737i,0.0019104+0.0018158i,0.0011258+0.0010934i,0.001128+0.00063594i,0.0013735+0.00026973i,0.00073667+3.2252e-05i,0.00078264-0.00056149i,0.00065934-0.00096212i,0.00017206-0.00092422i,-0.0003796-0.00043846i,-0.00022837-0.00034126i,-0.00060435-0.00010074i,-0.00077936-0.0002571i,9.3105e-05-0.00093763i,0.00011596-0.000773i,-0.00068969-7.4649e-05i,-0.00066424+0.00014566i,0.0006768-0.00056617i
-0.00056467-0.0013273i,-0.00089386-0.00081292i,-0.0016301+0.00040661i,-7.9697e-05+0.0010573i,0.0016584+0.00091036i,0.0020399+0.00074651i,0.001713+0.00037847i,0.0015076+0.00020937i,0.0011104-0.00060699i,0.00033808-0.0014426i,0.00025925-0.0010743i,3.8553e-05-0.00046197i,-0.00033108+0.00020057i,-0.00025572-0.00066561i,8.3011e-05-0.0010957i,-0.00021446-0.00065781i,-0.0005836-0.00048562i,-0.00094411-0.00021158i,-0.00063477-0.00087732i,4.3541e-05-0.0013857i,0.00021231-0.00077584i,-0.00061259+0.00032159i,-0.0011751-0.00029452i
0.0010448+0.00050433i,0.00075848-0.00024101i,0.00033815-0.00034207i,0.00018509+0.00097153i,2.7763e-05+0.0015303i,0.00054368+0.0015893i,0.00065339+0.0009413i,0.00056088+0.00079092i,0.00067145+0.00068647i,0.00095168-0.0001241i,0.0014884+7.0439e-05i,0.00045651+0.00090832i,-0.0004676+0.00077077i,-0.00023934+0.00050068i,0.00012154+0.00017509i,-5.6525e-05-0.00044541i,-0.00020499-0.00078986i,0.00016974-0.00080723i,0.00041241-0.00058945i,-1.6119e-05-0.00012489i,-0.00061771+0.00049326i,-0.0005328+9.7472e-05i,-0.0010681-0.0007899i
0.0014237-0.0010381i,0.00023578-0.0018423i,-0.00082034-0.0024285i,-0.0015718-0.0012966i,-0.0013482+0.00064223i,-4.5651e-05+0.0016415i,0.00076523+0.00098067i,0.00038696+0.00049929i,0.00041108+2.6521e-05i,0.00033196-0.00031057i,-0.00019879+0.00040876i,-0.00059281+0.00071681i,0.00015445+0.0004209i,0.000856+0.00073532i,0.00029336+0.00067194i,-0.00038658+0.00098331i,-0.00053036+0.00073335i,-0.00084807+0.00031879i,-0.0011393+0.00020167i,-0.0005919+0.00025228i,-0.00017293-0.00050076i,-0.00044829-0.00045152i,-0.00017315+0.00066948i
