0.0024131-9.0355e-05i,0.0017754-0.00094902i,0.0011008-0.0025453i,-1.8056e-05-0.0031287i,-0.0014745-0.0024759i,-0.0025221-0.00070934i,-0.0012725+0.00071275i,0.00021216+0.0011023i,0.0015688+0.00045475i,0.0013236-0.00089583i,0.00028014-0.0015786i,-0.00013416-0.00033805i,-0.00035561+0.00030331i,0.00040687-0.0003685i,0.001303-0.00040136i,0.0015711+0.00035505i,0.00069079+0.00071137i,9.1301e-05+0.00043312i,0.00044412-0.00032012i,-3.5145e-05-0.0010025i,-0.0003517-0.00068734i,-0.00048964+5.3576e-05i,7.8082e-05+0.00034561i
0.00090475+0.0013264i,0.00084816+0.00095009i,0.0012801+0.0010986i,0.00073077-3.5327e-05i,0.00026188-0.0011935i,-2.9172e-05-0.00077875i,-0.00031547-0.00022479i,-0.00084066-0.0005574i,-0.0013528-0.0010426i,-0.00096156-0.0010551i,-0.0005539-0.0013611i,0.00025707-0.0011553i,0.00071085-0.00053215i,0.0008709+0.00035029i,0.00077144+0.0007754i,0.00047707+0.00057816i,0.00047588+0.00050624i,0.00016124-0.00026299i,0.00019607-0.00073967i,-3.3654e-06-0.00019766i,2.0166e-06-0.00031409i,0.00035062-0.00046674i,0.00039537-0.00039879i
-0.0010528-7.2256e-05i,-0.00094311+0.00046447i,-0.00013943+0.00020176i,0.00081453+0.00050185i,0.00083277+0.00017213i,0.0013056-0.0014028i,0.0012921-0.001249i,0.00013842-0.00050336i,-4.0245e-05-0.00026756i,-0.00057577-0.0005249i,-0.0010996-0.0010375i,-0.00033824-0.00074274i,0.00018695-0.00087338i,0.00064844-0.0015683i,0.00051273-0.00087123i,0.00019644+3.6094e-05i,7.494e-05-5.8603e-06i,-0.00056054-0.00030742i,-0.00092406+0.00018921i,-0.00084657+0.0003636i,-0.00068764+6.0037e-05i,-0.00070305-0.00046018i,-0.00039643-0.00025007i
0.00051949+0.0027045i,0.00183+0.0031016i,0.0029964+0.0024874i,0.0026364+0.0010179i,0.0013541-0.00081799i,0.00021943-0.0016654i,-0.00012344-0.00107i,-0.00010464-0.000438i,0.00036345+0.00015714i,0.00092581+0.0006705i,0.00022542+0.00019087i,-0.00077993+7.4565e-06i,-0.00079168-9.0713e-05i,-0.00088281-0.00026825i,-0.00044144+0.0001298i,-0.00022869+0.00025642i,-0.00033221+4.5699e-05i,-0.00054562-3.9067e-05i,-0.00043832+0.00013182i,-0.00013763-0.00034562i,-0.00076753-0.00096772i,-0.00062731-0.00023596i,-8.0077e-06+0.00060158i
-0.0031933-0.00023906i,-0.0020772+0.0011192i,-0.00071772+0.0017071i,0.00040446+0.00091436i,0.0015614-0.0002244i,0.0021435-0.0013167i,0.0013019-0.0011995i,0.00042536-0.0015155i,-0.00045183-0.0014755i,-0.00066526-0.00051228i,-9.3054e-05+0.00030563i,-0.00050589+0.00016561i,-0.00044472+6.5906e-06i,0.00047927-0.00012429i,0.00038714-0.00049822i,-0.00033892-0.00024737i,-0.00067897+0.00033167i,-0.00099932+0.00030984i,-0.00041894+0.00023583i,0.0002808+2.887e-05i,0.00019838-0.000737i,-0.00099069-0.00064014i,-0.0015561-0.00022522i
0.0026105-0.00020785i,0.0021294+1.8941e-05i,0.0028665-0.00060181i,0.0036969-0.0014746i,0.0025536-0.0022098i,0.00069051-0.0016212i,-0.00072845-0.00050309i,-0.000892-0.0006012i,-0.00013736-0.0010845i,-0.00063216-0.0011382i,-0.0012086-0.00082722i,-6.9149e-05-0.00034388i,0.00027281+0.0001534i,-0.00027566+0.00096513i,4.1237e-05+0.00056023i,0.0005622-0.00062454i,0.00021149+5.7006e-05i,-0.00068731+0.00068661i,-0.00025861+0.00020782i,0.00010864+0.00025461i,6.0828e-05+0.00035334i,0.00056633+0.00037749i,0.00043773+0.0001346i
4.7296e-05+0.00080173i,0.0012103+0.0020675i,0.00073091+0.0012691i,0.00058778-0.00010411i,0.0010133-0.0014937i,0.00070573-0.0015919i,0.0001396-0.00013201i,-0.00019995+1.8032e-05i,-0.00031123-0.00075636i,-0.00062135-0.00044814i,-0.001126-0.00017789i,-0.00062795+3.6415e-05i,6.458e-05+0.00058186i,0.00035051+0.00064489i,0.00063118+0.00020148i,0.00066451-0.00017971i,7.1374e-05-5.3377e-05i,0.00016969-0.000153i,0.0007817+5.6224e-05i,0.00041311-0.0002358i,0.00029926-0.00087116i,0.00020422-8.6896e-06i,5.0134e-05+0.00016643i
-0.0019894+0.00066422i,-0.0016971+0.0012928i,-0.00063848+0.0015486i,0.00031261-1.2911e-05i,0.0001582-0.0013099i,0.00038891-0.0010039i,0.00047371-0.00047463i,-0.00042241-0.00053347i,-0.00050487-0.00044268i,-0.00058211-0.00017718i,-0.00040288-0.00058566i,0.00031728-0.0008781i,-0.0004438-0.00050937i,-0.00094296-0.00014437i,-0.00022129-0.00018903i,-0.00013925-0.00044846i,0.00018038-0.00065263i,0.00023328-0.00044386i,0.00021714+0.00036151i,-0.00020595+0.0010084i,-0.0010839+0.00091832i,-0.00070144+0.00052712i,-0.00014319+0.00026844i
0.00033324+0.0016412i,0.0020679+0.0017743i,0.0028991+0.0004867i,0.0016931-0.00029967i,0.00023701-0.00062001i,0.00021733-0.0011901i,0.00058079-0.00082843i,0.0010468-0.00018475i,0.00052697-0.00030766i,-0.00018697-0.00051886i,-0.00021563-0.00018883i,-0.00024761-0.00033339i,-0.00066137+0.00011123i,-0.00043303+0.00017521i,2.7769e-05-0.00017023i,0.00032678+0.0008943i,0.00021425+0.00079629i,9.4514e-05+9.4047e-05i,0.00028411+0.00028195i,0.00065836+0.00070381i,2.7133e-05+0.00046193i,-0.00096967-0.00052369i,-0.00021045-0.00033287i
2.9189e-06-0.00049467i,-0.00063798+0.00060013i,-0.00043182+0.0010623i,0.0001193+0.00042056i,0.00024449-0.00047462i,0.00038072-0.0013266i,0.0004536-0.0016594i,0.00016308-0.0010949i,-0.00036511-5.9793e-05i,-9.9255e-05+8.0987e-05i,-0.00027237-0.00078561i,-0.00041081-0.00085781i,-0.00020661-0.00062203i,-0.00036843-0.00047601i,-9.4669e-05-0.0009471i,0.00026596-0.00063502i,0.00019565+0.00024208i,0.00038488+0.00043638i,4.4952e-05-4.4026e-05i,7.4905e-06-0.00020697i,0.00042258-2.6763e-05i,0.00019038-7.9951e-05i,-0.0006333-0.0001577i
7.273e-05+0.00060428i,0.0018527+0.0010445i,0.0024714+0.00082436i,0.0022532+0.0003426i,0.0019566-0.0015647i,0.0012123-0.0025611i,-0.00040058-0.0019333i,-0.00083078-0.0012724i,-0.00095934-0.0001996i,-0.001239+0.00068978i,-0.00077126+0.00055736i,-0.0010948+0.00019569i,-0.0015732+9.9352e-05i,-0.00078673+0.00038611i,-6.0207e-06+0.00044986i,-0.00086712-3.3324e-05i,-0.0012092-4.9998e-05i,-0.0003019+4.1844e-05i,-0.00010641-0.00010349i,-0.0004479-0.00039331i,-0.00015859+0.00023684i,-0.00031682+0.00080156i,-0.0005549+4.2363e-05i
-0.00033458+0.0011906i,-0.0015135+0.0019719i,-0.0011389+0.0006209i,0.00043479-0.00074965i,0.0011719-0.00151i,0.00041996-0.0020801i,-0.00019039-0.0017365i,-0.00047781-0.00031892i,0.00012116+0.00021092i,0.00022656-0.00056787i,-0.00062188-0.00070179i,-0.00057111+0.0002883i,-0.00031786+7.536e-05i,0.00082001-0.00044757i,0.0012648-0.00010894i,0.00070608+0.0006004i,0.00042973+0.0010308i,0.00048929+0.0006236i,0.00089315+0.00013838i,0.00086752-0.00051886i,0.0010079-0.00023014i,0.00039291+0.00078681i,-0.00071968-0.00021344i
0.00054209-0.0013913i,0.0021744-0.00038848i,0.0021488+0.00012465i,0.00080945+7.76e-05i,9.6494e-05-0.00062238i,0.00074693-0.0013841i,-2.625e-05-0.0010322i,-0.00082889-0.00063965i,-0.00045407-0.0010759i,-0.00061439-0.00089018i,-0.00083192-4.9868e-05i,-0.00017559-0.00040038i,0.00052519-0.00080542i,0.00082513-0.0011277i,0.0012099-0.00098689i,0.0003515-0.00013346i,2.0091e-05+0.00013661i,0.00073045-0.00020546i,0.00068438-5.9243e-05i,5.8536e-05+0.00030234i,-0.00092448-0.00014133i,-0.001129-0.00052934i,-0.0002989-0.00041227i
-0.00037971+0.0024912i,-0.00039955+0.0040429i,0.00043952+0.0036202i,0.0019462+0.0014318i,0.0019971-0.00097182i,0.0016109-0.0017402i,0.0007964-0.00076989i,-0.00015724-0.0004633i,-0.00058809-0.00030882i,-0.00098563-0.00014468i,-0.001011+0.00027236i,-0.0006166+0.00044857i,-0.00055436+0.00025135i,-0.00040819+0.00083249i,-0.00028696+0.0012638i,0.0001797+0.000585i,-0.00010298-0.00011333i,-0.00057428+1.6264e-05i,-0.00029675+6.9176e-05i,1.8982e-05-0.00014285i,-0.00033836+0.00032003i,-0.00020523+0.00087897i,-0.00016043+0.00051095i
-0.00097663+0.0021474i,0.00093275+0.00078691i,0.002673-1.5888e-05i,0.0022057-0.0016013i,0.00059828-0.002607i,0.00052511-0.0021602i,0.00032349-0.0011792i,-0.00037486-0.00049499i,1.3172e-05-0.00080054i,-0.0005738-0.0011224i,-0.0013101-0.00060119i,-0.0013019+2.4491e-07i,-0.0014339-4.3193e-05i,-0.0010928+0.00038976i,-0.00045549+0.00098491i,-0.00019395-4.1369e-05i,-0.00063337-0.00075482i,-0.00082137+0.00052803i,-0.00014577+0.0014506i,0.00027002+0.00074085i,-1.07e-05-7.2148e-05i,-0.00046248+3.1268e-05i,-0.00051415+0.00069432i
-0.00035535-5.6325e-06i,-0.001126+0.0015414i,-0.00054916+0.0022931i,-4.127e-05+0.0013055i,0.00045359-0.00052674i,0.00040653-0.0018206i,-7.1475e-05-0.0018775i,-0.00013767-0.00087743i,-4.8137e-05-0.00012297i,-0.00033732-0.00013302i,-0.00064154-0.00034279i,-0.00022708+0.00038134i,-0.000184+0.0011259i,-0.00043559+0.00028889i,-0.00071882-0.00055071i,-0.00038362-0.00062789i,0.0002776-0.00033545i,-0.00016199+0.00011078i,-0.00016737+0.00054181i,0.00062585+0.00058524i,0.00054696+0.00044598i,-3.8185e-06+0.00016856i,-0.00036061+0.00029887i
-0.00088691+0.0014139i,0.0014464+0.001655i,0.0029729+0.00096411i,0.0028512-0.00042152i,0.002392-0.00111i,0.001854-0.001103i,0.00047355-0.0006188i,-0.00032322-0.00026891i,-0.00026314+0.00048842i,-0.00037493+0.0007405i,0.00033279+8.4167e-05i,0.00058399-0.00051665i,-0.00043392-0.00066274i,-0.0015814-0.0010964i,-0.00084021-0.00095738i,-0.00051898+0.00016592i,-0.00077762+0.00069556i,-0.00018259+0.00083755i,0.0002015+0.00083268i,-5.8284e-06+0.00014195i,1.8381e-05-0.00032237i,-7.2974e-05+0.0001696i,-0.00017777+0.0005851i
-0.00097137+0.0017368i,-0.0011587+0.0018959i,-0.00093004+0.002286i,-0.00020996+0.0014024i,0.00040452-0.00081187i,8.7362e-05-0.0026028i,-0.00032618-0.0026791i,0.0003367-0.0011478i,0.00030555-0.00011354i,-0.00068021-0.00042898i,-0.00092576-0.00064138i,0.0001576-1.9221e-05i,0.00057412+0.00088767i,-0.00020766+0.0011987i,-0.00044708+0.00061756i,2.7975e-05+0.00021902i,6.907e-05+0.00048019i,0.00036765+0.00028295i,0.00035605-1.7811e-05i,-0.00012503-0.00019521i,-0.00093392-0.00027416i,-0.001186-0.00026686i,-0.00041958-0.00028763i
0.0023173+0.00019195i,0.0024491+5.9318e-05i,0.0027602-0.00052783i,0.0024367-0.00023086i,0.0012149+0.00014077i,0.00025063-0.00038667i,0.00051377-0.0010812i,0.00083462-0.00032844i,0.00034469+0.00026545i,-0.00026592-0.00019366i,-0.0004563-4.1338e-05i,0.00063864-0.00024007i,0.0013453-0.00064624i,0.0013039-0.00027972i,0.0010878-0.00018807i,-0.0001815-0.00065198i,-0.00089979-0.0008297i,-0.00033696-0.00078377i,9.4988e-05-0.0003615i,0.00017934+2.4905e-05i,0.00043253+0.00010937i,0.0003719+0.00035639i,0.00031626+6.5143e-05i
-0.0018928+0.0018278i,-0.00057301+0.0026883i,0.00015738+0.002618i,0.00047025+0.00088243i,0.00040028-0.0010675i,0.00035245-0.0019762i,-0.00041852-0.0013247i,-0.00057281-0.00077671i,0.00062306-0.00070609i,0.00092621-0.00022336i,0.0004748-0.00012035i,7.661e-05+4.3688e-05i,-0.00020746-0.00016651i,-0.00019364-0.00013332i,-0.00068222+3.4057e-05i,-0.0010637+0.00011202i,-0.00050575+0.00075029i,-0.00028476+0.0015256i,-0.00069572+0.0011299i,-0.00044007+0.00015743i,-0.00032286-0.00016972i,-0.00078448-0.00077956i,-0.0013056-0.00051816i
0.00021477+0.0031343i,0.0015474+0.0036738i,0.0026187+0.0031749i,0.003654+0.0011154i,0.0028444-0.0017634i,0.0011-0.0018856i,-0.00033337-0.00092439i,-0.00048987-0.00063059i,0.00045129-0.00025441i,5.857e-05+0.00035001i,-0.00053325+0.00054657i,0.00012709+0.00066735i,0.00072358+0.00081275i,0.00052502+0.00065727i,-0.000442+0.00028403i,-0.00083553+0.00015364i,-0.00073502+0.00025682i,7.3514e-06+0.00080495i,-5.7823e-05+0.0010161i,-0.000109+0.00019197i,0.00078825+0.00040864i,0.00079661+0.00085559i,7.3364e-05+0.00065026i
-0.00057107+0.0015558i,-0.00017124+0.0019436i,0.00016466+0.0016892i,0.00035782+0.0004189i,0.0013929-0.0011622i,0.0011613-0.0019546i,-0.00024086-0.0019888i,-0.00077291-0.0021657i,-0.00065789-0.0017985i,-0.00026669-0.0010945i,-0.00041393-0.00037951i,-0.00061831+5.5618e-05i,-0.00040694-4.642e-05i,-0.00033934+0.00029436i,-0.00045463+0.00082829i,-6.2002e-05+0.0004849i,0.00013984+0.00021816i,-0.00031818+0.00037187i,-0.00028517-0.00035072i,-0.00016197-0.0008171i,-0.00064679-0.0012076i,-0.00048283-0.001161i,0.00047686-0.00048868i
0.0021112+0.0016001i,0.0028205+0.00089516i,0.0042932+0.00033686i,0.0033781-0.00073137i,0.0013488-0.0016493i,0.00013247-0.00079282i,0.00014778-0.0004899i,0.0011874-0.0014754i,0.0016699-0.00086951i,0.00051697-0.0011311i,-0.00041837-0.0012602i,-0.00015215-0.00024628i,0.00018883+5.5214e-06i,0.00059889+0.00015963i,0.00072333+0.00098534i,8.178e-05+0.00086876i,0.00011286+8.6691e-05i,0.0004709+0.00038619i,1.8187e-05+0.00070817i,-0.00028969+0.00032796i,-0.00031941+4.6077e-05i,-0.0003679+0.00060024i,5.1839e-05+0.00099662i
-0.00065249+0.00010481i,-0.00040979+0.0016576i,-0.00029217+0.0013513i,-0.00041049+0.00062333i,0.00013935+7.8465e-05i,0.00088975-0.0013435i,7.7555e-05-0.0012915i,-0.0010695-0.00041697i,-0.00064938+6.2416e-05i,-3.0597e-05+0.00066663i,-5.9454e-05+0.00074471i,-0.00055266+2.6915e-05i,-0.00049703-0.00017531i,-0.00049512-0.00030046i,-0.00043359-0.00031983i,0.00024053-0.00049316i,0.0005631-0.00044664i,0.00014595-0.00011323i,-3.7631e-05-0.00012722i,0.00015195+0.0003101i,0.00031406+0.00065025i,-2.5019e-05-9.8302e-05i,-0.00011343-0.00066046i
-0.0024524+0.0002587i,-0.0013552-1.1814e-05i,-0.000539+0.0010938i,0.0006487+0.0012698i,0.001399-0.00075168i,0.001103-0.0012714i,0.00064382-0.00087623i,0.00035147-0.0010645i,-0.0003003-0.00079062i,-0.00043237-0.00021293i,-0.00015834-2.9503e-05i,-0.00027933+0.00020034i,-0.001016+0.00026697i,-0.0012702+6.6793e-05i,9.6211e-06-0.00011665i,0.00021359-0.00048717i,-0.00035977-0.00061173i,-0.00032511-0.00046452i,3.8637e-05-0.00073747i,4.3756e-05-0.00017006i,-0.00011884+0.00027653i,0.00037013+9.576e-05i,0.00060526+0.00016133i
0.00097572+0.0013524i,0.0024259+0.00056497i,0.0035268+3.0069e-06i,0.0023057-0.00096565i,0.0010439-0.0024249i,0.0015215-0.0027533i,0.0016226-0.0021705i,0.00064957-0.00029861i,-0.00016744+0.00052489i,-0.00058649-0.00026424i,-0.00057661-0.00030647i,-0.00037395-0.00046892i,-0.00038528-0.00030126i,-0.00039812+0.00039214i,6.2137e-06+0.00058597i,-0.00032439-0.00029615i,-0.00071581-0.0012333i,-0.00012119-0.00083642i,0.00058161+0.00013472i,0.001289+0.00048671i,0.0013108+0.00035129i,0.00050055+0.00022889i,1.1696e-06-1.4604e-05i
0.0015186+0.00095865i,0.00085061+0.0012704i,0.001489+0.0014794i,0.0010751+0.00040855i,0.00028623-0.00052371i,0.00074858-0.00097705i,0.0008948-0.0014509i,0.00077137-0.00067132i,0.0011268+0.00033901i,0.0004318+0.0002865i,-1.3091e-05-7.6511e-05i,-1.5461e-05-9.6894e-06i,2.6714e-05-0.00016101i,-0.00014743-0.00011424i,-0.00022821+0.00070618i,-0.00054497+0.0011804i,-0.00046611+0.0010561i,0.00070097+0.00041193i,0.0011614+0.00020556i,0.0003729-0.00041479i,-0.00094919-0.0015012i,-0.0011359-0.0017138i,-0.00033119-0.00067618i
0.001059-0.0018712i,0.0019179-0.0013145i,0.0028561-0.001085i,0.0027485-0.00081884i,0.0014418-0.00064046i,0.0011502-0.00045739i,0.0011798-0.0010669i,1.0572e-05-0.0018396i,-0.00086663-0.001428i,-0.00045629-0.00088009i,-0.00018117-0.00018051i,-0.00015494+0.00024295i,-5.6949e-06-0.00042113i,-0.00022029-0.0006209i,-0.00025989-0.00047278i,0.00051148+0.00018975i,0.00034549+0.0010539i,-0.00022191+0.00053144i,0.0001783+0.00013654i,0.00076601+0.00013337i,0.00052442+0.00017565i,-0.00012636+0.0007057i,-0.00059602+0.00027036i
0.0013136+0.0010005i,0.00058216+0.0014615i,0.00073232+0.000468i,9.8108e-06-0.00085783i,-0.00081917-0.0016847i,-0.00091172-0.0019085i,2.7686e-05-0.0015638i,0.00086701-0.0010691i,0.00094812-0.0016502i,0.00054357-0.0013224i,-0.00065555-0.00062505i,-0.001402+0.00046535i,-0.0009302+0.00088045i,6.8479e-05-0.00042872i,0.00056841-0.00035464i,0.00058305+0.00056675i,0.0001345+0.00040309i,0.00032902+0.00018707i,-3.7933e-05+0.00044081i,-0.00067808+0.00062561i,-0.00090657+0.00078003i,-0.0011055+0.00041648i,-0.0013803+9.8749e-05i
0.0023397-0.0002979i,0.003293-0.00016469i,0.0032113+1.2715e-05i,0.0025938+0.00031793i,0.0026073-2.6525e-05i,0.0024049-0.00061455i,0.0011452-0.00087425i,0.0003281-0.00045197i,-0.0001441-0.00013653i,0.00031066-0.00028751i,0.00039461-3.4119e-05i,-0.00067491+0.0002058i,-0.00093573-0.00021745i,-0.00058612-2.7095e-05i,-0.00017491+0.00064285i,0.00013674+0.00075257i,-3.2781e-05+0.0006781i,0.000117+0.00026174i,0.00081829-0.00045083i,0.0011456-0.00076813i,0.00051406-0.00016201i,-0.00079496+0.00027215i,-0.0010393+0.0001934i
-0.00062865+0.0013656i,-0.0002489+0.0020422i,0.00027815+0.0013934i,-0.00011821-0.00056206i,-0.00023315-0.0014325i,5.0096e-06-0.0011319i,-0.00016635-0.0011248i,-0.00041054-0.0010626i,-3.0422e-05-0.0011087i,0.00055688-0.0012077i,0.00044722-0.00047427i,0.0002316+0.00028814i,0.00026581+0.00058729i,0.00039854+0.00025965i,-0.00023966-0.00046343i,-0.00059604-0.0006043i,4.3864e-05+0.00012731i,-0.00018941+0.0005566i,-0.00036546+9.5657e-05i,-0.00018989-0.00038266i,-0.00045304-0.00023279i,-0.00085802-8.8916e-05i,-0.00083928-0.00010157i
0.0017333-0.0011787i,0.00091669-0.0014614i,0.0019226-0.00084736i,0.0019195-0.00056976i,0.00077953-0.00089363i,-0.00010915-0.0011887i,-0.0004407-0.0010108i,3.3684e-05-0.0004878i,0.00084432+0.00017326i,0.0015969+0.0003591i,0.00077799-0.00014255i,6.5532e-05+0.00028937i,0.00024597+0.0012077i,0.0007622+0.0010311i,0.00097595+0.00015919i,0.00021838+8.2796e-05i,-2.3983e-05+0.00063644i,-0.00011653+0.00047871i,-6.2134e-05+0.00037303i,-4.1769e-05+0.00052982i,-0.00081031+0.00027376i,-0.00076392-5.5565e-05i,-0.00027973-6.4857e-06i
-0.00014787+0.0020135i,0.0014054+0.0034195i,0.0015203+0.0027372i,0.00065993+0.0015882i,2.1143e-05+9.6723e-05i,-0.00013495-0.0011589i,-0.00076679-0.0011427i,-0.0014745-0.00017133i,-0.00057038+7.2724e-05i,-6.9863e-06+0.00014862i,0.00010436+0.00019517i,0.0003682-0.00036756i,0.00015358-0.00043141i,-0.00018573-0.00030243i,-0.00033891+6.7816e-05i,-3.9789e-05+9.5271e-05i,4.9573e-05-2.533e-05i,-0.0003448+0.00063653i,-0.00049993+0.00042375i,-0.00019822-0.00015726i,-0.00022308+2.81e-05i,-0.00028257+4.5471e-05i,-3.5338e-05+0.00019326i
-0.0015532-0.0013671i,-0.00093797-0.00011362i,-9.8978e-05+0.00046839i,0.00047876-0.00013595i,0.00084911-0.00013216i,-3.3828e-05-0.00019738i,-0.00041587-0.0010737i,0.00021278-0.00095081i,0.00092784-0.00016835i,0.0009171-9.3991e-05i,0.00041504+0.00061912i,-0.00027791+0.00082693i,-0.001126-0.00048892i,-0.00020495-0.0014016i,0.00014268-0.00090836i,-0.0007758+0.00011811i,5.5989e-05+0.00035439i,0.00022793+0.00053534i,-0.00026597+0.00022226i,-0.00028544+0.00038475i,-0.00059433+0.00037736i,-0.00066101-0.00070202i,-0.00022796-0.00088824i
0.00090428+0.0010407i,0.0022462+0.0015486i,0.0016232+0.00027464i,0.00093767+2.7779e-05i,0.00049997-0.00027308i,0.00051585-0.0013332i,0.00067632-0.00098697i,-4.8002e-05-0.00018757i,-0.00080829+0.00027471i,-0.0012958+0.00018724i,-0.0013096-6.3313e-05i,-0.0005982+0.00017252i,-0.0001918-2.7517e-05i,-0.00048907+4.8959e-05i,-0.00072343+0.00019251i,-0.0002707+0.00049398i,0.00051495+0.00084929i,0.00052917+0.00021764i,0.00014962-0.0003042i,0.00022814-0.00019786i,0.00066173+0.00047406i,0.00013766+0.00080318i,-0.00091889+0.00039588i
-0.0013799-0.0014466i,-0.0012471+0.00048861i,-0.00051995+0.0019391i,0.00053985+0.00095179i,0.00058691-0.0010495i,0.00068681-0.0016811i,0.0008267-0.0013576i,-9.5123e-05-0.00091285i,-0.00071924-0.00052397i,-0.00026282-0.00082817i,0.00045431-0.00067465i,0.00018207+5.4401e-06i,-0.00040808-0.00027106i,-0.00032773-0.00051297i,0.00046301-3.4171e-05i,0.00078564+0.00034608i,-0.00013511-0.00048743i,-0.00015351-0.001112i,0.00062189-0.00012976i,0.00045138+0.00072169i,-7.974e-05+0.00052369i,-0.00036013+0.000621i,-0.00015396+0.00010376i
0.001401+0.0013638i,0.0015734+0.0021324i,0.0015295+0.0021529i,0.0019855+0.00059437i,0.0018623-0.00077002i,0.00093058-0.0013009i,0.00029609-0.0009701i,-4.7091e-05-0.00032573i,-0.00049522-3.0963e-05i,-0.00014033-0.00048969i,0.00024932-0.00023792i,0.00062154+0.00048033i,0.0004109+0.00037062i,-0.0001638-2.6269e-05i,-0.00048049+3.5407e-05i,-0.00012983-0.00031491i,0.00026773+0.00018255i,0.00048496+0.00074848i,0.00024101+0.00015703i,-0.00012361-0.00083319i,-0.00019861-0.00097431i,-0.00043251-0.00030885i,-0.00079838+0.00030804i
-0.00057+0.00010708i,-0.0012438+0.00080111i,-0.00011345+0.00053471i,0.00056722-0.00030868i,0.00051921-0.0012529i,0.00047379-0.00094679i,0.00040309+0.00039932i,0.00030482+0.00029474i,0.00034735-0.00015719i,3.0161e-05-0.00037915i,-0.0003139-8.1794e-05i,-0.0001457+0.00045382i,-4.3302e-05+1.9934e-05i,0.00025213-0.00034546i,0.00021163-0.00064795i,-0.00033071-0.00012669i,-0.00049719+0.00050167i,-0.00032209-3.4195e-06i,-0.0002009-0.00044015i,-0.00015795-0.00022899i,-0.00011472+4.2448e-05i,-0.00043849-0.0001786i,-0.00070039-0.000168i
0.00017342+0.00030031i,0.001188+0.00065568i,0.0012884+8.1553e-05i,0.001064-0.00027251i,0.0013451-0.00017485i,0.00069395-0.0011613i,-1.0341e-06-0.0018821i,-0.0001982-0.0010249i,-0.00032485-0.00084714i,-0.00018096-0.0005061i,-0.00050988+0.0005034i,-0.0012662+0.00034917i,-0.00077442-0.0002416i,-5.5214e-05-0.0010231i,0.00024851-0.00098532i,0.00099169-0.00031764i,0.0016553+0.00018214i,0.0015073+6.4317e-05i,0.0006496-0.00066173i,5.247e-05-0.00047396i,-0.00050087-0.00014034i,-0.00055452-0.00017465i,-0.00025859-0.0001036i
0.00051566+0.00046545i,-0.00017567+0.0019132i,-0.00060835+0.0024459i,0.00024164+0.0009599i,0.0011678-0.00056131i,0.0015059-0.00108i,0.00052122-0.001046i,9.5893e-05-0.0011456i,0.0002785-0.0011207i,0.00013624-0.00079708i,-0.00050249-0.00038832i,-0.00085482-0.001047i,-0.00010207-0.00087954i,0.00017083-0.00045277i,0.00033368-0.00033688i,0.00052616+3.8076e-05i,0.00059116-0.00029564i,0.00080321-0.00040248i,0.00047966+0.00021512i,-0.00023461+0.00045444i,-0.00081649+0.00012906i,-0.00087678-0.00015793i,-0.0006941-0.00043057i
-0.0019365+0.0002489i,-0.00085633+0.00055687i,-0.00050682+0.00059915i,0.0002621+0.0003891i,0.00085248-0.00036284i,0.00056545-0.0012297i,-0.00038472-0.0010811i,-0.0013546-0.00050763i,-0.00092558+7.639e-06i,4.5232e-06+9.3118e-05i,-0.00031888-0.00021594i,-0.00043771-0.0008353i,-0.00013728-0.00086885i,7.7861e-05-0.00047409i,0.00020331+0.00019774i,3.9238e-05+0.00071575i,6.1132e-05+0.00055299i,0.00073472+0.00038053i,0.001205-2.9416e-05i,0.00018358-0.00010699i,-0.00031899+6.7143e-05i,-0.0001552-0.00024875i,-0.00040094-9.5113e-05i
0.00046849-0.00020702i,0.0010693+0.00012214i,0.00013506-0.00047705i,-0.00033503-0.00088059i,0.00035851-0.0011367i,0.00070375-0.0004086i,0.00040019+0.00024549i,0.00063305-0.00022563i,0.0011602-0.00043623i,0.00067758-6.938e-05i,-0.00074992-0.00052512i,-0.0004939-0.00053495i,0.00068501+0.00067461i,0.00047921+0.0014787i,-8.9916e-06+0.0014659i,-0.0004097+0.0010654i,-0.00025425+0.00094715i,-6.2268e-05+0.00073451i,-0.00027801+0.00012304i,-0.00053646-0.00018012i,-0.00055101-0.00015417i,-0.00058898-0.00030584i,-0.00057395+0.00021534i
-0.0025519-0.00021505i,-0.002996+0.00026467i,-0.0023025-0.00014577i,-0.00078908+0.00021216i,0.00039108+0.00082083i,0.0011283-3.221e-05i,0.0010164-0.00072679i,-0.0001369-0.00077037i,-0.00021223-0.00064302i,0.00032406+0.00022395i,-0.00016158+0.0010089i,-0.00052666+0.00046686i,0.00019281-0.00105i,0.00088997-0.0015753i,0.0006976-0.001089i,0.00059869-0.00044957i,0.00083222-0.00029978i,0.00063783-0.00063056i,0.00054362-0.00048217i,0.00024957-0.00021829i,-0.00062283-0.00061953i,-0.00078526-0.00086049i,-0.00058118-0.00062118i
