0.0012477+0.00060848i,0.0018051-0.00047007i,0.0034861-0.0030065i,0.0029424-0.005692i,-7.9609e-05-0.0052785i,-0.0024845-0.002038i,-0.0020496+0.00043011i,-0.00015658+0.0019215i,0.0012305+0.0015336i,0.0016858-0.00046836i,0.0010027-0.0013453i,0.00047083-0.0012632i,0.00015424-0.00021131i,0.00029402+0.0013358i,0.00088743+0.0013116i,0.00095672+0.0006839i,0.00062084-0.00019619i,0.00025856-0.00062987i,5.787e-05-0.00094231i,1.2379e-05-0.0011552i,-0.00014922-0.00085189i,-0.0002214-0.00055188i,-0.00019622-0.00023219i
0.001094-0.00092429i,0.0016568-0.0016393i,0.0016155-0.0050075i,0.0005116-0.006872i,-0.0017597-0.0060519i,-0.0020273-0.0027873i,-0.00053952+0.00049519i,0.00020116+0.00038127i,0.00090523-0.0010351i,0.00074569-0.00025602i,-0.00018936+0.00013431i,-0.00015882+0.00044379i,1.6489e-05+0.0005844i,0.00063864+0.00041364i,0.0015876+0.00023243i,0.001665-0.00010159i,0.0013021-0.00022421i,0.00049651-0.00045113i,-3.9676e-05-0.00058275i,0.0001006+0.00022935i,-0.00020719+0.00048152i,-0.00023896+9.2805e-05i,0.00010011+0.00029856i
0.00065932-3.9396e-05i,0.00048483-0.00090581i,0.00097379-0.0026775i,0.00021872-0.0031086i,-0.00081419-0.0024701i,-0.001471-0.0014323i,-0.0010463+0.00026501i,0.00072745+0.00024961i,0.0017544-0.00013162i,0.0017298-0.00033197i,0.0010942-0.00042156i,0.00072478-4.8534e-05i,0.00012279+0.00040868i,0.00012998+7.3394e-05i,0.00094034+1.7405e-05i,0.00096485+0.00061634i,0.00036361+0.0006637i,3.8222e-05+0.00023283i,-0.00015816-0.00025169i,-5.7314e-05-0.0006716i,-0.00029452-0.00077097i,-0.00042578-0.00042692i,0.00012708+1.7167e-05i
2.4338e-05-0.00075081i,-0.00089534-0.001595i,-0.0011025-0.0043116i,-0.0014161-0.0049398i,-0.0020752-0.0039162i,-0.0020749-0.0024217i,-0.00031342-0.00095791i,0.0013893-0.00092553i,0.001655-0.0017775i,0.001089-0.0016007i,0.00010686-0.00059435i,-0.00041445-0.00020101i,0.00058359-0.00030548i,0.00084148-0.00039234i,-0.00028747-0.00026614i,-0.00011453-0.00034599i,0.00038378-0.00079286i,-1.7763e-05-0.0011162i,0.00028795-0.001917i,0.00076948-0.0010397i,0.00026696+0.00050074i,-0.00020644+0.00062474i,-0.00036853+1.9024e-05i
-0.00073382-0.00023967i,0.00063179-0.00049666i,0.0014336-0.0014998i,0.0012711-0.0032781i,0.00014614-0.0032406i,-0.00082599-0.0010498i,5.1252e-06+0.00026152i,0.0012039-4.3802e-06i,0.001143-0.00042907i,0.00050415-0.00035412i,7.8075e-05-1.1018e-05i,-0.00018156-0.00015428i,8.3164e-05+0.00010679i,0.00076611+0.00015475i,0.00092856+0.00029856i,0.00041141+0.00053624i,-3.7779e-05+0.0002249i,-0.00043991+6.0367e-05i,-0.0006323+0.00013376i,-0.00063294+0.00057912i,-0.00052787+0.000982i,0.00015294+0.00087125i,0.00043804+0.00044339i
0.0006621-0.00059146i,0.0005127-0.002005i,-3.5982e-05-0.0039216i,-0.00047289-0.0057067i,-0.0018208-0.0052663i,-0.0023528-0.0024073i,-0.00047745-0.0007507i,0.0010163-0.0009533i,0.0010033-0.00082976i,-3.313e-05-0.00054349i,-0.00081751-0.00080261i,-0.00033478-4.1849e-05i,0.0010334+0.0010919i,0.0015209+0.00088238i,0.0011344+0.00068993i,0.00086556+0.000656i,0.0014018+0.00021238i,0.0016056+0.00029449i,0.00079365+0.00058893i,-0.00013474+0.00085278i,-0.00063271+0.00061137i,-0.00040991-3.3699e-05i,-0.00057175-6.631e-05i
0.00023596-3.7443e-05i,0.0003418-0.00097188i,0.0013718-0.0026688i,0.0021067-0.0044237i,0.00072201-0.003188i,-0.00090653-0.00065328i,-0.0010507-0.00015761i,0.00012365-0.00096306i,0.00096604-0.0011256i,0.00062861-0.00090574i,-0.00045629-0.00047249i,-0.00153-0.00016526i,-0.001323+4.9476e-05i,-0.00081776+0.0003449i,-0.00031233+3.1403e-05i,0.00020246+0.00018877i,0.00096377+0.00018209i,0.001643-0.00029793i,0.00081758+0.00043748i,-0.0004204+0.0012008i,-0.00037785+0.0012537i,0.00039539+0.0013118i,0.00058508+0.00070504i
-7.5785e-05-0.0012631i,-0.00075137-0.00097725i,-0.00030371-0.0017423i,-0.000455-0.0028885i,-0.0014017-0.003312i,-0.0017304-0.002467i,-0.00077015-0.0010053i,0.00027847-0.00089891i,0.00037233-0.001637i,-0.00029074-0.0016716i,-0.00051588-0.00071388i,-0.00044274-0.00050718i,-0.00050063-0.0004271i,0.00014549-0.00032781i,0.00090071-1.1657e-05i,0.00094449+0.00037113i,0.00020463+0.00021208i,-0.00041985+0.00043898i,-0.00050022+0.00036437i,-1.7939e-05+0.00029843i,-8.7656e-05+0.00056949i,-0.0011212+0.00049679i,-0.00099222+9.2157e-05i
0.00024913-0.00013415i,8.3339e-05-0.00037606i,-0.00070618-0.0015669i,-0.0003757-0.0037543i,0.00041968-0.0042705i,0.00060829-0.0019775i,0.00029004-0.00034418i,2.3511e-05-0.00038384i,0.00041473-0.00048954i,-0.0002492-0.00076832i,-0.00068904-0.00074283i,-0.00054295+0.00018757i,-0.00027718+0.0013265i,0.00053139+0.0014886i,0.0010087+0.00049241i,0.00070145+0.00032119i,0.00020688-3.8165e-05i,-0.00033432-0.00077128i,-0.00093946-0.00029491i,-0.0013227-0.00015072i,-0.00075096-0.00084702i,0.00031686-0.00090387i,7.7502e-05-0.00038445i
0.00038486-0.00066085i,0.00071208-0.0014058i,0.0010323-0.003585i,0.00085577-0.0046082i,-0.00023077-0.0035072i,-0.0007171-0.0012208i,-9.3405e-05+0.00061504i,0.00077099+0.00047236i,0.00047029-0.00033602i,7.7393e-05-0.00043659i,-0.0003157+0.00024579i,-7.568e-05+0.00068873i,0.00052981+0.0008678i,6.6738e-05+0.00092648i,-0.00039806+0.00025564i,-0.00052253-0.00064441i,-0.00038696-0.0010847i,-5.2808e-05-0.00087517i,8.8497e-05+0.00027982i,-0.00024626+0.00061868i,0.00015974-0.00046267i,0.00030808-0.0011074i,-0.00020313-0.0006667i
-0.0011+0.00022351i,-0.0011052-0.0015716i,-0.0009054-0.0038917i,-0.00094396-0.0067909i,-0.0010365-0.0061311i,-0.00084608-0.0026158i,8.2626e-05-0.00077873i,0.0010154-0.00075664i,0.0010987-0.001195i,0.00055196-0.0013137i,0.00030863+4.0907e-05i,0.00036281+0.0016037i,-0.0001922+0.0018022i,0.0003458+0.00088566i,0.00049649+0.00028225i,-0.00054864-0.00027415i,-0.0005008-0.00053929i,-0.00072308-0.00028582i,-0.00085044-0.00040928i,-0.00045558-0.00037366i,-0.00066721-0.00057293i,0.00021398-0.00050085i,0.00025497-0.00041884i
0.0011706-0.0011146i,0.0017226-0.0011491i,0.00093342-0.0038575i,-3.4293e-05-0.005192i,-0.0007101-0.0040377i,-0.00090049-0.0013426i,-0.00048118-8.0455e-06i,0.0001356-0.00078207i,0.001061-0.00080532i,0.00026262-0.00018711i,-0.0011945+0.00027034i,-0.0010616+0.00031406i,-9.7733e-05+0.00052659i,0.00074847+0.0010781i,0.00077688+0.00072406i,0.00015161+0.00029061i,-0.00032577+0.00081892i,-9.1353e-05+0.0007615i,0.00031623+0.00025755i,0.00034774-0.00025199i,0.00033956-0.0010373i,0.00028507-0.00038875i,0.00055173-0.00038641i
0.00065724-5.0101e-05i,0.001143-0.00028982i,0.0018829-0.0022214i,0.0013254-0.0039115i,-0.0007111-0.0030954i,-0.0014045-0.0012857i,-0.00041508-0.00069608i,0.00040774-0.0011552i,0.00054264-0.0014155i,0.00026618-0.0012079i,-3.336e-05-0.00042424i,0.00023492+0.00063082i,0.00048934+0.0012091i,0.00050124+0.00080632i,0.00028642-0.00017861i,0.0002537-0.00029072i,0.00027705-0.00044115i,0.00025327-0.00091325i,0.00072977-0.00071619i,4.2546e-05-0.00047224i,-0.00023392-0.00015338i,0.00019384-0.00035544i,-0.00032915-0.00017401i
-0.0014522+0.00097691i,-0.0018668+0.00019704i,-0.00077878-0.002112i,0.00086587-0.0046212i,0.0014125-0.0044777i,-0.0003012-0.002742i,-0.0011501-0.0013586i,-0.00078165-0.00051479i,0.00011017-0.00021304i,0.00053981-0.00020091i,7.6243e-05+4.7713e-05i,5.3426e-06+0.00082139i,-4.8566e-05+0.00087755i,-7.8637e-06+0.00022457i,0.00057403+8.6789e-05i,0.00018594-0.00049201i,0.00046167-0.00093596i,0.001325-0.00018613i,0.00059544+0.00053967i,-0.00043896+0.0012011i,-0.00069512+0.0011816i,-0.00036402+0.00029156i,8.539e-05+5.9111e-05i
-0.0009702-6.354e-06i,-0.00086-0.0015916i,-0.00078535-0.0029908i,-0.00083401-0.0049213i,-0.0016794-0.0045135i,-0.0019122-0.002572i,-0.0011779-0.0010525i,-0.00062655-0.00044962i,6.9772e-05-0.0002614i,0.00052137-0.00078891i,0.0003408-0.00061212i,0.0003754+0.0004317i,-0.0003939+0.0010439i,-0.00093968+6.2961e-05i,-0.00033114-0.0010005i,0.0010149-0.0011296i,0.0010306-0.00095743i,0.00041198+6.1456e-06i,-3.1773e-07-0.00013074i,-0.00057994-0.00050299i,-0.00047222-4.3367e-05i,-0.0003604-0.00047559i,-0.0002869-0.00033821i
-0.001514-0.00078682i,-0.00053493-0.0014092i,-0.0012967-0.0020072i,-0.0015845-0.0042039i,-0.00097872-0.0039749i,-0.00035112-0.00195i,0.00070086-0.00096937i,0.0018831+0.00036812i,0.001968+0.0006148i,0.0014552-0.00057018i,0.00070102-0.00045136i,-1.0607e-05+0.0007329i,-7.3633e-05+0.0013457i,-0.00015621+0.00038283i,-0.00042564+0.00017346i,-0.0005977+0.00072447i,-0.00064473+2.6796e-05i,-0.00016976-0.00090495i,-0.00025789-0.0005089i,-0.00091839-0.00027685i,-0.0010268+0.00012681i,-0.0011414+0.00046751i,-0.00069209+4.3476e-05i
0.00064204-0.0016236i,0.00080578-0.0024268i,0.00053774-0.0045912i,-6.3122e-05-0.0062776i,-0.00021633-0.0054552i,-0.00049785-0.003059i,-0.00038284-0.0012341i,0.00032624-0.0012762i,0.0003405-0.00174i,-4.8593e-05-0.0012259i,-5.497e-05-8.1723e-05i,-2.099e-05+0.00075494i,-6.3213e-05+0.0010271i,0.00021689+0.00094133i,0.00054391+0.00035072i,0.00050861-0.00027874i,0.00028759-0.00047575i,-7.2403e-05-0.00063329i,-0.00044259-0.00081696i,-0.00043982-0.00047916i,-0.00036254+0.00076806i,-7.0293e-05+0.00084322i,0.00032387-0.00042207i
0.0014679+0.00020089i,0.00042325-0.00017026i,0.00016455-0.00171i,0.0002569-0.0035353i,-0.00021622-0.0035602i,-0.00077234-0.0017901i,-0.00048597-0.00015726i,0.00042105+0.00063098i,0.00061935+0.00015837i,-2.3665e-05-0.00016014i,-0.00015252+0.00018436i,-0.00062146+0.00023113i,-0.00081322+0.00084975i,4.9891e-05+0.0011514i,0.00058845+0.00053714i,0.00053014+9.4414e-05i,-0.0002972+0.0002442i,-0.00085649+0.00044486i,-0.00085283-0.00025695i,-0.00078324-0.0009083i,-0.00034414-0.00088286i,0.00012283-0.00037135i,0.00068999-3.8937e-05i
-0.00082279-0.0014577i,-0.00096503-0.0028208i,-0.0016906-0.0036111i,-0.0018561-0.0047384i,-0.0011081-0.0044001i,0.00019372-0.0021783i,0.00052327-0.0010905i,1.6531e-05-0.0015407i,0.00046005-0.0020848i,0.00018353-0.0011607i,-0.00057289+0.00052728i,-0.00023447+0.0010086i,0.00087531+0.00077231i,0.0020265+0.00046429i,0.0018723-0.00018478i,0.00075569-0.00069012i,0.00016881-0.001222i,-0.0003785-0.0011707i,-0.0013663-0.0005637i,-0.0016115-0.00051793i,-0.00098506-0.0010006i,-0.00027531-0.000157i,-0.00053728+0.00070943i
-0.0011367-0.00079276i,-0.00096613-0.001708i,-0.00012459-0.0031414i,0.00042599-0.0043809i,-0.00072542-0.003845i,-0.0016593-0.002681i,-0.00078748-0.0018285i,-0.00018222-0.0013314i,-0.00030838-0.00091211i,-0.00033692+1.9936e-06i,-1.6401e-06+0.00076552i,0.00018285+5.9451e-05i,-4.7206e-05-0.00021523i,-0.00011281-6.9078e-05i,0.0010126-0.00029621i,0.0012933-0.00016701i,8.8864e-05+3.6866e-05i,-0.00066463-8.4354e-05i,-0.00037209-0.00043408i,-0.00021579-0.00078467i,-0.00036688-0.00043557i,-0.00042312+0.00011114i,-0.00027601+9.9389e-05i
-0.00097981-0.0005728i,-0.0016403-0.0015651i,-0.00072625-0.003481i,-0.00051866-0.0047383i,-0.0008686-0.0035133i,-0.00089929-0.0015098i,-0.00044259-0.00041765i,0.00015207+2.1837e-05i,-0.00026496-0.0002474i,-1.1236e-05-0.00049285i,0.00031537-0.00024646i,-0.00011808+0.00088586i,-0.00081515+0.0013428i,-0.00046371+0.00029074i,0.00061271-0.00026497i,0.0011-0.00019186i,0.0012082+7.4843e-05i,0.0012257+3.7305e-05i,0.00064378-0.00010531i,0.00040035-0.00020664i,0.0002817-0.00065496i,0.00015376-0.00062093i,0.0009363-0.00031325i
-0.00057328+0.00018481i,-0.001283-0.0012489i,0.00046236-0.0031797i,0.0012909-0.004673i,0.0004509-0.0048196i,-0.00065972-0.0030998i,-0.00061359-0.0016169i,0.0007873-0.00050599i,0.0008069+0.00037805i,0.00046659+0.00023689i,0.00085611-0.0001385i,0.00068399-0.000423i,0.00060646-8.1611e-06i,0.00048836+0.00065448i,0.00014694-6.6641e-05i,-0.00033172-0.00092129i,-0.00056478-0.00068307i,-0.00053021-0.00081575i,-0.00049818-0.0013289i,-0.00041133-0.0012305i,-0.00049894-0.00057662i,-0.00039387+1.6975e-05i,-4.1644e-05-0.00038707i
-0.0010066+4.8234e-05i,-0.001394-0.0015874i,-0.0011992-0.0028331i,-0.0010896-0.0041754i,-0.00098351-0.0041459i,0.00048031-0.0030021i,0.0012587-0.0018111i,0.0011868-0.00069024i,0.00080776+4.7213e-05i,4.1174e-05+0.00050494i,-0.00033103+0.00054586i,-0.00020347-8.1765e-05i,0.00042273+0.00026466i,0.00084264+0.00044831i,0.00059159+0.00010156i,0.00081428+0.00029213i,0.00062691-9.328e-06i,-0.00075025-0.00041932i,-0.0010164-0.00071737i,-0.00055604-0.00055829i,-0.0002695-0.00026055i,-8.6991e-05-0.00044992i,0.00047381-0.00097621i
-0.00034108+0.00023872i,-0.00082083-0.0012214i,-9.0277e-05-0.003346i,-0.00069837-0.0049986i,-0.0015997-0.0052781i,-0.001134-0.0035898i,-9.8709e-05-0.0016465i,0.00080098-0.00097129i,0.00091205-0.0010954i,0.0004738-0.0013855i,5.4155e-06-0.0013685i,0.0004893-0.00074625i,0.00048392+6.9491e-05i,0.00037143+0.00062505i,0.00039627+0.00095044i,0.00068135+0.000735i,0.0011088-0.00018954i,0.00037351-0.0003533i,-0.00019945-0.00037358i,-0.0002262-0.00026286i,-0.00026854+8.9935e-05i,-0.00023392+0.00070821i,0.00041495+0.00039751i
-0.00049011-0.0016958i,0.00013662-0.0033044i,0.00045-0.0043073i,0.00081275-0.0047294i,8.6479e-05-0.0035089i,-0.00080236-0.0020984i,-0.00014571-0.00093782i,0.00057325-8.8488e-05i,0.00042397+0.00014143i,0.00010936+0.00030895i,5.0554e-05+0.00011266i,-0.00046957+0.00024446i,-0.00026658+0.0010311i,0.00025652+0.00068088i,0.00049514-0.00029399i,0.00031027-0.000636i,0.00025908-0.0012309i,0.00018594-0.0011139i,0.00014082+0.00030346i,0.0010805+0.00058485i,0.000911-4.1201e-05i,3.8098e-05-0.00029811i,0.00039759+0.00015641i
-0.00051692-0.0022218i,2.1917e-05-0.0025334i,0.00068163-0.0038228i,0.00066832-0.0053403i,-0.0007833-0.0045569i,-0.0015534-0.0015851i,-0.0011317+6.9406e-06i,0.00022568-0.00095295i,0.0018224-0.0019901i,0.0012295-0.0013703i,-0.000856-0.00037512i,-0.001456+0.00039887i,-0.00074151+0.000615i,0.00070129+0.00057126i,0.0011237-0.00013575i,0.00086118-0.00070348i,0.00082625-0.00060871i,-8.1611e-05-0.00068902i,-0.0007765-0.00058445i,-0.00035652-0.0005339i,-0.00064052-0.00022804i,-0.00077586+0.00025501i,-0.00093294+0.00023592i
-0.00021016-0.00073943i,4.3386e-05-0.0024713i,0.0011878-0.0041154i,0.0014877-0.0049363i,0.0012839-0.0053012i,0.00088599-0.0033474i,0.0006047-0.00093562i,0.00088436-0.00052345i,0.00087753-0.00089038i,-0.00021408-0.0006216i,-0.0015326+0.00013345i,-0.0017703+8.7961e-05i,-0.00093858-0.00020224i,0.0002011+0.00068982i,0.00073641+0.0011386i,0.00054484+0.00084879i,0.000372+0.00024915i,0.00017279-0.00078029i,-0.00028288-0.00060159i,-8.2451e-05-0.00030782i,0.00023108-0.00038664i,0.00043152-0.00044837i,0.00053424-0.0002396i
0.0001127-8.41e-05i,0.00014871-0.0016974i,0.0017907-0.00327i,0.0017549-0.0044932i,0.00017132-0.0039517i,-0.00078268-0.0019352i,-0.00090113-0.00058368i,0.00024375-0.00039449i,0.00065096-0.00078293i,0.00036656-0.0013208i,-3.0746e-05-0.00093907i,-0.00060899+0.00021321i,-0.00063997+0.00071327i,-0.00096048+0.00038491i,-0.00033256-8.8164e-05i,0.00053127-0.00013261i,0.00033965-0.00020089i,5.5149e-05-0.00055631i,-0.00021582-0.00077583i,-0.0006281-0.0009731i,-0.00054666-0.00080194i,-0.00025523-0.0007527i,0.00032143-0.00051656i
0.00025072-0.00043393i,0.00032125-0.0019985i,0.0017828-0.0033494i,0.0010455-0.0040783i,-0.0011998-0.0040589i,-0.0019029-0.0027647i,-0.0010443-0.0012973i,0.00067201-0.00057882i,0.0019782-0.00040122i,0.0014111-5.2775e-06i,-0.00010247+0.00047996i,-0.00035562+0.00040531i,-4.2335e-05+0.00067155i,2.1801e-05+0.00042025i,0.00076123-9.9475e-05i,0.00084261-0.000722i,0.00033753-0.0015901i,-0.00029756-0.0008577i,-0.0010204-0.00017639i,-0.0015379+0.000286i,-0.0011993+4.7156e-05i,-0.00036509-0.00056382i,3.8653e-05-0.00090142i
-0.00087235+0.00029168i,-0.00063788-0.00098517i,0.00088777-0.002282i,0.0015995-0.0041262i,0.00033452-0.0040735i,-0.0008706-0.0025903i,-0.00050606-0.0012747i,0.00031921-0.00066688i,0.00035685-0.00044305i,-5.8823e-05-7.9089e-05i,-0.00016588+0.00040313i,-0.000297+0.0010844i,0.00024116+0.0010207i,0.00087023+0.00081839i,0.00085803+0.00047632i,0.00093259-0.00032415i,0.0012493-0.00086734i,0.00066021-0.00064159i,-0.00014831+0.00041298i,-7.3507e-05+0.0002712i,0.00034015+0.00026116i,0.00046289+0.00095838i,0.00036023+0.0002857i
-0.0025457-0.0012668i,-0.00075492-0.0018508i,0.0003784-0.0016187i,0.00022256-0.002967i,-0.00018843-0.002763i,-0.00027454-0.0011862i,0.00034541-0.00014555i,0.00072462+2.1913e-05i,0.00070538+0.00052098i,0.0004044+0.001054i,-0.0002883+0.0009407i,-0.00083874+0.00051368i,-2.0208e-05-5.7229e-05i,7.077e-05+0.00028575i,-2.0649e-05+0.00018484i,0.00044624-0.00052088i,0.00021705-0.00093647i,0.00028957-0.00082996i,0.00012228-0.00069015i,-0.00023392-0.00059999i,-0.00031666+0.00020723i,-0.000262+0.00054058i,8.8303e-05+0.00046698i
0.00060007-5.2178e-05i,0.00035692-0.00099626i,0.00075002-0.0034397i,0.00046424-0.0053858i,-0.001267-0.0049655i,-0.0022724-0.0018435i,-0.00089876+0.00020315i,0.00028718+0.00018787i,0.00011236-0.00023116i,-0.00029003-0.00063471i,-0.0013308-0.0006046i,-0.0014547-7.7978e-06i,-0.00080419+0.00059735i,-0.00030024+0.00073214i,7.6673e-05+0.00069801i,0.00034504+0.00022606i,0.00013707-0.00047549i,-6.57e-05-0.0012025i,0.00021171-0.00099121i,9.1439e-05+0.00015057i,-0.00025183-0.00010593i,-0.00017027-0.0011267i,0.00025906-0.001038i
0.0016118-0.00033747i,0.0011948-0.0013839i,0.0012684-0.0036208i,0.001372-0.0051693i,0.00049424-0.0044007i,-0.0004444-0.0022491i,-0.00020974-0.00044828i,0.00041952+1.5648e-05i,9.9833e-05-5.7301e-05i,-6.4769e-05+2.8369e-05i,0.00056225+0.00076784i,0.00062635+0.0011065i,-0.00031999+0.00031201i,-0.00039633-0.00033789i,-0.00061808-0.00062974i,-0.00066914-0.00028029i,0.00038993-0.00038366i,0.00044736-0.0011641i,-0.00042585-0.0006847i,-0.00052649+4.0823e-05i,-0.00019507-0.00052776i,-1.751e-06-0.0010094i,-0.00013293-0.00049758i
0.00035931-0.00037782i,4.5746e-05-0.0015375i,1.6502e-05-0.0026143i,0.00045004-0.0037474i,-0.00062631-0.0038021i,-0.0011671-0.0019955i,-3.1513e-05-0.0006905i,0.00095913-0.00047416i,0.00013306-0.001259i,4.4293e-05-0.001765i,0.00045806-0.00083295i,-0.00019859-0.00036828i,0.00022011-0.0003268i,0.0010591-6.124e-05i,0.00094293-0.00052901i,0.00038891-0.00090727i,0.00054033-0.00082207i,0.00070868-0.00068293i,0.0002201-0.0010597i,-0.00046345-0.0011117i,-0.00047532+0.00016527i,0.00022146+0.00078735i,-0.00015852+0.000442i
-0.00071001-0.00054682i,-0.00080424-0.0019069i,0.00040389-0.0043297i,0.00076519-0.0052014i,-6.8288e-05-0.0041297i,-0.00077838-0.0022076i,-0.00029755-0.00036735i,0.00051941-0.00025289i,0.00069324-0.00052451i,0.00024908-0.00040551i,-0.00018447+3.0974e-05i,-0.00058814-4.4494e-05i,-0.00043301+0.00031342i,0.00011375+0.00073224i,0.00010125-0.00010248i,0.0005259-0.00025604i,0.0011455+0.00019284i,0.00096251-0.00078423i,0.00035386-0.00059004i,-0.00073959-0.00041019i,-0.0010452-0.00062428i,-0.00089819-0.00064542i,-0.00082003+0.00015709i
-0.00073194-0.0011527i,0.00033471-0.00032586i,0.00084426-0.0011862i,0.0018131-0.0035499i,0.0019434-0.0038191i,0.001374-0.0014933i,0.00049581-0.00073276i,0.00014312-0.00090756i,2.2754e-06-0.00071559i,0.00023595-0.0001156i,-9.8162e-06+0.00034686i,0.00037557+0.00011625i,0.00038948+0.00023334i,8.702e-05+0.00012106i,0.0005747-0.00027032i,0.001022+0.00011106i,0.00034268+0.00050152i,-0.00058357+0.00020573i,-0.00081976-0.00029868i,-0.00098637-0.00097122i,-0.00062719-0.0011713i,-0.00047958-0.00070287i,-0.00059929-0.00032395i
0.0006964+0.0010617i,0.00040504-0.00016412i,0.0006577-0.0022737i,0.00075085-0.0048905i,0.00025619-0.0050048i,-0.00064969-0.0030273i,-0.0010022-0.0012334i,-0.00032528-0.00055272i,0.001001-2.5883e-05i,0.00087251+0.00066592i,-0.00033431+0.00036286i,-0.00055234-5.6712e-05i,-0.00041662+0.00031563i,-0.00017943+0.00072425i,0.00036843+0.00023119i,0.00037298-0.00043228i,-0.00025153-3.1218e-05i,-0.00042776+7.6053e-05i,-0.00041422+0.00029506i,-0.00043165+0.00055383i,-0.0006584+0.00045893i,-0.00085728+8.7457e-05i,-0.0008+0.00013599i
0.00079323-0.0015986i,0.0010564-0.0027779i,0.00096581-0.0041615i,-2.5008e-05-0.0056769i,-0.0015028-0.0051526i,-0.0016466-0.0024208i,-0.00094932+0.00031633i,0.00040538+0.0011052i,0.0013056-6.9018e-05i,0.0011125-0.00074326i,0.00028239-0.00042562i,-0.00055866-2.1093e-06i,-0.00027036+8.7768e-05i,0.00022915+0.00034995i,0.00016152+0.00081741i,0.00012244+0.00017011i,0.00020468-0.0007545i,3.6579e-05-0.00026747i,8.1189e-05+2.9969e-05i,0.00034156+0.00020905i,0.00044333-9.8117e-05i,0.00065526-0.0002342i,0.0001036+4.053e-05i
-7.2769e-05-0.0017445i,0.00084421-0.0022043i,0.0011013-0.0028833i,0.00099542-0.0035565i,-0.00037254-0.0031151i,-0.0010697-0.0010115i,-0.001027-0.00011146i,-0.00045079-0.00055928i,0.00030362-0.00096207i,-0.00032833-0.00050866i,-0.0019505+0.00013755i,-0.0013737-0.00016276i,0.00064197+0.00010587i,0.0012045+0.00033938i,8.8265e-05-0.00065355i,-0.00062285-0.00075848i,-0.00012956-0.00020528i,0.00048998-0.00085167i,0.00030859-0.001009i,-0.00042505-9.7476e-05i,-0.000424+0.00036895i,-0.00084114+0.00010708i,-0.00095681-0.00051332i
3.2396e-05-0.0017869i,-8.1079e-05-0.0017091i,-1.4466e-05-0.0026488i,0.00033312-0.0042407i,0.00019845-0.0038948i,-7.0102e-05-0.00138i,-0.00010629-5.5454e-05i,0.00044936-0.00021495i,0.00071834-0.00068866i,5.3833e-05-7.346e-05i,0.00016872+0.00042445i,0.00062179-0.00015115i,0.00037937-0.00025391i,0.00027509-0.00075656i,0.00027245-0.00088154i,0.00029347-0.00062042i,0.00030251-0.000452i,3.4694e-06-0.00050366i,-0.00036184-0.00067028i,-0.00051236+8.7699e-05i,-0.00028595+3.5859e-05i,1.212e-05-0.00046727i,-0.0001275-0.00014522i
-0.00013958-0.0010064i,0.00033636-0.0013945i,0.00038496-0.0031407i,9.4087e-05-0.0045399i,-0.00082708-0.0032573i,-0.00076047-0.0014818i,0.0005128-0.00030265i,0.00099091-0.00085854i,0.00035599-0.00082716i,-0.00060785-8.561e-05i,-0.00080113+0.00020608i,-0.0003869+0.00063903i,-0.00018338+0.00097084i,0.00020654+0.00096138i,0.00037069+0.00073067i,0.00079571-0.00030042i,0.001046-0.00040446i,0.00049762-0.0004187i,0.000202-0.00063396i,5.8389e-05-0.00055192i,-0.00078064-0.00094267i,-0.0010328-0.00094419i,-0.00059415-0.00042697i
6.0057e-05-0.0015481i,0.0012194-0.0016419i,0.0011977-0.0029376i,0.0006496-0.0037822i,-0.00082455-0.0042551i,-0.0019863-0.0024031i,-0.00077616-2.6921e-05i,0.00088536+0.00089202i,0.0012861+0.00030485i,0.00034119-0.00077319i,-0.00067971-3.2395e-05i,-0.0005913+0.0010453i,0.0002134+0.00025828i,0.00072934-0.00017525i,0.00036795+2.9295e-05i,0.00027593-8.2378e-05i,0.00010489-0.00024571i,0.00017256-9.8246e-06i,0.00021983+6.9158e-05i,-0.00015152-0.00010614i,-0.00038344+3.7487e-05i,-0.00076408+3.0352e-05i,-0.00072614+0.00041403i
0.00070774-0.0013326i,0.00092271-0.0016984i,0.0017627-0.0036799i,0.0021713-0.0058444i,0.0006628-0.0055262i,-0.00031111-0.0024181i,1.5759e-05+0.00030281i,0.0006377+1.9055e-05i,0.0012943-0.00042882i,0.00053819+0.00022291i,-0.00073999+0.00032164i,-0.00074391+0.0002115i,-0.00060182+0.00034673i,-0.00031291+9.4664e-05i,0.00044691+9.7316e-05i,0.00080704+0.00017459i,0.00027701+0.00023142i,-0.00021751+0.00028864i,-0.00028178+0.00011358i,-0.00044928-0.0001113i,-0.00035994-0.00023359i,0.00033099+0.00022344i,0.00080122+0.00096671i
-0.0003675+9.6609e-05i,0.00030801-0.00049361i,0.00076977-0.0026272i,0.0014438-0.0044553i,0.00040553-0.0031184i,-0.00045266-0.00078356i,-0.00021601-0.00019525i,0.00044304-0.00086711i,0.00054403-0.00049071i,-0.00033374+0.00011629i,-0.00067008+0.00029766i,-0.00079626+0.00062898i,-5.3797e-05+0.00054361i,0.00037925+0.0011026i,0.00020975+0.001239i,-1.2989e-05-7.0938e-05i,5.0668e-05-0.00040868i,0.00052056+0.00034655i,0.00056725+0.00064232i,0.00083542-4.87e-05i,0.00087494-0.00042617i,0.00052087-0.00023419i,0.00080824-0.00028514i
