-0.0012784-0.0001096i,-0.0010397-0.00061997i,-0.002339-1.0654e-05i,-0.0026867+0.00032764i,-0.0019768+0.0011206i,-0.0016601+0.0010975i,-0.00093442+0.00039398i,0.00015264+0.00041653i,0.0011227+0.00048225i,0.0011053+0.00059997i,0.00079331+0.00032521i,0.00095102-0.00052377i,0.00087635-0.0010605i,0.00051986-0.00082085i,1.9334e-05-0.00063723i,0.0004398-0.0001174i,0.0011019-0.00036152i,0.00082453-0.0010011i,0.0002695-0.0005228i,-1.8111e-05+0.00035769i,7.7485e-05+0.00088236i,0.00023357+3.7313e-05i,-8.3349e-05-0.00063915i
0.00053168-9.9959e-05i,0.0012568-0.00017052i,0.0017564-0.00036757i,0.0010972-0.0002733i,0.00036846+0.00043018i,2.1889e-05+0.0005376i,-0.00043792+0.0004751i,-0.00023707+0.0012453i,0.00070586+0.0016027i,0.001174+0.0003281i,0.00070328-0.00078384i,-0.00037193-0.00089501i,-0.00043971-0.00048787i,-0.0002043-0.00010763i,-0.00051072-0.00036211i,-0.00049446-0.00050748i,2.988e-05-0.00027548i,7.8176e-05-0.00026637i,0.00025838-0.00056874i,0.00047296-0.00040475i,0.00021804-0.00027067i,0.00034082-0.00019281i,-4.496e-05-0.00011568i
-0.0031551-0.00017023i,-0.0033815-0.00021966i,-0.0036275+0.00081952i,-0.0025375+0.0018272i,-0.00095064+0.0014414i,0.00029675+0.00053113i,0.00044495+3.7181e-05i,-0.0002696-0.00016088i,-0.0011656+0.00075894i,-0.00057354+0.0016425i,0.00060717+0.0010214i,0.00065092+2.7716e-05i,0.00019697-0.0011173i,-7.8128e-05-0.0019681i,0.0001184-0.0010197i,-7.2352e-05-0.00060648i,-0.00039862-0.00074146i,7.2789e-05-0.00032321i,0.00015999-8.6661e-05i,1.9571e-05-4.9493e-05i,-0.00025827+0.00022117i,-7.7962e-05-0.00019803i,0.00037926+7.3207e-05i
0.0017115+0.0018359i,0.002138+1.4033e-05i,0.0020767-0.00061438i,0.00088118-0.001136i,-0.00017822-0.0014572i,-0.00066966-0.00055084i,-0.0005105-0.00017485i,0.00016661+0.00036122i,0.00030494+0.00047805i,0.00097302-0.00034968i,0.00063227-0.00077894i,-8.9034e-05-0.00063319i,0.00062245-6.5959e-05i,0.00064056+0.00021786i,-9.4074e-05+0.00027702i,-0.00026168+5.5033e-05i,-0.00054667-0.00021778i,-0.0011783-0.0003814i,-0.00067944-0.00051085i,7.666e-05-6.6793e-05i,0.00038353-4.3503e-05i,0.00014792+0.00024274i,-0.00031132+0.00064653i
0.0013049+0.00085242i,0.00044335+0.00059935i,0.0006772+0.0007199i,0.0003916+0.0010353i,-0.00045456+0.00055657i,-0.00025411+0.00044505i,0.00016024+0.0003091i,0.00034875-0.00022757i,0.00090962-0.00056562i,0.00022416-0.00061724i,5.2883e-05-0.000622i,0.00066911-0.00058734i,0.00059535-0.00032423i,-0.00025969-0.00028317i,-0.0010918-6.6907e-05i,-0.00047806+0.00036453i,0.00017284-0.00010624i,0.00028902-0.00063051i,0.00068397-0.0003979i,0.00052216-0.00040677i,-1.7762e-06-0.00029477i,0.00031561-8.6701e-05i,2.5239e-05-3.1163e-05i
0.00028302+0.00018098i,-0.00014542-0.00021573i,-0.0002931-0.00062276i,-0.0011733+0.00025693i,-0.0016588+0.00092404i,-0.0014669+0.00084896i,-0.00020791+0.00072467i,0.0016488+0.00042662i,0.0014067+0.00060951i,-0.0001173+0.0004695i,0.00027555+2.5328e-07i,0.00093894-0.00022575i,0.00065865+8.3499e-05i,0.00066934+0.00080482i,0.00016224+0.0011557i,-0.00050105+0.00070852i,-0.00039535+0.00059754i,-0.00022116+0.0005458i,0.00013013+0.00026699i,0.0003122+0.00039109i,7.4696e-05+0.00058724i,0.00014481+0.0004399i,0.00068817+0.00056498i
0.001032-0.00046457i,0.00041988-0.00041013i,0.0011988-0.00092673i,0.0012564-0.0008174i,0.00061611-0.00022464i,-0.00035089-9.9827e-05i,-0.00014409-0.00014857i,0.0005016-0.00045185i,0.00049671-0.00048777i,0.00014349+9.0807e-05i,-4.2074e-05+0.00015627i,0.00024448-0.00058946i,0.00058968-0.0010098i,0.00016071-0.00067004i,0.00035067-0.00052397i,0.00046753-0.00030038i,-6.7072e-05-2.0063e-05i,-0.00063951-0.00034906i,-0.0011896-0.0002561i,-0.00072332-7.7527e-05i,-0.00049167-0.00056664i,-0.00085277-0.00072641i,-0.0008044+5.1296e-05i
-0.0012507-0.00032731i,-0.0024471+5.1966e-05i,-0.0032521-0.00022739i,-0.0031803+4.2053e-05i,-0.0030498+0.0012984i,-0.002264+0.0019332i,-0.0012435+0.001214i,-5.5549e-05+0.00062317i,0.00027069+0.00077643i,-3.6604e-05+0.00065431i,-0.00039194+0.00026971i,7.4901e-05+0.00082976i,0.00028619+0.0013377i,-0.0006112+0.00031446i,-0.00039433+0.00036439i,0.00012463+0.00053734i,-4.1888e-05+0.0002588i,-0.00018502+0.00027623i,0.00019365-0.00019264i,0.00032836-0.00033397i,0.00010718-3.747e-06i,-3.1898e-05-9.6736e-05i,0.00034296+0.00013273i
-0.0024674+0.00057675i,-0.0012803+0.0005035i,-0.00072904+0.00062111i,-0.00045697+0.00038772i,-0.00025514+0.0002895i,-7.4269e-05+0.0003762i,-0.00051295+0.0001502i,-0.00082943-0.00061568i,-0.00050484-0.00088457i,-0.00057001-0.00029688i,9.3598e-05+0.00035216i,0.00035183+0.00065502i,-1.32e-05+0.00052578i,-0.00051907-0.00010182i,-0.00086595-0.00076086i,-0.00028318-0.00028796i,0.0001282-0.00031637i,0.00073847-0.00077143i,0.00092363+6.3997e-05i,0.00036483+0.00075672i,0.00053446+0.000527i,0.00086806-0.00023306i,0.0001392-0.00059238i
4.2428e-05-0.00050086i,-0.00112+0.00023429i,-0.00071312-0.0004524i,-0.00061194-5.0691e-06i,-0.0021964+0.00086182i,-0.0018912+0.00047863i,-0.0005336-4.0049e-05i,3.5107e-05+0.00040341i,0.00043511+0.0010899i,0.0002674+0.00072771i,-8.3275e-05+0.00066801i,-8.5984e-05+0.00078929i,-4.4391e-05+0.00074398i,-0.00029697+0.00085017i,-0.0005107+0.00057211i,-0.00018158-7.7346e-05i,-0.0005647+9.9248e-05i,-0.00086784-0.00016679i,-6.6644e-05-0.00088188i,0.00069159-0.00038192i,0.00034392-0.0002692i,0.00047805-0.00063273i,0.00045004-0.00019576i
0.00039829+0.00079582i,0.0010499-0.00012136i,0.0021356-0.00016264i,0.0011397-0.00041687i,-0.00024766-0.00057714i,-0.0008101+1.4004e-05i,-0.0008336+0.00030869i,9.5161e-05+0.00050684i,0.001259+0.00017335i,0.001286-0.00076366i,0.001066-0.0010385i,0.00064436-0.00066989i,0.00022834-0.00074115i,-0.0002794-0.00019069i,-0.0012832+0.00047374i,-0.00055963+0.00056602i,-1.634e-05+0.00041817i,-5.4154e-05-0.00034027i,-0.00023364-1.7956e-05i,-0.00019108+0.00067399i,0.0004576+0.00076268i,-0.00015821+0.00069248i,-0.00072791-0.00021403i
-0.00091023+0.0013389i,-0.00028083+0.0025928i,3.5893e-06+0.0032326i,-1.3934e-05+0.0022055i,0.00016828+0.00038623i,-0.00084956-0.00032976i,-0.0010368-0.00024355i,3.1626e-05-0.00038584i,0.00021555+0.00039395i,0.00058754+0.00046629i,0.00077889-0.00030274i,1.7632e-05-0.00014339i,0.00010467+8.2314e-05i,0.00049574+0.00036968i,6.1902e-05+0.00055061i,0.00012201+0.00038041i,0.00046333+0.00028717i,0.00010605+0.00030576i,0.00045209-0.00019656i,0.00095544-0.00054489i,0.00065781-0.00041853i,-0.00054693-5.4579e-05i,-0.00086589-0.00081791i
0.00015098-0.00045794i,8.907e-05-0.0014385i,-0.0010545-0.0013205i,-0.0026387-0.00019164i,-0.0026531+0.0005187i,-0.0016006+0.0011381i,-0.0014253+0.0010897i,-0.0008359+0.00038492i,-0.00016454-0.00015527i,-0.00014027-9.8044e-05i,0.00032821+3.8812e-05i,0.00078262+0.00026954i,3.4063e-05+0.00041795i,-0.00055496+0.00017839i,-0.00058429+0.00028784i,-0.00021211+0.00052265i,0.00010784+0.00027214i,0.00017581+0.00024732i,-8.6851e-05+0.00012845i,-0.00057305-0.00052499i,-0.00030182-0.00049341i,0.00026445-0.00038219i,0.00065159-0.00044894i
-0.0012565+0.0011944i,0.00014889+0.00098227i,0.00089027+0.00097278i,0.0010522+0.00046184i,0.0012735-6.2268e-05i,0.00077918-0.00031178i,-0.00046637-0.00034843i,3.658e-05-8.5022e-05i,0.0010732+0.00021112i,0.00061615-0.00049994i,1.9186e-06-0.00085735i,4.2958e-05-0.00063322i,0.00034551-0.00024007i,0.00049361-0.00047415i,0.00030556-0.00062374i,0.0002053-0.00026733i,-0.00027552-7.5558e-05i,-0.0010403+0.00013826i,-0.00087704+0.00010106i,-0.00030116-0.00023478i,0.00023465-0.00044625i,0.00018047-0.00071407i,-0.00030155-0.00075536i
0.0015536+0.00033537i,0.00051704+0.0002293i,0.0011943-5.7509e-05i,0.0014033-0.00098294i,0.00067508-0.0013466i,-0.0002953-0.00070537i,-0.00061623+8.374e-05i,-0.00029211+0.00028126i,0.00039218+0.00022666i,0.001082+6.5843e-05i,0.0008025-0.00044302i,-0.00050188-0.0010079i,-0.0011068-0.001434i,-0.00099871-0.00073906i,-0.00082562-2.2765e-05i,-0.00045929+0.00099903i,-0.00017303+0.0013647i,0.00040913+0.00059022i,0.00017234+7.9019e-05i,0.0001706-0.00081505i,0.00014321-0.0015412i,-0.00048409-0.0014747i,0.00017221-0.00045391i
-0.00033236+0.0016813i,5.5839e-06+0.0016919i,-0.00038892+0.0025264i,0.00017555+0.0018874i,0.0010602+0.00076031i,0.00036805+0.00027216i,-0.00030365-0.00031868i,0.00038393-0.00021141i,0.0011727-0.000122i,0.001383-0.0001843i,0.00085309-0.00076275i,0.00015968-0.0010665i,0.00012123-0.0010414i,-0.00014693-0.00048081i,-0.000304+0.00019396i,-0.00038597-0.00043664i,-0.00053054-0.00079696i,-0.00058371-0.00060397i,-0.00060151-0.0001227i,-0.0002074-1.0892e-05i,0.00059052-0.0003548i,0.00062511-6.9038e-05i,4.2248e-05-0.00029751i
0.0021955-0.0012816i,0.0016838-0.00065834i,0.0011799-0.00051043i,-0.00019316-0.0012814i,-0.0014396-0.0016628i,-0.0013258-0.00049631i,-0.00020138+0.00040501i,0.00056625+0.00097063i,0.00081223+0.0008005i,0.00043381+9.2109e-05i,-0.00021046+0.00027342i,-3.8796e-05+0.00041775i,4.1297e-05-4.1478e-05i,0.00023642-0.00065032i,-0.00028714+0.00031067i,-0.00091048+0.0011294i,-0.00047711+0.00075003i,-0.00048763+0.00042332i,-0.00046711+3.9734e-05i,-0.00033869+0.00041881i,-0.00073024+0.00019283i,-0.0010386+0.00037315i,-0.00082865+0.00016303i
-0.00019334+0.0011008i,0.00042757+0.001288i,0.00058089+0.0015409i,0.00088026+0.00057284i,0.00097791+7.7559e-05i,0.00025274+0.00037071i,-0.00090806-0.00039143i,-0.00092032-0.0010186i,0.00020012-0.00059346i,0.00094076+9.7491e-05i,0.0016443+0.00086347i,0.0017032+0.00096671i,-0.00019498-3.2577e-05i,-0.00063512-0.00073828i,-0.00013892-0.00036364i,-0.00049141+6.1801e-06i,-0.00034566-4.063e-05i,-0.0003276+0.00032436i,2.732e-05+0.0011862i,0.00040181+0.001119i,0.00087809+0.00012907i,0.00082569-0.00052662i,2.0214e-06-0.00099851i
-0.00060239+0.001684i,2.0061e-06+0.0013866i,-0.00041528+0.00099127i,-0.0016151+0.00096924i,-0.0014494+0.00070417i,-0.0010416+9.155e-05i,-0.0006838+0.00031957i,-0.00071678+0.00041385i,-6.5595e-05-0.000194i,0.0011963-0.00034194i,0.0011936+0.00011486i,0.00036608-0.00030316i,6.6933e-05-0.0011918i,0.00010077-0.00091613i,0.0004596-0.0002953i,0.0001066+0.00011103i,-0.00048176+0.00045569i,-0.00020938+0.00030336i,0.00064471+0.00011141i,0.00069926+0.00034995i,-0.00069942+0.00059277i,-0.00076429+0.00048532i,-1.9721e-05+5.0096e-05i
-0.00034818+0.00060382i,0.00029967+0.000128i,0.00039927-0.00085765i,-0.00089928-0.0010067i,-0.0015341-0.00053694i,-0.00051426-0.00012884i,0.00018561-0.00034969i,4.1783e-05-0.00011678i,0.00044989+0.00027168i,0.00098224+0.0001437i,0.00064347+0.0002734i,-0.00032326+0.00021438i,-0.0010206-0.00037684i,-0.00085692-0.00024629i,-0.0012048-0.00022607i,-0.0016895-0.00052427i,-0.001402-0.00021234i,-0.00051743+5.769e-05i,-1.888e-05-7.8118e-05i,-0.00047136-0.00026193i,-0.00035697-0.00034735i,0.00061032-0.00045691i,0.00052898-0.00055853i
-0.00019544-0.00044562i,-0.00018192+0.00063789i,-0.00028729+0.00059103i,0.00016361-0.00028217i,-0.00083114-0.00030461i,-0.0014623-0.00079454i,-0.00090686-0.00047039i,-0.00067202+0.00036792i,-0.00065428+0.00017695i,-0.00055584-0.00028923i,-0.00023428-0.00038319i,9.1222e-05+0.00018212i,-0.00011125+0.00074195i,-0.00079198+0.00054031i,-0.00078995+0.00044356i,-0.00071591+0.00047708i,-0.0006163+0.00046938i,5.6145e-05+0.0001915i,-0.00019761-8.2016e-05i,-0.00073918-8.553e-05i,-0.001153-5.0953e-05i,-0.00096762-5.5014e-05i,0.00011963-0.00011528i
0.00014662-0.0011173i,0.00017274-0.0017982i,-0.00030116-0.002569i,-0.0014062-0.0017786i,-0.0018612-0.0009865i,-0.0019194-0.00045298i,-0.00096829-0.00023691i,2.3938e-05+4.8572e-05i,1.9223e-05+0.0001687i,0.00016666-0.00012222i,0.00020993-0.00019978i,6.4583e-05-0.00041403i,0.00029792+8.3859e-05i,6.3776e-05+0.00017437i,-0.00033661-0.00021524i,-6.2146e-05+0.00012635i,0.00054525-0.00013804i,0.00082843-0.00013566i,0.00081233+0.00015388i,0.00069574-0.00032287i,-0.00040923-0.00053415i,-0.00046717-0.0012515i,0.00040473-0.0014323i
0.00053448+0.0031929i,0.0015623+0.0023854i,0.00191+0.0022898i,0.0015503+0.0011769i,0.00059801-0.0004065i,-0.00069983-0.00097115i,-0.0012522-0.0018068i,-0.0010158-0.0017578i,-0.00012397+0.00019491i,0.00059926+0.00056949i,0.00099189-0.00078017i,0.0002158-0.00049623i,-0.0012366+0.00043604i,-0.0012-4.2315e-05i,-0.00079826-0.00079123i,-0.0012453-0.00047364i,-0.0012875-0.00046645i,-2.2981e-05-0.00040818i,0.00027194-0.00020982i,0.00022812-0.00023049i,-0.00046493-0.00038523i,-0.00097764-0.00058997i,-0.00095519-0.00055727i
-0.0016961-0.00096128i,-0.0028806-0.001443i,-0.0030886-0.0016816i,-0.0031843-0.0010972i,-0.0029435+0.00070479i,-0.0018402+0.0016922i,-0.00080434+0.001259i,-0.00053346+0.00051364i,-8.8058e-05+0.00017398i,-0.0003653-0.00018802i,-0.00074725-7.1111e-05i,-0.00077954+0.00031481i,-0.00095658+3.609e-05i,-0.00041229-6.4999e-06i,0.00060514+2.0198e-05i,0.0005372+3.3789e-05i,-0.00050356-0.00015682i,-0.00104-0.00052785i,-0.00058788+0.00026845i,-0.00052296+0.00035187i,-0.00043273+0.00018186i,8.3594e-05+0.00058451i,-0.00011544+0.00071183i
0.00050771-0.00056551i,0.00056919-0.00064934i,0.0005958-0.00022387i,-0.00028148-0.00069009i,-0.0011179-0.001274i,-0.00061292-0.0014498i,-7.6076e-05-0.00062044i,4.5771e-05-0.00010366i,0.0005955-0.00015926i,0.00077249-0.00037347i,0.00010983-0.0004762i,-0.00033855+7.0525e-05i,-0.00013547+0.00045392i,-0.0002348+0.00026874i,-0.00067366-0.0002513i,-0.00062697-0.00058568i,-0.00080227-0.0010675i,-0.00082054-0.00092843i,-0.00064491-0.00044716i,-0.00046902-0.00021584i,-0.00020736-0.00011412i,-0.00011882-0.00027577i,-5.8934e-05-0.00091223i
-0.0017634+0.0013605i,-0.0027239+0.0010188i,-0.0027858+0.00030802i,-0.0034912+0.00075441i,-0.003754+0.0010096i,-0.002611+0.001043i,-0.00057323+0.00034066i,0.00075701-0.00031806i,0.00061829-0.00012909i,-0.00013007+0.00071553i,-0.00068856+0.00072503i,-0.0011219-0.00025965i,-0.0009929-0.00031856i,-0.00036442-0.00028416i,-0.00021174-0.00041314i,1.3978e-05+0.00010409i,0.0004994-0.00019528i,0.00057759-0.00071477i,0.0010298-0.00070503i,0.0014321+0.00012752i,0.00085384+0.00010625i,0.00034036-0.00084035i,-0.00018963-0.00072844i
0.0010824-0.0012548i,0.0015609-0.00152i,0.0013554-0.0012988i,7.9929e-05+0.00019998i,-0.00086159+9.8182e-05i,-0.00048854+0.00017973i,-0.00037637+0.00020276i,0.00037367-0.00024055i,0.00045921-0.00046801i,-0.0002745-0.00048232i,-0.00058847-0.00021378i,-0.00075426-0.00055804i,-0.00055705-0.00037232i,-0.00029991+0.0003545i,1.5791e-05+0.0001379i,-0.00031349-7.8137e-06i,-0.0010848+0.00036086i,-0.0015221+0.00080242i,-0.0010134+0.00085192i,-0.00044436+0.00024093i,-0.00077274+0.00019941i,-0.00092735+0.0006875i,-0.00075068+2.8457e-05i
0.0017639-0.0010228i,4.2512e-05-0.00070395i,-0.0011266-0.0016861i,-0.00038386-0.0015827i,-7.0112e-05+0.00020693i,-0.00030637+0.00047903i,-0.00022307+1.1175e-05i,0.00039623+0.00012369i,0.00057616+0.0002032i,0.00056529+7.9109e-05i,0.00086828-5.6971e-05i,0.00049274-4.9112e-05i,-0.00014112-0.00029311i,-0.00024466+0.0002842i,0.0001527+0.0011916i,0.00028388+0.0015114i,0.00022136+0.0015i,-9.8741e-05+0.0010164i,0.00032872+0.00025672i,0.0011881-2.4158e-05i,0.0012482-0.00029696i,0.00086068-0.00038861i,0.00038269-0.00028558i
0.00021439-0.0020156i,0.00076702-0.0022705i,0.0015407-0.0016618i,0.00011753-0.00091571i,-0.0012341-0.00030817i,-0.00066583+0.00035597i,0.00044778-0.00011877i,0.00039385-0.00035264i,-0.00037427+0.0002261i,0.00036237+0.00035318i,0.0011466+0.00013083i,0.00016079+0.00071196i,-0.00098736+0.00099861i,-0.00031027+0.00082206i,0.00039015+0.00091716i,-0.00026239+0.00062985i,-0.0011131+0.00023915i,-0.0010193+0.00028306i,-0.00015254+0.0001825i,0.0003929-0.00041487i,0.0001976-0.00031948i,-0.0005484-0.00033713i,-0.0010769-0.00065419i
4.344e-05+0.0031657i,0.00070875+0.0036224i,4.4786e-05+0.00287i,-0.00098345+0.0014203i,-0.0015686+0.00054956i,-0.0017349-0.00030376i,-0.0010478-0.00010361i,-0.00070208-0.00015334i,0.00027824+0.00019529i,0.0011397+0.00066617i,0.0018961+0.00022776i,0.0020564+0.00027298i,0.0012723+4.4107e-05i,0.00065712-0.00034949i,0.00025081-0.00029719i,-9.6709e-05+0.00013314i,-3.1422e-05+1.7716e-05i,0.00048545-0.00075532i,0.00039179-0.00043902i,-0.00014671+5.5047e-05i,0.00019556-1.8667e-05i,0.00075096-9.7043e-05i,0.00084174+2.9327e-05i
-0.0018239-0.0018277i,-0.0016987-0.0016667i,-0.0021489-0.00068816i,-0.0018979+0.00033062i,-0.00079026+0.0005682i,9.9356e-05+0.00075133i,-0.00056427+0.00058716i,-0.00089626+0.00057682i,3.7703e-05+0.00086769i,0.00084699+0.00048915i,0.00057537+0.00027082i,-0.00011655+0.00054495i,0.00041722+0.00054924i,0.00052036+0.00036667i,0.00049016+0.00021281i,0.00065575-0.00014151i,0.00039-5.36e-05i,0.00051882+1.551e-05i,0.0005139+0.0003661i,-0.00014919+9.2488e-05i,-8.3354e-05-0.00041484i,0.00073316-1.9609e-05i,0.00062375+1.703e-05i
0.0015927-0.0021781i,0.00095254-0.0019376i,-0.00074241-0.0014725i,-0.0014777-0.0011273i,-0.0018804-0.00077353i,-0.0015473-0.000513i,-0.00050464-0.00055438i,-0.0004466-0.00012982i,-0.00014706+0.00010532i,-8.4676e-05-3.0493e-05i,-0.00034675-8.5728e-05i,2.4014e-05+0.0001015i,-0.00019127+0.00038486i,-0.00032636-4.0207e-05i,0.00014804-0.00066815i,0.00028149-0.0004155i,-0.00060244+0.00052645i,-0.0010329+0.00055245i,-0.00021848+8.9342e-05i,0.00092016+0.00014527i,0.0011101-0.00015286i,0.00028247-3.8796e-05i,6.9331e-05+0.00038333i
0.00039985+0.0011829i,0.00094017+0.00041497i,0.00038218-0.00036081i,2.9669e-05-0.00037389i,-0.00057186-8.4289e-05i,-0.0012493+5.8271e-05i,-0.00085836+0.00035494i,-0.00060077+0.0014802i,-0.00065663+0.0014236i,-0.00025582+0.00047288i,-0.00040387-0.0002837i,-0.00023762+0.00048792i,-8.9611e-05+0.0013526i,-0.000507+0.00076534i,-3.2299e-05+0.0003979i,0.0002494+2.4113e-05i,0.00018462-0.00012393i,0.00022072-0.00024688i,-0.0004102-0.00018741i,-0.00037648+8.2009e-05i,-2.2375e-05-8.7632e-05i,-8.8853e-05-4.8316e-05i,0.00026475+0.00029537i
0.0013093+5.8284e-06i,0.0018169+0.0010433i,0.0020842+0.0015516i,0.0014689+0.0010013i,-0.00014671+0.00070088i,-0.0014794-0.00039387i,-0.0010886-0.0005306i,0.00044352-0.0001877i,0.0014747-1.1765e-05i,0.00041701+0.00014545i,-0.0001161-0.00086873i,0.00055197-0.0014337i,6.3838e-05-0.00053495i,-0.00079949+0.00019004i,-0.0012043+0.00039225i,-0.00056781+0.00057012i,0.00053288+0.00073469i,0.00037751+0.00031274i,-4.3416e-05+2.0454e-05i,-0.00049371-4.1598e-05i,-0.00047162-0.00087219i,0.00013287-0.0010867i,0.00048772-0.00094259i
-0.00031526-0.0022651i,-0.00056741-0.0023286i,-1.0394e-05-0.002983i,-0.00022971-0.0021949i,-0.0011546-0.00089965i,-0.00099282+8.9522e-05i,-0.0011778+0.00092117i,-0.0011632+0.00069939i,-0.00035333+0.00010683i,0.00024759-8.9088e-05i,0.00025637+3.3458e-05i,-1.6668e-05+0.00052832i,9.3806e-05+0.00040977i,0.00022027+0.00045629i,-0.00015906+0.00088082i,0.00048032+0.00041176i,-6.2073e-05-8.5144e-05i,-0.0011536-0.00034655i,-0.00074456-0.00025215i,8.1937e-05+0.00042401i,0.00040232+0.00071264i,-9.2331e-05+0.00057591i,0.00026724+0.0006686i
-5.13e-06-0.001085i,0.00025952-0.00087782i,-0.0005064+3.1787e-05i,-0.0014552+0.00033924i,-0.0021142+0.0003336i,-0.0019503+3.6463e-05i,-0.00092315-0.000693i,-0.00014243-0.0005938i,0.00028363-0.00032847i,-0.00012203+4.2076e-05i,-0.0003294+0.00051049i,-0.00014615+0.0003926i,-0.0002706+0.00093626i,0.00021681+0.00065613i,0.00072585-0.00081225i,0.00063139-0.0013692i,-0.00023708-0.00076741i,-0.00065152-0.00022934i,0.00043353+0.00035211i,0.00085785+0.0003175i,0.00030746-0.0007914i,0.00045376-0.00078168i,0.00061016-0.00027539i
0.001672+0.0025179i,0.0014917+0.0023075i,0.0022342+0.001417i,0.0022816-0.00026585i,0.000784-0.00036841i,-0.00016792+0.00044977i,-5.2366e-05+0.00048739i,-3.6929e-05+0.00047008i,-8.0504e-05+0.0004986i,0.00059805-0.00018973i,0.00071175-0.00032695i,0.00025103+0.0007232i,9.5908e-05+0.0007021i,0.00034893+2.3232e-05i,8.4331e-06-0.00010052i,-0.00072801+0.00014896i,0.00013899+3.2954e-05i,0.00093137-0.0003775i,0.00085136-0.00055037i,0.00034607-0.00018115i,-0.00022099-2.5737e-05i,-0.00032523-0.00045711i,0.00012847-0.00050185i
-0.0012519-0.00085337i,-0.0018375-0.00068737i,-0.0022223+0.00017173i,-0.0018811+0.0011095i,-0.0011954+0.0007736i,0.00033814-6.6189e-05i,0.0010395+4.9597e-05i,8.1822e-05+6.3562e-05i,-0.00042533-0.00083563i,-0.00054676-0.00065124i,-0.00068869+0.001023i,7.8949e-05+0.0013952i,0.00048427+0.0002274i,-0.00021093-0.00068763i,-0.00015121-0.00041103i,-0.00027174+0.00022634i,-0.00071722+8.6207e-05i,-0.00076003+9.2345e-05i,-0.00010669+0.00017069i,0.00012334-2.9144e-05i,0.00077016+0.00038767i,0.0006566+0.00047139i,-0.00033677+0.00016286i
-0.00064587+0.0011013i,-0.00019757+0.00080128i,-1.9435e-05+0.00035378i,0.00068306-0.00043648i,0.000518+0.00025702i,-0.00050263+0.00064317i,-0.00097058+0.00015203i,-0.00034237-0.00044369i,0.00016719-0.00025713i,-0.00020981+0.0005458i,-0.00052132+8.8241e-05i,-8.1809e-05-0.00028666i,-0.00032988-0.0001245i,-0.00040429+0.00028837i,0.00010032+0.0004077i,6.3987e-05+2.6714e-05i,-0.00014719+0.00028477i,0.00015955-7.5428e-06i,-0.0001331-0.00015903i,-8.4023e-05-4.0284e-05i,0.00023028-1.721e-05i,-0.00011342+0.00023805i,-0.00060851+0.00056335i
0.0019301-0.00054343i,0.0011795-0.00045233i,0.0006275+0.00092416i,0.00040478+0.0014181i,-0.00041692+0.00079602i,-0.00021629+0.00086343i,-0.00011996+0.0013751i,-0.00015821+0.0013421i,0.00059415+0.00064689i,0.00059618+0.00032262i,-0.00016993+0.00018183i,-0.00049199+3.1435e-05i,0.00022508+9.0645e-05i,0.00036362+6.5904e-05i,0.00042935-0.00030455i,0.00097199-0.00015937i,0.00086497+0.00058689i,0.00031395+0.0011995i,0.0003444+0.00088355i,0.00084095+0.00015968i,0.00066509+7.9343e-05i,0.00033702-4.3272e-05i,0.00031769+4.6207e-05i
0.00063744+0.0013751i,4.3519e-05-5.5238e-05i,0.00062707-0.0012613i,0.00068844-0.0011839i,0.00021048-0.0013094i,-0.00026311-0.0011326i,-0.0001625-0.00026492i,0.00038846-0.0003541i,0.00049702-0.00056151i,0.00059434-0.00071456i,0.00041496-0.00095458i,-0.00010261-0.00058574i,-0.00040163+0.00026613i,-0.00047103+0.00022726i,0.00015185-4.267e-05i,0.00028043+0.000473i,-0.00041076+0.0001865i,-0.00074714-0.00044539i,-0.00046464-0.00053511i,0.00042075-0.00020162i,0.00023923-0.00066209i,-0.0004438-0.00079756i,9.9198e-05-2.8044e-05i
-0.00052482-3.1198e-05i,-0.00052781+0.0011335i,-0.00082064+0.0014004i,-0.00014776+0.00046567i,0.00027504-0.00067882i,-0.00043122-0.0013319i,-0.00050583-0.00041365i,-8.7235e-05+0.00112i,-0.00014933+0.0012387i,0.00024583+0.00080501i,-0.00021834+0.00059394i,-0.00030335-9.8871e-05i,-3.5896e-05-0.00059963i,-0.00036996-0.00012067i,0.00018605+0.00080707i,9.9283e-05+0.00087345i,-0.00043846+0.00080588i,-0.0001411+0.00082841i,0.001213+0.00058911i,0.0016712+0.00010704i,0.0013067-4.8178e-05i,0.00077199-0.0001934i,2.952e-05-0.00026513i
0.001131-0.00041112i,0.0014161+1.6284e-05i,0.00056695-0.0016031i,-0.0013251-0.0026629i,-0.0024555-0.0018658i,-0.0023232-0.0016351i,-0.0014137-0.0010257i,-0.00076569+0.00012431i,0.00063075+0.00033417i,0.00093663-0.00037078i,-3.6756e-05-0.00042232i,-0.0005594+0.00034779i,-0.00023535+0.00074997i,0.00024391+0.00030708i,0.00067467+0.00052271i,0.00059002+0.00088312i,0.00024495+0.00026594i,0.00020819+0.00031093i,0.00042483+0.00033078i,-0.00024711+0.0004669i,-0.00033697+0.00094562i,0.00012777+0.00088276i,2.9339e-05+0.0004918i
