-0.00017557+0.0001487i,-0.00032494-0.0010562i,-0.0015723-0.0021074i,-0.002876-0.0023702i,-0.0034692-0.00046572i,-0.0024476+0.00085932i,-0.00052855+0.00044239i,0.00019295+0.0010342i,0.0012187+0.0011841i,0.0019411+0.00010579i,0.00081621-0.0006252i,-2.0372e-05-0.00090299i,-0.00053062-0.00053268i,-0.00059712-0.00021753i,-0.00023741+0.00049625i,-0.00031728+0.0013819i,-0.00034593+0.00012578i,-0.00030565-0.00038601i,-0.00039812+6.396e-05i,-1.367e-05-0.0005213i,0.00030402-0.00046868i,-3.5465e-05+0.00019398i,-0.00027384+0.00071269i
-0.00015649+0.0039198i,-0.00043616+0.0030217i,-0.0009443+0.0026612i,-0.0013553+0.0030652i,-0.0016872+0.002559i,-0.0010847-0.0002161i,-0.001093-0.0024258i,-0.0015655-0.0012967i,-0.0010957+0.0018304i,7.731e-05+0.0027565i,0.00066515+0.0014133i,0.00096823+0.00057227i,0.00017156+0.00061231i,-0.00045864+0.00041853i,0.00060562+0.00047787i,0.00064396+0.00063243i,0.00049213+0.00084508i,0.00099218+0.00086877i,0.0011277+0.00038357i,0.00072687+0.00010553i,0.0004804+1.6298e-05i,0.00029641-0.00064365i,-0.00057727-0.0011174i
0.00024068+0.0025915i,0.0017463+0.0014216i,0.0015436+0.00065009i,-0.00010395-0.00093881i,0.00012393-0.0022523i,0.00077715-0.0022021i,0.00043941-0.0011449i,-0.00032641-0.0015761i,-0.0017741-0.002259i,-0.0026916-0.0012461i,-0.0015822-0.00040955i,-0.00092614+0.00074496i,-0.0016487+0.00065988i,-0.0017842+0.00029232i,-0.00092672+6.7059e-05i,-0.00016929-0.00043169i,-0.00041941-0.00027591i,-0.00055249-0.00026813i,-0.00011163+0.00033543i,-0.00045161+0.00034194i,-0.0010901-0.00069264i,-0.00085181-0.0010189i,0.00041158-0.00061962i
-0.00087319-0.00087848i,0.00046194-5.5378e-05i,5.4072e-05+0.00085233i,-0.0010692+0.0017242i,-0.00054681+0.002008i,-0.00050835+0.0025434i,-0.0003785+0.0024769i,0.00025224+0.0010859i,0.0011251-0.0011802i,0.0015051-0.0026589i,0.00087132-0.0015383i,-0.00020296-0.00068668i,-0.00024356-0.00091494i,9.8027e-05-0.00018915i,-7.9566e-05+0.00076514i,0.00033327+0.0012724i,0.00084682+0.0010446i,0.00023905+0.00033077i,-0.00058229-0.00019712i,-0.00070956-0.00023175i,-0.00034001-0.00087608i,-1.6826e-05-0.0011483i,0.00011467-0.00034829i
-0.0011987+0.0017613i,-0.0017293+0.00071327i,-0.0016589+0.00086215i,-0.0015172+0.0016608i,-0.0021508+0.0011976i,-0.0014747-0.00029735i,-0.00094973-0.00077788i,-0.00086223+0.0011272i,-0.00065813+0.0025643i,-0.00025859+0.002486i,-0.00016536+0.0017475i,0.00043561+0.001214i,0.00089848-1.0013e-05i,0.00049409-0.00086892i,-0.00027449-0.0007438i,-0.0005652-0.00060608i,-0.00091553-0.0003658i,-0.0011348-0.00018399i,-0.00074977+0.00022812i,0.00018588-0.00020438i,7.0014e-05-0.00057267i,-0.00097473-0.00037125i,-0.0010968+0.00011303i
-0.00092312-0.0022897i,-0.00053013-0.000141i,-0.0013498+0.00017568i,-0.0027166-0.00024168i,-0.0018566+0.00037252i,-8.0911e-05+0.00016597i,0.0005376-0.00097478i,-0.00012208-0.0017775i,-0.0019704-0.0012427i,-0.0025718-0.00021246i,-0.00085669+0.00062097i,1.5946e-05+0.0009897i,-0.00054782-2.1154e-05i,-0.00093862-0.00034598i,-0.00079816+0.00041543i,0.00023313+0.00068579i,0.00080222+0.00043728i,0.00037553+0.00037385i,-9.2892e-06-2.7476e-05i,-0.00038461-0.00068943i,-0.00035986-0.00095386i,0.00042645-0.00033401i,0.00080921-0.00041506i
0.00218-0.0045364i,4.5594e-05-0.0035888i,-0.0015493-0.0030564i,-0.0023527-0.00062204i,-0.0018386+0.0018845i,-0.00081131+0.0018693i,-0.00017353+0.00022789i,0.00074184-0.0010086i,0.0018987-0.0012365i,0.0016718-0.00090606i,0.00080231-0.00035233i,0.00034012+0.00026143i,-0.00057922+1.1304e-05i,-0.00065191-9.9581e-05i,0.00048055+0.0009331i,0.00077449+0.0015717i,0.00050002+0.00094978i,0.00059538+0.00030993i,0.0012432-0.00031161i,0.0018443-0.00042746i,0.0017028-0.00010533i,0.00069772-0.00031966i,-0.00013187+2.5809e-05i
0.0001242+0.0014193i,9.6863e-05+0.000706i,-0.00064181+0.0005761i,-0.002401+0.0006959i,-0.0032138+0.00065942i,-0.0012861+0.00022367i,-0.00077335-0.00036085i,-0.0016141-0.00019484i,-0.00099968+0.00095814i,0.00013157+0.0016268i,5.9496e-05+0.0017312i,-0.00018492+0.00057328i,-0.00017545-0.00069337i,-0.00077322-0.00055528i,-0.0014902-0.00038106i,-0.0011331-0.00042735i,-0.00078261+0.00026222i,-0.00058648+0.0012148i,0.00033244+0.00097373i,0.00039641+0.00079715i,-0.00057182+0.00029108i,-0.00046605-0.00016615i,-0.00060307-2.5087e-06i
-0.003496-0.0023206i,-0.0041254-5.815e-05i,-0.0046126+4.7299e-05i,-0.0031266+0.0001236i,-0.0011733+0.00092908i,-0.0002321+0.00039761i,0.00019783-0.00098749i,-0.0011177-0.0022833i,-0.0027979-0.0020328i,-0.0020779-0.0008625i,9.0057e-05-6.8999e-05i,0.0012575+0.00054959i,0.00054806+0.00065301i,0.00046926-1.4178e-05i,0.00027171-0.00088778i,0.00023877-0.00090942i,0.00042941-0.00082458i,-0.0001324-0.0010283i,-0.00036429-0.00013934i,-0.00039299+0.00089338i,-0.00025152+0.00054364i,-4.4093e-05+6.5732e-06i,5.0755e-05+0.00017027i
0.0011471-0.00031038i,0.00085773-0.00026689i,0.00054201+0.00048812i,-0.00011903+0.0017857i,-0.00011016+0.0020908i,-0.00050725+0.0010375i,-3.3129e-05-0.00046403i,0.00084446-0.0005578i,0.0020402-0.00091335i,0.0020966-0.0011907i,0.00085711-0.00034787i,0.00071438-0.00027731i,0.00075355-0.00036284i,0.00057785-0.00035962i,0.00059237-1.3028e-05i,0.00037458+0.000292i,0.00027583+0.00021248i,0.00050948+0.00031252i,0.00061595+3.9234e-05i,0.00080448-0.0009073i,0.00029246-0.00085367i,-0.0005482-0.0004659i,-0.00066206-0.00039974i
-0.00165-0.00038062i,-0.0017596-0.0012276i,-0.0027472-0.00069073i,-0.0031026+0.00013274i,-0.0024431+0.0011444i,-0.0018761+0.00020617i,-0.0019667-0.0012964i,-0.0021306-0.00045093i,-0.0011506+0.0010308i,-0.00034775+0.0020606i,4.3887e-05+0.0017735i,0.0003468+0.00074478i,0.00024877-0.00038046i,-0.00032755-0.00057746i,-0.001189+0.00022529i,-0.0010548+0.0004706i,-0.00087407+0.0002814i,-0.00069869+0.00011637i,0.00076667+0.00033374i,0.0007613+0.00075721i,-0.00010038+0.0007117i,-0.00019768+1.5071e-05i,-0.00042389-0.00072277i
0.0023093-0.00056109i,0.00022037-0.00012096i,-0.00052813-0.00038049i,-0.0013384-0.00028119i,-0.0012245-0.0001327i,8.7341e-05-7.9317e-05i,0.0010412-0.0011724i,4.0781e-05-0.0026542i,-0.0013217-0.002872i,-0.0015285-0.001739i,-0.0012291-0.00025793i,-0.00024632+0.0003116i,5.1116e-05+0.00020332i,-0.00011171+0.00034041i,0.00050308+8.7224e-06i,-2.6788e-05-9.3206e-05i,-0.00083992+0.00017173i,-0.00039653+7.2534e-05i,8.7797e-05-0.00034478i,0.00024794-0.00095604i,-0.00040802-0.0012264i,-0.00084494-0.00061587i,-0.00057985+0.00016271i
-0.00058977-0.0020011i,-0.00091434-0.0010605i,-0.0022419-0.0006766i,-0.0019443+0.0016271i,-0.00071506+0.0028447i,0.00048653+0.0014727i,0.00065568-0.0001194i,0.00056794-0.0012119i,0.0011501-0.00093606i,0.00097067-0.00025257i,0.00035595-3.7392e-05i,8.4094e-05+0.00013887i,-0.00016253+4.3231e-05i,0.00011932-0.00025022i,0.00089593+9.607e-05i,0.00054109+0.00011435i,-3.1929e-05+0.00014337i,0.00033228+0.00058202i,0.0006767-2.5366e-05i,0.00090295-0.0011387i,0.00086318-0.0012247i,0.00055298-0.00080521i,-0.00010089-0.00024461i
-0.00030216+0.0016982i,9.3507e-05+0.00012277i,-0.0012918+0.0015629i,-0.0026387+0.0028142i,-0.0022616+0.0014684i,-0.0011047+0.00027402i,-0.0011805+0.00041832i,-0.0015374+0.0012841i,-0.0012189+0.0026707i,-0.00053982+0.0025453i,0.0002421+0.00085538i,-8.0155e-05+0.0001229i,-0.0011052+0.00018493i,-0.00044137+0.00070941i,0.00060165+0.0011094i,0.00091074+0.00066126i,0.0011743+0.00036396i,0.00022513+0.00058541i,-0.00066103+0.00053726i,-0.00078492+0.00075206i,-0.00078456+0.0004567i,5.4974e-05+2.9915e-05i,0.00032694-0.00042289i
0.0014686+0.00013341i,0.0010494-0.0016473i,0.00042527-0.0010719i,-0.00035607+0.00016459i,-0.0001168+9.7374e-05i,0.0006326-0.00082767i,0.00088638-0.0020775i,-5.4469e-05-0.0024561i,-0.0012826-0.001939i,-0.00071683-0.00096974i,-2.4489e-05-0.00039416i,-0.00062367-0.00010163i,-0.00063592+0.00043542i,0.00015892+0.00029128i,0.0005433+2.6204e-05i,0.00085797+6.1587e-05i,0.00038374+0.00037558i,-0.00075937-5.8539e-05i,-0.00037927-0.00073187i,0.00013693-0.00083223i,0.00010283-0.0008441i,5.2259e-05+3.512e-05i,-0.00062506+0.00037835i
0.00037599+0.0014286i,0.0011348+0.002018i,0.0010611+0.0013773i,0.00032603+0.00065517i,0.00037187+0.00040419i,0.0013256-7.2889e-05i,0.0014464-0.00081704i,0.00099002-0.0015558i,0.0013899-0.00044516i,0.0013182+0.0014633i,0.00075726+0.0013985i,-0.00019835+0.00057327i,-0.00035734+9.6047e-05i,0.00068195+0.00039981i,0.00089348+0.0006872i,0.0001253-0.00036376i,-0.00019954-0.0010225i,0.00043649-0.00041639i,0.0010331+0.00039317i,0.00058352+0.00060257i,-0.00086961-0.00053475i,-0.0012042-0.0012592i,-0.00016966-0.00060081i
-0.002856-0.00057026i,-0.0020476-0.0022504i,-0.0029749-0.0011962i,-0.0043742+0.0015661i,-0.0034302+0.0023096i,-0.0011721+0.0011749i,-0.00010723-5.3949e-05i,-0.00029694-0.00027935i,-0.0012794+0.00098977i,-0.0018096+0.001472i,-0.00078624+0.00081816i,0.00079384+0.00044993i,0.001027+0.00031266i,0.00046236+0.00043109i,3.1578e-05+0.00077879i,-4.6969e-05+0.00095364i,-2.4269e-06+0.00024766i,-4.3218e-05-0.00017456i,9.6132e-05+0.00016169i,0.00039766+0.0009001i,0.00061547+0.00049751i,0.00059453+0.00023998i,-5.6614e-05+0.00023692i
-0.00025563+0.0012864i,0.00015259+0.0013825i,-0.00034316+0.0020158i,-0.00022656+0.0020125i,0.00029473+0.0015564i,0.00051512+5.2005e-05i,0.00066034-0.001774i,-0.00020795-0.0025167i,-0.0013281-0.002261i,-0.00069884-0.00044002i,-0.00014601+0.0011047i,-0.00021324+0.0011519i,-0.00035391+0.00048997i,0.00031943+0.00033838i,0.00056157+0.00035598i,0.00022232-0.00018553i,-0.00029416-0.00040905i,-0.00078026-1.7818e-05i,-0.00054948+0.00019768i,-0.0003503-0.00030818i,-0.00053227-0.00053981i,-0.00021867-0.00035765i,-0.00037029-0.00012182i
-0.0008722-0.00071809i,-0.003409+0.00048403i,-0.0045627+0.00017642i,-0.0048032-0.0002187i,-0.004109+0.00045388i,-0.001922+0.00072456i,-0.00053217-0.00028292i,-0.00012604-0.0010399i,0.00042726-0.00014092i,0.00064329+0.00017703i,0.00036792+0.00015721i,0.00036374+3.4501e-05i,0.00021459-0.00061912i,-0.00016233-0.00032941i,-0.00054486+0.00063726i,-0.00070382+0.00044236i,-0.00064136-0.00028253i,-0.00063985-0.00024527i,-0.0002781+0.0004614i,0.00056877-0.00018138i,0.0010106-0.00099142i,0.00077147-0.0006796i,0.00026223+0.00024205i
0.0019335-0.0026885i,0.0012751-0.00279i,0.00074116-0.0021457i,-0.0012891+1.4707e-05i,-0.0025076+0.0009315i,-0.0014563+0.00087377i,-0.00038994+0.00061568i,-0.00097318+0.00048038i,-0.00098201+0.00033199i,-0.00074557-0.00060825i,-0.00084182-0.00096759i,2.6133e-05-9.7731e-05i,1.1739e-05+0.00055419i,-0.00068445+0.00097637i,-0.00047125+0.00083644i,6.0775e-05-8.0769e-05i,0.00080291-0.00077776i,0.0013183-0.00090292i,0.00074515-0.00010997i,-0.00029444+0.00044115i,-0.00014047+0.00019251i,-0.00050261-0.00019944i,-0.0012102-0.00091306i
0.00028573-7.2837e-05i,-0.0011879-0.0023413i,-0.0018767-0.002014i,-0.0017535-0.0014952i,-0.00070145-0.0018478i,9.9605e-05-0.0016978i,-0.00028795-0.0018154i,-0.0011882-0.0022481i,-0.0011721-0.002187i,0.00016237-0.00095085i,0.00037203+0.00025257i,-0.00055685+0.00026342i,-0.0010054+0.0008964i,-0.00035561+0.0013078i,-0.00017244+0.0007183i,0.00010661+0.00032393i,0.00019007+0.00070676i,0.00028377+0.00022102i,0.00020125-2.1043e-06i,-0.00016907+0.00033124i,5.9917e-05+8.3477e-05i,0.00043199+0.00022592i,-0.00019898+0.00049715i
0.0024147+0.0029301i,0.0019825+0.0015541i,0.0018783+0.0013133i,0.00020633+0.0010957i,-0.0011126+0.00080785i,-0.00049595+0.00055735i,0.0005218-0.00037223i,0.00134-0.00054656i,0.0015636+0.00017481i,0.0011974+0.00028967i,0.0005914+0.00069739i,-5.2994e-05+0.00065875i,-0.00036282+0.00068129i,-0.00050521+0.001378i,0.00023674+0.0013981i,-1.5719e-05+0.00069546i,-0.00039455-2.8617e-05i,0.00023091-0.00065569i,0.00061784-0.00060606i,0.00060715-0.00011614i,0.00012334-0.00045888i,-6.869e-05-0.0014713i,4.3194e-05-0.00103i
-0.00059415+2.2426e-05i,0.00038982+0.00029837i,-0.00022253+0.00036299i,-0.00013817+0.0007491i,0.00048017+0.00071275i,0.00059565-0.0002609i,0.0005615-0.00066039i,-0.00019267-1.2925e-05i,-0.0009818+0.00075094i,-0.00025006+8.3934e-05i,-4.1403e-05-0.00064444i,-0.00042417-0.00080238i,-6.2861e-05+0.00022728i,-4.8024e-05+0.00072966i,-0.0001013-7.3874e-05i,2.1389e-06-0.00069565i,0.00053762-0.00059582i,0.00086622-0.00066062i,0.00058815-0.00042924i,0.00038493-0.00056006i,-0.00035503-0.0013015i,-0.00040951-0.0016677i,-0.00057281-0.00045658i
0.00082909-0.0021205i,0.0011642-0.0025364i,-0.00072701-0.0018879i,-0.003443-0.00091251i,-0.0026865-0.00023645i,-0.00067197+0.000806i,-0.00046878-0.00019648i,-0.00079302-0.0022653i,-0.00067895-0.0019147i,-0.00055338-0.00045267i,-0.00081758+8.477e-06i,-0.00055669+0.00054502i,-1.7993e-06+0.00028498i,0.00038283-0.00037613i,0.00033195-7.8807e-05i,-9.0309e-05+0.00048079i,-0.00010205+0.00021242i,0.00030744+0.00024413i,0.0003959+0.00035586i,-3.9167e-05-7.7088e-05i,-0.00074455-0.00054777i,-0.0014518-0.00078767i,-0.00096156-0.00012489i
-0.0018245+0.00057992i,-0.0023293+0.00073612i,-0.0011989+0.0011097i,-0.00030265+0.0015185i,-0.00093971+0.001568i,-0.0011855+0.00076987i,-0.00067083-0.00056357i,0.00107-0.00092831i,0.0014884+0.0001767i,0.00056705+0.0013161i,0.0001014+0.00099246i,-9.5862e-06-2.1069e-05i,1.7641e-05-0.00020879i,-1.9108e-05+3.3549e-05i,-0.00058179+0.00044388i,-0.00042579+0.00038614i,-0.0002848+0.00043012i,-0.00038402+0.000528i,0.00025759+0.00017075i,0.00025858+0.00027332i,-6.8272e-05+0.00044406i,9.5203e-05-9.1814e-06i,0.00011781-0.00033814i
0.0021838-0.0009236i,0.0019121-0.00053645i,0.00076844-0.0013914i,-0.00055364-0.0010424i,-0.0011943-0.00055126i,-0.00073781-0.000376i,-0.00086896-0.00051025i,-0.0016276-0.00020406i,-0.0018418+0.00010813i,-0.0015377-0.00043208i,-0.0010139-2.3429e-05i,-0.0001544+0.00049023i,-0.00071423+0.00045554i,-0.0014434+0.00070805i,-0.00036058+0.00041941i,0.0003612+0.00040626i,0.00038899+0.0002646i,0.0008356-0.00054881i,0.00089444-0.00073447i,0.00077178-0.00064881i,0.00049375-0.00053239i,-0.00049395-0.00041046i,-0.00029019-0.0006394i
-0.0025937-0.00098447i,-0.0019983-0.0009184i,-0.003019+0.00026128i,-0.0036521+0.002039i,-0.002364+0.0017834i,-0.00019973+0.00054937i,0.00018738-0.0007714i,-0.00095086-0.0019269i,-0.00096551-0.0023048i,-0.00048689-0.0012935i,0.00031059-0.00027982i,0.0010581-0.00018012i,0.0013395-0.0005235i,0.00048388-0.00084352i,2.1027e-05-0.00048513i,-7.7835e-06+6.6274e-05i,1.1767e-05-2.5774e-05i,5.5629e-05+0.00013254i,0.00077046+0.00048725i,0.00094084+0.00032168i,0.00016992-0.00030285i,0.00065635-0.00041122i,0.00053402+7.1497e-05i
-0.0022083-0.0015432i,-0.0022877-0.0014017i,-0.0014467-0.0012252i,-0.00081719+0.00021279i,-0.0011343+0.0020237i,-0.001088+0.002063i,5.0977e-05+0.0005286i,0.00080736-0.00085492i,0.00022882-0.00034107i,-0.00067592+0.00067301i,-0.00051324+0.00060861i,0.00031689+0.00029889i,0.00014456+0.00045815i,-0.00012043+0.0009333i,0.00012021+0.00065387i,0.00036163+0.00023945i,0.00051246+0.00044236i,0.00038627+0.0006711i,-0.00044212+0.00047849i,5.4774e-05-1.4957e-05i,0.00071748-0.00084462i,0.00059153-0.0011737i,0.0003338-0.0012206i
-0.00049281-0.0015604i,-0.00058844-0.00074216i,-0.0029574-0.00028102i,-0.0048152-0.00011112i,-0.0035695+5.1867e-05i,-0.00085064-4.6736e-05i,-0.00043121-1.5737e-05i,-0.0017546+0.00053505i,-0.0019909+0.00063856i,-0.0018772-0.00018676i,-0.001328-4.5995e-05i,-0.0008157+0.00013584i,-0.0015969-0.00017445i,-0.001292+0.00024702i,-7.7762e-05+0.00046164i,-0.00022965-6.4442e-05i,-0.000762-0.00020656i,-0.0010117-0.00033829i,-0.00068868-0.00039271i,0.00024246-0.00066116i,0.00099123-0.00045484i,0.00053153+0.00029279i,-1.0731e-05+0.00038079i
-0.0019759-0.001579i,-0.000736-0.00077891i,-0.00082847+0.0011402i,-0.00086998+0.0023589i,-0.00046476+0.0021747i,-0.00013971+0.00040259i,-0.00034239-0.0019391i,-0.0011088-0.0025301i,-0.0008307-0.0016435i,0.00041675-0.00070811i,0.00028607-0.00025169i,-0.0003202-0.00040028i,-0.00040816-0.00091371i,-0.00014364-0.00078142i,0.00010273-0.00019262i,-8.5328e-05-0.00025269i,0.00017489-2.9776e-05i,0.00048095+0.00056143i,0.00050419-4.9114e-05i,0.00017222-0.00048648i,-8.618e-05-0.0005565i,9.8137e-05-0.00061977i,0.00057602+0.00012948i
-0.0016375+0.0014437i,-0.001556+0.0011665i,-0.0018841+0.0012673i,-0.0020929+0.0014535i,-0.0013978+0.00097719i,0.00061064-0.00010399i,0.0014046-0.00070611i,0.0007165-0.0012592i,0.00043953-0.0012822i,1.1172e-05-0.00055731i,-8.3142e-06+0.00014597i,0.00029619+0.00035464i,0.00026989+0.00019778i,0.00036062+0.00060617i,0.00016909+0.00072046i,-0.00013166+0.00063169i,1.6444e-05+9.1424e-07i,0.00056293-0.00062128i,7.3362e-05-0.00038538i,-0.00061583+2.7665e-05i,-0.00039328+0.00039345i,-0.00070231+0.00058989i,-0.0012355+0.00062873i
0.0005008-0.0011423i,-2.4746e-05+6.6666e-05i,-0.00095676-0.00011468i,-0.0015093+0.00031207i,-0.0012928+0.0012585i,-0.00061287+0.00097545i,-0.00049471+0.00028337i,-0.0012955+0.00033089i,-0.0019188-7.3179e-05i,-0.0012225-0.00087034i,-0.00050703-0.00038015i,-0.0011421+0.00045737i,-0.0012262+0.00088669i,-0.00049213+0.0012854i,5.7433e-05+0.0015418i,6.337e-05+0.0012542i,0.00034867+0.0012294i,0.0003279+0.00072858i,-0.0003977-0.00010278i,-0.00016192-8.8304e-05i,0.00068833+0.00033921i,8.7446e-05+0.00019389i,-0.00026893-0.0001703i
0.0012349-0.00195i,3.7974e-05-0.003279i,-0.0016979-0.0040113i,-0.0017921-0.0013508i,-0.00043055+0.00044708i,-0.00038063-0.00085246i,-0.0010379-0.0019373i,-0.0019302-0.0021528i,-0.0022549-0.0018304i,-0.0012126-0.0010885i,-0.00037148-0.00026765i,9.1504e-05-0.00017896i,0.00068243-0.0005189i,0.00040437-0.00044806i,0.00013566+0.00026878i,0.00048141+0.00026909i,0.00061634-0.00034599i,0.00041033-0.00054737i,-0.0003559-0.0010522i,-0.00079714-0.00088654i,-0.00091849-0.0007188i,-0.00087222-0.0010944i,-0.0007282-0.00059876i
0.0036962+0.0018522i,0.0040361+0.00077796i,0.0030853-0.00043735i,0.00024-0.0012958i,-0.00055615-0.0016486i,-0.00019056-0.0018102i,0.00027513-0.0019756i,0.00069247-0.0013974i,0.0013305-0.00075414i,0.0012752-0.00028859i,0.00032376+0.00031135i,0.00030634+0.00080678i,0.00035446+0.00056796i,0.00048812+0.00017649i,0.00057055-0.00034196i,0.00051912-0.00022038i,0.00077927+0.00029305i,0.00070614+0.00056633i,9.3572e-05+0.00038567i,-0.00011896-0.00026428i,0.00064824-0.0002857i,0.0012706-0.0001038i,0.00061512-0.00051122i
-0.0011026-0.0040569i,-0.002239-0.0018724i,-0.0031502-0.0010975i,-0.0039795-0.00023946i,-0.0034806+0.0011954i,-0.0010819+0.0015577i,0.00057456+0.0012872i,-1.0404e-05+0.0007345i,-0.0008529+0.00019285i,-0.001054-4.9855e-05i,-0.0010762+0.00011733i,-0.00068029+1.4306e-05i,-2.2782e-05-5.541e-05i,-0.00021326-5.4476e-05i,-0.00095784+0.00024937i,-0.0003966+0.00089195i,0.00018053+0.00086218i,-0.00036893-0.00018212i,-0.00043482-0.00043977i,0.00056067+0.0001449i,0.0007787+0.00016137i,-0.0001361+5.1024e-05i,-0.000686+0.00026514i
0.00091235+0.00037755i,0.00094138-0.00067705i,5.6253e-05-0.00045595i,-7.3828e-05+0.00036387i,-8.0031e-05+0.00081802i,-0.00028686-0.00065117i,-0.00082846-0.0031588i,-0.0018322-0.0033862i,-0.0011691-0.0016772i,0.00042431-7.2561e-06i,0.0013117+0.00045649i,0.00059801-0.00033153i,-0.00080519-0.00059385i,-0.001418-0.0005211i,-0.001377-0.0006771i,-0.00083415-0.00022349i,0.00021035-0.00026056i,0.00065286+3.0642e-05i,0.0003917+0.00018875i,0.00023776-0.00055516i,-0.00017592-0.00058048i,-0.00054067-0.00046i,-0.00037658+0.00016597i
-0.0019179-1.6469e-06i,-0.0029547+0.00078005i,-0.0033242+0.00088028i,-0.0025071+0.000776i,-0.0010474+0.0014261i,0.00092276+0.00076486i,0.0019545-0.0015013i,0.0013217-0.0021307i,0.00053202-0.0013367i,0.00066229-0.00078849i,0.0014764-0.00031175i,0.0019929-0.00021438i,0.001378-0.00032769i,0.00096396-0.00014656i,0.00039297-0.0001067i,-9.7025e-05+0.00040879i,-4.7319e-05+0.0010994i,-6.2694e-05+0.00099063i,-0.00042049+0.00039366i,-0.00074813+0.0001337i,-0.0004383+0.00020867i,0.00036236+0.00017759i,0.00072255-0.00014538i
0.00036613-0.0010217i,0.0010251-0.00075028i,0.00050179-0.00022128i,-0.00099646+0.0008549i,-0.00087559+0.0021247i,0.00064536+0.0017984i,0.00084261+0.0011295i,-0.00013431+0.00091854i,-0.00021604+0.00064186i,0.00028771+0.00058452i,0.00046596+0.0010998i,-0.00019967+0.0010754i,-0.0013946+0.00061i,-0.0013242+0.00016645i,0.00021482-0.0001563i,0.00059468-9.8915e-05i,-0.00028428-8.2689e-05i,-0.00044245-0.00091012i,0.00025989-0.0011679i,0.00097147-0.00039123i,0.00026517+0.00056544i,-0.00067376+0.00078587i,-0.00034052-9.7073e-06i
0.001104+0.0003226i,0.0011884-0.0002128i,-0.00012764-0.0001279i,-0.0012201-0.00096719i,-0.00052521-0.0022314i,-0.000699-0.0021716i,-0.0012752-0.0018816i,-0.0014934-0.0020677i,-0.0013411-0.0012395i,-0.00055599-1.0943e-05i,0.00026531+0.00019533i,0.00057957+0.00033891i,-9.3613e-05+6.3024e-05i,-0.00051039+3.8578e-06i,-0.00049363+0.0008824i,0.00027957+0.00082881i,0.00072593+0.000222i,0.00014922+0.00016156i,0.00081035+0.00020797i,0.0017868+0.00051219i,0.0012334+0.00020123i,0.0005426-0.0003775i,0.00096498-0.00055884i
0.0012881-0.0029112i,-0.0005565-0.0011121i,-0.0019882-0.00049625i,-0.0029217+0.00026481i,-0.002282+0.0017325i,0.00054291+0.0015733i,0.0019236-0.00062762i,0.0010686-0.0024315i,0.00040076-0.002394i,0.00046733-0.0014942i,0.00038821-0.00015234i,0.00065529+0.00080999i,0.00084484+0.00053204i,0.00054351-2.2605e-05i,0.00033078+1.9037e-05i,0.00011395+0.00038124i,-0.00055081+0.00073247i,-0.00062593+0.000716i,0.00060134+0.00053901i,0.0008254+0.00093807i,0.00040293+0.00082081i,8.3641e-05-8.8908e-05i,-0.00028473-0.00049053i
-0.00075489+0.00292i,0.00076654+0.0019284i,0.0010605+0.00073251i,0.00018375+0.00087783i,-6.5716e-05+0.0021546i,0.001198+0.0019477i,0.001808+0.00098391i,0.0014255+0.0010115i,0.00089019+0.00091073i,0.00072022+0.00012598i,0.00049498+0.00022199i,0.0006258+0.0012619i,0.0007209+0.00095019i,0.00015192+0.00046412i,-0.00063609+4.7722e-05i,-0.0001278-6.0658e-05i,0.00011489+3.7386e-05i,-0.00085209-8.6623e-06i,-0.00049286+0.00040468i,0.0012988+0.00065747i,0.0017485+0.00085778i,0.00058219+0.00070349i,-0.00064267+0.00029216i
-0.0004462-0.00053209i,-1.1378e-05-0.0010913i,-0.00067667-0.0013821i,-0.0018281-0.00037328i,-0.0023264-0.000184i,-0.0013212-9.1113e-05i,-0.00095924-0.00069748i,-0.0015119-0.0010873i,-0.0013681-0.000974i,-0.0014006-0.00088124i,-0.0009182-0.00020789i,-0.00025459+4.1436e-05i,-0.00015411-0.00062689i,-0.00024232-0.00030803i,-0.0011136+0.00060227i,-0.00087745+0.00019989i,0.00018016-0.00028093i,0.00043494-0.00053062i,0.000596-0.00035044i,0.0010593-0.00021837i,0.0008403-0.00040011i,-6.239e-05-0.00083308i,-0.00052017-0.00071166i
0.0010557+0.00027063i,0.00061497+6.0286e-05i,-0.00032612+0.00021761i,-0.00098005+0.0013262i,-0.0001169+0.0017011i,0.001237+0.00034905i,0.0017163-0.0015722i,0.00087122-0.0024332i,0.00068923-0.001522i,0.00097533+0.0001835i,0.0010898+0.00094262i,0.00072138+0.001048i,0.00018859+0.00088952i,0.00010982+0.000331i,-5.9099e-05-7.8731e-05i,2.8935e-05-0.00022315i,0.00023425+0.00052263i,0.00041162+0.00042101i,0.00064751-0.0003061i,0.00056034-8.2478e-05i,0.00021649-0.00035501i,-0.00037287-0.00091957i,-0.00077735-0.00098102i
