-0.0050834-0.00078338i,-0.0038163-0.000284i,-0.0029369-0.00042742i,-0.0013411-0.00094202i,-0.00066024+0.001147i,-0.000667+0.0025195i,5.0068e-05+0.00181i,0.00097131+0.00154i,0.0014104+0.00062987i,0.0016555+0.00024336i,0.0015088+0.00044177i,0.0009461-0.00034874i,0.00044806-0.00085993i,0.00044295-0.0011853i,6.2285e-05-0.00072874i,-0.0011453-0.00033759i,-0.0014981-0.00053625i,-0.0010225-0.00023574i,-0.00066542+0.00028653i,7.3854e-05-0.00011631i,0.00063067-0.00064219i,0.00010482+0.00011791i,-0.00042768+0.00073569i
-0.00039011-0.0003315i,-0.0026836-0.0006848i,-0.0042242-0.0013632i,-0.0025905-0.0017177i,-0.0006725-0.00067815i,9.637e-06+0.00010331i,0.0001515+7.1867e-05i,-0.0014502+0.00021308i,-0.0047725+0.0010357i,-0.0056371+0.0011713i,-0.0031109+0.00041164i,-0.0013961+0.00079113i,-0.0010709+0.0015512i,-0.00028331+0.0019594i,0.00034615+0.0020927i,8.914e-05+0.0017449i,-0.00065188+0.001469i,-0.0008552+0.00068761i,-0.00046893+0.00063396i,-0.00050944+0.0011522i,-0.00041395+0.0010413i,-0.00016268+0.00049429i,-0.00039396-0.00026598i
-0.002173-0.0046901i,-0.0020873-0.0029335i,-0.0013092-0.0011193i,-0.0011244-0.0001668i,-0.0013647+0.0005938i,-0.00057066+0.0010851i,0.0010894-0.00041903i,0.0021281-0.0016073i,0.0023853-0.00031933i,0.0021718+0.0015388i,0.002396+0.0019046i,0.0022771+0.00085492i,0.001924-0.00038528i,0.00090517-0.0015268i,-0.00016745-0.0029345i,0.00010029-0.0025267i,0.00040468-0.0011433i,0.00031685+1.0421e-05i,0.00043927+0.0005759i,0.00088233+0.00033158i,0.00082111+0.00068128i,-0.00034731+0.00085754i,-0.00071795+0.00068227i
-0.0026557+0.00050018i,-0.0027991+0.00032598i,-0.0016191+0.00019243i,-0.00039004-0.00076872i,0.0013289-0.001244i,0.0016856-0.0012436i,1.8795e-05-0.00098938i,-0.0014844-0.0001592i,-0.0030545-0.00027477i,-0.002716-0.0013903i,-0.0010187-0.0016723i,-0.00072892-0.00054173i,-0.00072924+0.0010619i,-9.6943e-05+0.0014651i,0.00057571+0.0013882i,0.00015763+0.0013734i,-0.00030428+0.00051652i,-0.00052477-0.00032478i,-0.00091712-0.00036304i,-0.00099838-0.00014699i,-0.00058431+0.00015346i,-0.00035442+8.1825e-05i,-0.0009528+0.0001104i
0.00093902+0.00094889i,-0.00019234-0.00031294i,0.00013313-0.0013927i,0.00052672-0.0014477i,0.00060839-0.00074728i,0.0011477-0.0004254i,0.0019597-0.00040061i,0.0025752+0.00056483i,0.0026298+0.0019655i,0.0014511+0.0028167i,0.00116+0.0020038i,0.0013593+0.00044869i,0.00092228-0.00029744i,0.00051663-0.00052102i,0.00039029-0.00048653i,0.00070506-0.00077285i,0.00096483-0.0013073i,0.00043936-0.0010096i,-6.0729e-05-0.00030499i,5.2445e-05+0.00031213i,8.2391e-05+0.00056812i,0.00019926+0.00018322i,0.00043856+0.00014513i
-0.0016706+0.00061267i,-0.00040597+0.00020737i,-0.0001675-0.0012533i,-0.00058129-0.0024369i,-0.00011288-0.001536i,0.00064553+0.00026286i,-0.00052949+7.2432e-05i,-0.0018788-0.001361i,-0.0012965-0.0030825i,0.00061585-0.0034127i,0.0013388-0.0018315i,-0.00020363-0.00096743i,-0.0014704-0.00015657i,-0.0016776+0.00056271i,-0.0011225+0.00097257i,-0.00039103+0.00092i,-0.00018006+0.00072689i,-0.00036782+0.00054393i,-0.00072731-0.00018621i,-0.00061051-0.00033923i,-0.00029108+0.00017621i,-0.00073461+0.00047096i,-0.0014367+0.00028625i
0.0024912+0.0034567i,0.0013619+0.0010947i,0.0010274+0.00010191i,0.00099663-5.6757e-05i,0.0017315-0.0017506i,0.0027866-0.001675i,0.0026575-0.00021299i,0.0019544+0.0012954i,0.00071657+0.0028809i,-4.2191e-05+0.0023053i,0.00032864+0.0011724i,0.00036109+0.00073967i,0.00087201+0.00065162i,0.0019038+0.00036672i,0.0023355-0.0002616i,0.0010661-0.0002228i,-0.00031228-0.00012828i,-0.00017512+0.00079071i,-8.2086e-05+0.002121i,-0.0005125+0.00204i,-0.00062234+0.001445i,-0.00068553+0.0012679i,-0.00042637+0.00067829i
-0.0016974+0.00038126i,-4.3294e-05+0.00072682i,0.00064511+0.00055656i,0.00058129+0.00013115i,0.0012993-0.00021694i,0.0013175-0.0003626i,0.00076726-0.00061048i,0.00020011-0.0016215i,-0.00031468-0.0022797i,0.00021418-0.0013575i,0.00096358-0.00014549i,0.00038999-8.0045e-05i,-0.00091042-0.00031481i,-0.0016703-0.00094569i,-0.0012755-0.0011323i,-0.00081415-0.00061116i,-0.0006697-0.00034502i,-0.00022452-0.00068011i,-4.8819e-05-0.0012156i,-0.00039274-0.00053105i,-0.00011566+0.00072897i,-0.00017464+0.00098373i,-0.00019067+0.00038964i
0.00044953-0.0019677i,-0.00019654-0.0020764i,-0.0010064-0.0014915i,-0.0016111-0.0011961i,-0.00041487-0.00079627i,0.0016401-0.00043218i,0.0019624+0.00024874i,0.00021481+0.0011053i,-0.0015811+0.0010268i,-0.0025077+0.00066786i,-0.001765+0.00044883i,-0.00051067+0.00032524i,0.00043533+0.0002846i,0.0013992-0.00032389i,0.0010903-0.00094373i,3.9749e-05-0.00012467i,-0.00034571+0.00068927i,-0.00070804+0.00059208i,-0.00082522+0.00073156i,-0.00040203+0.00050244i,0.00017902+0.00052292i,-0.00021688+0.00059951i,-0.00059067-0.00033546i
-0.0044314-0.0017378i,-0.0038249+0.00013962i,-0.0036646+0.00029989i,-0.0030146-0.00022412i,-0.0021698+0.0010565i,-0.00070099+0.0020371i,0.0011691+0.00084936i,0.0017121-0.0013431i,0.0015551-0.0016396i,0.001818+0.00012874i,0.0011567+0.0014439i,-1.887e-05+0.00056403i,-0.00017087-0.0010262i,0.00032421-0.00079758i,0.00010529-0.00039967i,-0.00055561-0.00041711i,-0.00078375-0.0010091i,3.3617e-05-0.00078167i,0.0005366+0.00026023i,-0.00047817-6.1173e-05i,-0.0012986-0.00071774i,-0.00095274-0.00025051i,-0.0004216+0.00034447i
0.002774+0.00017311i,0.0029387-0.0013467i,0.002554-0.0031267i,0.0014896-0.0034824i,0.002004-0.0023805i,0.0021073-0.0010418i,0.00091463-0.0002618i,-0.00034019+0.0016672i,-0.0014909+0.0020248i,-0.0012411+0.00015874i,-0.00038557-0.0010626i,-0.00013764-0.00066061i,-0.00014759+1.2e-05i,0.00017639+0.00029642i,0.00051791+0.00054793i,0.0001412+0.00059529i,-0.00028556+0.00055619i,-0.00029603-0.00029111i,-0.00081251-0.00071451i,-0.0012731-0.00052674i,0.00016708+0.00022843i,0.0012524+0.00080366i,0.00077776+0.00082702i
-0.00040397+0.0046618i,-0.0011239+0.0021999i,-0.0002055+0.0012113i,0.0011617-0.00022745i,0.001569-0.0018157i,0.00060504-0.0024334i,0.00022046-0.0022817i,0.0012964-0.0017718i,0.0018909-0.00073921i,0.0016618+0.00021038i,0.00203+0.00031883i,0.0017831+0.00044091i,0.00050124+0.00010901i,-0.00021207-0.00049513i,-0.00023047-0.00037708i,-0.00014851-4.3605e-05i,-0.00020282+0.00074761i,0.00012475+0.00093735i,0.00026797+0.00042464i,-0.00017966-0.0003162i,-0.00049318-0.0010452i,-0.0004063-0.00058186i,0.0001367-0.00010814i
0.0020779-0.00060601i,0.0032908-0.00072151i,0.0035325-0.0010644i,0.0023171-0.00041583i,0.0011837+0.0003252i,0.0011883-0.0003799i,0.0012735-0.0010983i,-0.00038592-0.00032753i,-0.0018685+0.00033192i,-0.00041326-0.00028954i,0.00060503-0.00062563i,-2.2362e-05-0.00060734i,0.00018516-0.00060006i,0.00035549-0.00067285i,-0.00036344-0.00021569i,-0.00087706+7.7979e-05i,-0.00088094+0.00041652i,-0.00012015+0.0011372i,0.00029967+0.0012599i,-0.00028275+0.001268i,5.7061e-05+0.00067955i,0.0011091+3.1775e-05i,0.000833-4.5535e-05i
-0.0034013+0.0012555i,-0.0038987-0.00018433i,-0.0045869-0.00083226i,-0.0031042-0.00078835i,0.00026349-0.00109i,0.0017778-0.0013764i,0.001515-0.0014056i,0.0015719-0.00046667i,0.0012783+0.00082077i,0.00033746+0.0012676i,-0.0003298+0.00085695i,-0.00020519+0.00045851i,1.7167e-05-0.00016955i,-0.00032522-0.00029024i,-0.00020738-0.000393i,-0.00018406-0.00083635i,-0.00025009-0.00033527i,3.8973e-05+0.0002497i,1.9218e-05+0.00031808i,0.00043979+8.3104e-05i,0.00069311+0.00025305i,0.00049843+1.2972e-05i,-6.183e-05-0.00080535i
0.00030136-0.0026689i,0.00041526-0.0008573i,0.0005903+2.9074e-06i,-0.00054389-0.00096966i,-0.0013324-0.0013371i,-0.00058691-0.00011539i,0.0003565+0.00026633i,0.00050011-0.00056028i,1.8659e-05-0.0011113i,0.00028824-0.0012477i,0.00081302-0.0012661i,5.7779e-05-0.0013426i,-0.00059226-0.00066963i,-0.00058848-0.00035398i,-0.00067496-0.00083928i,-0.00068751-0.0015478i,-0.00064097-0.0013128i,-0.00065679-0.0005141i,-0.00081178-0.0002991i,-0.00035343-0.00016679i,0.00080417+5.4021e-05i,0.0011241+0.00013873i,-0.00024156+1.2616e-06i
2.1779e-05-0.001675i,-0.00096868-0.0032352i,-0.0021129-0.0040038i,-0.0024831-0.0029439i,-0.001184-0.0020319i,0.00077418-0.0021252i,0.00094865-0.0010104i,0.00039678+0.00021718i,-0.00021099+0.0011393i,-0.00066933+0.001451i,-0.00029296+0.00084065i,0.00025481+1.7981e-05i,-0.00028607-0.00024973i,-5.7766e-05-4.1369e-06i,0.00046865-0.00021552i,0.00042754-9.8463e-05i,0.00013206-0.0002243i,-0.00010274-0.00069161i,4.0773e-05-0.00049946i,0.00061958-0.00033397i,0.0010996-0.00022856i,0.00015746+3.8342e-05i,-0.00038307-0.00024738i
-0.0012686+0.0014197i,-0.0018288+0.0020751i,-0.0017882+0.0021521i,-0.0009628+0.00089722i,0.00014607+4.8222e-05i,0.00047213-0.00031128i,0.00084794-0.00065768i,0.00088446-0.0013499i,0.00076775-0.0013319i,0.00045236-0.0003198i,-9.9785e-05+0.00016861i,-0.00030166+0.00064183i,-0.00010765+0.0011156i,-0.00017852+0.00068296i,-0.00026605+0.00063087i,-0.00023487+5.9493e-05i,-0.00041174-0.0003486i,-0.00049728-0.00025504i,-0.0002562-0.00064587i,0.00035225-3.216e-05i,-4.7803e-05+0.00081428i,-0.00043706+0.00085731i,0.00026746+0.00043766i
1.0719e-05-0.00086982i,0.0011813-0.00095265i,0.0010704-0.0024662i,0.00090552-0.0021051i,0.0017788+4.2482e-05i,0.0024212+0.00052919i,0.0018399+0.00030928i,0.00059115+0.0011983i,-0.00021315+0.0019662i,-0.00059637+0.001011i,-0.00077376-0.00061462i,0.00026095-0.00083565i,0.00098615-0.00012461i,0.00029811+0.00048048i,-9.8397e-05+0.00071733i,-7.8568e-05+0.00071572i,0.0001279+0.00023299i,0.00010572-0.00031121i,0.00023419+0.00014252i,0.0004194+0.00010691i,0.00022381-0.00028446i,-0.0006475-0.00012655i,-0.00043943-0.00042447i
-0.00010115-0.00031349i,-0.0029771-0.00037716i,-0.0039865-0.0010045i,-0.0028613-0.0020213i,-0.0013702-0.0023702i,2.7065e-05-0.0013417i,0.00041587-0.00052573i,-0.0001362-0.00074179i,0.0004422-0.00075672i,0.0005619+7.3488e-06i,0.00066382+0.00095076i,0.00095885+0.0015247i,0.00070361+0.001196i,0.00069994-8.2376e-05i,0.00053566-0.0005425i,-0.00028045-0.00012853i,-0.0007175+0.00014074i,-0.00063775+0.00017249i,-0.0010376+9.0392e-05i,-0.0008962-0.00010846i,0.00061355-0.00023158i,0.00083829-0.00032122i,0.00010908-0.00097422i
0.0016445-0.0031095i,0.0033651-0.0021214i,0.0027001-0.0022901i,0.00055005-0.0025715i,-0.00018418-0.001072i,-0.00035548-0.00019044i,-0.00018502+0.00027435i,0.00041199+0.000608i,-0.00094836-0.00020763i,-0.0013494-0.00041961i,-0.00061847-0.00055719i,-0.0003322-0.0011694i,0.00045102-0.00079275i,0.00039555-0.00013559i,-0.00045887+0.00025603i,-0.00061736-1.7294e-05i,-0.00011637+3.6388e-06i,-0.00017947+0.0010359i,-0.00028802+0.0010769i,-0.00016287+0.0010129i,-0.00028359+0.0004664i,-0.00026367-0.00075937i,-0.00047163-0.001186i
-0.0015896+0.00106i,-0.0024096-0.00093942i,-0.0028526-0.0015498i,-0.0020304-0.00072913i,-0.00031464+0.00028944i,0.00060119+0.0004081i,0.00059966-0.00018284i,0.00042475-0.0011237i,0.0009142-0.00087511i,0.0011775+0.00031498i,0.00050059+0.00069228i,0.00029064+0.0010153i,0.00015188+0.0011685i,0.00013319+0.00043411i,-4.6484e-05+0.00032334i,-0.00050251+0.00068848i,-0.00015425+0.00033075i,0.00013983+0.00037475i,4.4879e-05+0.00014582i,0.00016056-0.00012526i,0.00041316-0.00028347i,0.00013616+1.6051e-05i,-0.0005125+0.00022714i
-0.00010571-4.2047e-05i,0.00088408+0.0017005i,0.001537+0.0018886i,0.00095528+5.2021e-05i,0.00080446-0.00037386i,0.00096757+0.00072863i,0.00082873+0.00032824i,0.00019788+0.00017693i,-0.00039469+0.00020054i,-0.00025083-0.00023124i,-0.0003849+0.00047049i,-0.00049623+0.00089016i,0.00012097+0.0010744i,0.00041586+0.0016217i,-0.00020125+0.0012964i,-0.00078573+0.000946i,-0.0010838+0.0006392i,-0.00071859+0.0002639i,-1.2799e-05+0.0001321i,6.4285e-05-0.00011027i,0.00019305-9.8376e-05i,0.00031595+0.00039677i,0.00024609+0.00026001i
0.0032045-0.0040141i,0.00063463-0.0052287i,-0.00079614-0.0054581i,-0.00077034-0.0040693i,-0.001036-0.002449i,-0.00080848-0.00071358i,-6.3933e-05-7.1898e-05i,0.00019397-0.00075596i,0.00059146-0.00025913i,0.00027831+0.00088368i,-0.00017102+0.0013298i,0.0002097+0.0010939i,-0.0006431+0.00078808i,-0.0010358+0.00038563i,-2.2853e-06-0.0001479i,0.00040136-0.00025437i,0.00018747-8.1608e-05i,-1.1136e-05-0.00035808i,-0.0006401-0.00066454i,-0.00031452-0.00098117i,0.00012307-0.00082782i,-0.00022671-0.00014627i,6.3291e-05-0.00014889i
-0.0048746+0.0008831i,-0.002547+0.0030403i,-0.0015253+0.0028414i,-0.0013358+0.00097296i,-0.0006783+0.00040709i,6.4277e-05+0.00041994i,0.00040574-0.00067978i,0.00017465-0.0011649i,-0.00054082-0.0013196i,-0.00049806-0.00074777i,0.00046524+0.00028487i,0.0011782-0.00020538i,0.00075383-0.00035567i,0.00010382+8.0834e-05i,-0.00012649-0.0001515i,-0.00060066+4.103e-06i,-0.00054754+2.7196e-05i,-0.00082289-8.0405e-05i,-0.0011857+0.00042203i,-0.0006434+0.0010156i,-0.0002454+0.00059677i,0.00035136+0.00051584i,0.00044373+0.00099871i
0.0024677+0.00049426i,0.0027891-0.0022579i,0.0022181-0.001579i,0.0019535-0.00082936i,0.0020866-0.00093213i,0.001923-0.00092624i,0.0014049-0.00083076i,0.00085427-0.00057985i,0.00070302-0.0001376i,0.0006222+0.00097995i,0.0012563+0.00055077i,0.00072617-0.00076225i,0.00018716-0.00080896i,0.00083456-0.00053596i,0.00069125-0.00074814i,0.00047502-0.00086283i,0.00038618-0.0006384i,0.00010969+2.8168e-05i,-0.00010559+0.00060789i,0.00013143+0.00028575i,0.00016465-0.00020236i,-0.00023659-0.00021568i,-0.00016668-0.00038014i
-0.0017316+0.0017374i,-0.0030239+0.0013211i,-0.0011937+8.0288e-05i,0.00030766-0.0014949i,0.00087114-0.0011348i,0.0012388-0.00089301i,0.00079109-0.00062292i,0.00058208+1.4514e-05i,0.0004771-0.0001783i,0.00057517-0.00071947i,0.0010509-0.00081504i,0.000447-0.00030837i,-0.00047116+0.00029166i,-0.00064805+0.00023672i,-0.00019156-0.00076995i,-0.00020013-0.001308i,-0.00019417-0.0009328i,0.00038855-0.00026905i,0.00031865+6.936e-05i,0.00017543+0.00051467i,0.00070499+0.00072624i,0.00092746+0.0007038i,-0.0002699+0.00036363i
0.0014559-0.0013996i,0.0015486-0.00014903i,0.00024152+0.00012033i,-0.00077616-2.7486e-05i,-0.00099237-0.00029907i,-1.4719e-05-0.00093825i,0.0010657-0.00039784i,0.0011631+0.00027026i,0.00041085+0.00057497i,2.939e-05+0.00060669i,0.00044788+0.00048731i,0.00036646+0.00051796i,3.1916e-05+0.00024429i,-0.00015432-1.0717e-05i,-0.0002041+0.00017157i,0.00027878+0.00055424i,0.00065355+0.0005931i,-6.7965e-05+0.00056656i,-0.00079955-0.00049311i,-0.00045104-0.0012538i,-0.00033853-0.00068018i,-0.00025823+2.4521e-05i,0.00050451-1.3363e-05i
-0.0017558-0.0011163i,-0.0027964-0.0029819i,-0.0030024-0.002613i,-0.0016239-0.0012629i,0.00062614-0.0011186i,0.001797-0.00039964i,0.001411+0.00062938i,0.00063695+0.00049387i,0.00039458-0.00029077i,0.00057595-0.000111i,0.00068507+0.00063352i,0.0010965+0.00027731i,0.00092344+0.00022676i,0.00080679+0.00015405i,0.0010847-0.00043094i,0.00057543-0.00057516i,-3.1267e-05-0.00048329i,0.00019892-0.00024082i,0.00021713+0.00047015i,8.251e-06+0.00064072i,-0.00022943+0.00020439i,-0.00037111-0.00032061i,-0.00035529-0.00068616i
-0.0020707+0.0019078i,-0.0013826+0.0030919i,-0.00040652+0.0031041i,-0.00070599+0.0012781i,0.0001992+8.1727e-05i,0.0010147-0.00065158i,0.0013789-0.00036707i,0.0011055+0.00040041i,-2.7622e-05+0.0011728i,-0.00066073+0.0014189i,-3.3571e-05+0.00062305i,0.00067849-0.00014169i,0.00037943-0.00025234i,0.00033585+0.00011764i,0.00022124+0.00044215i,-0.00047933+2.2501e-05i,-0.00090296-0.000224i,-0.00057502+0.00016592i,0.00014654+0.00049331i,0.00065119+0.00059203i,0.00025722+5.9431e-05i,9.1534e-05-0.00044802i,0.00038109-0.00040806i
-0.00042878-0.0019493i,-0.00091342-0.0035677i,-0.0007491-0.0031828i,-0.00020054-0.0018842i,0.0007823-0.0011477i,0.001136-0.0007136i,0.00096404-0.00065101i,0.00082055-0.00068115i,0.00050382-0.00036803i,0.00019969-0.00037465i,0.00064487-0.00072934i,-9.1677e-05-0.00021802i,-0.00097169+0.00011992i,-0.00035024-0.00013678i,0.00022779-0.00077355i,0.00027238-0.00077115i,0.00035906-0.00070187i,-0.00024167-0.00031701i,-0.00036785+0.00018473i,8.2304e-05+0.000213i,0.00014578-0.00039766i,0.00049962-0.00029643i,0.00086371+0.00040862i
-0.00054874+0.0022604i,-0.0021729+0.0037779i,-0.0025675+0.0012389i,-0.001653-0.00066705i,-0.0011274+0.00024561i,-0.00037799+0.00025129i,0.00012345-0.00013807i,-0.00018508-0.0001389i,-0.00056448-0.00055625i,5.9526e-05-0.0002095i,0.00060639+0.00096181i,0.0004676+0.001571i,0.00019771+0.0012672i,-8.2593e-05+0.0012064i,-0.00060048+0.0013847i,-0.0013653+0.0010031i,-0.0013126+0.00031443i,-0.00044548+0.00030648i,-0.00075463+0.00032865i,-0.0012677+0.00037504i,-0.00091099+0.00064408i,-0.00015602+0.00056049i,-0.00030418+0.00051798i
0.00095747-0.0064179i,0.0003633-0.0052589i,0.00027157-0.003583i,0.00020136-0.0013778i,-0.00015068-0.00019535i,-0.00015208-0.00096228i,3.197e-05-0.00051433i,0.0001265-0.00034346i,-0.0003094-0.0005473i,-0.0007225-0.00069893i,-0.0004394-0.0002036i,0.00033685+0.001515i,0.0010515+0.0015854i,0.001434-0.00042984i,0.000537-0.0016252i,-0.00051882-0.0011917i,-0.00034491-0.00087589i,9.2528e-06-0.0010076i,-1.0341e-05-0.00099785i,-0.00063352-0.00084161i,-0.00060709-0.00043306i,-3.2585e-05-0.00011374i,9.6535e-05+4.7451e-06i
-0.00035727-0.00017883i,-0.0011636+0.00026468i,-0.0012291+6.0374e-05i,-0.00067294-0.00089483i,-9.0811e-05-0.0010474i,0.00024778-0.00040567i,0.00016849-0.00015791i,0.00049759+3.0187e-05i,0.00021272-0.0002465i,9.0515e-05-0.00070125i,0.00013234-0.00033317i,2.8927e-05+0.00026206i,0.00028941+0.0012753i,0.00054556+0.0011783i,0.00066019-1.3219e-05i,-0.0002844-0.00034546i,-0.00026967+6.9009e-05i,0.00046301+8.5476e-05i,0.00035438+0.00040569i,-0.00050546+0.0010401i,-0.00028747+0.00063234i,0.0004806+6.13e-05i,0.00063661-0.00017621i
0.0012869-0.00040069i,0.0019369+0.00057402i,0.0019541+0.00096118i,0.0013906-0.00044159i,0.0012468-0.0016425i,0.0010748-0.0015015i,0.00082314-0.001154i,5.0117e-05-0.00073229i,-0.00036057-0.00019335i,0.00026108+0.00012254i,0.00027247-8.8224e-05i,-0.00038099-0.00059385i,-7.322e-05-0.00099036i,0.0005868-0.00078054i,0.00059141-0.00055186i,-2.9482e-05-0.00051884i,-0.00085609+2.0859e-06i,-0.0010198-0.00021217i,-0.00046231-0.00016627i,-5.3765e-05+0.00011396i,-5.7443e-05-8.288e-06i,4.8137e-06-0.00021353i,-0.00025012-0.00071496i
-0.0017944+4.1832e-05i,-0.0027264-0.00096613i,-0.0025622-0.0024479i,-0.0015858-0.0028625i,-0.00077285-0.0018507i,-0.00061356-0.00083574i,-0.00010264-0.00026554i,0.00045515-0.00072069i,0.00041769-0.0016184i,0.00031061-0.00092119i,0.00010087+0.00024849i,1.4818e-05+0.00094344i,-0.0002983+0.00081374i,-0.00052426+0.00064653i,-0.00030648+0.00071745i,-0.00030777+7.5471e-05i,-5.1777e-05-9.914e-05i,0.00012245+0.00056288i,-3.3387e-05+9.2326e-05i,-0.0001162-0.00054331i,0.00033435-0.00035194i,0.00036136-2.3422e-05i,-0.00032683+0.00024541i
0.0009267+0.00025652i,0.0012905+0.00053494i,0.0014631+0.00065659i,0.00057361-0.00014495i,0.00023037-0.00035677i,0.00058799-0.00010785i,0.001122-0.00032825i,0.0014644-0.00046794i,0.00096384-0.00010859i,0.00041135-0.0001517i,0.00039507-0.00028159i,-5.0853e-05-0.00019722i,0.00028232-0.00024953i,0.00081957+0.00018389i,0.00054275+0.00031522i,0.00053164+0.00033206i,0.0011904-2.4037e-05i,0.00081068+0.00011738i,0.0001452+0.0006761i,0.00017536+0.00055415i,-0.00019904+0.00039993i,-0.00084449+2.7376e-06i,-0.0006865+0.00020981i
-0.00088522-0.0032595i,-0.002337-0.0042704i,-0.0017307-0.0040196i,-0.00083968-0.0033703i,-0.00016329-0.0024024i,0.00042799-0.00069082i,0.00075954+6.1735e-05i,0.00050025-0.00025092i,0.0003421-0.00066012i,4.2519e-05-0.00090932i,-0.000384-0.00078276i,-0.00069187-0.00035415i,-0.00015031+0.00013233i,0.00034248+0.00060937i,-0.00054328-7.6257e-06i,-0.00064986-0.00020745i,-8.2113e-05+0.00063811i,-0.00039551+0.00057634i,-0.00018867+3.8934e-05i,0.00010893-2.8249e-06i,-0.00036208+7.9193e-05i,-0.00092705+0.00019355i,-0.0011366-0.0001823i
-0.0025986+0.00097366i,-0.0027993+0.0020472i,-0.0015125+0.0028101i,-0.00035166+0.0013027i,0.00097638+0.00036378i,0.0018836+5.1413e-05i,0.0015439-0.00079317i,0.00080745-0.00040425i,0.00011357+0.00084978i,1.0908e-05+0.0016512i,0.0012148+0.001027i,0.0011753-0.00014926i,-2.7717e-05-0.00025534i,-7.786e-05-0.00030564i,-0.00057963-0.00034078i,-0.0012751+9.8337e-07i,-0.00066828-2.6694e-05i,-0.00015773-0.0002588i,-0.00039031-0.00010752i,-0.00054635+0.00025307i,-0.00018308+0.00044795i,0.00015064+0.00045106i,-0.00034428+0.00026604i
-0.0012828+0.0022475i,0.00044594+0.00096908i,0.0017357-0.00029091i,0.0026284-0.00022946i,0.0028681+0.00099317i,0.0025777+0.00029757i,0.0014359-0.00016529i,0.00092304+0.0004866i,0.0010782+0.00055429i,0.0012501+1.2745e-05i,0.00080422-0.00054987i,0.00051147-0.00022051i,-6.7179e-05-0.00021946i,-0.00033827-0.00080742i,0.00035891-0.00080663i,-0.00026065-0.00036027i,-0.00067998-0.0001143i,-0.00016633+0.00026769i,-0.00011943+0.00037756i,-0.00034304-0.0002532i,-0.0002907-0.00082385i,-0.00033263-0.00087285i,-9.3087e-05-0.00097833i
-0.0021131+0.001631i,-0.0015095+0.00077992i,-0.0013837-3.6571e-05i,-0.0010312-0.00055245i,0.00062553-0.00011068i,0.0015947+0.0001095i,0.001281-0.0002307i,0.0001804-0.00082287i,-0.00042679-0.00093729i,0.00028899-0.00024336i,0.0010847-3.0371e-05i,0.00069119-0.00081656i,-0.00029006-0.00086398i,4.52e-05-0.00034296i,0.00033973-0.00028042i,-0.0002701-0.00037297i,1.8578e-05-6.6418e-05i,-0.00017581+0.00013164i,-0.00081706+0.00025842i,-8.2429e-05+0.0010366i,0.00073649+0.00072582i,0.00048622+0.00022468i,0.00029074+0.00029505i
-0.00059346-0.00076656i,-9.4703e-05-0.00088191i,-0.00036463-0.0019916i,-0.00082338-0.0016326i,-0.00039997-0.00064379i,0.00043584-0.00074278i,0.0013058-0.0005943i,0.0010431-0.00038313i,0.00047941-0.00036271i,2.0993e-05-2.8578e-05i,-0.0002754-0.00013211i,-0.00011332+0.00021231i,0.00013878+0.00027979i,9.486e-05-0.00034248i,0.0001536-0.00022379i,0.00052821-0.00018985i,0.00024298-0.00058946i,-0.00031592-0.00031749i,-0.00038708+0.00024915i,-0.00036607+0.00086373i,-0.00056932+0.0005638i,-0.0003879-0.00045211i,0.0001188+9.4415e-05i
-0.0015513+0.0016027i,-0.0029401+0.00045088i,-0.0015691+0.00015573i,-0.00025517+0.00016482i,-0.00037551-0.00027048i,0.0003869-0.00046651i,0.001473+2.6577e-05i,0.0017654+0.00054315i,0.00042849+0.00070681i,-0.00011578+0.0011243i,0.00075488+0.0011546i,0.00078619+0.00025706i,0.00030108-0.00029543i,1.7231e-05-0.00029575i,-0.00010026-0.00016481i,-0.0001092+0.0004465i,-2.2139e-05+0.00053208i,-0.00052649-4.3386e-05i,-0.00082986+0.00010486i,3.3362e-06-5.3314e-06i,0.00027769+6.4332e-05i,-0.00049897+0.00012236i,-0.00029648+0.00055756i
-0.0017935+0.0020299i,-0.00038074+0.0023675i,0.00066847+0.0014587i,0.00074657+0.0012265i,0.0012708+0.00073323i,0.0021278-1.0056e-05i,0.001611-0.00065152i,0.00076252-0.00083252i,0.00083219+6.8741e-05i,0.001253+0.00092023i,0.001418+0.0010719i,0.00077846+0.00078644i,8.1016e-05+0.00049242i,0.00017645+2.4489e-05i,4.6055e-05-0.00025005i,0.00021226-0.0008307i,0.00088992-0.00061712i,0.00084007+0.00019281i,0.00023628+0.0004254i,-0.00021254+0.00059464i,-6.8633e-05+0.0010963i,0.00025405+0.0012669i,0.00010548+0.00062331i
-0.00065689+0.00099649i,-0.0018592-0.00095155i,-0.0020072-0.0013114i,-0.00013625-0.0010299i,0.0015479-0.00083046i,0.0022849-0.00080948i,0.0021386-0.00077016i,0.00073303+0.00021073i,-0.00074681+0.00075658i,-0.00041865+0.00032571i,0.0010032-3.5456e-05i,0.0014814+0.00041864i,0.0010538+0.0002103i,0.0004843-5.7633e-05i,-0.00015087+0.00015206i,4.1464e-05+0.00016292i,0.00017756+0.00075946i,-7.5372e-05+0.0012545i,-9.236e-05+0.00060016i,0.00015759-0.00012203i,0.00011383-0.00044318i,-0.00015683-0.00051095i,-0.00019146-0.00017434i
