-0.0012239+0.0005808i,-0.00071091-3.4475e-06i,-0.00013809-0.00013503i,8.6432e-05+0.00079092i,-0.00058405+0.0016466i,-0.00031479+0.00071016i,0.00010012+0.00022292i,-8.9667e-05+0.0011413i,-4.1395e-05+0.00073501i,0.00093908-0.00026729i,0.0014977-0.00026974i,0.0010375-0.0007669i,-0.00016989-0.00093522i,-0.00097874-0.00043976i,-0.00064692+6.485e-05i,-8.489e-05+8.0981e-05i,7.3137e-06-5.2751e-05i,-0.00019019-9.2576e-05i,-0.00016743+0.00037805i,-0.00063001+0.00026911i,-0.0012176-0.00028117i,-0.00071729-0.00022816i,-0.00022287-0.00034422i
0.00090905-0.0009658i,0.00082676-0.0012843i,0.00066221-0.0015492i,0.00089001-0.001667i,-0.00016512-0.0009479i,-0.0012909+0.00087339i,-0.00089033+0.0017295i,-0.00033031+0.00098436i,-0.00084567+0.00043807i,-0.00083638-0.00021288i,8.5787e-05-6.7811e-05i,0.00012405+0.00012016i,-0.00021649+0.00051942i,-0.00024523+0.00036037i,-8.8439e-05+0.00034079i,0.00045751+0.00055596i,0.0011329+0.00021914i,0.0011923-0.00030062i,0.00051822-0.00048175i,0.00010682-0.00032223i,0.0004687-0.00035592i,0.00095549-0.00042395i,0.00089402-0.00035444i
0.0012274+0.00025284i,0.00056129-0.00044143i,0.00067982-0.00065817i,0.00058566-0.00022854i,-0.00032967-5.7507e-05i,0.00059769-0.00027201i,0.0018539-0.00017089i,0.0017295+0.00014187i,0.0010219+5.5093e-05i,6.2655e-05-0.00015776i,-0.00026139-0.000136i,-0.00018441+2.3546e-05i,0.0001146+0.00077868i,0.00056401+0.0014002i,-0.00063218+0.00085749i,-0.0013909-3.5817e-06i,-0.00068148+0.00011697i,-0.0003619+0.00039366i,-0.00029852-0.00032792i,-0.00041261-0.00053068i,-0.00052392-0.00068823i,-0.00030596-0.00063112i,-0.00023131-0.0004419i
9.2038e-05+0.00016441i,-8.4712e-05+0.00056759i,-0.0003465+0.00050932i,0.00066569+0.00023472i,0.0017161-0.00027756i,0.0015918-3.7433e-05i,0.00055365+0.00022753i,-0.00084525-0.00024377i,-0.00071964-0.00049504i,0.00017109-0.0010504i,0.00031999-0.000797i,0.0001013-0.00011463i,0.00036723-0.00025612i,0.00019374-0.00024881i,-0.00023054-0.00027253i,0.00042765-0.00038671i,0.00098462+0.00019721i,0.00025707-0.00014795i,-0.00046053-0.00090084i,0.00014873-0.0010434i,0.00074017-0.00064712i,0.00053147-0.00050035i,0.00012819-0.0002123i
-0.0020115+0.0018787i,-0.00012819+0.0016007i,0.0013048+0.0029471i,0.001498+0.0029617i,0.0019131+0.0012233i,0.0016373-0.00011142i,0.00092578-0.00010063i,0.00039476-0.00012019i,1.1411e-05-0.00043942i,0.00064123-0.00078026i,0.00096491-0.00071218i,0.00064017-0.00040305i,0.00010432-0.00062384i,-0.00045865-0.00088087i,-4.7736e-05-0.0012586i,0.00080529-0.0013387i,0.0010009-0.00069892i,0.00057476+3.1468e-05i,-0.00030963+0.00020721i,-0.0007803-0.00015827i,-0.00054587+0.00017543i,0.00042888+0.00060257i,0.00060211+0.00050642i
-0.0011504+0.00056504i,-0.00096151+0.00095822i,-0.0012212+0.0015451i,0.00023027+0.0018652i,0.0017198+0.0010895i,0.0021285-0.00060677i,0.0017672-0.0017132i,0.00023936-0.0013236i,-0.00095757-3.0711e-05i,-0.00064564-0.00016415i,-0.00033948-0.00065794i,-0.00050889-0.00087353i,0.00014298-0.0010718i,0.00051095-0.0013541i,0.00035893-0.0017642i,0.00064622-0.0016418i,0.00076212-0.00040227i,1.8398e-05+8.3065e-05i,-0.00024258-0.00038363i,0.00018658-0.00034177i,0.00026191-0.00014124i,0.000436-6.3314e-05i,-0.00012639+0.00062126i
0.0017637-0.0016951i,0.0018922-0.0015175i,0.0021182-0.0016829i,0.0012491-0.00081276i,0.00026585-0.00020674i,-0.00022201-9.1189e-05i,-0.00075915-0.00011411i,-0.00037174-0.00074882i,0.00084837-0.00073405i,0.000357-0.00011859i,-0.00041023-9.194e-05i,0.00036197+0.00014406i,0.00055386+0.00048431i,0.0004324+0.00050138i,0.00025963+0.00055884i,-0.00048589+0.00068741i,-0.00051081+0.0007012i,0.00015857+0.00056405i,0.00059578+0.00033009i,0.00087246-0.00022194i,0.00070936-0.00050124i,0.00040969-0.00046976i,0.00049953-0.00025672i
-0.00095907-0.0001456i,-0.0013448+0.00081889i,-0.0010669-0.0001262i,0.0001703-0.00011711i,0.00074538+0.00079378i,0.0014974+0.00050575i,0.0021035-0.00054272i,0.0015763-0.0013662i,0.00021403-0.00056131i,0.00011233-6.5386e-05i,0.00049828-0.00044285i,-1.3279e-05-0.00012448i,-0.0001709+0.00020207i,0.00041878-2.089e-05i,0.00092512+0.00043759i,0.00055095+0.0010657i,-0.00033565+0.00098433i,-6.3442e-05+0.00055509i,0.00049521+9.8569e-06i,9.3382e-05-0.0001832i,-0.00018791-0.00014358i,-1.4091e-05-0.00012176i,-0.00018942+9.3234e-05i
4.0508e-05-0.002407i,0.00057029-0.0013429i,0.0012608+0.00033374i,0.00088672+0.0010859i,0.00053416+0.0012155i,0.00064016+0.0014872i,0.00038687+0.00077003i,0.00080499+7.7045e-05i,0.00088606+0.00061382i,-0.00029311+0.00098892i,-0.00057253+0.00014019i,-9.5213e-05-0.00043472i,0.00050111-0.00074422i,0.00058414-0.00041719i,0.0005008+0.00027924i,0.00062567+0.00023626i,0.00034947-0.00015996i,-0.00025751-0.00095135i,-0.00077949-0.0010213i,-0.00087527-0.00083882i,-0.00082249-0.00057388i,-0.00059749-3.5124e-05i,-4.467e-05+0.00061234i
-0.00027389-0.0011014i,-0.00084596+0.00010184i,-0.00099872+0.0011559i,-0.00070091+0.0011046i,0.00033364+0.00019817i,0.0016427-0.0003058i,0.0017813-0.0004613i,0.0015906-0.00033133i,0.0012899-5.0182e-05i,0.0010517-4.0338e-06i,0.0008573-0.00015559i,0.00028923-0.00050849i,-0.00039744-0.00038367i,-0.00057818+0.00023928i,8.3143e-05+0.00043033i,0.0004587+0.00029568i,0.00033023+8.6493e-05i,-0.0004742-2.4847e-05i,-0.0010659-0.00028449i,-0.00032602-0.00032276i,0.00061662+0.00040709i,0.0010206+7.8319e-05i,0.00064346-0.00053803i
-0.00036332+0.00039631i,-0.0010069+0.00065128i,-0.00052337+0.00081984i,0.00045814+0.0015497i,0.00021503+0.0013139i,0.00071261+0.00055773i,0.0019754+0.00070571i,0.0015571+0.0002682i,9.9249e-05-0.00082143i,-0.00099996-0.00072201i,-0.0013558-0.0001093i,-0.00071849+0.00020435i,-5.3288e-05+0.00062365i,0.00013347+0.00017838i,0.00021671+0.00039661i,-0.0002688+0.00030966i,-0.00038287-0.00018747i,0.00019097+5.9748e-05i,0.00040037-5.808e-05i,0.00048761-2.4046e-05i,0.00044042+0.00056292i,-0.00025424+0.00039894i,-0.00033384+1.4701e-06i
0.00020383+0.00048891i,0.00080866+0.00058375i,0.0016533+0.0010658i,0.0021859+0.00054515i,0.0014294-0.00066434i,0.00034484-0.0011016i,0.00014875-9.6053e-05i,0.000731+0.00061765i,0.00098611+0.0004731i,0.00078343+0.00010132i,0.00019048+0.0002501i,-0.00060248+0.00068767i,-0.00040602+0.00058492i,0.00052155-9.4522e-06i,0.00046673-0.00046682i,-2.449e-06-0.00035019i,0.00028104-0.00041173i,0.00057365-0.0006376i,0.00082155-0.00037226i,5.1859e-05+0.00018814i,-0.001201+0.0001757i,-0.00043149+0.00018488i,0.0004177+0.00013837i
-0.00077857+0.0010798i,9.0813e-05+0.0015472i,0.0019181+0.0013705i,0.0028466+0.00056675i,0.0024857-0.00019188i,0.00096077-0.0011802i,0.00036304-0.00097971i,0.00051139-0.00037252i,5.0261e-06-4.8745e-05i,0.00013077+8.1153e-05i,0.00072671-0.00020551i,0.00038833-0.0010988i,-1.337e-05-0.0020089i,-0.00012285-0.0013631i,-0.00039218-0.00032654i,-2.6583e-05-2.2525e-05i,0.00058587-0.00020352i,0.00033814-0.00020313i,-0.00019352+0.00023271i,-0.00057732+0.00028548i,-9.2754e-05+0.00027304i,-0.00012895+0.00080794i,-0.00044774+0.00080884i
0.0014161+0.0012258i,0.0014905+0.0010295i,0.001922+0.00066708i,0.002639+0.00012799i,0.0015968-0.00095962i,0.00057625-0.00087883i,0.00052793-0.00072567i,0.00099867-0.00066666i,0.00052511-0.00011314i,-0.00022466-0.0002343i,7.3005e-05+0.00016397i,-1.15e-05+0.00021575i,-0.0001311-0.00060764i,-0.00036883-0.00072728i,-0.00059054-0.00016866i,-0.00025175-5.5443e-05i,0.00038076-0.00039549i,0.00034474-0.00022168i,-9.6768e-05+0.00050152i,9.3207e-05+0.00088656i,-0.00058329+0.00067041i,-0.00035675-0.00034678i,0.00084423-0.0011085i
-0.00074002+0.00089935i,-0.0001859+0.00091644i,0.0013401+0.0006956i,0.0025912+6.7743e-05i,0.0028775+0.00022169i,0.0018584+0.00031892i,0.00095122-0.00061369i,0.00025692-0.0014776i,-0.00031393-0.0010318i,-0.00058465-0.00064603i,-0.00081553-0.00064052i,-0.0004486-0.00035015i,0.0003852+0.00055544i,-6.5682e-05+0.00076758i,-0.00056724-0.00031374i,0.00030569-0.00054547i,0.00039703-0.00029046i,-0.00017642-0.00084129i,-0.00018794-0.00097638i,6.0314e-05-0.00033572i,0.00018743-0.0005005i,0.00023494-0.00026087i,0.00053898+0.00018115i
-0.00010761-0.0003751i,-6.0313e-05+0.00055192i,-0.00032777+0.00076574i,-0.00010779-0.00027958i,0.00084874-0.0001372i,0.001224+4.4183e-05i,0.00091607-0.00022715i,0.00075739+6.8927e-05i,0.00023246-4.0885e-05i,-0.00011985-0.00031205i,4.864e-05+7.8391e-06i,0.00040094-0.00032138i,0.0002745-0.0004008i,-6.4033e-05-0.00033475i,-0.00017818-0.00026364i,-0.00071578-0.00029142i,-0.00077043-0.00027623i,-0.00024861-0.00012665i,0.00015352-0.00061995i,-0.00026833-0.00020886i,-0.00038244+0.0006871i,-0.00029576+0.00066858i,-3.1832e-05+0.00017221i
-0.00048276+0.0014116i,-0.00031114+0.0016081i,-5.9704e-05+0.0013118i,0.00010877+0.00076566i,0.00041113+0.00066829i,0.00065563+0.00083065i,-3.0832e-05+0.00044502i,-0.00041951-0.00078508i,-0.00051216-0.00079083i,-0.00094132-0.00056514i,-0.00074914-0.00064284i,-0.00031117-0.00025379i,0.00040966-0.00032808i,0.00079404-0.001126i,0.00051032-0.0006529i,0.00017211+2.9549e-05i,-0.00045448+0.00085579i,-0.00061476+0.0014287i,-6.9761e-05+0.00053411i,0.00028409-0.00020029i,3.7493e-05+0.00082828i,-0.00016604+0.0010218i,-0.00045406+4.9713e-05i
0.00022353+6.0685e-05i,0.00032597-7.7507e-05i,0.00074986-7.3194e-05i,0.00033335+0.00036452i,0.00034273-2.6078e-05i,0.0005862-0.00051998i,0.00074993-0.00025182i,0.00075224-0.00023637i,-0.00022832-7.2265e-05i,-0.00056104-0.00010695i,-0.00095976-0.00047122i,-0.0011788-0.00081402i,-0.00057688-8.0116e-05i,0.00038539+0.00077376i,0.00071452+0.00055989i,-0.00011022+0.00064979i,0.00027749+0.0010121i,0.00076925+0.00092735i,0.00046835+0.0010818i,-0.00011999+0.00071947i,-0.00020094+0.00046639i,4.7225e-05+0.00036227i,0.00039805-0.00015985i
0.0016038+0.00052866i,0.0013706+0.00099029i,0.0015083+0.0010798i,0.0018735+0.001091i,0.0015043+0.0012642i,0.00078417+5.9428e-05i,0.00065299-0.00057157i,-0.00076576+7.4746e-05i,-0.001828-0.00014607i,-0.0011529-0.00019248i,-0.00040128+4.3327e-05i,-0.00027075+0.00018066i,-0.00024974+0.00017947i,0.00049944-0.00047224i,0.00093363-0.0006116i,0.00015723+0.00014807i,-0.00063495+0.00068108i,-0.00014758-1.9594e-05i,0.0003844-6.4096e-05i,0.00076153+0.00058359i,0.00045569+0.0009917i,-0.0010322+0.00095288i,-0.0014211+0.00044538i
0.00024898-0.00063189i,0.00025675-0.00035007i,0.00060836+0.00071172i,0.00010558+0.00015684i,4.4306e-05-0.0011712i,0.00098832-0.0006363i,0.00062302+0.00040471i,-5.2419e-05+0.00060471i,0.00022736+0.00019352i,0.00018046-3.9557e-05i,-0.00041065+1.3382e-05i,-0.00079234+0.00051295i,-0.00054626-0.00015611i,-0.0001045-0.00017184i,-0.00051018-0.0004356i,-0.00061461-0.00064965i,-0.00026402-0.00042993i,-0.00010549-0.00047513i,-0.00018493+6.8539e-05i,-0.00012671+0.00078738i,-0.00044506+0.0003143i,0.00012975-0.00018338i,0.00053457+0.00021598i
0.0010805-0.00092201i,-0.00028263-0.00025435i,-0.00088749+0.00054055i,-0.00085848+0.00042401i,-0.0011155-0.00011654i,-0.00082641+0.00021163i,-0.0004307+0.00029013i,-0.00026671+0.00021405i,6.0197e-05-3.7204e-05i,4.6906e-05-0.00028723i,-8.7862e-05-0.00021636i,1.3315e-05+0.00013687i,-0.00017426+0.00035504i,-0.00016978+0.00023138i,-0.00043102-0.00042653i,-0.00080137-0.00043988i,0.00018929-0.00066473i,0.00053359-0.00108i,-6.9479e-05-0.00045604i,-0.00074286+0.00018381i,-0.00092443-0.0002236i,0.00013261+0.00027538i,0.0006826+0.0011323i
0.00091197-0.00053942i,0.00081702-0.00048309i,0.00093575+0.00035692i,0.00039952+0.00043365i,-0.00024568-0.00027782i,0.00019467-0.00030002i,0.0004068+0.00026016i,-0.0002331+0.00046528i,-1.3604e-05+3.1837e-05i,0.00038808-6.5754e-05i,0.00045897+0.00030359i,0.00013966-0.0001671i,-0.00045235-0.00075144i,-0.00035808+0.00016365i,2.1255e-05+0.0012032i,-0.0002139+0.00072361i,-0.00030752+0.00030586i,0.00044325-2.7141e-05i,0.00016936-0.00028497i,-0.00012904-0.00019015i,0.00036236+0.00013293i,0.00013744+0.00041616i,-0.00077194-0.00025354i
-0.00118+0.00080198i,-0.00070444+0.0012393i,0.00027586+0.0013065i,0.0019192+0.0011108i,0.0019519+0.00091844i,0.00092577+2.6551e-05i,0.00037646+0.00026166i,0.00067127+1.0566e-05i,0.00038821-0.00017996i,0.00018245+0.00044436i,0.00042606-0.00040729i,8.5761e-05-0.00092651i,-0.00032486-0.00073552i,3.6489e-05-0.00039705i,0.00019949-0.00025031i,0.00012096-0.00021359i,0.00010106+0.00027527i,-0.00027028+0.00064182i,-0.00085451+0.00016994i,-0.00051041-0.0001827i,-0.00049206-1.1462e-06i,-0.00094481+0.00019624i,-0.00017946-0.0002472i
0.0011717+0.00093811i,0.0012583+0.0014039i,0.0015468+0.001351i,0.0018248+0.00016501i,0.0015008-0.0010314i,0.0004831-0.00097599i,-0.00044323-0.00025032i,-0.00071572-0.00030062i,-0.00066253+0.00030896i,-0.00053393+0.00074652i,-0.00044062+0.00029239i,-9.727e-05-0.0002467i,-1.0865e-05-0.00026438i,-0.00027102+9.9301e-05i,-0.00031255+0.00024523i,-0.00026042+0.00068233i,-7.3427e-05+0.00070973i,0.00032211-0.00021645i,9.5357e-05-0.00030163i,0.00067763-4.9178e-05i,0.0012453-3.3577e-05i,0.00058623+0.00051998i,0.00042096-0.00010167i
-0.0010899-0.00098209i,-0.00060342+8.6207e-05i,-0.00092026+0.00038315i,-0.0011134+0.0007735i,0.00029398+0.0017206i,0.00080897+0.0018998i,0.00016722+0.00082677i,0.00036087-1.9015e-05i,0.00016186-0.0003397i,-2.1921e-06-0.00017499i,-0.00044623-0.00019204i,-7.7528e-05-0.00080475i,0.00093325-0.0006604i,0.00064358-7.6667e-05i,-7.118e-05-0.00027935i,-0.00015883-0.00076279i,7.8384e-05-0.00078963i,-7.3972e-05-0.00060654i,-0.00037391-0.00027813i,-0.00032136-0.00042i,-0.00029527-0.00081987i,-0.00018101-0.0010299i,-0.00054331-0.00055278i
0.0023075+0.00065831i,0.0026039-0.00013894i,0.0025664-0.00094276i,0.0019337-0.00099173i,0.00070592-0.00061725i,-0.00057578-0.00010011i,-0.00056565+0.00032156i,-3.5153e-05+0.00030357i,-0.00062832-6.5291e-05i,-0.00068518-0.0005049i,-0.00036015-0.00043332i,-0.00020492+7.0417e-05i,0.00026329+0.00088843i,-6.4419e-06+0.00096558i,-0.00077301+0.00022082i,-0.0011079+6.0914e-05i,-0.00079674-0.00026897i,-0.00063244-6.818e-05i,-0.00056218+0.00013473i,-0.00026479+0.0004409i,-0.00021162+0.00068782i,0.00037821+0.00035879i,4.6417e-05-6.0914e-06i
0.00081307-0.00056113i,0.00081934-0.00076399i,0.0020339-0.00060306i,0.0014584-0.00025987i,0.00011649+8.8739e-05i,-0.00044338+0.00030113i,-6.5957e-05+0.00086868i,0.00015118+0.0009542i,0.00015381+0.00038517i,-0.00025123-0.0006345i,-3.407e-05-0.0011718i,-0.00051274-0.00076643i,-0.00094611-7.0408e-05i,-2.5222e-06+0.00064314i,-0.00016774+0.0007998i,-0.00056946+0.0004891i,-0.00030691-0.00019765i,-5.7181e-05-0.00046095i,0.00017801+0.00052732i,-0.00014262+0.00067945i,-0.00022259+0.00011226i,-7.3861e-06-0.00011483i,-0.00016163+3.8655e-05i
-0.00019737-0.0020497i,-0.00055207-0.00091685i,-0.0012635-0.00093012i,-0.00048113-0.00089507i,0.00051311+0.00010261i,0.0011089+0.00081667i,0.0010833+0.00068647i,0.00052098+0.00028643i,-0.00018015-0.00039811i,-0.00074388-0.0005393i,-0.00088517+0.00040166i,-0.0010514+0.00044235i,-0.00071197+3.6772e-05i,-0.00025802+0.00077143i,0.00011047+0.0008432i,0.00011517+0.0007622i,-0.00015028+0.00049944i,3.7266e-05-0.00055479i,0.00037101-0.00055645i,0.00036728+2.8662e-05i,-0.00035409-1.2984e-05i,-0.000716+0.0005754i,-0.00015756+0.00075848i
-0.00044361+0.00052078i,0.00072082+0.00027477i,0.0015497+0.0001313i,0.0012732+0.00045216i,0.00095023+0.00020324i,0.0011712+0.00052684i,0.0015466+0.00092901i,0.001832+0.00047711i,0.00072077+0.00043369i,-0.0006046+0.00059025i,7.397e-05-4.5881e-05i,0.0012182-0.00039109i,0.00089699-0.00010613i,0.00043621+1.1787e-05i,0.00049691+0.00038719i,0.00067837+0.0008195i,0.00072504+9.0991e-05i,0.00060806-0.00047971i,0.00022717+0.00021867i,9.9335e-05+0.0015096i,0.00024638+0.0015932i,0.00034703+0.00029806i,8.3103e-05-0.00013651i
-0.00015103-0.0011941i,3.1416e-05-0.001036i,-0.00073096-0.0011433i,-0.0005855-0.0014654i,-9.2945e-05-0.00092803i,6.3761e-05+0.00027124i,-3.8627e-05+0.00076349i,0.0002499+0.00037651i,-1.2607e-06-0.00032149i,-0.00069989-0.00026596i,-0.0011291+8.9779e-05i,-0.00064811+0.00018766i,0.00057834+0.00016472i,0.0015163+1.1794e-05i,0.0021154+8.038e-05i,0.0018607+0.0004489i,0.0010095+0.00057177i,0.00023982+0.00043813i,-0.00062262+0.00093817i,-0.00055212+0.0010488i,-0.00032702+0.00054531i,-0.00039012+0.00032296i,0.00015308-0.00032886i
-0.00038512+0.0013641i,0.00015932+0.0022555i,0.0010314+0.0030795i,0.0014144+0.002449i,0.0014649+0.00023392i,0.00093496-0.001033i,0.00031054-0.00086145i,0.00045446-0.00042255i,0.00063382+0.00035026i,0.00035953+0.00061659i,0.00033004-5.0497e-05i,-0.00017263-0.00033336i,-8.22e-05+0.00011453i,0.00061787+0.00036885i,0.0005968+0.00020263i,0.00019128+0.00043521i,-4.9708e-05+0.0001155i,0.00013092-0.00048264i,0.00024622-0.00011318i,0.00025099+0.00035475i,0.00052813+0.00017293i,0.00090315-0.00013134i,2.4126e-05-0.00043298i
-0.0014148+0.0011521i,-0.00090075+0.00080012i,0.00023106+0.00096478i,0.00082875+0.00094145i,0.0013179+0.00027607i,0.0016734-0.00067985i,0.00091335-0.00087325i,0.00012588-0.00072096i,0.00018995-0.00055615i,0.00051978-0.00034753i,0.00057334-0.00028647i,0.00091904-0.00025845i,0.00066713+0.00019712i,-0.00052484+0.00019995i,-0.00067651-0.00080492i,-0.00069163-0.00091991i,-0.00057316-0.0007582i,-0.00026713-0.0006017i,-0.00012552-6.9717e-05i,5.2465e-05+0.00053965i,0.0001928+0.0012112i,6.7583e-05+0.0011027i,0.00014413-1.0934e-05i
-0.00071681+0.0010483i,0.00063469+0.0010701i,0.00029328+0.00099483i,0.00032931-1.9826e-05i,0.00080551-0.0005974i,0.00049356-0.00045489i,0.00023365+1.8438e-05i,0.00033973-0.00022402i,-0.00028005-0.00016084i,-0.00047511-0.00026024i,0.000546-0.00069976i,0.0012619-0.00082559i,0.00090396-0.001042i,0.00068201-0.0011007i,0.00054908-0.0011922i,0.0002617-0.00098677i,0.00051598+4.043e-06i,0.00089649+0.00043693i,0.00062584+0.00011812i,-0.00021806+0.00017969i,-0.00032052+0.00021813i,-0.00019925-8.3193e-05i,-3.6041e-05+0.00028056i
-6.9016e-05+0.00057014i,0.00073715+0.0010514i,0.0013086+0.0015168i,0.0018821+0.0011899i,0.0021164+0.00048423i,0.0015242-5.8498e-05i,0.00081801-0.0010887i,0.00055748-0.00069823i,0.00011468+0.00031543i,-0.00079464-0.00038908i,-0.00088098-0.0013709i,-0.00080452-0.0010159i,-0.0010253-0.0007749i,-0.00048995-0.00097295i,0.00025854-0.00059116i,-0.00051878-0.00037326i,-0.00068779-0.00061293i,0.00020518-0.0003161i,0.00035922-0.00033347i,0.000297-0.0006207i,-0.00018761-0.00035794i,-0.0012389-0.00043187i,-0.00038069-0.00063136i
0.0013973-0.00014046i,0.0013054-0.00041895i,0.0017429-0.0011283i,0.0018556-0.00072679i,0.0011205-0.00027264i,0.00062564-0.00059803i,3.531e-05-0.00044995i,-0.00065629-0.00016299i,-0.00083534-0.00014615i,-0.00018817-0.00012517i,4.0316e-05-0.00025537i,5.634e-05-0.00073397i,0.00088395-0.00045071i,0.00055286-0.00016472i,-9.0942e-05-0.00030976i,5.218e-05+0.00010398i,5.6591e-05+0.00050534i,0.00017382+0.00038685i,-0.00013517+0.00016909i,-0.00098416-0.00015925i,-0.0010033-0.00049471i,-0.00050821-0.0009503i,-0.0006873-0.0010689i
0.001164+0.0013567i,0.0013528+0.0014368i,0.0012809+0.00097927i,0.0014162-0.00024011i,0.0014215-0.0012697i,0.0013381-0.0012543i,2.1526e-05-0.00095013i,-0.00079465-0.00088999i,-0.00050617-0.00034622i,4.7259e-05-3.7081e-05i,0.000832-0.00024557i,0.00095539-7.7859e-06i,-9.9582e-06-8.126e-05i,-0.00078421-0.00036627i,-0.00095039+0.00012179i,-0.0009551+0.00068735i,-0.00057783+0.00054186i,2.6181e-05-0.00017299i,-2.2078e-05-0.00077103i,-0.00034739-0.0002856i,-0.00044401+0.00064599i,-2.3529e-05+0.0012113i,6.6381e-08+0.00093287i
-0.001965+0.0029689i,-0.0023247+0.002303i,-0.0019385+0.0020233i,0.00033786+0.0012741i,0.0016892+0.00035194i,0.0019142-0.00037207i,0.00035892-0.00095607i,-0.00097347-0.00056649i,-0.00029896+0.00014483i,-4.4308e-05+0.00050943i,0.00047176+0.00024039i,0.0013705-0.0004187i,0.00092944-0.0010765i,-5.5815e-05-0.0011565i,0.00017527-1.4146e-05i,0.00012885+0.00018574i,-0.00055979+8.9714e-05i,-6.2235e-05-5.0953e-05i,-9.177e-05-0.00057i,-0.00062628-0.00050457i,-0.00033624+0.0002876i,-2.454e-05+0.0005379i,0.00059883-0.00020781i
-0.00014866+0.0019664i,0.00046284+0.0019631i,0.00056467+0.0019426i,0.0011822+0.0015988i,0.0011732+0.0010289i,0.00044343+0.00050525i,0.00034018-0.00018896i,6.1393e-05-0.000344i,0.00040521+4.3682e-05i,0.00056896-7.7228e-05i,0.00037479-1.4006e-05i,0.00073468+0.00062002i,0.00051911+0.00074316i,-1.2582e-05+0.00010577i,-0.00035483-6.4585e-05i,-0.00029467+0.00060951i,6.4709e-05+0.0011464i,-3.845e-05+0.00089162i,-0.00073966+0.0005152i,-0.00069785+0.00026631i,0.00023259+0.00027117i,0.00010715+0.0001418i,-0.0003017+0.00012393i
-0.00051684-0.00052582i,-2.3745e-05+0.00084633i,0.00022703+0.0013241i,0.00029645+0.0008251i,0.00095763-0.00059907i,0.0015111-0.00057391i,0.00099141+3.7412e-05i,0.00040374-2.9071e-05i,-0.00022814+7.4634e-05i,-0.001159+0.0003676i,-0.00052299+0.00042138i,0.00041289+0.00046461i,0.00088013+0.00059896i,0.0011267+0.0004481i,0.0011611+0.00057246i,0.00056997+0.00065289i,-0.00025712+0.0007509i,-9.3118e-05+0.00062434i,0.00017375+0.00056769i,-0.0002176+0.00062639i,-0.0001925+0.00021771i,0.00011879-0.00050186i,0.00058338-0.00024855i
0.00044988+0.00058116i,0.00069366-0.00087047i,0.00079637-0.0017645i,0.001018-0.0017262i,0.00045536-0.0011549i,0.0001026-0.0010015i,-0.00023097-0.00093786i,-0.00086535-8.258e-05i,-0.00083038+0.00019995i,-0.00040699-0.00011997i,-0.00090766-0.00040336i,-0.00083722-0.00067447i,-6.3406e-06-0.00027669i,0.0009304+0.00029804i,0.00072966+0.00051487i,7.2609e-06+0.00031638i,0.00067543+0.00010292i,0.00060847-0.00010857i,-0.00043571+0.00023029i,-0.00049531-0.00025874i,0.00025169-0.0010242i,0.00059005-0.00093342i,0.00012732+0.0001367i
-0.0017198+0.0018677i,-0.00017211+0.0017744i,0.0020261+0.0018503i,0.002724+0.0025487i,0.001633+0.0019578i,0.00065156+0.00063728i,0.00028524+0.00049256i,-3.1049e-05+0.00043494i,4.2685e-05-0.00018157i,5.5201e-06+2.7499e-05i,-0.00015374+0.00028932i,-0.00016208+0.00031748i,-0.00060653+0.00027869i,-0.00059042-0.0004522i,-0.00030257-0.00046407i,-0.00017638-0.00028135i,0.00061105-0.00049509i,0.00074112+0.00019276i,0.00036863+0.00055359i,-0.00015205+0.00059117i,-0.00072206-0.00031836i,-0.00089633-0.00068351i,-0.00060949-0.00029411i
0.0009496+0.0011446i,0.0013657+0.0011343i,0.0020271+0.0014079i,0.0020866+0.0003012i,0.001515-0.0008482i,0.00095262-0.0014443i,0.0011038-0.0014041i,-0.00016052-0.0006566i,-0.0009344+0.00018989i,-0.00081761+0.00047867i,-0.00091274-0.00023074i,-0.00016223-0.00049875i,0.00017544+0.00038503i,-0.0011147+0.00082381i,-0.0014001+0.00063486i,-0.00041256+0.00034372i,-7.2759e-05+0.00025433i,2.3713e-06+0.00033058i,0.00056639+0.00044513i,0.00047466+0.0005617i,0.00013996-2.8849e-05i,0.00010092-0.0008778i,0.00012155-0.0011972i
-0.0010786+0.0019068i,-0.00043506+0.0019151i,-1.5425e-05+0.0022913i,0.0011378+0.0018575i,0.0012308+0.00014699i,0.00071278-0.0014165i,0.00067661-0.001365i,0.00083635-0.0008383i,0.00043256-0.00067066i,-0.00025209-0.00099175i,0.00057832-0.0010563i,0.0011924-0.00046169i,0.00031288-0.0001993i,-0.00046016-0.00040695i,-0.00082758-0.00056584i,-0.00022707-0.00025629i,0.0004419+0.00031526i,0.00020608+0.00080264i,0.00022842+0.00080677i,1.4671e-05+0.00060422i,-0.00010553+6.4701e-05i,0.00023958+0.00041846i,0.00029656+0.000782i
