0.00028317+0.0004603i,0.0011026-0.00061877i,0.001247-0.0019735i,0.00012993-0.0018586i,-0.0013124-0.00057321i,-0.0023171+0.001419i,-0.0013582+0.0018692i,0.00060806+0.00072748i,0.0014385+0.00024581i,0.0017503+0.000245i,0.0015203-6.9493e-05i,0.0004876+0.00011032i,-3.7539e-05+0.0004823i,0.00024848+0.00040214i,0.00016885-8.0623e-05i,0.00020662-0.00032291i,0.00010324+0.00010162i,0.00015245-0.0001818i,0.00021437-0.00061169i,-0.00051089-0.00075831i,-0.00016079-0.00071968i,0.00046923-0.00011776i,0.00027479+5.4879e-05i
0.00056335-0.00013365i,0.0012808-0.00065409i,0.00031509-0.0022033i,-0.00026357-0.0021851i,-0.00069945-0.00089918i,-0.00097886-0.00060003i,-0.00044818-0.00088544i,-0.00030674-0.00049564i,-0.00055109+7.7897e-05i,-0.00042319-2.5092e-05i,0.00035638+0.00027566i,8.0059e-05+0.00080323i,-0.00035649+0.00055806i,-0.00044525-0.00018067i,-0.00052688-0.00070082i,-0.00053146-0.00038837i,-0.00047251+0.0003439i,-0.00031437+0.00055135i,-0.00035692+0.0003611i,9.6736e-06-0.00051461i,-0.00019558-0.00058155i,-0.00019595-0.00015772i,0.00034414+0.00053732i
0.00070004+0.00048977i,0.00049668+0.00022817i,0.00058001+0.00021641i,-1.8616e-05-0.00056368i,-0.0018051-0.0012439i,-0.0019232-0.00038025i,-0.0015921+1.8142e-05i,-0.0003922-0.00022771i,-6.2355e-05+0.00022353i,-0.00049496+0.0011744i,0.00030442+0.0011654i,0.00059187+2.0444e-05i,0.00052046-0.00024596i,7.6745e-05-6.5795e-06i,-0.00037308-0.00028865i,-0.00013177-0.00065435i,2.1783e-05-0.00025016i,-0.00037835+0.00023416i,-0.00074229+0.00054151i,6.9002e-05+0.00093305i,0.00010439+0.00068009i,-0.00015324+7.2626e-05i,-0.00022184-0.0002605i
0.00097065-0.0015347i,0.00083142-0.0014619i,0.00069572-0.00076636i,0.00018233-0.00058238i,-0.0013729-0.00055743i,-0.0026358-0.00084192i,-0.0023153-0.00074104i,-0.0014666-0.00051418i,-0.00064461-7.8383e-05i,0.00029723+0.00056585i,0.00061583+0.00046967i,-0.0002499+2.8604e-05i,-0.00029329+0.00047223i,0.00056285+0.00075443i,0.001023+0.00053766i,0.00064927+0.00017187i,0.00054714+0.0004738i,0.00024677+0.00032013i,0.00021803-8.0544e-05i,0.00013173-0.00018832i,-0.00037841-0.00010338i,-0.00046778+7.2588e-05i,-0.00020305-9.5823e-05i
0.00050867-0.00016646i,0.0011636-0.0013968i,0.0013849-0.0017294i,-0.00031085-0.00083824i,-0.0013151-0.00076479i,-0.001729-0.00087147i,-0.0014661-0.0014431i,-0.00096385-0.0016829i,-0.00073743-0.0012128i,-0.00047688-0.0010279i,-5.8081e-05-0.00020609i,5.0435e-05-3.4532e-05i,-0.00049404-0.00072337i,-0.00020167-0.00022326i,0.00095494+0.00061673i,0.00065487+9.8436e-05i,-0.00036237-0.0002847i,-0.00070408-0.00049511i,-0.00058051-0.00024247i,-0.00038137-0.00017519i,-0.00024807-0.00078216i,-0.00055809-0.00056527i,-0.00056082+0.00041804i
-0.0010413+0.00052817i,-0.00017078+0.00060802i,0.00010019+0.00057561i,2.3586e-05+0.00064303i,-0.00023375+0.00023884i,0.00038201-0.00010012i,0.00085592+9.0974e-05i,0.00081951+0.00058864i,0.00024788+0.00077185i,-0.00081434+0.0004297i,-0.00041285+0.00060514i,0.00072101+0.00056588i,0.00046368+9.3551e-05i,0.00014308-0.00028366i,-0.00015854-0.00031991i,-0.00032373+0.00027012i,-0.00015283+0.00011465i,-9.2686e-05-0.00013056i,0.00013971+3.8934e-05i,0.00011559+0.00019555i,-0.00098153+0.0001941i,-0.0012847-0.00022381i,-0.0003366-0.00030181i
0.0016602+0.00057646i,0.0017836-0.00056085i,0.0019371-0.0011296i,0.0005145-0.0012522i,-0.00099837-0.0013629i,-0.0012168-0.0011004i,-0.00037053-0.00070838i,0.00025547-0.00042693i,-0.00019493-0.00061665i,-0.00052004-0.00092845i,-0.00035092-0.0013014i,0.00016021-0.00091253i,-8.5426e-05-0.00053547i,-0.00064385+0.00013065i,-0.00078178+0.0004981i,-0.000802+2.55e-05i,-0.00012387-0.00029471i,0.00028521-0.00028925i,0.00019491-0.00046794i,-2.7786e-05-0.00097923i,-0.0006798-0.00099631i,-0.00060812-0.00012689i,-5.7875e-05+0.00083477i
-0.00081346-0.00047934i,-0.00093914-0.0018843i,-0.0011374-0.00082995i,-0.0011674+0.00016199i,-0.0011789+0.00068087i,-0.00083322+0.0012245i,-0.00037888+0.00060452i,-0.00019905-0.0002257i,-0.00062252-0.0002883i,-0.00036952+0.00046362i,1.0613e-05+0.0011265i,-0.00043274+0.00086626i,0.00014888-0.00014471i,0.00046339-0.0006681i,-0.0001715-0.00033958i,-0.00042527+5.479e-05i,-0.0005809-2.5751e-05i,-0.00010138+0.00046105i,7.3187e-06+0.00067946i,-0.00051265+0.00035598i,-0.00040796+0.00023903i,-4.024e-06+0.00028586i,0.00041507+0.00033621i
0.0016949-0.0008447i,0.001991-0.0022567i,0.0013663-0.0031576i,0.00013441-0.002617i,-0.00085356-0.0015364i,-0.0011358-0.0010025i,-0.00038195-0.00058158i,-0.00039435-0.0003721i,-0.0005121-0.00055133i,-0.00028261-0.00050418i,-0.00021571-0.00017097i,-0.00019511-1.2019e-05i,0.00027431-0.00021332i,0.00015751-0.00074254i,-0.00052625-0.00064305i,-0.00077881+0.00045915i,-0.00088263+0.00019242i,-0.00034559-0.00012155i,-0.00047684+0.00012015i,0.00036535-0.00010669i,0.0012771-0.00012167i,0.00067802-6.0146e-05i,0.00057434-0.00035375i
-0.00015638+0.00072424i,-0.00012178+0.00068279i,-0.00022522+0.00061795i,7.7111e-05+0.00091327i,-9.456e-05+0.00081949i,-0.0010793-0.00016264i,-0.0014298-0.00069826i,-0.00099151-0.00026697i,-0.00041964-8.9223e-05i,-8.3161e-05-0.00072047i,-6.1763e-05-0.0004734i,2.4905e-05+0.00021822i,-0.00033487+0.00075531i,-0.00081645+0.0007352i,-0.001017+0.00029716i,-0.0012646-0.00027405i,-0.0013319-0.00059198i,-0.00063641-0.00047688i,0.00043798-7.1835e-05i,0.00054812+0.00011678i,0.00023242+3.2981e-05i,0.00042269+0.00040356i,0.00046642+8.6991e-05i
-0.0011997+0.0014232i,-0.00041579+0.00042432i,0.00041744+0.00088456i,0.00042707+0.0016079i,-0.00012831+0.0009024i,-0.00020658+0.00012693i,-0.00037611-0.00041095i,-0.00045524-0.00047385i,-0.00050727+0.00036884i,-0.00030652+0.0011367i,0.00027761+0.00088436i,0.00044792+0.00019148i,0.00026902-0.0005071i,0.0001688-0.00080706i,0.00016987-0.00088998i,0.00055002-0.0009863i,0.00089958-0.0014365i,0.00040164-0.0013952i,-6.8484e-05-0.0002567i,0.00099335+0.00052816i,0.0014275+0.00018914i,0.00011593-0.0001385i,-0.00036784+0.00038927i
-0.00059109-0.0011148i,-0.00079422-0.00065666i,-0.0016919-0.00023347i,-0.0024934+0.00041602i,-0.0020751+0.00038968i,-0.0012916+4.8628e-05i,-0.00096178+0.00050251i,-9.782e-05+0.00061355i,0.00047972+0.00028607i,0.00034264+0.00037993i,0.00046923+0.00031975i,0.00049012-0.00018841i,-0.00056072-0.00022814i,-0.0004559-0.00091888i,0.00034884-0.0012138i,0.0009507-0.00083689i,0.00081038-2.992e-05i,0.00010358+0.00033445i,-0.0002626+0.00012007i,-0.00028776+0.00077439i,0.00011394+0.00094562i,-0.00012444+0.00026407i,-0.000824-0.0001832i
0.00042444-0.00079491i,0.00012053-0.001059i,0.00024604-0.00076788i,-0.00075443-0.0011428i,-0.0020436-0.0015961i,-0.0024104-0.00042022i,-0.0023125+0.00038693i,-0.0011598-0.00030954i,0.00022938-0.00087882i,-9.1974e-05-0.00031743i,-0.00049839+5.0746e-05i,-1.5153e-05+0.00031777i,-0.00017832+0.00058651i,-4.5098e-06+0.00017463i,0.00079862-0.00081366i,0.00075924-0.0014562i,0.00054032-0.0013904i,0.00045919-0.00061637i,-0.00017984+0.0006103i,-0.0004787+0.0011086i,-0.0007862+0.0005131i,-0.0007547+0.00010998i,-0.00019982-0.00014882i
0.00028738-0.00028579i,0.0002065+0.00012927i,-0.00025348-0.00044797i,-0.00090009-0.0012657i,-0.0013394-0.0014411i,-0.0015219-0.00092214i,-0.0014162-0.00075036i,-0.00095665-0.00059821i,-0.00060427-0.00030716i,-0.00039416+0.00023106i,0.00030635-2.1504e-05i,0.0007354-0.0007686i,0.00083608-0.00055151i,0.00020561-0.00039609i,-0.00094649-0.00021303i,-0.00095017-0.00010764i,0.0006131-0.00012418i,0.00059197-4.8814e-06i,-0.00066464-0.00016709i,-0.00058431-0.00044607i,-0.00012813-0.00060262i,-0.00010658+0.00020925i,-0.00033634+0.00044713i
-0.00082237+0.00066417i,-0.00052911+0.0012794i,-0.00088867+0.0018488i,-0.00070804+0.00082902i,-0.00030181-0.00036921i,-0.00027654-0.00039444i,-0.00070407-0.00021342i,-0.00013428-0.00027858i,8.8086e-05+0.00041455i,-0.00037491+0.00054822i,0.00015123+0.00037889i,0.00032411+0.0001409i,-3.5568e-05-0.00032073i,6.229e-05-0.00037271i,-0.00013576+6.3179e-05i,-0.00049182-0.00023054i,-0.0005904-0.00027906i,1.5388e-05-0.00029525i,0.0012782-0.00069655i,0.0012579-0.00029038i,0.00022698+7.113e-05i,-0.00038255-0.0004031i,-0.00075098-0.00035444i
0.0011501-0.0003845i,0.001268-0.0010792i,0.00088473-0.001261i,-0.00056751-0.0013307i,-0.0018521-0.0010894i,-0.0018891-0.00027643i,-0.0010669+7.8163e-06i,-0.00054796-0.00048564i,-0.00042239-0.00092677i,-8.6431e-05-0.001041i,0.0001184-0.00082146i,-0.00054233-0.00049258i,-0.00053255-0.00047409i,6.7034e-05-4.2348e-05i,6.2157e-05-0.00034844i,-9.6316e-05-0.0010368i,-9.0603e-05+0.00023355i,-0.00022466+0.00068218i,-0.00033514-3.7433e-05i,-0.00025702-0.00029003i,0.0007138-0.00037334i,0.0013234-0.00046237i,0.001447-6.2378e-05i
-7.3895e-05-0.00022882i,-0.0001551+9.6395e-07i,-0.00014556-0.00031208i,-0.00065611-0.00045275i,-0.001192-0.00046399i,-0.0010055-0.00028655i,-0.00083874+0.00019594i,-0.00064596+1.5888e-05i,3.4948e-05-0.00054774i,0.00033283-0.00062944i,0.00024508-0.00026852i,0.00028325-0.00016526i,0.00025231-0.00039687i,-5.7705e-05+0.00055184i,-0.00049421+0.0010035i,-0.00032777+0.00015807i,8.9623e-05+9.2695e-05i,0.00019674+0.00041751i,3.1158e-05+0.00014719i,0.00027081-0.00036497i,0.00065085-0.00072181i,0.00067252-0.00017272i,0.00065437-5.0688e-05i
0.0017257+0.00049543i,0.0023523+0.00055551i,0.0020392-0.00010672i,0.00038142-0.0021714i,-0.0013169-0.0025721i,-0.0014783-0.0012523i,-0.00040284-0.00083889i,0.00030544-0.0010152i,0.00033867-0.00075751i,0.00048728+0.00016718i,0.00061555+0.0012434i,0.00060527+0.0010376i,-0.0003077+0.00022223i,-0.0010428-8.2387e-05i,-0.00060754-0.00013615i,-6.8795e-05+0.00027791i,0.00038159+0.00074713i,0.00038512+0.00040315i,0.00027582-8.5594e-05i,7.3737e-05+0.00022252i,8.4088e-05+0.00033191i,0.00032991+0.00045933i,0.00012979-0.00027937i
0.00040377+0.0021917i,0.00048641+0.0016327i,0.00044276+0.00047068i,0.00063719-0.00049976i,0.00048693-0.0013114i,-0.00020004-0.001402i,-0.00046064-0.00054542i,-0.00011862-9.8635e-06i,0.00040101+0.00025413i,0.00045673-0.00010834i,0.0005994-0.00039912i,0.00091798-0.00045776i,0.00037961-3.0136e-05i,-0.00045681+0.00051901i,-0.00095399-0.00010441i,-0.00086313-0.00078447i,-0.0002634-0.00082203i,0.00036485+0.00050718i,0.00016+0.0013227i,-0.00061528+0.00024081i,-0.00052893+0.00016578i,0.00029614+0.00063686i,0.00013826+0.00070448i
-0.00078379-0.0016622i,-0.0019074-0.0022054i,-0.0021328-0.0014499i,-0.0019966-7.904e-05i,-0.0018802+0.00073808i,-0.0014178+0.00068282i,-0.00065034+0.00048414i,-0.00046249+0.00018931i,-0.00031929-0.00044098i,-7.2704e-06-0.00062379i,-6.2461e-05+0.00020963i,-0.00027303+0.00063921i,-0.00058969+0.00053258i,-0.0004041+3.9755e-05i,-0.00010216-0.00017104i,0.00031211-0.00038276i,0.00078101-0.00075679i,0.00081157-0.00017531i,0.00068605+0.00061105i,0.00042694+0.00065045i,-8.5692e-05+0.0001926i,9.337e-05-0.00037246i,0.00026299+0.00013883i
0.0022739-0.0021432i,0.00095277-0.0016502i,-0.00055465-0.0010307i,-0.0012968-0.00047423i,-0.0012916-0.00011749i,-0.0014154+0.00023958i,-0.0012373+3.392e-05i,-0.00041957-6.0245e-05i,0.00044083-2.8362e-05i,0.00063845+0.00055375i,-0.00017646+0.00076841i,-0.0005347+0.00027722i,-0.00018896+0.00026509i,7.7196e-05-0.00010745i,7.8461e-05-5.5769e-05i,0.00052364+0.00031663i,0.00082757+0.0004162i,0.0007097+0.00040884i,0.00065122+0.00042443i,0.00029003+0.00014896i,5.4568e-05-0.00035196i,-0.0001095-0.00032393i,-0.00055173+0.00014406i
-0.00018152+0.001225i,-0.0004404-0.00025583i,-0.00010646-0.00068761i,0.00034976-0.0007629i,-0.00055497-0.0010187i,-0.0012307-0.0010424i,-0.00016661-0.00058226i,0.00011091+6.023e-05i,-0.00064919+0.00012879i,-0.00018324+0.00031508i,-0.00011168+0.00068449i,-0.00043898+0.00044012i,-0.00061447+0.00045129i,-0.00090252+0.001039i,-0.00085944+0.0004199i,-8.247e-05+8.6998e-05i,0.00037115+0.00086519i,0.0001027+0.00055614i,-0.00043256+0.00030916i,-0.00035748+0.00082133i,0.00023506+0.0010251i,0.00025104+0.00049973i,0.00050511-8.3719e-05i
0.00099372-0.0022408i,0.0010387-0.0022125i,0.00029147-0.0014816i,0.00017728+0.00019936i,-0.00034304-2.366e-05i,-0.00059272-0.00083613i,0.00055478-0.00046616i,0.00052146+0.0003758i,-0.00079054+0.0010615i,-0.00052756+0.00064986i,0.00040319-0.00045499i,0.00063978-0.00041214i,-0.00020581-0.00070418i,-0.00040118-0.00028455i,-0.00033799+0.00018735i,-0.00022534-0.00026534i,1.266e-05+0.00047438i,-0.0004964+0.00083436i,-0.00077909+0.00050459i,-0.00026355+0.00027103i,0.0003126+0.00030091i,4.3369e-06+0.00036607i,-0.00069305-2.0563e-05i
-0.0013862-0.0015158i,-0.0024658-0.0012638i,-0.0024857-0.00090465i,-0.0018915-7.9268e-05i,-0.0022367+0.00072767i,-0.0017837+0.00078373i,-5.6808e-05+5.9121e-05i,0.0003321-0.00051244i,-0.0006131-0.00077864i,-0.00061031-0.00023932i,-6.486e-05+1.8888e-05i,0.00036572-0.00054635i,9.9766e-05-0.00059287i,-0.0003002-4.1613e-05i,0.00014343+0.00012594i,0.00070302+9.5296e-05i,0.0001412-0.00027949i,-0.000932-0.00090664i,-0.0011886-0.00068858i,-0.00037971-0.0003241i,0.00033631+0.00044125i,6.1356e-05+0.00023363i,-9.4029e-05-0.00047033i
-0.00041056-0.0025321i,-0.00070979-0.0019961i,-0.0018857-0.0021681i,-0.003151-0.0015546i,-0.0036127-0.00016676i,-0.002805+0.00042841i,-0.0021445+3.6301e-06i,-0.0012641+9.311e-05i,-0.00038878+0.00056755i,0.00080067+0.0005355i,0.0012048+6.7147e-05i,0.00017078-1.4644e-05i,-0.00027084-0.00026148i,0.00026551-0.0010537i,0.00042487-0.00093887i,-0.00043617-0.00017769i,-0.00022538-0.00019241i,0.00069332-0.00057623i,0.00044159-0.00011601i,-0.00061313+0.00022123i,-0.00076622+0.00018682i,-0.00035641+0.00010506i,-0.00014105-0.00051966i
-0.00098757-1.957e-05i,-0.0020764+0.00030324i,-0.0026013+2.1683e-06i,-0.0024749-0.00010086i,-0.0029438-0.00015671i,-0.0019821-0.00090413i,-0.00028247-0.001485i,0.0005518-0.00078862i,0.00069929+0.00030416i,-0.00012572+0.00071175i,-0.0010276+0.00066828i,-0.00094827+0.00021925i,0.00014663-8.5089e-05i,0.00064395+0.00011319i,0.00025863+0.0001574i,0.00070011+0.0001989i,0.00082325+0.0005191i,0.00032282+0.00082229i,5.5633e-05+0.00053945i,-0.00034045+0.00037739i,-0.00021596+0.00012626i,0.0003078-0.00010252i,0.00047316-0.00012897i
-0.0012239-0.0013742i,0.00013247-0.00088483i,-8.1791e-05-0.00083173i,-0.00095205-0.00042798i,-0.00062801+0.00047822i,-0.00044769+0.00050593i,-0.00054404-0.00032617i,6.5269e-05-0.0009118i,8.1124e-05-0.00052068i,-0.00048+0.00054501i,-0.00099905+0.0011623i,-0.00081887+0.00066118i,-9.3681e-05+0.00027832i,-0.00044593-0.00025603i,-0.00062808-0.00092623i,0.00038595-0.00090581i,0.00036413-0.00038719i,-0.00088764-0.00020436i,-0.0011889-0.00053322i,-0.00081604-0.00082441i,-0.00089432-0.00073696i,-0.00067258-0.0010397i,-8.6251e-05-0.0011448i
-0.00029096+0.00036942i,0.00019322+0.00038587i,3.766e-05-7.3805e-05i,-0.00056751-0.00013127i,-0.0017183-0.0010272i,-0.0017031-0.0014932i,-0.0011953-0.00060604i,-0.0010805-7.2955e-05i,-0.00084555-0.00046996i,-0.0002739-0.00098139i,0.00051099-0.00070352i,0.00016103-0.00080795i,-0.00084112-0.00063775i,-0.00087935-9.1575e-05i,-0.00051436-0.00096309i,0.00017581-0.0014152i,0.00035285-0.001178i,0.00064387-0.00042516i,0.00056043+0.00061911i,-0.00025718+0.00065391i,-0.00055508+2.4925e-05i,-0.0001875-0.00036325i,-0.00047303-0.00029258i
-0.0019486+0.00041145i,-0.001009+0.0006009i,-0.00083995+0.001405i,-0.0007161+0.00030617i,-0.00057206-0.00048883i,-0.00088873-0.00020856i,-0.0013547-0.00028322i,-0.00147+0.00010219i,-0.0010636+0.0006123i,-0.00014746+0.00098947i,0.00066105+0.0010285i,0.00026333+0.00042395i,-8.9742e-05-0.00014927i,-0.00063677-0.00056403i,-0.00078332-0.00060229i,1.0273e-05+8.7885e-05i,0.00041572+0.00017707i,-2.8645e-05-0.00013739i,0.00016858+0.00039005i,0.0001098+0.00061971i,0.00016183+0.00013378i,0.00012821-0.0002647i,-0.00035078-0.0007621i
0.0019753-0.00043376i,0.0011167-0.00051672i,0.00049379-0.0012092i,-0.00038135-0.00065295i,-0.0015493-0.00013104i,-0.0017225-0.0005241i,-0.0012002-0.00061831i,-0.00062456-0.00018014i,-7.7967e-05-0.00057138i,0.00036205-0.00062718i,0.0002187-0.00029822i,-9.8268e-05-0.00013509i,0.00012641-6.7396e-05i,-3.0656e-05+8.487e-05i,-0.0010633+0.00084602i,-0.00082739+0.0012919i,0.00050988+0.00040628i,0.00086637-0.00042847i,0.00027197-0.00031064i,-0.00026998+0.00039319i,-0.0004967+0.00054056i,-0.00016342+0.00062609i,0.00017477+0.00063668i
0.00081692-0.00030277i,0.00060425-0.00055437i,0.00020379-0.0011296i,0.00050518-0.0014102i,0.00055741-0.00067048i,0.00036167+0.00013884i,-0.00054345-2.666e-05i,-0.0010082-0.00035944i,-0.0004139-0.00028907i,-0.00031352-0.00064475i,-0.00017307-0.00024401i,0.00012583+0.00032895i,0.00046963-5.9041e-06i,0.00058518-0.00054643i,-4.0521e-05-0.00096525i,2.9584e-05-0.0012019i,-0.00032757-0.00043103i,-0.0010851+0.00027148i,-0.00061138+0.000215i,-0.00027769+0.00034437i,-0.00031313+0.00015133i,0.00033319+5.2898e-05i,0.00061134+0.00010072i
0.00083735-0.0027472i,0.0010498-0.0024863i,0.00053288-0.0023194i,-0.0007054-0.0020749i,-0.0013978-0.0014338i,-0.0013602-0.0010369i,-0.0012072-0.0013446i,-0.00050211-0.00077917i,-0.00066785-0.00034404i,-0.0013175+0.00019296i,-0.00041851+0.0012413i,-1.3883e-05+0.00091367i,-0.0001455-5.4975e-05i,0.00047206+0.0003675i,0.00081138+0.00026115i,0.00051593-8.1184e-05i,0.00037348+0.00074432i,0.00036726+0.0011458i,-0.00035654+0.00027874i,-0.00033862-0.00061172i,-8.5903e-05-0.00029973i,-0.00011928+0.00038588i,-0.00081524+0.0011826i
0.00049945-0.00039608i,0.00068003-0.0012134i,0.00043147-0.0015771i,-0.00022265-0.00099802i,-0.0010587-0.00028373i,-0.0010229+0.00038566i,-0.00091234+0.00051008i,-0.00077571+0.00078892i,-0.00016883+0.00080622i,0.00030164+0.00034637i,0.00017644+0.00035342i,0.00036384-0.0002455i,0.00091593-0.00062576i,0.0006952+0.000198i,-3.3632e-05+0.0013618i,-0.00010537+0.0012053i,3.5203e-05+0.00033416i,4.9496e-05+0.00075195i,-0.00010108+0.00073423i,3.1753e-05-0.00013814i,-0.00010486-0.00045011i,-2.0059e-05-0.00038604i,0.0003284-4.6385e-05i
0.001275-0.001887i,0.00054026-0.0020819i,-0.00056767-0.0023745i,-0.00093984-0.0023592i,-0.0016677-0.0016208i,-0.0017851-0.00034844i,-0.0018603+0.0004115i,-0.00085531-0.00050954i,-0.00015859-0.00042518i,0.00032041+0.00046447i,0.00079614+0.00059865i,-0.00027385+0.00035178i,-0.0004388-6.3447e-05i,0.00048457+0.00013023i,0.00069062-1.2543e-05i,0.00081723-0.00032607i,0.00088209+9.4824e-05i,0.00037396+0.00027204i,-0.00016617+2.0076e-06i,-0.00071171+9.7137e-05i,-0.00028439+0.00052152i,3.7252e-05+0.00029482i,0.00027236+2.644e-05i
0.00048022-0.00046312i,0.00012485-0.00019207i,-0.00073182-0.00079923i,-0.0015398-0.0010403i,-0.0021328-0.001266i,-0.0028648-0.00088018i,-0.0026948-0.00029947i,-0.0014218-0.00019503i,-0.00086875-0.00044642i,-0.00057499-0.00058826i,0.00062939-0.00026168i,0.0014652+0.0007368i,0.0012707+0.00084795i,0.0010942-0.00022552i,0.00020971-0.00048296i,-0.00034764+0.00046322i,2.7891e-05+0.0010677i,0.00030359+0.00074098i,0.00058075+0.00047072i,0.00032364+0.00049347i,-4.6313e-05+0.00053933i,-2.4135e-05+0.00015776i,-0.00030142-0.00044399i
0.0024418+0.00083071i,0.0029874-3.3177e-05i,0.002569-0.0010712i,0.00023098-0.0018907i,-0.0014783-0.0021997i,-0.0019049-0.0012608i,-0.0011859+4.9513e-05i,-0.00038728+0.00042934i,-0.00013592+1.4804e-05i,-0.00087027-0.0002663i,-0.00077608-0.00053059i,-1.7842e-05-0.00016944i,0.00017551+0.00026709i,0.00045042+0.00029652i,0.00071823-3.4099e-05i,0.00083347-4.2743e-05i,6.0325e-05+0.00031535i,-0.00058642+0.00015512i,-7.6399e-05+2.9504e-05i,0.00035304+0.00030176i,0.00027687+0.0003185i,0.00022588+0.0010051i,0.00034856+0.001031i
-0.0011854-0.00048509i,-6.067e-05-0.0006836i,-0.00024826-0.00062039i,-0.00051601-8.415e-05i,-0.0012586+0.00032149i,-0.0018804+0.00028368i,-0.0013958+0.00081449i,-0.00016275+0.00070162i,0.00034136+0.00014268i,0.0006065-0.0001595i,0.00045454-0.00029648i,-0.00074671-0.00036814i,-0.000411-0.00037562i,0.00049138-0.00045021i,0.00040587-0.00079105i,0.00028257-0.00091185i,0.00024993-0.00088699i,-0.00036847-0.0011361i,-0.0005689-0.00058383i,-0.00028702+4.4858e-05i,-0.00016398+1.4008e-05i,0.000189-0.00079979i,0.00051207-0.00084448i
-0.00036298-0.00080768i,0.00018826+1.2951e-05i,2.1485e-06+0.0012822i,-0.00015642+0.0015281i,0.00020371+0.00068997i,0.00033504+0.00053371i,-3.4658e-05+0.00065074i,-5.0912e-05+0.00058896i,0.0001968+0.00044837i,-0.00012393+0.00056011i,-2.3383e-05+0.00066235i,0.00023705+0.00034884i,-0.00054461-0.0001307i,-0.0007701-0.00017655i,-0.00071715+0.00029092i,-0.00050885+0.00012991i,-1.6924e-05-0.00061425i,-0.00030952-0.0011028i,-0.00044812-0.00068534i,0.00039215-0.0011521i,0.00079804-0.0010129i,0.00042851-0.00063056i,0.00031024-9.6579e-05i
0.00023964-0.00017486i,0.00039443-0.00054555i,-0.00038308-0.00051205i,-0.0010406-0.0011935i,-0.0016978-0.0016395i,-0.0020067-0.0010126i,-0.00088039-0.00041381i,-7.7685e-05+5.5963e-05i,-0.00064836+0.00051689i,-0.00095973+0.00062752i,3.4951e-05+0.00050592i,0.00084927+0.00028202i,0.000789+0.00023301i,0.00053765-0.00045955i,0.00042617-0.00096642i,0.00079702-0.0008235i,0.00064819+0.00017061i,0.00013716+0.00037292i,0.00023771-0.000243i,0.00036227-2.9966e-05i,-7.2815e-05+0.00012699i,6.2796e-06-0.00028538i,-0.00013141+0.00022612i
0.00012802+0.00032697i,0.00035885+0.0006723i,0.00075264+0.001537i,5.8443e-05+0.0016242i,-0.0012511+0.00070419i,-0.0014926+0.00012046i,-0.0008257-0.00026136i,-0.00048701-0.00037762i,-0.00082776-0.00040863i,-0.00072429-0.00016415i,2.3967e-05+0.00026079i,0.00035496+0.00032126i,0.00057754-2.4199e-05i,-0.0002313-0.00098351i,-0.0012444-0.0010199i,-0.00064317-0.00017373i,0.00021146-0.00042409i,0.00061047-0.00065467i,9.5025e-05+2.6174e-06i,-0.0003964+0.00074583i,-0.00089572+0.00071796i,-0.0010543-0.00029688i,-0.00010113+7.5465e-05i
-0.0026093-0.00094264i,-0.0025658-0.0009822i,-0.0017712-0.00085865i,-0.0018938+0.00041019i,-0.0020616+0.00093058i,-0.00088205-0.00027939i,0.00020032-0.00054972i,0.0005996+0.00032055i,0.0006839+0.00057418i,0.00068195+0.00022023i,0.00012229+0.00036788i,0.00055498+0.00031472i,0.0011506-0.00055131i,0.0003166-0.00089229i,-0.00013374-0.00071861i,-0.00030451-0.00027572i,-0.00046291+0.00011879i,-0.00021669-0.00030247i,-0.00021191-0.00045746i,-0.00024741-0.0006816i,-2.112e-05-0.00051058i,1.3276e-05+4.5477e-05i,-0.00020097-0.00013832i
0.00072205-7.9896e-05i,0.0013349+0.00026872i,0.00030036-0.00048477i,-0.00049585-0.00046736i,-0.00010635-5.9774e-07i,-0.00076652-0.00060724i,-0.0013302-0.00049606i,-0.00090289-0.0002882i,-0.00034765-0.00067509i,2.1585e-05-0.0005247i,-0.00011174-0.00049299i,-5.636e-06-9.8354e-05i,4.5582e-05+0.00054338i,-0.00040046+0.00086286i,-0.00050038+0.0010021i,3.7076e-05+0.0003103i,0.0002413-0.00030821i,0.00012502+0.00022492i,-0.0002241+0.00039006i,-0.00013851-0.00037834i,-8.5468e-06-0.00050706i,-3.1802e-05-0.00042514i,0.00042029-0.00083956i
6.1507e-06-0.0015852i,-0.00025636-0.0019184i,-0.00054398-0.0012501i,-0.0012179-0.00016441i,-0.0019279+8.2281e-06i,-0.0013576-0.00038803i,-0.00082748-0.00050231i,-0.00011078-5.279e-05i,0.00064289+0.00017349i,7.5466e-05+0.00053739i,-0.00018083+0.00097087i,0.00051914+0.00073837i,0.00054412+0.00031787i,-0.00034581-0.00043116i,-0.00062019-0.00071366i,-0.00013658-0.00039654i,5.8689e-05-0.00040328i,-0.00044418-0.00098086i,-0.00034845-0.00063606i,-0.00014715-2.6448e-05i,-0.00059377+9.6059e-05i,-0.00037451+0.00062734i,-3.5815e-05+0.0011982i
