0.0022015+0.00032959i,0.0015885-0.00070073i,0.00093984-0.0024926i,-0.00044257-0.0030637i,-0.0015377-0.0021802i,-0.0018611+0.0003096i,-0.00065476+0.0021682i,8.6289e-05+0.0024607i,0.00044802+0.001364i,0.00073487-0.00056276i,0.00048041-0.0011559i,0.0001471-0.00010008i,0.00019333+0.00024636i,0.00050327+0.00011069i,0.00029167-0.00041086i,0.00024326-0.0011084i,-4.9865e-05-0.00042381i,-0.00049642+0.00016026i,-0.00032092-3.6408e-05i,-0.00034814-0.00030863i,-0.00054985-7.271e-05i,-0.00043383+0.0009159i,0.00030097+0.00084167i
-0.0025142-0.0019278i,-0.0024974-0.0022307i,-0.0020213-0.0010353i,-0.00083377+0.00041967i,0.00010017+0.0011343i,-0.00023482+2.089e-05i,7.9101e-05-0.0012855i,0.00073748-0.00028985i,-0.00023789-4.2681e-05i,-0.00095336-0.00030563i,-0.00036703-0.00058684i,6.4794e-05-0.00065051i,0.00020446+4.7346e-05i,0.00010412+0.00029428i,-0.00018499+0.00015706i,-2.9741e-05-0.00012324i,0.00026187-0.00045776i,-0.00017338-0.00089624i,-0.00039536-0.00092949i,-0.00016667-0.00044805i,-5.5926e-05-0.00070929i,-0.00015802-0.00097129i,-0.00011214-0.00011602i
0.00063326-0.00092509i,0.0011539-0.00043878i,0.0018307-0.00097058i,0.0016179-0.0008546i,0.0009302-0.001132i,0.00065549-0.00082831i,0.0017314+0.0004394i,0.0016042+0.00054219i,0.0001499+0.00046751i,-0.00019533+0.00034241i,-5.1668e-06+0.00010336i,-7.707e-05+0.00024179i,-0.00026287+0.00031442i,0.00045897+0.00014294i,0.00084935+9.8366e-05i,0.00020417-9.0133e-05i,-0.00015463+0.00014736i,-0.00016093+0.00060473i,1.8019e-05+0.00060998i,-0.00036261+0.00025917i,-0.00073195-0.00019008i,-0.00014499-0.00029003i,6.893e-05-4.5646e-05i
0.0011732+0.0019467i,0.0019765+0.0010799i,0.0025373+7.338e-05i,0.0022081-0.00088273i,0.00063103-0.0014589i,-0.00047287-0.0013632i,-0.00010041-0.00045222i,0.00011589-0.00013806i,0.00032357-0.00070013i,3.7606e-05-0.0011138i,0.00018823-0.0012253i,0.00070356-0.0015605i,-0.00017521-0.0010521i,-0.0012639-0.0001231i,-0.00045234+0.00022304i,0.00043331+0.00027675i,0.00062861+0.0002031i,0.00043693+5.164e-05i,0.00063487+0.00083907i,0.0011819+0.001292i,0.0015022+0.0015176i,0.0012238+0.0012171i,0.00083191+0.00029372i
0.00023567+0.00061495i,-5.4891e-05+0.00064042i,0.00051782+5.0187e-05i,0.00073057-0.00067902i,0.00072259-0.001331i,0.00086202-0.00029689i,0.00064265+0.00072414i,-0.00021077+0.00092183i,-0.00070514+0.00069548i,-0.00099323+0.00061283i,-0.00046608+0.0008513i,-0.00032614+0.0012869i,-0.00087817+0.0010406i,-0.00058828+0.00062337i,-0.00011068-0.00037592i,0.00024119-0.00045264i,0.0002891+0.00050613i,0.00065186+0.00037457i,0.00091622+0.00030191i,0.00037123+0.000219i,0.00038863+0.00031546i,0.00057005-8.3638e-05i,0.0011453-0.00064614i
-0.0023011+0.0015464i,-0.0020487+0.0025916i,-0.0021627+0.0029193i,-0.00094693+0.0023991i,0.00050776+0.00021046i,0.0013124-0.0011726i,0.00013977-0.00099314i,-0.0013523-0.00058488i,-0.0012975-0.00039387i,-0.00056826-0.00014655i,0.00046369+7.8676e-05i,0.0010888-0.00071209i,0.00064408-0.0019191i,0.00047359-0.0017145i,0.00034158-0.00081016i,0.000199-0.00038993i,0.00044172-0.00013888i,0.00020551-0.00036924i,-0.00021803-7.8002e-05i,-0.00029172+0.00044369i,-0.00031045+0.00011122i,-0.0003482+0.0001428i,-0.00051064+0.00030836i
0.0014453-0.0020635i,0.00081616-0.0025395i,5.1651e-05-0.0025627i,-0.00011154-0.001715i,-0.00045456-0.0012074i,-0.00029864-0.00036954i,0.00017363+0.00071954i,9.5734e-05+0.00060883i,-0.00028243-0.0002368i,-0.00030587-0.00078181i,-8.7789e-05-0.0010414i,-9.4605e-05-0.00094079i,0.00013262-2.5259e-05i,-9.4401e-05+0.00042752i,-7.9131e-05-0.00028495i,0.00047256-0.00040978i,0.00030207+0.00042094i,0.00014726+0.00080529i,0.00013718+0.00011139i,-0.00062131-0.00035106i,-9.5078e-05-0.00033035i,0.00056185-0.00019025i,-0.00050168-0.00030621i
-0.001795+0.000128i,-0.0026117+0.0023875i,-0.0021298+0.002957i,-0.00053424+0.002761i,0.0007292+0.0020241i,0.0010755+0.0017391i,0.0011332+0.00047555i,0.00082068-0.00067498i,-0.00023645-0.00021834i,-0.00086697-0.00011694i,-0.00067434+0.00018375i,-0.00025103+0.00026432i,-2.8515e-06-9.3027e-05i,-0.00016228-0.00014394i,-6.6684e-05+8.7955e-05i,0.0006672+0.0010745i,0.00047707+0.0012838i,-0.00011991+0.00044348i,-0.00042463-3.9781e-05i,3.9596e-05-0.00046097i,0.00071153-0.00086579i,0.00073093-0.00024316i,-0.00024375+0.00046412i
-0.002077+0.0012909i,-0.00084737+0.0027573i,-0.0014009+0.0032612i,-0.00031834+0.0015561i,0.0015205-0.00048319i,0.001476-0.0010457i,0.00076901-0.00080678i,0.00059319-0.00059852i,-0.00024371+0.00043084i,-0.0003024+0.00090923i,0.00026876+0.0011i,0.00036523+0.0011623i,-2.7257e-06+0.00020751i,-0.00057782-0.00047701i,-1.6386e-05-0.00020411i,8.1957e-05-4.8639e-05i,-0.00024339-0.00014718i,0.00028141-0.00035427i,0.00017429-0.00026194i,0.00011528+0.00019706i,8.2065e-05-1.7053e-05i,-0.00020476-0.000301i,-0.00041219-0.00031729i
0.00015757+5.0491e-05i,0.00081018+0.00017182i,0.00010897+0.00014143i,5.2171e-05+0.00024403i,0.0002039+0.00055274i,-0.00059107+0.00032415i,-0.00064468+6.7241e-05i,-5.2629e-05-0.00055739i,-0.00037929-0.0011126i,-0.00029279-0.00073662i,0.00061501-0.00066879i,0.00059955-0.00031703i,-0.0003656+9.1734e-05i,-0.00078449+0.00010036i,-0.00031721+0.00029607i,-0.00027321+0.00030229i,-0.00049203+4.6075e-07i,-5.0924e-05-0.00011741i,0.00091966+0.00028939i,0.001049+0.00023633i,0.00053326+0.00031673i,-0.00041974-7.2678e-05i,-0.00086949-0.00050217i
0.0008804-0.0016709i,0.00039863-0.001596i,-0.00057525-0.00016051i,-0.00077472+0.00099259i,6.2157e-05+0.0016539i,0.0015782+0.0013514i,0.001871+0.00015133i,0.0011097-0.00012365i,-0.00040082-0.00049671i,-0.0017037-0.0004319i,-0.0012506-0.00065173i,6.8232e-05-0.00081719i,0.0003653-0.00020174i,0.00039084-0.00037874i,0.00048588-0.0011859i,-0.00012415-0.0010527i,-0.00033681-0.00069917i,0.00045532-0.0004813i,0.0004093-0.00044791i,0.00015393-0.00029498i,0.0001857+0.00041175i,1.5949e-05+0.00019454i,0.00023809-0.00040184i
0.0014478+0.0016256i,0.0013718+0.0020542i,0.0013485+0.00060018i,0.0011934-0.0010286i,0.00081361-0.00034148i,0.00077903-0.00054956i,0.0013906-0.00037364i,0.0012385+0.0006381i,0.0002447+0.00040137i,-0.00053855-6.5148e-05i,-0.0010679-0.00015277i,-0.0004998+0.00013625i,0.00047568+0.00060731i,0.0005371-8.2978e-05i,0.00033447-0.00048676i,-8.391e-05-0.00017729i,-7.1211e-05+0.00027301i,-0.00057274+0.0003956i,-0.0012375+0.00052892i,-0.0013858+0.00079978i,-0.00099411+0.00038938i,-0.00030275-6.1292e-05i,-0.00013485-0.00023974i
0.0011226+0.0015685i,-6.3925e-05+0.0016337i,-0.00081805+0.00050631i,8.8894e-05-0.0001019i,9.8752e-05-0.00063861i,-0.00088488-0.00045984i,-0.00075827-8.7562e-05i,-8.1374e-05-0.00025287i,0.00084519-0.00091787i,0.0011895-0.00048926i,0.00041129+0.00024102i,0.00072843+0.00083273i,0.0014457+0.00064963i,0.00019565+9.6608e-05i,-0.0013383-0.00012383i,-0.0013422+0.00017316i,-0.00017453+0.00027451i,0.00023967-0.00018717i,3.5863e-05-0.00034141i,-0.00028768+3.7988e-05i,-0.00041859-0.00036561i,-0.00023979-0.00035535i,-3.1167e-05+0.00010164i
0.0014819-0.00034357i,0.00096358-0.00015202i,0.0004142-0.00016046i,-2.2754e-05-0.00044144i,0.0001825-0.0010659i,0.00064322-0.0012602i,0.0014569-0.0008825i,0.0017158-0.0003859i,0.0008391-0.0005974i,0.00043737-0.0010348i,0.00010661-0.00030051i,-0.00039573+3.1792e-05i,-4.1862e-05-0.00018944i,0.00068114-0.00021721i,0.0011495-3.2375e-05i,0.00092148-0.00033215i,0.00035358-0.00089491i,-0.00039139-0.00099482i,-0.00052786+3.1251e-05i,0.00037864+0.00018976i,0.00086845-0.00049914i,0.00044967-3.4071e-05i,0.00019002+0.00012407i
-0.0016386-0.00043724i,-0.0019522+6.0698e-05i,-0.0024381+0.00029188i,-0.0012431-4.375e-05i,-5.8311e-05-0.00016083i,0.00011321-7.2089e-05i,0.00015916-0.00037952i,5.2736e-05-0.00014697i,-0.00053811+4.4006e-05i,-0.0015168-7.7211e-05i,-0.0016457+0.00026979i,-0.00081509+0.00010458i,-0.0001915-0.00012707i,0.00018689+0.0001009i,0.0007232-9.9059e-05i,0.00017554-0.00037749i,-0.00051343-0.0010645i,0.0001838-0.00068181i,0.00083835-0.0001883i,0.00043879-0.00012458i,-0.00012015-0.00065056i,-0.00033006-0.00031514i,-0.00026988+0.00030647i
-0.00053582+0.0022011i,-0.00030531+0.0016226i,0.0013956+0.0017365i,0.0020151+0.0015654i,0.0024102+0.00065665i,0.0020765+0.00048894i,0.0011992+0.0011608i,0.000901+0.00098712i,0.00079355+0.00077015i,0.00093544+0.0006115i,0.00029231+0.00041712i,-0.00019914+0.00030525i,0.00052616+0.00057856i,0.00037461+0.0008982i,-0.00024257+0.0008694i,-0.00014923+0.00063445i,0.00035029+0.00017645i,0.00023817-5.0137e-05i,0.00054639-9.3479e-05i,0.00044167+0.00031981i,-0.00052931+0.00062754i,-0.00041023+0.00038585i,-0.00026595+0.00044803i
0.00027043-7.8486e-05i,0.0011328+0.0006128i,0.00064158+1.1221e-05i,-0.00034178-0.0013031i,0.00028338-0.00153i,0.00067927-0.00076572i,0.00032225-0.00011237i,0.00072707+0.00036001i,0.00062891+0.00062462i,-0.00019958+0.00037752i,-8.6295e-05-6.3669e-06i,0.00046456-0.00026771i,0.00048832-0.00037602i,0.00015579-0.00018156i,-0.00057157+4.9657e-05i,-0.00054932+0.00022698i,0.00023065+0.00031737i,0.00056944+0.00026865i,0.00026248+0.00039311i,-0.00026313+0.00083286i,-0.00047806+0.00093891i,-0.00048569+0.00064886i,-0.00050624+0.00062336i
-0.00037117-0.0002448i,0.0003717-0.00050013i,0.001394-0.0004321i,0.0020672+0.0004278i,0.00094421+0.0007244i,-0.00050132+0.0002404i,-0.00035016+0.00065134i,0.00034673+0.00064889i,0.00036978-0.00018821i,-0.00034035-0.00013011i,-0.00077244-0.00039984i,-0.00056937-0.00045358i,-0.00029073-0.00010228i,-0.00013039+0.00042091i,-0.00044774+0.00053738i,-0.00027185+0.0001662i,-0.00018802-0.00034465i,-0.00081259-0.00056495i,-0.00086551+0.00014977i,2.2298e-05+0.0004231i,0.0006856+0.00022599i,-0.00020536+1.9239e-06i,-0.00058078-6.95e-05i
-0.0004105-0.001663i,-0.00059658-0.0014038i,-0.0015312-0.0015394i,-0.0015023-0.0014678i,-0.0014831-0.00070398i,-0.00019904+0.00020892i,0.00054953+0.00048053i,0.00085968+0.00019013i,0.00042541+3.8481e-05i,-0.00038587+0.00026439i,-0.0004279+0.00098816i,-0.00011488+0.00096967i,0.00033191+0.00080862i,0.00097086+0.00092387i,0.00077391+0.0007398i,-0.00012836+6.3169e-05i,-0.0010341-0.0002384i,-0.0015827+0.0005808i,-0.00095911+0.00084861i,-0.00038099+0.00055046i,-0.00013162+0.0007386i,-0.00012215+0.00060217i,0.00010704+0.00047398i
0.00034866-0.00070756i,-0.0010442-0.0010334i,-0.0026068-0.0003357i,-0.0027549+0.00039408i,-0.0017111+0.00067404i,-0.0011734+0.00066291i,0.00027574-0.00025813i,0.0011194-0.00011962i,0.00046739+0.00048418i,-0.00042799+0.00028279i,-0.00035759-0.00061859i,0.00012795-0.00089472i,-0.00043376-0.00083813i,-0.00065721-0.00051666i,-9.2662e-05-1.3383e-05i,0.00037508+5.4863e-06i,0.00080839-2.1076e-05i,0.00025444+0.00066295i,-0.00020985+0.0006431i,0.00034197+4.5565e-05i,0.00012118-0.00020616i,-0.00025289-0.00014975i,0.00020655+0.0002795i
0.00061776+0.0011654i,0.0013378+0.0010028i,0.0014561+0.0012635i,0.0016676+0.00097425i,0.0012914+9.4228e-05i,0.00088301-0.00052291i,0.00055799-0.00044631i,0.00030816-0.00044412i,0.00011738-0.00036791i,8.0111e-05-0.00020486i,0.00046229+0.00035799i,0.0010164-0.00033004i,0.00089146-0.0011412i,-0.00021476-0.00088362i,-0.00080473-0.00042705i,-6.4763e-05-0.00017964i,-0.00049752+0.00011141i,-0.0011069-4.5168e-05i,-0.00063799-8.6552e-05i,-0.00027682+0.0001826i,-0.0003462-0.00075311i,-0.00036296-0.0012488i,-0.00064371-0.00033753i
-0.001366-0.0024969i,-0.0012525-0.00068648i,-0.0013577+0.00020984i,-0.0016183+0.00051062i,-0.00074729+0.00063861i,0.00020921-0.00012555i,0.00033765-1.2173e-05i,-6.705e-05+0.00080093i,-0.00080007+0.00066559i,-0.00094091+0.00057416i,-0.00063622+0.0005213i,-0.00040934+0.00034966i,-6.901e-05+0.00032846i,0.00058989+0.00055084i,0.00034745-9.6936e-05i,-0.0002067-0.00065855i,-0.0004531-0.00033457i,-0.00027968-0.00026842i,0.00035295-0.00047467i,0.00057214-0.00032713i,8.6373e-05-0.00020302i,0.00046182+0.00014939i,0.0007462+0.00026409i
0.00061762+7.9903e-05i,-0.00050532+0.0010558i,-0.00028318+0.0015312i,0.00056679+0.0012055i,0.0019447+0.00066242i,0.0020516+0.0004342i,0.0010971+0.00052022i,0.00075347+0.00032926i,0.00079609-0.00053558i,0.00072745-0.0005188i,0.00026234-0.00011983i,-0.0002192-8.1498e-05i,-1.017e-05-0.0003465i,0.00056292-0.00077254i,0.00081521+6.8298e-05i,-4.0776e-05+0.00027459i,-0.0008278-0.00068892i,-0.00059823-0.00027956i,-0.00023358-0.00026506i,-0.00057743-0.00029002i,-0.0010061+8.8729e-05i,-0.00043073+0.00014673i,0.00060002+0.00030229i
-0.00027402+0.00085944i,0.00083617+0.0016285i,0.0022848+0.0014103i,0.0018731-0.0011864i,0.00072329-0.0026065i,1.8319e-05-0.0013767i,-0.0005657-0.00089244i,-0.00031459-0.0010443i,0.00045852-0.00039925i,0.0012106-0.00043912i,0.0010111-0.00095167i,0.00019889-0.00068577i,3.0994e-06-0.00025613i,0.0001845+0.00010506i,-8.133e-05+0.00023677i,-2.4053e-05+0.00055544i,9.4134e-05+0.00054706i,0.00098851+6.2423e-05i,0.001982+0.00080965i,0.0013236+0.0017028i,0.00031316+0.00054859i,0.00083612+0.0001255i,0.0015224+0.00080198i
-0.00058294-0.00037383i,-0.00026872+0.00021508i,-0.00079352+0.00048069i,-0.00070675+0.0006162i,-0.00083657+0.0010904i,-0.00028651+0.00080256i,0.00064527+0.0010789i,0.00038033+0.001452i,-0.00028114+0.00068112i,-0.00054186+0.0009793i,-0.00054042+0.0011841i,3.5704e-05+0.00064042i,-8.4615e-05+0.00073329i,-0.00051833+0.00021578i,9.4758e-05-0.00051871i,0.00071613-0.00091223i,0.00025818-0.0010531i,-0.00020363-0.00011246i,-0.00025786+0.0005646i,-0.0003869+0.0011589i,-0.00040636+0.00088573i,-0.00027172-0.00035479i,-0.00058848-0.00099421i
-0.00054438-0.00029871i,-0.00068203-0.0013858i,8.8429e-05-0.0025811i,-0.00043025-0.0020342i,-0.0002729-0.00096153i,0.00065773-0.00055561i,0.00055129-0.0011286i,0.00021863-0.0012319i,-2.556e-06-0.00096778i,-0.00040652-0.00063561i,-0.00073282-0.00072962i,-0.0012165-0.00091563i,-0.0015763-0.00046345i,-0.0011273-0.00048959i,-0.00011878-0.00036278i,0.00068811+0.00021448i,0.0003634+0.00050732i,-0.00024969+0.00021923i,-0.0003675+0.0001768i,-0.00025753+0.00017782i,0.00043369-0.00040775i,0.00073945-0.0010054i,0.00082241-0.00070732i
0.0010634-0.00073945i,0.00079021-0.001465i,-0.00012085-0.001613i,-0.0013365-0.00055934i,-0.0018601-0.00044907i,-0.0016824-0.00051985i,-0.0010039-0.00015935i,-0.00062246-0.00016145i,-0.00042712-0.00033626i,-0.00045145-0.00013561i,-0.0004977-0.00032037i,6.9019e-05-0.00037748i,0.00067661-0.00030713i,6.5147e-05-1.9748e-06i,-0.00079441+0.00029185i,-0.00057062+4.1265e-05i,-7.3904e-05+0.00020754i,0.00049364+0.00031886i,0.00071312+7.6502e-05i,0.00026655+0.00026345i,0.00034902+4.9076e-05i,0.00048455+1.7223e-05i,0.00033683+0.00014759i
-0.00018201-0.00014007i,-7.5456e-05-7.0727e-05i,-0.00075064+0.00031287i,-0.00036431+0.00069618i,0.0010915+0.0015343i,0.00099176+0.001156i,0.00023211-0.00010394i,-0.00067236+0.00028343i,-0.0012669+0.001156i,-0.0012869+0.00064071i,-0.0001243-0.00058882i,0.00056047-0.00094667i,0.00042272-0.00087363i,0.00017027-8.8864e-05i,0.00037267-0.00028875i,0.00065743-0.0007144i,0.00032556+0.0001069i,0.00013041-0.00013914i,0.00050727-0.00075077i,0.00071037-0.00015203i,0.00056271+0.00086563i,0.00031212+0.00076575i,2.6876e-06-0.00036948i
-0.0021876+0.00064916i,-0.002213+0.00050972i,-0.00087637+0.0020337i,0.001178+0.0020063i,0.0023016+0.00031i,0.0016222-0.00074012i,0.00014847-0.00065672i,-0.00055262-0.00033891i,-0.00069574-6.4393e-05i,-0.00067609+0.00092052i,0.00060348+0.0010578i,0.0011232+0.00041523i,-8.7511e-05+0.00030481i,-0.00097182-2.3838e-05i,-0.00090709-0.00010378i,-0.00034035+0.00014548i,0.00087131+0.00011694i,0.0011556-0.00016365i,0.00015012+0.00039828i,-0.0012188+0.00044413i,-0.00091323-0.00044276i,-0.00017301-0.00039503i,-7.3526e-06+0.00020405i
0.0013351-0.00079173i,0.00083919+0.0010025i,-0.00043474+0.0014711i,-0.0006725+0.00097607i,-0.00055522+0.00099399i,-0.00017029+0.00031053i,0.00091993-6.1498e-05i,0.0012607+0.00035669i,0.0011506+0.00068567i,0.00060023+0.00010658i,0.00013127-0.0007933i,0.00044169-0.0010958i,0.00030908-0.00027679i,9.752e-05-2.7458e-05i,0.0002301-0.00069549i,-0.00029843-0.00028348i,-0.00058083+0.00015313i,-0.00038625+4.1189e-05i,-0.00051975+0.00034993i,-0.00042853-3.9341e-05i,-0.00056174-0.00038912i,-6.29e-05-0.00058405i,0.00056222-0.0007633i
0.0021506-0.0047117i,0.0015683-0.0040548i,-0.00070113-0.0033879i,-0.0012114-0.0022086i,-0.00044538-0.00050848i,-5.598e-05+0.00048123i,-0.00038542+0.00066503i,-0.00048031+8.4776e-05i,0.0002251-0.0007455i,0.00085158-0.00083363i,0.00039781-0.0009123i,0.00033149-0.00065099i,0.00065906+0.00021399i,0.00020891+0.0005305i,8.775e-05+0.00045324i,-0.00022179+0.00046384i,-0.00046131-5.3364e-05i,-0.00020552-0.0006651i,0.00064979-0.00016045i,0.00097523-0.00033063i,0.00056253-0.00048899i,0.00029576+0.00057558i,-0.00028143-3.1868e-05i
-0.0016555+0.00046708i,-0.002256+0.00076358i,-0.0015423+0.002189i,-0.00052648+0.0022207i,0.00051566+0.00079184i,0.00083272+0.00067777i,0.00032518+0.00078571i,0.00028924+0.00053798i,0.00024015-0.00031492i,0.00052996-0.00020229i,0.00033554+0.00078085i,2.1335e-05+0.00087649i,-0.00016445-1.5018e-05i,-0.00020358-0.00071408i,0.00027539-0.0010393i,8.291e-05-9.7391e-05i,-0.00015551+0.00020791i,-0.00011521-0.00067071i,-0.00061937-0.0003439i,-0.00096438+0.00025201i,-0.0001437-0.00022437i,0.00062345-0.00031701i,0.00046351-0.00053431i
0.001614-0.00040426i,0.0022404-0.0011486i,0.002199-0.0019368i,0.0013586-0.0010996i,0.00081779-0.00061967i,-7.594e-05-0.00029587i,-0.00055192-0.00020806i,1.7388e-05-0.0002035i,0.00046081+0.0001289i,0.00025364+2.8311e-05i,-0.00023074-5.601e-05i,-0.00028796-0.00030492i,-0.00023464-0.00022549i,-0.00025042+0.00027451i,-0.00035316+0.00029167i,-0.00042024-0.00066659i,-0.00027661-0.001787i,-0.00022674-0.0012311i,-0.00013446+0.00018999i,0.00067488+0.00048929i,0.00043739+0.00072015i,-0.00017663+0.00065264i,-0.0001718+0.00025097i
-0.00030116-0.00082853i,-0.00030223-7.7226e-05i,-0.00092115-0.00040607i,-0.00079115-0.00058772i,-0.00055312-0.00032179i,-0.00022387-7.8329e-05i,0.0007433-0.00029063i,0.0013715+0.00013668i,0.00066189-0.00011643i,-0.00054438+9.1883e-05i,-0.00037136+0.00078234i,-0.00016343+0.00029938i,-5.383e-05+0.00029157i,2.7924e-05+0.00019409i,0.00073889+0.00045741i,0.0010012+0.00032748i,-4.4728e-07+0.0003786i,-0.00080406+0.0008483i,-0.00059442-8.3476e-05i,-0.00070319-0.00027299i,-0.00084955-9.0589e-05i,-0.00029263-0.00019277i,-0.00012824-0.00030026i
0.00036126+0.0011629i,0.0004461+0.0010209i,0.00078511+0.00074845i,0.00096942+0.00035346i,0.0010198-0.00031157i,0.00010856-0.00048652i,-0.00048584+0.00029933i,-5.6252e-05+0.00056523i,-3.8707e-06-2.4498e-05i,-0.0003962-0.00054711i,-0.00028622-0.0011212i,-0.00022544-0.0011202i,-0.00028977+1.095e-05i,-0.00030232+0.00010658i,0.0001224-0.00030713i,0.00013725+0.00026914i,0.00023778+0.00046315i,0.00054965+9.3296e-05i,-0.00072042-0.00031767i,-0.0013032-0.00058506i,-0.00028226-0.00082468i,0.00038521-0.00074489i,0.00060387+6.5683e-06i
-0.00096329-0.00096119i,-0.00087889-0.00072057i,-0.00044217-0.0011072i,-6.2251e-05-0.00078455i,0.00016076-0.000786i,0.0011598-0.00080675i,0.001439-0.00034985i,0.00077565-6.3363e-05i,0.0005175-0.00013459i,0.00073087-0.00049268i,0.00043213-0.00069398i,-7.2403e-05-0.00067579i,-4.8434e-05-0.00047719i,0.00052198-0.00047006i,0.00018599-0.0006353i,-0.00062474-0.00076386i,-0.00093042-0.00074924i,-0.00076038-0.00069071i,-0.00047141-0.00025344i,-0.00038312+0.00025539i,-0.00044451+0.00016109i,-0.00088873+0.00025369i,-0.00084183+0.00044584i
-0.00077136+0.00017528i,-0.00077429+0.00089835i,0.00040795+0.00046155i,0.0015559-0.00018614i,0.0013379+0.00071363i,0.00054244+0.00036088i,9.3697e-05-0.00020979i,7.8218e-05+1.8673e-05i,0.00021604+8.1919e-05i,-6.7025e-06-3.9405e-05i,-0.0004131-9.4298e-05i,-0.0003539-0.00016835i,1.1216e-05-0.00013867i,-0.00012346-6.1257e-05i,0.00051792-0.00024493i,0.0014928-0.00071914i,0.0013919-0.000895i,0.00021241-0.00063445i,-0.00032022-4.123e-05i,-0.00021235+8.3748e-05i,-0.00036304-0.00035462i,-0.00087409-0.00047669i,-0.0011204-0.00025513i
-0.0019239-0.0021787i,-0.0020741-0.0022104i,-0.0021678-0.00071486i,-0.0016114+0.00030764i,0.00035684+0.0010448i,0.0010688+0.0013812i,-2.4352e-06+0.000724i,3.6848e-05+0.00033459i,2.2648e-05-0.00056308i,-0.00029878-0.0010161i,-0.0010811-0.0010517i,-0.0017611-0.0010017i,-0.00071834+0.00043227i,0.0002757+0.00078427i,0.00041024+5.6977e-05i,0.00028477+0.00033583i,-6.2631e-05+0.00077617i,-0.00030423+0.00027788i,-0.00058484-0.00079074i,0.00023386-0.00092933i,0.00053039-0.0002338i,0.00015691-3.0515e-05i,-0.00014996-0.00025137i
-0.00089815-0.00075159i,-0.0012328-0.00065232i,-0.0011011+0.0001604i,-0.00044833-0.00035266i,0.00060022-0.001078i,0.00053334-0.00089993i,0.0005829-0.00064596i,0.0011192-3.1353e-05i,0.00083072+0.0001006i,2.0481e-05+0.00018865i,0.0004192-0.00012037i,0.0010626-0.00044644i,0.0003135-0.00044931i,0.0001128-0.00062417i,0.00044832+0.00015554i,0.00034144+0.00083935i,0.00015579+0.00065977i,0.0001034+0.00014428i,0.00025242-0.00038084i,6.1394e-05-0.00061216i,-0.00017678-0.00052586i,0.00025569-4.9407e-05i,0.0010255+0.00058754i
0.0021935+0.0018205i,0.0025156+0.0010327i,0.0023093-0.00028561i,0.0012599-0.0016534i,0.00069148-0.0016552i,0.00073489-9.7695e-05i,0.00049437+0.001493i,0.00096417+0.0012843i,0.0010937-1.5191e-05i,0.0002378-0.0005469i,0.00022113-0.00098171i,-9.7861e-06-0.00052236i,-0.00047462+9.6068e-05i,0.000243+0.00047636i,0.00097812+0.00094541i,0.00092751+0.00046898i,0.00029909-0.00013136i,-0.00029445-0.00040825i,7.0022e-06-0.0010158i,-6.3249e-05-0.00053546i,-9.8039e-05-7.7355e-05i,0.00015282-0.00014813i,2.2244e-05+0.00035492i
1.9761e-05-0.001446i,-0.0011975-0.0010988i,-0.0026855-0.00072351i,-0.0021164-0.00019907i,-0.00079346+0.00034376i,1.6972e-05+0.00015783i,0.0003598-0.00025183i,0.0012607-0.00072002i,0.0013477-0.00075974i,0.00072194-3.7484e-05i,-0.00020657+0.00039453i,-0.0002745+0.00042175i,0.00027067-0.00013415i,0.00074375+0.00029028i,0.000854+0.00064968i,0.00038047+0.00022153i,0.00027478-0.00014136i,0.00025304+0.00023891i,6.4687e-05-0.00014692i,0.00015747-0.00047914i,-0.00041575+7.7017e-05i,-0.00026618+0.00041996i,-0.0001422+0.00079875i
0.00097056-0.00092079i,0.00075694-0.00021591i,0.00083953-0.00078621i,0.00068124-0.0015645i,-0.00035461-0.001416i,-0.00080832-0.0006247i,0.00014559+8.8689e-05i,0.0010235-0.00064468i,0.0013331-0.00092445i,0.00071951-0.00050617i,0.00046562-0.00031497i,-0.00035974-0.00043913i,-0.0006605-0.00082978i,0.0003934-0.00089261i,0.00030722-0.00041148i,-7.8526e-05-0.00049365i,-9.4903e-05-0.00098025i,-0.00032674-0.00040361i,0.00038345-0.00013756i,0.00087841-0.0010899i,0.00043001-0.0015944i,0.00014055-0.0013396i,1.4821e-05-0.00011779i
-0.00060663+0.00042349i,-3.9088e-05+0.00096746i,-0.00028952+0.000223i,0.00017489-0.00022013i,0.00055697+0.0003033i,0.0011978-0.00030622i,0.00069074-0.00024611i,-8.8577e-05+0.00043108i,-4.4384e-05+0.00027123i,-0.00026078+8.4689e-05i,-0.00060872-0.00078214i,-0.00046076-0.00090554i,-4.7563e-05+0.00018215i,0.00039066+0.00023687i,0.00024711+0.00013101i,0.00037723+0.000155i,0.00016875-4.05e-05i,0.00014+3.8964e-05i,0.00040857+0.00033168i,2.4932e-05+1.13e-05i,-4.775e-05+7.7822e-05i,-0.00036366+0.00055317i,-0.00082109+0.00064206i
