1.6606e-06+0.0013371i,0.00091744-0.00012175i,0.00074143-0.001524i,0.0010055-0.0025559i,9.373e-05-0.0019917i,-0.0013359-0.00016809i,-0.0011556+0.00061459i,7.1353e-05+0.00085286i,0.00060025+0.00025463i,0.00036391-0.00050864i,0.00061618-0.00042481i,0.001134-0.00055755i,0.00096118+0.00029443i,0.00031954+0.001168i,0.00029823+0.0013224i,0.00024421+0.0015757i,-0.00025518+0.0009024i,3.3829e-05+0.00057535i,0.00040346+0.0006691i,2.0917e-05+0.00042544i,-3.0643e-07+0.00059408i,0.0010736+0.00049141i,0.0012222-0.00028298i
-0.0012909-0.00016831i,-0.00064118-0.00058462i,0.00016414-0.0004106i,-0.00057774-0.0004312i,-0.0010777-0.0011478i,-0.00043422-0.0024866i,-0.00032942-0.0021219i,-0.001324-0.0012748i,-0.0011934-0.0011225i,1.9873e-05-6.6047e-05i,0.00043443+0.00057887i,0.00045842+4.1982e-05i,0.0011764+5.0308e-05i,0.0015929+5.7521e-05i,0.0015971-0.0001004i,0.0010166-0.00010224i,0.0009956+0.00016184i,0.0012592-0.00019015i,0.00073703-0.00057553i,0.00049134-0.00075935i,-6.3915e-05-0.0012255i,-0.00072968-0.00067951i,-0.0001706+7.1473e-05i
-0.00012345-0.00054697i,-0.00036942-0.0015358i,-0.00026216-0.0017546i,0.00070225-0.0016856i,0.0007395-0.0021243i,-9.5826e-05-0.0018008i,-0.00063639-0.00075681i,-0.0010431+2.9913e-05i,-0.0017879+0.00021562i,-0.0024706+0.00038309i,-0.0017246+0.00069313i,-0.00021876+0.00035162i,0.00035806+5.1891e-05i,-6.8437e-05-0.00024159i,-0.0001287-0.00032518i,0.00038133+7.3289e-05i,0.00034199-5.7816e-05i,-9.5205e-05-0.00031801i,-0.00033004-0.00052297i,0.0003228+0.00019291i,0.0014506+0.001242i,0.0011759+0.0013005i,0.00021846+0.00041546i
-0.00012603+8.236e-05i,-0.00067864+8.89e-06i,-0.00083725-0.00055821i,-0.0014991+9.9158e-05i,-0.0016991+0.00031084i,2.0094e-05-0.0013225i,0.0010105-0.0019385i,-0.00011618-0.0012979i,-0.0010554-0.00030651i,-0.0011524-0.00017564i,-0.00071334-0.0002357i,-0.00010492+1.2463e-05i,0.00054903+6.7194e-05i,0.001014+0.00029885i,0.0010794+0.00061703i,0.00070776+0.00053555i,0.00065656-0.00020317i,0.00024321-0.00032598i,0.00021361-7.1908e-06i,0.00073172-0.00015753i,7.1613e-05-0.00045378i,-0.00034464-0.00036963i,-0.00025641+0.00038537i
-0.00043411+0.00024068i,-0.00017541-0.00026504i,0.0003566-0.0009721i,0.0016147-0.0014142i,0.0024084-0.0021738i,0.0011792-0.0020603i,-0.00017288-0.0013079i,-0.00045138-0.0015413i,-0.00076052-0.0011914i,-0.00064655+0.00030064i,-0.00033329+0.0006074i,0.00016216+7.3835e-06i,0.0003774-0.00019809i,0.00053596-0.00062035i,0.0009837-0.00072902i,0.00012371+0.00029728i,-1.7988e-05+0.00094228i,0.00072177+0.00044959i,0.0003179+0.00039013i,-0.00019791+0.00071173i,-0.00038496-0.00027842i,0.00055771-0.00017699i,0.0011006+7.562e-06i
-5.6939e-05-0.0016655i,-0.00030536-0.00089633i,-0.00062953-0.00088475i,-0.0014258-0.0017865i,-0.0014352-0.001859i,-0.00069858-0.0010757i,0.00054533-0.00061575i,-0.00027288-0.00040825i,-0.0018745-0.00019944i,-0.0018889+0.00063329i,-0.00087194+0.00058476i,0.00028552+0.00058349i,0.00060497+0.00093656i,0.00093465+8.1222e-05i,0.0006641-0.00032999i,-6.4757e-05-0.00011016i,2.8896e-05+0.00010572i,0.00031707+0.00029197i,0.00070835+0.0004659i,0.00049876+0.0003108i,0.00012875+2.8962e-05i,-0.00033947-0.00014652i,-0.00058797-0.00029292i
0.00086067+7.774e-05i,0.00060578+0.00021658i,0.00044139-0.00024397i,0.00046649-0.0011551i,-0.00025932-0.0023901i,-0.0011119-0.0024763i,-0.001634-0.0010238i,-0.0013343+7.3898e-05i,-0.0010936+0.00069706i,-0.001275+0.0010506i,-0.000912+0.0011987i,-0.0003625+0.0011322i,0.00071154+0.00038943i,0.0013113+8.6911e-05i,0.0012178+0.00019592i,0.00066073-3.473e-05i,0.00015963+5.8148e-05i,-0.00011992+0.00091204i,-0.00062094+0.0014642i,-0.00071028+0.001049i,-0.00018521+0.00086052i,9.1535e-05+0.0011015i,5.7215e-05+0.00067964i
0.00041211-0.001023i,-2.8748e-05-0.00074239i,-0.00088883-0.0011802i,-0.00084651-0.0025451i,-0.00030967-0.0026744i,0.00023309-0.0011242i,0.00025365-0.0007045i,-0.0015837-0.00073844i,-0.0028543-3.6577e-05i,-0.0015864+0.00078063i,6.7875e-05+0.0012955i,0.00018507+0.0011724i,-5.6834e-05+0.00061853i,0.00070729+0.00052076i,0.00079654+0.0003307i,0.00094388-9.0724e-05i,0.0010639-1.1538e-05i,0.0013692-3.2529e-06i,0.0010023+0.00041742i,-3.8578e-05+0.00061042i,-0.00022908+0.00045268i,5.7572e-05+0.0005325i,0.00022356+0.00046672i
-0.00054519-4.3708e-05i,0.00020003-0.0002064i,0.00098909+0.00016766i,0.00054782+0.00030893i,0.00066844-0.00016192i,0.00076924-0.00075671i,0.0001766-0.0016247i,-0.00098322-0.001548i,-0.0022341-0.00089707i,-0.00098903-5.186e-05i,0.00029719+0.00017702i,7.5767e-05-0.00034697i,-0.00024944-0.00044219i,4.9542e-05+0.00051201i,0.00020192+0.00063302i,-0.00033207+6.0957e-05i,-9.1854e-05+0.00011828i,-0.00031145-0.00011714i,-0.0008186-2.7462e-05i,-0.00029583+0.00067106i,0.00047074+0.00078881i,0.00051794+0.00032224i,-0.00018645+0.00014579i
-0.0012104-0.00038498i,-0.00065601-0.00096537i,-0.00016383-0.0012354i,3.9958e-05-0.0022962i,0.00016541-0.0019861i,0.00067076-0.0011664i,0.00022098-0.0017358i,-0.001016-0.0014704i,-0.001458-0.00023833i,-0.0012843+0.00010662i,-0.00040837-0.00030182i,0.00017487+0.00025435i,0.00042147+0.0006356i,0.00029994+2.1152e-05i,0.00032012-0.00016813i,0.0004002-0.00010082i,-0.00019193-0.00025171i,-0.00072405-0.00050507i,-0.00013018-0.00073132i,-0.00017887-0.00013163i,-0.00098708+6.5015e-06i,-0.00092355-0.00022378i,-0.00093829+0.00016465i
0.00031456+8.7738e-05i,-0.00076508+0.00027296i,-0.00071482+0.00036531i,0.0001222+0.00026274i,0.0010711-0.00097873i,0.0017753-0.0018764i,0.00072939-0.0015635i,-0.0016454-0.00044154i,-0.002515+0.00070703i,-0.0017315+0.00087079i,-0.00097166+0.00018826i,-0.00030429-0.00023671i,-0.0002414-0.00052458i,-0.00026682-0.00057666i,-0.00014059-0.00011228i,0.00012578-0.00045886i,0.00071768-0.00088249i,0.0005362-0.00042035i,-0.00030181+0.00061611i,-0.00034058+0.0011163i,0.00080796+0.0010271i,0.0017156+0.00070417i,0.00096577+0.00010243i
0.0011126-0.00035442i,0.00046912-0.00094965i,9.4483e-05-0.0019688i,-0.00096097-0.0032135i,-0.0011551-0.0031886i,-0.0008829-0.0018616i,-7.179e-05-0.00043387i,0.00029637-0.00038252i,8.4556e-05+0.00013705i,-0.00042314+0.00068792i,-0.00058596+0.00046367i,-0.00033802+0.00058169i,-0.000158+0.00035345i,0.000403+0.00092743i,0.0012289+0.00076864i,0.0016538-0.00034756i,0.0010493-0.00028185i,0.00055786+0.00020323i,0.00013401-0.00044288i,-0.00011283-0.00076315i,-0.00011989-0.00045414i,-0.00024843-1.9619e-05i,-0.00031484-0.0002754i
-0.0012921-0.0019704i,-0.0010979-0.0019202i,-0.0016229-0.001576i,-0.0020495-0.00016295i,-0.0010628-0.00033684i,0.0005446-0.0012609i,0.00012653-0.0014971i,-0.0014559-0.0018843i,-0.0020155-0.001562i,-0.0015885-0.00067541i,-5.4656e-05+0.0005733i,0.0010387+0.0010538i,0.0011411+0.00075958i,0.0010226-0.00020469i,0.00076328-0.00037063i,0.00084435-0.00018635i,0.00097682-0.00073182i,0.00099831-0.00038574i,0.00059548-0.00013261i,-0.000322-0.00066071i,-0.00073194-0.00045215i,-0.00064226-0.00041266i,-0.00072318-0.00072856i
-9.0597e-06+0.0017102i,0.00096448+0.00091866i,0.001811+0.00030289i,0.0017471-0.00094774i,0.0017169-0.0025752i,0.001456-0.0029893i,0.0012342-0.0009629i,-0.00043024+0.00097684i,-0.0019127+0.0013418i,-0.0011799+0.00095489i,-0.00024068+0.00097382i,-5.5659e-05+0.0007224i,0.00063729+0.00033348i,0.0014669+0.00068105i,0.00091568+0.0010161i,6.7282e-05+0.00060739i,0.00038199-0.00027527i,0.00021569-0.0014013i,-0.0014254-0.0017699i,-0.0019538-0.0011759i,-0.0012825-0.00047088i,-4.3209e-05-8.8666e-05i,0.00066699-6.1523e-05i
-0.00070538-0.00038826i,-0.00086862+0.00023553i,-0.00015909-0.000153i,0.0010101-0.00052331i,0.00064445-0.0009835i,-7.3727e-05-0.0019009i,-0.00015778-0.0018456i,-0.00069404-0.0010229i,-0.0018506-0.00026637i,-0.0018968+0.00022095i,-0.00058855-0.0002977i,0.0003704-0.0015671i,0.00024256-0.00087548i,-0.00026245-0.00017553i,-0.00022751+5.9243e-05i,0.00051791+0.00024942i,0.00089746-0.00014879i,0.00064252-0.00058902i,-2.1006e-05-0.00049635i,4.9403e-05-0.0007364i,0.00029944-0.00029702i,-0.00037689+0.00017032i,-0.00033359-0.00045944i
0.00013256-0.00010205i,0.00033128-0.00026224i,0.0013019-1.8466e-05i,0.0015472+1.4764e-06i,0.0012102-0.00030756i,0.00058924-0.00047809i,-0.00018531-0.00047958i,-0.00086199-0.00062838i,-0.00053311-0.00070728i,0.00019789-0.00097528i,0.00051086-0.00057388i,-7.773e-05+0.00023664i,-0.00042163+0.00071921i,0.00012402+0.001033i,0.00049119+0.0012894i,0.00034816+0.0011269i,-6.6097e-05+0.00059424i,9.8761e-05+0.00031151i,0.00039155-0.00026375i,0.0001181-5.9165e-05i,-0.00023781+0.0011497i,-6.183e-05+0.00090436i,6.2594e-05-6.5867e-06i
-0.00033344+0.00087534i,0.00038486+7.9859e-06i,7.0413e-06-0.00037529i,-7.9047e-05-0.001519i,0.00022656-0.0019664i,-0.00015003-0.0015419i,-0.00096254-0.0010093i,-0.0019252-0.00016978i,-0.0017791+0.00013767i,-0.00073901+1.2068e-06i,0.00010683-7.5167e-05i,0.00033872+6.8021e-06i,-3.6498e-05-1.8578e-05i,5.5311e-05-1.2181e-05i,0.00043572+0.00019504i,0.00097629-0.00022107i,0.0011278-0.0010469i,0.00043853-0.0011085i,0.00046815+0.00036997i,0.00057828+0.00015422i,0.00031228-0.00088825i,0.00019679-0.00037714i,9.5255e-05-0.00038556i
0.00013162+0.00044706i,-0.00030545+0.00063671i,0.00034472-0.00041682i,0.001452-0.0010872i,0.0018372-0.00072028i,0.0020275-0.00074685i,0.0011497-0.0013154i,-0.0008939-0.0016087i,-0.0022126-0.00049746i,-0.0015493+0.00038644i,-0.00068294+0.00077058i,7.7112e-05+0.00095038i,0.00028027+0.0010955i,-0.00030535+0.0005079i,4.5017e-06-0.0001731i,0.00010923+0.00041275i,-0.00049221+0.00053283i,-0.00072832+0.00033469i,-0.00061885+0.00035432i,-0.00050688+7.7643e-05i,9.0012e-05-0.00038856i,0.00048358+0.00057942i,5.6444e-05+0.001159i
0.0018691+0.00030557i,0.0011136+0.00063804i,0.00066058-4.3616e-05i,-0.00010478-0.0013619i,0.00027084-0.0018533i,0.00053487-0.0016703i,1.6679e-05-0.0014665i,-0.00076694-0.001277i,-0.0010594-0.00097713i,-0.00020709-0.00057933i,0.00018076+8.3486e-05i,-0.00026466+0.00030892i,-0.00015155+0.00087267i,0.00076699+0.00025817i,0.0017577-0.00026528i,0.002316+0.00032521i,0.0011941+0.00031518i,-0.0001369+3.5218e-05i,-0.00019773+0.00035177i,-0.00030889+0.00020811i,-0.00061982+0.00062456i,-0.00077483-0.00011498i,-0.00082748-0.0012201i
0.00043555+0.00084529i,-0.00047122+0.0011541i,0.00044615-0.00017294i,0.0016035-0.0009847i,0.0021478-0.0013789i,0.0017186-0.0016104i,-0.00020086-0.0013187i,-0.0014546-0.0010284i,-0.0015417-0.00056705i,-0.0008634-0.0002015i,-9.7921e-05+1.41e-05i,0.00014918+0.00061583i,0.00025497+0.00094587i,0.00029171+0.00082435i,0.00044615+1.063e-05i,0.001034-0.0006704i,0.00041646-0.000495i,-0.00033966-9.9247e-05i,-0.00013274+0.00036188i,0.00029089+0.00081316i,0.00040246+0.00085261i,0.00025553+0.00062554i,0.00026269+0.00011121i
-6.6542e-05-0.00061624i,0.00024652-0.0015462i,0.00039179-0.0019437i,-0.00083652-0.0020238i,-0.0011799-0.002453i,-0.00041422-0.001769i,0.0001103-0.0012904i,-0.0008838-0.0008175i,-0.0022345+0.00034178i,-0.0023549+0.00047603i,-0.0019593+0.00050289i,-0.0012198+0.00081034i,-2.4271e-05+9.0073e-05i,0.00041183-0.00061536i,-4.3142e-06-0.0002072i,-0.00013457+0.00040888i,-0.00046851+0.00098146i,-0.00080523+0.0012843i,-0.0007283+0.00059296i,-0.00036885-3.5751e-05i,0.00016003+0.0007412i,0.00049655+0.0006818i,0.00043002+0.00036113i
0.0011246-0.00059918i,0.00054937-0.00041791i,-0.00029549-0.00057285i,-0.0007839-0.0013165i,-0.00066116-0.0014099i,-0.00087654-0.00061472i,-0.00074023-0.00092995i,-0.00068229-0.0013174i,-0.00068272-0.00053872i,-0.00043919+0.00099513i,-0.00011997+0.0013791i,-8.7728e-05+0.00037684i,-3.0768e-05+8.3063e-05i,-0.00013047+0.0011326i,0.00041362+0.0016564i,0.0014611+0.00088278i,0.0019898+0.0005207i,0.001013+0.00043296i,2.8567e-05+0.00052826i,1.3413e-05+0.00034087i,0.00020917-0.00058017i,0.00076262-0.0012028i,0.00058463-0.00053498i
-0.00079305-0.00047475i,-0.0018357-0.0013884i,-0.0019097-0.00079987i,-0.0012155-0.00023113i,-0.00072338-0.00042774i,-0.00037074-0.00079134i,-0.00029889-0.00099935i,-0.00053755-0.00031816i,-0.0014106+0.00016018i,-0.0012189+0.00040925i,0.00022002+0.00086442i,0.00023997+0.00065301i,3.652e-05-0.00033582i,0.00086762-0.0014977i,0.0012853-0.0012434i,0.001128-0.00043112i,0.00059089-0.00020148i,5.0285e-05+0.00017879i,-7.3155e-05+0.00012504i,-1.2267e-05-3.2502e-05i,-4.2559e-05-0.0003628i,-7.2774e-05-0.0005882i,0.00021991-0.00072439i
-0.00025369+0.00065353i,-0.00038501+0.00035759i,-0.00014004+0.00042172i,0.00090189+0.00079732i,0.0013522+0.00051799i,0.0020779-0.00073355i,0.0017999-0.0009749i,-0.0002146-0.00058829i,-0.0012969+5.2322e-05i,-0.0011183+0.00072131i,-0.00057043+0.00036514i,0.00011784-0.00057617i,0.00063078-0.00054619i,0.00047006+0.00012039i,0.00034993+0.00074178i,-0.00042566+0.00078428i,-0.00063221+0.00087791i,0.00010858+0.00075376i,0.00025714+0.0005784i,-0.00010477+0.00036077i,-0.00046603+0.00036152i,-3.9848e-05+0.00051733i,0.00077165+0.00051255i
0.00021132-0.00039754i,-0.0010309+2.0655e-05i,-0.00064108-4.9474e-05i,-0.00038338-0.00093432i,2.1087e-05-0.0019137i,0.00027497-0.0018171i,-0.00094661-0.0017878i,-0.0022894-0.0018537i,-0.0024191-0.0013938i,-0.0014075-0.00019842i,6.3927e-05+0.00085943i,6.7406e-05+0.0011687i,-0.00018224+0.0007215i,0.00074501+0.00037098i,0.0011912+0.00037126i,0.00080214+0.00061568i,0.00042431+0.00089085i,-0.00027201+0.00057668i,-0.00085089+3.7029e-05i,-0.00081877-5.0679e-05i,0.00046303+0.00011514i,0.0013632+0.00039659i,0.00074081+0.00077678i
-4.2484e-05+0.00096189i,0.0007644+0.0010153i,0.0012234+0.0014414i,0.0023859+0.00089422i,0.0025031-0.00021514i,0.0013407-0.00091084i,-0.00014265-0.0012596i,-0.0015044-0.0010046i,-0.0012203+1.7131e-05i,0.00016203+0.00035633i,0.00057589+0.00059447i,-0.00034172+0.00030215i,-0.00058064-0.00060442i,-0.0001426-0.00038255i,-0.00022797+0.00043013i,-0.00038093+0.00094172i,-0.00034925+0.00065208i,-0.00090984-0.00018682i,-0.001036-0.0001573i,0.0002229+0.00014126i,0.00081966+0.00026748i,0.00014858+0.00057635i,-5.6161e-05+0.00041276i
1.0825e-05-0.00024175i,-0.00022402+0.000152i,-0.00056499-0.00058651i,-0.0005407-0.0015974i,-0.00056869-0.001482i,2.9079e-05-0.00087826i,0.00072881-0.00094222i,-0.00024007-0.0013314i,-0.0017094-0.0015382i,-0.001042-0.00065851i,0.00011319+0.00066976i,0.00059468+0.00041889i,0.0013716-0.00019992i,0.0018568-0.00016833i,0.001494-0.00030703i,0.00089964-0.0005156i,6.6216e-05-0.0002999i,-0.00038316+0.00013294i,-0.00032568+0.00034712i,-3.3865e-05+0.00010454i,0.0007207-0.00021164i,0.0011232-0.000618i,0.0010111-0.00010828i
-0.0020825-0.00051598i,-0.0016153+0.00039451i,-0.0012326+0.0015555i,-0.00069263+0.0016364i,-0.00031315+0.00053619i,0.00058225-0.0010247i,0.00059209-0.0020658i,-0.00043584-0.0011254i,-0.0015795+0.00057366i,-0.0010225+0.0013688i,0.00049084+0.00090555i,0.00086563-0.00026882i,0.00051852-0.0010727i,8.2541e-05-0.0010638i,0.00039794+0.00014128i,0.0009351+0.00085733i,0.00077743+6.1548e-05i,0.00064381-0.00056538i,0.00084601-4.115e-05i,0.0006577+8.8128e-05i,0.0003278-0.00027577i,0.00026528+0.00033385i,-0.00055271+0.0011194i
-0.00026111-0.00036592i,-0.00029707-0.00060687i,0.00046378-0.0011146i,0.00052529-0.0017178i,0.00053595-0.0020492i,0.00041268-0.0022113i,-0.00032988-0.0017343i,-0.0014781-0.00057554i,-0.0016819+0.00013009i,-0.00059004+0.00021348i,-3.7754e-05-5.0839e-05i,0.00015312-0.00017926i,2.1391e-05+0.00047607i,0.00031486+0.0010897i,0.00077388+0.0015226i,0.00058356+0.0013531i,0.00012398+0.00070361i,0.00077434+0.00053501i,0.00060679+0.00097686i,-0.00091967+0.00090885i,-0.0013904+0.00035736i,-0.0015118-0.0003925i,-0.0013175-0.000141i
-0.00034201+0.0015806i,-0.00027685+0.0012293i,0.0015651+0.00091616i,0.0023703+0.00025256i,0.0014379-0.0011328i,0.001106-0.0021885i,0.00032454-0.0012168i,-0.0009638-0.00050095i,-0.001675-0.0002974i,-0.0014073+0.00032517i,-0.00065988+0.00067558i,-0.00021334+0.0012972i,-0.00023816+0.001174i,-0.00034057+0.00074066i,0.00024588+0.00023906i,0.00091364+4.9136e-05i,-0.00010678+0.00037103i,-0.00087653-0.00014139i,-0.00091282-0.00055191i,-0.00038797-0.00019846i,-0.00023087-3.6679e-05i,-0.00018139-0.00048244i,0.00067844-0.00083136i
-8.2686e-05-0.00013868i,-0.00013229-0.0006425i,4.1833e-05-0.0016746i,0.00067704-0.0012001i,0.00060655-0.0008275i,0.00010548-0.0014792i,0.00016051-0.0012225i,-0.00028104-0.00085536i,-0.0012863-0.00065652i,-0.0013803-9.1954e-05i,-0.0010477-0.00010515i,-0.00028123-1.6033e-05i,0.00027489+0.00057509i,0.00069079+0.00075233i,0.00036162+0.00092483i,0.00041595+0.0012356i,0.0014472+0.00027922i,0.0017188-0.00068416i,0.00072293-0.00015881i,-0.00080331-9.4721e-05i,-0.00032047-0.00066128i,0.00036657+0.00042056i,-0.00040455+0.00097519i
-0.0018825-0.00012903i,-0.0011699-5.5908e-06i,-0.00082543+0.0002736i,0.00031167+0.00038604i,0.0016033+0.00025355i,0.0015879+5.4357e-05i,0.00066527-0.00082179i,-0.00052932-0.0011062i,-0.00095043-0.00081575i,-0.00072417-0.00042269i,0.00018649+0.00012606i,0.00075185-5.2393e-05i,0.00075936-0.00047354i,0.00064286-0.00016897i,0.00047088+0.00014606i,-7.6829e-06-0.00017385i,-0.00072037-0.00029879i,-0.00081521+0.00018152i,-0.00045119+0.00027764i,-0.00033888+9.2692e-05i,-0.00013856-0.0001971i,0.00023626-0.00032295i,0.00054166-0.0001321i
-0.00063372+0.00015974i,-0.00055497-3.7828e-05i,0.00046302+0.00012598i,0.0018536-0.00041294i,0.0021223-0.00079961i,0.0010707-0.0010562i,-8.3897e-05-0.0010588i,-0.0011355-0.00018112i,-0.0020966+0.00050455i,-0.001247+0.0011337i,-0.00013215+0.0007919i,-0.00010066+0.00036892i,-0.00033417+0.00018059i,1.5035e-05-1.2787e-05i,0.00080593+0.00019268i,0.00063186+0.00029603i,0.00023613+0.00069181i,-0.00020119+0.00066454i,-0.00019601+0.00077411i,0.00021395+0.001434i,5.977e-05+0.0010399i,-0.00028885+0.00022976i,-0.00018983+0.00012234i
0.00091518-0.0002198i,0.00075097+6.6399e-05i,0.0013383-0.00017216i,0.0011475-0.0013728i,0.0008208-0.0020929i,0.00073876-0.0016478i,-0.0001833-0.00090602i,-0.0015117-0.0011805i,-0.0016024-0.0015292i,-0.00074765-0.0010382i,-0.00037044-6.7615e-05i,0.00010595+0.00025194i,0.00065795+0.00083717i,0.00043369+0.0013625i,-8.6464e-05+0.00064718i,-0.00023768+0.000663i,-0.00041369+0.0007269i,-0.00019642+0.00019502i,-0.00012352-0.00010347i,0.00012469+0.00024214i,0.0002043+0.00053799i,-0.00052612+0.00051597i,-0.0010251+0.0005626i
0.00023443-2.2189e-05i,-0.00042108-0.00021212i,-0.00086112-0.0010152i,-0.00047408-0.0021691i,0.00059534-0.0025314i,0.0012717-0.0017357i,0.00082656-0.00078419i,0.00014541-0.00015062i,-0.00069085+0.00030535i,-0.00035133-0.00015534i,-8.7741e-05-0.00054699i,-0.00031279-0.00061608i,-0.00011284-0.00046417i,0.00051998+0.00055504i,0.00058608+0.00029604i,0.00012971-0.00031687i,-0.00025434-0.00017372i,-0.00046861-0.00036938i,-0.00030988+0.00055867i,0.00021245+0.0014004i,0.0004674+0.0010299i,0.00019631+0.00087774i,-0.00010289+0.00031512i
0.0015859+0.00080167i,0.0009954+0.00069139i,0.0012649+6.6026e-05i,0.0014413-0.00081793i,0.0014731-0.0013751i,0.0011978-0.0012146i,0.00029109-0.00055353i,-0.00061332-0.00020325i,-0.00090178+0.00032949i,-0.00043368+0.00045283i,0.00041461+5.412e-05i,0.00079499+9.5747e-05i,0.001125+0.00028907i,0.0017538+0.00081525i,0.00063102+0.0010166i,7.939e-05+0.00075835i,0.00015995+0.00092759i,0.00017959+7.3312e-05i,-2.9123e-05-0.00054101i,-0.00016933-7.5066e-05i,2.942e-05-0.00016019i,0.00019002-0.00084958i,4.2506e-05-0.0007289i
0.0013412+0.00033101i,0.00069904+0.00022314i,0.0011169-0.00091038i,0.0016187-0.001478i,0.0013264-0.0018514i,0.0002123-0.0020605i,-0.00081906-0.0018896i,-0.0013571-0.00035089i,-0.0014979+0.00098917i,-0.0010703+0.0010812i,-0.00069411+0.00081763i,-0.0004206+0.00023422i,0.00030092-0.00050418i,0.00060302-0.00052747i,0.00052199+0.00025615i,0.0012088+0.00091737i,0.0010563+0.00049127i,-8.6191e-05+0.00032886i,-0.00054448+0.00082669i,-0.00044364+0.00028041i,-0.00068408-0.00039368i,0.00025015-0.00015471i,0.00042357+0.0004411i
5.7855e-05-0.00039206i,-0.00017153-0.00050635i,0.00014717+0.00016747i,-0.00072288-0.00050343i,-0.00172-0.0011621i,-0.00076745-0.00057415i,0.00044259-0.00046363i,0.00034774-0.0003678i,4.3514e-05+0.00059314i,-0.00013991+0.0011981i,0.00015556+0.0011476i,0.00078137+0.0004697i,0.00094417+6.4049e-05i,0.0009375+0.00035305i,0.00037274+0.00052371i,-0.00015718+0.00013614i,0.0003843+2.2873e-05i,0.0001197-0.00055174i,-0.00028726-0.00045908i,-0.00016058+0.00038942i,0.00013602-5.1805e-05i,0.0010665+0.00017702i,0.0010172+0.00065529i
-0.00088225+0.0011509i,-0.0014361+0.00049393i,-0.00051982+0.00048168i,0.00072768+0.0002071i,0.00082083+5.8295e-05i,0.00095442-0.00027547i,-7.5855e-05-0.00057439i,-0.0016962-0.00023653i,-0.0013093-0.0002038i,0.00015593-0.00013737i,0.00099048+0.0001474i,0.0010664+0.00012782i,0.00061819+0.000129i,0.00017775+0.00017023i,0.00076832-8.9962e-05i,0.00082437-0.0002764i,0.00027894+0.00018613i,-0.00011684+0.00059511i,5.644e-05+0.00081042i,0.00012422+0.00084813i,-0.00058086+0.0006305i,-0.00059044+0.00014672i,-0.0002075-0.00058722i
0.00026559+0.00038563i,0.00021117-0.00021288i,0.00039706-0.00059245i,0.00060248-0.0010263i,0.0012232-0.0014171i,0.0012815-0.0012438i,0.0010976-0.00068438i,-0.00028056-0.00032647i,-0.00085917+5.0497e-05i,-0.00022+0.0008999i,0.0003637+0.0011351i,0.00072149+0.00041878i,0.00059817+0.00031721i,0.00077915+0.00041507i,0.00086375+8.3455e-06i,0.00035221+0.00054949i,7.6971e-05+0.00077156i,0.00010889+0.00039813i,2.5206e-05+0.0002131i,0.00017164+6.4019e-05i,0.0011053+0.00022796i,0.0012204-0.00020359i,0.00033879-0.00079668i
-0.00094174-0.00031662i,-0.00089187-8.599e-05i,6.0302e-05+0.00074323i,0.00069564+8.2934e-05i,0.00013903-0.0013555i,-0.00031768-0.0023253i,-0.00082227-0.0022286i,-0.0011575-0.0011714i,-0.00079909+0.00020984i,-0.00040382+0.00049594i,0.00081541-0.00015698i,0.0017361-0.0001102i,0.000468-0.00012473i,4.3208e-05+0.00026011i,0.0006414+0.00078416i,0.00033572+0.00046985i,-0.00022646+0.0007667i,-0.00010346+0.001076i,-0.0002415-3.5707e-05i,-0.00094623+0.00028885i,-0.00073442+0.0016898i,-0.00012194+0.0013923i,0.00026656+0.00042574i
-0.00028866-2.5618e-05i,-5.8768e-05-0.00078345i,-0.00027362-0.0015007i,0.00036342-0.0022532i,0.0011954-0.002158i,0.00029433-0.0013313i,-0.0011824-0.00045102i,-0.0017432+0.00031939i,-0.0012462+0.0012711i,-0.0002849+0.0016242i,5.5703e-07+0.0016538i,0.00054063+0.0011886i,0.001233+0.00071208i,0.0011202+0.00074086i,0.00056773+0.00043137i,0.00045203-6.7455e-05i,0.00042737-9.1914e-05i,0.00020674+0.00049112i,-0.00012003+0.001078i,-0.00045375+0.0012006i,-0.00063356+0.00019752i,-0.00047714-0.0006241i,7.7728e-05-0.0010616i
0.00082873+0.00078309i,-0.00076049+0.00047108i,-0.0011565+0.00060543i,-0.00083097+0.00072423i,0.00062756+6.5844e-05i,0.0012844-0.00077805i,0.00015259-0.00038356i,-0.0014144+0.0007389i,-0.0016311+0.0014286i,-0.0006152+0.0010477i,0.0003391+0.00017122i,0.0010732-7.1132e-05i,0.00039145-0.00050762i,-0.00071827-0.00035465i,3.9274e-05+0.00062264i,0.00062481+0.00052435i,-0.0004027+0.00064483i,-0.00072483+0.0013622i,-0.00028777+0.0012326i,-9.9151e-05+0.00080467i,-0.00058747-0.00017865i,-0.00079201-0.00059605i,-0.00015062-0.00021351i
0.00076554+0.0021582i,0.00025623+0.0011739i,0.00046648+0.00036906i,0.0009465-0.00062364i,0.00099363-0.0016438i,-0.00022885-0.0015128i,-0.0020098+8.519e-05i,-0.0024419+0.0026613i,-0.0013258+0.0048927i,0.00037507+0.0038677i,0.0025918+0.0015479i,0.0030765-0.00021975i,0.0015781-0.0014473i,0.00037488-0.0011493i,0.00018547-0.00011679i,0.00050465+0.00081498i,0.00046692+0.0011003i,2.8312e-05+0.00099376i,-9.1398e-06+0.0008773i,0.00022494+0.00022973i,0.00023687-0.00049869i,0.00026991-0.00038306i,0.00034805-0.00033014i
