-0.0010836-0.00040206i,-0.001451-0.001207i,-0.0016427-0.0015112i,-0.0021446-0.0010477i,-0.0027289+5.0663e-06i,-0.0024347+0.0013044i,-0.0016239+0.0017838i,-0.00043774+0.001835i,0.00062665+0.0012894i,0.00037648-7.63e-05i,-0.00010574-0.00085135i,0.00035262-0.0009032i,0.00035027-0.00089452i,-1.0319e-05-0.0010347i,-0.00033238-0.00073892i,-0.00057138+8.5341e-05i,-0.00040057+3.4999e-05i,-0.00026022-0.00011077i,0.00042703+0.00047564i,0.001015+0.0004201i,0.00044525+0.00050474i,-0.00024688+0.00026697i,-0.00025765+0.00012392i
-0.00016179-0.00033933i,-0.00028451+0.00044767i,-0.00017855-0.00065415i,-0.00058555-0.0014345i,-0.00071151-0.00033815i,-0.00098135+0.00025724i,-0.0012871+0.00025408i,-0.00042806+0.00036007i,0.00040194-0.00024338i,-0.00047879-0.00078311i,-0.00013064-0.00050973i,0.00025282-0.00063133i,5.4935e-05-0.00082025i,0.00054955-0.001034i,0.0013062-0.00095889i,0.0019026-0.00026042i,0.0010857-4.3284e-06i,3.5914e-05+0.00029605i,9.2461e-05+0.00019178i,-5.3129e-05-0.00030449i,6.3613e-05-0.00076482i,0.0010628-0.0004068i,0.0014928+0.00025347i
-0.0011198-0.0011676i,-0.0015761-0.001041i,-0.0027175-0.00069807i,-0.0020204+0.00028971i,-0.00036403+0.0013619i,0.00075883+0.0015429i,0.0009075+0.00040652i,0.00049938-0.00063311i,-0.00047755-0.00072955i,-0.00085756-0.00043183i,-0.00085143+7.4727e-05i,-0.00070723+0.00015023i,3.0142e-05-0.00032475i,0.0011695-0.00095549i,0.0011851-0.00070574i,0.00065394-0.00010451i,0.0012621-6.7478e-05i,0.0011988+0.0003551i,-4.0254e-06+0.00089492i,-0.00049664+0.0010093i,-0.0002959+0.0003315i,-3.7673e-05-0.00032895i,0.00038752-0.00035943i
-0.001271-0.00089417i,-0.0015322-0.0008925i,-0.0019524-0.00060795i,-0.0024074+0.00031839i,-0.0018957+0.00013034i,-0.0014896-0.0001219i,-0.0020568+2.0847e-06i,-0.0016168-0.00035041i,-0.00077005-0.00065549i,0.00018663-0.0013666i,0.0012149-0.0006341i,0.0006146-1.7009e-05i,0.00032803-0.00058781i,0.0010644-0.00061778i,0.0010899-0.0010569i,-8.837e-05-0.0013331i,-0.00036592-0.00055732i,0.0001156-2.4977e-05i,2.6521e-05-0.00023171i,-0.00017182-0.00017751i,0.0002212+0.00025208i,0.00026125+0.00043072i,-0.00025044+0.00025303i
0.00062746-0.00044936i,-0.00041153-0.00050961i,-0.00016544-0.00013898i,-0.00029986+0.0003155i,-0.00082288+7.712e-05i,-0.00056063+0.00082608i,-0.00018462+0.0012362i,-1.699e-05+0.00082945i,0.00024899+0.00069652i,0.00018328-0.00055257i,-0.00025404-0.0010565i,-0.00081408-0.00039616i,-0.00055259-0.00029022i,0.00038535-0.00068983i,0.00097985-0.0013189i,0.00071812-0.00077385i,-6.1964e-05-0.00047368i,-0.00074235-0.00069573i,-0.00077614-0.00024595i,-4.2634e-05+0.00025899i,0.00012877+0.00017234i,0.00010138-0.0006959i,0.00018691-0.0007354i
0.0003808+0.00088655i,-0.0012404+2.0344e-05i,-0.001411-0.00018951i,-0.0007914-0.00070289i,-0.00077528-0.0011712i,-0.0008627-0.0013084i,-0.00031341-0.0016283i,-1.5022e-05-0.00064273i,-0.00050286-0.0003991i,-0.0001399-0.0012664i,0.00051891-0.0011276i,0.00034415-0.00013121i,-8.9916e-07+0.00064754i,0.00017317+0.00033349i,0.00018997-0.00023746i,-0.0003246+7.5547e-05i,-0.00096015+0.00023505i,-0.00082133+0.00034798i,0.00010434+0.00035113i,0.00016401-0.00028312i,0.00026514-3.9528e-05i,0.00076509+0.00039849i,0.00026214-7.9029e-07i
-0.0021859+0.0017335i,-0.00161+0.0014066i,-0.00093666+0.0012319i,0.00035474+0.001502i,0.00081128+0.0017053i,1.7489e-05+0.0014092i,-0.00053145+0.00091511i,-0.00037657+4.6472e-05i,-0.00047441+0.00034257i,-0.0002253+0.00081216i,0.00047587+0.00024985i,0.00095428-0.00028508i,0.00082401-0.0010507i,0.00075448-0.0012134i,0.00044824-0.00070674i,1.2475e-05-0.00021133i,-7.0519e-05-0.00042149i,-0.00039329-0.00050741i,-3.4725e-05+0.00023015i,0.00034131+0.00036565i,0.00051413-6.2426e-05i,0.00026906+0.00010435i,-0.00028165-1.1939e-05i
-0.00096069-0.0011134i,-0.00054697-0.00080468i,-0.0012179-0.001082i,-0.0020922-0.00026032i,-0.001681+0.00099604i,-0.00027316+5.4676e-05i,0.00055916-0.00084813i,0.00061464-0.00015962i,0.00085987-6.6948e-05i,0.0011301-2.4144e-05i,0.0002748-0.00023966i,-0.00040578-0.00030346i,0.0001073-0.00058266i,-1.149e-05-0.00060552i,-0.00040758-0.0002213i,-0.00032034+0.00020898i,7.3639e-05+0.00067733i,0.00051603+0.0010523i,0.00015553+0.00093301i,9.7946e-05-0.0002128i,0.00016886-0.00054159i,-0.00030859+2.339e-05i,-0.00024387+0.00032108i
0.00068429-0.00074501i,0.00010994-0.00037753i,-0.00037807-0.00037958i,-0.00029428-0.0003182i,0.00017437+0.0005581i,0.00043252+0.0007261i,4.261e-06+0.00022142i,-0.00029132-5.8489e-05i,-0.0004467+0.00025898i,-0.00050617+9.9175e-05i,-0.00023115-0.00030934i,2.7803e-05-0.0005337i,-4.7458e-05-1.185e-05i,-0.00020134+0.00058713i,-0.00036103+0.00010012i,-7.5014e-05-0.00045784i,2.7972e-05-0.0007717i,-0.0010284-0.00071982i,-0.001183-0.00015079i,-0.0010205+2.4247e-05i,-0.00061648-9.0811e-05i,-0.00027883-0.00020146i,7.0703e-05-0.00032101i
0.0014719+0.00029363i,0.0015705+0.00015661i,0.0021378-0.00022963i,0.0012193-0.0013556i,-0.00013708-0.0014687i,-0.00066031-0.00038422i,-0.00099228-0.00027162i,-0.00046716-0.00072003i,-0.00042178-0.0012989i,-0.0003924-0.0010779i,0.00024378-1.0875e-05i,-0.00013151+5.2989e-06i,-0.00037801-0.00052931i,-0.00020776-0.00022009i,-0.00018001+0.00026697i,-0.00010178+0.00027607i,6.7509e-05+0.00056236i,-1.2021e-05+0.00049285i,-0.00057232-0.00068869i,-0.0004578-0.0013018i,0.00052869-0.00027772i,0.00025239+0.00038234i,-0.00021246-1.8941e-05i
0.00077364-0.00028169i,0.0013453-0.0011631i,0.001072-0.0017858i,-8.1287e-05+9.6198e-05i,-0.0003771+0.0012103i,-0.00046308+0.0012342i,-0.00083433+0.0014059i,-0.00040798+0.00059886i,-0.00037803+0.00012674i,-0.0008663-1.2989e-05i,-0.00080638-0.00018463i,-0.00014178-0.00042196i,0.0001249-0.00091851i,0.0001147-0.00093287i,0.00048183-0.00042962i,0.00065693-0.00037191i,0.00037606-9.8447e-05i,0.00037504+0.00026219i,0.00062263+0.00064482i,0.00053964+0.00050512i,-2.4414e-05+0.0009323i,-0.00081662+0.0011764i,-0.00020366+0.00050369i
0.00041795-0.0002163i,-0.00066722+5.4456e-05i,-0.0013525-0.00020294i,-0.0020269-0.0015481i,-0.0013074-0.0023081i,-4.6208e-05-0.0020012i,0.00031926-0.0015224i,7.0598e-05-0.0013116i,0.00050703-0.00076115i,0.0011675-0.00040383i,0.00031733-9.2927e-05i,0.0003244+0.00092845i,0.00079454+0.00065927i,0.0005232-7.2083e-05i,0.00014613-0.00032769i,-0.00080987-0.00090332i,-0.00077622-0.00061613i,0.00011642+0.00020883i,-0.00037217+9.5902e-05i,-0.00025518-0.00045425i,0.00018956-0.00031303i,0.00023078-0.00014155i,-3.189e-05+0.00017892i
-0.0022279-0.00062362i,-0.0009141-0.00015627i,-0.00022248+0.00069931i,-0.00070809+0.00075409i,-0.00095877+0.00065944i,-0.0010112+0.00043717i,-0.00040933+0.0002495i,-0.0005121+2.9571e-05i,-0.0012296-0.00063863i,-0.0006843-0.00058686i,0.0004133-0.00013326i,0.0012412-0.00032931i,0.0012796-0.00051282i,0.00087364-0.00054076i,0.00050408-0.0011476i,-7.2594e-05-0.0015594i,-0.00056158-0.00045395i,-0.00012054+0.00041643i,0.00059835+0.00025057i,0.00077078-0.00020413i,0.00073313-0.00011563i,0.00065749+6.207e-05i,0.00088477+0.00029337i
0.00031574+0.0005907i,-0.0010619+0.00067608i,-0.000445+0.00083429i,0.00059757+0.0013689i,0.00078417+0.00057228i,0.00049841-0.00011628i,0.00017333-0.00011667i,0.00016898+0.00038715i,-0.00059461+0.00077504i,-0.00088729+0.00082175i,-2.3881e-06+0.00035204i,0.00050388+0.00069085i,-0.00023105+0.00052375i,-0.00010023-0.00017159i,0.00076523-0.00013326i,3.5454e-05-0.00019974i,-0.00053907-1.0539e-05i,-0.00063779+0.00012688i,-0.00020078-0.00038553i,0.00053524-0.0001957i,0.00086984+0.00041976i,0.0004847+0.00041406i,-5.5138e-05+6.4941e-05i
0.00056556-0.00068612i,-0.0015005-0.0014514i,-0.0024403-0.0016994i,-0.0026299-0.00057652i,-0.001795+0.00034263i,-0.00068116+0.0010218i,-0.00085996+0.0011593i,-0.00096381+0.00048269i,-0.00064623-1.9058e-05i,-0.00071117-0.00031027i,-0.00054823-0.0010223i,-0.00012958-0.0013148i,0.00081228-0.00045247i,0.00119+9.7999e-05i,0.00056237-0.00019237i,0.00047853+0.00013956i,0.00045677+0.00021861i,-0.00022262-0.00032973i,-0.00025719-0.00018208i,-9.2788e-05+0.00020513i,1.987e-05+0.00016794i,0.00047079+6.3632e-05i,0.00067746-0.00078639i
0.00038849-0.0011122i,0.0002825-0.00042361i,0.00016507-0.00042096i,-0.00010756-0.0011931i,-4.5162e-05-8.381e-05i,0.000492+0.00072164i,0.0011003+0.00048963i,0.00097122+0.00056702i,0.00037429+0.00023526i,0.00054617-0.00037284i,0.0007261+3.8266e-05i,0.00043577+0.00052158i,0.00050882+0.00010701i,0.0005399-0.00011152i,0.00039951+0.00014768i,0.0003034+0.00048794i,0.00010193+3.456e-05i,-0.0001022+0.00029967i,-0.00025284+0.00079959i,0.00059021+0.00063313i,0.00055815+0.00061017i,-0.0010928+0.00029156i,-0.0012734-0.0003739i
0.0011933-0.00062463i,0.00079268-0.0001725i,0.00047669-0.00079363i,-0.00032042-0.00054505i,-0.00032279+0.0003219i,-0.00028045+0.00074654i,-0.00034691+0.00080125i,-0.00043639+0.00029023i,-4.7875e-05-0.00068598i,0.00024308-0.0010182i,3.619e-05-0.0011085i,0.00051262-0.00072858i,0.00064916-0.0007467i,0.00051861-0.0011437i,-0.00022599-0.00063611i,-0.0010524-3.6833e-05i,-0.00070474+1.3896e-05i,-0.00053712-0.00034247i,-0.00023395-0.00010741i,0.00029303+0.00045474i,-4.5726e-05+0.000367i,-0.00029612-0.00040128i,-7.4822e-05-0.00085943i
-0.00054319+0.0010078i,-0.0011969+0.00084841i,-0.0010055+0.00056126i,0.00053915+0.0010812i,0.0011448+0.0015436i,0.0011235+0.0012327i,0.00022087+0.00022919i,-0.00071513-0.00097862i,-0.0005422-0.0013036i,-0.00024545-0.00047964i,0.00056363-0.00040021i,0.0016633-0.00087047i,0.0012412-0.00078002i,0.00036455-0.00065414i,0.00064225-0.00061552i,0.00038334-0.00043032i,0.00026349+4.1418e-05i,0.00040633+0.0002455i,0.00019899+0.00046103i,0.00046262+0.00040865i,0.00026273+8.8079e-05i,-0.0007305-1.2276e-05i,-0.00082636-6.5545e-05i
0.0010983+0.0004777i,0.0012193+7.8759e-05i,0.0010596-0.0001642i,-0.00012492-0.0012959i,-0.0011568-0.0015565i,-0.00072795-0.00016881i,7.4985e-05+0.0010936i,-0.00015006+0.0015394i,-5.4985e-05+0.00038438i,0.00066464-0.00034578i,0.00039875-0.00031136i,5.7495e-05-0.00037083i,0.00014451-0.00030965i,-2.7022e-05-0.00046152i,-2.9091e-05-0.00011817i,-0.00014727+0.00038329i,-0.00046747+0.00045853i,-0.00032842+0.00015253i,-0.00018312+4.47e-05i,-0.00082244-0.00023408i,-0.00042636-0.00046626i,-0.00017392+0.00026642i,-0.00042014+0.00072437i
0.0018584+0.00078717i,0.0017866+0.00099317i,0.0019086+0.00059734i,0.0018591-8.3927e-06i,0.0012625-3.7372e-05i,0.0007206+0.0001833i,0.00041508+0.00058345i,6.4733e-05+0.0003567i,-0.00055233-0.0003855i,-0.00063155-0.00032225i,-0.00080686+0.00045168i,-0.00099733+0.00030069i,-0.00057241-0.00062883i,-0.00013616-0.00096805i,0.00016309-0.00044742i,9.1674e-05+0.00017626i,0.00010325+0.00046217i,0.00041034+0.00072997i,7.1637e-05+0.00074328i,-0.00056261+0.00067729i,-0.00025136+0.00013345i,0.00029423-0.0010186i,0.00034765-0.0017115i
0.00081709+0.00060518i,6.8977e-05+0.00027491i,0.00055586-0.00033875i,0.0010104-8.2152e-05i,0.00022929+0.00020224i,-0.00076429-2.6086e-05i,-0.00064677+3.5579e-05i,-0.0002264+0.00062019i,5.8029e-05+0.00064748i,0.00041686-0.00047166i,0.00036863-0.0005107i,0.00074899-0.00032654i,0.0011853-0.00088766i,0.0010706-0.00056694i,1.1457e-05+0.00014511i,-0.00069743+8.0213e-05i,-0.00019927-0.00027388i,0.00032548-9.2838e-05i,9.7704e-05+0.00074688i,-0.00041527+0.001266i,9.9988e-05+0.000448i,0.0010923+0.00074543i,0.00059764+0.00096544i
-0.00090619+0.00023926i,-0.00078307-4.8838e-05i,-0.00033078+0.00095241i,-0.00024191+0.0017186i,-0.00029473+0.0015678i,-0.00047476+0.00099703i,-0.00050829+0.00012896i,-0.00027363-0.00013394i,-0.00020922-3.2859e-05i,0.00013387-0.00029926i,0.00083592-0.0010697i,0.00098193-0.00086241i,0.00081813-0.00033167i,0.00015708-0.0005751i,-0.00038684-0.00047627i,-0.00029158-0.00042807i,0.00030875-0.00051776i,0.00067753-0.00015661i,0.00038647+4.8605e-05i,-0.00022209+0.00017612i,-0.00049348+0.00031903i,-3.9769e-05-5.7653e-05i,-0.0002299-0.00031063i
0.00098463-0.00028593i,-0.0010893+0.00030638i,-0.0028085-0.00027352i,-0.0027159-0.0012654i,-0.0021603-0.0015756i,-0.00036082-0.00028325i,0.0012249-0.0001691i,0.0010228-0.00050704i,0.00083627+8.2932e-05i,0.0013498-8.8238e-05i,0.00051897-0.00031997i,8.1766e-05+1.3306e-05i,0.00081012+0.00013605i,0.00054-0.00022278i,0.00031452-0.00052736i,0.00078357-0.00077086i,0.00075134-0.00056256i,0.00083868-0.00033239i,0.00094786-0.00016871i,0.00062759+0.00021993i,-0.00031175+0.00024325i,-0.00061162-0.00028899i,-0.00020976-0.00056681i
0.00079232+0.00011262i,0.00086347-0.00034623i,0.00012731-0.00064018i,-0.00023435-0.00071091i,-0.00024283-0.00047847i,-0.00028002-0.0003902i,8.5214e-06-0.00010697i,0.00032656+0.00015921i,0.0007839-0.00027375i,0.00081434-0.0010733i,0.00020768-0.0011735i,0.00035024-0.00038729i,6.309e-05+6.3189e-05i,-0.00027345-0.00019607i,-0.00043179-0.00012865i,-0.00089143+0.00018735i,-0.00022154+0.00020868i,0.00050727+0.00032312i,4.1991e-05+0.00094841i,-0.001119+0.00059614i,-0.0008574-0.00098209i,-1.4562e-05-0.00024623i,-0.00020297+0.0008103i
-0.0035203+5.9447e-05i,-0.0026627+0.001167i,-0.0020731+0.00086394i,-0.0022527+0.00018609i,-0.0012012+0.001058i,0.00020064+0.001637i,0.00037447+0.0010492i,-0.00023952-0.00023684i,-0.00055265-0.00026028i,-0.00035316+8.1863e-05i,0.00044646-8.5078e-05i,0.0015086+0.00014628i,0.0018023-0.00082084i,0.0016188-0.0015857i,0.0017174-0.0006787i,0.0003993-0.00073446i,-0.00074045-0.001131i,-0.00061969-0.00058305i,-0.00013208+0.00026682i,-0.00016221+0.00093516i,-0.00049411+0.00015447i,9.5918e-05-0.00044659i,0.00093105-0.00023363i
0.0013163-0.0012269i,0.0021543-0.0013083i,0.0014258-0.0020538i,0.00098672-0.0018132i,-2.1516e-05-0.0010364i,-0.00071797-0.00047763i,-0.00065246+0.00039851i,-0.00072579+0.00049048i,-0.00025755-0.00076206i,1.6238e-05-0.0011905i,0.00050723-0.00059065i,0.00072833-0.00056334i,1.9526e-05-0.00054985i,-0.00013312+0.00012517i,0.00010715+0.00079667i,0.00038678+0.00070522i,0.00067231-0.00028622i,0.00052553+0.00027953i,-0.00024054+0.0013614i,-0.00064267+0.0011306i,-0.00075199+0.00081132i,-0.00099358+0.0003187i,-0.00012771+6.4823e-05i
-0.0022903+0.0025256i,-0.0022942+0.0013567i,-0.00059747+0.00089444i,0.0010201+0.00032526i,0.0014413+0.00025815i,0.0013832+0.00066707i,0.00017335+0.00022644i,-0.00063237+0.0003543i,-0.00047959+0.00054881i,9.4127e-05+0.00043457i,0.00099825+0.0001937i,0.00096924-0.0004534i,0.00053033-0.00097103i,0.00029743-0.00063014i,0.00017991-0.00099859i,-6.1534e-06-0.0013961i,-0.00034893-0.0010211i,2.2233e-05-0.00066929i,-3.9379e-05-0.00036688i,-0.00018666-7.1429e-05i,0.00023725+0.00037675i,0.00028415+3.5341e-05i,0.00042816+0.00057589i
0.0023008-0.00044878i,0.0030626-0.00015838i,0.0025505-0.0012718i,0.0010406-0.001469i,-0.00040276-0.00047049i,-0.0012714+3.9538e-05i,-0.0010221+0.00019151i,-0.00056222+0.00020303i,-7.6015e-06+6.5738e-06i,0.00040775+0.00014064i,0.00037046+5.528e-05i,-9.5367e-05-0.00061833i,-0.00041978-0.00072253i,-0.00019306-0.00021123i,0.00091436+0.00030971i,0.00088404+0.00050416i,0.00017792+0.0011773i,-0.00048066+0.0013824i,-0.00035861+0.00037707i,-1.5714e-05+2.0543e-05i,0.00066629+0.00036029i,0.00086185+0.0003345i,0.00036945-0.00041723i
0.0001927-0.0011615i,-0.00058545-0.0015388i,-0.00096816-0.0019815i,-0.0011298-0.0018559i,-0.0011624-0.0016093i,-0.00073177-0.00023999i,-0.0003676+0.00066432i,0.00021709-0.00014953i,9.9555e-05-0.00084363i,-0.0003992-0.00064414i,8.3272e-05-0.00012523i,-0.00024593-9.8042e-05i,-0.00017802-0.00018482i,-0.00052726-0.00053307i,-0.00063024-0.00072244i,-0.0004107-0.00046093i,-0.00046555+0.00013098i,-0.00021656-3.3619e-05i,0.00075108-0.0001077i,0.00097556+0.0010288i,-6.1858e-05+0.0011985i,-0.00041446+0.00057969i,-0.00041331+0.0008649i
0.0019686+0.0015806i,0.0024145+0.00098507i,0.0036574+0.00076398i,0.003555+0.00018265i,0.0020286+8.7065e-05i,5.9696e-05-0.00036127i,-0.001013-0.00075787i,-0.0012864-0.00027435i,-0.00074169-0.00028437i,0.00028224-0.00090992i,0.00040452-0.0012477i,-0.00030792-0.0014762i,-0.00047888-0.0017524i,0.00032065-0.0015811i,0.00097118-0.0014829i,0.0014054-0.0010507i,0.0019204-0.00031873i,0.00087441+0.00041638i,0.00019361+0.00087345i,0.00057827+0.0015527i,-0.00015184+0.0010467i,-0.00061221-7.0791e-05i,-0.00038597-5.5947e-05i
-1.5567e-05+4.0461e-05i,-0.0015906+0.0010628i,-0.0027339+0.0010296i,-0.0021592+0.0004242i,-0.0017258+0.00021087i,-0.0013622+0.00060072i,-0.00023046+0.00076285i,1.5014e-05+0.00010885i,0.00022867+0.00015502i,0.00071733+0.00052355i,0.00021185+0.00029791i,0.0001486-5.7108e-05i,0.00085234-2.7814e-05i,0.0008335+0.00031027i,0.00041686-0.00010304i,0.00039752-0.0002503i,0.00032721+0.00067131i,0.00018289+0.0009743i,-0.00020055-0.00040336i,-4.7062e-05-0.00079585i,-0.00050023-0.00018369i,-0.00045634-3.8871e-06i,-9.4198e-05+0.00044962i
-0.00025181+0.0011469i,0.00021759-0.00020521i,0.0008788-0.00096639i,0.0011753-0.0011483i,0.0017235-0.0012463i,0.0014313-0.0013522i,0.00042245-0.00079357i,-0.00039345-0.00064923i,-0.00053299-0.00028091i,0.00022881-0.00040902i,0.00037574-0.0011817i,-0.00045862-0.00076921i,0.00049525-0.00054202i,0.00092242-0.00080348i,0.00040335-0.00067822i,0.00061237-9.8182e-05i,0.00038453+0.00063829i,-2.0269e-05+0.0010352i,0.00015444+0.00045072i,-0.0001028-0.00030985i,-0.00014946+0.00024494i,0.0004636+0.00072161i,0.0011764+0.00022221i
-0.0011516+0.0012132i,-0.00081976+0.0017934i,-0.00020329+0.0027266i,0.0003348+0.002319i,0.00052995+0.0014897i,0.00063328+0.0013273i,0.0013316+0.00079789i,0.0010789+0.00068816i,0.00045304+0.00010034i,0.00024284-0.00069344i,0.00049386-0.00067768i,0.00094347-0.00040006i,0.00082108-0.00039972i,0.00046833-0.00078062i,7.9206e-05-0.0015519i,0.00036229-0.001893i,0.00042906-0.0012356i,0.00021125-0.0007456i,0.00051127-0.00076552i,0.00058693-0.00024544i,0.0005357-8.3546e-05i,0.0010216-0.00049135i,0.0009898-0.00045805i
0.00030125+0.002403i,0.00014243+0.0013728i,0.00054406+0.0001685i,0.00094443-0.00041208i,0.00042948+0.00015167i,-0.00054666+0.00021863i,-0.00037453-0.00042585i,-0.000475-0.00053246i,-0.00028524+0.00020585i,0.00067982+0.00047785i,0.00084934+0.00033794i,0.00056885-2.383e-05i,0.00017039-0.00057082i,-0.00015187-0.00086134i,-0.00033929-0.00050188i,-0.00027909-0.00027255i,-0.00010939-0.0003141i,0.00019411-0.00046057i,6.2385e-05-0.0003001i,-0.00024854+0.00016241i,6.3424e-05+0.00012522i,-0.0005165-0.00053425i,-0.0012508-0.00049143i
0.0028813-0.00031899i,0.0038249-0.00080668i,0.0034308-0.0013723i,0.0014567-0.0016142i,-0.00072319-0.0010898i,-0.0019028+0.00024336i,-0.0021222+0.0010805i,-0.0010336+0.00023948i,0.00027414-0.00086886i,0.00042628-0.0016215i,0.0004201-0.0018938i,0.00039068-0.0015054i,0.00011716-0.00079793i,0.0003461-0.00010189i,0.00089013-0.00026779i,0.0013317-0.00082857i,0.00092871-8.6527e-05i,-4.8542e-05+0.00056214i,-0.00021508+9.1068e-05i,-3.546e-05-0.00016534i,-0.00077856-0.00053806i,-0.0013359-0.0010825i,-0.00090137-0.001399i
0.00083419-0.00060266i,0.00045647-0.00035849i,-0.00064889-0.00027471i,-0.0003889-6.4506e-05i,-0.00025264+0.00041628i,-0.0002119+0.00053879i,0.00060858-0.0003582i,0.0015404-0.001119i,0.00099053-0.0012439i,-0.00010149-0.00090819i,-0.00037621-0.00066931i,6.7315e-05-0.00027253i,0.00028746+0.00034943i,0.00057122-0.00046291i,0.00082248-0.00051694i,0.00031103+0.00080314i,9.8234e-05+0.00043882i,-4.8754e-05-0.00073064i,-0.00064983-0.0006302i,-0.0010608-0.00045323i,-0.0013238-0.0006964i,-0.00088464-0.00050208i,0.00025576+6.413e-05i
0.00018812+0.00029769i,-0.00011379+0.00018053i,-0.0003089+0.00077579i,-0.00052888+0.0011345i,-0.00042973+0.00015151i,-0.00044885-8.3382e-05i,-0.00081282-0.00042227i,-0.00046394-0.00068485i,-0.00043076+0.00045402i,-0.00083236+0.0014758i,-0.00047914+0.0010629i,0.00029077+1.7268e-06i,0.0005049-0.00059842i,0.00051982-0.00014495i,0.00041254+0.00040051i,-0.0003023-0.00063616i,-0.00059664-0.0011286i,-0.00067949-0.00027936i,-0.00092542+4.3919e-05i,-0.00033053+0.00026458i,0.00044307+0.00033602i,0.00054731+0.00016584i,0.00041548+0.00073413i
-0.0029282-0.0011707i,-0.0023529-0.00028399i,-0.0027743-7.6046e-05i,-0.0020101+0.00080351i,-0.0007598+0.0022214i,-0.00073807+0.0012821i,-0.00016543-0.00034657i,0.00072319-0.0004387i,0.0005448-0.00066968i,-0.00048849-0.00081231i,-0.00039451-5.1831e-05i,0.00081952+0.0001375i,0.0016137-0.0004866i,0.0016944-0.001116i,0.0012087-0.00075808i,0.00070905-0.00029786i,-2.1778e-05-0.0006318i,-0.00052668-0.00034099i,-0.00010079+1.894e-05i,0.00059324-0.00047296i,0.00016032-4.18e-05i,-0.0001844+0.00069164i,7.0482e-05+0.00032443i
0.0011497-6.8397e-05i,0.0017596+9.2021e-05i,0.00016747-0.00073429i,-0.00095838-0.0013368i,-0.00063047-0.00068928i,-0.00074501+0.00022286i,-0.0011186+0.00024955i,-0.0014991-0.00060788i,-0.0013954-0.001373i,-0.0007926-0.00058909i,0.00011944-0.00020071i,0.00097859-2.5169e-05i,0.0012434+0.00050566i,0.00055224-0.00018131i,-0.00030579+5.6584e-05i,0.00028705+0.00093709i,0.00090768+0.0010302i,0.00048096+0.0010492i,-0.00033405+0.00092408i,-0.00014366+0.00061879i,0.00090501+0.0001197i,0.00049711-0.00033941i,0.0005926-0.0011446i
-0.00057532-0.001478i,-0.00047634-0.0014228i,-0.00056242-0.0020029i,-0.00088706-0.0019227i,-0.0012996+0.00013626i,-0.00070843+0.0015266i,2.7341e-05+0.0018116i,0.00092953+0.0013816i,0.0010967+0.00022971i,1.4178e-05+0.00034386i,-0.00079164+0.00080322i,-0.00025675+7.6444e-05i,0.00057496-0.00023371i,0.0003585-0.00047381i,9.141e-05-0.00061982i,0.00021775-0.00017928i,0.00025015-9.0523e-05i,0.00035234+0.00023729i,0.0004073+0.00012012i,3.0966e-05+0.0005406i,-0.00059861+0.0014064i,-0.00040944+0.00054244i,-8.418e-05-0.00010189i
9.878e-05+0.0006643i,-0.00088174+0.0012679i,-0.0016154+0.001635i,-0.00032555+0.0026267i,0.00018518+0.0021508i,-0.00012395+0.00057646i,-0.00061368+0.00029601i,-0.0012569+0.0003506i,-0.00056918-2.5352e-05i,0.0009167-0.00042297i,0.0012054-0.00070216i,0.0019559-0.00042933i,0.0024586-0.00042916i,0.0014296-0.0004043i,-0.00014049-0.00089561i,-0.0007634-0.00096293i,0.00043887-0.00022965i,0.00065542+9.8212e-05i,-8.2707e-05+4.535e-05i,-0.00024534+0.00011433i,-0.00049111+0.00032732i,-0.00060086-0.00013576i,2.5402e-06-0.00071475i
0.0016264+0.0016574i,0.00096038+0.00097254i,0.0012389+0.00029671i,0.0012642-0.00066358i,0.00061336-0.00084745i,-0.00016334+0.00015661i,0.00014223+8.1683e-05i,0.00028194+4.6081e-05i,1.1075e-05-0.00017103i,-8.3139e-05-0.0012432i,4.8543e-06-0.0013997i,-0.00023261-0.00084677i,-0.00079795-0.00057096i,-0.00058534-0.00092214i,-0.00032051-0.00086299i,-0.00027106-0.00020449i,-0.00046961+1.0022e-05i,-0.00091327+0.00012247i,-0.0010121+0.00060136i,-0.00074042+0.00062457i,-9.3548e-05+0.00045179i,-0.00018101+0.00023567i,-0.0008788+2.6597e-05i
0.00065358+0.0022661i,0.00053928+0.0015617i,0.00096682+0.0010692i,0.0020951+0.00016053i,0.0024719+0.00011896i,0.0010323+0.00028387i,-0.00075931+0.00035032i,-0.00067575-0.0002465i,-2.4015e-05-0.00056573i,-0.00034003+9.6669e-05i,0.0002157+0.00011643i,0.0008462-0.00043702i,0.00060244-0.00057514i,0.00061105-0.00096006i,0.00033953-0.00062806i,-5.5005e-06+0.00028634i,1.7714e-05+0.00066711i,8.7786e-05+0.00036642i,-0.00025888+0.0004103i,-0.00080723+0.00062224i,-0.00085567+0.00034315i,0.0001235-0.00027718i,0.00049371-0.00081657i
