0.00033398+0.00021691i,0.0010652+0.00045578i,0.00089494+0.0009559i,0.00011398-0.00014329i,-0.00098375-0.00017382i,-0.00086553+0.0011317i,-0.00014546+0.0012126i,0.001042+0.0015598i,0.0016893+0.0013927i,0.0015599+0.00062785i,0.0017391+0.00038485i,0.0011038+0.00011352i,-0.0001042-5.4705e-05i,-0.00068322-0.00030311i,-0.0006528-0.00057051i,-0.00052706-0.0002091i,-0.00078001+0.00039788i,-0.00065082+0.00072472i,1.395e-05+0.00080472i,6.5743e-05+0.00054941i,-0.00054019+0.00018139i,-0.00079314-0.00041488i,-0.00071886-0.00038637i
0.0024224+0.00046331i,0.0025584-0.0010609i,0.0032231-0.0025638i,0.0021425-0.0035097i,0.00067345-0.0043329i,-6.8526e-05-0.0033263i,-0.00044241-0.0010315i,-0.00066227+0.0001025i,-0.00061886-0.00036814i,-0.00052818-0.00038959i,-0.00010503-0.00021287i,0.00038158-0.00065219i,-0.00011706-0.00031982i,-0.00012701+3.3959e-05i,0.00085927-5.9649e-05i,0.00080656+0.00043479i,7.2018e-05+0.00056128i,-0.0001563+0.00032635i,0.00062704+0.00032783i,0.0013406+4.3504e-05i,0.00085246-0.00016765i,0.00083865-0.00065273i,0.00046159-0.00070485i
0.00046386-0.00010782i,0.0012281-0.00095626i,0.0017218-0.0026429i,0.0012594-0.0039024i,0.0007244-0.0041605i,2.7126e-05-0.0026465i,0.00012276-0.0010217i,0.00021738+0.0008294i,-0.00068024+0.002362i,-0.0011456+0.0020133i,-0.0011349+0.001176i,-0.00039309+0.00063685i,0.00030196+0.00024596i,0.00086999+0.00033625i,0.0016773+0.00035458i,0.0014866+0.0001936i,0.00060115+1.9445e-05i,1.5413e-05-0.00039299i,0.00012293-0.00085283i,0.00055386-0.0010838i,0.00036004-0.00044893i,0.00013022+0.00050648i,0.00045731+0.00081678i
0.0013361-0.0014807i,0.0023037-0.0016586i,0.0021881-0.0017793i,0.00043534-0.0028839i,-0.00063181-0.0032894i,-0.0013844-0.0023031i,-0.0016927-6.6894e-05i,-0.00047144+0.0011722i,0.00037854+0.0011197i,0.00033297+0.00069275i,0.00042325-1.0933e-05i,0.00048107-3.2542e-05i,2.5502e-05+0.00023247i,0.00016991-0.00017511i,0.0002062-0.00024249i,0.0003977+0.00045922i,0.0011915+0.0010254i,0.0011594+0.0011303i,0.00033295+0.0010279i,-0.0001919+0.00030119i,-0.00029401-6.1012e-05i,-0.00108+1.4024e-05i,-0.00084513-4.6626e-05i
0.0020277-0.00052972i,0.0013829-0.0018077i,0.00045432-0.0028212i,-0.00017175-0.0025682i,-0.001226-0.0017968i,-0.0016892-0.00092138i,-0.0010112-0.00014998i,-6.1083e-05+0.00094579i,-0.0001407+0.00066776i,-7.2742e-05-4.148e-05i,0.00055049+0.00052598i,0.00051601+0.00093767i,0.00090378+0.0014524i,0.0010967+0.0011599i,0.0010092+0.00076185i,0.00085829+0.000734i,0.00044949+8.9789e-05i,0.00063983-5.9143e-05i,0.00059316+0.00027i,-0.00048412-8.206e-05i,-0.00054033-0.00011452i,0.00032212+0.00014554i,0.00034621+0.00041348i
5.1859e-05-0.00044179i,0.00076877-0.00026943i,0.0012587-1.3456e-05i,0.00036295-0.00014142i,-0.00096547-0.0010536i,-0.0010306-0.0013716i,-0.00065671-0.00020318i,-0.00069562+0.00039748i,-0.00048505+0.00055493i,-0.00074137+0.0011986i,-0.00042481+0.00088951i,0.00049881+0.0002554i,0.00097158+4.2556e-05i,0.00046368-0.00041957i,-0.00037762-0.00052731i,-0.00020724+0.00012364i,0.000542+0.00044263i,0.00092734+0.00049939i,0.00079956+0.00068799i,-0.00019175+0.000535i,-0.00054703-0.00021729i,2.8696e-05+0.00032763i,0.00038605+0.00063837i
-0.0012204-0.00057288i,0.00076961-0.0006777i,0.0010456-0.00010486i,0.00084365-0.00063148i,0.00014295-0.0018651i,-0.001124-0.0020325i,-0.0011786-0.00083586i,-0.00035316+0.00054442i,0.00011682+0.0013464i,0.00044629+0.00097814i,8.2773e-05+0.00015292i,-0.00013945-0.00050395i,-1.7559e-05-0.00055128i,-0.00013807-0.00044677i,-8.9186e-05+2.1139e-05i,-0.0003521+0.00011501i,6.8816e-05+0.00026563i,0.00098743+0.00075577i,0.0011323+0.00070332i,0.00052378+0.00045702i,0.00010515+0.00030172i,-4.0287e-05+0.0003584i,-0.00043865+0.00047318i
0.00092185-0.00038129i,0.00147-0.00071601i,0.0017863-0.0013774i,0.0017394-0.0022528i,0.0014505-0.0021747i,0.00014594-0.0016205i,-0.0013809-0.00071604i,-0.0016868+0.00013117i,-0.00098452+0.00040426i,-0.00046469+0.00038213i,-0.00028773+0.0002353i,-0.00014592-3.1774e-05i,-0.00038128+0.00078451i,-0.00017759+0.0010349i,0.00027149-0.00014219i,0.00024032-0.0004287i,0.0010005+0.00032116i,0.0014336+0.00087738i,0.00076885+0.00070035i,0.00029907+2.9408e-05i,-0.00039602+0.00025403i,-0.00037629+0.00027145i,0.00039091-0.00076678i
0.00013362+6.1601e-05i,0.00023306-0.00038517i,0.00070026-0.0023839i,0.0001584-0.0033455i,-0.001082-0.0031654i,-0.0014283-0.0017969i,-0.0015708-0.00039067i,-0.00069508+0.00042627i,0.00020601+9.198e-05i,-0.00069427-0.00073989i,-0.00096893-0.00053738i,0.00061963+0.00029381i,0.00069194+0.00012839i,-0.00056042-0.00020276i,-0.00029234+0.00041016i,0.00058163+0.00070853i,-2.2828e-05+0.00068293i,-2.2008e-05+0.00032071i,0.00052675+1.0774e-05i,0.00038138-0.00018725i,0.00019797+7.7297e-05i,-0.00023223+0.00035052i,-0.00027691+5.1329e-05i
-9.6473e-05-0.0024468i,-0.00026231-0.00095211i,-0.0011851-0.0013074i,-0.0025415-0.0013483i,-0.0027291-0.00069471i,-0.0012211+0.00028631i,0.00033176+0.00049861i,-5.2125e-05-0.00012747i,-0.00092665+0.00037728i,-3.5181e-05+0.0012603i,0.00041462+0.001004i,-0.00015491+0.00060626i,-0.00011894+0.00071113i,0.00049858+0.00046742i,0.0012182+0.00024298i,0.00089561+0.00046201i,0.0001993+0.00074037i,-7.5348e-05+0.00063829i,-0.00048089+0.00033549i,-0.00062781-9.0654e-06i,-0.00063546+1.4621e-05i,-0.0003453-0.00010339i,-0.00031481-0.00014068i
0.0023115-0.00026697i,0.0010236-0.0010835i,0.0012647-0.0016503i,0.00090552-0.002141i,-0.00087967-0.001679i,-0.0019648-0.001133i,-0.0015197-0.00109i,-0.00078401-0.00010191i,-0.00031951+0.00027i,-4.6877e-05+5.3691e-05i,-9.0569e-05+0.00031346i,2.9244e-05+2.4568e-05i,0.00060586+0.00036731i,0.00066026+0.00040027i,0.00030237-8.49e-05i,0.00014482+6.5445e-05i,0.00031345-0.00036986i,0.00023112-0.00055888i,-0.00022269-2.7837e-05i,-0.00034479+0.00022213i,-0.00061961+0.00051421i,-0.00065888+0.00030391i,-5.0987e-05+0.00013446i
-0.0010526+0.00013112i,0.00032307-0.00048304i,0.0011267-0.0004588i,0.0015797-0.0014498i,0.0016522-0.0023386i,0.00019756-0.0018015i,-0.00091164-0.0013622i,-0.00038666-0.00023966i,-4.7229e-05+0.00044595i,3.9093e-05+0.00020538i,-0.00015047-0.00034034i,6.6747e-05-0.00059955i,0.00031383+2.3595e-05i,-0.00010702+2.4334e-05i,-0.00015046-0.0010762i,-9.157e-05-0.000901i,-7.055e-06-0.00029314i,-1.7907e-05+0.0001235i,0.00020401+0.00044425i,0.0001545+0.00062699i,-1.5041e-05+0.00094471i,5.9262e-05+0.0001974i,0.00050564-0.00068713i
-0.0010559+0.00061292i,-0.00012947+0.0013749i,-1.3655e-05+0.00087983i,-9.5019e-05-0.00047582i,-0.00034958-0.00066039i,-0.0011086-0.00039041i,-0.00078935-0.00040492i,-0.00038656-0.00051787i,-0.00090885+0.00033547i,-0.00075703+0.0012753i,-0.00020263+0.0010051i,-0.00040597-0.00044776i,-4.4008e-05-0.00084395i,0.00039483+2.5784e-05i,0.00053042+0.00020824i,0.00057555+0.00038641i,0.00028638+0.00063191i,0.00059948+0.0002338i,0.00076652-0.00015007i,0.00052792+5.9897e-05i,0.00054693+0.00068966i,0.00028407+0.00034898i,-0.0002159-0.00046511i
0.0029235-0.00070203i,0.0013333-0.0011299i,0.00060199-0.0022552i,0.00095551-0.0031986i,0.00092024-0.0028894i,0.00044545-0.0014831i,-0.00054289-0.00057342i,-0.0014127-0.0010737i,-0.00095125-0.0014061i,-0.00058276-0.00024028i,-0.0001584+0.0012844i,0.00014441+0.0010519i,0.00035637+0.00035373i,0.00022981+0.00064i,0.00017495+0.00069401i,-2.0438e-06+0.00062366i,0.00035116+0.00069532i,0.00098847+0.00064828i,0.0010318+0.00072359i,0.00067317+0.0012423i,0.0004117+0.00091988i,0.00052915+0.00040565i,0.0005767+0.00024008i
-0.00091081+0.00068145i,0.00045328+0.00051756i,0.0015557+5.7063e-05i,0.0023779-0.00074829i,0.0015657-0.001211i,0.00068101-0.0013585i,-0.00012367-0.00032661i,-0.0011903+0.00069352i,-0.0014028+0.000606i,-0.00097672+0.00048806i,-0.00049427+0.0010739i,-0.0003184+0.00080555i,-3.7479e-05+0.00033444i,2.7395e-05+0.0007532i,4.4545e-05+0.00080821i,0.0005628+0.00074252i,0.00026339+0.00086835i,-0.00034938+0.00058197i,9.7553e-07+0.00028337i,0.00085202+0.00024034i,0.00056-0.00024982i,-0.00040757-0.00027924i,-0.00011404-0.00044564i
0.00098372-0.00085554i,0.0017611-0.0011973i,0.0014649-0.00083443i,0.00023857-0.00077025i,-0.00058414-0.0013371i,-0.00088236-0.0013657i,-0.00088284-0.00042287i,-0.00026167+0.0007057i,-3.0924e-05+0.0012728i,-9.9909e-05+0.00046033i,0.00025679-0.00013299i,0.00022481+0.0001002i,-0.00010159-0.00016689i,-0.00031022+0.00059169i,0.0003271+0.0010887i,0.0012154+0.00098687i,0.00094337+0.0010999i,0.00045335+0.00070664i,0.00099628+0.00030342i,0.00084361-3.3548e-05i,-0.00067616-0.00020306i,-0.00097891+3.2501e-05i,-0.00044738-4.9086e-05i
-0.00012351-0.0003596i,-0.0005607+0.00047264i,0.00019983+0.00010424i,0.00091496-0.00086971i,0.00036413-0.0013893i,-0.00049783-0.0014018i,-0.00071081-0.00066455i,-0.00048515+7.7345e-05i,0.00011958+0.00072576i,0.00045251+0.00072933i,0.00011191+0.00040057i,-0.000149+0.00047158i,-0.00036718+5.6916e-05i,0.00040353-0.00028054i,0.00096178-0.00017461i,0.00094796-0.00013304i,0.00040423+0.00041022i,0.00025903+0.00047595i,0.00059566-0.00022138i,0.00045311-0.00043103i,-0.0001355+7.5403e-05i,-0.00027284+0.00035612i,-0.00045702+0.00022982i
-0.0018104-0.00076014i,-0.0017044-0.0014704i,-0.0013522-0.0011836i,-0.00079392-0.0013001i,0.00020329-0.0016057i,3.198e-05-0.0015099i,-0.00075631-9.5282e-05i,-0.00021991+0.00085824i,0.00026646+0.00055623i,-0.00012189+0.00071031i,-9.8265e-05+0.00096813i,0.00036486+0.00085803i,0.00080781+0.00059361i,0.0008784+0.00018218i,0.00058251+8.2145e-05i,0.000296+5.4047e-05i,-0.00022431+0.00014853i,-0.00049536+0.00025968i,-0.00067208+0.0003071i,-0.00043645+0.00093732i,-0.00051415+0.0011812i,-0.00022251+0.00090283i,0.00050531+0.00027905i
0.00075037+0.0001479i,0.00079873-0.0016137i,0.00063982-0.0026035i,-0.0003775-0.0030441i,-0.00051588-0.0036874i,-0.00094743-0.0029709i,-0.0013441-0.0011049i,-0.00041258+0.0003459i,3.7797e-05+0.0011653i,-0.00039454+0.00092647i,-0.00075568+0.0010784i,-0.00091858+0.00093494i,-0.00048737+0.00046242i,-0.00012042+0.00069919i,-0.00025827+0.00026411i,-0.000227+0.00018025i,-0.00023742+0.00051281i,5.5103e-05+6.8996e-05i,0.00077713+8.3523e-06i,0.0012324+0.0001147i,0.00074783-0.00010373i,0.00025917+0.0002366i,0.00022751-8.8821e-05i
0.0025355-0.00029181i,0.0012497-0.0017015i,0.00063112-0.003123i,0.00063058-0.0026443i,0.000416-0.0019907i,-0.00022895-0.0018027i,-0.00082526-0.001355i,-0.00080372-0.00082325i,-0.00044905-0.00041834i,-2.4621e-05+3.8589e-05i,0.00025623+0.001084i,0.00028856+0.0010764i,0.00050304+0.00026203i,0.0012733+8.1577e-06i,0.0019863-7.2212e-05i,0.0011896+7.5547e-05i,-0.00057475+0.00019872i,-0.0012771+0.00023206i,-0.00076986+0.00053361i,-0.00059571+0.00059489i,-0.00055305+0.00027488i,-0.00010384+0.00026671i,-0.00029912+0.00068118i
-0.00088356-6.8284e-06i,-0.00017646+0.00059568i,0.00019341-0.00020194i,0.0011075-0.00014569i,0.00060482-0.00021646i,-0.00075612-0.0010135i,-0.0012902-0.0012812i,-0.0015265-0.00049698i,-0.00078396-0.00010376i,-0.00013944+0.00039442i,-3.6844e-05+0.00082382i,0.00073132+0.00041597i,0.00070627+0.00024013i,8.965e-05-0.00019361i,0.00041517-0.00025726i,0.0010427+0.00033502i,0.001625+0.0003896i,0.00097097+0.00035992i,1.7101e-05+0.00025058i,0.00044695-0.00018416i,0.00045598-0.00013985i,-0.00015712-0.00085097i,-0.00011807-0.00058721i
-0.00025047+0.0002654i,-0.00014421-0.0016487i,-1.9914e-05-0.0016266i,0.00063337-0.0014111i,0.00071851-0.0018136i,-0.00056489-0.0012044i,-0.00099076+0.00024386i,-0.00099935+0.00053239i,-0.0012647+0.00075651i,-0.00052009+0.00036506i,0.00046782+0.00032194i,0.00031017+0.00082852i,-0.00050888+0.00021547i,-0.00010389-0.00010632i,0.00064083+0.00020047i,0.00041666+0.00024804i,-9.3504e-05+0.00053588i,-0.00043595+0.00087881i,0.00028303+0.00058422i,0.00075738+0.00058611i,0.00081483+0.00075086i,0.00089585+0.00021605i,0.00036922-5.8367e-05i
0.0005503-3.1836e-05i,0.00012884+0.001136i,-0.00046976+0.00099335i,-0.00065378-0.00083895i,-0.00044829-0.001319i,-0.00022619-0.00021742i,-0.00032307+0.00027484i,-0.00075673-0.00051778i,-0.00035385-0.00068283i,0.00010992-0.00026047i,0.00028044+0.00017436i,0.00029155+0.00040993i,-4.683e-05+0.00037972i,-0.00037477+0.00040396i,-9.316e-05+0.00076865i,0.00050284+0.00055257i,0.00052445+0.00059861i,0.00031932+0.00053121i,-0.00028571+0.00049867i,-0.00041944+0.00064508i,0.0001502+0.0010351i,0.00067439+0.00095687i,0.00058808+2.414e-05i
-0.00072326+0.00031334i,7.2913e-05-0.00093802i,0.00064054-0.002298i,0.001261-0.0014242i,0.00067156-0.0008927i,0.00037062-0.00097888i,-0.00012113-0.00058047i,-0.00055665-0.00044123i,-0.00085615-8.9687e-05i,-0.00043661+0.00029188i,0.00012133+0.00048348i,0.00035242-0.00018234i,-2.7012e-05-0.00089869i,-0.00077632-0.00077496i,-0.00075884+0.00012175i,-0.00029601+0.00045293i,-0.00048701-7.6938e-07i,-0.00054643-0.00052212i,-3.332e-05-0.00035972i,0.00039597+8.0371e-05i,0.00066613+0.00016676i,0.00087418+0.00028552i,0.0006884+0.00014866i
0.00019479-0.00022576i,0.00082427+0.00046557i,0.0010583+0.00048661i,0.0015873-0.0010211i,0.0013707-0.0022942i,-0.00067008-0.0022347i,-0.0018038-0.00087121i,-0.0010581+0.00042328i,0.00019984+0.0012222i,0.00082263+0.00096284i,0.00065625+0.00041788i,-0.00012856+0.00082428i,2.6267e-05+0.00095483i,0.00029795+0.0003503i,0.0001507+6.6086e-06i,0.00017124+0.00046814i,5.8324e-06+0.00075094i,-0.00034296+0.00030277i,-0.00092799+0.00018103i,-0.0010777+0.0003378i,0.00029352+0.00023388i,0.00075381+0.00017945i,0.00072981+0.00046666i
-0.00034812-0.00029735i,6.0997e-05-0.00021708i,0.0005102-0.00067379i,0.00035635-0.0009957i,0.00038988-0.0011852i,-0.00013276-0.0016135i,-0.00046192-0.00095179i,0.00020997+0.00049869i,-0.00045332+0.0011802i,-0.00095225+0.00071376i,-7.8006e-05+0.00083851i,-0.00022938+0.00091786i,0.00011973+0.00054775i,0.00019365+0.00015006i,-0.00054904-8.1557e-06i,-0.00038539+0.00072281i,-0.00056744+0.0014842i,-0.00064189+0.0016235i,-0.00069427+0.00082039i,-0.00049884-0.00013917i,-0.00016866-0.00010569i,-2.061e-05-0.0004129i,9.6477e-05-0.00077848i
-0.0005752+0.00038022i,0.00033671+3.1787e-05i,0.001108+0.00034709i,0.00054851-0.00028075i,-1.6125e-05-0.0015468i,0.00039912-0.0011579i,-0.00034731+0.00024655i,-0.00097226+0.0011458i,-0.00025731+0.0012838i,0.0002902+0.001071i,0.00024893+0.0010909i,0.00023909+0.00056846i,0.00051804-0.00014225i,-0.00017655+0.00027148i,-0.00073475+0.00091702i,-0.00033153+0.0010001i,0.00035287+0.0012929i,0.0011527+0.0014007i,0.00097716+0.00050041i,-3.9022e-05+0.0004752i,-0.00090471+0.00056386i,-0.00090563+0.0002655i,0.00013452+0.0004739i
-0.00010807+0.00026434i,0.0002802-0.00036572i,0.00049808-0.0017381i,0.0010772-0.001933i,0.0009985-0.0013847i,0.00042516-0.0015879i,-0.0004946-0.0010787i,-0.0013469-0.00036959i,-0.0013279+0.00054172i,-0.00043911+0.00094754i,0.00015028+0.0014884i,0.00015028+0.0013956i,0.00081518+0.00022347i,0.001438+0.0001733i,0.00065171+0.00095203i,-0.00017041+0.0010869i,0.000367+0.00068974i,0.00093908+0.00036529i,0.0008132+7.7522e-05i,0.0001285+0.00023721i,-0.00022926+0.00070683i,-0.00026427+0.00064039i,-0.00039629+0.00024784i
-0.0011127+0.00034607i,-0.00015422-0.00034324i,0.00044133+8.5477e-05i,0.00027943+0.00013072i,1.2812e-05-0.00062253i,0.00074112-0.00077387i,0.0007869-0.00077157i,-0.00010123+0.00032477i,-0.00064609+0.0014412i,-0.0007595+0.0010302i,-0.00018087+0.00035742i,0.0010114+0.00060263i,0.00069251+0.00041944i,0.00035151-0.00017999i,0.00072398-0.00029741i,0.00076387-0.00032144i,0.00068703+0.0001464i,0.00025459+0.0004743i,7.1953e-05-0.00012226i,0.00040535-0.00036372i,6.3778e-05-0.00010296i,-0.00084698-0.00052241i,-0.00098494-0.00095332i
0.00022712+0.0013921i,0.0014885+0.00058413i,0.0029525+0.00085968i,0.0022396+0.00046306i,0.00045487-0.0012872i,-0.00017106-0.0019547i,-0.00071445-0.0013531i,-0.00087243-0.00041999i,-0.00039008+0.00017254i,-5.5956e-05+0.00056802i,0.00060271+0.00078476i,0.00031161+0.00015872i,-0.00040656-0.00049242i,-0.00060961-0.00052802i,-0.0010775-0.00012172i,-0.00046385+0.00031899i,0.00019405+0.00054641i,-0.00016918+6.2986e-05i,-0.00018666-0.00046105i,0.00019719-0.00026771i,0.00022744+0.00058248i,-0.00031531+0.00063999i,-1.9732e-05-0.00051478i
2.0335e-07-0.0013812i,0.00070765-0.0017152i,0.0011409-0.0027732i,0.00014025-0.0026134i,-0.00048735-0.0020877i,-0.00078498-0.0018216i,-0.0010386-0.00060315i,-0.0011928+7.8442e-05i,-0.00060047+0.00029009i,0.00045202+0.00030469i,0.00066871+0.00010003i,0.00021037+0.00034085i,2.0824e-05+0.00031922i,-0.00022503+0.00026061i,-0.00023318+0.00051701i,-0.00031001+0.00030962i,0.00016046-0.00074733i,0.00097789-0.00074727i,0.00051282-0.00012664i,0.00025495-0.00012865i,0.0012025-0.00065285i,0.0014091-0.00052583i,0.00085245+0.0001207i
-0.00086755-0.00020296i,-0.00096277+0.00041016i,-0.00077063+0.00033741i,-0.00039481-0.00051734i,-0.00054483-0.0012362i,-0.0011595-0.0016538i,-0.00097859-0.0011295i,-0.00060937+0.00023766i,-0.00026257+0.00046251i,-0.00038363+0.00066163i,-0.0001341+0.00023046i,0.0013802-0.00045068i,0.0017495+0.00013825i,0.00056407+0.00020006i,0.00022084+1.878e-05i,0.00042027+0.00033586i,0.00039355+0.00023114i,0.00011934+0.00030753i,-0.00049637+8.8123e-05i,-0.00016282+3.0485e-05i,0.00074153-5.6549e-05i,0.00032211+4.8769e-05i,-0.00090045+0.00023196i
-0.0025268-0.0013196i,-0.0012283+0.00034964i,-0.00060873+0.0012777i,-2.799e-05+4.7524e-05i,-0.00031918+4.9221e-06i,-0.00021532+0.00010316i,-9.2932e-05+0.00017592i,-0.0010485+0.00071095i,-0.0016342+0.0010269i,-0.00069042+0.00098817i,0.00035889+0.00075427i,0.00055128+0.00048969i,0.00048058+0.00075725i,0.00043391+0.00085853i,0.00023861+0.00081591i,-7.6599e-05+0.00088089i,7.5717e-05+0.00061515i,-0.00013139+0.0003554i,-2.477e-05+0.00069974i,0.00013646+9.3941e-05i,0.00016307-0.0003803i,-0.00012499-0.00013269i,-0.00026443+0.00015908i
0.0010479+0.00053201i,0.0016599-0.0018752i,0.0014705-0.0035509i,0.00014906-0.0041941i,-0.00045797-0.003348i,-0.00044947-0.0020319i,-0.00042691-0.0015065i,-0.00046081-0.000639i,-0.00017442+9.9653e-05i,-0.00031093-0.00061818i,-0.00028336-0.00026893i,0.00017343+0.00031511i,0.0003379-3.5415e-05i,0.00015192+0.00064809i,0.0011126+0.0015809i,0.0013639+0.00098303i,0.00088185+9.637e-05i,0.00091833+0.00020321i,0.00063523+0.00040426i,0.00028754+0.00020195i,-3.1739e-05-0.00076846i,-0.00079654-0.0013419i,-0.00027193-0.00075673i
0.00072528-0.0011545i,-0.00037112-0.00051331i,-0.0015506-0.0012497i,-0.0020409-0.0021322i,-0.0019564-0.0015428i,-0.0014763-0.0002147i,-0.0010488+0.00063863i,-0.00064976+0.0013323i,-0.0013142+0.00070189i,-0.0014794+5.9856e-05i,-0.0010556-0.00023369i,-0.00017675-3.3476e-05i,0.0012429+0.00018112i,0.0019202+0.00012774i,0.0016849+0.00070433i,0.0010726+0.000598i,0.00063102+0.00014909i,0.0005719-0.00018768i,-5.5367e-05-0.00017356i,-0.00076386+0.0002476i,-0.00075052+0.00081135i,-0.00056029+0.00031564i,-0.00044563-0.00018742i
-0.00068834+0.00076627i,0.00046833+0.00074795i,0.0024128+0.00025197i,0.0029001-0.00077542i,0.002075-0.0013845i,0.00048739-0.00073088i,-0.00064637-0.00014967i,-0.00082913-0.00043234i,-0.00061667-0.00034006i,-0.00010471+0.00037439i,0.00081444+0.00077826i,0.0013063+0.00084921i,0.0012766-1.468e-06i,0.00079633-0.00082756i,0.0001733-0.0003923i,0.00037782-2.3778e-05i,0.00041015+4.0214e-05i,-5.5009e-05+0.00053502i,-0.00016083+0.00061883i,7.0697e-05+0.0001761i,0.00014924-0.00063063i,0.00031209-0.00036492i,-0.00048327+0.00034575i
-0.0017079-0.0017661i,-0.001994-0.0018573i,-0.0024744-0.0018551i,-0.0011462-0.00132i,0.00037642-0.0015863i,0.00065679-0.0020941i,-0.00022289-0.0013003i,-0.00066468-0.00037967i,-0.00048209+0.00021047i,-0.00037919+0.00084932i,-0.00034402+0.00094363i,0.00024684+0.00046909i,0.0010286-0.00046937i,0.0012188-0.00043851i,0.0015242-0.00024096i,0.0012529-6.0011e-05i,0.0010331+0.00094823i,0.001094+0.001048i,9.6702e-05+0.00093784i,-0.00053289+0.0013792i,2.1338e-05+0.0011468i,-2.2509e-05+0.00055906i,-0.00016599+0.00054404i
-0.00018704+0.00032382i,0.00018728-8.5324e-05i,0.00089792+0.00057467i,0.00088056-0.00079196i,0.0010709-0.0024441i,0.00052176-0.0019909i,-0.00056373-0.00066251i,-0.00089306+0.00040661i,-0.00081157+0.0002687i,-0.00059188-0.00058413i,-0.00060415-0.00055313i,-0.00059175-0.00010014i,-0.00043605+0.00018473i,-0.00061712+0.00031801i,-0.00075487+3.521e-05i,-0.00061816+0.0004039i,-0.0003982+0.0010854i,-7.6942e-05+0.00097683i,0.00054841+0.00062631i,0.0011235+0.00034828i,0.00030536+0.00057909i,-0.00012967+0.00084089i,0.00020549+0.00084638i
-9.0515e-05+8.5954e-05i,-0.00011075-0.0011298i,-0.00042448-0.0015477i,-3.3164e-05-0.0016521i,8.8476e-05-0.0014703i,-0.000227-0.0015369i,-0.00041784-0.0010175i,-0.0017435+0.00027574i,-0.0023431+0.00073159i,-0.0010922+0.00079443i,0.00016755+0.0013205i,0.00035107+0.00090781i,0.00026476-8.0118e-05i,-1.8867e-05-0.00012014i,7.7079e-05+0.00015808i,-0.0003708-0.00037748i,-0.0006356-0.00070931i,3.2643e-05-0.00046831i,0.0004722-0.00054013i,0.00091393-0.0001728i,0.00084129+0.00045042i,0.00024821+0.0003169i,-0.00074128-0.00015183i
0.0011229-0.001501i,0.000246-0.0011681i,0.00014459-0.0014633i,0.00081462-0.0018664i,0.00046347-0.0012067i,-0.00032863-0.00028287i,1.49e-05+0.00019874i,0.00016862+0.00079827i,-0.00048316+0.00069374i,-0.00073071+0.00030637i,-0.00042518+0.00017443i,0.00053178+0.0002818i,0.0008175+0.00043701i,0.00059788+0.00093124i,0.00071699+0.00029958i,0.0013843-0.00032615i,0.00099207+0.00021393i,0.00018413-4.3591e-05i,-7.031e-05-0.00033094i,-0.00056926-3.4812e-05i,-0.0011227+0.00010806i,-0.00095988+0.0001991i,-0.00029845-0.00026518i
-0.00037726-0.00023528i,-0.00089131-0.0013734i,-1.1738e-05-0.0011079i,-0.00014484-0.00088967i,-0.00016937-0.0018033i,-0.00016098-0.0015953i,-0.00038886-0.00077564i,-0.00020948-0.00048785i,0.00042498-0.00019915i,0.00058896-9.1757e-05i,0.00051081-0.0001845i,0.00011383-0.00025584i,0.00030931-0.00012576i,0.00077935-0.00021323i,0.00041337-5.4763e-05i,-5.7206e-05+0.00035334i,-0.00050482+0.00087845i,-0.00042191+0.0012588i,0.00055904+4.7364e-05i,0.00028091-0.0010159i,-4.6747e-06-0.0009497i,0.00011279-0.00031729i,-0.00035351+0.0002184i
-0.0017904+0.00098097i,-0.0011234+0.00027793i,0.0011091-0.00019748i,0.0024797-0.0010503i,0.0010842-0.001822i,-0.00098724-0.0019683i,-0.0011952-0.0012838i,-0.00036894-0.00045158i,9.9589e-05+0.00082101i,-0.00036442+0.00092707i,-0.00095544-4.0012e-05i,-0.00063418-0.00065289i,3.2581e-05-0.00051825i,-0.00012967-0.00010726i,-2.5428e-05+0.00038501i,0.00019136+0.00094536i,0.00085519+0.00056592i,0.001396-0.00024854i,0.0012467-0.00059778i,0.00078882-0.00029173i,0.00012711+5.606e-06i,-0.00035737-0.00047208i,-4.5389e-05-0.00074814i
0.00099803-0.0013782i,0.00065215-0.00177i,0.00036857-0.0025167i,-0.00018855-0.0024348i,-0.0005109-0.0018194i,-0.00037914-0.0013103i,-0.00084837-0.00039977i,-0.00058444-0.00025434i,-0.00077001+0.00039105i,-0.0011642+0.00094947i,-0.00093083+0.00067814i,-0.00037147+0.00042868i,0.00030193+0.00056937i,0.00044912+0.00075195i,5.568e-05+0.00075021i,0.00014321+0.00023182i,0.0009369-0.00042246i,0.00075671-0.00035049i,1.2415e-05-3.4708e-05i,-0.0006077+0.000329i,-0.00090638+0.0009436i,-0.00045233+0.0012211i,0.0001714+0.00091249i
0.00042852-0.00089813i,0.00028316-0.00016967i,-0.00076018-7.9724e-05i,-0.001004-0.00034515i,-0.00045766-0.00034585i,0.00037333-0.00019087i,-5.1039e-05+0.00018339i,-0.00024718+0.00036665i,7.7744e-05+0.00079671i,-3.475e-05+0.00086029i,0.00052256+0.0009445i,0.00046732+0.00080127i,0.00034734+0.0002614i,0.00083416+9.5155e-05i,0.00036682+6.4796e-05i,-0.00029892+0.00031778i,-0.00050545+0.00063561i,-0.00038465+0.00021688i,0.00051778+0.00015291i,0.0011772+0.00010066i,0.00072556-0.00043651i,-0.00044253-0.00042077i,-0.00087641-1.3562e-05i
