-0.0027187+0.0021444i,-0.0025669+0.0011315i,-0.0025505+0.00093864i,-0.0010177+0.0014895i,0.00015957+0.0027646i,-0.00020078+0.0034191i,0.00024951+0.0027037i,0.0009403+0.0015105i,0.00045875+0.00063112i,1.149e-05+1.6263e-05i,1.0463e-05-0.00073867i,-0.00054029-0.00082098i,-0.00037875-0.00085564i,0.00025908-0.0014293i,0.00011404-0.0010703i,-0.00010391+3.3244e-05i,-0.00066324+0.00050774i,-0.00079854+0.00063957i,-0.00072487+0.00034834i,-0.00060638+7.2874e-06i,0.00010227+0.00027383i,0.00048142+0.00053412i,0.00026761+0.00042879i
0.00044517-0.0014778i,0.0011325-0.00070113i,0.00083401-0.00023796i,0.00025341+0.0002801i,2.5799e-05+0.00063233i,8.9353e-05+0.0011466i,0.00040433+0.001233i,0.00033814+0.00062643i,0.00025688-0.00016845i,-0.00010101-8.3547e-05i,-0.00016516+0.00018341i,0.0002029+0.00065452i,-6.8071e-07+0.00093733i,-0.00069805+0.00053144i,-0.00088929-0.00037146i,0.00022703-0.00059319i,0.00059964-0.00060495i,-0.00015784-0.00064772i,-0.00089195+0.00017999i,-0.0008244+0.00091454i,2.2789e-05+0.0001943i,-2.2819e-05-0.00049334i,-0.00045924-0.00063891i
3.6475e-05-0.00048444i,-0.00028134-0.00036644i,-0.0015387-0.00018705i,-0.0017246+0.00050446i,-0.0015401+0.0016405i,-0.0008583+0.002081i,0.0002588+0.0012857i,0.00020511+0.00067846i,-7.2777e-05-0.00046529i,-0.00034398-0.0010138i,-0.00050986-0.00010074i,-0.00031528+0.00032733i,0.00024638-0.0001311i,0.00051387-0.00019346i,0.00065611+0.00016384i,0.00050414+0.00059266i,0.00010533+0.0006305i,0.00052405+0.00025757i,0.00085128-0.0004161i,0.00023322-0.00070687i,-0.00052636-0.00071767i,-0.0007008-0.00072806i,-0.00032995-0.00076316i
-0.00050101+0.0010288i,-0.00032169+0.00031471i,-0.00041903+4.0219e-05i,0.0005263+0.00072343i,0.0014591+0.0010813i,0.00098657+0.00013783i,0.00018282-0.00079986i,3.4133e-05-0.0011585i,-0.00012185-0.00087653i,-0.00022827-0.00015853i,-0.00054007+0.0006795i,-0.00051091+0.00053887i,-7.9446e-05+6.3281e-06i,-0.00020547-0.00033846i,-0.00011509-0.00023509i,1.8413e-05+0.00019122i,-0.00013962-6.8971e-05i,-0.00045626-0.00040803i,-0.00043217-0.0010723i,-0.00019068-0.00087674i,0.00028533+4.0503e-05i,0.00056485+0.00043236i,0.00057143+0.00053739i
0.00014252-0.0003486i,0.0002416+0.00031811i,-0.00052952+0.0016017i,0.00013969+0.0027397i,0.00081708+0.0026919i,0.00017453+0.0018067i,0.00047699+0.0010338i,2.8139e-05+0.0012586i,-0.00089202+0.0012942i,-0.00087649+0.00069527i,-0.00021129+0.00030727i,0.00036538-0.00035529i,1.6929e-05-0.00046311i,-8.886e-06-0.00045549i,0.00044249-0.00024379i,1.3271e-05-0.00013799i,-0.00065003-0.00042831i,-0.00042027+0.00020197i,2.5066e-05+0.00052666i,-0.00018389-0.00040752i,-0.000262-0.00053584i,3.4361e-05-0.00016368i,0.00024645+3.6468e-05i
-0.0026373-0.0022126i,-0.0024958+0.00014655i,-0.0025982+0.0014843i,-0.001631+0.001671i,-0.00012517+0.0013596i,0.0010098+0.001551i,0.00037322+0.00094218i,-0.00052028-0.00069015i,-0.00049018-0.001117i,0.00010739-0.00031588i,0.00076525+0.00013403i,0.00094639+0.00015657i,0.00076819-2.9776e-05i,0.0012226-0.0004927i,0.0017356-0.00041982i,0.00077835-0.00092784i,4.7335e-05-0.0012625i,-0.00023011-0.00065349i,-0.0010234-0.00039614i,-0.00059749-0.00025511i,0.00016235-0.0001183i,0.00039168-0.00020556i,0.00027227-0.0001113i
0.0012023+0.00032971i,0.0010443-0.00085572i,0.00045013-0.00070222i,0.00012532-6.1744e-05i,0.00056701+0.0001447i,0.00039257-2.0652e-05i,-0.00015964-0.00046907i,-0.00027278-0.0002855i,1.0656e-05+0.00054234i,0.00015653+0.00098048i,0.00036014+0.00033191i,0.00054163-0.00042742i,8.077e-05-0.00052764i,-0.000337-0.0010321i,9.001e-05-0.0011009i,-0.00023251-0.00018287i,-0.00052704+0.00030525i,-0.00048336+0.00018159i,-0.00012759-0.00031183i,-1.3596e-05+0.00024501i,0.00015142+0.00026527i,0.000893+0.00012468i,0.0012432+0.0006131i
0.0012296+0.00011605i,0.00024668+0.00019136i,-0.00013508+0.00012064i,0.001168-0.00035927i,0.0018328+0.0005115i,0.00080085+0.0013911i,0.00061466+0.0010363i,0.00099247+0.00066533i,0.00060833-0.00017563i,0.00019746-0.000343i,-0.00025999-7.2995e-05i,0.00014319+0.00032695i,0.0010883+0.00035127i,0.00065745+4.0969e-05i,-0.00039386-4.3827e-05i,-0.00024202-0.00015996i,-2.1178e-05-0.00038107i,0.00042085-0.00080043i,0.00033241-0.00047373i,-0.00038143-0.00019521i,0.00034632-0.00025831i,0.00035448-6.3035e-05i,0.00041759-0.00051563i
3.2746e-05-0.0018065i,-0.00097145-0.0018945i,-0.0014485-0.0020257i,-0.0011972-0.00093702i,-0.00091648+0.0005069i,-0.0004939+0.0011433i,-0.00027303+0.0015412i,0.00028971+0.0011714i,0.00024767+3.1727e-05i,-0.0002163+0.00053738i,0.00032803+0.00090474i,0.00089207+0.00077633i,0.001305+0.00088172i,0.00081421+0.00084251i,-0.00014955+0.00034033i,1.8489e-05-0.00020337i,0.00073838-0.00076592i,0.00065321-0.00095401i,-0.00053957-0.00035295i,-0.0004444-3.6033e-05i,-0.00017955+0.00041609i,-0.00026847+0.00049974i,-0.00024196+0.00056892i
0.00075342+0.00086228i,0.0014368+0.0011692i,0.001369-5.6382e-05i,0.0015515-0.00060249i,0.0014207-5.3455e-06i,0.00054116+0.0011462i,0.00028192+0.0014394i,0.00041094+0.00065854i,-4.2001e-05-2.2654e-05i,-0.0013311-0.00062208i,-0.0018574-0.00080865i,-0.0008286-4.6411e-05i,0.00079821+0.00047214i,0.00099828+0.00059776i,0.00049113+0.00028907i,0.00038969-0.00042168i,-2.7522e-05-0.00045094i,-0.00025028-0.00058417i,9.4777e-05-0.0012445i,0.0006317-0.00054869i,0.00067073-8.6785e-05i,-0.00016046-0.00048772i,-0.00059458-0.00036425i
-9.2026e-05-0.00098473i,-0.00056036-0.00011334i,-0.0017027-0.00068581i,-0.00096549-0.0012253i,0.00021253-0.00060003i,0.0012485+0.00043628i,0.0017131+0.00087612i,0.0007935+0.0002289i,-0.00024336-0.00061105i,-0.00021458-0.00012202i,4.8826e-05+0.00077086i,-5.5982e-05+0.00076703i,-0.00056639+0.00034003i,3.5098e-05+0.00010426i,0.0013146+0.0001437i,0.0007911+0.00041188i,0.0003572+0.00040151i,0.00024837+0.00050794i,0.00017209+0.00053799i,7.8919e-05+0.00057767i,-0.00014622+0.0002719i,0.00019048-0.00017295i,0.00043742-0.00046008i
0.00046476-0.0015818i,-0.00091513-0.00059259i,-0.00088953-0.00048528i,-0.00066422+0.0012536i,-0.00068081+0.0024277i,0.00033331+0.0019802i,0.00069669+0.00072471i,7.382e-05+0.00012702i,-0.00049819+0.00065413i,-0.00074917-2.2557e-05i,-0.00063572-0.0001181i,-0.00021613+0.00062884i,4.3248e-05+0.00020277i,4.9975e-05+4.8795e-05i,-0.00038353+9.7152e-05i,-0.00071404-0.00038141i,-0.0004022-0.00048436i,-0.00022829-0.00011963i,-0.00094518-0.00030705i,-0.001018-0.00050013i,-0.00095074-0.00013322i,-0.0011023+0.00030477i,-0.00076936+0.00030058i
-0.0014087-0.0010688i,-0.00099082-0.0005357i,-0.00091598+0.00045024i,-0.00034944+0.00065465i,0.00011151+0.00013821i,0.00058918+0.00040462i,0.00042455+0.00082997i,-0.00031132-3.5473e-05i,-0.00082723-0.00088213i,-0.00098323-0.00055243i,-0.00065878-8.5267e-05i,-0.00039215+0.00032134i,-0.00015222+0.0005601i,0.00038514+0.00049327i,0.00017226+0.00022286i,-0.00034077-0.00047471i,-5.656e-05-0.0003212i,-0.00040739+6.9137e-05i,-0.00059701+0.00045083i,0.00012967-0.0002402i,0.00032632-0.00082291i,-0.0001722-0.00051035i,-0.0006328-0.00025361i
0.00024301+0.0017824i,0.0014452+0.0014216i,0.0024665+0.00076003i,0.002318+0.00047033i,0.0017216+0.00054399i,0.00031319-0.00040186i,-0.0004485-0.00039839i,-3.3465e-05+0.00026658i,0.00040907+0.00076516i,0.0011006+0.00049643i,0.00046016-0.00014298i,-0.00028151-0.0003742i,-0.00015739-0.00024233i,2.7333e-05+7.9594e-05i,7.7176e-05+0.00010149i,-0.00023836-0.0003787i,-0.00066192-0.00051573i,-0.00040644+0.00010129i,0.00030991+3.861e-05i,0.00042694-0.00054047i,0.00048034-8.0535e-05i,0.00056569+0.0002938i,-0.00035065+0.00041471i
0.0023373+0.0011602i,0.0017648+0.00055255i,0.00068338-0.00020384i,0.00080241-0.00028437i,0.001266+6.65e-05i,0.00096104+9.6597e-06i,0.00097307+2.9855e-05i,0.00069197+7.4388e-05i,3.6946e-05-1.533e-05i,-0.00023916-2.7506e-05i,-0.00017526-4.8751e-05i,-0.00029243+0.000375i,-0.0009936+0.00042669i,-0.0009499-6.3449e-05i,-0.00051099-0.00036427i,-0.00074609-2.2092e-05i,-0.00041065+0.00018836i,0.00039606-0.00040433i,0.0001582+8.975e-05i,-0.0001105+0.00050149i,0.00024468-0.00034766i,0.0004176-0.00075025i,-0.00020521-0.00038813i
0.00074327-0.0011859i,-0.00090753-0.0023336i,-0.0014175-0.0017163i,-0.00078093-0.00049909i,-9.2703e-05+6.402e-05i,0.00040725+0.00040352i,0.00035897+0.0010587i,3.4233e-06+0.0015585i,-0.00043424+0.00076178i,-0.00066718+0.00074078i,-0.00019034+0.0012605i,-7.0037e-05+0.0013719i,-0.00013628+0.0011255i,-0.00012668+0.00090459i,0.00071877+0.00050483i,0.00081105-0.00047498i,0.00044213-0.00091471i,0.00072099+0.00014437i,0.00060514+0.00087284i,0.00062514+0.00016051i,0.00088296-0.00083678i,0.001016-0.00065854i,0.0010555-6.6491e-05i
0.0023788-0.00069056i,0.0009192-0.0016265i,-0.00013742-0.0030035i,7.2452e-05-0.0021748i,-0.00034571-0.00020716i,-0.0007793+0.00062734i,0.00031373+0.00066204i,0.00078148+7.1816e-05i,-6.3794e-05-0.00059944i,-0.00084091-0.00075088i,-0.00015404-0.0006467i,0.00059405-4.7553e-05i,-0.0004137+0.00079428i,-0.00078087+0.00075234i,-3.9267e-05+0.00015948i,-0.00035284-8.0688e-05i,-0.00049793+8.8679e-05i,-0.00028405-5.9257e-06i,-0.00018458+0.00041785i,0.00026722+0.0006126i,0.00030833+0.00045265i,0.00035684+0.00048943i,0.0005798+0.00026033i
-0.0011402+0.00034006i,-0.00032268+0.0010252i,0.00071595+0.0015612i,0.0016398+0.0011816i,0.0017282+0.00056433i,0.0012827+0.00053882i,0.00039306+0.00029951i,0.00022237-0.000188i,0.00017883+0.0004779i,-0.00029313+0.00097573i,-0.00015243+0.0008444i,4.7537e-05+0.00035813i,-0.00010582+0.00039024i,-0.00031751+0.00045252i,9.3326e-05+0.00050101i,0.00013918+0.0010809i,-0.00029124+0.0010544i,-0.00032598-0.00017816i,-0.00013172-0.00040153i,0.000334-0.00012481i,0.00015856-0.00043051i,-0.00045554-0.00046802i,2.1643e-05-0.00055832i
-0.0010577-0.0030037i,-0.001695-0.0024267i,-0.0023179-0.00085666i,-0.0025654+0.00036516i,-0.001455+0.0018627i,-7.1869e-05+0.0021067i,0.00024014+0.0010876i,-0.0005736+0.0003489i,-0.0007731-0.00013761i,-0.00041303-0.00012236i,9.0252e-05+0.00021728i,0.00034496+8.9103e-05i,0.00021841-0.00037269i,0.0005905-0.00027011i,0.00064047-0.00075241i,0.00092389-0.00013586i,0.00096611+0.00089266i,0.00038422+0.0011609i,-0.0001116+0.0012073i,-0.00074116+0.00066583i,-0.00082907-6.7221e-05i,-0.0007177-0.00021821i,-0.00030597+0.00014057i
-0.00015865+0.00032701i,-0.00036801+0.00099843i,-0.00068855+0.0011199i,-0.0017248+0.00067036i,-0.00094912+0.00030326i,-0.00027399+0.00095521i,-0.00025391+0.00090594i,4.1969e-05+0.00020395i,-0.00018219+3.5635e-06i,-0.00038186-5.4262e-05i,-0.00048081-0.00052177i,-0.00027881-3.81e-06i,-0.00019801+0.00025449i,-0.00013013-6.1431e-05i,-6.602e-05-0.00023117i,0.00010331-0.00027537i,-0.00047601+9.8341e-05i,-0.00087471+0.00019402i,-0.00037064+0.000386i,-0.00036891+0.00061522i,5.5503e-05+0.00030991i,0.00047032-0.00014725i,0.00013216-0.00043589i
0.00031056+0.0011789i,0.00043882+0.0013382i,0.00049663+0.0017567i,0.00062694+0.0017307i,0.0017181+0.0013441i,0.0022278-0.00024373i,0.0013147-0.0012606i,0.0007599-0.00067967i,0.00041002+0.00037122i,-2.3947e-06+0.00060338i,-0.00015253+0.0005836i,-0.00088198+0.00065417i,-0.00076683+0.00023512i,-0.00090519+0.00045792i,-0.00069263+0.00034629i,0.00040808-0.00011098i,0.00053477-0.00029741i,4.2134e-05-0.00051968i,-0.00036207-0.00019308i,-0.00040318-0.00079092i,-0.00025207-0.00086496i,-8.6821e-05-0.00065414i,0.00011885-0.000555i
-0.00075199+0.0029132i,-0.00018498+0.0028845i,0.00079234+0.0023985i,0.0020238+0.0020548i,0.00296+0.0011703i,0.0020696-0.00051463i,0.00091158-0.0010629i,-4.9657e-05-0.00073725i,-0.00027132-0.00020866i,4.7959e-05+2.3342e-05i,0.00036882-0.00030162i,8.2912e-05-0.00037671i,-3.3315e-05-0.0010633i,2.7386e-06-0.0016295i,-0.00089231-0.0006829i,-0.0010921-0.00036235i,-0.00083334-0.0009688i,-0.00095879-0.00074091i,9.8394e-06-0.00018784i,0.0011044+0.0001426i,0.0012085+0.00021242i,0.00097852+0.0003605i,0.00022462-0.00021766i
-0.0010745-0.0018852i,-0.0014682+1.6463e-05i,-0.0011223+0.00051542i,-0.00085696+0.00023795i,-2.9898e-05+0.00092002i,0.00040459+0.001844i,-0.00040546+0.0017948i,-0.00087509+0.00064877i,-9.132e-05-0.00072474i,0.00067353-0.00084175i,6.2722e-05+0.00010056i,-0.00093687+0.00047147i,-0.00089427+0.00032085i,0.00013694-0.00059703i,0.00036789-0.0013041i,-0.00022719-0.0006345i,-0.00023144-0.00031575i,1.9391e-05-0.00029939i,-0.00029865-0.00044337i,-0.0004741-0.00053207i,0.00012758+9.5416e-06i,-3.9644e-05+0.00068743i,-0.0002205+0.0002595i
0.0023062-5.1353e-06i,0.0021212-0.000227i,0.0017625-0.0014281i,0.0017539-0.001541i,0.00076589+1.1288e-05i,-0.00061889+0.00015535i,-0.00091564-7.8616e-05i,-4.1604e-05-0.00019563i,0.00019334-9.5946e-05i,0.00033266+0.00021179i,0.00028006+6.4318e-05i,0.00052419+0.00018915i,0.00037585+0.00036282i,-0.00049199+0.00029864i,-0.00015194+4.2837e-05i,0.00047902+5.6213e-05i,-0.00047161+1.3994e-05i,-0.00053293-0.00016811i,-0.00030079-0.00021419i,-0.00027401-0.00012958i,-0.00022409+0.0003741i,-0.00083509-0.00030129i,-0.00038995-0.00053307i
-0.0011831-0.00054446i,-0.0012762-0.00017012i,-0.00028005+0.001165i,-7.2408e-05+0.0012584i,0.0001291+0.00090497i,0.00040847+0.0011723i,0.00042713+0.0011063i,0.00037769+4.7512e-05i,-0.00025626-0.00090334i,-0.00050611-0.00066331i,-0.00052104+0.00013466i,-0.00021969-0.00039999i,0.00052132-0.0014309i,0.00091964-0.00092359i,0.00060129-0.00050953i,-0.0005448-0.00040773i,-0.00062666-0.00050515i,0.00033235-0.00079944i,-0.00013017-0.00059364i,-0.00039164-0.00041021i,0.00011396+5.3125e-05i,0.00037804+0.00024852i,0.00029031+5.9402e-05i
0.0018919+0.001667i,0.0017488+9.2986e-05i,0.0016304-0.0009262i,0.0020717-0.00025847i,0.0017554+0.00084833i,0.00037177+0.00046315i,-0.0003313+0.00022918i,3.5974e-05+0.00054932i,0.00028633+0.00053209i,0.00020657+0.00010588i,0.00021887-0.0004472i,0.00045534-0.00092226i,6.7446e-05-0.00099674i,-0.00058112-0.00027437i,-1.0581e-05+4.5294e-05i,-0.00017069-9.6279e-05i,-0.0009844-0.00047226i,-0.00082585-0.00054169i,-0.00013213-0.00050518i,0.00016124-0.00059391i,7.89e-05+0.0003754i,-0.00068907+0.00010711i,-0.0004865-0.00034203i
0.0011902+0.00080649i,0.00055587+0.00049003i,0.00078424+0.00040399i,0.0007761+9.5557e-05i,0.00024839-0.00059924i,0.0001813-0.0008625i,-6.1204e-05-0.00026223i,-0.0002391+0.00037954i,0.00015113+0.00043219i,0.0003196+0.00010321i,0.00041994+8.0761e-05i,0.00075797-2.4592e-05i,0.00016245-2.2025e-05i,-9.4507e-05+0.0002167i,0.00010707+0.00035431i,-0.00043478+0.00057105i,-0.00033633+0.0007728i,3.6207e-05+0.00032154i,2.3339e-05+0.0005903i,2.3984e-05+0.00090749i,-5.8629e-05+0.00023286i,-0.00020637-0.0003273i,-0.00021692+7.6118e-05i
-0.0015797+0.0023679i,-0.0015136+0.0029873i,-0.000672+0.0025828i,0.00074483+0.002495i,0.001182+0.0020449i,0.0008144+0.0015123i,0.00042434+0.00059587i,0.00069491-7.255e-05i,0.00035451-0.00027229i,-0.00013853-0.00082428i,0.00059+0.00059064i,0.0011161+0.0019707i,0.00039458+0.0015375i,-0.00081316+0.00065216i,-0.0012153-0.00014138i,-0.00052384-9.9809e-07i,-9.8892e-05+0.00025608i,-6.0357e-05-0.00037738i,0.00014013-0.00066493i,-0.00019485-0.00063381i,-0.00015658-0.00054912i,0.00039602-0.00024792i,0.00041955+0.00039205i
0.0022598-0.00020112i,0.002607-0.00053283i,0.0021806-0.0013646i,0.00098647-0.001537i,0.00020241-0.0011992i,-0.00056291-0.0011107i,-0.00037415-0.00074031i,0.00033203-0.00071002i,-0.00035093-0.0010576i,-0.00093743-0.00068765i,-0.00029526+2.4973e-05i,-0.00025446+0.00026543i,-0.00036689+0.00035759i,0.00013815+0.0004186i,0.0008923+2.8569e-05i,0.00062805-5.8751e-05i,-0.00076586+1.9909e-05i,-0.00058736+0.00011374i,-0.00028754-0.000142i,-0.00039872-0.00032511i,0.00025222-0.0002842i,0.00043028-0.00019852i,0.000769-0.00029416i
2.0963e-05-0.00070947i,-0.00085927-0.00084088i,-0.001646-0.00032729i,-0.0008389+0.00032536i,0.00013509+0.0012052i,0.00013457+0.0024278i,0.00012717+0.0017227i,0.0002699+0.00017954i,0.00056153-0.00025879i,0.00045975-0.00022857i,0.00032791+0.00019394i,0.00091129+0.00049581i,0.00067277+0.00080339i,-0.0002615+0.00055884i,-0.00074656-0.00037379i,-0.00053041-0.00024682i,0.00030068+0.00023531i,0.0009376+0.00021114i,0.00057008-1.6967e-05i,-0.00067164-0.00013772i,-0.00097957+0.00034794i,-7.1445e-05+0.00062434i,7.775e-05-0.00013278i
0.00131-0.00056498i,0.0010777-0.001643i,0.00013187-0.0015633i,-0.00011686+0.00013654i,-3.3253e-05+0.00079964i,-0.00028796+0.0007532i,0.00011489+0.0006093i,-0.00026811+0.00033717i,-0.00059815-0.00056865i,-0.00053139-0.00059048i,-0.00049244+6.7394e-05i,-0.00082598+0.00057851i,-0.00036208+0.000996i,2.877e-05+0.0012053i,-7.0789e-05+0.0004043i,0.00037027-4.9605e-05i,0.00051762+0.0002331i,0.00053266+0.0003659i,0.00073058-1.9212e-06i,0.00074668-0.00067542i,0.00015516-0.00029475i,-7.812e-05+0.00028359i,-0.00043146+3.1414e-05i
-0.00046581+0.0017554i,-0.00049886+0.0014203i,0.000517+0.0017527i,0.0012329+0.0013975i,0.00055311+0.00061808i,0.00026755+0.00033715i,0.00037598+0.0010464i,0.00042824+0.00095306i,0.00054303+0.00046605i,0.00057955+0.00049707i,0.00040349+0.00043818i,-0.00013567+0.00032961i,-0.00031999-0.00023974i,-0.0001937-0.00014067i,-0.00038922+0.00049943i,-0.00085779+0.00082003i,-0.00059165+0.00043494i,-9.0341e-06-0.00070476i,8.5037e-05-0.0013393i,0.00015859-0.001082i,-2.0895e-05-0.00077995i,-1.4151e-05-0.00077697i,0.00050763-0.00071756i
-0.0011124-0.0011192i,-0.0011028-0.0016186i,-0.0012795-0.001267i,-0.00054394-0.00089286i,0.00034362+0.00016646i,0.00060341+0.0012734i,0.0010233+0.00082719i,0.00068543+0.00033424i,-0.00032605+0.00041066i,-0.00042273+7.2877e-06i,-0.0004307+0.00033593i,-0.00038215+0.00045743i,4.5737e-07+0.00013035i,0.00068563+0.00040908i,0.00052882+0.00062607i,-0.00056111+0.00056408i,-0.0011961+0.00044094i,-0.00091622-0.00020413i,3.0866e-05-0.00033886i,0.00018467-0.0002368i,-0.00064845-0.00052305i,-0.00059251-0.00064868i,-9.0768e-05-0.00019295i
0.0012145-0.00057088i,0.00090733-0.00092324i,0.00063145-0.00045632i,-0.00046515+0.00061242i,-0.00063428+0.00034243i,-0.00051058+0.00046953i,-0.00064362+0.001072i,8.2171e-05+0.00043382i,0.00074046-0.00041388i,0.0001759-0.00043753i,-0.00057626-8.2449e-05i,-0.00046424+0.00048189i,-0.00041052+0.00080191i,0.0001929+0.00089555i,0.00051198+0.0015568i,0.00045487+0.0013989i,0.00035002+0.00133i,0.00032237+0.0014381i,0.00018877+0.00096453i,0.00014587+0.00036643i,-5.4419e-05-0.00035628i,-0.00013781+2.1916e-05i,-0.00026022+0.00092509i
-0.00047471+0.00081977i,-0.00033593+0.000572i,-0.00085725+0.00069556i,-0.0013927+0.00090114i,0.00016205+0.0015545i,0.001109+0.002187i,0.00046694+0.0014209i,-0.00016569+0.00015695i,-0.00049474-0.00038326i,-0.00061734+0.00022167i,-7.5725e-05+7.5229e-05i,0.0008113-7.854e-05i,0.00049681-0.00010194i,-0.00045314+0.00018147i,-0.00083435+0.00046691i,-0.00060205+0.0005519i,-5.1175e-05+0.00092245i,-0.00013593+0.0010403i,-0.0003555+0.00045454i,0.00018339-0.00031909i,0.00035014+0.00024422i,-7.2072e-05+0.00038866i,-9.041e-05+0.00057249i
-0.00044553+0.0015769i,-0.00031984+0.0024894i,0.00085264+0.002296i,0.0020213+0.001671i,0.0023577+0.00072009i,0.0011242-0.00074071i,0.00027664-0.00040488i,0.00023166+0.00017899i,0.00012837+0.00030038i,-0.00025689+0.00082914i,-0.00057999+0.00092572i,-0.0010263+0.00053235i,-0.0014566-0.00018955i,-0.0013576-0.00082041i,-0.0011428-0.0011457i,-0.000209-0.00076157i,0.00013532-0.00045177i,-0.00042593-0.00055146i,-0.0004691-0.00091231i,-0.00018816-0.0006472i,-0.00058769-0.00035463i,4.5465e-05-0.00039547i,0.00047974-0.00059148i
0.00029008+0.00046586i,-3.3625e-05+0.0012943i,-0.00074717+0.0016649i,-0.00054752+0.0017101i,-0.0003331+0.00148i,-0.00041115+0.00055281i,-0.00027094-0.00032035i,-0.0006044-0.00039257i,-0.0004376-0.00031343i,4.19e-05+5.3867e-05i,0.00023821+0.00056567i,1.0617e-05+0.00014015i,-0.00033487-0.00058068i,-3.5019e-05-0.00077037i,-0.00017501-0.00065164i,-0.00054801-0.00028285i,-6.1619e-05+6.5788e-05i,0.00088789+0.0005163i,0.0016129+0.00083994i,0.00065374+0.00025532i,-0.00019804-0.00041785i,0.00019741-0.00071553i,0.00045368-7.5154e-06i
0.00078109+0.00080221i,0.00127+0.00044687i,0.001046+0.00072057i,0.0002146+0.00092649i,0.00075714+0.00092955i,0.00063738+0.00062646i,-0.00033203-0.00018988i,-0.00023602-0.00051659i,-0.00016413-0.00037808i,0.0001259-0.0004642i,0.00026622-0.00060851i,-0.00036805-0.00056307i,-0.00046864-0.00086354i,-0.0005284-0.00050755i,-0.00086454-6.0305e-05i,-0.00071615-0.00015238i,-1.473e-05-0.00067005i,0.0001172-0.0005415i,0.0002619-0.00020939i,0.00030118-0.00086758i,0.00081237-0.001032i,0.00083349+0.0002058i,6.2205e-07+0.00013255i
-0.0012612+0.0023704i,-0.00074188+0.0029627i,0.00065831+0.0043799i,0.0017499+0.0035506i,0.002112+0.0015654i,0.0016546+6.3648e-05i,0.00043764-0.00054142i,-0.00031723+0.00020992i,-0.00028689+0.00070012i,0.00033171+0.00042341i,0.00057486+0.00013173i,0.00018003-8.5112e-05i,-0.00056933+0.00017988i,-0.00097137+6.2209e-05i,-0.00079226-0.00025716i,-0.00083073+0.00068215i,-0.0012247+0.00084663i,-0.0010049-0.00012853i,-0.00038428-0.00070319i,-7.3658e-05-0.0014441i,2.3228e-05-0.00080814i,0.00022066-0.00022788i,0.00057143-0.00078614i
0.00040726+0.00091243i,0.00072151+0.00026534i,0.00022505-0.00031119i,0.00036361+0.00028381i,0.00046655+0.00077955i,-0.00035453+0.00044716i,-0.00037524+0.00016681i,2.7012e-05+1.9883e-05i,0.00055155+9.7268e-05i,0.00070547-0.00063605i,-0.00020931-0.00059491i,-0.00062938-0.00045532i,-0.00013484-0.00028592i,-0.00031733+0.00013631i,0.00034019-0.00034614i,0.00044662-4.3603e-05i,-0.00038197+0.00013756i,-0.00015401-0.00022747i,9.9041e-05-0.0003363i,-0.00031017-0.00012776i,-0.00024707-0.00070102i,-0.00014844-0.00057374i,-0.00073197-4.4023e-05i
0.0021482-0.00033849i,0.0018388-0.00014152i,0.0019656-0.00016101i,0.0011489-0.00051225i,0.00051401-0.0011256i,0.00019352-0.00035634i,-0.00048588+0.00075711i,-0.00034188+0.00071495i,0.00040048+0.00033081i,0.00014515+0.00013595i,-0.00012053+0.00010997i,0.00040614+2.3071e-05i,0.00089766+0.00022986i,0.0010617+0.00035054i,0.00081119+0.00039721i,0.00022979+0.00071448i,-0.00014239+0.0005409i,-0.00078404+0.0002723i,-0.00121+1.7292e-05i,-0.000496-0.00015967i,1.9492e-05-0.00018338i,0.00021673+7.3366e-05i,0.00046663-9.7239e-06i
-0.0018181+0.0012796i,-0.0012834+0.0011394i,-0.001076+0.002i,-0.00051955+0.0025296i,-0.00056547+0.0021039i,-0.00011372+0.00094488i,0.00038682+0.00060936i,-0.00012306+0.00019301i,-0.00024723-0.00035159i,-0.00023767-0.00012787i,-0.000375+8.1672e-05i,0.00012588-0.00014523i,0.00061519-0.00029952i,0.00060425+0.00019312i,0.00063292-3.679e-05i,0.00053133-0.00046919i,0.00050658-0.00027812i,0.00050062-0.00060331i,0.00024025-0.00015643i,3.0338e-05+5.7743e-05i,-7.3902e-05-0.00035413i,-0.0003948-0.00037456i,0.00023511+3.2607e-05i
0.00019137-0.00031713i,0.00011096-8.5831e-05i,0.0003458+0.00044188i,0.00079942+0.00064451i,0.0004649+0.0010442i,-0.00021508+0.0015883i,-0.00058361+0.0013585i,-0.00044168+1.7272e-05i,-0.00058531-0.0006122i,-0.00071486+0.00039867i,-0.00042413+0.0010797i,0.00010858+0.00037246i,-3.8811e-05+6.4413e-05i,-0.00070114-0.00014785i,-0.00042146-0.00098477i,-0.0001837-0.00062086i,0.00022763-0.00016941i,0.00072356-0.00041802i,0.00024907-3.917e-05i,4.1648e-05+4.6066e-05i,0.00076519-0.00010156i,0.00097125+0.00035987i,0.00060706+0.00060844i
