-0.0043175+0.0006355i,-0.0015691+0.00034335i,-0.0007279+0.0014642i,-0.00064256+0.0021328i,-0.00018489+0.0030056i,0.00068669+0.0033396i,0.0012596+0.0027448i,0.0011017+0.00171i,0.0005022+0.00048435i,0.00069172+1.1569e-05i,0.0014247-0.00026474i,0.00075743-0.00090965i,-0.00036318-0.0012094i,-0.00057546-0.00089017i,-0.00034825-0.00059166i,-0.00029963+0.00035895i,-0.00025326+0.0012317i,0.00025587+0.00056608i,0.00032838-0.00055442i,-6.8682e-05-0.00011996i,2.2686e-05+0.00065102i,0.00035253+0.0004358i,-0.00043597+0.00036525i
0.00019662-0.0014852i,0.00090506-0.0016446i,0.0016129-0.0014767i,0.0016196-0.0010113i,0.00076875+3.5677e-05i,0.00024027+0.0011748i,1.5094e-05+0.00095729i,-0.00033615+0.0002033i,-0.00026724-0.0005724i,0.00027112-0.0005301i,0.00028114+0.00017826i,-0.00072582+0.00023813i,-0.0011654+0.00020508i,-0.00062044+0.00059115i,-0.00031145+0.00080748i,0.00024571+0.00043964i,0.00025792+0.00042361i,-0.00039932+0.00057213i,-0.00068797+0.00029127i,-0.00061809+0.00069844i,6.8761e-05+0.00078441i,0.00079002+3.7105e-05i,0.00039675-0.00010221i
-0.00066082-0.001462i,-0.0009208-0.001453i,-0.00079387-0.00015328i,-0.00028101+0.00049674i,-0.00013734+0.0013255i,0.00067207+0.0015515i,0.0013272+0.00076442i,0.00055682-0.00039701i,-0.00061878-0.00011683i,-0.00054657+0.00064907i,-0.0002477+0.00052668i,-0.00078481-9.9257e-05i,-0.00053104+0.00027942i,0.00026534+0.00044341i,0.00046383+0.00037617i,3.8678e-05+0.00021737i,-0.00098324-0.00014825i,-0.00092027+0.00022132i,-0.00058431+0.00029282i,-0.00071641+1.0026e-06i,-0.00016327-4.2781e-05i,-0.00033692+0.00042513i,-0.0011937+0.00040931i
-8.5963e-05+0.00083885i,0.00074549+0.0021699i,0.0021747+0.0024327i,0.0030872+0.0013289i,0.0016985+0.0016081i,9.2528e-05+0.0015886i,-0.00010275+0.00022044i,0.00033026-0.00032922i,-0.00060799-0.00037968i,-0.0014953-0.00040441i,-0.00027944-0.00077202i,0.0010084-0.00030204i,0.0012459-0.00028246i,0.0006923-0.0010412i,-8.8111e-05-0.00071035i,-0.00011318-0.00011709i,5.3887e-05+0.00029321i,1.5399e-05+0.00065835i,-0.00039026+0.00093109i,-0.00090124+0.00084488i,-0.00072756+0.0005872i,-9.0827e-05-0.00015362i,-0.00011315-0.00098833i
-0.0010303+0.00046498i,-0.0013779+0.00073672i,-0.0014486+0.00064516i,-0.0010915-0.00024721i,-0.00018283-0.00024834i,0.00092712-0.00029049i,0.0012132-0.0012067i,0.00085659-0.0018736i,0.00042291-0.0015296i,-0.00039243-0.00048598i,-0.00039281-6.3025e-05i,-0.00054813+0.00021034i,-0.0008934+7.135e-05i,-0.00046806+0.00016046i,-0.00063894+0.00086859i,-0.00087558+0.00051985i,-0.00098883-8.041e-05i,-0.00086453+0.00029414i,0.00015014+0.00060432i,0.00033545+0.00078883i,0.00013532+0.0010783i,0.0005923+0.00093199i,0.00098373-0.00015302i
0.0019301-0.0011822i,0.0019992-0.0013907i,0.0030342-0.00048271i,0.002319+8.5569e-05i,0.00069217-0.00027966i,-0.00032987-0.00063083i,-4.6163e-05-0.00060679i,0.00073441+0.00017478i,-0.00069621+2.9044e-05i,-0.0018011-0.0011423i,-0.00057571-0.0010585i,0.00020594-0.00022747i,-0.00057253-1.851e-05i,-0.00096182+0.00056371i,-0.00053746+0.00052606i,0.00022297-0.00015704i,-5.4731e-05-0.00062278i,-0.00049498-0.00075521i,-0.00011405-0.00044742i,-2.6438e-05-0.00047474i,0.00018208-0.00026974i,0.00031488+0.00015797i,0.00026314+0.00026335i
-0.0022831-0.002203i,-0.0028912+0.00023937i,-0.0033205+0.00076212i,-0.0027712+0.00087838i,-0.0016029+0.0018294i,0.00012367+0.0027475i,0.0011826+0.0015739i,0.00098298-0.00043465i,-0.00018506-0.0014403i,-0.0011688-0.00095147i,-0.0011227-0.00044918i,-0.0010244-0.00042488i,-0.00048909-0.00047296i,0.00021126-0.00048927i,0.00041978+0.00015933i,0.00054073+0.00059537i,-0.00039913+0.00020397i,-0.00112+0.00046876i,-0.00026917+0.00063892i,0.00036299+0.00050154i,0.00025507+0.00067837i,0.00029597+0.0013451i,0.00014632+0.00055843i
0.0020334-0.0006275i,0.0020553-0.00053139i,0.0012418+0.00019363i,0.0014784+0.000537i,0.0017863+0.0003083i,0.00089965+0.00034619i,0.0008429+0.00036852i,0.00091711+0.00046244i,0.0005093-0.00024795i,0.00029206-0.0010984i,0.00033631-0.00045255i,0.00045612+0.00031474i,0.00067491+0.0005659i,0.0010965+0.00051474i,0.00077752+0.00071608i,0.00039731+0.00064292i,-0.00011364+0.00010203i,-0.00031445+0.00014098i,9.024e-06+0.00021256i,-0.0002638-0.00027409i,-0.00060961-0.0004079i,-0.00075201-0.00046517i,-0.00069124-0.00033398i
-0.0021721+0.0018122i,-0.0010297+0.0023183i,5.5248e-05+0.0028688i,0.00097809+0.0028819i,0.0019271+0.0026579i,0.0018481+0.0015261i,0.0012751+0.0003407i,0.00078041-0.00051556i,0.00047007-0.00067745i,0.00070727-0.00021081i,0.00093731+0.0001542i,-0.000283-5.2114e-05i,-0.00039033-0.00037876i,9.5889e-05-0.00036496i,-8.1939e-05-0.00094294i,-0.00051823-0.0013976i,-0.00072045-0.00084239i,-0.00018597-0.00019184i,0.00017614-0.00068243i,0.00030983-0.0013192i,0.00087679-0.0012844i,0.00052486-0.0009838i,-0.00059462-0.00093553i
-0.00080712+0.0010781i,0.00068414+0.000535i,0.0018649+0.00026724i,0.0021033+0.00074242i,0.0014053+0.00093087i,0.0010845+0.0007331i,0.0017199+0.00048164i,0.0012438+3.8503e-05i,4.8914e-06-0.00024731i,-0.00037362+0.00013051i,-9.7428e-05+0.00029489i,-0.00015637-0.00031736i,-0.00055493-0.00093339i,-0.00060342-0.00047403i,-0.0005456-0.0003324i,0.00028684-0.00059534i,0.00069784-0.00044473i,0.00026118-1.259e-05i,9.7985e-05-4.9148e-05i,0.00018431-0.00070113i,-4.6365e-05-0.00049049i,0.00033911-0.0001755i,0.00090748-0.00035886i
-0.00019799-0.0014772i,-0.00045343-0.00069765i,-0.0003018+0.00072122i,-0.0014222+0.002146i,-0.0019894+0.002089i,-0.00066834+0.0012148i,-0.00032013-0.00016749i,0.00022642-0.00047344i,0.00082148-6.8683e-05i,0.00015382-0.00019529i,-0.0011831-0.0004936i,-0.0012009-0.0002686i,-0.00071928-0.00067481i,-0.00020808-0.0010713i,0.00031492-1.277e-05i,-0.00015166+0.00064778i,0.00024958+0.00011419i,0.00096711-0.00019367i,0.00025837+0.00033778i,-0.00011857+0.0003617i,0.00066827-0.00014347i,0.0011099-0.00021197i,0.00040863+0.00025585i
0.0016752+0.00032518i,0.0021265+0.00043496i,0.0028153+0.00010171i,0.0020685+0.00031311i,0.0014525+0.00071172i,0.00012079+0.00053597i,-0.00028974+0.00049437i,-0.00040012+0.00076495i,-0.0010148+0.00031134i,-0.00087233+7.1304e-05i,-0.00035687+0.00059066i,-0.00023051+0.00056342i,-0.00070398+0.00023699i,-0.0001696+0.00039072i,-6.1166e-05+0.00043871i,0.00019721+0.00025735i,0.00088286+0.00017568i,0.00011693+0.00014916i,-0.00018778+0.00022729i,-0.00046971-7.6112e-06i,-0.0010661+0.00029783i,-0.00021097+0.00056862i,0.00026016+0.00052213i
-0.00035348-0.00091304i,-0.00024931+0.0017105i,0.00045485+0.0018201i,0.00072927+0.00059186i,4.9527e-05+0.00059739i,0.00041752+0.0012052i,0.0010822+0.0012977i,0.0012998+0.00033602i,0.00029354-0.00074181i,-0.00030022-0.0010962i,-0.00023146-0.0003595i,-0.00020342+0.00031092i,4.7477e-05+0.00030592i,0.00054531+0.00032923i,0.00062097-0.0001578i,-0.00028907-0.0010587i,-0.00024864-0.00082701i,5.6588e-05-6.3024e-05i,0.00044457-7.3936e-05i,0.00049738+0.00043444i,0.00011456+0.00034058i,0.00018276-0.00037439i,0.00058876+2.0109e-05i
0.0012918-0.00027414i,0.0010909-0.00016301i,0.0020796-0.00089254i,0.0019987-0.0018309i,0.0010561-0.0016548i,-0.00021561-0.0012881i,-0.00010149-0.0010966i,0.00039567-0.0011982i,-0.00025166-0.0012517i,-0.00086075-0.00047546i,-0.00061099+0.00012154i,-0.00017858+0.00014477i,-0.00056728+0.0005052i,-0.00062269+0.0004578i,0.00014918+0.00035354i,0.00067688+0.00025549i,0.00025882-0.00013778i,-0.00025983+6.4748e-05i,-0.00015603+0.00015563i,0.00010944-0.00068551i,0.00064437-0.0011276i,0.00051603-0.00066723i,4.3343e-05+6.9104e-05i
0.00020947+0.0011254i,-0.00013532+0.001894i,0.00031298+0.0024397i,0.001036+0.0022859i,0.00045334+0.0028189i,-9.5955e-05+0.0028315i,-0.00034201+0.0018241i,-0.00071569+0.00075559i,-0.00082996+0.00033981i,-0.0013379+0.00073391i,-0.0017592-5.076e-05i,-0.0010915-0.00062303i,-0.00034484+2.5514e-05i,-0.00023008+0.00057745i,-0.00047192-0.00033282i,-0.0003876-0.0010703i,-0.00016003+0.00010778i,-0.00017126+0.0014106i,-0.00046221+0.00083903i,0.00013812-0.00016592i,0.00049853+1.3495e-05i,-0.00020865+0.0003088i,-0.00038188+0.00024605i
0.00086688+0.0015504i,0.00010121+0.00054294i,0.00063053-1.4756e-05i,0.0013107+0.00016963i,0.00093988+0.00042554i,-2.3707e-05+0.00086244i,-0.00044862+0.00013575i,-2.1776e-05-0.0013364i,0.00052534-0.0014125i,-5.1184e-05-0.00030786i,-0.00098872+2.9002e-06i,-0.00079204-0.00040344i,1.9461e-05-0.00028139i,0.00053781-6.5034e-05i,0.00013645-0.00011064i,-0.0010767-0.00040812i,-0.0011013-0.0010348i,-0.00069325-0.00024377i,-0.0012713+0.00046461i,-0.0011277+0.00021271i,-0.00099065-0.0005927i,-0.00032609-0.00063088i,8.4495e-05-5.7577e-05i
0.00027639+0.0019666i,0.0014537+0.0026766i,0.0020729+0.0031188i,0.0022516+0.0029768i,0.0017537+0.0025796i,0.00098342+0.0021709i,0.00073406+0.0010371i,0.00047457-0.00026602i,0.00034001-0.0004577i,-6.0834e-05+4.3986e-05i,-6.8569e-05-0.00018504i,-3.8461e-05-0.0007368i,-0.00025624-0.00045883i,-0.00039294-2.3824e-05i,-0.00057006-5.6539e-05i,-0.00055506-0.00020554i,0.00020759-0.00049727i,0.0006361-0.00065472i,0.0008846-0.00044483i,0.00091168+0.00016599i,0.0005032+0.00035023i,2.6872e-05-0.00055732i,-5.3657e-05-0.00057067i
-0.00067523-0.0027128i,-0.00086038-0.0020897i,-0.00076264-0.0016653i,-0.00020173-0.00065295i,-0.00041783+0.0008766i,8.0371e-05+0.0014394i,0.00087054+0.00064922i,0.00061706-0.00078337i,0.00025587-0.0015213i,6.0741e-05-0.00097437i,-5.1685e-05-8.988e-05i,-0.00038905+0.00064645i,-0.00060418+0.0008228i,-0.00031641-0.00011832i,-0.00014272-0.00065999i,-5.1209e-05-0.00047907i,-9.7472e-05+0.00011912i,-0.00027789+0.00054694i,-8.4697e-05+0.00058043i,-4.4201e-05+0.00058568i,0.00012449+0.00089502i,0.00015852+0.00073672i,-0.00014543+1.2124e-05i
0.00092176+0.0041016i,0.0014546+0.0040867i,0.0031661+0.0031493i,0.0044165+0.002788i,0.0034787+0.0019556i,0.0014622+0.0001862i,2.0784e-05-0.00069932i,-0.00034939-0.00035086i,3.5002e-05+3.2567e-05i,-0.00017677-0.00064428i,-0.00083844-0.0014561i,-0.00071764-0.0016358i,-0.00062195-0.0007039i,-0.00051169-0.00049986i,1.1803e-05-0.00079922i,-0.00064751-0.00017706i,-0.0009982+5.6623e-07i,0.0001099-0.00013406i,0.0003288+0.00015483i,1.1502e-05-0.00064832i,-0.00019301-0.0011181i,-0.00046483-0.00054833i,0.00010981+5.759e-05i
0.00074653+0.0022566i,0.0011144+0.0019003i,0.0024728+0.0016849i,0.0026064+0.0007218i,0.0013549+0.00052995i,0.00058582+0.0011087i,-0.00038192+7.6937e-05i,-0.001429-0.0012635i,-0.0011134-0.0011i,-0.00093138-0.00033333i,-0.0013956+0.00036231i,-0.0011824-0.00016194i,-0.00073344-0.00068003i,-0.00054048-1.474e-06i,-0.00064088+0.00044556i,-0.00044474-0.00016699i,-0.00062984-0.00010044i,-0.0012757+0.00036364i,-0.00048758+0.00075772i,0.00046895+0.0007476i,0.00068588+0.00027869i,-9.18e-05-0.00010992i,-0.00042802-0.00016322i
-0.00039777+0.0020216i,0.00078601+0.0022795i,0.0011226+0.0024355i,0.00062022+0.0025971i,0.0015314+0.0022657i,0.002034+0.0014915i,0.00094235+0.00031502i,0.00049728-0.00081045i,0.00020534-0.00059117i,-0.00024437+2.0499e-05i,0.00012902-0.0006098i,0.00030322-0.00077471i,-0.00031701-0.0012535i,-0.00076014-0.0020567i,-0.00068353-0.0013236i,-0.00067718-0.00031084i,-0.00080428+0.00011574i,-0.00078275-0.00034142i,-0.000623-0.00084376i,-0.00080591+3.6622e-05i,-0.00059131-0.00047974i,-0.00026184-0.00054481i,-5.9556e-05+0.00084301i
0.00094684-0.0014458i,0.00096448-0.0016616i,0.0018408-0.0010148i,0.0010485-3.5203e-05i,0.00058836+0.0014687i,0.0010221+0.0018921i,0.00061427+0.00056194i,6.0873e-05-0.00056525i,0.00042686-0.0011823i,0.00048591-0.00049723i,6.0601e-05+0.00056852i,-0.00063726+0.00063261i,-0.00098845+0.00053354i,-0.00018845+0.00014771i,-3.9627e-05+0.00046942i,-0.00025858+0.00071307i,-0.00073473-2.3659e-05i,-0.00073391-0.00031925i,-7.1096e-05-0.00024162i,0.00015675+0.0006468i,0.00030134+0.0010545i,-4.373e-06+0.00080002i,-8.1227e-05-0.0001609i
0.0014179+0.0010042i,0.0023907+0.00041037i,0.0033938+3.3803e-05i,0.0039675+0.0003584i,0.0037663+0.0011859i,0.002476+0.001361i,0.0009686+0.00069239i,0.00024782+0.00023443i,-0.00018635+8.989e-05i,-8.9354e-05+0.00028225i,-1.9988e-05+0.00021239i,-0.00031942-0.00066316i,-0.00013426-0.00097468i,-0.00010972+0.00014767i,0.00021212+0.00089701i,0.00059163+0.00078614i,-0.00033404+0.00042645i,-0.00084832+0.00064982i,-0.00030811+0.0010714i,0.00040581+0.00069285i,0.00050058+0.00061879i,0.00080368-0.00017569i,0.00050606-0.00041968i
0.0020952-0.0010907i,0.002776-0.00090292i,0.0017992-0.0023862i,0.0011267-0.0027139i,0.00040815-0.00045018i,-0.00025677+0.0014868i,0.00043989+0.0011096i,0.00076315-0.00051694i,0.00010869-0.0018864i,-0.00075527-0.0014224i,-0.00038522-0.0011256i,0.00033347-0.0013742i,0.00065286-0.0001977i,0.00012205+0.0006843i,-0.00074962+0.00028626i,-0.00023363-0.00013519i,8.4565e-05+0.0004439i,2.9541e-06+0.00061962i,-0.00016193-0.0001615i,-1.2442e-05+3.8782e-05i,0.00058969-0.00014871i,0.00029601-0.00082231i,-0.00018065-7.5826e-05i
0.00030793+0.0011492i,0.0014528+0.0010506i,0.0025899+0.0016392i,0.0015418+0.0010899i,7.9281e-05+0.00043157i,0.00045887+0.0011138i,0.0012488+0.00069516i,0.0010728-0.00033385i,-0.0001374-0.00074854i,-0.0011709-0.00072676i,-0.0012379-0.0010999i,-0.00058184-0.0015159i,0.00023335-0.00077686i,-0.0002414+0.00010443i,-0.00065505-0.00024857i,-0.00012878-0.00073641i,-0.00055893-0.00061924i,-0.0010751+0.00021704i,-0.0008191+0.00061797i,-0.00042643+0.00015889i,-0.0002386+2.0045e-05i,0.0005098-0.00013064i,0.00081173-0.00037264i
0.00014144+0.00065071i,-7.1807e-05+0.0013645i,0.0017512+0.0016272i,0.0015342+0.0019827i,-0.0015134+0.0012423i,-0.0019716+0.00037114i,-0.00049736+0.00015018i,-0.00015178-0.00028191i,-0.00037088-0.001151i,-0.00023759-0.00097312i,-0.0004505+1.0991e-05i,-0.000668+0.00029568i,-0.0010755-0.00026017i,-0.00093386-0.00019142i,0.00055931+0.00037177i,0.00081828+0.00046764i,0.0006153+0.00079244i,0.00017346+0.00021909i,0.00024573-0.00027753i,0.00064145-0.000209i,0.00035972-0.00094003i,0.0003334-0.0011714i,0.00046518-0.00067189i
0.0010901-0.0016656i,0.0014459-0.000988i,0.0012814-0.00018608i,0.00084158-0.00031792i,8.022e-05+0.00011465i,-0.0007995+0.00080903i,-0.00012637+0.00083895i,0.00040089+0.00056208i,0.00020534-0.0010626i,5.2587e-05-0.0015504i,5.4323e-06-0.00042967i,-0.00012803-1.9188e-05i,-8.1189e-05-0.00012792i,-0.00017802+0.00021756i,-0.00043947-2.0118e-05i,-0.00087968-0.00040811i,-0.0013907+0.00030068i,-0.00075663+0.00088364i,-0.00041671+0.00084814i,-0.00037047+0.00013571i,-0.00087765-8.3774e-05i,-0.001999+0.0002985i,-0.0016146+0.00064002i
0.00016928+0.00053898i,0.0015889+0.0011422i,0.002837+0.0014621i,0.0029222+0.00093858i,0.0019809+0.00019424i,0.00048838+0.00013492i,-0.00019499-1.9719e-05i,-0.00032072-0.00064046i,-0.00018833-0.00052872i,-0.00028867-0.00014929i,-0.00064995+0.00041291i,-0.0010041+0.000186i,-0.00087475+3.9226e-05i,-0.00030163+0.00058027i,-0.00018133+0.00024782i,1.5119e-05+0.00010668i,-0.00015187+0.00014115i,-5.5189e-05-0.0001825i,0.00044327+0.00012939i,0.00079008+0.00080209i,0.00038715+0.00081388i,-0.00019049+0.00015194i,-0.0001268-3.9139e-05i
0.0033211-0.0019003i,0.002706-0.0016927i,0.0018916-0.001923i,0.0006641-0.0026488i,-0.00086358-0.0016006i,-0.0014687+0.00015295i,-0.00087432+0.0010344i,0.00025062+0.00066906i,-0.00019408-0.00012254i,-0.0013365-0.00021598i,-0.0011565+0.00050836i,-0.00030624+0.0012934i,5.6608e-05+0.0011586i,0.00020605+0.00078207i,-0.00033778+0.00032552i,-0.00057398+0.00047988i,-0.00083727+0.00010048i,-0.0008241-0.00082177i,0.00058396-0.00060164i,0.0012748-0.00039005i,0.00011598-6.1403e-05i,-0.00058196+0.00061637i,-0.00020815+0.00038248i
-0.002473+0.0013037i,-0.00081415+0.0021509i,0.00064642+0.0034257i,0.0015739+0.0032804i,0.0014777+0.0026978i,0.00057397+0.0019472i,2.2775e-05+0.00039337i,0.00012962-0.00059247i,4.1192e-05-0.00013i,-0.0004563+0.00034809i,-0.00073466+6.7651e-05i,-0.0011746+0.0001366i,-0.0012793+0.00019396i,-0.0012227+0.0002847i,-0.0012621+0.00038403i,-0.0007739-0.00031507i,6.6714e-05-0.0006299i,0.00025624-0.00018731i,-0.00013348-5.9618e-05i,0.00017071-9.9824e-05i,0.00011+9.04e-05i,-0.00035776+0.00036421i,0.00051967+9.6306e-05i
0.00097519-0.0010956i,0.0009415-0.0014314i,-0.0003769-0.0022297i,-6.4897e-05-0.0015692i,0.0010126-0.00030433i,0.00071182+0.0003661i,0.00033125-2.5661e-05i,0.000303-0.00082753i,-4.2434e-06-0.001016i,-0.00041414-0.0012833i,0.00019809-0.0011685i,0.00027096-0.0013868i,-0.00059571-0.0012051i,-0.0002025-0.00014745i,0.00013789+8.0116e-05i,0.00077485-0.00025851i,0.00047437-7.9331e-06i,-0.00048602+0.00070029i,-0.00035311+0.00028781i,-7.1602e-05-0.00013458i,-0.00049002+0.00023485i,-0.00035229+0.00029643i,0.00097044+0.00035494i
0.0013687+0.0010948i,0.0019969+0.0024434i,0.0029001+0.0016241i,0.0021593+0.00027008i,0.0006784+0.00092532i,2.8883e-05+0.0011835i,0.00037644+0.00038662i,0.00070119-0.00050149i,2.4779e-05-0.00073252i,-0.00072344-0.00052894i,-0.00079427-0.00060194i,-0.0003592-0.00031485i,-0.00033542+0.00081353i,-0.00058058+0.00053751i,-5.45e-05-8.8426e-05i,0.00071523+0.00026131i,0.00034061+0.00025494i,-0.00019684-0.00029652i,-2.1199e-05-0.00047968i,-1.1254e-06-0.00023929i,0.00017259-0.00013023i,0.0010911+4.4618e-05i,0.001293+6.5792e-06i
-0.0014745-0.00099157i,-0.0013404+0.00032637i,-0.00048781+0.00075342i,0.00031799+0.0002313i,0.00024709+0.00045813i,-0.00036679+0.00086814i,-0.00010342+0.0006968i,0.00047576+0.00041919i,0.00013471+3.6415e-05i,-5.5309e-05+0.00033807i,0.00037095+0.00035985i,1.2316e-05-0.00066509i,-0.00081937-0.00089089i,-0.00043143-6.4928e-05i,0.00025198+0.00056469i,-0.00016137+0.00017175i,-0.00041906+0.0004133i,5.1787e-05+0.00040931i,6.8489e-05-0.00086971i,-0.00026115-0.0010767i,-0.00011456-0.00068875i,0.00072602-0.00078185i,0.0002821-0.00065037i
-0.0016946-0.00019534i,-0.0013451+0.0025318i,-0.00061248+0.0034327i,0.00030983+0.00309i,0.0011775+0.0031407i,0.0011375+0.0029818i,0.00062081+0.0013621i,0.00036369-0.00062349i,0.00023546-0.00072144i,0.00019975+5.425e-05i,0.00011521+0.00071726i,-0.00017264+0.00018942i,-3.9542e-05-0.00068799i,-3.2022e-05-0.00010788i,-0.00045901-0.00011563i,-6.5669e-05-0.00089504i,-6.4673e-05-0.00065575i,0.00036974+0.00024021i,0.00027946+0.00061112i,-5.1407e-05+0.00089167i,0.00063432+0.0011569i,0.00023116+0.00099163i,0.00011305+5.2334e-05i
-0.00035785-0.00059443i,-0.00043563+0.00030798i,0.00060141+0.00047557i,0.00074543+0.00085304i,-9.5393e-05+0.0016929i,-0.00031008+0.0017218i,0.00026923+0.00035403i,0.00016598-0.00086909i,-0.0008951-0.0011596i,-0.00030637-9.3408e-05i,-5.9243e-05+2.7764e-05i,5.9039e-05-0.00059056i,-0.00014808+5.1972e-05i,-0.00072433-0.0003432i,-0.00021319-0.00082947i,-0.00013264-0.00035411i,-0.00083265-4.7326e-05i,-0.0006603+0.00015414i,-0.00034898+0.00020725i,-7.2023e-05+0.00011087i,0.00019668-0.00028476i,0.00027816-0.00066742i,0.00073927-0.00055889i
-0.00035519+0.0021951i,-0.00035566+0.0024543i,-6.9222e-05+0.0028126i,0.00067206+0.0027347i,0.0010146+0.0021572i,0.0010133+0.0011878i,0.00024668+0.00023818i,-0.00012292-0.00066303i,-0.00032373-0.0011417i,-0.00020396-0.00041556i,0.00095345+0.00018474i,0.0014514-0.00085257i,0.00012604-0.0013446i,-0.00080687-0.0010001i,-0.00040506-0.00061501i,0.0002045-0.00080187i,-0.00026081-0.00064037i,-0.00082801+9.5272e-05i,6.1474e-05+0.00022852i,0.0007495-5.9085e-05i,0.00054183-2.3375e-06i,-0.00016835+0.00017375i,-0.00084893-3.3193e-05i
0.00047578+0.0007165i,0.00087352+0.00037383i,0.0020762+0.0008567i,0.0031115+0.00038814i,0.0028078-0.00063152i,0.0013331-0.0014172i,0.00070487-0.0011341i,0.00023482-0.00054922i,-0.00021383-0.00099763i,-0.00010077-0.00067281i,-0.00066628+7.859e-05i,-0.00091386-0.00018437i,-0.00086264-0.00019668i,-0.00082411+0.00010238i,-0.0002964+0.00055042i,-0.00038998+0.001322i,-0.00076269+0.0011493i,-0.00060684+0.00053216i,-0.00034385+0.00066901i,0.00014105+0.00039641i,0.00048836-0.00019729i,0.00058292-0.00049152i,0.00011999-0.00046164i
0.0019143-0.00018741i,0.0024146+0.00024095i,0.0027055+0.00029801i,0.0016043-0.00022708i,-0.00031046+0.00029882i,-0.00099358+0.00089732i,-8.3654e-05+0.00063253i,-0.00013267+0.00015171i,-0.00078128+4.8189e-06i,-0.00103+0.00027723i,-0.00035023+0.00031284i,-2.9296e-05+8.9475e-05i,-2.8893e-05-0.00012212i,-4.0822e-05-0.00023426i,-0.00010985-0.0003635i,-1.0134e-05-0.00016089i,-0.00013283-0.0002656i,-3.3001e-05-9.1223e-05i,-0.00016002+0.00052921i,-0.00043458+0.00052132i,-0.00034687-0.00037385i,0.00017176-0.00051989i,0.00060157+0.00011362i
0.0005156-0.00069727i,0.00036473-0.00084309i,0.00094702-0.00075679i,0.00081001-0.00022293i,-0.00083029+0.00024194i,-0.001395+0.00056545i,0.00044149+0.00057642i,0.0017725+0.00038449i,0.0010012-0.0008878i,-6.602e-05-0.0014804i,0.00013736-0.00095547i,0.00021077-0.00025038i,-0.00052581+0.00021738i,-0.00021929+9.0526e-05i,8.0448e-05+0.0003867i,0.00041965+0.00090139i,-0.00015485+0.00011421i,-0.0014271-0.000522i,-0.00087639-0.00035472i,-5.4488e-05-0.00023298i,-0.0004436-0.00039729i,-0.0011692+2.2527e-06i,-0.00075636+0.00022456i
0.00090105+0.0006732i,0.0011978+0.0014595i,0.0024299+0.0020798i,0.0028638+0.0021454i,0.0017085+0.0019536i,0.0011737+0.001212i,0.0016516+0.0002088i,0.0010484-0.00041735i,-0.00035571-0.00042542i,-0.00086361-0.00044447i,-0.00083446-0.00061163i,-0.00066724-0.00019536i,-0.00035782+0.0004288i,-0.00043865+0.00033735i,-0.00083057+0.00022388i,-0.00084676+0.0002409i,-0.0003057+0.00074716i,-0.00040826+0.0011194i,-0.00056936+0.00019397i,0.00011426+0.0002092i,0.00086838+0.00016802i,0.00081346-0.00099256i,0.00011147-0.00072802i
-0.0012083-0.00044738i,-0.0010724-0.00091127i,0.00017216-0.0010013i,0.0014742+7.5015e-05i,0.00075339+0.0017298i,-0.00015682+0.0014373i,-0.00028882+0.00052516i,-0.0005686-0.00040293i,2.2162e-05-0.00067407i,0.00017589-0.00018541i,-0.00049863-4.7108e-05i,-5.8358e-05+0.00014475i,0.00086248-0.00024163i,0.00090767-0.00017938i,0.00030428+0.00051475i,-1.8862e-06+0.00056941i,0.00045514+1.8234e-05i,0.0010046+3.0594e-05i,0.00047474+0.00051424i,-0.00043458+0.0006745i,-0.00016534+0.00081076i,0.00040199+0.00097031i,0.0011645+0.0011918i
-0.0013065+0.0042781i,0.00040162+0.0040034i,0.0016347+0.0043081i,0.0026732+0.0034404i,0.0030825+0.0019952i,0.0017174+0.0013306i,0.00080322+0.0010226i,0.00044646+0.00075114i,8.2367e-05-0.00015738i,-7.0377e-05-0.00097931i,-0.00031241-0.0010671i,-0.00021011-0.0010255i,-0.00058637-0.00094028i,-0.0012511-0.00073353i,-0.000907+0.00011847i,-0.00056597+0.00044566i,-0.00073535+0.00010591i,-0.00096066-0.00014586i,0.00021846-0.00011963i,0.00095682+0.00022914i,0.00061695+0.00021485i,0.00069204-0.00010564i,0.00048853-0.00051514i
-0.0005964+0.0019036i,0.00012844+0.0022262i,0.00067553+0.0031759i,0.001335+0.0032169i,0.0014109+0.0020564i,0.00097459+0.0011028i,0.00034609-9.0174e-05i,-0.00035815-0.0011453i,-0.00044136-0.00092571i,0.0004007-3.0045e-05i,0.0005653+0.00044375i,-0.00014507-0.00028702i,0.00013331-0.00085492i,0.00054457-0.00035444i,-5.3085e-05+0.00017581i,-0.0002019+0.00038791i,0.00042424+0.00015131i,0.00026494-0.00010267i,0.000451+0.00050346i,0.00076305+0.00040572i,-2.7019e-05-0.00013313i,-0.00055192-0.00041782i,-0.00024176-0.00075588i
