-0.0017925+0.00026148i,-0.00031376-0.00023577i,-0.0016528+0.00083173i,-0.0012872+0.0012897i,0.00015986+0.0015955i,0.00085247+0.00091505i,0.00071902+0.00010795i,-0.00033657+0.00079376i,-0.00024862+0.0011155i,0.0007473+0.00063208i,0.00085234-0.00031093i,0.00071455-0.00069619i,0.00085905-0.00016642i,0.00038888-0.00030595i,-0.0005314-0.00058413i,-0.00062659-0.00010424i,-0.00059119+0.00042234i,-0.00066523+0.00052117i,-0.00082392+0.00012863i,-0.00044044+2.972e-05i,0.00014123+0.00080883i,-8.3508e-05+0.0011759i,-0.00035162+0.00060614i
-0.00025905-0.00040498i,-0.00057665-0.00064888i,-0.00092381+0.0012142i,-0.00050865+0.0029865i,0.00086993+0.0024173i,0.0011701+0.0014254i,0.00012309+0.0010982i,0.00012579+0.00053706i,0.00067226-0.0001354i,0.0004089+0.00050522i,0.00016795+0.00094348i,0.00041955+0.00020173i,0.00033224-0.00050631i,2.0632e-05-0.00041584i,-0.00014979+0.00048789i,-7.1251e-05+0.00072225i,-4.5589e-05+0.0003263i,0.0006015-2.7935e-06i,0.00080786-0.00041908i,0.00084101-0.0010169i,0.001456-0.0011678i,0.00017612-9.3589e-05i,-0.001067+0.00040605i
0.00034374+4.0218e-05i,-0.0007269-0.00049193i,-0.00062299-0.00033141i,0.0007407+0.00051204i,0.0010078+0.0013503i,0.00034726+0.0005494i,0.00048467+0.00052888i,0.00088287+0.00083585i,0.0011014+9.2969e-05i,0.0014042-0.00049537i,0.0011993-0.00066702i,0.00032316-7.0499e-05i,-0.00056172+0.00022494i,-0.00043253+3.9113e-05i,3.7011e-05-0.00013813i,0.00014006-0.00017969i,0.00066861-0.00037566i,0.00073234-0.00034482i,0.0007146-6.8676e-05i,0.00065815+0.00041312i,1.1059e-06+0.00035434i,5.8332e-05+4.1118e-05i,3.4711e-05-5.7349e-06i
-0.000273+0.0010098i,0.00010941+0.0012386i,0.0013689+0.0014523i,0.0017335+0.0013284i,0.0019166+0.00015878i,0.0014994-0.00071214i,0.00056837-0.00085096i,0.0002148-0.0003189i,-0.00014723-0.00034834i,-0.00013689-0.0008445i,-0.0002946-0.00046674i,-0.00068261+0.00073958i,-0.00080323+0.0010393i,-0.00067275+3.9937e-06i,0.00014466-0.00034059i,0.00049056+0.00023757i,0.00014056+0.00053418i,0.00037615+0.00071113i,0.0012458+7.664e-05i,0.00067485-0.0011444i,0.00012772-0.0010185i,0.00034219-3.6114e-05i,4.0604e-06+0.00040136i
0.0008738+0.0012745i,0.00085236+0.0004086i,0.00043227-8.2271e-05i,0.00049944-3.9446e-05i,0.0012997+0.00024388i,0.0011863+0.00017774i,-0.00014575+0.00010239i,-0.0009566+0.00029385i,-0.00035454-2.8682e-05i,0.00067206-0.00091866i,0.00078662-0.00044624i,0.00058342-0.00015579i,0.00097266-0.00035049i,0.00059589-0.00055502i,0.00016943-0.00053936i,0.00011212+0.00037175i,-0.00012315+0.00040181i,7.8095e-05+0.00010239i,0.00060247+0.00046601i,0.00025047+0.00085101i,-0.00015254+2.9933e-05i,0.00043209-0.00046798i,0.00042614-6.0908e-05i
-0.0015238-0.00027515i,-0.001588-0.000478i,-0.0021176+0.00040505i,-0.0013393+0.001729i,0.00023484+0.003163i,0.0015277+0.0027496i,0.0019462+0.0010122i,0.0014042-0.00031057i,0.00011096-0.00072351i,-0.001094-0.00050577i,-0.0005447-0.00037205i,0.00095097-0.00050414i,0.001072-0.00039266i,0.00015791-0.00049259i,-0.00040706-0.00057422i,-0.0005211-0.0006885i,-0.00010899+0.00026427i,0.0007709+0.00035507i,0.00048244-0.00045876i,-0.00036219-0.00010584i,4.1265e-05+0.0006964i,0.00019313+0.00046985i,-0.00020566-0.00045207i
0.000258-6.2073e-05i,-0.0001718+6.1958e-05i,-0.0015013+1.5823e-05i,-4.4324e-05+0.0019003i,0.0021855+0.003245i,0.001974+0.0020125i,0.00045285+0.0010142i,-0.00035003+0.00080532i,-0.00050379-1.0241e-05i,-0.00022513-0.00063738i,-3.6341e-05-0.0010819i,-0.00037667-0.0011582i,-0.00068774-0.00078123i,-0.00045012-0.00052142i,7.9439e-05-0.00046302i,9.5575e-05-0.00037361i,-0.00020488-0.00073606i,0.0003342-0.00058309i,0.00033574-0.00035492i,8.2571e-05-0.00029111i,0.00022615-0.00026808i,0.00011052-0.00016491i,-0.00082539-0.00016368i
0.0011863-0.00027309i,0.00014723-0.00036862i,-0.00056418-0.0012669i,-0.00017708-0.0014733i,0.00011206-0.00028508i,-0.00070709+0.0014617i,-0.0010767+0.0022103i,-0.00047367+0.0013777i,6.1434e-05+0.00067486i,0.00027585+0.00022188i,0.00015649+0.00060145i,-0.00015544+0.0013316i,-1.93e-05+0.00082508i,-0.00051145+0.00062161i,-0.00081635+0.0010984i,-0.00037199+0.001057i,-0.00047498+0.00087165i,-0.00047158+0.0001814i,-0.00019746-0.00073193i,0.00017561-0.00035798i,0.00010492+0.00012159i,-0.00016724+6.2139e-05i,-0.00036153-0.0005775i
-0.00020371+0.0011427i,-0.00016538+0.00094458i,0.00067999+0.00049209i,0.0015345+0.0012624i,0.0016227+0.0011437i,0.00065909+8.5296e-05i,-0.00038818-0.00025086i,-0.0006199+9.8194e-05i,-0.00016037+0.00082634i,0.00049824+0.00055816i,0.0004081+0.00011486i,-7.7283e-05-0.00015278i,-0.00040015-0.0006297i,-7.2216e-05-0.000393i,0.00070455+0.00017042i,0.00082173+0.00027513i,0.0009891+0.00046621i,0.00050558-2.0326e-05i,-0.00057809-0.00016999i,-0.00075743+0.00072685i,-0.00049641+0.00036241i,-4.1712e-05+0.00046089i,0.00023847+0.00050014i
-0.0012926+0.0019193i,-0.00060248+0.0012469i,-0.00043496+0.0013297i,0.00028614+0.0018384i,0.0013083+0.0022476i,0.0011914+0.00050713i,-0.00055687-0.00076494i,-0.001285-0.00045109i,-0.00053122-4.037e-05i,0.00055459+0.00021705i,0.00073163+0.00022131i,-0.00019179+3.6522e-05i,-0.00067392+0.00040693i,-0.00067295+0.00042608i,-0.00056304-0.00011673i,-0.00050837-0.00022784i,4.2934e-05-0.00034627i,0.00055137-0.00055923i,0.00049007-0.00023338i,0.0002326+0.00014127i,0.00034557-0.00060605i,0.00024495-0.0015132i,0.00012084-0.0014486i
5.0754e-05-0.00094785i,-0.00010773-0.00059505i,-0.00080353+0.00052383i,-2.996e-05+0.0021736i,0.0011962+0.0031218i,0.0015226+0.0027213i,0.00082153+0.0013343i,0.00041548+0.0011666i,0.00022337+0.0010546i,-0.00029564+0.00015346i,-0.00010488-0.00055824i,0.00024642-0.00083165i,-8.2465e-06-3.3725e-06i,-0.0002158+0.0005291i,-3.4364e-05-3.0168e-05i,-2.6059e-07+2.206e-05i,2.4196e-07+0.0001412i,0.00020594+6.8744e-06i,0.00037937-0.00015659i,0.00079022-0.00049977i,0.00088418-0.00057143i,0.00052186-0.00015213i,0.00022192+0.00049084i
0.00044859-0.0016444i,0.00080872-0.0016096i,-9.1192e-05-0.00095027i,-0.00054332-0.00010599i,0.0009585+0.0008032i,0.0011893+0.00093787i,0.00054035+0.00076769i,7.5514e-05+0.00065042i,-0.00036625+0.00028553i,-0.00096975-3.8683e-05i,-0.0003909-0.00019586i,0.00019094-0.00040421i,-0.0003861-1.9039e-05i,-7.2818e-05+0.00020586i,0.00016394-0.00022414i,-0.00042947-0.00021894i,-0.00032683+0.00035686i,-0.00012438+0.00031281i,-8.2141e-05-0.00026407i,0.00016394-0.00039607i,0.00066072+0.00038018i,0.00025678+0.00040637i,-6.4228e-05+5.9655e-06i
-0.0019679+0.00034674i,-0.0010511-0.00043977i,-0.00020027+0.001521i,0.00049311+0.0033062i,0.0015308+0.0026424i,0.0013241+0.0012869i,0.00037847+0.00050214i,-3.5325e-05+0.00035029i,0.00013834+0.00047039i,0.00036213+0.00097151i,0.00052311+0.0011629i,0.00058948+0.0007112i,0.00017586-0.0002815i,0.00024817-0.0012449i,0.00014213-0.00057071i,-0.00042603+0.0007557i,-0.00076621+0.00052415i,-0.0010599+0.00016744i,-0.00081314-7.9699e-05i,0.00025073-0.0003647i,0.0010887-0.00039626i,0.0013419+8.367e-05i,0.00041892+0.00048554i
-0.00024292+8.3129e-05i,-0.00014035-0.00047435i,0.00024582+8.9692e-05i,0.0011274+0.001516i,0.0019902+0.002392i,0.0021316+0.0020289i,0.0016217+0.0017149i,0.0012761+0.0007248i,0.0010972-0.00043326i,0.00043848-0.00067184i,-0.00036234-0.00017833i,-0.00050546+0.00036905i,-0.00014882+7.1251e-05i,-3.7324e-05-0.00023887i,-0.00038816-0.00061666i,-0.00040843-0.00069938i,-0.00062223+0.00031164i,-0.00048408+0.00071269i,0.00016868+0.00056661i,7.1767e-05+0.00041076i,0.00011323+0.00059774i,-9.4746e-06+0.00026908i,-0.00038407-9.2731e-05i
4.4109e-05-0.00054062i,0.00082138-0.00074532i,0.0016262-0.0013148i,0.00088939-0.0011385i,0.00028796+0.00047605i,-2.9256e-05+0.00132i,-4.2535e-05+0.0010334i,-0.00027148+0.0013101i,-0.00011645+0.00070668i,0.00033177-0.00048642i,0.00053305-0.00024386i,0.00049503+0.00023333i,-8.3616e-07-0.00016668i,0.00053573-0.00012497i,0.00047815+7.6552e-05i,0.0009248-0.00015744i,0.0010173-0.00021926i,0.00059216+6.4344e-05i,0.00067797+0.00035698i,0.00051738+0.00018035i,0.00044954+1.6482e-05i,0.00014368-9.2931e-05i,-0.00038572-0.0001146i
-0.00055916-0.00033885i,-0.00091277+0.00023832i,-0.0015106+0.0017698i,-0.00059592+0.0027828i,0.00067426+0.0020256i,0.00062152+0.0010933i,-7.1114e-05+0.00097962i,-0.00056322+0.00096296i,7.6795e-05+0.00020278i,0.00058871+0.00020218i,-0.00016608+0.00083072i,-0.00043587+0.00032926i,-7.4961e-05-0.00037469i,-0.00049308-0.00044507i,-0.001289+0.00023214i,-0.00081088+0.00043976i,-3.5885e-05+0.00014813i,-0.00038023+0.0001806i,-0.00036742-0.00010764i,-0.00014197-0.00056573i,-0.00037341-0.00028057i,-0.00061754+0.0002373i,-0.00021488+1.7541e-06i
6.4949e-05-0.00084827i,0.0011444-0.0011982i,0.0014951-0.00044407i,0.001246+0.0015954i,0.0014394+0.0020408i,0.0014294+0.0017862i,0.00090447+0.0013837i,0.00043704+0.00053805i,-1.0361e-05+0.00015757i,0.00044984-0.00018128i,0.00067525-5.6598e-05i,0.0003663-2.6189e-05i,0.00074655-4.9453e-05i,0.00068848+0.00063426i,-0.00022667+0.00062121i,-0.00035643+0.00038182i,-0.00022053+6.8626e-06i,-0.00044865-4.3293e-05i,-0.00021091+0.00038464i,5.7135e-06-0.00017659i,0.0001417-0.00047867i,6.082e-05+0.00039133i,-0.00025698+0.0007665i
-0.0012764-0.0009789i,-0.000938-0.0010408i,-0.0013683-0.00053468i,-0.0013436+0.0010231i,0.00019218+0.002705i,0.00065033+0.0022032i,0.00067578+0.001183i,0.00036266+0.00067132i,-0.00013462-0.00031896i,-0.00029457-0.00070194i,-0.00012361-0.00039828i,7.064e-05+4.7548e-05i,0.00041424-0.00017249i,0.00060858+0.00016973i,0.00027699+0.00032449i,-3.5586e-05+0.00013162i,-4.8712e-05+0.00033249i,0.00026127+0.00025344i,-5.4074e-05+0.00010315i,-0.00039868-0.0001408i,-0.00032504-0.00014192i,-0.00059596-0.00014849i,-0.00062348+1.0432e-05i
0.0012031+0.0011838i,0.0012011-0.00072108i,0.0018144-0.0017205i,0.0025661-0.0013721i,0.0029357-0.00016984i,0.0021427+0.00037689i,0.0010223+0.00056045i,0.00042287+0.00076746i,0.00047195+0.00097239i,0.00060767+0.00051976i,-0.00010814-0.00024988i,-0.00051065+0.00026403i,-0.00030978+0.00056027i,-0.000463-0.00061892i,0.00020664-0.00087863i,0.0009245-0.00084624i,0.00087576-0.00049967i,0.00014832-1.5643e-06i,-0.00040851+5.8365e-05i,-0.00016632+0.00041026i,5.5915e-05+0.00066546i,-0.0006275-2.3162e-05i,-0.0013143-0.00067411i
-0.00097748-0.00066084i,-0.00045058-0.00035723i,-0.0013087+0.00024468i,-0.001282+0.00094114i,7.4549e-05+0.0022298i,0.00056902+0.0022651i,0.00088275+0.00093368i,0.00043338+0.00011689i,-4.9692e-05-0.00061705i,-9.9545e-05-0.00069132i,-0.00021174-3.0882e-07i,-0.00034659-0.00010168i,-0.00097457-0.0004159i,-0.0011628-0.00015239i,-0.00063454+4.7016e-05i,-0.00033117+0.00019466i,7.5258e-05+0.00023657i,-3.3928e-05-7.9495e-05i,-0.00039486-0.00071263i,-0.00048216-0.00082532i,-0.00036846-0.00016701i,-0.00026781+0.00029469i,-0.00016605-0.0001455i
0.00032875-0.0016107i,-5.0736e-05-0.001252i,-1.0359e-05-0.00085179i,0.00080987+0.00034195i,0.00069229+0.0014684i,0.00014301+0.0017034i,-0.00023889+0.0019932i,0.00054637+0.0014785i,0.0011043+0.0001706i,0.00071218-0.0012054i,0.0007449-0.0010967i,0.0009472-0.0001146i,0.0011039+0.00042294i,0.0010474+0.00073976i,0.0006731+0.00047235i,0.00084525+0.00016935i,0.00095085+0.00035716i,0.00068214+0.0003359i,0.00057519+0.00062046i,0.00010209+0.0010467i,0.00011671+0.00085346i,8.2814e-05+0.00094193i,4.6646e-05+0.00058582i
0.00024617-0.0005037i,0.0008166-0.00032567i,-0.00019782-1.431e-05i,-0.00067793+0.00083269i,9.084e-05+0.001643i,0.0004252+0.0017702i,7.4928e-05+0.00088673i,-7.6368e-05+0.00041554i,0.00014295+0.00042009i,4.7788e-05-6.5024e-05i,0.00034074-0.00015033i,0.00026539-9.3694e-05i,0.00014685-0.00060263i,0.00032639-0.00064636i,-8.0481e-05-0.00054344i,-0.00024705-0.00049229i,-0.0001465-8.1371e-05i,-0.00029052+0.00024003i,-5.4071e-05+0.00024362i,0.0002431-5.4779e-05i,3.2275e-05-0.00044746i,0.00041391-0.00076706i,0.00089674-0.00063688i
0.00039022-0.00032336i,-0.00018773+0.00043942i,0.00016176+0.00088532i,0.00093332+0.00069317i,0.00080794+0.0011389i,-0.00041701+0.0011887i,-0.00065009+0.0010126i,-0.00055665+0.0010395i,-0.00048894+0.00046042i,6.5593e-05-0.00038392i,0.0010436+0.00027508i,0.00076329+0.00079719i,0.0001803+0.00050284i,0.00053218+0.0013363i,0.00077534+0.0010155i,1.725e-05-0.00041689i,8.1324e-05-0.00095127i,0.00049217-0.00048422i,0.0001409+0.00030814i,2.1311e-05+8.7935e-05i,0.00015824+0.00011757i,-0.00010692+0.00050678i,-0.00043908+0.00014852i
-0.00020635-0.00025683i,-0.00048149-0.00070552i,-0.00041798-0.00063819i,0.00095154-0.00087316i,0.0020868-0.00063042i,0.0015777-0.00069476i,0.00093889-0.00010626i,0.00050872+5.6048e-05i,0.00025922+1.552e-05i,0.00028499-0.0006116i,1.4375e-05-0.00025135i,-0.00023465+0.0004065i,-7.4954e-05-1.3891e-05i,-0.00079452-0.00025997i,-0.0014538-0.00020664i,-0.001254+5.3307e-05i,-0.00093048+0.00056854i,-0.00077577+0.0006841i,-0.00029014+0.0001036i,0.00017414-1.7017e-05i,6.5381e-05+0.00018369i,4.545e-05+0.000107i,-0.00016203+0.00022534i
-0.0015815+0.00050697i,-0.0011975+0.00078946i,-0.00072295+0.00055657i,-7.8126e-05+0.0019008i,0.0010442+0.0031854i,0.0017916+0.0020737i,0.0015132+0.0004094i,0.0005224+0.00026772i,-6.2292e-05+0.00039655i,2.4168e-05+0.00029989i,0.00032774+3.8104e-05i,0.00040598+0.00029751i,0.00073237-4.5915e-05i,0.00025518-0.00074742i,-0.00053102-0.00082091i,-0.00044565-0.00024767i,8.4993e-05+0.00016568i,0.00058655+3.074e-05i,-0.00049995+0.00033389i,-0.0014438+0.0003399i,-0.0012538+0.00019221i,-0.0010622+2.9465e-05i,-0.00077329-0.00021777i
0.00072452-0.0015244i,0.00040331-0.00018373i,0.00026977+0.00034172i,0.00083378+0.00020958i,0.0014995+0.00079213i,0.0010192+0.00092075i,0.00037692+0.00075473i,0.00022189+0.00069781i,-0.00039557-9.4506e-05i,-0.00039985-0.0011972i,9.0034e-05-0.00049868i,-0.00014449+0.00038498i,0.0004391+0.00075676i,0.0011563+0.00090305i,0.00052424+0.00023662i,0.00038129-0.00079135i,8.3276e-05-0.00057964i,-0.00075416+0.00047494i,-0.00073669+0.00087752i,-0.00056835+0.00036725i,-0.00044016+0.00032359i,0.00052855+0.00038538i,0.0004984+0.00015905i
0.0012044+0.0013737i,0.00051208+0.00084021i,0.0006577-0.00032106i,0.00076709+0.00098584i,0.00061668+0.0015147i,-0.00044293+0.00073508i,-0.00091339+0.00068732i,-0.00040132+0.00077689i,-5.5686e-05+1.0054e-05i,0.00050259-0.00074516i,0.00089203-0.00077345i,0.0011255-0.00055449i,0.00084075+3.3289e-05i,0.00036181+0.00083954i,0.0006046+0.00054835i,0.00063009-0.00042958i,0.00063434-0.0007053i,0.00043553-2.8823e-05i,-0.00049082-4.6804e-05i,-0.00057688-0.00067796i,0.00010258-0.00026632i,0.00010301+0.00054044i,0.00041723+0.00049257i
0.00025446+0.0011061i,0.00027451+0.0010719i,0.0020824+0.00018669i,0.0033702-1.2531e-05i,0.003303+0.00051305i,0.0018822+0.00019044i,-2.9133e-05-0.00018323i,-0.0010647+0.00040052i,-0.00089928+0.00030458i,-0.00074356-0.00027392i,-0.00024047-0.00032291i,0.0003039-0.00040458i,0.00066307+0.00026175i,0.00045119+0.00065705i,-0.00015979+0.00034665i,-1.6547e-05+0.00065293i,0.00059178+1.2508e-05i,0.00088046-0.0010295i,-4.5717e-05-0.00062963i,-0.00041671-0.00018419i,0.00041117-0.00072844i,0.00063819-0.000598i,0.00023261-0.00016906i
-0.00094155-0.0014738i,-0.00073752-0.00064486i,-0.001246+0.00072094i,-0.0013313+0.0013713i,-0.0003133+0.0019108i,-0.00019675+0.0022004i,-7.2788e-06+0.0017531i,-0.00030852+0.0012026i,-0.00076609+0.00040764i,-0.00041611+0.00052535i,-0.00024273+0.00023833i,-0.00025998-0.00081204i,0.00042198-0.00057168i,0.00071041+0.0004665i,0.00013703+0.00093731i,-9.0658e-05+0.00019761i,-0.00036586-0.00038902i,-0.00038096+0.00011993i,-0.0003318+0.00051517i,6.4224e-05+0.00056602i,0.00010583+0.00018324i,1.8987e-05-0.00055196i,-0.0001749-0.00096789i
-0.00023513-0.0022488i,0.00080954-0.0019526i,0.0014591-0.0012503i,0.0015052+0.00031234i,0.0010874+0.0017294i,0.00093753+0.0020151i,0.0016588+0.0010899i,0.000932+0.0008644i,-0.0005967+0.0007509i,-0.00097871+0.00070889i,-0.00043691+0.00012383i,-0.00051028+3.9974e-05i,-0.00053894+0.00026311i,-0.00023272+0.0002726i,0.0001435+0.00036861i,0.00024272+3.1593e-05i,-0.00031588-0.00026295i,-0.00064792-0.00041239i,-0.0007056-0.00043396i,-0.00085216-0.00012443i,-0.00040067-0.00020465i,3.3089e-05+1.7775e-05i,-0.00027783-0.00022059i
0.00075328-0.00013875i,-0.00052492+0.00055727i,-0.00082237+0.00034464i,-0.0007771+0.00024035i,-0.00052527+0.00020367i,-0.00042959+0.00081242i,-0.0002144+0.0012742i,0.00042555+0.0010073i,6.765e-05+0.00087151i,0.00012436+0.00076557i,0.00065095-0.0003355i,0.00022225+4.6235e-05i,0.00026759+0.00060974i,0.00046788-0.00050001i,0.00062718-0.0011232i,0.00056237-0.00027397i,-0.00032933+0.00025488i,-0.00025323-2.8496e-05i,6.6271e-05+0.00038873i,-0.00017699+0.00090987i,-2.4926e-06+0.0011571i,0.00029633+0.00096361i,0.0004848+0.00043069i
0.00064827+0.0018974i,0.00090279+0.00023168i,0.0018849-0.00025388i,0.0022348+0.00087156i,0.0011648+0.0015776i,0.00046917+0.00046059i,-0.00035259+0.00088144i,-0.0012528+0.00083395i,-4.6712e-05-0.00027275i,0.0011656-0.00060754i,0.0010063-0.00027581i,0.00066286+0.00025208i,0.00058244+0.00067564i,0.00062135+0.0011642i,9.4136e-05+0.00073698i,-0.00056926-0.00022795i,-7.1532e-05-0.00064059i,0.00065959-0.00044321i,0.00050951-8.6917e-05i,0.00011856+0.00034426i,9.2177e-07-0.00024711i,0.00055917-0.00016943i,0.00046373+0.00064005i
-0.0010456-0.0010809i,-0.00085685-0.00058183i,-0.00067916+0.0012166i,0.00032182+0.0024302i,0.001196+0.0014828i,0.001798+0.00037087i,0.00084014+0.00019405i,-0.00036188-0.00017405i,0.00018389-0.00076717i,0.00060349-0.0001756i,0.00096327+7.9664e-05i,0.00083326-0.00027644i,0.00021613-0.00039603i,3.7132e-06+3.2394e-05i,-0.00027916+0.00010977i,-0.00073825+0.0001808i,-0.001057-0.00018817i,-0.00088269-0.00094294i,-0.00050672-0.00068065i,-0.0002624+9.802e-06i,0.00030072+0.0003734i,0.00069275+0.00021229i,5.8564e-05-0.00060617i
0.0009524-0.00026162i,0.00034797-0.00071203i,-0.00076108-0.0016269i,-0.00075608-0.0010791i,0.0010789+0.00079306i,0.0019401+0.0015993i,0.00070554+0.0011915i,0.00032633+0.00026374i,0.0015001+3.2898e-06i,0.0013744+0.00026279i,0.00040698-0.00022356i,-0.00041055-0.00078003i,-0.00047547-0.00054671i,0.0001442-0.00060893i,0.00059637-3.8066e-05i,0.00013197+0.00051037i,-0.00019846+0.00012439i,-0.00021658+0.00012373i,-0.00027066-0.00027594i,6.9393e-05-0.00029732i,9.5179e-05+0.00055842i,0.00056499+8.5414e-05i,0.00022003-0.00051777i
0.00094393-0.00015914i,0.00018613+0.00019804i,0.0012872+0.0011657i,0.0024078+0.001889i,0.0019591+0.0019938i,0.00093455+0.00057682i,0.0013277-2.4324e-06i,0.0011698+0.00079952i,0.00048253+0.00073176i,0.00083617-0.00059712i,0.0010501-0.0015014i,0.00079569-0.0011243i,0.00026724-0.00031951i,0.00039334+6.1772e-05i,0.00059107-0.00021756i,0.00053134-0.00054583i,0.0005576-0.0001049i,0.00087141+0.00042932i,0.00096664+0.00051826i,0.00027153+0.00023775i,0.00034758+0.00037576i,0.0012126+0.00068946i,0.0010642+0.00044948i
-0.00010658-0.00092662i,3.4643e-05-0.0012052i,-0.00021217-0.00092152i,-0.00096171+0.00057269i,-0.00062574+0.001103i,-0.00024862+0.0006095i,-0.0012478+0.00038019i,-0.0015606-4.331e-05i,-0.00041568-4.7385e-05i,0.00080593+0.00019247i,0.00081642+5.1922e-05i,0.00055061-3.1615e-05i,0.00065975+9.208e-05i,0.00076514-7.7887e-05i,0.00066367-0.00015174i,0.00087884+9.5691e-05i,0.00047696+0.00038274i,-0.00079589+0.00035763i,-0.00068485+0.00061545i,-0.0001374+0.00033074i,-7.1836e-05-0.00034147i,0.00040767-0.00020865i,0.00086147+0.00016496i
0.00010943-0.0021225i,0.0006034-0.0014581i,0.00036265-0.0004924i,0.00013292+0.0012101i,-1.6304e-05+0.002766i,0.00097654+0.0032657i,0.0016496+0.0017634i,0.0013703+4.3486e-05i,0.0014016-0.00057584i,0.001304+0.00019333i,0.00094298+0.00091179i,0.00061574+0.00031955i,0.00015065-0.00033215i,8.6191e-05-0.00026053i,0.00014722+0.00022371i,-4.7577e-05+0.00030973i,-6.7569e-05+8.4918e-05i,0.00054273+0.00022048i,0.0005722+0.00050088i,-5.237e-05+0.00018535i,8.9307e-05-0.00015566i,-5.5101e-05-0.00075511i,5.5868e-05-0.00096496i
0.0010594+0.0010258i,-8.8317e-06+0.00076499i,-3.2901e-05+0.00085983i,0.00077345+0.0011322i,0.0010735+0.0012877i,1.8118e-06+0.00062777i,-0.00094142+0.0006066i,-0.00075571+0.0010889i,-0.0003286+0.00099814i,0.00062656+0.0002787i,0.0013508+0.0001838i,0.0011158+0.0002357i,0.00057757+5.8584e-05i,6.9384e-05+0.00010946i,1.9288e-06+0.000749i,-0.00019243+0.0012118i,-0.00010993+0.00089897i,-0.00021139+0.00047795i,0.00014618+0.0005274i,0.00030205+0.00070895i,6.8067e-05+0.0008571i,0.00060806+0.0011695i,0.00070286+0.0012103i
0.00019822-0.00046922i,0.00013674-0.00085475i,0.00090709-0.00045851i,0.0012082+0.00018622i,0.0013901+0.0010487i,0.0011192+0.0020294i,-0.00043171+0.0011676i,-0.00087405-7.0212e-05i,-0.00036502-0.00037059i,0.00013336+0.00048124i,0.00039851+0.0011728i,0.00028532+0.00061049i,0.00062301-9.2443e-05i,0.00061334-0.0001335i,0.00010632+0.00069204i,0.00053855+0.00058246i,0.00078746+0.00013271i,0.00068285+0.00054856i,0.00034465+0.00037991i,0.0001836+0.00034202i,0.00068944+0.00066013i,0.00095545-0.00014355i,0.00086053-0.00083096i
-0.00011869-0.00012028i,-0.00073704-0.00061348i,-0.0014125-0.001043i,6.8623e-05-0.00011207i,0.00092661+0.0011958i,0.00081326+0.00125i,0.0010292+0.00022977i,0.00066958-0.00010807i,0.00014705-5.5232e-05i,-0.00014798-0.00036926i,-0.00062155-0.00014234i,-0.00087912-0.00027938i,-0.00038373-0.00063238i,0.00023626-0.00093057i,0.0011724-0.00064941i,0.0014519+2.1632e-05i,0.0012115+0.00017818i,0.00081084+0.00029568i,-0.0003625-3.2887e-05i,-0.00041974-0.00032482i,0.00031982+0.00012602i,0.00027476+0.00053475i,0.00048436+0.00016412i
-0.000389+0.00042986i,0.00029667-0.00021256i,0.00030143+0.000759i,-0.00059541+0.0016566i,0.00046491+0.0019025i,0.00056306+0.0012319i,-0.0006241+0.00026843i,-0.00070068-3.9733e-06i,-0.00019466-0.00043878i,-0.00014014-0.00059289i,0.00037284-8.8854e-05i,0.00082866-0.00028792i,0.00028257-0.00026611i,-0.00014175-0.00037442i,9.0729e-05+0.00015156i,3.4557e-06+0.00098167i,0.0004056+0.00058099i,0.00060889-0.00050571i,-0.00010829-0.00070731i,-0.00036462-0.00048206i,-0.00032324-0.00026045i,-0.00017397+9.8192e-05i,0.00021574-0.00017442i
-0.0010413-0.00039165i,-0.0015416+0.0001655i,-0.00045878+0.0012449i,0.0012347+0.0011538i,0.0012908+0.00069118i,0.00039524+0.00089683i,0.00024768+0.00087158i,0.00038051+0.00081665i,0.00027918+0.00072828i,0.00050705+0.00057131i,0.00059808+0.00059552i,0.00043614+0.001105i,0.00061996+0.00087315i,-0.00026406+0.00017677i,-0.0012325-0.00059995i,-0.0012347-0.00073559i,-0.00073408-0.00038535i,-0.00011474-3.251e-05i,-0.00037564+0.00066136i,-0.00062012+0.000477i,-0.00066153-1.5547e-05i,-0.00018607+5.5641e-05i,-0.00015973+0.0001404i
-0.00078142-1.8892e-05i,-0.00028569-0.00056507i,-0.00023309+0.00030438i,0.00078139+0.0016415i,0.0017306+0.0019518i,0.0015583-7.6635e-05i,0.00048427-0.0012721i,-0.00045158-0.00041161i,0.00019008+0.00039286i,0.00095342+0.00083555i,0.00065584+0.00075096i,-0.00020057-0.00033586i,-0.00041691-0.00032106i,-0.00036789+0.00062223i,-0.00048279-0.00015919i,-0.00049001-0.0011485i,-0.00048329-0.00098808i,-2.8219e-05-0.00013514i,0.00043974+0.00034972i,0.00057441+0.0002658i,0.00073369+0.00057138i,0.00096089+0.00112i,0.00062732+0.0011959i
